traffic_mortality_15_29_per_100000_people,geo,time
17.47,mus,1993
15.35,mus,1994
13.17,mus,1995
16.43,mus,1996
11.23,mus,1997
13.25,mus,1998
15.01,mus,1999
10.01,mus,2000
9.546,mus,2001
15.22,mus,2002
12.27,mus,2003
17.17,mus,2004
11.07,mus,2005
14.41,mus,2006
15.81,mus,2007
14.05,mus,2008
2.076,mex,1955
3.005,mex,1956
3.095,mex,1957
2.723,mex,1958
3.334,mex,1959
3.589,mex,1960
3.263,mex,1961
2.991,mex,1962
5.943,mex,1963
6.783,mex,1964
6.95,mex,1965
7.019,mex,1966
7.038,mex,1967
8.267,mex,1968
7.894,mex,1969
7.574,mex,1970
9.556,mex,1971
10.93,mex,1972
10.85,mex,1973
18.98,mex,1974
20.92,mex,1975
22.44,mex,1976
25.55,mex,1977
25.93,mex,1978
29.57,mex,1979
30.08,mex,1980
31.92,mex,1981
28.79,mex,1982
24.44,mex,1983
20.55,mex,1984
19.19,mex,1985
17.93,mex,1986
18.06,mex,1987
18.34,mex,1988
18.88,mex,1989
18.93,mex,1990
18.55,mex,1991
18.96,mex,1992
18.89,mex,1993
18.6,mex,1994
17.08,mex,1995
17.25,mex,1996
17.22,mex,1997
14.2,mex,1998
14.28,mex,1999
13.25,mex,2000
12.96,mex,2001
14.25,mex,2002
14.71,mex,2003
15.24,mex,2004
16.53,mex,2005
17.28,mex,2006
15.63,mex,2007
32.07,mda,1981
28.16,mda,1982
25.21,mda,1985
27.15,mda,1986
22.87,mda,1987
34.08,mda,1988
44.75,mda,1989
39.68,mda,1990
32.49,mda,1991
32.35,mda,1992
16.14,mda,1993
20.04,mda,1994
21.27,mda,1995
16.99,mda,1996
20.04,mda,1997
17.19,mda,1998
11.85,mda,1999
13.52,mda,2000
15.2,mda,2001
15.36,mda,2002
15.1,mda,2003
15.75,mda,2004
15.21,mda,2005
14.23,mda,2006
19.69,mda,2007
16.97,mda,2008
6.683,nld,1950
7.45,nld,1951
6.553,nld,1952
8.328,nld,1953
10.68,nld,1954
10.61,nld,1955
12.64,nld,1956
13.56,nld,1957
13.9,nld,1958
14.92,nld,1959
17.33,nld,1960
19.06,nld,1961
19.12,nld,1962
18.35,nld,1963
23.24,nld,1964
22.85,nld,1965
24.26,nld,1966
27.74,nld,1967
27.63,nld,1968
29.25,nld,1969
30.94,nld,1970
29.61,nld,1971
31.56,nld,1972
32.37,nld,1973
27.69,nld,1974
20.92,nld,1975
23.64,nld,1976
26.42,nld,1977
23.44,nld,1978
21.05,nld,1979
18.95,nld,1980
17.42,nld,1981
15.97,nld,1982
15.82,nld,1983
15.52,nld,1984
13.43,nld,1985
14.65,nld,1986
12.85,nld,1987
12.91,nld,1988
13.33,nld,1989
13.29,nld,1990
13.31,nld,1991
12.41,nld,1992
11.51,nld,1993
12.14,nld,1994
11.63,nld,1995
12.88,nld,1996
11.75,nld,1997
11.17,nld,1998
11.79,nld,1999
12.29,nld,2000
9.87,nld,2001
11.59,nld,2002
10.59,nld,2003
8.544,nld,2004
6.696,nld,2005
6.002,nld,2006
7.33,nld,2007
6.129,nld,2008
20.09,nzl,1950
28.0,nzl,1951
24.9,nzl,1952
30.04,nzl,1953
26.61,nzl,1954
31.27,nzl,1955
24.85,nzl,1956
27.73,nzl,1957
30.62,nzl,1958
28.72,nzl,1959
24.87,nzl,1960
27.5,nzl,1961
27.55,nzl,1962
25.41,nzl,1963
29.76,nzl,1964
33.24,nzl,1965
35.33,nzl,1966
38.04,nzl,1967
32.4,nzl,1968
35.59,nzl,1969
39.0,nzl,1970
38.92,nzl,1971
44.13,nzl,1972
51.65,nzl,1973
45.02,nzl,1974
38.92,nzl,1975
38.03,nzl,1976
56.07,nzl,1977
38.86,nzl,1978
34.76,nzl,1979
37.55,nzl,1980
40.98,nzl,1981
44.96,nzl,1982
38.19,nzl,1983
41.77,nzl,1984
44.89,nzl,1985
45.12,nzl,1986
48.55,nzl,1987
47.09,nzl,1988
46.42,nzl,1989
48.82,nzl,1990
35.83,nzl,1991
35.8,nzl,1992
36.32,nzl,1993
28.96,nzl,1994
30.9,nzl,1995
29.3,nzl,1996
26.67,nzl,1997
25.07,nzl,1998
23.86,nzl,1999
19.0,nzl,2000
20.87,nzl,2001
17.88,nzl,2002
20.47,nzl,2003
20.81,nzl,2004
18.98,nzl,2005
14.34,nzl,2006
6.432,nor,1951
5.967,nor,1952
6.939,nor,1953
7.02,nor,1954
7.996,nor,1955
11.08,nor,1956
12.7,nor,1957
9.735,nor,1958
12.37,nor,1959
10.81,nor,1960
11.33,nor,1961
11.51,nor,1962
15.01,nor,1963
12.51,nor,1964
12.83,nor,1965
14.23,nor,1966
13.71,nor,1967
17.0,nor,1968
15.77,nor,1969
20.33,nor,1970
18.52,nor,1971
19.32,nor,1972
18.9,nor,1973
18.77,nor,1974
18.4,nor,1975
18.26,nor,1976
16.68,nor,1977
15.82,nor,1978
16.73,nor,1979
16.7,nor,1980
13.86,nor,1981
17.87,nor,1982
19.11,nor,1983
17.97,nor,1984
17.96,nor,1985
21.37,nor,1986
19.05,nor,1987
15.21,nor,1988
15.3,nor,1989
13.5,nor,1990
13.26,nor,1991
12.37,nor,1992
10.94,nor,1993
11.12,nor,1994
13.1,nor,1995
9.907,nor,1996
12.89,nor,1997
15.19,nor,1998
12.66,nor,1999
15.2,nor,2000
11.45,nor,2001
12.83,nor,2002
10.4,nor,2003
11.71,nor,2004
9.398,nor,2005
8.613,nor,2006
7.416,nor,2007
17.42,pan,1984
16.41,pan,1985
16.1,pan,1986
18.77,pan,1987
15.04,pan,1988
14.97,pan,1989
15.51,pan,1996
20.62,pan,1997
19.6,pan,1998
18.1,pan,1999
16.24,pan,2000
16.02,pan,2001
15.82,pan,2002
17.51,pan,2003
15.67,pan,2004
16.78,pan,2006
10.47,pry,1994
12.93,pry,1995
10.12,pry,1996
12.55,pry,1997
10.9,pry,1998
11.61,pry,1999
8.544,pry,2000
9.211,pry,2001
8.39,pry,2002
10.18,pry,2003
12.47,pry,2004
13.52,pry,2005
19.74,pry,2006
4.606,phl,1992
5.252,phl,1993
7.114,phl,1997
6.416,phl,1998
6.319,phl,1999
6.395,phl,2000
6.24,phl,2001
7.041,phl,2002
7.637,phl,2003
7.104,pol,1959
7.141,pol,1960
10.74,pol,1961
11.34,pol,1962
9.652,pol,1963
10.96,pol,1964
11.96,pol,1965
13.02,pol,1966
12.47,pol,1967
14.28,pol,1968
13.62,pol,1969
13.31,pol,1970
14.49,pol,1971
19.61,pol,1983
16.99,pol,1984
15.75,pol,1985
15.24,pol,1986
15.48,pol,1987
15.76,pol,1988
24.12,pol,1989
26.41,pol,1990
28.56,pol,1991
24.74,pol,1992
21.84,pol,1993
23.04,pol,1994
22.9,pol,1995
20.4,pol,1996
21.05,pol,1999
19.56,pol,2000
16.59,pol,2001
18.25,pol,2002
16.45,pol,2003
15.9,pol,2004
16.78,pol,2005
15.4,pol,2006
17.36,pol,2007
18.39,pol,2008
6.431,prt,1955
5.829,prt,1956
5.327,prt,1957
6.889,prt,1958
8.026,prt,1959
8.635,prt,1960
9.936,prt,1961
9.695,prt,1962
10.35,prt,1963
12.17,prt,1964
12.57,prt,1965
14.08,prt,1966
16.43,prt,1967
17.9,prt,1968
19.35,prt,1969
24.46,prt,1970
30.69,prt,1971
25.57,prt,1972
30.27,prt,1973
32.2,prt,1974
42.56,prt,1975
37.41,prt,1976
32.85,prt,1977
32.33,prt,1978
36.78,prt,1979
33.18,prt,1980
47.03,prt,1981
41.98,prt,1982
40.83,prt,1983
34.34,prt,1984
33.68,prt,1985
28.54,prt,1986
34.69,prt,1987
37.86,prt,1988
36.4,prt,1989
38.94,prt,1990
42.73,prt,1991
39.66,prt,1992
34.59,prt,1993
30.94,prt,1994
34.85,prt,1995
28.98,prt,1996
26.13,prt,1997
26.59,prt,1998
22.37,prt,1999
19.44,prt,2000
25.98,prt,2001
27.13,prt,2002
23.83,prt,2003
7.78,rou,1989
18.0,rou,1990
13.42,rou,1991
13.29,rou,1992
12.56,rou,1993
15.7,rou,1994
15.46,rou,1995
15.9,rou,1996
15.67,rou,1997
15.0,rou,1998
10.1,rou,1999
9.788,rou,2000
10.43,rou,2001
9.308,rou,2002
10.65,rou,2003
10.43,rou,2004
11.63,rou,2005
11.91,rou,2006
14.0,rou,2007
14.9,rou,2008
22.35,rus,1980
23.44,rus,1981
22.45,rus,1982
21.76,rus,1983
20.66,rus,1984
18.42,rus,1985
17.2,rus,1986
18.56,rus,1987
27.27,rus,1988
33.34,rus,1989
32.98,rus,1990
32.59,rus,1991
32.36,rus,1992
34.24,rus,1993
32.28,rus,1994
30.15,rus,1995
26.83,rus,1996
25.89,rus,1997
27.44,rus,1998
33.29,rus,1999
34.7,rus,2000
34.69,rus,2001
36.63,rus,2002
38.08,rus,2003
36.29,rus,2004
35.1,rus,2005
34.24,rus,2006
15.26,srb,1998
11.75,srb,1999
11.18,srb,2000
13.07,srb,2001
9.205,srb,2002
7.095,srb,2003
8.004,srb,2004
9.876,srb,2005
12.3,srb,2006
14.26,srb,2007
13.66,srb,2008
13.69,sgp,1963
14.39,sgp,1964
17.74,sgp,1965
18.94,sgp,1966
12.59,sgp,1967
20.09,sgp,1968
16.87,sgp,1969
16.52,sgp,1970
17.77,sgp,1971
21.35,sgp,1972
19.01,sgp,1973
14.75,sgp,1974
10.39,sgp,1975
12.16,sgp,1976
13.68,sgp,1977
15.61,sgp,1978
10.02,sgp,1979
12.28,sgp,1980
12.01,sgp,1981
18.94,sgp,1982
13.1,sgp,1983
18.78,sgp,1984
13.72,sgp,1985
14.35,sgp,1986
10.89,sgp,1987
12.61,sgp,1988
13.59,sgp,1989
12.35,sgp,1990
11.29,sgp,1991
10.66,sgp,1992
11.81,sgp,1993
10.51,sgp,1994
10.5,sgp,1995
10.45,sgp,1996
11.43,sgp,1997
7.631,sgp,1998
8.132,sgp,1999
8.293,sgp,2000
9.764,sgp,2001
8.725,sgp,2002
9.646,sgp,2003
8.692,sgp,2004
6.737,sgp,2005
20.47,svk,1992
20.09,svk,1993
16.68,svk,1994
16.95,svk,1995
15.52,svk,1996
20.9,svk,1997
22.34,svk,1998
16.46,svk,1999
16.77,svk,2000
15.36,svk,2001
16.08,svk,2002
16.13,svk,2003
15.33,svk,2004
13.05,svk,2005
29.11,svn,1985
28.12,svn,1986
30.94,svn,1987
31.11,svn,1988
34.93,svn,1989
29.62,svn,1990
35.53,svn,1991
27.57,svn,1992
34.09,svn,1993
42.18,svn,1994
27.98,svn,1995
33.0,svn,1996
25.22,svn,1997
21.51,svn,1998
20.98,svn,1999
20.08,svn,2000
27.37,svn,2001
19.06,svn,2002
19.19,svn,2003
18.64,svn,2004
19.68,svn,2005
25.1,svn,2006
25.93,svn,2007
16.04,svn,2008
3.713,esp,1951
4.161,esp,1952
4.234,esp,1953
5.506,esp,1954
6.5,esp,1955
6.828,esp,1956
6.484,esp,1957
7.167,esp,1958
7.492,esp,1959
10.76,esp,1960
11.9,esp,1961
12.01,esp,1962
10.7,esp,1963
11.35,esp,1964
11.9,esp,1965
12.6,esp,1966
14.58,esp,1967
10.09,esp,1968
14.43,esp,1969
15.21,esp,1970
14.32,esp,1971
16.33,esp,1972
20.47,esp,1973
16.22,esp,1974
17.33,esp,1975
19.72,esp,1976
21.95,esp,1977
23.24,esp,1978
22.36,esp,1979
20.59,esp,1980
19.25,esp,1981
15.8,esp,1982
18.4,esp,1983
19.52,esp,1984
20.02,esp,1985
22.42,esp,1986
25.98,esp,1987
29.13,esp,1988
32.67,esp,1989
32.14,esp,1990
31.83,esp,1991
26.49,esp,1992
23.15,esp,1993
19.86,esp,1994
20.28,esp,1995
19.49,esp,1996
19.92,esp,1997
22.5,esp,1998
21.65,esp,1999
22.16,esp,2000
20.39,esp,2001
18.99,esp,2002
20.03,esp,2003
16.82,esp,2004
15.82,esp,2005
2.175,lka,1950
2.325,lka,1951
2.446,lka,1952
2.486,lka,1953
2.71,lka,1954
1.973,lka,1955
2.114,lka,1956
2.503,lka,1957
1.906,lka,1958
2.0,lka,1959
1.651,lka,1960
1.436,lka,1961
2.092,lka,1962
1.358,lka,1963
1.834,lka,1964
1.028,lka,1965
1.625,lka,1966
1.777,lka,1967
1.02,lka,1968
2.935,lka,1977
4.582,lka,1980
7.161,lka,1981
6.691,lka,1983
5.724,lka,1984
3.77,lka,1985
2.766,lka,1986
13.09,swe,1951
15.14,swe,1952
17.34,swe,1953
17.23,swe,1954
15.96,swe,1955
17.5,swe,1956
17.67,swe,1957
17.55,swe,1958
16.77,swe,1959
16.43,swe,1960
16.77,swe,1961
19.1,swe,1962
20.3,swe,1963
20.7,swe,1964
20.89,swe,1965
20.22,swe,1966
18.65,swe,1967
21.31,swe,1968
21.2,swe,1969
21.9,swe,1970
21.08,swe,1971
21.03,swe,1972
19.88,swe,1973
20.02,swe,1974
20.5,swe,1975
19.28,swe,1976
16.86,swe,1977
17.79,swe,1978
16.8,swe,1979
14.8,swe,1980
15.81,swe,1981
14.15,swe,1982
15.48,swe,1983
15.76,swe,1984
16.04,swe,1985
17.11,swe,1986
15.77,swe,1987
15.96,swe,1988
15.97,swe,1989
15.34,swe,1990
12.32,swe,1991
12.24,swe,1992
10.57,swe,1993
7.58,swe,1994
7.441,swe,1995
7.924,swe,1996
7.392,swe,1997
7.723,swe,1998
7.498,swe,1999
9.887,swe,2000
10.33,swe,2001
9.524,swe,2002
9.096,swe,2003
7.642,swe,2004
7.598,swe,2005
8.11,swe,2006
6.684,swe,2007
14.44,che,1951
15.63,che,1952
19.24,che,1953
20.41,che,1954
21.88,che,1955
22.03,che,1956
24.0,che,1957
23.2,che,1958
21.79,che,1959
23.96,che,1960
26.76,che,1961
24.08,che,1962
20.72,che,1963
23.0,che,1964
20.06,che,1965
22.41,che,1966
25.77,che,1967
23.94,che,1968
27.1,che,1969
29.3,che,1970
32.66,che,1971
36.35,che,1972
30.44,che,1973
29.68,che,1974
27.99,che,1975
25.51,che,1976
29.71,che,1977
25.66,che,1978
28.11,che,1979
29.17,che,1980
29.11,che,1981
27.51,che,1982
30.47,che,1983
28.12,che,1984
23.67,che,1985
24.59,che,1986
24.37,che,1987
24.41,che,1988
24.37,che,1989
23.51,che,1990
20.06,che,1991
17.67,che,1992
16.39,che,1993
14.16,che,1994
16.46,che,1995
13.12,che,1996
13.3,che,1997
13.6,che,1998
12.58,che,1999
11.91,che,2000
10.56,che,2001
10.84,che,2002
12.73,che,2003
11.28,che,2004
7.842,che,2005
8.019,che,2006
7.945,che,2007
0.6446,tto,1951
2.548,tto,1952
13.07,tto,1953
13.03,tto,1954
16.59,tto,1955
13.88,tto,1956
7.911,tto,1957
8.995,tto,1958
15.69,tto,1960
17.13,tto,1961
11.72,tto,1962
5.228,tto,1963
17.05,tto,1967
13.22,tto,1968
23.4,tto,1970
16.54,tto,1971
20.21,tto,1972
22.82,tto,1973
18.18,tto,1974
17.63,tto,1975
22.09,tto,1976
22.22,tto,1977
23.63,tto,1978
23.36,tto,1979
24.06,tto,1980
15.12,tto,1981
23.97,tto,1982
19.24,tto,1983
23.18,tto,1984
24.45,tto,1985
21.23,tto,1986
16.83,tto,1987
10.95,tto,1988
14.41,tto,1989
9.22,tto,1990
10.02,tto,1991
9.758,tto,1992
16.11,tto,1993
13.1,tto,1994
10.1,tto,1995
12.54,tto,1996
7.77,tto,1997
15.05,tto,1998
14.12,tto,1999
12.76,tto,2000
13.68,tto,2001
13.53,tto,2002
15.56,tkm,1981
15.58,tkm,1982
13.79,tkm,1985
13.24,tkm,1986
15.07,tkm,1987
16.88,tkm,1988
16.91,tkm,1989
16.83,tkm,1990
16.83,tkm,1991
15.94,tkm,1992
13.18,tkm,1993
9.215,tkm,1994
6.374,tkm,1995
8.013,tkm,1996
5.423,tkm,1997
6.641,tkm,1998
19.47,ukr,1981
20.14,ukr,1982
16.46,ukr,1985
19.61,ukr,1986
20.12,ukr,1987
26.41,ukr,1988
34.12,ukr,1989
34.08,ukr,1990
27.38,ukr,1991
25.71,ukr,1992
20.35,ukr,1993
20.89,ukr,1994
19.68,ukr,1995
17.58,ukr,1996
15.33,ukr,1997
15.24,ukr,1998
13.79,ukr,1999
15.27,ukr,2000
19.17,ukr,2001
20.96,ukr,2002
20.66,ukr,2003
19.96,ukr,2004
24.91,ukr,2005
27.28,ukr,2006
11.63,gbr,1950
12.6,gbr,1951
11.56,gbr,1952
12.49,gbr,1953
13.03,gbr,1954
15.35,gbr,1955
14.51,gbr,1956
15.24,gbr,1957
16.51,gbr,1958
19.71,gbr,1959
20.83,gbr,1960
21.05,gbr,1961
18.73,gbr,1962
18.77,gbr,1963
22.25,gbr,1964
22.51,gbr,1965
22.23,gbr,1966
21.1,gbr,1967
18.75,gbr,1968
19.18,gbr,1969
20.22,gbr,1970
20.77,gbr,1971
20.85,gbr,1972
21.74,gbr,1973
20.08,gbr,1974
19.15,gbr,1975
20.76,gbr,1976
20.7,gbr,1977
23.01,gbr,1978
20.52,gbr,1979
20.23,gbr,1980
15.32,gbr,1981
18.61,gbr,1982
16.8,gbr,1983
16.86,gbr,1984
15.58,gbr,1985
16.05,gbr,1986
16.03,gbr,1987
14.54,gbr,1988
15.76,gbr,1989
16.15,gbr,1990
15.18,gbr,1991
13.28,gbr,1992
10.8,gbr,1993
10.76,gbr,1994
10.58,gbr,1995
11.18,gbr,1996
11.25,gbr,1997
9.79,gbr,1998
9.886,gbr,1999
9.68,gbr,2000
9.682,gbr,2001
10.65,gbr,2002
10.97,gbr,2003
10.15,gbr,2004
10.02,gbr,2005
10.16,gbr,2006
8.98,gbr,2007
32.04,usa,1950
33.81,usa,1951
36.11,usa,1952
36.27,usa,1953
33.89,usa,1954
37.84,usa,1955
39.3,usa,1956
36.81,usa,1957
34.16,usa,1958
35.24,usa,1959
34.9,usa,1960
33.91,usa,1961
35.65,usa,1962
37.36,usa,1963
39.3,usa,1964
40.98,usa,1965
45.06,usa,1966
44.36,usa,1967
45.98,usa,1968
46.31,usa,1969
42.84,usa,1970
41.98,usa,1971
42.76,usa,1972
42.41,usa,1973
36.52,usa,1974
35.15,usa,1975
35.93,usa,1976
38.57,usa,1977
40.9,usa,1978
41.02,usa,1979
40.37,usa,1980
37.89,usa,1981
33.23,usa,1982
31.15,usa,1983
32.95,usa,1984
32.28,usa,1985
34.89,usa,1986
34.08,usa,1987
34.32,usa,1988
32.17,usa,1989
31.18,usa,1990
28.88,usa,1991
25.78,usa,1992
26.15,usa,1993
26.4,usa,1994
26.68,usa,1995
26.36,usa,1996
25.26,usa,1997
24.27,usa,1998
24.59,usa,1999
24.21,usa,2000
24.3,usa,2001
25.17,usa,2002
24.13,usa,2003
24.03,usa,2004
23.6,usa,2005
10.36,ury,1955
8.034,ury,1956
5.287,ury,1957
6.588,ury,1958
5.367,ury,1959
4.396,ury,1960
6.549,ury,1963
7.074,ury,1964
5.723,ury,1965
8.313,ury,1966
6.421,ury,1967
6.455,ury,1968
6.568,ury,1969
6.033,ury,1970
7.193,ury,1971
8.839,ury,1972
7.542,ury,1973
5.278,ury,1974
6.578,ury,1975
6.523,ury,1976
3.956,ury,1977
8.249,ury,1978
17.04,ury,1980
17.5,ury,1981
13.09,ury,1982
9.123,ury,1983
11.37,ury,1984
9.888,ury,1985
9.671,ury,1986
9.038,ury,1987
11.55,ury,1988
17.11,ury,1989
14.2,ury,1990
14.21,ury,1993
14.11,ury,1994
15.13,ury,1995
14.85,ury,1996
16.38,ury,1997
18.75,ury,1998
16.7,ury,1999
11.61,ury,2000
12.67,ury,2001
11.75,ury,2004
14.26,uzb,1981
15.36,uzb,1982
13.85,uzb,1985
13.05,uzb,1986
13.48,uzb,1987
15.5,uzb,1988
18.67,uzb,1989
16.96,uzb,1990
15.74,uzb,1991
10.94,uzb,1992
7.738,uzb,1993
6.049,uzb,1994
6.112,uzb,1995
7.067,uzb,1996
7.353,uzb,1997
6.369,uzb,1998
6.518,uzb,1999
6.71,uzb,2000
6.836,uzb,2001
4.13,uzb,2002
6.269,uzb,2003
8.436,uzb,2004
7.483,uzb,2005
14.48,ven,1955
13.26,ven,1956
16.34,ven,1957
26.55,ven,1958
26.15,ven,1959
22.69,ven,1960
23.33,ven,1961
21.46,ven,1962
20.94,ven,1963
26.29,ven,1964
28.12,ven,1965
27.64,ven,1966
30.01,ven,1967
31.13,ven,1968
34.64,ven,1969
34.66,ven,1970
32.25,ven,1971
34.69,ven,1972
43.23,ven,1973
42.88,ven,1974
45.61,ven,1975
52.8,ven,1976
50.1,ven,1977
53.74,ven,1978
51.22,ven,1979
53.56,ven,1980
50.41,ven,1981
48.37,ven,1982
43.39,ven,1983
30.58,ven,1985
33.82,ven,1986
30.87,ven,1987
29.25,ven,1988
25.21,ven,1989
26.18,ven,1990
28.23,ven,1992
29.64,ven,1993
29.4,ven,1994
19.89,ven,1996
20.93,ven,1997
24.04,ven,1998
23.86,ven,1999
27.61,ven,2000
30.6,ven,2001
28.9,ven,2002
24.87,ven,2003
23.81,ven,2004
23.12,ven,2005
37.43,ven,2007
11.3,cheslo,1953
11.62,cheslo,1954
13.56,cheslo,1955
17.25,cheslo,1956
16.85,cheslo,1957
17.61,cheslo,1958
22.91,cheslo,1959
22.74,cheslo,1960
20.33,cheslo,1961
19.9,cheslo,1962
20.86,cheslo,1963
23.25,cheslo,1964
22.5,cheslo,1965
22.77,cheslo,1966
23.35,cheslo,1967
31.52,cheslo,1968
33.05,cheslo,1969
27.13,cheslo,1970
25.98,cheslo,1971
25.13,cheslo,1972
23.42,cheslo,1973
21.15,cheslo,1974
20.68,cheslo,1975
21.71,cheslo,1976
18.52,cheslo,1977
17.92,cheslo,1978
15.42,cheslo,1979
14.93,cheslo,1980
13.77,cheslo,1981
12.31,cheslo,1982
12.61,cheslo,1983
11.28,cheslo,1984
12.29,cheslo,1985
12.14,cheslo,1986
11.2,cheslo,1987
12.05,cheslo,1988
13.66,cheslo,1989
18.81,cheslo,1990
19.86,cheslo,1991
23.8,deu_east,1973
21.16,deu_east,1974
27.83,deu_east,1977
20.07,deu_east,1980
21.61,deu_east,1981
19.66,deu_east,1982
19.88,deu_east,1983
19.25,deu_east,1984
17.19,deu_east,1985
16.23,deu_east,1986
17.17,deu_east,1987
16.97,deu_east,1988
17.41,deu_east,1989
34.9,deu_east,1990
18.8,deu_west,1952
29.13,deu_west,1953
30.3,deu_west,1954
34.15,deu_west,1955
35.0,deu_west,1956
35.08,deu_west,1957
31.63,deu_west,1958
36.31,deu_west,1959
36.33,deu_west,1960
35.71,deu_west,1961
33.96,deu_west,1962
34.92,deu_west,1963
38.78,deu_west,1964
35.62,deu_west,1965
38.75,deu_west,1966
41.3,deu_west,1967
39.67,deu_west,1968
41.96,deu_west,1969
47.97,deu_west,1970
49.39,deu_west,1971
48.79,deu_west,1972
40.38,deu_west,1973
36.18,deu_west,1974
39.28,deu_west,1975
38.54,deu_west,1976
40.05,deu_west,1977
37.75,deu_west,1978
36.11,deu_west,1979
35.07,deu_west,1980
32.18,deu_west,1981
31.17,deu_west,1982
32.01,deu_west,1983
27.49,deu_west,1984
22.53,deu_west,1985
23.31,deu_west,1986
22.06,deu_west,1987
22.96,deu_west,1988
21.77,deu_west,1989
21.37,deu_west,1990
20.12,ussr,1982
19.56,ussr,1983
18.85,ussr,1984
16.53,ussr,1985
16.44,ussr,1986
17.62,ussr,1987
24.45,ussr,1988
30.16,ussr,1989
29.53,ussr,1990
12.18,yug,1968
14.75,yug,1969
24.28,yug,1978
23.78,yug,1979
21.79,yug,1980
22.38,yug,1981
20.94,yug,1982
20.02,yug,1983
18.87,yug,1984
17.17,yug,1985
17.06,yug,1986
16.01,yug,1987
15.99,yug,1988
16.42,yug,1989
18.72,yug,1990
11.02,scg,1997
11.3,scg,1998
9.397,scg,1999
8.652,scg,2000
12.55,scg,2001
8.462,scg,2002
