geo,infectious_tb_new_cases_per_100000_reported,time
cok,0,2006
cri,7,1994
cri,7,1995
cri,8,1996
cri,9,1997
cri,9,1998
cri,12,1999
cri,9,2000
cri,10,2001
cri,8,2002
cri,8,2003
cri,10,2004
cri,8,2005
cri,6,2006
cri,7,2007
hrv,26,1995
hrv,26,1996
hrv,23,1997
hrv,25,1998
hrv,17,1999
hrv,0,2000
hrv,9,2001
hrv,10,2002
hrv,10,2003
hrv,9,2004
hrv,8,2005
hrv,9,2006
hrv,8,2007
cub,5,1993
cub,8,1994
cub,8,1995
cub,8,1996
cub,7,1997
cub,7,1998
cub,6,1999
cub,6,2000
cub,5,2001
cub,5,2002
cub,5,2003
cub,4,2004
cub,4,2005
cub,4,2006
cub,4,2007
cyp,1,1995
cyp,0,1996
cyp,3,1997
cyp,3,1998
cyp,1,1999
cyp,1,2000
cyp,0,2001
cyp,1,2002
cyp,2,2003
cyp,1,2004
cyp,1,2005
cyp,1,2006
cyp,1,2007
cze,5,1993
cze,5,1994
cze,5,1995
cze,6,1996
cze,5,1997
cze,5,1998
cze,4,1999
cze,4,2000
cze,4,2001
cze,3,2002
cze,3,2003
cze,3,2004
cze,3,2005
cze,3,2006
cze,3,2007
civ,50,1993
civ,55,1995
civ,58,1996
civ,57,1997
civ,61,1998
civ,60,1999
civ,50,2000
civ,63,2001
civ,62,2002
civ,64,2003
civ,67,2004
civ,67,2005
civ,68,2006
civ,73,2007
prk,18,1997
prk,2,1998
prk,22,1999
prk,72,2000
prk,62,2001
prk,80,2002
prk,74,2003
prk,79,2004
prk,75,2005
prk,78,2006
prk,99,2007
cod,35,1993
cod,46,1995
cod,52,1996
cod,52,1997
cod,69,1998
cod,71,1999
cod,71,2000
cod,81,2001
cod,83,2002
cod,97,2003
cod,109,2004
cod,111,2005
cod,105,2006
cod,106,2007
dnk,5,1993
dnk,2,1994
dnk,2,1995
dnk,2,1996
dnk,2,1997
dnk,2,1998
dnk,3,1999
dnk,3,2000
dnk,2,2001
dnk,3,2002
dnk,3,2003
dnk,3,2004
dnk,2,2005
dnk,2,2006
dnk,2,2007
dji,277,1993
dji,285,1994
dji,272,1996
dji,287,1997
dji,246,1998
dji,220,1999
dji,191,2000
dji,176,2001
dji,164,2002
dji,155,2003
dji,137,2004
dji,139,2005
dji,141,2006
dji,145,2007
dma,9,1993
dma,12,1994
dma,7,1995
dma,10,1996
dma,7,1997
dma,7,1998
dma,3,2002
dma,12,2006
dma,4,2007
dom,30,1993
dom,40,1994
dom,35,1995
dom,46,1996
dom,38,1997
dom,32,1998
dom,38,1999
dom,33,2000
dom,29,2001
dom,24,2002
dom,31,2003
dom,29,2004
dom,31,2005
dom,28,2006
dom,24,2007
ecu,49,1993
ecu,60,1994
ecu,52,1995
ecu,55,1996
ecu,61,1997
ecu,41,1998
ecu,35,1999
ecu,41,2000
ecu,36,2001
ecu,33,2002
ecu,35,2003
ecu,34,2004
ecu,23,2005
ecu,24,2006
ecu,26,2007
egy,3,1994
egy,7,1995
egy,8,1996
egy,9,1997
egy,8,1998
egy,8,1999
egy,7,2000
egy,7,2001
egy,7,2002
egy,7,2003
egy,8,2004
egy,7,2005
egy,6,2006
egy,6,2007
slv,46,1993
slv,39,1994
slv,17,1996
slv,15,1997
slv,18,1998
slv,17,1999
slv,16,2000
slv,16,2001
slv,15,2002
slv,13,2003
slv,14,2004
slv,16,2005
slv,14,2006
slv,14,2007
gnq,57,1995
gnq,53,1996
gnq,56,1997
gnq,69,1998
gnq,86,2004
eri,4,1997
eri,4,1998
eri,15,1999
eri,16,2000
eri,18,2001
eri,16,2002
eri,21,2003
eri,17,2004
eri,15,2005
eri,14,2006
eri,14,2007
est,20,1993
est,24,1994
est,26,1995
est,17,1996
est,19,1997
est,22,1998
est,20,1999
est,19,2000
est,16,2001
est,15,2002
est,15,2003
est,15,2004
est,12,2005
est,11,2006
est,13,2007
eth,10,1994
eth,15,1995
eth,21,1996
eth,25,1997
eth,29,1998
eth,32,1999
eth,44,2000
eth,46,2001
eth,50,2002
eth,53,2003
eth,54,2004
eth,49,2005
eth,45,2006
eth,46,2007
fji,12,1990
fji,10,1991
fji,10,1992
fji,8,1993
fji,8,1994
fji,9,1995
fji,9,1996
fji,8,1997
fji,9,1998
fji,8,1999
fji,8,2000
fji,9,2001
fji,9,2002
fji,10,2003
fji,8,2004
fji,8,2005
fji,9,2006
fji,6,2007
fin,5,1995
fin,5,1996
fin,4,1997
fin,4,1998
fin,3,1999
fin,4,2000
fin,3,2001
fin,2,2002
fin,3,2003
fin,2,2004
fin,2,2005
fin,2,2006
fin,2,2007
fra,8,1993
fra,6,1994
fra,6,1995
fra,5,1996
fra,4,1997
fra,4,1999
fra,3,2000
fra,4,2001
fra,4,2002
fra,4,2003
fra,3,2004
fra,3,2005
fra,3,2006
fra,3,2007
pyf,18,1994
pyf,17,1996
pyf,18,1997
pyf,15,1998
pyf,14,1999
pyf,12,2000
pyf,0,2001
pyf,11,2002
pyf,8,2003
pyf,12,2004
pyf,8,2005
pyf,9,2006
pyf,7,2007
gab,38,1994
gab,46,1995
gab,24,1996
gab,52,1997
gab,78,1998
gab,79,1999
gab,94,2001
gab,84,2002
gab,99,2003
gab,104,2004
gab,81,2005
gab,87,2006
gab,110,2007
gmb,67,1995
gmb,62,1996
gmb,66,1997
gmb,70,1998
gmb,64,1999
gmb,70,2002
gmb,68,2003
gmb,64,2004
gmb,70,2005
gmb,73,2006
gmb,72,2007
geo,4,1995
geo,10,1996
geo,12,1997
geo,11,1998
geo,16,1999
geo,13,2000
