energy_production_total,geo,time
86190.0,arg,2006
82870.0,arg,2007
82860.0,arg,2008
80820.0,arg,2009
137.3,arm,1990
135.2,arm,1991
262.7,arm,1992
370.1,arm,1993
303.1,arm,1994
245.2,arm,1995
741.8,arm,1996
539.3,arm,1997
547.3,arm,1998
645.7,arm,1999
632.0,arm,2000
602.1,arm,2001
738.3,arm,2002
692.1,arm,2003
746.4,arm,2004
861.3,arm,2005
846.0,arm,2006
825.9,arm,2007
797.1,arm,2008
824.9,arm,2009
21310.0,aus,1960
22540.0,aus,1961
22890.0,aus,1962
23570.0,aus,1963
25360.0,aus,1964
28290.0,aus,1965
29580.0,aus,1966
31220.0,aus,1967
35270.0,aus,1968
38710.0,aus,1969
47700.0,aus,1970
53850.0,aus,1971
62430.0,aus,1972
67990.0,aus,1973
67500.0,aus,1974
74960.0,aus,1975
75250.0,aus,1976
82250.0,aus,1977
81620.0,aus,1978
86520.0,aus,1979
85410.0,aus,1980
97200.0,aus,1981
98610.0,aus,1982
107400.0,aus,1983
118400.0,aus,1984
128100.0,aus,1985
136500.0,aus,1986
148900.0,aus,1987
136700.0,aus,1988
144700.0,aus,1989
157500.0,aus,1990
167000.0,aus,1991
172100.0,aus,1992
174900.0,aus,1993
173500.0,aus,1994
186900.0,aus,1995
189800.0,aus,1996
201000.0,aus,1997
216500.0,aus,1998
213500.0,aus,1999
233600.0,aus,2000
253800.0,aus,2001
263500.0,aus,2002
263600.0,aus,2003
269300.0,aus,2004
280100.0,aus,2005
281500.0,aus,2006
298600.0,aus,2007
301000.0,aus,2008
310700.0,aus,2009
324000.0,aus,2010
7358.0,aut,1960
7122.0,aut,1961
7285.0,aut,1962
7749.0,aut,1963
7698.0,aut,1964
7995.0,aut,1965
8153.0,aut,1966
7793.0,aut,1967
7558.0,aut,1968
7362.0,aut,1969
7953.0,aut,1970
7366.0,aut,1971
7333.0,aut,1972
7919.0,aut,1973
7816.0,aut,1974
7805.0,aut,1975
7236.0,aut,1976
7668.0,aut,1977
7828.0,aut,1978
8007.0,aut,1979
7632.0,aut,1980
7414.0,aut,1981
7491.0,aut,1982
7302.0,aut,1983
7352.0,aut,1984
7562.0,aut,1985
7663.0,aut,1986
8058.0,aut,1987
9190.0,aut,1988
8619.0,aut,1989
8107.0,aut,1990
8349.0,aut,1991
8555.0,aut,1992
8765.0,aut,1993
8397.0,aut,1994
8738.0,aut,1995
8634.0,aut,1996
8706.0,aut,1997
8881.0,aut,1998
9721.0,aut,1999
9780.0,aut,2000
9775.0,aut,2001
9819.0,aut,2002
9601.0,aut,2003
9898.0,aut,2004
10060.0,aut,2005
10140.0,aut,2006
10880.0,aut,2007
11220.0,aut,2008
11400.0,aut,2009
11170.0,aut,2010
20640.0,aze,1990
18970.0,aze,1991
18150.0,aze,1992
16390.0,aze,1993
14940.0,aze,1994
14730.0,aze,1995
14390.0,aze,1996
14100.0,aze,1997
16330.0,aze,1998
19040.0,aze,1999
18960.0,aze,2000
19580.0,aze,2001
19750.0,aze,2002
19830.0,aze,2003
20050.0,aze,2004
27230.0,aze,2005
38130.0,aze,2006
52120.0,aze,2007
58630.0,aze,2008
64560.0,aze,2009
10670.0,bhr,1971
10080.0,bhr,1972
10830.0,bhr,1973
11460.0,bhr,1974
9960.0,bhr,1975
10330.0,bhr,1976
11990.0,bhr,1977
11710.0,bhr,1978
12090.0,bhr,1979
11990.0,bhr,1980
12950.0,bhr,1981
10610.0,bhr,1982
9913.0,bhr,1983
11130.0,bhr,1984
11090.0,bhr,1985
12610.0,bhr,1986
12890.0,bhr,1987
13160.0,bhr,1988
13360.0,bhr,1989
13440.0,bhr,1990
12980.0,bhr,1991
13480.0,bhr,1992
13860.0,bhr,1993
13590.0,bhr,1994
13650.0,bhr,1995
13920.0,bhr,1996
14290.0,bhr,1997
14730.0,bhr,1998
14530.0,bhr,1999
14860.0,bhr,2000
14870.0,bhr,2001
15270.0,bhr,2002
15630.0,bhr,2003
15830.0,bhr,2004
16130.0,bhr,2005
16500.0,bhr,2006
17020.0,bhr,2007
17490.0,bhr,2008
17550.0,bhr,2009
4848.0,bgd,1971
5035.0,bgd,1972
5343.0,bgd,1973
5475.0,bgd,1974
5455.0,bgd,1975
5783.0,bgd,1976
6023.0,bgd,1977
6175.0,bgd,1978
6403.0,bgd,1979
6745.0,bgd,1980
6878.0,bgd,1981
7330.0,bgd,1982
7780.0,bgd,1983
7973.0,bgd,1984
8417.0,bgd,1985
8950.0,bgd,1986
8780.0,bgd,1987
9824.0,bgd,1988
10230.0,bgd,1989
10760.0,bgd,1990
10850.0,bgd,1991
11370.0,bgd,1992
11960.0,bgd,1993
12450.0,bgd,1994
12780.0,bgd,1995
12960.0,bgd,1996
13100.0,bgd,1997
13700.0,bgd,1998
14440.0,bgd,1999
15160.0,bgd,2000
16180.0,bgd,2001
16740.0,bgd,2002
17550.0,bgd,2003
18430.0,bgd,2004
19340.0,bgd,2005
21230.0,bgd,2006
22130.0,bgd,2007
23390.0,bgd,2008
24840.0,bgd,2009
3340.0,blr,1990
3475.0,blr,1991
3501.0,blr,1992
3222.0,blr,1993
3445.0,blr,1994
3319.0,blr,1995
3326.0,blr,1996
3317.0,blr,1997
3194.0,blr,1998
3506.0,blr,1999
3518.0,blr,2000
3599.0,blr,2001
3679.0,blr,2002
3578.0,blr,2003
3627.0,blr,2004
3813.0,blr,2005
3917.0,blr,2006
4010.0,blr,2007
4032.0,blr,2008
4045.0,blr,2009
14000.0,bel,1960
13420.0,bel,1961
13230.0,bel,1962
13360.0,bel,1963
13290.0,bel,1964
12350.0,bel,1965
10930.0,bel,1966
10280.0,bel,1967
9266.0,bel,1968
8261.0,bel,1969
7121.0,bel,1970
6845.0,bel,1971
6568.0,bel,1972
6509.0,bel,1973
6158.0,bel,1974
7965.0,bel,1975
8680.0,bel,1976
9058.0,bel,1977
8275.0,bel,1978
7618.0,bel,1979
8093.0,bel,1980
8175.0,bel,1981
9067.0,bel,1982
10950.0,bel,1983
12110.0,bel,1984
13960.0,bel,1985
14690.0,bel,1986
14480.0,bel,1987
13440.0,bel,1988
12960.0,bel,1989
13100.0,bel,1990
12970.0,bel,1991
12730.0,bel,1992
12100.0,bel,1993
11620.0,bel,1994
11930.0,bel,1995
12360.0,bel,1996
13400.0,bel,1997
13110.0,bel,1998
13910.0,bel,1999
13730.0,bel,2000
13320.0,bel,2001
13500.0,bel,2002
13700.0,bel,2003
13750.0,bel,2004
13910.0,bel,2005
13770.0,bel,2006
14370.0,bel,2007
14540.0,bel,2008
15320.0,bel,2009
15350.0,bel,2010
1002.0,ben,1971
1022.0,ben,1972
1043.0,ben,1973
1064.0,ben,1974
1086.0,ben,1975
1108.0,ben,1976
1131.0,ben,1977
1156.0,ben,1978
1183.0,ben,1979
1212.0,ben,1980
1459.0,ben,1981
1504.0,ben,1982
1327.0,ben,1983
1343.0,ben,1984
1704.0,ben,1985
1781.0,ben,1986
1764.0,ben,1987
1727.0,ben,1988
1719.0,ben,1989
1774.0,ben,1990
1804.0,ben,1991
1780.0,ben,1992
1838.0,ben,1993
1851.0,ben,1994
1852.0,ben,1995
1923.0,ben,1996
1888.0,ben,1997
1850.0,ben,1998
1786.0,ben,1999
1445.0,ben,2000
1490.0,ben,2001
1545.0,ben,2002
1576.0,ben,2003
1623.0,ben,2004
1672.0,ben,2005
1827.0,ben,2006
1885.0,ben,2007
1940.0,ben,2008
1996.0,ben,2009
2295.0,bol,1971
3788.0,bol,1972
4567.0,bol,1973
4457.0,bol,1974
4265.0,bol,1975
4369.0,bol,1976
4169.0,bol,1977
4036.0,bol,1978
3961.0,bol,1979
4365.0,bol,1980
4513.0,bol,1981
4719.0,bol,1982
4809.0,bol,1983
4747.0,bol,1984
4725.0,bol,1985
4653.0,bol,1986
4427.0,bol,1987
4632.0,bol,1988
4753.0,bol,1989
4923.0,bol,1990
5052.0,bol,1991
5058.0,bol,1992
5148.0,bol,1993
5571.0,bol,1994
5773.0,bol,1995
5944.0,bol,1996
5796.0,bol,1997
5989.0,bol,1998
5190.0,bol,1999
5543.0,bol,2000
6225.0,bol,2001
7051.0,bol,2002
8048.0,bol,2003
10760.0,bol,2004
13920.0,bol,2005
14650.0,bol,2006
15510.0,bol,2007
16170.0,bol,2008
14190.0,bol,2009
4604.0,bih,1990
4322.0,bih,1991
3642.0,bih,1992
3128.0,bih,1993
758.1,bih,1994
816.9,bih,1995
1109.0,bih,1996
2146.0,bih,1997
2576.0,bih,1998
2614.0,bih,1999
3076.0,bih,2000
3096.0,bih,2001
3311.0,bih,2002
3485.0,bih,2003
3589.0,bih,2004
3646.0,bih,2005
3964.0,bih,2006
3947.0,bih,2007
4349.0,bih,2008
4474.0,bih,2009
603.9,bwa,1981
637.5,bwa,1982
638.3,bwa,1983
650.5,bwa,1984
691.9,bwa,1985
739.0,bwa,1986
725.8,bwa,1987
868.3,bwa,1988
914.5,bwa,1989
910.5,bwa,1990
935.7,bwa,1991
1039.0,bwa,1992
1051.0,bwa,1993
1067.0,bwa,1994
1059.0,bwa,1995
973.1,bwa,1996
991.7,bwa,1997
1115.0,bwa,1998
1125.0,bwa,1999
1127.0,bwa,2000
1116.0,bwa,2001
1119.0,bwa,2002
1028.0,bwa,2003
1018.0,bwa,2004
1063.0,bwa,2005
1055.0,bwa,2006
979.2,bwa,2007
1037.0,bwa,2008
938.1,bwa,2009
49120.0,bra,1971
50380.0,bra,1972
51240.0,bra,1973
53580.0,bra,1974
53910.0,bra,1975
54170.0,bra,1976
55850.0,bra,1977
57180.0,bra,1978
60570.0,bra,1979
64350.0,bra,1980
66540.0,bra,1981
71070.0,bra,1982
80090.0,bra,1983
94050.0,bra,1984
102400.0,bra,1985
102000.0,bra,1986
105500.0,bra,1987
104700.0,bra,1988
107700.0,bra,1989
104200.0,bra,1990
104800.0,bra,1991
104700.0,bra,1992
105700.0,bra,1993
110700.0,bra,1994
112100.0,bra,1995
118600.0,bra,1996
126300.0,bra,1997
133500.0,bra,1998
141500.0,bra,1999
148300.0,bra,2000
152200.0,bra,2001
167400.0,bra,2002
178300.0,bra,2003
182600.0,bra,2004
194800.0,bra,2005
206500.0,bra,2006
216400.0,bra,2007
228200.0,bra,2008
230300.0,bra,2009
6651.0,brn,1971
9348.0,brn,1972
13160.0,brn,1973
13600.0,brn,1974
14270.0,brn,1975
17660.0,brn,1976
18880.0,brn,1977
18920.0,brn,1978
20330.0,brn,1979
21140.0,brn,1980
16720.0,brn,1981
16980.0,brn,1982
17210.0,brn,1983
16410.0,brn,1984
16060.0,brn,1985
15640.0,brn,1986
15530.0,brn,1987
15150.0,brn,1988
15280.0,brn,1989
15640.0,brn,1990
16360.0,brn,1991
17520.0,brn,1992
17170.0,brn,1993
17620.0,brn,1994
18240.0,brn,1995
17670.0,brn,1996
17550.0,brn,1997
16960.0,brn,1998
18580.0,brn,1999
19680.0,brn,2000
19850.0,brn,2001
20270.0,brn,2002
21200.0,brn,2003
20750.0,brn,2004
21060.0,brn,2005
22320.0,brn,2006
20750.0,brn,2007
21130.0,brn,2008
18940.0,brn,2009
5712.0,bgr,1971
5597.0,bgr,1972
5474.0,bgr,1973
5154.0,bgr,1974
6138.0,bgr,1975
6358.0,bgr,1976
6564.0,bgr,1977
6730.0,bgr,1978
7324.0,bgr,1979
7737.0,bgr,1980
8530.0,bgr,1981
9355.0,bgr,1982
9647.0,bgr,1983
9943.0,bgr,1984
9530.0,bgr,1985
9875.0,bgr,1986
10040.0,bgr,1987
10500.0,bgr,1988
10140.0,bgr,1989
9613.0,bgr,1990
8503.0,bgr,1991
8833.0,bgr,1992
9284.0,bgr,1993
9423.0,bgr,1994
10300.0,bgr,1995
10680.0,bgr,1996
10220.0,bgr,1997
10160.0,bgr,1998
9160.0,bgr,1999
9917.0,bgr,2000
10410.0,bgr,2001
10650.0,bgr,2002
10220.0,bgr,2003
10270.0,bgr,2004
10650.0,bgr,2005
11040.0,bgr,2006
9972.0,bgr,2007
10240.0,bgr,2008
9826.0,bgr,2009
2901.0,khm,1995
2959.0,khm,1996
3018.0,khm,1997
3078.0,khm,1998
3140.0,khm,1999
3203.0,khm,2000
3256.0,khm,2001
3315.0,khm,2002
3370.0,khm,2003
3422.0,khm,2004
3479.0,khm,2005
3536.0,khm,2006
3594.0,khm,2007
3608.0,khm,2008
3668.0,khm,2009
2452.0,cmr,1971
2501.0,cmr,1972
2552.0,cmr,1973
2619.0,cmr,1974
2690.0,cmr,1975
2758.0,cmr,1976
2871.0,cmr,1977
3429.0,cmr,1978
5034.0,cmr,1979
6707.0,cmr,1980
8068.0,cmr,1981
9047.0,cmr,1982
9371.0,cmr,1983
12390.0,cmr,1984
12480.0,cmr,1985
12420.0,cmr,1986
12580.0,cmr,1987
12020.0,cmr,1988
11580.0,cmr,1989
10980.0,cmr,1990
10730.0,cmr,1991
10840.0,cmr,1992
10450.0,cmr,1993
10450.0,cmr,1994
9796.0,cmr,1995
10270.0,cmr,1996
10910.0,cmr,1997
11250.0,cmr,1998
10990.0,cmr,1999
11140.0,cmr,2000
10700.0,cmr,2001
11030.0,cmr,2002
10900.0,cmr,2003
10810.0,cmr,2004
10510.0,cmr,2005
10260.0,cmr,2006
9246.0,cmr,2007
9302.0,cmr,2008
8849.0,cmr,2009
57090.0,can,1960
64250.0,can,1961
74150.0,can,1962
78850.0,can,1963
85280.0,can,1964
89720.0,can,1965
96840.0,can,1966
104100.0,can,1967
113200.0,can,1968
125500.0,can,1969
144800.0,can,1970
155800.0,can,1971
176800.0,can,1972
198200.0,can,1973
191900.0,can,1974
187600.0,can,1975
182100.0,can,1976
189900.0,can,1977
191100.0,can,1978
210100.0,can,1979
207400.0,can,1980
200700.0,can,1981
202700.0,can,1982
207200.0,can,1983
228700.0,can,1984
241200.0,can,1985
239700.0,can,1986
252700.0,can,1987
272800.0,can,1988
274000.0,can,1989
273700.0,can,1990
285200.0,can,1991
294200.0,can,1992
315900.0,can,1993
338500.0,can,1994
348900.0,can,1995
358300.0,can,1996
365100.0,can,1997
365400.0,can,1998
364400.0,can,1999
372700.0,can,2000
377000.0,can,2001
384100.0,can,2002
386200.0,can,2003
397900.0,can,2004
401100.0,can,2005
410800.0,can,2006
416400.0,can,2007
406100.0,can,2008
389800.0,can,2009
395800.0,can,2010
5344.0,chl,1971
5407.0,chl,1972
5081.0,chl,1973
5097.0,chl,1974
4984.0,chl,1975
5183.0,chl,1976
5272.0,chl,1977
5313.0,chl,1978
5015.0,chl,1979
5801.0,chl,1980
6213.0,chl,1981
6354.0,chl,1982
6487.0,chl,1983
6751.0,chl,1984
6807.0,chl,1985
7014.0,chl,1986
7074.0,chl,1987
7249.0,chl,1988
7443.0,chl,1989
7470.0,chl,1990
7891.0,chl,1991
8178.0,chl,1992
7776.0,chl,1993
7857.0,chl,1994
7846.0,chl,1995
7874.0,chl,1996
7909.0,chl,1997
7650.0,chl,1998
7497.0,chl,1999
8116.0,chl,2000
8608.0,chl,2001
8604.0,chl,2002
8096.0,chl,2003
8083.0,chl,2004
8873.0,chl,2005
9157.0,chl,2006
8499.0,chl,2007
9056.0,chl,2008
9299.0,chl,2009
9556.0,chl,2010
394100.0,chn,1971
414700.0,chn,1972
431400.0,chn,1973
446100.0,chn,1974
497100.0,chn,1975
511800.0,chn,1976
556100.0,chn,1977
604200.0,chn,1978
618500.0,chn,1979
615500.0,chn,1980
612300.0,chn,1981
637800.0,chn,1982
669300.0,chn,1983
717200.0,chn,1984
743500.0,chn,1985
763000.0,chn,1986
785600.0,chn,1987
817100.0,chn,1988
858600.0,chn,1989
886300.0,chn,1990
895000.0,chn,1991
912100.0,chn,1992
940500.0,chn,1993
992400.0,chn,1994
1066000.0,chn,1995
1096000.0,chn,1996
1095000.0,chn,1997
1085000.0,chn,1998
1062000.0,chn,1999
1064000.0,chn,2000
1094000.0,chn,2001
1171000.0,chn,2002
1317000.0,chn,2003
1493000.0,chn,2004
1623000.0,chn,2005
1728000.0,chn,2006
1824000.0,chn,2007
1990000.0,chn,2008
2085000.0,chn,2009
19370.0,col,1971
18160.0,col,1972
17190.0,col,1973
16880.0,col,1974
17070.0,col,1975
16700.0,col,1976
16700.0,col,1977
17490.0,col,1978
17620.0,col,1979
17710.0,col,1980
18450.0,col,1981
19610.0,col,1982
20600.0,col,1983
22740.0,col,1984
24930.0,col,1985
32870.0,col,1986
39550.0,col,1987
40170.0,col,1988
44060.0,col,1989
48180.0,col,1990
46550.0,col,1991
48440.0,col,1992
49350.0,col,1993
51260.0,col,1994
60100.0,col,1995
65700.0,col,1996
67590.0,col,1997
73580.0,col,1998
76500.0,col,1999
73290.0,col,2000
72970.0,col,2001
69060.0,col,2002
74270.0,col,2003
76180.0,col,2004
79480.0,col,2005
84590.0,col,2006
87600.0,col,2007
93600.0,col,2008
99150.0,col,2009
5932.0,cod,1971
6094.0,cod,1972
6282.0,cod,1973
6407.0,cod,1974
6637.0,cod,1975
8055.0,cod,1976
8155.0,cod,1977
8106.0,cod,1978
8448.0,cod,1979
8582.0,cod,1980
8941.0,cod,1981
9264.0,cod,1982
9658.0,cod,1983
10280.0,cod,1984
10660.0,cod,1985
10910.0,cod,1986
11140.0,cod,1987
11360.0,cod,1988
11690.0,cod,1989
12020.0,cod,1990
12230.0,cod,1991
12460.0,cod,1992
12680.0,cod,1993
13110.0,cod,1994
13700.0,cod,1995
14150.0,cod,1996
14370.0,cod,1997
14650.0,cod,1998
15050.0,cod,1999
17510.0,cod,2000
18190.0,cod,2001
18700.0,cod,2002
19420.0,cod,2003
20220.0,cod,2004
20760.0,cod,2005
21410.0,cod,2006
22070.0,cod,2007
22660.0,cod,2008
23350.0,cod,2009
334.5,cog,1971
671.9,cog,1972
2439.0,cog,1973
2859.0,cog,1974
2217.0,cog,1975
2510.0,cog,1976
2248.0,cog,1977
2875.0,cog,1978
3230.0,cog,1979
3819.0,cog,1980
4597.0,cog,1981
5136.0,cog,1982
5869.0,cog,1983
6540.0,cog,1984
6414.0,cog,1985
6552.0,cog,1986
6939.0,cog,1987
7690.0,cog,1988
8665.0,cog,1989
8746.0,cog,1990
8783.0,cog,1991
9389.0,cog,1992
10320.0,cog,1993
9807.0,cog,1994
10050.0,cog,1995
11200.0,cog,1996
12460.0,cog,1997
13660.0,cog,1998
14600.0,cog,1999
14580.0,cog,2000
13600.0,cog,2001
13130.0,cog,2002
12070.0,cog,2003
12540.0,cog,2004
13640.0,cog,2005
15360.0,cog,2006
12510.0,cog,2007
13250.0,cog,2008
15280.0,cog,2009
663.1,cri,1971
681.1,cri,1972
685.1,cri,1973
692.0,cri,1974
699.6,cri,1975
718.5,cri,1976
693.7,cri,1977
717.5,cri,1978
736.4,cri,1979
767.0,cri,1980
784.1,cri,1981
789.8,cri,1982
831.7,cri,1983
993.5,cri,1984
1003.0,cri,1985
987.3,cri,1986
1011.0,cri,1987
1009.0,cri,1988
994.2,cri,1989
1032.0,cri,1990
1056.0,cri,1991
1277.0,cri,1992
974.0,cri,1993
974.7,cri,1994
961.5,cri,1995
994.3,cri,1996
1029.0,cri,1997
952.5,cri,1998
1108.0,cri,1999
1279.0,cri,2000
1267.0,cri,2001
1414.0,cri,2002
1444.0,cri,2003
2089.0,cri,2004
2311.0,cri,2005
2516.0,cri,2006
2756.0,cri,2007
2670.0,cri,2008
2708.0,cri,2009
1639.0,civ,1971
1704.0,civ,1972
1758.0,civ,1973
1828.0,civ,1974
1899.0,civ,1975
1963.0,civ,1976
2022.0,civ,1977
2090.0,civ,1978
2213.0,civ,1979
2419.0,civ,1980
2847.0,civ,1981
3300.0,civ,1982
3599.0,civ,1983
3618.0,civ,1984
3801.0,civ,1985
3818.0,civ,1986
3749.0,civ,1987
3590.0,civ,1988
3305.0,civ,1989
3382.0,civ,1990
3457.0,civ,1991
3786.0,civ,1992
3929.0,civ,1993
4050.0,civ,1994
4248.0,civ,1995
5159.0,civ,1996
5441.0,civ,1997
5413.0,civ,1998
6025.0,civ,1999
6012.0,civ,2000
5973.0,civ,2001
6528.0,civ,2002
6781.0,civ,2003
9547.0,civ,2004
10630.0,civ,2005
11940.0,civ,2006
11500.0,civ,2007
11420.0,civ,2008
11890.0,civ,2009
5134.0,hrv,1990
4803.0,hrv,1991
4336.0,hrv,1992
4546.0,hrv,1993
4076.0,hrv,1994
4181.0,hrv,1995
4244.0,hrv,1996
4118.0,hrv,1997
4018.0,hrv,1998
3598.0,hrv,1999
3584.0,hrv,2000
3752.0,hrv,2001
3710.0,hrv,2002
3747.0,hrv,2003
3876.0,hrv,2004
3805.0,hrv,2005
4152.0,hrv,2006
4061.0,hrv,2007
3955.0,hrv,2008
4066.0,hrv,2009
5346.0,cub,1971
5029.0,cub,1972
5296.0,cub,1973
5494.0,cub,1974
5569.0,cub,1975
5600.0,cub,1976
6055.0,cub,1977
6594.0,cub,1978
6837.0,cub,1979
6522.0,cub,1980
6561.0,cub,1981
7140.0,cub,1982
7287.0,cub,1983
7474.0,cub,1984
7424.0,cub,1985
7767.0,cub,1986
7893.0,cub,1987
8087.0,cub,1988
8666.0,cub,1989
9435.0,cub,1990
8351.0,cub,1991
8375.0,cub,1992
6549.0,cub,1993
6710.0,cub,1994
6186.0,cub,1995
6673.0,cub,1996
6531.0,cub,1997
6065.0,cub,1998
6907.0,cub,1999
7912.0,cub,2000
8163.0,cub,2001
8212.0,cub,2002
8021.0,cub,2003
7481.0,cub,2004
6286.0,cub,2005
5978.0,cub,2006
5809.0,cub,2007
5699.0,cub,2008
5565.0,cub,2009
9.122,cyp,1971
9.122,cyp,1972
9.122,cyp,1973
4.107,cyp,1974
6.257,cyp,1975
7.928,cyp,1976
7.928,cyp,1977
8.167,cyp,1978
8.406,cyp,1979
6.257,cyp,1980
6.018,cyp,1981
6.018,cyp,1982
5.779,cyp,1983
6.615,cyp,1984
6.734,cyp,1985
6.734,cyp,1986
6.495,cyp,1987
6.018,cyp,1988
6.018,cyp,1989
6.137,cyp,1990
5.54,cyp,1991
5.492,cyp,1992
5.469,cyp,1993
11.7,cyp,1994
42.44,cyp,1995
43.15,cyp,1996
41.62,cyp,1997
42.96,cyp,1998
43.65,cyp,1999
44.25,cyp,2000
44.46,cyp,2001
44.73,cyp,2002
48.09,cyp,2003
50.08,cyp,2004
51.02,cyp,2005
51.55,cyp,2006
73.12,cyp,2007
82.87,cyp,2008
84.62,cyp,2009
39950.0,cze,1971
39670.0,cze,1972
38510.0,cze,1973
39090.0,cze,1974
40490.0,cze,1975
41540.0,cze,1976
43280.0,cze,1977
41980.0,cze,1978
43240.0,cze,1979
41210.0,cze,1980
41340.0,cze,1981
41860.0,cze,1982
42470.0,cze,1983
43120.0,cze,1984
42670.0,cze,1985
43600.0,cze,1986
44690.0,cze,1987
44070.0,cze,1988
42430.0,cze,1989
40910.0,cze,1990
38580.0,cze,1991
36250.0,cze,1992
35750.0,cze,1993
33280.0,cze,1994
32410.0,cze,1995
33080.0,cze,1996
33460.0,cze,1997
31490.0,cze,1998
28760.0,cze,1999
30650.0,cze,2000
31360.0,cze,2001
31450.0,cze,2002
33500.0,cze,2003
34540.0,cze,2004
32920.0,cze,2005
33560.0,cze,2006
33750.0,cze,2007
32820.0,cze,2008
31200.0,cze,2009
31440.0,cze,2010
995.0,dnk,1960
932.3,dnk,1961
919.0,dnk,1962
903.8,dnk,1963
805.4,dnk,1964
784.7,dnk,1965
739.7,dnk,1966
538.4,dnk,1967
328.6,dnk,1968
186.8,dnk,1969
377.7,dnk,1970
329.2,dnk,1971
434.1,dnk,1972
426.2,dnk,1973
447.4,dnk,1974
526.4,dnk,1975
596.2,dnk,1976
912.5,dnk,1977
877.0,dnk,1978
972.0,dnk,1979
952.4,dnk,1980
1563.0,dnk,1981
2577.0,dnk,1982
3099.0,dnk,1983
3534.0,dnk,1984
4979.0,dnk,1985
6508.0,dnk,1986
8156.0,dnk,1987
8308.0,dnk,1988
9532.0,dnk,1989
10080.0,dnk,1990
11920.0,dnk,1991
12920.0,dnk,1992
13890.0,dnk,1993
15090.0,dnk,1994
15590.0,dnk,1995
17670.0,dnk,1996
20240.0,dnk,1997
20390.0,dnk,1998
23780.0,dnk,1999
27730.0,dnk,2000
27140.0,dnk,2001
28590.0,dnk,2002
28470.0,dnk,2003
31110.0,dnk,2004
31300.0,dnk,2005
29550.0,dnk,2006
27080.0,dnk,2007
26620.0,dnk,2008
23910.0,dnk,2009
23210.0,dnk,2010
1212.0,dom,1971
1246.0,dom,1972
