energy_production_total,geo,time
4437.0,ken,1972
4601.0,ken,1973
4783.0,ken,1974
4969.0,ken,1975
5148.0,ken,1976
5355.0,ken,1977
5584.0,ken,1978
5814.0,ken,1979
6012.0,ken,1980
6273.0,ken,1981
6519.0,ken,1982
6788.0,ken,1983
7041.0,ken,1984
7327.0,ken,1985
7881.0,ken,1986
8164.0,ken,1987
8442.0,ken,1988
8732.0,ken,1989
9013.0,ken,1990
9294.0,ken,1991
9555.0,ken,1992
9850.0,ken,1993
10120.0,ken,1994
10490.0,ken,1995
10770.0,ken,1996
11000.0,ken,1997
11300.0,ken,1998
11500.0,ken,1999
11730.0,ken,2000
12150.0,ken,2001
12500.0,ken,2002
13160.0,ken,2003
13650.0,ken,2004
13970.0,ken,2005
14330.0,ken,2006
14700.0,ken,2007
15130.0,ken,2008
15570.0,ken,2009
18170.0,prk,1971
18650.0,prk,1972
19050.0,prk,1973
19710.0,prk,1974
20460.0,prk,1975
21690.0,prk,1976
22990.0,prk,1977
24120.0,prk,1978
25620.0,prk,1979
27210.0,prk,1980
28120.0,prk,1981
29540.0,prk,1982
29720.0,prk,1983
30500.0,prk,1984
31810.0,prk,1985
31540.0,prk,1986
31000.0,prk,1987
30590.0,prk,1988
30370.0,prk,1989
28910.0,prk,1990
28080.0,prk,1991
24450.0,prk,1992
22500.0,prk,1993
21280.0,prk,1994
20030.0,prk,1995
17870.0,prk,1996
17380.0,prk,1997
15850.0,prk,1998
17670.0,prk,1999
18790.0,prk,2000
19280.0,prk,2001
18650.0,prk,2002
19260.0,prk,2003
20240.0,prk,2004
22030.0,prk,2005
22250.0,prk,2006
19680.0,prk,2007
20810.0,prk,2008
20260.0,prk,2009
6378.0,kor,1971
6195.0,kor,1972
6760.0,kor,1973
7643.0,kor,1974
8413.0,kor,1975
7809.0,kor,1976
8151.0,kor,1977
8705.0,kor,1978
9033.0,kor,1979
9272.0,kor,1980
9729.0,kor,1981
10010.0,kor,1982
11310.0,kor,1983
12680.0,kor,1984
14600.0,kor,1985
18400.0,kor,1986
21390.0,kor,1987
21450.0,kor,1988
21880.0,kor,1989
22620.0,kor,1990
22200.0,kor,1991
20390.0,kor,1992
20060.0,kor,1993
19270.0,kor,1994
21150.0,kor,1995
22490.0,kor,1996
23730.0,kor,1997
27080.0,kor,1998
30640.0,kor,1999
34380.0,kor,2000
34880.0,kor,2001
34840.0,kor,2002
37940.0,kor,2003
38270.0,kor,2004
42930.0,kor,2005
43730.0,kor,2006
42600.0,kor,2007
44730.0,kor,2008
44310.0,kor,2009
44620.0,kor,2010
161300.0,kwt,1971
173800.0,kwt,1972
160200.0,kwt,1973
135800.0,kwt,1974
111900.0,kwt,1975
114600.0,kwt,1976
105700.0,kwt,1977
115600.0,kwt,1978
138500.0,kwt,1979
93600.0,kwt,1980
63680.0,kwt,1981
46420.0,kwt,1982
59760.0,kwt,1983
66780.0,kwt,1984
60780.0,kwt,1985
65080.0,kwt,1986
69640.0,kwt,1987
82930.0,kwt,1988
98950.0,kwt,1989
50370.0,kwt,1990
10050.0,kwt,1991
59810.0,kwt,1992
106600.0,kwt,1993
114000.0,kwt,1994
115000.0,kwt,1995
115300.0,kwt,1996
115200.0,kwt,1997
117500.0,kwt,1998
107800.0,kwt,1999
114300.0,kwt,2000
112000.0,kwt,2001
100800.0,kwt,2002
121000.0,kwt,2003
131600.0,kwt,2004
146900.0,kwt,2005
151000.0,kwt,2006
146900.0,kwt,2007
153300.0,kwt,2008
130200.0,kwt,2009
2502.0,kgz,1990
2437.0,kgz,1991
1818.0,kgz,1992
1578.0,kgz,1993
1465.0,kgz,1994
1259.0,kgz,1995
1319.0,kgz,1996
1261.0,kgz,1997
1114.0,kgz,1998
1301.0,kgz,1999
1443.0,kgz,2000
1353.0,kgz,2001
1204.0,kgz,2002
1403.0,kgz,2003
1475.0,kgz,2004
1447.0,kgz,2005
1488.0,kgz,2006
1427.0,kgz,2007
1190.0,kgz,2008
1161.0,kgz,2009
1122.0,lva,1990
1123.0,lva,1991
1080.0,lva,1992
1180.0,lva,1993
1325.0,lva,1994
1432.0,lva,1995
1436.0,lva,1996
1624.0,lva,1997
1770.0,lva,1998
1642.0,lva,1999
1409.0,lva,2000
1523.0,lva,2001
1609.0,lva,2002
1737.0,lva,2003
1847.0,lva,2004
1861.0,lva,2005
1846.0,lva,2006
1802.0,lva,2007
1789.0,lva,2008
2097.0,lva,2009
168.5,lbn,1971
168.8,lbn,1972
142.3,lbn,1973
177.6,lbn,1974
177.5,lbn,1975
177.7,lbn,1976
177.5,lbn,1977
176.6,lbn,1978
178.5,lbn,1979
177.6,lbn,1980
177.1,lbn,1981
159.9,lbn,1982
152.2,lbn,1983
154.6,lbn,1984
154.6,lbn,1985
152.7,lbn,1986
157.2,lbn,1987
156.6,lbn,1988
150.1,lbn,1989
142.8,lbn,1990
151.0,lbn,1991
167.1,lbn,1992
170.8,lbn,1993
184.9,lbn,1994
180.1,lbn,1995
189.5,lbn,1996
200.5,lbn,1997
192.8,lbn,1998
155.4,lbn,1999
167.2,lbn,2000
159.3,lbn,2001
191.2,lbn,2002
252.4,lbn,2003
233.7,lbn,2004
229.1,lbn,2005
200.4,lbn,2006
192.2,lbn,2007
165.8,lbn,2008
173.5,lbn,2009
137500.0,lby,1971
114900.0,lby,1972
112600.0,lby,1973
80150.0,lby,1974
78790.0,lby,1975
102200.0,lby,1976
108200.0,lby,1977
104100.0,lby,1978
109700.0,lby,1979
96550.0,lby,1980
64320.0,lby,1981
60430.0,lby,1982
58130.0,lby,1983
58820.0,lby,1984
57220.0,lby,1985
56900.0,lby,1986
55180.0,lby,1987
58700.0,lby,1988
61110.0,lby,1989
73170.0,lby,1990
81680.0,lby,1991
77980.0,lby,1992
74100.0,lby,1993
74950.0,lby,1994
76120.0,lby,1995
75740.0,lby,1996
75780.0,lby,1997
78260.0,lby,1998
69290.0,lby,1999
72840.0,lby,2000
71940.0,lby,2001
65890.0,lby,2002
77510.0,lby,2003
86250.0,lby,2004
94440.0,lby,2005
100100.0,lby,2006
97680.0,lby,2007
100500.0,lby,2008
87140.0,lby,2009
4936.0,ltu,1990
4926.0,ltu,1991
4373.0,ltu,1992
3857.0,ltu,1993
2695.0,ltu,1994
3847.0,ltu,1995
4490.0,ltu,1996
4062.0,ltu,1997
4615.0,ltu,1998
3660.0,ltu,1999
3361.0,ltu,2000
4263.0,ltu,2001
5059.0,ltu,2002
5370.0,ltu,2003
5200.0,ltu,2004
3920.0,ltu,2005
3486.0,ltu,2006
3802.0,ltu,2007
3853.0,ltu,2008
4211.0,ltu,2009
1.72,lux,1960
4.902,lux,1961
3.87,lux,1962
0.172,lux,1963
6.45,lux,1964
8.514,lux,1965
7.74,lux,1966
8.342,lux,1967
8.428,lux,1968
7.31,lux,1969
8.256,lux,1970
4.73,lux,1971
5.59,lux,1972
4.042,lux,1973
7.138,lux,1974
6.106,lux,1975
3.956,lux,1976
24.26,lux,1977
24.2,lux,1978
26.12,lux,1979
29.42,lux,1980
30.28,lux,1981
28.66,lux,1982
28.4,lux,1983
30.91,lux,1984
30.67,lux,1985
26.1,lux,1986
33.74,lux,1987
36.56,lux,1988
35.15,lux,1989
28.8,lux,1990
30.51,lux,1991
45.59,lux,1992
44.19,lux,1993
45.32,lux,1994
44.56,lux,1995
37.38,lux,1996
42.5,lux,1997
53.08,lux,1998
53.44,lux,1999
57.28,lux,2000
58.21,lux,2001
56.07,lux,2002
58.12,lux,2003
66.66,lux,2004
88.32,lux,2005
91.87,lux,2006
94.62,lux,2007
101.3,lux,2008
106.1,lux,2009
104.0,lux,2010
1257.0,mkd,1990
1348.0,mkd,1991
1536.0,mkd,1992
1514.0,mkd,1993
1513.0,mkd,1994
1595.0,mkd,1995
1568.0,mkd,1996
1492.0,mkd,1997
1748.0,mkd,1998
1633.0,mkd,1999
1535.0,mkd,2000
1575.0,mkd,2001
1513.0,mkd,2002
1666.0,mkd,2003
1598.0,mkd,2004
1578.0,mkd,2005
1617.0,mkd,2006
1504.0,mkd,2007
1624.0,mkd,2008
1608.0,mkd,2009
4770.0,mys,1971
6020.0,mys,1972
5967.0,mys,1973
5634.0,mys,1974
6674.0,mys,1975
10030.0,mys,1976
11000.0,mys,1977
14970.0,mys,1978
18820.0,mys,1979
18200.0,mys,1980
17000.0,mys,1981
19830.0,mys,1982
27130.0,mys,1983
33360.0,mys,1984
34200.0,mys,1985
40210.0,mys,1986
41070.0,mys,1987
43910.0,mys,1988
47130.0,mys,1989
48760.0,mys,1990
52790.0,mys,1991
54200.0,mys,1992
56430.0,mys,1993
58330.0,mys,1994
64550.0,mys,1995
70060.0,mys,1996
73680.0,mys,1997
74620.0,mys,1998
72830.0,mys,1999
76140.0,mys,2000
77150.0,mys,2001
80500.0,mys,2002
83940.0,mys,2003
88460.0,mys,2004
91490.0,mys,2005
90250.0,mys,2006
90140.0,mys,2007
93120.0,mys,2008
89690.0,mys,2009
0.0,mlt,1971
0.0,mlt,1972
0.0,mlt,1973
0.0,mlt,1974
0.0,mlt,1975
0.0,mlt,1976
0.0,mlt,1977
0.0,mlt,1978
0.0,mlt,1979
0.0,mlt,1980
0.0,mlt,1981
0.0,mlt,1982
0.0,mlt,1983
0.0,mlt,1984
0.0,mlt,1985
0.0,mlt,1986
0.0,mlt,1987
0.0,mlt,1988
0.0,mlt,1989
0.0,mlt,1990
0.0,mlt,1991
0.0,mlt,1992
0.0,mlt,1993
0.0,mlt,1994
0.0,mlt,1995
0.0,mlt,1996
0.0,mlt,1997
0.0,mlt,1998
0.0,mlt,1999
0.0,mlt,2000
0.0,mlt,2001
0.239,mlt,2002
0.31,mlt,2003
0.406,mlt,2004
0.525,mlt,2005
0.645,mlt,2006
0.788,mlt,2007
0.907,mlt,2008
1.075,mlt,2009
43360.0,mex,1971
45060.0,mex,1972
47280.0,mex,1973
55230.0,mex,1974
63030.0,mex,1975
67910.0,mex,1976
79150.0,mex,1977
95010.0,mex,1978
113600.0,mex,1979
147000.0,mex,1980
171200.0,mex,1981
195600.0,mex,1982
193200.0,mex,1983
195200.0,mex,1984
192800.0,mex,1985
182100.0,mex,1986
190900.0,mex,1987
190100.0,mex,1988
190500.0,mex,1989
194700.0,mex,1990
202100.0,mex,1991
201700.0,mex,1992
203200.0,mex,1993
203700.0,mex,1994
201600.0,mex,1995
212000.0,mex,1996
220100.0,mex,1997
224100.0,mex,1998
220600.0,mex,1999
222300.0,mex,2000
225800.0,mex,2001
225500.0,mex,2002
236700.0,mex,2003
246900.0,mex,2004
254000.0,mex,2005
250600.0,mex,2006
244100.0,mex,2007
233300.0,mex,2008
220000.0,mex,2009
217700.0,mex,2010
57.92,mda,1990
65.83,mda,1991
58.09,mda,1992
63.29,mda,1993
52.56,mda,1994
54.13,mda,1995
91.03,mda,1996
100.1,mda,1997
62.58,mda,1998
63.87,mda,1999
63.83,mda,2000
74.24,mda,2001
75.55,mda,2002
84.57,mda,2003
92.16,mda,2004
88.44,mda,2005
87.27,mda,2006
88.11,mda,2007
101.6,mda,2008
103.8,mda,2009
2492.0,mng,1985
2684.0,mng,1986
2978.0,mng,1987
3279.0,mng,1988
3087.0,mng,1989
2749.0,mng,1990
3251.0,mng,1991
2901.0,mng,1992
2556.0,mng,1993
2326.0,mng,1994
2256.0,mng,1995
1873.0,mng,1996
1811.0,mng,1997
1857.0,mng,1998
1838.0,mng,1999
1916.0,mng,2000
1903.0,mng,2001
2052.0,mng,2002
1981.0,mng,2003
2023.0,mng,2004
3421.0,mng,2005
3745.0,mng,2006
4476.0,mng,2007
5107.0,mng,2008
7690.0,mng,2009
619.6,mar,1971
683.1,mar,1972
687.7,mar,1973
733.1,mar,1974
747.0,mar,1975
807.8,mar,1976
898.5,mar,1977
862.9,mar,1978
895.7,mar,1979
877.9,mar,1980
812.1,mar,1981
788.8,mar,1982
836.3,mar,1983
879.0,mar,1984
873.6,mar,1985
891.4,mar,1986
812.4,mar,1987
831.2,mar,1988
758.1,mar,1989
773.2,mar,1990
834.5,mar,1991
815.9,mar,1992
789.1,mar,1993
849.1,mar,1994
830.9,mar,1995
877.0,mar,1996
841.5,mar,1997
764.9,mar,1998
615.1,mar,1999
570.7,mar,2000
583.6,mar,2001
585.7,mar,2002
639.0,mar,2003
680.4,mar,2004
610.3,mar,2005
629.0,mar,2006
638.9,mar,2007
633.2,mar,2008
781.6,mar,2009
6165.0,moz,1971
6126.0,moz,1972
6130.0,moz,1973
6183.0,moz,1974
6277.0,moz,1975
6250.0,moz,1976
6115.0,moz,1977
6040.0,moz,1978
6063.0,moz,1979
6086.0,moz,1980
6124.0,moz,1981
6060.0,moz,1982
5972.0,moz,1983
5948.0,moz,1984
5924.0,moz,1985
5824.0,moz,1986
5779.0,moz,1987
5710.0,moz,1988
5662.0,moz,1989
5608.0,moz,1990
5603.0,moz,1991
5631.0,moz,1992
5700.0,moz,1993
5804.0,moz,1994
5908.0,moz,1995
6007.0,moz,1996
6158.0,moz,1997
6773.0,moz,1998
6962.0,moz,1999
7258.0,moz,2000
7549.0,moz,2001
7763.0,moz,2002
7731.0,moz,2003
9045.0,moz,2004
10060.0,moz,2005
10700.0,moz,2006
11080.0,moz,2007
11530.0,moz,2008
11920.0,moz,2009
7341.0,mmr,1971
7626.0,mmr,1972
7813.0,mmr,1973
7865.0,mmr,1974
8134.0,mmr,1975
8529.0,mmr,1976
8833.0,mmr,1977
9003.0,mmr,1978
9206.0,mmr,1979
9515.0,mmr,1980
9642.0,mmr,1981
9757.0,mmr,1982
9987.0,mmr,1983
10440.0,mmr,1984
11100.0,mmr,1985
11210.0,mmr,1986
10930.0,mmr,1987
10630.0,mmr,1988
10920.0,mmr,1989
10650.0,mmr,1990
10480.0,mmr,1991
10810.0,mmr,1992
10400.0,mmr,1993
10950.0,mmr,1994
11000.0,mmr,1995
10910.0,mmr,1996
11170.0,mmr,1997
12160.0,mmr,1998
13670.0,mmr,1999
15410.0,mmr,2000
15840.0,mmr,2001
16460.0,mmr,2002
18360.0,mmr,2003
20550.0,mmr,2004
23120.0,mmr,2005
22950.0,mmr,2006
23850.0,mmr,2007
22990.0,mmr,2008
22360.0,mmr,2009
217.5,nam,1991
211.0,nam,1992
207.3,nam,1993
190.0,nam,1994
248.7,nam,1995
230.3,nam,1996
217.4,nam,1997
252.3,nam,1998
269.6,nam,1999
286.4,nam,2000
295.7,nam,2001
298.1,nam,2002
316.9,nam,2003
323.2,nam,2004
323.8,nam,2005
313.1,nam,2006
332.4,nam,2007
323.5,nam,2008
328.6,nam,2009
3597.0,npl,1971
3677.0,npl,1972
3757.0,npl,1973
3841.0,npl,1974
3926.0,npl,1975
4018.0,npl,1976
4110.0,npl,1977
4204.0,npl,1978
4301.0,npl,1979
4403.0,npl,1980
4500.0,npl,1981
4603.0,npl,1982
4705.0,npl,1983
4807.0,npl,1984
4914.0,npl,1985
5028.0,npl,1986
5137.0,npl,1987
5247.0,npl,1988
5373.0,npl,1989
5501.0,npl,1990
5620.0,npl,1991
5734.0,npl,1992
5858.0,npl,1993
5989.0,npl,1994
6138.0,npl,1995
6273.0,npl,1996
6398.0,npl,1997
6542.0,npl,1998
6708.0,npl,1999
7138.0,npl,2000
7338.0,npl,2001
7618.0,npl,2002
7794.0,npl,2003
7969.0,npl,2004
8152.0,npl,2005
8295.0,npl,2006
8463.0,npl,2007
8643.0,npl,2008
8821.0,npl,2009
10200.0,nld,1960
10500.0,nld,1961
9977.0,nld,1962
10080.0,nld,1963
10360.0,nld,1964
11090.0,nld,1965
11430.0,nld,1966
12810.0,nld,1967
17200.0,nld,1968
22390.0,nld,1969
28870.0,nld,1970
37340.0,nld,1971
47780.0,nld,1972
56760.0,nld,1973
66710.0,nld,1974
71330.0,nld,1975
76320.0,nld,1976
76040.0,nld,1977
69950.0,nld,1978
73540.0,nld,1979
71820.0,nld,1980
66760.0,nld,1981
57460.0,nld,1982
61800.0,nld,1983
62940.0,nld,1984
66330.0,nld,1985
62320.0,nld,1986
61940.0,nld,1987
55270.0,nld,1988
59530.0,nld,1989
60540.0,nld,1990
67380.0,nld,1991
67390.0,nld,1992
68540.0,nld,1993
66410.0,nld,1994
66690.0,nld,1995
74550.0,nld,1996
66210.0,nld,1997
63650.0,nld,1998
59520.0,nld,1999
57570.0,nld,2000
61460.0,nld,2001
60650.0,nld,2002
58720.0,nld,2003
68030.0,nld,2004
62230.0,nld,2005
61100.0,nld,2006
61250.0,nld,2007
66610.0,nld,2008
63050.0,nld,2009
69740.0,nld,2010
2487.0,nzl,1960
2580.0,nzl,1961
2696.0,nzl,1962
3029.0,nzl,1963
3354.0,nzl,1964
3376.0,nzl,1965
3416.0,nzl,1966
3153.0,nzl,1967
3248.0,nzl,1968
3320.0,nzl,1969
3398.0,nzl,1970
3417.0,nzl,1971
3838.0,nzl,1972
4048.0,nzl,1973
4577.0,nzl,1974
4797.0,nzl,1975
5439.0,nzl,1976
6104.0,nzl,1977
5964.0,nzl,1978
5279.0,nzl,1979
5471.0,nzl,1980
5771.0,nzl,1981
6683.0,nzl,1982
7144.0,nzl,1983
7985.0,nzl,1984
8950.0,nzl,1985
9878.0,nzl,1986
9677.0,nzl,1987
10420.0,nzl,1988
11460.0,nzl,1989
11460.0,nzl,1990
12120.0,nzl,1991
12350.0,nzl,1992
12890.0,nzl,1993
12610.0,nzl,1994
12740.0,nzl,1995
13830.0,nzl,1996
14510.0,nzl,1997
13400.0,nzl,1998
13740.0,nzl,1999
14120.0,nzl,2000
14200.0,nzl,2001
14640.0,nzl,2002
13380.0,nzl,2003
13030.0,nzl,2004
12580.0,nzl,2005
13070.0,nzl,2006
14020.0,nzl,2007
14990.0,nzl,2008
15210.0,nzl,2009
16560.0,nzl,2010
736.4,nic,1971
757.9,nic,1972
795.8,nic,1973
822.1,nic,1974
852.3,nic,1975
888.3,nic,1976
881.3,nic,1977
890.2,nic,1978
918.3,nic,1979
906.6,nic,1980
921.1,nic,1981
950.9,nic,1982
975.8,nic,1983
1218.0,nic,1984
1299.0,nic,1985
1224.0,nic,1986
1234.0,nic,1987
1259.0,nic,1988
1435.0,nic,1989
1495.0,nic,1990
1541.0,nic,1991
1522.0,nic,1992
1509.0,nic,1993
1486.0,nic,1994
1495.0,nic,1995
1547.0,nic,1996
1595.0,nic,1997
1458.0,nic,1998
1482.0,nic,1999
1553.0,nic,2000
1540.0,nic,2001
1659.0,nic,2002
1805.0,nic,2003
1932.0,nic,2004
1954.0,nic,2005
2089.0,nic,2006
1656.0,nic,2007
1691.0,nic,2008
1707.0,nic,2009
111500.0,nga,1971
127200.0,nga,1972
139900.0,nga,1973
150900.0,nga,1974
128200.0,nga,1975
144000.0,nga,1976
146300.0,nga,1977
137300.0,nga,1978
159200.0,nga,1979
148500.0,nga,1980
118900.0,nga,1981
112900.0,nga,1982
111900.0,nga,1983
121200.0,nga,1984
128400.0,nga,1985
127900.0,nga,1986
123300.0,nga,1987
131800.0,nga,1988
147500.0,nga,1989
150500.0,nga,1990
156700.0,nga,1991
162000.0,nga,1992
164900.0,nga,1993
166200.0,nga,1994
169200.0,nga,1995
182000.0,nga,1996
193900.0,nga,1997
188600.0,nga,1998
187700.0,nga,1999
201700.0,nga,2000
211200.0,nga,2001
196100.0,nga,2002
216400.0,nga,2003
229900.0,nga,2004
233300.0,nga,2005
235000.0,nga,2006
231300.0,nga,2007
228200.0,nga,2008
228700.0,nga,2009
2967.0,nor,1960
3153.0,nor,1961
3599.0,nor,1962
3687.0,nor,1963
4119.0,nor,1964
4551.0,nor,1965
4479.0,nor,1966
4883.0,nor,1967
5409.0,nor,1968
5203.0,nor,1969
5294.0,nor,1970
6029.0,nor,1971
7654.0,nor,1972
8056.0,nor,1973
8569.0,nor,1974
16120.0,nor,1975
21750.0,nor,1976
23260.0,nor,1977
36920.0,nor,1978
45920.0,nor,1979
54970.0,nor,1980
55390.0,nor,1981
55420.0,nor,1982
63510.0,nor,1983
69630.0,nor,1984
72580.0,nor,1985
74850.0,nor,1986
86480.0,nor,1987
94880.0,nor,1988
112800.0,nor,1989
119100.0,nor,1990
131000.0,nor,1991
146600.0,nor,1992
154800.0,nor,1993
169900.0,nor,1994
184300.0,nor,1995
207100.0,nor,1996
212600.0,nor,1997
205700.0,nor,1998
209400.0,nor,1999
227000.0,nor,2000
225900.0,nor,2001
234800.0,nor,2002
234400.0,nor,2003
228400.0,nor,2004
223700.0,nor,2005
215000.0,nor,2006
214900.0,nor,2007
219000.0,nor,2008
213600.0,nor,2009
205100.0,nor,2010
15200.0,omn,1971
14640.0,omn,1972
15200.0,omn,1973
15060.0,omn,1974
17760.0,omn,1975
19040.0,omn,1976
17620.0,omn,1977
16470.0,omn,1978
15600.0,omn,1979
15090.0,omn,1980
17440.0,omn,1981
17930.0,omn,1982
20740.0,omn,1983
22400.0,omn,1984
26750.0,omn,1985
30270.0,omn,1986
31560.0,omn,1987
33620.0,omn,1988
34680.0,omn,1989
38310.0,omn,1990
39510.0,omn,1991
41740.0,omn,1992
44330.0,omn,1993
46250.0,omn,1994
48660.0,omn,1995
50160.0,omn,1996
51530.0,omn,1997
51770.0,omn,1998
54010.0,omn,1999
61010.0,omn,2000
65340.0,omn,2001
63340.0,omn,2002
60530.0,omn,2003
58870.0,omn,2004
60260.0,omn,2005
61670.0,omn,2006
60500.0,omn,2007
63440.0,omn,2008
67200.0,omn,2009
14360.0,pak,1971
14820.0,pak,1972
15590.0,pak,1973
16390.0,pak,1974
17080.0,pak,1975
17350.0,pak,1976
18250.0,pak,1977
18970.0,pak,1978
19800.0,pak,1979
20920.0,pak,1980
22070.0,pak,1981
23090.0,pak,1982
24030.0,pak,1983
24420.0,pak,1984
26000.0,pak,1985
27510.0,pak,1986
30220.0,pak,1987
31370.0,pak,1988
33100.0,pak,1989
34180.0,pak,1990
36170.0,pak,1991
37720.0,pak,1992
38960.0,pak,1993
39520.0,pak,1994
41040.0,pak,1995
41980.0,pak,1996
42210.0,pak,1997
43330.0,pak,1998
45110.0,pak,1999
46920.0,pak,2000
48980.0,pak,2001
50060.0,pak,2002
55280.0,pak,2003
58830.0,pak,2004
61480.0,pak,2005
61910.0,pak,2006
64210.0,pak,2007
63260.0,pak,2008
64860.0,pak,2009
342.3,pan,1971
339.1,pan,1972
342.4,pan,1973
366.4,pan,1974
380.0,pan,1975
404.9,pan,1976
441.8,pan,1977
486.9,pan,1978
499.0,pan,1979
527.3,pan,1980
568.4,pan,1981
568.1,pan,1982
539.4,pan,1983
593.9,pan,1984
604.0,pan,1985
605.1,pan,1986
599.6,pan,1987
610.0,pan,1988
612.4,pan,1989
612.3,pan,1990
602.6,pan,1991
623.6,pan,1992
662.6,pan,1993
650.9,pan,1994
604.2,pan,1995
701.3,pan,1996
704.0,pan,1997
643.1,pan,1998
730.3,pan,1999
755.5,pan,2000
678.0,pan,2001
737.7,pan,2002
688.6,pan,2003
752.6,pan,2004
735.4,pan,2005
750.8,pan,2006
695.2,pan,2007
697.9,pan,2008
666.2,pan,2009
1168.0,pry,1971
1187.0,pry,1972
1273.0,pry,1973
1300.0,pry,1974
1250.0,pry,1975
1313.0,pry,1976
1326.0,pry,1977
1416.0,pry,1978
1472.0,pry,1979
1605.0,pry,1980
1631.0,pry,1981
1667.0,pry,1982
1752.0,pry,1983
1757.0,pry,1984
2034.0,pry,1985
2780.0,pry,1986
3667.0,pry,1987
3876.0,pry,1988
4307.0,pry,1989
4577.0,pry,1990
4876.0,pry,1991
4520.0,pry,1992
4821.0,pry,1993
5381.0,pry,1994
6026.0,pry,1995
6389.0,pry,1996
7011.0,pry,1997
6864.0,pry,1998
6741.0,pry,1999
6838.0,pry,2000
6157.0,pry,2001
6293.0,pry,2002
6623.0,pry,2003
6631.0,pry,2004
6733.0,pry,2005
7130.0,pry,2006
7287.0,pry,2007
7532.0,pry,2008
7435.0,pry,2009
7354.0,per,1971
7524.0,per,1972
7873.0,per,1973
8296.0,per,1974
8049.0,per,1975
8359.0,per,1976
9232.0,per,1977
12290.0,per,1978
14190.0,per,1979
14470.0,per,1980
14570.0,per,1981
14950.0,per,1982
13580.0,per,1983
14620.0,per,1984
14660.0,per,1985
13940.0,per,1986
12900.0,per,1987
11560.0,per,1988
10790.0,per,1989
10600.0,per,1990
9829.0,per,1991
9597.0,per,1992
10070.0,per,1993
10110.0,per,1994
10020.0,per,1995
9959.0,per,1996
9744.0,per,1997
9786.0,per,1998
9527.0,per,1999
9361.0,per,2000
9414.0,per,2001
9291.0,per,2002
9506.0,per,2003
9608.0,per,2004
10910.0,per,2005
11650.0,per,2006
12480.0,per,2007
12650.0,per,2008
15140.0,per,2009
7526.0,phl,1971
7700.0,phl,1972
8070.0,phl,1973
8353.0,phl,1974
8599.0,phl,1975
8902.0,phl,1976
9099.0,phl,1977
9406.0,phl,1978
11280.0,phl,1979
12220.0,phl,1980
12900.0,phl,1981
14080.0,phl,1982
15380.0,phl,1983
16000.0,phl,1984
16460.0,phl,1985
16420.0,phl,1986
15950.0,phl,1987
16510.0,phl,1988
16960.0,phl,1989
17230.0,phl,1990
16820.0,phl,1991
16850.0,phl,1992
16450.0,phl,1993
16480.0,phl,1994
15820.0,phl,1995
15820.0,phl,1996
16090.0,phl,1997
17250.0,phl,1998
18660.0,phl,1999
19550.0,phl,2000
18370.0,phl,2001
20110.0,phl,2002
20600.0,phl,2003
20890.0,phl,2004
21400.0,phl,2005
21400.0,phl,2006
22150.0,phl,2007
22980.0,phl,2008
23470.0,phl,2009
64810.0,pol,1960
66800.0,pol,1961
68730.0,pol,1962
71340.0,pol,1963
75730.0,pol,1964
77290.0,pol,1965
79870.0,pol,1966
81500.0,pol,1967
85850.0,pol,1968
91590.0,pol,1969
95760.0,pol,1970
99250.0,pol,1971
103700.0,pol,1972
107400.0,pol,1973
110800.0,pol,1974
115700.0,pol,1975
119600.0,pol,1976
122800.0,pol,1977
131800.0,pol,1978
135300.0,pol,1979
126600.0,pol,1980
108200.0,pol,1981
124500.0,pol,1982
126800.0,pol,1983
127800.0,pol,1984
128800.0,pol,1985
131200.0,pol,1986
132300.0,pol,1987
132300.0,pol,1988
122100.0,pol,1989
103900.0,pol,1990
99840.0,pol,1991
97670.0,pol,1992
97350.0,pol,1993
97430.0,pol,1994
99360.0,pol,1995
98960.0,pol,1996
100000.0,pol,1997
87600.0,pol,1998
83920.0,pol,1999
79580.0,pol,2000
80280.0,pol,2001
80200.0,pol,2002
79860.0,pol,2003
78820.0,pol,2004
78650.0,pol,2005
77630.0,pol,2006
72510.0,pol,2007
71360.0,pol,2008
67520.0,pol,2009
67790.0,pol,2010
1266.0,prt,1960
1315.0,prt,1961
1279.0,prt,1962
1323.0,prt,1963
1347.0,prt,1964
1367.0,prt,1965
1454.0,prt,1966
1467.0,prt,1967
1417.0,prt,1968
1535.0,prt,1969
1408.0,prt,1970
1384.0,prt,1971
1407.0,prt,1972
1401.0,prt,1973
1440.0,prt,1974
1327.0,prt,1975
1161.0,prt,1976
1639.0,prt,1977
1735.0,prt,1978
1809.0,prt,1979
1481.0,prt,1980
1247.0,prt,1981
1450.0,prt,1982
1595.0,prt,1983
1742.0,prt,1984
1943.0,prt,1985
1848.0,prt,1986
1949.0,prt,1987
2215.0,prt,1988
2492.0,prt,1989
3393.0,prt,1990
3395.0,prt,1991
2943.0,prt,1992
3277.0,prt,1993
3486.0,prt,1994
3318.0,prt,1995
3793.0,prt,1996
3748.0,prt,1997
3732.0,prt,1998
3370.0,prt,1999
3846.0,prt,2000
4096.0,prt,2001
3643.0,prt,2002
4336.0,prt,2003
3895.0,prt,2004
3614.0,prt,2005
4365.0,prt,2006
4649.0,prt,2007
4487.0,prt,2008
4885.0,prt,2009
5964.0,prt,2010
22030.0,qat,1971
25030.0,qat,1972
29530.0,qat,1973
26430.0,qat,1974
