geo,urban_population_growth_annual_percent,time
mne,3.821,1970
mne,4.352,1971
mne,4.454,1972
mne,4.493,1973
mne,4.431,1974
mne,4.29,1975
mne,4.431,1976
mne,4.313,1977
mne,4.103,1978
mne,3.778,1979
mne,3.389,1980
mne,3.119,1981
mne,2.736,1982
mne,2.548,1983
mne,2.63,1984
mne,2.907,1985
mne,3.325,1986
mne,3.577,1987
mne,3.75,1988
mne,3.8,1989
mne,3.749,1990
mne,3.553,1991
mne,3.513,1992
mne,3.343,1993
mne,3.017,1994
mne,2.592,1995
mne,2.061,1996
mne,1.639,1997
mne,1.348,1998
mne,1.25,1999
mne,1.299,2000
mne,0.8759,2001
mne,0.9551,2002
mne,1.037,2003
mne,1.103,2004
mne,1.155,2005
mne,0.3411,2006
mne,0.4284,2007
mne,0.4806,2008
mne,0.4837,2009
mne,0.4516,2010
mne,0.4268,2011
mar,3.924,1960
mar,4.422,1961
mar,4.367,1962
mar,4.336,1963
mar,4.336,1964
mar,4.352,1965
mar,4.443,1966
mar,4.444,1967
mar,4.403,1968
mar,4.311,1969
mar,4.188,1970
mar,4.415,1971
mar,4.299,1972
mar,4.211,1973
mar,4.16,1974
mar,4.137,1975
mar,4.244,1976
mar,4.209,1977
mar,4.202,1978
mar,4.227,1979
mar,4.267,1980
mar,4.347,1981
mar,4.364,1982
mar,4.328,1983
mar,4.225,1984
mar,4.077,1985
mar,3.939,1986
mar,3.795,1987
mar,3.658,1988
mar,3.534,1989
mar,3.421,1990
mar,3.182,1991
mar,3.073,1992
mar,2.972,1993
mar,2.882,1994
mar,2.801,1995
mar,2.09,1996
mar,2.029,1997
mar,1.967,1998
mar,1.902,1999
mar,1.837,2000
mar,1.771,2001
mar,1.716,2002
mar,1.672,2003
mar,1.642,2004
mar,1.623,2005
mar,1.632,2006
mar,1.617,2007
mar,1.607,2008
mar,1.602,2009
mar,1.601,2010
mar,1.643,2011
moz,5.795,1960
moz,6.988,1961
moz,6.789,1962
moz,6.607,1963
moz,6.438,1964
moz,6.282,1965
moz,7.102,1966
moz,6.896,1967
moz,6.707,1968
moz,6.529,1969
moz,6.366,1970
moz,11.83,1971
moz,10.99,1972
moz,10.33,1973
moz,9.848,1974
moz,9.48,1975
moz,12.36,1976
moz,11.59,1977
moz,10.88,1978
moz,10.18,1979
moz,9.493,1980
moz,7.806,1981
moz,7.421,1982
moz,6.906,1983
moz,6.22,1984
moz,5.461,1985
moz,5.435,1986
moz,4.677,1987
moz,4.382,1988
moz,4.71,1989
moz,5.467,1990
moz,7.082,1991
moz,7.728,1992
moz,8.011,1993
moz,7.82,1994
moz,7.332,1995
moz,5.135,1996
moz,4.826,1997
moz,4.617,1998
moz,4.553,1999
moz,4.583,2000
moz,3.278,2001
moz,3.298,2002
moz,3.287,2003
moz,3.235,2004
moz,3.156,2005
moz,3.115,2006
moz,3.048,2007
moz,2.992,2008
moz,2.952,2009
moz,2.923,2010
moz,3.107,2011
mmr,3.845,1960
mmr,3.922,1961
mmr,3.889,1962
mmr,3.868,1963
mmr,3.864,1964
mmr,3.871,1965
mmr,3.981,1966
mmr,3.975,1967
mmr,3.981,1968
mmr,3.999,1969
mmr,4.021,1970
mmr,3.382,1971
mmr,3.406,1972
mmr,3.396,1973
mmr,3.343,1974
mmr,3.263,1975
mmr,2.307,1976
mmr,2.234,1977
mmr,2.168,1978
mmr,2.116,1979
mmr,2.073,1980
mmr,2.075,1981
mmr,2.027,1982
mmr,1.981,1983
mmr,1.936,1984
mmr,1.893,1985
mmr,2.203,1986
mmr,2.16,1987
mmr,2.11,1988
mmr,2.052,1989
mmr,1.989,1990
mmr,2.32,1991
mmr,2.246,1992
mmr,2.199,1993
mmr,2.188,1994
mmr,2.196,1995
mmr,2.64,1996
mmr,2.636,1997
mmr,2.566,1998
mmr,2.407,1999
mmr,2.193,2000
mmr,2.393,2001
mmr,2.185,2002
mmr,2.046,2003
mmr,2.003,2004
mmr,2.031,2005
mmr,2.431,2006
mmr,2.451,2007
mmr,2.466,2008
mmr,2.466,2009
mmr,2.453,2010
mmr,2.535,2011
nam,5.087,1960
nam,4.763,1961
nam,4.753,1962
nam,4.74,1963
nam,4.723,1964
nam,4.706,1965
nam,4.797,1966
nam,4.76,1967
nam,4.767,1968
nam,4.829,1969
nam,4.916,1970
nam,4.232,1971
nam,4.319,1972
nam,4.287,1973
nam,4.112,1974
nam,3.855,1975
nam,3.651,1976
nam,3.464,1977
nam,3.331,1978
nam,3.271,1979
nam,3.278,1980
nam,3.163,1981
nam,3.171,1982
nam,3.362,1983
nam,3.772,1984
nam,4.293,1985
nam,4.837,1986
nam,5.242,1987
nam,5.379,1988
nam,5.203,1989
nam,4.838,1990
nam,5.046,1991
nam,4.703,1992
nam,4.467,1993
nam,4.377,1994
nam,4.375,1995
nam,4.664,1996
nam,4.623,1997
nam,4.5,1998
nam,4.273,1999
nam,3.986,2000
nam,3.753,2001
nam,3.503,2002
nam,3.339,2003
nam,3.287,2004
nam,3.311,2005
nam,3.415,2006
nam,3.433,2007
nam,3.425,2008
nam,3.376,2009
nam,3.3,2010
nam,3.271,2011
npl,4.144,1960
npl,3.269,1961
npl,3.287,1962
npl,3.311,1963
npl,3.343,1964
npl,3.379,1965
npl,3.214,1966
npl,3.253,1967
npl,3.287,1968
npl,3.315,1969
npl,3.338,1970
npl,6.581,1971
npl,6.432,1972
npl,6.29,1973
npl,6.154,1974
npl,6.024,1975
npl,7.436,1976
npl,7.197,1977
npl,6.978,1978
npl,6.777,1979
npl,6.592,1980
npl,6.53,1981
npl,6.365,1982
npl,6.212,1983
npl,6.07,1984
npl,5.938,1985
npl,6.264,1986
npl,6.117,1987
npl,5.991,1988
npl,5.886,1989
npl,5.796,1990
npl,6.956,1991
npl,6.781,1992
npl,6.616,1993
npl,6.459,1994
npl,6.307,1995
npl,7.033,1996
npl,6.824,1997
npl,6.623,1998
npl,6.427,1999
npl,6.235,2000
npl,4.823,2001
npl,4.72,2002
npl,4.606,2003
npl,4.477,2004
npl,4.341,2005
npl,4.022,2006
npl,3.902,2007
npl,3.797,2008
npl,3.713,2009
npl,3.642,2010
npl,3.761,2011
nld,1.963,1960
nld,1.65,1961
nld,1.758,1962
nld,1.681,1963
nld,1.669,1964
nld,1.703,1965
nld,1.604,1966
nld,1.431,1967
nld,1.336,1968
nld,1.454,1969
nld,1.535,1970
nld,1.681,1971
nld,1.501,1972
nld,1.314,1973
nld,1.268,1974
nld,1.374,1975
nld,1.278,1976
nld,1.085,1977
nld,1.104,1978
nld,1.176,1979
nld,1.275,1980
nld,1.294,1981
nld,1.063,1982
nld,0.9798,1983
nld,0.994,1984
nld,1.06,1985
nld,1.142,1986
nld,1.218,1987
nld,1.227,1988
nld,1.177,1989
nld,1.262,1990
nld,1.983,1991
nld,1.937,1992
nld,1.864,1993
nld,1.756,1994
nld,1.634,1995
nld,1.551,1996
nld,1.593,1997
nld,1.683,1998
nld,1.72,1999
nld,1.759,2000
nld,1.629,2001
nld,1.505,2002
nld,1.331,2003
nld,1.2,2004
nld,1.079,2005
nld,0.8009,2006
nld,0.8538,2007
nld,1.022,2008
nld,1.143,2009
nld,1.137,2010
nld,0.9482,2011
ant,0.485,1960
ncl,7.605,1960
ncl,8.35,1961
ncl,7.035,1962
ncl,6.223,1963
ncl,5.792,1964
ncl,5.65,1965
ncl,5.415,1966
ncl,5.643,1967
ncl,5.945,1968
ncl,6.259,1969
ncl,6.533,1970
ncl,6.588,1971
ncl,6.252,1972
ncl,5.744,1973
ncl,5.14,1974
ncl,4.494,1975
ncl,3.196,1976
ncl,2.44,1977
ncl,1.928,1978
ncl,1.796,1979
ncl,1.906,1980
ncl,1.186,1981
ncl,0.8334,1982
ncl,1.105,1983
ncl,4.007,1984
ncl,2.05,1985
ncl,0.8902,1986
ncl,2.009,1987
ncl,2.108,1988
ncl,3.01,1989
ncl,2.524,1990
ncl,2.636,1991
ncl,2.798,1992
ncl,2.959,1993
ncl,3.121,1994
ncl,3.283,1995
ncl,2.612,1996
ncl,2.887,1997
ncl,2.206,1998
ncl,2.586,1999
ncl,2.45,2000
ncl,2.353,2001
ncl,2.348,2002
ncl,2.345,2003
ncl,2.346,2004
ncl,2.305,2005
ncl,1.315,2006
ncl,1.232,2007
ncl,0.2434,2008
ncl,0.2415,2009
ncl,0.1648,2010
ncl,0.5739,2011
nzl,2.735,1960
nzl,2.758,1961
nzl,3.295,1962
nzl,2.734,1963
nzl,2.837,1964
nzl,2.386,1965
nzl,2.351,1966
nzl,2.342,1967
nzl,1.431,1968
nzl,1.445,1969
nzl,1.905,1970
nzl,1.904,1971
nzl,2.177,1972
nzl,2.364,1973
nzl,2.491,1974
nzl,2.349,1975
nzl,1.043,1976
nzl,0.469,1977
nzl,0.1894,1978
nzl,-0.2345,1979
nzl,0.2823,1980
nzl,0.4435,1981
nzl,1.052,1982
nzl,1.418,1983
nzl,0.9238,1984
nzl,0.6764,1985
nzl,0.2306,1986
nzl,1.116,1987
nzl,0.5284,1988
nzl,0.7333,1989
nzl,1.176,1990
nzl,4.984,1991
nzl,1.181,1992
nzl,1.279,1993
nzl,1.468,1994
nzl,1.603,1995
nzl,1.663,1996
nzl,1.393,1997
nzl,0.9677,1998
nzl,0.6059,1999
nzl,0.6679,2000
nzl,0.6768,2001
nzl,1.825,2002
nzl,2.061,2003
nzl,1.573,2004
nzl,1.216,2005
nzl,1.252,2006
nzl,1.072,2007
nzl,0.9886,2008
nzl,1.126,2009
nzl,1.231,2010
nzl,0.906,2011
nic,4.286,1960
nic,4.669,1961
nic,4.578,1962
nic,4.511,1963
nic,4.478,1964
nic,4.467,1965
nic,5.008,1966
nic,4.975,1967
nic,4.946,1968
nic,4.922,1969
nic,4.899,1970
nic,3.775,1971
nic,3.773,1972
nic,3.771,1973
nic,3.767,1974
nic,3.759,1975
nic,3.54,1976
nic,3.519,1977
nic,3.48,1978
nic,3.422,1979
nic,3.348,1980
nic,3.28,1981
nic,3.213,1982
nic,3.122,1983
nic,3.003,1984
nic,2.873,1985
nic,2.725,1986
nic,2.602,1987
nic,2.553,1988
nic,2.599,1989
nic,2.699,1990
nic,2.816,1991
nic,2.891,1992
nic,2.895,1993
nic,2.806,1994
nic,2.656,1995
nic,2.5,1996
nic,2.364,1997
nic,2.233,1998
nic,2.115,1999
nic,2.009,2000
nic,1.902,2001
nic,1.805,2002
nic,1.737,2003
nic,1.703,2004
nic,1.696,2005
nic,1.738,2006
nic,1.737,2007
nic,1.751,2008
nic,1.78,2009
nic,1.817,2010
nic,1.932,2011
ner,4.587,1960
ner,6.318,1961
ner,6.257,1962
ner,6.188,1963
ner,6.107,1964
ner,6.017,1965
ner,8.656,1966
ner,8.356,1967
ner,8.083,1968
ner,7.834,1969
ner,7.605,1970
ner,8.774,1971
ner,8.445,1972
ner,8.154,1973
ner,7.897,1974
ner,7.666,1975
ner,6.449,1976
ner,6.333,1977
ner,6.205,1978
ner,6.062,1979
ner,5.914,1980
ner,4.421,1981
ner,4.362,1982
ner,4.318,1983
ner,4.291,1984
ner,4.28,1985
ner,3.917,1986
ner,3.928,1987
ner,3.966,1988
ner,4.035,1989
ner,4.123,1990
ner,3.662,1991
ner,3.75,1992
ner,3.823,1993
ner,3.877,1994
ner,3.916,1995
ner,3.963,1996
ner,3.996,1997
ner,4.012,1998
ner,4.01,1999
ner,3.998,2000
ner,4.143,2001
ner,4.127,2002
ner,4.124,2003
ner,4.135,2004
ner,4.155,2005
ner,4.576,2006
ner,4.584,2007
ner,4.582,2008
ner,4.569,2009
ner,4.55,2010
ner,4.951,2011
nga,7.088,1960
nga,6.894,1961
nga,6.709,1962
nga,6.535,1963
nga,6.367,1964
nga,6.208,1965
nga,4.766,1966
nga,4.721,1967
nga,4.689,1968
nga,4.672,1969
nga,4.668,1970
nga,4.851,1971
nga,4.832,1972
nga,4.852,1973
nga,4.918,1974
nga,5.006,1975
nga,5.275,1976
nga,5.331,1977
nga,5.306,1978
nga,5.183,1979
nga,5.001,1980
nga,4.944,1981
nga,4.772,1982
nga,4.65,1983
nga,4.597,1984
nga,4.588,1985
nga,4.705,1986
nga,4.682,1987
nga,4.639,1988
nga,4.569,1989
nga,4.483,1990
nga,4.463,1991
nga,4.389,1992
nga,4.32,1993
nga,4.26,1994
nga,4.207,1995
nga,4.129,1996
nga,4.085,1997
nga,4.056,1998
nga,4.045,1999
nga,4.046,2000
nga,4.002,2001
nga,4.006,2002
nga,4.004,2003
nga,3.993,2004
nga,3.976,2005
nga,3.894,2006
nga,3.881,2007
nga,3.869,2008
nga,3.859,2009
nga,3.851,2010
nga,3.768,2011
mnp,5.561,1960
mnp,5.548,1961
mnp,4.745,1962
mnp,4.324,1963
mnp,4.446,1964
mnp,4.921,1965
mnp,6.707,1966
mnp,7.001,1967
mnp,7.114,1968
mnp,6.963,1969
mnp,6.646,1970
mnp,6.339,1971
mnp,6.349,1972
mnp,6.008,1973
mnp,5.233,1974
mnp,4.321,1975
mnp,2.085,1976
mnp,1.361,1977
mnp,2.122,1978
mnp,4.765,1979
mnp,8.38,1980
mnp,10.71,1981
mnp,12.72,1982
mnp,13.14,1983
mnp,12.2,1984
mnp,10.7,1985
mnp,9.232,1986
mnp,8.218,1987
mnp,7.463,1988
mnp,7.003,1989
mnp,6.708,1990
mnp,6.036,1991
mnp,5.637,1992
mnp,5.286,1993
mnp,4.992,1994
mnp,4.705,1995
mnp,4.649,1996
mnp,4.354,1997
mnp,3.844,1998
mnp,3.065,1999
mnp,2.137,2000
mnp,1.227,2001
mnp,0.436,2002
mnp,-0.2817,2003
mnp,-0.8856,2004
mnp,-1.373,2005
mnp,-1.934,2006
mnp,-2.415,2007
mnp,-2.458,2008
mnp,-1.861,2009
mnp,-0.7819,2010
mnp,0.5418,2011
nor,0.7125,1960
nor,3.812,1961
nor,3.733,1962
nor,3.602,1963
nor,3.523,1964
nor,3.47,1965
nor,3.482,1966
nor,3.45,1967
nor,3.387,1968
nor,3.298,1969
nor,3.15,1970
nor,1.551,1971
nor,1.608,1972
nor,1.535,1973
nor,1.449,1974
nor,1.374,1975
nor,1.158,1976
nor,1.107,1977
nor,1.062,1978
nor,1.016,1979
nor,0.992,1980
nor,0.5607,1981
nor,0.5835,1982
nor,0.5468,1983
nor,0.4975,1984
nor,0.5143,1985
nor,0.5377,1986
nor,0.6487,1987
nor,0.7183,1988
nor,0.5928,1989
nor,0.5239,1990
nor,0.9778,1991
nor,1.076,1992
nor,1.092,1993
nor,1.063,1994
nor,1.011,1995
nor,1.133,1996
nor,1.165,1997
nor,1.214,1998
nor,1.299,1999
nor,1.26,2000
nor,0.8758,2001
nor,0.9076,2002
nor,0.9535,2003
nor,0.9566,2004
nor,1.045,2005
nor,1.221,2006
nor,1.448,2007
nor,1.658,2008
nor,1.671,2009
nor,1.654,2010
nor,1.618,2011
omn,7.862,1960
omn,9.312,1961
omn,8.932,1962
omn,8.602,1963
omn,8.31,1964
omn,8.06,1965
omn,9.034,1966
omn,8.767,1967
omn,8.577,1968
omn,8.461,1969
omn,8.407,1970
omn,9.142,1971
omn,9.053,1972
omn,9.069,1973
omn,9.196,1974
omn,9.372,1975
omn,9.919,1976
omn,9.954,1977
omn,9.925,1978
omn,9.823,1979
omn,9.656,1980
omn,9.562,1981
omn,9.361,1982
omn,9.042,1983
omn,8.598,1984
omn,8.098,1985
omn,7.368,1986
omn,6.884,1987
omn,6.603,1988
omn,6.569,1989
omn,6.656,1990
omn,5.812,1991
omn,5.883,1992
omn,5.575,1993
omn,4.813,1994
omn,3.804,1995
omn,1.162,1996
omn,0.3141,1997
omn,-0.1825,1998
omn,-0.1859,1999
omn,0.1827,2000
omn,0.7551,2001
omn,1.129,2002
omn,1.521,2003
omn,1.892,2004
omn,2.223,2005
omn,2.84,2006
omn,3.148,2007
omn,3.269,2008
omn,3.163,2009
omn,2.909,2010
omn,2.608,2011
pak,4.624,1960
pak,3.66,1961
pak,3.696,1962
pak,3.725,1963
pak,3.747,1964
pak,3.764,1965
pak,3.698,1966
pak,3.722,1967
pak,3.742,1968
pak,3.758,1969
pak,3.775,1970
pak,3.963,1971
pak,3.981,1972
pak,4.021,1973
pak,4.086,1974
pak,4.166,1975
pak,4.392,1976
pak,4.451,1977
pak,4.506,1978
pak,4.556,1979
pak,4.597,1980
pak,4.311,1981
pak,4.33,1982
pak,4.326,1983
pak,4.299,1984
pak,4.252,1985
pak,4.174,1986
pak,4.119,1987
pak,4.026,1988
pak,3.89,1989
pak,3.733,1990
pak,3.577,1991
pak,3.424,1992
pak,3.334,1993
pak,3.324,1994
pak,3.36,1995
pak,3.442,1996
pak,3.464,1997
pak,3.413,1998
pak,3.27,1999
pak,3.071,2000
pak,2.886,2001
pak,2.713,2002
pak,2.595,2003
pak,2.549,2004
pak,2.553,2005
pak,2.601,2006
pak,2.602,2007
pak,2.602,2008
pak,2.597,2009
pak,2.585,2010
pak,2.725,2011
plw,3.202,1961
plw,2.991,1962
plw,2.755,1963
plw,2.524,1964
plw,2.268,1965
plw,1.993,1966
plw,1.725,1967
plw,1.61,1968
plw,1.63,1969
plw,1.763,1970
plw,1.988,1971
plw,2.149,1972
plw,2.078,1973
plw,1.706,1974
plw,1.161,1975
plw,0.4908,1976
plw,-0.02531,1977
plw,-0.1531,1978
plw,0.2543,1979
plw,1.026,1980
plw,3.049,1981
plw,3.78,1982
plw,4.2,1983
plw,4.166,1984
plw,3.863,1985
plw,2.707,1986
plw,2.458,1987
plw,2.373,1988
plw,2.536,1989
plw,2.829,1990
plw,3.027,1991
plw,3.222,1992
plw,3.319,1993
plw,3.288,1994
plw,3.159,1995
plw,2.106,1996
plw,1.977,1997
plw,1.768,1998
plw,1.476,1999
plw,1.137,2000
plw,3.38,2001
plw,3.018,2002
plw,2.733,2003
plw,2.585,2004
plw,2.53,2005
plw,1.974,2006
plw,1.961,2007
plw,1.953,2008
plw,1.97,2009
plw,1.986,2010
plw,1.559,2011
pan,4.215,1960
pan,4.442,1961
pan,4.418,1962
pan,4.399,1963
pan,4.387,1964
pan,4.377,1965
pan,4.377,1966
pan,4.355,1967
pan,4.317,1968
pan,4.26,1969
pan,4.192,1970
pan,3.366,1971
pan,3.309,1972
pan,3.257,1973
pan,3.211,1974
pan,3.169,1975
pan,3.133,1976
pan,3.09,1977
pan,3.038,1978
pan,2.977,1979
pan,2.911,1980
pan,2.942,1981
pan,2.883,1982
pan,2.831,1983
pan,2.788,1984
pan,2.754,1985
pan,2.766,1986
pan,2.735,1987
pan,2.716,1988
pan,2.708,1989
pan,2.708,1990
pan,4.297,1991
pan,4.251,1992
pan,4.203,1993
pan,4.152,1994
pan,4.097,1995
pan,3.946,1996
pan,3.896,1997
pan,3.84,1998
pan,3.778,1999
pan,3.712,2000
pan,3.388,2001
pan,3.331,2002
pan,3.274,2003
pan,3.219,2004
pan,3.166,2005
pan,2.811,2006
pan,2.765,2007
pan,2.717,2008
pan,2.667,2009
pan,2.617,2010
pan,2.317,2011
png,8.42,1960
png,10.67,1961
png,10.01,1962
png,9.465,1963
png,9.024,1964
png,8.662,1965
png,16.85,1966
png,15.06,1967
png,13.72,1968
png,12.69,1969
png,11.88,1970
png,7.032,1971
png,6.965,1972
png,6.855,1973
png,6.689,1974
png,6.489,1975
png,4.622,1976
png,4.523,1977
png,4.454,1978
png,4.424,1979
png,4.417,1980
png,4.168,1981
png,4.161,1982
png,4.126,1983
png,4.054,1984
png,3.961,1985
png,3.93,1986
png,3.851,1987
png,3.799,1988
png,3.779,1989
png,3.783,1990
png,1.243,1991
png,1.246,1992
png,1.256,1993
png,1.274,1994
png,1.293,1995
png,1.364,1996
png,1.376,1997
png,1.368,1998
png,1.335,1999
png,1.285,2000
png,1.596,2001
png,1.55,2002
png,1.508,2003
png,1.471,2004
png,1.438,2005
png,2.208,2006
png,2.18,2007
png,2.147,2008
png,2.109,2009
png,2.068,2010
png,2.806,2011
pry,2.909,1960
pry,3.013,1961
pry,3.022,1962
pry,3.03,1963
pry,3.037,1964
pry,3.041,1965
pry,3.132,1966
pry,3.135,1967
pry,3.111,1968
pry,3.054,1969
pry,2.98,1970
pry,3.49,1971
pry,3.425,1972
pry,3.394,1973
pry,3.402,1974
pry,3.44,1975
pry,3.879,1976
pry,3.904,1977
pry,3.948,1978
pry,4.012,1979
pry,4.085,1980
pry,4.435,1981
pry,4.48,1982
pry,4.489,1983
pry,4.454,1984
pry,4.389,1985
pry,4.498,1986
pry,4.421,1987
pry,4.339,1988
pry,4.255,1989
pry,4.17,1990
pry,3.972,1991
pry,3.887,1992
pry,3.805,1993
pry,3.725,1994
pry,3.649,1995
pry,3.484,1996
pry,3.413,1997
pry,3.349,1998
pry,3.293,1999
pry,3.242,2000
pry,3.171,2001
pry,3.125,2002
pry,3.078,2003
pry,3.028,2004
pry,2.978,2005
pry,2.851,2006
pry,2.806,2007
pry,2.768,2008
pry,2.738,2009
pry,2.713,2010
pry,2.608,2011
per,4.044,1960
per,4.987,1961
per,4.98,1962
per,4.953,1963
per,4.901,1964
per,4.834,1965
per,4.943,1966
per,4.871,1967
per,4.81,1968
per,4.766,1969
per,4.732,1970
per,4.189,1971
per,4.163,1972
per,4.136,1973
per,4.104,1974
per,4.069,1975
per,3.73,1976
per,3.697,1977
per,3.65,1978
per,3.586,1979
per,3.513,1980
per,3.182,1981
per,3.112,1982
per,3.053,1983
per,3.008,1984
per,2.972,1985
per,2.862,1986
per,2.823,1987
per,2.775,1988
per,2.717,1989
per,2.652,1990
per,2.586,1991
per,2.52,1992
per,2.462,1993
per,2.413,1994
per,2.369,1995
per,2.341,1996
per,2.296,1997
per,2.236,1998
per,2.158,1999
per,2.067,2000
per,1.951,2001
per,1.87,2002
per,1.798,2003
per,1.738,2004
per,1.688,2005
per,1.609,2006
per,1.566,2007
per,1.544,2008
per,1.547,2009
per,1.566,2010
per,1.538,2011
phl,4.146,1960
phl,4.197,1961
phl,4.171,1962
phl,4.123,1963
phl,4.047,1964
phl,3.957,1965
phl,3.907,1966
phl,3.828,1967
phl,3.768,1968
phl,3.734,1969
phl,3.717,1970
phl,4.427,1971
phl,4.395,1972
phl,4.363,1973
phl,4.331,1974
phl,4.298,1975
phl,3.899,1976
phl,3.878,1977
phl,3.86,1978
phl,3.846,1979
phl,3.833,1980
phl,5.724,1981
phl,5.631,1982
phl,5.538,1983
phl,5.445,1984
phl,5.351,1985
phl,5.252,1986
phl,5.162,1987
phl,5.059,1988
phl,4.942,1989
phl,4.817,1990
phl,2.31,1991
phl,2.243,1992
phl,2.192,1993
phl,2.161,1994
phl,2.143,1995
phl,2.126,1996
phl,2.103,1997
phl,2.079,1998
phl,2.051,1999
phl,2.02,2000
phl,2.135,2001
phl,2.106,2002
phl,2.06,2003
phl,1.994,2004
phl,1.918,2005
phl,2.074,2006
phl,2.003,2007
phl,1.955,2008
phl,1.936,2009
phl,1.938,2010
phl,2.179,2011
pol,3.587,1960
pol,2.024,1961
pol,2.063,1962
pol,2.234,1963
pol,2.286,1964
pol,1.872,1965
pol,1.542,1966
pol,1.75,1967
pol,1.739,1968
pol,1.558,1969
pol,1.126,1970
pol,1.568,1971
pol,2.016,1972
pol,2.083,1973
pol,2.121,1974
pol,2.142,1975
pol,2.008,1976
pol,1.964,1977
pol,1.784,1978
pol,1.783,1979
pol,1.894,1980
pol,1.545,1981
pol,1.553,1982
pol,1.567,1983
pol,1.53,1984
pol,1.425,1985
pol,1.123,1986
pol,1.004,1987
pol,0.8527,1988
pol,0.798,1989
pol,0.8268,1990
pol,0.4274,1991
pol,0.3794,1992
pol,0.3271,1993
pol,0.2836,1994
pol,0.2083,1995
pol,0.1486,1996
pol,0.1379,1997
pol,0.1082,1998
pol,0.06404,1999
pol,-0.4633,2000
pol,-0.6206,2001
pol,-0.1307,2002
pol,-0.1519,2003
pol,-0.143,2004
pol,-0.1285,2005
pol,-0.2298,2006
pol,-0.221,2007
pol,-0.1534,2008
pol,-0.09951,2009
pol,-0.0835,2010
pol,0.002197,2011
prt,1.909,1960
prt,1.893,1961
prt,1.797,1962
prt,1.468,1963
prt,1.109,1964
prt,0.6344,1965
prt,0.2918,1966
prt,0.4008,1967
prt,0.5968,1968
prt,0.1167,1969
prt,0.1176,1970
prt,0.5894,1971
prt,0.8483,1972
prt,1.024,1973
prt,2.378,1974
prt,4.774,1975
prt,3.823,1976
prt,2.031,1977
prt,2.039,1978
prt,2.023,1979
prt,2.024,1980
prt,2.035,1981
prt,1.766,1982
prt,1.605,1983
prt,1.513,1984
prt,1.389,1985
prt,1.24,1986
prt,1.109,1987
prt,1.019,1988
prt,0.9646,1989
prt,0.8804,1990
prt,1.171,1991
prt,1.328,1992
prt,1.417,1993
prt,1.489,1994
prt,1.52,1995
prt,1.553,1996
prt,1.593,1997
prt,1.625,1998
prt,1.652,1999
prt,1.745,2000
prt,1.816,2001
prt,1.877,2002
prt,1.833,2003
prt,1.703,2004
prt,1.56,2005
prt,1.343,2006
prt,1.229,2007
prt,1.126,2008
prt,1.078,2009
prt,1.019,2010
prt,0.8781,2011
pri,1.886,1960
pri,4.838,1961
pri,5.079,1962
pri,5.093,1963
pri,4.781,1964
pri,4.297,1965
pri,3.796,1966
pri,3.326,1967
pri,3.096,1968
pri,3.245,1969
pri,3.615,1970
pri,3.124,1971
pri,3.463,1972
pri,3.628,1973
pri,3.526,1974
pri,3.269,1975
pri,2.964,1976
pri,2.757,1977
pri,2.589,1978
pri,2.49,1979
pri,2.436,1980
pri,1.801,1981
pri,1.733,1982
pri,1.681,1983
pri,1.647,1984
pri,1.626,1985
pri,1.829,1986
pri,1.805,1987
pri,1.781,1988
pri,1.757,1989
pri,1.73,1990
pri,4.769,1991
pri,4.549,1992
pri,4.599,1993
pri,4.55,1994
pri,4.418,1995
pri,2.832,1996
pri,2.611,1997
pri,2.229,1998
pri,2.128,1999
pri,1.878,2000
pri,0.8442,2001
pri,0.755,2002
pri,0.6848,2003
pri,0.6388,2004
pri,0.4703,2005
pri,-0.1912,2006
pri,-0.3539,2007
pri,-0.3555,2008
pri,-0.3148,2009
pri,-0.2639,2010
pri,-0.3173,2011
qat,7.309,1960
qat,8.637,1961
qat,9.427,1962
qat,9.709,1963
qat,9.481,1964
qat,9.013,1965
qat,8.3,1966
qat,7.965,1967
qat,7.9,1968
qat,8.126,1969
qat,8.454,1970
qat,8.782,1971
qat,9.03,1972
qat,8.729,1973
qat,7.878,1974
qat,6.866,1975
qat,5.666,1976
qat,4.924,1977
qat,5.246,1978
qat,6.759,1979
qat,8.725,1980
qat,10.51,1981
qat,11.31,1982
qat,11.12,1983
qat,10.04,1984
qat,8.561,1985
qat,7.71,1986
qat,6.705,1987
qat,5.664,1988
qat,4.58,1989
qat,3.531,1990
qat,2.4,1991
qat,1.56,1992
qat,1.128,1993
qat,1.22,1994
qat,1.72,1995
qat,2.456,1996
qat,3.419,1997
qat,3.994,1998
qat,4.036,1999
qat,3.907,2000
qat,3.089,2001
qat,2.851,2002
qat,4.826,2003
qat,9.249,2004
qat,14.04,2005
qat,17.78,2006
qat,18.83,2007
qat,17.21,2008
qat,13.74,2009
qat,9.847,2010
qat,6.253,2011
rou,3.335,1960
rou,2.821,1961
rou,2.63,1962
rou,2.588,1963
rou,2.547,1964
rou,2.46,1965
rou,2.343,1966
rou,3.008,1967
rou,2.695,1968
rou,2.378,1969
rou,2.508,1970
rou,2.276,1971
rou,2.178,1972
rou,2.065,1973
rou,2.12,1974
rou,2.428,1975
rou,2.706,1976
rou,2.423,1977
rou,2.351,1978
rou,2.068,1979
rou,2.103,1980
rou,2.311,1981
rou,1.961,1982
rou,1.818,1983
rou,1.767,1984
rou,1.887,1985
rou,1.886,1986
rou,1.804,1987
rou,1.861,1988
rou,1.821,1989
rou,1.527,1990
rou,-0.6615,1991
