geo,life_expectancy_at_birth_with_projections,time
mng,31.8,1841
mng,31.8,1842
mng,31.8,1843
mng,31.8,1844
mng,31.8,1845
mng,31.8,1846
mng,31.8,1847
mng,31.8,1848
mng,31.8,1849
mng,31.8,1850
mng,31.8,1851
mng,31.8,1852
mng,31.8,1853
mng,31.8,1854
mng,31.8,1855
mng,31.8,1856
mng,31.8,1857
mng,31.8,1858
mng,31.8,1859
mng,31.8,1860
mng,31.8,1861
mng,31.8,1862
mng,31.8,1863
mng,31.8,1864
mng,31.8,1865
mng,31.8,1866
mng,31.8,1867
mng,31.8,1868
mng,31.8,1869
mng,31.8,1870
mng,31.8,1871
mng,31.8,1872
mng,31.8,1873
mng,31.8,1874
mng,31.8,1875
mng,31.8,1876
mng,31.8,1877
mng,31.8,1878
mng,31.8,1879
mng,31.8,1880
mng,31.8,1881
mng,31.8,1882
mng,31.8,1883
mng,31.8,1884
mng,31.8,1885
mng,31.8,1886
mng,31.8,1887
mng,31.8,1888
mng,31.8,1889
mng,31.8,1890
mng,31.8,1891
mng,31.8,1892
mng,31.8,1893
mng,31.8,1894
mng,31.8,1895
mng,31.8,1896
mng,31.8,1897
mng,31.8,1898
mng,31.8,1899
mng,31.8,1900
mng,31.8,1901
mng,31.8,1902
mng,31.8,1903
mng,31.8,1904
mng,31.8,1905
mng,31.8,1906
mng,31.8,1907
mng,31.8,1908
mng,31.8,1909
mng,31.8,1910
mng,31.8,1911
mng,31.8,1912
mng,31.8,1913
mng,31.8,1914
mng,31.8,1915
mng,31.8,1916
mng,31.8,1917
mng,20.38,1918
mng,31.8,1919
mng,31.8,1920
mng,31.8,1921
mng,31.8,1922
mng,31.8,1923
mng,31.8,1924
mng,31.8,1925
mng,31.8,1926
mng,31.8,1927
mng,31.8,1928
mng,31.8,1929
mng,31.8,1930
mng,31.8,1931
mng,31.8,1932
mng,31.8,1933
mng,31.8,1934
mng,31.8,1935
mng,31.8,1936
mng,31.8,1937
mng,31.8,1938
mng,31.8,1939
mng,31.8,1940
mng,31.8,1941
mng,31.8,1942
mng,31.8,1943
mng,31.8,1944
mng,31.8,1945
mng,33.94,1946
mng,36.09,1947
mng,38.23,1948
mng,40.38,1949
mng,42.52,1950
mng,42.64,1951
mng,42.92,1952
mng,43.3,1953
mng,43.77,1954
mng,44.34,1955
mng,45.01,1956
mng,45.77,1957
mng,46.6,1958
mng,47.48,1959
mng,48.39,1960
mng,49.3,1961
mng,50.19,1962
mng,51.01,1963
mng,51.77,1964
mng,52.46,1965
mng,53.1,1966
mng,53.7,1967
mng,54.28,1968
mng,54.84,1969
mng,55.36,1970
mng,55.82,1971
mng,56.19,1972
mng,56.48,1973
mng,56.68,1974
mng,56.8,1975
mng,56.85,1976
mng,56.86,1977
mng,56.86,1978
mng,56.88,1979
mng,56.94,1980
mng,57.07,1981
mng,57.29,1982
mng,57.59,1983
mng,57.97,1984
mng,58.39,1985
mng,58.84,1986
mng,59.27,1987
mng,59.66,1988
mng,59.99,1989
mng,60.27,1990
mng,60.49,1991
mng,60.67,1992
mng,60.84,1993
mng,61.02,1994
mng,61.21,1995
mng,61.45,1996
mng,61.73,1997
mng,62.07,1998
mng,62.45,1999
mng,62.88,2000
mng,63.34,2001
mng,63.82,2002
mng,64.29,2003
mng,64.76,2004
mng,65.19,2005
mng,65.59,2006
mng,65.95,2007
mng,66.27,2008
mng,66.56,2009
mng,66.83,2010
mng,67.06,2011
mng,67.29,2012
mng,67.5,2013
mng,67.72,2014
mng,67.93,2015
mng,69.97,2025
mng,74.31,2050
mng,82.11,2099
mne,35.4,1800
mne,35.4,1801
mne,35.4,1802
mne,35.4,1803
mne,35.4,1804
mne,35.4,1805
mne,35.4,1806
mne,35.4,1807
mne,35.4,1808
mne,35.4,1809
mne,35.4,1810
mne,35.4,1811
mne,35.4,1812
mne,35.4,1813
mne,35.4,1814
mne,35.4,1815
mne,35.4,1816
mne,35.4,1817
mne,35.4,1818
mne,35.4,1819
mne,35.4,1820
mne,35.4,1821
mne,35.4,1822
mne,35.4,1823
mne,35.4,1824
mne,35.4,1825
mne,35.4,1826
mne,35.4,1827
mne,35.4,1828
mne,35.4,1829
mne,35.4,1830
mne,35.4,1831
mne,35.4,1832
mne,35.4,1833
mne,35.4,1834
mne,35.4,1835
mne,35.4,1836
mne,35.4,1837
mne,35.4,1838
mne,35.4,1839
mne,35.4,1840
mne,35.4,1841
mne,35.4,1842
mne,35.4,1843
mne,35.4,1844
mne,35.4,1845
mne,35.4,1846
mne,35.4,1847
mne,35.4,1848
mne,35.4,1849
mne,35.4,1850
mne,35.4,1851
mne,35.4,1852
mne,35.4,1853
mne,35.4,1854
mne,35.4,1855
mne,35.4,1856
mne,35.4,1857
mne,35.4,1858
mne,35.4,1859
mne,35.4,1860
mne,35.4,1861
mne,35.4,1862
mne,35.4,1863
mne,35.4,1864
mne,35.4,1865
mne,35.4,1866
mne,35.4,1867
mne,35.4,1868
mne,35.4,1869
mne,35.4,1870
mne,35.4,1871
mne,35.4,1872
mne,35.4,1873
mne,35.4,1874
mne,35.4,1875
mne,35.4,1876
mne,35.4,1877
mne,35.4,1878
mne,35.4,1879
mne,35.4,1880
mne,35.4,1881
mne,35.4,1882
mne,35.4,1883
mne,35.4,1884
mne,35.4,1885
mne,35.4,1886
mne,35.4,1887
mne,35.4,1888
mne,35.4,1889
mne,35.4,1890
mne,35.4,1891
mne,35.4,1892
mne,35.4,1893
mne,35.4,1894
mne,35.4,1895
mne,35.4,1896
mne,35.4,1897
mne,35.4,1898
mne,35.4,1899
mne,35.4,1900
mne,35.4,1901
mne,35.4,1902
mne,35.4,1903
mne,35.4,1904
mne,35.4,1905
mne,35.4,1906
mne,35.4,1907
mne,35.4,1908
mne,35.4,1909
mne,35.4,1910
mne,35.4,1911
mne,35.4,1912
mne,35.4,1913
mne,35.4,1914
mne,35.4,1915
mne,35.4,1916
mne,35.4,1917
mne,19.43,1918
mne,35.4,1919
mne,35.4,1920
mne,36.19,1921
mne,36.99,1922
mne,37.78,1923
mne,38.57,1924
mne,39.36,1925
mne,40.16,1926
mne,40.95,1927
mne,41.74,1928
mne,42.53,1929
mne,43.33,1930
mne,44.12,1931
mne,44.91,1932
mne,45.7,1933
mne,46.5,1934
mne,47.29,1935
mne,48.08,1936
mne,48.87,1937
mne,49.67,1938
mne,50.46,1939
mne,51.25,1940
mne,40.44,1941
mne,37.45,1942
mne,36.29,1943
mne,34.72,1944
mne,36.5,1945
mne,46.0,1946
mne,56.0,1947
mne,57.1,1948
mne,58.38,1949
mne,59.18,1950
mne,59.29,1951
mne,59.56,1952
mne,59.88,1953
mne,60.28,1954
mne,60.74,1955
mne,61.26,1956
mne,61.83,1957
mne,62.46,1958
mne,63.12,1959
mne,63.8,1960
mne,64.49,1961
mne,65.16,1962
mne,65.8,1963
mne,66.41,1964
mne,66.99,1965
mne,67.56,1966
mne,68.13,1967
mne,68.71,1968
mne,69.29,1969
mne,69.87,1970
mne,70.41,1971
mne,70.91,1972
mne,71.33,1973
mne,71.69,1974
mne,71.99,1975
mne,72.24,1976
mne,72.46,1977
mne,72.66,1978
mne,72.86,1979
mne,73.06,1980
mne,73.25,1981
mne,73.42,1982
mne,73.58,1983
mne,73.72,1984
mne,73.85,1985
mne,73.97,1986
mne,74.1,1987
mne,74.22,1988
mne,74.35,1989
mne,74.48,1990
mne,74.61,1991
mne,74.74,1992
mne,74.85,1993
mne,74.94,1994
mne,74.98,1995
mne,74.95,1996
mne,74.84,1997
mne,74.64,1998
mne,74.4,1999
mne,74.12,2000
mne,73.88,2001
mne,73.69,2002
mne,73.58,2003
mne,73.58,2004
mne,73.67,2005
mne,73.82,2006
mne,74.0,2007
mne,74.18,2008
mne,74.35,2009
mne,74.49,2010
mne,74.61,2011
mne,74.72,2012
mne,74.82,2013
mne,74.93,2014
mne,75.03,2015
mne,76.07,2025
mne,78.58,2050
mne,83.3,2099
mar,33.1,1800
mar,33.1,1801
mar,33.1,1802
mar,33.1,1803
mar,33.1,1804
mar,33.1,1805
mar,33.1,1806
mar,33.1,1807
mar,33.1,1808
mar,33.1,1809
mar,33.1,1810
mar,33.1,1811
mar,33.1,1812
mar,33.1,1813
mar,33.1,1814
mar,33.1,1815
mar,33.1,1816
mar,33.1,1817
mar,33.1,1818
mar,33.1,1819
mar,33.1,1820
mar,33.1,1821
mar,33.1,1822
mar,33.1,1823
mar,33.1,1824
mar,33.1,1825
mar,33.1,1826
mar,33.1,1827
mar,33.1,1828
mar,33.1,1829
mar,33.1,1830
mar,33.1,1831
mar,33.1,1832
mar,33.1,1833
mar,33.1,1834
mar,33.1,1835
mar,33.1,1836
mar,33.1,1837
mar,33.1,1838
mar,33.1,1839
mar,33.1,1840
mar,33.1,1841
mar,33.1,1842
mar,33.1,1843
mar,33.1,1844
mar,33.1,1845
mar,33.1,1846
mar,33.1,1847
mar,33.1,1848
mar,33.1,1849
mar,33.1,1850
mar,33.1,1851
mar,33.1,1852
mar,33.1,1853
mar,33.1,1854
mar,33.1,1855
mar,33.1,1856
mar,33.1,1857
mar,33.1,1858
mar,33.1,1859
mar,33.1,1860
mar,33.1,1861
mar,33.1,1862
mar,33.1,1863
mar,33.1,1864
mar,33.1,1865
mar,33.1,1866
mar,33.1,1867
mar,33.1,1868
mar,33.1,1869
mar,33.1,1870
mar,33.1,1871
mar,33.1,1872
mar,33.1,1873
mar,33.1,1874
mar,33.1,1875
mar,33.1,1876
mar,33.1,1877
mar,33.1,1878
mar,33.1,1879
mar,33.1,1880
mar,33.1,1881
mar,33.1,1882
mar,33.1,1883
mar,33.1,1884
mar,33.1,1885
mar,33.1,1886
mar,33.1,1887
mar,33.1,1888
mar,33.1,1889
mar,33.1,1890
mar,33.1,1891
mar,33.1,1892
mar,33.1,1893
mar,33.1,1894
mar,33.1,1895
mar,33.1,1896
mar,33.1,1897
mar,33.1,1898
mar,33.1,1899
mar,33.1,1900
mar,33.1,1901
mar,33.1,1902
mar,33.1,1903
mar,33.1,1904
mar,33.1,1905
mar,33.1,1906
mar,33.1,1907
mar,33.1,1908
mar,33.1,1909
mar,33.1,1910
mar,33.1,1911
mar,33.1,1912
mar,33.1,1913
mar,33.1,1914
mar,33.1,1915
mar,33.1,1916
mar,33.1,1917
mar,25.33,1918
mar,33.1,1919
mar,33.1,1920
mar,33.1,1921
mar,33.1,1922
mar,33.1,1923
mar,33.1,1924
mar,33.1,1925
mar,33.1,1926
mar,33.1,1927
mar,33.1,1928
mar,33.1,1929
mar,33.1,1930
mar,33.1,1931
mar,33.1,1932
mar,33.1,1933
mar,33.1,1934
mar,33.1,1935
mar,33.1,1936
mar,33.1,1937
mar,33.1,1938
mar,33.1,1939
mar,33.1,1940
mar,34.29,1941
mar,35.49,1942
mar,36.68,1943
mar,37.87,1944
mar,39.07,1945
mar,40.26,1946
mar,41.46,1947
mar,42.65,1948
mar,43.84,1949
mar,45.04,1950
mar,45.19,1951
mar,45.5,1952
mar,45.82,1953
mar,46.16,1954
mar,46.51,1955
mar,46.87,1956
mar,47.25,1957
mar,47.64,1958
mar,48.05,1959
mar,48.46,1960
mar,48.88,1961
mar,49.31,1962
mar,49.74,1963
mar,50.17,1964
mar,50.59,1965
mar,51.01,1966
mar,51.41,1967
mar,51.81,1968
mar,52.2,1969
mar,52.58,1970
mar,52.95,1971
mar,53.31,1972
mar,53.68,1973
mar,54.08,1974
mar,54.5,1975
mar,54.99,1976
mar,55.54,1977
mar,56.16,1978
mar,56.84,1979
mar,57.58,1980
mar,58.36,1981
mar,59.16,1982
mar,59.96,1983
mar,60.74,1984
mar,61.49,1985
mar,62.21,1986
mar,62.9,1987
mar,63.56,1988
mar,64.18,1989
mar,64.76,1990
mar,65.3,1991
mar,65.78,1992
mar,66.22,1993
mar,66.62,1994
mar,66.97,1995
mar,67.28,1996
mar,67.55,1997
mar,67.8,1998
mar,68.02,1999
mar,68.22,2000
mar,68.41,2001
mar,68.6,2002
mar,68.78,2003
mar,68.96,2004
mar,69.15,2005
mar,69.35,2006
mar,69.56,2007
mar,69.78,2008
mar,70.01,2009
mar,70.25,2010
mar,70.48,2011
mar,70.71,2012
mar,70.94,2013
mar,71.16,2014
mar,71.37,2015
mar,73.22,2025
mar,77.08,2050
mar,83.81,2099
moz,30.28,1800
moz,30.28,1801
moz,30.28,1802
moz,30.28,1803
moz,30.28,1804
moz,30.28,1805
moz,30.28,1806
moz,30.28,1807
moz,30.28,1808
moz,30.28,1809
moz,30.28,1810
moz,30.28,1811
moz,30.28,1812
moz,30.28,1813
moz,30.28,1814
moz,30.28,1815
moz,30.28,1816
moz,30.28,1817
moz,30.28,1818
moz,30.28,1819
moz,30.28,1820
moz,30.28,1821
moz,30.28,1822
moz,30.28,1823
moz,30.28,1824
moz,30.28,1825
moz,30.28,1826
moz,30.28,1827
moz,30.28,1828
moz,30.28,1829
moz,30.28,1830
moz,30.28,1831
moz,30.28,1832
moz,30.28,1833
moz,30.28,1834
moz,30.28,1835
moz,30.28,1836
moz,30.28,1837
moz,30.28,1838
moz,30.28,1839
moz,30.28,1840
moz,30.28,1841
moz,30.28,1842
moz,30.28,1843
moz,30.28,1844
moz,30.28,1845
moz,30.28,1846
moz,30.28,1847
moz,30.28,1848
moz,30.28,1849
moz,30.28,1850
moz,30.28,1851
moz,30.28,1852
moz,30.28,1853
moz,30.28,1854
moz,30.28,1855
moz,30.28,1856
moz,30.28,1857
moz,30.28,1858
moz,30.28,1859
moz,30.28,1860
moz,30.28,1861
moz,30.28,1862
moz,30.28,1863
moz,30.28,1864
moz,30.28,1865
moz,30.28,1866
moz,30.28,1867
moz,30.28,1868
moz,30.28,1869
moz,30.28,1870
moz,30.28,1871
moz,30.28,1872
moz,30.28,1873
moz,30.28,1874
moz,30.28,1875
moz,30.28,1876
moz,30.28,1877
moz,30.28,1878
moz,30.28,1879
moz,30.28,1880
moz,30.28,1881
moz,30.28,1882
moz,30.28,1883
moz,30.28,1884
moz,30.28,1885
moz,30.28,1886
moz,30.28,1887
moz,30.28,1888
moz,30.28,1889
moz,30.28,1890
moz,30.28,1891
moz,30.28,1892
moz,30.28,1893
moz,30.28,1894
moz,30.28,1895
moz,30.28,1896
moz,30.28,1897
moz,30.28,1898
moz,30.28,1899
moz,30.28,1900
moz,30.28,1901
moz,30.28,1902
moz,30.28,1903
moz,30.28,1904
moz,30.28,1905
moz,30.28,1906
moz,30.28,1907
moz,30.28,1908
moz,30.28,1909
moz,30.28,1910
moz,30.28,1911
moz,30.28,1912
moz,30.28,1913
moz,30.28,1914
moz,30.28,1915
moz,30.28,1916
moz,30.28,1917
moz,11.71,1918
moz,30.28,1919
moz,30.28,1920
moz,30.28,1921
moz,30.28,1922
moz,30.28,1923
moz,30.28,1924
moz,30.28,1925
moz,30.28,1926
moz,30.28,1927
moz,30.28,1928
moz,30.28,1929
moz,30.28,1930
moz,30.28,1931
moz,30.28,1932
moz,30.28,1933
moz,30.28,1934
moz,30.28,1935
moz,30.28,1936
moz,30.28,1937
moz,30.28,1938
moz,30.28,1939
moz,30.28,1940
moz,30.28,1941
moz,30.28,1942
moz,30.28,1943
moz,30.28,1944
moz,30.28,1945
moz,30.28,1946
moz,30.28,1947
moz,30.28,1948
moz,30.28,1949
moz,30.28,1950
moz,30.53,1951
moz,31.03,1952
moz,31.54,1953
moz,32.05,1954
moz,32.55,1955
moz,33.06,1956
moz,33.56,1957
moz,34.06,1958
moz,34.55,1959
moz,35.03,1960
moz,35.49,1961
moz,35.94,1962
moz,36.36,1963
moz,36.77,1964
moz,37.17,1965
moz,37.57,1966
moz,37.97,1967
moz,38.38,1968
moz,38.81,1969
moz,39.25,1970
moz,39.71,1971
moz,40.18,1972
moz,40.66,1973
moz,41.12,1974
moz,41.56,1975
moz,41.95,1976
moz,42.28,1977
moz,42.55,1978
moz,42.75,1979
moz,42.88,1980
moz,42.95,1981
moz,42.97,1982
moz,42.96,1983
moz,42.95,1984
moz,42.95,1985
moz,42.98,1986
moz,43.06,1987
moz,43.19,1988
moz,43.38,1989
moz,43.64,1990
moz,43.99,1991
moz,44.41,1992
moz,44.88,1993
moz,45.38,1994
moz,45.88,1995
moz,46.35,1996
moz,46.75,1997
moz,47.07,1998
moz,47.31,1999
moz,47.47,2000
moz,47.57,2001
moz,47.63,2002
moz,47.7,2003
moz,47.78,2004
moz,47.89,2005
moz,48.06,2006
moz,48.28,2007
moz,48.55,2008
moz,48.86,2009
moz,49.2,2010
moz,49.56,2011
moz,49.91,2012
moz,50.25,2013
moz,50.58,2014
moz,50.91,2015
moz,56.07,2025
moz,68.28,2050
moz,77.59,2099
mmr,30.8,1800
mmr,30.8,1801
mmr,30.8,1802
mmr,30.8,1803
mmr,30.8,1804
mmr,30.8,1805
mmr,30.8,1806
mmr,30.8,1807
mmr,30.8,1808
mmr,30.8,1809
mmr,30.8,1810
mmr,30.8,1811
mmr,30.8,1812
mmr,30.8,1813
mmr,30.8,1814
mmr,30.8,1815
mmr,30.8,1816
mmr,30.8,1817
mmr,30.8,1818
mmr,30.8,1819
mmr,30.8,1820
mmr,30.8,1821
mmr,30.8,1822
mmr,30.8,1823
mmr,30.8,1824
mmr,30.8,1825
mmr,30.8,1826
mmr,30.8,1827
mmr,30.8,1828
mmr,30.8,1829
mmr,30.8,1830
mmr,30.8,1831
mmr,30.8,1832
mmr,30.8,1833
mmr,30.8,1834
mmr,30.8,1835
mmr,30.8,1836
mmr,30.8,1837
mmr,30.8,1838
mmr,30.8,1839
mmr,30.8,1840
mmr,30.8,1841
mmr,30.8,1842
mmr,30.8,1843
mmr,30.8,1844
mmr,30.8,1845
mmr,30.8,1846
mmr,30.8,1847
mmr,30.8,1848
mmr,30.8,1849
mmr,30.8,1850
mmr,30.8,1851
mmr,30.8,1852
mmr,30.8,1853
mmr,30.8,1854
mmr,30.8,1855
mmr,30.8,1856
mmr,30.8,1857
mmr,30.8,1858
mmr,30.8,1859
mmr,30.8,1860
mmr,30.8,1861
mmr,30.8,1862
mmr,30.8,1863
mmr,30.8,1864
mmr,30.8,1865
mmr,30.8,1866
mmr,30.8,1867
mmr,30.8,1868
mmr,30.8,1869
mmr,30.8,1870
mmr,30.8,1871
mmr,30.8,1872
mmr,30.8,1873
mmr,30.8,1874
mmr,30.8,1875
mmr,30.8,1876
mmr,30.8,1877
mmr,30.8,1878
mmr,30.8,1879
mmr,30.8,1880
mmr,30.8,1881
mmr,30.8,1882
mmr,30.8,1883
mmr,30.8,1884
mmr,30.8,1885
mmr,30.8,1886
mmr,30.8,1887
mmr,30.8,1888
mmr,30.8,1889
mmr,30.8,1890
mmr,30.8,1891
mmr,30.8,1892
mmr,30.8,1893
mmr,30.8,1894
mmr,30.8,1895
mmr,30.8,1896
mmr,30.8,1897
mmr,30.8,1898
mmr,30.8,1899
mmr,30.8,1900
mmr,30.8,1901
mmr,30.8,1902
mmr,30.8,1903
mmr,30.8,1904
mmr,30.8,1905
mmr,30.8,1906
mmr,30.8,1907
mmr,30.8,1908
mmr,30.8,1909
mmr,30.8,1910
mmr,30.8,1911
mmr,30.8,1912
mmr,30.8,1913
mmr,30.8,1914
mmr,30.8,1915
mmr,30.8,1916
mmr,30.8,1917
mmr,18.13,1918
mmr,30.8,1919
mmr,30.8,1920
mmr,30.8,1921
mmr,30.8,1922
mmr,30.8,1923
mmr,30.8,1924
mmr,30.8,1925
mmr,30.8,1926
mmr,30.8,1927
mmr,30.8,1928
mmr,30.8,1929
mmr,30.8,1930
mmr,30.8,1931
mmr,30.8,1932
mmr,30.8,1933
mmr,30.8,1934
mmr,30.8,1935
mmr,30.8,1936
mmr,30.8,1937
mmr,30.8,1938
mmr,30.8,1939
mmr,30.8,1940
mmr,30.8,1941
mmr,28.0,1942
mmr,28.5,1943
mmr,28.1,1944
mmr,28.0,1945
mmr,28.93,1946
mmr,29.87,1947
mmr,30.8,1948
mmr,32.04,1949
mmr,33.28,1950
mmr,34.05,1951
mmr,35.51,1952
mmr,36.83,1953
mmr,38.01,1954
mmr,39.05,1955
mmr,39.96,1956
mmr,40.75,1957
mmr,41.44,1958
mmr,42.08,1959
mmr,42.71,1960
mmr,43.38,1961
mmr,44.13,1962
mmr,44.99,1963
mmr,45.95,1964
mmr,46.97,1965
mmr,47.98,1966
mmr,48.93,1967
mmr,49.75,1968
mmr,50.44,1969
mmr,50.99,1970
mmr,51.43,1971
mmr,51.82,1972
mmr,52.19,1973
mmr,52.56,1974
mmr,52.95,1975
mmr,53.36,1976
mmr,53.77,1977
mmr,54.18,1978
mmr,54.58,1979
mmr,54.98,1980
mmr,55.37,1981
mmr,55.76,1982
mmr,56.14,1983
mmr,56.52,1984
mmr,56.9,1985
mmr,57.28,1986
mmr,57.65,1987
mmr,58.02,1988
mmr,58.38,1989
mmr,58.74,1990
mmr,59.1,1991
mmr,59.45,1992
mmr,59.8,1993
mmr,60.14,1994
mmr,60.47,1995
mmr,60.8,1996
mmr,61.12,1997
mmr,61.45,1998
mmr,61.76,1999
mmr,62.07,2000
mmr,62.38,2001
mmr,62.68,2002
mmr,62.98,2003
mmr,63.26,2004
mmr,63.54,2005
mmr,63.8,2006
mmr,64.04,2007
mmr,64.26,2008
mmr,64.47,2009
mmr,64.66,2010
mmr,64.84,2011
mmr,65.01,2012
mmr,65.18,2013
mmr,65.34,2014
mmr,65.51,2015
mmr,67.07,2025
mmr,70.39,2050
mmr,76.47,2099
nam,32.4,1800
nam,32.4,1801
nam,32.4,1802
nam,32.4,1803
nam,32.4,1804
nam,32.4,1805
nam,32.4,1806
nam,32.4,1807
nam,32.4,1808
nam,32.4,1809
nam,32.4,1810
nam,32.4,1811
nam,32.4,1812
nam,32.4,1813
nam,32.4,1814
nam,32.4,1815
nam,32.4,1816
nam,32.4,1817
nam,32.4,1818
nam,32.4,1819
nam,32.4,1820
nam,32.4,1821
nam,32.4,1822
nam,32.4,1823
nam,32.4,1824
nam,32.4,1825
nam,32.4,1826
nam,32.4,1827
nam,32.4,1828
nam,32.4,1829
nam,32.4,1830
nam,32.4,1831
nam,32.4,1832
nam,32.4,1833
nam,32.4,1834
nam,32.4,1835
nam,32.4,1836
nam,32.4,1837
nam,32.4,1838
nam,32.4,1839
nam,32.4,1840
nam,32.4,1841
nam,32.4,1842
nam,32.4,1843
nam,32.4,1844
nam,32.4,1845
nam,32.4,1846
nam,32.4,1847
nam,32.4,1848
nam,32.4,1849
nam,32.4,1850
nam,32.4,1851
nam,32.4,1852
nam,32.4,1853
nam,32.4,1854
nam,32.4,1855
nam,32.4,1856
nam,32.4,1857
nam,32.4,1858
nam,32.4,1859
nam,32.4,1860
nam,32.4,1861
nam,32.4,1862
nam,32.4,1863
nam,32.4,1864
nam,32.4,1865
nam,32.4,1866
nam,32.4,1867
nam,32.4,1868
nam,32.4,1869
nam,32.4,1870
nam,32.4,1871
nam,32.4,1872
nam,32.4,1873
nam,32.4,1874
nam,32.4,1875
nam,32.4,1876
nam,32.4,1877
nam,32.4,1878
nam,32.4,1879
nam,32.4,1880
nam,32.4,1881
nam,32.4,1882
nam,32.4,1883
nam,32.4,1884
nam,32.4,1885
nam,32.4,1886
nam,32.4,1887
nam,32.4,1888
nam,32.4,1889
nam,32.4,1890
nam,32.4,1891
nam,32.4,1892
nam,32.4,1893
nam,32.4,1894
nam,32.4,1895
nam,32.4,1896
nam,32.4,1897
nam,32.4,1898
nam,32.4,1899
nam,32.4,1900
nam,32.4,1901
nam,32.4,1902
nam,29.0,1903
nam,5.0,1904
nam,10.0,1905
nam,20.0,1906
nam,27.0,1907
nam,32.4,1908
nam,32.4,1909
nam,32.4,1910
nam,32.4,1911
nam,32.4,1912
nam,32.4,1913
nam,32.4,1914
nam,32.4,1915
nam,32.4,1916
nam,32.4,1917
nam,12.53,1918
nam,32.4,1919
nam,32.4,1920
nam,32.4,1921
nam,32.4,1922
nam,32.4,1923
nam,32.4,1924
nam,32.4,1925
nam,32.4,1926
nam,32.4,1927
nam,32.4,1928
nam,32.4,1929
nam,32.4,1930
nam,32.4,1931
nam,32.4,1932
nam,32.4,1933
nam,32.4,1934
nam,32.4,1935
nam,32.4,1936
nam,32.4,1937
nam,32.4,1938
nam,32.4,1939
nam,32.4,1940
nam,33.19,1941
nam,33.97,1942
nam,34.76,1943
nam,35.54,1944
nam,36.33,1945
nam,37.11,1946
nam,37.9,1947
nam,38.68,1948
nam,39.47,1949
nam,40.25,1950
nam,40.63,1951
nam,41.39,1952
nam,42.13,1953
nam,42.85,1954
nam,43.56,1955
nam,44.26,1956
nam,44.95,1957
nam,45.62,1958
nam,46.27,1959
nam,46.91,1960
nam,47.53,1961
nam,48.13,1962
nam,48.72,1963
nam,49.29,1964
nam,49.85,1965
nam,50.4,1966
nam,50.95,1967
nam,51.49,1968
nam,52.03,1969
nam,52.57,1970
nam,53.11,1971
nam,53.65,1972
nam,54.18,1973
nam,54.71,1974
nam,55.23,1975
nam,55.75,1976
nam,56.26,1977
nam,56.77,1978
nam,57.26,1979
nam,57.74,1980
nam,58.21,1981
nam,58.67,1982
nam,59.11,1983
nam,59.52,1984
nam,59.91,1985
nam,60.28,1986
nam,60.62,1987
nam,60.92,1988
nam,61.15,1989
nam,61.3,1990
nam,61.34,1991
nam,61.26,1992
nam,61.05,1993
nam,60.7,1994
nam,60.16,1995
nam,59.4,1996
nam,58.44,1997
nam,57.34,1998
nam,56.2,1999
nam,55.17,2000
nam,54.46,2001
nam,54.16,2002
nam,54.33,2003
nam,54.98,2004
nam,56.04,2005
nam,57.39,2006
nam,58.86,2007
nam,60.27,2008
nam,61.54,2009
nam,62.59,2010
nam,63.4,2011
nam,64.01,2012
nam,64.48,2013
nam,64.82,2014
nam,65.06,2015
nam,66.91,2025
nam,72.42,2050
nam,79.55,2099
npl,32.8,1800
npl,32.8,1801
npl,32.8,1802
npl,32.8,1803
npl,32.8,1804
npl,32.8,1805
npl,32.8,1806
npl,32.8,1807
npl,32.8,1808
npl,32.8,1809
npl,32.8,1810
npl,32.8,1811
npl,32.8,1812
npl,32.8,1813
npl,32.8,1814
npl,32.8,1815
npl,32.8,1816
npl,32.8,1817
npl,32.8,1818
npl,32.8,1819
npl,32.8,1820
npl,32.8,1821
npl,32.8,1822
npl,32.8,1823
npl,32.8,1824
npl,32.8,1825
npl,32.8,1826
npl,32.8,1827
npl,32.8,1828
npl,32.8,1829
npl,32.8,1830
npl,32.8,1831
npl,32.8,1832
npl,32.8,1833
npl,32.8,1834
npl,32.8,1835
npl,32.8,1836
npl,32.8,1837
npl,32.8,1838
npl,32.8,1839
npl,32.8,1840
npl,32.8,1841
npl,32.8,1842
npl,32.8,1843
npl,32.8,1844
npl,32.8,1845
npl,32.8,1846
npl,32.8,1847
npl,32.8,1848
npl,32.8,1849
npl,32.8,1850
npl,32.8,1851
npl,32.8,1852
npl,32.8,1853
npl,32.8,1854
npl,32.8,1855
npl,32.8,1856
npl,32.8,1857
npl,32.8,1858
npl,32.8,1859
npl,32.8,1860
npl,32.8,1861
npl,32.8,1862
npl,32.8,1863
npl,32.8,1864
npl,32.8,1865
npl,32.8,1866
npl,32.8,1867
npl,32.8,1868
npl,32.8,1869
npl,32.8,1870
npl,32.8,1871
npl,32.8,1872
npl,32.8,1873
npl,32.8,1874
npl,32.8,1875
npl,32.8,1876
npl,32.8,1877
npl,32.8,1878
npl,32.8,1879
npl,32.8,1880
npl,32.8,1881
npl,32.8,1882
npl,32.8,1883
npl,32.8,1884
npl,32.8,1885
npl,32.8,1886
npl,32.8,1887
npl,32.8,1888
npl,32.8,1889
npl,32.8,1890
npl,32.8,1891
npl,32.8,1892
npl,32.8,1893
npl,32.8,1894
npl,32.8,1895
npl,32.8,1896
npl,32.8,1897
npl,32.8,1898
npl,32.8,1899
npl,32.8,1900
npl,32.8,1901
