geo,time,gdppercapita_growth_over_next_10_years
afg,1800,0.0
afg,1801,0.0
afg,1802,0.0
afg,1803,0.0
afg,1804,0.0
afg,1805,0.0
afg,1806,0.0
afg,1807,0.0
afg,1808,0.0
afg,1809,0.0
afg,1810,0.0
afg,1811,0.03246
afg,1812,0.06493
afg,1813,0.09741
afg,1814,0.1299
afg,1815,0.1624
afg,1816,0.1949
afg,1817,0.2274
afg,1818,0.26
afg,1819,0.2925
afg,1820,0.3251
afg,1821,0.3251
afg,1822,0.3251
afg,1823,0.3251
afg,1824,0.3251
afg,1825,0.3251
afg,1826,0.3251
afg,1827,0.3251
afg,1828,0.3251
afg,1829,0.3251
afg,1830,0.3251
afg,1831,0.3251
afg,1832,0.3251
afg,1833,0.3251
afg,1834,0.3251
afg,1835,0.3251
afg,1836,0.3251
afg,1837,0.3251
afg,1838,0.3251
afg,1839,0.3251
afg,1840,0.3251
afg,1841,0.3251
afg,1842,0.3251
afg,1843,0.3251
afg,1844,0.3251
afg,1845,0.3251
afg,1846,0.3251
afg,1847,0.3251
afg,1848,0.3251
afg,1849,0.3251
afg,1850,0.3251
afg,1851,0.3251
afg,1852,0.3251
afg,1853,0.3251
afg,1854,0.3251
afg,1855,0.3251
afg,1856,0.3251
afg,1857,0.3251
afg,1858,0.3251
afg,1859,0.3251
afg,1860,0.3251
afg,1861,0.3251
afg,1862,0.3251
afg,1863,0.3251
afg,1864,0.3251
afg,1865,0.3251
afg,1866,0.3251
afg,1867,0.3251
afg,1868,0.3251
afg,1869,0.3251
afg,1870,0.3251
afg,1871,0.3251
afg,1872,0.3251
afg,1873,0.3251
afg,1874,0.3251
afg,1875,0.3251
afg,1876,0.3251
afg,1877,0.3251
afg,1878,0.3251
afg,1879,0.3251
afg,1880,0.3251
afg,1881,0.3251
afg,1882,0.3251
afg,1883,0.3251
afg,1884,0.3251
afg,1885,0.3251
afg,1886,0.3251
afg,1887,0.3251
afg,1888,0.3251
afg,1889,0.3251
afg,1890,0.3251
afg,1891,0.3251
afg,1892,0.3251
afg,1893,0.3251
afg,1894,0.3251
afg,1895,0.3251
afg,1896,0.3251
afg,1897,0.3251
afg,1898,0.3251
afg,1899,0.3251
afg,1900,0.3251
afg,1901,0.3251
afg,1902,0.3251
afg,1903,0.3251
afg,1904,0.3389
afg,1905,0.3526
afg,1906,0.3664
afg,1907,0.3802
afg,1908,0.3939
afg,1909,0.4077
afg,1910,0.4215
afg,1911,0.4353
afg,1912,0.449
afg,1913,0.4628
afg,1914,0.4628
afg,1915,0.4628
afg,1916,0.4628
afg,1917,0.4628
afg,1918,0.4628
afg,1919,0.4628
afg,1920,0.4628
afg,1921,0.4628
afg,1922,0.4628
afg,1923,0.4628
afg,1924,0.4628
afg,1925,0.4628
afg,1926,0.4628
afg,1927,0.4628
afg,1928,0.4628
afg,1929,0.4628
afg,1930,0.4628
afg,1931,0.4628
afg,1932,0.4628
afg,1933,0.4628
afg,1934,0.4628
afg,1935,0.4628
afg,1936,0.4628
afg,1937,0.4628
afg,1938,0.4628
afg,1939,0.4628
afg,1940,0.4628
afg,1941,0.5408
afg,1942,0.6596
afg,1943,1.036
afg,1944,1.021
afg,1945,0.9871
afg,1946,1.193
afg,1947,0.9486
afg,1948,1.252
afg,1949,1.282
afg,1950,1.379
afg,1951,1.123
afg,1952,0.907
afg,1953,0.4413
afg,1954,0.3728
afg,1955,0.3474
afg,1956,-0.04133
afg,1957,0.1854
afg,1958,-0.05498
afg,1959,-0.2195
afg,1960,-0.4127
afg,1961,-1.022
afg,1962,-1.412
afg,1963,-0.5547
afg,1964,-0.2472
afg,1965,0.01445
afg,1966,0.3841
afg,1967,-0.6157
afg,1968,-0.2149
afg,1969,-0.3461
afg,1970,-0.2781
afg,1971,1.488
afg,1972,2.828
afg,1973,2.346
afg,1974,1.88
afg,1975,1.287
afg,1976,1.756
afg,1977,0.8128
afg,1978,-0.7126
afg,1979,-0.7363
afg,1980,-1.321
afg,1981,-2.372
afg,1982,-4.013
afg,1983,-5.776
afg,1984,-6.638
afg,1985,-4.581
afg,1986,-4.99
afg,1987,-2.896
afg,1988,-1.63
afg,1989,-1.126
afg,1990,-0.662
afg,1991,-1.688
afg,1992,1.132
afg,1993,3.458
afg,1994,4.864
afg,1995,3.801
afg,1996,3.692
afg,1997,4.468
afg,1998,4.19
afg,1999,5.58
afg,2000,6.227
afg,2001,7.803
alb,1800,0.1039
alb,1801,0.1039
alb,1802,0.1039
alb,1803,0.1039
alb,1804,0.1039
alb,1805,0.1039
alb,1806,0.1039
alb,1807,0.1039
alb,1808,0.1039
alb,1809,0.1039
alb,1810,0.1039
alb,1811,0.1147
alb,1812,0.1256
alb,1813,0.1365
alb,1814,0.1474
alb,1815,0.1583
alb,1816,0.1692
alb,1817,0.1801
alb,1818,0.191
alb,1819,0.2019
alb,1820,0.2128
alb,1821,0.2128
alb,1822,0.2128
alb,1823,0.2128
alb,1824,0.2128
alb,1825,0.2128
alb,1826,0.2128
alb,1827,0.2128
alb,1828,0.2128
alb,1829,0.2128
alb,1830,0.2128
alb,1831,0.2128
alb,1832,0.2128
alb,1833,0.2128
alb,1834,0.2128
alb,1835,0.2128
alb,1836,0.2128
alb,1837,0.2128
alb,1838,0.2128
alb,1839,0.2128
alb,1840,0.2128
alb,1841,0.2128
alb,1842,0.2128
alb,1843,0.2128
alb,1844,0.2128
alb,1845,0.2128
alb,1846,0.2128
alb,1847,0.2128
alb,1848,0.2128
alb,1849,0.2128
alb,1850,0.2128
alb,1851,0.2128
alb,1852,0.2128
alb,1853,0.2128
alb,1854,0.2128
alb,1855,0.2128
alb,1856,0.2128
alb,1857,0.2128
alb,1858,0.2128
alb,1859,0.2128
alb,1860,0.2128
alb,1861,0.3383
alb,1862,0.4639
alb,1863,0.5896
alb,1864,0.7155
alb,1865,0.8416
alb,1866,0.9678
alb,1867,1.094
alb,1868,1.221
alb,1869,1.347
alb,1870,1.474
alb,1871,1.474
alb,1872,1.474
alb,1873,1.474
alb,1874,1.474
alb,1875,1.474
alb,1876,1.474
alb,1877,1.474
alb,1878,1.474
alb,1879,1.474
alb,1880,1.474
alb,1881,1.464
alb,1882,1.454
alb,1883,1.443
alb,1884,1.433
alb,1885,1.423
alb,1886,1.412
alb,1887,1.402
alb,1888,1.392
alb,1889,1.381
alb,1890,1.371
alb,1891,1.365
alb,1892,1.359
alb,1893,1.353
alb,1894,1.347
alb,1895,1.341
alb,1896,1.335
alb,1897,1.329
alb,1898,1.323
alb,1899,1.317
alb,1900,1.311
alb,1901,1.308
alb,1902,1.305
alb,1903,1.302
alb,1904,1.255
alb,1905,1.207
alb,1906,1.16
alb,1907,1.112
alb,1908,1.065
alb,1909,1.017
alb,1910,0.9698
alb,1911,0.9254
alb,1912,0.881
alb,1913,0.8367
alb,1914,0.8367
alb,1915,0.8367
alb,1916,0.8367
alb,1917,0.8367
alb,1918,0.8367
alb,1919,0.8367
alb,1920,0.7901
alb,1921,0.7435
alb,1922,0.697
alb,1923,0.6504
alb,1924,0.6039
alb,1925,0.5574
alb,1926,0.5109
alb,1927,0.4644
alb,1928,0.418
alb,1929,0.3716
alb,1930,0.3716
alb,1931,0.3716
alb,1932,0.3716
alb,1933,0.3716
alb,1934,0.3716
alb,1935,0.3716
alb,1936,0.3716
alb,1937,0.3716
alb,1938,0.3716
alb,1939,0.3716
alb,1940,0.3716
alb,1941,0.7592
alb,1942,0.738
alb,1943,1.101
alb,1944,1.356
alb,1945,1.852
alb,1946,1.916
alb,1947,2.513
alb,1948,2.927
alb,1949,3.305
alb,1950,3.778
alb,1951,3.426
alb,1952,3.747
alb,1953,3.684
alb,1954,3.733
alb,1955,3.56
alb,1956,3.838
alb,1957,3.577
alb,1958,3.488
alb,1959,3.416
alb,1960,3.28
alb,1961,3.6
alb,1962,3.66
alb,1963,3.817
alb,1964,3.506
alb,1965,3.172
alb,1966,2.834
alb,1967,2.499
alb,1968,2.183
alb,1969,1.892
alb,1970,1.595
alb,1971,1.252
alb,1972,0.9191
alb,1973,0.4883
alb,1974,0.5079
alb,1975,0.5254
alb,1976,0.5489
alb,1977,0.5681
alb,1978,0.5854
alb,1979,0.6121
alb,1980,0.6308
alb,1981,-2.803
alb,1982,-3.673
alb,1983,-2.916
alb,1984,-2.272
alb,1985,-1.16
alb,1986,-0.3999
alb,1987,-1.566
alb,1988,-0.483
alb,1989,0.3564
alb,1990,0.9285
alb,1991,5.117
alb,1992,6.308
alb,1993,5.978
alb,1994,5.771
alb,1995,5.034
alb,1996,4.703
alb,1997,6.436
alb,1998,5.91
alb,1999,5.247
alb,2000,4.865
alb,2001,4.444
dza,1800,-0.002465
dza,1801,-0.002465
dza,1802,-0.002465
dza,1803,-0.002465
dza,1804,-0.002465
dza,1805,-0.002465
dza,1806,-0.002465
dza,1807,-0.002465
dza,1808,-0.002465
dza,1809,-0.002465
dza,1810,-0.002465
dza,1811,0.09942
dza,1812,0.2014
dza,1813,0.3035
dza,1814,0.4057
dza,1815,0.508
dza,1816,0.6104
dza,1817,0.7129
dza,1818,0.8155
dza,1819,0.9182
dza,1820,1.021
dza,1821,1.021
dza,1822,1.021
dza,1823,1.021
dza,1824,1.021
dza,1825,1.021
dza,1826,1.021
dza,1827,1.021
dza,1828,1.021
dza,1829,1.021
dza,1830,1.021
dza,1831,1.021
dza,1832,1.021
dza,1833,1.021
dza,1834,1.021
dza,1835,1.021
dza,1836,1.021
dza,1837,1.021
dza,1838,1.021
dza,1839,1.021
dza,1840,1.021
dza,1841,1.021
dza,1842,1.021
dza,1843,1.021
dza,1844,1.021
dza,1845,1.021
dza,1846,1.021
dza,1847,1.021
dza,1848,1.021
dza,1849,1.021
dza,1850,1.021
dza,1851,1.021
dza,1852,1.021
dza,1853,1.021
dza,1854,1.021
dza,1855,1.021
dza,1856,1.021
dza,1857,1.021
dza,1858,1.021
dza,1859,1.021
dza,1860,1.021
dza,1861,1.033
dza,1862,1.044
dza,1863,1.056
dza,1864,1.068
dza,1865,1.08
dza,1866,1.091
dza,1867,1.103
dza,1868,1.115
dza,1869,1.127
dza,1870,1.138
dza,1871,1.138
dza,1872,1.138
dza,1873,1.138
dza,1874,1.138
dza,1875,1.138
dza,1876,1.138
dza,1877,1.138
dza,1878,1.138
dza,1879,1.138
dza,1880,1.138
dza,1881,1.138
dza,1882,1.138
dza,1883,1.138
dza,1884,1.138
dza,1885,1.138
dza,1886,1.138
dza,1887,1.138
dza,1888,1.138
dza,1889,1.138
dza,1890,1.138
dza,1891,1.138
dza,1892,1.138
dza,1893,1.138
dza,1894,1.138
dza,1895,1.138
dza,1896,1.138
dza,1897,1.138
dza,1898,1.138
dza,1899,1.138
dza,1900,1.138
dza,1901,1.138
dza,1902,1.138
dza,1903,1.138
dza,1904,1.068
dza,1905,0.9968
dza,1906,0.9261
dza,1907,0.8554
dza,1908,0.7848
dza,1909,0.7142
dza,1910,0.6437
dza,1911,0.5732
dza,1912,0.5028
dza,1913,0.4324
dza,1914,0.4324
dza,1915,0.4324
dza,1916,0.4324
dza,1917,0.4324
dza,1918,0.4324
dza,1919,0.4324
dza,1920,0.4324
dza,1921,0.4324
dza,1922,0.4324
dza,1923,0.4324
dza,1924,0.4324
dza,1925,0.4324
dza,1926,0.4324
dza,1927,0.4324
dza,1928,0.4324
dza,1929,0.4324
dza,1930,0.4324
dza,1931,0.4324
dza,1932,0.4324
dza,1933,0.4324
dza,1934,0.4324
dza,1935,0.4324
dza,1936,0.4324
dza,1937,0.4324
dza,1938,0.4324
dza,1939,0.4324
dza,1940,0.4324
dza,1941,0.2574
dza,1942,0.4273
dza,1943,0.3319
dza,1944,0.7778
dza,1945,0.7919
dza,1946,1.476
dza,1947,2.313
dza,1948,2.422
dza,1949,3.907
dza,1950,4.345
dza,1951,2.939
dza,1952,0.4081
dza,1953,2.591
dza,1954,2.311
dza,1955,2.608
dza,1956,1.056
dza,1957,0.7475
dza,1958,1.411
dza,1959,0.548
dza,1960,0.746
dza,1961,1.061
dza,1962,5.07
dza,1963,2.917
dza,1964,3.002
dza,1965,3.038
dza,1966,4.22
dza,1967,4.223
dza,1968,4.321
dza,1969,4.249
dza,1970,3.432
dza,1971,4.586
dza,1972,3.225
dza,1973,3.389
dza,1974,3.314
dza,1975,3.126
dza,1976,2.384
dza,1977,1.469
dza,1978,0.07941
dza,1979,-0.4019
dza,1980,-0.6718
dza,1981,-0.9591
dza,1982,-1.334
dza,1983,-1.964
dza,1984,-2.489
dza,1985,-2.518
dza,1986,-1.953
dza,1987,-1.677
dza,1988,-0.8652
dza,1989,-0.7762
dza,1990,-0.2813
dza,1991,0.1864
dza,1992,0.5151
dza,1993,1.511
dza,1994,2.212
dza,1995,2.42
dza,1996,2.243
dza,1997,2.488
dza,1998,2.184
dza,1999,2.032
dza,2000,2.139
dza,2001,2.111
asm,1800,0.0
asm,1801,0.0
asm,1802,0.0
asm,1803,0.0
asm,1804,0.0
asm,1805,0.0
asm,1806,0.0
asm,1807,0.0
asm,1808,0.0
asm,1809,0.0
asm,1810,0.0
asm,1811,0.03243
asm,1812,0.06486
asm,1813,0.09731
asm,1814,0.1298
asm,1815,0.1622
asm,1816,0.1947
asm,1817,0.2272
asm,1818,0.2597
asm,1819,0.2922
asm,1820,0.3247
asm,1821,0.3247
asm,1822,0.3247
asm,1823,0.3247
asm,1824,0.3247
asm,1825,0.3247
asm,1826,0.3247
asm,1827,0.3247
asm,1828,0.3247
asm,1829,0.3247
asm,1830,0.3247
asm,1831,0.3247
asm,1832,0.3247
asm,1833,0.3247
asm,1834,0.3247
asm,1835,0.3247
asm,1836,0.3247
asm,1837,0.3247
asm,1838,0.3247
asm,1839,0.3247
asm,1840,0.3247
asm,1841,0.3247
asm,1842,0.3247
asm,1843,0.3247
asm,1844,0.3247
asm,1845,0.3247
asm,1846,0.3247
asm,1847,0.3247
asm,1848,0.3247
asm,1849,0.3247
asm,1850,0.3247
asm,1851,0.3247
asm,1852,0.3247
asm,1853,0.3247
asm,1854,0.3247
asm,1855,0.3247
asm,1856,0.3247
asm,1857,0.3247
asm,1858,0.3247
asm,1859,0.3247
asm,1860,0.3247
asm,1861,0.3247
asm,1862,0.3247
asm,1863,0.3247
asm,1864,0.3247
asm,1865,0.3247
asm,1866,0.3247
asm,1867,0.3247
asm,1868,0.3247
asm,1869,0.3247
asm,1870,0.3247
asm,1871,0.3247
asm,1872,0.3247
asm,1873,0.3247
asm,1874,0.3247
asm,1875,0.3247
asm,1876,0.3247
asm,1877,0.3247
asm,1878,0.3247
asm,1879,0.3247
asm,1880,0.3247
asm,1881,0.3247
asm,1882,0.3247
asm,1883,0.3247
asm,1884,0.3247
asm,1885,0.3247
asm,1886,0.3247
asm,1887,0.3247
asm,1888,0.3247
asm,1889,0.3247
asm,1890,0.3247
asm,1891,0.3247
asm,1892,0.3247
asm,1893,0.3247
asm,1894,0.3247
asm,1895,0.3247
asm,1896,0.3247
asm,1897,0.3247
asm,1898,0.3247
asm,1899,0.3247
asm,1900,0.3247
asm,1901,0.3247
asm,1902,0.3247
asm,1903,0.3247
asm,1904,0.7238
asm,1905,1.124
asm,1906,1.527
asm,1907,1.93
asm,1908,2.336
asm,1909,2.743
asm,1910,3.151
asm,1911,3.562
asm,1912,3.974
asm,1913,4.387
asm,1914,4.387
asm,1915,4.387
asm,1916,4.387
asm,1917,4.387
asm,1918,4.387
asm,1919,4.387
asm,1920,4.387
asm,1921,4.387
asm,1922,4.387
asm,1923,4.387
asm,1924,4.387
asm,1925,4.387
asm,1926,4.387
asm,1927,4.387
asm,1928,4.387
asm,1929,4.387
asm,1930,4.387
asm,1931,4.387
asm,1932,4.387
asm,1933,4.387
asm,1934,4.387
asm,1935,4.387
asm,1936,4.387
asm,1937,4.387
asm,1938,4.387
asm,1939,4.387
asm,1940,4.387
asm,1941,4.094
asm,1942,3.803
asm,1943,3.512
asm,1944,3.221
asm,1945,2.932
asm,1946,2.643
asm,1947,2.356
asm,1948,2.069
asm,1949,1.782
asm,1950,1.497
asm,1951,1.497
asm,1952,1.497
asm,1953,1.497
asm,1954,1.497
asm,1955,1.497
asm,1956,1.497
asm,1957,1.497
asm,1958,1.497
asm,1959,1.497
asm,1960,1.497
asm,1961,1.497
asm,1962,1.497
asm,1963,1.497
asm,1964,1.366
asm,1965,1.236
asm,1966,1.105
asm,1967,0.9747
asm,1968,0.8445
asm,1969,0.7146
asm,1970,0.5847
asm,1971,0.4551
asm,1972,0.3256
asm,1973,0.1963
asm,1974,0.1963
asm,1975,0.1963
asm,1976,0.1963
asm,1977,0.1963
asm,1978,0.1963
asm,1979,0.1963
asm,1980,0.1963
asm,1981,0.3404
asm,1982,0.4848
asm,1983,0.6293
asm,1984,0.7741
asm,1985,0.9191
asm,1986,1.064
asm,1987,1.21
asm,1988,1.355
asm,1989,1.501
asm,1990,1.647
asm,1991,1.647
asm,1992,2.022
asm,1993,2.398
asm,1994,2.775
asm,1995,3.154
asm,1996,4.655
asm,1997,6.178
and,1800,0.1659
and,1801,0.1659
and,1802,0.1659
and,1803,0.1659
and,1804,0.1659
and,1805,0.1659
and,1806,0.1659
and,1807,0.1659
and,1808,0.1659
and,1809,0.1659
and,1810,0.1659
and,1811,0.2663
and,1812,0.3667
and,1813,0.4673
and,1814,0.5679
and,1815,0.6687
and,1816,0.7695
and,1817,0.8705
and,1818,0.9715
and,1819,1.073
and,1820,1.174
and,1821,1.174
and,1822,1.174
and,1823,1.174
and,1824,1.174
and,1825,1.174
and,1826,1.174
and,1827,1.174
and,1828,1.174
and,1829,1.174
and,1830,1.174
and,1831,1.174
and,1832,1.174
and,1833,1.174
and,1834,1.174
and,1835,1.174
and,1836,1.174
and,1837,1.174
and,1838,1.174
and,1839,1.174
and,1840,1.174
and,1841,1.174
and,1842,1.174
and,1843,1.174
and,1844,1.174
and,1845,1.174
and,1846,1.174
and,1847,1.174
and,1848,1.174
and,1849,1.174
and,1850,1.174
and,1851,1.174
and,1852,1.174
and,1853,1.174
and,1854,1.174
and,1855,1.174
and,1856,1.174
and,1857,1.174
and,1858,1.174
and,1859,1.174
and,1860,1.174
and,1861,1.174
and,1862,1.174
and,1863,1.174
and,1864,1.174
and,1865,1.174
and,1866,1.174
and,1867,1.174
and,1868,1.174
and,1869,1.174
and,1870,1.174
and,1871,1.174
and,1872,1.174
and,1873,1.174
and,1874,1.174
and,1875,1.174
and,1876,1.174
and,1877,1.174
and,1878,1.174
and,1879,1.174
and,1880,1.174
and,1881,1.174
and,1882,1.174
and,1883,1.174
and,1884,1.174
and,1885,1.174
and,1886,1.174
and,1887,1.174
and,1888,1.174
and,1889,1.174
and,1890,1.174
and,1891,1.174
and,1892,1.174
and,1893,1.174
and,1894,1.174
and,1895,1.174
and,1896,1.174
and,1897,1.174
and,1898,1.174
and,1899,1.174
and,1900,1.174
and,1901,1.174
and,1902,1.174
and,1903,1.174
and,1904,1.434
and,1905,1.695
and,1906,1.956
and,1907,2.218
and,1908,2.48
and,1909,2.744
and,1910,3.008
and,1911,3.272
and,1912,3.538
and,1913,3.804
and,1914,3.804
and,1915,3.804
and,1916,3.804
and,1917,3.804
and,1918,3.804
and,1919,3.804
and,1920,3.804
and,1921,3.804
and,1922,3.804
and,1923,3.804
and,1924,3.804
and,1925,3.804
and,1926,3.804
and,1927,3.804
and,1928,3.804
and,1929,3.804
and,1930,3.804
and,1931,3.804
and,1932,3.804
and,1933,3.804
and,1934,3.804
and,1935,3.804
and,1936,3.804
and,1937,3.804
and,1938,3.804
and,1939,3.804
and,1940,3.804
and,1941,3.804
and,1942,3.804
and,1943,3.804
and,1944,3.804
and,1945,3.804
and,1946,3.804
and,1947,3.804
and,1948,3.804
and,1949,3.804
and,1950,3.804
and,1951,3.804
and,1952,3.804
and,1953,3.804
and,1954,3.804
and,1955,3.804
and,1956,3.804
and,1957,3.804
and,1958,3.804
and,1959,3.804
and,1960,3.804
and,1961,3.355
and,1962,3.25
and,1963,3.133
and,1964,2.838
and,1965,2.08
and,1966,1.646
and,1967,1.203
and,1968,0.6304
and,1969,-0.1183
and,1970,-0.702
and,1971,-1.147
and,1972,-1.822
and,1973,-2.422
and,1974,-2.785
and,1975,-2.563
and,1976,-2.452
and,1977,-2.032
and,1978,-1.5
and,1979,-0.8599
and,1980,-0.5685
and,1981,-0.2088
and,1982,-0.1766
and,1983,-0.404
and,1984,-0.2855
and,1985,-0.159
and,1986,0.08458
and,1987,0.5439
and,1988,0.5198
and,1989,0.64
and,1990,0.5991
and,1991,1.713
and,1992,2.462
and,1993,3.481
and,1994,4.079
and,1995,4.521
and,1996,4.447
and,1997,3.412
and,1998,2.485
and,1999,1.42
and,2000,0.8846
and,2001,-0.5109
ago,1800,0.4253
ago,1801,0.4253
ago,1802,0.4253
ago,1803,0.4253
ago,1804,0.4253
ago,1805,0.4253
ago,1806,0.4253
ago,1807,0.4253
ago,1808,0.4253
ago,1809,0.4253
ago,1810,0.4253
ago,1811,0.4253
ago,1812,0.4253
ago,1813,0.4253
ago,1814,0.4253
ago,1815,0.4253
ago,1816,0.4253
ago,1817,0.4253
ago,1818,0.4253
ago,1819,0.4253
ago,1820,0.4253
ago,1821,0.4253
ago,1822,0.4253
ago,1823,0.4253
ago,1824,0.4253
ago,1825,0.4253
ago,1826,0.4253
ago,1827,0.4253
ago,1828,0.4253
ago,1829,0.4253
ago,1830,0.4253
ago,1831,0.4253
ago,1832,0.4253
ago,1833,0.4253
ago,1834,0.4253
ago,1835,0.4253
ago,1836,0.4253
ago,1837,0.4253
ago,1838,0.4253
ago,1839,0.4253
ago,1840,0.4253
ago,1841,0.4253
ago,1842,0.4253
ago,1843,0.4253
ago,1844,0.4253
ago,1845,0.4253
ago,1846,0.4253
ago,1847,0.4253
ago,1848,0.4253
ago,1849,0.4253
ago,1850,0.4253
ago,1851,0.4253
ago,1852,0.4253
ago,1853,0.4253
ago,1854,0.4253
ago,1855,0.4253
ago,1856,0.4253
ago,1857,0.4253
ago,1858,0.4253
ago,1859,0.4253
ago,1860,0.4253
ago,1861,0.4253
ago,1862,0.4253
ago,1863,0.4253
ago,1864,0.4253
ago,1865,0.4253
ago,1866,0.4253
ago,1867,0.4253
ago,1868,0.4253
ago,1869,0.4253
ago,1870,0.4253
ago,1871,0.4253
ago,1872,0.4253
ago,1873,0.4253
ago,1874,0.4253
ago,1875,0.4253
ago,1876,0.4253
ago,1877,0.4253
ago,1878,0.4253
ago,1879,0.4253
ago,1880,0.4253
ago,1881,0.4253
ago,1882,0.4253
ago,1883,0.4253
ago,1884,0.4253
ago,1885,0.4253
ago,1886,0.4253
ago,1887,0.4253
ago,1888,0.4253
ago,1889,0.4253
ago,1890,0.4253
ago,1891,0.4253
ago,1892,0.4253
ago,1893,0.4253
ago,1894,0.4253
ago,1895,0.4253
ago,1896,0.4253
ago,1897,0.4253
ago,1898,0.4253
ago,1899,0.4253
ago,1900,0.4253
ago,1901,0.4253
ago,1902,0.4253
ago,1903,0.4253
ago,1904,0.6758
ago,1905,0.9269
ago,1906,1.179
ago,1907,1.431
ago,1908,1.684
ago,1909,1.938
ago,1910,2.192
ago,1911,2.447
ago,1912,2.702
ago,1913,2.959
ago,1914,2.959
ago,1915,2.959
ago,1916,2.959
ago,1917,2.959
ago,1918,2.959
ago,1919,2.959
ago,1920,2.959
ago,1921,2.959
ago,1922,2.959
ago,1923,2.959
ago,1924,2.959
ago,1925,2.959
ago,1926,2.959
ago,1927,2.959
ago,1928,2.959
ago,1929,2.959
ago,1930,2.959
ago,1931,2.959
ago,1932,2.959
ago,1933,2.959
ago,1934,2.959
ago,1935,2.959
ago,1936,2.959
ago,1937,2.959
ago,1938,2.959
ago,1939,2.959
ago,1940,2.959
ago,1941,2.894
ago,1942,2.83
ago,1943,2.756
ago,1944,2.027
ago,1945,2.365
ago,1946,1.719
ago,1947,2.193
ago,1948,2.258
ago,1949,1.835
ago,1950,1.765
ago,1951,2.637
ago,1952,1.947
ago,1953,2.062
ago,1954,3.412
ago,1955,3.344
ago,1956,4.108
ago,1957,3.734
ago,1958,3.031
ago,1959,3.276
ago,1960,3.501
ago,1961,2.778
ago,1962,3.032
ago,1963,3.259
ago,1964,2.412
ago,1965,1.068
ago,1966,-0.1269
ago,1967,-0.7098
ago,1968,-1.201
ago,1969,-1.573
ago,1970,-2.052
ago,1971,-3.193
ago,1972,-3.347
ago,1973,-3.83
ago,1974,-3.666
ago,1975,-2.895
ago,1976,-2.089
ago,1977,-1.488
ago,1978,-0.3816
ago,1979,-0.3346
ago,1980,-0.6078
ago,1981,-0.02351
ago,1982,-0.5876
ago,1983,-3.645
ago,1984,-4.058
ago,1985,-3.033
ago,1986,-1.561
ago,1987,-1.714
ago,1988,-2.267
ago,1989,-2.018
ago,1990,-1.708
ago,1991,-1.523
ago,1992,0.4037
ago,1993,3.51
ago,1994,4.454
ago,1995,4.918
ago,1996,4.765
ago,1997,6.37
ago,1998,7.733
ago,1999,7.641
ago,2000,7.711
ago,2001,7.84
aia,1800,0.0
aia,1801,0.0
aia,1802,0.0
aia,1803,0.0
aia,1804,0.0
aia,1805,0.0
aia,1806,0.0
aia,1807,0.0
aia,1808,0.0
aia,1809,0.0
aia,1810,0.0
aia,1811,0.06588
aia,1812,0.1318
aia,1813,0.1978
aia,1814,0.2638
aia,1815,0.3298
aia,1816,0.3959
aia,1817,0.4621
aia,1818,0.5283
aia,1819,0.5945
aia,1820,0.6608
aia,1821,0.6608
aia,1822,0.6608
aia,1823,0.6608
aia,1824,0.6608
aia,1825,0.6608
aia,1826,0.6608
aia,1827,0.6608
aia,1828,0.6608
aia,1829,0.6608
aia,1830,0.6608
aia,1831,0.6608
aia,1832,0.6608
aia,1833,0.6608
aia,1834,0.6608
aia,1835,0.6608
aia,1836,0.6608
aia,1837,0.6608
aia,1838,0.6608
aia,1839,0.6608
aia,1840,0.6608
aia,1841,0.6608
aia,1842,0.6608
aia,1843,0.6608
aia,1844,0.6608
aia,1845,0.6608
aia,1846,0.6608
aia,1847,0.6608
aia,1848,0.6608
aia,1849,0.6608
aia,1850,0.6608
aia,1851,0.6608
aia,1852,0.6608
aia,1853,0.6608
aia,1854,0.6608
aia,1855,0.6608
aia,1856,0.6608
aia,1857,0.6608
aia,1858,0.6608
aia,1859,0.6608
aia,1860,0.6608
aia,1861,0.6608
aia,1862,0.6608
aia,1863,0.6608
aia,1864,0.6608
aia,1865,0.6608
aia,1866,0.6608
aia,1867,0.6608
aia,1868,0.6608
aia,1869,0.6608
aia,1870,0.6608
aia,1871,0.6608
aia,1872,0.6608
aia,1873,0.6608
aia,1874,0.6608
aia,1875,0.6608
aia,1876,0.6608
aia,1877,0.6608
aia,1878,0.6608
aia,1879,0.6608
aia,1880,0.6608
aia,1881,0.6608
aia,1882,0.6608
aia,1883,0.6608
aia,1884,0.6608
aia,1885,0.6608
aia,1886,0.6608
aia,1887,0.6608
aia,1888,0.6608
aia,1889,0.6608
aia,1890,0.6608
aia,1891,0.6608
aia,1892,0.6608
aia,1893,0.6608
aia,1894,0.6608
aia,1895,0.6608
aia,1896,0.6608
aia,1897,0.6608
aia,1898,0.6608
aia,1899,0.6608
aia,1900,0.6608
aia,1901,0.6608
aia,1902,0.6608
aia,1903,0.6608
aia,1904,0.8384
aia,1905,1.016
aia,1906,1.194
aia,1907,1.373
aia,1908,1.552
aia,1909,1.731
aia,1910,1.911
aia,1911,2.09
aia,1912,2.27
aia,1913,2.451
aia,1914,2.451
aia,1915,2.451
aia,1916,2.451
aia,1917,2.451
aia,1918,2.451
aia,1919,2.451
aia,1920,2.451
aia,1921,2.451
aia,1922,2.451
aia,1923,2.451
aia,1924,2.451
aia,1925,2.451
aia,1926,2.451
aia,1927,2.451
aia,1928,2.451
aia,1929,2.451
aia,1930,2.451
