geo,population_aged_5_9_years_total_number,time
khm,1700000,2005
khm,1542000,2010
khm,1644000,2015
khm,1787000,2020
khm,1869000,2025
khm,1825000,2030
khm,1729000,2035
khm,1677000,2040
khm,1682000,2045
khm,1691000,2050
cmr,567000,1950
cmr,623000,1955
cmr,711000,1960
cmr,797000,1965
cmr,935000,1970
cmr,1099000,1975
cmr,1313000,1980
cmr,1549000,1985
cmr,1842000,1990
cmr,2072000,1995
cmr,2271000,2000
cmr,2380000,2005
cmr,2686000,2010
cmr,2983000,2015
cmr,3113000,2020
cmr,3141000,2025
cmr,3162000,2030
cmr,3218000,2035
cmr,3288000,2040
cmr,3323000,2045
cmr,3306000,2050
can,1316000,1950
can,1735000,1955
can,2027000,1960
can,2260000,1965
can,2349000,1970
can,1935000,1975
can,1813000,1980
can,1816000,1985
can,1924000,1990
can,1992000,1995
can,2045000,2000
can,1850000,2005
can,1796000,2010
can,1859000,2015
can,1962000,2020
can,2089000,2025
can,2170000,2030
can,2190000,2035
can,2196000,2040
can,2240000,2045
can,2305000,2050
cpv,15000,1950
cpv,22000,1955
cpv,31000,1960
cpv,37000,1965
cpv,45000,1970
cpv,43000,1975
cpv,41000,1980
cpv,48000,1985
cpv,57000,1990
cpv,63000,1995
cpv,64000,2000
cpv,63000,2005
cpv,61000,2010
cpv,58000,2015
cpv,59000,2020
cpv,59000,2025
cpv,58000,2030
cpv,55000,2035
cpv,52000,2040
cpv,49000,2045
cpv,46000,2050
caf,153000,1950
caf,161000,1955
caf,183000,1960
caf,210000,1965
caf,239000,1970
caf,272000,1975
caf,311000,1980
caf,357000,1985
caf,414000,1990
caf,467000,1995
caf,507000,2000
caf,565000,2005
caf,604000,2010
caf,625000,2015
caf,650000,2020
caf,667000,2025
caf,677000,2030
caf,687000,2035
caf,686000,2040
caf,683000,2045
caf,678000,2050
tcd,294000,1950
tcd,321000,1955
tcd,393000,1960
tcd,443000,1965
tcd,496000,1970
tcd,567000,1975
tcd,651000,1980
tcd,768000,1985
tcd,911000,1990
tcd,1065000,1995
tcd,1250000,2000
tcd,1492000,2005
tcd,1722000,2010
tcd,1921000,2015
tcd,2130000,2020
tcd,2348000,2025
tcd,2539000,2030
tcd,2685000,2035
tcd,2783000,2040
tcd,2856000,2045
tcd,2920000,2050
chanisl,6000,1950
chanisl,7000,1955
chanisl,7000,1960
chanisl,8000,1965
chanisl,9000,1970
chanisl,9000,1975
chanisl,8000,1980
chanisl,7000,1985
chanisl,7000,1990
chanisl,8000,1995
chanisl,8000,2000
chanisl,8000,2005
chanisl,8000,2010
chanisl,7000,2015
chanisl,7000,2020
chanisl,7000,2025
chanisl,7000,2030
chanisl,7000,2035
chanisl,7000,2040
chanisl,7000,2045
chanisl,6000,2050
chl,748000,1950
chl,839000,1955
chl,973000,1960
chl,1186000,1965
chl,1329000,1970
chl,1271000,1975
chl,1250000,1980
chl,1171000,1985
chl,1317000,1990
chl,1461000,1995
chl,1488000,2000
chl,1328000,2005
chl,1237000,2010
chl,1249000,2015
chl,1261000,2020
chl,1249000,2025
chl,1236000,2030
chl,1203000,2035
chl,1169000,2040
chl,1147000,2045
chl,1136000,2050
chn,55750000,1950
chn,68800000,1955
chn,92060000,1960
chn,87060000,1965
chn,107800000,1970
chn,128600000,1975
chn,122300000,1980
chn,96510000,1985
chn,102900000,1990
chn,124100000,1995
chn,106800000,2000
chn,94800000,2005
chn,86990000,2010
chn,87420000,2015
chn,91320000,2020
chn,89380000,2025
chn,81620000,2030
chn,75470000,2035
chn,73270000,2040
chn,73530000,2045
chn,72850000,2050
col,1610000,1950
col,2031000,1955
col,2481000,1960
col,2849000,1965
col,3292000,1970
col,3592000,1975
col,3521000,1980
col,3854000,1985
col,4054000,1990
col,4227000,1995
col,4410000,2000
col,4414000,2005
col,4419000,2010
col,4479000,2015
col,4426000,2020
col,4378000,2025
col,4298000,2030
col,4191000,2035
col,4069000,2040
col,3928000,2045
col,3827000,2050
com,19000,1950
com,21000,1955
com,27000,1960
com,32000,1965
com,36000,1970
com,40000,1975
com,49000,1980
com,59000,1985
com,72000,1990
com,70000,1995
com,72000,2000
com,77000,2005
com,87000,2010
com,98000,2015
com,100000,2020
com,97000,2025
com,96000,2030
com,98000,2035
com,102000,2040
com,103000,2045
com,100000,2050
cod,1708000,1950
cod,1916000,1955
cod,2148000,1960
cod,2466000,1965
cod,2891000,1970
cod,3379000,1975
cod,3966000,1980
cod,4642000,1985
cod,5616000,1990
cod,6975000,1995
cod,7963000,2000
cod,9140000,2005
cod,10430000,2010
cod,11300000,2015
cod,12390000,2020
cod,13340000,2025
cod,13940000,2030
cod,14210000,2035
cod,14310000,2040
cod,14340000,2045
cod,14250000,2050
cog,104000,1950
cog,116000,1955
cog,135000,1960
cog,158000,1965
cog,189000,1970
cog,226000,1975
cog,268000,1980
cog,316000,1985
cog,357000,1990
cog,394000,1995
cog,430000,2000
cog,454000,2005
cog,506000,2010
cog,539000,2015
cog,558000,2020
cog,577000,2025
cog,582000,2030
cog,584000,2035
cog,585000,2040
cog,585000,2045
cog,581000,2050
cri,117000,1950
cri,149000,1955
cri,201000,1960
cri,243000,1965
cri,288000,1970
cri,283000,1975
cri,276000,1980
cri,321000,1985
cri,370000,1990
cri,418000,1995
cri,419000,2000
cri,407000,2005
cri,396000,2010
cri,373000,2015
cri,391000,2020
cri,383000,2025
cri,380000,2030
cri,372000,2035
cri,366000,2040
cri,362000,2045
cri,359000,2050
civ,346000,1950
civ,379000,1955
civ,459000,1960
civ,579000,1965
civ,737000,1970
civ,950000,1975
civ,1236000,1980
civ,1590000,1985
civ,1873000,1990
civ,2109000,1995
civ,2364000,2000
civ,2606000,2005
civ,2915000,2010
civ,3142000,2015
civ,3345000,2020
civ,3476000,2025
civ,3575000,2030
civ,3662000,2035
civ,3730000,2040
civ,3767000,2045
civ,3768000,2050
hrv,298000,1950
hrv,380000,1955
hrv,378000,1960
hrv,343000,1965
hrv,315000,1970
hrv,295000,1975
hrv,304000,1980
hrv,317000,1985
hrv,319000,1990
hrv,287000,1995
hrv,255000,2000
hrv,241000,2005
hrv,208000,2010
hrv,211000,2015
hrv,213000,2020
hrv,208000,2025
hrv,199000,2030
hrv,190000,2035
hrv,183000,2040
hrv,183000,2045
hrv,185000,2050
cub,716000,1950
cub,752000,1955
cub,870000,1960
cub,865000,1965
cub,1206000,1970
cub,1205000,1975
cub,1121000,1980
cub,748000,1985
cub,767000,1990
cub,882000,1995
cub,717000,2000
cub,717000,2005
cub,651000,2010
cub,573000,2015
cub,551000,2020
cub,532000,2025
cub,503000,2030
cub,468000,2035
cub,433000,2040
cub,406000,2045
cub,382000,2050
cyp,53000,1950
cyp,65000,1955
cyp,68000,1960
cyp,66000,1965
cyp,65000,1970
cyp,51000,1975
cyp,44000,1980
cyp,51000,1985
cyp,60000,1990
cyp,61000,1995
cyp,62000,2000
cyp,54000,2005
cyp,49000,2010
cyp,51000,2015
cyp,55000,2020
cyp,58000,2025
cyp,60000,2030
cyp,59000,2035
cyp,58000,2040
cyp,59000,2045
cyp,62000,2050
cze,722000,1950
cze,880000,1955
cze,844000,1960
cze,718000,1965
cze,687000,1970
cze,688000,1975
cze,846000,1980
cze,873000,1985
cze,691000,1990
cze,647000,1995
cze,592000,2000
cze,443000,2005
cze,471000,2010
cze,550000,2015
cze,567000,2020
cze,539000,2025
cze,503000,2030
cze,473000,2035
cze,476000,2040
cze,507000,2045
cze,538000,2050
dnk,393000,1950
dnk,419000,1955
dnk,371000,1960
dnk,368000,1965
dnk,392000,1970
dnk,389000,1975
dnk,364000,1980
dnk,314000,1985
dnk,267000,1990
dnk,297000,1995
dnk,346000,2000
dnk,342000,2005
dnk,328000,2010
dnk,319000,2015
dnk,301000,2020
dnk,301000,2025
dnk,313000,2030
dnk,320000,2035
dnk,315000,2040
dnk,305000,2045
dnk,296000,2050
dji,9000,1950
dji,11000,1955
dji,12000,1960
dji,17000,1965
dji,24000,1970
dji,34000,1975
dji,50000,1980
dji,58000,1985
dji,80000,1990
dji,90000,1995
dji,102000,2000
dji,101000,2005
dji,104000,2010
dji,106000,2015
dji,108000,2020
dji,113000,2025
dji,116000,2030
dji,116000,2035
dji,115000,2040
dji,114000,2045
dji,114000,2050
dom,366000,1950
dom,422000,1955
dom,522000,1960
dom,640000,1965
dom,741000,1970
dom,808000,1975
dom,847000,1980
dom,884000,1985
dom,953000,1990
dom,1006000,1995
dom,1049000,2000
dom,1039000,2005
dom,1068000,2010
dom,1080000,2015
dom,1064000,2020
dom,1039000,2025
dom,1012000,2030
dom,983000,2035
dom,952000,2040
dom,916000,2045
dom,877000,2050
ecu,430000,1950
ecu,501000,1955
ecu,650000,1960
ecu,748000,1965
ecu,870000,1970
ecu,1003000,1975
ecu,1129000,1980
ecu,1257000,1985
ecu,1347000,1990
ecu,1389000,1995
ecu,1403000,2000
ecu,1444000,2005
ecu,1413000,2010
ecu,1363000,2015
ecu,1334000,2020
ecu,1319000,2025
ecu,1288000,2030
ecu,1246000,2035
ecu,1196000,2040
ecu,1147000,2045
ecu,1098000,2050
egy,2456000,1950
egy,3452000,1955
egy,3939000,1960
egy,4577000,1965
egy,5032000,1970
egy,5523000,1975
egy,6009000,1980
egy,7072000,1985
egy,8096000,1990
egy,9201000,1995
egy,8180000,2000
egy,8489000,2005
egy,9027000,2010
egy,9610000,2015
egy,9864000,2020
egy,9643000,2025
egy,9358000,2030
egy,9266000,2035
egy,9288000,2040
egy,9214000,2045
egy,8932000,2050
slv,305000,1950
slv,330000,1955
slv,409000,1960
slv,489000,1965
slv,576000,1970
slv,639000,1975
slv,703000,1980
slv,743000,1985
slv,727000,1990
slv,741000,1995
slv,764000,2000
slv,746000,2005
slv,615000,2010
slv,591000,2015
slv,602000,2020
slv,608000,2025
slv,608000,2030
slv,571000,2035
slv,539000,2040
slv,515000,2045
slv,499000,2050
gnq,25000,1950
gnq,26000,1955
gnq,31000,1960
gnq,33000,1965
gnq,36000,1970
gnq,37000,1975
gnq,32000,1980
gnq,30000,1985
gnq,46000,1990
gnq,68000,1995
gnq,78000,2000
gnq,84000,2005
gnq,91000,2010
gnq,103000,2015
gnq,116000,2020
gnq,126000,2025
gnq,131000,2030
gnq,134000,2035
gnq,137000,2040
gnq,141000,2045
gnq,144000,2050
eri,165000,1950
eri,185000,1955
eri,199000,1960
eri,238000,1965
eri,278000,1970
eri,317000,1975
eri,392000,1980
eri,474000,1985
eri,459000,1990
eri,502000,1995
eri,540000,2000
eri,596000,2005
eri,725000,2010
eri,841000,2015
eri,883000,2020
eri,879000,2025
eri,866000,2030
eri,879000,2035
eri,917000,2040
eri,954000,2045
eri,963000,2050
est,87000,1950
est,94000,1955
est,95000,1960
est,99000,1965
est,103000,1970
est,99000,1975
est,110000,1980
est,112000,1985
est,116000,1990
est,112000,1995
est,77000,2000
est,62000,2005
est,65000,2010
est,78000,2015
est,84000,2020
est,82000,2025
est,74000,2030
est,65000,2035
est,62000,2040
est,66000,2045
est,70000,2050
eth,2577000,1950
eth,2894000,1955
eth,3111000,1960
eth,3507000,1965
eth,4119000,1970
eth,4749000,1975
eth,5092000,1980
eth,5836000,1985
eth,6955000,1990
eth,8499000,1995
eth,10030000,2000
eth,11090000,2005
eth,12000000,2010
eth,13300000,2015
eth,14270000,2020
eth,14990000,2025
eth,15420000,2030
eth,15590000,2035
eth,15580000,2040
eth,15520000,2045
eth,15310000,2050
fji,44000,1950
fji,52000,1955
fji,63000,1960
fji,75000,1965
fji,78000,1970
fji,75000,1975
fji,82000,1980
fji,94000,1985
fji,92000,1990
fji,88000,1995
fji,92000,2000
fji,93000,2005
fji,88000,2010
fji,83000,2015
fji,79000,2020
fji,76000,2025
fji,74000,2030
fji,71000,2035
fji,68000,2040
fji,63000,2045
fji,58000,2050
fin,375000,1950
fin,494000,1955
fin,442000,1960
fin,406000,1965
fin,383000,1970
fin,350000,1975
fin,300000,1980
fin,324000,1985
fin,327000,1990
fin,315000,1995
fin,328000,2000
fin,297000,2005
fin,289000,2010
fin,298000,2015
fin,305000,2020
fin,306000,2025
fin,302000,2030
fin,294000,2035
fin,286000,2040
fin,285000,2045
fin,287000,2050
fra,2715000,1950
fra,3979000,1955
fra,3957000,1960
fra,4100000,1965
fra,4283000,1970
fra,4171000,1975
fra,4160000,1980
fra,3689000,1985
fra,3861000,1990
fra,3802000,1995
fra,3625000,2000
fra,3704000,2005
fra,3942000,2010
fra,3933000,2015
fra,3761000,2020
fra,3694000,2025
fra,3643000,2030
fra,3644000,2035
fra,3704000,2040
fra,3734000,2045
fra,3692000,2050
guf,2000,1950
guf,3000,1955
guf,4000,1960
guf,5000,1965
guf,6000,1970
guf,7000,1975
guf,8000,1980
guf,10000,1985
guf,14000,1990
guf,15000,1995
guf,21000,2000
guf,24000,2005
guf,27000,2010
guf,27000,2015
guf,28000,2020
guf,30000,2025
guf,32000,2030
guf,33000,2035
guf,33000,2040
guf,33000,2045
guf,33000,2050
pyf,9000,1950
pyf,11000,1955
pyf,12000,1960
pyf,14000,1965
pyf,17000,1970
pyf,19000,1975
pyf,20000,1980
pyf,21000,1985
pyf,23000,1990
pyf,28000,1995
pyf,22000,2000
pyf,24000,2005
pyf,23000,2010
pyf,24000,2015
pyf,24000,2020
pyf,24000,2025
pyf,23000,2030
pyf,22000,2035
pyf,21000,2040
pyf,21000,2045
pyf,21000,2050
gab,43000,1950
gab,43000,1955
gab,49000,1960
gab,51000,1965
gab,56000,1970
gab,66000,1975
gab,83000,1980
gab,103000,1985
gab,127000,1990
gab,150000,1995
gab,175000,2000
gab,175000,2005
gab,176000,2010
gab,182000,2015
gab,189000,2020
gab,194000,2025
gab,196000,2030
gab,194000,2035
gab,192000,2040
gab,191000,2045
gab,189000,2050
gmb,33000,1950
gmb,37000,1955
gmb,35000,1960
gmb,43000,1965
gmb,54000,1970
gmb,68000,1975
gmb,84000,1980
gmb,104000,1985
gmb,125000,1990
gmb,151000,1995
gmb,185000,2000
gmb,218000,2005
gmb,245000,2010
gmb,268000,2015
gmb,288000,2020
gmb,305000,2025
gmb,320000,2030
gmb,331000,2035
gmb,340000,2040
gmb,345000,2045
gmb,348000,2050
geo,266000,1950
geo,296000,1955
geo,402000,1960
geo,490000,1965
geo,517000,1970
geo,442000,1975
geo,434000,1980
geo,434000,1985
geo,454000,1990
geo,430000,1995
geo,357000,2000
geo,240000,2005
geo,223000,2010
geo,241000,2015
geo,234000,2020
geo,220000,2025
geo,198000,2030
geo,182000,2035
geo,176000,2040
geo,176000,2045
geo,170000,2050
deu,5131000,1950
deu,4475000,1955
deu,5255000,1960
deu,5680000,1965
deu,6458000,1970
deu,6039000,1975
deu,4364000,1980
deu,3953000,1985
deu,4271000,1990
deu,4654000,1995
deu,4177000,2000
deu,3947000,2005
deu,3651000,2010
deu,3369000,2015
deu,3269000,2020
deu,3302000,2025
deu,3261000,2030
deu,3155000,2035
deu,3039000,2040
deu,2958000,2045
deu,2939000,2050
gha,718000,1950
gha,859000,1955
gha,934000,1960
gha,1122000,1965
gha,1292000,1970
gha,1508000,1975
gha,1660000,1980
gha,1929000,1985
gha,2178000,1990
gha,2451000,1995
gha,2682000,2000
gha,2863000,2005
gha,3052000,2010
gha,3293000,2015
gha,3510000,2020
gha,3637000,2025
gha,3736000,2030
gha,3800000,2035
gha,3888000,2040
gha,3983000,2045
gha,4052000,2050
grc,647000,1950
grc,732000,1955
grc,722000,1960
grc,740000,1965
grc,700000,1970
grc,759000,1975
grc,703000,1980
grc,711000,1985
grc,657000,1990
grc,570000,1995
grc,543000,2000
grc,525000,2005
grc,522000,2010
grc,545000,2015
grc,521000,2020
grc,496000,2025
grc,476000,2030
grc,472000,2035
grc,480000,2040
grc,493000,2045
grc,500000,2050
grd,12000,1950
grd,13000,1955
grd,14000,1960
grd,17000,1965
grd,17000,1970
grd,12000,1975
grd,12000,1980
grd,12000,1985
grd,13000,1990
grd,14000,1995
grd,12000,2000
grd,10000,2005
grd,9000,2010
grd,10000,2015
grd,10000,2020
grd,9000,2025
grd,8000,2030
grd,7000,2035
grd,6000,2040
grd,6000,2045
grd,6000,2050
glp,25000,1950
glp,34000,1955
glp,39000,1960
glp,44000,1965
glp,46000,1970
glp,47000,1975
glp,37000,1980
glp,36000,1985
glp,34000,1990
glp,35000,1995
glp,36000,2000
glp,34000,2005
glp,36000,2010
glp,34000,2015
glp,32000,2020
glp,31000,2025
glp,30000,2030
glp,28000,2035
glp,28000,2040
glp,27000,2045
glp,26000,2050
gum,4000,1950
gum,7000,1955
gum,9000,1960
gum,10000,1965
gum,12000,1970
gum,12000,1975
gum,13000,1980
gum,13000,1985
gum,13000,1990
gum,15000,1995
gum,16000,2000
gum,17000,2005
gum,17000,2010
gum,16000,2015
