geo,government_health_spending_per_person_us,time
jpn,2255.0,2007
jpn,2628.0,2008
jpn,3090.0,2009
jpn,3355.0,2010
jor,78.96,1995
jor,78.96,1996
jor,85.05,1997
jor,89.58,1998
jor,85.61,1999
jor,81.25,2000
jor,87.49,2001
jor,92.9,2002
jor,91.83,2003
jor,107.1,2004
jor,108.4,2005
jor,119.6,2006
jor,150.8,2007
jor,203.9,2008
jor,262.4,2009
jor,241.8,2010
kaz,30.86,1995
kaz,36.94,1996
kaz,42.98,1997
kaz,44.85,1998
kaz,25.68,1999
kaz,25.92,2000
kaz,29.23,2001
kaz,31.96,2002
kaz,41.52,2003
kaz,65.78,2004
kaz,94.94,2005
kaz,122.0,2006
kaz,120.9,2007
kaz,192.9,2008
kaz,193.0,2009
kaz,233.5,2010
ken,6.519,1995
ken,7.106,1996
ken,7.248,1997
ken,9.468,1998
ken,7.079,1999
ken,8.808,2000
ken,8.369,2001
ken,7.759,2002
ken,8.505,2003
ken,8.326,2004
ken,9.685,2005
ken,11.48,2006
ken,13.61,2007
ken,13.1,2008
ken,15.4,2009
ken,16.32,2010
kir,66.89,1995
kir,76.1,1996
kir,77.93,1997
kir,55.06,1998
kir,72.23,1999
kir,60.93,2000
kir,62.65,2001
kir,71.01,2002
kir,96.13,2003
kir,111.9,2004
kir,109.1,2005
kir,104.7,2006
kir,147.6,2007
kir,144.3,2008
kir,134.4,2009
kir,131.4,2010
kor,170.0,1995
kor,205.9,1996
kor,201.6,1997
kor,153.4,1998
kor,212.0,1999
kor,295.9,2001
kor,319.3,2002
kor,365.4,2003
kor,415.0,2004
kor,526.1,2005
kor,659.2,2006
kor,761.7,2007
kor,692.3,2008
kor,689.0,2009
kor,848.4,2010
kwt,515.0,1995
kwt,533.3,1996
kwt,534.2,1997
kwt,515.2,1998
kwt,472.9,1999
kwt,370.4,2000
kwt,509.6,2001
kwt,524.1,2002
kwt,583.4,2003
kwt,596.0,2004
kwt,677.5,2005
kwt,789.2,2006
kwt,786.8,2007
kwt,873.8,2008
kwt,1349.0,2009
kwt,983.1,2010
kgz,12.86,1995
kgz,12.3,1996
kgz,10.7,1997
kgz,12.0,1998
kgz,7.405,1999
kgz,5.726,2000
kgz,6.028,2001
kgz,6.898,2002
kgz,7.891,2003
kgz,10.03,2004
kgz,11.62,2005
kgz,16.53,2006
kgz,23.91,2007
kgz,27.26,2008
kgz,30.25,2009
kgz,30.05,2010
lao,9.107,1995
lao,10.2,1996
lao,12.73,1997
lao,6.957,1998
lao,3.211,1999
lao,3.796,2000
lao,3.612,2001
lao,3.464,2002
lao,4.586,2003
lao,3.362,2004
lao,2.584,2005
lao,3.108,2006
lao,3.307,2007
lao,9.555,2008
lao,11.06,2009
lao,15.37,2010
lva,76.38,1995
lva,81.25,1996
lva,89.27,1997
lva,104.1,1998
lva,114.5,1999
lva,106.9,2000
lva,110.2,2001
lva,129.4,2002
lva,155.9,2003
lva,218.9,2004
lva,251.9,2005
lva,378.5,2006
lva,535.5,2007
lva,608.6,2008
lva,466.3,2009
lva,438.7,2010
lbn,102.2,1995
lbn,122.8,1996
lbn,151.7,1997
lbn,149.2,1998
lbn,142.5,1999
lbn,148.4,2000
lbn,161.6,2001
lbn,185.9,2002
lbn,170.3,2003
lbn,194.6,2004
lbn,198.2,2005
lbn,190.0,2006
lbn,212.3,2007
lbn,241.0,2008
lbn,258.6,2009
lbn,255.0,2010
lso,17.05,1995
lso,16.86,1996
lso,14.37,1997
lso,14.11,1998
lso,13.42,1999
lso,13.64,2000
lso,15.53,2001
lso,12.52,2002
lso,19.27,2003
lso,23.75,2004
lso,21.92,2005
lso,28.6,2006
lso,42.46,2007
lso,46.45,2008
lso,55.74,2009
lso,83.0,2010
lbr,2.03,1998
lbr,2.486,1999
lbr,2.634,2000
lbr,2.859,2001
lbr,1.918,2002
lbr,1.565,2003
lbr,1.955,2004
lbr,2.667,2005
lbr,3.371,2006
lbr,5.883,2007
lbr,9.067,2008
lbr,9.664,2009
lbr,9.487,2010
lby,92.8,1995
lby,91.53,1996
lby,90.32,1997
lby,111.3,1998
lby,108.1,1999
lby,123.8,2000
lby,143.3,2001
lby,117.9,2002
lby,121.3,2003
lby,128.5,2004
lby,137.8,2005
lby,147.4,2006
lby,224.3,2007
lby,329.6,2008
lby,282.5,2009
lby,332.7,2010
ltu,73.92,1995
ltu,91.97,1996
ltu,117.9,1997
ltu,146.4,1998
ltu,144.6,1999
ltu,147.9,2000
ltu,159.6,2001
ltu,196.7,2002
ltu,266.8,2003
ltu,252.7,2004
ltu,302.2,2005
ltu,383.7,2006
ltu,529.0,2007
ltu,676.5,2008
ltu,613.5,2009
ltu,574.2,2010
lux,2603.0,1995
lux,2608.0,1996
lux,2285.0,1997
lux,2387.0,1998
lux,2575.0,1999
lux,2955.0,2000
lux,2854.0,2001
lux,3577.0,2002
lux,4168.0,2003
lux,5180.0,2004
lux,5465.0,2005
lux,5944.0,2006
lux,6414.0,2007
lux,6770.0,2008
lux,6942.0,2009
lux,6906.0,2010
mkd,117.5,1995
mkd,118.6,1996
mkd,107.1,1997
mkd,119.8,1998
mkd,98.09,1999
mkd,90.12,2000
mkd,85.24,2001
mkd,102.9,2002
mkd,127.9,2003
mkd,141.1,2004
mkd,146.9,2005
mkd,164.0,2006
mkd,176.2,2007
mkd,222.7,2008
mkd,207.1,2009
mkd,202.0,2010
mdg,3.611,1995
mdg,5.502,1996
mdg,5.248,1997
mdg,4.981,1998
mdg,4.884,1999
mdg,6.233,2000
mdg,7.583,2001
mdg,6.954,2002
mdg,7.345,2003
mdg,5.992,2004
mdg,6.918,2005
mdg,7.925,2006
mdg,10.6,2007
mdg,14.87,2008
mdg,11.46,2009
mdg,9.585,2010
mwi,2.637,1995
mwi,2.862,1996
mwi,4.131,1997
mwi,3.103,1998
mwi,3.699,1999
mwi,4.314,2000
mwi,3.298,2001
mwi,6.56,2002
mwi,9.141,2003
mwi,12.03,2004
mwi,13.03,2005
mwi,14.63,2006
mwi,12.7,2007
mwi,13.26,2008
mwi,16.52,2009
mwi,15.42,2010
mys,74.7,1995
mys,84.19,1996
mys,72.94,1997
mys,56.8,1998
mys,62.92,1999
mys,73.45,2000
mys,84.3,2001
mys,89.33,2002
mys,114.1,2003
mys,108.4,2004
mys,97.94,2005
mys,128.7,2006
mys,143.3,2007
mys,169.1,2008
mys,176.3,2009
mys,204.2,2010
mdv,58.76,1995
mdv,63.9,1996
mdv,69.54,1997
mdv,72.13,1998
mdv,81.93,1999
mdv,94.84,2000
mdv,88.51,2001
mdv,87.74,2002
mdv,109.6,2003
mdv,132.9,2004
mdv,173.9,2005
mdv,206.7,2006
mdv,221.9,2007
mdv,315.7,2008
mdv,215.6,2009
mdv,231.4,2010
mli,7.532,1995
mli,8.543,1996
mli,6.585,1997
mli,5.852,1998
mli,4.874,1999
mli,4.866,2000
mli,7.447,2001
mli,6.746,2002
mli,9.402,2003
mli,12.06,2004
mli,11.65,2005
mli,12.78,2006
mli,14.22,2007
mli,15.63,2008
mli,15.63,2009
mli,14.75,2010
mlt,399.2,1995
mlt,437.0,1996
mlt,441.9,1997
mlt,466.2,1998
mlt,458.8,1999
mlt,465.8,2000
mlt,468.1,2001
mlt,583.8,2002
mlt,751.9,2003
mlt,854.7,2004
mlt,956.9,2005
mlt,1002.0,2006
mlt,1057.0,2007
mlt,1036.0,2008
mlt,1081.0,2009
mlt,1111.0,2010
mhl,309.5,1995
mhl,353.0,1996
mhl,352.0,1997
mhl,328.4,1998
mhl,319.9,1999
mhl,409.6,2000
mhl,354.5,2001
mhl,356.2,2002
mhl,320.4,2003
mhl,350.8,2004
mhl,349.6,2005
mhl,383.8,2006
mhl,409.0,2007
mhl,390.8,2008
mhl,453.7,2009
mhl,433.1,2010
mrt,17.37,1995
mrt,11.38,1996
mrt,11.71,1997
mrt,14.2,1998
mrt,18.7,1999
mrt,16.13,2000
mrt,11.72,2001
mrt,16.23,2002
mrt,15.16,2003
mrt,18.63,2004
mrt,18.62,2005
mrt,19.1,2006
mrt,22.4,2007
mrt,24.38,2008
mrt,20.02,2009
mrt,22.67,2010
mus,70.33,1995
mus,73.22,1996
mus,68.86,1997
mus,69.45,1998
mus,68.21,1999
mus,75.46,2000
mus,75.25,2001
mus,85.14,2002
mus,99.52,2003
mus,120.4,2004
mus,110.7,2005
mus,110.2,2006
mus,114.4,2007
mus,133.9,2008
mus,141.9,2009
mus,187.2,2010
mex,74.2,1995
mex,75.78,1996
mex,99.89,1997
mex,108.4,1998
mex,132.3,1999
mex,152.7,2000
mex,167.1,2001
mex,173.5,2002
mex,175.3,2003
mex,198.7,2004
mex,215.2,2005
mex,232.6,2006
mex,256.1,2007
mex,280.8,2008
mex,253.2,2009
fsm,180.0,1995
fsm,165.1,1996
fsm,139.5,1997
fsm,132.1,1998
fsm,145.6,1999
fsm,160.0,2000
fsm,179.1,2001
fsm,165.9,2002
fsm,204.2,2003
fsm,217.2,2004
fsm,258.4,2005
fsm,254.3,2006
fsm,258.9,2007
fsm,276.6,2008
fsm,304.7,2009
fsm,333.8,2010
mda,19.32,1995
mda,26.38,1996
mda,27.45,1997
mda,17.4,1998
mda,8.16,1999
mda,11.43,2000
mda,13.08,2001
mda,18.54,2002
mda,21.75,2003
mda,30.15,2004
mda,34.71,2005
mda,44.85,2006
mda,60.53,2007
mda,91.41,2008
mda,92.43,2009
mda,87.2,2010
mco,2576.0,1995
mco,2479.0,1996
mco,2349.0,1997
mco,2328.0,1998
mco,2456.0,1999
mco,2121.0,2000
mco,2170.0,2001
mco,2400.0,2002
mco,3444.0,2003
mco,4048.0,2004
mco,4228.0,2005
mco,4351.0,2006
mco,4913.0,2007
mco,5870.0,2008
mco,5857.0,2009
mco,5570.0,2010
mng,15.43,1995
mng,17.56,1996
mng,15.42,1997
mng,15.09,1998
mng,14.74,1999
mng,17.72,2000
mng,19.92,2001
mng,21.49,2002
mng,21.78,2003
mng,26.03,2004
mng,26.29,2005
mng,33.84,2006
mng,48.55,2007
mng,68.07,2008
mng,52.95,2009
mng,66.17,2010
mne,98.52,1995
mne,72.11,1996
mne,72.03,1997
mne,73.69,1998
mne,71.64,1999
mne,80.67,2000
mne,109.6,2001
mne,120.3,2002
mne,181.4,2003
mne,206.5,2004
mne,217.0,2005
mne,241.6,2006
mne,317.4,2007
mne,404.1,2008
mne,442.9,2009
mne,388.5,2010
mar,15.43,1995
mar,16.43,1996
mar,13.8,1997
mar,16.1,1998
mar,16.05,1999
mar,15.81,2000
mar,18.49,2001
mar,18.92,2002
mar,23.35,2003
mar,27.06,2004
mar,28.08,2005
mar,36.65,2006
mar,45.56,2007
mar,54.34,2008
mar,58.71,2009
mar,56.16,2010
moz,4.885,1995
moz,5.132,1996
moz,6.679,1997
moz,7.422,1998
moz,9.121,1999
moz,10.21,2000
moz,8.65,2001
moz,9.822,2002
moz,9.721,2003
moz,9.912,2004
moz,13.64,2005
moz,13.17,2006
moz,12.96,2007
moz,12.9,2008
moz,16.77,2009
moz,15.31,2010
mmr,0.49,1995
mmr,0.4,1996
mmr,0.28,1997
mmr,0.2,1998
mmr,0.27,1999
mmr,0.45,2000
mmr,0.31,2001
mmr,0.46,2002
mmr,0.49,2003
mmr,0.6672,2004
mmr,0.46,2005
mmr,0.8356,2006
mmr,0.8819,2007
mmr,1.175,2008
mmr,1.619,2009
mmr,2.088,2010
nam,93.71,1995
nam,97.58,1996
nam,102.2,1997
nam,93.38,1998
nam,93.49,1999
nam,86.88,2000
nam,63.65,2001
nam,60.92,2002
nam,91.4,2003
nam,103.7,2004
nam,125.0,2005
nam,117.8,2006
nam,154.1,2007
nam,150.2,2008
nam,163.1,2009
nam,210.9,2010
nru,431.2,1995
nru,390.0,1996
nru,354.2,1997
nru,299.9,1998
nru,301.8,1999
nru,271.4,2000
nru,252.3,2001
nru,275.5,2002
nru,321.9,2003
nru,291.4,2004
nru,302.0,2005
nru,315.1,2006
nru,412.0,2007
nru,430.5,2008
nru,407.8,2009
nru,488.6,2010
npl,1.597,1995
npl,1.672,1996
npl,2.23,1997
npl,2.378,1998
npl,2.102,1999
npl,2.475,2000
npl,3.554,2001
npl,3.582,2002
npl,3.535,2003
npl,4.746,2004
npl,5.729,2005
npl,7.026,2006
npl,6.963,2007
npl,8.903,2008
npl,9.601,2009
npl,9.899,2010
nld,1603.0,1995
nld,1463.0,1996
nld,1335.0,1997
nld,1326.0,1998
nld,1320.0,1999
nld,1214.0,2000
nld,1301.0,2001
nld,1502.0,2002
nld,1984.0,2003
nld,2235.0,2004
nld,2327.0,2005
nld,3049.0,2006
nld,3479.0,2007
nld,3943.0,2008
nld,4546.0,2009
nld,4431.0,2010
nzl,917.4,1995
nzl,979.9,1996
nzl,1003.0,1997
nzl,865.9,1998
nzl,893.7,1999
nzl,820.3,2000
nzl,803.6,2001
nzl,969.2,2002
nzl,1255.0,2003
nzl,1572.0,2004
nzl,1823.0,2005
nzl,1838.0,2006
nzl,2220.0,2007
nzl,2336.0,2008
nzl,2243.0,2009
nzl,2728.0,2010
nic,37.2,1995
nic,34.54,1996
nic,23.45,1997
nic,26.16,1998
nic,23.66,1999
nic,29.02,2000
nic,29.48,2001
nic,29.98,2002
nic,34.84,2003
nic,36.66,2004
nic,40.21,2005
nic,42.9,2006
nic,50.84,2007
nic,57.71,2008
nic,56.96,2009
ner,2.81,1995
ner,2.542,1996
ner,2.965,1997
ner,3.29,1998
ner,3.081,1999
ner,2.322,2000
ner,2.994,2001
ner,3.369,2002
ner,3.661,2003
ner,4.262,2004
ner,7.723,2005
ner,8.603,2006
ner,8.179,2007
ner,10.08,2008
ner,9.554,2009
ner,9.304,2010
nga,9.309,1995
nga,10.63,1996
nga,12.54,1997
nga,15.9,1998
nga,4.698,1999
nga,5.725,2000
nga,5.701,2001
nga,4.554,2002
nga,8.595,2003
nga,14.65,2004
nga,15.46,2005
nga,20.1,2006
nga,26.82,2007
nga,32.65,2008
nga,23.37,2009
nga,23.79,2010
niu,345.1,1995
niu,462.2,1996
niu,407.5,1997
niu,316.2,1998
niu,379.4,1999
niu,313.2,2000
niu,1441.0,2001
niu,455.1,2002
niu,699.6,2003
niu,1020.0,2004
niu,1036.0,2005
niu,1263.0,2006
niu,1574.0,2007
niu,1718.0,2008
niu,1812.0,2009
niu,2302.0,2010
nor,2507.0,1995
nor,2573.0,1996
nor,2453.0,1997
nor,2593.0,1998
nor,2745.0,1999
nor,2603.0,2000
nor,2785.0,2001
nor,3456.0,2002
nor,4133.0,2003
nor,4543.0,2004
nor,4963.0,2005
nor,5234.0,2006
nor,6150.0,2007
nor,6803.0,2008
nor,6335.0,2009
nor,6788.0,2010
omn,186.9,1995
omn,199.4,1996
omn,192.0,1997
omn,185.6,1998
omn,198.7,1999
omn,215.5,2000
omn,215.6,2001
omn,231.9,2002
omn,243.2,2003
omn,253.5,2004
omn,272.2,2005
omn,278.3,2006
omn,323.0,2007
omn,365.9,2008
omn,410.0,2009
omn,460.2,2010
pak,3.875,1995
pak,4.075,1996
pak,3.679,1997
pak,3.123,1998
pak,2.969,1999
pak,3.161,2000
pak,2.669,2001
pak,4.165,2002
pak,3.654,2003
pak,4.324,2004
pak,4.812,2005
pak,6.383,2006
pak,6.919,2007
pak,7.388,2008
pak,6.994,2009
pak,8.38,2010
plw,527.4,1995
plw,616.0,1996
plw,607.0,1997
plw,493.8,1998
plw,505.2,1999
plw,531.7,2000
plw,535.6,2001
plw,513.6,2002
plw,538.3,2003
plw,632.6,2004
plw,610.1,2005
plw,662.4,2006
plw,691.3,2007
plw,650.8,2008
plw,666.0,2009
plw,657.0,2010
pan,155.0,1995
pan,158.0,1996
pan,176.4,1997
pan,181.8,1998
pan,179.5,1999
pan,207.7,2000
pan,203.0,2001
pan,221.7,2002
pan,208.8,2003
pan,253.5,2004
pan,248.6,2005
pan,245.6,2006
pan,255.2,2007
pan,340.9,2008
pan,421.8,2009
pan,462.9,2010
png,31.0,1995
png,33.42,1996
png,27.16,1997
png,23.35,1998
png,22.11,1999
png,21.19,2000
png,20.87,2001
png,19.18,2002
png,19.91,2003
png,24.88,2004
png,24.56,2005
png,23.68,2006
png,23.15,2007
png,30.11,2008
png,30.85,2009
png,35.36,2010
pry,40.25,1995
pry,50.57,1996
pry,48.25,1997
pry,49.68,1998
pry,48.6,1999
pry,49.55,2000
pry,37.29,2001
pry,26.03,2002
pry,23.19,2003
pry,27.75,2004
pry,31.16,2005
pry,41.58,2006
pry,49.16,2007
pry,66.32,2008
pry,57.41,2009
pry,59.3,2010
per,54.85,1995
per,56.78,1996
per,54.25,1997
per,57.04,1998
per,55.66,1999
per,56.82,2000
per,55.76,2001
per,59.24,2002
per,60.35,2003
per,65.71,2004
per,76.34,2005
per,84.27,2006
per,113.3,2007
per,159.7,2008
per,136.0,2009
per,145.2,2010
phl,14.59,1995
phl,16.98,1996
phl,17.71,1997
phl,13.39,1998
phl,15.67,1999
phl,16.0,2000
phl,12.79,2001
phl,11.27,2002
phl,13.32,2003
phl,13.98,2004
phl,16.52,2005
phl,17.13,2006
phl,19.92,2007
phl,20.94,2008
phl,23.22,2009
phl,27.33,2010
pol,145.0,1995
pol,176.5,1996
pol,165.5,1997
pol,174.4,1998
pol,178.8,1999
pol,173.1,2000
pol,209.7,2001
pol,233.7,2002
pol,247.7,2003
pol,281.7,2004
pol,342.9,2005
pol,388.3,2006
pol,508.0,2007
pol,702.5,2008
pol,599.9,2009
pol,666.0,2010
prt,547.2,1995
prt,612.7,1996
prt,585.8,1997
prt,626.4,1998
prt,666.4,1999
prt,704.0,2000
prt,715.9,2001
prt,804.5,2002
prt,1026.0,2003
prt,1191.0,2004
prt,1263.0,2005
prt,1265.0,2006
prt,1435.0,2007
prt,1552.0,2008
prt,1604.0,2009
prt,1613.0,2010
qat,376.6,1995
qat,428.9,1996
qat,467.3,1997
qat,424.3,1998
qat,424.4,1999
qat,473.2,2000
qat,554.4,2001
qat,631.6,2002
qat,1256.0,2003
qat,1348.0,2004
qat,1375.0,2005
qat,1352.0,2006
qat,1315.0,2007
qat,1300.0,2008
qat,1264.0,2009
qat,1153.0,2010
rou,39.92,1995
rou,38.75,1996
rou,52.58,1997
rou,52.86,1998
rou,53.89,1999
rou,58.63,2000
rou,64.22,2001
rou,79.6,2002
rou,123.8,2003
rou,143.4,2004
rou,203.8,2005
rou,231.4,2006
rou,341.8,2007
rou,424.1,2008
rou,341.1,2009
rou,334.3,2010
rus,83.49,1995
rus,104.7,1996
rus,137.4,1997
rus,79.02,1998
rus,47.69,1999
rus,57.46,2000
rus,69.83,2001
rus,83.74,2002
rus,97.98,2003
rus,126.6,2004
rus,171.6,2005
rus,231.4,2006
rus,313.2,2007
rus,360.6,2008
rus,301.6,2009
rus,326.1,2010
rwa,3.775,1995
rwa,4.431,1996
rwa,5.388,1997
rwa,7.286,1998
rwa,5.055,1999
rwa,3.542,2000
rwa,4.225,2001
rwa,4.21,2002
rwa,6.971,2003
rwa,7.726,2004
rwa,10.34,2005
rwa,16.48,2006
rwa,17.16,2007
rwa,20.89,2008
rwa,25.05,2009
rwa,27.8,2010
kna,171.8,1995
kna,177.9,1996
kna,183.9,1997
kna,193.9,1998
kna,203.6,1999
kna,234.3,2000
kna,222.9,2001
kna,212.4,2002
kna,201.6,2003
kna,193.1,2004
kna,212.3,2005
kna,298.4,2006
kna,291.9,2007
kna,270.2,2008
kna,257.5,2009
kna,405.0,2010
lca,116.1,1995
lca,134.6,1996
lca,120.5,1997
lca,132.6,1998
lca,137.7,1999
lca,142.9,2000
lca,150.8,2001
lca,151.1,2002
lca,146.4,2003
lca,159.5,2004
lca,163.9,2005
lca,197.6,2006
lca,195.3,2007
lca,238.8,2008
lca,293.8,2009
lca,281.5,2010
vct,93.2,1995
vct,98.04,1996
vct,106.0,1997
vct,99.53,1998
vct,106.4,1999
vct,112.7,2000
vct,117.5,2001
vct,138.0,2002
vct,142.5,2003
vct,145.3,2004
vct,149.8,2005
vct,178.5,2006
vct,202.0,2007
vct,251.4,2008
vct,241.0,2009
vct,240.4,2010
wsm,39.65,1995
wsm,51.62,1996
wsm,56.42,1997
wsm,54.14,1998
wsm,62.83,1999
wsm,60.61,2000
wsm,58.29,2001
wsm,65.42,2002
wsm,73.51,2003
wsm,86.46,2004
wsm,92.69,2005
wsm,109.9,2006
wsm,141.9,2007
wsm,144.2,2008
wsm,131.8,2009
wsm,178.8,2010
smr,1831.0,1995
smr,2007.0,1996
smr,1850.0,1997
smr,1941.0,1998
smr,2058.0,1999
smr,1855.0,2000
smr,1875.0,2001
smr,2578.0,2002
smr,2431.0,2003
smr,2908.0,2004
smr,2914.0,2005
smr,2940.0,2006
smr,3311.0,2007
smr,3596.0,2008
smr,3291.0,2009
smr,3120.0,2010
stp,21.62,1995
stp,19.38,1996
stp,19.29,1997
stp,14.72,1998
stp,20.47,1999
stp,19.65,2000
stp,19.1,2001
stp,21.38,2002
stp,39.92,2003
stp,36.98,2004
stp,43.28,2005
stp,32.31,2006
stp,32.99,2007
stp,35.59,2008
stp,37.3,2009
stp,34.45,2010
sau,118.7,1995
sau,135.6,1996
sau,151.8,1997
sau,147.3,1998
sau,230.5,1999
sau,286.9,2000
sau,288.2,2001
sau,271.5,2002
sau,278.3,2003
sau,285.5,2004
sau,338.6,2005
sau,401.4,2006
sau,408.9,2007
sau,375.3,2008
sau,379.5,2009
sau,427.2,2010
sen,7.461,1995
sen,8.75,1996
sen,7.561,1997
sen,8.063,1998
sen,8.963,1999
sen,7.851,2000
sen,8.405,2001
sen,10.38,2002
sen,13.93,2003
sen,16.22,2004
sen,23.89,2005
sen,27.97,2006
sen,31.68,2007
sen,35.52,2008
sen,32.5,2009
sen,32.47,2010
srb,55.08,1995
srb,91.01,1996
srb,103.5,1997
srb,82.22,1998
srb,89.86,1999
srb,42.0,2000
srb,78.79,2001
srb,129.9,2002
srb,163.3,2003
srb,189.0,2004
srb,202.6,2005
srb,233.9,2006
srb,335.5,2007
srb,417.4,2008
srb,356.6,2009
srb,337.8,2010
syc,300.4,1995
syc,311.5,1996
syc,372.3,1997
syc,348.0,1998
syc,356.0,1999
syc,311.4,2000
syc,308.7,2001
syc,330.4,2002
syc,373.0,2003
syc,400.6,2004
syc,410.7,2005
syc,428.2,2006
syc,380.8,2007
syc,331.8,2008
syc,279.5,2009
syc,338.5,2010
sle,3.015,1995
sle,3.18,1996
sle,3.301,1997
sle,2.113,1998
sle,3.054,1999
sle,3.176,2000
sle,3.995,2001
sle,4.479,2002
sle,4.731,2003
sle,3.198,2004
sle,4.38,2005
sle,4.007,2006
sle,2.821,2007
sle,4.582,2008
sle,4.747,2009
sle,4.817,2010
sgp,367.7,1995
sgp,375.2,1996
sgp,366.9,1997
sgp,379.1,1998
sgp,331.8,1999
sgp,297.8,2000
sgp,272.6,2001
sgp,241.4,2002
sgp,319.6,2003
sgp,282.8,2004
sgp,301.8,2005
sgp,322.8,2006
sgp,366.7,2007
sgp,457.7,2008
sgp,553.1,2009
sgp,629.1,2010
svk,196.0,1995
svk,224.7,1996
svk,210.7,1997
svk,215.0,1998
svk,195.7,1999
svk,185.7,2000
svk,192.9,2001
svk,228.0,2002
svk,317.8,2003
svk,416.9,2004
svk,466.0,2005
svk,519.6,2006
svk,720.2,2007
svk,947.8,2008
svk,968.0,2009
svk,930.3,2010
svn,610.0,1995
svn,618.5,1996
svn,598.2,1997
svn,647.0,1998
svn,663.6,1999
svn,614.3,2000
svn,646.3,2001
svn,733.5,2002
svn,903.6,2003
svn,1033.0,2004
svn,1083.0,2005
svn,1160.0,2006
svn,1318.0,2007
svn,1658.0,2008
svn,1638.0,2009
svn,1587.0,2010
slb,43.91,1995
slb,42.96,1996
slb,45.96,1997
slb,39.91,1998
slb,42.99,1999
slb,45.77,2000
slb,58.72,2001
slb,46.02,2002
slb,42.2,2003
slb,42.6,2004
slb,67.99,2005
slb,58.96,2006
slb,63.87,2007
slb,65.84,2008
slb,95.46,2009
slb,99.56,2010
som,2.008,1995
som,2.192,1996
som,2.615,1997
som,3.425,1998
som,3.342,1999
som,3.036,2000
som,1.723,2001
zaf,107.4,1995
zaf,97.42,1996
zaf,111.2,1997
zaf,104.2,1998
zaf,107.5,1999
zaf,101.7,2000
zaf,90.49,2001
zaf,81.45,2002
zaf,126.1,2003
zaf,151.1,2004
zaf,174.5,2005
zaf,183.9,2006
zaf,202.2,2007
zaf,203.1,2008
zaf,227.9,2009
zaf,286.1,2010
esp,814.1,1995
esp,851.5,1996
esp,768.9,1997
esp,799.3,1998
esp,815.5,1999
esp,744.8,2000
esp,770.9,2001
esp,858.7,2002
esp,1208.0,2003
esp,1414.0,2004
esp,1523.0,2005
esp,1670.0,2006
esp,1948.0,2007
esp,2274.0,2008
esp,2232.0,2009
esp,2099.0,2010
lka,11.46,1995
lka,12.13,1996
lka,12.33,1997
lka,15.8,1998
lka,14.45,1999
lka,15.77,2000
lka,14.35,2001
lka,14.75,2002
lka,16.04,2003
lka,20.63,2004
lka,23.37,2005
lka,27.86,2006
lka,29.36,2007
lka,31.68,2008
lka,30.07,2009
lka,31.31,2010
sdn,2.079,1995
sdn,2.769,1996
sdn,3.092,1997
sdn,3.223,1998
sdn,2.396,1999
sdn,3.321,2000
sdn,3.717,2001
sdn,4.223,2002
sdn,5.543,2003
sdn,7.591,2004
sdn,9.772,2005
sdn,14.89,2006
sdn,23.07,2007
sdn,32.04,2008
sdn,25.93,2009
sdn,25.02,2010
sur,42.58,1995
sur,61.25,1996
sur,69.11,1997
sur,94.95,1998
sur,77.48,1999
sur,73.99,2000
sur,62.59,2001
sur,79.87,2002
sur,87.67,2003
sur,100.1,2004
sur,124.6,2005
sur,165.3,2006
sur,171.4,2007
sur,185.9,2008
sur,238.3,2009
sur,235.4,2010
swz,49.93,1995
swz,49.78,1996
swz,47.95,1997
swz,44.14,1998
swz,44.34,1999
swz,42.39,2000
swz,36.56,2001
swz,34.52,2002
swz,63.64,2003
swz,68.93,2004
swz,82.01,2005
swz,97.62,2006
swz,97.88,2007
swz,104.3,2008
swz,112.2,2009
swz,129.3,2010
swe,1983.0,1995
swe,2229.0,1996
swe,1971.0,1997
swe,2004.0,1998
swe,2053.0,1999
swe,1935.0,2000
swe,1837.0,2001
swe,2113.0,2002
swe,2682.0,2003
swe,2977.0,2004
swe,3018.0,2005
swe,3190.0,2006
swe,3668.0,2007
swe,3966.0,2008
swe,3543.0,2009
swe,3820.0,2010
che,2287.0,1995
che,2324.0,1996
che,2034.0,1997
che,2105.0,1998
che,2105.0,1999
che,1951.0,2000
che,2110.0,2001
che,2391.0,2002
che,2883.0,2003
che,3213.0,2004
che,3313.0,2005
che,3293.0,2006
che,3586.0,2007
che,4164.0,2008
che,4290.0,2009
che,4611.0,2010
syr,20.51,1995
syr,21.13,1996
syr,20.94,1997
syr,21.7,1998
syr,22.54,1999
syr,23.95,2000
syr,25.52,2001
syr,26.22,2002
syr,29.15,2003
syr,29.07,2004
syr,31.6,2005
syr,32.17,2006
syr,38.94,2007
syr,41.82,2008
syr,43.9,2009
syr,44.43,2010
tjk,1.268,1995
tjk,2.31,1996
tjk,2.483,1997
tjk,2.499,1998
tjk,1.853,1999
tjk,1.32,2000
tjk,1.647,2001
tjk,1.761,2002
tjk,2.233,2003
tjk,3.064,2004
tjk,4.099,2005
tjk,4.898,2006
tjk,6.672,2007
tjk,10.58,2008
tjk,10.85,2009
tjk,13.08,2010
tza,2.691,1995
tza,2.861,1996
tza,3.861,1997
tza,4.063,1998
tza,3.833,1999
tza,4.382,2000
tza,4.773,2001
tza,4.608,2002
tza,5.879,2003
tza,5.183,2004
tza,6.871,2005
tza,13.8,2006
tza,14.96,2007
tza,16.51,2008
tza,17.94,2009
tza,20.81,2010
tha,46.76,1995
tha,54.71,1996
