geo,urban_population,time
lva,1576000,1975
lva,1600000,1976
lva,1624000,1977
lva,1647000,1978
lva,1667000,1979
lva,1685000,1980
lva,1698000,1981
lva,1713000,1982
lva,1731000,1983
lva,1749000,1984
lva,1768000,1985
lva,1786000,1986
lva,1808000,1987
lva,1830000,1988
lva,1843000,1989
lva,1844000,1990
lva,1833000,1991
lva,1805000,1992
lva,1767000,1993
lva,1736000,1994
lva,1708000,1995
lva,1686000,1996
lva,1666000,1997
lva,1647000,1998
lva,1630000,1999
lva,1615000,2000
lva,1603000,2001
lva,1591000,2002
lva,1582000,2003
lva,1573000,2004
lva,1564000,2005
lva,1555000,2006
lva,1545000,2007
lva,1537000,2008
lva,1528000,2009
lva,1516000,2010
lva,1503000,2011
lbn,798800,1960
lbn,866900,1961
lbn,928400,1962
lbn,991900,1963
lbn,1057000,1964
lbn,1123000,1965
lbn,1188000,1966
lbn,1254000,1967
lbn,1320000,1968
lbn,1391000,1969
lbn,1466000,1970
lbn,1542000,1971
lbn,1623000,1972
lbn,1705000,1973
lbn,1783000,1974
lbn,1852000,1975
lbn,1905000,1976
lbn,1948000,1977
lbn,1984000,1978
lbn,2019000,1979
lbn,2059000,1980
lbn,2101000,1981
lbn,2148000,1982
lbn,2199000,1983
lbn,2248000,1984
lbn,2292000,1985
lbn,2315000,1986
lbn,2334000,1987
lbn,2355000,1988
lbn,2391000,1989
lbn,2451000,1990
lbn,2526000,1991
lbn,2624000,1992
lbn,2734000,1993
lbn,2843000,1994
lbn,2937000,1995
lbn,3010000,1996
lbn,3068000,1997
lbn,3117000,1998
lbn,3165000,1999
lbn,3218000,2000
lbn,3275000,2001
lbn,3336000,2002
lbn,3398000,2003
lbn,3457000,2004
lbn,3508000,2005
lbn,3552000,2006
lbn,3589000,2007
lbn,3621000,2008
lbn,3652000,2009
lbn,3684000,2010
lbn,3716000,2011
lso,28950,1960
lso,34660,1961
lso,40450,1962
lso,46470,1963
lso,52720,1964
lso,59210,1965
lso,64710,1966
lso,70420,1967
lso,76370,1968
lso,82530,1969
lso,88920,1970
lso,95430,1971
lso,102200,1972
lso,109200,1973
lso,116600,1974
lso,124400,1975
lso,129000,1976
lso,133900,1977
lso,139100,1978
lso,144400,1979
lso,150000,1980
lso,154900,1981
lso,159900,1982
lso,164900,1983
lso,169900,1984
lso,174800,1985
lso,185300,1986
lso,195900,1987
lso,206700,1988
lso,217700,1989
lso,228900,1990
lso,243100,1991
lso,257600,1992
lso,272600,1993
lso,288100,1994
lso,304300,1995
lso,321200,1996
lso,338800,1997
lso,356700,1998
lso,374700,1999
lso,392200,2000
lso,410400,2001
lso,428100,2002
lso,445400,2003
lso,462900,2004
lso,480800,2005
lso,500300,2006
lso,520300,2007
lso,540800,2008
lso,561600,2009
lso,582900,2010
lso,604900,2011
lbr,196900,1960
lbr,220900,1961
lbr,234400,1962
lbr,248600,1963
lbr,263400,1964
lbr,278900,1965
lbr,296300,1966
lbr,314500,1967
lbr,333600,1968
lbr,353700,1969
lbr,374700,1970
lbr,398000,1971
lbr,422500,1972
lbr,448200,1973
lbr,475300,1974
lbr,503700,1975
lbr,534800,1976
lbr,567100,1977
lbr,600900,1978
lbr,637200,1979
lbr,676100,1980
lbr,715800,1981
lbr,758000,1982
lbr,800100,1983
lbr,837900,1984
lbr,868400,1985
lbr,879700,1986
lbr,883600,1987
lbr,881800,1988
lbr,876700,1989
lbr,870700,1990
lbr,863200,1991
lbr,854800,1992
lbr,851800,1993
lbr,862600,1994
lbr,892800,1995
lbr,946900,1996
lbr,1022000,1997
lbr,1109000,1998
lbr,1193000,1999
lbr,1262000,2000
lbr,1313000,2001
lbr,1349000,2002
lbr,1378000,2003
lbr,1414000,2004
lbr,1466000,2005
lbr,1538000,2006
lbr,1626000,2007
lbr,1723000,2008
lbr,1820000,2009
lbr,1909000,2010
lbr,1989000,2011
lby,368300,1960
lby,400200,1961
lby,433300,1962
lby,468400,1963
lby,506000,1964
lby,546400,1965
lby,622600,1966
lby,704800,1967
lby,793400,1968
lby,888500,1969
lby,990400,1970
lby,1088000,1971
lby,1192000,1972
lby,1303000,1973
lby,1422000,1974
lby,1548000,1975
lby,1653000,1976
lby,1762000,1977
lby,1879000,1978
lby,2007000,1979
lby,2147000,1980
lby,2289000,1981
lby,2443000,1982
lby,2602000,1983
lby,2758000,1984
lby,2905000,1985
lby,2998000,1986
lby,3078000,1987
lby,3149000,1988
lby,3215000,1989
lby,3282000,1990
lby,3351000,1991
lby,3420000,1992
lby,3490000,1993
lby,3559000,1994
lby,3629000,1995
lby,3699000,1996
lby,3769000,1997
lby,3841000,1998
lby,3916000,1999
lby,3993000,2000
lby,4075000,2001
lby,4160000,2002
lby,4247000,2003
lby,4339000,2004
lby,4435000,2005
lby,4538000,2006
lby,4646000,2007
lby,4753000,2008
lby,4849000,2009
lby,4929000,2010
lby,4993000,2011
lie,3378,1960
lie,3433,1961
lie,3481,1962
lie,3532,1963
lie,3586,1964
lie,3644,1965
lie,3706,1966
lie,3771,1967
lie,3835,1968
lie,3893,1969
lie,3941,1970
lie,4017,1971
lie,4084,1972
lie,4146,1973
lie,4206,1974
lie,4267,1975
lie,4334,1976
lie,4402,1977
lie,4470,1978
lie,4539,1979
lie,4607,1980
lie,4645,1981
lie,4681,1982
lie,4716,1983
lie,4750,1984
lie,4782,1985
lie,4809,1986
lie,4835,1987
lie,4859,1988
lie,4883,1989
lie,4907,1990
lie,4946,1991
lie,4985,1992
lie,5024,1993
lie,5062,1994
lie,5100,1995
lie,5079,1996
lie,5055,1997
lie,5029,1998
lie,5001,1999
lie,4971,2000
lie,5003,2001
lie,5034,2002
lie,5064,2003
lie,5090,2004
lie,5111,2005
lie,5135,2006
lie,5155,2007
lie,5172,2008
lie,5189,2009
lie,5206,2010
lie,5233,2011
ltu,1098000,1960
ltu,1142000,1961
ltu,1187000,1962
ltu,1231000,1963
ltu,1275000,1964
ltu,1321000,1965
ltu,1368000,1966
ltu,1415000,1967
ltu,1463000,1968
ltu,1508000,1969
ltu,1556000,1970
ltu,1614000,1971
ltu,1671000,1972
ltu,1727000,1973
ltu,1783000,1974
ltu,1839000,1975
ltu,1890000,1976
ltu,1942000,1977
ltu,1993000,1978
ltu,2041000,1979
ltu,2087000,1980
ltu,2126000,1981
ltu,2168000,1982
ltu,2213000,1983
ltu,2258000,1984
ltu,2305000,1985
ltu,2346000,1986
ltu,2389000,1987
ltu,2433000,1988
ltu,2471000,1989
ltu,2499000,1990
ltu,2501000,1991
ltu,2496000,1992
ltu,2482000,1993
ltu,2463000,1994
ltu,2442000,1995
ltu,2421000,1996
ltu,2401000,1997
ltu,2382000,1998
ltu,2363000,1999
ltu,2344000,2000
ltu,2330000,2001
ltu,2319000,2002
ltu,2307000,2003
ltu,2292000,2004
ltu,2275000,2005
ltu,2264000,2006
ltu,2254000,2007
ltu,2245000,2008
ltu,2235000,2009
ltu,2202000,2010
ltu,2150000,2011
lux,219200,1960
lux,221900,1961
lux,226200,1962
lux,230100,1963
lux,234300,1964
lux,238500,1965
lux,241900,1966
lux,244300,1967
lux,246500,1968
lux,249400,1969
lux,252300,1970
lux,256700,1971
lux,261800,1972
lux,266800,1973
lux,272400,1974
lux,277500,1975
lux,280800,1976
lux,283300,1977
lux,285800,1978
lux,288400,1979
lux,291500,1980
lux,292800,1981
lux,293500,1982
lux,294000,1983
lux,294800,1984
lux,295800,1985
lux,297400,1986
lux,299500,1987
lux,301900,1988
lux,305000,1989
lux,309100,1990
lux,314800,1991
lux,320500,1992
lux,326400,1993
lux,332400,1994
lux,338700,1995
lux,344100,1996
lux,349100,1997
lux,354200,1998
lux,359800,1999
lux,365400,2000
lux,369900,2001
lux,374000,2002
lux,378700,2003
lux,384300,2004
lux,390400,2005
lux,397900,2006
lux,405300,2007
lux,413800,2008
lux,422800,2009
lux,431900,2010
lux,441600,2011
mac,164500,1960
mac,167200,1961
mac,173100,1962
mac,180800,1963
mac,189600,1964
mac,199000,1965
mac,208900,1966
mac,219300,1967
mac,229300,1968
mac,237600,1969
mac,243500,1970
mac,246800,1971
mac,247600,1972
mac,246600,1973
mac,244800,1974
mac,243000,1975
mac,241000,1976
mac,239200,1977
mac,238300,1978
mac,239200,1979
mac,242600,1980
mac,248900,1981
mac,257900,1982
mac,269000,1983
mac,281400,1984
mac,294400,1985
mac,307500,1986
mac,321100,1987
mac,334600,1988
mac,347300,1989
mac,358900,1990
mac,368700,1991
mac,377200,1992
mac,384600,1993
mac,391400,1994
mac,398100,1995
mac,404500,1996
mac,410800,1997
mac,417300,1998
mac,424200,1999
mac,431900,2000
mac,440300,2001
mac,449500,2002
mac,459500,2003
mac,470100,2004
mac,481400,2005
mac,493300,2006
mac,505700,2007
mac,518500,2008
mac,531200,2009
mac,543700,2010
mac,555700,2011
mkd,473300,1960
mkd,496000,1961
mkd,520100,1962
mkd,545500,1963
mkd,571600,1964
mkd,597800,1965
mkd,625100,1966
mkd,652500,1967
mkd,680200,1968
mkd,708700,1969
mkd,738200,1970
mkd,758500,1971
mkd,779400,1972
mkd,801100,1973
mkd,823700,1974
mkd,847300,1975
mkd,870200,1976
mkd,894000,1977
mkd,917700,1978
mkd,939900,1979
mkd,959700,1980
mkd,973800,1981
mkd,985200,1982
mkd,995100,1983
mkd,1006000,1984
mkd,1018000,1985
mkd,1033000,1986
mkd,1050000,1987
mkd,1068000,1988
mkd,1086000,1989
mkd,1103000,1990
mkd,1119000,1991
mkd,1133000,1992
mkd,1146000,1993
mkd,1159000,1994
mkd,1173000,1995
mkd,1177000,1996
mkd,1181000,1997
mkd,1186000,1998
mkd,1189000,1999
mkd,1193000,2000
mkd,1196000,2001
mkd,1198000,2002
mkd,1200000,2003
mkd,1202000,2004
mkd,1204000,2005
mkd,1207000,2006
mkd,1210000,2007
mkd,1214000,2008
mkd,1217000,2009
mkd,1220000,2010
mkd,1224000,2011
mdg,540900,1960
mdg,574400,1961
mdg,607000,1962
mdg,641100,1963
mdg,676600,1964
mdg,713600,1965
mdg,751900,1966
mdg,792000,1967
mdg,833800,1968
mdg,877500,1969
mdg,923400,1970
mdg,978400,1971
mdg,1036000,1972
mdg,1096000,1973
mdg,1159000,1974
mdg,1225000,1975
mdg,1294000,1976
mdg,1365000,1977
mdg,1440000,1978
mdg,1516000,1979
mdg,1595000,1980
mdg,1679000,1981
mdg,1765000,1982
mdg,1855000,1983
mdg,1949000,1984
mdg,2048000,1985
mdg,2158000,1986
mdg,2273000,1987
mdg,2395000,1988
mdg,2524000,1989
mdg,2658000,1990
mdg,2790000,1991
mdg,2929000,1992
mdg,3074000,1993
mdg,3227000,1994
mdg,3387000,1995
mdg,3531000,1996
mdg,3681000,1997
mdg,3837000,1998
mdg,3999000,1999
mdg,4167000,2000
mdg,4351000,2001
mdg,4542000,2002
mdg,4739000,2003
mdg,4943000,2004
mdg,5154000,2005
mdg,5424000,2006
mdg,5706000,2007
mdg,5998000,2008
mdg,6300000,2009
mdg,6614000,2010
mdg,6942000,2011
mwi,155300,1960
mwi,162100,1961
mwi,169800,1962
mwi,177900,1963
mwi,186300,1964
mwi,195100,1965
mwi,209300,1966
mwi,224200,1967
mwi,239900,1968
mwi,256500,1969
mwi,274300,1970
mwi,297500,1971
mwi,322200,1972
mwi,348500,1973
mwi,376300,1974
mwi,405700,1975
mwi,434700,1976
mwi,465600,1977
mwi,497900,1978
mwi,531100,1979
mwi,564700,1980
mwi,594300,1981
mwi,623600,1982
mwi,655100,1983
mwi,692600,1984
mwi,738700,1985
mwi,800000,1986
mwi,871500,1987
mwi,947900,1988
mwi,1021000,1989
mwi,1084000,1990
mwi,1141000,1991
mwi,1185000,1992
mwi,1223000,1993
mwi,1263000,1994
mwi,1311000,1995
mwi,1363000,1996
mwi,1424000,1997
mwi,1493000,1998
mwi,1566000,1999
mwi,1641000,2000
mwi,1695000,2001
mwi,1750000,2002
mwi,1807000,2003
mwi,1867000,2004
mwi,1930000,2005
mwi,1999000,2006
mwi,2072000,2007
mwi,2149000,2008
mwi,2231000,2009
mwi,2316000,2010
mwi,2414000,2011
mys,2165000,1960
mys,2298000,1961
mys,2432000,1962
mys,2572000,1963
mys,2716000,1964
mys,2863000,1965
mys,3014000,1966
mys,3168000,1967
mys,3324000,1968
mys,3484000,1969
mys,3650000,1970
mys,3835000,1971
mys,4027000,1972
mys,4224000,1973
mys,4427000,1974
mys,4636000,1975
mys,4855000,1976
mys,5081000,1977
mys,5314000,1978
mys,5559000,1979
mys,5816000,1980
mys,6070000,1981
mys,6338000,1982
mys,6620000,1983
mys,6918000,1984
mys,7234000,1985
mys,7570000,1986
mys,7926000,1987
mys,8296000,1988
mys,8678000,1989
mys,9067000,1990
mys,9536000,1991
mys,10020000,1992
mys,10510000,1993
mys,11010000,1994
mys,11540000,1995
mys,12100000,1996
mys,12680000,1997
mys,13270000,1998
mys,13890000,1999
mys,14510000,2000
mys,15120000,2001
mys,15740000,2002
mys,16370000,2003
mys,17010000,2004
mys,17640000,2005
mys,18200000,2006
mys,18760000,2007
mys,19320000,2008
mys,19880000,2009
mys,20450000,2010
mys,20980000,2011
mdv,11030,1960
mdv,10390,1961
mdv,10740,1962
mdv,11090,1963
mdv,11440,1964
mdv,11790,1965
mdv,12160,1966
mdv,12520,1967
mdv,12900,1968
mdv,13310,1969
mdv,13770,1970
mdv,15480,1971
mdv,17330,1972
mdv,19300,1973
mdv,21370,1974
mdv,23520,1975
mdv,25580,1976
mdv,27710,1977
mdv,29930,1978
mdv,32290,1979
mdv,34850,1980
mdv,37080,1981
mdv,39490,1982
mdv,42060,1983
mdv,44780,1984
mdv,47600,1985
mdv,49400,1986
mdv,51240,1987
mdv,53080,1988
mdv,54910,1989
mdv,56710,1990
mdv,58230,1991
mdv,59700,1992
mdv,61110,1993
mdv,62460,1994
mdv,63760,1995
mdv,66160,1996
mdv,68550,1997
mdv,70920,1998
mdv,73310,1999
mdv,75700,2000
mdv,80320,2001
mdv,85030,2002
mdv,89820,2003
mdv,94690,2004
mdv,99640,2005
mdv,104800,2006
mdv,110000,2007
mdv,115400,2008
mdv,120800,2009
mdv,126300,2010
mdv,131600,2011
mli,561600,1960
mli,604500,1961
mli,628700,1962
mli,653600,1963
mli,679200,1964
mli,705700,1965
mli,735100,1966
mli,765600,1967
mli,797200,1968
mli,830200,1969
mli,864700,1970
mli,903100,1971
mli,943300,1972
mli,985200,1973
mli,1028000,1974
mli,1073000,1975
mli,1123000,1976
mli,1174000,1977
mli,1227000,1978
mli,1282000,1979
mli,1339000,1980
mli,1404000,1981
mli,1472000,1982
mli,1543000,1983
mli,1613000,1984
mli,1683000,1985
mli,1748000,1986
mli,1812000,1987
mli,1877000,1988
mli,1946000,1989
mli,2023000,1990
mli,2106000,1991
mli,2197000,1992
mli,2295000,1993
mli,2399000,1994
mli,2507000,1995
mli,2627000,1996
mli,2753000,1997
mli,2885000,1998
mli,3024000,1999
mli,3172000,2000
mli,3338000,2001
mli,3515000,2002
mli,3700000,2003
mli,3894000,2004
mli,4097000,2005
mli,4313000,2006
mli,4538000,2007
mli,4772000,2008
mli,5016000,2009
mli,5268000,2010
mli,5532000,2011
mlt,296400,1960
mlt,292900,1961
mlt,291500,1962
mlt,290100,1963
mlt,288800,1964
mlt,286400,1965
mlt,283000,1966
mlt,279700,1967
mlt,276300,1968
mlt,273000,1969
mlt,271500,1970
mlt,271500,1971
mlt,271300,1972
mlt,271100,1973
mlt,271000,1974
mlt,273000,1975
mlt,274400,1976
mlt,275500,1977
mlt,278400,1978
mlt,281300,1979
mlt,284300,1980
mlt,286400,1981
mlt,292700,1982
mlt,296800,1983
mlt,296900,1984
mlt,302200,1985
mlt,307700,1986
mlt,310200,1987
mlt,313100,1988
mlt,316600,1989
mlt,320100,1990
mlt,323700,1991
mlt,327300,1992
mlt,330900,1993
mlt,334200,1994
mlt,336900,1995
mlt,340000,1996
mlt,343400,1997
mlt,346600,1998
mlt,349300,1999
mlt,352300,2000
mlt,364000,2001
mlt,367800,2002
mlt,371200,2003
mlt,374700,2004
mlt,378200,2005
mlt,381400,2006
mlt,384700,2007
mlt,388300,2008
mlt,391100,2009
mlt,393800,2010
mlt,397300,2011
mhl,5340,1960
mhl,5568,1961
mhl,5971,1962
mhl,6416,1963
mhl,6888,1964
mhl,7373,1965
mhl,7997,1966
mhl,8641,1967
mhl,9323,1968
mhl,10070,1969
mhl,10910,1970
mhl,11700,1971
mhl,12590,1972
mhl,13540,1973
mhl,14530,1974
mhl,15510,1975
mhl,15970,1976
mhl,16400,1977
mhl,16820,1978
mhl,17290,1979
mhl,17830,1980
mhl,18820,1981
mhl,19920,1982
mhl,21100,1983
mhl,22380,1984
mhl,23740,1985
mhl,25150,1986
mhl,26630,1987
mhl,28110,1988
mhl,29510,1989
mhl,30760,1990
mhl,31690,1991
mhl,32450,1992
mhl,33060,1993
mhl,33570,1994
mhl,34040,1995
mhl,34460,1996
mhl,34830,1997
mhl,35160,1998
mhl,35430,1999
mhl,35650,2000
mhl,35800,2001
mhl,35930,2002
mhl,36040,2003
mhl,36190,2004
mhl,36410,2005
mhl,36690,2006
mhl,37050,2007
mhl,37490,2008
mhl,38030,2009
mhl,38650,2010
mhl,39380,2011
mrt,59290,1960
mrt,66090,1961
mrt,73780,1962
mrt,81870,1963
mrt,90360,1964
mrt,99260,1965
mrt,111200,1966
mrt,123600,1967
mrt,136800,1968
mrt,150600,1969
mrt,165100,1970
mrt,184000,1971
mrt,203800,1972
mrt,224800,1973
mrt,246800,1974
mrt,269900,1975
mrt,296300,1976
mrt,324000,1977
mrt,353100,1978
mrt,383600,1979
mrt,415400,1980
mrt,451400,1981
mrt,489000,1982
mrt,528300,1983
mrt,569200,1984
mrt,611600,1985
mrt,645100,1986
mrt,679500,1987
mrt,715300,1988
mrt,752600,1989
mrt,791700,1990
mrt,814100,1991
mrt,837400,1992
mrt,861700,1993
mrt,886900,1994
mrt,912900,1995
mrt,939800,1996
mrt,967600,1997
mrt,996300,1998
mrt,1026000,1999
mrt,1057000,2000
mrt,1090000,2001
mrt,1124000,2002
mrt,1159000,2003
mrt,1194000,2004
mrt,1230000,2005
mrt,1269000,2006
mrt,1308000,2007
mrt,1347000,2008
mrt,1387000,2009
mrt,1426000,2010
mrt,1470000,2011
mus,219200,1960
mus,231100,1961
mus,243100,1962
mus,255000,1963
mus,266800,1964
mus,278600,1965
mus,292200,1966
mus,305800,1967
mus,319500,1968
mus,333300,1969
mus,347200,1970
mus,355100,1971
mus,362900,1972
mus,370800,1973
mus,379000,1974
mus,387500,1975
mus,391800,1976
mus,396300,1977
mus,400700,1978
mus,405000,1979
mus,409100,1980
mus,414600,1981
mus,419500,1982
mus,423700,1983
mus,427200,1984
mus,430000,1985
mus,436900,1986
mus,443600,1987
mus,450400,1988
mus,457200,1989
mus,464800,1990
mus,468500,1991
mus,473400,1992
mus,477700,1993
mus,483100,1994
mus,485800,1995
mus,489400,1996
mus,494200,1997
mus,498000,1998
mus,502900,1999
mus,506400,2000
mus,510800,2001
mus,514000,2002
mus,518200,2003
mus,521500,2004
mus,524400,2005
mus,527400,2006
mus,529600,2007
mus,532000,2008
mus,533700,2009
mus,535200,2010
mus,537500,2011
mex,18770000,1960
mex,20470000,1961
mex,21480000,1962
mex,22510000,1963
mex,23570000,1964
mex,24660000,1965
mex,25770000,1966
mex,26910000,1967
mex,28090000,1968
mex,29320000,1969
mex,30610000,1970
mex,31940000,1971
mex,33330000,1972
mex,34780000,1973
mex,36270000,1974
mex,37800000,1975
mex,39340000,1976
mex,40900000,1977
mex,42490000,1978
mex,44070000,1979
mex,45630000,1980
mex,47020000,1981
mex,48370000,1982
mex,49720000,1983
mex,51100000,1984
mex,52520000,1985
mex,53990000,1986
mex,55500000,1987
mex,57060000,1988
mex,58630000,1989
mex,60210000,1990
mex,61700000,1991
mex,63190000,1992
mex,64680000,1993
mex,66180000,1994
mex,67700000,1995
mex,69120000,1996
mex,70540000,1997
mex,71960000,1998
mex,73340000,1999
mex,74690000,2000
mex,76040000,2001
mex,77340000,2002
mex,78630000,2003
mex,79920000,2004
mex,81260000,2005
mex,82610000,2006
mex,84010000,2007
mex,85420000,2008
mex,86850000,2009
mex,88270000,2010
mex,89660000,2011
fsm,9931,1960
fsm,10370,1961
fsm,10800,1962
fsm,11260,1963
fsm,11760,1964
fsm,12290,1965
fsm,12890,1966
fsm,13540,1967
fsm,14190,1968
fsm,14770,1969
fsm,15240,1970
fsm,15540,1971
fsm,15720,1972
fsm,15840,1973
fsm,16020,1974
fsm,16330,1975
fsm,16720,1976
fsm,17250,1977
fsm,17880,1978
fsm,18570,1979
fsm,19290,1980
fsm,19910,1981
fsm,20550,1982
fsm,21190,1983
fsm,21810,1984
fsm,22400,1985
fsm,22940,1986
fsm,23420,1987
fsm,23880,1988
fsm,24360,1989
fsm,24870,1990
fsm,25350,1991
fsm,25850,1992
fsm,26330,1993
fsm,26690,1994
fsm,26880,1995
fsm,26460,1996
fsm,25880,1997
fsm,25210,1998
fsm,24530,1999
fsm,23920,2000
fsm,23960,2001
fsm,24060,2002
fsm,24190,2003
fsm,24320,2004
fsm,24430,2005
fsm,24560,2006
fsm,24660,2007
fsm,24770,2008
fsm,24880,2009
fsm,25000,2010
fsm,25220,2011
mda,702800,1960
mda,631800,1961
mda,668200,1962
mda,705000,1963
mda,741700,1964
mda,778700,1965
mda,817800,1966
mda,856900,1967
mda,895900,1968
mda,935700,1969
mda,976500,1970
mda,1016000,1971
mda,1056000,1972
mda,1097000,1973
mda,1138000,1974
mda,1178000,1975
mda,1217000,1976
mda,1255000,1977
mda,1293000,1978
mda,1332000,1979
mda,1372000,1980
mda,1411000,1981
mda,1452000,1982
mda,1493000,1983
mda,1535000,1984
mda,1577000,1985
mda,1610000,1986
mda,1642000,1987
mda,1673000,1988
mda,1702000,1989
mda,1728000,1990
mda,1730000,1991
mda,1727000,1992
mda,1722000,1993
mda,1714000,1994
mda,1701000,1995
mda,1685000,1996
mda,1669000,1997
mda,1654000,1998
mda,1639000,1999
mda,1623000,2000
mda,1609000,2001
mda,1595000,2002
mda,1580000,2003
mda,1566000,2004
mda,1552000,2005
mda,1575000,2006
mda,1598000,2007
mda,1622000,2008
mda,1647000,2009
mda,1672000,2010
mda,1696000,2011
mco,22130,1960
mco,22340,1961
mco,22480,1962
mco,22560,1963
mco,22640,1964
mco,22750,1965
mco,22890,1966
mco,23050,1967
mco,23230,1968
mco,23450,1969
mco,23690,1970
mco,23970,1971
mco,24280,1972
mco,24600,1973
mco,24900,1974
mco,25150,1975
mco,25340,1976
mco,25480,1977
mco,25620,1978
mco,25800,1979
mco,26080,1980
mco,26460,1981
mco,26930,1982
mco,27460,1983
mco,28000,1984
mco,28530,1985
mco,29040,1986
mco,29520,1987
mco,29990,1988
mco,30450,1989
mco,30900,1990
mco,31330,1991
mco,31740,1992
mco,32150,1993
mco,32570,1994
mco,33010,1995
mco,33480,1996
mco,33970,1997
mco,34440,1998
mco,34840,1999
mco,35130,2000
mco,35290,2001
mco,35340,2002
mco,35320,2003
mco,35280,2004
mco,35260,2005
mco,35270,2006
mco,35300,2007
mco,35340,2008
mco,35380,2009
mco,35410,2010
mco,35430,2011
mng,342300,1960
mng,363700,1961
mng,387500,1962
mng,412900,1963
mng,439500,1964
mng,467200,1965
mng,487800,1966
mng,508900,1967
mng,530800,1968
mng,553500,1969
mng,577400,1970
mng,604100,1971
mng,632100,1972
mng,661100,1973
mng,690900,1974
mng,721400,1975
mng,751900,1976
mng,783100,1977
mng,815100,1978
mng,847900,1979
mng,881800,1980
mng,915000,1981
mng,948800,1982
mng,983800,1983
mng,1021000,1984
mng,1060000,1985
mng,1098000,1986
mng,1139000,1987
mng,1179000,1988
mng,1217000,1989
mng,1250000,1990
mng,1269000,1991
mng,1282000,1992
mng,1292000,1993
mng,1301000,1994
mng,1310000,1995
mng,1322000,1996
mng,1336000,1997
mng,1349000,1998
mng,1363000,1999
mng,1378000,2000
mng,1417000,2001
mng,1458000,2002
mng,1500000,2003
mng,1544000,2004
mng,1592000,2005
mng,1641000,2006
mng,1693000,2007
mng,1748000,2008
mng,1805000,2009
mng,1862000,2010
mng,1917000,2011
mne,87740,1960
mne,92900,1961
mne,98330,1962
mne,103800,1963
mne,109200,1964
mne,114300,1965
mne,119600,1966
mne,124500,1967
mne,129200,1968
mne,134100,1969
mne,139300,1970
mne,145500,1971
mne,152100,1972
mne,159100,1973
mne,166300,1974
mne,173600,1975
mne,181500,1976
mne,189500,1977
mne,197400,1978
mne,205000,1979
mne,212100,1980
mne,218800,1981
mne,224900,1982
mne,230700,1983
mne,236800,1984
mne,243800,1985
mne,252000,1986
mne,261200,1987
mne,271200,1988
mne,281700,1989
mne,292500,1990
mne,303000,1991
mne,313900,1992
mne,324500,1993
mne,334500,1994
mne,343300,1995
mne,350400,1996
mne,356200,1997
mne,361000,1998
mne,365600,1999
mne,370400,2000
mne,373600,2001
mne,377200,2002
mne,381100,2003
mne,385400,2004
mne,389800,2005
mne,391200,2006
mne,392800,2007
mne,394700,2008
mne,396600,2009
mne,398400,2010
mne,400100,2011
mar,3418000,1960
mar,3567000,1961
mar,3727000,1962
mar,3892000,1963
mar,4064000,1964
mar,4245000,1965
mar,4438000,1966
mar,4640000,1967
mar,4848000,1968
mar,5062000,1969
mar,5278000,1970
mar,5517000,1971
mar,5759000,1972
mar,6007000,1973
mar,6262000,1974
mar,6526000,1975
mar,6809000,1976
mar,7102000,1977
mar,7407000,1978
mar,7727000,1979
mar,8064000,1980
mar,8422000,1981
mar,8797000,1982
mar,9187000,1983
mar,9583000,1984
mar,9982000,1985
mar,10380000,1986
mar,10780000,1987
mar,11190000,1988
mar,11590000,1989
mar,11990000,1990
mar,12380000,1991
mar,12770000,1992
mar,13150000,1993
mar,13540000,1994
mar,13920000,1995
mar,14210000,1996
mar,14510000,1997
mar,14790000,1998
mar,15080000,1999
mar,15360000,2000
mar,15630000,2001
mar,15900000,2002
mar,16170000,2003
mar,16440000,2004
mar,16710000,2005
mar,16980000,2006
mar,17260000,2007
mar,17540000,2008
mar,17820000,2009
mar,18110000,2010
mar,18410000,2011
moz,282900,1960
moz,300700,1961
moz,321800,1962
moz,343800,1963
moz,366700,1964
moz,390500,1965
moz,419200,1966
moz,449100,1967
moz,480300,1968
moz,512700,1969
moz,546400,1970
moz,615000,1971
moz,686400,1972
moz,761100,1973
moz,839900,1974
moz,923400,1975
moz,1045000,1976
moz,1173000,1977
moz,1308000,1978
moz,1448000,1979
moz,1592000,1980
moz,1722000,1981
moz,1854000,1982
moz,1987000,1983
moz,2114000,1984
moz,2233000,1985
moz,2358000,1986
moz,2471000,1987
moz,2581000,1988
moz,2706000,1989
moz,2858000,1990
moz,3068000,1991
moz,3314000,1992
moz,3591000,1993
moz,3883000,1994
moz,4178000,1995
moz,4398000,1996
moz,4616000,1997
moz,4834000,1998
moz,5059000,1999
moz,5296000,2000
moz,5473000,2001
moz,5656000,2002
moz,5845000,2003
moz,6037000,2004
moz,6231000,2005
moz,6428000,2006
moz,6627000,2007
moz,6828000,2008
moz,7033000,2009
moz,7241000,2010
moz,7470000,2011
mmr,4046000,1960
mmr,4190000,1961
mmr,4357000,1962
mmr,4528000,1963
mmr,4707000,1964
mmr,4893000,1965
mmr,5091000,1966
mmr,5298000,1967
mmr,5513000,1968
mmr,5738000,1969
mmr,5973000,1970
mmr,6179000,1971
mmr,6393000,1972
mmr,6614000,1973
mmr,6838000,1974
mmr,7065000,1975
mmr,7230000,1976
mmr,7393000,1977
mmr,7556000,1978
mmr,7717000,1979
mmr,7879000,1980
mmr,8044000,1981
mmr,8209000,1982
mmr,8373000,1983
mmr,8536000,1984
mmr,8700000,1985
mmr,8893000,1986
mmr,9087000,1987
mmr,9281000,1988
