geo,suicide_men_per_100000_people,time
aut,25.12,2000
aut,23.35,2001
aut,25.15,2002
aut,22.31,2003
aut,22.41,2004
aze,7.928,1981
aze,7.158,1982
aze,6.943,1985
aze,6.12,1986
aze,6.665,1987
aze,5.681,1988
aze,5.887,1989
aze,3.322,1990
aze,3.37,1991
aze,3.773,1992
aze,2.789,1993
aze,1.096,1994
aze,1.482,1995
aze,1.913,1996
aze,2.835,1997
aze,1.28,1998
aze,1.271,1999
aze,1.319,2000
aze,2.333,2004
bhs,5.236,2004
bhr,3.005,1985
bhr,3.166,1987
bhr,3.908,1988
bhr,2.682,1999
bhr,5.668,2000
bhr,4.348,2001
bhr,6.751,2004
bgd,14.81,2004
brb,5.563,2004
blr,43.05,1981
blr,46.56,1982
blr,39.41,1985
blr,29.2,1986
blr,30.94,1987
blr,29.9,1988
blr,36.13,1989
blr,33.63,1990
blr,34.95,1991
blr,39.1,1992
blr,46.87,1993
blr,51.3,1994
blr,53.61,1995
blr,58.48,1997
blr,59.41,1998
blr,56.92,1999
blr,58.48,2000
blr,55.03,2001
blr,54.27,2002
blr,56.44,2003
blr,57.22,2004
bel,17.55,1954
bel,17.0,1955
bel,17.72,1956
bel,17.96,1957
bel,18.54,1958
bel,16.28,1959
bel,18.67,1960
bel,18.88,1961
bel,17.22,1962
bel,17.01,1963
bel,17.72,1964
bel,18.43,1965
bel,17.82,1966
bel,18.6,1967
bel,18.88,1968
bel,18.77,1969
bel,19.36,1970
bel,19.16,1971
bel,18.91,1972
bel,18.43,1973
bel,19.23,1974
bel,18.67,1975
bel,19.74,1976
bel,22.42,1977
bel,24.59,1978
bel,25.15,1979
bel,25.44,1980
bel,26.31,1981
bel,26.75,1982
bel,26.91,1983
bel,28.83,1984
bel,27.59,1985
bel,26.66,1986
bel,27.84,1987
bel,24.33,1988
bel,23.77,1989
bel,22.99,1990
bel,22.47,1991
bel,23.03,1992
bel,27.4,1993
bel,27.13,1994
bel,27.09,1995
bel,0.0,1996
bel,0.0,1997
bel,25.35,1998
bel,23.39,1999
bel,24.1,2004
blz,16.92,2004
ben,7.956,2004
btn,18.22,2004
bol,2.97,2004
bih,16.33,1985
bih,18.28,1986
bih,17.02,1987
bih,15.56,1988
bih,16.46,1989
bih,17.08,1990
bih,19.39,1991
bih,18.32,2004
bwa,13.51,2004
bra,5.755,1982
bra,6.41,1983
bra,6.256,1984
bra,5.969,1985
bra,5.911,1986
bra,6.251,1987
bra,5.751,1988
bra,5.704,1989
bra,5.883,1990
bra,6.351,1991
bra,6.345,1992
bra,6.478,1993
bra,6.761,1994
bra,7.532,1995
bra,7.54,1996
bra,7.697,1997
bra,7.559,1998
bra,7.024,1999
bra,7.047,2000
bra,7.816,2001
bra,7.42,2002
bra,7.535,2003
bra,7.456,2004
brn,2.314,2004
bgr,12.43,1964
bgr,11.99,1965
bgr,13.81,1966
bgr,14.45,1967
bgr,12.92,1968
bgr,14.96,1969
bgr,15.69,1970
bgr,16.56,1971
bgr,15.01,1972
bgr,15.32,1973
bgr,16.6,1974
bgr,16.9,1975
bgr,18.27,1976
bgr,18.83,1977
bgr,17.52,1978
bgr,17.92,1979
bgr,17.07,1980
bgr,17.23,1981
bgr,19.6,1982
bgr,17.09,1983
bgr,21.47,1984
bgr,20.4,1985
bgr,19.66,1986
bgr,21.2,1987
bgr,20.14,1988
bgr,20.53,1989
bgr,18.28,1990
bgr,19.77,1991
bgr,22.54,1992
bgr,21.07,1993
bgr,21.08,1994
bgr,20.63,1995
bgr,22.68,1996
bgr,20.29,1997
bgr,21.73,1998
bgr,19.59,1999
bgr,20.47,2000
bgr,19.38,2001
bgr,19.96,2002
bgr,16.43,2003
bgr,15.23,2004
bfa,11.11,2004
bdi,23.39,2004
khm,6.976,2004
cmr,9.264,2004
can,12.51,1950
can,11.79,1951
can,11.81,1952
can,11.75,1953
can,11.76,1954
can,11.61,1955
can,12.82,1956
can,12.84,1957
can,13.11,1958
can,12.77,1959
can,13.38,1960
can,13.31,1961
can,12.56,1962
can,12.79,1963
can,13.86,1964
can,14.53,1965
can,14.29,1966
can,14.71,1967
can,15.73,1968
can,16.95,1969
can,17.57,1970
can,18.5,1971
can,18.37,1972
can,18.82,1973
can,19.32,1974
can,18.13,1975
can,18.59,1976
can,21.11,1977
can,22.05,1978
can,20.92,1979
can,20.72,1980
can,20.55,1981
can,21.65,1982
can,22.33,1983
can,20.37,1984
can,19.35,1985
can,21.54,1986
can,20.88,1987
can,20.14,1988
can,19.68,1989
can,19.16,1990
can,20.18,1991
can,19.45,1992
can,19.56,1993
can,19.14,1994
can,20.03,1995
can,19.53,1996
can,18.14,1997
can,18.04,1998
can,19.49,1999
can,16.73,2000
can,16.88,2001
can,16.43,2002
can,16.52,2003
can,15.45,2004
cpv,6.932,2004
caf,19.05,2004
tcd,11.48,2004
chl,10.15,1955
chl,15.55,1956
chl,16.06,1957
chl,13.86,1958
chl,11.89,1959
chl,15.53,1960
chl,14.98,1961
chl,13.58,1962
chl,8.366,1963
chl,5.998,1964
chl,3.9,1965
chl,13.75,1966
chl,4.737,1967
chl,17.61,1968
chl,14.13,1969
chl,12.58,1970
chl,12.44,1971
chl,11.66,1972
chl,10.66,1973
chl,11.86,1974
chl,14.5,1975
chl,11.09,1976
chl,12.7,1977
chl,10.74,1978
chl,11.63,1979
chl,9.522,1980
chl,11.19,1981
chl,11.66,1982
chl,11.23,1983
chl,12.29,1984
chl,11.35,1985
chl,10.16,1986
chl,10.47,1987
chl,10.52,1988
chl,10.99,1989
chl,11.0,1990
chl,11.1,1991
chl,9.235,1992
chl,10.3,1993
chl,11.12,1994
chl,12.47,1995
chl,11.98,1996
chl,11.49,1997
chl,13.05,1998
chl,12.83,1999
chl,17.54,2000
chl,18.8,2001
chl,17.88,2002
chl,18.17,2003
chl,18.63,2004
chn,15.98,2004
col,1.927,1953
col,3.258,1954
col,2.833,1955
col,2.222,1956
col,1.509,1957
col,4.607,1958
col,5.306,1959
col,5.658,1960
col,6.966,1961
col,8.855,1962
col,8.351,1963
col,8.531,1964
col,11.05,1965
col,10.16,1966
col,11.51,1967
col,8.165,1968
col,6.431,1969
col,7.24,1972
col,7.248,1974
col,6.701,1975
col,6.728,1976
col,5.989,1977
col,7.093,1984
col,6.763,1985
col,6.02,1986
col,5.36,1987
col,5.297,1988
col,4.64,1989
col,4.581,1990
col,5.343,1991
col,5.883,1992
col,5.964,1993
col,6.272,1994
col,5.593,1995
col,5.912,1996
col,5.709,1997
col,9.13,1998
col,9.395,1999
col,9.831,2000
col,9.95,2001
col,9.257,2002
col,8.891,2004
com,6.184,2004
cod,22.84,2004
cog,13.15,2004
cok,5.351,2004
cri,5.528,1962
cri,8.564,1963
cri,7.331,1964
cri,6.127,1965
cri,8.634,1966
cri,8.685,1967
cri,7.344,1968
cri,8.363,1969
cri,6.113,1970
cri,8.017,1971
cri,7.38,1972
cri,6.337,1973
cri,8.986,1974
cri,9.019,1975
cri,13.07,1976
cri,8.485,1977
cri,8.335,1978
cri,7.694,1979
