geo,infant_mortality_rate_per_1000_births,time
dnk,153.0,1847
dnk,145.0,1848
dnk,145.0,1849
dnk,127.0,1850
dnk,135.0,1851
dnk,137.0,1852
dnk,153.0,1853
dnk,121.0,1854
dnk,126.0,1855
dnk,122.0,1856
dnk,148.0,1857
dnk,142.0,1858
dnk,133.0,1859
dnk,136.0,1860
dnk,126.0,1861
dnk,131.0,1862
dnk,125.0,1863
dnk,155.0,1864
dnk,145.0,1865
dnk,126.0,1866
dnk,134.0,1867
dnk,145.0,1868
dnk,125.0,1869
dnk,131.0,1870
dnk,129.0,1871
dnk,131.0,1872
dnk,126.0,1873
dnk,145.0,1874
dnk,154.0,1875
dnk,144.0,1876
dnk,130.0,1877
dnk,138.0,1878
dnk,131.0,1879
dnk,151.0,1880
dnk,121.0,1881
dnk,151.0,1882
dnk,138.0,1883
dnk,137.0,1884
dnk,128.0,1885
dnk,136.0,1886
dnk,131.0,1887
dnk,139.0,1888
dnk,141.0,1889
dnk,133.0,1890
dnk,134.0,1891
dnk,140.0,1892
dnk,149.0,1893
dnk,134.0,1894
dnk,137.0,1895
dnk,126.0,1896
dnk,129.0,1897
dnk,123.0,1898
dnk,154.0,1899
dnk,128.0,1900
dnk,136.0,1901
dnk,114.0,1902
dnk,114.0,1903
dnk,113.0,1904
dnk,120.0,1905
dnk,111.0,1906
dnk,108.0,1907
dnk,124.0,1908
dnk,99.0,1909
dnk,101.0,1910
dnk,105.0,1911
dnk,94.0,1912
dnk,92.0,1913
dnk,99.0,1914
dnk,93.0,1915
dnk,101.0,1916
dnk,99.0,1917
dnk,76.0,1918
dnk,91.0,1919
dnk,91.0,1920
dnk,77.0,1921
dnk,82.0,1922
dnk,85.0,1923
dnk,84.0,1924
dnk,80.0,1925
dnk,84.0,1926
dnk,84.0,1927
dnk,81.0,1928
dnk,83.0,1929
dnk,82.0,1930
dnk,81.0,1931
dnk,72.0,1932
dnk,68.0,1933
dnk,64.0,1934
dnk,71.0,1935
dnk,67.0,1936
dnk,66.0,1937
dnk,59.0,1938
dnk,58.0,1939
dnk,50.0,1940
dnk,55.0,1941
dnk,47.0,1942
dnk,45.0,1943
dnk,48.0,1944
dnk,48.0,1945
dnk,46.0,1946
dnk,40.0,1947
dnk,35.0,1948
dnk,34.0,1949
dnk,29.2,1950
dnk,28.6,1951
dnk,27.9,1952
dnk,27.0,1953
dnk,26.1,1954
dnk,25.0,1955
dnk,24.0,1956
dnk,23.1,1957
dnk,22.3,1958
dnk,21.7,1959
dnk,21.3,1960
dnk,20.8,1961
dnk,20.2,1962
dnk,19.5,1963
dnk,18.7,1964
dnk,17.8,1965
dnk,17.0,1966
dnk,16.1,1967
dnk,15.2,1968
dnk,14.6,1969
dnk,13.9,1970
dnk,13.3,1971
dnk,12.5,1972
dnk,11.6,1973
dnk,10.9,1974
dnk,10.3,1975
dnk,9.7,1976
dnk,9.2,1977
dnk,8.8,1978
dnk,8.6,1979
dnk,8.3,1980
dnk,8.0,1981
dnk,8.0,1982
dnk,8.0,1983
dnk,8.0,1984
dnk,8.0,1985
dnk,8.0,1986
dnk,8.0,1987
dnk,7.9,1988
dnk,7.7,1989
dnk,7.3,1990
dnk,6.9,1991
dnk,6.5,1992
dnk,6.1,1993
dnk,5.7,1994
dnk,5.4,1995
dnk,5.1,1996
dnk,5.0,1997
dnk,4.8,1998
dnk,4.7,1999
dnk,4.6,2000
dnk,4.5,2001
dnk,4.5,2002
dnk,4.4,2003
dnk,4.2,2004
dnk,4.1,2005
dnk,3.9,2006
dnk,3.7,2007
dnk,3.6,2008
dnk,3.5,2009
dnk,3.3,2010
dnk,3.2,2011
dnk,3.2,2012
dnk,3.1,2013
dnk,3.0,2014
dnk,2.9,2015
dji,131.0,1976
dji,127.6,1977
dji,124.3,1978
dji,121.1,1979
dji,118.1,1980
dji,115.2,1981
dji,112.2,1982
dji,109.4,1983
dji,106.5,1984
dji,103.8,1985
dji,101.2,1986
dji,98.9,1987
dji,96.6,1988
dji,94.5,1989
dji,92.7,1990
dji,91.0,1991
dji,89.6,1992
dji,88.3,1993
dji,87.2,1994
dji,86.2,1995
dji,85.1,1996
dji,83.9,1997
dji,82.6,1998
dji,81.2,1999
dji,79.7,2000
dji,78.1,2001
dji,76.4,2002
dji,74.6,2003
dji,72.9,2004
dji,71.1,2005
dji,69.4,2006
dji,67.5,2007
dji,65.7,2008
dji,63.9,2009
dji,62.2,2010
dji,60.5,2011
dji,58.9,2012
dji,57.4,2013
dji,55.8,2014
dji,54.2,2015
dma,85.3,1960
dma,79.2,1961
dma,73.6,1962
dma,68.7,1963
dma,64.2,1964
dma,60.4,1965
dma,57.0,1966
dma,53.9,1967
dma,51.1,1968
dma,48.1,1969
dma,44.7,1970
dma,41.0,1971
dma,37.0,1972
dma,32.9,1973
dma,29.0,1974
dma,25.5,1975
dma,22.4,1976
dma,19.9,1977
dma,17.9,1978
dma,16.4,1979
dma,15.3,1980
dma,14.5,1981
dma,14.1,1982
dma,13.8,1983
dma,13.7,1984
dma,13.7,1985
dma,13.8,1986
dma,13.9,1987
dma,14.0,1988
dma,14.1,1989
dma,14.2,1990
dma,14.3,1991
dma,14.3,1992
dma,14.3,1993
dma,14.2,1994
dma,14.1,1995
dma,14.0,1996
dma,13.8,1997
dma,13.7,1998
dma,13.5,1999
dma,13.4,2000
dma,13.4,2001
dma,13.4,2002
dma,13.4,2003
dma,13.7,2004
dma,14.0,2005
dma,14.4,2006
dma,14.9,2007
dma,15.5,2008
dma,16.3,2009
dma,17.2,2010
dma,17.9,2011
dma,18.7,2012
dma,19.3,2013
dma,19.5,2014
dma,19.6,2015
dom,107.2,1950
dom,106.9,1951
dom,106.6,1952
dom,106.3,1953
dom,106.0,1954
dom,105.6,1955
dom,105.1,1956
dom,104.5,1957
dom,103.9,1958
dom,103.1,1959
dom,102.1,1960
dom,101.0,1961
dom,99.6,1962
dom,98.1,1963
dom,96.4,1964
dom,94.6,1965
dom,92.8,1966
dom,91.1,1967
dom,89.3,1968
dom,87.5,1969
dom,85.7,1970
dom,83.7,1971
dom,81.6,1972
dom,79.4,1973
dom,77.2,1974
dom,74.9,1975
dom,72.6,1976
dom,70.3,1977
dom,68.2,1978
dom,66.1,1979
dom,64.0,1980
dom,62.0,1981
dom,60.0,1982
dom,58.2,1983
dom,56.4,1984
dom,54.6,1985
dom,52.9,1986
dom,51.3,1987
dom,49.6,1988
dom,48.1,1989
dom,46.5,1990
dom,44.9,1991
dom,43.3,1992
dom,41.8,1993
dom,40.3,1994
dom,38.9,1995
dom,37.6,1996
dom,36.4,1997
dom,35.2,1998
dom,34.2,1999
dom,33.3,2000
dom,32.5,2001
dom,31.8,2002
dom,31.2,2003
dom,30.6,2004
dom,30.1,2005
dom,29.6,2006
dom,29.1,2007
dom,28.7,2008
dom,28.3,2009
dom,27.9,2010
dom,27.5,2011
dom,27.1,2012
dom,26.7,2013
dom,26.2,2014
dom,25.7,2015
deu_east,131.0,1946
deu_east,114.0,1947
deu_east,89.0,1948
deu_east,78.0,1949
deu_east,72.0,1950
deu_east,64.0,1951
deu_east,59.0,1952
deu_east,54.0,1953
deu_east,50.0,1954
deu_east,49.0,1955
deu_east,47.0,1956
deu_east,46.0,1957
deu_east,44.0,1958
deu_east,41.0,1959
deu_east,39.0,1960
deu_east,34.0,1961
deu_east,32.0,1962
deu_east,31.0,1963
deu_east,29.0,1964
deu_east,25.0,1965
deu_east,23.0,1966
deu_east,21.0,1967
deu_east,20.0,1968
deu_east,20.0,1969
deu_east,19.0,1970
deu_east,18.0,1971
deu_east,18.0,1972
deu_east,16.0,1973
deu_east,16.0,1974
deu_east,16.0,1975
deu_east,14.0,1976
deu_east,13.0,1977
deu_east,13.0,1978
deu_east,13.0,1979
deu_east,12.0,1980
deu_east,12.0,1981
deu_east,11.0,1982
deu_east,11.0,1983
deu_east,10.0,1984
deu_east,10.0,1985
deu_east,9.0,1986
deu_east,9.0,1987
deu_east,8.0,1988
deu_east,8.0,1989
ecu,143.8,1953
ecu,140.2,1954
ecu,139.3,1955
ecu,135.5,1956
ecu,131.8,1957
ecu,128.2,1958
ecu,124.7,1959
ecu,121.4,1960
ecu,118.2,1961
ecu,115.3,1962
ecu,112.3,1963
ecu,109.6,1964
ecu,107.0,1965
ecu,104.6,1966
ecu,102.4,1967
ecu,100.3,1968
ecu,98.2,1969
ecu,96.0,1970
ecu,93.7,1971
ecu,91.2,1972
ecu,88.4,1973
ecu,85.5,1974
ecu,82.5,1975
ecu,79.5,1976
ecu,76.5,1977
ecu,73.6,1978
ecu,70.9,1979
ecu,68.1,1980
ecu,65.3,1981
ecu,62.5,1982
ecu,59.7,1983
ecu,57.1,1984
ecu,54.6,1985
ecu,52.3,1986
ecu,50.1,1987
ecu,48.1,1988
ecu,46.1,1989
ecu,44.2,1990
ecu,42.3,1991
ecu,40.5,1992
ecu,38.7,1993
ecu,36.9,1994
ecu,35.2,1995
ecu,33.6,1996
ecu,32.1,1997
ecu,30.7,1998
ecu,29.5,1999
ecu,28.4,2000
ecu,27.4,2001
ecu,26.5,2002
ecu,25.7,2003
ecu,25.0,2004
ecu,24.3,2005
ecu,23.7,2006
ecu,23.1,2007
ecu,22.5,2008
ecu,21.9,2009
ecu,21.3,2010
ecu,20.7,2011
ecu,20.1,2012
ecu,19.5,2013
ecu,19.0,2014
ecu,18.4,2015
egy,238.3,1954
egy,243.4,1955
egy,236.5,1956
egy,229.7,1957
egy,222.9,1958
egy,216.2,1959
egy,209.6,1960
egy,202.7,1961
egy,195.9,1962
egy,189.4,1963
egy,183.4,1964
egy,178.1,1965
egy,173.6,1966
egy,169.9,1967
egy,166.9,1968
egy,164.3,1969
egy,162.0,1970
egy,159.6,1971
egy,156.8,1972
egy,153.2,1973
egy,148.8,1974
egy,143.7,1975
egy,138.0,1976
egy,132.1,1977
egy,126.0,1978
egy,120.0,1979
egy,114.3,1980
egy,108.5,1981
egy,102.6,1982
egy,96.3,1983
egy,90.0,1984
egy,83.9,1985
egy,78.4,1986
egy,73.5,1987
egy,69.4,1988
egy,66.0,1989
egy,63.0,1990
egy,60.3,1991
egy,57.6,1992
egy,55.0,1993
egy,52.2,1994
egy,49.4,1995
egy,46.6,1996
egy,44.0,1997
egy,41.4,1998
egy,39.1,1999
egy,37.0,2000
egy,35.1,2001
egy,33.4,2002
egy,31.9,2003
egy,30.5,2004
egy,29.2,2005
egy,28.1,2006
egy,27.1,2007
egy,26.1,2008
egy,25.1,2009
egy,24.3,2010
egy,23.4,2011
egy,22.6,2012
egy,21.8,2013
egy,21.0,2014
egy,20.3,2015
slv,139.6,1955
slv,136.9,1956
slv,134.1,1957
slv,131.4,1958
slv,128.8,1959
slv,126.2,1960
slv,123.9,1961
slv,121.6,1962
slv,119.4,1963
slv,117.4,1964
slv,115.5,1965
slv,113.6,1966
slv,111.8,1967
slv,110.1,1968
slv,108.4,1969
slv,106.7,1970
slv,104.9,1971
slv,102.9,1972
slv,100.8,1973
slv,98.4,1974
slv,95.6,1975
slv,92.7,1976
slv,89.6,1977
slv,86.2,1978
slv,82.6,1979
slv,78.8,1980
slv,74.8,1981
slv,70.8,1982
slv,66.9,1983
slv,63.1,1984
slv,59.5,1985
slv,56.2,1986
slv,53.3,1987
slv,50.6,1988
slv,48.2,1989
slv,45.9,1990
slv,43.8,1991
slv,41.7,1992
slv,39.7,1993
slv,37.6,1994
slv,35.6,1995
slv,33.7,1996
slv,31.8,1997
slv,30.0,1998
slv,28.4,1999
slv,26.8,2000
slv,25.5,2001
slv,24.2,2002
slv,23.1,2003
slv,22.0,2004
slv,20.9,2005
slv,20.0,2006
slv,19.2,2007
slv,18.4,2008
slv,17.7,2009
slv,17.1,2010
slv,16.5,2011
slv,16.0,2012
slv,15.4,2013
slv,14.9,2014
slv,14.4,2015
gnq,145.1,1982
gnq,145.4,1983
gnq,142.7,1984
gnq,140.1,1985
gnq,137.7,1986
gnq,135.3,1987
gnq,132.9,1988
gnq,130.4,1989
gnq,127.9,1990
gnq,125.5,1991
gnq,123.1,1992
gnq,120.8,1993
gnq,118.5,1994
gnq,116.5,1995
gnq,114.3,1996
gnq,112.1,1997
gnq,109.7,1998
gnq,107.3,1999
gnq,104.8,2000
gnq,102.3,2001
gnq,99.7,2002
gnq,97.1,2003
gnq,94.4,2004
gnq,91.7,2005
gnq,89.0,2006
gnq,86.3,2007
gnq,83.7,2008
gnq,81.2,2009
gnq,78.9,2010
gnq,76.6,2011
gnq,74.3,2012
gnq,72.2,2013
gnq,70.3,2014
gnq,68.2,2015
eri,128.7,1969
eri,127.3,1970
eri,126.2,1971
eri,124.8,1972
eri,123.9,1973
eri,126.3,1974
eri,123.9,1975
eri,121.6,1976
eri,119.5,1977
eri,117.5,1978
eri,115.8,1979
eri,114.2,1980
eri,112.7,1981
eri,111.1,1982
eri,109.5,1983
eri,107.8,1984
eri,106.0,1985
eri,103.9,1986
eri,101.6,1987
eri,99.1,1988
eri,96.2,1989
eri,93.0,1990
eri,89.5,1991
eri,85.8,1992
eri,81.9,1993
eri,78.0,1994
eri,74.2,1995
eri,70.6,1996
eri,67.2,1997
eri,64.1,1998
eri,61.1,1999
eri,58.3,2000
eri,55.8,2001
eri,53.4,2002
eri,51.2,2003
eri,49.2,2004
eri,47.2,2005
eri,45.4,2006
eri,43.7,2007
eri,42.1,2008
eri,40.7,2009
eri,39.4,2010
eri,38.2,2011
eri,37.0,2012
eri,36.0,2013
eri,35.0,2014
eri,34.1,2015
est,40.0,1960
est,21.0,1970
est,22.4,1980
est,21.6,1981
est,20.9,1982
est,20.2,1983
est,19.6,1984
est,19.0,1985
est,18.5,1986
est,18.0,1987
est,17.6,1988
est,17.1,1989
est,16.5,1990
est,15.9,1991
est,15.2,1992
est,14.5,1993
est,13.6,1994
est,12.8,1995
est,12.0,1996
est,11.1,1997
est,10.3,1998
est,9.6,1999
est,8.8,2000
est,8.2,2001
est,7.5,2002
est,6.9,2003
est,6.3,2004
est,5.8,2005
est,5.3,2006
est,4.8,2007
est,4.4,2008
est,4.0,2009
est,3.6,2010
est,3.2,2011
est,2.9,2012
est,2.7,2013
est,2.5,2014
est,2.3,2015
eth,162.0,1960
eth,143.1,1966
eth,142.7,1967
eth,142.4,1968
eth,142.5,1969
eth,142.5,1970
eth,142.5,1971
eth,142.5,1972
eth,142.4,1973
eth,142.4,1974
eth,142.7,1975
eth,143.1,1976
eth,143.4,1977
eth,143.7,1978
eth,143.5,1979
eth,142.8,1980
eth,141.4,1981
eth,139.5,1982
eth,137.1,1983
eth,134.5,1984
eth,132.0,1985
eth,129.7,1986
eth,127.6,1987
eth,125.7,1988
eth,123.7,1989
eth,121.6,1990
eth,119.2,1991
eth,116.4,1992
eth,113.1,1993
eth,109.4,1994
eth,105.6,1995
eth,102.1,1996
eth,98.7,1997
eth,95.6,1998
eth,92.6,1999
eth,89.5,2000
eth,86.2,2001
eth,82.5,2002
eth,78.4,2003
eth,74.1,2004
eth,69.6,2005
eth,65.3,2006
eth,61.0,2007
eth,57.1,2008
eth,53.6,2009
eth,50.8,2010
eth,48.3,2011
eth,46.2,2012
eth,44.5,2013
eth,42.9,2014
eth,41.4,2015
fji,94.6,1950
fji,88.4,1951
fji,82.7,1952
fji,77.5,1953
fji,72.8,1954
fji,68.6,1955
fji,65.0,1956
fji,61.6,1957
fji,58.7,1958
fji,56.2,1959
fji,54.0,1960
fji,52.1,1961
fji,50.3,1962
fji,48.8,1963
fji,47.5,1964
fji,46.3,1965
fji,45.3,1966
fji,44.5,1967
fji,43.9,1968
fji,43.5,1969
fji,43.1,1970
fji,42.9,1971
fji,42.7,1972
fji,42.4,1973
fji,42.0,1974
fji,41.4,1975
fji,40.6,1976
fji,39.5,1977
fji,38.2,1978
fji,36.8,1979
fji,35.3,1980
fji,33.8,1981
fji,32.4,1982
fji,31.2,1983
fji,30.1,1984
fji,29.1,1985
fji,28.2,1986
fji,27.3,1987
fji,26.4,1988
fji,25.6,1989
fji,24.8,1990
fji,24.1,1991
fji,23.5,1992
fji,22.9,1993
fji,22.4,1994
fji,22.1,1995
fji,21.8,1996
fji,21.5,1997
fji,21.2,1998
fji,21.0,1999
fji,20.8,2000
fji,20.5,2001
fji,20.3,2002
fji,20.1,2003
fji,20.1,2004
fji,20.1,2005
fji,20.2,2006
fji,20.3,2007
fji,20.3,2008
fji,20.3,2009
fji,20.3,2010
fji,20.1,2011
fji,20.0,2012
fji,19.7,2013
fji,19.4,2014
fji,19.1,2015
fin,218.0,1866
fin,223.0,1867
fin,392.0,1868
fin,141.0,1869
fin,137.0,1870
fin,141.0,1871
fin,173.0,1872
fin,184.0,1873
fin,181.0,1874
fin,171.0,1875
fin,163.0,1876
fin,161.0,1877
fin,190.0,1878
fin,138.0,1879
fin,167.0,1880
fin,186.0,1881
fin,164.0,1882
fin,149.0,1883
fin,148.0,1884
fin,162.0,1885
fin,157.0,1886
fin,132.0,1887
fin,144.0,1888
fin,142.0,1889
fin,142.0,1890
fin,145.0,1891
fin,169.0,1892
fin,143.0,1893
fin,140.0,1894
fin,129.0,1895
fin,143.0,1896
fin,133.0,1897
fin,128.0,1898
fin,137.0,1899
fin,153.0,1900
fin,145.0,1901
fin,129.0,1902
fin,127.0,1903
fin,120.0,1904
fin,135.0,1905
fin,119.0,1906
fin,112.0,1907
fin,125.0,1908
fin,111.0,1909
fin,118.0,1910
fin,114.0,1911
fin,109.0,1912
fin,113.0,1913
fin,104.0,1914
fin,115.0,1915
fin,110.0,1916
fin,118.0,1917
fin,116.0,1918
fin,134.0,1919
fin,96.0,1920
fin,95.0,1921
fin,99.0,1922
fin,92.0,1923
fin,107.0,1924
fin,85.0,1925
fin,86.0,1926
fin,97.0,1927
fin,84.0,1928
fin,98.0,1929
fin,75.0,1930
fin,75.0,1931
fin,71.0,1932
fin,76.0,1933
fin,73.0,1934
fin,67.0,1935
fin,66.0,1936
fin,69.0,1937
fin,68.0,1938
fin,70.0,1939
fin,88.0,1940
fin,59.0,1941
fin,67.0,1942
fin,50.0,1943
fin,69.0,1944
fin,63.0,1945
fin,56.0,1946
fin,59.0,1947
fin,52.0,1948
fin,48.0,1949
fin,44.0,1950
fin,34.2,1951
fin,33.0,1952
fin,31.7,1953
fin,30.4,1954
fin,29.1,1955
fin,27.8,1956
fin,26.4,1957
fin,24.8,1958
fin,23.4,1959
fin,21.9,1960
fin,20.6,1961
fin,19.5,1962
fin,18.4,1963
fin,17.4,1964
fin,16.6,1965
fin,15.8,1966
fin,15.1,1967
fin,14.4,1968
fin,13.9,1969
fin,13.2,1970
fin,12.6,1971
fin,12.0,1972
fin,11.3,1973
fin,10.8,1974
fin,10.0,1975
fin,9.4,1976
fin,8.7,1977
fin,8.1,1978
fin,7.6,1979
fin,7.2,1980
fin,6.7,1981
fin,6.5,1982
fin,6.3,1983
fin,6.1,1984
fin,6.0,1985
fin,6.0,1986
fin,5.9,1987
fin,5.8,1988
fin,5.7,1989
fin,5.5,1990
fin,5.3,1991
fin,5.0,1992
fin,4.8,1993
fin,4.5,1994
fin,4.3,1995
fin,4.0,1996
fin,3.9,1997
fin,3.8,1998
fin,3.6,1999
fin,3.5,2000
fin,3.4,2001
fin,3.4,2002
fin,3.3,2003
fin,3.2,2004
fin,3.1,2005
fin,2.9,2006
fin,2.9,2007
fin,2.7,2008
fin,2.6,2009
fin,2.5,2010
fin,2.4,2011
fin,2.2,2012
fin,2.1,2013
fin,2.0,2014
fin,1.9,2015
fra,182.0,1830
fra,175.0,1831
fra,182.0,1832
fra,175.0,1833
fra,209.0,1834
fra,175.0,1835
fra,168.0,1836
fra,169.0,1837
fra,170.0,1838
fra,160.0,1839
fra,162.0,1840
fra,158.0,1841
fra,167.0,1842
fra,157.0,1843
fra,154.0,1844
fra,144.0,1845
fra,171.0,1846
fra,159.0,1847
fra,160.0,1848
fra,173.0,1849
fra,146.0,1850
fra,163.0,1851
fra,162.0,1852
fra,149.0,1853
fra,179.0,1854
fra,175.0,1855
fra,170.0,1856
fra,185.0,1857
fra,177.0,1858
fra,215.0,1859
fra,150.0,1860
fra,190.0,1861
fra,163.0,1862
fra,180.0,1863
fra,173.0,1864
fra,191.0,1865
fra,162.0,1866
fra,171.0,1867
fra,191.0,1868
fra,177.0,1869
fra,201.0,1870
fra,228.0,1871
fra,159.0,1872
fra,178.0,1873
fra,159.0,1874
fra,170.0,1875
fra,166.0,1876
fra,157.0,1877
fra,169.0,1878
fra,158.0,1879
fra,179.0,1880
fra,166.0,1881
fra,165.0,1882
fra,165.0,1883
fra,177.0,1884
fra,161.0,1885
fra,173.0,1886
fra,160.0,1887
fra,164.0,1888
fra,155.0,1889
fra,174.0,1890
fra,162.0,1891
fra,181.0,1892
fra,174.0,1893
fra,157.0,1894
fra,177.0,1895
fra,149.0,1896
fra,152.0,1897
fra,168.0,1898
fra,163.0,1899
fra,160.0,1900
fra,143.0,1901
fra,135.0,1902
fra,136.0,1903
fra,144.0,1904
fra,135.0,1905
fra,144.0,1906
fra,130.0,1907
fra,128.0,1908
fra,117.0,1909
fra,111.0,1910
fra,155.0,1911
fra,105.0,1912
fra,112.0,1913
fra,111.0,1914
fra,123.0,1915
fra,117.0,1916
fra,129.0,1917
fra,146.0,1918
fra,125.0,1919
fra,123.0,1920
fra,121.0,1921
fra,90.0,1922
fra,102.0,1923
fra,90.0,1924
fra,95.0,1925
fra,102.0,1926
fra,88.0,1927
fra,97.0,1928
fra,100.0,1929
fra,84.0,1930
fra,80.0,1931
fra,82.0,1932
fra,78.0,1933
fra,74.0,1934
fra,72.0,1935
fra,72.0,1936
fra,70.0,1937
fra,70.0,1938
fra,68.0,1939
fra,91.0,1940
fra,75.0,1941
fra,77.0,1942
fra,81.0,1943
fra,82.0,1944
fra,114.0,1945
fra,78.0,1946
fra,71.0,1947
fra,56.0,1948
fra,60.0,1949
fra,47.6,1950
fra,44.5,1951
fra,41.4,1952
fra,38.5,1953
fra,35.9,1954
fra,33.4,1955
fra,31.1,1956
fra,28.9,1957
fra,26.9,1958
fra,25.2,1959
fra,23.7,1960
fra,22.4,1961
fra,21.3,1962
fra,20.3,1963
fra,19.4,1964
fra,18.5,1965
fra,17.7,1966
fra,17.1,1967
fra,16.5,1968
fra,15.8,1969
fra,15.1,1970
fra,14.4,1971
fra,13.7,1972
fra,13.1,1973
fra,12.7,1974
fra,12.4,1975
fra,12.0,1976
fra,11.5,1977
fra,11.0,1978
fra,10.6,1979
fra,10.2,1980
fra,9.8,1981
fra,9.5,1982
fra,9.1,1983
fra,8.8,1984
fra,8.5,1985
fra,8.2,1986
fra,8.1,1987
fra,7.9,1988
fra,7.7,1989
fra,7.4,1990
fra,7.1,1991
fra,6.7,1992
fra,6.3,1993
fra,5.8,1994
fra,5.3,1995
fra,5.0,1996
fra,4.8,1997
fra,4.6,1998
fra,4.5,1999
fra,4.4,2000
fra,4.4,2001
fra,4.2,2002
fra,4.0,2003
fra,3.9,2004
fra,3.8,2005
fra,3.7,2006
fra,3.6,2007
fra,3.5,2008
fra,3.5,2009
fra,3.5,2010
fra,3.5,2011
fra,3.5,2012
fra,3.6,2013
fra,3.6,2014
fra,3.5,2015
gab,79.0,1978
gab,76.6,1979
gab,74.2,1980
gab,71.9,1981
gab,69.8,1982
gab,67.9,1983
gab,66.2,1984
gab,64.7,1985
gab,63.5,1986
gab,62.5,1987
gab,61.7,1988
gab,61.1,1989
gab,60.5,1990
gab,60.0,1991
gab,59.6,1992
gab,59.1,1993
gab,58.6,1994
gab,58.2,1995
gab,57.8,1996
gab,57.3,1997
gab,56.8,1998
gab,56.3,1999
gab,55.6,2000
gab,54.7,2001
gab,53.7,2002
gab,52.6,2003
gab,51.4,2004
gab,50.2,2005
gab,49.0,2006
gab,47.4,2007
gab,45.7,2008
gab,44.2,2009
gab,42.8,2010
gab,41.3,2011
gab,39.7,2012
gab,38.0,2013
gab,37.0,2014
gab,36.1,2015
gmb,158.6,1956
gmb,156.0,1957
gmb,153.4,1958
gmb,150.8,1959
gmb,148.4,1960
gmb,146.1,1961
gmb,143.8,1962
gmb,141.5,1963
gmb,139.3,1964
gmb,137.1,1965
gmb,134.9,1966
gmb,132.6,1967
gmb,130.5,1968
gmb,128.3,1969
gmb,126.0,1970
gmb,123.8,1971
gmb,121.5,1972
gmb,119.1,1973
gmb,116.7,1974
gmb,114.4,1975
gmb,112.1,1976
gmb,109.8,1977
gmb,107.6,1978
gmb,105.4,1979
gmb,103.2,1980
gmb,100.9,1981
gmb,98.6,1982
gmb,96.2,1983
gmb,93.7,1984
gmb,91.3,1985
gmb,88.9,1986
gmb,86.5,1987
gmb,84.3,1988
gmb,82.1,1989
gmb,80.0,1990
gmb,78.0,1991
gmb,76.1,1992
gmb,74.3,1993
gmb,72.6,1994
gmb,70.9,1995
gmb,69.3,1996
gmb,67.7,1997
gmb,66.2,1998
gmb,64.8,1999
gmb,63.3,2000
gmb,62.0,2001
gmb,60.6,2002
gmb,59.3,2003
gmb,58.0,2004
gmb,56.8,2005
gmb,55.6,2006
gmb,54.5,2007
gmb,53.6,2008
gmb,52.6,2009
gmb,51.7,2010
gmb,50.9,2011
gmb,50.1,2012
gmb,49.4,2013
gmb,48.6,2014
gmb,47.9,2015
geo,56.6,1975
geo,55.0,1976
geo,53.5,1977
geo,52.0,1978
geo,50.5,1979
geo,49.0,1980
geo,47.6,1981
geo,46.3,1982
geo,45.1,1983
geo,44.1,1984
geo,43.2,1985
geo,42.5,1986
geo,41.9,1987
geo,41.5,1988
geo,41.1,1989
geo,40.8,1990
geo,40.4,1991
geo,40.0,1992
geo,39.5,1993
geo,38.9,1994
geo,38.1,1995
geo,37.1,1996
geo,35.9,1997
geo,34.5,1998
geo,32.9,1999
geo,31.2,2000
geo,29.3,2001
geo,27.4,2002
geo,25.5,2003
geo,23.6,2004
geo,21.9,2005
geo,20.2,2006
geo,18.6,2007
geo,17.2,2008
geo,16.0,2009
geo,14.9,2010
geo,13.8,2011
geo,12.8,2012
geo,12.0,2013
geo,11.3,2014
geo,10.6,2015
deu,292.0,1836
deu,302.0,1837
deu,297.0,1838
deu,285.0,1839
deu,299.0,1840
deu,300.0,1841
deu,318.0,1842
deu,287.0,1843
deu,287.0,1844
deu,289.0,1845
deu,318.0,1846
deu,286.0,1847
deu,312.0,1848
deu,285.0,1849
deu,297.0,1850
deu,287.0,1851
deu,298.0,1852
deu,285.0,1853
deu,291.0,1854
deu,285.0,1855
deu,253.0,1856
deu,307.0,1857
deu,289.0,1858
deu,324.0,1859
deu,260.0,1860
deu,298.0,1863
deu,297.0,1864
deu,332.0,1865
deu,301.0,1866
deu,312.0,1867
deu,307.0,1868
deu,293.0,1869
deu,298.0,1870
deu,330.0,1871
deu,301.0,1872
deu,307.0,1873
deu,297.0,1874
deu,242.0,1875
deu,228.0,1876
deu,225.0,1877
deu,226.0,1878
deu,218.0,1879
deu,240.0,1880
deu,224.0,1881
deu,228.0,1882
deu,232.0,1883
deu,235.0,1884
deu,226.0,1885
deu,235.0,1886
deu,217.0,1887
deu,218.0,1888
deu,226.0,1889
deu,226.0,1890
deu,219.0,1891
deu,230.0,1892
deu,224.0,1893
deu,219.0,1894
deu,230.0,1895
deu,208.0,1896
deu,222.0,1897
deu,210.0,1898
deu,216.0,1899
deu,229.0,1900
deu,207.0,1901
deu,183.0,1902
deu,204.0,1903
deu,196.0,1904
deu,205.0,1905
deu,185.0,1906
deu,176.0,1907
deu,178.0,1908
deu,170.0,1909
deu,162.0,1910
deu,192.0,1911
deu,147.0,1912
deu,151.0,1913
deu,164.0,1914
deu,148.0,1915
deu,140.0,1916
deu,149.0,1917
deu,158.0,1918
deu,145.0,1919
deu,131.0,1920
deu,134.0,1921
deu,130.0,1922
deu,131.0,1923
deu,108.0,1924
deu,105.0,1925
