murdered_15_29_per_100000_people,geo,time
2.007,mus,1966
1.819,mus,1967
7.416,mus,1968
1.509,mus,1969
2.973,mus,1970
4.689,mus,1971
1.439,mus,1972
0.5523,mus,1973
4.558,mus,1974
2.087,mus,1975
0.8226,mus,1976
1.058,mus,1977
0.4005,mus,1978
3.959,mus,1979
1.719,mus,1980
1.077,mus,1981
0.6502,mus,1982
1.973,mus,1983
1.362,mus,1984
0.6807,mus,1985
0.3403,mus,1986
2.578,mus,1987
1.725,mus,1988
1.919,mus,1989
1.311,mus,1990
2.994,mus,1991
4.511,mus,1992
1.773,mus,1993
0.6446,mus,1994
1.683,mus,1995
2.399,mus,1996
2.057,mus,1997
1.355,mus,1998
1.324,mus,1999
2.43,mus,2000
2.039,mus,2001
2.675,mus,2002
2.588,mus,2003
2.656,mus,2004
3.305,mus,2005
1.887,mus,2006
4.666,mus,2007
3.846,mus,2008
55.51,mex,1955
52.77,mex,1956
50.82,mex,1957
49.27,mex,1958
52.27,mex,1959
48.52,mex,1960
46.53,mex,1961
44.6,mex,1962
36.08,mex,1963
36.47,mex,1964
32.3,mex,1965
30.71,mex,1966
30.58,mex,1967
31.12,mex,1968
16.27,mex,1969
27.87,mex,1970
24.99,mex,1971
22.97,mex,1972
21.11,mex,1973
34.82,mex,1974
26.44,mex,1975
24.39,mex,1976
28.95,mex,1977
25.89,mex,1978
26.6,mex,1979
26.43,mex,1980
27.33,mex,1981
28.02,mex,1982
27.05,mex,1983
24.85,mex,1984
27.99,mex,1985
30.27,mex,1986
29.8,mex,1987
27.55,mex,1988
26.85,mex,1989
23.85,mex,1990
25.26,mex,1991
28.61,mex,1992
26.89,mex,1993
25.73,mex,1994
24.84,mex,1995
22.83,mex,1996
20.56,mex,1997
19.67,mex,1998
16.51,mex,1999
14.27,mex,2000
13.77,mex,2001
13.16,mex,2002
12.81,mex,2003
11.88,mex,2004
12.8,mex,2005
13.06,mex,2006
10.47,mex,2007
6.688,mda,1981
6.54,mda,1982
6.459,mda,1985
4.755,mda,1986
4.769,mda,1987
6.455,mda,1988
9.401,mda,1989
10.4,mda,1990
7.832,mda,1991
17.39,mda,1992
13.37,mda,1993
15.47,mda,1994
16.06,mda,1995
12.6,mda,1996
15.7,mda,1997
11.06,mda,1998
10.73,mda,1999
10.08,mda,2000
10.55,mda,2001
8.244,mda,2002
6.462,mda,2003
4.091,mda,2004
4.419,mda,2005
5.076,mda,2006
4.622,mda,2007
5.173,mda,2008
0.5766,nld,1950
0.2897,nld,1951
0.2089,nld,1952
0.2101,nld,1953
0.2535,nld,1954
0.379,nld,1955
0.08422,nld,1956
0.2499,nld,1957
0.2501,nld,1958
0.3281,nld,1959
0.3207,nld,1960
0.4769,nld,1961
0.3053,nld,1962
0.2426,nld,1963
0.3358,nld,1964
0.2509,nld,1965
0.4742,nld,1966
0.3852,nld,1967
0.3613,nld,1968
0.5962,nld,1969
0.7445,nld,1970
0.7917,nld,1971
0.5313,nld,1972
0.7635,nld,1973
1.04,nld,1974
0.852,nld,1975
0.9558,nld,1976
1.595,nld,1977
1.047,nld,1978
1.263,nld,1979
1.196,nld,1980
0.9899,nld,1981
1.145,nld,1982
1.136,nld,1983
1.058,nld,1984
1.016,nld,1985
1.278,nld,1986
1.136,nld,1987
1.131,nld,1988
1.112,nld,1989
1.332,nld,1990
1.439,nld,1991
1.757,nld,1992
1.953,nld,1993
1.359,nld,1994
1.796,nld,1995
1.867,nld,1996
2.056,nld,1997
1.71,nld,1998
1.833,nld,1999
1.906,nld,2000
1.684,nld,2001
1.832,nld,2002
1.596,nld,2003
1.414,nld,2004
1.149,nld,2005
0.8418,nld,2006
1.242,nld,2007
1.064,nld,2008
0.964,nzl,1950
2.149,nzl,1951
0.9508,nzl,1952
1.328,nzl,1953
1.388,nzl,1954
1.77,nzl,1955
0.2152,nzl,1956
0.2392,nzl,1957
1.51,nzl,1958
1.307,nzl,1959
1.067,nzl,1960
1.182,nzl,1961
0.7576,nzl,1962
0.9146,nzl,1963
1.689,nzl,1964
1.008,nzl,1965
0.8163,nzl,1966
1.576,nzl,1967
0.636,nzl,1968
1.164,nzl,1969
1.191,nzl,1970
1.448,nzl,1971
1.262,nzl,1972
0.9445,nzl,1973
1.427,nzl,1974
1.101,nzl,1975
1.483,nzl,1976
1.825,nzl,1977
2.479,nzl,1978
2.567,nzl,1979
1.913,nzl,1980
2.521,nzl,1981
2.027,nzl,1982
2.974,nzl,1983
1.274,nzl,1984
3.466,nzl,1985
3.789,nzl,1986
3.522,nzl,1987
2.708,nzl,1988
3.569,nzl,1989
3.339,nzl,1990
2.781,nzl,1991
3.025,nzl,1992
2.32,nzl,1993
2.595,nzl,1994
2.588,nzl,1995
3.464,nzl,1996
2.374,nzl,1997
2.259,nzl,1998
1.355,nzl,1999
2.263,nzl,2000
2.053,nzl,2001
2.62,nzl,2002
2.771,nzl,2003
1.454,nzl,2004
1.909,nzl,2005
2.408,nzl,2006
0.2943,nor,1951
0.2565,nor,1952
0.1538,nor,1953
0.4738,nor,1954
0.3033,nor,1955
0.4854,nor,1956
0.9386,nor,1957
0.2993,nor,1958
0.3066,nor,1959
0.4496,nor,1960
0.3211,nor,1961
0.1531,nor,1962
0.5682,nor,1963
0.2171,nor,1964
0.2176,nor,1965
0.4182,nor,1966
0.5256,nor,1967
0.3304,nor,1968
0.1357,nor,1969
0.3475,nor,1970
0.7803,nor,1971
0.8902,nor,1972
0.6596,nor,1973
0.6495,nor,1974
1.186,nor,1975
0.9949,nor,1976
0.8664,nor,1977
1.407,nor,1978
0.754,nor,1979
1.611,nor,1980
2.04,nor,1981
1.484,nor,1982
1.693,nor,1983
0.9292,nor,1984
1.458,nor,1985
2.066,nor,1986
1.328,nor,1987
1.31,nor,1988
1.407,nor,1989
1.518,nor,1990
0.606,nor,1991
1.809,nor,1992
1.265,nor,1993
0.947,nor,1994
1.235,nor,1995
0.8051,nor,1996
1.046,nor,1997
1.461,nor,1998
0.9589,nor,1999
1.61,nor,2000
1.361,nor,2001
1.627,nor,2002
1.578,nor,2003
1.862,nor,2004
1.161,nor,2005
0.8013,nor,2006
0.6691,nor,2007
4.284,pan,1984
8.94,pan,1985
8.349,pan,1986
11.54,pan,1987
12.52,pan,1988
8.252,pan,1989
14.74,pan,1996
18.85,pan,1997
14.53,pan,1998
16.17,pan,1999
19.03,pan,2000
19.25,pan,2001
21.13,pan,2002
22.41,pan,2003
19.62,pan,2004
23.47,pan,2006
15.54,pry,1994
17.67,pry,1995
20.7,pry,1996
17.46,pry,1997
16.26,pry,1998
16.14,pry,1999
21.6,pry,2000
20.55,pry,2001
18.81,pry,2002
20.31,pry,2003
23.73,pry,2004
20.25,pry,2005
14.94,pry,2006
1.145,phl,1992
17.77,phl,1993
19.47,phl,1997
18.95,phl,1998
18.47,phl,1999
17.84,phl,2000
19.4,phl,2001
19.63,phl,2002
18.19,phl,2003
1.944,pol,1959
1.713,pol,1960
1.651,pol,1961
1.725,pol,1962
1.164,pol,1963
1.177,pol,1964
1.154,pol,1965
1.112,pol,1966
1.39,pol,1967
1.463,pol,1968
1.381,pol,1969
1.4,pol,1970
1.183,pol,1971
0.9789,pol,1972
1.117,pol,1973
0.8204,pol,1974
0.9592,pol,1975
1.214,pol,1976
1.22,pol,1977
1.221,pol,1978
0.9101,pol,1979
1.393,pol,1983
1.36,pol,1984
1.198,pol,1985
1.195,pol,1986
1.33,pol,1987
1.128,pol,1988
1.398,pol,1989
1.959,pol,1990
1.943,pol,1991
1.996,pol,1992
1.991,pol,1993
2.023,pol,1994
2.18,pol,1995
1.749,pol,1996
1.779,pol,1999
1.591,pol,2000
1.25,pol,2001
1.324,pol,2002
0.9884,pol,2003
0.9476,pol,2004
0.8162,pol,2005
0.8337,pol,2006
0.8769,pol,2007
0.6885,pol,2008
0.8833,prt,1955
1.292,prt,1956
1.039,prt,1957
0.976,prt,1958
0.5708,prt,1959
0.7647,prt,1960
1.165,prt,1961
0.938,prt,1962
0.9861,prt,1963
0.9544,prt,1964
0.7121,prt,1965
0.8182,prt,1966
1.146,prt,1967
0.7056,prt,1968
0.6184,prt,1969
0.4975,prt,1970
0.8866,prt,1971
0.6153,prt,1972
0.8543,prt,1973
1.18,prt,1974
3.054,prt,1975
2.254,prt,1976
2.207,prt,1977
1.787,prt,1978
2.089,prt,1979
1.392,prt,1980
1.614,prt,1981
1.375,prt,1982
1.911,prt,1983
1.893,prt,1984
1.62,prt,1985
1.492,prt,1986
1.461,prt,1987
1.304,prt,1988
1.952,prt,1989
1.626,prt,1990
1.585,prt,1991
2.054,prt,1992
1.529,prt,1993
1.655,prt,1994
1.944,prt,1995
1.438,prt,1996
1.735,prt,1997
1.436,prt,1998
1.503,prt,1999
1.24,prt,2000
1.449,prt,2001
2.714,prt,2002
1.615,prt,2003
3.785,rou,1989
4.554,rou,1990
4.103,rou,1991
4.472,rou,1992
3.919,rou,1993
3.624,rou,1994
3.013,rou,1995
2.914,rou,1996
2.827,rou,1997
2.515,rou,1998
2.849,rou,1999
2.871,rou,2000
2.238,rou,2001
2.288,rou,2002
2.821,rou,2003
2.693,rou,2004
1.719,rou,2005
1.476,rou,2006
1.359,rou,2007
1.686,rou,2008
14.68,rus,1980
14.47,rus,1981
14.09,rus,1982
11.67,rus,1985
8.726,rus,1986
9.294,rus,1987
11.66,rus,1988
15.23,rus,1989
17.54,rus,1990
18.87,rus,1991
27.05,rus,1992
34.09,rus,1993
34.76,rus,1994
33.13,rus,1995
28.96,rus,1996
25.43,rus,1997
24.53,rus,1998
26.14,rus,1999
27.46,rus,2000
27.8,rus,2001
28.51,rus,2002
25.67,rus,2003
23.83,rus,2004
21.41,rus,2005
17.32,rus,2006
4.257,srb,1998
4.394,srb,1999
3.655,srb,2000
2.931,srb,2001
3.122,srb,2002
2.483,srb,2003
2.532,srb,2004
2.428,srb,2005
1.882,srb,2006
3.165,srb,2007
1.992,srb,2008
2.462,sgp,1963
1.903,sgp,1964
6.714,sgp,1965
4.492,sgp,1966
3.002,sgp,1967
3.216,sgp,1968
2.921,sgp,1969
2.816,sgp,1970
3.362,sgp,1971
3.953,sgp,1972
3.237,sgp,1973
3.272,sgp,1974
3.471,sgp,1975
2.404,sgp,1976
2.004,sgp,1977
2.627,sgp,1978
2.624,sgp,1979
2.945,sgp,1980
2.507,sgp,1981
1.314,sgp,1982
2.348,sgp,1983
2.772,sgp,1984
3.165,sgp,1985
2.487,sgp,1986
1.474,sgp,1987
1.965,sgp,1988
2.835,sgp,1989
2.186,sgp,1990
1.391,sgp,1991
0.6215,sgp,1992
0.6496,sgp,1993
1.02,sgp,1994
0.485,sgp,1995
0.7026,sgp,1996
1.387,sgp,1997
0.5472,sgp,1998
0.56,sgp,1999
1.594,sgp,2000
0.7345,sgp,2001
0.3087,sgp,2002
0.7223,sgp,2003
0.4546,sgp,2004
0.4049,sgp,2005
1.278,svk,1992
2.656,svk,1993
1.486,svk,1994
1.638,svk,1995
1.454,svk,1996
3.309,svk,1997
1.723,svk,1998
1.873,svk,1999
1.864,svk,2000
1.527,svk,2001
1.512,svk,2002
1.161,svk,2003
0.8763,svk,2004
1.337,svk,2005
0.8773,svn,1985
1.732,svn,1986
1.303,svn,1987
1.111,svn,1988
1.315,svn,1989
1.961,svn,1990
1.341,svn,1991
1.767,svn,1992
1.296,svn,1993
1.35,svn,1994
2.259,svn,1995
2.032,svn,1996
1.14,svn,1997
0.6886,svn,1998
0.9427,svn,1999
0.6679,svn,2000
1.425,svn,2001
2.147,svn,2002
1.155,svn,2003
1.851,svn,2004
1.659,svn,2005
0.6613,svn,2006
0.9475,svn,2007
0.4504,svn,2008
0.556,esp,1951
0.4074,esp,1952
0.304,esp,1953
0.34,esp,1954
0.3169,esp,1955
0.375,esp,1956
0.3506,esp,1957
0.4698,esp,1958
0.4582,esp,1959
0.2521,esp,1960
0.2304,esp,1961
0.08189,esp,1962
0.1734,esp,1963
0.02909,esp,1964
0.1638,esp,1965
0.2189,esp,1966
0.07245,esp,1967
0.09654,esp,1968
0.2947,esp,1969
0.4741,esp,1970
0.1559,esp,1971
0.3004,esp,1972
0.1463,esp,1973
0.3753,esp,1974
0.6101,esp,1975
0.6462,esp,1976
0.9928,esp,1977
1.203,esp,1978
1.447,esp,1979
1.308,esp,1980
1.072,esp,1981
1.068,esp,1982
1.396,esp,1983
1.668,esp,1984
1.291,esp,1985
1.416,esp,1986
1.54,esp,1987
1.072,esp,1988
1.093,esp,1989
1.006,esp,1990
1.009,esp,1991
1.104,esp,1992
0.9805,esp,1993
0.8901,esp,1994
1.051,esp,1995
0.9726,esp,1996
0.8666,esp,1997
0.9774,esp,1998
0.8982,esp,1999
0.9145,esp,2000
1.13,esp,2001
0.9572,esp,2002
1.118,esp,2003
1.714,esp,2004
1.119,esp,2005
5.346,lka,1950
4.205,lka,1951
4.317,lka,1952
4.621,lka,1953
5.505,lka,1954
5.386,lka,1955
4.733,lka,1956
4.15,lka,1957
5.6,lka,1958
3.593,lka,1959
3.06,lka,1960
2.611,lka,1961
3.064,lka,1962
2.566,lka,1963
2.91,lka,1964
3.037,lka,1965
4.627,lka,1966
2.665,lka,1967
2.506,lka,1968
9.145,lka,1977
3.241,lka,1980
3.192,lka,1981
4.418,lka,1982
9.41,lka,1983
6.16,lka,1984
8.596,lka,1985
9.203,lka,1986
0.6822,swe,1951
0.5235,swe,1952
0.2213,swe,1953
0.588,swe,1954
0.2818,swe,1955
0.5896,swe,1956
0.7745,swe,1957
0.5038,swe,1958
0.2867,swe,1959
0.7763,swe,1960
0.6376,swe,1961
0.4844,swe,1962
0.89,swe,1963
0.8462,swe,1964
0.9416,swe,1965
0.8677,swe,1966
0.6569,swe,1967
0.6305,swe,1968
0.9112,swe,1969
0.9658,swe,1970
1.156,swe,1971
1.057,swe,1972
0.9942,swe,1973
1.233,swe,1974
1.731,swe,1975
1.552,swe,1976
1.829,swe,1977
1.143,swe,1978
1.469,swe,1979
1.511,swe,1980
1.745,swe,1981
1.744,swe,1982
1.339,swe,1983
0.978,swe,1984
1.211,swe,1985
1.717,swe,1986
1.869,swe,1987
1.635,swe,1988
2.134,swe,1989
1.27,swe,1990
1.232,swe,1991
1.243,swe,1992
1.19,swe,1993
2.02,swe,1994
1.235,swe,1995
0.8891,swe,1996
1.248,swe,1997
1.318,swe,1998
1.371,swe,1999
1.367,swe,2000
1.291,swe,2001
1.534,swe,2002
1.29,swe,2003
1.218,swe,2004
0.9214,swe,2005
0.9632,swe,2006
1.867,swe,2007
0.4742,che,1951
0.8439,che,1952
0.4637,che,1953
0.9069,che,1954
0.7594,che,1955
0.2788,che,1956
0.4459,che,1957
0.3535,che,1958
0.7778,che,1959
0.9242,che,1960
0.5753,che,1961
1.165,che,1962
0.3739,che,1963
0.2884,che,1964
0.2914,che,1965
0.2989,che,1966
0.7087,che,1967
0.7525,che,1968
0.3386,che,1969
0.4706,che,1970
1.196,che,1971
0.5155,che,1972
0.5208,che,1973
1.165,che,1974
1.119,che,1975
0.8882,che,1976
1.114,che,1977
0.4947,che,1978
0.9998,che,1979
1.062,che,1980
1.656,che,1981
1.555,che,1982
1.146,che,1983
0.7966,che,1984
1.662,che,1985
0.8572,che,1986
1.485,che,1987
1.487,che,1988
1.542,che,1989
1.048,che,1990
1.1,che,1991
1.57,che,1992
2.052,che,1993
2.154,che,1994
1.304,che,1995
1.133,che,1996
1.7,che,1997
0.9846,che,1998
1.418,che,1999
1.068,che,2000
1.515,che,2001
0.9736,che,2002
0.5281,che,2003
0.8703,che,2004
1.308,che,2005
0.6368,che,2006
0.787,che,2007
6.993,tto,1951
5.702,tto,1952
10.79,tto,1953
12.34,tto,1954
10.98,tto,1955
7.795,tto,1956
8.133,tto,1957
7.354,tto,1958
9.538,tto,1960
9.975,tto,1961
9.453,tto,1962
6.189,tto,1963
13.01,tto,1967
12.19,tto,1968
8.692,tto,1970
3.664,tto,1971
7.048,tto,1972
10.45,tto,1973
7.766,tto,1974
5.39,tto,1975
7.238,tto,1976
7.496,tto,1977
6.204,tto,1978
5.414,tto,1979
2.372,tto,1980
2.95,tto,1981
4.423,tto,1982
6.998,tto,1983
7.861,tto,1984
13.68,tto,1985
7.024,tto,1986
11.94,tto,1987
8.734,tto,1988
11.22,tto,1989
6.636,tto,1990
11.86,tto,1991
11.94,tto,1992
14.04,tto,1993
16.36,tto,1994
17.36,tto,1995
15.07,tto,1996
9.561,tto,1997
12.16,tto,1998
13.08,tto,1999
15.39,tto,2000
23.82,tto,2001
21.04,tto,2002
9.398,tkm,1981
7.478,tkm,1982
6.223,tkm,1985
5.5,tkm,1986
3.459,tkm,1987
6.526,tkm,1988
7.745,tkm,1989
8.303,tkm,1990
7.282,tkm,1991
7.307,tkm,1992
5.816,tkm,1993
6.223,tkm,1994
4.058,tkm,1995
8.203,tkm,1996
6.056,tkm,1997
10.23,tkm,1998
6.499,ukr,1981
6.814,ukr,1982
5.036,ukr,1985
4.618,ukr,1986
5.112,ukr,1987
6.008,ukr,1988
9.116,ukr,1989
8.866,ukr,1990
9.042,ukr,1991
12.79,ukr,1992
11.97,ukr,1993
14.21,ukr,1994
15.22,ukr,1995
15.34,ukr,1996
13.45,ukr,1997
12.13,ukr,1998
11.27,ukr,1999
11.75,ukr,2000
10.56,ukr,2001
9.965,ukr,2002
9.312,ukr,2003
7.535,ukr,2004
7.104,ukr,2005
6.583,ukr,2006
0.4455,gbr,1950
0.4666,gbr,1951
0.6205,gbr,1952
0.4522,gbr,1953
0.4705,gbr,1954
0.3405,gbr,1955
0.3835,gbr,1956
0.4909,gbr,1957
0.617,gbr,1958
0.51,gbr,1959
0.6225,gbr,1960
0.7601,gbr,1961
0.6628,gbr,1962
0.7943,gbr,1963
0.7177,gbr,1964
0.7164,gbr,1965
0.8392,gbr,1966
1.009,gbr,1967
0.9173,gbr,1968
0.8669,gbr,1969
0.9664,gbr,1970
1.387,gbr,1971
1.246,gbr,1972
1.973,gbr,1973
2.269,gbr,1974
2.165,gbr,1975
2.187,gbr,1976
2.13,gbr,1977
1.767,gbr,1978
1.504,gbr,1979
1.323,gbr,1980
0.9156,gbr,1981
1.387,gbr,1982
1.331,gbr,1983
1.165,gbr,1984
1.038,gbr,1985
1.181,gbr,1986
1.384,gbr,1987
1.374,gbr,1988
1.818,gbr,1989
0.9513,gbr,1990
0.8475,gbr,1991
1.281,gbr,1992
1.962,gbr,1993
1.488,gbr,1994
1.526,gbr,1995
1.302,gbr,1996
1.019,gbr,1997
1.102,gbr,1998
1.165,gbr,1999
1.58,gbr,2000
0.6024,gbr,2001
0.7737,gbr,2002
0.7269,gbr,2003
0.8057,gbr,2004
0.7204,gbr,2005
0.8209,gbr,2006
0.7149,gbr,2007
7.372,usa,1950
7.07,usa,1951
7.609,usa,1952
6.969,usa,1953
7.129,usa,1954
6.751,usa,1955
7.264,usa,1956
6.959,usa,1957
6.949,usa,1958
7.114,usa,1959
7.402,usa,1960
7.169,usa,1961
7.354,usa,1962
7.359,usa,1963
7.901,usa,1964
8.688,usa,1965
9.437,usa,1966
11.15,usa,1967
11.93,usa,1968
12.83,usa,1969
13.49,usa,1970
14.87,usa,1971
15.4,usa,1972
15.56,usa,1973
16.12,usa,1974
15.34,usa,1975
13.86,usa,1976
14.01,usa,1977
14.53,usa,1978
15.8,usa,1979
17.07,usa,1980
15.97,usa,1981
14.84,usa,1982
13.17,usa,1983
12.89,usa,1984
12.84,usa,1985
14.87,usa,1986
14.46,usa,1987
15.9,usa,1988
16.97,usa,1989
19.53,usa,1990
21.38,usa,1991
20.96,usa,1992
21.78,usa,1993
21.06,usa,1994
19.02,usa,1995
17.0,usa,1996
15.98,usa,1997
14.31,usa,1998
13.24,usa,1999
12.44,usa,2000
13.8,usa,2001
12.99,usa,2002
13.12,usa,2003
12.53,usa,2004
13.18,usa,2005
8.129,ury,1955
7.372,ury,1956
8.303,ury,1957
7.091,ury,1958
6.911,ury,1959
6.584,ury,1960
5.353,ury,1963
7.829,ury,1964
4.963,ury,1965
5.818,ury,1966
7.091,ury,1967
5.611,ury,1968
4.086,ury,1969
4.72,ury,1970
4.411,ury,1971
5.435,ury,1972
5.044,ury,1973
6.136,ury,1974
3.196,ury,1975
3.202,ury,1976
3.222,ury,1977
2.063,ury,1978
3.506,ury,1980
4.114,ury,1981
2.883,ury,1982
2.502,ury,1983
2.95,ury,1984
2.014,ury,1985
2.796,ury,1986
3.822,ury,1987
3.535,ury,1988
5.575,ury,1989
4.765,ury,1990
6.35,ury,1993
5.922,ury,1994
4.914,ury,1995
6.772,ury,1996
7.079,ury,1997
9.429,ury,1998
8.151,ury,1999
7.426,ury,2000
8.28,ury,2001
7.022,ury,2004
5.949,uzb,1981
4.555,uzb,1982
3.923,uzb,1985
3.307,uzb,1986
2.678,uzb,1987
3.699,uzb,1988
6.928,uzb,1989
6.726,uzb,1990
6.674,uzb,1991
5.95,uzb,1992
4.482,uzb,1993
5.138,uzb,1994
5.076,uzb,1995
5.07,uzb,1996
3.54,uzb,1997
3.756,uzb,1998
2.961,uzb,1999
3.227,uzb,2000
2.633,uzb,2001
3.154,uzb,2002
1.939,uzb,2003
2.682,uzb,2004
3.037,uzb,2005
8.363,ven,1955
8.435,ven,1956
6.686,ven,1957
14.12,ven,1958
12.44,ven,1959
13.54,ven,1960
14.47,ven,1961
19.95,ven,1962
22.26,ven,1963
17.68,ven,1964
16.03,ven,1965
14.42,ven,1966
13.68,ven,1967
15.23,ven,1968
14.62,ven,1969
14.19,ven,1970
14.3,ven,1971
14.55,ven,1972
16.35,ven,1973
18.02,ven,1974
15.13,ven,1975
16.64,ven,1976
17.64,ven,1977
18.64,ven,1978
19.86,ven,1979
24.5,ven,1980
20.32,ven,1981
23.43,ven,1982
26.03,ven,1983
18.13,ven,1985
15.49,ven,1986
14.71,ven,1987
17.75,ven,1988
25.7,ven,1989
27.25,ven,1990
28.51,ven,1992
32.22,ven,1993
34.44,ven,1994
32.27,ven,1996
26.17,ven,1997
25.45,ven,1998
35.56,ven,1999
57.65,ven,2000
58.0,ven,2001
65.47,ven,2002
74.16,ven,2003
60.05,ven,2004
62.67,ven,2005
75.88,ven,2007
2.19,cheslo,1953
1.25,cheslo,1954
1.827,cheslo,1955
1.733,cheslo,1956
1.825,cheslo,1957
1.098,cheslo,1958
1.307,cheslo,1959
1.281,cheslo,1960
0.9185,cheslo,1961
1.065,cheslo,1962
1.202,cheslo,1963
1.494,cheslo,1964
0.9965,cheslo,1965
1.498,cheslo,1966
1.572,cheslo,1967
1.401,cheslo,1968
1.504,cheslo,1969
1.155,cheslo,1970
1.362,cheslo,1971
1.008,cheslo,1972
1.628,cheslo,1973
1.089,cheslo,1974
1.68,cheslo,1975
0.9075,cheslo,1976
0.955,cheslo,1977
1.596,cheslo,1978
1.21,cheslo,1979
1.366,cheslo,1980
1.121,cheslo,1981
1.235,cheslo,1982
1.402,cheslo,1983
0.7655,cheslo,1984
1.286,cheslo,1985
1.144,cheslo,1986
1.43,cheslo,1987
0.9721,cheslo,1988
1.42,cheslo,1989
1.801,cheslo,1990
2.389,cheslo,1991
0.7616,deu_east,1973
0.6412,deu_east,1974
0.4185,deu_east,1989
0.8482,deu_east,1990
0.851,deu_west,1952
0.9425,deu_west,1953
0.6737,deu_west,1954
0.9973,deu_west,1955
0.9146,deu_west,1956
0.8449,deu_west,1957
0.9389,deu_west,1958
1.13,deu_west,1959
0.9607,deu_west,1960
1.268,deu_west,1961
0.9402,deu_west,1962
1.117,deu_west,1963
1.082,deu_west,1964
1.181,deu_west,1965
1.418,deu_west,1966
1.417,deu_west,1967
1.101,deu_west,1968
1.705,deu_west,1969
1.738,deu_west,1970
1.633,deu_west,1971
1.831,deu_west,1972
1.667,deu_west,1973
1.462,deu_west,1974
1.515,deu_west,1975
1.456,deu_west,1976
1.44,deu_west,1977
1.406,deu_west,1978
1.318,deu_west,1979
1.224,deu_west,1980
1.562,deu_west,1981
1.414,deu_west,1982
1.367,deu_west,1983
1.451,deu_west,1984
1.307,deu_west,1985
1.173,deu_west,1986
1.165,deu_west,1987
0.9402,deu_west,1988
1.014,deu_west,1989
1.015,deu_west,1990
10.45,ussr,1982
9.759,ussr,1983
9.528,ussr,1984
8.397,ussr,1985
6.567,ussr,1986
6.98,ussr,1987
8.557,ussr,1988
11.63,ussr,1989
13.33,ussr,1990
4.123,yug,1968
3.44,yug,1969
1.968,yug,1978
2.199,yug,1979
1.889,yug,1980
2.171,yug,1981
2.198,yug,1982
1.873,yug,1983
1.898,yug,1984
1.597,yug,1985
1.699,yug,1986
1.759,yug,1987
1.679,yug,1988
1.837,yug,1989
1.803,yug,1990
3.581,scg,1997
3.055,scg,1998
3.138,scg,1999
2.581,scg,2000
2.784,scg,2001
3.139,scg,2002
