suicide_age_30_44_per_100000_people,geo,time
9.269,bel,1958
10.52,bel,1959
9.711,bel,1960
11.72,bel,1961
10.17,bel,1962
10.44,bel,1963
12.38,bel,1964
12.51,bel,1965
10.85,bel,1966
13.31,bel,1967
11.68,bel,1968
12.62,bel,1969
14.56,bel,1970
14.18,bel,1971
14.46,bel,1972
11.11,bel,1973
15.65,bel,1974
14.02,bel,1975
16.03,bel,1976
20.06,bel,1977
23.53,bel,1978
22.1,bel,1979
25.36,bel,1980
24.05,bel,1981
23.82,bel,1982
28.95,bel,1983
27.55,bel,1984
27.34,bel,1985
27.11,bel,1986
26.81,bel,1987
23.47,bel,1988
23.25,bel,1989
22.46,bel,1990
23.2,bel,1991
22.98,bel,1992
26.04,bel,1993
27.57,bel,1994
27.53,bel,1995
25.88,bel,1996
26.7,bel,1997
25.22,bel,1998
23.37,bel,1999
24.47,bel,2004
11.71,bih,1985
13.91,bih,1986
14.26,bih,1987
13.09,bih,1988
14.51,bih,1989
13.63,bih,1990
16.51,bih,1991
5.126,bra,1982
5.462,bra,1983
5.451,bra,1984
5.111,bra,1985
4.783,bra,1986
5.314,bra,1987
5.056,bra,1988
4.808,bra,1989
5.071,bra,1990
5.258,bra,1991
5.22,bra,1992
5.33,bra,1993
5.379,bra,1994
6.147,bra,1995
6.095,bra,1996
6.296,bra,1997
6.041,bra,1998
5.581,bra,1999
5.677,bra,2000
6.205,bra,2001
6.231,bra,2002
6.142,bra,2003
6.278,bra,2004
6.634,bra,2005
6.044,bgr,1964
6.528,bgr,1965
5.731,bgr,1966
8.124,bgr,1967
7.684,bgr,1968
7.435,bgr,1969
8.196,bgr,1970
8.497,bgr,1971
7.863,bgr,1972
9.495,bgr,1973
9.407,bgr,1974
9.762,bgr,1975
9.856,bgr,1976
10.11,bgr,1977
9.688,bgr,1978
10.87,bgr,1979
10.09,bgr,1980
11.81,bgr,1981
12.71,bgr,1982
11.41,bgr,1983
14.3,bgr,1984
12.75,bgr,1985
13.78,bgr,1986
13.61,bgr,1987
12.13,bgr,1988
12.88,bgr,1989
11.93,bgr,1990
12.73,bgr,1991
14.07,bgr,1992
14.94,bgr,1993
15.09,bgr,1994
14.1,bgr,1995
16.09,bgr,1996
13.83,bgr,1997
14.6,bgr,1998
13.64,bgr,1999
17.01,bgr,2000
12.9,bgr,2001
14.58,bgr,2002
11.99,bgr,2003
10.39,bgr,2004
9.107,bgr,2005
9.067,bgr,2006
8.979,bgr,2007
9.671,bgr,2008
9.737,can,1950
9.331,can,1951
8.896,can,1952
9.679,can,1953
9.944,can,1954
9.587,can,1955
9.104,can,1956
10.24,can,1957
9.88,can,1958
10.42,can,1959
10.0,can,1960
10.45,can,1961
10.05,can,1962
11.24,can,1963
12.66,can,1964
13.01,can,1965
12.15,can,1966
13.84,can,1967
15.32,can,1968
15.67,can,1969
17.45,can,1970
18.06,can,1971
18.16,can,1972
17.17,can,1973
18.13,can,1974
16.5,can,1975
17.78,can,1976
18.7,can,1977
19.56,can,1978
18.54,can,1979
17.06,can,1980
18.04,can,1981
18.95,can,1982
19.11,can,1983
17.38,can,1984
16.51,can,1985
19.05,can,1986
18.12,can,1987
17.82,can,1988
17.57,can,1989
18.16,can,1990
17.58,can,1991
17.6,can,1992
18.07,can,1993
17.7,can,1994
18.98,can,1995
18.69,can,1996
16.52,can,1997
16.62,can,1998
19.58,can,1999
16.22,can,2000
16.04,can,2001
15.53,can,2002
15.79,can,2003
15.06,can,2004
7.873,chl,1955
11.94,chl,1956
12.56,chl,1957
11.62,chl,1958
9.5,chl,1959
12.69,chl,1960
11.63,chl,1961
11.08,chl,1962
6.71,chl,1963
4.921,chl,1964
3.1,chl,1965
11.14,chl,1966
3.152,chl,1967
12.57,chl,1968
10.79,chl,1969
9.188,chl,1970
8.914,chl,1971
7.932,chl,1972
7.292,chl,1973
7.899,chl,1974
10.63,chl,1975
7.826,chl,1976
8.359,chl,1977
8.103,chl,1978
10.18,chl,1979
6.927,chl,1980
7.95,chl,1981
7.418,chl,1982
7.784,chl,1983
8.851,chl,1984
7.713,chl,1985
7.323,chl,1986
7.942,chl,1987
7.901,chl,1988
8.093,chl,1989
7.349,chl,1990
8.526,chl,1991
6.808,chl,1992
7.39,chl,1993
7.604,chl,1994
8.563,chl,1995
8.144,chl,1996
7.707,chl,1997
9.226,chl,1998
9.451,chl,1999
12.6,chl,2000
13.76,chl,2001
13.59,chl,2002
14.0,chl,2003
14.57,chl,2004
13.7,chl,2005
1.522,col,1953
2.535,col,1954
1.823,col,1955
1.716,col,1956
1.359,col,1957
3.334,col,1958
4.222,col,1959
4.307,col,1960
5.689,col,1961
6.533,col,1962
7.129,col,1963
6.787,col,1964
10.2,col,1965
8.879,col,1966
10.27,col,1967
6.434,col,1968
5.241,col,1969
5.15,col,1972
5.793,col,1974
4.893,col,1975
5.48,col,1976
4.192,col,1977
4.8,col,1984
4.098,col,1985
4.097,col,1986
2.891,col,1987
3.637,col,1988
3.487,col,1989
3.315,col,1990
3.821,col,1991
3.848,col,1992
4.074,col,1993
4.274,col,1994
3.75,col,1995
3.859,col,1996
3.618,col,1997
5.923,col,1998
5.971,col,1999
6.07,col,2000
6.138,col,2001
6.286,col,2002
5.647,col,2004
5.016,col,2005
5.273,col,2006
5.547,cri,1962
8.064,cri,1963
5.578,cri,1964
3.829,cri,1965
6.043,cri,1966
6.522,cri,1967
7.291,cri,1968
6.668,cri,1969
2.499,cri,1970
6.595,cri,1971
5.068,cri,1972
4.396,cri,1973
9.653,cri,1974
9.519,cri,1975
9.206,cri,1976
8.084,cri,1977
9.015,cri,1978
7.005,cri,1979
7.751,cri,1980
5.922,cri,1981
7.247,cri,1982
10.65,cri,1983
5.843,cri,1984
7.654,cri,1985
11.69,cri,1986
7.747,cri,1987
12.35,cri,1988
12.5,cri,1989
10.99,cri,1990
8.282,cri,1991
8.527,cri,1992
9.861,cri,1993
7.059,cri,1994
10.13,cri,1995
8.348,cri,1996
6.165,cri,1997
8.122,cri,1998
8.911,cri,1999
8.97,cri,2000
6.94,cri,2001
10.94,cri,2002
10.28,cri,2003
11.67,cri,2004
9.639,cri,2005
11.32,cri,2006
21.15,hrv,1985
20.19,hrv,1986
19.91,hrv,1987
21.42,hrv,1988
18.22,hrv,1989
22.11,hrv,1990
20.75,hrv,1991
22.51,hrv,1992
20.1,hrv,1993
18.52,hrv,1994
19.29,hrv,1995
18.38,hrv,1996
18.97,hrv,1997
19.57,hrv,1998
20.48,hrv,1999
18.76,hrv,2000
18.91,hrv,2001
16.02,hrv,2002
16.6,hrv,2003
16.83,hrv,2004
17.06,hrv,2005
13.84,hrv,2006
13.98,hrv,2007
14.08,hrv,2008
10.83,cub,1964
12.77,cub,1968
12.81,cub,1969
14.94,cub,1970
17.44,cub,1971
17.63,cub,1972
19.8,cub,1973
24.27,cub,1974
21.93,cub,1975
22.49,cub,1976
21.6,cub,1977
22.58,cub,1992
23.78,cub,1993
21.94,cub,1994
20.32,cub,1995
20.83,cub,1996
19.12,cub,1997
17.26,cub,1998
19.76,cub,1999
16.78,cub,2000
13.98,cub,2001
15.07,cub,2002
13.39,cub,2003
13.11,cub,2004
11.31,cub,2005
10.8,cub,2006
10.44,cub,2007
0.0,cyp,1999
1.365,cyp,2000
1.289,cyp,2004
2.359,cyp,2005
4.278,cyp,2006
1.488,cyp,2007
22.08,cze,1986
21.42,cze,1987
21.06,cze,1988
21.84,cze,1989
21.77,cze,1990
20.58,cze,1991
23.04,cze,1992
20.67,cze,1993
19.78,cze,1994
20.12,cze,1995
17.51,cze,1996
18.54,cze,1997
18.54,cze,1998
16.84,cze,1999
19.22,cze,2000
17.41,cze,2001
17.21,cze,2002
18.95,cze,2003
16.53,cze,2004
18.09,cze,2005
14.33,cze,2006
14.41,cze,2007
14.77,cze,2008
34.02,dnk,1951
30.38,dnk,1952
30.4,dnk,1953
26.74,dnk,1954
28.97,dnk,1955
27.64,dnk,1956
26.67,dnk,1957
24.01,dnk,1958
27.83,dnk,1959
25.23,dnk,1960
19.13,dnk,1961
23.95,dnk,1962
25.22,dnk,1963
23.93,dnk,1964
24.87,dnk,1965
20.56,dnk,1966
23.07,dnk,1967
25.45,dnk,1968
29.68,dnk,1969
27.23,dnk,1970
29.39,dnk,1971
29.16,dnk,1972
30.66,dnk,1973
28.99,dnk,1974
29.17,dnk,1975
28.21,dnk,1976
31.34,dnk,1977
28.46,dnk,1978
33.88,dnk,1979
42.74,dnk,1980
35.81,dnk,1981
35.33,dnk,1982
35.12,dnk,1983
36.9,dnk,1984
31.31,dnk,1985
34.54,dnk,1986
33.34,dnk,1987
29.54,dnk,1988
29.84,dnk,1989
27.41,dnk,1990
24.27,dnk,1991
22.87,dnk,1992
22.66,dnk,1993
20.45,dnk,1994
18.55,dnk,1995
19.61,dnk,1996
15.66,dnk,1997
15.99,dnk,1998
15.51,dnk,1999
14.61,dnk,2000
14.19,dnk,2001
13.59,dnk,2002
13.77,dnk,2003
14.44,dnk,2004
10.52,dnk,2005
11.72,dnk,2006
0.09827,egy,1973
0.0618,egy,1974
0.1407,egy,1975
0.1115,egy,1976
0.5979,egy,1977
0.2125,egy,1978
0.1911,egy,1979
0.08537,egy,1980
0.1045,egy,1987
0.05923,egy,2000
0.07967,egy,2008
8.017,slv,2005
7.455,slv,2006
52.36,est,1981
39.14,est,1982
47.51,est,1985
41.35,est,1986
35.4,est,1987
30.45,est,1988
36.62,est,1989
33.84,est,1990
37.6,est,1991
40.16,est,1992
55.27,est,1993
58.72,est,1994
56.72,est,1995
49.58,est,1996
49.62,est,1997
41.96,est,1998
38.94,est,1999
31.4,est,2000
38.67,est,2001
34.42,est,2002
29.0,est,2003
27.43,est,2004
19.96,est,2005
18.15,est,2006
19.55,est,2007
19.29,est,2008
24.38,fin,1952
23.85,fin,1953
28.83,fin,1954
31.29,fin,1955
32.78,fin,1956
28.0,fin,1957
33.15,fin,1958
27.32,fin,1959
32.63,fin,1960
30.69,fin,1961
34.75,fin,1962
28.98,fin,1963
27.24,fin,1964
33.06,fin,1965
27.6,fin,1966
27.27,fin,1967
33.57,fin,1968
34.94,fin,1969
31.32,fin,1970
31.71,fin,1971
32.99,fin,1972
31.38,fin,1973
35.75,fin,1974
33.82,fin,1975
35.82,fin,1976
35.22,fin,1977
35.37,fin,1978
33.58,fin,1979
33.67,fin,1980
33.15,fin,1981
33.02,fin,1982
32.99,fin,1983
34.26,fin,1984
33.48,fin,1985
34.58,fin,1986
40.24,fin,1987
37.91,fin,1988
36.91,fin,1989
42.29,fin,1990
41.36,fin,1991
41.49,fin,1992
39.38,fin,1993
37.09,fin,1994
41.13,fin,1995
34.5,fin,1996
35.87,fin,1997
31.4,fin,1998
31.56,fin,1999
32.76,fin,2000
33.14,fin,2001
27.88,fin,2002
26.64,fin,2003
24.16,fin,2004
22.62,fin,2005
23.77,fin,2006
21.94,fin,2007
25.59,fin,2008
13.95,fra,1950
13.77,fra,1952
12.98,fra,1953
13.87,fra,1954
13.82,fra,1955
15.77,fra,1956
13.84,fra,1957
13.44,fra,1958
14.52,fra,1959
14.86,fra,1960
15.16,fra,1961
14.24,fra,1962
14.55,fra,1963
14.33,fra,1964
15.04,fra,1965
16.07,fra,1966
15.48,fra,1967
15.34,fra,1968
15.66,fra,1969
15.63,fra,1970
15.64,fra,1971
16.8,fra,1972
15.22,fra,1973
15.86,fra,1974
16.12,fra,1975
16.57,fra,1976
17.71,fra,1977
18.48,fra,1978
20.32,fra,1979
21.78,fra,1980
22.03,fra,1981
23.41,fra,1982
24.34,fra,1983
24.94,fra,1984
25.18,fra,1985
25.48,fra,1986
25.5,fra,1987
24.77,fra,1988
24.21,fra,1989
23.97,fra,1990
24.66,fra,1991
25.3,fra,1992
26.94,fra,1993
26.63,fra,1994
25.35,fra,1995
24.52,fra,1996
23.3,fra,1997
22.64,fra,1998
21.62,fra,1999
23.36,fra,2000
22.59,fra,2001
22.96,fra,2002
22.66,fra,2003
22.16,fra,2004
21.09,fra,2005
20.36,fra,2006
19.15,fra,2007
7.659,geo,1981
5.791,geo,1982
6.269,geo,1985
5.947,geo,1986
4.793,geo,1987
4.279,geo,1988
5.048,geo,1989
2.98,geo,1990
4.185,geo,1991
5.042,geo,1992
2.665,geo,1994
4.44,geo,1995
5.28,geo,1996
5.099,geo,1997
4.263,geo,1998
5.294,geo,1999
3.179,geo,2000
2.567,geo,2001
16.55,deu,1990
16.97,deu,1991
16.87,deu,1992
15.53,deu,1993
15.88,deu,1994
16.57,deu,1995
15.22,deu,1996
15.61,deu,1997
14.52,deu,1998
13.85,deu,1999
13.22,deu,2000
13.45,deu,2001
13.4,deu,2002
12.83,deu,2003
12.04,deu,2004
11.54,deu,2005
10.23,deu,2006
3.741,grc,1961
3.537,grc,1962
4.091,grc,1963
3.262,grc,1964
4.119,grc,1965
3.189,grc,1966
3.257,grc,1967
3.39,grc,1968
3.865,grc,1969
2.727,grc,1970
2.705,grc,1971
2.12,grc,1972
2.382,grc,1973
4.083,grc,1974
2.315,grc,1975
2.317,grc,1976
3.0,grc,1977
2.737,grc,1978
2.554,grc,1979
3.541,grc,1980
3.336,grc,1981
3.835,grc,1982
3.252,grc,1983
3.99,grc,1984
4.317,grc,1985
3.384,grc,1986
4.326,grc,1987
3.815,grc,1988
4.517,grc,1989
3.471,grc,1990
3.779,grc,1991
3.464,grc,1992
4.436,grc,1993
2.993,grc,1994
3.907,grc,1995
3.883,grc,1996
3.515,grc,1997
3.776,grc,1998
3.886,grc,1999
3.893,grc,2000
3.679,grc,2001
2.544,grc,2002
4.039,grc,2003
3.769,grc,2004
4.222,grc,2005
3.67,grc,2006
3.228,grc,2007
3.713,grc,2008
5.362,gtm,1963
5.365,gtm,1964
4.998,gtm,1965
4.524,gtm,1966
5.96,gtm,1967
7.094,gtm,1968
4.348,gtm,1969
6.052,gtm,1970
6.736,gtm,1971
0.0,gtm,1974
0.0,gtm,1977
3.395,gtm,1979
1.759,gtm,1980
0.9047,gtm,1981
1.293,gtm,1984
3.944,gtm,1986
6.335,gtm,1987
4.362,gtm,1988
3.061,gtm,1989
3.837,gtm,1990
4.356,gtm,1991
4.19,gtm,1992
3.342,gtm,1993
3.149,gtm,1994
4.885,gtm,1995
3.528,gtm,1996
3.24,gtm,1997
2.684,gtm,1998
4.05,gtm,1999
2.433,gtm,2000
2.54,gtm,2001
3.706,gtm,2002
3.666,gtm,2003
3.27,gtm,2004
2.824,gtm,2005
3.648,gtm,2006
19.65,hun,1955
18.51,hun,1956
22.42,hun,1957
26.62,hun,1958
29.39,hun,1959
25.72,hun,1960
