trade_balance_us_not_inflation_adjusted,geo,time
-38720000.0,gnq,1991
-52750000.0,gnq,1992
-54320000.0,gnq,1993
-61580000.0,gnq,1994
-80370000.0,gnq,1995
-214600000.0,gnq,1996
-112200000.0,gnq,1997
-327000000.0,gnq,1998
165500000.0,gnq,2000
160900000.0,gnq,2001
1015000000.0,gnq,2002
603000000.0,gnq,2003
1842000000.0,gnq,2004
3600000000.0,gnq,2005
5153000000.0,gnq,2006
6489000000.0,gnq,2007
8706000000.0,gnq,2008
1486000000.0,gnq,2009
-160000000.0,eri,1992
-191600000.0,eri,1993
-291600000.0,eri,1994
-350000000.0,eri,1995
-403300000.0,eri,1996
-385700000.0,eri,1997
-486500000.0,eri,1998
-531800000.0,eri,1999
-422300000.0,eri,2000
-379600000.0,eri,2001
-386700000.0,eri,2002
-531900000.0,eri,2003
-599100000.0,eri,2004
-535700000.0,eri,2005
-381100000.0,eri,2006
-387700000.0,eri,2007
-299500000.0,eri,2008
-295400000.0,eri,2009
234900000.0,est,1992
-156900000.0,est,1993
-411700000.0,est,1994
-329700000.0,est,1995
-519600000.0,est,1996
-548900000.0,est,1997
-561500000.0,est,1998
-279600000.0,est,1999
-204700000.0,est,2000
-154500000.0,est,2001
-538900000.0,est,2002
-737400000.0,est,2003
-848800000.0,est,2004
-903600000.0,est,2005
-1722000000.0,est,2006
-2287000000.0,est,2007
-973400000.0,est,2008
1178000000.0,est,2009
1284000000.0,est,2010
-312500000.0,eth,1981
-426500000.0,eth,1982
-409900000.0,eth,1983
-504000000.0,eth,1984
-532900000.0,eth,1985
-520800000.0,eth,1986
-593700000.0,eth,1987
-615700000.0,eth,1988
-449000000.0,eth,1989
-397000000.0,eth,1990
-683000000.0,eth,1991
-621200000.0,eth,1992
-755400000.0,eth,1993
-479800000.0,eth,1994
-459200000.0,eth,1995
-595000000.0,eth,1996
-578000000.0,eth,1997
-616400000.0,eth,1998
-963700000.0,eth,1999
-976500000.0,eth,2000
-957800000.0,eth,2001
-1091000000.0,eth,2002
-1206000000.0,eth,2003
-1677000000.0,eth,2004
-2508000000.0,eth,2005
-3443000000.0,eth,2006
-3773000000.0,eth,2007
-5177000000.0,eth,2008
-5859000000.0,eth,2009
-6261000000.0,eth,2010
-2015000.0,fji,1960
-11840000.0,fji,1961
-3904000.0,fji,1962
3148000.0,fji,1963
8186000.0,fji,1964
-11590000.0,fji,1965
-6794000.0,fji,1966
-4352000.0,fji,1967
-7443000.0,fji,1968
-7891000.0,fji,1969
-7108000.0,fji,1970
-19290000.0,fji,1971
-29450000.0,fji,1972
-57420000.0,fji,1973
-29170000.0,fji,1974
-4380000.0,fji,1975
-32860000.0,fji,1976
-19840000.0,fji,1977
-36610000.0,fji,1978
-55400000.0,fji,1979
-59410000.0,fji,1980
-178100000.0,fji,1981
-76470000.0,fji,1982
-60960000.0,fji,1983
-12560000.0,fji,1984
-4334000.0,fji,1985
28250000.0,fji,1986
38590000.0,fji,1987
34960000.0,fji,1988
27370000.0,fji,1989
-64350000.0,fji,1990
-44190000.0,fji,1991
-45910000.0,fji,1992
-115600000.0,fji,1993
-55320000.0,fji,1994
8746000.0,fji,1995
85230000.0,fji,1996
54440000.0,fji,1997
41420000.0,fji,1998
-7717000.0,fji,1999
-85970000.0,fji,2000
-133700000.0,fji,2001
-44950000.0,fji,2002
-194100000.0,fji,2003
-452800000.0,fji,2004
-366600000.0,fji,2005
-612500000.0,fji,2006
-520100000.0,fji,2007
-751900000.0,fji,2008
-390800000.0,fji,2009
-379500000.0,fji,2010
-59090000.0,fin,1960
-81260000.0,fin,1961
-96230000.0,fin,1962
-23040000.0,fin,1963
-173100000.0,fin,1964
-174700000.0,fin,1965
-178100000.0,fin,1966
-118500000.0,fin,1967
94560000.0,fin,1968
42740000.0,fin,1969
-190900000.0,fin,1970
-288900000.0,fin,1971
-71370000.0,fin,1972
-253000000.0,fin,1973
-957500000.0,fin,1974
-1788000000.0,fin,1975
-692400000.0,fin,1976
439700000.0,fin,1977
1122000000.0,fin,1978
464100000.0,fin,1979
-698100000.0,fin,1980
512500000.0,fin,1981
91280000.0,fin,1982
-5337000.0,fin,1983
1254000000.0,fin,1984
374100000.0,fin,1985
797600000.0,fin,1986
239400000.0,fin,1987
-669500000.0,fin,1988
-2206000000.0,fin,1989
-2158000000.0,fin,1990
-1212000000.0,fin,1991
895900000.0,fin,1992
3976000000.0,fin,1993
5737000000.0,fin,1994
9786000000.0,fin,1995
8981000000.0,fin,1996
9104000000.0,fin,1997
10490000000.0,fin,1998
11910000000.0,fin,1999
11130000000.0,fin,2000
11680000000.0,fin,2001
12480000000.0,fin,2002
11200000000.0,fin,2003
12330000000.0,fin,2004
8012000000.0,fin,2005
9816000000.0,fin,2006
12610000000.0,fin,2007
10210000000.0,fin,2008
3933000000.0,fin,2009
3106000000.0,fin,2010
1145000000.0,fra,1960
1080000000.0,fra,1961
546500000.0,fra,1962
110100000.0,fra,1963
-391600000.0,fra,1964
669200000.0,fra,1965
43880000.0,fra,1966
48840000.0,fra,1967
-373000000.0,fra,1968
-1112000000.0,fra,1969
357000000.0,fra,1970
1747000000.0,fra,1971
1812000000.0,fra,1972
2063000000.0,fra,1973
-2627000000.0,fra,1974
3990000000.0,fra,1975
-2946000000.0,fra,1976
-129400000.0,fra,1977
5382000000.0,fra,1978
2453000000.0,fra,1979
-10880000000.0,fra,1980
-9212000000.0,fra,1981
-14590000000.0,fra,1982
-1789000000.0,fra,1983
427700000.0,fra,1984
-2430000000.0,fra,1985
-1498000000.0,fra,1986
-10980000000.0,fra,1987
-7623000000.0,fra,1988
-7940000000.0,fra,1989
-11040000000.0,fra,1990
-5066000000.0,fra,1991
8149000000.0,fra,1992
21000000000.0,fra,1993
19090000000.0,fra,1994
23170000000.0,fra,1995
25480000000.0,fra,1996
40850000000.0,fra,1997
37220000000.0,fra,1998
31060000000.0,fra,1999
13200000000.0,fra,2000
15210000000.0,fra,2001
22150000000.0,fra,2002
16040000000.0,fra,2003
8312000000.0,fra,2004
-13530000000.0,fra,2005
-23580000000.0,fra,2006
-39980000000.0,fra,2007
-59600000000.0,fra,2008
-47550000000.0,fra,2009
-60060000000.0,fra,2010
-871500000.0,pyf,1991
-843000000.0,pyf,1992
-818900000.0,pyf,1993
-741300000.0,pyf,1994
-887800000.0,pyf,1995
-849600000.0,pyf,1996
-780500000.0,pyf,1997
-930500000.0,pyf,1998
-729500000.0,pyf,1999
-666500000.0,pyf,2000
2184000.0,gab,1960
-756200.0,gab,1961
1729000.0,gab,1962
2641000.0,gab,1963
12810000.0,gab,1964
13370000.0,gab,1965
405100.0,gab,1966
0.0,gab,1967
-2431000.0,gab,1968
1925000.0,gab,1969
37810000.0,gab,1970
53040000.0,gab,1971
3569000.0,gab,1972
8532000.0,gab,1973
220800000.0,gab,1974
34990000.0,gab,1975
-15480000.0,gab,1976
9362000.0,gab,1977
354500000.0,gab,1978
638900000.0,gab,1979
1416000000.0,gab,1980
875500000.0,gab,1981
793300000.0,gab,1982
603000000.0,gab,1983
672800000.0,gab,1984
176700000.0,gab,1985
-664200000.0,gab,1986
-82850000.0,gab,1987
-194100000.0,gab,1988
192500000.0,gab,1989
903500000.0,gab,1990
756000000.0,gab,1991
686900000.0,gab,1992
623800000.0,gab,1993
981700000.0,gab,1994
1172000000.0,gab,1995
1689000000.0,gab,1996
1282000000.0,gab,1997
-52100000.0,gab,1998
1002000000.0,gab,1999
1843000000.0,gab,2000
1225000000.0,gab,2001
947900000.0,gab,2002
1468000000.0,gab,2003
2166000000.0,gab,2004
3210000000.0,gab,2005
2875000000.0,gab,2006
3398000000.0,gab,2007
5023000000.0,gab,2008
1928000000.0,gab,2009
3340000000.0,gab,2010
-3274000.0,gmb,1966
-3114000.0,gmb,1967
-4529000.0,gmb,1968
-4833000.0,gmb,1969
-1630000.0,gmb,1970
-2682000.0,gmb,1971
-4132000.0,gmb,1972
-5474000.0,gmb,1973
-4543000.0,gmb,1974
1260000.0,gmb,1975
-5943000.0,gmb,1976
-14890000.0,gmb,1977
-45030000.0,gmb,1978
-58620000.0,gmb,1979
-50290000.0,gmb,1980
-49870000.0,gmb,1981
-33060000.0,gmb,1982
-25600000.0,gmb,1983
-24230000.0,gmb,1984
-22690000.0,gmb,1985
-17560000.0,gmb,1986
-21770000.0,gmb,1987
-21570000.0,gmb,1988
-29020000.0,gmb,1989
-37020000.0,gmb,1990
-35780000.0,gmb,1991
-44730000.0,gmb,1992
-62160000.0,gmb,1993
-55550000.0,gmb,1994
-92150000.0,gmb,1995
-62460000.0,gmb,1996
-19710000.0,gmb,1997
-27390000.0,gmb,1998
-29480000.0,gmb,1999
-37280000.0,gmb,2000
-22600000.0,gmb,2001
-30810000.0,gmb,2002
-33950000.0,gmb,2003
-84610000.0,gmb,2004
-105200000.0,gmb,2005
-87320000.0,gmb,2006
-106200000.0,gmb,2007
-153300000.0,gmb,2008
-144400000.0,gmb,2009
-156500000.0,gmb,2010
-444500000.0,geo,1990
-208500000.0,geo,1991
-1129000000.0,geo,1992
-671600000.0,geo,1993
-1291000000.0,geo,1994
-453200000.0,geo,1995
-589400000.0,geo,1996
-931400000.0,geo,1997
-746200000.0,geo,1998
-533100000.0,geo,1999
-509800000.0,geo,2000
-463800000.0,geo,2001
-447200000.0,geo,2002
-582100000.0,geo,2003
-852200000.0,geo,2004
-1142000000.0,geo,2005
-1871000000.0,geo,2006
-2721000000.0,geo,2007
-3811000000.0,geo,2008
-2067000000.0,geo,2009
-2041000000.0,geo,2010
-3080000000.0,deu,1970
-4281000000.0,deu,1971
-4830000000.0,deu,1972
-3761000000.0,deu,1973
-1735000000.0,deu,1974
-8131000000.0,deu,1975
-11520000000.0,deu,1976
-12800000000.0,deu,1977
-13960000000.0,deu,1978
-31970000000.0,deu,1979
-44720000000.0,deu,1980
-31750000000.0,deu,1981
-20500000000.0,deu,1982
-23150000000.0,deu,1983
-20190000000.0,deu,1984
-14570000000.0,deu,1985
-2696000000.0,deu,1986
-2756000000.0,deu,1987
-3276000000.0,deu,1988
-7120000000.0,deu,1989
-1096000000.0,deu,1990
-6836000000.0,deu,1991
-8353000000.0,deu,1992
3478000000.0,deu,1993
7183000000.0,deu,1994
15000000000.0,deu,1995
23410000000.0,deu,1996
27830000000.0,deu,1997
29930000000.0,deu,1998
18730000000.0,deu,1999
5804000000.0,deu,2000
37300000000.0,deu,2001
90250000000.0,deu,2002
94980000000.0,deu,2003
137500000000.0,deu,2004
144200000000.0,deu,2005
163100000000.0,deu,2006
232600000000.0,deu,2007
225800000000.0,deu,2008
164600000000.0,deu,2009
179400000000.0,deu,2010
-88200000.0,gha,1960
-134400000.0,gha,1961
-58800000.0,gha,1962
-96600000.0,gha,1963
-68600000.0,gha,1964
-197000000.0,gha,1965
-106100000.0,gha,1966
-43580000.0,gha,1967
-7840000.0,gha,1968
-11960000.0,gha,1969
-30280000.0,gha,1970
-108700000.0,gha,1971
116500000.0,gha,1972
124600000.0,gha,1973
-100600000.0,gha,1974
26120000.0,gha,1975
-9364000.0,gha,1976
-33690000.0,gha,1977
-48660000.0,gha,1978
2849000.0,gha,1979
-30600000.0,gha,1980
-23950000.0,gha,1981
14380000.0,gha,1982
-17570000.0,gha,1983
-120300000.0,gha,1984
-132200000.0,gha,1985
-203900000.0,gha,1986
-331000000.0,gha,1987
-305400000.0,gha,1988
-399000000.0,gha,1989
-528100000.0,gha,1990
-565000000.0,gha,1991
-740100000.0,gha,1992
-964100000.0,gha,1993
-625900000.0,gha,1994
-544400000.0,gha,1995
-552700000.0,gha,1996
-1417000000.0,gha,1997
-960900000.0,gha,1998
-1353000000.0,gha,1999
-918000000.0,gha,2000
-1040000000.0,gha,2001
-755000000.0,gha,2002
-1214000000.0,gha,2003
-1869000000.0,gha,2004
-2709000000.0,gha,2005
-3168000000.0,gha,2006
-4016000000.0,gha,2007
-5550000000.0,gha,2008
-3380000000.0,gha,2009
-3804000000.0,gha,2010
-340000000.0,grc,1960
-361700000.0,grc,1961
-387400000.0,grc,1962
-477900000.0,grc,1963
-657400000.0,grc,1964
-856700000.0,grc,1965
-646500000.0,grc,1966
-687100000.0,grc,1967
-876500000.0,grc,1968
-1016000000.0,grc,1969
-1069000000.0,grc,1970
-1154000000.0,grc,1971
-1342000000.0,grc,1972
-2125000000.0,grc,1973
-1986000000.0,grc,1974
-2233000000.0,grc,1975
-2347000000.0,grc,1976
-2692000000.0,grc,1977
-2854000000.0,grc,1978
-3091000000.0,grc,1979
-3670000000.0,grc,1980
-2410000000.0,grc,1981
-4491000000.0,grc,1982
-4521000000.0,grc,1983
-3876000000.0,grc,1984
-4320000000.0,grc,1985
-4520000000.0,grc,1986
-4356000000.0,grc,1987
-5889000000.0,grc,1988
-7858000000.0,grc,1989
-11630000000.0,grc,1990
-12050000000.0,grc,1991
-11790000000.0,grc,1992
-10890000000.0,grc,1993
-9433000000.0,grc,1994
-12630000000.0,grc,1995
-14350000000.0,grc,1996
-13340000000.0,grc,1997
-14920000000.0,grc,1998
-15280000000.0,grc,1999
-17270000000.0,grc,2000
-17570000000.0,grc,2001
-20360000000.0,grc,2002
-24320000000.0,grc,2003
-23550000000.0,grc,2004
-22300000000.0,grc,2005
-28330000000.0,grc,2006
-41070000000.0,grc,2007
-49170000000.0,grc,2008
-36530000000.0,grc,2009
-26730000000.0,grc,2010
-5593000.0,grd,1977
-5704000.0,grd,1978
-16590000.0,grd,1979
-26780000.0,grd,1980
-39410000.0,grd,1981
-40700000.0,grd,1982
-32780000.0,grd,1983
-29370000.0,grd,1984
-32930000.0,grd,1985
-29470000.0,grd,1986
-34830000.0,grd,1987
-33070000.0,grd,1988
-42810000.0,grd,1989
-45000000.0,grd,1990
-50770000.0,grd,1991
-38950000.0,grd,1992
-47700000.0,grd,1993
-37000000.0,grd,1994
-28900000.0,grd,1995
-61600000.0,grd,1996
-78520000.0,grd,1997
-95780000.0,grd,1998
-48260000.0,grd,1999
-79180000.0,grd,2000
-87150000.0,grd,2001
-101800000.0,grd,2002
-135600000.0,grd,2003
-126900000.0,grd,2004
-252500000.0,grd,2005
-247000000.0,grd,2006
-254800000.0,grd,2007
-272600000.0,grd,2008
-191800000.0,grd,2009
-223100000.0,grd,2010
-19800000.0,gtm,1960
-16600000.0,gtm,1961
-18700000.0,gtm,1962
-20800000.0,gtm,1963
-35100000.0,gtm,1964
-37600000.0,gtm,1965
-2700000.0,gtm,1966
-48000000.0,gtm,1967
-27100000.0,gtm,1968
6400000.0,gtm,1969
15100000.0,gtm,1970
-28000000.0,gtm,1971
7800000.0,gtm,1972
17400000.0,gtm,1973
-103000000.0,gtm,1974
-66000000.0,gtm,1975
-262400000.0,gtm,1976
-98700000.0,gtm,1977
-351300000.0,gtm,1978
-310800000.0,gtm,1979
-215300000.0,gtm,1980
-560500000.0,gtm,1981
-340000000.0,gtm,1982
-141000000.0,gtm,1983
-203500000.0,gtm,1984
-100700000.0,gtm,1985
105600000.0,gtm,1986
-456600000.0,gtm,1987
-457400000.0,gtm,1988
-434600000.0,gtm,1989
-291800000.0,gtm,1990
-340000000.0,gtm,1991
-963700000.0,gtm,1992
-954500000.0,gtm,1993
-951800000.0,gtm,1994
-904500000.0,gtm,1995
-753200000.0,gtm,1996
-1003000000.0,gtm,1997
-1567000000.0,gtm,1998
-1530000000.0,gtm,1999
-1689000000.0,gtm,2000
-2456000000.0,gtm,2001
-2791000000.0,gtm,2002
-3159000000.0,gtm,2003
-3625000000.0,gtm,2004
-4337000000.0,gtm,2005
-5126000000.0,gtm,2006
-5720000000.0,gtm,2007
-5749000000.0,gtm,2008
-3440000000.0,gtm,2009
-4484000000.0,gtm,2010
58050000.0,gin,1986
18940000.0,gin,1987
-100200000.0,gin,1988
31800000.0,gin,1989
-63110000.0,gin,1990
-7679000.0,gin,1991
-39370000.0,gin,1992
-51330000.0,gin,1993
-105200000.0,gin,1994
-125800000.0,gin,1995
-199300000.0,gin,1996
-124600000.0,gin,1997
-202300000.0,gin,1998
-152100000.0,gin,1999
-132800000.0,gin,2000
-40610000.0,gin,2001
-69480000.0,gin,2002
-3124000.0,gin,2003
-84810000.0,gin,2004
-37650000.0,gin,2005
-94150000.0,gin,2006
-192200000.0,gin,2007
-200500000.0,gin,2008
-194100000.0,gin,2009
-200600000.0,gin,2010
-20620000.0,gnb,1970
-23680000.0,gnb,1971
-27430000.0,gnb,1972
-30980000.0,gnb,1973
-33810000.0,gnb,1974
-22630000.0,gnb,1975
-25470000.0,gnb,1976
-26790000.0,gnb,1977
-34740000.0,gnb,1978
-40600000.0,gnb,1979
-32260000.0,gnb,1980
-37950000.0,gnb,1981
-55360000.0,gnb,1982
-42930000.0,gnb,1983
-52460000.0,gnb,1984
-68980000.0,gnb,1985
-34640000.0,gnb,1986
-47960000.0,gnb,1987
-63690000.0,gnb,1988
-79500000.0,gnb,1989
-66110000.0,gnb,1990
-71510000.0,gnb,1991
-102300000.0,gnb,1992
-56490000.0,gnb,1993
-42070000.0,gnb,1994
-59620000.0,gnb,1995
-57630000.0,gnb,1996
-50670000.0,gnb,1997
-44180000.0,gnb,1998
-40300000.0,gnb,1999
-42660000.0,gnb,2000
-68360000.0,gnb,2001
-43580000.0,gnb,2002
-14000000.0,guy,1960
-1692000.0,guy,1961
22920000.0,guy,1962
29520000.0,guy,1963
7000000.0,guy,1964
-5118000.0,guy,1965
-11820000.0,guy,1966
-5882000.0,guy,1967
7100000.0,guy,1968
9500000.0,guy,1969
-1450000.0,guy,1970
10500000.0,guy,1971
-3714000.0,guy,1972
-51290000.0,guy,1973
8364000.0,guy,1974
-125000.0,guy,1975
-113300000.0,guy,1976
-70000000.0,guy,1977
-80030.0,guy,1978
-49960000.0,guy,1979
-74520000.0,guy,1980
-133400000.0,guy,1981
-83400000.0,guy,1982
-91500000.0,guy,1983
-31500000.0,guy,1984
-62560000.0,guy,1985
-34860000.0,guy,1986
-39690000.0,guy,1987
-17800000.0,guy,1988
-27320000.0,guy,1989
-68030000.0,guy,1990
-74500000.0,guy,1991
-92990000.0,guy,1992
-87770000.0,guy,1993
-70190000.0,guy,1994
-67790000.0,guy,1995
-42990000.0,guy,1996
-73540000.0,guy,1997
-85940000.0,guy,1998
-55870000.0,guy,1999
-104100000.0,guy,2000
-114400000.0,guy,2001
-91670000.0,guy,2002
-74020000.0,guy,2003
-77530000.0,guy,2004
-285300000.0,guy,2005
-666900000.0,hti,1991
-367300000.0,hti,1992
-488800000.0,hti,1993
-388700000.0,hti,1994
-527800000.0,hti,1995
-521900000.0,hti,1996
-518500000.0,hti,1997
-628200000.0,hti,1998
-713500000.0,hti,1999
-759300000.0,hti,2000
-834200000.0,hti,2001
-767500000.0,hti,2002
-905600000.0,hti,2003
-1049000000.0,hti,2004
-1201000000.0,hti,2005
-1490000000.0,hti,2006
-1535000000.0,hti,2007
-2016000000.0,hti,2008
-1924000000.0,hti,2009
-3033000000.0,hti,2010
-5500000.0,hnd,1960
1400000.0,hnd,1961
1600000.0,hnd,1962
-10800000.0,hnd,1963
-10400000.0,hnd,1964
2300000.0,hnd,1965
-8000000.0,hnd,1966
-12100000.0,hnd,1967
-7800000.0,hnd,1968
-19300000.0,hnd,1969
-44800000.0,hnd,1970
-6000000.0,hnd,1971
8500000.0,hnd,1972
-8000000.0,hnd,1973
-123500000.0,hnd,1974
-101000000.0,hnd,1975
-60000000.0,hnd,1976
-74000000.0,hnd,1977
-79500000.0,hnd,1978
-83000000.0,hnd,1979
-175000000.0,hnd,1980
-171000000.0,hnd,1981
-40000000.0,hnd,1982
-94500000.0,hnd,1983
-210000000.0,hnd,1984
-173500000.0,hnd,1985
-65500000.0,hnd,1986
-119000000.0,hnd,1987
-104700000.0,hnd,1988
-119000000.0,hnd,1989
-83660000.0,hnd,1990
-93670000.0,hnd,1991
-140400000.0,hnd,1992
-314100000.0,hnd,1993
-344000000.0,hnd,1994
-171300000.0,hnd,1995
-206300000.0,hnd,1996
-262600000.0,hnd,1997
-398300000.0,hnd,1998
-803500000.0,hnd,1999
-884500000.0,hnd,2000
-997200000.0,hnd,2001
-974900000.0,hnd,2002
-1158000000.0,hnd,2003
-1651000000.0,hnd,2004
-1803000000.0,hnd,2005
-2295000000.0,hnd,2006
-3468000000.0,hnd,2007
-4595000000.0,hnd,2008
-2683000000.0,hnd,2009
-3194000000.0,hnd,2010
-127000000.0,hkg,1960
-149800000.0,hkg,1961
-177600000.0,hkg,1962
-182100000.0,hkg,1963
-218800000.0,hkg,1964
-84000000.0,hkg,1965
-88370000.0,hkg,1966
125400000.0,hkg,1967
146900000.0,hkg,1968
283000000.0,hkg,1969
293700000.0,hkg,1970
187500000.0,hkg,1971
453600000.0,hkg,1972
506900000.0,hkg,1973
450000000.0,hkg,1974
561900000.0,hkg,1975
1375000000.0,hkg,1976
1027000000.0,hkg,1977
185800000.0,hkg,1978
291200000.0,hkg,1979
-137900000.0,hkg,1980
-459600000.0,hkg,1981
195200000.0,hkg,1982
552200000.0,hkg,1983
2705000000.0,hkg,1984
3612000000.0,hkg,1985
3776000000.0,hkg,1986
5306000000.0,hkg,1987
5378000000.0,hkg,1988
7940000000.0,hkg,1989
6644000000.0,hkg,1990
6133000000.0,hkg,1991
5512000000.0,hkg,1992
8129000000.0,hkg,1993
1668000000.0,hkg,1994
-6413000000.0,hkg,1995
-2304000000.0,hkg,1996
-5910000000.0,hkg,1997
927800000.0,hkg,1998
8600000000.0,hkg,1999
7517000000.0,hkg,2000
7486000000.0,hkg,2001
13580000000.0,hkg,2002
14650000000.0,hkg,2003
14710000000.0,hkg,2004
22090000000.0,hkg,2005
21650000000.0,hkg,2006
22420000000.0,hkg,2007
22100000000.0,hkg,2008
15610000000.0,hkg,2009
12590000000.0,hkg,2010
-36300000.0,hun,1968
114300000.0,hun,1969
-128200000.0,hun,1970
-375700000.0,hun,1971
86080000.0,hun,1972
400400000.0,hun,1973
-424700000.0,hun,1974
-811000000.0,hun,1975
-539500000.0,hun,1976
-631100000.0,hun,1977
-1512000000.0,hun,1978
-658900000.0,hun,1979
-478400000.0,hun,1980
-239800000.0,hun,1981
185000000.0,hun,1982
401800000.0,hun,1983
642800000.0,hun,1984
427000000.0,hun,1985
-336400000.0,hun,1986
-125900000.0,hun,1987
766800000.0,hun,1988
971900000.0,hun,1989
863400000.0,hun,1990
-245000000.0,hun,1991
-9412000.0,hun,1992
-3166000000.0,hun,1993
-2662000000.0,hun,1994
137000000.0,hun,1995
305700000.0,hun,1996
568000000.0,hun,1997
-608800000.0,hun,1998
-1214000000.0,hun,1999
-1600000000.0,hun,2000
-544400000.0,hun,2001
-1230000000.0,hun,2002
-3210000000.0,hun,2003
-3670000000.0,hun,2004
-2324000000.0,hun,2005
-1030000000.0,hun,2006
1213000000.0,hun,2007
700600000.0,hun,2008
6152000000.0,hun,2009
8363000000.0,hun,2010
-10610000.0,isl,1960
7918000.0,isl,1961
9832000.0,isl,1962
-4058000.0,isl,1963
-6293000.0,isl,1964
6694000.0,isl,1965
-6368000.0,isl,1966
-48510000.0,isl,1967
-37020000.0,isl,1968
8476000.0,isl,1969
8995000.0,isl,1970
-42370000.0,isl,1971
-14700000.0,isl,1972
-23020000.0,isl,1973
-144600000.0,isl,1974
-115600000.0,isl,1975
6407000.0,isl,1976
-16570000.0,isl,1977
73690000.0,isl,1978
33060000.0,isl,1979
660200.0,isl,1980
-50160000.0,isl,1981
-148600000.0,isl,1982
59280000.0,isl,1983
-814900.0,isl,1984
5453000.0,isl,1985
151900000.0,isl,1986
-55950000.0,isl,1987
-53230000.0,isl,1988
126300000.0,isl,1989
83680000.0,isl,1990
-83700000.0,isl,1991
-5258000.0,isl,1992
193900000.0,isl,1993
324500000.0,isl,1994
253600000.0,isl,1995
44560000.0,isl,1996
38970000.0,isl,1997
-368000000.0,isl,1998
-410100000.0,isl,1999
-633000000.0,isl,2000
-83650000.0,isl,2001
138500000.0,isl,2002
-335800000.0,isl,2003
-745200000.0,isl,2004
-1997000000.0,isl,2005
-3033000000.0,isl,2006
-2179000000.0,isl,2007
-466500000.0,isl,2008
1020000000.0,isl,2009
1262000000.0,isl,2010
-962800000.0,ind,1960
-644000000.0,ind,1961
-793200000.0,ind,1962
-794300000.0,ind,1963
-1092000000.0,ind,1964
-1134000000.0,ind,1965
-1160000000.0,ind,1966
-958700000.0,ind,1967
-480000000.0,ind,1968
-185300000.0,ind,1969
-59540000.0,ind,1970
-224800000.0,ind,1971
229300000.0,ind,1972
-444000000.0,ind,1973
-1189000000.0,ind,1974
-981300000.0,ind,1975
584800000.0,ind,1976
143300000.0,ind,1977
-374400000.0,ind,1978
-2166000000.0,ind,1979
-5774000000.0,ind,1980
-5077000000.0,ind,1981
-4317000000.0,ind,1982
-4387000000.0,ind,1983
-3060000000.0,ind,1984
-5560000000.0,ind,1985
-4552000000.0,ind,1986
-3839000000.0,ind,1987
-4210000000.0,ind,1988
-3365000000.0,ind,1989
-4494000000.0,ind,1990
2043000.0,ind,1991
-1856000000.0,ind,1992
47190000.0,ind,1993
-988300000.0,ind,1994
-4251000000.0,ind,1995
-4554000000.0,ind,1996
-5147000000.0,ind,1997
-7004000000.0,ind,1998
-8771000000.0,ind,1999
-4246000000.0,ind,2000
-4255000000.0,ind,2001
-5047000000.0,ind,2002
-7746000000.0,ind,2003
-12660000000.0,ind,2004
-22900000000.0,ind,2005
-30060000000.0,ind,2006
-49880000000.0,ind,2007
-62140000000.0,ind,2008
-71800000000.0,ind,2009
-56020000000.0,ind,2010
-403600000.0,idn,1967
-249000000.0,idn,1968
-400200000.0,idn,1969
-146700000.0,idn,1970
-101000000.0,idn,1971
160200000.0,idn,1972
413700000.0,idn,1973
2541000000.0,idn,1974
959800000.0,idn,1975
1182000000.0,idn,1976
2734000000.0,idn,1977
1741000000.0,idn,1978
4415000000.0,idn,1979
10900000000.0,idn,1980
4640000000.0,idn,1981
1180000000.0,idn,1982
-1296000000.0,idn,1983
3075000000.0,idn,1984
1530000000.0,idn,1985
-800100000.0,idn,1986
1167000000.0,idn,1987
2385000000.0,idn,1988
2922000000.0,idn,1989
1825000000.0,idn,1990
2173000000.0,idn,1991
4080000000.0,idn,1992
4718000000.0,idn,1993
2027000000.0,idn,1994
-2697000000.0,idn,1995
-1400000000.0,idn,1996
-594100000.0,idn,1997
9306000000.0,idn,1998
11320000000.0,idn,1999
17360000000.0,idn,2000
13270000000.0,idn,2001
12320000000.0,idn,2002
17230000000.0,idn,2003
12000000000.0,idn,2004
11850000000.0,idn,2005
19730000000.0,idn,2006
17470000000.0,idn,2007
5384000000.0,idn,2008
15140000000.0,idn,2009
11550000000.0,idn,2010
84490000.0,irn,1965
33000000.0,irn,1966
-26400000.0,irn,1967
-80530000.0,irn,1968
-84490000.0,irn,1969
-62050000.0,irn,1970
545200000.0,irn,1971
625700000.0,irn,1972
4039000000.0,irn,1973
11930000000.0,irn,1974
4654000000.0,irn,1975
8084000000.0,irn,1976
3778000000.0,irn,1977
2756000000.0,irn,1978
11160000000.0,irn,1979
-11400000000.0,irn,1980
-12790000000.0,irn,1981
-2188000000.0,irn,1982
-11250000000.0,irn,1983
-5857000000.0,irn,1984
-7110000000.0,irn,1985
-11750000000.0,irn,1986
1776000000.0,irn,1987
-6836000000.0,irn,1988
-8231000000.0,irn,1989
-9992000000.0,irn,1990
4548000000.0,irn,1993
11620000000.0,irn,1994
7805000000.0,irn,1995
6494000000.0,irn,1996
2259000000.0,irn,1997
-2093000000.0,irn,1998
6850000000.0,irn,1999
5343000000.0,irn,2000
1982000000.0,irn,2001
4436000000.0,irn,2002
2072000000.0,irn,2003
5091000000.0,irn,2004
16130000000.0,irn,2005
17910000000.0,irn,2006
30440000000.0,irn,2007
-111400000.0,irl,1960
-115800000.0,irl,1961
-156700000.0,irl,1962
