number_of_child_deaths,geo,time
300,qat,1986
279,qat,1987
253,qat,1988
226,qat,1989
201,qat,1990
185,qat,1991
171,qat,1992
161,qat,1993
153,qat,1994
149,qat,1995
145,qat,1996
144,qat,1997
146,qat,1998
147,qat,1999
148,qat,2000
141,qat,2001
134,qat,2002
131,qat,2003
133,qat,2004
141,qat,2005
137,qat,2006
138,qat,2007
145,qat,2008
151,qat,2009
159,qat,2010
178,qat,2011
197,qat,2012
214,qat,2013
224,qat,2014
226,qat,2015
442,reu,1980
422,reu,1981
406,reu,1982
391,reu,1983
377,reu,1984
363,reu,1985
348,reu,1986
332,reu,1987
316,reu,1988
299,reu,1989
281,reu,1990
264,reu,1991
247,reu,1992
231,reu,1993
217,reu,1994
204,reu,1995
192,reu,1996
181,reu,1997
172,reu,1998
163,reu,1999
154,reu,2000
146,reu,2001
138,reu,2002
130,reu,2003
122,reu,2004
114,reu,2005
106,reu,2006
98,reu,2007
91,reu,2008
84,reu,2009
77,reu,2010
71,reu,2011
66,reu,2012
62,reu,2013
58,reu,2014
55,reu,2015
74810,rou,1800
75400,rou,1801
75990,rou,1802
76580,rou,1803
77180,rou,1804
77790,rou,1805
78400,rou,1806
79020,rou,1807
79640,rou,1808
80260,rou,1809
80980,rou,1810
81620,rou,1811
82260,rou,1812
82900,rou,1813
83540,rou,1814
84190,rou,1815
84840,rou,1816
85500,rou,1817
86160,rou,1818
86820,rou,1819
87490,rou,1820
88160,rou,1821
88840,rou,1822
89520,rou,1823
90200,rou,1824
90880,rou,1825
91580,rou,1826
92270,rou,1827
92970,rou,1828
93670,rou,1829
94380,rou,1830
95090,rou,1831
95800,rou,1832
96520,rou,1833
97250,rou,1834
97980,rou,1835
98720,rou,1836
99460,rou,1837
100200,rou,1838
101000,rou,1839
101700,rou,1840
102500,rou,1841
103200,rou,1842
104000,rou,1843
104800,rou,1844
105600,rou,1845
106300,rou,1846
107100,rou,1847
107900,rou,1848
108700,rou,1849
109500,rou,1850
107600,rou,1851
105700,rou,1852
103700,rou,1853
101700,rou,1854
100400,rou,1855
98980,rou,1856
97520,rou,1857
96210,rou,1858
96890,rou,1859
104900,rou,1860
107600,rou,1861
109100,rou,1862
105100,rou,1863
126100,rou,1864
109100,rou,1865
108400,rou,1866
89770,rou,1867
99620,rou,1868
97040,rou,1869
81360,rou,1870
71420,rou,1871
95500,rou,1872
94160,rou,1873
112000,rou,1874
121000,rou,1875
112100,rou,1876
104600,rou,1877
110300,rou,1878
108000,rou,1879
137200,rou,1880
116900,rou,1881
128800,rou,1882
120600,rou,1883
119400,rou,1884
119400,rou,1885
126700,rou,1886
130600,rou,1887
140100,rou,1888
129600,rou,1889
136500,rou,1890
149400,rou,1891
161000,rou,1892
150300,rou,1893
159600,rou,1894
147100,rou,1895
162800,rou,1896
161500,rou,1897
143500,rou,1898
147500,rou,1899
136500,rou,1900
142700,rou,1901
149600,rou,1902
214500,rou,1903
208800,rou,1904
194200,rou,1905
197000,rou,1906
197600,rou,1907
188600,rou,1908
187700,rou,1909
175500,rou,1910
184700,rou,1911
186500,rou,1912
197200,rou,1913
184600,rou,1914
162500,rou,1915
147700,rou,1916
132300,rou,1917
116200,rou,1918
99470,rou,1919
149200,rou,1920
154300,rou,1921
157600,rou,1922
156400,rou,1923
155300,rou,1924
144300,rou,1925
146200,rou,1926
156400,rou,1927
142000,rou,1928
151500,rou,1929
134400,rou,1930
136600,rou,1931
139600,rou,1932
130400,rou,1933
135600,rou,1934
142200,rou,1935
128600,rou,1936
130000,rou,1937
132900,rou,1938
126900,rou,1939
134700,rou,1940
118200,rou,1941
125800,rou,1942
129200,rou,1943
113100,rou,1944
130300,rou,1945
112900,rou,1946
136700,rou,1947
95850,rou,1948
89780,rou,1949
74470,rou,1950
76660,rou,1951
68440,rou,1952
62200,rou,1953
56730,rou,1954
47720,rou,1955
49390,rou,1956
46850,rou,1957
36850,rou,1958
39240,rou,1959
33270,rou,1960
28920,rou,1961
25370,rou,1962
25720,rou,1963
26730,rou,1964
28090,rou,1965
29440,rou,1966
30380,rou,1967
33410,rou,1968
36010,rou,1969
35840,rou,1970
33120,rou,1971
28860,rou,1972
24180,rou,1973
20300,rou,1974
17990,rou,1975
17170,rou,1976
17500,rou,1977
18380,rou,1978
18940,rou,1979
18720,rou,1980
17750,rou,1981
16230,rou,1982
14650,rou,1983
13520,rou,1984
13100,rou,1985
13400,rou,1986
14280,rou,1987
15240,rou,1988
15510,rou,1989
14810,rou,1990
13400,rou,1991
11320,rou,1992
9093,rou,1993
7243,rou,1994
6108,rou,1995
5692,rou,1996
5932,rou,1997
6470,rou,1998
6934,rou,1999
7019,rou,2000
6799,rou,2001
6290,rou,2002
5586,rou,2003
4912,rou,2004
4365,rou,2005
3956,rou,2006
3669,rou,2007
3438,rou,2008
3236,rou,2009
3010,rou,2010
2774,rou,2011
2495,rou,2012
2247,rou,2013
2028,rou,2014
1882,rou,2015
626600,rus,1800
626600,rus,1801
626600,rus,1802
626600,rus,1803
626600,rus,1804
626600,rus,1805
626600,rus,1806
626600,rus,1807
626600,rus,1808
626600,rus,1809
626600,rus,1810
626900,rus,1811
627500,rus,1812
628300,rus,1813
629400,rus,1814
630800,rus,1815
632500,rus,1816
634500,rus,1817
636800,rus,1818
639300,rus,1819
642200,rus,1820
645400,rus,1821
648900,rus,1822
652700,rus,1823
656800,rus,1824
661200,rus,1825
665900,rus,1826
670900,rus,1827
676300,rus,1828
682000,rus,1829
688000,rus,1830
694400,rus,1831
700800,rus,1832
707300,rus,1833
713800,rus,1834
720400,rus,1835
727000,rus,1836
733800,rus,1837
740500,rus,1838
747400,rus,1839
754300,rus,1840
761200,rus,1841
768300,rus,1842
808600,rus,1843
817700,rus,1844
826900,rus,1845
836200,rus,1846
845600,rus,1847
855100,rus,1848
862600,rus,1849
870300,rus,1850
877900,rus,1851
885700,rus,1852
893500,rus,1853
899700,rus,1854
906000,rus,1855
912300,rus,1856
918600,rus,1857
919600,rus,1858
920600,rus,1859
921500,rus,1860
922500,rus,1861
927400,rus,1862
932300,rus,1863
937200,rus,1864
942200,rus,1865
947200,rus,1866
952200,rus,1867
1100000,rus,1868
1075000,rus,1869
961100,rus,1870
1116000,rus,1871
1181000,rus,1872
1116000,rus,1873
1116000,rus,1874
1141000,rus,1875
1182000,rus,1876
1093000,rus,1877
1222000,rus,1878
1095000,rus,1879
1224000,rus,1880
1066000,rus,1881
1355000,rus,1882
1264000,rus,1883
1132000,rus,1884
1199000,rus,1885
1068000,rus,1886
1136000,rus,1887
1177000,rus,1888
1277000,rus,1889
1352000,rus,1890
1403000,rus,1891
1418000,rus,1892
1277000,rus,1893
1357000,rus,1894
1473000,rus,1895
1477000,rus,1896
1398000,rus,1897
1474000,rus,1898
1293000,rus,1899
1385000,rus,1900
1497000,rus,1901
1447000,rus,1902
1413000,rus,1903
1324000,rus,1904
1451000,rus,1905
1399000,rus,1906
1274000,rus,1907
1319000,rus,1908
1344000,rus,1909
1504000,rus,1910
1317000,rus,1911
1227000,rus,1912
1260000,rus,1913
1136000,rus,1914
1141000,rus,1915
1104000,rus,1916
1067000,rus,1917
1032000,rus,1918
997400,rus,1919
964300,rus,1920
932200,rus,1921
901200,rus,1922
871200,rus,1923
842200,rus,1924
840900,rus,1925
806600,rus,1926
791100,rus,1927
789400,rus,1928
725900,rus,1929
690500,rus,1930
656600,rus,1931
624200,rus,1932
593300,rus,1933
563900,rus,1934
535800,rus,1935
509000,rus,1936
483500,rus,1937
459200,rus,1938
436000,rus,1939
413900,rus,1940
392900,rus,1941
372800,rus,1942
353700,rus,1943
335500,rus,1944
318100,rus,1945
301600,rus,1946
285900,rus,1947
270900,rus,1948
256600,rus,1949
243100,rus,1950
237700,rus,1951
235200,rus,1952
231300,rus,1953
226000,rus,1954
219500,rus,1955
212000,rus,1956
203500,rus,1957
194100,rus,1958
183800,rus,1959
158800,rus,1960
136100,rus,1961
125900,rus,1962
113400,rus,1963
97340,rus,1964
86310,rus,1965
78590,rus,1966
74060,rus,1967
72220,rus,1968
69000,rus,1969
80110,rus,1970
79150,rus,1971
80710,rus,1972
83380,rus,1973
84910,rus,1974
85050,rus,1975
83300,rus,1976
79730,rus,1977
75490,rus,1978
71810,rus,1979
69780,rus,1980
69670,rus,1981
70740,rus,1982
72490,rus,1983
73930,rus,1984
74070,rus,1985
72820,rus,1986
70510,rus,1987
67430,rus,1988
63340,rus,1989
58900,rus,1990
53680,rus,1991
47560,rus,1992
40900,rus,1993
35040,rus,1994
31200,rus,1995
29080,rus,1996
29640,rus,1997
31470,rus,1998
33120,rus,1999
33640,rus,2000
33120,rus,2001
31640,rus,2002
29530,rus,2003
27450,rus,2004
25570,rus,2005
23890,rus,2006
22340,rus,2007
21140,rus,2008
20220,rus,2009
19610,rus,2010
19310,rus,2011
19140,rus,2012
19260,rus,2013
18920,rus,2014
18540,rus,2015
18940,rwa,1800
18940,rwa,1801
18940,rwa,1802
18940,rwa,1803
18940,rwa,1804
18940,rwa,1805
18940,rwa,1806
18940,rwa,1807
18940,rwa,1808
18940,rwa,1809
18940,rwa,1810
18950,rwa,1811
18960,rwa,1812
18980,rwa,1813
19000,rwa,1814
19030,rwa,1815
19060,rwa,1816
19100,rwa,1817
19150,rwa,1818
19200,rwa,1819
19260,rwa,1820
19320,rwa,1821
19390,rwa,1822
19460,rwa,1823
19550,rwa,1824
19630,rwa,1825
19730,rwa,1826
19830,rwa,1827
19930,rwa,1828
20050,rwa,1829
20160,rwa,1830
20290,rwa,1831
20420,rwa,1832
20540,rwa,1833
20670,rwa,1834
20800,rwa,1835
20930,rwa,1836
21060,rwa,1837
21190,rwa,1838
21320,rwa,1839
21450,rwa,1840
21580,rwa,1841
21720,rwa,1842
21850,rwa,1843
21990,rwa,1844
22120,rwa,1845
22260,rwa,1846
22400,rwa,1847
22540,rwa,1848
22680,rwa,1849
22820,rwa,1850
22970,rwa,1851
23130,rwa,1852
23290,rwa,1853
23450,rwa,1854
23620,rwa,1855
23780,rwa,1856
23940,rwa,1857
24110,rwa,1858
24280,rwa,1859
24440,rwa,1860
24610,rwa,1861
24780,rwa,1862
24950,rwa,1863
25130,rwa,1864
25300,rwa,1865
25480,rwa,1866
25650,rwa,1867
25830,rwa,1868
26010,rwa,1869
26190,rwa,1870
26370,rwa,1871
26550,rwa,1872
26730,rwa,1873
26910,rwa,1874
27100,rwa,1875
27290,rwa,1876
27470,rwa,1877
27660,rwa,1878
27850,rwa,1879
28040,rwa,1880
28240,rwa,1881
28430,rwa,1882
28630,rwa,1883
28820,rwa,1884
29020,rwa,1885
29220,rwa,1886
29420,rwa,1887
29620,rwa,1888
29830,rwa,1889
30030,rwa,1890
30240,rwa,1891
30450,rwa,1892
30660,rwa,1893
30870,rwa,1894
31080,rwa,1895
31290,rwa,1896
31500,rwa,1897
31700,rwa,1898
31900,rwa,1899
32100,rwa,1900
32290,rwa,1901
32480,rwa,1902
32660,rwa,1903
32840,rwa,1904
33020,rwa,1905
33200,rwa,1906
33360,rwa,1907
33520,rwa,1908
33680,rwa,1909
33840,rwa,1910
33990,rwa,1911
34150,rwa,1912
34300,rwa,1913
34450,rwa,1914
34600,rwa,1915
34760,rwa,1916
34940,rwa,1917
35080,rwa,1918
35240,rwa,1919
35400,rwa,1920
35550,rwa,1921
35710,rwa,1922
35860,rwa,1923
36020,rwa,1924
36180,rwa,1925
36530,rwa,1926
36830,rwa,1927
37180,rwa,1928
37490,rwa,1929
37840,rwa,1930
37720,rwa,1931
37600,rwa,1932
37580,rwa,1933
37440,rwa,1934
37300,rwa,1935
37150,rwa,1936
36990,rwa,1937
36950,rwa,1938
36780,rwa,1939
36610,rwa,1940
36430,rwa,1941
36250,rwa,1942
36180,rwa,1943
35990,rwa,1944
35460,rwa,1945
34950,rwa,1946
34430,rwa,1947
33920,rwa,1948
33420,rwa,1949
32920,rwa,1950
32920,rwa,1951
33580,rwa,1952
34080,rwa,1953
34410,rwa,1954
34660,rwa,1955
31640,rwa,1956
31650,rwa,1957
31580,rwa,1958
31390,rwa,1959
31050,rwa,1960
30870,rwa,1961
30460,rwa,1962
30100,rwa,1963
30060,rwa,1964
30570,rwa,1965
31280,rwa,1966
32410,rwa,1967
34000,rwa,1968
35880,rwa,1969
37980,rwa,1970
40290,rwa,1971
42770,rwa,1972
45600,rwa,1973
48910,rwa,1974
52500,rwa,1975
56020,rwa,1976
58710,rwa,1977
59710,rwa,1978
58810,rwa,1979
56680,rwa,1980
53900,rwa,1981
51040,rwa,1982
48860,rwa,1983
47950,rwa,1984
48100,rwa,1985
49000,rwa,1986
50670,rwa,1987
52240,rwa,1988
52460,rwa,1989
50490,rwa,1990
47780,rwa,1991
42470,rwa,1992
37970,rwa,1993
55560,rwa,1994
44300,rwa,1995
32740,rwa,1996
44150,rwa,1997
58560,rwa,1998
60030,rwa,1999
60830,rwa,2000
59720,rwa,2001
54460,rwa,2002
47480,rwa,2003
40790,rwa,2004
35750,rwa,2005
32090,rwa,2006
29360,rwa,2007
27180,rwa,2008
25320,rwa,2009
23400,rwa,2010
21080,rwa,2011
18760,rwa,2012
16820,rwa,2013
15250,rwa,2014
14210,rwa,2015
87,kna,1970
80,kna,1971
76,kna,1972
74,kna,1973
72,kna,1974
70,kna,1975
67,kna,1976
65,kna,1977
62,kna,1978
59,kna,1979
56,kna,1980
52,kna,1981
49,kna,1982
45,kna,1983
41,kna,1984
38,kna,1985
35,kna,1986
32,kna,1987
29,kna,1988
27,kna,1989
26,kna,1990
24,kna,1991
23,kna,1992
23,kna,1993
22,kna,1994
22,kna,1995
21,kna,1996
21,kna,1997
20,kna,1998
19,kna,1999
19,kna,2000
18,kna,2001
16,kna,2002
15,kna,2003
14,kna,2004
14,kna,2005
13,kna,2006
13,kna,2007
13,kna,2008
13,kna,2009
12,kna,2010
12,kna,2011
11,kna,2012
11,kna,2013
10,kna,2014
10,kna,2015
428,lca,1800
425,lca,1801
423,lca,1802
420,lca,1803
417,lca,1804
415,lca,1805
412,lca,1806
410,lca,1807
407,lca,1808
405,lca,1809
402,lca,1810
400,lca,1811
397,lca,1812
395,lca,1813
392,lca,1814
390,lca,1815
387,lca,1816
385,lca,1817
383,lca,1818
380,lca,1819
378,lca,1820
376,lca,1821
373,lca,1822
371,lca,1823
369,lca,1824
366,lca,1825
364,lca,1826
362,lca,1827
360,lca,1828
357,lca,1829
355,lca,1830
353,lca,1831
351,lca,1832
349,lca,1833
346,lca,1834
344,lca,1835
342,lca,1836
340,lca,1837
338,lca,1838
336,lca,1839
334,lca,1840
332,lca,1841
330,lca,1842
328,lca,1843
327,lca,1844
326,lca,1845
324,lca,1846
324,lca,1847
323,lca,1848
322,lca,1849
322,lca,1850
322,lca,1851
322,lca,1852
323,lca,1853
323,lca,1854
324,lca,1855
326,lca,1856
327,lca,1857
329,lca,1858
331,lca,1859
334,lca,1860
336,lca,1861
339,lca,1862
342,lca,1863
345,lca,1864
349,lca,1865
353,lca,1866
356,lca,1867
360,lca,1868
365,lca,1869
369,lca,1870
373,lca,1871
378,lca,1872
382,lca,1873
387,lca,1874
391,lca,1875
395,lca,1876
399,lca,1877
403,lca,1878
406,lca,1879
410,lca,1880
414,lca,1881
417,lca,1882
419,lca,1883
422,lca,1884
424,lca,1885
426,lca,1886
427,lca,1887
428,lca,1888
430,lca,1889
432,lca,1890
435,lca,1891
438,lca,1892
441,lca,1893
445,lca,1894
449,lca,1895
454,lca,1896
459,lca,1897
462,lca,1898
465,lca,1899
467,lca,1900
468,lca,1901
470,lca,1902
469,lca,1903
468,lca,1904
465,lca,1905
461,lca,1906
457,lca,1907
454,lca,1908
450,lca,1909
447,lca,1910
444,lca,1911
443,lca,1912
443,lca,1913
443,lca,1914
443,lca,1915
443,lca,1916
442,lca,1917
442,lca,1918
442,lca,1919
442,lca,1920
443,lca,1921
444,lca,1922
447,lca,1923
450,lca,1924
452,lca,1925
454,lca,1926
456,lca,1927
458,lca,1928
460,lca,1929
471,lca,1930
481,lca,1931
492,lca,1932
502,lca,1933
512,lca,1934
522,lca,1935
532,lca,1936
541,lca,1937
551,lca,1938
560,lca,1939
569,lca,1940
579,lca,1941
587,lca,1942
596,lca,1943
605,lca,1944
614,lca,1945
622,lca,1946
630,lca,1947
638,lca,1948
647,lca,1949
654,lca,1950
670,lca,1951
698,lca,1952
716,lca,1953
720,lca,1954
716,lca,1955
703,lca,1956
681,lca,1957
650,lca,1958
617,lca,1959
583,lca,1960
546,lca,1961
511,lca,1962
478,lca,1963
447,lca,1964
419,lca,1965
393,lca,1966
368,lca,1967
345,lca,1968
323,lca,1969
297,lca,1970
263,lca,1971
231,lca,1972
203,lca,1973
179,lca,1974
159,lca,1975
143,lca,1976
131,lca,1977
123,lca,1978
117,lca,1979
111,lca,1980
106,lca,1981
101,lca,1982
96,lca,1983
91,lca,1984
87,lca,1985
84,lca,1986
82,lca,1987
82,lca,1988
81,lca,1989
80,lca,1990
80,lca,1991
78,lca,1992
77,lca,1993
74,lca,1994
71,lca,1995
68,lca,1996
64,lca,1997
61,lca,1998
58,lca,1999
55,lca,2000
53,lca,2001
51,lca,2002
50,lca,2003
49,lca,2004
49,lca,2005
48,lca,2006
48,lca,2007
47,lca,2008
47,lca,2009
46,lca,2010
45,lca,2011
44,lca,2012
43,lca,2013
42,lca,2014
40,lca,2015
540,vct,1800
537,vct,1801
534,vct,1802
531,vct,1803
528,vct,1804
525,vct,1805
522,vct,1806
519,vct,1807
516,vct,1808
513,vct,1809
510,vct,1810
507,vct,1811
505,vct,1812
502,vct,1813
500,vct,1814
498,vct,1815
495,vct,1816
493,vct,1817
492,vct,1818
490,vct,1819
488,vct,1820
487,vct,1821
485,vct,1822
484,vct,1823
483,vct,1824
482,vct,1825
481,vct,1826
480,vct,1827
480,vct,1828
479,vct,1829
478,vct,1830
478,vct,1831
478,vct,1832
477,vct,1833
477,vct,1834
476,vct,1835
476,vct,1836
476,vct,1837
475,vct,1838
475,vct,1839
475,vct,1840
474,vct,1841
474,vct,1842
473,vct,1843
473,vct,1844
473,vct,1845
473,vct,1846
473,vct,1847
472,vct,1848
473,vct,1849
472,vct,1850
472,vct,1851
472,vct,1852
473,vct,1853
473,vct,1854
474,vct,1855
475,vct,1856
476,vct,1857
477,vct,1858
478,vct,1859
480,vct,1860
481,vct,1861
483,vct,1862
485,vct,1863
487,vct,1864
489,vct,1865
492,vct,1866
495,vct,1867
497,vct,1868
500,vct,1869
503,vct,1870
507,vct,1871
510,vct,1872
513,vct,1873
516,vct,1874
518,vct,1875
520,vct,1876
523,vct,1877
525,vct,1878
526,vct,1879
527,vct,1880
529,vct,1881
529,vct,1882
529,vct,1883
530,vct,1884
528,vct,1885
527,vct,1886
525,vct,1887
523,vct,1888
522,vct,1889
522,vct,1890
523,vct,1891
525,vct,1892
527,vct,1893
530,vct,1894
534,vct,1895
539,vct,1896
543,vct,1897
546,vct,1898
547,vct,1899
546,vct,1900
544,vct,1901
545,vct,1902
540,vct,1903
533,vct,1904
525,vct,1905
515,vct,1906
505,vct,1907
496,vct,1908
487,vct,1909
479,vct,1910
471,vct,1911
468,vct,1912
467,vct,1913
467,vct,1914
466,vct,1915
466,vct,1916
465,vct,1917
465,vct,1918
464,vct,1919
464,vct,1920
464,vct,1921
465,vct,1922
466,vct,1923
468,vct,1924
469,vct,1925
472,vct,1926
476,vct,1927
479,vct,1928
482,vct,1929
491,vct,1930
500,vct,1931
509,vct,1932
518,vct,1933
526,vct,1934
535,vct,1935
543,vct,1936
551,vct,1937
560,vct,1938
568,vct,1939
575,vct,1940
583,vct,1941
591,vct,1942
599,vct,1943
606,vct,1944
613,vct,1945
621,vct,1946
628,vct,1947
635,vct,1948
642,vct,1949
649,vct,1950
651,vct,1951
653,vct,1952
649,vct,1953
639,vct,1954
624,vct,1955
604,vct,1956
578,vct,1957
548,vct,1958
518,vct,1959
494,vct,1960
469,vct,1961
445,vct,1962
421,vct,1963
398,vct,1964
375,vct,1965
353,vct,1966
332,vct,1967
313,vct,1968
283,vct,1969
284,vct,1970
285,vct,1971
285,vct,1972
284,vct,1973
279,vct,1974
270,vct,1975
255,vct,1976
236,vct,1977
215,vct,1978
194,vct,1979
174,vct,1980
156,vct,1981
140,vct,1982
126,vct,1983
113,vct,1984
101,vct,1985
91,vct,1986
82,vct,1987
75,vct,1988
69,vct,1989
65,vct,1990
61,vct,1991
59,vct,1992
58,vct,1993
57,vct,1994
56,vct,1995
55,vct,1996
53,vct,1997
52,vct,1998
50,vct,1999
48,vct,2000
46,vct,2001
44,vct,2002
43,vct,2003
42,vct,2004
41,vct,2005
41,vct,2006
41,vct,2007
42,vct,2008
42,vct,2009
41,vct,2010
39,vct,2011
37,vct,2012
34,vct,2013
32,vct,2014
30,vct,2015
1070,wsm,1800
1064,wsm,1801
1060,wsm,1802
1055,wsm,1803
1050,wsm,1804
1045,wsm,1805
1040,wsm,1806
1035,wsm,1807
1031,wsm,1808
1026,wsm,1809
1021,wsm,1810
1017,wsm,1811
1012,wsm,1812
1007,wsm,1813
1002,wsm,1814
998,wsm,1815
993,wsm,1816
988,wsm,1817
984,wsm,1818
979,wsm,1819
975,wsm,1820
970,wsm,1821
966,wsm,1822
961,wsm,1823
957,wsm,1824
952,wsm,1825
948,wsm,1826
943,wsm,1827
939,wsm,1828
935,wsm,1829
930,wsm,1830
926,wsm,1831
922,wsm,1832
918,wsm,1833
914,wsm,1834
909,wsm,1835
905,wsm,1836
901,wsm,1837
897,wsm,1838
893,wsm,1839
888,wsm,1840
884,wsm,1841
879,wsm,1842
874,wsm,1843
869,wsm,1844
864,wsm,1845
858,wsm,1846
852,wsm,1847
846,wsm,1848
840,wsm,1849
833,wsm,1850
826,wsm,1851
819,wsm,1852
812,wsm,1853
805,wsm,1854
797,wsm,1855
790,wsm,1856
782,wsm,1857
774,wsm,1858
765,wsm,1859
757,wsm,1860
748,wsm,1861
740,wsm,1862
731,wsm,1863
723,wsm,1864
715,wsm,1865
707,wsm,1866
699,wsm,1867
691,wsm,1868
683,wsm,1869
675,wsm,1870
668,wsm,1871
660,wsm,1872
652,wsm,1873
645,wsm,1874
638,wsm,1875
630,wsm,1876
623,wsm,1877
616,wsm,1878
609,wsm,1879
602,wsm,1880
595,wsm,1881
588,wsm,1882
582,wsm,1883
575,wsm,1884
568,wsm,1885
562,wsm,1886
555,wsm,1887
549,wsm,1888
543,wsm,1889
537,wsm,1890
530,wsm,1891
525,wsm,1892
519,wsm,1893
513,wsm,1894
507,wsm,1895
502,wsm,1896
499,wsm,1897
497,wsm,1898
496,wsm,1899
496,wsm,1900
498,wsm,1901
498,wsm,1902
501,wsm,1903
506,wsm,1904
511,wsm,1905
515,wsm,1906
522,wsm,1907
524,wsm,1908
524,wsm,1909
523,wsm,1910
523,wsm,1911
520,wsm,1912
515,wsm,1913
510,wsm,1914
505,wsm,1915
500,wsm,1916
495,wsm,1917
490,wsm,1918
485,wsm,1919
481,wsm,1920
480,wsm,1921
484,wsm,1922
492,wsm,1923
500,wsm,1924
508,wsm,1925
521,wsm,1926
536,wsm,1927
554,wsm,1928
572,wsm,1929
599,wsm,1930
625,wsm,1931
651,wsm,1932
677,wsm,1933
702,wsm,1934
727,wsm,1935
752,wsm,1936
777,wsm,1937
802,wsm,1938
826,wsm,1939
850,wsm,1940
874,wsm,1941
898,wsm,1942
921,wsm,1943
956,wsm,1944
992,wsm,1945
1028,wsm,1946
1065,wsm,1947
1102,wsm,1948
1139,wsm,1949
1176,wsm,1950
1126,wsm,1951
1083,wsm,1952
1045,wsm,1953
1011,wsm,1954
981,wsm,1955
954,wsm,1956
930,wsm,1957
909,wsm,1958
888,wsm,1959
867,wsm,1960
872,wsm,1961
874,wsm,1962
874,wsm,1963
871,wsm,1964
865,wsm,1965
856,wsm,1966
845,wsm,1967
833,wsm,1968
820,wsm,1969
806,wsm,1970
762,wsm,1971
720,wsm,1972
680,wsm,1973
641,wsm,1974
605,wsm,1975
570,wsm,1976
538,wsm,1977
507,wsm,1978
478,wsm,1979
402,wsm,1980
394,wsm,1981
385,wsm,1982
375,wsm,1983
193,wsm,1984
184,wsm,1985
176,wsm,1986
168,wsm,1987
162,wsm,1988
157,wsm,1989
153,wsm,1990
150,wsm,1991
149,wsm,1992
146,wsm,1993
143,wsm,1994
139,wsm,1995
134,wsm,1996
128,wsm,1997
121,wsm,1998
115,wsm,1999
111,wsm,2000
107,wsm,2001
104,wsm,2002
103,wsm,2003
103,wsm,2004
103,wsm,2005
103,wsm,2006
103,wsm,2007
104,wsm,2008
133,wsm,2009
103,wsm,2010
100,wsm,2011
96,wsm,2012
90,wsm,2013
85,wsm,2014
80,wsm,2015
3,smr,1986
3,smr,1987
3,smr,1988
3,smr,1989
3,smr,1990
3,smr,1991
3,smr,1992
3,smr,1993
3,smr,1994
3,smr,1995
2,smr,1996
2,smr,1997
2,smr,1998
1,smr,1999
1,smr,2000
1,smr,2001
1,smr,2002
1,smr,2003
1,smr,2004
1,smr,2005
1,smr,2006
1,smr,2007
1,smr,2008
1,smr,2009
1,smr,2010
1,smr,2011
1,smr,2012
1,smr,2013
1,smr,2014
1,smr,2015
442,stp,1800
440,stp,1801
438,stp,1802
436,stp,1803
434,stp,1804
432,stp,1805
430,stp,1806
429,stp,1807
427,stp,1808
425,stp,1809
423,stp,1810
421,stp,1811
420,stp,1812
418,stp,1813
417,stp,1814
416,stp,1815
416,stp,1816
415,stp,1817
414,stp,1818
414,stp,1819
413,stp,1820
413,stp,1821
413,stp,1822
413,stp,1823
414,stp,1824
414,stp,1825
415,stp,1826
416,stp,1827
417,stp,1828
418,stp,1829
418,stp,1830
420,stp,1831
421,stp,1832
422,stp,1833
424,stp,1834
425,stp,1835
427,stp,1836
428,stp,1837
430,stp,1838
431,stp,1839
432,stp,1840
433,stp,1841
435,stp,1842
436,stp,1843
438,stp,1844
439,stp,1845
440,stp,1846
442,stp,1847
443,stp,1848
445,stp,1849
446,stp,1850
448,stp,1851
449,stp,1852
450,stp,1853
452,stp,1854
453,stp,1855
455,stp,1856
456,stp,1857
458,stp,1858
459,stp,1859
461,stp,1860
462,stp,1861
464,stp,1862
465,stp,1863
467,stp,1864
468,stp,1865
470,stp,1866
471,stp,1867
473,stp,1868
475,stp,1869
476,stp,1870
477,stp,1871
479,stp,1872
481,stp,1873
482,stp,1874
484,stp,1875
485,stp,1876
487,stp,1877
489,stp,1878
490,stp,1879
492,stp,1880
493,stp,1881
495,stp,1882
496,stp,1883
498,stp,1884
500,stp,1885
501,stp,1886
503,stp,1887
505,stp,1888
506,stp,1889
508,stp,1890
509,stp,1891
511,stp,1892
513,stp,1893
515,stp,1894
516,stp,1895
518,stp,1896
519,stp,1897
521,stp,1898
523,stp,1899
525,stp,1900
526,stp,1901
528,stp,1902
530,stp,1903
532,stp,1904
533,stp,1905
535,stp,1906
537,stp,1907
539,stp,1908
540,stp,1909
542,stp,1910
544,stp,1911
545,stp,1912
547,stp,1913
549,stp,1914
551,stp,1915
553,stp,1916
555,stp,1917
556,stp,1918
558,stp,1919
560,stp,1920
562,stp,1921
563,stp,1922
565,stp,1923
567,stp,1924
569,stp,1925
570,stp,1926
572,stp,1927
574,stp,1928
576,stp,1929
580,stp,1930
584,stp,1931
589,stp,1932
593,stp,1933
597,stp,1934
601,stp,1935
605,stp,1936
609,stp,1937
613,stp,1938
617,stp,1939
621,stp,1940
625,stp,1941
629,stp,1942
633,stp,1943
636,stp,1944
640,stp,1945
644,stp,1946
647,stp,1947
651,stp,1948
654,stp,1949
658,stp,1950
652,stp,1951
641,stp,1952
633,stp,1953
621,stp,1954
610,stp,1955
568,stp,1956
530,stp,1957
494,stp,1958
461,stp,1959
429,stp,1960
398,stp,1961
369,stp,1962
341,stp,1963
314,stp,1964
