geo,population_aged_20_39_years_both_sexes_percent,time
aus,26.34,2020
aus,25.54,2025
aus,24.96,2030
aus,24.45,2035
aus,24.27,2040
aus,24.27,2045
aus,24.1,2050
aut,26.82,1950
aut,25.3,1955
aut,26.43,1960
aut,26.17,1965
aut,26.02,1970
aut,26.91,1975
aut,28.31,1980
aut,29.87,1985
aut,31.59,1990
aut,32.02,1995
aut,30.06,2000
aut,28.1,2005
aut,26.31,2010
aut,25.66,2015
aut,25.06,2020
aut,23.85,2025
aut,22.66,2030
aut,21.58,2035
aut,21.28,2040
aut,21.32,2045
aut,21.54,2050
aze,26.8,1950
aze,28.75,1955
aze,31.67,1960
aze,28.09,1965
aze,24.63,1970
aze,24.47,1975
aze,26.71,1980
aze,31.92,1985
aze,32.96,1990
aze,33.65,1995
aze,32.54,2000
aze,31.32,2005
aze,32.51,2010
aze,33.38,2015
aze,32.25,2020
aze,29.97,2025
aze,27.95,2030
aze,26.95,2035
aze,27.42,2040
aze,27.47,2045
aze,26.07,2050
bhs,29.11,1950
bhs,28.41,1955
bhs,27.78,1960
bhs,28.17,1965
bhs,28.07,1970
bhs,28.57,1975
bhs,29.52,1980
bhs,32.62,1985
bhs,34.78,1990
bhs,35.23,1995
bhs,33.88,2000
bhs,33.02,2005
bhs,31.88,2010
bhs,31.06,2015
bhs,30.73,2020
bhs,29.1,2025
bhs,28.37,2030
bhs,26.68,2035
bhs,25.45,2040
bhs,24.94,2045
bhs,24.34,2050
bhr,30.43,1950
bhr,29.63,1955
bhr,30.57,1960
bhr,25.65,1965
bhr,26.73,1970
bhr,28.36,1975
bhr,38.62,1980
bhr,43.58,1985
bhr,43.9,1990
bhr,42.04,1995
bhr,40.64,2000
bhr,40.52,2005
bhr,40.17,2010
bhr,37.8,2015
bhr,35.65,2020
bhr,34.08,2025
bhr,32.26,2030
bhr,30.51,2035
bhr,29.05,2040
bhr,27.72,2045
bhr,27.04,2050
bgd,29.31,1950
bgd,28.57,1955
bgd,27.96,1960
bgd,26.9,1965
bgd,25.96,1970
bgd,26.23,1975
bgd,26.5,1980
bgd,27.17,1985
bgd,28.42,1990
bgd,29.9,1995
bgd,31.88,2000
bgd,33.78,2005
bgd,35.05,2010
bgd,35.25,2015
bgd,34.56,2020
bgd,33.26,2025
bgd,31.54,2030
bgd,30.09,2035
bgd,28.76,2040
bgd,27.54,2045
bgd,26.72,2050
brb,29.86,1950
brb,26.55,1955
brb,23.71,1960
brb,21.19,1965
brb,22.27,1970
brb,26.02,1975
brb,29.84,1980
brb,34.51,1985
brb,36.68,1990
brb,36.29,1995
brb,32.81,2000
brb,30.95,2005
brb,29.69,2010
brb,27.91,2015
brb,26.82,2020
brb,24.81,2025
brb,22.69,2030
brb,21.26,2035
brb,20.63,2040
brb,20.82,2045
brb,21.01,2050
blr,29.31,1950
blr,30.42,1955
blr,33.05,1960
blr,30.66,1965
blr,28.03,1970
blr,27.55,1975
blr,28.23,1980
blr,30.69,1985
blr,30.46,1990
blr,29.95,1995
blr,29.15,2000
blr,29.73,2005
blr,31.57,2010
blr,31.04,2015
blr,28.87,2020
blr,25.75,2025
blr,22.92,2030
blr,22.06,2035
blr,22.39,2040
blr,22.41,2045
blr,21.69,2050
bel,28.36,1950
bel,27.5,1955
bel,27.71,1960
bel,25.94,1965
bel,26.12,1970
bel,26.82,1975
bel,28.55,1980
bel,30.87,1985
bel,30.73,1990
bel,29.8,1995
bel,28.0,2000
bel,26.59,2005
bel,25.37,2010
bel,24.55,2015
bel,23.9,2020
bel,23.25,2025
bel,22.98,2030
bel,22.74,2035
bel,22.87,2040
bel,23.1,2045
bel,23.02,2050
blz,27.54,1950
blz,26.92,1955
blz,25.53,1960
blz,22.86,1965
blz,22.95,1970
blz,22.39,1975
blz,23.61,1980
blz,26.38,1985
blz,28.8,1990
blz,31.05,1995
blz,30.56,2000
blz,31.21,2005
blz,32.17,2010
blz,33.24,2015
blz,33.69,2020
blz,33.5,2025
blz,32.56,2030
blz,31.35,2035
blz,30.3,2040
blz,29.33,2045
blz,28.06,2050
ben,26.35,1950
ben,26.18,1955
ben,26.09,1960
ben,26.45,1965
ben,26.18,1970
ben,25.8,1975
ben,25.62,1980
ben,25.6,1985
ben,26.15,1990
ben,27.34,1995
ben,27.51,2000
ben,28.15,2005
ben,28.44,2010
ben,28.74,2015
ben,29.22,2020
ben,29.89,2025
ben,30.92,2030
ben,31.87,2035
ben,32.46,2040
ben,32.64,2045
ben,32.32,2050
btn,28.57,1950
btn,30.1,1955
btn,29.78,1960
btn,29.69,1965
btn,29.73,1970
btn,29.25,1975
btn,28.84,1980
btn,27.23,1985
btn,26.14,1990
btn,26.04,1995
btn,27.45,2000
btn,32.67,2005
btn,35.45,2010
btn,37.4,2015
btn,36.3,2020
btn,33.87,2025
btn,31.3,2030
btn,29.55,2035
btn,28.91,2040
btn,28.0,2045
btn,27.15,2050
bol,27.79,1950
bol,27.54,1955
bol,27.55,1960
bol,27.3,1965
bol,27.07,1970
bol,27.09,1975
bol,27.58,1980
bol,28.01,1985
bol,28.22,1990
bol,28.67,1995
bol,28.97,2000
bol,29.48,2005
bol,30.29,2010
bol,31.27,2015
bol,32.11,2020
bol,32.73,2025
bol,32.75,2030
bol,32.08,2035
bol,31.25,2040
bol,30.16,2045
bol,28.98,2050
bih,27.22,1950
bih,29.77,1955
bih,32.77,1960
bih,31.29,1965
bih,29.91,1970
bih,30.82,1975
bih,32.23,1980
bih,35.06,1985
bih,34.18,1990
bih,32.88,1995
bih,30.37,2000
bih,29.55,2005
bih,29.82,2010
bih,28.76,2015
bih,27.64,2020
bih,25.12,2025
bih,22.19,2030
bih,21.17,2035
bih,20.14,2040
bih,19.99,2045
bih,19.81,2050
bwa,27.43,1950
bwa,27.93,1955
bwa,27.2,1960
bwa,25.34,1965
bwa,24.71,1970
bwa,25.83,1975
bwa,27.06,1980
bwa,27.5,1985
bwa,28.65,1990
bwa,29.76,1995
bwa,31.24,2000
bwa,33.15,2005
bwa,35.44,2010
bwa,36.63,2015
bwa,36.33,2020
bwa,34.82,2025
bwa,33.85,2030
bwa,33.56,2035
bwa,33.46,2040
bwa,33.41,2045
bwa,32.56,2050
bra,29.01,1950
bra,28.21,1955
bra,27.86,1960
bra,26.97,1965
bra,27.1,1970
bra,28.43,1975
bra,29.77,1980
bra,31.57,1985
bra,32.44,1990
bra,32.77,1995
bra,33.06,2000
bra,33.26,2005
bra,33.32,2010
bra,32.91,2015
bra,32.28,2020
bra,31.19,2025
bra,29.72,2030
bra,28.2,2035
bra,26.22,2040
bra,24.07,2045
bra,22.68,2050
brn,28.57,1950
brn,28.12,1955
brn,28.05,1960
brn,26.21,1965
brn,26.15,1970
brn,27.95,1975
brn,34.54,1980
brn,34.67,1985
brn,39.3,1990
brn,38.64,1995
brn,37.43,2000
brn,37.94,2005
brn,37.5,2010
brn,37.19,2015
brn,36.25,2020
brn,35.23,2025
brn,33.58,2030
brn,31.66,2035
brn,30.41,2040
brn,29.7,2045
brn,28.96,2050
bgr,31.94,1950
bgr,31.74,1955
bgr,32.41,1960
bgr,30.15,1965
bgr,29.29,1970
bgr,28.41,1975
bgr,28.38,1980
bgr,28.4,1985
bgr,27.33,1990
bgr,27.17,1995
bgr,27.98,2000
bgr,28.62,2005
bgr,28.77,2010
bgr,27.03,2015
bgr,23.99,2020
bgr,21.7,2025
bgr,20.18,2030
bgr,20.21,2035
bgr,21.03,2040
bgr,21.22,2045
bgr,20.53,2050
bfa,30.36,1950
bfa,29.51,1955
bfa,28.69,1960
bfa,27.93,1965
bfa,27.0,1970
bfa,26.17,1975
bfa,25.61,1980
bfa,25.43,1985
bfa,26.26,1990
bfa,27.13,1995
bfa,27.76,2000
bfa,28.68,2005
bfa,28.21,2010
bfa,28.0,2015
bfa,28.1,2020
bfa,28.67,2025
bfa,30.65,2030
bfa,32.21,2035
bfa,33.25,2040
bfa,33.77,2045
bfa,33.27,2050
bdi,29.15,1950
bdi,27.65,1955
bdi,26.6,1960
bdi,25.9,1965
bdi,25.51,1970
bdi,25.26,1975
bdi,27.0,1980
bdi,29.06,1985
bdi,29.2,1990
bdi,27.11,1995
bdi,25.19,2000
bdi,28.65,2005
bdi,32.94,2010
bdi,34.29,2015
bdi,34.01,2020
bdi,32.67,2025
bdi,31.72,2030
bdi,31.88,2035
bdi,32.36,2040
bdi,32.38,2045
bdi,31.56,2050
khm,28.81,1950
khm,28.78,1955
khm,28.63,1960
khm,28.38,1965
khm,28.07,1970
khm,28.46,1975
khm,29.69,1980
khm,29.03,1985
khm,28.83,1990
khm,27.89,1995
khm,26.7,2000
khm,29.95,2005
khm,32.89,2010
khm,35.82,2015
khm,37.2,2020
khm,34.52,2025
khm,32.35,2030
khm,30.61,2035
khm,30.2,2040
khm,30.33,2045
khm,29.75,2050
cmr,28.97,1950
cmr,28.71,1955
cmr,28.39,1960
cmr,27.8,1965
cmr,27.11,1970
cmr,26.57,1975
cmr,26.05,1980
cmr,25.81,1985
cmr,26.01,1990
cmr,26.63,1995
cmr,27.77,2000
cmr,28.98,2005
cmr,30.15,2010
cmr,31.18,2015
cmr,31.53,2020
cmr,32.01,2025
cmr,32.73,2030
cmr,33.19,2035
cmr,33.43,2040
cmr,33.01,2045
cmr,32.17,2050
can,30.75,1950
can,29.25,1955
can,27.62,1960
can,26.01,1965
can,27.89,1970
can,30.75,1975
can,33.67,1980
can,35.51,1985
can,34.41,1990
can,32.04,1995
can,29.68,2000
can,27.78,2005
can,27.25,2010
can,27.16,2015
can,26.22,2020
can,24.82,2025
can,23.57,2030
can,22.57,2035
can,22.49,2040
can,22.83,2045
can,23.09,2050
cpv,30.14,1950
cpv,27.81,1955
cpv,26.4,1960
cpv,23.14,1965
cpv,20.22,1970
cpv,20.14,1975
cpv,19.31,1980
cpv,23.2,1985
cpv,25.63,1990
cpv,26.57,1995
cpv,27.85,2000
cpv,29.17,2005
cpv,31.19,2010
cpv,33.58,2015
cpv,34.02,2020
cpv,32.9,2025
cpv,30.65,2030
cpv,29.02,2035
cpv,27.84,2040
cpv,26.79,2045
cpv,26.35,2050
caf,28.95,1950
caf,28.99,1955
caf,28.7,1960
caf,28.22,1965
caf,27.5,1970
caf,26.47,1975
caf,26.23,1980
caf,26.89,1985
caf,26.78,1990
caf,27.66,1995
caf,28.04,2000
caf,28.35,2005
caf,29.6,2010
caf,30.77,2015
caf,31.98,2020
caf,32.83,2025
caf,33.17,2030
caf,33.37,2035
caf,33.19,2040
caf,32.81,2045
caf,32.39,2050
tcd,29.0,1950
tcd,28.34,1955
tcd,27.59,1960
tcd,26.96,1965
tcd,26.3,1970
tcd,26.38,1975
tcd,26.27,1980
tcd,26.1,1985
tcd,26.07,1990
tcd,25.98,1995
tcd,26.26,2000
tcd,26.7,2005
tcd,27.38,2010
tcd,28.1,2015
tcd,28.83,2020
tcd,29.7,2025
tcd,30.57,2030
tcd,31.47,2035
tcd,32.3,2040
tcd,32.87,2045
tcd,33.15,2050
chanisl,29.41,1950
chanisl,28.04,1955
chanisl,27.27,1960
chanisl,27.83,1965
chanisl,27.5,1970
chanisl,29.37,1975
chanisl,29.92,1980
chanisl,32.84,1985
chanisl,34.29,1990
chanisl,32.64,1995
chanisl,31.29,2000
chanisl,27.52,2005
chanisl,25.33,2010
chanisl,24.34,2015
chanisl,24.03,2020
chanisl,23.68,2025
chanisl,21.85,2030
chanisl,21.85,2035
chanisl,20.53,2040
chanisl,19.73,2045
chanisl,20.42,2050
chl,28.9,1950
chl,28.17,1955
chl,26.96,1960
chl,26.7,1965
chl,27.06,1970
chl,28.29,1975
chl,31.1,1980
chl,33.45,1985
chl,34.09,1990
chl,33.76,1995
chl,31.95,2000
chl,30.51,2005
chl,30.28,2010
chl,30.32,2015
chl,30.0,2020
chl,28.6,2025
chl,26.8,2030
chl,25.2,2035
chl,24.51,2040
chl,24.32,2045
chl,24.04,2050
chn,29.85,1950
chn,28.97,1955
chn,28.17,1960
chn,26.72,1965
chn,26.14,1970
chn,27.77,1975
chn,29.45,1980
chn,32.41,1985
chn,35.1,1990
chn,35.68,1995
chn,34.83,2000
chn,33.27,2005
chn,32.0,2010
chn,30.04,2015
chn,29.23,2020
chn,27.75,2025
chn,25.17,2030
chn,24.18,2035
chn,23.96,2040
chn,23.86,2045
chn,23.43,2050
col,27.96,1950
col,26.48,1955
col,25.19,1960
col,24.18,1965
col,24.75,1970
col,26.85,1975
col,29.14,1980
col,31.6,1985
col,33.15,1990
col,32.89,1995
col,32.79,2000
col,32.3,2005
col,31.65,2010
col,31.62,2015
col,31.06,2020
col,30.32,2025
col,29.59,2030
col,28.71,2035
col,27.98,2040
col,27.3,2045
col,26.52,2050
com,30.97,1950
com,28.81,1955
com,27.6,1960
com,25.94,1965
com,24.58,1970
com,24.91,1975
com,25.0,1980
com,25.78,1985
com,27.29,1990
com,28.66,1995
com,30.31,2000
com,32.47,2005
com,32.66,2010
com,32.11,2015
com,31.43,2020
com,30.79,2025
com,31.72,2030
com,32.38,2035
com,32.35,2040
com,31.49,2045
com,30.24,2050
cod,27.36,1950
cod,27.66,1955
cod,27.8,1960
cod,27.84,1965
cod,27.68,1970
cod,27.29,1975
cod,26.87,1980
cod,26.36,1985
cod,25.87,1990
cod,25.49,1995
cod,25.59,2000
cod,26.04,2005
cod,27.07,2010
cod,28.29,2015
cod,29.57,2020
cod,30.89,2025
cod,31.83,2030
cod,32.67,2035
cod,33.35,2040
cod,33.63,2045
cod,33.66,2050
cog,28.84,1950
cog,28.57,1955
cog,27.99,1960
cog,27.21,1965
cog,26.37,1970
cog,25.85,1975
cog,25.65,1980
cog,26.07,1985
cog,26.86,1990
cog,27.62,1995
cog,27.99,2000
cog,29.55,2005
cog,30.62,2010
cog,32.25,2015
cog,32.91,2020
cog,33.09,2025
cog,33.04,2030
cog,32.8,2035
cog,32.69,2040
cog,32.19,2045
cog,31.55,2050
cri,27.74,1950
cri,25.89,1955
cri,24.06,1960
cri,23.39,1965
cri,24.07,1970
cri,26.75,1975
cri,29.86,1980
cri,32.83,1985
cri,33.73,1990
cri,32.91,1995
cri,32.42,2000
cri,32.31,2005
cri,33.1,2010
cri,33.55,2015
cri,32.81,2020
cri,31.17,2025
cri,28.77,2030
cri,27.25,2035
cri,26.1,2040
cri,25.3,2045
cri,24.91,2050
civ,28.83,1950
civ,29.41,1955
civ,29.5,1960
civ,29.43,1965
civ,28.57,1970
civ,27.75,1975
civ,27.06,1980
civ,26.74,1985
civ,26.78,1990
civ,27.54,1995
civ,28.43,2000
civ,28.56,2005
civ,29.33,2010
civ,30.38,2015
civ,31.13,2020
civ,31.98,2025
civ,32.61,2030
civ,32.91,2035
civ,32.89,2040
civ,32.43,2045
civ,31.81,2050
hrv,28.69,1950
hrv,29.95,1955
hrv,32.07,1960
hrv,30.62,1965
hrv,30.21,1970
hrv,30.18,1975
hrv,29.86,1980
hrv,30.33,1985
hrv,29.57,1990
hrv,28.33,1995
hrv,27.49,2000
hrv,27.4,2005
hrv,27.07,2010
hrv,26.49,2015
hrv,25.24,2020
hrv,23.37,2025
hrv,22.22,2030
hrv,21.65,2035
hrv,21.3,2040
hrv,21.61,2045
hrv,21.54,2050
cub,29.73,1950
cub,28.91,1955
cub,29.21,1960
cub,28.17,1965
cub,27.23,1970
cub,27.65,1975
cub,28.4,1980
cub,32.26,1985
cub,34.88,1990
cub,36.28,1995
cub,33.75,2000
cub,31.74,2005
cub,28.86,2010
cub,26.34,2015
cub,25.85,2020
cub,25.38,2025
cub,23.21,2030
cub,21.71,2035
cub,20.64,2040
cub,19.97,2045
cub,19.79,2050
cyp,28.89,1950
cyp,27.68,1955
cyp,26.7,1960
cyp,26.76,1965
cyp,27.04,1970
cyp,30.92,1975
cyp,32.57,1980
cyp,32.56,1985
cyp,30.5,1990
cyp,29.69,1995
cyp,29.1,2000
cyp,29.19,2005
cyp,30.0,2010
cyp,30.7,2015
cyp,29.38,2020
cyp,27.12,2025
cyp,25.19,2030
cyp,23.66,2035
cyp,23.41,2040
cyp,23.76,2045
cyp,23.85,2050
cze,28.9,1950
cze,26.61,1955
cze,27.03,1960
cze,26.32,1965
cze,27.88,1970
cze,29.39,1975
cze,30.07,1980
cze,29.63,1985
cze,27.92,1990
cze,28.06,1995
cze,29.95,2000
cze,30.37,2005
cze,30.75,2010
cze,28.57,2015
cze,24.78,2020
cze,22.77,2025
cze,21.74,2030
cze,21.65,2035
cze,22.67,2040
cze,23.07,2045
cze,22.43,2050
dnk,28.89,1950
dnk,27.01,1955
dnk,25.76,1960
dnk,26.16,1965
dnk,27.84,1970
dnk,28.99,1975
dnk,29.9,1980
dnk,30.31,1985
dnk,29.9,1990
dnk,29.75,1995
dnk,28.71,2000
dnk,26.23,2005
dnk,24.31,2010
dnk,23.81,2015
dnk,24.08,2020
dnk,24.91,2025
dnk,25.12,2030
dnk,24.28,2035
dnk,23.64,2040
dnk,23.48,2045
dnk,23.63,2050
dji,27.42,1950
dji,27.54,1955
dji,27.38,1960
dji,28.21,1965
dji,28.12,1970
dji,27.8,1975
dji,27.94,1980
dji,28.04,1985
dji,28.26,1990
dji,29.05,1995
dji,29.86,2000
dji,30.77,2005
dji,32.31,2010
dji,33.65,2015
dji,34.14,2020
dji,33.96,2025
dji,33.08,2030
dji,32.07,2035
dji,31.54,2040
dji,31.17,2045
dji,30.74,2050
dom,26.4,1950
dom,26.73,1955
dom,26.29,1960
dom,25.61,1965
dom,25.18,1970
dom,25.76,1975
dom,27.41,1980
dom,29.28,1985
dom,30.86,1990
dom,31.53,1995
dom,31.5,2000
dom,31.24,2005
dom,31.05,2010
dom,31.1,2015
dom,30.9,2020
dom,30.57,2025
dom,30.1,2030
dom,29.39,2035
dom,28.77,2040
dom,27.94,2045
dom,27.03,2050
ecu,26.88,1950
ecu,26.27,1955
ecu,26.02,1960
ecu,25.64,1965
ecu,25.5,1970
ecu,26.55,1975
ecu,27.6,1980
ecu,28.96,1985
ecu,30.48,1990
ecu,31.32,1995
ecu,31.39,2000
ecu,31.07,2005
ecu,30.8,2010
ecu,30.96,2015
ecu,31.26,2020
ecu,31.09,2025
ecu,30.36,2030
ecu,29.33,2035
ecu,28.09,2040
ecu,27.04,2045
ecu,26.2,2050
egy,29.73,1950
egy,28.67,1955
egy,27.14,1960
egy,25.57,1965
egy,26.05,1970
egy,26.36,1975
egy,26.76,1980
egy,27.74,1985
egy,27.65,1990
egy,28.04,1995
egy,29.28,2000
egy,30.97,2005
egy,33.07,2010
egy,33.15,2015
egy,32.45,2020
egy,31.37,2025
egy,30.07,2030
egy,30.09,2035
egy,29.81,2040
egy,29.07,2045
egy,28.04,2050
slv,27.2,1950
slv,27.22,1955
slv,26.34,1960
slv,25.46,1965
slv,25.26,1970
slv,25.78,1975
slv,26.06,1980
slv,26.13,1985
slv,27.04,1990
slv,28.56,1995
slv,28.82,2000
slv,28.87,2005
slv,29.53,2010
slv,31.2,2015
slv,32.82,2020
slv,32.56,2025
slv,31.61,2030
slv,29.92,2035
slv,28.29,2040
slv,28.06,2045
slv,27.56,2050
gnq,29.2,1950
gnq,28.99,1955
gnq,28.35,1960
gnq,28.04,1965
gnq,27.3,1970
gnq,18.83,1975
gnq,18.55,1980
gnq,32.48,1985
gnq,35.28,1990
gnq,33.19,1995
gnq,28.11,2000
gnq,25.57,2005
gnq,26.08,2010
gnq,27.4,2015
gnq,29.34,2020
gnq,30.07,2025
gnq,30.37,2030
gnq,31.21,2035
gnq,32.09,2040
gnq,32.74,2045
gnq,32.87,2050
eri,26.77,1950
eri,27.55,1955
eri,27.93,1960
eri,28.18,1965
eri,27.92,1970
eri,27.38,1975
eri,25.47,1980
eri,24.59,1985
eri,24.48,1990
eri,23.33,1995
eri,28.11,2000
eri,32.49,2005
eri,33.76,2010
eri,32.92,2015
eri,31.05,2020
eri,31.26,2025
eri,32.44,2030
eri,33.58,2035
eri,34.04,2040
eri,33.2,2045
eri,31.74,2050
est,27.66,1950
est,28.73,1955
est,31.47,1960
est,31.42,1965
est,30.35,1970
est,29.75,1975
est,29.37,1980
est,29.57,1985
est,29.15,1990
est,27.71,1995
est,27.33,2000
est,28.16,2005
est,29.52,2010
est,28.24,2015
est,25.86,2020
est,23.36,2025
est,21.45,2030
est,22.52,2035
est,24.29,2040
est,25.32,2045
est,24.49,2050
eth,27.74,1950
eth,27.93,1955
eth,28.09,1960
eth,28.06,1965
eth,28.0,1970
eth,27.58,1975
eth,27.2,1980
eth,27.13,1985
eth,26.93,1990
eth,26.77,1995
eth,26.67,2000
eth,26.96,2005
eth,27.91,2010
eth,29.38,2015
eth,30.74,2020
eth,31.77,2025
eth,32.62,2030
eth,33.06,2035
eth,33.32,2040
eth,33.38,2045
eth,32.99,2050
fji,27.78,1950
fji,26.79,1955
fji,26.14,1960
fji,26.57,1965
fji,27.99,1970
fji,29.64,1975
fji,31.06,1980
fji,32.3,1985
fji,32.18,1990
fji,31.73,1995
fji,30.59,2000
fji,30.43,2005
fji,30.68,2010
fji,31.69,2015
fji,32.13,2020
fji,31.71,2025
fji,31.48,2030
fji,30.45,2035
fji,28.99,2040
fji,28.01,2045
fji,27.14,2050
fin,29.58,1950
fin,27.93,1955
fin,27.52,1960
fin,27.21,1965
fin,28.99,1970
fin,31.54,1975
fin,32.44,1980
fin,32.93,1985
fin,30.46,1990
fin,27.88,1995
fin,26.39,2000
fin,25.26,2005
fin,24.56,2010
fin,24.94,2015
fin,24.31,2020
fin,23.4,2025
fin,23.02,2030
fin,22.58,2035
fin,22.82,2040
fin,23.18,2045
fin,23.22,2050
fra,27.19,1950
fra,26.66,1955
fra,27.66,1960
fra,25.79,1965
fra,26.7,1970
fra,27.64,1975
fra,29.16,1980
fra,30.91,1985
fra,30.15,1990
fra,29.42,1995
fra,27.91,2000
fra,26.76,2005
fra,25.52,2010
fra,24.24,2015
fra,23.87,2020
fra,23.67,2025
fra,23.56,2030
fra,23.52,2035
fra,23.37,2040
fra,22.88,2045
fra,22.46,2050
guf,32.0,1950
guf,28.57,1955
guf,25.0,1960
guf,28.21,1965
guf,27.66,1970
guf,28.57,1975
guf,32.35,1980
guf,35.29,1985
guf,34.48,1990
guf,32.14,1995
guf,30.3,2000
guf,30.2,2005
guf,28.76,2010
guf,29.39,2015
guf,30.58,2020
guf,31.37,2025
guf,31.36,2030
guf,30.65,2035
guf,30.02,2040
guf,29.29,2045
guf,28.79,2050
pyf,26.67,1950
pyf,27.14,1955
pyf,26.92,1960
pyf,26.37,1965
pyf,25.69,1970
pyf,28.12,1975
pyf,29.8,1980
pyf,31.03,1985
pyf,32.47,1990
pyf,33.95,1995
pyf,32.91,2000
pyf,32.03,2005
pyf,32.22,2010
pyf,31.49,2015
pyf,31.37,2020
pyf,30.41,2025
pyf,28.27,2030
pyf,27.73,2035
pyf,27.11,2040
pyf,26.57,2045
pyf,25.78,2050
gab,29.79,1950
gab,29.29,1955
gab,28.81,1960
gab,28.0,1965
gab,27.17,1970
gab,27.61,1975
gab,28.19,1980
gab,28.26,1985
gab,28.12,1990
gab,27.78,1995
gab,28.34,2000
gab,29.63,2005
gab,31.05,2010
gab,32.87,2015
gab,33.75,2020
gab,33.72,2025
gab,33.19,2030
gab,32.21,2035
gab,31.57,2040
gab,31.15,2045
gab,30.58,2050
gmb,29.07,1950
gmb,29.54,1955
gmb,30.72,1960
gmb,31.62,1965
gmb,30.77,1970
gmb,29.32,1975
gmb,27.48,1980
gmb,26.53,1985
gmb,26.82,1990
gmb,27.42,1995
gmb,27.99,2000
gmb,28.01,2005
gmb,28.11,2010
gmb,28.72,2015
gmb,29.82,2020
gmb,31.13,2025
gmb,32.22,2030
gmb,32.86,2035
gmb,32.99,2040
gmb,32.75,2045
gmb,32.4,2050
geo,28.83,1950
geo,29.87,1955
geo,33.14,1960
geo,31.46,1965
geo,28.15,1970
geo,27.65,1975
geo,27.21,1980
geo,30.04,1985
geo,30.7,1990
geo,29.86,1995
geo,28.93,2000
geo,28.38,2005
geo,28.54,2010
geo,28.94,2015
geo,27.46,2020
geo,25.82,2025
geo,23.75,2030
geo,22.23,2035
geo,22.82,2040
geo,23.09,2045
geo,22.34,2050
deu,26.45,1950
deu,25.47,1955
deu,28.32,1960
deu,28.42,1965
deu,27.5,1970
deu,28.38,1975
deu,27.98,1980
deu,29.63,1985
deu,31.57,1990
deu,30.93,1995
deu,28.8,2000
deu,26.21,2005
deu,24.23,2010
deu,23.64,2015
deu,23.2,2020
deu,22.2,2025
deu,20.79,2030
deu,20.0,2035
deu,19.63,2040
