geo,females_aged_15_24_employment_rate_percent,time
bel,25.5,2004
bel,25.3,2005
bel,23.1,2006
bel,23.5,2007
blz,16.8,1991
blz,18.7,1992
blz,21.3,1993
blz,22.4,1994
blz,21.7,1995
blz,21.2,1996
blz,20.4,1997
blz,20.9,1998
blz,21.9,1999
blz,24.4,2000
blz,26.6,2001
blz,26.5,2002
blz,26.9,2003
blz,27.4,2004
blz,27.7,2005
blz,29.2,2006
blz,28.7,2007
ben,51.3,1991
ben,54.6,1992
ben,54.3,1993
ben,53.9,1994
ben,53.6,1995
ben,53.3,1996
ben,52.9,1997
ben,52.4,1998
ben,52.0,1999
ben,51.6,2000
ben,51.1,2001
ben,50.6,2002
ben,50.0,2003
ben,49.5,2004
ben,49.0,2005
ben,48.5,2006
ben,48.7,2007
btn,22.1,1991
btn,20.6,1992
btn,19.7,1993
btn,18.5,1994
btn,17.7,1995
btn,17.7,1996
btn,17.9,1997
btn,18.4,1998
btn,19.1,1999
btn,20.5,2000
btn,22.3,2001
btn,23.8,2002
btn,26.7,2003
btn,28.8,2004
btn,30.7,2005
btn,31.5,2006
btn,30.0,2007
bol,35.9,1991
bol,35.4,1992
bol,35.7,1993
bol,36.0,1994
bol,36.2,1995
bol,38.3,1996
bol,42.2,1997
bol,41.6,1998
bol,40.9,1999
bol,39.7,2000
bol,39.8,2001
bol,39.4,2002
bol,39.6,2003
bol,40.0,2004
bol,40.5,2005
bol,41.0,2006
bol,40.5,2007
bih,23.8,1991
bih,22.0,1992
bih,19.9,1993
bih,19.5,1994
bih,20.1,1995
bih,19.8,1996
bih,18.5,1997
bih,18.1,1998
bih,17.3,1999
bih,16.6,2000
bih,17.1,2001
bih,16.2,2002
bih,16.5,2003
bih,14.8,2004
bih,15.6,2005
bih,12.2,2006
bih,12.5,2007
bwa,29.0,1991
bwa,25.8,1992
bwa,22.1,1993
bwa,17.7,1994
bwa,18.0,1995
bwa,18.5,1996
bwa,24.5,1997
bwa,31.2,1998
bwa,30.8,1999
bwa,30.4,2000
bwa,18.7,2001
bwa,22.3,2002
bwa,20.7,2003
bwa,18.9,2004
bwa,17.0,2005
bwa,23.0,2006
bwa,23.5,2007
bra,37.8,1991
bra,45.1,1992
bra,44.9,1993
bra,44.9,1994
bra,44.8,1995
bra,42.3,1996
bra,41.6,1997
bra,39.7,1998
bra,40.2,1999
bra,40.0,2000
bra,39.7,2001
bra,40.9,2002
bra,39.9,2003
bra,41.9,2004
bra,41.5,2005
bra,42.4,2006
bra,42.9,2007
brn,33.2,1991
brn,33.5,1992
brn,33.7,1993
brn,34.0,1994
brn,34.4,1995
brn,35.0,1996
brn,35.6,1997
brn,36.4,1998
brn,37.3,1999
brn,38.0,2000
brn,38.7,2001
brn,38.4,2002
brn,38.1,2003
brn,37.8,2004
brn,37.7,2005
brn,37.7,2006
brn,38.2,2007
bgr,31.1,1991
bgr,36.4,1992
bgr,29.6,1993
bgr,28.5,1994
bgr,29.1,1995
bgr,28.2,1996
bgr,25.7,1997
bgr,24.2,1998
bgr,20.9,1999
bgr,18.2,2000
bgr,21.6,2001
bgr,20.6,2002
bgr,20.5,2003
bgr,21.0,2004
bgr,20.9,2005
bgr,23.0,2006
bgr,22.2,2007
bfa,72.3,1991
bfa,72.2,1992
bfa,72.2,1993
bfa,72.1,1994
bfa,72.2,1995
bfa,72.3,1996
bfa,72.3,1997
bfa,72.2,1998
bfa,72.2,1999
bfa,72.0,2000
bfa,71.9,2001
bfa,71.6,2002
bfa,71.3,2003
bfa,71.0,2004
bfa,70.7,2005
bfa,70.5,2006
bfa,70.6,2007
bdi,75.5,1991
bdi,75.9,1992
bdi,76.1,1993
bdi,76.4,1994
bdi,76.6,1995
bdi,76.8,1996
bdi,77.0,1997
bdi,77.3,1998
bdi,77.2,1999
bdi,77.0,2000
bdi,76.6,2001
bdi,76.0,2002
bdi,75.2,2003
bdi,74.6,2004
bdi,74.0,2005
bdi,73.6,2006
bdi,73.3,2007
khm,70.8,1991
khm,70.0,1992
khm,70.0,1993
khm,69.6,1994
khm,67.4,1995
khm,65.1,1996
khm,65.3,1997
khm,67.9,1998
khm,68.7,1999
khm,69.6,2000
khm,71.5,2001
khm,72.1,2002
khm,72.7,2003
khm,73.3,2004
khm,72.8,2005
khm,71.3,2006
khm,73.0,2007
cmr,30.5,1991
cmr,30.2,1992
cmr,30.0,1993
cmr,29.6,1994
cmr,29.4,1995
cmr,30.2,1996
cmr,29.9,1997
cmr,29.5,1998
cmr,29.2,1999
cmr,29.0,2000
cmr,28.6,2001
cmr,28.3,2002
cmr,28.1,2003
cmr,27.9,2004
cmr,27.6,2005
cmr,27.3,2006
cmr,27.4,2007
can,57.5,1991
can,55.0,1992
can,53.2,1993
can,53.3,1994
can,53.3,1995
can,52.0,1996
can,50.2,1997
can,52.1,1998
can,53.7,1999
can,55.7,2000
can,56.1,2001
can,57.5,2002
can,58.5,2003
can,58.3,2004
can,58.7,2005
can,59.4,2006
can,61.6,2007
cpv,42.3,1991
cpv,42.0,1992
cpv,41.5,1993
cpv,40.8,1994
cpv,40.0,1995
cpv,39.0,1996
cpv,37.9,1997
cpv,36.8,1998
cpv,35.8,1999
cpv,34.9,2000
cpv,33.9,2001
cpv,33.0,2002
cpv,32.2,2003
cpv,31.5,2004
cpv,31.0,2005
cpv,30.5,2006
cpv,30.3,2007
caf,51.7,1991
caf,51.3,1992
caf,51.0,1993
caf,50.8,1994
caf,50.7,1995
caf,50.5,1996
caf,50.6,1997
caf,50.6,1998
caf,50.7,1999
caf,50.7,2000
caf,50.7,2001
caf,50.6,2002
caf,50.4,2003
caf,50.3,2004
caf,50.1,2005
caf,49.8,2006
caf,50.0,2007
tcd,46.1,1991
tcd,48.4,1992
tcd,50.8,1993
tcd,51.1,1994
tcd,51.0,1995
tcd,51.1,1996
tcd,51.2,1997
tcd,51.2,1998
tcd,51.1,1999
tcd,51.1,2000
tcd,51.4,2001
tcd,51.6,2002
tcd,52.4,2003
tcd,53.1,2004
tcd,53.2,2005
tcd,53.0,2006
tcd,53.1,2007
chl,21.1,1991
chl,23.6,1992
chl,25.4,1993
chl,24.9,1994
chl,24.0,1995
chl,23.1,1996
chl,23.0,1997
chl,20.9,1998
chl,18.9,1999
chl,18.0,2000
chl,17.4,2001
chl,17.0,2002
chl,17.7,2003
chl,18.7,2004
chl,19.1,2005
chl,20.4,2006
chl,17.6,2007
chn,74.0,1991
chn,74.2,1992
chn,73.5,1993
chn,72.7,1994
chn,71.7,1995
chn,70.8,1996
chn,69.8,1997
chn,68.5,1998
chn,67.4,1999
chn,66.3,2000
chn,65.0,2001
chn,63.7,2002
chn,62.6,2003
chn,61.4,2004
chn,60.6,2005
chn,60.1,2006
chn,60.4,2007
col,27.1,1991
col,27.0,1992
col,28.6,1993
col,27.1,1994
col,27.3,1995
col,26.5,1996
col,26.1,1997
col,28.0,1998
col,30.5,1999
col,30.7,2000
col,32.1,2001
col,31.4,2002
col,33.0,2003
col,33.9,2004
col,36.0,2005
col,34.8,2006
col,38.1,2007
com,50.3,1991
com,49.9,1992
com,49.3,1993
com,48.5,1994
com,47.8,1995
com,47.0,1996
com,46.2,1997
com,45.3,1998
com,44.6,1999
com,44.1,2000
com,43.7,2001
com,43.5,2002
com,43.4,2003
com,43.2,2004
com,43.0,2005
com,42.7,2006
com,42.4,2007
cog,38.3,1991
cog,37.8,1992
cog,37.4,1993
cog,36.9,1994
cog,37.4,1995
cog,37.0,1996
cog,36.2,1997
cog,35.7,1998
cog,35.5,1999
cog,35.4,2000
cog,35.4,2001
cog,35.3,2002
cog,35.1,2003
cog,35.2,2004
cog,35.2,2005
cog,35.2,2006
cog,34.9,2007
cod,51.2,1991
cod,50.8,1992
cod,50.6,1993
cod,50.6,1994
cod,50.7,1995
cod,50.4,1996
cod,50.2,1997
cod,50.1,1998
cod,50.0,1999
cod,49.9,2000
cod,49.8,2001
cod,49.8,2002
cod,49.9,2003
cod,50.1,2004
cod,50.3,2005
cod,50.4,2006
cod,50.1,2007
cri,30.8,1991
cri,30.6,1992
cri,31.4,1993
cri,31.5,1994
cri,30.7,1995
cri,26.3,1996
cri,28.2,1997
cri,31.1,1998
cri,31.1,1999
cri,29.9,2000
cri,31.3,2001
cri,30.2,2002
cri,29.1,2003
cri,27.4,2004
cri,29.2,2005
cri,30.6,2006
cri,31.8,2007
civ,34.4,1991
civ,34.0,1992
civ,33.9,1993
civ,33.7,1994
civ,33.7,1995
civ,33.1,1996
civ,32.4,1997
civ,31.7,1998
civ,31.0,1999
civ,30.3,2000
civ,29.8,2001
civ,29.4,2002
civ,29.0,2003
civ,28.7,2004
civ,28.3,2005
civ,27.8,2006
civ,27.4,2007
hrv,23.4,1991
hrv,23.1,1992
hrv,22.8,1993
hrv,28.5,1994
hrv,28.5,1995
hrv,28.6,1996
hrv,28.6,1997
hrv,27.9,1998
hrv,26.3,1999
hrv,24.7,2000
hrv,22.2,2001
hrv,23.4,2002
hrv,23.3,2003
hrv,23.1,2004
hrv,23.4,2005
hrv,24.4,2006
hrv,25.8,2007
cub,26.0,1991
cub,25.7,1992
cub,26.6,1993
cub,26.4,1994
cub,22.8,1995
cub,22.9,1996
cub,22.4,1997
cub,22.1,1998
cub,21.0,1999
cub,20.8,2000
cub,21.2,2001
cub,21.6,2002
cub,22.3,2003
cub,22.7,2004
cub,23.4,2005
cub,24.3,2006
cub,24.0,2007
cyp,47.4,1991
cyp,38.6,1992
cyp,40.4,1993
cyp,42.7,1994
cyp,44.0,1995
cyp,41.8,1996
cyp,40.8,1997
cyp,36.9,1998
cyp,35.8,1999
cyp,34.6,2000
cyp,37.7,2001
cyp,36.1,2002
cyp,37.0,2003
cyp,34.3,2004
cyp,33.0,2005
cyp,33.9,2006
cyp,34.5,2007
cze,36.0,1991
cze,37.0,1992
cze,38.3,1993
cze,39.7,1994
cze,38.3,1995
cze,37.0,1996
cze,35.6,1997
cze,35.3,1998
cze,33.9,1999
cze,33.5,2000
cze,31.7,2001
cze,29.5,2002
cze,27.8,2003
cze,25.5,2004
cze,23.3,2005
cze,23.6,2006
cze,25.8,2007
dnk,62.5,1991
dnk,62.3,1992
dnk,59.8,1993
dnk,59.4,1994
dnk,60.8,1995
dnk,62.2,1996
dnk,63.3,1997
dnk,66.2,1998
dnk,62.7,1999
dnk,63.8,2000
dnk,58.9,2001
dnk,63.6,2002
dnk,57.8,2003
dnk,59.4,2004
dnk,57.6,2005
dnk,64.6,2006
dnk,62.0,2007
dom,10.6,1991
dom,8.1,1992
dom,9.1,1993
dom,13.7,1994
dom,14.6,1995
dom,15.2,1996
dom,17.2,1997
dom,19.5,1998
dom,21.4,1999
dom,24.8,2000
dom,27.5,2001
dom,32.7,2002
dom,22.9,2003
dom,21.0,2004
dom,21.4,2005
dom,22.4,2006
dom,22.5,2007
tls,45.8,1991
tls,45.4,1992
tls,45.1,1993
tls,45.0,1994
tls,44.9,1995
tls,44.7,1996
tls,44.6,1997
tls,44.5,1998
tls,45.1,1999
tls,46.0,2000
tls,47.0,2001
tls,48.2,2002
tls,49.2,2003
tls,49.8,2004
tls,50.1,2005
tls,50.2,2006
tls,52.2,2007
ecu,25.2,1991
ecu,26.3,1992
ecu,26.9,1993
ecu,27.1,1994
ecu,27.7,1995
ecu,28.1,1996
ecu,28.4,1997
ecu,28.8,1998
ecu,29.4,1999
ecu,29.4,2000
ecu,28.4,2001
ecu,28.4,2002
ecu,28.5,2003
ecu,28.9,2004
ecu,28.9,2005
ecu,28.8,2006
ecu,28.9,2007
egy,11.6,1991
egy,11.1,1992
egy,9.8,1993
egy,10.2,1994
egy,9.6,1995
egy,10.7,1996
egy,10.7,1997
egy,10.2,1998
egy,13.4,1999
egy,10.8,2000
egy,8.8,2001
egy,13.3,2002
egy,12.2,2003
egy,11.0,2004
egy,8.3,2005
egy,11.9,2006
egy,11.8,2007
slv,33.8,1991
slv,29.2,1992
slv,28.3,1993
slv,29.9,1994
slv,28.5,1995
slv,26.4,1996
slv,27.1,1997
slv,31.2,1998
slv,30.9,1999
slv,30.1,2000
slv,29.5,2001
slv,29.1,2002
slv,31.2,2003
slv,29.0,2004
slv,28.5,2005
slv,28.3,2006
slv,28.7,2007
gnq,40.8,1991
gnq,41.1,1992
gnq,41.3,1993
gnq,41.5,1994
gnq,41.8,1995
gnq,42.1,1996
gnq,42.5,1997
gnq,42.4,1998
gnq,42.6,1999
gnq,42.7,2000
gnq,42.9,2001
gnq,42.8,2002
gnq,42.8,2003
gnq,42.8,2004
gnq,42.7,2005
gnq,42.6,2006
gnq,42.5,2007
eri,48.5,1991
eri,48.8,1992
eri,49.5,1993
eri,50.3,1994
eri,50.4,1995
eri,50.5,1996
eri,50.3,1997
eri,49.7,1998
eri,49.1,1999
eri,48.0,2000
eri,47.3,2001
eri,46.3,2002
eri,45.4,2003
eri,44.7,2004
eri,44.2,2005
eri,44.0,2006
eri,42.9,2007
est,42.4,1991
est,42.1,1992
est,39.1,1993
est,37.1,1994
est,35.2,1995
est,33.3,1996
est,31.7,1997
est,32.8,1998
est,29.5,1999
est,27.6,2000
est,24.6,2001
est,21.7,2002
est,22.5,2003
est,23.2,2004
est,25.0,2005
est,23.7,2006
est,26.9,2007
eth,55.8,1991
eth,56.5,1992
eth,58.5,1993
eth,63.1,1994
eth,57.4,1995
eth,63.2,1996
eth,67.5,1997
eth,65.9,1998
eth,60.9,1999
eth,61.8,2000
eth,62.9,2001
eth,63.8,2002
eth,64.7,2003
eth,65.5,2004
eth,67.6,2005
eth,67.2,2006
eth,68.0,2007
fji,23.4,1991
fji,24.2,1992
fji,24.3,1993
fji,24.9,1994
fji,25.6,1995
fji,25.8,1996
fji,26.0,1997
fji,26.6,1998
fji,25.8,1999
fji,26.8,2000
fji,26.7,2001
fji,26.4,2002
fji,27.2,2003
fji,27.2,2004
fji,27.2,2005
fji,27.0,2006
fji,26.8,2007
fin,46.0,1991
fin,37.0,1992
fin,31.0,1993
fin,28.5,1994
fin,28.0,1995
fin,29.0,1996
fin,32.4,1997
fin,33.8,1998
fin,38.0,1999
fin,39.5,2000
fin,40.5,2001
fin,40.7,2002
fin,39.2,2003
fin,39.3,2004
fin,40.4,2005
fin,41.3,2006
fin,44.1,2007
fra,23.4,1991
fra,22.2,1992
fra,20.5,1993
fra,18.6,1994
fra,18.1,1995
fra,18.0,1996
fra,17.0,1997
fra,18.1,1998
fra,17.7,1999
fra,20.1,2000
fra,20.6,2001
fra,20.1,2002
fra,24.2,2003
fra,23.8,2004
fra,23.4,2005
fra,22.6,2006
fra,25.5,2007
gab,34.9,1991
gab,34.8,1992
gab,37.7,1993
gab,37.6,1994
gab,37.5,1995
gab,37.3,1996
gab,37.0,1997
gab,36.6,1998
gab,35.8,1999
gab,35.4,2000
gab,34.8,2001
gab,34.1,2002
gab,33.4,2003
gab,32.7,2004
gab,32.0,2005
gab,31.4,2006
gab,30.8,2007
gmb,56.7,1991
gmb,56.5,1992
gmb,56.3,1993
gmb,56.1,1994
gmb,55.8,1995
gmb,55.6,1996
gmb,55.4,1997
gmb,55.3,1998
gmb,55.1,1999
gmb,54.9,2000
gmb,54.7,2001
gmb,54.4,2002
gmb,54.2,2003
gmb,54.0,2004
gmb,53.7,2005
gmb,53.5,2006
gmb,53.4,2007
geo,23.2,1991
geo,22.7,1992
geo,19.6,1993
geo,18.3,1994
geo,18.2,1995
geo,21.6,1996
geo,22.0,1997
geo,21.3,1998
geo,23.9,1999
geo,22.4,2000
geo,21.8,2001
geo,18.2,2002
geo,20.3,2003
geo,16.0,2004
geo,17.1,2005
geo,16.5,2006
geo,14.7,2007
deu,54.7,1991
deu,52.2,1992
deu,49.6,1993
deu,48.2,1994
deu,45.9,1995
deu,43.5,1996
deu,42.8,1997
deu,43.4,1998
deu,44.8,1999
deu,44.8,2000
deu,44.6,2001
deu,42.8,2002
deu,40.7,2003
deu,40.0,2004
deu,40.2,2005
deu,41.6,2006
deu,41.0,2007
gha,43.8,1991
gha,44.5,1992
gha,44.1,1993
gha,44.4,1994
gha,44.7,1995
gha,44.0,1996
gha,44.5,1997
gha,44.1,1998
gha,43.5,1999
gha,45.3,2000
gha,44.6,2001
gha,44.0,2002
gha,43.5,2003
gha,42.9,2004
gha,42.4,2005
gha,41.9,2006
gha,42.1,2007
grc,23.7,1991
grc,22.9,1992
grc,21.6,1993
grc,21.2,1994
grc,21.2,1995
grc,20.9,1996
grc,20.3,1997
grc,22.7,1998
grc,22.6,1999
grc,22.3,2000
grc,21.4,2001
grc,21.6,2002
grc,20.4,2003
grc,22.3,2004
grc,20.1,2005
grc,19.7,2006
grc,22.4,2007
glp,19.8,1991
glp,20.4,1992
glp,18.8,1993
glp,18.5,1994
glp,16.6,1995
glp,13.9,1996
glp,12.7,1997
glp,11.1,1998
glp,10.4,1999
glp,11.5,2000
glp,10.5,2001
glp,11.1,2002
glp,10.8,2003
glp,11.7,2004
glp,11.3,2005
glp,10.8,2006
glp,10.2,2007
gtm,25.3,1991
gtm,25.7,1992
gtm,25.8,1993
gtm,25.8,1994
gtm,25.6,1995
gtm,26.0,1996
gtm,25.3,1997
gtm,25.7,1998
gtm,26.3,1999
gtm,27.9,2000
gtm,29.3,2001
gtm,29.5,2002
gtm,31.2,2003
gtm,32.4,2004
gtm,33.1,2005
gtm,33.9,2006
gtm,34.2,2007
gin,72.8,1991
gin,72.8,1992
gin,72.8,1993
gin,72.8,1994
gin,72.8,1995
gin,72.7,1996
gin,72.6,1997
gin,72.6,1998
gin,72.4,1999
gin,72.3,2000
gin,72.1,2001
gin,72.0,2002
gin,71.8,2003
gin,71.6,2004
gin,71.4,2005
gin,71.2,2006
gin,71.0,2007
gnb,47.6,1991
gnb,47.8,1992
gnb,48.1,1993
gnb,48.4,1994
gnb,48.7,1995
gnb,49.2,1996
gnb,49.5,1997
gnb,48.9,1998
gnb,49.4,1999
gnb,49.7,2000
gnb,49.9,2001
gnb,49.9,2002
gnb,50.1,2003
gnb,50.3,2004
gnb,50.6,2005
gnb,50.8,2006
gnb,50.8,2007
guy,22.3,1991
guy,21.2,1992
guy,22.4,1993
guy,23.6,1994
guy,24.7,1995
guy,24.7,1996
guy,24.9,1997
guy,26.0,1998
guy,26.9,1999
guy,26.6,2000
guy,26.7,2001
guy,23.2,2002
guy,22.0,2003
guy,21.2,2004
guy,19.9,2005
guy,20.1,2006
guy,19.4,2007
hti,27.2,1991
hti,24.3,1992
hti,23.2,1993
hti,20.3,1994
hti,25.8,1995
hti,25.0,1996
hti,32.0,1997
hti,32.9,1998
hti,35.4,1999
hti,35.4,2000
hti,35.2,2001
hti,35.8,2002
hti,36.3,2003
hti,34.9,2004
hti,36.9,2005
hti,37.1,2006
hti,38.9,2007
hnd,26.9,1991
hnd,30.9,1992
hnd,30.7,1993
hnd,30.4,1994
hnd,29.8,1995
hnd,31.6,1996
hnd,33.1,1997
hnd,33.6,1998
hnd,36.0,1999
hnd,34.0,2000
hnd,31.6,2001
hnd,29.8,2002
hnd,26.8,2003
hnd,24.1,2004
hnd,23.7,2005
hnd,24.3,2006
hnd,23.7,2007
hkg,52.7,1991
hkg,51.4,1992
hkg,48.8,1993
hkg,48.2,1994
hkg,46.6,1995
hkg,47.0,1996
hkg,46.3,1997
hkg,44.4,1998
hkg,41.9,1999
hkg,42.2,2000
hkg,41.6,2001
hkg,41.0,2002
hkg,40.9,2003
hkg,42.0,2004
hkg,41.7,2005
hkg,40.7,2006
hkg,40.6,2007
hun,35.5,1991
hun,34.0,1992
hun,30.8,1993
hun,30.2,1994
hun,28.0,1995
hun,26.0,1996
hun,26.7,1997
hun,30.5,1998
hun,30.5,1999
hun,29.3,2000
hun,27.5,2001
hun,26.4,2002
hun,24.0,2003
hun,20.9,2004
hun,19.1,2005
hun,18.4,2006
hun,18.7,2007
isl,56.9,1991
isl,53.8,1992
isl,54.0,1993
isl,53.1,1994
isl,54.6,1995
isl,55.4,1996
isl,57.6,1997
isl,64.2,1998
isl,67.5,1999
isl,70.6,2000
isl,66.9,2001
isl,59.7,2002
isl,67.8,2003
isl,67.6,2004
isl,74.7,2005
isl,75.8,2006
isl,68.7,2007
ind,28.6,1991
ind,28.7,1992
ind,27.9,1993
ind,27.3,1994
ind,27.8,1995
ind,27.4,1996
ind,26.6,1997
ind,25.6,1998
ind,25.0,1999
ind,24.1,2000
ind,24.3,2001
ind,24.4,2002
ind,23.2,2003
ind,22.2,2004
ind,22.0,2005
ind,21.8,2006
ind,21.4,2007
idn,36.5,1991
idn,36.9,1992
idn,37.2,1993
idn,36.5,1994
idn,34.9,1995
idn,36.1,1996
idn,35.2,1997
idn,31.7,1998
idn,34.6,1999
idn,35.5,2000
idn,34.2,2001
idn,31.0,2002
idn,31.0,2003
idn,30.0,2004
idn,29.1,2005
idn,28.5,2006
idn,32.7,2007
irn,15.0,1991
irn,15.6,1992
irn,16.2,1993
irn,17.0,1994
irn,17.8,1995
irn,18.5,1996
irn,18.8,1997
irn,19.2,1998
irn,19.7,1999
irn,20.1,2000
irn,19.7,2001
irn,20.4,2002
irn,21.6,2003
irn,22.8,2004
irn,22.2,2005
irn,22.7,2006
irn,23.7,2007
irq,5.1,1991
irq,5.2,1992
irq,5.1,1993
irq,5.1,1994
irq,5.1,1995
irq,5.1,1996
irq,5.1,1997
irq,5.1,1998
irq,5.1,1999
irq,5.1,2000
irq,5.0,2001
irq,5.0,2002
irq,3.6,2003
irq,6.0,2004
irq,6.1,2005
irq,6.1,2006
irq,6.2,2007
irl,36.5,1991
irl,33.9,1992
irl,32.7,1993
irl,30.3,1994
irl,34.9,1995
irl,34.4,1996
irl,36.1,1997
irl,40.3,1998
irl,43.4,1999
irl,43.7,2000
irl,42.1,2001
irl,41.6,2002
irl,42.1,2003
irl,41.1,2004
irl,43.9,2005
irl,43.8,2006
irl,42.7,2007
isr,22.3,1991
isr,22.9,1992
isr,24.9,1993
isr,28.4,1994
isr,29.4,1995
isr,29.9,1996
isr,29.3,1997
isr,28.5,1998
isr,28.9,1999
isr,30.2,2000
isr,28.8,2001
isr,26.3,2002
isr,26.4,2003
isr,27.0,2004
isr,28.1,2005
isr,28.1,2006
isr,28.4,2007
ita,25.8,1991
ita,24.6,1992
ita,23.5,1993
ita,22.1,1994
ita,21.1,1995
ita,20.5,1996
ita,20.2,1997
ita,20.5,1998
ita,21.1,1999
ita,22.0,2000
ita,22.0,2001
ita,21.1,2002
ita,20.4,2003
ita,22.9,2004
ita,20.6,2005
ita,20.0,2006
ita,21.0,2007
jam,28.5,1991
jam,29.5,1992
jam,29.1,1993
jam,29.7,1994
jam,25.1,1995
jam,22.9,1996
jam,23.6,1997
jam,22.5,1998
jam,20.6,1999
jam,21.4,2000
jam,19.8,2001
jam,20.7,2002
jam,25.0,2003
jam,22.7,2004
jam,23.1,2005
jam,24.7,2006
jam,23.5,2007
jpn,43.6,1991
jpn,44.4,1992
jpn,44.2,1993
jpn,44.6,1994
jpn,44.4,1995
jpn,44.4,1996
jpn,44.5,1997
jpn,44.1,1998
jpn,42.8,1999
jpn,42.9,2000
jpn,42.5,2001
jpn,41.4,2002
jpn,40.9,2003
jpn,40.7,2004
jpn,41.7,2005
jpn,41.9,2006
jpn,41.3,2007
jor,7.9,1991
jor,7.2,1992
jor,6.6,1993
jor,6.9,1994
jor,7.2,1995
jor,7.2,1996
jor,6.9,1997
jor,6.8,1998
jor,6.5,1999
jor,6.2,2000
jor,5.9,2001
jor,5.7,2002
jor,5.9,2003
jor,6.6,2004
jor,6.7,2005
jor,6.9,2006
jor,6.6,2007
kaz,41.1,1991
kaz,38.3,1992
kaz,39.5,1993
kaz,42.0,1994
kaz,39.1,1995
kaz,37.5,1996
kaz,37.5,1997
kaz,37.4,1998
kaz,37.1,1999
kaz,37.6,2000
kaz,39.3,2001
kaz,39.2,2002
kaz,39.8,2003
kaz,39.1,2004
kaz,37.3,2005
kaz,36.1,2006
kaz,38.3,2007
ken,55.9,1991
ken,55.8,1992
ken,55.7,1993
ken,55.7,1994
ken,55.6,1995
ken,55.5,1996
ken,55.4,1997
ken,55.4,1998
ken,57.8,1999
ken,57.1,2000
ken,56.6,2001
ken,56.0,2002
ken,55.6,2003
ken,55.3,2004
ken,55.2,2005
ken,55.4,2006
ken,55.0,2007
prk,41.1,1991
prk,41.0,1992
prk,41.0,1993
prk,40.8,1994
prk,40.1,1995
prk,37.7,1996
prk,35.9,1997
prk,33.5,1998
prk,32.4,1999
prk,31.6,2000
prk,31.3,2001
prk,32.5,2002
prk,33.8,2003
prk,35.2,2004
prk,35.9,2005
prk,36.2,2006
prk,35.7,2007
kor,39.6,1991
kor,38.9,1992
kor,38.6,1993
kor,39.0,1994
kor,39.7,1995
kor,39.3,1996
kor,38.3,1997
kor,32.6,1998
kor,32.5,1999
kor,33.9,2000
kor,34.7,2001
kor,35.5,2002
kor,34.9,2003
kor,35.5,2004
kor,35.3,2005
kor,32.6,2006
kor,32.8,2007
kwt,20.9,1991
kwt,21.4,1992
kwt,21.8,1993
kwt,22.6,1994
kwt,23.2,1995
kwt,24.1,1996
kwt,25.0,1997
kwt,24.9,1998
kwt,25.0,1999
kwt,25.0,2000
kwt,25.3,2001
kwt,24.7,2002
kwt,23.8,2003
kwt,23.9,2004
kwt,23.8,2005
kwt,23.7,2006
kwt,24.3,2007
kgz,37.3,1991
kgz,37.2,1992
kgz,37.0,1993
kgz,36.9,1994
kgz,36.3,1995
kgz,36.9,1996
kgz,36.6,1997
kgz,35.2,1998
kgz,35.2,1999
kgz,34.2,2000
kgz,33.7,2001
kgz,32.2,2002
kgz,31.5,2003
kgz,30.0,2004
kgz,30.5,2005
kgz,30.7,2006
kgz,30.8,2007
lao,81.0,1991
lao,80.6,1992
lao,80.3,1993
lao,79.6,1994
lao,77.8,1995
lao,77.4,1996
lao,76.8,1997
lao,76.6,1998
lao,76.3,1999
lao,75.5,2000
lao,75.1,2001
lao,74.6,2002
lao,73.9,2003
lao,73.5,2004
lao,72.5,2005
lao,71.6,2006
lao,71.4,2007
lva,40.0,1991
lva,38.2,1992
lva,36.4,1993
lva,34.5,1994
lva,38.5,1995
lva,26.8,1996
lva,29.0,1997
lva,26.4,1998
lva,28.3,1999
lva,23.7,2000
lva,25.7,2001
lva,25.7,2002
lva,25.9,2003
lva,24.0,2004
lva,26.4,2005
lva,28.6,2006
lva,31.1,2007
lbn,11.8,1991
lbn,11.5,1992
lbn,11.6,1993
lbn,11.7,1994
lbn,11.6,1995
lbn,11.5,1996
lbn,11.4,1997
lbn,11.4,1998
lbn,11.3,1999
lbn,11.3,2000
lbn,11.4,2001
lbn,11.5,2002
lbn,11.6,2003
lbn,11.8,2004
lbn,11.7,2005
lbn,11.6,2006
lbn,11.7,2007
lso,31.4,1991
lso,30.2,1992
lso,31.4,1993
lso,31.6,1994
lso,30.1,1995
lso,27.7,1996
