geo,population_aged_60plus_years_female_percent,time
deu,17.04,1955
deu,19.08,1960
deu,21.03,1965
deu,22.77,1970
deu,24.08,1975
deu,23.41,1980
deu,24.59,1985
deu,24.81,1990
deu,24.71,1995
deu,26.54,2000
deu,27.79,2005
deu,28.66,2010
deu,30.44,2015
deu,32.71,2020
deu,35.88,2025
deu,38.73,2030
deu,39.77,2035
deu,40.4,2040
deu,41.26,2045
deu,42.07,2050
gha,4.424,1950
gha,4.538,1955
gha,4.67,1960
gha,4.707,1965
gha,4.76,1970
gha,4.806,1975
gha,4.872,1980
gha,4.939,1985
gha,5.026,1990
gha,5.2,1995
gha,5.447,2000
gha,5.699,2005
gha,6.017,2010
gha,6.251,2015
gha,6.702,2020
gha,7.331,2025
gha,8.11,2030
gha,8.989,2035
gha,9.984,2040
gha,11.09,2045
gha,12.27,2050
grc,10.78,1950
grc,11.82,1955
grc,13.23,1960
grc,14.25,1965
grc,17.38,1970
grc,18.65,1975
grc,18.9,1980
grc,19.34,1985
grc,21.56,1990
grc,23.12,1995
grc,24.22,2000
grc,24.98,2005
grc,26.4,2010
grc,27.94,2015
grc,29.8,2020
grc,31.69,2025
grc,34.17,2030
grc,36.35,2035
grc,38.42,2040
grc,39.65,2045
grc,39.81,2050
grd,6.977,1950
grd,8.889,1955
grd,6.122,1960
grd,7.843,1965
grd,6.383,1970
grd,8.511,1975
grd,8.696,1980
grd,7.843,1985
grd,14.29,1990
grd,10.0,1995
grd,9.804,2000
grd,9.804,2005
grd,9.804,2010
grd,11.32,2015
grd,12.73,2020
grd,14.55,2025
grd,16.67,2030
grd,16.98,2035
grd,19.23,2040
grd,25.0,2045
grd,27.08,2050
glp,8.257,1950
glp,7.5,1955
glp,8.571,1960
glp,7.792,1965
glp,7.317,1970
glp,9.467,1975
glp,10.84,1980
glp,11.67,1985
glp,12.82,1990
glp,13.53,1995
glp,14.93,2000
glp,16.95,2005
glp,18.85,2010
glp,20.72,2015
glp,23.83,2020
glp,26.56,2025
glp,30.27,2030
glp,32.57,2035
glp,31.92,2040
glp,34.36,2045
glp,36.08,2050
gum,0.0,1950
gum,0.0,1955
gum,0.0,1960
gum,0.0,1965
gum,0.0,1970
gum,4.545,1975
gum,4.082,1980
gum,5.263,1985
gum,6.452,1990
gum,7.246,1995
gum,8.0,2000
gum,9.756,2005
gum,10.34,2010
gum,12.77,2015
gum,15.84,2020
gum,18.69,2025
gum,19.09,2030
gum,20.87,2035
gum,22.03,2040
gum,22.5,2045
gum,24.59,2050
gtm,4.365,1950
gtm,4.418,1955
gtm,4.552,1960
gtm,4.705,1965
gtm,4.669,1970
gtm,4.664,1975
gtm,4.788,1980
gtm,5.065,1985
gtm,5.499,1990
gtm,5.845,1995
gtm,6.056,2000
gtm,6.268,2005
gtm,6.635,2010
gtm,7.016,2015
gtm,7.356,2020
gtm,7.917,2025
gtm,8.735,2030
gtm,9.907,2035
gtm,11.39,2040
gtm,13.17,2045
gtm,15.14,2050
gin,7.692,1950
gin,6.769,1955
gin,6.055,1960
gin,5.719,1965
gin,5.616,1970
gin,5.71,1975
gin,5.773,1980
gin,5.734,1985
gin,5.608,1990
gin,5.425,1995
gin,5.416,2000
gin,5.652,2005
gin,5.773,2010
gin,5.974,2015
gin,6.231,2020
gin,6.603,2025
gin,7.015,2030
gin,7.571,2035
gin,8.272,2040
gin,9.226,2045
gin,10.41,2050
gnb,6.415,1950
gnb,5.944,1955
gnb,5.941,1960
gnb,5.941,1965
gnb,6.23,1970
gnb,6.25,1975
gnb,6.161,1980
gnb,6.25,1985
gnb,6.019,1990
gnb,6.102,1995
gnb,5.623,2000
gnb,5.795,2005
gnb,5.769,2010
gnb,6.531,2015
gnb,6.352,2020
gnb,6.315,2025
gnb,6.108,2030
gnb,6.995,2035
gnb,7.456,2040
gnb,7.766,2045
gnb,8.264,2050
guy,7.339,1950
guy,6.024,1955
guy,5.517,1960
guy,5.882,1965
guy,5.602,1970
guy,5.898,1975
guy,6.107,1980
guy,6.378,1985
guy,7.013,1990
guy,7.216,1995
guy,7.216,2000
guy,8.311,2005
guy,9.485,2010
guy,11.38,2015
guy,14.75,2020
guy,17.37,2025
guy,20.11,2030
guy,22.71,2035
guy,24.77,2040
guy,26.33,2045
guy,27.24,2050
hti,6.118,1950
hti,5.63,1955
hti,5.685,1960
hti,6.034,1965
hti,6.268,1970
hti,6.475,1975
hti,6.54,1980
hti,6.325,1985
hti,6.167,1990
hti,6.31,1995
hti,6.604,2000
hti,6.822,2005
hti,6.909,2010
hti,7.343,2015
hti,7.782,2020
hti,8.563,2025
hti,9.334,2030
hti,10.31,2035
hti,11.83,2040
hti,14.23,2045
hti,16.74,2050
hnd,6.613,1950
hnd,5.516,1955
hnd,5.337,1960
hnd,5.137,1965
hnd,5.157,1970
hnd,5.243,1975
hnd,5.033,1980
hnd,5.218,1985
hnd,5.324,1990
hnd,5.486,1995
hnd,5.837,2000
hnd,6.08,2005
hnd,6.457,2010
hnd,7.162,2015
hnd,8.023,2020
hnd,9.117,2025
hnd,10.49,2030
hnd,12.09,2035
hnd,14.11,2040
hnd,16.57,2045
hnd,19.21,2050
hkg,5.515,1950
hkg,5.863,1955
hkg,6.618,1960
hkg,7.633,1965
hkg,8.415,1970
hkg,10.67,1975
hkg,11.77,1980
hkg,12.84,1985
hkg,13.87,1990
hkg,14.52,1995
hkg,15.0,2000
hkg,15.73,2005
hkg,18.29,2010
hkg,21.78,2015
hkg,26.67,2020
hkg,31.93,2025
hkg,35.74,2030
hkg,38.94,2035
hkg,41.31,2040
hkg,42.88,2045
hkg,43.6,2050
hun,12.33,1950
hun,13.68,1955
hun,15.37,1960
hun,17.14,1965
hun,19.04,1970
hun,20.44,1975
hun,19.57,1980
hun,20.88,1985
hun,21.87,1990
hun,22.77,1995
hun,23.69,2000
hun,24.91,2005
hun,26.22,2010
hun,28.43,2015
hun,29.75,2020
hun,29.97,2025
hun,30.86,2030
hun,32.53,2035
hun,34.91,2040
hun,35.88,2045
hun,36.66,2050
isl,11.11,1950
isl,11.54,1955
isl,11.49,1960
isl,12.63,1965
isl,12.87,1970
isl,14.15,1975
isl,14.41,1980
isl,15.0,1985
isl,16.13,1990
isl,16.03,1995
isl,16.55,2000
isl,17.45,2005
isl,17.61,2010
isl,18.56,2015
isl,21.02,2020
isl,23.5,2025
isl,25.53,2030
isl,27.6,2035
isl,29.53,2040
isl,30.93,2045
isl,32.65,2050
ind,5.596,1950
ind,5.239,1955
ind,5.347,1960
ind,5.343,1965
ind,5.546,1970
ind,5.717,1975
ind,5.924,1980
ind,6.073,1985
ind,6.277,1990
ind,6.63,1995
ind,7.114,2000
ind,7.547,2005
ind,8.159,2010
ind,9.32,2015
ind,10.58,2020
ind,11.92,2025
ind,13.38,2030
ind,14.98,2035
ind,16.83,2040
ind,18.83,2045
ind,20.96,2050
idn,6.363,1950
idn,5.958,1955
idn,5.515,1960
idn,5.419,1965
idn,5.56,1970
idn,5.74,1975
idn,5.836,1980
idn,6.051,1985
idn,6.64,1990
idn,7.438,1995
idn,8.346,2000
idn,9.137,2005
idn,9.808,2010
idn,10.84,2015
idn,12.52,2020
idn,14.64,2025
idn,17.11,2030
idn,19.74,2035
idn,22.36,2040
idn,24.87,2045
idn,26.88,2050
irn,8.033,1950
irn,7.207,1955
irn,6.667,1960
irn,6.321,1965
irn,6.018,1970
irn,5.747,1975
irn,5.559,1980
irn,5.426,1985
irn,4.95,1990
irn,5.904,1995
irn,6.425,2000
irn,6.814,2005
irn,7.255,2010
irn,8.367,2015
irn,10.06,2020
irn,12.09,2025
irn,14.47,2030
irn,16.75,2035
irn,20.03,2040
irn,25.28,2045
irn,29.77,2050
irq,4.747,1950
irq,5.163,1955
irq,5.776,1960
irq,6.335,1965
irq,6.461,1970
irq,6.37,1975
irq,6.006,1980
irq,5.755,1985
irq,5.968,1990
irq,6.125,1995
irq,6.137,2000
irq,5.941,2005
irq,5.618,2010
irq,6.274,2015
irq,6.531,2020
irq,7.052,2025
irq,8.168,2030
irq,9.507,2035
irq,10.99,2040
irq,12.5,2045
irq,14.2,2050
irl,15.29,1950
irl,15.28,1955
irl,16.6,1960
irl,16.31,1965
irl,16.72,1970
irl,16.75,1975
irl,16.09,1980
irl,15.89,1985
irl,16.78,1990
irl,16.73,1995
irl,16.58,2000
irl,16.47,2005
irl,17.34,2010
irl,18.67,2015
irl,20.19,2020
irl,22.07,2025
irl,24.05,2030
irl,26.46,2035
irl,29.09,2040
irl,31.1,2045
irl,32.15,2050
isr,6.568,1950
isr,7.541,1955
isr,8.285,1960
isr,9.464,1965
isr,10.71,1970
isr,12.23,1975
isr,12.43,1980
isr,13.28,1985
isr,13.54,1990
isr,14.54,1995
isr,14.68,2000
isr,14.71,2005
isr,16.16,2010
isr,17.57,2015
isr,18.83,2020
isr,19.79,2025
isr,20.84,2030
isr,22.17,2035
isr,23.46,2040
isr,24.64,2045
isr,25.75,2050
ita,12.83,1950
ita,14.01,1955
ita,15.34,1960
ita,16.54,1965
ita,18.19,1970
ita,19.63,1975
ita,19.58,1980
ita,21.45,1985
ita,23.55,1990
ita,25.52,1995
ita,27.16,2000
ita,27.99,2005
ita,29.45,2010
ita,30.64,2015
ita,32.29,2020
ita,34.81,2025
ita,37.66,2030
ita,40.29,2035
ita,41.79,2040
ita,42.19,2045
ita,41.98,2050
jam,6.528,1950
jam,7.062,1955
jam,7.438,1960
jam,8.497,1965
jam,9.081,1970
jam,9.047,1975
jam,9.889,1980
jam,9.845,1985
jam,10.47,1990
jam,10.0,1995
jam,10.37,2000
jam,10.87,2005
jam,11.12,2010
jam,12.03,2015
jam,13.69,2020
jam,16.39,2025
jam,19.17,2030
jam,21.55,2035
jam,22.98,2040
jam,24.49,2045
jam,26.16,2050
jpn,8.427,1950
jpn,8.755,1955
jpn,9.47,1960
jpn,10.29,1965
jpn,11.43,1970
jpn,12.91,1975
jpn,14.48,1980
jpn,16.76,1985
jpn,19.62,1990
jpn,22.71,1995
jpn,25.74,2000
jpn,29.12,2005
jpn,33.2,2010
jpn,35.9,2015
jpn,37.52,2020
jpn,39.15,2025
jpn,41.14,2030
jpn,44.02,2035
jpn,45.8,2040
jpn,46.94,2045
jpn,47.43,2050
jor,7.018,1950
jor,6.854,1955
jor,6.019,1960
jor,5.41,1965
jor,4.701,1970
jor,4.444,1975
jor,4.664,1980
jor,5.104,1985
jor,4.881,1990
jor,4.189,1995
jor,4.78,2000
jor,5.438,2005
jor,5.705,2010
jor,6.184,2015
jor,6.933,2020
jor,8.321,2025
jor,10.23,2030
jor,12.56,2035
jor,14.99,2040
jor,17.8,2045
jor,20.09,2050
kaz,10.23,1950
kaz,9.471,1955
kaz,9.07,1960
kaz,9.562,1965
kaz,10.17,1970
kaz,10.84,1975
kaz,10.64,1980
kaz,10.91,1985
kaz,12.22,1990
kaz,12.35,1995
kaz,13.44,2000
kaz,12.63,2005
kaz,12.8,2010
kaz,14.24,2015
kaz,16.07,2020
kaz,17.97,2025
kaz,19.26,2030
kaz,20.81,2035
kaz,22.32,2040
kaz,24.11,2045
kaz,26.58,2050
ken,7.235,1950
ken,6.828,1955
ken,6.485,1960
ken,6.082,1965
ken,5.587,1970
ken,5.084,1975
ken,4.631,1980
ken,4.341,1985
ken,4.235,1990
ken,4.326,1995
ken,4.342,2000
ken,4.265,2005
ken,4.464,2010
ken,4.892,2015
ken,5.327,2020
ken,5.653,2025
ken,5.907,2030
ken,6.322,2035
ken,7.113,2040
ken,8.206,2045
ken,9.475,2050
prk,4.144,1950
prk,3.707,1955
prk,3.119,1960
prk,2.833,1965
prk,3.073,1970
prk,4.339,1975
prk,6.002,1980
prk,8.093,1985
prk,10.08,1990
prk,12.16,1995
prk,14.32,2000
prk,15.93,2005
prk,16.77,2010
prk,15.98,2015
prk,17.39,2020
prk,18.92,2025
prk,22.25,2030
prk,25.11,2035
prk,25.5,2040
prk,26.77,2045
prk,27.75,2050
kor,5.901,1950
kor,6.41,1955
kor,6.847,1960
kor,6.231,1965
kor,6.398,1970
kor,6.662,1975
kor,7.244,1980
kor,8.216,1985
kor,9.365,1990
kor,11.12,1995
kor,13.2,2000
kor,15.32,2005
kor,17.69,2010
kor,20.72,2015
kor,25.25,2020
kor,29.68,2025
kor,33.89,2030
kor,37.94,2035
kor,40.82,2040
kor,43.28,2045
kor,44.34,2050
kwt,4.839,1950
kwt,5.128,1955
kwt,4.762,1960
kwt,3.279,1965
kwt,3.385,1970
kwt,2.632,1975
kwt,2.393,1980
kwt,2.148,1985
kwt,2.162,1990
kwt,2.329,1995
kwt,2.746,2000
kwt,3.262,2005
kwt,3.88,2010
kwt,5.036,2015
kwt,7.022,2020
kwt,9.308,2025
kwt,12.13,2030
kwt,15.52,2035
kwt,18.65,2040
kwt,21.07,2045
kwt,22.64,2050
kgz,12.42,1950
kgz,11.29,1955
kgz,10.53,1960
kgz,10.69,1965
kgz,10.61,1970
kgz,10.54,1975
kgz,9.941,1980
kgz,9.932,1985
kgz,10.16,1990
kgz,9.52,1995
kgz,9.558,2000
kgz,8.535,2005
kgz,8.505,2010
kgz,9.452,2015
kgz,11.25,2020
kgz,13.37,2025
kgz,14.86,2030
kgz,16.7,2035
kgz,18.54,2040
kgz,20.79,2045
kgz,23.6,2050
lao,3.55,1950
lao,4.158,1955
lao,4.722,1960
lao,5.285,1965
lao,5.649,1970
lao,5.779,1975
lao,6.323,1980
lao,6.226,1985
lao,6.229,1990
lao,5.983,1995
lao,5.924,2000
lao,5.928,2005
lao,6.143,2010
lao,6.606,2015
lao,7.227,2020
lao,8.073,2025
lao,9.132,2030
lao,10.39,2035
lao,11.68,2040
lao,13.41,2045
lao,15.58,2050
lva,17.77,1950
lva,17.71,1955
lva,17.73,1960
lva,19.27,1965
lva,20.69,1970
lva,21.4,1975
lva,20.3,1980
lva,20.82,1985
lva,21.86,1990
lva,23.62,1995
lva,25.78,2000
lva,26.9,2005
lva,27.34,2010
lva,28.24,2015
lva,29.57,2020
lva,31.18,2025
lva,32.2,2030
lva,33.49,2035
lva,34.67,2040
lva,36.54,2045
lva,39.01,2050
lbn,10.74,1950
lbn,9.838,1955
lbn,8.868,1960
lbn,8.287,1965
lbn,7.921,1970
lbn,7.862,1975
lbn,7.627,1980
lbn,7.818,1985
lbn,8.257,1990
lbn,9.419,1995
lbn,10.03,2000
lbn,10.27,2005
lbn,10.83,2010
lbn,12.12,2015
lbn,14.14,2020
lbn,16.49,2025
lbn,18.91,2030
lbn,21.46,2035
lbn,23.96,2040
lbn,26.38,2045
lbn,28.27,2050
lso,7.969,1950
lso,8.095,1955
lso,7.912,1960
lso,7.157,1965
lso,7.207,1970
lso,6.947,1975
lso,6.887,1980
lso,6.844,1985
lso,7.093,1990
lso,7.383,1995
lso,7.455,2000
lso,7.365,2005
lso,7.734,2010
lso,8.524,2015
lso,9.177,2020
lso,9.236,2025
lso,8.649,2030
lso,7.88,2035
lso,7.766,2040
lso,8.419,2045
lso,9.725,2050
lbr,5.276,1950
lbr,5.206,1955
lbr,5.224,1960
lbr,5.12,1965
lbr,5.241,1970
lbr,5.314,1975
lbr,5.366,1980
lbr,5.254,1985
lbr,5.196,1990
lbr,5.086,1995
lbr,5.049,2000
lbr,5.179,2005
lbr,5.332,2010
lbr,5.425,2015
lbr,6.036,2020
lbr,6.744,2025
lbr,7.346,2030
lbr,7.753,2035
lbr,8.5,2040
lbr,9.488,2045
lbr,10.68,2050
lby,5.823,1950
lby,5.445,1955
lby,5.327,1960
lby,5.006,1965
lby,4.426,1970
lby,3.796,1975
lby,3.854,1980
lby,3.88,1985
lby,4.219,1990
lby,4.737,1995
lby,5.349,2000
lby,6.0,2005
lby,6.597,2010
lby,7.48,2015
lby,8.56,2020
lby,10.32,2025
lby,12.72,2030
lby,15.85,2035
lby,19.18,2040
lby,22.8,2045
lby,24.79,2050
ltu,15.06,1950
ltu,14.42,1955
ltu,13.65,1960
ltu,15.5,1965
ltu,16.64,1970
ltu,17.41,1975
ltu,16.89,1980
ltu,17.71,1985
ltu,19.54,1990
ltu,21.06,1995
ltu,22.93,2000
ltu,24.29,2005
ltu,26.03,2010
ltu,27.49,2015
ltu,29.77,2020
ltu,32.11,2025
ltu,33.72,2030
ltu,34.92,2035
ltu,35.34,2040
ltu,36.27,2045
ltu,38.05,2050
lux,14.86,1950
lux,16.45,1955
lux,17.61,1960
lux,19.16,1965
lux,19.77,1970
lux,20.56,1975
lux,20.86,1980
lux,21.99,1985
lux,22.16,1990
lux,22.6,1995
lux,21.97,2000
lux,21.28,2005
lux,20.65,2010
lux,21.37,2015
lux,22.46,2020
lux,24.14,2025
lux,26.06,2030
lux,26.93,2035
lux,27.3,2040
lux,27.71,2045
lux,28.42,2050
mac,5.682,1950
mac,8.046,1955
mac,10.23,1960
mac,9.524,1965
mac,8.065,1970
mac,9.6,1975
mac,13.93,1980
mac,11.11,1985
mac,10.99,1990
mac,10.48,1995
mac,10.43,2000
mac,10.59,2005
mac,11.19,2010
mac,15.05,2015
mac,21.04,2020
mac,26.96,2025
mac,33.03,2030
mac,37.69,2035
mac,40.73,2040
mac,43.12,2045
mac,46.27,2050
mkd,11.91,1950
mkd,9.347,1955
mkd,8.285,1960
mkd,8.038,1965
mkd,9.044,1970
mkd,9.65,1975
mkd,9.707,1980
mkd,11.1,1985
mkd,12.39,1990
mkd,14.27,1995
mkd,15.81,2000
mkd,17.19,2005
mkd,18.81,2010
mkd,21.07,2015
mkd,23.22,2020
mkd,25.17,2025
mkd,27.13,2030
mkd,29.12,2035
mkd,31.42,2040
mkd,33.72,2045
mkd,35.59,2050
mdg,5.954,1950
mdg,5.994,1955
mdg,6.047,1960
mdg,6.219,1965
mdg,6.326,1970
mdg,5.738,1975
mdg,5.102,1980
mdg,4.868,1985
mdg,4.76,1990
mdg,4.813,1995
mdg,4.832,2000
mdg,4.808,2005
mdg,4.884,2010
mdg,5.282,2015
mdg,5.784,2020
mdg,6.372,2025
mdg,7.065,2030
mdg,7.92,2035
mdg,8.866,2040
mdg,9.639,2045
mdg,10.84,2050
mwi,5.228,1950
mwi,4.805,1955
mwi,4.476,1960
mwi,4.262,1965
mwi,3.966,1970
mwi,4.54,1975
mwi,4.743,1980
mwi,4.509,1985
mwi,4.579,1990
mwi,5.007,1995
mwi,4.872,2000
mwi,4.911,2005
mwi,5.147,2010
mwi,5.341,2015
mwi,5.637,2020
mwi,5.921,2025
mwi,6.044,2030
mwi,6.066,2035
mwi,6.436,2040
mwi,6.985,2045
mwi,7.703,2050
mys,7.181,1950
mys,5.858,1955
mys,5.145,1960
mys,4.782,1965
mys,5.435,1970
mys,5.583,1975
mys,5.838,1980
mys,5.95,1985
mys,6.066,1990
mys,6.178,1995
mys,6.566,2000
mys,7.043,2005
mys,8.177,2010
mys,9.794,2015
mys,11.85,2020
mys,14.08,2025
mys,16.04,2030
mys,17.9,2035
mys,19.67,2040
mys,21.84,2045
mys,23.91,2050
mdv,8.108,1950
mdv,7.317,1955
mdv,6.522,1960
mdv,6.122,1965
mdv,5.357,1970
mdv,7.692,1975
mdv,6.579,1980
mdv,5.682,1985
mdv,3.81,1990
mdv,4.132,1995
mdv,5.185,2000
mdv,4.861,2005
mdv,5.732,2010
mdv,5.988,2015
mdv,7.222,2020
mdv,9.845,2025
mdv,11.44,2030
mdv,15.17,2035
mdv,17.89,2040
mdv,22.12,2045
mdv,25.76,2050
mli,5.286,1950
mli,5.612,1955
mli,5.556,1960
mli,5.503,1965
mli,5.224,1970
mli,5.095,1975
mli,4.909,1980
mli,4.745,1985
mli,4.524,1990
mli,4.397,1995
mli,4.336,2000
mli,4.206,2005
mli,4.079,2010
mli,3.986,2015
mli,4.173,2020
mli,4.47,2025
mli,4.951,2030
mli,5.528,2035
mli,6.149,2040
mli,7.008,2045
mli,8.055,2050
mlt,10.13,1950
mlt,9.877,1955
mlt,11.04,1960
mlt,10.43,1965
mlt,13.92,1970
mlt,14.56,1975
mlt,15.06,1980
mlt,14.86,1985
mlt,15.93,1990
mlt,17.8,1995
mlt,18.97,2000
mlt,20.2,2005
mlt,23.79,2010
mlt,25.6,2015
mlt,28.91,2020
mlt,30.66,2025
mlt,30.84,2030
mlt,32.24,2035
mlt,34.43,2040
mlt,36.19,2045
mlt,37.98,2050
mtq,7.826,1950
mtq,7.874,1955
mtq,8.163,1960
mtq,8.176,1965
mtq,8.876,1970
mtq,10.0,1975
mtq,12.5,1980
mtq,13.71,1985
mtq,14.52,1990
mtq,16.06,1995
mtq,17.82,2000
mtq,18.27,2005
mtq,21.03,2010
mtq,23.39,2015
mtq,26.48,2020
mtq,30.73,2025
mtq,34.39,2030
mtq,35.94,2035
mtq,37.33,2040
mtq,37.74,2045
mtq,38.35,2050
mrt,2.417,1950
mrt,3.457,1955
mrt,3.721,1960
mrt,4.409,1965
mrt,4.696,1970
mrt,4.834,1975
mrt,4.993,1980
mrt,4.937,1985
mrt,4.954,1990
mrt,5.058,1995
mrt,5.051,2000
mrt,5.085,2005
mrt,5.19,2010
mrt,5.332,2015
mrt,5.806,2020
mrt,6.481,2025
mrt,7.357,2030
mrt,8.553,2035
mrt,9.83,2040
mrt,11.24,2045
mrt,12.64,2050
mus,4.472,1950
mus,4.878,1955
mus,4.834,1960
mus,4.775,1965
mus,5.072,1970
mus,5.531,1975
mus,6.925,1980
mus,7.241,1985
mus,8.175,1990
mus,9.011,1995
mus,10.12,2000
mus,11.43,2005
mus,12.9,2010
mus,15.19,2015
mus,17.39,2020
mus,19.86,2025
mus,22.51,2030
mus,25.17,2035
mus,27.0,2040
mus,28.22,2045
mus,29.31,2050
myt,0.0,1950
myt,0.0,1955
myt,0.0,1960
myt,0.0,1965
myt,0.0,1970
myt,0.0,1975
myt,0.0,1980
myt,0.0,1985
myt,2.273,1990
myt,3.279,1995
myt,4.054,2000
myt,4.598,2005
myt,5.0,2010
myt,6.195,2015
myt,7.143,2020
myt,7.857,2025
myt,9.804,2030
myt,10.98,2035
myt,13.22,2040
myt,15.05,2045
myt,17.95,2050
mex,5.6,1950
mex,5.401,1955
mex,5.578,1960
mex,5.818,1965
mex,5.89,1970
mex,5.958,1975
mex,6.013,1980
mex,6.547,1985
mex,7.124,1990
mex,7.658,1995
mex,8.078,2000
mex,8.871,2005
mex,9.859,2010
mex,11.54,2015
mex,13.56,2020
mex,15.86,2025
mex,18.73,2030
mex,22.24,2035
mex,25.28,2040
mex,27.74,2045
mex,29.96,2050
fsm,0.0,1950
fsm,0.0,1955
fsm,0.0,1960
fsm,4.0,1965
fsm,3.571,1970
fsm,6.452,1975
fsm,5.556,1980
fsm,4.762,1985
fsm,6.522,1990
fsm,5.882,1995
fsm,3.704,2000
fsm,5.556,2005
fsm,7.273,2010
fsm,7.407,2015
fsm,8.929,2020
fsm,9.836,2025
fsm,9.677,2030
fsm,11.29,2035
fsm,11.11,2040
fsm,13.56,2045
fsm,16.39,2050
mda,13.21,1950
mda,11.43,1955
mda,10.51,1960
mda,10.67,1965
mda,11.08,1970
mda,12.43,1975
mda,12.62,1980
mda,13.91,1985
mda,15.05,1990
mda,15.3,1995
mda,16.78,2000
mda,17.36,2005
mda,18.27,2010
mda,20.75,2015
mda,23.38,2020
mda,25.71,2025
mda,26.46,2030
mda,27.43,2035
mda,28.53,2040
mda,30.88,2045
mda,35.15,2050
mng,5.943,1950
mng,6.019,1955
mng,5.579,1960
mng,5.464,1965
mng,5.388,1970
mng,5.249,1975
mng,5.308,1980
mng,5.474,1985
mng,6.649,1990
mng,6.432,1995
mng,5.804,2000
mng,6.299,2005
mng,6.589,2010
mng,7.464,2015
mng,9.276,2020
mng,11.66,2025
mng,14.16,2030
mng,16.97,2035
mng,19.82,2040
mng,22.82,2045
mng,26.46,2050
mne,11.54,1950
mne,10.76,1955
mne,12.03,1960
mne,11.11,1965
mne,11.7,1970
mne,12.95,1975
mne,12.41,1980
mne,12.8,1985
mne,14.53,1990
mne,15.16,1995
mne,16.05,2000
mne,18.24,2005
mne,19.81,2010
mne,22.01,2015
mne,23.75,2020
mne,25.23,2025
mne,26.4,2030
mne,27.27,2035
mne,28.71,2040
mne,30.48,2045
mne,32.05,2050
mar,4.783,1950
mar,4.6,1955
mar,4.592,1960
mar,5.207,1965
mar,5.983,1970
mar,5.06,1975
mar,6.084,1980
mar,5.639,1985
mar,6.327,1990
mar,6.692,1995
mar,7.517,2000
mar,7.891,2005
mar,8.468,2010
mar,9.519,2015
mar,11.35,2020
mar,13.28,2025
mar,15.25,2030
mar,17.56,2035
mar,19.94,2040
mar,22.78,2045
mar,25.3,2050
moz,5.131,1950
moz,5.133,1955
moz,5.166,1960
moz,5.264,1965
moz,5.284,1970
moz,5.37,1975
moz,5.385,1980
moz,5.448,1985
moz,5.7,1990
moz,5.398,1995
moz,5.421,2000
moz,5.475,2005
moz,5.606,2010
moz,5.859,2015
moz,6.202,2020
moz,6.589,2025
moz,6.953,2030
moz,7.248,2035
moz,7.362,2040
moz,7.578,2045
moz,8.143,2050
mmr,6.186,1950
mmr,6.332,1955
mmr,6.514,1960
mmr,6.78,1965
mmr,6.969,1970
mmr,7.076,1975
mmr,7.337,1980
mmr,7.546,1985
mmr,7.869,1990
mmr,8.106,1995
mmr,8.17,2000
mmr,8.273,2005
mmr,8.723,2010
mmr,10.29,2015
mmr,12.05,2020
mmr,13.96,2025
mmr,16.12,2030
mmr,18.66,2035
mmr,21.06,2040
mmr,23.52,2045
mmr,25.47,2050
nam,7.347,1950
nam,6.593,1955
nam,6.25,1960
nam,6.377,1965
nam,6.329,1970
nam,5.908,1975
nam,6.322,1980
nam,6.091,1985
nam,5.663,1990
nam,5.676,1995
nam,5.687,2000
nam,5.773,2005
nam,6.339,2010
nam,7.067,2015
nam,7.915,2020
nam,8.761,2025
nam,9.249,2030
nam,9.433,2035
nam,9.976,2040
nam,11.02,2045
nam,12.52,2050
npl,4.159,1950
npl,4.625,1955
npl,4.904,1960
npl,5.082,1965
npl,5.188,1970
npl,5.245,1975
npl,5.275,1980
npl,5.327,1985
npl,5.464,1990
npl,5.624,1995
npl,5.931,2000
npl,6.364,2005
npl,6.701,2010
npl,7.258,2015
npl,8.006,2020
npl,8.987,2025
npl,10.16,2030
npl,11.52,2035
npl,13.15,2040
npl,14.99,2045
npl,17.07,2050
nld,11.88,1950
nld,12.86,1955
nld,13.9,1960
nld,14.94,1965
nld,16.0,1970
nld,16.95,1975
nld,17.85,1980
nld,19.23,1985
nld,19.93,1990
nld,20.25,1995
nld,20.47,2000
nld,21.18,2005
nld,23.61,2010
nld,25.69,2015
nld,27.94,2020
nld,30.39,2025
nld,32.56,2030
nld,33.7,2035
nld,33.74,2040
nld,33.55,2045
nld,33.51,2050
ant,12.28,1950
ant,9.524,1955
ant,8.571,1960
ant,8.108,1965
ant,7.5,1970
ant,7.229,1975
ant,10.0,1980
ant,10.75,1985
ant,10.1,1990
ant,11.88,1995
ant,13.68,2000
ant,14.0,2005
ant,16.04,2010
ant,19.47,2015
ant,22.12,2020
ant,25.89,2025
ant,31.03,2030
ant,34.23,2035
ant,38.53,2040
ant,42.86,2045
ant,43.69,2050
ncl,6.667,1950
ncl,6.25,1955
ncl,5.556,1960
ncl,4.651,1965
ncl,3.922,1970
ncl,4.918,1975
ncl,5.797,1980
ncl,6.579,1985
ncl,7.229,1990
ncl,7.368,1995
ncl,8.491,2000
ncl,11.02,2005
ncl,11.9,2010
ncl,13.24,2015
ncl,15.97,2020
ncl,17.88,2025
ncl,20.5,2030
ncl,22.62,2035
ncl,24.86,2040
ncl,26.67,2045
ncl,28.11,2050
nzl,13.59,1950
nzl,13.57,1955
nzl,13.32,1960
nzl,13.21,1965
nzl,13.77,1970
nzl,14.23,1975
nzl,15.22,1980
nzl,15.97,1985
nzl,16.8,1990
