geo,median_age_years,time
gab,32.48,2050
gmb,19.48,1950
gmb,20.16,1955
gmb,20.97,1960
gmb,21.34,1965
gmb,21.2,1970
gmb,20.39,1975
gmb,19.34,1980
gmb,18.73,1985
gmb,18.72,1990
gmb,18.64,1995
gmb,18.63,2000
gmb,18.62,2005
gmb,18.8,2010
gmb,19.33,2015
gmb,20.15,2020
gmb,21.21,2025
gmb,22.36,2030
gmb,23.58,2035
gmb,24.88,2040
gmb,26.29,2045
gmb,27.72,2050
geo,27.3,1950
geo,27.48,1955
geo,27.78,1960
geo,28.01,1965
geo,28.77,1970
geo,28.29,1975
geo,29.12,1980
geo,29.95,1985
geo,31.25,1990
geo,32.56,1995
geo,34.36,2000
geo,35.72,2005
geo,37.58,2010
geo,38.78,2015
geo,39.77,2020
geo,40.98,2025
geo,42.69,2030
geo,44.47,2035
geo,45.94,2040
geo,46.11,2045
geo,45.82,2050
deu,35.37,1950
deu,34.47,1955
deu,34.74,1960
deu,34.41,1965
deu,34.3,1970
deu,35.42,1975
deu,36.44,1980
deu,37.13,1985
deu,37.68,1990
deu,38.4,1995
deu,39.96,2000
deu,42.08,2005
deu,44.33,2010
deu,46.43,2015
deu,47.92,2020
deu,48.8,2025
deu,49.49,2030
deu,50.33,2035
deu,51.2,2040
deu,51.66,2045
deu,51.7,2050
gha,17.36,1950
gha,17.66,1955
gha,17.71,1960
gha,17.62,1965
gha,17.29,1970
gha,16.95,1975
gha,16.96,1980
gha,17.24,1985
gha,17.7,1990
gha,18.29,1995
gha,19.01,2000
gha,19.76,2005
gha,20.61,2010
gha,21.5,2015
gha,22.41,2020
gha,23.37,2025
gha,24.4,2030
gha,25.55,2035
gha,26.75,2040
gha,27.92,2045
gha,29.05,2050
grc,25.96,1950
grc,27.46,1955
grc,29.1,1960
grc,30.71,1965
grc,33.41,1970
grc,33.9,1975
grc,34.18,1980
grc,35.05,1985
grc,36.07,1990
grc,37.08,1995
grc,38.17,2000
grc,39.94,2005
grc,41.64,2010
grc,43.33,2015
grc,44.98,2020
grc,46.69,2025
grc,48.17,2030
grc,49.3,2035
grc,49.76,2040
grc,49.76,2045
grc,49.51,2050
grd,16.33,1950
grd,17.04,1955
grd,15.56,1960
grd,15.14,1965
grd,15.33,1970
grd,17.75,1975
grd,18.82,1980
grd,20.03,1985
grd,20.4,1990
grd,20.89,1995
grd,21.86,2000
grd,23.32,2005
grd,24.98,2010
grd,27.17,2015
grd,29.34,2020
grd,31.43,2025
grd,33.62,2030
grd,35.69,2035
grd,37.46,2040
grd,39.08,2045
grd,41.02,2050
glp,20.88,1950
glp,20.26,1955
glp,19.12,1960
glp,17.58,1965
glp,18.18,1970
glp,18.53,1975
glp,22.41,1980
glp,24.68,1985
glp,27.65,1990
glp,29.88,1995
glp,32.35,2000
glp,35.12,2005
glp,36.56,2010
glp,37.41,2015
glp,38.4,2020
glp,40.08,2025
glp,41.73,2030
glp,43.14,2035
glp,44.26,2040
glp,45.14,2045
glp,46.24,2050
gum,22.84,1950
gum,22.2,1955
gum,20.95,1960
gum,20.62,1965
gum,20.36,1970
gum,21.22,1975
gum,22.26,1980
gum,23.65,1985
gum,24.93,1990
gum,26.28,1995
gum,27.38,2000
gum,28.39,2005
gum,29.19,2010
gum,30.0,2015
gum,31.13,2020
gum,32.46,2025
gum,33.89,2030
gum,35.35,2035
gum,36.69,2040
gum,37.88,2045
gum,38.91,2050
gtm,17.51,1950
gtm,17.3,1955
gtm,17.16,1960
gtm,17.24,1965
gtm,17.48,1970
gtm,17.5,1975
gtm,17.21,1980
gtm,17.02,1985
gtm,17.12,1990
gtm,17.3,1995
gtm,17.65,2000
gtm,18.15,2005
gtm,18.83,2010
gtm,19.8,2015
gtm,21.06,2020
gtm,22.52,2025
gtm,24.12,2030
gtm,25.91,2035
gtm,27.85,2040
gtm,29.86,2045
gtm,31.99,2050
gin,21.18,1950
gin,19.99,1955
gin,19.25,1960
gin,18.99,1965
gin,18.64,1970
gin,18.43,1975
gin,18.19,1980
gin,17.92,1985
gin,17.68,1990
gin,17.62,1995
gin,17.79,2000
gin,18.09,2005
gin,18.46,2010
gin,18.94,2015
gin,19.58,2020
gin,20.51,2025
gin,21.71,2030
gin,23.03,2035
gin,24.41,2040
gin,25.89,2045
gin,27.42,2050
gnb,20.95,1950
gnb,19.51,1955
gnb,19.44,1960
gnb,19.55,1965
gnb,20.19,1970
gnb,19.87,1975
gnb,19.26,1980
gnb,18.89,1985
gnb,18.56,1990
gnb,19.27,1995
gnb,19.23,2000
gnb,18.84,2005
gnb,18.66,2010
gnb,18.81,2015
gnb,19.23,2020
gnb,19.81,2025
gnb,20.63,2030
gnb,21.59,2035
gnb,22.62,2040
gnb,23.71,2045
gnb,24.83,2050
guy,19.78,1950
guy,17.82,1955
guy,15.87,1960
guy,16.4,1965
guy,16.05,1970
guy,17.44,1975
guy,18.53,1980
guy,19.49,1985
guy,20.85,1990
guy,22.41,1995
guy,24.03,2000
guy,26.07,2005
guy,27.42,2010
guy,28.73,2015
guy,29.71,2020
guy,31.24,2025
guy,33.2,2030
guy,35.53,2035
guy,37.84,2040
guy,40.2,2045
guy,41.92,2050
hti,20.19,1950
hti,19.97,1955
hti,19.82,1960
hti,19.43,1965
hti,19.0,1970
hti,19.13,1975
hti,19.13,1980
hti,18.76,1985
hti,18.52,1990
hti,18.55,1995
hti,19.13,2000
hti,20.3,2005
hti,21.56,2010
hti,22.8,2015
hti,24.06,2020
hti,25.38,2025
hti,26.73,2030
hti,28.16,2035
hti,29.64,2040
hti,31.23,2045
hti,32.88,2050
hnd,18.84,1950
hnd,17.95,1955
hnd,17.09,1960
hnd,16.48,1965
hnd,16.08,1970
hnd,16.15,1975
hnd,16.38,1980
hnd,16.7,1985
hnd,17.09,1990
hnd,17.57,1995
hnd,18.37,2000
hnd,19.51,2005
hnd,20.95,2010
hnd,22.57,2015
hnd,24.28,2020
hnd,26.11,2025
hnd,28.0,2030
hnd,29.94,2035
hnd,32.04,2040
hnd,34.09,2045
hnd,36.08,2050
hun,29.86,1950
hun,30.82,1955
hun,32.1,1960
hun,33.43,1965
hun,34.12,1970
hun,34.22,1975
hun,34.35,1980
hun,35.04,1985
hun,36.42,1990
hun,37.52,1995
hun,38.49,2000
hun,39.05,2005
hun,39.81,2010
hun,41.06,2015
hun,42.59,2020
hun,44.1,2025
hun,45.14,2030
hun,46.01,2035
hun,46.68,2040
hun,46.8,2045
hun,46.55,2050
isl,26.46,1950
isl,25.83,1955
isl,25.42,1960
isl,24.29,1965
isl,24.6,1970
isl,25.41,1975
isl,26.94,1980
isl,28.03,1985
isl,29.97,1990
isl,31.46,1995
isl,32.78,2000
isl,34.22,2005
isl,35.1,2010
isl,36.44,2015
isl,38.01,2020
isl,39.7,2025
isl,41.37,2030
isl,42.91,2035
isl,44.16,2040
isl,44.84,2045
isl,45.15,2050
ind,21.25,1950
ind,20.62,1955
ind,20.04,1960
ind,19.44,1965
ind,19.24,1970
ind,19.72,1975
ind,20.19,1980
ind,20.65,1985
ind,21.14,1990
ind,21.72,1995
ind,22.6,2000
ind,23.68,2005
ind,24.96,2010
ind,26.48,2015
ind,28.11,2020
ind,29.86,2025
ind,31.69,2030
ind,33.52,2035
ind,35.26,2040
ind,36.9,2045
ind,38.44,2050
idn,20.02,1950
idn,20.17,1955
idn,20.03,1960
idn,19.54,1965
idn,18.89,1970
idn,18.9,1975
idn,19.44,1980
idn,20.33,1985
idn,21.67,1990
idn,23.19,1995
idn,24.8,2000
idn,26.48,2005
idn,28.23,2010
idn,30.1,2015
idn,31.98,2020
idn,33.78,2025
idn,35.44,2030
idn,36.98,2035
idn,38.45,2040
idn,39.88,2045
idn,41.15,2050
irn,21.08,1950
irn,19.57,1955
irn,18.37,1960
irn,17.72,1965
irn,17.56,1970
irn,17.64,1975
irn,17.53,1980
irn,17.62,1985
irn,17.41,1990
irn,19.11,1995
irn,22.01,2000
irn,24.07,2005
irn,26.8,2010
irn,29.48,2015
irn,32.19,2020
irn,35.04,2025
irn,37.31,2030
irn,39.15,2035
irn,39.81,2040
irn,40.73,2045
irn,41.94,2050
irq,22.05,1950
irq,19.68,1955
irq,18.81,1960
irq,17.73,1965
irq,17.18,1970
irq,16.98,1975
irq,16.6,1980
irq,16.81,1985
irq,16.95,1990
irq,17.62,1995
irq,18.28,2000
irq,18.85,2005
irq,19.33,2010
irq,20.68,2015
irq,22.25,2020
irq,23.8,2025
irq,25.26,2030
irq,26.79,2035
irq,28.31,2040
irq,29.81,2045
irq,31.34,2050
irl,29.56,1950
irl,29.93,1955
irl,29.8,1960
irl,28.25,1965
irl,27.55,1970
irl,26.45,1975
irl,26.44,1980
irl,26.94,1985
irl,29.07,1990
irl,30.9,1995
irl,32.48,2000
irl,33.35,2005
irl,34.58,2010
irl,36.34,2015
irl,38.08,2020
irl,39.77,2025
irl,40.98,2030
irl,41.7,2035
irl,42.09,2040
irl,42.55,2045
irl,43.27,2050
isr,25.52,1950
isr,24.82,1955
isr,24.33,1960
isr,23.6,1965
isr,23.4,1970
isr,24.03,1975
isr,24.78,1980
isr,25.36,1985
isr,25.8,1990
isr,27.04,1995
isr,27.94,2000
isr,28.83,2005
isr,29.72,2010
isr,30.67,2015
isr,31.67,2020
isr,32.68,2025
isr,33.75,2030
isr,34.95,2035
isr,36.3,2040
isr,37.7,2045
isr,39.11,2050
ita,28.62,1950
ita,30.22,1955
ita,31.61,1960
ita,32.38,1965
ita,33.09,1970
ita,33.57,1975
ita,34.25,1980
ita,35.59,1985
ita,37.08,1990
ita,38.68,1995
ita,40.27,2000
ita,41.75,2005
ita,43.32,2010
ita,45.13,2015
ita,47.04,2020
ita,48.74,2025
ita,50.08,2030
ita,50.73,2035
ita,50.89,2040
ita,50.82,2045
ita,50.54,2050
jam,22.19,1950
jam,21.92,1955
jam,19.64,1960
jam,18.41,1965
jam,16.71,1970
jam,17.04,1975
jam,19.2,1980
jam,20.27,1985
jam,21.91,1990
jam,23.19,1995
jam,24.33,2000
jam,25.47,2005
jam,26.26,2010
jam,27.35,2015
jam,28.73,2020
jam,30.49,2025
jam,32.34,2030
jam,34.15,2035
jam,35.71,2040
jam,37.23,2045
jam,38.72,2050
jpn,22.29,1950
jpn,23.62,1955
jpn,25.54,1960
jpn,27.32,1965
jpn,28.87,1970
jpn,30.39,1975
jpn,32.62,1980
jpn,35.11,1985
jpn,37.42,1990
jpn,39.61,1995
jpn,41.38,2000
jpn,43.11,2005
jpn,44.75,2010
jpn,46.6,2015
jpn,48.58,2020
jpn,50.65,2025
jpn,52.24,2030
jpn,53.5,2035
jpn,54.41,2040
jpn,54.89,2045
jpn,55.12,2050
jor,17.19,1950
jor,17.28,1955
jor,17.59,1960
jor,17.41,1965
jor,17.06,1970
jor,16.43,1975
jor,15.26,1980
jor,16.25,1985
jor,16.32,1990
jor,18.79,1995
jor,19.73,2000
jor,20.88,2005
jor,22.8,2010
jor,24.12,2015
jor,25.72,2020
jor,27.52,2025
jor,29.36,2030
jor,31.25,2035
jor,33.22,2040
jor,35.13,2045
jor,36.95,2050
kaz,23.2,1950
kaz,23.28,1955
kaz,22.86,1960
kaz,22.4,1965
kaz,21.79,1970
kaz,22.26,1975
kaz,23.52,1980
kaz,24.55,1985
kaz,26.01,1990
kaz,27.05,1995
kaz,27.73,2000
kaz,28.8,2005
kaz,29.37,2010
kaz,30.33,2015
kaz,31.89,2020
kaz,33.48,2025
kaz,34.88,2030
kaz,35.2,2035
kaz,35.73,2040
kaz,36.97,2045
kaz,38.38,2050
ken,19.99,1950
ken,18.93,1955
ken,17.16,1960
ken,15.84,1965
ken,15.44,1970
ken,15.16,1975
ken,15.01,1980
ken,15.01,1985
ken,15.47,1990
ken,16.57,1995
ken,17.44,2000
ken,18.06,2005
ken,18.38,2010
ken,18.69,2015
ken,19.31,2020
ken,20.31,2025
ken,21.67,2030
ken,23.0,2035
ken,24.3,2040
ken,25.58,2045
ken,26.88,2050
kwt,21.54,1950
kwt,22.01,1955
kwt,22.8,1960
kwt,21.39,1965
kwt,18.93,1970
kwt,18.23,1975
kwt,20.5,1980
kwt,22.53,1985
kwt,22.78,1990
kwt,26.78,1995
kwt,28.9,2000
kwt,29.19,2005
kwt,30.59,2010
kwt,32.29,2015
kwt,34.01,2020
kwt,35.46,2025
kwt,36.67,2030
kwt,37.67,2035
kwt,38.52,2040
kwt,39.28,2045
kwt,40.06,2050
kgz,25.33,1950
kgz,25.35,1955
kgz,23.98,1960
kgz,21.57,1965
kgz,19.39,1970
kgz,19.5,1975
kgz,20.82,1980
kgz,21.66,1985
kgz,21.59,1990
kgz,21.46,1995
kgz,22.47,2000
kgz,23.81,2005
kgz,25.06,2010
kgz,26.74,2015
kgz,28.51,2020
kgz,30.44,2025
kgz,32.27,2030
kgz,33.83,2035
kgz,35.03,2040
kgz,36.68,2045
kgz,38.35,2050
lao,19.78,1950
lao,19.26,1955
lao,18.88,1960
lao,18.62,1965
lao,18.61,1970
lao,18.68,1975
lao,17.84,1980
lao,17.79,1985
lao,17.91,1990
lao,18.04,1995
lao,18.24,2000
lao,19.24,2005
lao,20.64,2010
lao,22.2,2015
lao,23.73,2020
lao,25.32,2025
lao,26.61,2030
lao,28.0,2035
lao,29.46,2040
lao,31.01,2045
lao,32.6,2050
lva,30.5,1950
lva,30.57,1955
lva,32.06,1960
lva,32.82,1965
lva,34.12,1970
lva,34.8,1975
lva,35.03,1980
lva,34.7,1985
lva,34.59,1990
lva,36.16,1995
lva,37.97,2000
lva,39.23,2005
lva,40.04,2010
lva,40.92,2015
lva,41.79,2020
lva,42.99,2025
lva,44.59,2030
lva,46.53,2035
lva,47.73,2040
lva,47.4,2045
lva,46.14,2050
lbn,23.18,1950
lbn,22.5,1955
lbn,20.92,1960
lbn,19.19,1965
lbn,18.86,1970
lbn,19.39,1975
lbn,19.9,1980
lbn,20.78,1985
lbn,21.88,1990
lbn,24.28,1995
lbn,25.71,2000
lbn,27.28,2005
lbn,29.15,2010
lbn,31.04,2015
lbn,32.84,2020
lbn,34.57,2025
lbn,36.39,2030
lbn,38.22,2035
lbn,39.99,2040
lbn,41.01,2045
lbn,41.72,2050
lso,19.78,1950
lso,19.06,1955
lso,18.33,1960
lso,17.95,1965
lso,17.76,1970
lso,17.52,1975
lso,17.38,1980
lso,17.41,1985
lso,17.25,1990
lso,17.44,1995
lso,18.24,2000
lso,18.97,2005
lso,19.77,2010
lso,20.58,2015
lso,21.44,2020
lso,22.2,2025
lso,22.96,2030
lso,23.77,2035
lso,24.67,2040
lso,25.68,2045
lso,26.77,2050
lbr,19.22,1950
lbr,19.2,1955
lbr,18.43,1960
lbr,17.6,1965
lbr,16.99,1970
lbr,17.33,1975
lbr,17.54,1980
lbr,17.67,1985
lbr,17.52,1990
lbr,17.44,1995
lbr,17.7,2000
lbr,18.05,2005
lbr,18.52,2010
lbr,19.14,2015
lbr,19.98,2020
lbr,21.1,2025
lbr,22.33,2030
lbr,23.64,2035
lbr,25.0,2040
lbr,26.48,2045
lbr,27.97,2050
lby,19.05,1950
lby,18.47,1955
lby,18.35,1960
lby,18.4,1965
lby,17.41,1970
lby,16.82,1975
lby,16.52,1980
lby,16.3,1985
lby,17.87,1990
lby,19.91,1995
lby,22.13,2000
lby,24.14,2005
lby,26.21,2010
lby,27.84,2015
lby,29.32,2020
lby,30.79,2025
lby,32.51,2030
lby,34.21,2035
lby,35.88,2040
lby,37.53,2045
lby,39.14,2050
ltu,27.78,1950
ltu,28.02,1955
ltu,28.26,1960
ltu,29.65,1965
ltu,30.75,1970
ltu,31.31,1975
ltu,31.84,1980
ltu,31.87,1985
ltu,32.68,1990
ltu,34.03,1995
ltu,35.93,2000
ltu,37.81,2005
ltu,39.85,2010
ltu,41.25,2015
ltu,42.16,2020
ltu,43.08,2025
ltu,44.36,2030
ltu,46.02,2035
ltu,47.36,2040
ltu,48.01,2045
ltu,47.48,2050
lux,35.0,1950
lux,35.62,1955
lux,35.23,1960
lux,35.26,1965
lux,35.36,1970
lux,34.91,1975
lux,35.01,1980
lux,35.83,1985
lux,36.42,1990
lux,36.67,1995
lux,37.34,2000
lux,38.28,2005
lux,39.3,2010
lux,39.97,2015
lux,40.29,2020
lux,40.5,2025
lux,40.79,2030
lux,41.27,2035
lux,41.77,2040
lux,42.06,2045
lux,42.11,2050
mdg,20.94,1950
mdg,20.22,1955
mdg,19.21,1960
mdg,18.02,1965
mdg,17.39,1970
mdg,17.11,1975
mdg,16.94,1980
mdg,17.29,1985
mdg,17.43,1990
mdg,17.53,1995
mdg,17.48,2000
mdg,17.71,2005
mdg,18.4,2010
mdg,19.33,2015
mdg,20.48,2020
mdg,21.72,2025
mdg,23.0,2030
mdg,24.32,2035
mdg,25.72,2040
mdg,27.16,2045
mdg,28.6,2050
mwi,17.12,1950
mwi,17.12,1955
mwi,17.05,1960
mwi,16.98,1965
mwi,16.68,1970
mwi,16.51,1975
mwi,16.35,1980
mwi,16.11,1985
mwi,16.67,1990
mwi,17.24,1995
mwi,16.96,2000
mwi,16.57,2005
mwi,16.82,2010
mwi,17.5,2015
mwi,18.3,2020
mwi,19.14,2025
mwi,20.08,2030
mwi,21.27,2035
mwi,22.55,2040
mwi,23.89,2045
mwi,25.29,2050
mys,19.8,1950
mys,18.65,1955
mys,17.64,1960
mys,16.95,1965
mys,17.5,1970
mys,18.55,1975
mys,19.67,1980
mys,20.33,1985
mys,21.47,1990
mys,22.35,1995
mys,23.58,2000
mys,24.72,2005
mys,26.3,2010
mys,27.96,2015
mys,29.65,2020
mys,31.46,2025
mys,33.25,2030
mys,34.9,2035
mys,36.49,2040
mys,37.96,2045
mys,39.32,2050
mdv,24.66,1950
mdv,22.91,1955
mdv,21.25,1960
mdv,19.69,1965
mdv,18.82,1970
mdv,18.88,1975
mdv,18.55,1980
mdv,17.28,1985
mdv,16.35,1990
mdv,17.04,1995
mdv,18.95,2000
mdv,21.69,2005
mdv,24.36,2010
mdv,27.01,2015
mdv,29.53,2020
mdv,32.07,2025
mdv,34.61,2030
mdv,36.69,2035
mdv,38.36,2040
mdv,39.48,2045
mdv,40.51,2050
mli,19.77,1950
mli,19.9,1955
mli,19.69,1960
mli,19.48,1965
mli,18.92,1970
mli,18.49,1975
mli,18.12,1980
mli,17.7,1985
mli,17.31,1990
mli,17.0,1995
mli,16.99,2000
mli,17.38,2005
mli,17.63,2010
mli,17.94,2015
mli,18.45,2020
mli,19.25,2025
mli,20.36,2030
mli,21.65,2035
mli,22.92,2040
mli,24.18,2045
mli,25.45,2050
mlt,23.65,1950
mlt,21.96,1955
mlt,23.09,1960
mlt,23.62,1965
mlt,26.28,1970
mlt,28.8,1975
mlt,30.04,1980
mlt,31.69,1985
mlt,32.97,1990
mlt,35.04,1995
mlt,36.44,2000
mlt,37.58,2005
mlt,39.02,2010
mlt,40.68,2015
mlt,42.46,2020
mlt,44.2,2025
mlt,45.87,2030
mlt,47.4,2035
mlt,48.75,2040
mlt,49.84,2045
mlt,50.52,2050
mtq,21.95,1950
mtq,19.9,1955
mtq,19.2,1960
mtq,17.92,1965
mtq,19.1,1970
mtq,18.98,1975
mtq,23.44,1980
mtq,25.97,1985
mtq,28.31,1990
mtq,31.2,1995
mtq,34.01,2000
mtq,36.71,2005
mtq,38.72,2010
mtq,40.57,2015
mtq,41.34,2020
mtq,42.17,2025
mtq,43.35,2030
mtq,44.77,2035
mtq,46.22,2040
mtq,47.4,2045
mtq,48.38,2050
mrt,17.91,1950
mrt,18.26,1955
mrt,18.13,1960
mrt,17.83,1965
mrt,17.48,1970
mrt,17.3,1975
mrt,17.31,1980
mrt,17.4,1985
mrt,17.5,1990
mrt,17.89,1995
mrt,18.55,2000
mrt,19.34,2005
mrt,20.09,2010
mrt,20.91,2015
mrt,21.97,2020
mrt,23.19,2025
mrt,24.51,2030
mrt,25.96,2035
mrt,27.44,2040
mrt,28.91,2045
mrt,30.34,2050
mus,17.33,1950
mus,16.92,1955
mus,16.67,1960
mus,16.68,1965
mus,17.8,1970
mus,19.46,1975
mus,21.52,1980
mus,23.09,1985
mus,24.9,1990
mus,26.76,1995
mus,28.7,2000
mus,30.69,2005
mus,32.62,2010
mus,34.24,2015
mus,35.6,2020
mus,36.72,2025
mus,38.04,2030
mus,39.46,2035
mus,40.56,2040
mus,41.31,2045
mus,41.71,2050
myt,30.26,1950
myt,22.27,1955
myt,18.9,1960
myt,17.38,1965
myt,16.5,1970
myt,15.55,1975
myt,15.29,1980
myt,15.61,1985
myt,16.3,1990
myt,16.77,1995
myt,17.34,2000
myt,18.55,2005
myt,20.2,2010
myt,22.22,2015
myt,24.15,2020
myt,26.2,2025
myt,28.16,2030
myt,30.14,2035
myt,31.96,2040
myt,33.63,2045
myt,35.14,2050
mex,18.68,1950
mex,17.88,1955
mex,17.11,1960
mex,16.63,1965
mex,16.59,1970
mex,16.76,1975
mex,17.43,1980
mex,18.46,1985
mex,19.77,1990
mex,21.52,1995
mex,23.38,2000
mex,25.46,2005
mex,27.59,2010
mex,29.7,2015
mex,31.89,2020
mex,34.03,2025
mex,36.22,2030
mex,38.32,2035
mex,40.34,2040
mex,42.2,2045
mex,43.9,2050
fsm,21.06,1950
fsm,20.06,1955
fsm,18.98,1960
fsm,18.31,1965
fsm,18.15,1970
fsm,18.64,1975
fsm,19.15,1980
fsm,20.25,1985
fsm,21.57,1990
fsm,22.41,1995
fsm,23.67,2000
fsm,24.78,2005
fsm,25.8,2010
fsm,26.72,2015
fsm,27.98,2020
fsm,29.4,2025
fsm,30.89,2030
fsm,32.31,2035
fsm,33.66,2040
fsm,34.96,2045
fsm,36.19,2050
fsm,19.77,1950
fsm,18.45,1955
fsm,17.47,1960
fsm,16.59,1965
fsm,16.76,1970
fsm,16.14,1975
fsm,16.27,1980
fsm,16.91,1985
fsm,17.57,1990
fsm,17.82,1995
fsm,18.93,2000
fsm,19.78,2005
fsm,20.78,2010
fsm,22.05,2015
fsm,23.52,2020
fsm,25.18,2025
fsm,26.93,2030
fsm,28.73,2035
fsm,30.68,2040
fsm,32.78,2045
fsm,34.88,2050
mng,19.04,1950
mng,18.7,1955
mng,18.43,1960
mng,18.2,1965
mng,18.06,1970
mng,18.01,1975
mng,18.23,1980
mng,18.6,1985
mng,18.77,1990
mng,20.04,1995
mng,21.93,2000
mng,24.16,2005
mng,26.33,2010
mng,28.6,2015
mng,31.0,2020
mng,33.14,2025
mng,35.18,2030
mng,36.8,2035
mng,38.04,2040
mng,38.93,2045
mng,39.89,2050
mne,21.34,1950
mne,22.2,1955
mne,22.88,1960
mne,23.63,1965
mne,23.92,1970
mne,25.06,1975
mne,26.83,1980
mne,28.42,1985
mne,29.98,1990
mne,31.77,1995
mne,33.36,2000
mne,34.72,2005
mne,35.86,2010
mne,37.16,2015
mne,38.37,2020
mne,39.64,2025
mne,40.99,2030
mne,41.89,2035
mne,42.67,2040
mne,43.38,2045
mne,43.86,2050
mar,17.7,1950
mar,17.57,1955
mar,17.48,1960
mar,17.18,1965
mar,16.25,1970
mar,16.28,1975
mar,18.49,1980
mar,18.93,1985
mar,19.68,1990
mar,20.88,1995
mar,22.52,2000
mar,24.33,2005
mar,26.21,2010
mar,28.02,2015
mar,29.82,2020
mar,31.59,2025
mar,33.29,2030
mar,34.83,2035
mar,36.15,2040
mar,37.47,2045
mar,38.81,2050
moz,19.11,1950
moz,19.02,1955
moz,18.82,1960
moz,18.57,1965
moz,18.28,1970
moz,18.05,1975
moz,18.01,1980
moz,17.56,1985
moz,16.54,1990
moz,17.74,1995
moz,18.0,2000
moz,17.83,2005
moz,17.89,2010
moz,18.31,2015
moz,19.07,2020
moz,20.12,2025
moz,21.24,2030
moz,22.33,2035
moz,23.43,2040
moz,24.58,2045
moz,25.83,2050
mmr,22.92,1950
mmr,22.29,1955
mmr,21.04,1960
mmr,19.53,1965
mmr,18.93,1970
mmr,19.18,1975
mmr,19.66,1980
mmr,20.21,1985
mmr,21.29,1990
mmr,22.79,1995
mmr,24.57,2000
mmr,26.2,2005
mmr,27.9,2010
mmr,29.64,2015
mmr,31.35,2020
mmr,33.03,2025
mmr,34.62,2030
mmr,35.98,2035
mmr,37.29,2040
mmr,38.5,2045
mmr,39.66,2050
nam,20.91,1950
nam,20.15,1955
nam,19.34,1960
nam,18.8,1965
nam,18.37,1970
nam,17.82,1975
nam,16.64,1980
nam,16.37,1985
nam,17.79,1990
nam,18.33,1995
nam,19.13,2000
nam,19.87,2005
nam,21.07,2010
nam,22.35,2015
nam,23.56,2020
nam,24.64,2025
nam,25.71,2030
nam,26.86,2035
nam,28.03,2040
nam,29.24,2045
nam,30.52,2050
npl,19.32,1950
npl,19.58,1955
npl,19.62,1960
npl,19.51,1965
npl,19.05,1970
npl,18.84,1975
npl,18.68,1980
npl,18.59,1985
npl,18.61,1990
npl,18.79,1995
npl,19.23,2000
npl,20.12,2005
npl,21.56,2010
npl,23.12,2015
npl,24.7,2020
npl,26.42,2025
npl,28.12,2030
npl,29.8,2035
npl,31.31,2040
npl,32.8,2045
npl,34.27,2050
nld,28.03,1950
nld,28.61,1955
nld,28.75,1960
nld,28.57,1965
nld,28.63,1970
nld,29.45,1975
nld,31.28,1980
nld,33.11,1985
nld,34.53,1990
nld,35.98,1995
nld,37.49,2000
nld,39.06,2005
nld,40.84,2010
nld,42.27,2015
nld,43.18,2020
nld,43.51,2025
nld,43.69,2030
nld,43.95,2035
nld,44.22,2040
nld,44.43,2045
nld,44.62,2050
ant,23.32,1950
ant,20.92,1955
ant,19.99,1960
ant,19.66,1965
ant,20.97,1970
ant,22.32,1975
ant,24.29,1980
ant,27.24,1985
ant,29.23,1990
ant,31.08,1995
ant,34.54,2000
ant,36.05,2005
ant,38.37,2010
ant,40.88,2015
ant,43.05,2020
ant,45.21,2025
ant,47.37,2030
ant,49.39,2035
ant,50.73,2040
ant,51.43,2045
ant,51.05,2050
ncl,22.5,1950
ncl,22.5,1955
ncl,21.72,1960
ncl,20.92,1965
ncl,20.65,1970
ncl,20.72,1975
ncl,21.33,1980
ncl,22.35,1985
ncl,23.79,1990
ncl,25.31,1995
ncl,26.9,2000
ncl,28.71,2005
ncl,30.31,2010
ncl,31.86,2015
ncl,33.43,2020
ncl,35.07,2025
ncl,36.66,2030
ncl,38.2,2035
ncl,39.67,2040
ncl,40.75,2045
ncl,41.65,2050
nzl,29.41,1950
nzl,28.73,1955
nzl,27.43,1960
nzl,25.82,1965
nzl,25.61,1970
nzl,26.3,1975
nzl,27.87,1980
nzl,29.18,1985
nzl,31.0,1990
nzl,32.57,1995
nzl,34.37,2000
nzl,35.59,2005
nzl,36.64,2010
nzl,37.41,2015
nzl,38.17,2020
nzl,39.13,2025
nzl,40.24,2030
nzl,41.34,2035
nzl,42.12,2040
nzl,42.65,2045
nzl,43.09,2050
nic,18.25,1950
nic,17.33,1955
nic,16.32,1960
nic,15.44,1965
nic,15.83,1970
nic,16.23,1975
nic,16.33,1980
nic,16.36,1985
nic,16.81,1990
nic,17.63,1995
nic,18.83,2000
nic,20.39,2005
nic,22.04,2010
nic,23.76,2015
nic,25.69,2020
nic,27.64,2025
nic,29.58,2030
nic,31.45,2035
nic,33.36,2040
nic,35.28,2045
nic,37.21,2050
ner,15.24,1950
ner,16.11,1955
ner,16.58,1960
ner,16.66,1965
ner,16.21,1970
ner,15.91,1975
ner,15.83,1980
ner,15.51,1985
ner,15.43,1990
ner,15.56,1995
ner,15.7,2000
ner,15.51,2005
ner,14.95,2010
ner,14.84,2015
ner,14.99,2020
ner,15.72,2025
ner,16.37,2030
ner,17.03,2035
ner,17.84,2040
ner,18.88,2045
ner,20.16,2050
nga,19.12,1950
nga,18.9,1955
nga,18.7,1960
nga,18.45,1965
nga,18.2,1970
nga,17.96,1975
nga,17.68,1980
