geo,females_aged_15_64_labour_force_participation_rate_percent,time
ecu,46.7,2000
ecu,47.8,2001
ecu,49.0,2002
ecu,50.2,2003
ecu,51.4,2004
ecu,52.6,2005
ecu,53.8,2006
ecu,54.0,2007
egy,15.1,1980
egy,16.2,1981
egy,17.5,1982
egy,19.2,1983
egy,19.8,1984
egy,20.7,1985
egy,21.8,1986
egy,23.0,1987
egy,24.1,1988
egy,25.3,1989
egy,24.7,1990
egy,22.7,1991
egy,22.0,1992
egy,22.4,1993
egy,22.9,1994
egy,22.3,1995
egy,22.1,1996
egy,21.8,1997
egy,21.6,1998
egy,22.6,1999
egy,22.7,2000
egy,22.9,2001
egy,24.1,2002
egy,24.5,2003
egy,24.9,2004
egy,25.2,2005
egy,25.4,2006
egy,25.7,2007
slv,42.4,1980
slv,43.5,1981
slv,44.6,1982
slv,45.7,1983
slv,46.8,1984
slv,47.9,1985
slv,49.1,1986
slv,50.2,1987
slv,51.3,1988
slv,52.4,1989
slv,53.4,1990
slv,52.0,1991
slv,42.4,1992
slv,44.5,1993
slv,46.1,1994
slv,44.5,1995
slv,43.2,1996
slv,43.5,1997
slv,47.5,1998
slv,47.9,1999
slv,47.9,2000
slv,47.8,2001
slv,47.7,2002
slv,49.5,2003
slv,47.9,2004
slv,48.4,2005
slv,49.1,2006
slv,49.7,2007
gnq,44.0,1980
gnq,44.0,1981
gnq,44.0,1982
gnq,44.0,1983
gnq,44.0,1984
gnq,44.0,1985
gnq,43.9,1986
gnq,43.9,1987
gnq,43.9,1988
gnq,43.8,1989
gnq,43.8,1990
gnq,43.7,1991
gnq,43.7,1992
gnq,43.7,1993
gnq,43.8,1994
gnq,43.9,1995
gnq,44.3,1996
gnq,44.7,1997
gnq,44.8,1998
gnq,45.9,1999
gnq,46.2,2000
gnq,46.5,2001
gnq,46.5,2002
gnq,46.5,2003
gnq,46.6,2004
gnq,46.7,2005
gnq,46.6,2006
gnq,44.2,2007
eri,56.7,1980
eri,56.8,1981
eri,56.7,1982
eri,56.6,1983
eri,56.3,1984
eri,56.3,1985
eri,56.3,1986
eri,56.4,1987
eri,56.4,1988
eri,56.3,1989
eri,56.2,1990
eri,56.2,1991
eri,56.0,1992
eri,57.0,1993
eri,58.3,1994
eri,58.3,1995
eri,58.9,1996
eri,59.2,1997
eri,59.0,1998
eri,58.7,1999
eri,57.4,2000
eri,57.7,2001
eri,57.3,2002
eri,57.2,2003
eri,57.1,2004
eri,57.1,2005
eri,57.0,2006
eri,56.5,2007
est,74.2,1980
est,74.1,1981
est,73.9,1982
est,73.6,1983
est,73.3,1984
est,73.0,1985
est,72.7,1986
est,72.4,1987
est,72.2,1988
est,71.9,1989
est,72.2,1990
est,69.6,1991
est,69.2,1992
est,68.4,1993
est,67.5,1994
est,66.4,1995
est,66.2,1996
est,65.8,1997
est,66.4,1998
est,65.9,1999
est,65.3,2000
est,65.4,2001
est,64.4,2002
est,65.5,2003
est,66.2,2004
est,66.9,2005
est,66.9,2006
est,66.9,2007
eth,59.8,1980
eth,59.8,1981
eth,59.7,1982
eth,59.9,1983
eth,59.7,1984
eth,60.5,1985
eth,61.4,1986
eth,62.2,1987
eth,63.0,1988
eth,63.8,1989
eth,64.7,1990
eth,65.5,1991
eth,66.3,1992
eth,67.0,1993
eth,67.8,1994
eth,69.3,1995
eth,70.6,1996
eth,72.0,1997
eth,73.2,1998
eth,74.4,1999
eth,75.6,2000
eth,76.8,2001
eth,77.9,2002
eth,79.0,2003
eth,80.0,2004
eth,80.9,2005
eth,81.2,2006
eth,82.1,2007
fji,23.9,1980
fji,23.9,1981
fji,24.1,1982
fji,24.2,1983
fji,24.1,1984
fji,24.2,1985
fji,24.1,1986
fji,25.5,1987
fji,26.9,1988
fji,28.4,1989
fji,29.9,1990
fji,31.6,1991
fji,33.2,1992
fji,34.9,1993
fji,36.6,1994
fji,38.4,1995
fji,40.2,1996
fji,40.1,1997
fji,40.1,1998
fji,40.2,1999
fji,40.1,2000
fji,40.2,2001
fji,40.2,2002
fji,40.4,2003
fji,40.5,2004
fji,40.5,2005
fji,40.5,2006
fji,40.5,2007
fin,68.8,1980
fin,70.1,1981
fin,71.3,1982
fin,71.4,1983
fin,71.7,1984
fin,72.3,1985
fin,72.2,1986
fin,72.0,1987
fin,72.2,1988
fin,73.7,1989
fin,73.5,1990
fin,72.2,1991
fin,70.6,1992
fin,69.7,1993
fin,69.1,1994
fin,69.5,1995
fin,69.8,1996
fin,69.5,1997
fin,69.7,1998
fin,71.2,1999
fin,71.9,2000
fin,72.4,2001
fin,72.8,2002
fin,72.2,2003
fin,71.9,2004
fin,72.7,2005
fin,73.2,2006
fin,73.3,2007
fra,55.2,1980
fra,55.4,1981
fra,55.6,1982
fra,55.3,1983
fra,55.5,1984
fra,55.5,1985
fra,56.2,1986
fra,56.3,1987
fra,56.3,1988
fra,56.8,1989
fra,57.0,1990
fra,57.3,1991
fra,58.0,1992
fra,58.7,1993
fra,59.1,1994
fra,59.8,1995
fra,60.4,1996
fra,60.2,1997
fra,60.8,1998
fra,61.4,1999
fra,61.6,2000
fra,61.8,2001
fra,62.2,2002
fra,63.6,2003
fra,63.9,2004
fra,63.9,2005
fra,64.0,2006
fra,64.2,2007
guf,55.2,1980
guf,55.3,1981
guf,54.8,1982
guf,54.9,1983
guf,54.9,1984
guf,55.0,1985
guf,55.0,1986
guf,55.0,1987
guf,55.1,1988
guf,55.1,1989
guf,55.2,1990
guf,55.4,1991
guf,55.7,1992
guf,56.0,1993
guf,56.3,1994
guf,56.6,1995
guf,56.7,1996
guf,56.8,1997
guf,56.8,1998
guf,56.8,1999
guf,57.0,2000
guf,57.0,2001
guf,57.1,2002
guf,57.4,2003
guf,57.2,2004
guf,57.5,2005
guf,57.8,2006
guf,57.4,2007
pyf,45.7,1980
pyf,45.7,1981
pyf,45.7,1982
pyf,45.8,1983
pyf,46.8,1984
pyf,47.9,1985
pyf,48.8,1986
pyf,49.9,1987
pyf,51.1,1988
pyf,51.2,1989
pyf,51.4,1990
pyf,51.7,1991
pyf,51.9,1992
pyf,52.0,1993
pyf,52.1,1994
pyf,52.1,1995
pyf,52.1,1996
pyf,52.0,1997
pyf,51.9,1998
pyf,51.7,1999
pyf,51.6,2000
pyf,51.4,2001
pyf,51.2,2002
pyf,51.1,2003
pyf,51.0,2004
pyf,51.1,2005
pyf,51.3,2006
pyf,51.5,2007
gab,66.4,1980
gab,66.4,1981
gab,66.2,1982
gab,66.4,1983
gab,66.5,1984
gab,66.3,1985
gab,66.1,1986
gab,64.7,1987
gab,65.3,1988
gab,65.5,1989
gab,66.0,1990
gab,66.1,1991
gab,65.9,1992
gab,65.8,1993
gab,65.8,1994
gab,66.2,1995
gab,66.3,1996
gab,66.3,1997
gab,66.1,1998
gab,65.6,1999
gab,65.6,2000
gab,65.4,2001
gab,65.4,2002
gab,65.1,2003
gab,65.0,2004
gab,64.6,2005
gab,64.5,2006
gab,64.1,2007
gmb,70.6,1980
gmb,70.6,1981
gmb,70.4,1982
gmb,71.1,1983
gmb,70.6,1984
gmb,70.6,1985
gmb,71.4,1986
gmb,70.0,1987
gmb,70.1,1988
gmb,70.7,1989
gmb,70.8,1990
gmb,70.5,1991
gmb,70.2,1992
gmb,70.2,1993
gmb,69.9,1994
gmb,69.7,1995
gmb,69.7,1996
gmb,69.7,1997
gmb,69.9,1998
gmb,70.0,1999
gmb,70.1,2000
gmb,70.3,2001
gmb,69.9,2002
gmb,70.1,2003
gmb,70.2,2004
gmb,70.1,2005
gmb,70.3,2006
gmb,70.8,2007
geo,72.4,1980
geo,72.2,1981
geo,72.2,1982
geo,72.1,1983
geo,72.0,1984
geo,71.9,1985
geo,72.5,1986
geo,72.6,1987
geo,72.5,1988
geo,72.9,1989
geo,73.8,1990
geo,64.1,1991
geo,62.0,1992
geo,59.7,1993
geo,58.9,1994
geo,59.6,1995
geo,60.5,1996
geo,60.9,1997
geo,61.1,1998
geo,61.4,1999
geo,57.4,2000
geo,60.7,2001
geo,58.7,2002
geo,60.5,2003
geo,59.3,2004
geo,58.8,2005
geo,59.2,2006
geo,58.8,2007
deu,51.2,1980
deu,51.5,1981
deu,51.7,1982
deu,51.3,1983
deu,52.4,1984
deu,53.2,1985
deu,53.7,1986
deu,54.2,1987
deu,55.3,1988
deu,55.8,1989
deu,58.8,1990
deu,61.5,1991
deu,61.2,1992
deu,61.2,1993
deu,61.0,1994
deu,61.3,1995
deu,61.7,1996
deu,62.3,1997
deu,62.9,1998
deu,63.4,1999
deu,63.6,2000
deu,64.1,2001
deu,64.6,2002
deu,64.9,2003
deu,66.1,2004
deu,66.8,2005
deu,68.3,2006
deu,68.7,2007
gha,73.1,1980
gha,72.8,1981
gha,72.3,1982
gha,71.9,1983
gha,72.1,1984
gha,72.2,1985
gha,72.2,1986
gha,72.3,1987
gha,72.4,1988
gha,72.4,1989
gha,72.3,1990
gha,72.3,1991
gha,72.3,1992
gha,72.4,1993
gha,72.6,1994
gha,72.7,1995
gha,72.9,1996
gha,73.0,1997
gha,73.2,1998
gha,73.4,1999
gha,73.6,2000
gha,73.5,2001
gha,73.4,2002
gha,73.4,2003
gha,73.4,2004
gha,73.4,2005
gha,73.4,2006
gha,73.6,2007
grc,40.2,1980
grc,40.1,1981
grc,39.7,1982
grc,39.3,1983
grc,40.1,1984
grc,41.3,1985
grc,41.1,1986
grc,41.2,1987
grc,42.7,1988
grc,43.2,1989
grc,43.1,1990
grc,40.9,1991
grc,42.5,1992
grc,43.1,1993
grc,43.8,1994
grc,44.9,1995
grc,46.5,1996
grc,47.0,1997
grc,49.2,1998
grc,50.6,1999
grc,50.8,2000
grc,50.0,2001
grc,51.3,2002
grc,52.3,2003
grc,54.3,2004
grc,54.7,2005
grc,55.2,2006
grc,56.1,2007
glp,55.1,1980
glp,55.2,1981
glp,54.7,1982
glp,55.9,1983
glp,57.2,1984
glp,58.4,1985
glp,59.7,1986
glp,59.8,1987
glp,59.9,1988
glp,60.1,1989
glp,60.4,1990
glp,60.8,1991
glp,61.4,1992
glp,62.1,1993
glp,62.8,1994
glp,63.4,1995
glp,63.9,1996
glp,64.3,1997
glp,64.7,1998
glp,65.0,1999
glp,65.5,2000
glp,65.8,2001
glp,66.0,2002
glp,66.3,2003
glp,66.3,2004
glp,66.5,2005
glp,67.0,2006
glp,66.7,2007
gum,48.7,1980
gum,48.8,1981
gum,49.0,1982
gum,49.1,1983
gum,50.0,1984
gum,50.7,1985
gum,51.5,1986
gum,51.3,1987
gum,51.0,1988
gum,51.2,1989
gum,51.6,1990
gum,51.9,1991
gum,52.4,1992
gum,52.9,1993
gum,53.4,1994
gum,53.9,1995
gum,54.2,1996
gum,54.6,1997
gum,54.9,1998
gum,55.2,1999
gum,55.7,2000
gum,56.4,2001
gum,57.1,2002
gum,57.8,2003
gum,58.4,2004
gum,58.7,2005
gum,58.9,2006
gum,59.3,2007
gtm,32.1,1980
gtm,31.8,1981
gtm,30.5,1982
gtm,29.4,1983
gtm,29.2,1984
gtm,28.5,1985
gtm,28.2,1986
gtm,28.4,1987
gtm,28.8,1988
gtm,29.3,1989
gtm,28.8,1990
gtm,28.2,1991
gtm,27.7,1992
gtm,27.1,1993
gtm,26.7,1994
gtm,26.2,1995
gtm,25.7,1996
gtm,25.3,1997
gtm,24.8,1998
gtm,24.4,1999
gtm,27.7,2000
gtm,31.4,2001
gtm,35.4,2002
gtm,39.6,2003
gtm,44.1,2004
gtm,44.4,2005
gtm,45.1,2006
gtm,46.8,2007
gin,82.7,1980
gin,82.7,1981
gin,82.7,1982
gin,82.6,1983
gin,82.6,1984
gin,82.6,1985
gin,82.7,1986
gin,82.7,1987
gin,82.8,1988
gin,82.9,1989
gin,82.9,1990
gin,82.8,1991
gin,82.8,1992
gin,82.7,1993
gin,82.7,1994
gin,82.8,1995
gin,82.8,1996
gin,82.9,1997
gin,82.9,1998
gin,82.9,1999
gin,82.8,2000
gin,82.8,2001
gin,82.7,2002
gin,82.6,2003
gin,82.6,2004
gin,82.6,2005
gin,82.5,2006
gin,82.6,2007
gnb,55.9,1980
gnb,56.6,1981
gnb,56.8,1982
gnb,56.3,1983
gnb,56.7,1984
gnb,56.1,1985
gnb,56.7,1986
gnb,57.0,1987
gnb,57.2,1988
gnb,57.4,1989
gnb,57.5,1990
gnb,57.8,1991
gnb,57.7,1992
gnb,57.7,1993
gnb,57.7,1994
gnb,57.9,1995
gnb,58.5,1996
gnb,58.7,1997
gnb,56.3,1998
gnb,56.6,1999
gnb,56.9,2000
gnb,56.9,2001
gnb,55.9,2002
gnb,55.8,2003
gnb,55.7,2004
gnb,55.8,2005
gnb,55.8,2006
gnb,54.8,2007
guy,27.9,1980
guy,28.9,1981
guy,29.9,1982
guy,31.0,1983
guy,32.1,1984
guy,33.3,1985
guy,34.4,1986
guy,35.7,1987
guy,36.5,1988
guy,37.4,1989
guy,38.3,1990
guy,39.2,1991
guy,40.1,1992
guy,41.1,1993
guy,42.0,1994
guy,42.7,1995
guy,44.7,1996
guy,47.3,1997
guy,46.8,1998
guy,46.6,1999
guy,47.0,2000
guy,48.4,2001
guy,49.1,2002
guy,49.3,2003
guy,49.7,2004
guy,50.2,2005
guy,52.6,2006
guy,51.8,2007
hti,61.6,1980
hti,59.4,1981
hti,57.1,1982
hti,56.6,1983
hti,55.7,1984
hti,54.9,1985
hti,54.0,1986
hti,53.2,1987
hti,52.3,1988
hti,51.1,1989
hti,49.9,1990
hti,50.7,1991
hti,45.2,1992
hti,43.9,1993
hti,40.5,1994
hti,38.7,1995
hti,39.5,1996
hti,39.9,1997
hti,40.2,1998
hti,40.7,1999
hti,40.6,2000
hti,40.1,2001
hti,39.9,2002
hti,39.5,2003
hti,38.7,2004
hti,39.0,2005
hti,39.3,2006
hti,39.7,2007
hnd,32.4,1980
hnd,32.5,1981
hnd,32.4,1982
hnd,32.7,1983
hnd,33.1,1984
hnd,33.9,1985
hnd,34.7,1986
hnd,35.5,1987
hnd,36.3,1988
hnd,37.2,1989
hnd,38.0,1990
hnd,38.8,1991
hnd,40.4,1992
hnd,41.1,1993
hnd,41.8,1994
hnd,42.5,1995
hnd,44.3,1996
hnd,45.3,1997
hnd,46.3,1998
hnd,47.8,1999
hnd,46.2,2000
hnd,44.5,2001
hnd,42.8,2002
hnd,41.2,2003
hnd,39.6,2004
hnd,37.7,2005
hnd,38.9,2006
hnd,38.2,2007
hkg,49.7,1980
hkg,52.7,1981
hkg,51.9,1982
hkg,53.5,1983
hkg,55.0,1984
hkg,53.7,1985
hkg,54.5,1986
hkg,54.3,1987
hkg,54.2,1988
hkg,53.1,1989
hkg,53.0,1990
hkg,53.9,1991
hkg,52.9,1992
hkg,52.3,1993
hkg,53.0,1994
hkg,54.0,1995
hkg,54.4,1996
hkg,54.9,1997
hkg,55.6,1998
hkg,56.4,1999
hkg,57.1,2000
hkg,58.1,2001
hkg,59.8,2002
hkg,59.7,2003
hkg,60.1,2004
hkg,60.3,2005
hkg,60.6,2006
hkg,62.1,2007
hun,61.5,1980
hun,60.9,1981
hun,60.2,1982
hun,59.5,1983
hun,58.8,1984
hun,58.3,1985
hun,57.9,1986
hun,57.7,1987
hun,57.5,1988
hun,57.5,1989
hun,57.3,1990
hun,57.1,1991
hun,57.4,1992
hun,55.0,1993
hun,52.8,1994
hun,50.5,1995
hun,50.1,1996
hun,49.3,1997
hun,50.6,1998
hun,52.0,1999
hun,52.5,2000
hun,52.3,2001
hun,52.7,2002
hun,53.9,2003
hun,54.0,2004
hun,55.0,2005
hun,55.4,2006
hun,55.5,2007
isl,73.5,1980
isl,74.2,1981
isl,74.5,1982
isl,74.7,1983
isl,74.4,1984
isl,75.0,1985
isl,75.2,1986
isl,75.7,1987
isl,76.6,1988
isl,76.4,1989
isl,76.6,1990
isl,76.7,1991
isl,77.7,1992
isl,78.2,1993
isl,78.9,1994
isl,80.7,1995
isl,79.7,1996
isl,79.0,1997
isl,80.9,1998
isl,82.3,1999
isl,83.3,2000
isl,83.1,2001
isl,82.0,2002
isl,83.5,2003
isl,81.5,2004
isl,83.3,2005
isl,84.1,2006
isl,83.3,2007
ind,36.2,1980
ind,36.1,1981
ind,36.2,1982
ind,36.3,1983
ind,36.3,1984
ind,36.4,1985
ind,36.5,1986
ind,36.6,1987
ind,36.7,1988
ind,36.8,1989
ind,36.9,1990
ind,37.0,1991
ind,37.1,1992
ind,37.3,1993
ind,37.4,1994
ind,37.2,1995
ind,36.9,1996
ind,36.7,1997
ind,36.4,1998
ind,36.2,1999
ind,36.0,2000
ind,35.9,2001
ind,35.7,2002
ind,35.6,2003
ind,35.5,2004
ind,35.8,2005
ind,36.2,2006
ind,35.6,2007
idn,45.3,1980
idn,45.2,1981
idn,45.1,1982
idn,45.0,1983
idn,44.9,1984
idn,44.8,1985
idn,52.3,1986
idn,53.1,1987
idn,54.0,1988
idn,53.0,1989
idn,52.0,1990
idn,51.1,1991
idn,50.2,1992
idn,50.7,1993
idn,51.2,1994
idn,51.3,1995
idn,51.4,1996
idn,51.0,1997
idn,51.5,1998
idn,52.8,1999
idn,52.3,2000
idn,51.8,2001
idn,51.2,2002
idn,51.5,2003
idn,51.7,2004
idn,52.0,2005
idn,50.8,2006
idn,51.7,2007
irn,21.3,1980
irn,21.2,1981
irn,21.5,1982
irn,21.7,1983
irn,21.7,1984
irn,21.6,1985
irn,21.3,1986
irn,21.6,1987
irn,21.9,1988
irn,22.2,1989
irn,22.5,1990
irn,22.8,1991
irn,23.8,1992
irn,24.8,1993
irn,25.8,1994
irn,26.9,1995
irn,28.0,1996
irn,28.3,1997
irn,28.7,1998
irn,29.1,1999
irn,29.5,2000
irn,30.0,2001
irn,30.4,2002
irn,30.9,2003
irn,31.4,2004
irn,31.9,2005
irn,32.5,2006
irn,33.0,2007
irq,11.3,1980
irq,11.3,1981
irq,11.2,1982
irq,11.3,1983
irq,11.5,1984
irq,11.5,1985
irq,11.4,1986
irq,11.5,1987
irq,11.6,1988
irq,11.8,1989
irq,11.9,1990
irq,12.0,1991
irq,12.1,1992
irq,12.3,1993
irq,12.4,1994
irq,12.6,1995
irq,12.8,1996
irq,13.0,1997
irq,13.2,1998
irq,13.4,1999
irq,13.5,2000
irq,13.7,2001
irq,13.9,2002
irq,14.1,2003
irq,14.3,2004
irq,14.5,2005
irq,14.8,2006
irq,14.9,2007
irl,34.2,1980
irl,34.8,1981
irl,35.8,1982
irl,36.8,1983
irl,37.9,1984
irl,39.3,1985
irl,39.8,1986
irl,40.3,1987
irl,40.6,1988
irl,41.3,1989
irl,42.3,1990
irl,42.9,1991
irl,43.7,1992
irl,45.1,1993
irl,45.6,1994
irl,47.2,1995
irl,49.1,1996
irl,49.9,1997
irl,52.2,1998
irl,54.4,1999
irl,55.7,2000
irl,55.9,2001
irl,57.2,2002
irl,57.5,2003
irl,57.9,2004
irl,60.2,2005
irl,61.2,2006
irl,62.4,2007
isr,40.6,1980
isr,41.4,1981
isr,41.7,1982
isr,42.3,1983
isr,43.1,1984
isr,43.3,1985
isr,43.6,1986
isr,44.2,1987
isr,45.6,1988
isr,47.2,1989
isr,47.0,1990
isr,47.9,1991
isr,49.2,1992
isr,50.4,1993
isr,52.0,1994
isr,52.6,1995
isr,53.2,1996
isr,53.5,1997
isr,54.1,1998
isr,55.4,1999
isr,56.4,2000
isr,56.5,2001
isr,56.5,2002
isr,57.4,2003
isr,57.8,2004
isr,58.3,2005
isr,58.9,2006
isr,58.7,2007
ita,39.4,1980
ita,39.9,1981
ita,39.9,1982
ita,39.7,1983
ita,40.4,1984
ita,40.5,1985
ita,41.7,1986
ita,42.9,1987
ita,43.6,1988
ita,44.3,1989
ita,44.6,1990
ita,44.6,1991
ita,45.1,1992
ita,42.1,1993
ita,42.1,1994
ita,42.5,1995
ita,43.1,1996
ita,43.5,1997
ita,44.6,1998
ita,45.5,1999
ita,46.3,2000
ita,47.3,2001
ita,48.0,2002
ita,48.5,2003
ita,50.7,2004
ita,50.4,2005
ita,50.7,2006
ita,52.3,2007
jam,72.4,1980
jam,72.5,1981
jam,73.9,1982
jam,73.3,1983
jam,72.8,1984
jam,72.3,1985
jam,72.0,1986
jam,71.7,1987
jam,71.6,1988
jam,71.4,1989
jam,71.2,1990
jam,71.8,1991
jam,72.3,1992
jam,72.7,1993
jam,73.1,1994
jam,72.2,1995
jam,71.3,1996
jam,70.3,1997
jam,69.2,1998
jam,68.0,1999
jam,66.6,2000
jam,65.2,2001
jam,63.7,2002
jam,62.1,2003
jam,61.5,2004
jam,61.8,2005
jam,62.0,2006
jam,60.0,2007
jpn,52.5,1980
jpn,52.7,1981
jpn,53.3,1982
jpn,54.5,1983
jpn,54.5,1984
jpn,54.4,1985
jpn,54.8,1986
jpn,55.0,1987
jpn,55.3,1988
jpn,56.2,1989
jpn,57.1,1990
jpn,58.0,1991
jpn,58.3,1992
jpn,58.3,1993
jpn,58.4,1994
jpn,58.5,1995
jpn,58.9,1996
jpn,59.7,1997
jpn,59.8,1998
jpn,59.5,1999
jpn,59.6,2000
jpn,60.0,2001
jpn,59.8,2002
jpn,60.1,2003
jpn,60.3,2004
jpn,60.8,2005
jpn,61.2,2006
jpn,61.0,2007
jor,10.4,1980
jor,10.5,1981
jor,10.8,1982
jor,11.1,1983
jor,11.4,1984
jor,11.6,1985
jor,11.6,1986
jor,11.5,1987
jor,11.4,1988
jor,11.3,1989
jor,11.6,1990
jor,12.1,1991
jor,12.7,1992
jor,13.5,1993
jor,14.0,1994
jor,14.3,1995
jor,14.5,1996
jor,14.5,1997
jor,14.5,1998
jor,14.5,1999
jor,14.6,2000
jor,14.8,2001
jor,15.0,2002
jor,15.3,2003
jor,15.7,2004
jor,16.1,2005
jor,16.6,2006
jor,16.4,2007
kaz,69.6,1980
kaz,69.4,1981
kaz,69.4,1982
kaz,69.2,1983
kaz,69.0,1984
kaz,68.9,1985
kaz,69.2,1986
kaz,69.4,1987
kaz,69.3,1988
kaz,69.6,1989
kaz,69.8,1990
kaz,70.1,1991
kaz,70.3,1992
kaz,70.5,1993
kaz,70.8,1994
kaz,71.0,1995
kaz,71.3,1996
kaz,71.4,1997
kaz,71.6,1998
kaz,71.7,1999
kaz,71.9,2000
kaz,72.2,2001
kaz,72.6,2002
kaz,72.6,2003
kaz,72.2,2004
kaz,72.0,2005
kaz,71.8,2006
kaz,72.7,2007
ken,76.6,1980
ken,76.6,1981
ken,76.6,1982
ken,76.4,1983
ken,76.3,1984
ken,76.3,1985
ken,76.5,1986
ken,76.5,1987
ken,76.6,1988
ken,76.5,1989
ken,76.5,1990
ken,76.6,1991
ken,76.6,1992
ken,76.6,1993
ken,76.7,1994
ken,76.7,1995
ken,76.7,1996
ken,76.7,1997
ken,76.7,1998
ken,76.8,1999
ken,76.5,2000
ken,76.4,2001
ken,76.1,2002
ken,76.0,2003
ken,75.9,2004
ken,75.9,2005
ken,76.1,2006
ken,76.1,2007
prk,48.9,1980
prk,49.1,1981
prk,49.0,1982
prk,48.8,1983
prk,48.7,1984
prk,48.9,1985
prk,49.4,1986
prk,50.1,1987
prk,51.0,1988
prk,51.8,1989
prk,52.4,1990
prk,53.0,1991
prk,53.5,1992
prk,54.1,1993
prk,54.6,1994
prk,55.1,1995
prk,55.5,1996
prk,55.8,1997
prk,56.0,1998
prk,56.4,1999
prk,57.1,2000
prk,58.0,2001
prk,59.1,2002
prk,60.3,2003
prk,61.4,2004
prk,62.4,2005
prk,63.2,2006
prk,63.4,2007
kor,45.4,1980
kor,44.6,1981
kor,45.8,1982
kor,45.3,1983
kor,43.2,1984
kor,44.6,1985
kor,45.8,1986
kor,47.8,1987
kor,47.9,1988
kor,49.3,1989
kor,49.7,1990
kor,49.7,1991
kor,49.6,1992
kor,49.8,1993
kor,50.7,1994
kor,51.4,1995
kor,52.1,1996
kor,53.2,1997
kor,50.5,1998
kor,51.0,1999
kor,52.1,2000
kor,52.7,2001
kor,53.3,2002
kor,52.7,2003
kor,53.8,2004
kor,54.2,2005
kor,54.5,2006
kor,53.8,2007
kwt,21.1,1980
kwt,23.9,1981
kwt,25.2,1982
kwt,25.4,1983
kwt,27.4,1984
kwt,29.4,1985
kwt,31.4,1986
kwt,33.4,1987
kwt,35.5,1988
kwt,34.6,1989
kwt,34.6,1990
kwt,35.1,1991
kwt,36.1,1992
kwt,37.6,1993
kwt,39.3,1994
kwt,40.7,1995
kwt,42.3,1996
kwt,43.4,1997
kwt,43.5,1998
kwt,43.6,1999
kwt,43.8,2000
kwt,44.2,2001
kwt,44.1,2002
kwt,43.4,2003
kwt,43.9,2004
kwt,43.9,2005
kwt,43.8,2006
kwt,44.3,2007
kgz,62.6,1980
kgz,62.8,1981
kgz,63.0,1982
kgz,63.3,1983
kgz,63.7,1984
kgz,64.2,1985
kgz,63.8,1986
kgz,63.8,1987
kgz,64.7,1988
kgz,64.9,1989
kgz,64.7,1990
kgz,64.6,1991
kgz,64.4,1992
kgz,64.3,1993
kgz,64.2,1994
kgz,63.9,1995
kgz,63.6,1996
kgz,63.1,1997
kgz,62.6,1998
kgz,62.0,1999
kgz,61.4,2000
kgz,60.7,2001
kgz,60.1,2002
kgz,59.3,2003
kgz,58.6,2004
kgz,58.4,2005
kgz,58.6,2006
kgz,58.0,2007
lao,85.0,1980
lao,84.8,1981
lao,84.8,1982
lao,84.7,1983
lao,84.7,1984
lao,84.7,1985
lao,84.7,1986
lao,84.9,1987
lao,85.1,1988
lao,84.9,1989
lao,84.8,1990
lao,84.9,1991
lao,84.8,1992
lao,84.8,1993
lao,84.7,1994
lao,84.7,1995
lao,84.6,1996
lao,84.4,1997
lao,84.4,1998
lao,84.3,1999
lao,84.1,2000
lao,84.0,2001
lao,83.8,2002
lao,83.5,2003
lao,83.4,2004
lao,83.0,2005
lao,82.7,2006
lao,82.6,2007
lva,79.3,1980
lva,79.1,1981
lva,78.9,1982
lva,78.6,1983
lva,78.2,1984
lva,78.0,1985
lva,77.6,1986
lva,77.3,1987
lva,76.9,1988
lva,76.3,1989
lva,74.8,1990
lva,73.2,1991
lva,71.6,1992
lva,69.9,1993
lva,68.0,1994
lva,66.0,1995
lva,63.8,1996
lva,64.3,1997
lva,62.8,1998
lva,62.7,1999
lva,63.0,2000
lva,62.9,2001
lva,64.2,2002
lva,64.8,2003
lva,65.2,2004
lva,64.8,2005
lva,66.5,2006
lva,67.2,2007
lbn,21.2,1980
lbn,21.5,1981
lbn,21.9,1982
lbn,22.1,1983
lbn,22.4,1984
lbn,22.8,1985
lbn,23.3,1986
lbn,23.5,1987
lbn,23.9,1988
lbn,24.3,1989
lbn,24.0,1990
lbn,23.4,1991
lbn,23.8,1992
lbn,24.3,1993
lbn,24.7,1994
lbn,25.1,1995
lbn,25.3,1996
lbn,25.4,1997
lbn,25.5,1998
lbn,25.8,1999
lbn,26.0,2000
lbn,26.1,2001
lbn,26.3,2002
lbn,26.4,2003
lbn,26.6,2004
lbn,26.8,2005
lbn,27.1,2006
lbn,27.2,2007
lso,67.6,1980
lso,67.3,1981
lso,66.6,1982
lso,66.0,1983
lso,66.5,1984
lso,67.0,1985
lso,66.9,1986
lso,67.0,1987
lso,67.8,1988
lso,68.5,1989
lso,68.7,1990
lso,69.2,1991
lso,69.5,1992
lso,69.6,1993
lso,69.8,1994
lso,69.9,1995
lso,70.5,1996
lso,70.7,1997
lso,70.4,1998
lso,70.2,1999
lso,70.1,2000
lso,70.1,2001
lso,70.1,2002
lso,70.1,2003
lso,70.1,2004
lso,70.0,2005
lso,70.1,2006
lso,69.1,2007
lbr,56.1,1980
lbr,56.0,1981
lbr,56.0,1982
lbr,55.7,1983
lbr,55.6,1984
lbr,55.6,1985
lbr,55.8,1986
lbr,55.6,1987
lbr,55.7,1988
lbr,55.8,1989
lbr,55.8,1990
lbr,55.8,1991
