geo,sex_ratio_15_24_years,time
npl,103.7,2025
npl,103.4,2030
npl,103.1,2035
npl,103.0,2040
npl,102.9,2045
npl,102.9,2050
nld,103.2,1950
nld,103.4,1955
nld,104.2,1960
nld,105.2,1965
nld,105.2,1970
nld,104.4,1975
nld,104.3,1980
nld,104.3,1985
nld,104.2,1990
nld,104.0,1995
nld,103.5,2000
nld,103.3,2005
nld,104.8,2010
nld,105.7,2015
nld,106.2,2020
nld,106.6,2025
nld,106.8,2030
nld,106.9,2035
nld,106.8,2040
nld,106.8,2045
nld,106.8,2050
ant,95.62,1950
ant,94.72,1955
ant,98.01,1960
ant,102.1,1965
ant,102.1,1970
ant,102.0,1975
ant,100.2,1980
ant,100.1,1985
ant,99.8,1990
ant,98.62,1995
ant,97.48,2000
ant,95.7,2005
ant,99.87,2010
ant,103.3,2015
ant,103.0,2020
ant,101.9,2025
ant,100.8,2030
ant,100.6,2035
ant,101.2,2040
ant,103.2,2045
ant,104.6,2050
ncl,106.7,1950
ncl,106.7,1955
ncl,110.1,1960
ncl,115.8,1965
ncl,119.3,1970
ncl,110.9,1975
ncl,106.2,1980
ncl,104.0,1985
ncl,103.8,1990
ncl,103.4,1995
ncl,101.7,2000
ncl,103.5,2005
ncl,104.4,2010
ncl,103.9,2015
ncl,103.3,2020
ncl,103.9,2025
ncl,104.3,2030
ncl,104.5,2035
ncl,104.6,2040
ncl,104.6,2045
ncl,104.6,2050
nzl,105.3,1950
nzl,105.0,1955
nzl,104.3,1960
nzl,104.8,1965
nzl,104.9,1970
nzl,104.4,1975
nzl,104.5,1980
nzl,104.3,1985
nzl,101.0,1990
nzl,101.2,1995
nzl,102.0,2000
nzl,104.2,2005
nzl,105.6,2010
nzl,106.1,2015
nzl,105.7,2020
nzl,105.7,2025
nzl,105.8,2030
nzl,105.9,2035
nzl,105.9,2040
nzl,105.9,2045
nzl,106.0,2050
nic,97.02,1950
nic,101.7,1955
nic,104.1,1960
nic,105.0,1965
nic,102.5,1970
nic,101.4,1975
nic,101.0,1980
nic,100.5,1985
nic,99.39,1990
nic,99.16,1995
nic,99.54,2000
nic,100.0,2005
nic,99.79,2010
nic,101.0,2015
nic,101.9,2020
nic,102.1,2025
nic,102.4,2030
nic,102.5,2035
nic,102.5,2040
nic,102.5,2045
nic,102.5,2050
ner,91.21,1950
ner,91.27,1955
ner,90.45,1960
ner,88.52,1965
ner,95.7,1970
ner,93.69,1975
ner,75.59,1980
ner,89.83,1985
ner,78.58,1990
ner,87.79,1995
ner,86.28,2000
ner,88.72,2005
ner,92.67,2010
ner,94.57,2015
ner,96.24,2020
ner,97.93,2025
ner,99.13,2030
ner,99.88,2035
ner,100.5,2040
ner,100.9,2045
ner,101.3,2050
nga,99.02,1950
nga,99.2,1955
nga,99.56,1960
nga,99.86,1965
nga,99.64,1970
nga,99.5,1975
nga,100.5,1980
nga,99.74,1985
nga,100.0,1990
nga,100.6,1995
nga,101.1,2000
nga,101.5,2005
nga,102.1,2010
nga,102.5,2015
nga,102.7,2020
nga,102.7,2025
nga,102.5,2030
nga,102.4,2035
nga,102.4,2040
nga,102.3,2045
nga,102.3,2050
nor,104.2,1950
nor,103.9,1955
nor,104.3,1960
nor,106.1,1965
nor,105.8,1970
nor,105.2,1975
nor,105.0,1980
nor,105.1,1985
nor,104.8,1990
nor,104.0,1995
nor,104.3,2000
nor,104.3,2005
nor,105.1,2010
nor,105.0,2015
nor,104.5,2020
nor,104.5,2025
nor,104.7,2030
nor,104.8,2035
nor,104.9,2040
nor,104.9,2045
nor,105.0,2050
pse,102.4,1950
pse,106.6,1955
pse,107.9,1960
pse,112.4,1965
pse,112.2,1970
pse,108.6,1975
pse,113.7,1980
pse,113.6,1985
pse,115.2,1990
pse,106.7,1995
pse,106.0,2000
pse,105.3,2005
pse,104.5,2010
pse,104.1,2015
pse,104.1,2020
pse,104.2,2025
pse,104.4,2030
pse,104.6,2035
pse,104.7,2040
pse,104.9,2045
pse,104.9,2050
omn,102.8,1950
omn,101.6,1955
omn,102.1,1960
omn,103.2,1965
omn,103.6,1970
omn,105.7,1975
omn,109.4,1980
omn,109.2,1985
omn,115.5,1990
omn,118.1,1995
omn,115.3,2000
omn,105.1,2005
omn,115.9,2010
omn,107.4,2015
omn,107.3,2020
omn,107.4,2025
omn,107.4,2030
omn,107.3,2035
omn,105.2,2040
omn,105.2,2045
omn,105.2,2050
pak,123.3,1950
pak,117.0,1955
pak,111.3,1960
pak,107.4,1965
pak,107.6,1970
pak,108.5,1975
pak,107.8,1980
pak,106.8,1985
pak,106.5,1990
pak,106.8,1995
pak,106.6,2000
pak,106.4,2005
pak,106.0,2010
pak,105.9,2015
pak,106.1,2020
pak,106.2,2025
pak,106.2,2030
pak,106.2,2035
pak,106.1,2040
pak,105.9,2045
pak,105.7,2050
pan,102.5,1950
pan,102.2,1955
pan,101.6,1960
pan,103.0,1965
pan,102.9,1970
pan,102.3,1975
pan,101.6,1980
pan,102.7,1985
pan,102.8,1990
pan,102.8,1995
pan,103.3,2000
pan,103.6,2005
pan,103.8,2010
pan,104.0,2015
pan,104.2,2020
pan,104.3,2025
pan,104.4,2030
pan,104.6,2035
pan,104.7,2040
pan,104.8,2045
pan,104.9,2050
png,112.6,1950
png,112.2,1955
png,110.4,1960
png,103.4,1965
png,103.4,1970
png,102.1,1975
png,103.3,1980
png,100.4,1985
png,97.83,1990
png,99.58,1995
png,103.7,2000
png,105.0,2005
png,105.1,2010
png,105.4,2015
png,106.3,2020
png,107.2,2025
png,107.5,2030
png,107.6,2035
png,107.7,2040
png,107.8,2045
png,107.9,2050
pry,99.95,1950
pry,98.54,1955
pry,97.75,1960
pry,98.99,1965
pry,101.1,1970
pry,102.6,1975
pry,103.4,1980
pry,103.5,1985
pry,102.7,1990
pry,102.6,1995
pry,103.1,2000
pry,102.9,2005
pry,102.8,2010
pry,102.9,2015
pry,103.0,2020
pry,103.1,2025
pry,103.2,2030
pry,103.3,2035
pry,103.4,2040
pry,103.5,2045
pry,103.6,2050
per,102.9,1950
per,103.0,1955
per,103.0,1960
per,103.0,1965
per,103.0,1970
per,103.0,1975
per,102.7,1980
per,102.5,1985
per,102.3,1990
per,102.5,1995
per,102.5,2000
per,102.5,2005
per,102.6,2010
per,102.9,2015
per,103.2,2020
per,103.6,2025
per,103.9,2030
per,104.0,2035
per,104.2,2040
per,104.3,2045
per,104.4,2050
phl,102.0,1950
phl,104.0,1955
phl,104.2,1960
phl,106.2,1965
phl,104.4,1970
phl,102.7,1975
phl,102.9,1980
phl,103.2,1985
phl,103.4,1990
phl,103.4,1995
phl,103.4,2000
phl,103.5,2005
phl,103.7,2010
phl,104.1,2015
phl,104.3,2020
phl,104.5,2025
phl,104.7,2030
phl,104.9,2035
phl,105.2,2040
phl,105.5,2045
phl,105.7,2050
pol,97.72,1950
pol,101.1,1955
pol,102.4,1960
pol,103.0,1965
pol,103.1,1970
pol,103.8,1975
pol,105.2,1980
pol,104.9,1985
pol,104.8,1990
pol,104.2,1995
pol,103.7,2000
pol,104.0,2005
pol,104.6,2010
pol,105.0,2015
pol,105.5,2020
pol,105.6,2025
pol,105.6,2030
pol,105.5,2035
pol,105.6,2040
pol,105.6,2045
pol,105.6,2050
prt,99.49,1950
prt,99.74,1955
prt,93.8,1960
prt,94.42,1965
prt,93.42,1970
prt,99.19,1975
prt,101.3,1980
prt,102.0,1985
prt,102.3,1990
prt,102.5,1995
prt,103.1,2000
prt,103.8,2005
prt,104.5,2010
prt,104.9,2015
prt,105.4,2020
prt,105.7,2025
prt,105.6,2030
prt,105.6,2035
prt,105.6,2040
prt,105.6,2045
prt,105.6,2050
pri,93.82,1950
pri,93.84,1955
pri,93.44,1960
pri,91.57,1965
pri,92.11,1970
pri,98.65,1975
pri,95.42,1980
pri,96.64,1985
pri,99.78,1990
pri,101.4,1995
pri,100.9,2000
pri,102.1,2005
pri,103.4,2010
pri,104.3,2015
pri,104.6,2020
pri,105.1,2025
pri,105.3,2030
pri,105.3,2035
pri,105.3,2040
pri,105.2,2045
pri,105.2,2050
qat,104.0,1950
qat,130.0,1955
qat,146.7,1960
qat,186.5,1965
qat,231.8,1970
qat,245.9,1975
qat,160.4,1980
qat,171.5,1985
qat,146.1,1990
qat,178.7,1995
qat,136.2,2000
qat,281.4,2005
qat,319.8,2010
qat,178.1,2015
qat,187.3,2020
qat,167.3,2025
qat,156.6,2030
qat,151.1,2035
qat,151.0,2040
qat,152.2,2045
qat,151.7,2050
kor,82.68,1950
kor,99.08,1955
kor,108.3,1960
kor,108.3,1965
kor,103.3,1970
kor,104.5,1975
kor,105.3,1980
kor,106.4,1985
kor,106.4,1990
kor,106.8,1995
kor,107.2,2000
kor,108.9,2005
kor,109.4,2010
kor,108.3,2015
kor,107.6,2020
kor,108.7,2025
kor,109.5,2030
kor,109.0,2035
kor,108.4,2040
kor,107.9,2045
kor,107.4,2050
mda,92.59,1950
mda,91.46,1955
mda,87.94,1960
mda,86.47,1965
mda,89.36,1970
mda,96.92,1975
mda,97.39,1980
mda,97.41,1985
mda,100.9,1990
mda,100.9,1995
mda,101.1,2000
mda,99.14,2005
mda,99.66,2010
mda,101.8,2015
mda,102.4,2020
mda,104.2,2025
mda,105.8,2030
mda,105.8,2035
mda,105.8,2040
mda,105.9,2045
mda,106.0,2050
reu,97.2,1950
reu,87.69,1955
reu,90.6,1960
reu,94.08,1965
reu,92.21,1970
reu,92.65,1975
reu,97.34,1980
reu,96.25,1985
reu,97.79,1990
reu,100.1,1995
reu,101.6,2000
reu,102.3,2005
reu,102.4,2010
reu,101.8,2015
reu,101.4,2020
reu,101.3,2025
reu,101.3,2030
reu,101.4,2035
reu,101.4,2040
reu,101.5,2045
reu,101.5,2050
rou,101.3,1950
rou,99.75,1955
rou,100.1,1960
rou,102.8,1965
rou,103.9,1970
rou,104.0,1975
rou,104.2,1980
rou,104.4,1985
rou,104.2,1990
rou,104.0,1995
rou,104.4,2000
rou,104.1,2005
rou,104.4,2010
rou,105.3,2015
rou,105.5,2020
rou,105.6,2025
rou,105.7,2030
rou,105.8,2035
rou,105.9,2040
rou,106.1,2045
rou,106.2,2050
rus,95.06,1950
rus,100.7,1955
rus,100.8,1960
rus,104.0,1965
rus,105.2,1970
rus,103.0,1975
rus,104.5,1980
rus,103.7,1985
rus,104.5,1990
rus,103.4,1995
rus,102.7,2000
rus,102.9,2005
rus,103.4,2010
rus,103.8,2015
rus,104.4,2020
rus,104.8,2025
rus,105.0,2030
rus,105.1,2035
rus,105.2,2040
rus,105.2,2045
rus,105.3,2050
rwa,99.09,1950
rwa,99.08,1955
rwa,99.06,1960
rwa,99.03,1965
rwa,98.55,1970
rwa,98.3,1975
rwa,93.95,1980
rwa,96.27,1985
rwa,96.24,1990
rwa,92.24,1995
rwa,95.8,2000
rwa,97.12,2005
rwa,97.63,2010
rwa,97.57,2015
rwa,97.08,2020
rwa,96.88,2025
rwa,96.87,2030
rwa,96.95,2035
rwa,97.1,2040
rwa,97.28,2045
rwa,97.46,2050
lca,103.8,1950
lca,106.6,1955
lca,93.2,1960
lca,90.7,1965
lca,88.4,1970
lca,92.77,1975
lca,97.07,1980
lca,98.28,1985
lca,96.3,1990
lca,96.11,1995
lca,97.1,2000
lca,97.0,2005
lca,99.04,2010
lca,100.4,2015
lca,100.4,2020
lca,101.7,2025
lca,102.3,2030
lca,102.4,2035
lca,102.4,2040
lca,102.5,2045
lca,102.5,2050
vct,89.77,1950
vct,94.53,1955
vct,89.84,1960
vct,93.43,1965
vct,96.5,1970
vct,96.47,1975
vct,99.48,1980
vct,99.86,1985
vct,103.6,1990
vct,103.5,1995
vct,102.9,2000
vct,101.4,2005
vct,101.8,2010
vct,102.3,2015
vct,102.3,2020
vct,102.2,2025
vct,102.0,2030
vct,102.1,2035
vct,102.1,2040
vct,102.2,2045
vct,102.4,2050
wsm,95.44,1950
wsm,112.5,1955
wsm,115.1,1960
wsm,109.2,1965
wsm,103.3,1970
wsm,102.4,1975
wsm,105.1,1980
wsm,109.1,1985
wsm,124.0,1990
wsm,114.8,1995
wsm,115.7,2000
wsm,115.1,2005
wsm,111.1,2010
wsm,109.2,2015
wsm,109.2,2020
wsm,109.7,2025
wsm,110.3,2030
wsm,110.2,2035
wsm,110.0,2040
wsm,110.0,2045
wsm,110.1,2050
stp,152.9,1950
stp,153.0,1955
stp,154.1,1960
stp,124.5,1965
stp,103.1,1970
stp,101.3,1975
stp,99.11,1980
stp,100.2,1985
stp,102.4,1990
stp,102.4,1995
stp,101.4,2000
stp,102.2,2005
stp,102.3,2010
stp,102.2,2015
stp,101.9,2020
stp,101.7,2025
stp,101.7,2030
stp,101.6,2035
stp,101.7,2040
stp,101.7,2045
stp,101.8,2050
sau,104.4,1950
sau,104.1,1955
sau,104.0,1960
sau,106.6,1965
sau,110.2,1970
sau,119.2,1975
sau,127.3,1980
sau,120.2,1985
sau,115.3,1990
sau,109.7,1995
sau,114.1,2000
sau,106.1,2005
sau,101.7,2010
sau,102.3,2015
sau,102.9,2020
sau,103.2,2025
sau,103.3,2030
sau,103.6,2035
sau,103.8,2040
sau,104.0,2045
sau,104.2,2050
sen,101.9,1950
sen,102.6,1955
sen,103.0,1960
sen,103.2,1965
sen,102.9,1970
sen,101.5,1975
sen,99.89,1980
sen,99.62,1985
sen,99.8,1990
sen,99.65,1995
sen,99.92,2000
sen,100.3,2005
sen,100.5,2010
sen,100.6,2015
sen,100.7,2020
sen,100.8,2025
sen,100.9,2030
sen,100.9,2035
sen,101.0,2040
sen,101.2,2045
sen,101.3,2050
srb,99.86,1950
srb,100.9,1955
srb,101.6,1960
srb,104.1,1965
srb,104.3,1970
srb,104.7,1975
srb,105.4,1980
srb,105.0,1985
srb,105.9,1990
srb,106.1,1995
srb,105.2,2000
srb,104.5,2005
srb,105.4,2010
srb,106.7,2015
srb,107.5,2020
srb,107.6,2025
srb,107.7,2030
srb,107.9,2035
srb,107.9,2040
srb,108.0,2045
srb,108.1,2050
sle,98.36,1950
sle,98.81,1955
sle,98.8,1960
sle,96.87,1965
sle,91.26,1970
sle,88.1,1975
sle,88.86,1980
sle,89.89,1985
sle,91.32,1990
sle,92.82,1995
sle,94.23,2000
sle,95.04,2005
sle,95.23,2010
sle,96.15,2015
sle,98.01,2020
sle,99.16,2025
sle,99.48,2030
sle,99.71,2035
sle,99.99,2040
sle,100.3,2045
sle,100.7,2050
sgp,104.5,1950
sgp,107.8,1955
sgp,106.8,1960
sgp,102.6,1965
sgp,104.0,1970
sgp,105.4,1975
sgp,106.5,1980
sgp,105.9,1985
sgp,100.5,1990
sgp,105.7,1995
sgp,107.6,2000
sgp,107.5,2005
sgp,107.1,2010
sgp,107.0,2015
sgp,107.2,2020
sgp,107.2,2025
sgp,107.2,2030
sgp,107.2,2035
sgp,107.2,2040
sgp,107.2,2045
sgp,107.2,2050
svk,93.12,1950
svk,102.6,1955
svk,106.2,1960
svk,105.5,1965
svk,103.9,1970
svk,104.1,1975
svk,105.2,1980
svk,104.3,1985
svk,103.8,1990
svk,103.9,1995
svk,104.2,2000
svk,104.3,2005
svk,104.3,2010
svk,104.6,2015
svk,105.0,2020
svk,105.4,2025
svk,105.4,2030
svk,105.4,2035
svk,105.5,2040
svk,105.5,2045
svk,105.6,2050
svn,99.48,1950
svn,103.5,1955
svn,104.0,1960
svn,102.8,1965
svn,107.8,1970
svn,105.1,1975
svn,101.0,1980
svn,102.5,1985
svn,105.7,1990
svn,106.6,1995
svn,106.1,2000
svn,105.4,2005
svn,105.4,2010
svn,105.7,2015
svn,105.7,2020
svn,105.3,2025
svn,105.3,2030
svn,105.3,2035
svn,105.3,2040
svn,105.3,2045
svn,105.3,2050
slb,111.9,1950
slb,110.5,1955
slb,105.4,1960
slb,100.0,1965
slb,106.3,1970
slb,102.7,1975
slb,101.1,1980
slb,99.65,1985
slb,106.3,1990
slb,109.5,1995
slb,109.0,2000
slb,109.0,2005
slb,109.5,2010
slb,109.3,2015
slb,109.1,2020
slb,108.8,2025
slb,108.5,2030
slb,108.3,2035
slb,108.2,2040
slb,108.2,2045
slb,108.2,2050
som,103.2,1950
som,100.2,1955
som,98.21,1960
som,99.31,1965
som,98.74,1970
som,98.01,1975
som,98.36,1980
som,98.68,1985
som,98.96,1990
som,99.17,1995
som,99.37,2000
som,99.65,2005
som,99.62,2010
som,99.75,2015
som,100.2,2020
som,100.4,2025
som,100.5,2030
som,100.6,2035
som,100.6,2040
som,100.7,2045
som,100.7,2050
zaf,107.3,1950
zaf,101.6,1955
zaf,99.01,1960
zaf,99.81,1965
zaf,101.9,1970
zaf,102.1,1975
zaf,101.6,1980
zaf,100.8,1985
zaf,99.16,1990
zaf,98.96,1995
zaf,99.99,2000
zaf,100.6,2005
zaf,100.8,2010
zaf,100.5,2015
zaf,100.6,2020
zaf,101.2,2025
zaf,101.6,2030
zaf,102.0,2035
zaf,102.3,2040
zaf,102.6,2045
zaf,102.9,2050
esp,99.26,1950
esp,100.4,1955
esp,99.61,1960
esp,98.77,1965
esp,101.9,1970
esp,102.4,1975
esp,102.8,1980
esp,104.0,1985
esp,104.5,1990
esp,104.6,1995
esp,104.8,2000
esp,105.0,2005
esp,105.9,2010
esp,106.5,2015
esp,106.4,2020
esp,106.7,2025
esp,106.7,2030
esp,106.8,2035
esp,107.0,2040
esp,106.9,2045
esp,107.0,2050
lka,113.2,1950
lka,108.6,1955
lka,105.5,1960
lka,104.1,1965
lka,103.1,1970
lka,102.4,1975
lka,102.5,1980
lka,102.7,1985
lka,102.7,1990
lka,102.9,1995
lka,102.1,2000
lka,102.3,2005
lka,103.4,2010
lka,103.3,2015
lka,103.4,2020
lka,103.4,2025
lka,103.4,2030
lka,103.5,2035
lka,103.6,2040
lka,103.6,2045
lka,103.7,2050
sdn,100.3,1950
sdn,100.4,1955
sdn,100.5,1960
sdn,100.6,1965
sdn,101.3,1970
sdn,101.9,1975
sdn,102.1,1980
sdn,102.3,1985
sdn,102.6,1990
sdn,102.8,1995
sdn,102.9,2000
sdn,103.0,2005
sdn,103.0,2010
sdn,103.1,2015
sdn,103.1,2020
sdn,103.1,2025
sdn,103.1,2030
sdn,103.1,2035
sdn,103.1,2040
sdn,103.1,2045
sdn,103.1,2050
sur,95.0,1950
sur,100.0,1955
sur,95.65,1960
sur,95.65,1965
sur,102.4,1970
sur,102.2,1975
sur,102.9,1980
sur,108.0,1985
sur,107.6,1990
sur,105.2,1995
sur,105.0,2000
sur,103.5,2005
sur,102.2,2010
sur,102.5,2015
sur,102.3,2020
sur,104.6,2025
sur,107.2,2030
sur,107.3,2035
sur,107.4,2040
sur,107.4,2045
sur,107.5,2050
swz,96.07,1950
swz,95.27,1955
swz,95.81,1960
swz,89.89,1965
swz,88.92,1970
swz,87.43,1975
swz,91.26,1980
swz,88.32,1985
swz,87.52,1990
swz,92.14,1995
swz,95.98,2000
swz,98.67,2005
swz,100.4,2010
swz,100.1,2015
swz,99.68,2020
swz,99.64,2025
swz,99.7,2030
swz,99.76,2035
swz,99.87,2040
swz,100.0,2045
swz,100.2,2050
swe,101.4,1950
swe,101.6,1955
swe,103.3,1960
swe,105.0,1965
swe,104.7,1970
swe,104.6,1975
swe,104.6,1980
swe,104.9,1985
swe,105.1,1990
swe,104.4,1995
swe,104.9,2000
swe,105.0,2005
swe,104.9,2010
swe,104.6,2015
swe,104.5,2020
swe,104.5,2025
swe,104.7,2030
swe,104.8,2035
swe,104.8,2040
swe,104.8,2045
swe,104.8,2050
che,95.81,1950
che,95.58,1955
che,99.77,1960
che,102.3,1965
che,101.1,1970
che,98.87,1975
che,102.0,1980
che,103.6,1985
che,103.2,1990
che,102.7,1995
che,103.5,2000
che,103.4,2005
che,104.2,2010
che,104.8,2015
che,105.1,2020
che,105.0,2025
che,104.8,2030
che,104.9,2035
che,104.9,2040
che,104.9,2045
che,104.9,2050
syr,105.2,1950
syr,102.9,1955
syr,105.7,1960
syr,107.0,1965
syr,104.7,1970
syr,102.6,1975
syr,101.8,1980
syr,102.4,1985
syr,102.6,1990
syr,103.0,1995
syr,103.4,2000
syr,103.4,2005
syr,103.3,2010
syr,104.0,2015
syr,104.1,2020
syr,104.2,2025
syr,104.4,2030
syr,104.5,2035
syr,104.7,2040
syr,104.8,2045
syr,104.9,2050
tjk,100.9,1950
tjk,100.8,1955
tjk,105.0,1960
tjk,96.33,1965
tjk,94.07,1970
tjk,100.6,1975
tjk,99.0,1980
tjk,100.8,1985
tjk,99.41,1990
tjk,101.6,1995
tjk,101.1,2000
tjk,100.5,2005
tjk,101.4,2010
tjk,102.6,2015
tjk,102.9,2020
tjk,103.1,2025
tjk,103.2,2030
tjk,103.3,2035
tjk,103.4,2040
tjk,103.5,2045
tjk,103.7,2050
mkd,98.26,1950
mkd,100.3,1955
mkd,102.0,1960
mkd,104.0,1965
mkd,105.1,1970
mkd,105.3,1975
mkd,105.5,1980
mkd,104.1,1985
mkd,104.6,1990
mkd,104.3,1995
mkd,105.3,2000
mkd,105.7,2005
mkd,106.2,2010
mkd,107.2,2015
mkd,107.8,2020
mkd,107.8,2025
mkd,108.0,2030
mkd,108.1,2035
mkd,108.2,2040
mkd,108.3,2045
mkd,108.4,2050
tha,100.2,1950
tha,99.43,1955
tha,102.0,1960
tha,102.4,1965
tha,101.5,1970
tha,101.6,1975
tha,101.5,1980
tha,95.57,1985
tha,105.7,1990
tha,101.3,1995
tha,99.56,2000
tha,103.8,2005
tha,104.0,2010
tha,103.7,2015
tha,103.8,2020
tha,103.9,2025
tha,104.0,2030
tha,104.1,2035
tha,104.2,2040
tha,104.4,2045
tha,104.7,2050
tls,104.1,1950
tls,103.2,1955
tls,103.4,1960
tls,103.9,1965
tls,103.7,1970
tls,103.5,1975
tls,98.36,1980
tls,96.83,1985
tls,105.0,1990
tls,112.6,1995
tls,114.0,2000
tls,107.9,2005
tls,105.1,2010
tls,104.2,2015
tls,104.5,2020
tls,104.6,2025
tls,104.4,2030
tls,104.2,2035
tls,104.0,2040
tls,103.9,2045
tls,103.8,2050
tgo,97.53,1950
tgo,97.67,1955
tgo,98.53,1960
tgo,98.65,1965
tgo,98.37,1970
tgo,98.69,1975
tgo,98.89,1980
tgo,99.02,1985
tgo,99.15,1990
tgo,99.31,1995
tgo,99.4,2000
tgo,99.36,2005
tgo,99.37,2010
tgo,99.51,2015
tgo,99.72,2020
tgo,99.89,2025
tgo,100.0,2030
tgo,100.1,2035
tgo,100.2,2040
tgo,100.3,2045
tgo,100.4,2050
ton,104.9,1950
ton,105.4,1955
ton,105.6,1960
ton,106.8,1965
ton,107.2,1970
ton,106.6,1975
ton,107.4,1980
ton,104.9,1985
ton,108.7,1990
ton,105.5,1995
ton,107.2,2000
ton,107.9,2005
ton,107.8,2010
ton,110.3,2015
ton,110.9,2020
ton,109.1,2025
ton,106.8,2030
ton,106.1,2035
ton,106.1,2040
ton,106.2,2045
ton,106.2,2050
tto,96.23,1950
tto,100.0,1955
tto,96.0,1960
tto,97.77,1965
tto,95.6,1970
tto,100.0,1975
tto,101.1,1980
tto,100.1,1985
tto,99.76,1990
tto,101.4,1995
tto,102.1,2000
tto,102.1,2005
tto,101.8,2010
tto,101.8,2015
tto,101.8,2020
tto,102.0,2025
tto,102.2,2030
tto,102.4,2035
tto,102.6,2040
tto,102.8,2045
tto,102.9,2050
tun,102.9,1950
tun,100.2,1955
tun,97.49,1960
tun,98.39,1965
tun,97.47,1970
tun,101.3,1975
tun,104.7,1980
tun,103.0,1985
tun,102.5,1990
tun,102.9,1995
tun,104.3,2000
tun,104.4,2005
tun,105.3,2010
tun,106.1,2015
tun,106.4,2020
tun,106.5,2025
tun,106.7,2030
tun,106.8,2035
tun,106.9,2040
tun,107.1,2045
tun,107.1,2050
tur,106.7,1950
tur,108.8,1955
tur,106.6,1960
tur,111.8,1965
tur,105.2,1970
tur,108.3,1975
tur,105.2,1980
tur,103.4,1985
tur,103.4,1990
tur,103.8,1995
tur,104.2,2000
tur,103.6,2005
tur,103.0,2010
tur,103.3,2015
tur,103.5,2020
tur,103.7,2025
tur,103.8,2030
tur,104.1,2035
tur,104.3,2040
tur,104.5,2045
tur,104.7,2050
tkm,104.0,1950
tkm,106.4,1955
tkm,107.0,1960
tkm,105.8,1965
tkm,104.9,1970
tkm,102.0,1975
tkm,101.9,1980
tkm,101.1,1985
tkm,102.5,1990
tkm,101.2,1995
tkm,101.2,2000
tkm,101.7,2005
tkm,101.9,2010
tkm,101.9,2015
tkm,102.2,2020
tkm,102.3,2025
tkm,102.6,2030
tkm,102.9,2035
tkm,103.1,2040
tkm,103.4,2045
tkm,103.6,2050
uga,99.74,1950
uga,99.98,1955
uga,100.9,1960
uga,100.8,1965
uga,99.72,1970
uga,99.23,1975
uga,99.63,1980
uga,100.0,1985
uga,100.6,1990
uga,100.7,1995
uga,100.6,2000
uga,100.6,2005
uga,100.8,2010
uga,100.9,2015
uga,100.8,2020
uga,100.7,2025
uga,100.5,2030
uga,100.4,2035
uga,100.3,2040
uga,100.3,2045
uga,100.3,2050
ukr,90.23,1950
ukr,96.23,1955
ukr,95.01,1960
ukr,96.06,1965
ukr,101.4,1970
ukr,102.1,1975
ukr,103.3,1980
ukr,103.3,1985
ukr,102.7,1990
ukr,102.4,1995
ukr,103.2,2000
ukr,104.3,2005
ukr,104.4,2010
ukr,104.7,2015
ukr,105.3,2020
ukr,105.4,2025
ukr,105.4,2030
ukr,105.6,2035
ukr,105.7,2040
ukr,105.8,2045
ukr,105.9,2050
are,104.1,1950
are,103.9,1955
are,103.6,1960
are,171.9,1965
are,208.2,1970
are,274.9,1975
are,203.2,1980
are,133.0,1985
are,161.9,1990
are,151.1,1995
are,144.3,2000
are,149.2,2005
are,126.5,2010
are,157.9,2015
are,155.0,2020
are,148.4,2025
are,149.5,2030
are,144.5,2035
are,146.3,2040
are,150.4,2045
are,148.7,2050
gbr,102.0,1950
gbr,101.2,1955
gbr,102.4,1960
gbr,103.3,1965
gbr,102.9,1970
gbr,104.0,1975
gbr,104.0,1980
gbr,103.1,1985
gbr,103.1,1990
gbr,102.4,1995
gbr,102.1,2000
gbr,104.2,2005
gbr,105.5,2010
gbr,107.5,2015
gbr,107.4,2020
gbr,107.5,2025
gbr,107.5,2030
gbr,107.5,2035
gbr,107.6,2040
gbr,107.6,2045
gbr,107.6,2050
tza,96.63,1950
tza,96.62,1955
tza,96.59,1960
tza,96.65,1965
tza,97.84,1970
tza,98.97,1975
tza,99.17,1980
tza,99.38,1985
tza,99.6,1990
tza,99.94,1995
tza,100.2,2000
tza,100.3,2005
tza,100.4,2010
tza,100.6,2015
tza,100.9,2020
tza,101.0,2025
tza,100.9,2030
tza,100.9,2035
tza,100.9,2040
tza,100.9,2045
tza,100.9,2050
usa,100.7,1950
usa,97.96,1955
usa,100.6,1960
usa,101.0,1965
usa,99.76,1970
usa,102.8,1975
usa,103.1,1980
usa,103.7,1985
usa,104.2,1990
usa,104.6,1995
usa,104.7,2000
usa,104.9,2005
usa,105.0,2010
usa,105.6,2015
usa,105.9,2020
usa,105.8,2025
usa,105.7,2030
usa,105.7,2035
usa,105.7,2040
usa,105.7,2045
usa,105.7,2050
vir,102.2,1950
vir,109.3,1955
vir,109.1,1960
vir,99.11,1965
vir,96.49,1970
vir,86.02,1975
vir,91.3,1980
vir,96.37,1985
vir,98.17,1990
vir,95.39,1995
vir,93.09,2000
vir,91.58,2005
vir,96.31,2010
vir,101.6,2015
vir,105.8,2020
vir,107.3,2025
vir,107.8,2030
vir,107.9,2035
vir,108.0,2040
vir,108.2,2045
vir,108.5,2050
ury,101.5,1950
ury,101.1,1955
ury,100.8,1960
ury,100.7,1965
ury,101.9,1970
ury,102.9,1975
ury,99.51,1980
ury,100.4,1985
ury,101.8,1990
ury,103.4,1995
