geo,population_aged_20_39_years_male_percent,time
aut,22.06,2040
aut,22.11,2045
aut,22.36,2050
aze,26.12,1950
aze,29.57,1955
aze,32.58,1960
aze,28.82,1965
aze,24.87,1970
aze,24.72,1975
aze,26.95,1980
aze,31.99,1985
aze,32.36,1990
aze,33.28,1995
aze,31.67,2000
aze,30.56,2005
aze,32.5,2010
aze,33.71,2015
aze,32.95,2020
aze,31.04,2025
aze,29.31,2030
aze,28.65,2035
aze,29.31,2040
aze,29.22,2045
aze,27.54,2050
bhs,27.78,1950
bhs,26.83,1955
bhs,26.92,1960
bhs,27.54,1965
bhs,28.57,1970
bhs,28.26,1975
bhs,28.85,1980
bhs,31.9,1985
bhs,35.48,1990
bhs,35.97,1995
bhs,33.77,2000
bhs,33.12,2005
bhs,31.74,2010
bhs,31.07,2015
bhs,30.81,2020
bhs,29.74,2025
bhs,28.71,2030
bhs,27.4,2035
bhs,26.17,2040
bhs,25.93,2045
bhs,25.69,2050
bhr,33.87,1950
bhr,32.39,1955
bhr,32.53,1960
bhr,25.26,1965
bhr,28.57,1970
bhr,30.61,1975
bhr,43.78,1980
bhr,47.33,1985
bhr,47.04,1990
bhr,45.37,1995
bhr,42.4,2000
bhr,42.11,2005
bhr,41.38,2010
bhr,37.85,2015
bhr,35.44,2020
bhr,33.56,2025
bhr,31.86,2030
bhr,30.3,2035
bhr,29.17,2040
bhr,28.09,2045
bhr,27.52,2050
bgd,30.07,1950
bgd,29.32,1955
bgd,28.75,1960
bgd,27.14,1965
bgd,25.89,1970
bgd,26.16,1975
bgd,26.36,1980
bgd,27.19,1985
bgd,28.45,1990
bgd,29.83,1995
bgd,31.75,2000
bgd,33.68,2005
bgd,35.04,2010
bgd,35.37,2015
bgd,34.8,2020
bgd,33.58,2025
bgd,31.9,2030
bgd,30.48,2035
bgd,29.19,2040
bgd,28.01,2045
bgd,27.23,2050
brb,30.93,1950
brb,27.45,1955
brb,23.08,1960
brb,21.3,1965
brb,22.52,1970
brb,26.72,1975
brb,30.51,1980
brb,36.36,1985
brb,38.1,1990
brb,38.21,1995
brb,33.33,2000
brb,32.23,2005
brb,30.95,2010
brb,29.69,2015
brb,27.56,2020
brb,24.22,2025
brb,22.83,2030
brb,22.76,2035
brb,22.76,2040
brb,22.31,2045
brb,21.37,2050
blr,27.94,1950
blr,30.43,1955
blr,33.66,1960
blr,31.91,1965
blr,29.69,1970
blr,29.42,1975
blr,30.46,1980
blr,33.08,1985
blr,32.45,1990
blr,31.73,1995
blr,30.91,2000
blr,31.7,2005
blr,34.01,2010
blr,33.69,2015
blr,31.5,2020
blr,28.24,2025
blr,25.3,2030
blr,24.37,2035
blr,24.8,2040
blr,24.8,2045
blr,23.95,2050
bel,29.19,1950
bel,28.28,1955
bel,28.46,1960
bel,26.79,1965
bel,27.06,1970
bel,27.9,1975
bel,29.83,1980
bel,32.38,1985
bel,32.04,1990
bel,30.98,1995
bel,29.06,2000
bel,27.45,2005
bel,26.11,2010
bel,25.27,2015
bel,24.59,2020
bel,24.0,2025
bel,23.74,2030
bel,23.53,2035
bel,23.72,2040
bel,23.99,2045
bel,23.93,2050
blz,30.3,1950
blz,25.64,1955
blz,23.91,1960
blz,23.64,1965
blz,21.67,1970
blz,22.73,1975
blz,23.61,1980
blz,25.93,1985
blz,29.03,1990
blz,30.91,1995
blz,30.95,2000
blz,30.99,2005
blz,32.28,2010
blz,33.33,2015
blz,34.22,2020
blz,33.33,2025
blz,32.87,2030
blz,31.58,2035
blz,30.67,2040
blz,29.39,2045
blz,28.29,2050
ben,26.91,1950
ben,25.9,1955
ben,25.4,1960
ben,25.53,1965
ben,24.91,1970
ben,25.12,1975
ben,25.38,1980
ben,25.72,1985
ben,26.69,1990
ben,27.97,1995
ben,27.93,2000
ben,28.61,2005
ben,28.85,2010
ben,28.98,2015
ben,29.39,2020
ben,30.01,2025
ben,31.02,2030
ben,31.98,2035
ben,32.61,2040
ben,32.83,2045
ben,32.52,2050
btn,29.89,1950
btn,29.7,1955
btn,30.09,1960
btn,29.46,1965
btn,29.14,1970
btn,30.05,1975
btn,29.55,1980
btn,27.76,1985
btn,26.43,1990
btn,25.68,1995
btn,27.37,2000
btn,34.6,2005
btn,36.63,2010
btn,38.39,2015
btn,36.28,2020
btn,33.18,2025
btn,30.47,2030
btn,28.78,2035
btn,28.34,2040
btn,27.47,2045
btn,26.85,2050
bol,27.79,1950
bol,27.6,1955
bol,27.53,1960
bol,27.35,1965
bol,26.98,1970
bol,27.01,1975
bol,27.49,1980
bol,27.77,1985
bol,28.04,1990
bol,28.52,1995
bol,28.9,2000
bol,29.5,2005
bol,30.4,2010
bol,31.54,2015
bol,32.47,2020
bol,33.17,2025
bol,33.2,2030
bol,32.55,2035
bol,31.78,2040
bol,30.7,2045
bol,29.57,2050
bih,25.91,1950
bih,28.88,1955
bih,32.56,1960
bih,31.44,1965
bih,30.22,1970
bih,31.23,1975
bih,32.9,1980
bih,35.97,1985
bih,35.19,1990
bih,32.98,1995
bih,30.02,2000
bih,29.52,2005
bih,30.46,2010
bih,30.04,2015
bih,29.2,2020
bih,26.72,2025
bih,23.86,2030
bih,22.68,2035
bih,21.54,2040
bih,21.44,2045
bih,21.17,2050
bwa,28.28,1950
bwa,28.44,1955
bwa,26.59,1960
bwa,24.38,1965
bwa,24.1,1970
bwa,25.57,1975
bwa,27.44,1980
bwa,27.82,1985
bwa,28.92,1990
bwa,29.93,1995
bwa,31.85,2000
bwa,34.17,2005
bwa,36.74,2010
bwa,37.61,2015
bwa,36.89,2020
bwa,34.93,2025
bwa,33.74,2030
bwa,33.28,2035
bwa,33.18,2040
bwa,33.14,2045
bwa,32.32,2050
bra,29.23,1950
bra,28.4,1955
bra,27.99,1960
bra,27.03,1965
bra,27.13,1970
bra,28.47,1975
bra,29.81,1980
bra,31.6,1985
bra,32.44,1990
bra,32.74,1995
bra,33.08,2000
bra,33.44,2005
bra,33.67,2010
bra,33.46,2015
bra,33.03,2020
bra,32.05,2025
bra,30.67,2030
bra,29.21,2035
bra,27.25,2040
bra,25.1,2045
bra,23.72,2050
brn,33.33,1950
brn,30.3,1955
brn,29.27,1960
brn,27.27,1965
brn,24.24,1970
brn,27.06,1975
brn,35.58,1980
brn,35.59,1985
brn,39.26,1990
brn,37.91,1995
brn,36.42,2000
brn,35.42,2005
brn,35.58,2010
brn,35.65,2015
brn,35.37,2020
brn,34.23,2025
brn,33.09,2030
brn,31.38,2035
brn,30.26,2040
brn,29.52,2045
brn,29.14,2050
bgr,32.31,1950
bgr,31.96,1955
bgr,32.58,1960
bgr,30.37,1965
bgr,29.52,1970
bgr,28.6,1975
bgr,28.76,1980
bgr,28.85,1985
bgr,27.93,1990
bgr,27.97,1995
bgr,29.16,2000
bgr,30.08,2005
bgr,30.4,2010
bgr,28.72,2015
bgr,25.55,2020
bgr,23.16,2025
bgr,21.61,2030
bgr,21.7,2035
bgr,22.5,2040
bgr,22.71,2045
bgr,21.94,2050
bfa,30.23,1950
bfa,29.26,1955
bfa,28.29,1960
bfa,27.45,1965
bfa,26.54,1970
bfa,25.65,1975
bfa,24.96,1980
bfa,24.78,1985
bfa,25.86,1990
bfa,26.97,1995
bfa,27.75,2000
bfa,28.93,2005
bfa,28.42,2010
bfa,28.17,2015
bfa,28.23,2020
bfa,28.78,2025
bfa,30.79,2030
bfa,32.38,2035
bfa,33.45,2040
bfa,33.99,2045
bfa,33.53,2050
bdi,28.97,1950
bdi,27.35,1955
bdi,26.24,1960
bdi,25.44,1965
bdi,25.07,1970
bdi,24.73,1975
bdi,26.85,1980
bdi,29.21,1985
bdi,29.47,1990
bdi,27.25,1995
bdi,25.12,2000
bdi,28.82,2005
bdi,33.17,2010
bdi,34.48,2015
bdi,34.21,2020
bdi,32.84,2025
bdi,31.87,2030
bdi,32.05,2035
bdi,32.53,2040
bdi,32.57,2045
bdi,31.77,2050
khm,29.04,1950
khm,29.06,1955
khm,28.87,1960
khm,28.65,1965
khm,28.27,1970
khm,28.68,1975
khm,28.83,1980
khm,28.3,1985
khm,28.28,1990
khm,27.66,1995
khm,26.68,2000
khm,30.35,2005
khm,33.63,2010
khm,36.66,2015
khm,38.05,2020
khm,35.3,2025
khm,33.04,2030
khm,31.23,2035
khm,30.77,2040
khm,30.86,2045
khm,30.28,2050
cmr,29.1,1950
cmr,28.84,1955
cmr,28.45,1960
cmr,27.84,1965
cmr,27.11,1970
cmr,26.56,1975
cmr,26.04,1980
cmr,25.8,1985
cmr,26.04,1990
cmr,26.68,1995
cmr,27.88,2000
cmr,29.23,2005
cmr,30.44,2010
cmr,31.38,2015
cmr,31.66,2020
cmr,32.11,2025
cmr,32.79,2030
cmr,33.23,2035
cmr,33.44,2040
cmr,33.0,2045
cmr,32.17,2050
can,30.18,1950
can,28.83,1955
can,27.56,1960
can,25.97,1965
can,28.24,1970
can,31.17,1975
can,34.14,1980
can,36.11,1985
can,35.01,1990
can,32.67,1995
can,30.35,2000
can,28.39,2005
can,27.84,2010
can,27.78,2015
can,26.75,2020
can,25.29,2025
can,23.99,2030
can,22.94,2035
can,22.83,2040
can,23.14,2045
can,23.37,2050
cpv,28.36,1950
cpv,26.92,1955
cpv,25.0,1960
cpv,23.15,1965
cpv,19.69,1970
cpv,17.97,1975
cpv,17.29,1980
cpv,21.62,1985
cpv,24.85,1990
cpv,25.93,1995
cpv,28.02,2000
cpv,29.57,2005
cpv,31.71,2010
cpv,34.09,2015
cpv,34.52,2020
cpv,33.56,2025
cpv,31.41,2030
cpv,29.5,2035
cpv,28.4,2040
cpv,27.3,2045
cpv,27.35,2050
caf,29.2,1950
caf,29.07,1955
caf,28.82,1960
caf,28.36,1965
caf,27.62,1970
caf,26.46,1975
caf,26.34,1980
caf,26.88,1985
caf,26.75,1990
caf,27.72,1995
caf,28.18,2000
caf,28.55,2005
caf,29.93,2010
caf,31.08,2015
caf,32.24,2020
caf,33.0,2025
caf,33.26,2030
caf,33.43,2035
caf,33.23,2040
caf,32.75,2045
caf,32.39,2050
tcd,28.92,1950
tcd,28.3,1955
tcd,27.71,1960
tcd,27.31,1965
tcd,26.8,1970
tcd,26.75,1975
tcd,26.52,1980
tcd,26.17,1985
tcd,25.99,1990
tcd,25.91,1995
tcd,26.26,2000
tcd,26.8,2005
tcd,27.57,2010
tcd,28.3,2015
tcd,29.04,2020
tcd,29.89,2025
tcd,30.73,2030
tcd,31.62,2035
tcd,32.43,2040
tcd,32.99,2045
tcd,33.29,2050
chanisl,29.17,1950
chanisl,28.0,1955
chanisl,29.63,1960
chanisl,29.09,1965
chanisl,28.81,1970
chanisl,30.65,1975
chanisl,31.15,1980
chanisl,33.85,1985
chanisl,34.33,1990
chanisl,33.33,1995
chanisl,30.43,2000
chanisl,27.14,2005
chanisl,26.03,2010
chanisl,25.68,2015
chanisl,26.03,2020
chanisl,24.66,2025
chanisl,25.0,2030
chanisl,23.61,2035
chanisl,21.92,2040
chanisl,22.54,2045
chanisl,22.54,2050
chl,28.84,1950
chl,28.1,1955
chl,26.99,1960
chl,26.81,1965
chl,27.27,1970
chl,28.61,1975
chl,31.51,1980
chl,33.95,1985
chl,34.6,1990
chl,34.25,1995
chl,32.44,2000
chl,31.02,2005
chl,30.87,2010
chl,30.97,2015
chl,30.72,2020
chl,29.34,2025
chl,27.58,2030
chl,25.99,2035
chl,25.34,2040
chl,25.2,2045
chl,24.96,2050
chn,30.18,1950
chn,29.58,1955
chn,29.29,1960
chn,27.71,1965
chn,27.0,1970
chn,28.3,1975
chn,29.82,1980
chn,32.62,1985
chn,35.17,1990
chn,35.63,1995
chn,34.63,2000
chn,32.98,2005
chn,31.82,2010
chn,30.18,2015
chn,29.74,2020
chn,28.68,2025
chn,26.39,2030
chn,25.5,2035
chn,25.26,2040
chn,25.02,2045
chn,24.44,2050
col,28.06,1950
col,26.41,1955
col,25.0,1960
col,23.92,1965
col,24.49,1970
col,26.66,1975
col,29.04,1980
col,31.55,1985
col,33.13,1990
col,32.78,1995
col,32.71,2000
col,32.32,2005
col,31.82,2010
col,31.95,2015
col,31.52,2020
col,30.88,2025
col,30.24,2030
col,29.43,2035
col,28.75,2040
col,28.12,2045
col,27.37,2050
com,30.77,1950
com,29.89,1955
com,27.37,1960
com,25.71,1965
com,25.64,1970
com,25.0,1975
com,25.45,1980
com,26.04,1985
com,27.65,1990
com,28.74,1995
com,30.29,2000
com,32.58,2005
com,32.66,2010
com,32.38,2015
com,31.74,2020
com,31.13,2025
com,31.97,2030
com,32.76,2035
com,32.61,2040
com,31.97,2045
com,30.56,2050
cod,27.01,1950
cod,27.31,1955
cod,27.49,1960
cod,27.62,1965
cod,27.56,1970
cod,27.31,1975
cod,26.98,1980
cod,26.49,1985
cod,25.98,1990
cod,25.57,1995
cod,25.68,2000
cod,26.14,2005
cod,27.17,2010
cod,28.39,2015
cod,29.64,2020
cod,30.95,2025
cod,31.88,2030
cod,32.72,2035
cod,33.4,2040
cod,33.69,2045
cod,33.75,2050
cog,28.79,1950
cog,28.73,1955
cog,27.94,1960
cog,27.1,1965
cog,26.32,1970
cog,25.81,1975
cog,25.64,1980
cog,26.12,1985
cog,26.93,1990
cog,27.67,1995
cog,28.16,2000
cog,29.87,2005
cog,30.9,2010
cog,32.39,2015
cog,33.06,2020
cog,33.16,2025
cog,33.13,2030
cog,32.81,2035
cog,32.72,2040
cog,32.26,2045
cog,31.6,2050
cri,28.6,1950
cri,26.09,1955
cri,23.93,1960
cri,23.13,1965
cri,23.84,1970
cri,26.73,1975
cri,29.83,1980
cri,33.04,1985
cri,34.1,1990
cri,33.24,1995
cri,32.58,2000
cri,32.53,2005
cri,33.32,2010
cri,33.9,2015
cri,33.22,2020
cri,31.6,2025
cri,29.21,2030
cri,27.72,2035
cri,26.62,2040
cri,25.85,2045
cri,25.53,2050
civ,29.08,1950
civ,29.97,1955
civ,30.41,1960
civ,30.69,1965
civ,29.94,1970
civ,29.06,1975
civ,28.23,1980
civ,27.69,1985
civ,27.39,1990
civ,27.92,1995
civ,28.59,2000
civ,28.59,2005
civ,29.28,2010
civ,30.24,2015
civ,30.98,2020
civ,31.89,2025
civ,32.59,2030
civ,32.96,2035
civ,32.98,2040
civ,32.56,2045
civ,31.99,2050
hrv,27.87,1950
hrv,29.81,1955
hrv,32.7,1960
hrv,31.97,1965
hrv,32.03,1970
hrv,31.96,1975
hrv,31.52,1980
hrv,31.96,1985
hrv,30.92,1990
hrv,29.56,1995
hrv,28.76,2000
hrv,28.77,2005
hrv,28.46,2010
hrv,27.89,2015
hrv,26.63,2020
hrv,24.66,2025
hrv,23.47,2030
hrv,22.89,2035
hrv,22.54,2040
hrv,22.83,2045
hrv,22.72,2050
cub,29.01,1950
cub,28.29,1955
cub,28.72,1960
cub,27.9,1965
cub,27.17,1970
cub,27.65,1975
cub,28.49,1980
cub,31.95,1985
cub,34.85,1990
cub,36.29,1995
cub,34.1,2000
cub,32.18,2005
cub,29.56,2010
cub,27.18,2015
cub,26.71,2020
cub,26.24,2025
cub,24.02,2030
cub,22.49,2035
cub,21.52,2040
cub,20.9,2045
cub,20.75,2050
cyp,27.98,1950
cyp,26.85,1955
cyp,26.07,1960
cyp,25.87,1965
cyp,26.25,1970
cyp,31.48,1975
cyp,33.44,1980
cyp,33.44,1985
cyp,31.18,1990
cyp,30.05,1995
cyp,29.02,2000
cyp,28.99,2005
cyp,30.37,2010
cyp,31.56,2015
cyp,30.59,2020
cyp,28.08,2025
cyp,25.83,2030
cyp,24.48,2035
cyp,24.18,2040
cyp,24.6,2045
cyp,24.66,2050
cze,29.39,1950
cze,27.1,1955
cze,27.64,1960
cze,27.17,1965
cze,29.04,1970
cze,30.72,1975
cze,31.45,1980
cze,30.99,1985
cze,29.21,1990
cze,29.39,1995
cze,31.37,2000
cze,31.81,2005
cze,32.32,2010
cze,29.97,2015
cze,25.97,2020
cze,23.83,2025
cze,22.71,2030
cze,22.6,2035
cze,23.65,2040
cze,24.04,2045
cze,23.37,2050
dnk,29.0,1950
dnk,27.07,1955
dnk,25.84,1960
dnk,26.54,1965
dnk,28.63,1970
dnk,29.99,1975
dnk,30.99,1980
dnk,31.52,1985
dnk,31.06,1990
dnk,30.81,1995
dnk,29.53,2000
dnk,26.81,2005
dnk,24.82,2010
dnk,24.45,2015
dnk,24.92,2020
dnk,25.98,2025
dnk,26.22,2030
dnk,25.42,2035
dnk,24.8,2040
dnk,24.66,2045
dnk,24.78,2050
dji,29.03,1950
dji,28.57,1955
dji,27.91,1960
dji,28.07,1965
dji,28.75,1970
dji,28.32,1975
dji,28.14,1980
dji,28.0,1985
dji,27.96,1990
dji,29.13,1995
dji,29.75,2000
dji,31.0,2005
dji,32.42,2010
dji,34.11,2015
dji,34.44,2020
dji,34.23,2025
dji,33.33,2030
dji,32.28,2035
dji,31.8,2040
dji,31.35,2045
dji,31.07,2050
dom,26.26,1950
dom,26.52,1955
dom,25.94,1960
dom,25.19,1965
dom,24.72,1970
dom,25.29,1975
dom,26.96,1980
dom,28.82,1985
dom,30.41,1990
dom,31.1,1995
dom,31.12,2000
dom,30.94,2005
dom,30.85,2010
dom,30.98,2015
dom,30.91,2020
dom,30.7,2025
dom,30.36,2030
dom,29.73,2035
dom,29.18,2040
dom,28.46,2045
dom,27.6,2050
ecu,27.08,1950
ecu,26.43,1955
ecu,26.19,1960
ecu,25.78,1965
ecu,25.57,1970
ecu,26.61,1975
ecu,27.67,1980
ecu,29.02,1985
ecu,30.53,1990
ecu,31.4,1995
ecu,31.43,2000
ecu,31.11,2005
ecu,30.89,2010
ecu,31.11,2015
ecu,31.51,2020
ecu,31.44,2025
ecu,30.82,2030
ecu,29.87,2035
ecu,28.7,2040
ecu,27.71,2045
ecu,26.94,2050
egy,29.81,1950
egy,28.75,1955
egy,27.21,1960
egy,25.65,1965
egy,26.09,1970
egy,26.29,1975
egy,26.57,1980
egy,27.65,1985
egy,27.44,1990
egy,27.68,1995
egy,28.93,2000
egy,30.68,2005
egy,32.97,2010
egy,33.14,2015
egy,32.5,2020
egy,31.47,2025
egy,30.21,2030
egy,30.31,2035
egy,30.11,2040
egy,29.43,2045
egy,28.45,2050
slv,26.45,1950
slv,26.67,1955
slv,25.71,1960
slv,24.92,1965
slv,25.0,1970
slv,25.54,1975
slv,25.53,1980
slv,25.44,1985
slv,26.04,1990
slv,27.56,1995
slv,27.73,2000
slv,27.53,2005
slv,28.16,2010
slv,30.24,2015
slv,32.56,2020
slv,32.9,2025
slv,32.61,2030
slv,31.33,2035
slv,29.96,2040
slv,29.88,2045
slv,29.39,2050
gnq,29.36,1950
gnq,29.31,1955
gnq,27.87,1960
gnq,28.79,1965
gnq,26.76,1970
gnq,19.3,1975
gnq,17.92,1980
gnq,32.47,1985
gnq,35.48,1990
gnq,33.18,1995
gnq,27.8,2000
gnq,25.5,2005
gnq,25.87,2010
gnq,27.51,2015
gnq,29.36,2020
gnq,30.43,2025
gnq,30.57,2030
gnq,31.31,2035
gnq,32.43,2040
gnq,32.89,2045
gnq,32.96,2050
eri,26.73,1950
eri,27.59,1955
eri,27.97,1960
eri,28.27,1965
eri,28.15,1970
eri,27.38,1975
eri,24.06,1980
eri,23.55,1985
eri,23.87,1990
eri,23.3,1995
eri,28.75,2000
eri,32.95,2005
eri,34.06,2010
eri,33.12,2015
eri,31.18,2020
eri,31.5,2025
eri,32.79,2030
eri,34.01,2035
eri,34.51,2040
eri,33.68,2045
eri,32.31,2050
est,27.93,1950
est,29.82,1955
est,32.58,1960
est,33.8,1965
est,33.39,1970
est,32.68,1975
est,31.96,1980
est,31.93,1985
est,31.29,1990
est,29.69,1995
est,29.34,2000
est,30.48,2005
est,32.14,2010
est,30.81,2015
est,28.41,2020
est,25.57,2025
est,23.24,2030
est,24.46,2035
est,26.55,2040
est,27.41,2045
est,26.19,2050
eth,28.04,1950
eth,28.17,1955
eth,28.3,1960
eth,28.26,1965
eth,28.21,1970
eth,27.67,1975
eth,27.22,1980
eth,27.11,1985
eth,26.86,1990
eth,26.73,1995
eth,26.67,2000
eth,27.01,2005
eth,27.97,2010
eth,29.43,2015
eth,30.79,2020
eth,31.83,2025
eth,32.69,2030
eth,33.15,2035
eth,33.44,2040
eth,33.51,2045
eth,33.13,2050
fji,27.81,1950
fji,26.9,1955
fji,26.11,1960
fji,26.27,1965
fji,27.65,1970
fji,29.35,1975
fji,30.34,1980
fji,31.75,1985
fji,31.78,1990
fji,31.79,1995
fji,30.96,2000
fji,30.71,2005
fji,31.26,2010
fji,32.65,2015
fji,32.82,2020
fji,32.6,2025
fji,32.33,2030
fji,31.28,2035
fji,29.85,2040
fji,28.91,2045
fji,28.08,2050
fin,29.75,1950
fin,28.33,1955
fin,28.4,1960
fin,28.55,1965
fin,30.55,1970
fin,33.39,1975
fin,34.47,1980
fin,34.88,1985
fin,32.09,1990
fin,29.24,1995
fin,27.61,2000
fin,26.33,2005
fin,25.6,2010
fin,25.98,2015
fin,25.35,2020
fin,24.43,2025
fin,24.03,2030
fin,23.57,2035
fin,23.89,2040
fin,24.23,2045
fin,24.19,2050
fra,28.43,1950
fra,27.94,1955
fra,28.95,1960
fra,27.12,1965
fra,28.11,1970
fra,29.04,1975
fra,30.41,1980
fra,31.98,1985
fra,31.05,1990
fra,30.26,1995
fra,28.73,2000
fra,27.63,2005
fra,26.5,2010
fra,25.31,2015
fra,25.04,2020
fra,24.88,2025
fra,24.78,2030
fra,24.7,2035
fra,24.5,2040
fra,23.94,2045
fra,23.47,2050
guf,33.33,1950
guf,28.57,1955
guf,25.0,1960
guf,25.0,1965
guf,33.33,1970
guf,28.57,1975
guf,35.29,1980
guf,34.78,1985
guf,34.43,1990
guf,32.88,1995
guf,29.07,2000
guf,29.41,2005
guf,28.07,2010
guf,29.77,2015
guf,30.56,2020
guf,31.88,2025
guf,32.2,2030
guf,30.89,2035
guf,31.07,2040
guf,29.82,2045
guf,29.39,2050
pyf,26.67,1950
pyf,29.41,1955
pyf,26.83,1960
pyf,26.09,1965
pyf,26.32,1970
pyf,29.85,1975
pyf,30.38,1980
pyf,31.87,1985
pyf,32.69,1990
pyf,33.93,1995
pyf,33.33,2000
pyf,31.58,2005
pyf,32.61,2010
pyf,31.76,2015
pyf,31.82,2020
pyf,31.45,2025
pyf,28.74,2030
pyf,28.07,2035
pyf,27.75,2040
pyf,27.12,2045
pyf,26.4,2050
gab,30.3,1950
gab,30.17,1955
gab,29.41,1960
gab,28.34,1965
gab,27.24,1970
gab,28.28,1975
gab,28.74,1980
gab,28.39,1985
gab,27.95,1990
gab,27.66,1995
gab,28.27,2000
gab,29.47,2005
gab,31.11,2010
gab,33.09,2015
gab,34.04,2020
gab,33.96,2025
gab,33.4,2030
gab,32.36,2035
gab,31.68,2040
gab,31.25,2045
gab,30.69,2050
gmb,29.27,1950
gmb,29.2,1955
gmb,31.17,1960
gmb,31.69,1965
gmb,30.81,1970
gmb,29.53,1975
gmb,27.15,1980
gmb,26.32,1985
gmb,26.41,1990
gmb,27.27,1995
gmb,27.86,2000
gmb,27.87,2005
gmb,28.03,2010
gmb,28.7,2015
gmb,29.95,2020
gmb,31.33,2025
gmb,32.5,2030
gmb,33.02,2035
gmb,33.29,2040
gmb,33.14,2045
gmb,32.78,2050
geo,28.13,1950
geo,30.52,1955
geo,34.26,1960
geo,32.38,1965
geo,28.69,1970
geo,28.08,1975
geo,27.83,1980
geo,30.88,1985
geo,31.5,1990
geo,30.74,1995
geo,29.67,2000
geo,29.11,2005
geo,29.52,2010
geo,30.05,2015
geo,29.13,2020
geo,27.85,2025
geo,25.99,2030
geo,24.8,2035
geo,25.33,2040
geo,25.45,2045
geo,24.37,2050
deu,24.95,1950
deu,25.23,1955
deu,29.29,1960
deu,30.87,1965
deu,30.02,1970
deu,30.77,1975
deu,30.2,1980
deu,31.84,1985
deu,33.57,1990
deu,32.83,1995
deu,30.3,2000
deu,27.32,2005
deu,25.1,2010
deu,24.48,2015
deu,24.03,2020
deu,23.04,2025
deu,21.6,2030
deu,20.8,2035
deu,20.45,2040
deu,20.48,2045
