geo,electricity_use_total,time
ken,1426000000,1977
ken,1526000000,1978
ken,1640000000,1979
ken,1707000000,1980
ken,1838000000,1981
ken,1884000000,1982
ken,1946000000,1983
ken,2051000000,1984
ken,2229000000,1985
ken,2368000000,1986
ken,2645000000,1987
ken,2595000000,1988
ken,2753000000,1989
ken,2930000000,1990
ken,3061000000,1991
ken,3159000000,1992
ken,3323000000,1993
ken,3356000000,1994
ken,3490000000,1995
ken,3655000000,1996
ken,3689000000,1997
ken,3813000000,1998
ken,3625000000,1999
ken,3525000000,2000
ken,3934000000,2001
ken,4013000000,2002
ken,4310000000,2003
ken,4679000000,2004
ken,4879000000,2005
ken,5305000000,2006
ken,5582000000,2007
ken,5716000000,2008
ken,5813000000,2009
ken,6321000000,2010
prk,13460000000,1971
prk,14240000000,1972
prk,15020000000,1973
prk,15800000000,1974
prk,16580000000,1975
prk,17100000000,1976
prk,17630000000,1977
prk,18160000000,1978
prk,18680000000,1979
prk,19200000000,1980
prk,19720000000,1981
prk,20240000000,1982
prk,20760000000,1983
prk,21300000000,1984
prk,22730000000,1985
prk,22770000000,1986
prk,23500000000,1987
prk,25270000000,1988
prk,26470000000,1989
prk,25110000000,1990
prk,23840000000,1991
prk,21450000000,1992
prk,19190000000,1993
prk,19980000000,1994
prk,19810000000,1995
prk,18260000000,1996
prk,16460000000,1997
prk,14370000000,1998
prk,15750000000,1999
prk,16330000000,2000
prk,17010000000,2001
prk,16650000000,2002
prk,17680000000,2003
prk,18500000000,2004
prk,19290000000,2005
prk,18890000000,2006
prk,18120000000,2007
prk,19540000000,2008
prk,17760000000,2009
prk,18250000000,2010
kor,9570000000,1971
kor,11340000000,1972
kor,13350000000,1973
kor,15690000000,1974
kor,17420000000,1975
kor,20400000000,1976
kor,23630000000,1977
kor,28350000000,1978
kor,32490000000,1979
kor,34220000000,1980
kor,36980000000,1981
kor,39750000000,1982
kor,44830000000,1983
kor,49910000000,1984
kor,54290000000,1985
kor,60820000000,1986
kor,69720000000,1987
kor,80940000000,1988
kor,89300000000,1989
kor,102000000000,1990
kor,112400000000,1991
kor,123800000000,1992
kor,136600000000,1993
kor,155700000000,1994
kor,173300000000,1995
kor,192400000000,1996
kor,210400000000,1997
kor,201800000000,1998
kor,223200000000,1999
kor,271600000000,2000
kor,291600000000,2001
kor,310000000000,2002
kor,325500000000,2003
kor,346400000000,2004
kor,367100000000,2005
kor,380500000000,2006
kor,402700000000,2007
kor,419600000000,2008
kor,426900000000,2009
kor,469500000000,2010
kos,4071000000,2000
kos,5060000000,2001
kos,4906000000,2002
kos,4710000000,2003
kos,5139000000,2004
kos,5254000000,2005
kos,5383000000,2006
kos,5802000000,2007
kos,6410000000,2008
kwt,2413000000,1971
kwt,3019000000,1972
kwt,3359000000,1973
kwt,3749000000,1974
kwt,4264000000,1975
kwt,4767000000,1976
kwt,5513000000,1977
kwt,6424000000,1978
kwt,7927000000,1979
kwt,8301000000,1980
kwt,9214000000,1981
kwt,10760000000,1982
kwt,11500000000,1983
kwt,12780000000,1984
kwt,14180000000,1985
kwt,15660000000,1986
kwt,16740000000,1987
kwt,18170000000,1988
kwt,19600000000,1989
kwt,17230000000,1990
kwt,10090000000,1991
kwt,21110000000,1995
kwt,22670000000,1996
kwt,23780000000,1997
kwt,26690000000,1998
kwt,28100000000,1999
kwt,28770000000,2000
kwt,30530000000,2001
kwt,32360000000,2002
kwt,35420000000,2003
kwt,36720000000,2004
kwt,38770000000,2005
kwt,42170000000,2006
kwt,42800000000,2007
kwt,45240000000,2008
kwt,46600000000,2009
kwt,50140000000,2010
kgz,10240000000,1990
kgz,10310000000,1991
kgz,10420000000,1992
kgz,8627000000,1993
kgz,8614000000,1994
kgz,9526000000,1995
kgz,9158000000,1996
kgz,8544000000,1997
kgz,8123000000,1998
kgz,8795000000,1999
kgz,9468000000,2000
kgz,8492000000,2001
kgz,8000000000,2002
kgz,9780000000,2003
kgz,8267000000,2004
kgz,9254000000,2005
kgz,10190000000,2006
kgz,9049000000,2007
kgz,7484000000,2008
kgz,7304000000,2009
kgz,7334000000,2010
lva,9049000000,1990
lva,8691000000,1991
lva,6895000000,1992
lva,5266000000,1993
lva,4990000000,1994
lva,4977000000,1995
lva,4908000000,1996
lva,5016000000,1997
lva,5154000000,1998
lva,4980000000,1999
lva,4955000000,2000
lva,5200000000,2001
lva,5357000000,2002
lva,5728000000,2003
lva,5917000000,2004
lva,6232000000,2005
lva,6596000000,2006
lva,6990000000,2007
lva,7012000000,2008
lva,6501000000,2009
lva,6814000000,2010
lbn,1237000000,1971
lbn,1390000000,1972
lbn,1612000000,1973
lbn,1777000000,1974
lbn,1665000000,1975
lbn,1800000000,1976
lbn,1935000000,1977
lbn,2115000000,1978
lbn,2383000000,1979
lbn,2537000000,1980
lbn,2741000000,1981
lbn,2997000000,1982
lbn,3276000000,1983
lbn,3447000000,1984
lbn,3511000000,1985
lbn,3780000000,1986
lbn,4176000000,1987
lbn,3600000000,1988
lbn,2250000000,1989
lbn,1400000000,1990
lbn,2800000000,1991
lbn,3371000000,1992
lbn,3964000000,1993
lbn,4406000000,1994
lbn,4737000000,1995
lbn,6501000000,1996
lbn,7755000000,1997
lbn,9548000000,1998
lbn,9568000000,1999
lbn,9769000000,2000
lbn,10010000000,2001
lbn,10720000000,2002
lbn,11090000000,2003
lbn,11130000000,2004
lbn,11300000000,2005
lbn,11010000000,2006
lbn,11460000000,2007
lbn,12240000000,2008
lbn,13140000000,2009
lbn,15090000000,2010
lby,398000000,1971
lby,445000000,1972
lby,900000000,1973
lby,1083000000,1974
lby,1428000000,1975
lby,1785000000,1976
lby,2223000000,1977
lby,2639000000,1978
lby,3255000000,1979
lby,3606000000,1980
lby,3633000000,1981
lby,3672000000,1982
lby,3724000000,1983
lby,3789000000,1984
lby,3868000000,1985
lby,4190000000,1986
lby,5874000000,1987
lby,6476000000,1988
lby,6481000000,1989
lby,6996000000,1990
lby,7533000000,1991
lby,8153000000,1992
lby,8600000000,1993
lby,8838000000,1994
lby,8762000000,1995
lby,9003000000,1996
lby,9227000000,1997
lby,10900000000,1998
lby,11480000000,1999
lby,11900000000,2000
lby,12280000000,2001
lby,13150000000,2002
lby,13590000000,2003
lby,14450000000,2004
lby,19690000000,2005
lby,22270000000,2006
lby,23880000000,2007
lby,24610000000,2008
lby,26120000000,2009
lby,27140000000,2010
ltu,14870000000,1990
ltu,14880000000,1991
ltu,11690000000,1992
ltu,9164000000,1993
ltu,9127000000,1994
ltu,9213000000,1995
ltu,9859000000,1996
ltu,9757000000,1997
ltu,10030000000,1998
ltu,9523000000,1999
ltu,8809000000,2000
ltu,9353000000,2001
ltu,9790000000,2002
ltu,10520000000,2003
ltu,10780000000,2004
ltu,10590000000,2005
ltu,10980000000,2006
ltu,11530000000,2007
ltu,11950000000,2008
ltu,11460000000,2009
ltu,10870000000,2010
lux,1428000000,1960
lux,1469000000,1961
lux,1635000000,1962
lux,2280000000,1963
lux,2856000000,1964
lux,3019000000,1965
lux,3182000000,1966
lux,3178000000,1967
lux,3090000000,1968
lux,3457000000,1969
lux,3612000000,1970
lux,4067000000,1971
lux,4044000000,1972
lux,4145000000,1973
lux,4662000000,1974
lux,3820000000,1975
lux,4150000000,1976
lux,3788000000,1977
lux,3927000000,1978
lux,3996000000,1979
lux,3927000000,1980
lux,4041000000,1981
lux,4008000000,1982
lux,4064000000,1983
lux,4291000000,1984
lux,4424000000,1985
lux,4480000000,1986
lux,4552000000,1987
lux,5017000000,1988
lux,5107000000,1989
lux,5210000000,1990
lux,5434000000,1991
lux,5052000000,1992
lux,5005000000,1993
lux,5491000000,1994
lux,6081000000,1995
lux,6048000000,1996
lux,6347000000,1997
lux,6574000000,1998
lux,6456000000,1999
lux,6823000000,2000
lux,6865000000,2001
lux,7076000000,2002
lux,7257000000,2003
lux,7350000000,2004
lux,7151000000,2005
lux,7661000000,2006
lux,7778000000,2007
lux,7757000000,2008
lux,7178000000,2009
lux,8542000000,2010
mkd,5325000000,1990
mkd,5398000000,1991
mkd,5900000000,1992
mkd,5186000000,1993
mkd,5368000000,1994
mkd,5548000000,1995
mkd,5811000000,1996
mkd,5989000000,1997
mkd,6180000000,1998
mkd,5782000000,1999
mkd,5892000000,2000
mkd,5722000000,2001
mkd,5646000000,2002
mkd,6384000000,2003
mkd,6466000000,2004
mkd,6952000000,2005
mkd,7121000000,2006
mkd,7480000000,2007
mkd,7600000000,2008
mkd,7079000000,2009
mkd,7399000000,2010
mys,3464000000,1971
mys,3933000000,1972
mys,4347000000,1973
mys,4752000000,1974
mys,5229000000,1975
mys,5819000000,1976
mys,6790000000,1977
mys,7356000000,1978
mys,8322000000,1979
mys,9090000000,1980
mys,9736000000,1981
mys,10540000000,1982
mys,11380000000,1983
mys,12400000000,1984
mys,13150000000,1985
mys,14180000000,1986
mys,15270000000,1987
mys,16970000000,1988
mys,18860000000,1989
mys,20870000000,1990
mys,23450000000,1991
mys,26970000000,1992
mys,29880000000,1993
mys,35660000000,1994
mys,41070000000,1995
mys,45980000000,1996
mys,53300000000,1997
mys,55850000000,1998
mys,60010000000,1999
mys,63720000000,2000
mys,65400000000,2001
mys,68280000000,2002
mys,71990000000,2003
mys,75180000000,2004
mys,73830000000,2005
mys,80320000000,2006
mys,87450000000,2007
mys,89500000000,2008
mys,109300000000,2009
mys,116900000000,2010
mlt,305600000,1971
mlt,324700000,1972
mlt,366300000,1973
mlt,306100000,1974
mlt,339900000,1975
mlt,385800000,1976
mlt,424700000,1977
mlt,469300000,1978
mlt,514700000,1979
mlt,543700000,1980
mlt,579700000,1981
mlt,615600000,1982
mlt,633700000,1983
mlt,662600000,1984
mlt,736800000,1985
mlt,794600000,1986
mlt,887500000,1987
mlt,969800000,1988
mlt,1037000000,1989
mlt,1038000000,1990
mlt,1359000000,1991
mlt,1424000000,1992
mlt,1436000000,1993
mlt,1458000000,1994
mlt,1544000000,1995
mlt,1504000000,1996
mlt,1528000000,1997
mlt,1575000000,1998
mlt,1696000000,1999
mlt,1753000000,2000
mlt,1716000000,2001
mlt,1810000000,2002
mlt,1972000000,2003
mlt,1953000000,2004
mlt,2011000000,2005
mlt,2008000000,2006
mlt,1999000000,2007
mlt,1990000000,2008
mlt,1834000000,2009
mlt,1729000000,2010
mex,26940000000,1971
mex,30150000000,1972
mex,32800000000,1973
mex,36370000000,1974
mex,39100000000,1975
mex,42550000000,1976
mex,46360000000,1977
mex,51250000000,1978
mex,55580000000,1979
mex,60110000000,1980
mex,64320000000,1981
mex,69700000000,1982
mex,72700000000,1983
mex,77210000000,1984
mex,81870000000,1985
mex,85020000000,1986
mex,90410000000,1987
mex,95020000000,1988
mex,101500000000,1989
mex,99480000000,1990
mex,110800000000,1991
mex,114700000000,1992
mex,116300000000,1993
mex,126300000000,1994
mex,130200000000,1995
mex,139000000000,1996
mex,148300000000,1997
mex,156600000000,1998
mex,163100000000,1999
mex,176600000000,2000
mex,181900000000,2001
mex,185200000000,2002
mex,183800000000,2003
mex,196800000000,2004
mex,205200000000,2005
mex,209100000000,2006
mex,215600000000,2007
mex,219400000000,2008
mex,217700000000,2009
mex,225800000000,2010
mda,14120000000,1990
mda,15040000000,1991
mda,12970000000,1992
mda,10510000000,1993
mda,8637000000,1994
mda,7602000000,1995
mda,7384000000,1996
mda,6733000000,1997
mda,6145000000,1998
mda,5112000000,1999
mda,4126000000,2000
mda,4538000000,2001
mda,4700000000,2002
mda,5320000000,2003
mda,5496000000,2004
mda,5779000000,2005
mda,6002000000,2006
mda,4930000000,2007
mda,4828000000,2008
mda,3591000000,2009
mda,3748000000,2010
mng,2927000000,1985
mng,3187000000,1986
mng,3279000000,1987
mng,3458000000,1988
mng,3544000000,1989
mng,3376000000,1990
mng,3063000000,1991
mng,2800000000,1992
mng,2584000000,1993
mng,2503000000,1994
mng,2546000000,1995
mng,2557000000,1996
mng,2513000000,1997
mng,2562000000,1998
mng,2531000000,1999
mng,2580000000,2000
mng,2652000000,2001
mng,2746000000,2002
mng,2885000000,2003
mng,3073000000,2004
mng,3256000000,2005
mng,3428000000,2006
mng,3589000000,2007
mng,3891000000,2008
mng,3825000000,2009
mng,4217000000,2010
mne,3993000000,2005
mne,4080000000,2006
mne,4148000000,2007
mne,4020000000,2008
mne,3179000000,2009
mne,3503000000,2010
mar,2047000000,1971
mar,2319000000,1972
mar,2594000000,1973
mar,2747000000,1974
mar,2905000000,1975
mar,3254000000,1976
mar,3584000000,1977
mar,3928000000,1978
mar,4344000000,1979
mar,4735000000,1980
mar,5094000000,1981
mar,5502000000,1982
mar,6029000000,1983
mar,6226000000,1984
mar,6627000000,1985
mar,7060000000,1986
mar,7297000000,1987
mar,8149000000,1988
mar,8174000000,1989
mar,8910000000,1990
mar,9385000000,1991
mar,10340000000,1992
mar,10520000000,1993
mar,11200000000,1994
mar,11640000000,1995
mar,11880000000,1996
mar,12520000000,1997
mar,13490000000,1998
mar,12900000000,1999
mar,14110000000,2000
mar,15290000000,2001
mar,15790000000,2002
mar,17320000000,2003
mar,18440000000,2004
mar,19320000000,2005
mar,21200000000,2006
mar,22350000000,2007
mar,23250000000,2008
mar,23860000000,2009
mar,24960000000,2010
moz,476000000,1971
moz,479000000,1972
moz,559000000,1973
moz,678000000,1974
moz,570000000,1975
moz,647000000,1976
moz,617000000,1977
moz,672000000,1978
moz,420000000,1979
moz,432000000,1980
moz,437000000,1981
moz,591000000,1982
moz,471000000,1983
moz,373000000,1984
moz,402000000,1985
moz,475000000,1986
moz,541000000,1987
moz,441000000,1988
moz,508000000,1989
moz,548000000,1990
moz,743000000,1991
moz,747000000,1992
moz,728000000,1993
moz,662000000,1994
moz,715000000,1995
moz,732000000,1996
moz,893000000,1997
moz,825000000,1998
moz,1194000000,1999
moz,2225000000,2000
moz,5054000000,2001
moz,4987000000,2002
moz,7239000000,2003
moz,8938000000,2004
moz,9243000000,2005
moz,9676000000,2006
moz,10320000000,2007
moz,10330000000,2008
moz,10360000000,2009
moz,10380000000,2010
mmr,553000000,1971
mmr,605000000,1972
mmr,666000000,1973
mmr,672000000,1974
mmr,774000000,1975
mmr,859000000,1976
mmr,952000000,1977
mmr,1020000000,1978
mmr,1100000000,1979
mmr,1162000000,1980
mmr,1065000000,1981
mmr,1152000000,1982
mmr,1192000000,1983
mmr,1313000000,1984
mmr,1595000000,1985
mmr,1626000000,1986
mmr,1665000000,1987
mmr,1503000000,1988
mmr,1638000000,1989
mmr,1823000000,1990
mmr,1712000000,1991
mmr,1875000000,1992
mmr,2173000000,1993
mmr,2342000000,1994
mmr,2510000000,1995
mmr,2562000000,1996
mmr,2903000000,1997
mmr,2959000000,1998
mmr,3145000000,1999
mmr,3516000000,2000
mmr,3229000000,2001
mmr,3484000000,2002
mmr,3849000000,2003
mmr,3910000000,2004
mmr,3664000000,2005
mmr,4355000000,2006
mmr,4439000000,2007
mmr,4701000000,2008
mmr,4993000000,2009
mmr,6290000000,2010
nam,1539000000,1991
nam,1525000000,1992
nam,1674000000,1993
nam,1520000000,1994
nam,1552000000,1995
nam,1721000000,1996
nam,1682000000,1997
nam,1881000000,1998
nam,2040000000,1999
nam,2236000000,2000
nam,2352000000,2001
nam,2082000000,2002
nam,2193000000,2003
nam,2772000000,2004
nam,2945000000,2005
nam,3163000000,2006
nam,3219000000,2007
nam,3828000000,2008
nam,3534000000,2009
nam,3376000000,2010
npl,74000000,1971
npl,95000000,1972
npl,74000000,1973
npl,94000000,1974
npl,89000000,1975
npl,123000000,1976
npl,138000000,1977
npl,151000000,1978
npl,170000000,1979
npl,186000000,1980
npl,217000000,1981
npl,274000000,1982
npl,299000000,1983
npl,330000000,1984
npl,374000000,1985
npl,443000000,1986
npl,493000000,1987
npl,544000000,1988
npl,603000000,1989
npl,665000000,1990
npl,722000000,1991
npl,738000000,1992
npl,788000000,1993
npl,868000000,1994
npl,946000000,1995
npl,1020000000,1996
npl,1050000000,1997
npl,1134000000,1998
npl,1292000000,1999
npl,1408000000,2000
npl,1570000000,2001
npl,1670000000,2002
npl,1769000000,2003
npl,1892000000,2004
npl,1984000000,2005
npl,2185000000,2006
npl,2312000000,2007
npl,2226000000,2008
npl,2606000000,2009
npl,2777000000,2010
nld,15450000000,1960
nld,16450000000,1961
nld,17940000000,1962
nld,19600000000,1963
nld,21440000000,1964
nld,23380000000,1965
nld,25830000000,1966
nld,28090000000,1967
nld,31510000000,1968
nld,34740000000,1969
nld,38210000000,1970
nld,41210000000,1971
nld,45180000000,1972
nld,48260000000,1973
nld,50360000000,1974
nld,51320000000,1975
nld,54980000000,1976
nld,56330000000,1977
nld,59140000000,1978
nld,61660000000,1979
nld,61480000000,1980
nld,60810000000,1981
nld,60340000000,1982
nld,61530000000,1983
nld,63440000000,1984
nld,65290000000,1985
nld,66360000000,1986
nld,69020000000,1987
nld,72390000000,1988
nld,74750000000,1989
nld,77710000000,1990
nld,79880000000,1991
nld,82180000000,1992
nld,83580000000,1993
nld,86450000000,1994
nld,88630000000,1995
nld,92230000000,1996
nld,95570000000,1997
nld,98950000000,1998
nld,101000000000,1999
nld,104100000000,2000
nld,106100000000,2001
nld,107400000000,2002
nld,108900000000,2003
nld,113900000000,2004
nld,113900000000,2005
nld,115500000000,2006
nld,118600000000,2007
nld,119300000000,2008
nld,114200000000,2009
nld,116400000000,2010
nzl,5828000000,1960
nzl,6343000000,1961
nzl,6817000000,1962
nzl,7792000000,1963
nzl,8392000000,1964
nzl,9233000000,1965
nzl,9814000000,1966
nzl,10040000000,1967
nzl,10630000000,1968
nzl,11350000000,1969
nzl,12040000000,1970
nzl,13480000000,1971
nzl,15550000000,1972
nzl,16520000000,1973
nzl,16620000000,1974
nzl,17870000000,1975
nzl,18950000000,1976
nzl,19210000000,1977
nzl,19250000000,1978
nzl,19380000000,1979
nzl,19960000000,1980
nzl,20570000000,1981
nzl,21920000000,1982
nzl,23480000000,1983
nzl,24370000000,1984
nzl,24700000000,1985
nzl,25910000000,1986
nzl,26160000000,1987
nzl,27110000000,1988
nzl,28450000000,1989
nzl,30490000000,1990
nzl,30470000000,1991
nzl,30260000000,1992
nzl,31760000000,1993
nzl,32350000000,1994
nzl,33470000000,1995
nzl,33730000000,1996
nzl,34110000000,1997
nzl,34520000000,1998
nzl,34890000000,1999
nzl,36210000000,2000
nzl,36790000000,2001
nzl,37750000000,2002
nzl,37820000000,2003
nzl,39430000000,2004
nzl,39990000000,2005
nzl,40600000000,2006
nzl,40760000000,2007
nzl,40790000000,2008
nzl,40530000000,2009
nzl,41790000000,2010
nic,558000000,1971
nic,624000000,1972
nic,585000000,1973
nic,711000000,1974
nic,757000000,1975
nic,882000000,1976
nic,1002000000,1977
nic,998000000,1978
nic,790000000,1979
nic,844000000,1980
nic,895000000,1981
nic,952000000,1982
nic,1035000000,1983
nic,1071000000,1984
nic,1070000000,1985
nic,1077000000,1986
nic,1155000000,1987
nic,1164000000,1988
nic,1311000000,1989
nic,1278000000,1990
nic,1277000000,1991
nic,1318000000,1992
nic,1301000000,1993
nic,1271000000,1994
nic,1354000000,1995
nic,1475000000,1996
nic,1689000000,1997
nic,1677000000,1998
nic,1641000000,1999
nic,1748000000,2000
nic,1768000000,2001
nic,1839000000,2002
nic,1944000000,2003
nic,2106000000,2004
nic,2243000000,2005
nic,2342000000,2006
nic,2563000000,2007
nic,2674000000,2008
nic,2735000000,2009
nic,2739000000,2010
nga,1637000000,1971
nga,1920000000,1972
nga,2122000000,1973
nga,2026000000,1974
nga,2901000000,1975
nga,3364000000,1976
nga,3977000000,1977
nga,4204000000,1978
nga,4269000000,1979
nga,4997000000,1980
nga,3840000000,1981
nga,6341000000,1982
nga,6491000000,1983
nga,5055000000,1984
nga,6723000000,1985
nga,7795000000,1986
nga,7863000000,1987
nga,7877000000,1988
nga,9007000000,1989
nga,8291000000,1990
nga,8751000000,1991
nga,9020000000,1992
nga,10360000000,1993
nga,10060000000,1994
nga,9876000000,1995
nga,9507000000,1996
nga,9304000000,1997
nga,8953000000,1998
nga,9036000000,1999
nga,9109000000,2000
nga,9476000000,2001
nga,13460000000,2002
nga,13440000000,2003
nga,16730000000,2004
nga,17960000000,2005
nga,15930000000,2006
nga,20330000000,2007
nga,19120000000,2008
nga,18620000000,2009
nga,21620000000,2010
nor,27510000000,1960
nor,30340000000,1961
nor,34160000000,1962
nor,35400000000,1963
nor,38980000000,1964
nor,42500000000,1965
nor,43750000000,1966
nor,46390000000,1967
nor,51500000000,1968
nor,50900000000,1969
nor,52170000000,1970
nor,55020000000,1971
nor,57010000000,1972
nor,61560000000,1973
nor,64910000000,1974
nor,65370000000,1975
nor,68100000000,1976
nor,66780000000,1977
nor,70270000000,1978
nor,76810000000,1979
nor,76510000000,1980
nor,79640000000,1981
nor,79590000000,1982
nor,84540000000,1983
nor,90790000000,1984
nor,93680000000,1985
nor,92440000000,1986
nor,95410000000,1987
nor,96570000000,1988
nor,96500000000,1989
nor,99060000000,1990
nor,101500000000,1991
nor,101900000000,1992
nor,103300000000,1993
nor,105100000000,1994
nor,106900000000,1995
nor,105200000000,1996
nor,107300000000,1997
nor,112900000000,1998
nor,111900000000,1999
nor,112200000000,2000
nor,115500000000,2001
nor,111700000000,2002
nor,105800000000,2003
nor,111100000000,2004
nor,116000000000,2005
nor,112500000000,2006
nor,117400000000,2007
nor,118800000000,2008
nor,115300000000,2009
nor,122900000000,2010
omn,11000000,1971
omn,23000000,1972
omn,41000000,1973
omn,80000000,1974
omn,135000000,1975
omn,234000000,1976
omn,356000000,1977
omn,412000000,1978
omn,528000000,1979
omn,720000000,1980
omn,921000000,1981
omn,1160000000,1982
omn,1422000000,1983
omn,1775000000,1984
omn,2199000000,1985
omn,2800000000,1986
omn,2987000000,1987
omn,3322000000,1988
omn,3458000000,1989
omn,3963000000,1990
omn,4080000000,1991
omn,4453000000,1992
omn,5067000000,1993
omn,5367000000,1994
omn,5690000000,1995
omn,5862000000,1996
omn,6265000000,1997
omn,6900000000,1998
omn,6951000000,1999
omn,7262000000,2000
omn,7885000000,2001
omn,8223000000,2002
omn,8470000000,2003
omn,9365000000,2004
omn,10300000000,2005
omn,11080000000,2006
omn,11820000000,2007
omn,13480000000,2008
omn,15180000000,2009
omn,16510000000,2010
pak,5584000000,1971
pak,5584000000,1972
pak,6389000000,1973
pak,6965000000,1974
pak,7430000000,1975
pak,7428000000,1976
pak,7820000000,1977
pak,8913000000,1978
pak,10570000000,1979
pak,10620000000,1980
pak,11920000000,1981
pak,13290000000,1982
pak,14760000000,1983
pak,16380000000,1984
pak,18340000000,1985
pak,20400000000,1986
pak,22450000000,1987
pak,25920000000,1988
pak,27650000000,1989
pak,29860000000,1990
pak,32920000000,1991
pak,37980000000,1992
pak,39100000000,1993
pak,41360000000,1994
pak,43960000000,1995
pak,45270000000,1996
pak,46860000000,1997
pak,45530000000,1998
pak,48230000000,1999
pak,51580000000,2000
pak,53550000000,2001
pak,55660000000,2002
pak,60530000000,2003
pak,64630000000,2004
pak,71070000000,2005
pak,76340000000,2006
pak,77090000000,2007
pak,72440000000,2008
pak,76610000000,2009
pak,79270000000,2010
pan,821000000,1971
pan,918000000,1972
pan,1042000000,1973
pan,1049000000,1974
pan,1108000000,1975
pan,1211000000,1976
pan,1314000000,1977
pan,1311000000,1978
pan,1538000000,1979
pan,1530000000,1980
pan,1596000000,1981
pan,1735000000,1982
pan,1918000000,1983
pan,1863000000,1984
pan,1981000000,1985
pan,2082000000,1986
pan,2233000000,1987
pan,2061000000,1988
pan,2011000000,1989
pan,2058000000,1990
pan,2215000000,1991
pan,2346000000,1992
pan,2520000000,1993
pan,2716000000,1994
pan,2912000000,1995
pan,3033000000,1996
pan,3350000000,1997
pan,3438000000,1998
pan,3622000000,1999
pan,3838000000,2000
pan,3933000000,2001
pan,4099000000,2002
pan,4371000000,2003
pan,4656000000,2004
pan,4846000000,2005
pan,4951000000,2006
pan,5380000000,2007
pan,5657000000,2008
pan,6057000000,2009
pan,6444000000,2010
pry,207000000,1971
pry,231000000,1972
pry,278000000,1973
pry,307000000,1974
pry,325000000,1975
pry,373000000,1976
pry,462000000,1977
pry,565000000,1978
pry,664000000,1979
pry,769000000,1980
pry,867000000,1981
pry,881000000,1982
pry,925000000,1983
pry,1044000000,1984
pry,1080000000,1985
pry,1269000000,1986
pry,1497000000,1987
pry,1726000000,1988
pry,1837000000,1989
pry,2130000000,1990
pry,2273000000,1991
pry,2481000000,1992
pry,2852000000,1993
pry,3269000000,1994
pry,3742000000,1995
pry,3881000000,1996
pry,4153000000,1997
pry,4280000000,1998
pry,4468000000,1999
pry,4706000000,2000
pry,4725000000,2001
pry,4874000000,2002
pry,4708000000,2003
pry,4724000000,2004
pry,5006000000,2005
pry,5417000000,2006
pry,5871000000,2007
pry,6250000000,2008
pry,6697000000,2009
pry,7319000000,2010
per,5405000000,1971
per,5811000000,1972
per,6021000000,1973
per,6428000000,1974
per,6729000000,1975
per,7033000000,1976
per,7672000000,1977
per,7764000000,1978
per,8137000000,1979
per,8729000000,1980
per,9419000000,1981
per,10090000000,1982
per,9671000000,1983
per,10590000000,1984
per,10690000000,1985
per,11390000000,1986
per,12150000000,1987
per,11640000000,1988
per,11830000000,1989
per,11920000000,1990
per,12900000000,1991
per,10820000000,1992
per,12110000000,1993
per,12600000000,1994
per,13130000000,1995
per,14390000000,1996
per,15060000000,1997
per,16180000000,1998
per,16750000000,1999
per,17630000000,2000
per,18540000000,2001
per,19710000000,2002
per,20610000000,2003
per,21900000000,2004
per,23120000000,2005
per,24810000000,2006
per,27390000000,2007
per,29770000000,2008
per,30180000000,2009
per,32140000000,2010
phl,8688000000,1971
phl,9878000000,1972
phl,12560000000,1973
phl,12420000000,1974
phl,12990000000,1975
phl,13980000000,1976
phl,14330000000,1977
phl,14740000000,1978
phl,15930000000,1979
phl,17700000000,1980
phl,16430000000,1981
phl,16930000000,1982
phl,18650000000,1983
phl,18050000000,1984
phl,19020000000,1985
phl,17380000000,1986
phl,18300000000,1987
phl,20190000000,1988
phl,21780000000,1989
phl,22350000000,1990
phl,22470000000,1991
phl,21800000000,1992
phl,22340000000,1993
phl,25740000000,1994
phl,27830000000,1995
phl,30600000000,1996
phl,33760000000,1997
phl,35730000000,1998
phl,35680000000,1999
phl,38940000000,2000
phl,41340000000,2001
phl,42500000000,2002
phl,46130000000,2003
phl,48730000000,2004
phl,49750000000,2005
phl,49900000000,2006
phl,52000000000,2007
phl,53140000000,2008
phl,54420000000,2009
phl,59940000000,2010
pol,26260000000,1960
pol,29080000000,1961
pol,31730000000,1962
pol,33130000000,1963
pol,35880000000,1964
pol,38930000000,1965
pol,42830000000,1966
pol,47110000000,1967
pol,50980000000,1968
pol,54910000000,1969
pol,58770000000,1970
pol,64160000000,1971
pol,69870000000,1972
pol,75580000000,1973
pol,81250000000,1974
pol,88090000000,1975
pol,93970000000,1976
pol,99350000000,1977
pol,104300000000,1978
pol,106100000000,1979
pol,109500000000,1980
pol,103600000000,1981
pol,105200000000,1982
pol,111500000000,1983
pol,116700000000,1984
pol,121300000000,1985
pol,126700000000,1986
pol,132500000000,1987
pol,134900000000,1988
pol,134200000000,1989
pol,124500000000,1990
pol,117800000000,1991
pol,113300000000,1992
pol,114100000000,1993
pol,114800000000,1994
pol,117500000000,1995
pol,121300000000,1996
pol,123100000000,1997
pol,123000000000,1998
pol,121600000000,1999
pol,124100000000,2000
pol,124800000000,2001
pol,122700000000,2002
pol,127000000000,2003
pol,130400000000,2004
pol,131200000000,2005
pol,136800000000,2006
pol,139800000000,2007
pol,142400000000,2008
pol,137300000000,2009
pol,144800000000,2010
prt,2844000000,1960
prt,3119000000,1961
prt,3384000000,1962
prt,3661000000,1963
prt,4102000000,1964
prt,4333000000,1965
prt,4807000000,1966
prt,5030000000,1967
prt,5361000000,1968
