geo,electricity_use_total,time
dnk,35920000000,2008
dnk,34360000000,2009
dnk,35120000000,2010
dom,1068000000,1971
dom,1687000000,1972
dom,1955000000,1973
dom,1829000000,1974
dom,2072000000,1975
dom,2013000000,1976
dom,2280000000,1977
dom,2269000000,1978
dom,2675000000,1979
dom,2561000000,1980
dom,2630000000,1981
dom,1991000000,1982
dom,2270000000,1983
dom,2815000000,1984
dom,3082000000,1985
dom,3199000000,1986
dom,3222000000,1987
dom,2617000000,1988
dom,2348000000,1989
dom,2791000000,1990
dom,2918000000,1991
dom,4035000000,1992
dom,3870000000,1993
dom,4081000000,1994
dom,3923000000,1995
dom,5086000000,1996
dom,5200000000,1997
dom,5598000000,1998
dom,5573000000,1999
dom,6258000000,2000
dom,9070000000,2001
dom,11130000000,2002
dom,11940000000,2003
dom,10440000000,2004
dom,11820000000,2005
dom,12210000000,2006
dom,13090000000,2007
dom,13460000000,2008
dom,13310000000,2009
dom,14320000000,2010
ecu,903000000,1971
ecu,961000000,1972
ecu,1080000000,1973
ecu,1186000000,1974
ecu,1372000000,1975
ecu,1605000000,1976
ecu,1860000000,1977
ecu,2211000000,1978
ecu,2546000000,1979
ecu,2873000000,1980
ecu,3151000000,1981
ecu,3395000000,1982
ecu,3524000000,1983
ecu,3641000000,1984
ecu,3604000000,1985
ecu,3884000000,1986
ecu,4303000000,1987
ecu,4408000000,1988
ecu,4455000000,1989
ecu,4918000000,1990
ecu,5330000000,1991
ecu,5599000000,1992
ecu,5671000000,1993
ecu,6163000000,1994
ecu,6325000000,1995
ecu,7164000000,1996
ecu,7825000000,1997
ecu,8375000000,1998
ecu,7898000000,1999
ecu,8051000000,2000
ecu,8354000000,2001
ecu,8602000000,2002
ecu,8944000000,2003
ecu,9979000000,2004
ecu,10470000000,2005
ecu,11760000000,2006
ecu,13020000000,2007
ecu,15340000000,2008
ecu,15910000000,2009
ecu,15260000000,2010
egy,7216000000,1971
egy,7240000000,1972
egy,7282000000,1973
egy,8211000000,1974
egy,9260000000,1975
egy,10800000000,1976
egy,12440000000,1977
egy,13310000000,1978
egy,14670000000,1979
egy,16540000000,1980
egy,18560000000,1981
egy,20860000000,1982
egy,23530000000,1983
egy,25020000000,1984
egy,24490000000,1985
egy,29870000000,1986
egy,32260000000,1987
egy,33910000000,1988
egy,36020000000,1989
egy,38050000000,1990
egy,39870000000,1991
egy,40960000000,1992
egy,42780000000,1993
egy,44410000000,1994
egy,46460000000,1995
egy,51100000000,1996
egy,54650000000,1997
egy,58610000000,1998
egy,63590000000,1999
egy,67250000000,2000
egy,72170000000,2001
egy,77130000000,2002
egy,83500000000,2003
egy,88280000000,2004
egy,95310000000,2005
egy,102500000000,2006
egy,110800000000,2007
egy,116200000000,2008
egy,123400000000,2009
egy,130400000000,2010
slv,639000000,1971
slv,702000000,1972
slv,807000000,1973
slv,876000000,1974
slv,872000000,1975
slv,1018000000,1976
slv,1125000000,1977
slv,1247000000,1978
slv,1307000000,1979
slv,1256000000,1980
slv,1211000000,1981
slv,1210000000,1982
slv,1326000000,1983
slv,1394000000,1984
slv,1463000000,1985
slv,1506000000,1986
slv,1617000000,1987
slv,1687000000,1988
slv,1714000000,1989
slv,1857000000,1990
slv,1981000000,1991
slv,2085000000,1992
slv,2403000000,1993
slv,2634000000,1994
slv,2845000000,1995
slv,2937000000,1996
slv,3194000000,1997
slv,3308000000,1998
slv,3441000000,1999
slv,3621000000,2000
slv,3716000000,2001
slv,3979000000,2002
slv,4159000000,2003
slv,4160000000,2004
slv,4579000000,2005
slv,4969000000,2006
slv,5382000000,2007
slv,5298000000,2008
slv,5206000000,2009
slv,5296000000,2010
eri,123000000,1992
eri,128000000,1993
eri,141000000,1994
eri,148000000,1995
eri,169000000,1996
eri,185000000,1997
eri,163000000,1998
eri,176000000,1999
eri,172000000,2000
eri,194000000,2001
eri,216000000,2002
eri,233000000,2003
eri,235000000,2004
eri,242000000,2005
eri,232000000,2006
eri,245000000,2007
eri,242000000,2008
eri,260000000,2009
eri,272000000,2010
est,9234000000,1990
est,8977000000,1991
est,7245000000,1992
est,5920000000,1993
est,6332000000,1994
est,6211000000,1995
est,6600000000,1996
est,6846000000,1997
est,6655000000,1998
est,6233000000,1999
est,6345000000,2000
est,6501000000,2001
est,6645000000,2002
est,7124000000,2003
est,7393000000,2004
est,7493000000,2005
est,7908000000,2006
est,8424000000,2007
est,8519000000,2008
est,7983000000,2009
est,8669000000,2010
eth,552000000,1971
eth,564000000,1972
eth,551000000,1973
eth,542000000,1974
eth,537000000,1975
eth,531000000,1976
eth,505000000,1977
eth,535000000,1978
eth,596000000,1979
eth,635000000,1980
eth,682000000,1981
eth,728000000,1982
eth,780000000,1983
eth,842000000,1984
eth,809000000,1985
eth,835000000,1986
eth,881000000,1987
eth,864000000,1988
eth,866000000,1989
eth,1082000000,1990
eth,1088000000,1991
eth,1117000000,1992
eth,1245000000,1993
eth,1306000000,1994
eth,1374000000,1995
eth,1443000000,1996
eth,1453000000,1997
eth,1488000000,1998
eth,1480000000,1999
eth,1507000000,2000
eth,1811000000,2001
eth,1840000000,2002
eth,2066000000,2003
eth,2285000000,2004
eth,2560000000,2005
eth,2942000000,2006
eth,3212000000,2007
eth,3419000000,2008
eth,3613000000,2009
eth,4502000000,2010
fin,8299000000,1960
fin,9764000000,1961
fin,10740000000,1962
fin,11210000000,1963
fin,12340000000,1964
fin,13410000000,1965
fin,14630000000,1966
fin,15330000000,1967
fin,16650000000,1968
fin,18710000000,1969
fin,21050000000,1970
fin,22600000000,1971
fin,25620000000,1972
fin,28230000000,1973
fin,28810000000,1974
fin,28020000000,1975
fin,30940000000,1976
fin,31880000000,1977
fin,34820000000,1978
fin,37770000000,1979
fin,39650000000,1980
fin,40780000000,1981
fin,41180000000,1982
fin,44280000000,1983
fin,47860000000,1984
fin,51390000000,1985
fin,52280000000,1986
fin,56080000000,1987
fin,58320000000,1988
fin,59780000000,1989
fin,62260000000,1990
fin,62470000000,1991
fin,63010000000,1992
fin,65860000000,1993
fin,69190000000,1994
fin,69420000000,1995
fin,70330000000,1996
fin,74290000000,1997
fin,76470000000,1998
fin,77820000000,1999
fin,79170000000,2000
fin,81460000000,2001
fin,83870000000,2002
fin,85680000000,2003
fin,87670000000,2004
fin,84520000000,2005
fin,90640000000,2006
fin,90790000000,2007
fin,86920000000,2008
fin,81410000000,2009
fin,88420000000,2010
fra,66810000000,1960
fra,71730000000,1961
fra,77590000000,1962
fra,83290000000,1963
fra,91400000000,1964
fra,96920000000,1965
fra,103200000000,1966
fra,108600000000,1967
fra,113400000000,1968
fra,124500000000,1969
fra,133400000000,1970
fra,140800000000,1971
fra,151100000000,1972
fra,164400000000,1973
fra,171000000000,1974
fra,171500000000,1975
fra,190400000000,1976
fra,196400000000,1977
fra,210100000000,1978
fra,225500000000,1979
fra,238200000000,1980
fra,247900000000,1981
fra,251200000000,1982
fra,257500000000,1983
fra,271700000000,1984
fra,290500000000,1985
fra,306000000000,1986
fra,315500000000,1987
fra,322000000000,1988
fra,330600000000,1989
fra,338200000000,1990
fra,362200000000,1991
fra,370600000000,1992
fra,370700000000,1993
fra,376500000000,1994
fra,382800000000,1995
fra,400600000000,1996
fra,397700000000,1997
fra,409600000000,1998
fra,420000000000,1999
fra,427400000000,2000
fra,436400000000,2001
fra,436500000000,2002
fra,453300000000,2003
fra,464500000000,2004
fra,467000000000,2005
fra,462600000000,2006
fra,464300000000,2007
fra,475100000000,2008
fra,458300000000,2009
fra,485300000000,2010
gab,112000000,1971
gab,131000000,1972
gab,162000000,1973
gab,190000000,1974
gab,249000000,1975
gab,324000000,1976
gab,439000000,1977
gab,432000000,1978
gab,516000000,1979
gab,526000000,1980
gab,590000000,1981
gab,660000000,1982
gab,723000000,1983
gab,787000000,1984
gab,852000000,1985
gab,878000000,1986
gab,883000000,1987
gab,897000000,1988
gab,771000000,1989
gab,873000000,1990
gab,885000000,1991
gab,888000000,1992
gab,893000000,1993
gab,810000000,1994
gab,837000000,1995
gab,945000000,1996
gab,978000000,1997
gab,1075000000,1998
gab,1083000000,1999
gab,1081000000,2000
gab,1113000000,2001
gab,1182000000,2002
gab,1213000000,2003
gab,1230000000,2004
gab,1261000000,2005
gab,1343000000,2006
gab,1430000000,2007
gab,1503000000,2008
gab,1521000000,2009
gab,1512000000,2010
geo,16590000000,1990
geo,14610000000,1991
geo,11360000000,1992
geo,10180000000,1993
geo,10200000000,1994
geo,7443000000,1995
geo,5590000000,1996
geo,6294000000,1997
geo,6981000000,1998
geo,7016000000,1999
geo,6895000000,2000
geo,6790000000,2001
geo,6984000000,2002
geo,7300000000,2003
geo,7458000000,2004
geo,7678000000,2005
geo,6935000000,2006
geo,7108000000,2007
geo,7258000000,2008
geo,6933000000,2009
geo,7586000000,2010
deu,115500000000,1960
deu,123600000000,1961
deu,132600000000,1962
deu,143200000000,1963
deu,155300000000,1964
deu,166700000000,1965
deu,176000000000,1966
deu,182000000000,1967
deu,199900000000,1968
deu,219200000000,1969
deu,299700000000,1970
deu,318600000000,1971
deu,340600000000,1972
deu,366000000000,1973
deu,377900000000,1974
deu,373200000000,1975
deu,404800000000,1976
deu,415400000000,1977
deu,437800000000,1978
deu,453800000000,1979
deu,453900000000,1980
deu,455600000000,1981
deu,453800000000,1982
deu,464000000000,1983
deu,484800000000,1984
deu,501000000000,1985
deu,507900000000,1986
deu,519800000000,1987
deu,530300000000,1988
deu,537500000000,1989
deu,525200000000,1990
deu,522900000000,1991
deu,517500000000,1992
deu,508900000000,1993
deu,508900000000,1994
deu,518400000000,1995
deu,526400000000,1996
deu,529200000000,1997
deu,533600000000,1998
deu,535600000000,1999
deu,546400000000,2000
deu,557100000000,2001
deu,568800000000,2002
deu,576000000000,2003
deu,584500000000,2004
deu,587100000000,2005
deu,592100000000,2006
deu,592800000000,2007
deu,589600000000,2008
deu,556500000000,2009
deu,593800000000,2010
gha,2764000000,1971
gha,3151000000,1972
gha,3668000000,1973
gha,3837000000,1974
gha,3710000000,1975
gha,3917000000,1976
gha,4091000000,1977
gha,3429000000,1978
gha,4217000000,1979
gha,4601000000,1980
gha,4652000000,1981
gha,4327000000,1982
gha,1970000000,1983
gha,1151000000,1984
gha,2083000000,1985
gha,3398000000,1986
gha,3891000000,1987
gha,4226000000,1988
gha,4396000000,1989
gha,4780000000,1990
gha,5110000000,1991
gha,5493000000,1992
gha,5413000000,1993
gha,5567000000,1994
gha,5947000000,1995
gha,6318000000,1996
gha,6927000000,1997
gha,5036000000,1998
gha,6412000000,1999
gha,6332000000,2000
gha,6608000000,2001
gha,6262000000,2002
gha,4645000000,2003
gha,4651000000,2004
gha,5337000000,2005
gha,6612000000,2006
gha,5614000000,2007
gha,6207000000,2008
gha,6580000000,2009
gha,7264000000,2010
grc,2014000000,1960
grc,2286000000,1961
grc,2575000000,1962
grc,2898000000,1963
grc,3472000000,1964
grc,4065000000,1965
grc,5375000000,1966
grc,6418000000,1967
grc,6982000000,1968
grc,8026000000,1969
grc,9002000000,1970
grc,10590000000,1971
grc,12070000000,1972
grc,13800000000,1973
grc,14010000000,1974
grc,14980000000,1975
grc,16500000000,1976
grc,17580000000,1977
grc,19770000000,1978
grc,20790000000,1979
grc,21670000000,1980
grc,22020000000,1981
grc,22240000000,1982
grc,23880000000,1983
grc,25340000000,1984
grc,26490000000,1985
grc,27170000000,1986
grc,28610000000,1987
grc,31110000000,1988
grc,32350000000,1989
grc,32860000000,1990
grc,33540000000,1991
grc,35280000000,1992
grc,36180000000,1993
grc,37910000000,1994
grc,39310000000,1995
grc,40830000000,1996
grc,42720000000,1997
grc,44970000000,1998
grc,46690000000,1999
grc,49870000000,2000
grc,51650000000,2001
grc,53940000000,2002
grc,56080000000,2003
grc,57410000000,2004
grc,58620000000,2005
grc,60270000000,2006
grc,63350000000,2007
grc,64620000000,2008
grc,62750000000,2009
grc,59540000000,2010
gtm,666000000,1971
gtm,758000000,1972
gtm,851000000,1973
gtm,909000000,1974
gtm,973000000,1975
gtm,1075000000,1976
gtm,1296000000,1977
gtm,1446000000,1978
gtm,1608000000,1979
gtm,1700000000,1980
gtm,1420000000,1981
gtm,1359000000,1982
gtm,1349000000,1983
gtm,1400000000,1984
gtm,1456000000,1985
gtm,1217000000,1986
gtm,1426000000,1987
gtm,1440000000,1988
gtm,1688000000,1989
gtm,1857000000,1990
gtm,1958000000,1991
gtm,2490000000,1992
gtm,2416000000,1993
gtm,2710000000,1994
gtm,3077000000,1995
gtm,2760000000,1996
gtm,2619000000,1997
gtm,3503000000,1998
gtm,4135000000,1999
gtm,3850000000,2000
gtm,4269000000,2001
gtm,4432000000,2002
gtm,5635000000,2003
gtm,5940000000,2004
gtm,6068000000,2005
gtm,7138000000,2006
gtm,7445000000,2007
gtm,7430000000,2008
gtm,7691000000,2009
gtm,8163000000,2010
hti,59000000,1971
hti,83000000,1972
hti,99000000,1973
hti,115000000,1974
hti,151000000,1975
hti,140000000,1976
hti,162000000,1977
hti,187000000,1978
hti,199000000,1979
hti,233000000,1980
hti,278000000,1981
hti,287000000,1982
hti,300000000,1983
hti,309000000,1984
hti,323000000,1985
hti,351000000,1986
hti,350000000,1987
hti,367000000,1988
hti,391000000,1989
hti,414000000,1990
hti,323000000,1991
hti,295000000,1992
hti,213000000,1993
hti,142000000,1994
hti,234000000,1995
hti,267000000,1996
hti,338000000,1997
hti,302000000,1998
hti,326000000,1999
hti,303000000,2000
hti,303000000,2001
hti,268000000,2002
hti,256000000,2003
hti,256000000,2004
hti,343000000,2005
hti,351000000,2006
hti,243000000,2007
hti,229000000,2008
hti,352000000,2009
hti,244000000,2010
hnd,354000000,1971
hnd,366000000,1972
hnd,426000000,1973
hnd,454000000,1974
hnd,491000000,1975
hnd,528000000,1976
hnd,608000000,1977
hnd,628000000,1978
hnd,734000000,1979
hnd,775000000,1980
hnd,851000000,1981
hnd,865000000,1982
hnd,933000000,1983
hnd,990000000,1984
hnd,1210000000,1985
hnd,1232000000,1986
hnd,1482000000,1987
hnd,1580000000,1988
hnd,1596000000,1989
hnd,1823000000,1990
hnd,1793000000,1991
hnd,1723000000,1992
hnd,1844000000,1993
hnd,1690000000,1994
hnd,2020000000,1995
hnd,2358000000,1996
hnd,2503000000,1997
hnd,2757000000,1998
hnd,2845000000,1999
hnd,3211000000,2000
hnd,3345000000,2001
hnd,3591000000,2002
hnd,3839000000,2003
hnd,4128000000,2004
hnd,4274000000,2005
hnd,4462000000,2006
hnd,4959000000,2007
hnd,5179000000,2008
hnd,5032000000,2009
hnd,5098000000,2010
hkg,5199000000,1971
hkg,5337000000,1972
hkg,5875000000,1973
hkg,5792000000,1974
hkg,6269000000,1975
hkg,7222000000,1976
hkg,8362000000,1977
hkg,9337000000,1978
hkg,9876000000,1979
hkg,10900000000,1980
hkg,11490000000,1981
hkg,12350000000,1982
hkg,13890000000,1983
hkg,14910000000,1984
hkg,15800000000,1985
hkg,17540000000,1986
hkg,21360000000,1987
hkg,22980000000,1988
hkg,22530000000,1989
hkg,24210000000,1990
hkg,25780000000,1991
hkg,26660000000,1992
hkg,28070000000,1993
hkg,29250000000,1994
hkg,29800000000,1995
hkg,30810000000,1996
hkg,31870000000,1997
hkg,34960000000,1998
hkg,35260000000,1999
hkg,36950000000,2000
hkg,37900000000,2001
hkg,38610000000,2002
hkg,38980000000,2003
hkg,39370000000,2004
hkg,40030000000,2005
hkg,40200000000,2006
hkg,40540000000,2007
hkg,40630000000,2008
hkg,41400000000,2009
hkg,41780000000,2010
hun,11510000000,1965
hun,12410000000,1966
hun,13330000000,1967
hun,14130000000,1968
hun,15080000000,1969
hun,16390000000,1970
hun,17720000000,1971
hun,19000000000,1972
hun,20400000000,1973
hun,21690000000,1974
hun,22600000000,1975
hun,24140000000,1976
hun,25670000000,1977
hun,27830000000,1978
hun,28200000000,1979
hun,28860000000,1980
hun,29280000000,1981
hun,30220000000,1982
hun,31360000000,1983
hun,32850000000,1984
hun,33670000000,1985
hun,34330000000,1986
hun,35840000000,1987
hun,35730000000,1988
hun,36240000000,1989
hun,35550000000,1990
hun,33400000000,1991
hun,32260000000,1992
hun,31000000000,1993
hun,31290000000,1994
hun,31680000000,1995
hun,32620000000,1996
hun,32810000000,1997
hun,33010000000,1998
hun,34000000000,1999
hun,33790000000,2000
hun,34900000000,2001
hun,36020000000,2002
hun,36860000000,2003
hun,37210000000,2004
hun,38040000000,2005
hun,39070000000,2006
hun,39930000000,2007
hun,39970000000,2008
hun,37740000000,2009
hun,38700000000,2010
isl,460100000,1960
isl,515300000,1961
isl,529400000,1962
isl,554300000,1963
isl,581500000,1964
isl,571100000,1965
isl,567200000,1966
isl,574900000,1967
isl,596400000,1968
isl,765300000,1969
isl,1321000000,1970
isl,1448000000,1971
isl,1604000000,1972
isl,2105000000,1973
isl,2147000000,1974
isl,2090000000,1975
isl,2203000000,1976
isl,2363000000,1977
isl,2462000000,1978
isl,2676000000,1979
isl,2893000000,1980
isl,2978000000,1981
isl,3273000000,1982
isl,3454000000,1983
isl,3637000000,1984
isl,3566000000,1985
isl,3747000000,1986
isl,3769000000,1987
isl,4081000000,1988
isl,4142000000,1989
isl,4114000000,1990
isl,4100000000,1991
isl,4184000000,1992
isl,4392000000,1993
isl,4521000000,1994
isl,4653000000,1995
isl,4689000000,1996
isl,5172000000,1997
isl,5876000000,1998
isl,6827000000,1999
isl,7368000000,2000
isl,7654000000,2001
isl,8000000000,2002
isl,8016000000,2003
isl,8267000000,2004
isl,8305000000,2005
isl,9430000000,2006
isl,11270000000,2007
isl,15550000000,2008
isl,16170000000,2009
isl,16470000000,2010
ind,55520000000,1971
ind,58290000000,1972
ind,59850000000,1973
ind,63310000000,1974
ind,71380000000,1975
ind,79150000000,1976
ind,82370000000,1977
ind,90730000000,1978
ind,92710000000,1979
ind,97900000000,1980
ind,107400000000,1981
ind,114600000000,1982
ind,123200000000,1983
ind,137900000000,1984
ind,149100000000,1985
ind,164100000000,1986
ind,177600000000,1987
ind,198000000000,1988
ind,216700000000,1989
ind,234300000000,1990
ind,255600000000,1991
ind,272400000000,1992
ind,292800000000,1993
ind,317300000000,1994
ind,339800000000,1995
ind,347200000000,1996
ind,369000000000,1997
ind,386600000000,1998
ind,397800000000,1999
ind,407500000000,2000
ind,415000000000,2001
ind,435800000000,2002
ind,461700000000,2003
ind,492800000000,2004
ind,519700000000,2005
ind,573000000000,2006
ind,633300000000,2007
ind,662200000000,2008
ind,712500000000,2009
ind,754600000000,2010
idn,1692000000,1971
idn,1924000000,1972
idn,1965000000,1973
idn,2445000000,1974
idn,2803000000,1975
idn,2456000000,1976
idn,2983000000,1977
idn,4466000000,1978
idn,5571000000,1979
idn,6808000000,1980
idn,7891000000,1981
idn,9489000000,1982
idn,10440000000,1983
idn,11540000000,1984
idn,13160000000,1985
idn,15500000000,1986
idn,17920000000,1987
idn,20920000000,1988
idn,24510000000,1989
idn,29480000000,1990
idn,32850000000,1991
idn,36480000000,1992
idn,40620000000,1993
idn,46550000000,1994
idn,51920000000,1995
idn,59410000000,1996
idn,67200000000,1997
idn,68120000000,1998
idn,74480000000,1999
idn,82580000000,2000
idn,88230000000,2001
idn,90750000000,2002
idn,94480000000,2003
idn,105900000000,2004
idn,113100000000,2005
idn,118400000000,2006
idn,127000000000,2007
idn,134300000000,2008
idn,141800000000,2009
idn,153800000000,2010
irn,8027000000,1971
irn,9489000000,1972
irn,11860000000,1973
irn,13390000000,1974
irn,15010000000,1975
irn,16550000000,1976
irn,17900000000,1977
irn,18410000000,1978
irn,20690000000,1979
irn,20800000000,1980
irn,22410000000,1981
irn,25660000000,1982
irn,29760000000,1983
irn,32600000000,1984
irn,35490000000,1985
irn,37370000000,1986
irn,41350000000,1987
irn,42580000000,1988
irn,47160000000,1989
irn,53030000000,1990
irn,57370000000,1991
irn,62610000000,1992
irn,66500000000,1993
irn,70140000000,1994
irn,72750000000,1995
irn,79650000000,1996
irn,83910000000,1997
irn,88300000000,1998
irn,95020000000,1999
irn,101500000000,2000
irn,109200000000,2001
irn,117400000000,2002
irn,128700000000,2003
irn,138600000000,2004
irn,145100000000,2005
irn,156700000000,2006
irn,164600000000,2007
irn,174700000000,2008
irn,182700000000,2009
irn,196200000000,2010
irq,2660000000,1971
irq,2755000000,1972
irq,3343000000,1973
irq,3662000000,1974
irq,4268000000,1975
irq,4983000000,1976
irq,6059000000,1977
irq,7460000000,1978
irq,9643000000,1979
irq,10790000000,1980
irq,10290000000,1981
irq,12930000000,1982
irq,15280000000,1983
irq,18310000000,1984
irq,19660000000,1985
irq,20730000000,1986
irq,20720000000,1987
irq,21450000000,1988
irq,21720000000,1989
irq,21770000000,1990
irq,18730000000,1991
irq,23090000000,1992
irq,24160000000,1993
irq,25930000000,1994
irq,27760000000,1995
irq,27850000000,1996
irq,28480000000,1997
irq,28560000000,1998
irq,28610000000,1999
irq,28610000000,2000
irq,29570000000,2001
irq,31110000000,2002
irq,26350000000,2003
irq,31250000000,2004
irq,22330000000,2005
irq,26670000000,2006
irq,21580000000,2007
irq,21530000000,2008
irq,32380000000,2009
irq,37470000000,2010
irl,1966000000,1960
irl,2127000000,1961
irl,2376000000,1962
irl,2523000000,1963
irl,2980000000,1964
irl,3261000000,1965
irl,3575000000,1966
irl,3896000000,1967
irl,4369000000,1968
irl,4723000000,1969
irl,5188000000,1970
irl,5650000000,1971
irl,6143000000,1972
irl,6612000000,1973
irl,7039000000,1974
irl,6925000000,1975
irl,7689000000,1976
irl,8328000000,1977
irl,8977000000,1978
irl,9914000000,1979
irl,9803000000,1980
irl,9762000000,1981
irl,9730000000,1982
irl,10000000000,1983
irl,10440000000,1984
irl,11010000000,1985
irl,11580000000,1986
irl,12080000000,1987
irl,12110000000,1988
irl,12700000000,1989
irl,13300000000,1990
irl,13790000000,1991
irl,14570000000,1992
irl,14920000000,1993
irl,15610000000,1994
irl,16340000000,1995
irl,17420000000,1996
irl,18260000000,1997
irl,19280000000,1998
irl,20380000000,1999
irl,22050000000,2000
irl,22800000000,2001
irl,23760000000,2002
irl,24430000000,2003
irl,25200000000,2004
irl,25950000000,2005
irl,26930000000,2006
irl,26940000000,2007
irl,28000000000,2008
irl,26690000000,2009
irl,26930000000,2010
isr,6721000000,1971
isr,7576000000,1972
isr,7835000000,1973
isr,8158000000,1974
isr,8759000000,1975
isr,9318000000,1976
isr,9952000000,1977
isr,10830000000,1978
isr,11200000000,1979
isr,11320000000,1980
isr,11710000000,1981
isr,12330000000,1982
isr,13090000000,1983
isr,13500000000,1984
isr,14230000000,1985
isr,14140000000,1986
isr,15840000000,1987
isr,17280000000,1988
isr,18540000000,1989
isr,18790000000,1990
isr,18480000000,1991
isr,21960000000,1992
isr,23030000000,1993
isr,25480000000,1994
isr,27340000000,1995
isr,29300000000,1996
isr,30900000000,1997
isr,33550000000,1998
isr,35200000000,1999
isr,38030000000,2000
isr,39240000000,2001
isr,40590000000,2002
isr,41910000000,2003
isr,42230000000,2004
isr,43410000000,2005
isr,45340000000,2006
isr,48460000000,2007
isr,50590000000,2008
isr,47980000000,2009
isr,50860000000,2010
ita,48280000000,1960
ita,52180000000,1961
ita,57460000000,1962
ita,64140000000,1963
ita,69090000000,1964
ita,74440000000,1965
ita,81550000000,1966
ita,88410000000,1967
ita,95880000000,1968
ita,102500000000,1969
ita,110500000000,1970
ita,115600000000,1971
ita,124100000000,1972
ita,133800000000,1973
ita,139000000000,1974
ita,136400000000,1975
ita,150100000000,1976
ita,154500000000,1977
ita,161500000000,1978
ita,170400000000,1979
ita,174600000000,1980
ita,174600000000,1981
ita,177000000000,1982
ita,177500000000,1983
ita,187400000000,1984
ita,192600000000,1985
ita,198300000000,1986
ita,208100000000,1987
ita,217400000000,1988
ita,227700000000,1989
ita,235600000000,1990
ita,240200000000,1991
ita,245200000000,1992
ita,245000000000,1993
ita,252900000000,1994
ita,261900000000,1995
ita,265300000000,1996
ita,272600000000,1997
ita,281700000000,1998
ita,288900000000,1999
ita,302000000000,2000
ita,309200000000,2001
ita,318000000000,2002
ita,325400000000,2003
ita,328600000000,2004
ita,332600000000,2005
ita,340000000000,2006
ita,339900000000,2007
ita,339100000000,2008
ita,317500000000,2009
ita,326000000000,2010
jam,1552000000,1971
jam,1871000000,1972
jam,1968000000,1973
jam,2089000000,1974
jam,1410000000,1975
jam,1512000000,1976
jam,1574000000,1977
jam,1593000000,1978
jam,1461000000,1979
jam,1430000000,1980
jam,1421000000,1981
jam,1718000000,1982
jam,1681000000,1983
jam,1363000000,1984
jam,1348000000,1985
jam,1421000000,1986
jam,1515000000,1987
jam,1458000000,1988
jam,1380000000,1989
jam,2078000000,1990
jam,1721000000,1991
jam,3524000000,1992
jam,3755000000,1993
jam,4221000000,1994
jam,5158000000,1995
jam,5331000000,1996
jam,5524000000,1997
jam,5785000000,1998
jam,5922000000,1999
jam,6025000000,2000
jam,6091000000,2001
jam,6336000000,2002
jam,6577000000,2003
jam,6552000000,2004
jam,6645000000,2005
jam,6615000000,2006
jam,6913000000,2007
jam,5413000000,2008
jam,5201000000,2009
jam,3350000000,2010
jpn,102700000000,1960
jpn,116300000000,1961
jpn,124200000000,1962
jpn,143400000000,1963
jpn,161400000000,1964
jpn,172900000000,1965
jpn,195400000000,1966
jpn,224700000000,1967
jpn,253800000000,1968
jpn,293000000000,1969
jpn,334200000000,1970
jpn,359100000000,1971
jpn,398500000000,1972
jpn,442200000000,1973
jpn,434400000000,1974
jpn,446400000000,1975
jpn,482800000000,1976
jpn,502600000000,1977
jpn,532700000000,1978
jpn,559200000000,1979
jpn,546800000000,1980
jpn,555400000000,1981
jpn,552800000000,1982
jpn,588100000000,1983
jpn,618700000000,1984
jpn,639300000000,1985
jpn,642300000000,1986
jpn,682600000000,1987
jpn,717000000000,1988
jpn,759900000000,1989
jpn,792900000000,1990
jpn,820800000000,1991
jpn,827400000000,1992
jpn,839500000000,1993
jpn,893800000000,1994
jpn,916800000000,1995
jpn,938500000000,1996
jpn,959800000000,1997
jpn,963900000000,1998
jpn,981100000000,1999
jpn,1002000000000,2000
jpn,984800000000,2001
jpn,997800000000,2002
jpn,986200000000,2003
jpn,1017000000000,2004
jpn,1038000000000,2005
jpn,1044000000000,2006
jpn,1074000000000,2007
jpn,1022000000000,2008
jpn,991900000000,2009
jpn,1062000000000,2010
jor,263900000,1971
jor,322900000,1972
jor,377600000,1973
jor,421700000,1974
jor,488500000,1975
jor,592600000,1976
jor,525300000,1977
jor,614600000,1978
jor,795400000,1979
jor,916900000,1980
jor,1090000000,1981
jor,1339000000,1982
jor,1751000000,1983
jor,2071000000,1984
jor,2290000000,1985
jor,2485000000,1986
jor,2833000000,1987
jor,2951000000,1988
jor,3126000000,1989
jor,3588000000,1990
jor,3439000000,1991
jor,4047000000,1992
jor,4416000000,1993
jor,4818000000,1994
jor,5315000000,1995
jor,5696000000,1996
jor,5810000000,1997
jor,6157000000,1998
jor,6386000000,1999
jor,6647000000,2000
jor,6898000000,2001
jor,7394000000,2002
jor,7735000000,2003
jor,8530000000,2004
jor,8983000000,2005
jor,9983000000,2006
jor,11170000000,2007
jor,12240000000,2008
jor,12730000000,2009
jor,13770000000,2010
kaz,97610000000,1990
kaz,93170000000,1991
kaz,87980000000,1992
kaz,74000000000,1993
kaz,69970000000,1994
kaz,64360000000,1995
kaz,57140000000,1996
kaz,49150000000,1997
kaz,45010000000,1998
kaz,42810000000,1999
kaz,47410000000,2000
kaz,52320000000,2001
kaz,53030000000,2002
kaz,56380000000,2003
kaz,58090000000,2004
kaz,60870000000,2005
kaz,65250000000,2006
kaz,69450000000,2007
kaz,73410000000,2008
kaz,70450000000,2009
kaz,75770000000,2010
ken,909000000,1971
ken,996000000,1972
ken,1067000000,1973
ken,1137000000,1974
ken,1220000000,1975
ken,1351000000,1976
