geo,population_aged_20_39_years_total_number,time
blz,140000,2030
blz,142000,2035
blz,143000,2040
blz,144000,2045
blz,142000,2050
ben,540000,1950
ben,556000,1955
ben,592000,1960
ben,655000,1965
ben,722000,1970
ben,802000,1975
ben,912000,1980
ben,1055000,1985
ben,1254000,1990
ben,1565000,1995
ben,1832000,2000
ben,2215000,2005
ben,2620000,2010
ben,3060000,2015
ben,3557000,2020
ben,4115000,2025
ben,4761000,2030
ben,5438000,2035
ben,6083000,2040
ben,6654000,2045
ben,7105000,2050
btn,48000,1950
btn,59000,1955
btn,67000,1960
btn,76000,1965
btn,88000,1970
btn,105000,1975
btn,122000,1980
btn,131000,1985
btn,143000,1990
btn,132000,1995
btn,154000,2000
btn,212000,2005
btn,251000,2010
btn,288000,2015
btn,298000,2020
btn,293000,2025
btn,282000,2030
btn,276000,2035
btn,279000,2040
btn,278000,2045
btn,275000,2050
bol,754000,1950
bol,828000,1955
bol,923000,1960
bol,1024000,1965
bol,1140000,1970
bol,1289000,1975
bol,1478000,1980
bol,1671000,1985
bol,1882000,1990
bol,2145000,1995
bol,2410000,2000
bol,2706000,2005
bol,3037000,2010
bol,3394000,2015
bol,3737000,2020
bol,4049000,2025
bol,4270000,2030
bol,4371000,2035
bol,4418000,2040
bol,4393000,2045
bol,4320000,2050
bih,725000,1950
bih,877000,1955
bih,1042000,1960
bih,1063000,1965
bih,1066000,1970
bih,1155000,1975
bih,1261000,1980
bih,1446000,1985
bih,1472000,1990
bih,1096000,1995
bih,1122000,2000
bih,1117000,2005
bih,1121000,2010
bih,1072000,2015
bih,1016000,2020
bih,906000,2025
bih,781000,2030
bih,722000,2035
bih,662000,2040
bih,630000,2045
bih,596000,2050
bwa,113000,1950
bwa,131000,1955
bwa,142000,1960
bwa,151000,1965
bwa,171000,1970
bwa,211000,1975
bwa,266000,1980
bwa,319000,1985
bwa,387000,1990
bwa,461000,1995
bwa,538000,2000
bwa,610000,2005
bwa,701000,2010
bwa,771000,2015
bwa,809000,2020
bwa,814000,2025
bwa,824000,2030
bwa,845000,2035
bwa,870000,2040
bwa,896000,2045
bwa,898000,2050
bra,15660000,1950
bra,17740000,1955
bra,20270000,1960
bra,22740000,1965
bra,26010000,1970
bra,30740000,1975
bra,36200000,1980
bra,42980000,1985
bra,48520000,1990
bra,52990000,1995
bra,57580000,2000
bra,61880000,2005
bra,65110000,2010
bra,66750000,2015
bra,67480000,2020
bra,66680000,2025
bra,64540000,2030
bra,61850000,2035
bra,57720000,2040
bra,52950000,2045
bra,49550000,2050
brn,14000,1950
brn,18000,1955
brn,23000,1960
brn,27000,1965
brn,34000,1970
brn,45000,1975
brn,67000,1980
brn,78000,1985
brn,101000,1990
brn,114000,1995
brn,125000,2000
brn,140000,2005
brn,153000,2010
brn,164000,2015
brn,174000,2020
brn,180000,2025
brn,183000,2030
brn,183000,2035
brn,184000,2040
brn,188000,2045
brn,190000,2050
bgr,2316000,1950
bgr,2380000,1955
bgr,2549000,1960
bgr,2473000,1965
bgr,2486000,1970
bgr,2477000,1975
bgr,2515000,1980
bgr,2545000,1985
bgr,2410000,1990
bgr,2270000,1995
bgr,2241000,2000
bgr,2215000,2005
bgr,2157000,2010
bgr,1963000,2015
bgr,1683000,2020
bgr,1465000,2025
bgr,1305000,2030
bgr,1250000,2035
bgr,1244000,2040
bgr,1200000,2045
bgr,1107000,2050
bfa,1239000,1950
bfa,1287000,1955
bfa,1354000,1960
bfa,1429000,1965
bfa,1514000,1970
bfa,1616000,1975
bfa,1757000,1980
bfa,1959000,1985
bfa,2315000,1990
bfa,2748000,1995
bfa,3241000,2000
bfa,3944000,2005
bfa,4594000,2010
bfa,5324000,2015
bfa,6145000,2020
bfa,7120000,2025
bfa,8563000,2030
bfa,10040000,2035
bfa,11460000,2040
bfa,12730000,2045
bfa,13590000,2050
bdi,716000,1950
bdi,742000,1955
bdi,782000,1960
bdi,832000,1965
bdi,897000,1970
bdi,929000,1975
bdi,1115000,1980
bdi,1419000,1985
bdi,1659000,1990
bdi,1672000,1995
bdi,1630000,2000
bdi,2114000,2005
bdi,2807000,2010
bdi,3227000,2015
bdi,3509000,2020
bdi,3647000,2025
bdi,3785000,2030
bdi,4043000,2035
bdi,4345000,2040
bdi,4586000,2045
bdi,4686000,2050
khm,1252000,1950
khm,1394000,1955
khm,1556000,1960
khm,1743000,1965
khm,1948000,1970
khm,2020000,1975
khm,2003000,1980
khm,2351000,1985
khm,2794000,1990
khm,3174000,1995
khm,3407000,2000
khm,4154000,2005
khm,4951000,2010
khm,5859000,2015
khm,6587000,2020
khm,6550000,2025
khm,6502000,2030
khm,6466000,2035
khm,6670000,2040
khm,6974000,2045
khm,7079000,2050
cmr,1294000,1950
cmr,1407000,1955
cmr,1535000,1960
cmr,1681000,1965
cmr,1854000,1970
cmr,2079000,1975
cmr,2365000,1980
cmr,2712000,1985
cmr,3182000,1990
cmr,3743000,1995
cmr,4406000,2000
cmr,5164000,2005
cmr,6018000,2010
cmr,6911000,2015
cmr,7676000,2020
cmr,8475000,2025
cmr,9361000,2030
cmr,10200000,2035
cmr,10980000,2040
cmr,11500000,2045
cmr,11820000,2050
can,4224000,1950
can,4602000,1955
can,4946000,1960
can,5119000,1965
can,6057000,1970
can,7117000,1975
can,8254000,1980
can,9177000,1985
can,9533000,1990
can,9390000,1995
can,9109000,2000
can,8974000,2005
can,9235000,2010
can,9641000,2015
can,9728000,2020
can,9596000,2025
can,9450000,2030
can,9332000,2035
can,9547000,2040
can,9920000,2045
can,10250000,2050
cpv,44000,1950
cpv,47000,1955
cpv,52000,1960
cpv,53000,1965
cpv,54000,1970
cpv,56000,1975
cpv,56000,1980
cpv,74000,1985
cpv,91000,1990
cpv,106000,1995
cpv,122000,2000
cpv,140000,2005
cpv,160000,2010
cpv,184000,2015
cpv,198000,2020
cpv,202000,2025
cpv,198000,2030
cpv,193000,2035
cpv,191000,2040
cpv,187000,2045
cpv,185000,2050
caf,383000,1950
caf,405000,1955
caf,431000,1960
caf,465000,1965
caf,503000,1970
caf,534000,1975
caf,595000,1980
caf,704000,1985
caf,785000,1990
caf,922000,1995
caf,1050000,2000
caf,1163000,2005
caf,1333000,2010
caf,1516000,2015
caf,1708000,2020
caf,1888000,2025
caf,2040000,2030
caf,2181000,2035
caf,2293000,2040
caf,2384000,2045
caf,2463000,2050
tcd,705000,1950
tcd,759000,1955
tcd,819000,1960
tcd,892000,1965
tcd,968000,1970
tcd,1096000,1975
tcd,1211000,1980
tcd,1363000,1985
tcd,1592000,1990
tcd,1852000,1995
tcd,2206000,2000
tcd,2675000,2005
tcd,3150000,2010
tcd,3686000,2015
tcd,4294000,2020
tcd,5022000,2025
tcd,5814000,2030
tcd,6667000,2035
tcd,7549000,2040
tcd,8406000,2045
tcd,9208000,2050
chanisl,30000,1950
chanisl,30000,1955
chanisl,30000,1960
chanisl,32000,1965
chanisl,33000,1970
chanisl,37000,1975
chanisl,38000,1980
chanisl,44000,1985
chanisl,48000,1990
chanisl,47000,1995
chanisl,46000,2000
chanisl,41000,2005
chanisl,38000,2010
chanisl,37000,2015
chanisl,37000,2020
chanisl,36000,2025
chanisl,33000,2030
chanisl,33000,2035
chanisl,31000,2040
chanisl,29000,2045
chanisl,29000,2050
chl,1758000,1950
chl,1905000,1955
chl,2061000,1960
chl,2309000,1965
chl,2591000,1970
chl,2948000,1975
chl,3478000,1980
chl,4051000,1985
chl,4496000,1990
chl,4864000,1995
chl,4927000,2000
chl,4972000,2005
chl,5189000,2010
chl,5435000,2015
chl,5592000,2020
chl,5510000,2025
chl,5302000,2030
chl,5083000,2035
chl,5008000,2040
chl,5010000,2045
chl,4966000,2050
chn,162700000,1950
chn,173300000,1955
chn,181900000,1960
chn,191400000,1965
chn,213300000,1970
chn,253100000,1975
chn,288900000,1980
chn,341400000,1985
chn,400900000,1990
chn,432100000,1995
chn,441300000,2000
chn,436500000,2005
chn,433300000,2010
chn,419400000,2015
chn,418300000,2020
chn,403300000,2025
chn,368100000,2030
chn,353500000,2035
chn,348700000,2040
chn,343700000,2045
chn,332000000,2050
col,3355000,1950
col,3661000,1955
col,4032000,1960
col,4488000,1965
col,5280000,1970
col,6435000,1975
col,7836000,1980
col,9478000,1985
col,11010000,1990
col,11990000,1995
col,13040000,2000
col,13900000,2005
col,14650000,2010
col,15620000,2015
col,16240000,2020
col,16650000,2025
col,16940000,2030
col,17010000,2035
col,17010000,2040
col,16930000,2045
col,16680000,2050
com,48000,1950
com,51000,1955
com,53000,1960
com,55000,1965
com,58000,1970
com,67000,1975
com,82000,1980
com,99000,1985
com,119000,1990
com,141000,1995
com,167000,2000
com,200000,2005
com,226000,2010
com,246000,2015
com,264000,2020
com,279000,2025
com,309000,2030
com,338000,2035
com,360000,2040
com,370000,2045
com,371000,2050
cod,3333000,1950
cod,3758000,1955
cod,4276000,1960
cod,4872000,1965
cod,5615000,1970
cod,6396000,1975
cod,7301000,1980
cod,8277000,1985
cod,9576000,1990
cod,11450000,1995
cod,13010000,2000
cod,15380000,2005
cod,18360000,2010
cod,21900000,2015
cod,25910000,2020
cod,30310000,2025
cod,34560000,2030
cod,38840000,2035
cod,42990000,2040
cod,46580000,2045
cod,49650000,2050
cog,233000,1950
cog,256000,1955
cog,283000,1960
cog,314000,1965
cog,352000,1970
cog,401000,1975
cog,465000,1980
cog,552000,1985
cog,657000,1990
cog,768000,1995
cog,850000,2000
cog,1009000,2005
cog,1151000,2010
cog,1362000,2015
cog,1546000,2020
cog,1685000,2025
cog,1810000,2030
cog,1920000,2035
cog,2031000,2040
cog,2110000,2045
cog,2165000,2050
cri,268000,1950
cri,292000,1955
cri,321000,1960
cri,370000,1965
cri,438000,1970
cri,549000,1975
cri,701000,1980
cri,885000,1985
cri,1039000,1990
cri,1145000,1995
cri,1274000,2000
cri,1399000,2005
cri,1536000,2010
cri,1663000,2015
cri,1723000,2020
cri,1721000,2025
cri,1658000,2030
cri,1626000,2035
cri,1602000,2040
cri,1587000,2045
cri,1587000,2050
civ,722000,1950
civ,855000,1955
civ,1016000,1960
civ,1243000,1965
civ,1495000,1970
civ,1837000,1975
civ,2278000,1980
civ,2801000,1985
civ,3378000,1990
civ,4126000,1995
civ,4912000,2000
civ,5496000,2005
civ,6326000,2010
civ,7356000,2015
civ,8389000,2020
civ,9511000,2025
civ,10620000,2030
civ,11640000,2035
civ,12540000,2040
civ,13240000,2045
civ,13800000,2050
hrv,1105000,1950
hrv,1188000,1955
hrv,1297000,1960
hrv,1262000,1965
hrv,1260000,1970
hrv,1287000,1975
hrv,1307000,1980
hrv,1357000,1985
hrv,1336000,1990
hrv,1323000,1995
hrv,1238000,2000
hrv,1217000,2005
hrv,1194000,2010
hrv,1157000,2015
hrv,1090000,2020
hrv,994000,2025
hrv,929000,2030
hrv,887000,2035
hrv,853000,2040
hrv,846000,2045
hrv,824000,2050
cub,1760000,1950
cub,1891000,1955
cub,2086000,1960
cub,2240000,1965
cub,2373000,1970
cub,2609000,1975
cub,2794000,1980
cub,3253000,1985
cub,3694000,1990
cub,3958000,1995
cub,3742000,2000
cub,3553000,2005
cub,3233000,2010
cub,2954000,2015
cub,2894000,2020
cub,2830000,2025
cub,2558000,2030
cub,2346000,2035
cub,2172000,2040
cub,2029000,2045
cub,1925000,2050
cyp,143000,1950
cyp,147000,1955
cyp,153000,1960
cyp,156000,1965
cyp,166000,1970
cyp,188000,1975
cyp,199000,1980
cyp,211000,1985
cyp,208000,1990
cyp,217000,1995
cyp,229000,2000
cyp,244000,2005
cyp,264000,2010
cyp,284000,2015
cyp,285000,2020
cyp,275000,2025
cyp,265000,2030
cyp,257000,2035
cyp,261000,2040
cyp,272000,2045
cyp,280000,2050
cze,2580000,1950
cze,2472000,1955
cze,2581000,1960
cze,2555000,1965
cze,2733000,1970
cze,2949000,1975
cze,3092000,1980
cze,3055000,1985
cze,2877000,1990
cze,2896000,1995
cze,3062000,2000
cze,3097000,2005
cze,3201000,2010
cze,3002000,2015
cze,2619000,2020
cze,2408000,2025
cze,2287000,2030
cze,2261000,2035
cze,2353000,2040
cze,2385000,2045
cze,2309000,2050
dnk,1234000,1950
dnk,1199000,1955
dnk,1180000,1960
dnk,1245000,1965
dnk,1372000,1970
dnk,1467000,1975
dnk,1532000,1980
dnk,1550000,1985
dnk,1537000,1990
dnk,1555000,1995
dnk,1532000,2000
dnk,1421000,2005
dnk,1332000,2010
dnk,1315000,2015
dnk,1338000,2020
dnk,1392000,2025
dnk,1410000,2030
dnk,1365000,2035
dnk,1326000,2040
dnk,1310000,2045
dnk,1311000,2050
dji,17000,1950
dji,19000,1955
dji,23000,1960
dji,33000,1965
dji,45000,1970
dji,62000,1975
dji,95000,1980
dji,113000,1985
dji,158000,1990
dji,181000,1995
dji,218000,2000
dji,248000,2005
dji,284000,2010
dji,321000,2015
dji,351000,2020
dji,377000,2025
dji,395000,2030
dji,406000,2035
dji,422000,2040
dji,438000,2045
dji,451000,2050
dom,641000,1950
dom,757000,1955
dom,881000,1960
dom,1012000,1965
dom,1158000,1970
dom,1356000,1975
dom,1624000,1980
dom,1943000,1985
dom,2275000,1990
dom,2561000,1995
dom,2782000,2000
dom,2978000,2005
dom,3175000,2010
dom,3381000,2015
dom,3538000,2020
dom,3660000,2025
dom,3742000,2030
dom,3766000,2035
dom,3772000,2040
dom,3722000,2045
dom,3633000,2050
ecu,911000,1950
ecu,1014000,1955
ecu,1155000,1960
ecu,1319000,1965
ecu,1522000,1970
ecu,1834000,1975
ecu,2198000,1980
ecu,2636000,1985
ecu,3133000,1990
ecu,3572000,1995
ecu,3864000,2000
ecu,4059000,2005
ecu,4242000,2010
ecu,4519000,2015
ecu,4806000,2020
ecu,4998000,2025
ecu,5064000,2030
ecu,5037000,2035
ecu,4932000,2040
ecu,4819000,2045
ecu,4713000,2050
egy,6395000,1950
egy,6990000,1955
egy,7546000,1960
egy,8073000,1965
egy,9265000,1970
egy,10440000,1975
egy,11890000,1980
egy,14050000,1985
egy,15980000,1990
egy,17910000,1995
egy,20550000,2000
egy,23890000,2005
egy,27930000,2010
egy,30420000,2015
egy,32010000,2020
egy,32930000,2025
egy,33340000,2030
egy,35060000,2035
egy,36250000,2040
egy,36620000,2045
egy,36320000,2050
slv,599000,1950
slv,662000,1955
slv,730000,1960
slv,826000,1965
slv,945000,1970
slv,1092000,1975
slv,1215000,1980
slv,1306000,1985
slv,1441000,1990
slv,1636000,1995
slv,1713000,2000
slv,1750000,2005
slv,1829000,2010
slv,1991000,2015
slv,2172000,2020
slv,2246000,2025
slv,2269000,2030
slv,2217000,2035
slv,2151000,2040
slv,2177000,2045
slv,2172000,2050
gnq,66000,1950
gnq,69000,1955
gnq,72000,1960
gnq,76000,1965
gnq,80000,1970
gnq,45000,1975
gnq,41000,1980
gnq,102000,1985
gnq,133000,1990
gnq,150000,1995
gnq,149000,2000
gnq,156000,2005
gnq,181000,2010
gnq,214000,2015
gnq,257000,2020
gnq,292000,2025
gnq,324000,2030
gnq,362000,2035
gnq,403000,2040
gnq,443000,2045
gnq,475000,2050
eri,306000,1950
eri,348000,1955
eri,398000,1960
eri,457000,1965
eri,516000,1970
eri,579000,1975
eri,629000,1980
eri,690000,1985
eri,773000,1990
eri,748000,1995
eri,1027000,2000
eri,1453000,2005
eri,1763000,2010
eri,1978000,2015
eri,2086000,2020
eri,2315000,2025
eri,2623000,2030
eri,2950000,2035
eri,3229000,2040
eri,3375000,2045
eri,3424000,2050
est,304000,1950
est,333000,1955
est,382000,1960
est,405000,1965
est,414000,1970
est,426000,1975
est,432000,1980
est,451000,1985
est,458000,1990
est,399000,1995
est,375000,2000
est,379000,2005
est,395000,2010
est,377000,2015
est,345000,2020
est,309000,2025
est,279000,2030
est,288000,2035
est,306000,2040
est,315000,2045
est,302000,2050
eth,5113000,1950
eth,5668000,1955
eth,6335000,1960
eth,7148000,1965
eth,8107000,1970
eth,9085000,1975
eth,9632000,1980
eth,11140000,1985
eth,13000000,1990
eth,15250000,1995
eth,17470000,2000
eth,20120000,2005
eth,23710000,2010
eth,28270000,2015
eth,33190000,2020
eth,38070000,2025
eth,42910000,2030
eth,47270000,2035
eth,51310000,2040
eth,54850000,2045
eth,57340000,2050
fji,80000,1950
fji,90000,1955
fji,103000,1960
fji,123000,1965
fji,145000,1970
fji,171000,1975
fji,196000,1980
fji,229000,1985
fji,233000,1990
fji,244000,1995
fji,245000,2000
fji,252000,2005
fji,262000,2010
fji,277000,2015
fji,285000,2020
fji,287000,2025
fji,289000,2030
fji,282000,2035
fji,269000,2040
fji,258000,2045
fji,247000,2050
fin,1186000,1950
fin,1183000,1955
fin,1219000,1960
fin,1242000,1965
fin,1335000,1970
fin,1486000,1975
fin,1551000,1980
fin,1614000,1985
fin,1519000,1990
fin,1424000,1995
fin,1365000,2000
fin,1324000,2005
fin,1313000,2010
fin,1354000,2015
fin,1336000,2020
fin,1295000,2025
fin,1276000,2030
fin,1249000,2035
fin,1255000,2040
fin,1268000,2045
fin,1264000,2050
fra,11370000,1950
fra,11570000,1955
fra,12630000,1960
fra,12580000,1965
fra,13560000,1970
fra,14580000,1975
fra,15730000,1980
fra,17120000,1985
fra,17140000,1990
fra,17060000,1995
fra,16500000,2000
fra,16330000,2005
fra,15980000,2010
fra,15490000,2015
fra,15500000,2020
fra,15560000,2025
fra,15660000,2030
fra,15770000,2035
fra,15770000,2040
fra,15480000,2045
fra,15200000,2050
guf,8000,1950
guf,8000,1955
guf,8000,1960
guf,11000,1965
guf,13000,1970
guf,16000,1975
guf,22000,1980
guf,30000,1985
guf,40000,1990
guf,45000,1995
guf,50000,2000
guf,61000,2005
guf,67000,2010
guf,77000,2015
guf,89000,2020
guf,101000,2025
guf,111000,2030
guf,118000,2035
guf,124000,2040
guf,128000,2045
guf,133000,2050
pyf,16000,1950
pyf,19000,1955
pyf,21000,1960
pyf,24000,1965
pyf,28000,1970
pyf,36000,1975
pyf,45000,1980
pyf,54000,1985
pyf,63000,1990
pyf,73000,1995
pyf,78000,2000
pyf,82000,2005
pyf,87000,2010
pyf,91000,2015
pyf,96000,2020
pyf,97000,2025
pyf,93000,2030
pyf,94000,2035
pyf,93000,2040
pyf,93000,2045
pyf,91000,2050
gab,140000,1950
gab,140000,1955
gab,140000,1960
gab,140000,1965
gab,144000,1970
gab,164000,1975
gab,192000,1980
gab,223000,1985
gab,261000,1990
gab,302000,1995
gab,350000,2000
gab,405000,2005
gab,466000,2010
gab,539000,2015
gab,600000,2020
gab,646000,2025
gab,679000,2030
gab,697000,2035
gab,718000,2040
gab,741000,2045
gab,756000,2050
gmb,75000,1950
gmb,83000,1955
gmb,98000,1960
gmb,117000,1965
gmb,132000,1970
gmb,151000,1975
gmb,169000,1980
gmb,195000,1985
gmb,240000,1990
gmb,297000,1995
gmb,365000,2000
gmb,428000,2005
gmb,492000,2010
gmb,570000,2015
gmb,665000,2020
gmb,771000,2025
gmb,881000,2030
gmb,985000,2035
gmb,1075000,2040
gmb,1151000,2045
gmb,1219000,2050
geo,1017000,1950
geo,1147000,1955
geo,1379000,1960
geo,1409000,1965
geo,1325000,1970
geo,1357000,1975
geo,1380000,1980
geo,1589000,1985
geo,1676000,1990
geo,1514000,1995
geo,1372000,2000
geo,1267000,2005
geo,1204000,2010
geo,1182000,2015
geo,1093000,2020
geo,1004000,2025
geo,898000,2030
geo,814000,2035
geo,808000,2040
geo,787000,2045
geo,730000,2050
deu,18080000,1950
deu,17910000,1955
deu,20620000,1960
deu,21590000,1965
deu,21500000,1970
deu,22330000,1975
deu,21910000,1980
deu,23020000,1985
deu,25080000,1990
deu,25240000,1995
deu,23640000,2000
deu,21600000,2005
deu,19880000,2010
deu,19230000,2015
deu,18650000,2020
deu,17590000,2025
deu,16180000,2030
deu,15250000,2035
deu,14610000,2040
deu,14230000,2045
deu,14020000,2050
gha,1375000,1950
gha,1614000,1955
gha,1889000,1960
gha,2166000,1965
gha,2395000,1970
gha,2660000,1975
gha,2910000,1980
gha,3474000,1985
gha,4093000,1990
gha,4914000,1995
gha,5757000,2000
gha,6630000,2005
gha,7539000,2010
gha,8482000,2015
gha,9362000,2020
gha,10200000,2025
gha,11040000,2030
gha,11880000,2035
gha,12690000,2040
gha,13420000,2045
gha,13980000,2050
grc,2321000,1950
grc,2509000,1955
grc,2678000,1960
grc,2626000,1965
grc,2396000,1970
grc,2388000,1975
grc,2569000,1980
grc,2738000,1985
grc,2896000,1990
grc,3184000,1995
grc,3351000,2000
grc,3346000,2005
grc,3155000,2010
grc,2921000,2015
grc,2653000,2020
grc,2467000,2025
grc,2418000,2030
grc,2397000,2035
grc,2370000,2040
grc,2325000,2045
grc,2254000,2050
grd,16000,1950
grd,19000,1955
grd,20000,1960
grd,19000,1965
grd,17000,1970
grd,19000,1975
grd,21000,1980
grd,30000,1985
grd,25000,1990
grd,28000,1995
grd,29000,2000
grd,31000,2005
grd,36000,2010
