geo,improved_water_source_overall_access_percent,time
irq,81,1993
irq,80,1994
irq,80,1995
irq,80,1996
irq,80,1997
irq,81,1998
irq,80,1999
irq,80,2000
irq,79,2001
irq,80,2002
irq,79,2003
irq,80,2004
irq,80,2005
irq,79,2006
irq,79,2007
irq,79,2008
irq,79,2009
irq,79,2010
irl,100,1990
irl,100,1991
irl,100,1992
irl,100,1993
irl,100,1994
irl,100,1995
irl,100,1996
irl,100,1997
irl,100,1998
irl,100,1999
irl,100,2000
irl,100,2001
irl,100,2002
irl,100,2003
irl,100,2004
irl,100,2005
irl,100,2006
irl,100,2007
irl,100,2008
irl,100,2009
irl,100,2010
isr,100,1990
isr,100,1991
isr,100,1992
isr,100,1993
isr,100,1994
isr,100,1995
isr,100,1996
isr,100,1997
isr,100,1998
isr,100,1999
isr,100,2000
isr,100,2001
isr,100,2002
isr,100,2003
isr,100,2004
isr,100,2005
isr,100,2006
isr,100,2007
isr,100,2008
isr,100,2009
isr,100,2010
ita,100,1990
ita,100,1991
ita,100,1992
ita,100,1993
ita,100,1994
ita,100,1995
ita,100,1996
ita,100,1997
ita,100,1998
ita,100,1999
ita,100,2000
ita,100,2001
ita,100,2002
ita,100,2003
ita,100,2004
ita,100,2005
ita,100,2006
ita,100,2007
ita,100,2008
ita,100,2009
ita,100,2010
jam,93,1990
jam,93,1991
jam,93,1992
jam,93,1993
jam,93,1994
jam,93,1995
jam,93,1996
jam,93,1997
jam,93,1998
jam,93,1999
jam,93,2000
jam,93,2001
jam,93,2002
jam,93,2003
jam,93,2004
jam,93,2005
jam,93,2006
jam,93,2007
jam,93,2008
jam,93,2009
jam,93,2010
jpn,100,1990
jpn,100,1991
jpn,100,1992
jpn,100,1993
jpn,100,1994
jpn,100,1995
jpn,100,1996
jpn,100,1997
jpn,100,1998
jpn,100,1999
jpn,100,2000
jpn,100,2001
jpn,100,2002
jpn,100,2003
jpn,100,2004
jpn,100,2005
jpn,100,2006
jpn,100,2007
jpn,100,2008
jpn,100,2009
jpn,100,2010
jor,97,1990
jor,97,1991
jor,97,1992
jor,96,1993
jor,96,1994
jor,96,1995
jor,97,1996
jor,97,1997
jor,97,1998
jor,96,1999
jor,96,2000
jor,96,2001
jor,96,2002
jor,96,2003
jor,97,2004
jor,97,2005
jor,97,2006
jor,97,2007
jor,97,2008
jor,97,2009
jor,97,2010
kaz,96,1990
kaz,96,1991
kaz,96,1992
kaz,96,1993
kaz,96,1994
kaz,96,1995
kaz,96,1996
kaz,96,1997
kaz,96,1998
kaz,95,1999
kaz,96,2000
kaz,95,2001
kaz,96,2002
kaz,96,2003
kaz,96,2004
kaz,96,2005
kaz,96,2006
kaz,95,2007
kaz,95,2008
kaz,95,2009
kaz,95,2010
ken,44,1990
ken,45,1991
ken,45,1992
ken,46,1993
ken,47,1994
ken,48,1995
ken,49,1996
ken,49,1997
ken,50,1998
ken,51,1999
ken,52,2000
ken,52,2001
ken,53,2002
ken,53,2003
ken,54,2004
ken,55,2005
ken,56,2006
ken,56,2007
ken,57,2008
ken,58,2009
ken,59,2010
kir,48,1990
kir,49,1991
kir,50,1992
kir,52,1993
kir,53,1994
kir,54,1995
kir,56,1996
kir,57,1997
kir,59,1998
kir,60,1999
kir,62,2000
kir,62,2001
kir,63,2002
kir,63,2003
kir,63,2004
kir,63,2005
kir,63,2006
prk,100,1990
prk,100,1991
prk,100,1992
prk,100,1993
prk,100,1994
prk,100,1995
prk,100,1996
prk,100,1997
prk,100,1998
prk,100,1999
prk,100,2000
prk,100,2001
prk,100,2002
prk,100,2003
prk,99,2004
prk,99,2005
prk,99,2006
prk,99,2007
prk,99,2008
prk,98,2009
prk,98,2010
kor,90,1991
kor,90,1992
kor,90,1993
kor,90,1994
kor,90,1995
kor,91,1996
kor,91,1997
kor,93,1998
kor,93,1999
kor,93,2000
kor,94,2001
kor,94,2002
kor,95,2003
kor,96,2004
kor,96,2005
kor,96,2006
kor,97,2007
kor,98,2008
kor,98,2009
kor,98,2010
kwt,99,1990
kwt,99,1991
kwt,99,1992
kwt,99,1993
kwt,99,1994
kwt,99,1995
kwt,99,1996
kwt,99,1997
kwt,99,1998
kwt,99,1999
kwt,99,2000
kwt,99,2001
kwt,99,2002
kwt,99,2003
kwt,99,2004
kwt,99,2005
kwt,99,2006
kwt,99,2007
kwt,99,2008
kwt,99,2009
kwt,99,2010
kgz,78,1991
kgz,78,1992
kgz,78,1993
kgz,78,1994
kgz,78,1995
kgz,78,1996
kgz,79,1997
kgz,80,1998
kgz,81,1999
kgz,82,2000
kgz,83,2001
kgz,84,2002
kgz,85,2003
kgz,86,2004
kgz,87,2005
kgz,88,2006
kgz,89,2007
kgz,90,2008
kgz,90,2009
kgz,90,2010
lao,39,1994
lao,39,1995
lao,40,1996
lao,40,1997
lao,41,1998
lao,43,1999
lao,45,2000
lao,48,2001
lao,50,2002
lao,53,2003
lao,55,2004
lao,57,2005
lao,59,2006
lao,61,2007
lao,63,2008
lao,64,2009
lao,67,2010
lva,99,1990
lva,99,1991
lva,99,1992
lva,99,1993
lva,99,1994
lva,99,1995
lva,99,1996
lva,99,1997
lva,99,1998
lva,99,1999
lva,99,2000
lva,99,2001
lva,99,2002
lva,99,2003
lva,99,2004
lva,99,2005
lva,99,2006
lva,99,2007
lva,99,2008
lva,99,2009
lva,99,2010
lbn,100,1990
lbn,100,1991
lbn,100,1992
lbn,100,1993
lbn,100,1994
lbn,100,1995
lbn,100,1996
lbn,100,1997
lbn,100,1998
lbn,100,1999
lbn,100,2000
lbn,100,2001
lbn,100,2002
lbn,100,2003
lbn,100,2004
lbn,100,2005
lbn,100,2006
lbn,100,2007
lbn,100,2008
lbn,100,2009
lbn,100,2010
lso,80,1990
lso,80,1991
lso,81,1992
lso,81,1993
lso,81,1994
lso,80,1995
lso,80,1996
lso,80,1997
lso,80,1998
lso,79,1999
lso,80,2000
lso,80,2001
lso,79,2002
lso,79,2003
lso,79,2004
lso,78,2005
lso,78,2006
lso,78,2007
lso,79,2008
lso,78,2009
lso,78,2010
lbr,58,1994
lbr,58,1995
lbr,58,1996
lbr,58,1997
lbr,59,1998
lbr,59,1999
lbr,61,2000
lbr,62,2001
lbr,63,2002
lbr,64,2003
lbr,65,2004
lbr,67,2005
lbr,68,2006
lbr,70,2007
lbr,71,2008
lbr,72,2009
lbr,73,2010
lby,54,1990
lby,54,1991
lby,54,1992
lby,54,1993
lby,54,1994
lby,54,1995
lby,54,1996
lby,54,1997
lby,54,1998
lby,54,1999
lby,54,2000
lby,54,2001
ltu,92,1997
ltu,92,1998
ltu,92,1999
ltu,92,2000
ltu,92,2001
ltu,92,2002
ltu,92,2003
ltu,92,2004
ltu,92,2005
ltu,92,2006
ltu,92,2007
ltu,92,2008
ltu,92,2009
lux,100,1990
lux,100,1991
lux,100,1992
lux,100,1993
lux,100,1994
lux,100,1995
lux,100,1996
lux,100,1997
lux,100,1998
lux,100,1999
lux,100,2000
lux,100,2001
lux,100,2002
lux,100,2003
lux,100,2004
lux,100,2005
lux,100,2006
lux,100,2007
lux,100,2008
lux,100,2009
lux,100,2010
mkd,100,1990
mkd,100,1991
mkd,100,1992
mkd,100,1993
mkd,100,1994
mkd,100,1995
mkd,100,1996
mkd,100,1997
mkd,100,1998
mkd,100,1999
mkd,100,2000
mkd,100,2001
mkd,100,2002
mkd,100,2003
mkd,100,2004
mkd,100,2005
mkd,100,2006
mkd,100,2007
mkd,100,2008
mkd,100,2009
mkd,100,2010
mdg,29,1990
mdg,29,1991
mdg,30,1992
mdg,32,1993
mdg,33,1994
mdg,33,1995
mdg,34,1996
mdg,35,1997
mdg,36,1998
mdg,37,1999
mdg,38,2000
mdg,39,2001
mdg,40,2002
mdg,40,2003
mdg,41,2004
mdg,42,2005
mdg,43,2006
mdg,44,2007
mdg,45,2008
mdg,46,2009
mdg,46,2010
mwi,41,1990
mwi,43,1991
mwi,46,1992
mwi,48,1993
mwi,50,1994
mwi,52,1995
mwi,54,1996
mwi,57,1997
mwi,59,1998
mwi,61,1999
mwi,62,2000
mwi,64,2001
mwi,67,2002
mwi,69,2003
mwi,71,2004
mwi,73,2005
mwi,75,2006
mwi,77,2007
mwi,79,2008
mwi,80,2009
mwi,83,2010
mys,88,1990
mys,89,1991
mys,90,1992
mys,91,1993
mys,91,1994
mys,92,1995
mys,94,1996
mys,94,1997
mys,95,1998
mys,96,1999
mys,97,2000
mys,97,2001
mys,98,2002
mys,99,2003
mys,99,2004
mys,100,2005
mys,100,2006
mys,100,2007
mys,100,2008
mys,100,2009
mys,100,2010
mdv,93,1990
mdv,93,1991
mdv,93,1992
mdv,93,1993
mdv,93,1994
mdv,93,1995
mdv,94,1996
mdv,94,1997
mdv,95,1998
mdv,95,1999
mdv,95,2000
mdv,96,2001
mdv,96,2002
mdv,97,2003
mdv,97,2004
mdv,97,2005
mdv,97,2006
mdv,97,2007
mdv,98,2008
mdv,98,2009
mdv,98,2010
mli,28,1990
mli,30,1991
mli,32,1992
mli,33,1993
mli,35,1994
mli,37,1995
mli,39,1996
mli,40,1997
mli,42,1998
mli,44,1999
mli,46,2000
mli,47,2001
mli,49,2002
mli,51,2003
mli,53,2004
mli,55,2005
mli,57,2006
mli,59,2007
mli,60,2008
mli,63,2009
mli,64,2010
mlt,100,1990
mlt,100,1991
mlt,100,1992
mlt,100,1993
mlt,100,1994
mlt,100,1995
mlt,100,1996
mlt,100,1997
mlt,100,1998
mlt,100,1999
mlt,100,2000
mlt,100,2001
mlt,100,2002
mlt,100,2003
mlt,100,2004
mlt,100,2005
mlt,100,2006
mlt,100,2007
mlt,100,2008
mlt,100,2009
mlt,100,2010
mhl,95,1990
mhl,95,1991
mhl,95,1992
mhl,95,1993
mhl,95,1994
mhl,95,1995
mhl,95,1996
mhl,95,1997
mhl,95,1998
mhl,95,1999
mhl,95,2000
mhl,95,2001
mhl,95,2002
mhl,95,2003
mhl,95,2004
mhl,94,2005
mhl,94,2006
mhl,94,2007
mhl,94,2008
mhl,94,2009
mhl,94,2010
mrt,30,1990
mrt,31,1991
mrt,32,1992
mrt,34,1993
mrt,35,1994
mrt,36,1995
mrt,36,1996
mrt,37,1997
mrt,38,1998
mrt,39,1999
mrt,40,2000
mrt,42,2001
mrt,42,2002
mrt,43,2003
mrt,44,2004
mrt,45,2005
mrt,46,2006
mrt,47,2007
mrt,49,2008
mrt,50,2009
mrt,50,2010
mus,99,1990
mus,99,1991
mus,99,1992
mus,99,1993
mus,99,1994
mus,99,1995
mus,99,1996
mus,99,1997
mus,99,1998
mus,99,1999
mus,99,2000
mus,99,2001
mus,99,2002
mus,99,2003
mus,99,2004
mus,99,2005
mus,99,2006
mus,99,2007
mus,99,2008
mus,99,2009
mus,99,2010
mex,85,1990
mex,85,1991
mex,85,1992
mex,87,1993
mex,87,1994
mex,88,1995
mex,88,1996
mex,89,1997
mex,89,1998
mex,90,1999
mex,90,2000
mex,91,2001
mex,91,2002
mex,92,2003
mex,93,2004
mex,93,2005
mex,94,2006
mex,94,2007
mex,94,2008
mex,95,2009
mex,96,2010
fsm,89,1990
fsm,89,1991
fsm,89,1992
fsm,89,1993
fsm,90,1994
fsm,90,1995
fsm,90,1996
fsm,91,1997
fsm,92,1998
fsm,92,1999
fsm,92,2000
fsm,93,2001
fsm,94,2002
fsm,94,2003
fsm,94,2004
fsm,94,2005
fsm,94,2006
mda,93,1992
mda,93,1993
mda,93,1994
mda,93,1995
mda,93,1996
mda,93,1997
mda,93,1998
mda,93,1999
mda,93,2000
mda,94,2001
mda,94,2002
mda,94,2003
mda,94,2004
mda,94,2005
mda,95,2006
mda,95,2007
mda,95,2008
mda,96,2009
mda,96,2010
mco,100,1990
mco,100,1991
mco,100,1992
mco,100,1993
mco,100,1994
mco,100,1995
mco,100,1996
mco,100,1997
mco,100,1998
mco,100,1999
mco,100,2000
mco,100,2001
mco,100,2002
mco,100,2003
mco,100,2004
mco,100,2005
mco,100,2006
mco,100,2007
mco,100,2008
mco,100,2009
mco,100,2010
mng,54,1990
mng,54,1991
mng,54,1992
mng,54,1993
mng,54,1994
mng,56,1995
mng,57,1996
mng,59,1997
mng,61,1998
mng,63,1999
mng,65,2000
mng,67,2001
mng,69,2002
mng,71,2003
mng,73,2004
mng,75,2005
mng,77,2006
mng,80,2007
mng,81,2008
mng,82,2009
mng,82,2010
mne,97,1990
mne,97,1991
mne,98,1992
mne,98,1993
mne,98,1994
mne,98,1995
mne,98,1996
mne,98,1997
mne,98,1998
mne,98,1999
mne,98,2000
mne,98,2001
mne,98,2002
mne,98,2003
mne,98,2004
mne,98,2005
mne,98,2006
mne,98,2007
mne,98,2008
mne,98,2009
mne,98,2010
msr,100,1990
msr,100,1991
msr,100,1992
msr,100,1993
msr,100,1994
msr,100,1995
msr,100,1996
msr,100,1997
msr,100,1998
msr,100,1999
msr,100,2000
msr,100,2001
msr,100,2002
msr,100,2003
msr,100,2004
msr,100,2005
msr,100,2006
msr,100,2007
msr,100,2008
msr,100,2009
msr,100,2010
mar,73,1990
mar,73,1991
mar,74,1992
mar,75,1993
mar,75,1994
mar,76,1995
mar,76,1996
mar,77,1997
mar,77,1998
mar,78,1999
mar,78,2000
mar,78,2001
mar,79,2002
mar,80,2003
mar,80,2004
mar,80,2005
mar,81,2006
mar,81,2007
mar,82,2008
mar,82,2009
mar,83,2010
moz,36,1990
moz,36,1991
moz,37,1992
moz,37,1993
moz,38,1994
moz,38,1995
moz,39,1996
moz,40,1997
moz,41,1998
moz,41,1999
moz,42,2000
moz,42,2001
moz,43,2002
moz,44,2003
moz,44,2004
moz,45,2005
moz,45,2006
moz,46,2007
moz,47,2008
moz,47,2009
moz,47,2010
mmr,56,1990
mmr,56,1991
mmr,56,1992
mmr,56,1993
mmr,57,1994
mmr,59,1995
mmr,61,1996
mmr,62,1997
mmr,64,1998
mmr,65,1999
mmr,67,2000
mmr,69,2001
mmr,70,2002
mmr,72,2003
mmr,74,2004
mmr,75,2005
mmr,77,2006
mmr,78,2007
mmr,80,2008
mmr,81,2009
mmr,83,2010
nam,64,1990
nam,66,1991
nam,68,1992
nam,69,1993
nam,71,1994
nam,73,1995
nam,75,1996
nam,76,1997
nam,78,1998
nam,79,1999
nam,81,2000
nam,82,2001
nam,84,2002
nam,85,2003
nam,87,2004
nam,88,2005
nam,89,2006
nam,91,2007
nam,92,2008
nam,93,2009
nam,93,2010
nru,98,1990
nru,98,1991
nru,98,1992
nru,98,1993
nru,98,1994
nru,98,1995
nru,98,1996
nru,98,1997
nru,98,1998
nru,98,1999
nru,98,2000
nru,97,2001
nru,96,2002
nru,95,2003
nru,93,2004
nru,92,2005
nru,91,2006
nru,90,2007
nru,89,2008
nru,88,2009
nru,88,2010
npl,76,1990
npl,77,1991
npl,77,1992
npl,78,1993
npl,79,1994
npl,80,1995
npl,80,1996
npl,81,1997
npl,82,1998
npl,82,1999
npl,83,2000
npl,84,2001
npl,85,2002
npl,85,2003
npl,86,2004
npl,86,2005
npl,86,2006
npl,87,2007
npl,88,2008
npl,89,2009
npl,89,2010
nld,100,1990
nld,100,1991
nld,100,1992
nld,100,1993
nld,100,1994
nld,100,1995
nld,100,1996
nld,100,1997
nld,100,1998
nld,100,1999
nld,100,2000
nld,100,2001
nld,100,2002
nld,100,2003
nld,100,2004
nld,100,2005
nld,100,2006
nld,100,2007
nld,100,2008
nld,100,2009
nld,100,2010
nzl,100,1990
nzl,100,1991
nzl,100,1992
nzl,100,1993
nzl,100,1994
nzl,100,1995
nzl,100,1996
nzl,100,1997
nzl,100,1998
nzl,100,1999
nzl,100,2000
nzl,100,2001
nzl,100,2002
nzl,100,2003
nzl,100,2004
nzl,100,2005
nzl,100,2006
nzl,100,2007
nzl,100,2008
nzl,100,2009
nzl,100,2010
nic,74,1990
nic,74,1991
nic,75,1992
nic,76,1993
nic,76,1994
nic,77,1995
nic,78,1996
nic,78,1997
nic,78,1998
nic,80,1999
nic,80,2000
nic,80,2001
nic,81,2002
nic,82,2003
nic,82,2004
nic,83,2005
nic,83,2006
nic,84,2007
nic,85,2008
nic,85,2009
nic,85,2010
ner,35,1990
ner,35,1991
ner,36,1992
ner,37,1993
ner,37,1994
ner,39,1995
ner,39,1996
ner,40,1997
ner,40,1998
ner,42,1999
ner,42,2000
ner,43,2001
ner,44,2002
ner,44,2003
ner,45,2004
ner,46,2005
ner,47,2006
ner,47,2007
ner,49,2008
ner,49,2009
ner,49,2010
nga,47,1990
nga,48,1991
nga,49,1992
nga,50,1993
nga,50,1994
nga,50,1995
nga,51,1996
nga,52,1997
nga,52,1998
nga,53,1999
nga,53,2000
nga,54,2001
nga,55,2002
nga,55,2003
nga,56,2004
nga,57,2005
nga,56,2006
nga,57,2007
nga,58,2008
nga,58,2009
nga,58,2010
niu,100,1990
niu,100,1991
niu,100,1992
niu,100,1993
niu,100,1994
niu,100,1995
niu,100,1996
niu,100,1997
niu,100,1998
niu,100,1999
niu,100,2000
niu,100,2001
niu,100,2002
niu,100,2003
niu,100,2004
niu,100,2005
niu,100,2006
niu,100,2007
niu,100,2008
niu,100,2009
niu,100,2010
mnp,98,1990
mnp,98,1991
mnp,98,1992
mnp,98,1993
mnp,98,1994
mnp,98,1995
mnp,98,1996
mnp,98,1997
mnp,98,1998
mnp,98,1999
mnp,98,2000
mnp,98,2001
mnp,98,2002
mnp,98,2003
mnp,98,2004
mnp,98,2005
mnp,98,2006
mnp,98,2007
mnp,98,2008
mnp,98,2009
mnp,98,2010
nor,100,1990
nor,100,1991
nor,100,1992
nor,100,1993
nor,100,1994
nor,100,1995
nor,100,1996
nor,100,1997
nor,100,1998
nor,100,1999
nor,100,2000
nor,100,2001
nor,100,2002
nor,100,2003
nor,100,2004
nor,100,2005
nor,100,2006
nor,100,2007
nor,100,2008
nor,100,2009
nor,100,2010
omn,80,1990
omn,80,1991
omn,80,1992
omn,81,1993
omn,81,1994
omn,81,1995
omn,82,1996
omn,82,1997
omn,83,1998
omn,83,1999
omn,83,2000
omn,84,2001
omn,84,2002
omn,85,2003
omn,86,2004
omn,86,2005
omn,87,2006
omn,87,2007
omn,88,2008
omn,89,2009
omn,89,2010
pak,85,1990
pak,85,1991
pak,86,1992
pak,86,1993
pak,86,1994
pak,87,1995
pak,87,1996
pak,88,1997
pak,88,1998
pak,88,1999
pak,89,2000
pak,89,2001
pak,89,2002
pak,89,2003
pak,89,2004
pak,90,2005
pak,90,2006
pak,90,2007
pak,91,2008
pak,91,2009
pak,92,2010
plw,80,1990
plw,80,1991
plw,80,1992
plw,80,1993
plw,80,1994
plw,80,1995
plw,81,1996
plw,82,1997
plw,82,1998
plw,83,1999
plw,83,2000
plw,84,2001
plw,84,2002
plw,84,2003
plw,85,2004
plw,85,2005
plw,85,2006
plw,86,2007
plw,85,2008
plw,85,2009
plw,85,2010
pan,84,1990
pan,85,1991
pan,85,1992
pan,86,1993
pan,86,1994
pan,87,1995
pan,88,1996
pan,89,1997
pan,90,1998
pan,90,1999
pan,90,2000
pan,91,2001
pan,91,2002
pan,92,2003
pan,92,2004
pan,93,2005
pan,93,2006
pan,93,2007
pan,93,2008
pan,93,2009
png,41,1990
png,40,1991
png,40,1992
png,40,1993
png,40,1994
png,40,1995
png,40,1996
png,40,1997
png,40,1998
png,39,1999
png,39,2000
png,39,2001
png,39,2002
png,39,2003
png,39,2004
png,40,2005
png,40,2006
png,40,2007
png,40,2008
png,40,2009
png,40,2010
pry,52,1990
pry,54,1991
pry,57,1992
pry,59,1993
pry,61,1994
pry,64,1995
pry,65,1996
pry,68,1997
pry,69,1998
pry,72,1999
pry,74,2000
pry,76,2001
pry,78,2002
pry,80,2003
pry,82,2004
pry,83,2005
pry,86,2006
pry,86,2007
pry,86,2008
pry,86,2009
pry,86,2010
per,75,1990
per,76,1991
per,76,1992
per,77,1993
per,77,1994
per,78,1995
per,78,1996
per,79,1997
per,79,1998
per,79,1999
per,81,2000
per,81,2001
per,81,2002
per,82,2003
per,82,2004
per,83,2005
per,83,2006
per,83,2007
per,84,2008
per,85,2009
per,85,2010
phl,85,1990
phl,85,1991
phl,86,1992
phl,86,1993
phl,86,1994
phl,87,1995
phl,87,1996
phl,87,1997
phl,88,1998
phl,88,1999
phl,89,2000
phl,89,2001
phl,89,2002
phl,90,2003
phl,90,2004
phl,90,2005
phl,91,2006
phl,91,2007
phl,92,2008
phl,92,2009
phl,92,2010
prt,96,1990
prt,96,1991
prt,96,1992
prt,96,1993
prt,97,1994
prt,97,1995
prt,97,1996
prt,98,1997
prt,98,1998
prt,99,1999
prt,99,2000
prt,99,2001
prt,99,2002
prt,99,2003
prt,99,2004
prt,99,2005
prt,99,2006
prt,99,2007
prt,99,2008
prt,99,2009
prt,99,2010
qat,100,1990
qat,100,1991
qat,100,1992
qat,100,1993
qat,100,1994
qat,100,1995
qat,100,1996
qat,100,1997
qat,100,1998
qat,100,1999
qat,100,2000
qat,100,2001
qat,100,2002
qat,100,2003
qat,100,2004
qat,100,2005
qat,100,2006
qat,100,2007
qat,100,2008
qat,100,2009
qat,100,2010
rou,75,1990
rou,76,1991
rou,77,1992
rou,78,1993
rou,79,1994
rou,80,1995
rou,81,1996
rou,82,1997
rou,82,1998
rou,83,1999
rou,84,2000
rou,85,2001
rou,86,2002
rou,87,2003
rou,88,2004
rou,89,2005
rou,89,2006
rou,89,2007
rou,89,2008
rus,93,1990
rus,93,1991
rus,94,1992
rus,94,1993
rus,94,1994
rus,94,1995
rus,94,1996
rus,95,1997
rus,95,1998
rus,95,1999
rus,95,2000
rus,95,2001
rus,95,2002
rus,95,2003
rus,96,2004
rus,96,2005
rus,97,2006
rus,97,2007
rus,97,2008
rus,97,2009
rus,97,2010
rwa,66,1990
rwa,66,1991
rwa,66,1992
rwa,66,1993
rwa,66,1994
rwa,66,1995
rwa,66,1996
rwa,66,1997
rwa,66,1998
rwa,66,1999
rwa,66,2000
rwa,66,2001
rwa,67,2002
rwa,66,2003
rwa,66,2004
rwa,66,2005
rwa,66,2006
rwa,66,2007
rwa,66,2008
rwa,66,2009
rwa,65,2010
kna,99,1990
kna,99,1991
kna,99,1992
kna,99,1993
kna,99,1994
kna,99,1995
kna,99,1996
kna,99,1997
kna,99,1998
kna,99,1999
kna,99,2000
kna,99,2001
kna,99,2002
kna,99,2003
kna,99,2004
kna,99,2005
kna,99,2006
kna,99,2007
kna,99,2008
kna,99,2009
kna,99,2010
lca,94,1990
lca,94,1991
lca,94,1992
lca,94,1993
lca,94,1994
lca,94,1995
lca,94,1996
lca,95,1997
lca,95,1998
lca,95,1999
lca,95,2000
lca,95,2001
lca,95,2002
lca,95,2003
lca,96,2004
lca,96,2005
lca,96,2006
lca,96,2007
lca,96,2008
lca,96,2009
lca,96,2010
wsm,89,1990
wsm,89,1991
wsm,90,1992
wsm,90,1993
wsm,91,1994
wsm,91,1995
wsm,91,1996
wsm,91,1997
wsm,91,1998
wsm,92,1999
wsm,92,2000
wsm,93,2001
wsm,93,2002
wsm,94,2003
wsm,94,2004
wsm,94,2005
wsm,94,2006
wsm,94,2007
wsm,95,2008
wsm,95,2009
wsm,96,2010
stp,75,1994
stp,75,1995
stp,75,1996
stp,75,1997
stp,75,1998
stp,77,1999
stp,79,2000
stp,80,2001
stp,81,2002
stp,82,2003
stp,84,2004
stp,85,2005
stp,86,2006
stp,87,2007
stp,89,2008
stp,89,2009
stp,89,2010
sau,89,1990
sau,89,1991
sau,90,1992
sau,90,1993
sau,90,1994
sau,90,1995
sau,90,1996
sau,90,1997
sau,90,1998
sau,90,1999
sen,61,1990
sen,61,1991
sen,62,1992
sen,62,1993
sen,62,1994
sen,63,1995
sen,64,1996
sen,64,1997
sen,65,1998
sen,65,1999
sen,66,2000
sen,67,2001
sen,67,2002
sen,67,2003
sen,68,2004
sen,68,2005
sen,69,2006
sen,70,2007
sen,70,2008
sen,71,2009
sen,72,2010
srb,99,1990
srb,99,1991
srb,99,1992
srb,99,1993
srb,99,1994
srb,99,1995
srb,99,1996
srb,99,1997
srb,99,1998
srb,99,1999
srb,99,2000
srb,99,2001
srb,99,2002
srb,99,2003
srb,99,2004
srb,99,2005
srb,99,2006
srb,99,2007
srb,99,2008
srb,99,2009
srb,99,2010
sle,38,1990
sle,40,1991
sle,40,1992
sle,41,1993
sle,42,1994
sle,42,1995
sle,43,1996
sle,44,1997
sle,45,1998
sle,45,1999
sle,46,2000
sle,47,2001
sle,48,2002
sle,49,2003
sle,50,2004
sle,51,2005
sle,51,2006
sle,52,2007
sle,53,2008
sle,54,2009
sle,55,2010
sgp,100,1990
sgp,100,1991
sgp,100,1992
sgp,100,1993
sgp,100,1994
sgp,100,1995
sgp,100,1996
sgp,100,1997
sgp,100,1998
sgp,100,1999
sgp,100,2000
sgp,100,2001
sgp,100,2002
sgp,100,2003
sgp,100,2004
sgp,100,2005
sgp,100,2006
sgp,100,2007
sgp,100,2008
sgp,100,2009
sgp,100,2010
svk,100,1990
svk,100,1991
svk,100,1992
svk,100,1993
svk,100,1994
svk,100,1995
svk,100,1996
svk,100,1997
svk,100,1998
svk,100,1999
svk,100,2000
svk,100,2001
svk,100,2002
svk,100,2003
svk,100,2004
svk,100,2005
svk,100,2006
svk,100,2007
svk,100,2008
svk,100,2009
svk,100,2010
svn,100,1990
svn,100,1991
svn,100,1992
svn,100,1993
svn,100,1994
svn,100,1995
svn,100,1996
svn,100,1997
svn,100,1998
svn,100,1999
svn,100,2000
svn,100,2001
svn,100,2002
svn,100,2003
svn,100,2004
svn,100,2005
svn,100,2006
svn,99,2007
svn,99,2008
svn,99,2009
svn,99,2010
slb,69,1993
slb,69,1994
slb,69,1995
slb,69,1996
slb,69,1997
slb,69,1998
slb,69,1999
slb,70,2000
slb,70,2001
slb,70,2002
slb,70,2003
slb,70,2004
slb,70,2005
som,19,1993
som,19,1994
som,19,1995
som,19,1996
som,19,1997
som,20,1998
som,21,1999
som,22,2000
som,22,2001
som,24,2002
som,24,2003
som,25,2004
som,26,2005
som,27,2006
som,28,2007
som,28,2008
som,29,2009
som,29,2010
zaf,83,1990
zaf,83,1991
zaf,83,1992
zaf,83,1993
zaf,83,1994
zaf,84,1995
zaf,85,1996
zaf,85,1997
zaf,85,1998
zaf,86,1999
zaf,86,2000
zaf,87,2001
zaf,87,2002
zaf,88,2003
zaf,89,2004
zaf,89,2005
zaf,90,2006
zaf,90,2007
zaf,91,2008
zaf,91,2009
zaf,91,2010
esp,100,1990
esp,100,1991
esp,100,1992
esp,100,1993
esp,100,1994
esp,100,1995
esp,100,1996
esp,100,1997
esp,100,1998
esp,100,1999
esp,100,2000
esp,100,2001
esp,100,2002
esp,100,2003
esp,100,2004
esp,100,2005
esp,100,2006
esp,100,2007
esp,100,2008
esp,100,2009
esp,100,2010
lka,67,1990
lka,69,1991
lka,70,1992
lka,71,1993
lka,72,1994
lka,73,1995
lka,75,1996
lka,76,1997
lka,77,1998
lka,78,1999
lka,80,2000
lka,81,2001
lka,82,2002
lka,83,2003
lka,84,2004
lka,86,2005
lka,87,2006
lka,89,2007
lka,89,2008
lka,91,2009
lka,91,2010
sdn,65,1990
sdn,64,1991
sdn,64,1992
sdn,64,1993
sdn,63,1994
sdn,63,1995
sdn,63,1996
sdn,63,1997
sdn,62,1998
sdn,62,1999
sdn,62,2000
sdn,61,2001
sdn,61,2002
sdn,61,2003
sdn,60,2004
sdn,60,2005
sdn,59,2006
sdn,59,2007
sdn,59,2008
sdn,58,2009
sdn,58,2010
sur,88,1994
sur,88,1995
sur,89,1996
sur,89,1997
sur,89,1998
sur,89,1999
sur,89,2000
sur,90,2001
sur,90,2002
sur,91,2003
sur,90,2004
sur,91,2005
sur,91,2006
sur,92,2007
sur,92,2008
sur,92,2009
sur,92,2010
swz,39,1990
swz,39,1991
swz,39,1992
swz,39,1993
swz,41,1994
