geo,adults_with_hiv_percent_age_15_49,time
bgr,0.06,1996
bgr,0.06,1997
bgr,0.06,1998
bgr,0.06,1999
bgr,0.06,2000
bgr,0.06,2001
bgr,0.06,2002
bgr,0.06,2003
bgr,0.1,2004
bgr,0.1,2005
bgr,0.1,2006
bgr,0.1,2007
bgr,0.1,2008
bgr,0.1,2009
bgr,0.1,2010
bgr,0.1,2011
bfa,0.01,1979
bfa,3.9,1990
bfa,4.0,1991
bfa,3.9,1992
bfa,3.8,1993
bfa,3.6,1994
bfa,3.4,1995
bfa,3.2,1996
bfa,2.9,1997
bfa,2.7,1998
bfa,2.5,1999
bfa,2.3,2000
bfa,2.1,2001
bfa,1.9,2002
bfa,1.7,2003
bfa,1.6,2004
bfa,1.5,2005
bfa,1.4,2006
bfa,1.3,2007
bfa,1.2,2008
bfa,1.2,2009
bfa,1.2,2010
bfa,1.1,2011
bdi,0.01591,1979
bdi,3.9,1990
bdi,4.5,1991
bdi,5.1,1992
bdi,5.5,1993
bdi,5.8,1994
bdi,5.9,1995
bdi,5.9,1996
bdi,5.8,1997
bdi,5.7,1998
bdi,5.4,1999
bdi,5.2,2000
bdi,5.0,2001
bdi,4.7,2002
bdi,4.5,2003
bdi,4.2,2004
bdi,4.0,2005
bdi,3.8,2006
bdi,3.6,2007
bdi,3.5,2008
bdi,1.6,2009
bdi,1.4,2010
bdi,1.3,2011
khm,0.01,1985
khm,0.5,1990
khm,0.8,1991
khm,1.0,1992
khm,1.2,1993
khm,1.3,1994
khm,1.4,1995
khm,1.4,1996
khm,1.4,1997
khm,1.4,1998
khm,1.4,1999
khm,1.3,2000
khm,1.2,2001
khm,1.1,2002
khm,0.9,2003
khm,0.8,2004
khm,0.8,2005
khm,0.7,2006
khm,0.6,2007
khm,0.6,2008
khm,0.6,2009
khm,0.6,2010
khm,0.6,2011
cmr,0.01252,1980
cmr,0.6,1990
cmr,1.0,1991
cmr,1.6,1992
cmr,2.5,1993
cmr,3.4,1994
cmr,4.2,1995
cmr,4.8,1996
cmr,5.1,1997
cmr,5.3,1998
cmr,5.4,1999
cmr,5.5,2000
cmr,5.5,2001
cmr,5.5,2002
cmr,5.5,2003
cmr,5.4,2004
cmr,5.4,2005
cmr,5.4,2006
cmr,5.4,2007
cmr,5.3,2008
cmr,4.8,2009
cmr,4.7,2010
cmr,4.6,2011
can,0.013,1979
can,0.1,1990
can,0.2,1991
can,0.2,1992
can,0.2,1993
can,0.2,1994
can,0.2,1995
can,0.2,1996
can,0.2,1997
can,0.2,1998
can,0.2,1999
can,0.2,2000
can,0.2,2001
can,0.2,2002
can,0.2,2003
can,0.2,2004
can,0.2,2005
can,0.2,2006
can,0.2,2007
can,0.2,2008
can,0.3,2009
can,0.3,2010
can,0.3,2011
cpv,1.0,2009
cpv,1.0,2010
cpv,1.0,2011
caf,0.113,1979
caf,3.1,1990
caf,4.6,1991
caf,6.3,1992
caf,7.9,1993
caf,9.0,1994
caf,9.7,1995
caf,10.1,1996
caf,10.1,1997
caf,10.0,1998
caf,9.8,1999
caf,9.4,2000
caf,8.9,2001
caf,8.4,2002
caf,7.8,2003
caf,7.2,2004
caf,6.6,2005
caf,6.1,2006
caf,5.5,2007
caf,5.1,2008
caf,5.1,2009
caf,4.9,2010
caf,4.6,2011
tcd,0.03988,1979
tcd,1.1,1990
tcd,1.3,1991
tcd,1.5,1992
tcd,1.7,1993
tcd,1.9,1994
tcd,2.1,1995
tcd,2.3,1996
tcd,2.5,1997
tcd,2.7,1998
tcd,2.9,1999
tcd,3.0,2000
tcd,3.2,2001
tcd,3.3,2002
tcd,3.4,2003
tcd,3.4,2004
tcd,3.5,2005
tcd,3.5,2006
tcd,3.5,2007
tcd,3.4,2008
tcd,3.2,2009
tcd,3.2,2010
tcd,3.1,2011
chl,0.009689,1985
chl,0.06,1990
chl,0.06,1991
chl,0.1,1992
chl,0.1,1993
chl,0.1,1994
chl,0.1,1995
chl,0.1,1996
chl,0.1,1997
chl,0.2,1998
chl,0.2,1999
chl,0.2,2000
chl,0.3,2001
chl,0.3,2002
chl,0.3,2003
chl,0.3,2004
chl,0.3,2005
chl,0.4,2006
chl,0.4,2007
chl,0.4,2008
chl,0.5,2009
chl,0.5,2010
chl,0.5,2011
chn,0.06,2011
col,0.01215,1984
col,0.2,1990
col,0.3,1991
col,0.4,1992
col,0.5,1993
col,0.6,1994
col,0.6,1995
col,0.7,1996
col,0.8,1997
col,0.8,1998
col,0.9,1999
col,0.9,2000
col,0.8,2001
col,0.8,2002
col,0.8,2003
col,0.7,2004
col,0.7,2005
col,0.6,2006
col,0.6,2007
col,0.5,2008
col,0.5,2009
col,0.5,2010
col,0.5,2011
com,0.06,1990
com,0.06,1991
com,0.06,1992
com,0.06,1993
com,0.06,1994
com,0.06,1995
com,0.06,1996
com,0.06,1997
com,0.06,1998
com,0.06,1999
com,0.06,2000
com,0.06,2001
com,0.06,2002
com,0.06,2003
com,0.06,2004
com,0.06,2005
com,0.06,2006
com,0.06,2007
com,0.06,2008
com,0.1,2009
com,0.1,2010
com,0.1,2011
cog,0.01,1979
cog,5.2,1990
cog,5.2,1991
cog,5.0,1992
cog,4.8,1993
cog,4.6,1994
cog,4.4,1995
cog,4.3,1996
cog,4.1,1997
cog,4.0,1998
cog,3.9,1999
cog,3.9,2000
cog,3.8,2001
cog,3.8,2002
cog,3.7,2003
cog,3.7,2004
cog,3.6,2005
cog,3.6,2006
cog,3.5,2007
cog,3.5,2008
cog,3.3,2009
cog,3.3,2010
cog,3.3,2011
cri,0.06,1990
cri,0.06,1991
cri,0.06,1992
cri,0.06,1993
cri,0.06,1994
cri,0.06,1995
cri,0.06,1996
cri,0.1,1997
cri,0.1,1998
cri,0.1,1999
cri,0.1,2000
cri,0.2,2001
cri,0.2,2002
cri,0.2,2003
cri,0.3,2004
cri,0.3,2005
cri,0.3,2006
cri,0.3,2007
cri,0.3,2008
cri,0.3,2009
cri,0.3,2010
cri,0.3,2011
civ,0.1232,1979
civ,2.4,1990
civ,3.3,1991
civ,4.4,1992
civ,5.5,1993
civ,6.4,1994
civ,7.1,1995
civ,7.4,1996
civ,7.5,1997
civ,7.4,1998
civ,7.2,1999
civ,6.9,2000
civ,6.5,2001
civ,6.1,2002
civ,5.7,2003
civ,5.3,2004
civ,4.8,2005
civ,4.4,2006
civ,4.1,2007
civ,3.7,2008
civ,3.4,2009
civ,3.2,2010
civ,3.0,2011
hrv,0.06,1990
hrv,0.06,1991
hrv,0.06,1992
hrv,0.06,1993
hrv,0.06,1994
hrv,0.06,1995
hrv,0.06,1996
hrv,0.06,1997
hrv,0.06,1998
hrv,0.06,1999
hrv,0.06,2000
hrv,0.06,2001
hrv,0.06,2002
hrv,0.06,2003
hrv,0.06,2004
hrv,0.06,2005
hrv,0.06,2006
hrv,0.06,2007
hrv,0.06,2008
hrv,0.06,2009
hrv,0.06,2010
hrv,0.06,2011
cub,0.06,1990
cub,0.06,1991
cub,0.06,1992
cub,0.06,1993
cub,0.06,1994
cub,0.06,1995
cub,0.06,1996
cub,0.06,1997
cub,0.06,1998
cub,0.06,1999
cub,0.06,2000
cub,0.06,2001
cub,0.06,2002
cub,0.06,2003
cub,0.1,2004
cub,0.1,2005
cub,0.1,2006
cub,0.1,2007
cub,0.1,2008
cub,0.1,2009
cub,0.2,2010
cub,0.2,2011
cze,0.06,1990
cze,0.06,1991
cze,0.06,1992
cze,0.06,1993
cze,0.06,1994
cze,0.06,1995
cze,0.06,1996
cze,0.06,1997
cze,0.06,1998
cze,0.06,1999
cze,0.06,2000
cze,0.06,2001
cze,0.06,2002
cze,0.06,2003
cze,0.06,2004
cze,0.06,2005
cze,0.06,2006
cze,0.06,2007
cze,0.06,2008
cze,0.06,2009
cze,0.06,2010
cze,0.06,2011
dnk,0.0117,1982
dnk,0.06,1990
dnk,0.06,1991
dnk,0.06,1992
dnk,0.1,1993
dnk,0.1,1994
dnk,0.1,1995
dnk,0.1,1996
dnk,0.1,1997
dnk,0.1,1998
dnk,0.1,1999
dnk,0.1,2000
dnk,0.1,2001
dnk,0.1,2002
dnk,0.1,2003
dnk,0.1,2004
dnk,0.1,2005
dnk,0.2,2006
dnk,0.2,2007
dnk,0.2,2008
dnk,0.2,2009
dnk,0.2,2010
dnk,0.2,2011
dji,0.01239,1983
dji,0.9,1990
dji,1.1,1991
dji,1.4,1992
dji,1.7,1993
dji,2.0,1994
dji,2.3,1995
dji,2.5,1996
dji,2.7,1997
dji,2.8,1998
dji,2.9,1999
dji,2.9,2000
dji,2.9,2001
dji,2.9,2002
dji,2.8,2003
dji,2.7,2004
dji,2.7,2005
dji,2.6,2006
dji,2.6,2007
dji,2.6,2008
dji,1.6,2009
dji,1.5,2010
dji,1.4,2011
dom,0.05669,1979
dom,0.4,1990
dom,0.5,1991
dom,0.6,1992
dom,0.7,1993
dom,0.8,1994
dom,0.9,1995
dom,0.9,1996
dom,1.0,1997
dom,1.0,1998
dom,1.0,1999
dom,1.0,2000
dom,0.9,2001
dom,0.9,2002
dom,0.9,2003
dom,0.9,2004
dom,0.9,2005
dom,0.9,2006
dom,0.8,2007
dom,0.9,2008
dom,0.8,2009
dom,0.7,2010
dom,0.7,2011
ecu,0.01369,1979
ecu,0.3,1990
ecu,0.4,1991
ecu,0.4,1992
ecu,0.5,1993
ecu,0.5,1994
ecu,0.5,1995
ecu,0.5,1996
ecu,0.5,1997
ecu,0.5,1998
ecu,0.5,1999
ecu,0.5,2000
ecu,0.5,2001
ecu,0.5,2002
ecu,0.5,2003
ecu,0.4,2004
ecu,0.4,2005
ecu,0.4,2006
ecu,0.4,2007
ecu,0.4,2008
ecu,0.4,2009
ecu,0.4,2010
ecu,0.4,2011
egy,0.06,1990
egy,0.06,1991
egy,0.06,1992
egy,0.06,1993
egy,0.06,1994
egy,0.06,1995
egy,0.06,1996
egy,0.06,1997
egy,0.06,1998
egy,0.06,1999
egy,0.06,2000
egy,0.06,2001
egy,0.06,2002
egy,0.06,2003
egy,0.06,2004
egy,0.06,2005
egy,0.06,2006
egy,0.06,2007
egy,0.06,2008
egy,0.06,2009
egy,0.06,2010
egy,0.06,2011
slv,0.01227,1985
slv,0.1,1990
slv,0.2,1991
slv,0.2,1992
slv,0.2,1993
slv,0.3,1994
slv,0.4,1995
slv,0.4,1996
slv,0.5,1997
slv,0.6,1998
slv,0.7,1999
slv,0.7,2000
slv,0.8,2001
slv,0.8,2002
slv,0.8,2003
slv,0.8,2004
slv,0.8,2005
slv,0.8,2006
slv,0.8,2007
slv,0.8,2008
slv,0.6,2009
slv,0.6,2010
slv,0.6,2011
gnq,0.08236,1979
gnq,0.1,1990
gnq,0.2,1991
gnq,0.2,1992
gnq,0.3,1993
gnq,0.3,1994
gnq,0.4,1995
gnq,0.6,1996
gnq,0.7,1997
gnq,0.9,1998
gnq,1.2,1999
gnq,1.5,2000
gnq,1.9,2001
gnq,2.3,2002
gnq,2.7,2003
gnq,3.2,2004
gnq,3.6,2005
gnq,4.0,2006
gnq,4.4,2007
gnq,4.7,2008
gnq,4.2,2009
gnq,4.4,2010
gnq,4.7,2011
eri,0.01087,1985
eri,0.3,1990
eri,0.4,1991
eri,0.6,1992
eri,0.8,1993
eri,0.9,1994
eri,1.1,1995
eri,1.1,1996
eri,1.2,1997
eri,1.2,1998
eri,1.2,1999
eri,1.2,2000
eri,1.2,2001
eri,1.1,2002
eri,1.1,2003
eri,1.0,2004
eri,1.0,2005
eri,0.9,2006
eri,0.9,2007
eri,0.8,2008
eri,0.7,2009
eri,0.7,2010
eri,0.6,2011
est,0.06,1990
est,0.06,1991
est,0.06,1992
est,0.06,1993
est,0.1,1994
est,0.1,1995
est,0.1,1996
est,0.2,1997
est,0.3,1998
est,0.4,1999
est,0.5,2000
est,0.6,2001
est,0.7,2002
est,0.9,2003
est,1.0,2004
est,1.1,2005
est,1.1,2006
est,1.2,2007
est,1.2,2008
est,1.2,2009
est,1.3,2010
est,1.3,2011
eth,1.7,2009
eth,1.6,2010
eth,1.4,2011
fji,0.06,1990
fji,0.06,1991
fji,0.06,1992
fji,0.06,1993
fji,0.06,1994
fji,0.06,1995
fji,0.06,1996
fji,0.06,1997
fji,0.06,1998
fji,0.06,1999
fji,0.06,2000
fji,0.06,2001
fji,0.06,2002
fji,0.1,2003
fji,0.1,2004
fji,0.1,2005
fji,0.1,2006
fji,0.1,2007
fji,0.1,2008
fji,0.06,2009
fji,0.06,2010
fji,0.1,2011
fin,0.01056,1983
fin,0.06,1990
fin,0.06,1991
fin,0.06,1992
fin,0.06,1993
fin,0.06,1994
fin,0.06,1995
fin,0.06,1996
fin,0.06,1997
fin,0.06,1998
fin,0.06,1999
fin,0.1,2000
fin,0.1,2001
fin,0.1,2002
fin,0.1,2003
fin,0.1,2004
fin,0.1,2005
fin,0.1,2006
fin,0.1,2007
fin,0.1,2008
fin,0.1,2009
fin,0.1,2010
fin,0.1,2011
fra,0.01571,1981
fra,0.3,1990
fra,0.3,1991
fra,0.3,1992
fra,0.3,1993
fra,0.3,1994
fra,0.3,1995
fra,0.3,1996
fra,0.3,1997
fra,0.3,1998
fra,0.3,1999
fra,0.3,2000
fra,0.3,2001
fra,0.3,2002
fra,0.4,2003
fra,0.4,2004
fra,0.4,2005
fra,0.4,2006
fra,0.4,2007
fra,0.4,2008
fra,0.4,2009
fra,0.4,2010
fra,0.4,2011
gab,0.04212,1979
gab,0.9,1990
gab,1.2,1991
gab,1.6,1992
gab,2.0,1993
gab,2.6,1994
gab,3.1,1995
gab,3.7,1996
gab,4.2,1997
gab,4.6,1998
gab,4.9,1999
gab,5.2,2000
gab,5.3,2001
gab,5.4,2002
gab,5.4,2003
gab,5.4,2004
gab,5.4,2005
gab,5.4,2006
gab,5.3,2007
gab,5.3,2008
gab,5.2,2009
gab,5.1,2010
gab,5.0,2011
gmb,0.1,1990
gmb,0.1,1991
gmb,0.1,1992
gmb,0.2,1993
gmb,0.2,1994
gmb,0.2,1995
gmb,0.3,1996
gmb,0.3,1997
gmb,0.4,1998
gmb,0.4,1999
gmb,0.5,2000
gmb,0.6,2001
gmb,0.7,2002
gmb,0.8,2003
gmb,1.0,2004
gmb,1.1,2005
gmb,1.3,2006
gmb,1.5,2007
gmb,1.7,2008
gmb,1.4,2009
gmb,1.4,2010
gmb,1.5,2011
geo,0.06,1990
geo,0.06,1991
geo,0.06,1992
geo,0.06,1993
geo,0.06,1994
geo,0.06,1995
geo,0.06,1996
geo,0.06,1997
geo,0.06,1998
geo,0.06,1999
geo,0.06,2000
geo,0.06,2001
geo,0.06,2002
geo,0.1,2003
geo,0.1,2004
geo,0.1,2005
geo,0.1,2006
geo,0.1,2007
geo,0.1,2008
geo,0.2,2009
geo,0.2,2010
geo,0.2,2011
deu,0.02288,1982
deu,0.1,1990
deu,0.1,1991
deu,0.1,1992
deu,0.1,1993
deu,0.1,1994
deu,0.1,1995
deu,0.1,1996
deu,0.1,1997
deu,0.1,1998
deu,0.1,1999
deu,0.1,2000
deu,0.1,2001
deu,0.1,2002
deu,0.1,2003
deu,0.1,2004
deu,0.1,2005
deu,0.1,2006
deu,0.1,2007
deu,0.1,2008
deu,0.1,2009
deu,0.1,2010
deu,0.1,2011
gha,0.3,1990
gha,0.4,1991
gha,0.7,1992
gha,0.9,1993
gha,1.3,1994
gha,1.7,1995
gha,2.0,1996
gha,2.2,1997
gha,2.3,1998
gha,2.3,1999
gha,2.3,2000
gha,2.3,2001
gha,2.2,2002
gha,2.1,2003
gha,2.1,2004
gha,2.0,2005
gha,1.9,2006
gha,1.9,2007
gha,1.8,2008
gha,1.6,2009
gha,1.5,2010
gha,1.5,2011
grc,0.01891,1979
grc,0.1,1990
grc,0.1,1991
grc,0.1,1992
grc,0.1,1993
grc,0.1,1994
grc,0.1,1995
grc,0.1,1996
grc,0.1,1997
grc,0.1,1998
grc,0.1,1999
grc,0.1,2000
grc,0.1,2001
grc,0.1,2002
grc,0.1,2003
grc,0.1,2004
grc,0.1,2005
grc,0.1,2006
grc,0.1,2007
grc,0.1,2008
grc,0.2,2009
grc,0.2,2010
grc,0.2,2011
gtm,0.1,1990
gtm,0.1,1991
gtm,0.1,1992
gtm,0.2,1993
gtm,0.2,1994
gtm,0.2,1995
gtm,0.3,1996
gtm,0.3,1997
gtm,0.4,1998
gtm,0.4,1999
gtm,0.5,2000
gtm,0.5,2001
gtm,0.5,2002
gtm,0.6,2003
gtm,0.6,2004
gtm,0.7,2005
gtm,0.7,2006
gtm,0.7,2007
gtm,0.8,2008
gtm,0.7,2009
gtm,0.7,2010
gtm,0.8,2011
gin,0.01502,1979
gin,1.1,1990
gin,1.3,1991
gin,1.5,1992
gin,1.7,1993
gin,1.8,1994
gin,1.8,1995
gin,1.8,1996
gin,1.8,1997
gin,1.8,1998
gin,1.8,1999
gin,1.7,2000
gin,1.7,2001
gin,1.6,2002
gin,1.6,2003
gin,1.5,2004
gin,1.5,2005
gin,1.4,2006
gin,1.4,2007
gin,1.4,2008
gin,1.4,2009
gin,1.4,2010
gin,1.4,2011
gnb,0.009824,1981
gnb,0.3,1990
gnb,0.3,1991
gnb,0.4,1992
gnb,0.6,1993
gnb,0.7,1994
gnb,0.9,1995
gnb,1.0,1996
gnb,1.2,1997
gnb,1.4,1998
gnb,1.6,1999
gnb,1.8,2000
gnb,2.0,2001
gnb,2.1,2002
gnb,2.3,2003
gnb,2.3,2004
gnb,2.4,2005
gnb,2.4,2006
gnb,2.5,2007
gnb,2.5,2008
gnb,2.3,2009
gnb,2.4,2010
gnb,2.5,2011
guy,0.03014,1979
guy,2.8,1990
guy,2.7,1991
guy,2.6,1992
guy,2.5,1993
guy,2.3,1994
guy,2.2,1995
guy,2.1,1996
guy,1.9,1997
guy,1.8,1998
guy,1.6,1999
guy,1.5,2000
guy,1.4,2001
guy,1.3,2002
guy,1.3,2003
guy,1.2,2004
guy,1.1,2005
guy,1.1,2006
guy,1.0,2007
guy,1.2,2008
guy,1.2,2009
guy,1.1,2010
guy,1.1,2011
hti,0.155,1979
hti,1.3,1990
hti,1.6,1991
hti,2.3,1992
hti,3.3,1993
hti,3.6,1994
hti,3.6,1995
hti,3.4,1996
hti,3.3,1997
hti,3.1,1998
hti,2.9,1999
hti,2.8,2000
hti,2.6,2001
hti,2.5,2002
hti,2.3,2003
hti,2.2,2004
hti,2.1,2005
hti,2.1,2006
hti,2.0,2007
hti,2.0,2008
hti,1.9,2009
hti,1.9,2010
hti,1.8,2011
hnd,0.01,1979
hnd,1.1,1990
hnd,1.2,1991
hnd,1.4,1992
hnd,1.4,1993
hnd,1.5,1994
hnd,1.5,1995
hnd,1.5,1996
hnd,1.4,1997
hnd,1.4,1998
hnd,1.3,1999
hnd,1.3,2000
hnd,1.2,2001
hnd,1.1,2002
hnd,1.1,2003
hnd,1.0,2004
hnd,0.9,2005
hnd,0.9,2006
hnd,0.8,2007
hnd,0.8,2008
hun,0.1,1990
hun,0.1,1991
hun,0.1,1992
hun,0.1,1993
hun,0.1,1994
hun,0.1,1995
hun,0.1,1996
hun,0.1,1997
hun,0.06,1998
hun,0.06,1999
hun,0.06,2000
hun,0.06,2001
hun,0.06,2002
hun,0.06,2003
hun,0.06,2004
hun,0.06,2005
hun,0.06,2006
hun,0.06,2007
hun,0.06,2008
hun,0.1,2009
hun,0.1,2010
hun,0.1,2011
isl,0.01237,1979
isl,0.06,1990
isl,0.06,1991
isl,0.1,1992
isl,0.1,1993
isl,0.1,1994
isl,0.1,1995
isl,0.1,1996
isl,0.1,1997
isl,0.2,1998
isl,0.2,1999
isl,0.2,2000
isl,0.2,2001
isl,0.2,2002
isl,0.2,2003
isl,0.2,2004
isl,0.3,2005
isl,0.3,2006
isl,0.3,2007
isl,0.3,2008
isl,0.3,2009
isl,0.3,2010
isl,0.3,2011
ind,0.1,1990
ind,0.1,1991
ind,0.1,1992
ind,0.2,1993
ind,0.2,1994
ind,0.3,1995
ind,0.3,1996
ind,0.3,1997
ind,0.4,1998
ind,0.4,1999
ind,0.4,2000
ind,0.4,2001
ind,0.4,2002
ind,0.4,2003
ind,0.39,2004
ind,0.37,2005
ind,0.37,2006
ind,0.34,2007
ind,0.32,2008
ind,0.31,2009
idn,0.06,1990
idn,0.06,1991
idn,0.06,1992
idn,0.06,1993
idn,0.06,1994
idn,0.06,1995
idn,0.06,1996
idn,0.06,1997
idn,0.06,1998
idn,0.06,1999
idn,0.06,2000
idn,0.06,2001
idn,0.06,2002
idn,0.06,2003
idn,0.1,2004
idn,0.1,2005
idn,0.1,2006
idn,0.1,2007
idn,0.2,2008
idn,0.2,2009
idn,0.2,2010
idn,0.3,2011
irn,0.06,1990
irn,0.06,1991
irn,0.06,1992
irn,0.06,1993
irn,0.06,1994
irn,0.06,1995
irn,0.06,1996
irn,0.1,1997
irn,0.1,1998
irn,0.1,1999
irn,0.1,2000
irn,0.1,2001
irn,0.1,2002
irn,0.2,2003
irn,0.2,2004
irn,0.2,2005
irn,0.2,2006
irn,0.2,2007
irn,0.2,2008
irn,0.2,2009
irn,0.2,2010
irn,0.2,2011
irl,0.0151,1982
irl,0.06,1990
irl,0.06,1991
irl,0.1,1992
irl,0.1,1993
irl,0.1,1994
irl,0.1,1995
irl,0.1,1996
irl,0.1,1997
irl,0.2,1998
irl,0.2,1999
irl,0.2,2000
irl,0.2,2001
irl,0.2,2002
irl,0.2,2003
irl,0.2,2004
irl,0.2,2005
irl,0.2,2006
irl,0.2,2007
irl,0.2,2008
irl,0.3,2009
irl,0.3,2010
irl,0.3,2011
isr,0.01217,1979
isr,0.06,1990
isr,0.1,1991
isr,0.1,1992
isr,0.1,1993
isr,0.1,1994
isr,0.1,1995
isr,0.1,1996
isr,0.1,1997
isr,0.1,1998
isr,0.1,1999
isr,0.1,2000
isr,0.1,2001
isr,0.1,2002
isr,0.2,2003
isr,0.2,2004
isr,0.2,2005
isr,0.2,2006
isr,0.2,2007
isr,0.2,2008
isr,0.2,2009
isr,0.2,2010
isr,0.2,2011
ita,0.01,1979
ita,0.3,1990
ita,0.3,1991
ita,0.3,1992
ita,0.3,1993
ita,0.3,1994
ita,0.3,1995
ita,0.3,1996
ita,0.3,1997
ita,0.3,1998
ita,0.3,1999
ita,0.3,2000
ita,0.3,2001
ita,0.3,2002
ita,0.3,2003
ita,0.3,2004
ita,0.3,2005
ita,0.3,2006
ita,0.3,2007
ita,0.3,2008
ita,0.4,2009
ita,0.4,2010
ita,0.4,2011
jam,0.01449,1979
jam,2.1,1990
jam,2.2,1991
jam,2.2,1992
jam,2.2,1993
jam,2.2,1994
jam,2.2,1995
jam,2.1,1996
jam,2.1,1997
jam,2.0,1998
jam,2.0,1999
jam,1.9,2000
jam,1.9,2001
jam,1.9,2002
jam,1.8,2003
jam,1.8,2004
jam,1.8,2005
jam,1.7,2006
jam,1.7,2007
jam,1.7,2008
jam,1.8,2009
jam,1.8,2010
jam,1.8,2011
jpn,0.06,1990
jpn,0.06,1991
jpn,0.06,1992
jpn,0.06,1993
jpn,0.06,1994
jpn,0.06,1995
jpn,0.06,1996
jpn,0.06,1997
jpn,0.06,1998
jpn,0.06,1999
jpn,0.06,2000
jpn,0.06,2001
jpn,0.06,2002
jpn,0.06,2003
jpn,0.06,2004
jpn,0.06,2005
jpn,0.06,2006
jpn,0.06,2007
jpn,0.06,2008
jpn,0.06,2009
jpn,0.06,2010
jpn,0.06,2011
kaz,0.06,1990
kaz,0.06,1991
kaz,0.06,1992
kaz,0.06,1993
kaz,0.06,1994
kaz,0.06,1995
kaz,0.06,1996
kaz,0.06,1997
kaz,0.06,1998
kaz,0.06,1999
kaz,0.06,2000
kaz,0.06,2001
kaz,0.06,2002
kaz,0.1,2003
kaz,0.1,2004
kaz,0.1,2005
kaz,0.1,2006
kaz,0.1,2007
kaz,0.1,2008
kaz,0.2,2009
kaz,0.2,2010
kaz,0.2,2011
ken,0.07,1979
ken,3.9,1990
ken,5.4,1991
ken,7.0,1992
ken,8.4,1993
ken,9.6,1994
ken,10.3,1995
ken,10.5,1996
ken,10.5,1997
ken,10.1,1998
ken,9.6,1999
ken,9.0,2000
ken,8.4,2001
ken,7.9,2002
ken,7.5,2003
ken,7.1,2004
ken,6.8,2005
ken,6.6,2006
ken,6.4,2007
ken,6.3,2008
ken,6.2,2009
ken,6.2,2010
ken,6.2,2011
kor,0.06,1990
kor,0.06,1991
kor,0.06,1992
kor,0.06,1993
kor,0.06,1994
kor,0.06,1995
kor,0.06,1996
kor,0.06,1997
kor,0.06,1998
kor,0.06,1999
kor,0.06,2000
kor,0.06,2001
kor,0.06,2002
kor,0.06,2003
kor,0.06,2004
kor,0.06,2005
kor,0.06,2006
kor,0.06,2007
kor,0.06,2008
kor,0.06,2009
kor,0.06,2010
kor,0.06,2011
kgz,0.06,1990
kgz,0.06,1991
kgz,0.06,1992
kgz,0.06,1993
kgz,0.06,1994
kgz,0.06,1995
kgz,0.06,1996
kgz,0.06,1997
kgz,0.06,1998
kgz,0.06,1999
kgz,0.06,2000
kgz,0.06,2001
kgz,0.06,2002
kgz,0.06,2003
kgz,0.1,2004
kgz,0.1,2005
kgz,0.1,2006
kgz,0.2,2007
kgz,0.2,2008
kgz,0.2,2009
kgz,0.3,2010
kgz,0.4,2011
lao,0.06,1990
lao,0.06,1991
lao,0.06,1992
lao,0.06,1993
lao,0.06,1994
lao,0.06,1995
lao,0.06,1996
lao,0.06,1997
lao,0.06,1998
lao,0.06,1999
lao,0.06,2000
lao,0.06,2001
lao,0.06,2002
lao,0.1,2003
lao,0.1,2004
lao,0.1,2005
lao,0.1,2006
lao,0.2,2007
lao,0.2,2008
lao,0.2,2009
lao,0.3,2010
lao,0.3,2011
lva,0.06,1990
lva,0.06,1991
lva,0.06,1992
lva,0.1,1993
lva,0.1,1994
lva,0.1,1995
