geo,adults_with_hiv_percent_age_15_49,time
srb,0.1,1991
srb,0.1,1992
srb,0.1,1993
srb,0.1,1994
srb,0.1,1995
srb,0.06,1996
srb,0.06,1997
srb,0.06,1998
srb,0.06,1999
srb,0.06,2000
srb,0.06,2001
srb,0.1,2002
srb,0.1,2003
srb,0.1,2004
srb,0.1,2005
srb,0.1,2006
srb,0.1,2007
srb,0.1,2008
srb,0.1,2009
srb,0.1,2010
srb,0.1,2011
sle,0.01102,1985
sle,0.06,1990
sle,0.06,1991
sle,0.1,1992
sle,0.1,1993
sle,0.1,1994
sle,0.2,1995
sle,0.3,1996
sle,0.4,1997
sle,0.6,1998
sle,0.8,1999
sle,0.9,2000
sle,1.1,2001
sle,1.2,2002
sle,1.3,2003
sle,1.4,2004
sle,1.5,2005
sle,1.6,2006
sle,1.6,2007
sle,1.6,2008
sle,1.6,2009
sle,1.6,2010
sle,1.6,2011
sgp,0.06,1990
sgp,0.06,1991
sgp,0.1,1992
sgp,0.1,1993
sgp,0.1,1994
sgp,0.1,1995
sgp,0.1,1996
sgp,0.1,1997
sgp,0.1,1998
sgp,0.1,1999
sgp,0.1,2000
sgp,0.1,2001
sgp,0.1,2002
sgp,0.1,2003
sgp,0.1,2004
sgp,0.1,2005
sgp,0.1,2006
sgp,0.1,2007
sgp,0.1,2008
sgp,0.1,2009
sgp,0.1,2010
sgp,0.1,2011
svk,0.06,1990
svk,0.06,1991
svk,0.06,1992
svk,0.06,1993
svk,0.06,1994
svk,0.06,1995
svk,0.06,1996
svk,0.06,1997
svk,0.06,1998
svk,0.06,1999
svk,0.06,2000
svk,0.06,2001
svk,0.06,2002
svk,0.06,2003
svk,0.06,2004
svk,0.06,2005
svk,0.06,2006
svk,0.06,2007
svk,0.06,2008
svk,0.06,2009
svk,0.06,2010
svk,0.06,2011
svn,0.06,1990
svn,0.06,1991
svn,0.06,1992
svn,0.06,1993
svn,0.06,1994
svn,0.06,1995
svn,0.06,1996
svn,0.06,1997
svn,0.06,1998
svn,0.06,1999
svn,0.06,2000
svn,0.06,2001
svn,0.06,2002
svn,0.06,2003
svn,0.06,2004
svn,0.06,2005
svn,0.06,2006
svn,0.06,2007
svn,0.06,2008
svn,0.06,2009
svn,0.1,2010
svn,0.1,2011
som,0.0104,1987
som,0.1,1990
som,0.1,1991
som,0.1,1992
som,0.1,1993
som,0.1,1994
som,0.1,1995
som,0.1,1996
som,0.2,1997
som,0.2,1998
som,0.2,1999
som,0.2,2000
som,0.3,2001
som,0.3,2002
som,0.3,2003
som,0.4,2004
som,0.4,2005
som,0.5,2006
som,0.6,2007
som,0.6,2008
som,0.7,2009
som,0.7,2010
som,0.7,2011
zaf,0.01421,1981
zaf,0.7,1990
zaf,1.2,1991
zaf,1.8,1992
zaf,2.9,1993
zaf,4.3,1994
zaf,6.1,1995
zaf,8.4,1996
zaf,10.7,1997
zaf,12.9,1998
zaf,14.8,1999
zaf,16.1,2000
zaf,17.1,2001
zaf,17.7,2002
zaf,18.0,2003
zaf,18.1,2004
zaf,18.1,2005
zaf,18.1,2006
zaf,18.0,2007
zaf,17.9,2008
zaf,17.2,2009
zaf,17.3,2010
zaf,17.3,2011
esp,0.01,1979
esp,0.4,1990
esp,0.4,1991
esp,0.4,1992
esp,0.5,1993
esp,0.5,1994
esp,0.5,1995
esp,0.4,1996
esp,0.4,1997
esp,0.4,1998
esp,0.4,1999
esp,0.4,2000
esp,0.4,2001
esp,0.4,2002
esp,0.4,2003
esp,0.4,2004
esp,0.4,2005
esp,0.4,2006
esp,0.4,2007
esp,0.4,2008
esp,0.4,2009
esp,0.4,2010
esp,0.4,2011
lka,0.06,1990
lka,0.06,1991
lka,0.06,1992
lka,0.06,1993
lka,0.06,1994
lka,0.06,1995
lka,0.06,1996
lka,0.06,1997
lka,0.06,1998
lka,0.06,1999
lka,0.06,2000
lka,0.06,2001
lka,0.06,2002
lka,0.06,2003
lka,0.06,2004
lka,0.06,2005
lka,0.06,2006
lka,0.06,2007
lka,0.06,2008
lka,0.06,2009
lka,0.06,2010
lka,0.06,2011
sdn,0.06239,1979
sdn,0.1,1990
sdn,0.1,1991
sdn,0.1,1992
sdn,0.1,1993
sdn,0.1,1994
sdn,0.2,1995
sdn,0.2,1996
sdn,0.2,1997
sdn,0.3,1998
sdn,0.3,1999
sdn,0.3,2000
sdn,0.4,2001
sdn,0.4,2002
sdn,0.5,2003
sdn,0.6,2004
sdn,0.6,2005
sdn,0.7,2006
sdn,0.8,2007
sdn,1.0,2008
sdn,0.4,2009
sdn,0.4,2010
sdn,0.4,2011
sur,0.01193,1980
sur,0.1,1990
sur,0.2,1991
sur,0.2,1992
sur,0.4,1993
sur,0.6,1994
sur,0.7,1995
sur,0.9,1996
sur,0.9,1997
sur,1.0,1998
sur,1.0,1999
sur,1.0,2000
sur,1.0,2001
sur,1.0,2002
sur,1.0,2003
sur,1.0,2004
sur,1.1,2005
sur,1.0,2006
sur,1.0,2007
sur,1.0,2008
sur,1.2,2009
sur,1.1,2010
sur,1.0,2011
swz,0.01097,1982
swz,2.3,1990
swz,3.2,1991
swz,4.4,1992
swz,6.1,1993
swz,8.1,1994
swz,10.6,1995
swz,13.3,1996
swz,16.0,1997
swz,18.5,1998
swz,20.6,1999
swz,22.3,2000
swz,23.6,2001
swz,24.5,2002
swz,25.1,2003
swz,25.5,2004
swz,25.6,2005
swz,25.7,2006
swz,25.8,2007
swz,25.9,2008
swz,25.8,2009
swz,25.9,2010
swz,26.0,2011
swe,0.01914,1983
swe,0.1,1990
swe,0.1,1991
swe,0.1,1992
swe,0.1,1993
swe,0.1,1994
swe,0.1,1995
swe,0.1,1996
swe,0.1,1997
swe,0.1,1998
swe,0.1,1999
swe,0.1,2000
swe,0.1,2001
swe,0.1,2002
swe,0.1,2003
swe,0.1,2004
swe,0.1,2005
swe,0.1,2006
swe,0.1,2007
swe,0.1,2008
swe,0.2,2009
swe,0.2,2010
swe,0.2,2011
che,0.05402,1985
che,0.2,1990
che,0.2,1991
che,0.3,1992
che,0.3,1993
che,0.3,1994
che,0.3,1995
che,0.3,1996
che,0.3,1997
che,0.3,1998
che,0.3,1999
che,0.3,2000
che,0.3,2001
che,0.3,2002
che,0.3,2003
che,0.3,2004
che,0.3,2005
che,0.4,2006
che,0.4,2007
che,0.4,2008
che,0.4,2009
che,0.4,2010
che,0.4,2011
tjk,0.06,1990
tjk,0.06,1991
tjk,0.06,1992
tjk,0.06,1993
tjk,0.06,1994
tjk,0.1,1995
tjk,0.1,1996
tjk,0.1,1997
tjk,0.1,1998
tjk,0.1,1999
tjk,0.1,2000
tjk,0.1,2001
tjk,0.1,2002
tjk,0.1,2003
tjk,0.1,2004
tjk,0.1,2005
tjk,0.2,2006
tjk,0.2,2007
tjk,0.2,2008
tjk,0.2,2009
tjk,0.2,2010
tjk,0.3,2011
tza,0.01,1979
tza,4.8,1990
tza,5.7,1991
tza,6.5,1992
tza,7.1,1993
tza,7.6,1994
tza,7.8,1995
tza,7.9,1996
tza,7.9,1997
tza,7.7,1998
tza,7.5,1999
tza,7.3,2000
tza,7.1,2001
tza,6.8,2002
tza,6.6,2003
tza,6.4,2004
tza,6.2,2005
tza,6.0,2006
tza,5.9,2007
tza,5.8,2008
tza,5.8,2009
tza,5.8,2010
tza,5.8,2011
tha,0.01,1985
tha,1.0,1990
tha,1.5,1991
tha,1.8,1992
tha,2.0,1993
tha,2.1,1994
tha,2.1,1995
tha,2.1,1996
tha,2.0,1997
tha,2.0,1998
tha,1.9,1999
tha,1.8,2000
tha,1.7,2001
tha,1.6,2002
tha,1.5,2003
tha,1.5,2004
tha,1.5,2005
tha,1.4,2006
tha,1.4,2007
tha,1.3,2008
tha,1.3,2009
tha,1.2,2010
tha,1.2,2011
tgo,0.009899,1979
tgo,0.6,1990
tgo,0.8,1991
tgo,1.2,1992
tgo,1.6,1993
tgo,2.0,1994
tgo,2.5,1995
tgo,2.9,1996
tgo,3.1,1997
tgo,3.4,1998
tgo,3.5,1999
tgo,3.6,2000
tgo,3.6,2001
tgo,3.6,2002
tgo,3.5,2003
tgo,3.5,2004
tgo,3.4,2005
tgo,3.3,2006
tgo,3.3,2007
tgo,3.2,2008
tgo,3.6,2009
tgo,3.5,2010
tgo,3.4,2011
tto,0.01065,1982
tto,0.2,1990
tto,0.3,1991
tto,0.4,1992
tto,0.5,1993
tto,0.6,1994
tto,0.8,1995
tto,0.9,1996
tto,1.0,1997
tto,1.1,1998
tto,1.1,1999
tto,1.2,2000
tto,1.2,2001
tto,1.2,2002
tto,1.3,2003
tto,1.3,2004
tto,1.3,2005
tto,1.4,2006
tto,1.4,2007
tto,1.5,2008
tto,1.5,2009
tto,1.5,2010
tto,1.5,2011
tun,0.06,1990
tun,0.06,1991
tun,0.06,1992
tun,0.06,1993
tun,0.06,1994
tun,0.06,1995
tun,0.06,1996
tun,0.06,1997
tun,0.06,1998
tun,0.06,1999
tun,0.06,2000
tun,0.06,2001
tun,0.06,2002
tun,0.06,2003
tun,0.06,2004
tun,0.06,2005
tun,0.06,2006
tun,0.06,2007
tun,0.06,2008
tun,0.06,2009
tun,0.06,2010
tun,0.06,2011
tur,0.06,1990
tur,0.06,1991
tur,0.06,1992
tur,0.06,1993
tur,0.06,1994
tur,0.06,1995
tur,0.06,1996
tur,0.06,1997
tur,0.06,1998
tur,0.06,1999
tur,0.06,2000
tur,0.06,2001
tur,0.06,2002
tur,0.06,2003
tur,0.06,2004
tur,0.06,2005
tur,0.06,2006
tur,0.06,2007
tur,0.06,2008
tur,0.06,2009
tur,0.06,2010
tur,0.06,2011
uga,0.01,1979
uga,10.2,1990
uga,10.7,1991
uga,10.5,1992
uga,10.2,1993
uga,9.8,1994
uga,9.3,1995
uga,8.8,1996
uga,8.4,1997
uga,8.0,1998
uga,7.6,1999
uga,7.3,2000
uga,7.0,2001
uga,6.8,2002
uga,6.6,2003
uga,6.4,2004
uga,6.4,2005
uga,6.3,2006
uga,6.3,2007
uga,6.4,2008
uga,6.9,2009
uga,7.0,2010
uga,7.2,2011
ukr,0.1,1990
ukr,0.2,1991
ukr,0.2,1992
ukr,0.2,1993
ukr,0.3,1994
ukr,0.3,1995
ukr,0.4,1996
ukr,0.5,1997
ukr,0.7,1998
ukr,0.8,1999
ukr,0.9,2000
ukr,0.9,2001
ukr,1.0,2002
ukr,1.1,2003
ukr,1.1,2004
ukr,1.1,2005
ukr,1.1,2006
ukr,1.1,2007
ukr,1.1,2008
ukr,0.9,2009
ukr,0.8,2010
ukr,0.8,2011
gbr,0.01926,1983
gbr,0.1,1990
gbr,0.1,1991
gbr,0.1,1992
gbr,0.1,1993
gbr,0.1,1994
gbr,0.1,1995
gbr,0.1,1996
gbr,0.1,1997
gbr,0.1,1998
gbr,0.1,1999
gbr,0.1,2000
gbr,0.1,2001
gbr,0.2,2002
gbr,0.2,2003
gbr,0.2,2004
gbr,0.2,2005
gbr,0.2,2006
gbr,0.2,2007
gbr,0.2,2008
gbr,0.3,2009
gbr,0.3,2010
gbr,0.3,2011
usa,0.03176,1979
usa,0.5,1990
usa,0.5,1991
usa,0.5,1992
usa,0.5,1993
usa,0.5,1994
usa,0.5,1995
usa,0.5,1996
usa,0.5,1997
usa,0.5,1998
usa,0.5,1999
usa,0.5,2000
usa,0.5,2001
usa,0.5,2002
usa,0.5,2003
usa,0.5,2004
usa,0.6,2005
usa,0.6,2006
usa,0.6,2007
usa,0.6,2008
usa,0.6,2009
usa,0.6,2010
usa,0.6,2011
ury,0.009697,1979
ury,0.1,1990
ury,0.1,1991
ury,0.1,1992
ury,0.1,1993
ury,0.1,1994
ury,0.2,1995
ury,0.2,1996
ury,0.2,1997
ury,0.2,1998
ury,0.3,1999
ury,0.3,2000
ury,0.4,2001
ury,0.4,2002
ury,0.5,2003
ury,0.5,2004
ury,0.5,2005
ury,0.5,2006
ury,0.5,2007
ury,0.5,2008
ury,0.6,2009
ury,0.6,2010
ury,0.6,2011
uzb,0.06,1990
uzb,0.06,1991
uzb,0.06,1992
uzb,0.06,1993
uzb,0.06,1994
uzb,0.06,1995
uzb,0.06,1996
uzb,0.06,1997
uzb,0.06,1998
uzb,0.06,1999
uzb,0.06,2000
uzb,0.06,2001
uzb,0.06,2002
uzb,0.06,2003
uzb,0.06,2004
uzb,0.06,2005
uzb,0.1,2006
uzb,0.1,2007
uzb,0.1,2008
ven,0.5,2009
ven,0.5,2010
ven,0.5,2011
vnm,0.06,1990
vnm,0.06,1991
vnm,0.06,1992
vnm,0.1,1993
vnm,0.1,1994
vnm,0.1,1995
vnm,0.1,1996
vnm,0.1,1997
vnm,0.2,1998
vnm,0.2,1999
vnm,0.2,2000
vnm,0.3,2001
vnm,0.3,2002
vnm,0.3,2003
vnm,0.4,2004
vnm,0.4,2005
vnm,0.4,2006
vnm,0.4,2007
vnm,0.4,2008
vnm,0.4,2009
vnm,0.5,2010
vnm,0.5,2011
yem,0.2,2009
yem,0.2,2010
yem,0.2,2011
zmb,0.01,1979
zmb,12.7,1990
zmb,13.6,1991
zmb,14.2,1992
zmb,14.6,1993
zmb,14.9,1994
zmb,15.0,1995
zmb,14.9,1996
zmb,14.8,1997
zmb,14.7,1998
zmb,14.6,1999
zmb,14.4,2000
zmb,14.3,2001
zmb,14.2,2002
zmb,14.1,2003
zmb,14.0,2004
zmb,13.9,2005
zmb,13.8,2006
zmb,13.7,2007
zmb,13.6,2008
zmb,12.9,2009
zmb,12.7,2010
zmb,12.5,2011
zwe,0.01,1979
zwe,10.1,1990
zwe,13.6,1991
zwe,17.2,1992
zwe,20.6,1993
zwe,23.3,1994
zwe,25.1,1995
zwe,26.2,1996
zwe,26.5,1997
zwe,26.3,1998
zwe,25.7,1999
zwe,24.8,2000
zwe,23.7,2001
zwe,22.5,2002
zwe,21.1,2003
zwe,19.8,2004
zwe,18.4,2005
zwe,17.2,2006
zwe,16.1,2007
zwe,15.1,2008
zwe,15.7,2009
zwe,15.2,2010
zwe,14.9,2011
ssd,3.1,2011
