geo,total_gdp_us_inflation_adjusted,time
cmr,9669000000,1999
cmr,10080000000,2000
cmr,10530000000,2001
cmr,10950000000,2002
cmr,11390000000,2003
cmr,11820000000,2004
cmr,12090000000,2005
cmr,12480000000,2006
cmr,12910000000,2007
cmr,13290000000,2008
cmr,13550000000,2009
cmr,13990000000,2010
cmr,14520000000,2011
can,167900000000,1960
can,173200000000,1961
can,185500000000,1962
can,195100000000,1963
can,208200000000,1964
can,222000000000,1965
can,236700000000,1966
can,243600000000,1967
can,256500000000,1968
can,269900000000,1969
can,276900000000,1970
can,288300000000,1971
can,304000000000,1972
can,325200000000,1973
can,337200000000,1974
can,343300000000,1975
can,361200000000,1976
can,373700000000,1977
can,388500000000,1978
can,403200000000,1979
can,412000000000,1980
can,426400000000,1981
can,414200000000,1982
can,425500000000,1983
can,450200000000,1984
can,471700000000,1985
can,483100000000,1986
can,503700000000,1987
can,528700000000,1988
can,542600000000,1989
can,543600000000,1990
can,532300000000,1991
can,536900000000,1992
can,549500000000,1993
can,575900000000,1994
can,592100000000,1995
can,601600000000,1996
can,627100000000,1997
can,652800000000,1998
can,688900000000,1999
can,724900000000,2000
can,737800000000,2001
can,759400000000,2002
can,773700000000,2003
can,797900000000,2004
can,821900000000,2005
can,845100000000,2006
can,863700000000,2007
can,869700000000,2008
can,845600000000,2009
can,872800000000,2010
can,894300000000,2011
cpv,168000000,1980
cpv,182200000,1981
cpv,187300000,1982
cpv,205200000,1983
cpv,212900000,1984
cpv,231400000,1985
cpv,238000000,1986
cpv,248200000,1987
cpv,263100000,1988
cpv,278100000,1989
cpv,280100000,1990
cpv,284000000,1991
cpv,292600000,1992
cpv,314000000,1993
cpv,335800000,1994
cpv,360900000,1995
cpv,385100000,1996
cpv,414500000,1997
cpv,449400000,1998
cpv,502700000,1999
cpv,539200000,2000
cpv,572300000,2001
cpv,602600000,2002
cpv,630800000,2003
cpv,657800000,2004
cpv,700700000,2005
cpv,771700000,2006
cpv,838500000,2007
cpv,890400000,2008
cpv,923500000,2009
cpv,971600000,2010
cpv,1021000000,2011
caf,535000000,1960
caf,561500000,1961
caf,540600000,1962
caf,536800000,1963
caf,548000000,1964
caf,553200000,1965
caf,556700000,1966
caf,582800000,1967
caf,591000000,1968
caf,632900000,1969
caf,647600000,1970
caf,654900000,1971
caf,654900000,1972
caf,667300000,1973
caf,709600000,1974
caf,712500000,1975
caf,751200000,1976
caf,779800000,1977
caf,789200000,1978
caf,769800000,1979
caf,735300000,1980
caf,723900000,1981
caf,779800000,1982
caf,716400000,1983
caf,784300000,1984
caf,815100000,1985
caf,844300000,1986
caf,802600000,1987
caf,816300000,1988
caf,832500000,1989
caf,814600000,1990
caf,810100000,1991
caf,758100000,1992
caf,760600000,1993
caf,797900000,1994
caf,855300000,1995
caf,821100000,1996
caf,864600000,1997
caf,905300000,1998
caf,937800000,1999
caf,959400000,2000
caf,961900000,2001
caf,956300000,2002
caf,883600000,2003
caf,892500000,2004
caf,913900000,2005
caf,948600000,2006
caf,983700000,2007
caf,1003000000,2008
caf,1020000000,2009
caf,1054000000,2010
caf,1087000000,2011
tcd,750200000,1960
tcd,760700000,1961
tcd,801400000,1962
tcd,788600000,1963
tcd,768800000,1964
tcd,773500000,1965
tcd,759500000,1966
tcd,765300000,1967
tcd,761800000,1968
tcd,814200000,1969
tcd,829400000,1970
tcd,810700000,1971
tcd,820100000,1972
tcd,751300000,1973
tcd,788600000,1974
tcd,859700000,1975
tcd,885300000,1976
tcd,905100000,1977
tcd,900800000,1978
tcd,707700000,1979
tcd,664900000,1980
tcd,671800000,1981
tcd,707700000,1982
tcd,818700000,1983
tcd,835500000,1984
tcd,1018000000,1985
tcd,976000000,1986
tcd,952700000,1987
tcd,1100000000,1988
tcd,1154000000,1989
tcd,1106000000,1990
tcd,1200000000,1991
tcd,1296000000,1992
tcd,1093000000,1993
tcd,1203000000,1994
tcd,1218000000,1995
tcd,1245000000,1996
tcd,1316000000,1997
tcd,1407000000,1998
tcd,1397000000,1999
tcd,1385000000,2000
tcd,1547000000,2001
tcd,1678000000,2002
tcd,1925000000,2003
tcd,2572000000,2004
tcd,3018000000,2005
tcd,3024000000,2006
tcd,3030000000,2007
tcd,3018000000,2008
tcd,2982000000,2009
tcd,3369000000,2010
tcd,3474000000,2011
chanisl,5864000000,1998
chanisl,6085000000,1999
chanisl,6440000000,2000
chanisl,6342000000,2001
chanisl,6239000000,2002
chanisl,6039000000,2003
chanisl,6053000000,2004
chanisl,6136000000,2005
chanisl,6435000000,2006
chanisl,6815000000,2007
chl,14090000000,1960
chl,14660000000,1961
chl,15420000000,1962
chl,16360000000,1963
chl,16800000000,1964
chl,16870000000,1965
chl,18560000000,1966
chl,19230000000,1967
chl,19950000000,1968
chl,20650000000,1969
chl,21080000000,1970
chl,22980000000,1971
chl,22800000000,1972
chl,21670000000,1973
chl,22210000000,1974
chl,19690000000,1975
chl,20360000000,1976
chl,22130000000,1977
chl,23780000000,1978
chl,25840000000,1979
chl,27950000000,1980
chl,29270000000,1981
chl,26250000000,1982
chl,25260000000,1983
chl,27270000000,1984
chl,29210000000,1985
chl,30850000000,1986
chl,32880000000,1987
chl,35290000000,1988
chl,39010000000,1989
chl,40460000000,1990
chl,43680000000,1991
chl,49040000000,1992
chl,52470000000,1993
chl,55460000000,1994
chl,61360000000,1995
chl,65910000000,1996
chl,70260000000,1997
chl,72530000000,1998
chl,71980000000,1999
chl,75210000000,2000
chl,77750000000,2001
chl,79450000000,2002
chl,82560000000,2003
chl,87550000000,2004
chl,91290000000,2005
chl,96490000000,2006
chl,101500000000,2007
chl,104800000000,2008
chl,103700000000,2009
chl,110000000000,2010
chl,116600000000,2011
chn,70350000000,1960
chn,51280000000,1961
chn,48150000000,1962
chn,53130000000,1963
chn,61550000000,1964
chn,71620000000,1965
chn,79280000000,1966
chn,74760000000,1967
chn,71700000000,1968
chn,83810000000,1969
chn,100100000000,1970
chn,107100000000,1971
chn,111100000000,1972
chn,119900000000,1973
chn,122700000000,1974
chn,133400000000,1975
chn,131200000000,1976
chn,141200000000,1977
chn,157700000000,1978
chn,169700000000,1979
chn,182900000000,1980
chn,192500000000,1981
chn,210000000000,1982
chn,232900000000,1983
chn,268200000000,1984
chn,304500000000,1985
chn,331300000000,1986
chn,369700000000,1987
chn,411500000000,1988
chn,428300000000,1989
chn,444600000000,1990
chn,485500000000,1991
chn,554400000000,1992
chn,632100000000,1993
chn,714900000000,1994
chn,792800000000,1995
chn,872100000000,1996
chn,953200000000,1997
chn,1028000000000,1998
chn,1106000000000,1999
chn,1198000000000,2000
chn,1298000000000,2001
chn,1416000000000,2002
chn,1558000000000,2003
chn,1715000000000,2004
chn,1909000000000,2005
chn,2151000000000,2006
chn,2457000000000,2007
chn,2693000000000,2008
chn,2940000000000,2009
chn,3246000000000,2010
chn,3548000000000,2011
col,19020000000,1960
col,20020000000,1961
col,21110000000,1962
col,21730000000,1963
col,23160000000,1964
col,23860000000,1965
col,25130000000,1966
col,26180000000,1967
col,27860000000,1968
col,29680000000,1969
col,31750000000,1970
col,33640000000,1971
col,36220000000,1972
col,38650000000,1973
col,40870000000,1974
col,41790000000,1975
col,43800000000,1976
col,45620000000,1977
col,49480000000,1978
col,52150000000,1979
col,54280000000,1980
col,55510000000,1981
col,56040000000,1982
col,56930000000,1983
col,58840000000,1984
col,60650000000,1985
col,64190000000,1986
col,67640000000,1987
col,70390000000,1988
col,72790000000,1989
col,77190000000,1990
col,78950000000,1991
col,82920000000,1992
col,84890000000,1993
col,89840000000,1994
col,94510000000,1995
col,96460000000,1996
col,99760000000,1997
col,100300000000,1998
col,96120000000,1999
col,100400000000,2000
col,102000000000,2001
col,104600000000,2002
col,108700000000,2003
col,114500000000,2004
col,119900000000,2005
col,127900000000,2006
col,136700000000,2007
col,141600000000,2008
col,143900000000,2009
col,149700000000,2010
col,158600000000,2011
com,135600000,1980
com,140900000,1981
com,149800000,1982
com,157100000,1983
com,163500000,1984
com,167300000,1985
com,170400000,1986
com,173200000,1987
com,177800000,1988
com,172200000,1989
com,180900000,1990
com,171200000,1991
com,185800000,1992
com,191400000,1993
com,181300000,1994
com,187800000,1995
com,185400000,1996
com,192800000,1997
com,195300000,1998
com,199100000,1999
com,201900000,2000
com,208600000,2001
com,217300000,2002
com,222700000,2003
com,222100000,2004
com,231500000,2005
com,234400000,2006
com,235500000,2007
com,237800000,2008
com,242100000,2009
com,247200000,2010
com,252700000,2011
cod,4993000000,1960
cod,4451000000,1961
cod,5395000000,1962
cod,5676000000,1963
cod,5538000000,1964
cod,5593000000,1965
cod,5972000000,1966
cod,5913000000,1967
cod,6169000000,1968
cod,6745000000,1969
cod,6728000000,1970
cod,7132000000,1971
cod,7143000000,1972
cod,7724000000,1973
cod,7966000000,1974
cod,7569000000,1975
cod,7167000000,1976
cod,7222000000,1977
cod,6836000000,1978
cod,6865000000,1979
cod,7016000000,1980
cod,7181000000,1981
cod,7148000000,1982
cod,7249000000,1983
cod,7650000000,1984
cod,7686000000,1985
cod,8049000000,1986
cod,8264000000,1987
cod,8303000000,1988
cod,8198000000,1989
cod,7659000000,1990
cod,7014000000,1991
cod,6278000000,1992
cod,5432000000,1993
cod,5220000000,1994
cod,5257000000,1995
cod,5203000000,1996
cod,4911000000,1997
cod,4831000000,1998
cod,4625000000,1999
cod,4306000000,2000
cod,4215000000,2001
cod,4362000000,2002
cod,4614000000,2003
cod,4921000000,2004
cod,5304000000,2005
cod,5600000000,2006
cod,5950000000,2007
cod,6316000000,2008
cod,6495000000,2009
cod,6961000000,2010
cod,7440000000,2011
cog,626100000,1960
cog,678500000,1961
cog,713800000,1962
cog,685100000,1963
cog,711200000,1964
cog,737400000,1965
cog,747400000,1966
cog,763200000,1967
cog,821500000,1968
cog,883500000,1969
cog,939600000,1970
cog,1012000000,1971
cog,1100000000,1972
cog,1190000000,1973
cog,1284000000,1974
cog,1383000000,1975
cog,1396000000,1976
cog,1271000000,1977
cog,1352000000,1978
cog,1485000000,1979
cog,1746000000,1980
cog,2054000000,1981
cog,2539000000,1982
cog,2687000000,1983
cog,2875000000,1984
cog,2841000000,1985
cog,2646000000,1986
cog,2651000000,1987
cog,2698000000,1988
cog,2768000000,1989
cog,2796000000,1990
cog,2863000000,1991
cog,2937000000,1992
cog,2908000000,1993
cog,2748000000,1994
cog,2858000000,1995
cog,2981000000,1996
cog,2963000000,1997
cog,3072000000,1998
cog,2992000000,1999
cog,3220000000,2000
cog,3342000000,2001
cog,3496000000,2002
cog,3524000000,2003
cog,3647000000,2004
cog,3932000000,2005
cog,4173000000,2006
cog,4107000000,2007
cog,4335000000,2008
cog,4659000000,2009
cog,5067000000,2010
cog,5293000000,2011
cri,2398000000,1960
cri,2376000000,1961
cri,2569000000,1962
cri,2692000000,1963
cri,2804000000,1964
cri,3079000000,1965
cri,3322000000,1966
cri,3509000000,1967
cri,3804000000,1968
cri,4016000000,1969
cri,4317000000,1970
cri,4610000000,1971
cri,4987000000,1972
cri,5371000000,1973
cri,5669000000,1974
cri,5788000000,1975
cri,6107000000,1976
cri,6651000000,1977
cri,7068000000,1978
cri,7417000000,1979
cri,7473000000,1980
cri,7304000000,1981
cri,6772000000,1982
cri,6966000000,1983
cri,7398000000,1984
cri,7475000000,1985
cri,7907000000,1986
cri,8451000000,1987
cri,8774000000,1988
cri,9218000000,1989
cri,9578000000,1990
cri,9824000000,1991
cri,10720000000,1992
cri,11520000000,1993
cri,12060000000,1994
cri,12540000000,1995
cri,12650000000,1996
cri,13350000000,1997
cri,14470000000,1998
cri,15660000000,1999
cri,15950000000,2000
cri,16120000000,2001
cri,16590000000,2002
cri,17650000000,2003
cri,18400000000,2004
cri,19480000000,2005
cri,21190000000,2006
cri,22880000000,2007
cri,23500000000,2008
cri,23260000000,2009
cri,24350000000,2010
cri,25360000000,2011
civ,2004000000,1960
civ,2203000000,1961
civ,2230000000,1962
civ,2553000000,1963
civ,3002000000,1964
civ,2909000000,1965
civ,3246000000,1966
civ,3395000000,1967
civ,3821000000,1968
civ,4186000000,1969
civ,4620000000,1970
civ,5057000000,1971
civ,5271000000,1972
civ,5584000000,1973
civ,5826000000,1974
civ,6306000000,1975
civ,7121000000,1976
civ,7642000000,1977
civ,8475000000,1978
civ,8678000000,1979
civ,7727000000,1980
civ,7998000000,1981
civ,8014000000,1982
civ,7701000000,1983
civ,7493000000,1984
civ,7831000000,1985
civ,8086000000,1986
civ,8058000000,1987
civ,8149000000,1988
civ,8389000000,1989
civ,8298000000,1990
civ,8301000000,1991
civ,8281000000,1992
civ,8265000000,1993
civ,8332000000,1994
civ,8925000000,1995
civ,9615000000,1996
civ,10170000000,1997
civ,10650000000,1998
civ,10820000000,1999
civ,10420000000,2000
civ,10410000000,2001
civ,10270000000,2002
civ,10110000000,2003
civ,10290000000,2004
civ,10420000000,2005
civ,10490000000,2006
civ,10670000000,2007
civ,10920000000,2008
civ,11330000000,2009
civ,11600000000,2010
civ,11060000000,2011
hrv,25150000000,1990
hrv,19840000000,1991
hrv,17520000000,1992
hrv,16110000000,1993
hrv,17060000000,1994
hrv,18210000000,1995
hrv,19290000000,1996
hrv,20550000000,1997
hrv,20960000000,1998
hrv,20740000000,1999
hrv,21520000000,2000
hrv,22300000000,2001
hrv,23390000000,2002
hrv,24650000000,2003
hrv,25670000000,2004
hrv,26770000000,2005
hrv,28090000000,2006
hrv,29510000000,2007
hrv,30150000000,2008
hrv,28340000000,2009
hrv,28000000000,2010
hrv,27990000000,2011
cub,15470000000,1970
cub,16800000000,1971
cub,17610000000,1972
cub,18210000000,1973
cub,18390000000,1974
cub,20130000000,1975
cub,21230000000,1976
cub,23080000000,1977
cub,24600000000,1978
cub,24870000000,1979
cub,23660000000,1980
cub,28320000000,1981
cub,30840000000,1982
cub,32510000000,1983
cub,35090000000,1984
cub,35650000000,1985
cub,35690000000,1986
cub,34830000000,1987
cub,36120000000,1988
cub,36360000000,1989
cub,35290000000,1990
cub,31520000000,1991
cub,27870000000,1992
cub,23720000000,1993
cub,23890000000,1994
cub,24480000000,1995
cub,26400000000,1996
cub,27130000000,1997
cub,27180000000,1998
cub,28860000000,1999
cub,30570000000,2000
cub,31540000000,2001
cub,31990000000,2002
cub,33200000000,2003
cub,35120000000,2004
cub,39050000000,2005
cub,43760000000,2006
cub,46940000000,2007
cub,48870000000,2008
cub,49580000000,2009
cub,50610000000,2010
cyp,1930000000,1975
cyp,2321000000,1976
cyp,2701000000,1977
cyp,2911000000,1978
cyp,3199000000,1979
cyp,3383000000,1980
cyp,3469000000,1981
cyp,3677000000,1982
cyp,3883000000,1983
cyp,4223000000,1984
cyp,4429000000,1985
cyp,4593000000,1986
cyp,4918000000,1987
cyp,5343000000,1988
cyp,5767000000,1989
cyp,6194000000,1990
cyp,6240000000,1991
cyp,6827000000,1992
cyp,6875000000,1993
cyp,7280000000,1994
cyp,7724000000,1995
cyp,7867000000,1996
cyp,8052000000,1997
cyp,8458000000,1998
cyp,8868000000,1999
cyp,9315000000,2000
cyp,9690000000,2001
cyp,9893000000,2002
cyp,10080000000,2003
cyp,10510000000,2004
cyp,10920000000,2005
cyp,11370000000,2006
cyp,11950000000,2007
cyp,12390000000,2008
cyp,12180000000,2009
cyp,12320000000,2010
cyp,12380000000,2011
cze,56340000000,1990
cze,49800000000,1991
cze,49550000000,1992
cze,49580000000,1993
cze,50680000000,1994
cze,53690000000,1995
cze,56120000000,1996
cze,55640000000,1997
cze,55510000000,1998
cze,56440000000,1999
cze,58810000000,2000
cze,60630000000,2001
cze,61930000000,2002
cze,64260000000,2003
cze,67310000000,2004
cze,71860000000,2005
cze,76900000000,2006
cze,81310000000,2007
cze,83830000000,2008
cze,79900000000,2009
cze,82080000000,2010
cze,83440000000,2011
dnk,52160000000,1960
dnk,55490000000,1961
dnk,58640000000,1962
dnk,59010000000,1963
dnk,64480000000,1964
dnk,67420000000,1965
dnk,69270000000,1966
dnk,71640000000,1967
dnk,74480000000,1968
dnk,79190000000,1969
dnk,80800000000,1970
dnk,83220000000,1971
dnk,86700000000,1972
dnk,89960000000,1973
dnk,89220000000,1974
dnk,88130000000,1975
dnk,93500000000,1976
dnk,95350000000,1977
dnk,97520000000,1978
dnk,101400000000,1979
dnk,100900000000,1980
dnk,99990000000,1981
dnk,103700000000,1982
dnk,106400000000,1983
dnk,110900000000,1984
dnk,115300000000,1985
dnk,121100000000,1986
dnk,121400000000,1987
dnk,121200000000,1988
dnk,121900000000,1989
dnk,123900000000,1990
dnk,125500000000,1991
dnk,128000000000,1992
dnk,127900000000,1993
dnk,134900000000,1994
dnk,139100000000,1995
dnk,143000000000,1996
dnk,147600000000,1997
dnk,150800000000,1998
dnk,154600000000,1999
dnk,160100000000,2000
dnk,161200000000,2001
dnk,162000000000,2002
dnk,162600000000,2003
dnk,166300000000,2004
dnk,170400000000,2005
dnk,176200000000,2006
dnk,179000000000,2007
dnk,177600000000,2008
dnk,167200000000,2009
dnk,169400000000,2010
dnk,171100000000,2011
dji,660000000,1990
dji,631800000,1991
dji,631700000,1992
dji,589900000,1993
dji,584300000,1994
dji,563900000,1995
dji,540700000,1996
dji,536700000,1997
dji,537200000,1998
dji,548900000,1999
dji,551200000,2000
dji,562500000,2001
dji,577200000,2002
dji,595700000,2003
dji,618500000,2004
dji,638100000,2005
dji,668700000,2006
dji,702900000,2007
dji,743600000,2008
dji,780800000,2009
dma,161700000,1977
dma,180700000,1978
dma,147400000,1979
dma,168400000,1980
dma,188800000,1981
dma,196600000,1982
dma,201900000,1983
dma,212800000,1984
dma,215600000,1985
dma,230800000,1986
dma,248200000,1987
dma,269400000,1988
dma,268800000,1989
dma,282900000,1990
dma,284600000,1991
dma,290400000,1992
dma,295300000,1993
dma,299500000,1994
dma,305500000,1995
dma,313500000,1996
dma,318200000,1997
dma,334000000,1998
dma,336300000,1999
dma,328700000,2000
dma,328100000,2001
dma,322200000,2002
dma,346600000,2003
dma,358100000,2004
dma,356600000,2005
dma,373200000,2006
dma,387600000,2007
dma,417700000,2008
dma,414700000,2009
dma,416000000,2010
dma,420500000,2011
dom,3019000000,1960
dom,2949000000,1961
dom,3452000000,1962
dom,3677000000,1963
dom,3925000000,1964
dom,3436000000,1965
dom,3898000000,1966
dom,4028000000,1967
dom,4037000000,1968
dom,4477000000,1969
dom,5293000000,1970
dom,5869000000,1971
dom,6479000000,1972
dom,7314000000,1973
dom,7753000000,1974
dom,8156000000,1975
dom,8704000000,1976
dom,9138000000,1977
dom,9334000000,1978
dom,9757000000,1979
dom,10530000000,1980
dom,10980000000,1981
dom,11170000000,1982
dom,11690000000,1983
dom,11830000000,1984
dom,11580000000,1985
dom,11990000000,1986
dom,13200000000,1987
dom,13490000000,1988
dom,14080000000,1989
dom,13320000000,1990
dom,13440000000,1991
dom,14850000000,1992
dom,15930000000,1993
dom,16290000000,1994
dom,17190000000,1995
dom,18410000000,1996
dom,19890000000,1997
dom,21280000000,1998
dom,22710000000,1999
dom,24000000000,2000
dom,24430000000,2001
dom,25840000000,2002
dom,25780000000,2003
dom,26120000000,2004
dom,28540000000,2005
dom,31580000000,2006
dom,34260000000,2007
dom,36060000000,2008
dom,37300000000,2009
dom,40200000000,2010
dom,42000000000,2011
ecu,3642000000,1960
ecu,3698000000,1961
ecu,3866000000,1962
ecu,4016000000,1963
ecu,4330000000,1964
ecu,4467000000,1965
ecu,4463000000,1966
ecu,4775000000,1967
ecu,4886000000,1968
ecu,5153000000,1969
ecu,5545000000,1970
ecu,5903000000,1971
ecu,6174000000,1972
ecu,7172000000,1973
ecu,7771000000,1974
ecu,8418000000,1975
ecu,9062000000,1976
ecu,9272000000,1977
ecu,9903000000,1978
ecu,10420000000,1979
ecu,10880000000,1980
ecu,11250000000,1981
ecu,11180000000,1982
ecu,10900000000,1983
ecu,11320000000,1984
ecu,11650000000,1985
ecu,12120000000,1986
ecu,11860000000,1987
ecu,12860000000,1988
ecu,12980000000,1989
ecu,13330000000,1990
ecu,14020000000,1991
ecu,14240000000,1992
ecu,14280000000,1993
ecu,14950000000,1994
ecu,15210000000,1995
ecu,15580000000,1996
ecu,16210000000,1997
ecu,16550000000,1998
ecu,15510000000,1999
ecu,15940000000,2000
ecu,16790000000,2001
ecu,17650000000,2002
ecu,18230000000,2003
ecu,19840000000,2004
ecu,20980000000,2005
ecu,21970000000,2006
ecu,22420000000,2007
ecu,24040000000,2008
ecu,24130000000,2009
ecu,25000000000,2010
ecu,26200000000,2011
egy,12010000000,1960
egy,12540000000,1961
egy,13400000000,1962
egy,14610000000,1963
egy,15800000000,1964
egy,17260000000,1965
egy,17440000000,1966
egy,17550000000,1967
egy,18030000000,1968
egy,19250000000,1969
egy,20330000000,1970
egy,21030000000,1971
egy,21460000000,1972
egy,21610000000,1973
egy,22150000000,1974
egy,24130000000,1975
egy,27660000000,1976
egy,31210000000,1977
egy,33010000000,1978
egy,35000000000,1979
egy,38510000000,1980
egy,39950000000,1981
egy,43910000000,1982
egy,47160000000,1983
egy,50030000000,1984
egy,53340000000,1985
egy,54750000000,1986
egy,56130000000,1987
egy,59100000000,1988
egy,62040000000,1989
egy,65580000000,1990
egy,66290000000,1991
egy,69220000000,1992
egy,71230000000,1993
egy,74060000000,1994
egy,77500000000,1995
egy,81370000000,1996
egy,85840000000,1997
egy,89300000000,1998
egy,94750000000,1999
egy,99840000000,2000
egy,103400000000,2001
egy,105800000000,2002
egy,109200000000,2003
egy,113700000000,2004
egy,118700000000,2005
egy,126900000000,2006
egy,135900000000,2007
egy,145600000000,2008
egy,152400000000,2009
egy,160300000000,2010
egy,163100000000,2011
slv,4018000000,1960
slv,4160000000,1961
slv,4657000000,1962
slv,4857000000,1963
slv,5310000000,1964
slv,5595000000,1965
slv,5996000000,1966
slv,6322000000,1967
slv,6527000000,1968
slv,6754000000,1969
slv,6955000000,1970
slv,7223000000,1971
slv,7665000000,1972
slv,8038000000,1973
slv,8467000000,1974
slv,8714000000,1975
slv,9154000000,1976
slv,9775000000,1977
slv,10300000000,1978
slv,9865000000,1979
slv,8704000000,1980
slv,7794000000,1981
slv,7303000000,1982
slv,7415000000,1983
slv,7514000000,1984
slv,7560000000,1985
slv,7575000000,1986
slv,7765000000,1987
slv,7911000000,1988
slv,7987000000,1989
slv,8373000000,1990
slv,8672000000,1991
slv,9326000000,1992
slv,10010000000,1993
slv,10620000000,1994
slv,11300000000,1995
slv,11490000000,1996
slv,11980000000,1997
slv,12430000000,1998
slv,12860000000,1999
slv,13130000000,2000
slv,13360000000,2001
slv,13670000000,2002
slv,13990000000,2003
slv,14240000000,2004
slv,14750000000,2005
slv,15330000000,2006
slv,15920000000,2007
slv,16120000000,2008
slv,15620000000,2009
slv,15830000000,2010
slv,16060000000,2011
gnq,194300000,1985
gnq,189800000,1986
gnq,198200000,1987
gnq,203400000,1988
gnq,200900000,1989
gnq,207500000,1990
gnq,205100000,1991
gnq,227100000,1992
gnq,241400000,1993
gnq,253700000,1994
gnq,289900000,1995
gnq,374400000,1996
gnq,640900000,1997
gnq,781400000,1998
gnq,1105000000,1999
gnq,1254000000,2000
gnq,2031000000,2001
gnq,2426000000,2002
gnq,2764000000,2003
gnq,3815000000,2004
gnq,4187000000,2005
gnq,4239000000,2006
gnq,5148000000,2007
gnq,5698000000,2008
gnq,6025000000,2009
gnq,5979000000,2010
gnq,6403000000,2011
eri,429600000,1992
eri,487400000,1993
eri,590800000,1994
eri,607700000,1995
eri,664000000,1996
eri,716500000,1997
eri,729200000,1998
eri,729300000,1999
eri,633600000,2000
eri,768200000,2001
eri,791300000,2002
eri,770300000,2003
eri,781500000,2004
eri,801600000,2005
eri,793900000,2006
eri,805200000,2007
eri,726300000,2008
eri,754500000,2009
eri,771100000,2010
eri,838300000,2011
est,4105000000,1995
est,4347000000,1996
est,4857000000,1997
est,5188000000,1998
est,5173000000,1999
est,5675000000,2000
est,6032000000,2001
est,6427000000,2002
est,6926000000,2003
est,7366000000,2004
est,8018000000,2005
est,8828000000,2006
est,9489000000,2007
est,9141000000,2008
est,7837000000,2009
est,8015000000,2010
est,8627000000,2011
eth,5147000000,1981
eth,5194000000,1982
eth,5622000000,1983
eth,5462000000,1984
eth,4853000000,1985
eth,5322000000,1986
eth,6060000000,1987
eth,6090000000,1988
eth,6068000000,1989
eth,6234000000,1990
eth,5789000000,1991
eth,5287000000,1992
eth,5982000000,1993
eth,6172000000,1994
eth,6551000000,1995
eth,7365000000,1996
eth,7595000000,1997
eth,7333000000,1998
eth,7711000000,1999
eth,8180000000,2000
eth,8859000000,2001
eth,8993000000,2002
eth,8798000000,2003
eth,9993000000,2004
eth,11170000000,2005
eth,12380000000,2006
eth,13800000000,2007
eth,15290000000,2008
eth,16640000000,2009
eth,18290000000,2010
eth,19630000000,2011
fro,1062000000,2000
fji,437100000,1960
fji,452500000,1961
fji,468800000,1962
fji,498600000,1963
fji,522900000,1964
fji,508800000,1965
fji,508800000,1966
fji,576700000,1967
fji,622400000,1968
fji,638500000,1969
fji,719600000,1970
fji,769200000,1971
fji,826800000,1972
fji,922800000,1973
fji,946800000,1974
fji,951800000,1975
fji,977900000,1976
fji,1036000000,1977
fji,1055000000,1978
fji,1184000000,1979
fji,1165000000,1980
fji,1239000000,1981
fji,1165000000,1982
fji,1118000000,1983
fji,1212000000,1984
fji,1156000000,1985
fji,1246000000,1986
fji,1164000000,1987
fji,1175000000,1988
fji,1262000000,1989
fji,1335000000,1990
fji,1299000000,1991
fji,1378000000,1992
fji,1408000000,1993
fji,1480000000,1994
fji,1517000000,1995
fji,1589000000,1996
fji,1554000000,1997
fji,1575000000,1998
fji,1713000000,1999
fji,1684000000,2000
fji,1718000000,2001
fji,1773000000,2002
fji,1790000000,2003
fji,1885000000,2004
fji,1899000000,2005
fji,1934000000,2006
fji,1917000000,2007
fji,1937000000,2008
fji,1912000000,2009
fji,1908000000,2010
fji,1947000000,2011
fin,32360000000,1960
fin,34820000000,1961
fin,35860000000,1962
fin,37040000000,1963
fin,38980000000,1964
fin,41050000000,1965
fin,42020000000,1966
fin,42930000000,1967
fin,43920000000,1968
fin,48140000000,1969
fin,50700000000,1970
fin,51900000000,1971
fin,55910000000,1972
fin,59820000000,1973
fin,61750000000,1974
fin,62870000000,1975
fin,63090000000,1976
fin,63240000000,1977
fin,65080000000,1978
fin,69720000000,1979
fin,73480000000,1980
fin,74420000000,1981
fin,76690000000,1982
fin,79010000000,1983
fin,81460000000,1984
fin,84150000000,1985
fin,86380000000,1986
fin,89390000000,1987
fin,94060000000,1988
fin,98840000000,1989
fin,99330000000,1990
fin,93370000000,1991
fin,90120000000,1992
fin,89390000000,1993
fin,92660000000,1994
fin,96330000000,1995
fin,99770000000,1996
fin,106000000000,1997
fin,111300000000,1998
fin,115600000000,1999
fin,121800000000,2000
fin,124600000000,2001
fin,126900000000,2002
fin,129400000000,2003
fin,134800000000,2004
fin,138700000000,2005
fin,144800000000,2006
fin,152500000000,2007
fin,153000000000,2008
fin,140200000000,2009
fin,145400000000,2010
fin,149600000000,2011
fra,349800000000,1960
fra,369000000000,1961
fra,393700000000,1962
fra,414700000000,1963
fra,441700000000,1964
fra,462800000000,1965
fra,487000000000,1966
fra,509800000000,1967
fra,531500000000,1968
fra,568700000000,1969
fra,601300000000,1970
fra,633300000000,1971
fra,662100000000,1972
fra,705800000000,1973
fra,738900000000,1974
fra,730600000000,1975
fra,762700000000,1976
fra,789900000000,1977
fra,820700000000,1978
fra,849000000000,1979
fra,862900000000,1980
fra,871400000000,1981
fra,892400000000,1982
fra,903400000000,1983
fra,916900000000,1984
fra,931700000000,1985
fra,952700000000,1986
fra,975400000000,1987
fra,1021000000000,1988
fra,1064000000000,1989
fra,1092000000000,1990
fra,1103000000000,1991
fra,1119000000000,1992
fra,1112000000000,1993
