geo,total_gdp_us_inflation_adjusted,time
fra,1137000000000,1994
fra,1160000000000,1995
fra,1172000000000,1996
fra,1198000000000,1997
fra,1238000000000,1998
fra,1279000000000,1999
fra,1326000000000,2000
fra,1351000000000,2001
fra,1363000000000,2002
fra,1375000000000,2003
fra,1410000000000,2004
fra,1436000000000,2005
fra,1472000000000,2006
fra,1505000000000,2007
fra,1504000000000,2008
fra,1457000000000,2009
fra,1481000000000,2010
fra,1506000000000,2011
pyf,805600000,1965
pyf,882800000,1966
pyf,840900000,1967
pyf,966500000,1968
pyf,940500000,1969
pyf,955800000,1970
pyf,1071000000,1971
pyf,1020000000,1972
pyf,1100000000,1973
pyf,1298000000,1974
pyf,1234000000,1975
pyf,1336000000,1976
pyf,1363000000,1977
pyf,1498000000,1978
pyf,1557000000,1979
pyf,1565000000,1980
pyf,1698000000,1981
pyf,1867000000,1982
pyf,1968000000,1983
pyf,2074000000,1984
pyf,2186000000,1985
pyf,2370000000,1986
pyf,2538000000,1987
pyf,2599000000,1988
pyf,2677000000,1989
pyf,2736000000,1990
pyf,2870000000,1991
pyf,2896000000,1992
pyf,2899000000,1993
pyf,2922000000,1994
pyf,2937000000,1995
pyf,2945000000,1996
pyf,3001000000,1997
pyf,3187000000,1998
pyf,3315000000,1999
pyf,3448000000,2000
gab,887300000,1960
gab,1018000000,1961
gab,1094000000,1962
gab,1161000000,1963
gab,1214000000,1964
gab,1315000000,1965
gab,1374000000,1966
gab,1431000000,1967
gab,1467000000,1968
gab,1585000000,1969
gab,1723000000,1970
gab,1899000000,1971
gab,2115000000,1972
gab,2330000000,1973
gab,3250000000,1974
gab,3874000000,1975
gab,5254000000,1976
gab,4593000000,1977
gab,3488000000,1978
gab,3505000000,1979
gab,3594000000,1980
gab,3777000000,1981
gab,3660000000,1982
gab,3866000000,1983
gab,4156000000,1984
gab,4059000000,1985
gab,4026000000,1986
gab,3336000000,1987
gab,3765000000,1988
gab,4086000000,1989
gab,4298000000,1990
gab,4561000000,1991
gab,4420000000,1992
gab,4595000000,1993
gab,4765000000,1994
gab,5002000000,1995
gab,5184000000,1996
gab,5481000000,1997
gab,5672000000,1998
gab,5165000000,1999
gab,5068000000,2000
gab,5176000000,2001
gab,5162000000,2002
gab,5290000000,2003
gab,5361000000,2004
gab,5523000000,2005
gab,5588000000,2006
gab,5899000000,2007
gab,6036000000,2008
gab,5951000000,2009
gab,6344000000,2010
gab,6649000000,2011
gmb,207700000,1966
gmb,207700000,1967
gmb,227600000,1968
gmb,233100000,1969
gmb,247500000,1970
gmb,247300000,1971
gmb,247900000,1972
gmb,270800000,1973
gmb,286700000,1974
gmb,322300000,1975
gmb,346000000,1976
gmb,357900000,1977
gmb,380500000,1978
gmb,375400000,1979
gmb,399000000,1980
gmb,412200000,1981
gmb,409100000,1982
gmb,453600000,1983
gmb,469600000,1984
gmb,465800000,1985
gmb,484900000,1986
gmb,496800000,1987
gmb,519000000,1988
gmb,549600000,1989
gmb,569200000,1990
gmb,586800000,1991
gmb,606700000,1992
gmb,625000000,1993
gmb,625900000,1994
gmb,631400000,1995
gmb,645500000,1996
gmb,677100000,1997
gmb,700800000,1998
gmb,745700000,1999
gmb,786700000,2000
gmb,832300000,2001
gmb,805200000,2002
gmb,860600000,2003
gmb,921200000,2004
gmb,923700000,2005
gmb,954600000,2006
gmb,1012000000,2007
gmb,1076000000,2008
gmb,1147000000,2009
gmb,1217000000,2010
gmb,1278000000,2011
geo,3372000000,1965
geo,3626000000,1966
geo,3853000000,1967
geo,4024000000,1968
geo,4217000000,1969
geo,4725000000,1970
geo,4841000000,1971
geo,4979000000,1972
geo,5302000000,1973
geo,5769000000,1974
geo,6194000000,1975
geo,6572000000,1976
geo,7025000000,1977
geo,7547000000,1978
geo,8103000000,1979
geo,8474000000,1980
geo,8921000000,1981
geo,9099000000,1982
geo,9491000000,1983
geo,10010000000,1984
geo,10500000000,1985
geo,9642000000,1986
geo,9765000000,1987
geo,10310000000,1988
geo,9566000000,1989
geo,8152000000,1990
geo,6432000000,1991
geo,3544000000,1992
geo,2505000000,1993
geo,2245000000,1994
geo,2303000000,1995
geo,2561000000,1996
geo,2831000000,1997
geo,2919000000,1998
geo,3002000000,1999
geo,3057000000,2000
geo,3204000000,2001
geo,3380000000,2002
geo,3754000000,2003
geo,3973000000,2004
geo,4355000000,2005
geo,4763000000,2006
geo,5351000000,2007
geo,5475000000,2008
geo,5269000000,2009
geo,5598000000,2010
geo,5987000000,2011
deu,929900000000,1970
deu,959000000000,1971
deu,1000000000000,1972
deu,1048000000000,1973
deu,1057000000000,1974
deu,1048000000000,1975
deu,1100000000000,1976
deu,1137000000000,1977
deu,1171000000000,1978
deu,1220000000000,1979
deu,1237000000000,1980
deu,1243000000000,1981
deu,1238000000000,1982
deu,1258000000000,1983
deu,1293000000000,1984
deu,1324000000000,1985
deu,1354000000000,1986
deu,1373000000000,1987
deu,1424000000000,1988
deu,1479000000000,1989
deu,1557000000000,1990
deu,1636000000000,1991
deu,1668000000000,1992
deu,1651000000000,1993
deu,1692000000000,1994
deu,1720000000000,1995
deu,1734000000000,1996
deu,1764000000000,1997
deu,1797000000000,1998
deu,1830000000000,1999
deu,1886000000000,2000
deu,1915000000000,2001
deu,1915000000000,2002
deu,1908000000000,2003
deu,1930000000000,2004
deu,1943000000000,2005
deu,2015000000000,2006
deu,2081000000000,2007
deu,2104000000000,2008
deu,1996000000000,2009
deu,2069000000000,2010
deu,2131000000000,2011
gha,1902000000,1960
gha,1965000000,1961
gha,2046000000,1962
gha,2136000000,1963
gha,2183000000,1964
gha,2213000000,1965
gha,2119000000,1966
gha,2184000000,1967
gha,2192000000,1968
gha,2324000000,1969
gha,2550000000,1970
gha,2683000000,1971
gha,2616000000,1972
gha,2691000000,1973
gha,2876000000,1974
gha,2518000000,1975
gha,2429000000,1976
gha,2485000000,1977
gha,2695000000,1978
gha,2627000000,1979
gha,2640000000,1980
gha,2547000000,1981
gha,2371000000,1982
gha,2263000000,1983
gha,2458000000,1984
gha,2584000000,1985
gha,2718000000,1986
gha,2848000000,1987
gha,3009000000,1988
gha,3162000000,1989
gha,3267000000,1990
gha,3439000000,1991
gha,3573000000,1992
gha,3746000000,1993
gha,3870000000,1994
gha,4029000000,1995
gha,4214000000,1996
gha,4391000000,1997
gha,4598000000,1998
gha,4800000000,1999
gha,4977000000,2000
gha,5177000000,2001
gha,5410000000,2002
gha,5691000000,2003
gha,6010000000,2004
gha,6364000000,2005
gha,6771000000,2006
gha,7209000000,2007
gha,7817000000,2008
gha,8129000000,2009
gha,8779000000,2010
gha,10040000000,2011
grc,28210000000,1960
grc,31350000000,1961
grc,31830000000,1962
grc,35060000000,1963
grc,37960000000,1964
grc,41520000000,1965
grc,44050000000,1966
grc,46470000000,1967
grc,49570000000,1968
grc,54470000000,1969
grc,58810000000,1970
grc,63420000000,1971
grc,69860000000,1972
grc,75510000000,1973
grc,70650000000,1974
grc,75150000000,1975
grc,80300000000,1976
grc,82660000000,1977
grc,88650000000,1978
grc,91560000000,1979
grc,92180000000,1980
grc,90750000000,1981
grc,89720000000,1982
grc,88750000000,1983
grc,90540000000,1984
grc,92810000000,1985
grc,93290000000,1986
grc,91180000000,1987
grc,95090000000,1988
grc,98710000000,1989
grc,98710000000,1990
grc,101800000000,1991
grc,102500000000,1992
grc,100800000000,1993
grc,102900000000,1994
grc,105000000000,1995
grc,107500000000,1996
grc,111400000000,1997
grc,115100000000,1998
grc,119100000000,1999
grc,124400000000,2000
grc,129600000000,2001
grc,134100000000,2002
grc,142100000000,2003
grc,148300000000,2004
grc,151700000000,2005
grc,160100000000,2006
grc,164900000000,2007
grc,164600000000,2008
grc,159200000000,2009
grc,153600000000,2010
grc,143000000000,2011
grl,428800000,1970
grl,484900000,1971
grl,514800000,1972
grl,549800000,1973
grl,581200000,1974
grl,585000000,1975
grl,619800000,1976
grl,674500000,1977
grl,715100000,1978
grl,749900000,1979
grl,814900000,1980
grl,820300000,1981
grl,784100000,1982
grl,811200000,1983
grl,769200000,1984
grl,797300000,1985
grl,853900000,1986
grl,901000000,1987
grl,951500000,1988
grl,1015000000,1989
grl,895900000,1990
grl,894900000,1991
grl,849100000,1992
grl,806400000,1993
grl,854200000,1994
grl,886100000,1995
grl,899600000,1996
grl,912800000,1997
grl,983700000,1998
grl,997200000,1999
grl,1068000000,2000
grl,1082000000,2001
grl,1071000000,2002
grl,1067000000,2003
grl,1095000000,2004
grl,1117000000,2005
grl,1167000000,2006
grl,1231000000,2007
grl,1236000000,2008
grl,1169000000,2009
grd,181400000,1977
grd,191200000,1978
grd,202700000,1979
grd,201800000,1980
grd,203500000,1981
grd,213500000,1982
grd,219800000,1983
grd,230300000,1984
grd,248900000,1985
grd,269500000,1986
grd,299500000,1987
grd,309800000,1988
grd,328600000,1989
grd,345700000,1990
grd,353600000,1991
grd,352600000,1992
grd,343300000,1993
grd,352700000,1994
grd,361500000,1995
grd,376200000,1996
grd,393500000,1997
grd,419300000,1998
grd,461500000,1999
grd,519800000,2000
grd,499400000,2001
grd,510100000,2002
grd,553200000,2003
grd,517400000,2004
grd,579700000,2005
grd,568500000,2006
grd,604200000,2007
grd,614400000,2008
grd,579500000,2009
grd,572200000,2010
grd,578500000,2011
gtm,3989000000,1960
gtm,4161000000,1961
gtm,4308000000,1962
gtm,4719000000,1963
gtm,4937000000,1964
gtm,5153000000,1965
gtm,5437000000,1966
gtm,5660000000,1967
gtm,6156000000,1968
gtm,6448000000,1969
gtm,6816000000,1970
gtm,7197000000,1971
gtm,7724000000,1972
gtm,8248000000,1973
gtm,8774000000,1974
gtm,8945000000,1975
gtm,9606000000,1976
gtm,10360000000,1977
gtm,10870000000,1978
gtm,11390000000,1979
gtm,11810000000,1980
gtm,11890000000,1981
gtm,11470000000,1982
gtm,11180000000,1983
gtm,11230000000,1984
gtm,11160000000,1985
gtm,11180000000,1986
gtm,11580000000,1987
gtm,12030000000,1988
gtm,12500000000,1989
gtm,12890000000,1990
gtm,13360000000,1991
gtm,14010000000,1992
gtm,14560000000,1993
gtm,15140000000,1994
gtm,15890000000,1995
gtm,16360000000,1996
gtm,17080000000,1997
gtm,17930000000,1998
gtm,18620000000,1999
gtm,19290000000,2000
gtm,19740000000,2001
gtm,20500000000,2002
gtm,21020000000,2003
gtm,21690000000,2004
gtm,22390000000,2005
gtm,23600000000,2006
gtm,25080000000,2007
gtm,25910000000,2008
gtm,26040000000,2009
gtm,26800000000,2010
gtm,27840000000,2011
gin,1753000000,1986
gin,1810000000,1987
gin,1925000000,1988
gin,2002000000,1989
gin,2088000000,1990
gin,2143000000,1991
gin,2213000000,1992
gin,2325000000,1993
gin,2417000000,1994
gin,2528000000,1995
gin,2660000000,1996
gin,2784000000,1997
gin,2919000000,1998
gin,3055000000,1999
gin,3112000000,2000
gin,3202000000,2001
gin,3323000000,2002
gin,3503000000,2003
gin,3585000000,2004
gin,4938000000,2005
gin,5062000000,2006
gin,5150000000,2007
gin,5405000000,2008
gin,5390000000,2009
gin,5494000000,2010
gin,5691000000,2011
gnb,104000000,1970
gnb,99970000,1971
gnb,106300000,1972
gnb,107500000,1973
gnb,112400000,1974
gnb,121200000,1975
gnb,127200000,1976
gnb,118100000,1977
gnb,133600000,1978
gnb,136300000,1979
gnb,114500000,1980
gnb,135400000,1981
gnb,141000000,1982
gnb,136200000,1983
gnb,148700000,1984
gnb,154900000,1985
gnb,153600000,1986
gnb,158100000,1987
gnb,165300000,1988
gnb,175400000,1989
gnb,186100000,1990
gnb,195600000,1991
gnb,197800000,1992
gnb,201900000,1993
gnb,208400000,1994
gnb,217600000,1995
gnb,242800000,1996
gnb,258600000,1997
gnb,185900000,1998
gnb,200400000,1999
gnb,215500000,2000
gnb,215900000,2001
gnb,200600000,2002
gnb,199300000,2003
gnb,203700000,2004
gnb,210800000,2005
gnb,215300000,2006
gnb,222200000,2007
gnb,229300000,2008
gnb,236200000,2009
gnb,244400000,2010
gnb,257300000,2011
guy,385900000,1960
guy,404000000,1961
guy,408400000,1962
guy,358300000,1963
guy,399000000,1964
guy,441100000,1965
guy,464100000,1966
guy,484200000,1967
guy,489100000,1968
guy,523300000,1969
guy,545600000,1970
guy,562600000,1971
guy,543900000,1972
guy,550700000,1973
guy,593100000,1974
guy,643400000,1975
guy,653300000,1976
guy,636100000,1977
guy,624600000,1978
guy,613100000,1979
guy,623800000,1980
guy,633100000,1981
guy,549600000,1982
guy,512200000,1983
guy,486500000,1984
guy,498200000,1985
guy,493700000,1986
guy,498100000,1987
guy,479700000,1988
guy,456000000,1989
guy,442100000,1990
guy,468600000,1991
guy,505300000,1992
guy,546800000,1993
guy,593400000,1994
guy,623000000,1995
guy,672100000,1996
guy,714000000,1997
guy,701800000,1998
guy,722600000,1999
guy,712700000,2000
guy,728700000,2001
guy,736400000,2002
guy,729000000,2003
guy,753000000,2004
guy,738200000,2005
guy,776100000,2006
guy,830600000,2007
guy,847000000,2008
guy,875100000,2009
guy,913400000,2010
hti,3735000000,1991
hti,3536000000,1992
hti,3345000000,1993
hti,2945000000,1994
hti,3236000000,1995
hti,3370000000,1996
hti,3461000000,1997
hti,3537000000,1998
hti,3633000000,1999
hti,3665000000,2000
hti,3626000000,2001
hti,3617000000,2002
hti,3630000000,2003
hti,3502000000,2004
hti,3565000000,2005
hti,3646000000,2006
hti,3768000000,2007
hti,3800000000,2008
hti,3909000000,2009
hti,3697000000,2010
hti,3904000000,2011
hnd,1502000000,1960
hnd,1530000000,1961
hnd,1618000000,1962
hnd,1676000000,1963
hnd,1767000000,1964
hnd,1926000000,1965
hnd,2030000000,1966
hnd,2151000000,1967
hnd,2293000000,1968
hnd,2308000000,1969
hnd,2392000000,1970
hnd,2488000000,1971
hnd,2631000000,1972
hnd,2838000000,1973
hnd,2803000000,1974
hnd,2863000000,1975
hnd,3164000000,1976
hnd,3492000000,1977
hnd,3841000000,1978
hnd,4021000000,1979
hnd,4048000000,1980
hnd,4150000000,1981
hnd,4092000000,1982
hnd,4054000000,1983
hnd,4231000000,1984
hnd,4408000000,1985
hnd,4440000000,1986
hnd,4707000000,1987
hnd,4925000000,1988
hnd,5138000000,1989
hnd,5143000000,1990
hnd,5310000000,1991
hnd,5608000000,1992
hnd,5958000000,1993
hnd,5880000000,1994
hnd,6119000000,1995
hnd,6339000000,1996
hnd,6656000000,1997
hnd,6849000000,1998
hnd,6719000000,1999
hnd,7106000000,2000
hnd,7299000000,2001
hnd,7573000000,2002
hnd,7917000000,2003
hnd,8411000000,2004
hnd,8920000000,2005
hnd,9506000000,2006
hnd,10090000000,2007
hnd,10520000000,2008
hnd,10300000000,2009
hnd,10580000000,2010
hnd,10940000000,2011
hkg,10490000000,1961
hkg,12020000000,1962
hkg,13430000000,1963
hkg,14980000000,1964
hkg,17470000000,1965
hkg,18670000000,1966
hkg,19030000000,1967
hkg,19650000000,1968
hkg,22000000000,1969
hkg,24090000000,1970
hkg,25880000000,1971
hkg,28720000000,1972
hkg,33720000000,1973
hkg,34450000000,1974
hkg,34630000000,1975
hkg,40340000000,1976
hkg,45030000000,1977
hkg,48850000000,1978
hkg,54530000000,1979
hkg,60150000000,1980
hkg,65750000000,1981
hkg,67670000000,1982
hkg,71710000000,1983
hkg,78830000000,1984
hkg,79360000000,1985
hkg,88160000000,1986
hkg,99990000000,1987
hkg,108400000000,1988
hkg,110800000000,1989
hkg,115200000000,1990
hkg,121700000000,1991
hkg,129100000000,1992
hkg,136900000000,1993
hkg,145200000000,1994
hkg,148500000000,1995
hkg,154700000000,1996
hkg,162600000000,1997
hkg,152800000000,1998
hkg,156700000000,1999
hkg,169100000000,2000
hkg,170000000000,2001
hkg,173100000000,2002
hkg,178300000000,2003
hkg,193400000000,2004
hkg,207100000000,2005
hkg,221600000000,2006
hkg,235800000000,2007
hkg,241200000000,2008
hkg,234800000000,2009
hkg,251200000000,2010
hkg,264100000000,2011
hun,10490000000,1960
hun,18360000000,1965
hun,19720000000,1966
hun,21200000000,1967
hun,22240000000,1968
hun,23770000000,1969
hun,24890000000,1970
hun,26430000000,1971
hun,28040000000,1972
hun,29980000000,1973
hun,31750000000,1974
hun,33710000000,1975
hun,34930000000,1976
hun,37580000000,1977
hun,39240000000,1978
hun,40300000000,1979
hun,40380000000,1980
hun,41530000000,1981
hun,42710000000,1982
hun,43020000000,1983
hun,44170000000,1984
hun,44050000000,1985
hun,44730000000,1986
hun,46540000000,1987
hun,46510000000,1988
hun,46860000000,1989
hun,45220000000,1990
hun,39840000000,1991
hun,38620000000,1992
hun,38400000000,1993
hun,39530000000,1994
hun,40120000000,1995
hun,40180000000,1996
hun,41440000000,1997
hun,43130000000,1998
hun,44510000000,1999
hun,46390000000,2000
hun,48110000000,2001
hun,50280000000,2002
hun,52210000000,2003
hun,54720000000,2004
hun,56880000000,2005
hun,59100000000,2006
hun,59170000000,2007
hun,59700000000,2008
hun,55640000000,2009
hun,56340000000,2010
hun,57290000000,2011
isl,1775000000,1960
isl,1774000000,1961
isl,1921000000,1962
isl,2119000000,1963
isl,2329000000,1964
isl,2500000000,1965
isl,2719000000,1966
isl,2684000000,1967
isl,2537000000,1968
isl,2598000000,1969
isl,2791000000,1970
isl,3156000000,1971
isl,3351000000,1972
isl,3579000000,1973
isl,3783000000,1974
isl,3807000000,1975
isl,4034000000,1976
isl,4390000000,1977
isl,4654000000,1978
isl,4881000000,1979
isl,5161000000,1980
isl,5381000000,1981
isl,5497000000,1982
isl,5379000000,1983
isl,5601000000,1984
isl,5785000000,1985
isl,6148000000,1986
isl,6674000000,1987
isl,6668000000,1988
isl,6685000000,1989
isl,6763000000,1990
isl,6748000000,1991
isl,6520000000,1992
isl,6606000000,1993
isl,6844000000,1994
isl,6852000000,1995
isl,7180000000,1996
isl,7533000000,1997
isl,8009000000,1998
isl,8337000000,1999
isl,8697000000,2000
isl,9038000000,2001
isl,9051000000,2002
isl,9271000000,2003
isl,9998000000,2004
isl,10720000000,2005
isl,11230000000,2006
isl,11900000000,2007
isl,12050000000,2008
isl,11230000000,2009
isl,10780000000,2010
isl,11110000000,2011
ind,81040000000,1960
ind,84060000000,1961
ind,86520000000,1962
ind,91710000000,1963
ind,98550000000,1964
ind,95950000000,1965
ind,95890000000,1966
ind,103400000000,1967
ind,106900000000,1968
ind,113900000000,1969
ind,119800000000,1970
ind,121700000000,1971
ind,121100000000,1972
ind,125100000000,1973
ind,126500000000,1974
ind,138100000000,1975
ind,140400000000,1976
ind,150600000000,1977
ind,159200000000,1978
ind,150900000000,1979
ind,161000000000,1980
ind,170700000000,1981
ind,176600000000,1982
ind,189500000000,1983
ind,196700000000,1984
ind,207100000000,1985
ind,217000000000,1986
ind,225600000000,1987
ind,247300000000,1988
ind,262000000000,1989
ind,276500000000,1990
ind,279400000000,1991
ind,294700000000,1992
ind,308700000000,1993
ind,329300000000,1994
ind,354200000000,1995
ind,381000000000,1996
ind,396400000000,1997
ind,420900000000,1998
ind,456500000000,1999
ind,474700000000,2000
ind,498200000000,2001
ind,517600000000,2002
ind,558700000000,2003
ind,602600000000,2004
ind,658600000000,2005
ind,719600000000,2006
ind,790100000000,2007
ind,820800000000,2008
ind,888500000000,2009
ind,973300000000,2010
ind,1040000000000,2011
idn,18450000000,1960
idn,19580000000,1961
idn,19950000000,1962
idn,19500000000,1963
idn,20170000000,1964
idn,20360000000,1965
idn,20940000000,1966
idn,21180000000,1967
idn,23730000000,1968
idn,25500000000,1969
idn,27580000000,1970
idn,29510000000,1971
idn,31840000000,1972
idn,34950000000,1973
idn,37840000000,1974
idn,40180000000,1975
idn,42580000000,1976
idn,46260000000,1977
idn,50520000000,1978
idn,54100000000,1979
idn,58820000000,1980
idn,63610000000,1981
idn,64320000000,1982
idn,69750000000,1983
idn,74750000000,1984
idn,77350000000,1985
idn,81970000000,1986
idn,86310000000,1987
idn,91800000000,1988
idn,100100000000,1989
idn,109200000000,1990
idn,118900000000,1991
idn,127500000000,1992
idn,136700000000,1993
idn,147000000000,1994
idn,159400000000,1995
idn,171600000000,1996
idn,179600000000,1997
idn,156000000000,1998
idn,157300000000,1999
idn,165000000000,2000
idn,171000000000,2001
idn,178700000000,2002
idn,187300000000,2003
idn,196700000000,2004
idn,207900000000,2005
idn,219300000000,2006
idn,233200000000,2007
idn,247300000000,2008
idn,258700000000,2009
idn,274700000000,2010
idn,292500000000,2011
irn,24190000000,1965
irn,26710000000,1966
irn,29550000000,1967
irn,33240000000,1968
irn,37530000000,1969
irn,41220000000,1970
irn,46580000000,1971
irn,54160000000,1972
irn,57160000000,1973
irn,62520000000,1974
irn,66120000000,1975
irn,77840000000,1976
irn,76830000000,1977
irn,71090000000,1978
irn,66020000000,1979
irn,57290000000,1980
irn,54310000000,1981
irn,61350000000,1982
irn,69080000000,1983
irn,67990000000,1984
irn,69400000000,1985
irn,63030000000,1986
irn,62150000000,1987
irn,58230000000,1988
irn,61830000000,1989
irn,70290000000,1990
irn,79150000000,1991
irn,82510000000,1992
irn,81210000000,1993
irn,80930000000,1994
irn,83070000000,1995
irn,88970000000,1996
irn,91980000000,1997
irn,94500000000,1998
irn,96330000000,1999
irn,101300000000,2000
irn,105000000000,2001
irn,112900000000,2002
irn,120900000000,2003
irn,127100000000,2004
irn,133000000000,2005
irn,140800000000,2006
irn,151800000000,2007
irn,155300000000,2008
irn,158100000000,2009
irq,16060000000,1997
irq,21650000000,1998
irq,27020000000,1999
irq,25860000000,2000
irq,24150000000,2001
irq,22270000000,2002
irq,13070000000,2003
irq,19150000000,2004
irq,19010000000,2005
irq,20190000000,2006
irq,20500000000,2007
irq,22440000000,2008
irq,23390000000,2009
irq,23580000000,2010
irq,25920000000,2011
irl,97520000000,2000
irl,102200000000,2001
irl,108200000000,2002
irl,112700000000,2003
irl,117800000000,2004
irl,124100000000,2005
irl,130700000000,2006
irl,137400000000,2007
irl,133300000000,2008
irl,124000000000,2009
irl,123500000000,2010
irl,122600000000,2011
gbm,527600000,1984
gbm,529800000,1985
gbm,631000000,1986
gbm,693500000,1987
gbm,775500000,1988
gbm,828600000,1989
gbm,863300000,1990
gbm,877200000,1991
gbm,884100000,1992
gbm,906800000,1993
gbm,943100000,1994
gbm,983500000,1995
gbm,1059000000,1996
gbm,1150000000,1997
gbm,1306000000,1998
gbm,1484000000,1999
gbm,1564000000,2000
gbm,1648000000,2001
gbm,1744000000,2002
gbm,1855000000,2003
gbm,1951000000,2004
gbm,2066000000,2005
gbm,2226000000,2006
gbm,2392000000,2007
isr,12310000000,1960
isr,13690000000,1961
isr,15080000000,1962
isr,16700000000,1963
isr,18020000000,1964
isr,19660000000,1965
isr,19650000000,1966
isr,20230000000,1967
isr,23520000000,1968
isr,26710000000,1969
isr,28660000000,1970
isr,31880000000,1971
isr,36230000000,1972
isr,37450000000,1973
isr,40010000000,1974
isr,41330000000,1975
isr,41880000000,1976
isr,41880000000,1977
isr,43890000000,1978
isr,46650000000,1979
isr,49860000000,1980
isr,52420000000,1981
isr,53370000000,1982
isr,55250000000,1983
isr,55750000000,1984
isr,57670000000,1985
isr,60430000000,1986
isr,64780000000,1987
isr,66090000000,1988
isr,66660000000,1989
isr,71220000000,1990
isr,76700000000,1991
isr,81020000000,1992
isr,85520000000,1993
isr,91450000000,1994
isr,97420000000,1995
isr,102800000000,1996
isr,106200000000,1997
isr,110600000000,1998
isr,114300000000,1999
isr,124900000000,2000
isr,124600000000,2001
isr,123900000000,2002
isr,125800000000,2003
isr,131900000000,2004
isr,138400000000,2005
isr,146100000000,2006
isr,154200000000,2007
isr,160400000000,2008
isr,161700000000,2009
isr,169500000000,2010
isr,177500000000,2011
ita,293500000000,1960
ita,317600000000,1961
ita,337300000000,1962
ita,356300000000,1963
ita,366200000000,1964
ita,378200000000,1965
ita,400800000000,1966
ita,429600000000,1967
ita,457700000000,1968
ita,485600000000,1969
ita,511400000000,1970
ita,520700000000,1971
ita,539900000000,1972
ita,578400000000,1973
ita,610200000000,1974
ita,597500000000,1975
ita,640000000000,1976
ita,656400000000,1977
ita,677700000000,1978
ita,718100000000,1979
ita,742700000000,1980
ita,749000000000,1981
ita,752100000000,1982
ita,760900000000,1983
ita,785400000000,1984
ita,807400000000,1985
ita,830500000000,1986
ita,857000000000,1987
ita,892900000000,1988
ita,923200000000,1989
ita,942200000000,1990
ita,956600000000,1991
ita,964000000000,1992
ita,955800000000,1993
ita,976300000000,1994
ita,1005000000000,1995
ita,1016000000000,1996
ita,1035000000000,1997
ita,1050000000000,1998
ita,1065000000000,1999
ita,1104000000000,2000
ita,1125000000000,2001
ita,1130000000000,2002
ita,1129000000000,2003
ita,1149000000000,2004
ita,1159000000000,2005
ita,1185000000000,2006
ita,1205000000000,2007
ita,1191000000000,2008
ita,1125000000000,2009
ita,1146000000000,2010
ita,1151000000000,2011
jam,4924000000,1966
jam,5013000000,1967
jam,5301000000,1968
jam,5596000000,1969
jam,6271000000,1970
jam,6425000000,1971
jam,7583000000,1972
jam,7167000000,1973
jam,6864000000,1974
jam,6846000000,1975
jam,6388000000,1976
jam,6222000000,1977
jam,6218000000,1978
jam,6152000000,1979
jam,5801000000,1980
jam,5954000000,1981
jam,6077000000,1982
jam,6193000000,1983
jam,6098000000,1984
jam,5918000000,1985
jam,6030000000,1986
jam,6503000000,1987
jam,6761000000,1988
jam,7246000000,1989
jam,7551000000,1990
jam,7916000000,1991
jam,8071000000,1992
jam,8831000000,1993
jam,8953000000,1994
jam,9164000000,1995
jam,9153000000,1996
jam,9049000000,1997
jam,8838000000,1998
jam,8930000000,1999
jam,9009000000,2000
jam,9130000000,2001
jam,9218000000,2002
jam,9682000000,2003
jam,9817000000,2004
jam,9918000000,2005
jam,10240000000,2006
jam,10300000000,2007
jam,10120000000,2008
jam,9859000000,2009
jam,9800000000,2010
jam,9927000000,2011
jpn,719200000000,1960
jpn,805800000000,1961
jpn,877600000000,1962
jpn,951900000000,1963
jpn,1063000000000,1964
jpn,1125000000000,1965
jpn,1245000000000,1966
jpn,1383000000000,1967
jpn,1561000000000,1968
jpn,1755000000000,1969
jpn,1737000000000,1970
jpn,1819000000000,1971
jpn,1972000000000,1972
jpn,2131000000000,1973
jpn,2104000000000,1974
jpn,2169000000000,1975
jpn,2256000000000,1976
jpn,2355000000000,1977
jpn,2479000000000,1978
jpn,2615000000000,1979
jpn,2689000000000,1980
jpn,2801000000000,1981
jpn,2895000000000,1982
jpn,2984000000000,1983
jpn,3117000000000,1984
jpn,3315000000000,1985
jpn,3408000000000,1986
jpn,3548000000000,1987
jpn,3802000000000,1988
jpn,4006000000000,1989
jpn,4230000000000,1990
jpn,4370000000000,1991
jpn,4406000000000,1992
jpn,4413000000000,1993
jpn,4452000000000,1994
jpn,4538000000000,1995
jpn,4656000000000,1996
jpn,4731000000000,1997
jpn,4636000000000,1998
jpn,4627000000000,1999
jpn,4731000000000,2000
jpn,4748000000000,2001
jpn,4762000000000,2002
jpn,4842000000000,2003
jpn,4956000000000,2004
jpn,5021000000000,2005
jpn,5106000000000,2006
jpn,5218000000000,2007
jpn,5163000000000,2008
jpn,4878000000000,2009
jpn,5094000000000,2010
jpn,5059000000000,2011
jor,2025000000,1975
jor,2517000000,1976
jor,2681000000,1977
jor,3244000000,1978
jor,3540000000,1979
jor,4213000000,1980
jor,4411000000,1981
jor,4737000000,1982
jor,4831000000,1983
jor,5249000000,1984
jor,5430000000,1985
jor,5811000000,1986
jor,5979000000,1987
jor,5869000000,1988
jor,5079000000,1989
jor,5129000000,1990
jor,5222000000,1991
jor,6197000000,1992
jor,6484000000,1993
jor,6807000000,1994
jor,7228000000,1995
jor,7379000000,1996
jor,7623000000,1997
jor,7853000000,1998
jor,8119000000,1999
jor,8464000000,2000
jor,8910000000,2001
jor,9425000000,2002
jor,9819000000,2003
