geo,total_health_spending_per_person_international_dollar,time
arg,1218.0,2008
arg,1386.0,2009
arg,1287.0,2010
arm,89.37,1995
arm,88.19,1996
arm,93.68,1997
arm,102.5,1998
arm,106.6,1999
arm,127.5,2000
arm,136.1,2001
arm,142.5,2002
arm,170.7,2003
arm,191.3,2004
arm,199.1,2005
arm,199.7,2006
arm,217.1,2007
arm,229.8,2008
arm,244.9,2009
arm,238.5,2010
aus,1597.0,1995
aus,1701.0,1996
aus,1804.0,1997
aus,1942.0,1998
aus,2085.0,1999
aus,2253.0,2000
aus,2374.0,2001
aus,2543.0,2002
aus,2658.0,2003
aus,2861.0,2004
aus,2958.0,2005
aus,3138.0,2006
aus,3314.0,2007
aus,3409.0,2008
aus,3484.0,2009
aus,3441.0,2010
aut,2238.0,1995
aut,2305.0,1996
aut,2446.0,1997
aut,2603.0,1998
aut,2733.0,1999
aut,2862.0,2000
aut,2905.0,2001
aut,3058.0,2002
aut,3199.0,2003
aut,3393.0,2004
aut,3476.0,2005
aut,3722.0,2006
aut,3881.0,2007
aut,4128.0,2008
aut,4288.0,2009
aut,4388.0,2010
aze,87.39,1995
aze,94.39,1996
aze,89.28,1997
aze,98.84,1998
aze,105.1,1999
aze,102.4,2000
aze,109.1,2001
aze,121.1,2002
aze,199.4,2003
aze,269.2,2004
aze,342.6,2005
aze,366.5,2006
aze,382.5,2007
aze,386.1,2008
aze,553.6,2009
aze,579.1,2010
bhs,1198.0,1995
bhs,1242.0,1996
bhs,1263.0,1997
bhs,1286.0,1998
bhs,1333.0,1999
bhs,1365.0,2000
bhs,1406.0,2001
bhs,1503.0,2002
bhs,1594.0,2003
bhs,1752.0,2004
bhs,1854.0,2005
bhs,2091.0,2006
bhs,2179.0,2007
bhs,2232.0,2008
bhs,2086.0,2009
bhs,1988.0,2010
bhr,820.7,1995
bhr,833.6,1996
bhr,865.6,1997
bhr,897.0,1998
bhr,914.2,1999
bhr,815.3,2000
bhr,928.6,2001
bhr,1027.0,2002
bhr,1076.0,2003
bhr,1048.0,2004
bhr,1014.0,2005
bhr,955.0,2006
bhr,954.0,2007
bhr,974.5,2008
bhr,1083.0,2009
bhr,1083.0,2010
bgd,11.38,1995
bgd,11.5,1996
bgd,9.267,1997
bgd,9.349,1998
bgd,9.708,1999
bgd,9.877,2000
bgd,10.27,2001
bgd,10.87,2002
bgd,11.49,2003
bgd,12.61,2004
bgd,13.15,2005
bgd,14.4,2006
bgd,16.48,2007
bgd,18.23,2008
bgd,20.64,2009
bgd,23.54,2010
brb,638.4,1995
brb,650.3,1996
brb,667.4,1997
brb,666.9,1998
brb,693.9,1999
brb,791.0,2000
brb,830.1,2001
brb,925.4,2002
brb,915.5,2003
brb,1199.0,2004
brb,1060.0,2005
brb,1373.0,2006
brb,1434.0,2007
brb,1474.0,2008
brb,1179.0,2009
brb,1523.0,2010
blr,231.7,1995
blr,224.9,1996
blr,271.1,1997
blr,270.5,1998
blr,295.1,1999
blr,318.7,2000
blr,370.7,2001
blr,388.3,2002
blr,434.4,2003
blr,500.0,2004
blr,585.2,2005
blr,617.4,2006
blr,712.8,2007
blr,752.8,2008
blr,782.3,2009
blr,786.1,2010
bel,1710.0,1995
bel,1806.0,1996
bel,1853.0,1997
bel,1923.0,1998
bel,2049.0,1999
bel,2246.0,2000
bel,2366.0,2001
bel,2543.0,2002
bel,3035.0,2003
bel,3165.0,2004
bel,3233.0,2005
bel,3280.0,2006
bel,3438.0,2007
bel,3715.0,2008
bel,3948.0,2009
bel,4025.0,2010
blz,163.6,1995
blz,140.4,1996
blz,155.9,1997
blz,154.8,1998
blz,160.9,1999
blz,196.7,2000
blz,233.6,2001
blz,237.0,2002
blz,268.2,2003
blz,273.2,2004
blz,287.9,2005
blz,301.8,2006
blz,335.8,2007
blz,351.1,2008
blz,393.2,2009
blz,377.6,2010
ben,47.84,1995
ben,48.28,1996
ben,46.96,1997
ben,49.26,1998
ben,52.76,1999
ben,52.57,2000
ben,59.55,2001
ben,53.03,2002
ben,59.03,2003
ben,59.78,2004
ben,64.92,2005
ben,66.39,2006
ben,67.0,2007
ben,64.0,2008
ben,69.0,2009
ben,65.0,2010
btn,60.74,1995
btn,90.95,1996
btn,110.5,1997
btn,120.3,1998
btn,158.5,1999
btn,165.2,2000
btn,164.7,2001
btn,228.3,2002
btn,151.6,2003
btn,142.2,2004
btn,162.0,2005
btn,195.2,2006
btn,223.7,2007
btn,245.8,2008
btn,254.0,2009
btn,274.8,2010
bol,121.7,1995
bol,130.9,1996
bol,130.9,1997
bol,157.5,1998
bol,190.9,1999
bol,192.1,2000
bol,203.4,2001
bol,214.8,2002
bol,188.6,2003
bol,189.9,2004
bol,210.5,2005
bol,192.4,2006
bol,199.4,2007
bol,223.1,2008
bol,237.1,2009
bol,233.3,2010
bih,151.3,1995
bih,287.7,1996
bih,282.8,1997
