geo,population_aged_40_59_years_both_sexes_percent,time
aut,27.79,2025
aut,26.2,2030
aut,25.86,2035
aut,25.62,2040
aut,24.75,2045
aut,23.85,2050
aze,17.96,1950
aze,17.95,1955
aze,15.04,1960
aze,13.14,1965
aze,14.08,1970
aze,15.56,1975
aze,18.6,1980
aze,17.29,1985
aze,15.68,1990
aze,15.41,1995
aze,17.47,2000
aze,22.2,2005
aze,25.01,2010
aze,25.33,2015
aze,24.33,2020
aze,24.15,2025
aze,26.22,2030
aze,28.16,2035
aze,28.11,2040
aze,26.76,2045
aze,25.58,2050
bhs,15.19,1950
bhs,15.91,1955
bhs,15.74,1960
bhs,14.08,1965
bhs,14.62,1970
bhs,14.29,1975
bhs,13.81,1980
bhs,14.16,1985
bhs,15.42,1990
bhs,17.08,1995
bhs,19.08,2000
bhs,21.91,2005
bhs,24.06,2010
bhs,25.89,2015
bhs,26.04,2020
bhs,26.37,2025
bhs,26.2,2030
bhs,26.45,2035
bhs,27.05,2040
bhs,26.5,2045
bhs,26.32,2050
bhr,13.04,1950
bhr,13.33,1955
bhr,12.1,1960
bhr,11.52,1965
bhr,12.9,1970
bhr,12.36,1975
bhr,13.54,1980
bhr,13.8,1985
bhr,13.82,1990
bhr,15.74,1995
bhr,18.87,2000
bhr,19.92,2005
bhr,21.26,2010
bhr,25.88,2015
bhr,28.6,2020
bhr,29.38,2025
bhr,28.94,2030
bhr,28.23,2035
bhr,27.55,2040
bhr,27.4,2045
bhr,26.8,2050
bgd,16.22,1950
bgd,15.48,1955
bgd,14.78,1960
bgd,14.39,1965
bgd,14.0,1970
bgd,13.48,1975
bgd,13.06,1980
bgd,12.64,1985
bgd,12.57,1990
bgd,13.37,1995
bgd,14.42,2000
bgd,15.85,2005
bgd,17.73,2010
bgd,19.78,2015
bgd,22.23,2020
bgd,24.69,2025
bgd,26.61,2030
bgd,27.8,2035
bgd,28.31,2040
bgd,28.23,2045
bgd,27.65,2050
brb,18.96,1950
brb,19.91,1955
brb,19.83,1960
brb,18.64,1965
brb,17.65,1970
brb,17.07,1975
brb,15.32,1980
brb,15.29,1985
brb,16.22,1990
brb,20.08,1995
brb,24.9,2000
brb,28.97,2005
brb,31.25,2010
brb,31.78,2015
brb,29.5,2020
brb,28.24,2025
brb,27.69,2030
brb,26.77,2035
brb,26.19,2040
brb,24.9,2045
brb,23.53,2050
blr,21.58,1950
blr,22.08,1955
blr,19.98,1960
blr,19.41,1965
blr,21.17,1970
blr,23.0,1975
blr,26.32,1980
blr,24.55,1985
blr,22.85,1990
blr,23.33,1995
blr,24.99,2000
blr,28.32,2005
blr,29.13,2010
blr,29.45,2015
blr,29.13,2020
blr,30.18,2025
blr,32.62,2030
blr,32.62,2035
blr,30.81,2040
blr,27.98,2045
blr,25.43,2050
bel,27.58,1950
bel,27.65,1955
bel,25.19,1960
bel,24.3,1965
bel,23.89,1970
bel,23.64,1975
bel,24.74,1980
bel,23.2,1985
bel,24.0,1990
bel,24.81,1995
bel,26.51,2000
bel,28.34,2005
bel,28.52,2010
bel,28.19,2015
bel,26.96,2020
bel,25.49,2025
bel,24.45,2030
bel,23.94,2035
bel,23.59,2040
bel,23.23,2045
bel,23.19,2050
blz,17.39,1950
blz,15.38,1955
blz,14.89,1960
blz,14.29,1965
blz,12.3,1970
blz,11.19,1975
blz,11.81,1980
blz,11.04,1985
blz,10.47,1990
blz,10.5,1995
blz,11.9,2000
blz,14.54,2005
blz,16.56,2010
blz,18.37,2015
blz,19.52,2020
blz,20.84,2025
blz,22.56,2030
blz,24.28,2035
blz,26.06,2040
blz,26.68,2045
blz,26.88,2050
ben,18.79,1950
ben,18.27,1955
ben,17.36,1960
ben,16.07,1965
ben,14.83,1970
ben,13.8,1975
ben,13.15,1980
ben,12.93,1985
ben,12.57,1990
ben,12.37,1995
ben,12.36,2000
ben,12.58,2005
ben,13.08,2010
ben,13.61,2015
ben,14.23,2020
ben,14.93,2025
ben,15.71,2030
ben,16.69,2035
ben,17.8,2040
ben,19.04,2045
ben,20.53,2050
btn,13.69,1950
btn,13.78,1955
btn,14.22,1960
btn,14.45,1965
btn,14.86,1970
btn,15.32,1975
btn,15.6,1980
btn,15.8,1985
btn,15.72,1990
btn,13.81,1995
btn,14.08,2000
btn,14.79,2005
btn,16.67,2010
btn,17.92,2015
btn,20.22,2020
btn,23.82,2025
btn,26.64,2030
btn,29.01,2035
btn,29.12,2040
btn,28.1,2045
btn,26.65,2050
bol,15.0,1950
bol,14.93,1955
bol,14.42,1960
bol,14.08,1965
bol,14.13,1970
bol,13.91,1975
bol,13.98,1980
bol,14.0,1985
bol,14.06,1990
bol,14.25,1995
bol,14.72,2000
bol,15.29,2005
bol,16.02,2010
bol,17.14,2015
bol,18.17,2020
bol,19.42,2025
bol,20.9,2030
bol,22.58,2035
bol,24.16,2040
bol,25.58,2045
bol,26.51,2050
bih,16.79,1950
bih,16.46,1955
bih,14.53,1960
bih,14.28,1965
bih,16.75,1970
bih,19.22,1975
bih,21.93,1980
bih,21.94,1985
bih,22.64,1990
bih,23.82,1995
bih,25.44,2000
bih,28.36,2005
bih,29.87,2010
bih,29.78,2015
bih,29.49,2020
bih,29.66,2025
bih,30.69,2030
bih,30.26,2035
bih,29.78,2040
bih,27.67,2045
bih,25.06,2050
bwa,13.59,1950
bwa,12.37,1955
bwa,11.69,1960
bwa,11.74,1965
bwa,11.27,1970
bwa,11.51,1975
bwa,11.5,1980
bwa,11.21,1985
bwa,11.25,1990
bwa,12.59,1995
bwa,13.82,2000
bwa,14.46,2005
bwa,14.76,2010
bwa,14.68,2015
bwa,15.67,2020
bwa,17.88,2025
bwa,20.46,2030
bwa,22.48,2035
bwa,23.42,2040
bwa,23.3,2045
bwa,23.5,2050
bra,14.55,1950
bra,14.52,1955
bra,14.07,1960
bra,13.92,1965
bra,14.18,1970
bra,14.25,1975
bra,14.64,1980
bra,14.76,1985
bra,15.49,1990
bra,17.08,1995
bra,18.79,2000
bra,20.96,2005
bra,22.62,2010
bra,23.94,2015
bra,25.43,2020
bra,26.95,2025
bra,28.09,2030
bra,28.65,2035
bra,28.99,2040
bra,28.83,2045
bra,28.2,2050
brn,18.37,1950
brn,15.62,1955
brn,14.63,1960
brn,14.56,1965
brn,15.38,1970
brn,16.15,1975
brn,12.37,1980
brn,13.33,1985
brn,13.23,1990
brn,15.25,1995
brn,17.96,2000
brn,19.78,2005
brn,21.57,2010
brn,22.68,2015
brn,23.75,2020
brn,25.05,2025
brn,25.5,2030
brn,26.47,2035
brn,26.78,2040
brn,26.38,2045
brn,26.07,2050
bgr,21.71,1950
bgr,23.31,1955
bgr,22.63,1960
bgr,24.2,1965
bgr,25.15,1970
bgr,26.04,1975
bgr,26.81,1980
bgr,26.06,1985
bgr,25.81,1990
bgr,26.24,1995
bgr,27.37,2000
bgr,28.17,2005
bgr,27.89,2010
bgr,28.39,2015
bgr,29.5,2020
bgr,30.38,2025
bgr,30.98,2030
bgr,29.49,2035
bgr,26.32,2040
bgr,23.87,2045
bgr,22.27,2050
bfa,14.87,1950
bfa,15.43,1955
bfa,15.57,1960
bfa,15.3,1965
bfa,14.59,1970
bfa,13.64,1975
bfa,12.64,1980
bfa,11.91,1985
bfa,11.18,1990
bfa,10.67,1995
bfa,10.67,2000
bfa,11.05,2005
bfa,11.48,2010
bfa,12.12,2015
bfa,12.8,2020
bfa,13.5,2025
bfa,14.16,2030
bfa,14.9,2035
bfa,15.75,2040
bfa,16.9,2045
bfa,19.02,2050
bdi,14.62,1950
bdi,14.64,1955
bdi,14.39,1960
bdi,13.92,1965
bdi,13.28,1970
bdi,12.34,1975
bdi,11.53,1980
bdi,11.02,1985
bdi,10.88,1990
bdi,11.69,1995
bdi,12.36,2000
bdi,12.89,2005
bdi,13.28,2010
bdi,13.54,2015
bdi,14.66,2020
bdi,17.02,2025
bdi,19.81,2030
bdi,21.78,2035
bdi,22.65,2040
bdi,22.61,2045
bdi,22.73,2050
khm,14.04,1950
khm,14.04,1955
khm,14.0,1960
khm,13.95,1965
khm,13.89,1970
khm,14.03,1975
khm,12.69,1980
khm,12.46,1985
khm,12.69,1990
khm,13.2,1995
khm,14.33,2000
khm,15.5,2005
khm,16.45,2010
khm,16.91,2015
khm,16.87,2020
khm,19.69,2025
khm,22.57,2030
khm,25.75,2035
khm,27.85,2040
khm,26.81,2045
khm,25.9,2050
cmr,15.74,1950
cmr,15.63,1955
cmr,15.52,1960
cmr,15.25,1965
cmr,14.87,1970
cmr,14.42,1975
cmr,13.87,1980
cmr,13.29,1985
cmr,12.83,1990
cmr,12.65,1995
cmr,12.66,2000
cmr,12.67,2005
cmr,12.69,2010
cmr,13.0,2015
cmr,13.92,2020
cmr,15.35,2025
cmr,16.94,2030
cmr,18.42,2035
cmr,19.43,2040
cmr,20.52,2045
cmr,21.84,2050
can,20.4,1950
can,20.34,1955
can,20.42,1960
can,20.67,1965
can,20.82,1970
can,20.58,1975
can,20.44,1980
can,20.77,1985
can,22.36,1990
can,24.71,1995
can,27.79,2000
can,30.09,2005
can,29.86,2010
can,28.96,2015
can,27.61,2020
can,26.38,2025
can,26.24,2030
can,26.42,2035
can,25.92,2040
can,25.05,2045
can,24.21,2050
cpv,16.44,1950
cpv,15.98,1955
cpv,16.75,1960
cpv,14.85,1965
cpv,13.11,1970
cpv,12.59,1975
cpv,13.1,1980
cpv,11.91,1985
cpv,10.14,1990
cpv,9.524,1995
cpv,10.27,2000
cpv,13.33,2005
cpv,15.98,2010
cpv,17.34,2015
cpv,19.07,2020
cpv,21.01,2025
cpv,23.07,2030
cpv,25.71,2035
cpv,27.26,2040
cpv,27.65,2045
cpv,26.78,2050
caf,17.54,1950
caf,17.39,1955
caf,16.78,1960
caf,16.32,1965
caf,16.02,1970
caf,15.62,1975
caf,15.21,1980
caf,14.55,1985
caf,13.85,1990
caf,13.5,1995
caf,13.43,2000
caf,13.41,2005
caf,13.5,2010
caf,13.78,2015
caf,14.32,2020
caf,15.32,2025
caf,16.67,2030
caf,18.04,2035
caf,19.57,2040
caf,20.9,2045
caf,21.96,2050
tcd,16.74,1950
tcd,16.58,1955
tcd,16.24,1960
tcd,15.9,1965
tcd,15.35,1970
tcd,14.64,1975
tcd,13.89,1980
tcd,13.19,1985
tcd,12.55,1990
tcd,12.4,1995
tcd,12.21,2000
tcd,12.0,2005
tcd,11.85,2010
tcd,11.77,2015
tcd,12.06,2020
tcd,12.66,2025
tcd,13.5,2030
tcd,14.51,2035
tcd,15.65,2040
tcd,16.97,2045
tcd,18.35,2050
chanisl,25.49,1950
chanisl,25.23,1955
chanisl,27.27,1960
chanisl,25.22,1965
chanisl,25.0,1970
chanisl,23.02,1975
chanisl,23.62,1980
chanisl,23.13,1985
chanisl,24.29,1990
chanisl,25.69,1995
chanisl,27.21,2000
chanisl,30.2,2005
chanisl,31.33,2010
chanisl,31.58,2015
chanisl,30.52,2020
chanisl,28.29,2025
chanisl,26.49,2030
chanisl,24.5,2035
chanisl,25.17,2040
chanisl,25.85,2045
chanisl,24.65,2050
chl,18.06,1950
chl,17.42,1955
chl,16.54,1960
chl,15.78,1965
chl,15.56,1970
chl,15.7,1975
chl,16.03,1980
chl,16.84,1985
chl,17.63,1990
chl,18.93,1995
chl,21.4,2000
chl,24.0,2005
chl,25.62,2010
chl,26.37,2015
chl,25.66,2020
chl,25.12,2025
chl,25.59,2030
chl,26.33,2035
chl,26.74,2040
chl,26.15,2045
chl,25.13,2050
chn,19.32,1950
chn,17.74,1955
chn,17.42,1960
chn,16.84,1965
chn,16.31,1970
chn,16.4,1975
chn,16.82,1980
chn,16.88,1985
chn,17.46,1990
chn,19.64,1995
chn,21.41,2000
chn,24.5,2005
chn,27.98,2010
chn,29.36,2015
chn,29.25,2020
chn,28.59,2025
chn,28.35,2030
chn,27.55,2035
chn,27.67,2040
chn,26.96,2045
chn,25.06,2050
col,14.21,1950
col,14.12,1955
col,13.7,1960
col,13.3,1965
col,12.75,1970
col,12.43,1975
col,12.3,1980
col,12.48,1985
col,13.6,1990
col,15.4,1995
col,17.47,2000
col,19.76,2005
col,21.58,2010
col,22.35,2015
col,23.14,2020
col,23.61,2025
col,23.98,2030
col,24.81,2035
col,25.22,2040
col,25.45,2045
col,25.6,2050
com,14.84,1950
com,15.82,1955
com,15.62,1960
com,15.09,1965
com,14.41,1970
com,13.38,1975
com,12.5,1980
com,11.46,1985
com,11.01,1990
com,11.59,1995
com,12.52,2000
com,13.64,2005
com,14.74,2010
com,15.8,2015
com,17.26,2020
com,19.65,2025
com,20.84,2030
com,21.26,2035
com,21.65,2040
com,21.96,2045
com,23.47,2050
cod,13.22,1950
cod,13.24,1955
cod,13.26,1960
cod,13.24,1965
cod,13.2,1970
cod,13.1,1975
cod,12.97,1980
cod,12.75,1985
cod,12.41,1990
cod,11.94,1995
cod,11.53,2000
cod,11.22,2005
cod,11.23,2010
cod,11.48,2015
cod,11.97,2020
cod,12.79,2025
cod,13.96,2030
cod,15.4,2035
cod,17.03,2040
cod,18.78,2045
cod,20.35,2050
cog,15.47,1950
cog,15.29,1955
cog,15.13,1960
cog,14.82,1965
cog,14.46,1970
cog,13.93,1975
cog,13.35,1980
cog,12.94,1985
cog,12.67,1990
cog,12.62,1995
cog,12.48,2000
cog,12.36,2005
cog,12.56,2010
cog,13.38,2015
cog,14.9,2020
cog,16.71,2025
cog,18.6,2030
cog,20.23,2035
cog,21.28,2040
cog,22.26,2045
cog,23.13,2050
cri,17.18,1950
cri,16.13,1955
cri,15.29,1960
cri,13.84,1965
cri,13.41,1970
cri,13.16,1975
cri,12.95,1980
cri,13.32,1985
cri,13.99,1990
cri,15.72,1995
cri,18.04,2000
cri,20.72,2005
cri,22.75,2010
cri,23.48,2015
cri,24.15,2020
cri,24.96,2025
cri,26.25,2030
cri,27.41,2035
cri,27.63,2040
cri,27.0,2045
cri,25.66,2050
civ,13.58,1950
civ,13.76,1955
civ,13.91,1960
civ,13.9,1965
civ,13.95,1970
civ,13.97,1975
civ,13.96,1980
civ,13.99,1985
civ,13.97,1990
civ,14.01,1995
civ,14.0,2000
civ,13.74,2005
civ,13.5,2010
civ,13.66,2015
civ,14.51,2020
civ,15.69,2025
civ,17.12,2030
civ,18.62,2035
civ,19.92,2040
civ,21.31,2045
civ,22.58,2050
hrv,23.73,1950
hrv,23.97,1955
hrv,21.88,1960
hrv,21.84,1965
hrv,23.16,1970
hrv,24.9,1975
hrv,26.96,1980
hrv,26.17,1985
hrv,26.07,1990
hrv,26.32,1995
hrv,26.91,2000
hrv,28.59,2005
hrv,28.66,2010
hrv,28.09,2015
hrv,27.85,2020
hrv,27.98,2025
hrv,28.01,2030
hrv,27.78,2035
hrv,26.87,2040
hrv,25.11,2045
hrv,24.15,2050
cub,17.32,1950
cub,18.35,1955
cub,18.71,1960
cub,17.54,1965
cub,16.65,1970
cub,16.28,1975
cub,17.17,1980
cub,19.03,1985
cub,20.51,1990
cub,22.11,1995
cub,24.02,2000
cub,26.15,2005
cub,29.75,2010
cub,32.09,2015
cub,31.84,2020
cub,29.35,2025
cub,27.4,2030
cub,26.03,2035
cub,26.51,2040
cub,26.83,2045
cub,25.35,2050
cyp,18.38,1950
cyp,19.21,1955
cyp,18.67,1960
cyp,18.52,1965
cyp,18.57,1970
cyp,18.42,1975
cyp,19.8,1980
cyp,19.75,1985
cyp,21.55,1990
cyp,22.98,1995
cyp,24.9,2000
cyp,26.32,2005
cyp,26.82,2010
cyp,26.7,2015
cyp,26.49,2020
cyp,27.12,2025
cyp,27.85,2030
cyp,28.91,2035
cyp,28.25,2040
cyp,26.64,2045
cyp,25.13,2050
cze,27.34,1950
cze,27.91,1955
cze,25.22,1960
cze,25.03,1965
cze,24.07,1970
cze,22.65,1975
cze,23.02,1980
cze,22.9,1985
cze,24.73,1990
cze,26.81,1995
cze,28.47,2000
cze,28.47,2005
cze,27.12,2010
cze,27.61,2015
cze,29.51,2020
cze,30.17,2025
cze,30.72,2030
cze,29.15,2035
cze,25.79,2040
cze,23.94,2045
cze,22.94,2050
dnk,24.56,1950
dnk,25.21,1955
dnk,25.22,1960
dnk,24.9,1965
dnk,23.68,1970
dnk,22.39,1975
dnk,22.05,1980
dnk,23.27,1985
dnk,25.54,1990
dnk,26.86,1995
dnk,27.79,2000
dnk,28.08,2005
dnk,27.8,2010
dnk,27.85,2015
dnk,27.03,2020
dnk,24.91,2025
dnk,23.35,2030
dnk,23.08,2035
dnk,23.6,2040
dnk,24.71,2045
dnk,25.16,2050
dji,12.9,1950
dji,11.59,1955
dji,13.1,1960
dji,11.97,1965
dji,11.88,1970
dji,12.56,1975
dji,12.35,1980
dji,12.9,1985
dji,13.06,1990
dji,13.16,1995
dji,13.7,2000
dji,14.39,2005
dji,15.24,2010
dji,16.46,2015
dji,17.61,2020
dji,19.01,2025
dji,20.85,2030
dji,22.67,2035
dji,23.92,2040
dji,24.56,2045
dji,24.81,2050
dom,11.9,1950
dom,11.79,1955
dom,11.76,1960
dom,11.94,1965
dom,12.37,1970
dom,12.9,1975
dom,13.3,1980
dom,13.61,1985
dom,13.89,1990
dom,14.58,1995
dom,15.94,2000
dom,17.65,2005
dom,19.27,2010
dom,20.43,2015
dom,21.19,2020
dom,21.88,2025
dom,22.65,2030
dom,23.57,2035
dom,24.26,2040
dom,24.81,2045
dom,25.24,2050
ecu,15.9,1950
ecu,15.03,1955
ecu,14.21,1960
ecu,13.59,1965
ecu,13.19,1970
ecu,12.9,1975
ecu,12.93,1980
ecu,13.06,1985
ecu,13.5,1990
ecu,14.77,1995
ecu,16.2,2000
ecu,17.81,2005
ecu,19.39,2010
ecu,20.32,2015
ecu,21.18,2020
ecu,22.03,2025
ecu,22.92,2030
ecu,23.91,2035
ecu,25.02,2040
ecu,25.73,2045
ecu,25.9,2050
egy,15.8,1950
egy,15.47,1955
egy,15.1,1960
egy,14.85,1965
egy,14.69,1970
egy,14.81,1975
egy,14.65,1980
egy,13.89,1985
egy,14.22,1990
egy,14.94,1995
egy,15.97,2000
egy,17.18,2005
egy,17.78,2010
egy,18.5,2015
egy,19.87,2020
egy,21.84,2025
egy,24.26,2030
egy,25.21,2035
egy,25.47,2040
egy,25.36,2045
egy,25.08,2050
slv,13.67,1950
slv,13.65,1955
slv,13.35,1960
slv,13.07,1965
slv,12.56,1970
slv,12.72,1975
slv,13.04,1980
slv,13.52,1985
slv,14.26,1990
slv,15.03,1995
slv,15.66,2000
slv,16.45,2005
slv,17.5,2010
slv,18.6,2015
slv,19.42,2020
slv,20.07,2025
slv,21.33,2030
slv,23.55,2035
slv,25.82,2040
slv,26.56,2045
slv,26.48,2050
gnq,18.58,1950
gnq,18.07,1955
gnq,17.72,1960
gnq,17.34,1965
gnq,17.06,1970
gnq,17.15,1975
gnq,14.93,1980
gnq,12.42,1985
gnq,10.88,1990
gnq,11.5,1995
gnq,13.96,2000
gnq,16.89,2005
gnq,18.16,2010
gnq,17.03,2015
gnq,14.73,2020
gnq,13.59,2025
gnq,14.15,2030
gnq,15.52,2035
gnq,17.44,2040
gnq,18.7,2045
gnq,19.58,2050
eri,12.42,1950
eri,12.35,1955
eri,12.42,1960
eri,12.52,1965
eri,12.77,1970
eri,12.91,1975
eri,13.56,1980
eri,13.19,1985
eri,12.95,1990
eri,12.13,1995
eri,11.19,2000
eri,10.24,2005
eri,10.26,2010
eri,12.25,2015
eri,15.36,2020
eri,17.81,2025
eri,19.59,2030
eri,20.08,2035
eri,19.88,2040
eri,20.81,2045
eri,22.46,2050
est,23.2,1950
est,23.99,1955
est,23.64,1960
est,22.58,1965
est,23.39,1970
est,23.81,1975
est,26.04,1980
est,25.38,1985
est,24.44,1990
est,25.49,1995
est,25.87,2000
est,26.97,2005
est,26.76,2010
est,26.37,2015
est,26.09,2020
est,26.83,2025
est,28.67,2030
est,27.99,2035
est,26.03,2040
est,23.71,2045
est,21.9,2050
eth,13.19,1950
eth,13.4,1955
eth,13.63,1960
eth,13.52,1965
eth,13.41,1970
eth,13.33,1975
eth,13.29,1980
eth,13.23,1985
eth,13.11,1990
eth,12.77,1995
eth,12.53,2000
eth,12.51,2005
eth,12.57,2010
eth,12.9,2015
eth,13.44,2020
eth,14.26,2025
eth,15.56,2030
eth,17.29,2035
eth,19.06,2040
eth,20.68,2045
eth,22.23,2050
fji,10.76,1950
fji,10.71,1955
fji,11.68,1960
fji,12.31,1965
fji,12.93,1970
fji,13.34,1975
fji,13.79,1980
fji,14.25,1985
fji,15.33,1990
fji,16.78,1995
fji,18.48,2000
fji,19.93,2005
fji,20.26,2010
fji,20.02,2015
fji,20.52,2020
fji,21.44,2025
fji,22.55,2030
fji,24.62,2035
fji,25.97,2040
fji,26.49,2045
fji,27.03,2050
fin,22.54,1950
fin,23.33,1955
fin,22.87,1960
fin,22.85,1965
fin,23.0,1970
fin,22.45,1975
fin,22.9,1980
fin,23.08,1985
fin,25.71,1990
fin,27.73,1995
fin,29.17,2000
fin,29.89,2005
fin,27.95,2010
fin,25.93,2015
fin,24.93,2020
fin,24.29,2025
fin,23.97,2030
fin,24.72,2035
fin,24.48,2040
fin,23.96,2045
fin,23.75,2050
fra,26.37,1950
fra,26.1,1955
fra,23.08,1960
fra,22.55,1965
fra,22.22,1970
fra,22.1,1975
fra,23.16,1980
fra,21.86,1985
fra,22.97,1990
fra,24.29,1995
fra,25.92,2000
fra,27.52,2005
fra,26.98,2010
fra,26.51,2015
fra,25.43,2020
fra,24.58,2025
fra,23.88,2030
fra,23.0,2035
fra,22.91,2040
fra,22.99,2045
fra,23.17,2050
guf,20.0,1950
guf,21.43,1955
guf,21.88,1960
guf,17.95,1965
guf,17.02,1970
guf,16.07,1975
guf,16.18,1980
guf,16.47,1985
guf,16.38,1990
guf,17.86,1995
guf,19.39,2000
guf,19.31,2005
guf,21.03,2010
guf,22.14,2015
guf,21.31,2020
guf,20.81,2025
guf,20.9,2030
guf,21.56,2035
guf,23.24,2040
guf,24.49,2045
guf,25.32,2050
pyf,15.0,1950
pyf,14.29,1955
pyf,14.1,1960
pyf,13.19,1965
pyf,13.76,1970
pyf,14.06,1975
pyf,13.91,1980
pyf,14.94,1985
pyf,15.46,1990
pyf,16.74,1995
pyf,18.99,2000
pyf,21.88,2005
pyf,24.07,2010
pyf,24.91,2015
pyf,25.16,2020
pyf,25.08,2025
pyf,25.84,2030
pyf,26.25,2035
pyf,27.11,2040
pyf,26.86,2045
pyf,25.5,2050
gab,22.13,1950
gab,21.76,1955
gab,21.6,1960
gab,21.0,1965
gab,20.38,1970
gab,18.52,1975
gab,16.01,1980
gab,14.07,1985
gab,13.04,1990
gab,13.06,1995
gab,13.6,2000
gab,14.63,2005
gab,15.52,2010
gab,16.22,2015
gab,17.04,2020
gab,18.27,2025
gab,19.84,2030
gab,21.86,2035
gab,23.39,2040
gab,24.25,2045
gab,24.76,2050
gmb,15.5,1950
gmb,15.66,1955
gmb,15.67,1960
gmb,15.95,1965
gmb,16.08,1970
gmb,16.31,1975
gmb,16.42,1980
gmb,16.33,1985
gmb,16.09,1990
gmb,15.14,1995
gmb,14.57,2000
gmb,14.4,2005
gmb,14.51,2010
gmb,14.91,2015
gmb,15.34,2020
gmb,15.74,2025
gmb,16.31,2030
gmb,17.38,2035
gmb,18.84,2040
gmb,20.48,2045
gmb,22.04,2050
geo,19.78,1950
geo,20.57,1955
geo,19.27,1960
geo,18.51,1965
geo,20.67,1970
geo,21.91,1975
geo,25.37,1980
geo,24.03,1985
geo,22.16,1990
geo,22.32,1995
geo,22.82,2000
geo,26.32,2005
geo,27.76,2010
geo,27.69,2015
geo,26.63,2020
geo,25.61,2025
geo,27.37,2030
geo,28.76,2035
geo,27.77,2040
geo,26.35,2045
geo,24.45,2050
deu,28.55,1950
deu,28.76,1955
deu,25.83,1960
deu,23.92,1965
deu,22.58,1970
deu,22.25,1975
deu,25.76,1980
deu,26.54,1985
deu,26.3,1990
deu,26.71,1995
deu,26.73,2000
deu,28.73,2005
deu,31.25,2010
deu,30.94,2015
deu,29.59,2020
deu,27.51,2025
deu,25.94,2030
deu,25.69,2035
deu,25.58,2040
