energy_use_per_person,geo,time
0.4538,ken,1978
0.4529,ken,1979
0.4523,ken,1980
0.4478,ken,1981
0.4391,ken,1982
0.4303,ken,1983
0.4385,ken,1984
0.4409,ken,1985
0.4632,ken,1986
0.4654,ken,1987
0.4606,ken,1988
0.4613,ken,1989
0.4553,ken,1990
0.4484,ken,1991
0.4451,ken,1992
0.4416,ken,1993
0.4339,ken,1994
0.4395,ken,1995
0.4426,ken,1996
0.4375,ken,1997
0.4377,ken,1998
0.4371,ken,1999
0.4392,ken,2000
0.4388,ken,2001
0.4329,ken,2002
0.4341,ken,2003
0.4442,ken,2004
0.4505,ken,2005
0.4595,ken,2006
0.4583,ken,2007
0.461,ken,2008
0.4758,ken,2009
0.4829,ken,2010
0.099,kir,1990
0.0885,kir,2004
0.08697,kir,2005
0.1069,kir,2006
0.1157,kir,2007
1.326,prk,1971
1.34,prk,1972
1.336,prk,1973
1.365,prk,1974
1.385,prk,1975
1.446,prk,1976
1.503,prk,1977
1.594,prk,1978
1.684,prk,1979
1.761,prk,1980
1.781,prk,1981
1.83,prk,1982
1.865,prk,1983
1.879,prk,1984
1.923,prk,1985
1.863,prk,1986
1.769,prk,1987
1.776,prk,1988
1.744,prk,1989
1.649,prk,1990
1.549,prk,1991
1.332,prk,1992
1.205,prk,1993
1.086,prk,1994
1.01,prk,1995
0.8771,prk,1996
0.8266,prk,1997
0.764,prk,1998
0.8111,prk,1999
0.8612,prk,2000
0.8824,prk,2001
0.841,prk,2002
0.8545,prk,2003
0.8685,prk,2004
0.8983,prk,2005
0.9021,prk,2006
0.7622,prk,2007
0.8358,prk,2008
0.7912,prk,2009
0.7612,prk,2010
0.5207,kor,1971
0.5552,kor,1972
0.6349,kor,1973
0.6767,kor,1974
0.6933,kor,1975
0.7586,kor,1976
0.8663,kor,1977
0.9352,kor,1978
1.063,kor,1979
1.081,kor,1980
1.045,kor,1981
1.094,kor,1982
1.17,kor,1983
1.266,kor,1984
1.312,kor,1985
1.486,kor,1986
1.587,kor,1987
1.767,kor,1988
1.862,kor,1989
2.171,kor,1990
2.31,kor,1991
2.54,kor,1992
2.824,kor,1993
2.972,kor,1994
3.21,kor,1995
3.455,kor,1996
3.726,kor,1997
3.378,kor,1998
3.709,kor,1999
4.003,kor,2000
4.034,kor,2001
4.172,kor,2002
4.236,kor,2003
4.336,kor,2004
4.366,kor,2005
4.416,kor,2006
4.571,kor,2007
4.636,kor,2008
4.66,kor,2009
5.06,kor,2010
5.175,kor,2011
0.8696,kos,2000
1.069,kos,2001
1.063,kos,2002
1.12,kos,2003
1.127,kos,2004
1.09,kos,2005
1.091,kos,2006
1.124,kos,2007
1.209,kos,2008
1.344,kos,2009
1.372,kos,2010
7.544,kwt,1971
7.766,kwt,1972
7.656,kwt,1973
6.866,kwt,1974
6.15,kwt,1975
6.298,kwt,1976
6.439,kwt,1977
6.659,kwt,1978
7.966,kwt,1979
7.59,kwt,1980
7.122,kwt,1981
7.572,kwt,1982
7.686,kwt,1983
7.59,kwt,1984
8.052,kwt,1985
8.273,kwt,1986
8.531,kwt,1987
9.948,kwt,1988
11.31,kwt,1989
4.364,kwt,1990
1.325,kwt,1991
9.136,kwt,1995
8.986,kwt,1996
8.804,kwt,1997
9.568,kwt,1998
9.749,kwt,1999
9.69,kwt,2000
9.986,kwt,2001
9.972,kwt,2002
10.34,kwt,2003
10.72,kwt,2004
11.66,kwt,2005
10.96,kwt,2006
10.78,kwt,2007
10.94,kwt,2008
11.4,kwt,2009
12.2,kwt,2010
1.705,kgz,1990
1.521,kgz,1991
1.103,kgz,1992
0.8569,kgz,1993
0.6189,kgz,1994
0.5228,kgz,1995
0.5957,kgz,1996
0.5522,kgz,1997
0.5789,kgz,1998
0.4984,kgz,1999
0.4904,kgz,2000
0.4461,kgz,2001
0.5001,kgz,2002
0.533,kgz,2003
0.5364,kgz,2004
0.5149,kgz,2005
0.5163,kgz,2006
0.553,kgz,2007
0.5133,kgz,2008
0.5591,kgz,2009
0.5356,kgz,2010
2.958,lva,1990
2.797,lva,1991
2.34,lva,1992
2.064,lva,1993
1.901,lva,1994
1.855,lva,1995
1.842,lva,1996
1.813,lva,1997
1.79,lva,1998
1.648,lva,1999
1.565,lva,2000
1.729,lva,2001
1.707,lva,2002
1.82,lva,2003
1.879,lva,2004
1.92,lva,2005
1.988,lva,2006
2.052,lva,2007
1.979,lva,2008
1.872,lva,2009
1.971,lva,2010
0.7308,lbn,1971
0.7344,lbn,1972
0.8921,lbn,1973
0.8976,lbn,1974
0.7824,lbn,1975
0.8318,lbn,1976
0.6487,lbn,1977
0.7737,lbn,1978
0.8348,lbn,1979
0.8851,lbn,1980
0.8398,lbn,1981
0.6317,lbn,1982
0.6786,lbn,1983
0.6872,lbn,1984
0.8071,lbn,1985
0.8946,lbn,1986
0.9235,lbn,1987
0.6862,lbn,1988
0.6756,lbn,1989
0.6627,lbn,1990
0.7992,lbn,1991
0.7829,lbn,1992
1.08,lbn,1993
1.143,lbn,1994
1.274,lbn,1995
1.314,lbn,1996
1.46,lbn,1997
1.416,lbn,1998
1.463,lbn,1999
1.311,lbn,2000
1.383,lbn,2001
1.349,lbn,2002
1.327,lbn,2003
1.318,lbn,2004
1.24,lbn,2005
1.165,lbn,2006
1.017,lbn,2007
1.302,lbn,2008
1.57,lbn,2009
1.526,lbn,2010
0.01368,lso,2004
0.01597,lso,2005
0.00911,lso,2006
0.009021,lso,2007
0.7549,lby,1971
1.013,lby,1972
1.147,lby,1973
1.226,lby,1974
1.486,lby,1975
1.292,lby,1976
1.541,lby,1977
1.675,lby,1978
1.796,lby,1979
2.25,lby,1980
2.304,lby,1981
2.378,lby,1982
2.38,lby,1983
2.476,lby,1984
2.592,lby,1985
2.54,lby,1986
2.702,lby,1987
2.504,lby,1988
2.803,lby,1989
2.614,lby,1990
3.069,lby,1991
2.805,lby,1992
2.93,lby,1993
3.196,lby,1994
3.037,lby,1995
2.758,lby,1996
2.953,lby,1997
3.296,lby,1998
2.875,lby,1999
3.56,lby,2000
3.483,lby,2001
2.97,lby,2002
5.368,lby,2003
3.364,lby,2004
4.227,lby,2005
4.026,lby,2006
3.846,lby,2007
3.979,lby,2008
3.728,lby,2009
3.013,lby,2010
4.345,ltu,1990
4.602,ltu,1991
2.979,ltu,1992
2.473,ltu,1993
2.223,ltu,1994
2.407,ltu,1995
2.629,ltu,1996
2.506,ltu,1997
2.646,ltu,1998
2.261,ltu,1999
2.037,ltu,2000
2.373,ltu,2001
2.554,ltu,2002
2.678,ltu,2003
2.732,ltu,2004
2.59,ltu,2005
2.569,ltu,2006
2.8,ltu,2007
2.808,ltu,2008
2.586,ltu,2009
2.107,ltu,2010
10.52,lux,1960
10.53,lux,1961
10.41,lux,1962
10.47,lux,1963
11.15,lux,1964
10.93,lux,1965
10.48,lux,1966
10.36,lux,1967
11.11,lux,1968
11.97,lux,1969
12.11,lux,1970
11.86,lux,1971
12.01,lux,1972
12.65,lux,1973
13.02,lux,1974
10.5,lux,1975
10.67,lux,1976
10.28,lux,1977
11.1,lux,1978
10.46,lux,1979
9.775,lux,1980
8.526,lux,1981
8.058,lux,1982
7.576,lux,1983
8.113,lux,1984
8.347,lux,1985
8.164,lux,1986
7.943,lux,1987
8.158,lux,1988
8.7,lux,1989
8.932,lux,1990
9.412,lux,1991
9.343,lux,1992
9.346,lux,1993
8.912,lux,1994
7.711,lux,1995
7.733,lux,1996
7.418,lux,1997
7.068,lux,1998
7.259,lux,1999
7.618,lux,2000
7.932,lux,2001
8.154,lux,2002
8.5,lux,2003
9.331,lux,2004
9.433,lux,2005
9.18,lux,2006
8.768,lux,2007
8.61,lux,2008
7.939,lux,2009
8.343,lux,2010
8.027,lux,2011
1.298,mkd,1990
1.263,mkd,1991
1.397,mkd,1992
1.426,mkd,1993
1.267,mkd,1994
1.274,mkd,1995
1.445,mkd,1996
1.304,mkd,1997
1.449,mkd,1998
1.354,mkd,1999
1.327,mkd,2000
1.277,mkd,2001
1.25,mkd,2002
1.365,mkd,2003
1.355,mkd,2004
1.424,mkd,2005
1.426,mkd,2006
1.485,mkd,2007
1.467,mkd,2008
1.367,mkd,2009
1.402,mkd,2010
0.5448,mys,1971
0.5397,mys,1972
0.5237,mys,1973
0.5792,mys,1974
0.5967,mys,1975
0.633,mys,1976
0.6254,mys,1977
0.769,mys,1978
0.8785,mys,1979
0.8604,mys,1980
0.8983,mys,1981
0.8861,mys,1982
1.001,mys,1983
1.002,mys,1984
0.9829,mys,1985
1.061,mys,1986
1.046,mys,1987
1.067,mys,1988
1.135,mys,1989
1.183,mys,1990
1.408,mys,1991
1.514,mys,1992
1.6,mys,1993
1.553,mys,1994
1.635,mys,1995
1.761,mys,1996
1.991,mys,1997
1.842,mys,1998
1.814,mys,1999
2.012,mys,2000
2.055,mys,2001
2.081,mys,2002
2.18,mys,2003
2.293,mys,2004
2.433,mys,2005
2.397,mys,2006
2.587,mys,2007
2.655,mys,2008
2.499,mys,2009
2.558,mys,2010
0.2319,mdv,1990
0.8591,mdv,2004
0.7621,mdv,2005
0.9619,mdv,2006
0.985,mdv,2007
0.696,mlt,1971
0.873,mlt,1972
0.8445,mlt,1973
0.7755,mlt,1974
0.688,mlt,1975
0.7782,mlt,1976
0.8229,mlt,1977
0.9503,mlt,1978
0.9075,mlt,1979
1.005,mlt,1980
1.13,mlt,1981
1.256,mlt,1982
0.9451,mlt,1983
1.245,mlt,1984
1.024,mlt,1985
1.678,mlt,1986
1.751,mlt,1987
1.871,mlt,1988
1.983,mlt,1989
1.962,mlt,1990
1.878,mlt,1991
1.839,mlt,1992
2.33,mlt,1993
2.095,mlt,1994
1.915,mlt,1995
1.872,mlt,1996
2.089,mlt,1997
1.83,mlt,1998
1.986,mlt,1999
1.771,mlt,2000
2.001,mlt,2001
1.852,mlt,2002
2.071,mlt,2003
2.067,mlt,2004
2.181,mlt,2005
2.05,mlt,2006
2.144,mlt,2007
2.031,mlt,2008
1.957,mlt,2009
2.013,mlt,2010
0.558,mhl,2004
0.5573,mhl,2005
0.5746,mhl,2006
0.6097,mhl,2007
0.4532,mus,1990
0.8262,mus,2004
0.8663,mus,2005
0.9364,mus,2006
0.9473,mus,2007
0.8043,mex,1971
0.8633,mex,1972
0.926,mex,1973
0.9565,mex,1974
0.9823,mex,1975
1.022,mex,1976
1.074,mex,1977
1.169,mex,1978
1.25,mex,1979
1.383,mex,1980
1.444,mex,1981
1.481,mex,1982
1.367,mex,1983
1.4,mex,1984
1.426,mex,1985
1.359,mex,1986
1.4,mex,1987
1.389,mex,1988
1.422,mex,1989
1.453,mex,1990
1.49,mex,1991
1.478,mex,1992
1.458,mex,1993
1.48,mex,1994
1.407,mex,1995
1.415,mex,1996
1.434,mex,1997
1.457,mex,1998
1.49,mex,1999
1.452,mex,2000
1.442,mex,2001
1.468,mex,2002
1.478,mex,2003
1.512,mex,2004
1.598,mex,2005
1.59,mex,2006
1.611,mex,2007
1.637,mex,2008
1.559,mex,2009
1.57,mex,2010
1.629,mex,2011
2.669,mda,1990
2.219,mda,1991
1.839,mda,1992
1.567,mda,1993
1.289,mda,1994
1.194,mda,1995
1.01,mda,1996
0.9882,mda,1997
0.8845,mda,1998
0.7583,mda,1999
0.6883,mda,2000
0.7328,mda,2001
0.7088,mda,2002
0.7944,mda,2003
0.8133,mda,2004
0.8565,mda,2005
0.8323,mda,2006
0.8208,mda,2007
0.7985,mda,2008
0.6869,mda,2009
0.7307,mda,2010
1.625,mng,1985
1.703,mng,1986
1.745,mng,1987
1.808,mng,1988
1.673,mng,1989
1.558,mng,1990
1.717,mng,1991
1.487,mng,1992
1.38,mng,1993
1.185,mng,1994
1.173,mng,1995
0.9802,mng,1996
0.9522,mng,1997
0.9512,mng,1998
0.9437,mng,1999
0.9939,mng,2000
0.9919,mng,2001
1.052,mng,2002
1.016,mng,2003
1.034,mng,2004
1.03,mng,2005
1.132,mng,2006
1.187,mng,2007
1.183,mng,2008
1.199,mng,2009
1.189,mng,2010
1.129,mne,2005
1.322,mne,2006
1.234,mne,2007
1.311,mne,2008
1.038,mne,2009
1.303,mne,2010
0.1547,mar,1971
0.1644,mar,1972
0.1805,mar,1973
0.195,mar,1974
0.1979,mar,1975
0.2122,mar,1976
0.2318,mar,1977
0.2384,mar,1978
0.2508,mar,1979
0.2489,mar,1980
0.2418,mar,1981
0.2453,mar,1982
0.2506,mar,1983
0.252,mar,1984
0.2504,mar,1985
0.2525,mar,1986
0.2531,mar,1987
0.2611,mar,1988
0.2796,mar,1989
0.2801,mar,1990
0.2898,mar,1991
0.303,mar,1992
0.3095,mar,1993
0.3279,mar,1994
0.3191,mar,1995
0.3321,mar,1996
0.3379,mar,1997
0.3402,mar,1998
0.3583,mar,1999
0.3556,mar,2000
0.374,mar,2001
0.3762,mar,2002
0.3701,mar,2003
0.4036,mar,2004
0.43,mar,2005
0.4337,mar,2006
0.4627,mar,2007
0.4786,mar,2008
0.4771,mar,2009
0.5167,mar,2010
0.7135,moz,1971
0.6847,moz,1972
0.6725,moz,1973
0.6512,moz,1974
0.629,moz,1975
0.6038,moz,1976
0.5969,moz,1977
0.5649,moz,1978
0.5524,moz,1979
0.5533,moz,1980
0.5267,moz,1981
0.5148,moz,1982
0.499,moz,1983
0.4845,moz,1984
0.4774,moz,1985
0.4707,moz,1986
0.4666,moz,1987
0.4621,moz,1988
0.4558,moz,1989
0.4371,moz,1990
0.4251,moz,1991
0.4169,moz,1992
0.4097,moz,1993
0.3991,moz,1994
0.3944,moz,1995
0.39,moz,1996
0.3909,moz,1997
0.3849,moz,1998
0.3828,moz,1999
0.3941,moz,2000
0.4037,moz,2001
0.3982,moz,2002
0.4088,moz,2003
0.4136,moz,2004
0.4087,moz,2005
0.4106,moz,2006
0.4235,moz,2007
0.4206,moz,2008
0.4277,moz,2009
0.436,moz,2010
0.2949,mmr,1971
0.2926,mmr,1972
0.2812,mmr,1973
0.2857,mmr,1974
0.2838,mmr,1975
0.2877,mmr,1976
0.2874,mmr,1977
0.285,mmr,1978
0.2846,mmr,1979
0.2867,mmr,1980
0.2851,mmr,1981
0.2854,mmr,1982
0.2836,mmr,1983
0.2882,mmr,1984
0.3042,mmr,1985
0.3049,mmr,1986
0.288,mmr,1987
0.2801,mmr,1988
0.2829,mmr,1989
0.272,mmr,1990
0.2635,mmr,1991
0.2678,mmr,1992
0.2621,mmr,1993
0.2748,mmr,1994
0.2803,mmr,1995
0.2768,mmr,1996
0.2786,mmr,1997
0.2823,mmr,1998
0.2798,mmr,1999
0.2856,mmr,2000
0.2768,mmr,2001
0.2843,mmr,2002
0.3068,mmr,2003
0.3205,mmr,2004
0.3199,mmr,2005
0.3222,mmr,2006
0.3324,mmr,2007
0.3182,mmr,2008
0.2993,mmr,2009
0.2918,mmr,2010
0.4263,nam,1991
0.4437,nam,1992
0.4718,nam,1993
0.4985,nam,1994
0.5359,nam,1995
0.5586,nam,1996
0.5592,nam,1997
0.565,nam,1998
0.5234,nam,1999
0.5159,nam,2000
0.5821,nam,2001
0.5116,nam,2002
0.5358,nam,2003
0.5693,nam,2004
0.6219,nam,2005
0.6107,nam,2006
0.6229,nam,2007
0.7383,nam,2008
0.7026,nam,2009
0.7025,nam,2010
0.3001,npl,1971
0.3014,npl,1972
0.3034,npl,1973
0.3024,npl,1974
0.301,npl,1975
0.2994,npl,1976
0.2999,npl,1977
0.2994,npl,1978
0.3022,npl,1979
0.3032,npl,1980
0.3012,npl,1981
0.3023,npl,1982
0.3049,npl,1983
0.3053,npl,1984
0.3009,npl,1985
0.3037,npl,1986
0.3021,npl,1987
0.302,npl,1988
0.2987,npl,1989
0.3034,npl,1990
0.3056,npl,1991
0.3055,npl,1992
0.3058,npl,1993
0.3089,npl,1994
0.3108,npl,1995
0.3105,npl,1996
0.3127,npl,1997
0.313,npl,1998
0.3224,npl,1999
0.3323,npl,2000
0.3352,npl,2001
0.3312,npl,2002
0.333,npl,2003
0.3306,npl,2004
0.3347,npl,2005
0.3276,npl,2006
0.3274,npl,2007
0.3321,npl,2008
0.3384,npl,2009
0.3411,npl,2010
1.826,nld,1960
1.879,nld,1961
2.081,nld,1962
2.268,nld,1963
2.349,nld,1964
2.493,nld,1965
2.606,nld,1966
2.763,nld,1967
3.043,nld,1968
3.363,nld,1969
3.766,nld,1970
3.855,nld,1971
4.381,nld,1972
4.613,nld,1973
4.501,nld,1974
4.319,nld,1975
4.743,nld,1976
4.56,nld,1977
4.663,nld,1978
4.869,nld,1979
4.549,nld,1980
4.269,nld,1981
3.785,nld,1982
3.936,nld,1983
4.148,nld,1984
4.184,nld,1985
4.317,nld,1986
4.388,nld,1987
4.321,nld,1988
4.324,nld,1989
4.393,nld,1990
4.603,nld,1991
4.502,nld,1992
4.508,nld,1993
4.509,nld,1994
4.576,nld,1995
4.728,nld,1996
4.579,nld,1997
4.6,nld,1998
4.519,nld,1999
4.598,nld,2000
4.712,nld,2001
4.688,nld,2002
4.808,nld,2003
4.857,nld,2004
4.83,nld,2005
4.7,nld,2006
4.844,nld,2007
4.837,nld,2008
4.729,nld,2009
5.021,nld,2010
4.645,nld,2011
1.731,nzl,1960
1.808,nzl,1961
1.82,nzl,1962
1.967,nzl,1963
2.217,nzl,1964
2.275,nzl,1965
2.32,nzl,1966
2.209,nzl,1967
2.34,nzl,1968
2.409,nzl,1969
2.493,nzl,1970
2.423,nzl,1971
2.65,nzl,1972
2.708,nzl,1973
2.958,nzl,1974
2.839,nzl,1975
2.997,nzl,1976
3.125,nzl,1977
3.032,nzl,1978
2.834,nzl,1979
2.886,nzl,1980
2.85,nzl,1981
3.013,nzl,1982
3.077,nzl,1983
3.251,nzl,1984
3.448,nzl,1985
3.464,nzl,1986
3.453,nzl,1987
3.609,nzl,1988
3.847,nzl,1989
3.865,nzl,1990
3.771,nzl,1991
3.811,nzl,1992
3.986,nzl,1993
4.027,nzl,1994
4.053,nzl,1995
4.141,nzl,1996
4.252,nzl,1997
4.155,nzl,1998
4.313,nzl,1999
4.422,nzl,2000
4.412,nzl,2001
4.336,nzl,2002
4.183,nzl,2003
4.255,nzl,2004
4.075,nzl,2005
4.054,nzl,2006
4.05,nzl,2007
4.079,nzl,2008
4.045,nzl,2009
4.166,nzl,2010
4.086,nzl,2011
0.5016,nic,1971
0.4977,nic,1972
0.526,nic,1973
0.5337,nic,1974
0.5338,nic,1975
0.5531,nic,1976
0.5879,nic,1977
0.5495,nic,1978
0.4595,nic,1979
0.4729,nic,1980
0.471,nic,1981
0.4657,nic,1982
0.4715,nic,1983
0.5134,nic,1984
0.5245,nic,1985
0.5174,nic,1986
0.5106,nic,1987
0.4894,nic,1988
0.5066,nic,1989
0.5078,nic,1990
0.5121,nic,1991
0.5181,nic,1992
0.5009,nic,1993
0.4979,nic,1994
0.5042,nic,1995
0.5105,nic,1996
0.5276,nic,1997
0.5131,nic,1998
0.5281,nic,1999
0.5362,nic,2000
0.5377,nic,2001
0.5533,nic,2002
0.5862,nic,2003
0.6107,nic,2004
0.6132,nic,2005
0.629,nic,2006
0.5532,nic,2007
0.5409,nic,2008
0.5334,nic,2009
0.542,nic,2010
0.614,nga,1971
0.6197,nga,1972
0.6305,nga,1973
0.6326,nga,1974
0.6407,nga,1975
0.6533,nga,1976
0.6663,nga,1977
0.6762,nga,1978
0.6829,nga,1979
0.6944,nga,1980
0.7069,nga,1981
0.7226,nga,1982
0.7253,nga,1983
0.7107,nga,1984
0.7157,nga,1985
0.7057,nga,1986
0.712,nga,1987
0.7141,nga,1988
0.7197,nga,1989
0.7235,nga,1990
0.7385,nga,1991
0.7485,nga,1992
0.7428,nga,1993
0.7092,nga,1994
0.7048,nga,1995
0.7173,nga,1996
0.7314,nga,1997
0.7158,nga,1998
0.7242,nga,1999
0.7324,nga,2000
0.7469,nga,2001
0.7501,nga,2002
0.744,nga,2003
0.746,nga,2004
0.7617,nga,2005
0.7465,nga,2006
0.7327,nga,2007
0.7381,nga,2008
0.7071,nga,2009
0.7136,nga,2010
1.906,nor,1960
1.938,nor,1961
2.052,nor,1962
2.183,nor,1963
2.32,nor,1964
2.54,nor,1965
2.71,nor,1966
2.816,nor,1967
3.053,nor,1968
3.194,nor,1969
3.418,nor,1970
3.407,nor,1971
3.496,nor,1972
3.6,nor,1973
3.573,nor,1974
3.642,nor,1975
3.952,nor,1976
4.05,nor,1977
4.351,nor,1978
4.458,nor,1979
4.483,nor,1980
4.406,nor,1981
4.255,nor,1982
4.419,nor,1983
4.663,nor,1984
4.806,nor,1985
5.015,nor,1986
5.038,nor,1987
4.807,nor,1988
4.973,nor,1989
4.952,nor,1990
5.09,nor,1991
5.143,nor,1992
5.443,nor,1993
5.299,nor,1994
5.377,nor,1995
5.187,nor,1996
5.462,nor,1997
5.668,nor,1998
5.897,nor,1999
5.81,nor,2000
5.943,nor,2001
5.489,nor,2002
5.919,nor,2003
5.756,nor,2004
5.788,nor,2005
5.818,nor,2006
5.849,nor,2007
6.25,nor,2008
5.831,nor,2009
6.637,nor,2010
6.033,nor,2011
0.299,omn,1971
0.1105,omn,1972
0.1179,omn,1973
0.1741,omn,1974
0.2659,omn,1975
0.3994,omn,1976
0.7462,omn,1977
0.5265,omn,1978
0.7552,omn,1979
0.9733,omn,1980
0.7841,omn,1981
1.124,omn,1982
0.9809,omn,1983
1.532,omn,1984
1.372,omn,1985
1.238,omn,1986
1.372,omn,1987
1.276,omn,1988
1.427,omn,1989
2.258,omn,1990
3.0,omn,1991
2.683,omn,1992
2.798,omn,1993
2.721,omn,1994
2.731,omn,1995
2.771,omn,1996
2.967,omn,1997
2.998,omn,1998
3.117,omn,1999
3.57,omn,2000
3.694,omn,2001
3.829,omn,2002
4.003,omn,2003
4.038,omn,2004
4.434,omn,2005
5.485,omn,2006
5.702,omn,2007
6.026,omn,2008
5.499,omn,2009
7.188,omn,2010
0.2792,pak,1971
0.2789,pak,1972
0.2846,pak,1973
0.2923,pak,1974
0.2969,pak,1975
0.2915,pak,1976
0.2952,pak,1977
0.2965,pak,1978
0.303,pak,1979
0.3085,pak,1980
0.318,pak,1981
0.3266,pak,1982
0.3319,pak,1983
0.3321,pak,1984
0.3381,pak,1985
0.3412,pak,1986
0.3628,pak,1987
0.3683,pak,1988
0.3781,pak,1989
0.3815,pak,1990
0.3842,pak,1991
0.3985,pak,1992
0.408,pak,1993
0.4137,pak,1994
0.4216,pak,1995
0.4285,pak,1996
0.4279,pak,1997
0.4254,pak,1998
0.4373,pak,1999
0.4393,pak,2000
0.4374,pak,2001
0.4336,pak,2002
0.4456,pak,2003
0.4679,pak,2004
0.476,pak,2005
0.4876,pak,2006
0.5056,pak,2007
0.4874,pak,2008
0.4931,pak,2009
0.4873,pak,2010
4.869,plw,1990
1.079,pan,1971
1.16,pan,1972
1.239,pan,1973
1.193,pan,1974
0.9838,pan,1975
0.9435,pan,1976
0.9061,pan,1977
0.8742,pan,1978
0.9072,pan,1979
0.7203,pan,1980
0.7547,pan,1981
0.8102,pan,1982
0.8424,pan,1983
0.7606,pan,1984
0.7139,pan,1985
0.7097,pan,1986
0.7466,pan,1987
0.6805,pan,1988
0.6295,pan,1989
0.6171,pan,1990
0.6523,pan,1991
0.7326,pan,1992
0.7303,pan,1993
0.7525,pan,1994
0.7445,pan,1995
0.7793,pan,1996
0.8049,pan,1997
0.9036,pan,1998
0.8779,pan,1999
0.8723,pan,2000
0.9347,pan,2001
0.8546,pan,2002
0.8476,pan,2003
0.8194,pan,2004
0.8887,pan,2005
0.9388,pan,2006
0.8957,pan,2007
0.9147,pan,2008
0.9907,pan,2009
1.073,pan,2010
0.5378,pry,1971
0.5386,pry,1972
0.5692,pry,1973
0.5511,pry,1974
0.526,pry,1975
0.5455,pry,1976
0.5782,pry,1977
0.6287,pry,1978
0.6209,pry,1979
0.6525,pry,1980
0.6328,pry,1981
0.6271,pry,1982
0.6225,pry,1983
0.6157,pry,1984
0.6104,pry,1985
0.6181,pry,1986
0.6938,pry,1987
0.7216,pry,1988
0.7651,pry,1989
0.7239,pry,1990
0.7285,pry,1991
0.7072,pry,1992
0.717,pry,1993
0.7652,pry,1994
0.8186,pry,1995
0.8187,pry,1996
0.871,pry,1997
0.8413,pry,1998
0.7859,pry,1999
0.7205,pry,2000
0.7185,pry,2001
0.6982,pry,2002
0.6985,pry,2003
0.6916,pry,2004
0.6704,pry,2005
0.6783,pry,2006
0.6904,pry,2007
0.6979,pry,2008
0.7057,pry,2009
0.7419,pry,2010
0.6732,per,1971
0.6549,per,1972
0.6636,per,1973
0.6829,per,1974
0.6838,per,1975
0.6758,per,1976
0.6816,per,1977
0.6442,per,1978
0.6255,per,1979
0.6512,per,1980
0.6393,per,1981
0.6353,per,1982
0.5705,per,1983
0.5712,per,1984
0.5437,per,1985
0.5414,per,1986
0.5437,per,1987
0.5232,per,1988
0.4728,per,1989
0.4489,per,1990
0.4316,per,1991
0.4118,per,1992
0.4314,per,1993
0.4388,per,1994
0.4604,per,1995
0.466,per,1996
0.4434,per,1997
0.4588,per,1998
0.4811,per,1999
0.4726,per,2000
0.4497,per,2001
0.4467,per,2002
0.4324,per,2003
0.4726,per,2004
0.4952,per,2005
0.4754,per,2006
0.5089,per,2007
0.5286,per,2008
0.5504,per,2009
0.6671,per,2010
0.4197,phl,1971
0.4102,phl,1972
0.444,phl,1973
0.4328,phl,1974
0.4461,phl,1975
0.4545,phl,1976
0.4605,phl,1977
0.4553,phl,1978
0.4689,phl,1979
0.4761,phl,1980
0.4654,phl,1981
0.4646,phl,1982
0.4915,phl,1983
0.43,phl,1984
0.4396,phl,1985
0.4278,phl,1986
0.4354,phl,1987
0.4485,phl,1988
0.4596,phl,1989
0.4643,phl,1990
0.4527,phl,1991
0.4624,phl,1992
0.4514,phl,1993
0.4726,phl,1994
0.4843,phl,1995
0.4899,phl,1996
0.5042,phl,1997
0.5081,phl,1998
0.5096,phl,1999
0.5157,phl,2000
0.4838,phl,2001
0.4808,phl,2002
0.4717,phl,2003
0.4604,phl,2004
0.453,phl,2005
0.4414,phl,2006
0.4344,phl,2007
0.4437,phl,2008
0.4155,phl,2009
0.434,phl,2010
1.828,pol,1960
1.894,pol,1961
1.977,pol,1962
1.984,pol,1963
2.032,pol,1964
2.088,pol,1965
2.141,pol,1966
2.199,pol,1967
2.29,pol,1968
2.438,pol,1969
2.55,pol,1970
2.627,pol,1971
2.694,pol,1972
2.784,pol,1973
2.882,pol,1974
3.029,pol,1975
3.158,pol,1976
3.252,pol,1977
3.488,pol,1978
3.565,pol,1979
3.559,pol,1980
3.245,pol,1981
3.413,pol,1982
3.351,pol,1983
3.212,pol,1984
3.352,pol,1985
3.464,pol,1986
3.536,pol,1987
3.497,pol,1988
3.259,pol,1989
2.705,pol,1990
2.641,pol,1991
2.569,pol,1992
2.625,pol,1993
2.496,pol,1994
2.577,pol,1995
2.679,pol,1996
2.642,pol,1997
2.47,pol,1998
2.405,pol,1999
2.317,pol,2000
2.346,pol,2001
2.324,pol,2002
2.385,pol,2003
2.393,pol,2004
2.42,pol,2005
2.549,pol,2006
2.54,pol,2007
2.568,pol,2008
2.464,pol,2009
2.657,pol,2010
2.685,pol,2011
0.3369,prt,1960
0.3658,prt,1961
0.3632,prt,1962
0.3949,prt,1963
0.4103,prt,1964
0.4409,prt,1965
0.4518,prt,1966
0.4866,prt,1967
0.4971,prt,1968
0.58,prt,1969
0.6639,prt,1970
0.7261,prt,1971
0.7453,prt,1972
0.7988,prt,1973
0.8244,prt,1974
0.8454,prt,1975
0.8723,prt,1976
0.8454,prt,1977
0.9168,prt,1978
0.9982,prt,1979
1.022,prt,1980
1.006,prt,1981
1.119,prt,1982
1.118,prt,1983
1.116,prt,1984
1.094,prt,1985
1.208,prt,1986
1.241,prt,1987
1.3,prt,1988
1.576,prt,1989
