geo,urban_population_percent_of_total,time
lbn,49.22,1964
lbn,50.94,1965
lbn,52.64,1966
lbn,54.35,1967
lbn,56.06,1968
lbn,57.77,1969
lbn,59.48,1970
lbn,60.98,1971
lbn,62.48,1972
lbn,63.98,1973
lbn,65.48,1974
lbn,66.98,1975
lbn,68.32,1976
lbn,69.66,1977
lbn,70.99,1978
lbn,72.33,1979
lbn,73.67,1980
lbn,74.82,1981
lbn,75.97,1982
lbn,77.12,1983
lbn,78.27,1984
lbn,79.42,1985
lbn,80.16,1986
lbn,80.9,1987
lbn,81.64,1988
lbn,82.38,1989
lbn,83.12,1990
lbn,83.46,1991
lbn,83.8,1992
lbn,84.14,1993
lbn,84.48,1994
lbn,84.82,1995
lbn,85.06,1996
lbn,85.29,1997
lbn,85.53,1998
lbn,85.76,1999
lbn,86.0,2000
lbn,86.11,2001
lbn,86.23,2002
lbn,86.34,2003
lbn,86.46,2004
lbn,86.57,2005
lbn,86.68,2006
lbn,86.8,2007
lbn,86.91,2008
lbn,87.02,2009
lbn,87.14,2010
lbn,87.25,2011
lso,3.4,1960
lso,4.0,1961
lso,4.586,1962
lso,5.171,1963
lso,5.757,1964
lso,6.342,1965
lso,6.795,1966
lso,7.248,1967
lso,7.702,1968
lso,8.155,1969
lso,8.608,1970
lso,9.051,1971
lso,9.494,1972
lso,9.936,1973
lso,10.38,1974
lso,10.82,1975
lso,10.95,1976
lso,11.07,1977
lso,11.2,1978
lso,11.32,1979
lso,11.45,1980
lso,11.51,1981
lso,11.57,1982
lso,11.63,1983
lso,11.69,1984
lso,11.75,1985
lso,12.2,1986
lso,12.64,1987
lso,13.08,1988
lso,13.52,1989
lso,13.97,1990
lso,14.56,1991
lso,15.16,1992
lso,15.76,1993
lso,16.36,1994
lso,16.95,1995
lso,17.56,1996
lso,18.16,1997
lso,18.77,1998
lso,19.37,1999
lso,19.97,2000
lso,20.63,2001
lso,21.29,2002
lso,21.95,2003
lso,22.62,2004
lso,23.28,2005
lso,23.99,2006
lso,24.7,2007
lso,25.42,2008
lso,26.13,2009
lso,26.85,2010
lso,27.57,2011
lbr,18.6,1960
lbr,19.33,1961
lbr,20.02,1962
lbr,20.72,1963
lbr,21.41,1964
lbr,22.11,1965
lbr,22.89,1966
lbr,23.67,1967
lbr,24.46,1968
lbr,25.24,1969
lbr,26.02,1970
lbr,26.9,1971
lbr,27.77,1972
lbr,28.64,1973
lbr,29.51,1974
lbr,30.38,1975
lbr,31.34,1976
lbr,32.3,1977
lbr,33.25,1978
lbr,34.21,1979
lbr,35.17,1980
lbr,35.99,1981
lbr,36.81,1982
lbr,37.63,1983
lbr,38.45,1984
lbr,39.27,1985
lbr,39.6,1986
lbr,39.93,1987
lbr,40.27,1988
lbr,40.6,1989
lbr,40.94,1990
lbr,41.27,1991
lbr,41.61,1992
lbr,41.95,1993
lbr,42.29,1994
lbr,42.62,1995
lbr,42.97,1996
lbr,43.31,1997
lbr,43.65,1998
lbr,43.99,1999
lbr,44.33,2000
lbr,44.67,2001
lbr,45.02,2002
lbr,45.36,2003
lbr,45.71,2004
lbr,46.05,2005
lbr,46.4,2006
lbr,46.75,2007
lbr,47.1,2008
lbr,47.45,2009
lbr,47.8,2010
lbr,48.18,2011
lby,27.3,1960
lby,28.59,1961
lby,29.86,1962
lby,31.13,1963
lby,32.4,1964
lby,33.67,1965
lby,36.87,1966
lby,40.07,1967
lby,43.27,1968
lby,46.47,1969
lby,49.67,1970
lby,52.29,1971
lby,54.92,1972
lby,57.54,1973
lby,60.16,1974
lby,62.78,1975
lby,64.25,1976
lby,65.71,1977
lby,67.17,1978
lby,68.63,1979
lby,70.09,1980
lby,71.17,1981
lby,72.24,1982
lby,73.31,1983
lby,74.38,1984
lby,75.45,1985
lby,75.5,1986
lby,75.56,1987
lby,75.61,1988
lby,75.67,1989
lby,75.72,1990
lby,75.78,1991
lby,75.83,1992
lby,75.89,1993
lby,75.94,1994
lby,75.99,1995
lby,76.06,1996
lby,76.13,1997
lby,76.2,1998
lby,76.27,1999
lby,76.34,2000
lby,76.44,2001
lby,76.55,2002
lby,76.65,2003
lby,76.76,2004
lby,76.86,2005
lby,77.0,2006
lby,77.14,2007
lby,77.28,2008
lby,77.42,2009
lby,77.56,2010
lby,77.73,2011
lie,20.4,1960
lie,20.24,1961
lie,20.05,1962
lie,19.86,1963
lie,19.66,1964
lie,19.47,1965
lie,19.27,1966
lie,19.06,1967
lie,18.86,1968
lie,18.66,1969
lie,18.45,1970
lie,18.43,1971
lie,18.4,1972
lie,18.38,1973
lie,18.35,1974
lie,18.32,1975
lie,18.31,1976
lie,18.3,1977
lie,18.29,1978
lie,18.28,1979
lie,18.27,1980
lie,18.14,1981
lie,18.01,1982
lie,17.88,1983
lie,17.75,1984
lie,17.62,1985
lie,17.48,1986
lie,17.34,1987
lie,17.2,1988
lie,17.07,1989
lie,16.93,1990
lie,16.84,1991
lie,16.75,1992
lie,16.66,1993
lie,16.57,1994
lie,16.48,1995
lie,16.21,1996
lie,15.94,1997
lie,15.67,1998
lie,15.4,1999
lie,15.13,2000
lie,15.05,2001
lie,14.97,2002
lie,14.89,2003
lie,14.81,2004
lie,14.73,2005
lie,14.67,2006
lie,14.62,2007
lie,14.56,2008
lie,14.5,2009
lie,14.45,2010
lie,14.41,2011
ltu,39.5,1960
ltu,40.46,1961
ltu,41.46,1962
ltu,42.45,1963
ltu,43.45,1964
ltu,44.45,1965
ltu,45.47,1966
ltu,46.49,1967
ltu,47.51,1968
ltu,48.53,1969
ltu,49.55,1970
ltu,50.78,1971
ltu,52.01,1972
ltu,53.23,1973
ltu,54.46,1974
ltu,55.69,1975
ltu,56.78,1976
ltu,57.87,1977
ltu,58.97,1978
ltu,60.06,1979
ltu,61.16,1980
ltu,61.93,1981
ltu,62.71,1982
ltu,63.49,1983
ltu,64.26,1984
ltu,65.04,1985
ltu,65.55,1986
ltu,66.06,1987
ltu,66.56,1988
ltu,67.07,1989
ltu,67.58,1990
ltu,67.52,1991
ltu,67.46,1992
ltu,67.4,1993
ltu,67.34,1994
ltu,67.28,1995
ltu,67.23,1996
ltu,67.17,1997
ltu,67.11,1998
ltu,67.05,1999
ltu,66.99,2000
ltu,66.92,2001
ltu,66.85,2002
ltu,66.78,2003
ltu,66.71,2004
ltu,66.64,2005
ltu,66.71,2006
ltu,66.78,2007
ltu,66.85,2008
ltu,66.93,2009
ltu,67.0,2010
ltu,67.12,2011
lux,69.6,1960
lux,70.04,1961
lux,70.52,1962
lux,71.0,1963
lux,71.48,1964
lux,71.96,1965
lux,72.44,1966
lux,72.92,1967
lux,73.41,1968
lux,73.89,1969
lux,74.37,1970
lux,74.96,1971
lux,75.54,1972
lux,76.13,1973
lux,76.71,1974
lux,77.3,1975
lux,77.85,1976
lux,78.39,1977
lux,78.94,1978
lux,79.49,1979
lux,80.04,1980
lux,80.17,1981
lux,80.29,1982
lux,80.42,1983
lux,80.54,1984
lux,80.67,1985
lux,80.72,1986
lux,80.78,1987
lux,80.84,1988
lux,80.89,1989
lux,80.95,1990
lux,81.34,1991
lux,81.73,1992
lux,82.11,1993
lux,82.5,1994
lux,82.89,1995
lux,83.06,1996
lux,83.24,1997
lux,83.41,1998
lux,83.58,1999
lux,83.75,2000
lux,83.79,2001
lux,83.82,2002
lux,83.86,2003
lux,83.89,2004
lux,83.93,2005
lux,84.18,2006
lux,84.43,2007
lux,84.68,2008
lux,84.93,2009
lux,85.19,2010
lux,85.41,2011
mac,95.3,1960
mac,95.47,1961
mac,95.64,1962
mac,95.82,1963
mac,96.0,1964
mac,96.18,1965
mac,96.35,1966
mac,96.52,1967
mac,96.69,1968
mac,96.86,1969
mac,97.03,1970
mac,97.2,1971
mac,97.38,1972
mac,97.55,1973
mac,97.72,1974
mac,97.89,1975
mac,98.02,1976
mac,98.14,1977
mac,98.27,1978
mac,98.39,1979
mac,98.52,1980
mac,98.69,1981
mac,98.86,1982
mac,99.03,1983
mac,99.21,1984
mac,99.38,1985
mac,99.45,1986
mac,99.53,1987
mac,99.61,1988
mac,99.69,1989
mac,99.76,1990
mac,99.79,1991
mac,99.82,1992
mac,99.85,1993
mac,99.88,1994
mac,99.91,1995
mac,99.93,1996
mac,99.95,1997
mac,99.96,1998
mac,99.98,1999
mac,100.0,2000
mac,100.0,2001
mac,100.0,2002
mac,100.0,2003
mac,100.0,2004
mac,100.0,2005
mac,100.0,2006
mac,100.0,2007
mac,100.0,2008
mac,100.0,2009
mac,100.0,2010
mac,100.0,2011
mkd,34.0,1960
mkd,35.29,1961
mkd,36.55,1962
mkd,37.82,1963
mkd,39.09,1964
mkd,40.35,1965
mkd,41.7,1966
mkd,43.04,1967
mkd,44.39,1968
mkd,45.73,1969
mkd,47.08,1970
mkd,47.78,1971
mkd,48.48,1972
mkd,49.17,1973
mkd,49.87,1974
mkd,50.57,1975
mkd,51.15,1976
mkd,51.73,1977
mkd,52.31,1978
mkd,52.89,1979
mkd,53.47,1980
mkd,53.91,1981
mkd,54.36,1982
mkd,54.81,1983
mkd,55.25,1984
mkd,55.7,1985
mkd,56.11,1986
mkd,56.53,1987
mkd,56.95,1988
mkd,57.37,1989
mkd,57.79,1990
mkd,58.18,1991
mkd,58.56,1992
mkd,58.95,1993
mkd,59.34,1994
mkd,59.73,1995
mkd,59.65,1996
mkd,59.58,1997
mkd,59.51,1998
mkd,59.43,1999
mkd,59.36,2000
mkd,59.3,2001
mkd,59.24,2002
mkd,59.18,2003
mkd,59.12,2004
mkd,59.05,2005
mkd,59.08,2006
mkd,59.11,2007
mkd,59.14,2008
mkd,59.16,2009
mkd,59.19,2010
mkd,59.32,2011
mdg,10.6,1960
mdg,10.99,1961
mdg,11.34,1962
mdg,11.68,1963
mdg,12.03,1964
mdg,12.38,1965
mdg,12.72,1966
mdg,13.07,1967
mdg,13.41,1968
mdg,13.76,1969
mdg,14.1,1970
mdg,14.55,1971
mdg,14.99,1972
mdg,15.44,1973
mdg,15.89,1974
mdg,16.33,1975
mdg,16.77,1976
mdg,17.21,1977
mdg,17.65,1978
mdg,18.09,1979
mdg,18.52,1980
mdg,19.01,1981
mdg,19.49,1982
mdg,19.97,1983
mdg,20.45,1984
mdg,20.93,1985
mdg,21.46,1986
mdg,21.99,1987
mdg,22.51,1988
mdg,23.04,1989
mdg,23.57,1990
mdg,24.01,1991
mdg,24.46,1992
mdg,24.9,1993
mdg,25.35,1994
mdg,25.8,1995
mdg,26.06,1996
mdg,26.33,1997
mdg,26.59,1998
mdg,26.86,1999
mdg,27.12,2000
mdg,27.46,2001
mdg,27.8,2002
mdg,28.14,2003
mdg,28.48,2004
mdg,28.81,2005
mdg,29.44,2006
mdg,30.06,2007
mdg,30.68,2008
mdg,31.31,2009
mdg,31.93,2010
mdg,32.57,2011
mwi,4.4,1960
mwi,4.494,1961
mwi,4.597,1962
mwi,4.701,1963
mwi,4.804,1964
mwi,4.908,1965
mwi,5.137,1966
mwi,5.366,1967
mwi,5.595,1968
mwi,5.824,1969
mwi,6.053,1970
mwi,6.373,1971
mwi,6.693,1972
mwi,7.012,1973
mwi,7.332,1974
mwi,7.652,1975
mwi,7.932,1976
mwi,8.211,1977
mwi,8.491,1978
mwi,8.77,1979
mwi,9.05,1980
mwi,9.273,1981
mwi,9.495,1982
mwi,9.718,1983
mwi,9.94,1984
mwi,10.16,1985
mwi,10.44,1986
mwi,10.72,1987
mwi,11.0,1988
mwi,11.28,1989
mwi,11.56,1990
mwi,11.9,1991
mwi,12.24,1992
mwi,12.58,1993
mwi,12.92,1994
mwi,13.26,1995
mwi,13.53,1996
mwi,13.8,1997
mwi,14.07,1998
mwi,14.34,1999
mwi,14.61,2000
mwi,14.7,2001
mwi,14.79,2002
mwi,14.88,2003
mwi,14.97,2004
mwi,15.05,2005
mwi,15.15,2006
mwi,15.25,2007
mwi,15.35,2008
mwi,15.45,2009
mwi,15.54,2010
mwi,15.7,2011
mys,26.6,1960
mys,27.26,1961
mys,27.92,1962
mys,28.59,1963
mys,29.25,1964
mys,29.91,1965
mys,30.62,1966
mys,31.33,1967
mys,32.04,1968
mys,32.75,1969
mys,33.45,1970
mys,34.29,1971
mys,35.13,1972
mys,35.97,1973
mys,36.81,1974
mys,37.65,1975
mys,38.53,1976
mys,39.41,1977
mys,40.29,1978
mys,41.17,1979
mys,42.04,1980
mys,42.81,1981
mys,43.58,1982
mys,44.35,1983
mys,45.12,1984
mys,45.89,1985
mys,46.67,1986
mys,47.45,1987
mys,48.23,1988
mys,49.01,1989
mys,49.79,1990
mys,50.97,1991
mys,52.15,1992
mys,53.33,1993
mys,54.51,1994
mys,55.69,1995
mys,56.95,1996
mys,58.2,1997
mys,59.46,1998
mys,60.72,1999
mys,61.98,2000
mys,63.1,2001
mys,64.22,2002
mys,65.34,2003
mys,66.46,2004
mys,67.58,2005
mys,68.46,2006
mys,69.35,2007
mys,70.23,2008
mys,71.12,2009
mys,72.01,2010
mys,72.68,2011
mdv,11.2,1960
mdv,11.23,1961
mdv,11.29,1962
mdv,11.34,1963
mdv,11.4,1964
mdv,11.46,1965
mdv,11.54,1966
mdv,11.63,1967
mdv,11.72,1968
mdv,11.81,1969
mdv,11.89,1970
mdv,12.98,1971
mdv,14.06,1972
mdv,15.14,1973
mdv,16.22,1974
mdv,17.3,1975
mdv,18.29,1976
mdv,19.28,1977
mdv,20.27,1978
mdv,21.26,1979
mdv,22.25,1980
mdv,22.9,1981
mdv,23.55,1982
mdv,24.19,1983
mdv,24.84,1984
mdv,25.49,1985
mdv,25.56,1986
mdv,25.63,1987
mdv,25.7,1988
mdv,25.77,1989
mdv,25.84,1990
mdv,25.8,1991
mdv,25.76,1992
mdv,25.72,1993
mdv,25.68,1994
mdv,25.64,1995
mdv,26.05,1996
mdv,26.47,1997
mdv,26.88,1998
mdv,27.29,1999
mdv,27.71,2000
mdv,28.91,2001
mdv,30.12,2002
mdv,31.33,2003
mdv,32.54,2004
mdv,33.75,2005
mdv,35.0,2006
mdv,36.25,2007
mdv,37.5,2008
mdv,38.75,2009
mdv,39.99,2010
mdv,41.11,2011
mli,11.1,1960
mli,11.37,1961
mli,11.68,1962
mli,11.99,1963
mli,12.3,1964
mli,12.61,1965
mli,12.95,1966
mli,13.3,1967
mli,13.64,1968
mli,13.99,1969
mli,14.33,1970
mli,14.71,1971
mli,15.1,1972
mli,15.48,1973
mli,15.86,1974
mli,16.24,1975
mli,16.69,1976
mli,17.14,1977
mli,17.59,1978
mli,18.04,1979
mli,18.48,1980
mli,18.99,1981
mli,19.5,1982
mli,20.0,1983
mli,20.51,1984
mli,21.01,1985
mli,21.47,1986
mli,21.94,1987
mli,22.4,1988
mli,22.86,1989
mli,23.32,1990
mli,23.76,1991
mli,24.2,1992
mli,24.64,1993
mli,25.08,1994
mli,25.52,1995
mli,26.03,1996
mli,26.54,1997
mli,27.05,1998
mli,27.57,1999
mli,28.08,2000
mli,28.68,2001
mli,29.28,2002
mli,29.89,2003
mli,30.49,2004
mli,31.09,2005
mli,31.73,2006
mli,32.37,2007
mli,33.0,2008
mli,33.64,2009
mli,34.28,2010
mli,34.93,2011
mlt,90.1,1960
mlt,90.07,1961
mlt,90.01,1962
mlt,89.95,1963
mlt,89.89,1964
mlt,89.83,1965
mlt,89.8,1966
mlt,89.77,1967
mlt,89.75,1968
mlt,89.72,1969
mlt,89.7,1970
mlt,89.71,1971
mlt,89.72,1972
mlt,89.72,1973
mlt,89.73,1974
mlt,89.74,1975
mlt,89.75,1976
mlt,89.76,1977
mlt,89.77,1978
mlt,89.78,1979
mlt,89.78,1980
mlt,89.79,1981
mlt,89.8,1982
mlt,89.81,1983
mlt,89.82,1984
mlt,89.83,1985
mlt,89.94,1986
mlt,90.05,1987
mlt,90.16,1988
mlt,90.27,1989
mlt,90.38,1990
mlt,90.49,1991
mlt,90.61,1992
mlt,90.72,1993
mlt,90.83,1994
mlt,90.95,1995
mlt,91.23,1996
mlt,91.51,1997
mlt,91.8,1998
mlt,92.08,1999
mlt,92.37,2000
mlt,92.62,2001
mlt,92.88,2002
mlt,93.13,2003
mlt,93.39,2004
mlt,93.64,2005
mlt,93.85,2006
mlt,94.06,2007
mlt,94.26,2008
mlt,94.47,2009
mlt,94.67,2010
mlt,94.82,2011
mhl,35.6,1960
mhl,37.0,1961
mhl,38.42,1962
mhl,39.83,1963
mhl,41.25,1964
mhl,42.66,1965
mhl,44.83,1966
mhl,46.99,1967
mhl,49.16,1968
mhl,51.33,1969
mhl,53.49,1970
mhl,54.92,1971
mhl,56.35,1972
mhl,57.78,1973
mhl,59.2,1974
mhl,60.63,1975
mhl,60.17,1976
mhl,59.7,1977
mhl,59.23,1978
mhl,58.76,1979
mhl,58.3,1980
mhl,59.03,1981
mhl,59.76,1982
mhl,60.49,1983
mhl,61.22,1984
mhl,61.95,1985
mhl,62.57,1986
mhl,63.19,1987
mhl,63.81,1988
mhl,64.43,1989
mhl,65.05,1990
mhl,65.39,1991
mhl,65.72,1992
mhl,66.06,1993
mhl,66.39,1994
mhl,66.73,1995
mhl,67.05,1996
mhl,67.38,1997
mhl,67.71,1998
mhl,68.03,1999
mhl,68.36,2000
mhl,68.68,2001
mhl,69.0,2002
mhl,69.32,2003
mhl,69.64,2004
mhl,69.96,2005
mhl,70.28,2006
mhl,70.59,2007
mhl,70.9,2008
mhl,71.22,2009
mhl,71.53,2010
mhl,71.84,2011
mrt,6.9,1960
mrt,7.522,1961
mrt,8.164,1962
mrt,8.806,1963
mrt,9.448,1964
mrt,10.09,1965
mrt,10.98,1966
mrt,11.88,1967
mrt,12.77,1968
mrt,13.67,1969
mrt,14.56,1970
mrt,15.77,1971
mrt,16.97,1972
mrt,18.17,1973
mrt,19.37,1974
mrt,20.57,1975
mrt,21.93,1976
mrt,23.29,1977
mrt,24.65,1978
mrt,26.01,1979
mrt,27.37,1980
mrt,28.9,1981
mrt,30.42,1982
mrt,31.94,1983
mrt,33.47,1984
mrt,34.99,1985
mrt,35.93,1986
mrt,36.86,1987
mrt,37.8,1988
mrt,38.74,1989
mrt,39.67,1990
mrt,39.7,1991
mrt,39.73,1992
mrt,39.77,1993
mrt,39.8,1994
mrt,39.83,1995
mrt,39.86,1996
mrt,39.89,1997
mrt,39.93,1998
mrt,39.96,1999
mrt,39.99,2000
mrt,40.06,2001
mrt,40.13,2002
mrt,40.21,2003
mrt,40.28,2004
mrt,40.35,2005
mrt,40.53,2006
mrt,40.7,2007
mrt,40.88,2008
mrt,41.05,2009
mrt,41.23,2010
mrt,41.51,2011
mus,33.2,1960
mus,33.94,1961
mus,34.71,1962
mus,35.47,1963
mus,36.23,1964
mus,37.0,1965
mus,38.01,1966
mus,39.01,1967
mus,40.02,1968
mus,41.03,1969
mus,42.03,1970
mus,42.31,1971
mus,42.6,1972
mus,42.88,1973
mus,43.16,1974
mus,43.44,1975
mus,43.22,1976
mus,43.01,1977
mus,42.79,1978
mus,42.57,1979
mus,42.35,1980
mus,42.35,1981
mus,42.34,1982
mus,42.34,1983
mus,42.33,1984
mus,42.33,1985
mus,42.64,1986
mus,42.95,1987
mus,43.27,1988
mus,43.59,1989
mus,43.9,1990
mus,43.78,1991
mus,43.65,1992
mus,43.53,1993
mus,43.41,1994
mus,43.28,1995
mus,43.16,1996
mus,43.04,1997
mus,42.92,1998
mus,42.79,1999
mus,42.67,2000
mus,42.57,2001
mus,42.47,2002
mus,42.38,2003
mus,42.28,2004
mus,42.18,2005
mus,42.1,2006
mus,42.02,2007
mus,41.94,2008
mus,41.86,2009
mus,41.78,2010
mus,41.8,2011
mex,50.8,1960
mex,51.59,1961
mex,52.42,1962
mex,53.26,1963
mex,54.1,1964
mex,54.93,1965
mex,55.75,1966
mex,56.57,1967
mex,57.38,1968
mex,58.2,1969
mex,59.02,1970
mex,59.77,1971
mex,60.52,1972
mex,61.26,1973
mex,62.01,1974
mex,62.76,1975
mex,63.48,1976
mex,64.19,1977
mex,64.91,1978
mex,65.62,1979
mex,66.34,1980
mex,66.86,1981
mex,67.38,1982
mex,67.91,1983
mex,68.43,1984
mex,68.95,1985
mex,69.44,1986
mex,69.94,1987
mex,70.43,1988
mex,70.93,1989
mex,71.42,1990
mex,71.81,1991
mex,72.2,1992
mex,72.59,1993
mex,72.98,1994
mex,73.37,1995
mex,73.64,1996
mex,73.91,1997
mex,74.18,1998
mex,74.45,1999
mex,74.72,2000
mex,75.04,2001
mex,75.36,2002
mex,75.67,2003
mex,75.99,2004
mex,76.31,2005
mex,76.61,2006
mex,76.91,2007
mex,77.22,2008
mex,77.52,2009
mex,77.83,2010
mex,78.11,2011
fsm,22.3,1960
fsm,22.56,1961
fsm,22.8,1962
fsm,23.05,1963
fsm,23.29,1964
fsm,23.54,1965
fsm,23.79,1966
fsm,24.05,1967
fsm,24.3,1968
fsm,24.55,1969
fsm,24.81,1970
fsm,25.02,1971
fsm,25.23,1972
fsm,25.44,1973
fsm,25.65,1974
fsm,25.86,1975
fsm,25.98,1976
fsm,26.09,1977
fsm,26.21,1978
fsm,26.33,1979
fsm,26.45,1980
fsm,26.39,1981
fsm,26.33,1982
fsm,26.27,1983
fsm,26.21,1984
fsm,26.15,1985
fsm,26.08,1986
fsm,26.02,1987
fsm,25.95,1988
fsm,25.88,1989
fsm,25.82,1990
fsm,25.67,1991
fsm,25.52,1992
fsm,25.37,1993
fsm,25.22,1994
fsm,25.07,1995
fsm,24.52,1996
fsm,23.97,1997
fsm,23.43,1998
fsm,22.88,1999
fsm,22.33,2000
fsm,22.33,2001
fsm,22.33,2002
fsm,22.33,2003
fsm,22.33,2004
fsm,22.33,2005
fsm,22.37,2006
fsm,22.4,2007
fsm,22.44,2008
fsm,22.48,2009
fsm,22.51,2010
fsm,22.61,2011
mda,23.4,1960
mda,24.25,1961
mda,25.08,1962
mda,25.91,1963
mda,26.74,1964
mda,27.57,1965
mda,28.47,1966
mda,29.37,1967
mda,30.27,1968
mda,31.17,1969
mda,32.07,1970
mda,32.9,1971
mda,33.73,1972
mda,34.56,1973
mda,35.39,1974
mda,36.22,1975
mda,37.05,1976
mda,37.89,1977
mda,38.72,1978
mda,39.55,1979
mda,40.39,1980
mda,41.14,1981
mda,41.9,1982
mda,42.66,1983
mda,43.42,1984
mda,44.18,1985
mda,44.69,1986
mda,45.21,1987
mda,45.73,1988
mda,46.24,1989
mda,46.76,1990
mda,46.67,1991
mda,46.57,1992
mda,46.48,1993
mda,46.39,1994
mda,46.29,1995
mda,45.95,1996
mda,45.61,1997
mda,45.27,1998
mda,44.93,1999
mda,44.59,2000
mda,44.3,2001
mda,44.02,2002
mda,43.73,2003
mda,43.45,2004
mda,43.16,2005
mda,43.92,2006
mda,44.67,2007
mda,45.43,2008
mda,46.18,2009
mda,46.94,2010
mda,47.66,2011
mco,100.0,1960
mco,100.0,1961
mco,100.0,1962
mco,100.0,1963
mco,100.0,1964
mco,100.0,1965
mco,100.0,1966
mco,100.0,1967
mco,100.0,1968
mco,100.0,1969
mco,100.0,1970
mco,100.0,1971
mco,100.0,1972
mco,100.0,1973
mco,100.0,1974
mco,100.0,1975
mco,100.0,1976
mco,100.0,1977
mco,100.0,1978
mco,100.0,1979
mco,100.0,1980
mco,100.0,1981
mco,100.0,1982
mco,100.0,1983
mco,100.0,1984
mco,100.0,1985
mco,100.0,1986
mco,100.0,1987
mco,100.0,1988
mco,100.0,1989
mco,100.0,1990
mco,100.0,1991
mco,100.0,1992
mco,100.0,1993
mco,100.0,1994
mco,100.0,1995
mco,100.0,1996
mco,100.0,1997
mco,100.0,1998
mco,100.0,1999
mco,100.0,2000
mco,100.0,2001
mco,100.0,2002
mco,100.0,2003
mco,100.0,2004
mco,100.0,2005
mco,100.0,2006
mco,100.0,2007
mco,100.0,2008
mco,100.0,2009
mco,100.0,2010
mco,100.0,2011
mng,35.7,1960
mng,36.97,1961
mng,38.25,1962
mng,39.54,1963
mng,40.83,1964
mng,42.11,1965
mng,42.7,1966
mng,43.29,1967
mng,43.88,1968
mng,44.46,1969
mng,45.05,1970
mng,45.77,1971
mng,46.49,1972
mng,47.21,1973
mng,47.94,1974
mng,48.66,1975
mng,49.34,1976
mng,50.03,1977
mng,50.71,1978
mng,51.4,1979
mng,52.08,1980
mng,52.67,1981
mng,53.27,1982
mng,53.86,1983
mng,54.45,1984
mng,55.04,1985
mng,55.44,1986
mng,55.84,1987
mng,56.24,1988
mng,56.63,1989
mng,57.03,1990
mng,56.99,1991
mng,56.94,1992
mng,56.9,1993
mng,56.85,1994
mng,56.8,1995
mng,56.87,1996
mng,56.94,1997
mng,57.0,1998
mng,57.07,1999
mng,57.13,2000
mng,58.21,2001
mng,59.28,2002
mng,60.35,2003
mng,61.42,2004
mng,62.49,2005
mng,63.51,2006
mng,64.52,2007
mng,65.54,2008
mng,66.55,2009
mng,67.57,2010
mng,68.46,2011
mne,18.8,1960
mne,19.54,1961
mne,20.3,1962
mne,21.05,1963
mne,21.81,1964
mne,22.57,1965
mne,23.42,1966
mne,24.28,1967
mne,25.14,1968
mne,26.0,1969
mne,26.85,1970
mne,27.81,1971
mne,28.76,1972
mne,29.71,1973
mne,30.67,1974
mne,31.62,1975
mne,32.66,1976
mne,33.7,1977
mne,34.74,1978
mne,35.77,1979
mne,36.81,1980
mne,37.92,1981
mne,39.02,1982
mne,40.12,1983
mne,41.22,1984
mne,42.33,1985
mne,43.47,1986
mne,44.61,1987
mne,45.75,1988
mne,46.89,1989
mne,48.04,1990
mne,49.1,1991
mne,50.17,1992
mne,51.23,1993
mne,52.3,1994
mne,53.37,1995
mne,54.4,1996
mne,55.44,1997
mne,56.47,1998
mne,57.51,1999
mne,58.54,2000
mne,59.28,2001
mne,60.01,2002
mne,60.74,2003
mne,61.47,2004
mne,62.2,2005
mne,62.38,2006
mne,62.56,2007
mne,62.74,2008
mne,62.92,2009
mne,63.1,2010
mne,63.29,2011
mar,29.4,1960
mar,29.86,1961
mar,30.36,1962
mar,30.86,1963
mar,31.36,1964
mar,31.86,1965
mar,32.38,1966
mar,32.91,1967
mar,33.43,1968
mar,33.95,1969
mar,34.48,1970
mar,35.12,1971
mar,35.77,1972
mar,36.42,1973
mar,37.07,1974
mar,37.71,1975
mar,38.41,1976
mar,39.11,1977
mar,39.81,1978
mar,40.51,1979
mar,41.21,1980
mar,41.92,1981
mar,42.64,1982
mar,43.35,1983
mar,44.07,1984
mar,44.78,1985
mar,45.5,1986
mar,46.22,1987
mar,46.95,1988
mar,47.67,1989
mar,48.39,1990
mar,49.05,1991
mar,49.71,1992
mar,50.37,1993
mar,51.03,1994
mar,51.69,1995
mar,52.02,1996
mar,52.35,1997
mar,52.68,1998
mar,53.01,1999
mar,53.34,2000
mar,53.66,2001
mar,53.99,2002
mar,54.32,2003
mar,54.64,2004
mar,54.97,2005
mar,55.31,2006
mar,55.65,2007
mar,55.99,2008
mar,56.33,2009
mar,56.68,2010
mar,57.04,2011
moz,3.7,1960
moz,3.855,1961
moz,4.043,1962
moz,4.232,1963
moz,4.42,1964
moz,4.608,1965
moz,4.842,1966
moz,5.077,1967
moz,5.311,1968
moz,5.546,1969
moz,5.78,1970
moz,6.363,1971
moz,6.946,1972
moz,7.529,1973
moz,8.112,1974
moz,8.695,1975
moz,9.578,1976
moz,10.46,1977
moz,11.34,1978
moz,12.23,1979
moz,13.11,1980
moz,13.84,1981
moz,14.56,1982
moz,15.29,1983
moz,16.02,1984
moz,16.75,1985
moz,17.62,1986
moz,18.49,1987
moz,19.36,1988
moz,20.23,1989
moz,21.1,1990
moz,22.12,1991
moz,23.15,1992
moz,24.17,1993
moz,25.2,1994
moz,26.22,1995
moz,26.8,1996
moz,27.37,1997
moz,27.95,1998
moz,28.52,1999
moz,29.1,2000
moz,29.28,2001
moz,29.46,2002
moz,29.64,2003
moz,29.82,2004
