merchandise_trade_percent_of_gdp,geo,time
29.37,phl,1967
28.29,phl,1968
25.2,phl,1969
34.05,phl,1970
32.71,phl,1971
31.41,phl,1972
36.55,phl,1973
44.96,phl,1974
40.62,phl,1975
38.0,phl,1976
37.65,phl,1977
37.63,phl,1978
40.65,phl,1979
43.25,phl,1980
39.65,phl,1981
35.63,phl,1982
38.74,phl,1983
37.27,phl,1984
32.75,phl,1985
34.03,phl,1986
38.54,phl,1987
41.58,phl,1988
44.45,phl,1989
47.75,phl,1990
47.69,phl,1991
47.6,phl,1992
55.0,phl,1993
56.09,phl,1994
61.85,phl,1995
65.82,phl,1996
77.12,phl,1997
84.35,phl,1998
83.31,phl,1999
94.8,phl,2000
88.62,phl,2001
93.78,phl,2002
93.92,phl,2003
93.88,phl,2004
88.04,phl,2005
83.04,phl,2006
72.62,phl,2007
63.07,phl,2008
50.09,phl,2009
54.98,phl,2010
31.45,pol,1985
31.5,pol,1986
36.1,pol,1987
38.08,pol,1988
28.88,pol,1989
40.11,pol,1990
38.48,pol,1991
35.8,pol,1992
36.52,pol,1993
36.82,pol,1994
37.35,pol,1995
39.3,pol,1996
43.31,pol,1997
43.54,pol,1998
43.65,pol,1999
47.16,pol,2000
45.26,pol,2001
48.66,pol,2002
56.29,pol,2003
65.18,pol,2004
62.87,pol,2005
69.59,pol,2006
71.91,pol,2007
71.64,pol,2008
66.42,pol,2009
70.17,pol,2010
27.26,prt,1960
28.85,prt,1961
26.48,prt,1962
27.58,prt,1963
30.58,prt,1964
31.59,prt,1965
31.95,prt,1966
29.8,prt,1967
27.97,prt,1968
29.48,prt,1969
31.3,prt,1970
31.42,prt,1971
31.58,prt,1972
32.62,prt,1973
39.2,prt,1974
30.27,prt,1975
30.06,prt,1976
31.74,prt,1977
33.02,prt,1978
38.12,prt,1979
42.98,prt,1980
44.21,prt,1981
45.6,prt,1982
47.77,prt,1983
52.89,prt,1984
49.85,prt,1985
44.18,prt,1986
48.98,prt,1987
51.9,prt,1988
53.31,prt,1989
53.67,prt,1990
48.15,prt,1991
45.15,prt,1992
42.29,prt,1993
45.8,prt,1994
47.53,prt,1995
49.37,prt,1996
51.02,prt,1997
51.46,prt,1998
51.03,prt,1999
54.83,prt,2000
52.85,prt,2001
49.94,prt,2002
48.76,prt,2003
48.94,prt,2004
51.78,prt,2005
54.51,prt,2006
58.1,prt,2007
60.22,prt,2008
49.54,prt,2009
54.42,prt,2010
100.8,qat,1970
109.4,qat,1971
105.3,qat,1972
103.8,qat,1973
95.19,qat,1974
88.26,qat,1975
92.15,qat,1976
91.15,qat,1977
88.24,qat,1978
91.91,qat,1979
90.62,qat,1980
83.23,qat,1981
82.8,qat,1982
74.23,qat,1983
84.65,qat,1984
74.07,qat,1985
58.34,qat,1986
57.76,qat,1987
57.58,qat,1988
61.84,qat,1989
75.88,qat,1990
71.62,qat,1991
76.59,qat,1992
71.77,qat,1993
69.7,qat,1994
86.62,qat,1995
80.75,qat,1996
78.71,qat,1997
82.29,qat,1998
78.38,qat,1999
83.59,qat,2000
83.41,qat,2001
77.62,qat,2002
77.67,qat,2003
77.94,qat,2004
83.23,qat,2005
83.46,qat,2006
81.05,qat,2007
76.32,qat,2008
67.05,qat,2009
49.39,rou,1987
47.08,rou,1988
45.66,rou,1989
32.79,rou,1990
35.33,rou,1991
42.89,rou,1992
43.3,rou,1993
44.09,rou,1994
51.27,rou,1995
55.24,rou,1996
55.86,rou,1997
47.78,rou,1998
53.2,rou,1999
63.58,rou,2000
67.1,rou,2001
69.24,rou,2002
69.98,rou,2003
74.51,rou,2004
68.96,rou,2005
68.18,rou,2006
65.45,rou,2007
66.77,rou,2008
58.9,rou,2009
68.92,rou,2010
29.88,rus,1994
35.91,rus,1995
40.19,rus,1996
39.99,rus,1997
49.05,rus,1998
58.8,rus,1999
57.84,rus,2000
50.77,rus,2001
48.76,rus,2002
49.26,rus,2003
47.48,rus,2004
48.33,rus,2005
47.26,rus,2006
44.46,rus,2007
45.97,rus,2008
40.52,rus,2009
43.85,rus,2010
15.13,rwa,1960
13.93,rwa,1961
13.6,rwa,1962
12.5,rwa,1963
18.46,rwa,1964
21.51,rwa,1965
26.5,rwa,1966
21.33,rwa,1967
21.68,rwa,1968
20.06,rwa,1969
24.52,rwa,1970
24.91,rwa,1971
21.93,rwa,1972
23.1,rwa,1973
30.64,rwa,1974
24.71,rwa,1975
28.01,rwa,1976
27.81,rwa,1977
29.74,rwa,1978
29.96,rwa,1979
27.08,rwa,1980
27.63,rwa,1981
26.73,rwa,1982
26.54,rwa,1983
26.63,rwa,1984
25.01,rwa,1985
27.68,rwa,1986
21.66,rwa,1987
19.95,rwa,1988
17.47,rwa,1989
15.4,rwa,1990
20.87,rwa,1991
17.37,rwa,1992
20.19,rwa,1993
36.76,rwa,1994
22.42,rwa,1995
23.0,rwa,1996
20.79,rwa,1997
17.34,rwa,1998
16.21,rwa,1999
15.16,rwa,2000
21.91,rwa,2001
19.08,rwa,2002
17.44,rwa,2003
18.28,rwa,2004
21.5,rwa,2005
22.35,rwa,2006
25.32,rwa,2007
30.59,rwa,2008
28.53,rwa,2009
30.71,rwa,2010
99.06,kna,1970
99.5,kna,1971
96.81,kna,1972
110.0,kna,1973
98.13,kna,1974
135.7,kna,1975
132.3,kna,1976
123.6,kna,1977
119.6,kna,1978
122.7,kna,1979
143.8,kna,1980
127.3,kna,1981
105.1,kna,1982
115.6,kna,1983
102.8,kna,1984
91.03,kna,1985
93.47,kna,1986
98.9,kna,1987
95.53,kna,1988
91.44,kna,1989
86.68,kna,1990
83.25,kna,1991
66.55,kna,1992
73.11,kna,1993
67.65,kna,1994
65.87,kna,1995
69.64,kna,1996
68.34,kna,1997
61.6,kna,1998
59.34,kna,1999
60.13,kna,2000
53.42,kna,2001
55.33,kna,2002
55.33,kna,2003
47.17,kna,2004
47.89,kna,2005
49.07,kna,2006
47.98,kna,2007
53.58,kna,2008
49.79,kna,2009
52.94,kna,2010
132.4,lca,1979
136.4,lca,1980
114.9,lca,1981
114.2,lca,1982
128.8,lca,1983
85.24,lca,1984
96.21,lca,1985
107.2,lca,1986
106.4,lca,1987
122.3,lca,1988
122.9,lca,1989
100.2,lca,1990
93.87,lca,1991
91.21,lca,1992
85.36,lca,1993
79.02,lca,1994
74.18,lca,1995
69.39,lca,1996
65.02,lca,1997
59.34,lca,1998
59.31,lca,1999
55.2,lca,2000
58.41,lca,2001
50.75,lca,2002
61.43,lca,2003
60.3,lca,2004
62.43,lca,2005
69.67,lca,2006
66.99,lca,2007
72.66,lca,2008
63.73,lca,2009
59.27,lca,2010
84.57,vct,1960
76.7,vct,1961
74.6,vct,1962
81.35,vct,1963
89.06,vct,1964
81.97,vct,1965
82.49,vct,1966
79.31,vct,1967
89.5,vct,1968
96.08,vct,1969
101.9,vct,1970
105.9,vct,1971
78.93,vct,1972
81.6,vct,1973
99.01,vct,1974
97.47,vct,1975
100.9,vct,1976
110.1,vct,1977
112.6,vct,1978
112.2,vct,1979
119.4,vct,1980
109.6,vct,1981
113.5,vct,1982
118.0,vct,1983
126.6,vct,1984
125.8,vct,1985
118.0,vct,1986
106.1,vct,1987
125.8,vct,1988
113.9,vct,1989
110.5,vct,1990
96.94,vct,1991
90.06,vct,1992
79.99,vct,1993
74.0,vct,1994
66.42,vct,1995
62.87,vct,1996
79.84,vct,1997
76.45,vct,1998
75.33,vct,1999
52.84,vct,2000
52.76,vct,2001
45.82,vct,2002
49.6,vct,2003
50.17,vct,2004
50.83,vct,2005
50.64,vct,2006
54.68,vct,2007
60.56,vct,2008
54.72,vct,2009
59.74,vct,2010
58.33,wsm,1982
66.22,wsm,1983
71.94,wsm,1984
78.68,wsm,1985
64.48,wsm,1986
74.34,wsm,1987
76.78,wsm,1988
80.37,wsm,1989
80.31,wsm,1990
89.36,wsm,1991
98.4,wsm,1992
93.58,wsm,1993
43.15,wsm,1994
51.91,wsm,1995
49.4,wsm,1996
44.03,wsm,1997
46.64,wsm,1998
58.54,wsm,1999
69.62,wsm,2000
81.64,wsm,2001
79.42,wsm,2002
78.69,wsm,2003
78.84,wsm,2004
79.04,wsm,2005
75.1,wsm,2006
68.48,wsm,2007
63.33,wsm,2008
52.63,wsm,2009
64.4,wsm,2010
40.69,stp,2001
39.79,stp,2002
48.25,stp,2003
43.79,stp,2004
49.67,stp,2005
63.25,stp,2006
59.86,stp,2007
72.95,stp,2008
58.64,stp,2009
62.58,stp,2010
59.64,sau,1968
62.15,sau,1969
61.1,sau,1970
68.54,sau,1971
64.01,sau,1972
75.89,sau,1973
85.38,sau,1974
72.83,sau,1975
73.59,sau,1976
78.51,sau,1977
76.36,sau,1978
78.67,sau,1979
84.75,sau,1980
84.35,sau,1981
78.3,sau,1982
66.01,sau,1983
59.72,sau,1984
49.19,sau,1985
45.19,sau,1986
50.54,sau,1987
52.3,sau,1988
51.95,sau,1989
58.65,sau,1990
58.53,sau,1991
61.61,sau,1992
53.42,sau,1993
49.1,sau,1994
54.85,sau,1995
56.09,sau,1996
54.22,sau,1997
47.22,sau,1998
48.94,sau,1999
57.22,sau,2000
54.25,sau,2001
55.55,sau,2002
62.89,sau,2003
69.26,sau,2004
76.1,sau,2005
78.82,sau,2006
84.06,sau,2007
89.98,sau,2008
77.25,sau,2009
79.78,sau,2010
35.94,sen,1960
34.35,sen,1961
33.42,sen,1962
33.03,sen,1963
32.97,sen,1964
30.84,sen,1965
31.65,sen,1966
31.01,sen,1967
32.67,sen,1968
32.39,sen,1969
33.9,sen,1970
32.74,sen,1971
38.81,sen,1972
37.78,sen,1973
53.59,sen,1974
46.71,sen,1975
49.44,sen,1976
59.8,sen,1977
46.47,sen,1978
45.43,sen,1979
43.64,sen,1980
49.61,sen,1981
49.52,sen,1982
59.22,sen,1983
59.69,sen,1984
46.86,sen,1985
37.85,sen,1986
32.34,sen,1987
33.52,sen,1988
38.96,sen,1989
34.64,sen,1990
33.36,sen,1991
28.43,sen,1992
31.59,sen,1993
46.76,sen,1994
49.29,sen,1995
47.85,sen,1996
47.94,sen,1997
47.9,sen,1998
50.3,sen,1999
51.98,sen,2000
56.03,sen,2001
56.71,sen,2002
53.19,sen,2003
54.15,sen,2004
58.43,sen,2005
56.19,sen,2006
57.82,sen,2007
64.98,sen,2008
52.71,sen,2009
54.01,sen,2010
60.37,srb,2004
59.22,srb,2005
67.08,srb,2006
71.85,srb,2007
73.92,srb,2008
60.76,srb,2009
69.05,srb,2010
33.3,syc,1960
25.45,syc,1961
25.17,syc,1962
26.88,syc,1963
24.98,syc,1964
25.21,syc,1965
36.48,syc,1966
43.14,syc,1967
57.41,syc,1968
58.98,syc,1969
66.23,syc,1970
78.04,syc,1971
76.81,syc,1972
77.09,syc,1973
82.12,syc,1974
79.7,syc,1975
97.09,syc,1976
88.13,syc,1977
85.31,syc,1978
83.94,syc,1979
81.43,syc,1980
71.48,syc,1981
76.48,syc,1982
73.61,syc,1983
75.34,syc,1984
75.2,syc,1985
59.66,syc,1986
54.16,syc,1987
67.29,syc,1988
64.53,syc,1989
65.66,syc,1990
58.93,syc,1991
55.34,syc,1992
60.98,syc,1993
52.77,syc,1994
56.08,syc,1995
103.2,syc,1996
80.47,syc,1997
83.17,syc,1998
92.94,syc,1999
87.17,syc,2000
111.2,syc,2001
92.96,syc,2002
97.22,syc,2003
112.5,syc,2004
114.8,syc,2005
117.5,syc,2006
119.7,syc,2007
161.1,syc,2008
152.5,syc,2009
112.1,syc,2010
48.67,sle,1960
52.88,sle,1961
41.64,sle,1962
47.24,sle,1963
52.33,sle,1964
54.59,sle,1965
48.82,sle,1966
46.02,sle,1967
56.49,sle,1968
53.25,sle,1969
50.02,sle,1970
50.27,sle,1971
50.2,sle,1972
49.85,sle,1973
56.38,sle,1974
44.58,sle,1975
42.31,sle,1976
45.76,sle,1977
46.69,sle,1978
46.49,sle,1979
59.14,sle,1980
42.88,sle,1981
31.57,sle,1982
28.04,sle,1983
26.67,sle,1984
32.79,sle,1985
56.31,sle,1986
38.07,sle,1987
24.83,sle,1988
34.41,sle,1989
44.18,sle,1990
39.49,sle,1991
43.38,sle,1992
34.47,sle,1993
29.06,sle,1994
20.1,sle,1995
27.4,sle,1996
12.94,sle,1997
15.17,sle,1998
13.0,sle,1999
25.48,sle,2000
26.19,sle,2001
33.44,sle,2002
39.92,sle,2003
38.78,sle,2004
40.6,sle,2005
43.6,sle,2006
41.47,sle,2007
38.36,sle,2008
40.45,sle,2009
58.15,sle,2010
380.0,sgp,1960
318.8,sgp,1961
323.9,sgp,1962
298.9,sgp,1963
238.8,sgp,1964
228.4,sgp,1965
221.7,sgp,1966
208.5,sgp,1967
205.7,sgp,1968
216.3,sgp,1969
209.2,sgp,1970
203.3,sgp,1971
205.3,sgp,1972
237.7,sgp,1973
272.0,sgp,1974
239.9,sgp,1975
247.7,sgp,1976
283.1,sgp,1977
309.2,sgp,1978
343.6,sgp,1979
365.8,sgp,1980
343.5,sgp,1981
305.6,sgp,1982
282.3,sgp,1983
268.6,sgp,1984
257.8,sgp,1985
258.9,sgp,1986
293.8,sgp,1987
328.7,sgp,1988
309.9,sgp,1989
314.5,sgp,1990
290.4,sgp,1991
276.6,sgp,1992
265.5,sgp,1993
288.2,sgp,1994
300.5,sgp,1995
270.7,sgp,1996
246.2,sgp,1997
220.9,sgp,1998
262.6,sgp,1999
283.9,sgp,2000
260.8,sgp,2001
266.7,sgp,2002
317.2,sgp,2003
340.4,sgp,2004
347.9,sgp,2005
368.0,sgp,2006
334.4,sgp,2007
370.1,sgp,2008
273.6,sgp,2009
317.4,sgp,2010
91.27,svk,1992
72.99,svk,1993
67.49,svk,1994
68.7,svk,1995
73.14,svk,1996
79.0,svk,1997
81.3,svk,1998
71.89,svk,1999
85.61,svk,2000
90.22,svk,2001
89.41,svk,2002
96.78,svk,2003
102.7,svk,2004
108.5,svk,2005
125.9,svk,2006
141.6,svk,2007
148.0,svk,2008
127.9,svk,2009
151.1,svk,2010
102.4,svn,1992
99.52,svn,1993
98.24,svn,1994
85.04,svn,1995
83.85,svn,1996
86.82,svn,1997
88.09,svn,1998
83.65,svn,1999
94.68,svn,2000
94.77,svn,2001
92.11,svn,2002
91.28,svn,2003
100.8,svn,2004
110.8,svn,2005
121.6,svn,2006
130.3,svn,2007
130.3,svn,2008
107.4,svn,2009
126.8,svn,2010
64.5,slb,1967
64.26,slb,1968
63.78,slb,1969
50.65,slb,1971
67.62,slb,1972
58.31,slb,1973
62.75,slb,1974
64.72,slb,1975
64.69,slb,1976
70.48,slb,1977
72.24,slb,1978
92.19,slb,1979
96.61,slb,1980
83.82,slb,1981
68.45,slb,1982
75.46,slb,1983
68.04,slb,1984
65.86,slb,1985
65.48,slb,1986
60.77,slb,1987
57.94,slb,1988
56.88,slb,1989
53.22,slb,1990
61.18,slb,1991
56.5,slb,1992
64.73,slb,1993
60.46,slb,1994
62.0,slb,1995
55.38,slb,1996
55.47,slb,1997
52.21,slb,1998
48.94,slb,1999
37.0,slb,2000
34.21,slb,2001
36.59,slb,2002
50.44,slb,2003
58.29,slb,2004
69.69,slb,2005
74.07,slb,2006
78.15,slb,2007
83.42,slb,2008
72.01,slb,2009
93.12,slb,2010
49.22,zaf,1960
46.62,zaf,1961
44.81,zaf,1962
45.15,zaf,1963
47.4,zaf,1964
46.57,zaf,1965
42.98,zaf,1966
43.44,zaf,1967
41.56,zaf,1968
40.33,zaf,1969
40.26,zaf,1970
39.7,zaf,1971
39.03,zaf,1972
39.48,zaf,1973
46.3,zaf,1974
46.23,zaf,1975
42.66,zaf,1976
41.05,zaf,1977
44.97,zaf,1978
48.71,zaf,1979
55.91,zaf,1980
50.19,zaf,1981
45.05,zaf,1982
39.9,zaf,1983
38.88,zaf,1984
41.17,zaf,1985
39.47,zaf,1986
35.08,zaf,1987
35.41,zaf,1988
32.58,zaf,1989
37.45,zaf,1990
35.02,zaf,1991
33.08,zaf,1992
33.9,zaf,1993
35.85,zaf,1994
38.65,zaf,1995
41.33,zaf,1996
43.02,zaf,1997
41.4,zaf,1998
40.1,zaf,1999
44.91,zaf,2000
48.54,zaf,2001
53.1,zaf,2002
45.32,zaf,2003
45.47,zaf,2004
46.12,zaf,2005
52.45,zaf,2006
55.29,zaf,2007
65.87,zaf,2008
47.69,zaf,2009
48.33,zaf,2010
11.98,esp,1960
13.02,esp,1961
14.29,esp,1962
14.1,esp,1963
14.88,esp,1964
16.06,esp,1965
16.87,esp,1966
15.18,esp,1967
16.19,esp,1968
17.02,esp,1969
17.93,esp,1970
17.62,esp,1971
18.54,esp,1972
19.47,esp,1973
23.84,esp,1974
21.5,esp,1975
22.77,esp,1976
21.82,esp,1977
20.41,esp,1978
20.95,esp,1979
24.25,esp,1980
26.65,esp,1981
27.31,esp,1982
29.48,esp,1983
31.32,esp,1984
30.88,esp,1985
25.52,esp,1986
26.92,esp,1987
27.38,esp,1988
28.8,esp,1989
27.52,esp,1990
27.39,esp,1991
26.79,esp,1992
27.88,esp,1993
32.14,esp,1994
35.42,esp,1995
36.71,esp,1996
37.79,esp,1997
41.38,esp,1998
38.81,esp,1999
46.74,esp,2000
44.54,esp,2001
42.37,esp,2002
41.28,esp,2003
42.22,esp,2004
42.6,esp,2005
43.93,esp,2006
44.56,esp,2007
44.06,esp,2008
35.55,esp,2009
39.79,esp,2010
56.17,lka,1960
50.7,lka,1961
49.94,lka,1962
54.49,lka,1963
61.18,lka,1964
42.33,lka,1965
43.25,lka,1966
38.31,lka,1967
38.93,lka,1968
37.74,lka,1969
31.66,lka,1970
29.43,lka,1971
27.66,lka,1972
29.21,lka,1973
34.88,lka,1974
34.96,lka,1975
32.14,lka,1976
35.62,lka,1977
66.29,lka,1978
72.29,lka,1979
77.13,lka,1980
66.65,lka,1981
59.99,lka,1982
55.84,lka,1983
54.9,lka,1984
52.45,lka,1985
47.96,lka,1986
51.27,lka,1987
53.61,lka,1988
53.43,lka,1989
57.27,lka,1990
56.02,lka,1991
61.37,lka,1992
66.39,lka,1993
68.06,lka,1994
69.87,lka,1995
68.62,lka,1996
69.59,lka,1997
67.83,lka,1998
67.42,lka,1999
77.2,lka,2000
68.52,lka,2001
63.17,lka,2002
62.48,lka,2003
66.45,lka,2004
62.2,lka,2005
60.65,lka,2006
58.86,lka,2007
55.03,lka,2008
41.72,lka,2009
44.42,lka,2010
32.42,sdn,1960
33.36,sdn,1961
35.34,sdn,1962
37.84,sdn,1963
33.95,sdn,1964
27.83,sdn,1965
28.67,sdn,1966
26.53,sdn,1967
29.25,sdn,1968
27.29,sdn,1969
27.9,sdn,1970
28.99,sdn,1971
27.42,sdn,1972
28.43,sdn,1973
25.2,sdn,1974
27.62,sdn,1975
25.66,sdn,1976
23.35,sdn,1977
21.2,sdn,1978
19.56,sdn,1979
27.81,sdn,1980
23.16,sdn,1981
19.23,sdn,1982
23.35,sdn,1983
17.67,sdn,1984
9.182,sdn,1985
8.104,sdn,1986
6.66,sdn,1987
10.12,sdn,1988
13.11,sdn,1989
7.994,sdn,1990
10.5,sdn,1991
16.2,sdn,1992
15.32,sdn,1993
13.52,sdn,1994
12.82,sdn,1995
24.03,sdn,1996
18.61,sdn,1997
22.41,sdn,1998
20.55,sdn,1999
27.17,sdn,2000
27.37,sdn,2001
29.35,sdn,2002
30.51,sdn,2003
36.21,sdn,2004
42.29,sdn,2005
37.73,sdn,2006
37.94,sdn,2007
36.22,sdn,2008
32.66,sdn,2009
34.63,sdn,2010
98.54,sur,1960
91.01,sur,1961
88.41,sur,1962
90.09,sur,1963
100.2,sur,1964
104.4,sur,1965
97.56,sur,1966
99.48,sur,1967
92.45,sur,1968
97.14,sur,1969
99.06,sur,1970
99.09,sur,1971
98.08,sur,1972
98.28,sur,1973
120.9,sur,1974
101.6,sur,1975
100.6,sur,1976
98.51,sur,1977
93.98,sur,1978
97.48,sur,1979
114.3,sur,1980
105.2,sur,1981
91.97,sur,1982
84.75,sur,1983
72.5,sur,1984
64.18,sur,1985
66.31,sur,1986
54.65,sur,1987
58.43,sur,1988
178.5,sur,1989
236.5,sur,1990
198.1,sur,1991
230.6,sur,1992
195.5,sur,1993
144.1,sur,1994
153.1,sur,1995
108.6,sur,1996
146.2,sur,1997
104.6,sur,1998
93.51,sur,1999
103.7,sur,2000
113.2,sur,2001
89.11,sur,2002
105.6,sur,2003
108.9,sur,2004
114.1,sur,2005
102.6,sur,2006
99.32,sur,2007
99.4,sur,2008
83.04,sur,2009
96.56,swz,1960
87.71,swz,1961
94.33,swz,1962
105.2,swz,1963
90.44,swz,1964
113.3,swz,1965
114.0,swz,1966
140.9,swz,1967
128.9,swz,1968
106.3,swz,1969
116.9,swz,1970
106.1,swz,1971
102.8,swz,1972
92.06,swz,1973
119.3,swz,1974
129.3,swz,1975
140.6,swz,1976
114.0,swz,1977
149.0,swz,1978
161.8,swz,1979
182.8,swz,1980
171.1,swz,1981
157.7,swz,1982
153.7,swz,1983
135.4,swz,1984
136.9,swz,1985
139.7,swz,1986
146.8,swz,1987
141.4,swz,1988
155.3,swz,1989
109.3,swz,1990
113.0,swz,1991
117.1,swz,1992
114.3,swz,1993
120.3,swz,1994
110.3,swz,1995
118.8,swz,1996
118.0,swz,1997
130.4,swz,1998
129.5,swz,1999
128.3,swz,2000
161.8,swz,2001
162.1,swz,2002
170.3,swz,2003
160.0,swz,2004
142.0,swz,2005
125.9,swz,2006
122.0,swz,2007
112.6,swz,2008
103.4,swz,2009
87.89,swz,2010
36.83,swe,1960
35.13,swe,1961
34.53,swe,1962
34.8,swe,1963
35.63,swe,1964
35.89,swe,1965
34.97,swe,1966
33.6,swe,1967
34.44,swe,1968
36.66,swe,1969
39.08,swe,1970
37.61,swe,1971
37.1,swe,1972
41.85,swe,1973
53.17,swe,1974
45.22,swe,1975
45.83,swe,1976
44.67,swe,1977
43.66,swe,1978
49.13,swe,1979
48.72,swe,1980
47.7,swe,1981
51.18,swe,1982
54.81,swe,1983
54.95,swe,1984
55.5,swe,1985
49.71,swe,1986
49.68,swe,1987
49.22,swe,1988
49.19,swe,1989
45.74,swe,1990
40.82,swe,1991
39.75,swe,1992
45.86,swe,1993
55.75,swe,1994
57.35,swe,1995
54.93,swe,1996
58.6,swe,1997
60.13,swe,1998
59.3,swe,1999
64.71,swe,2000
61.07,swe,2001
59.15,swe,2002
58.99,swe,2003
61.78,swe,2004
65.48,swe,2005
68.99,swe,2006
69.63,swe,2007
72.37,swe,2008
62.1,swe,2009
66.96,swe,2010
42.69,che,1960
43.69,che,1961
43.44,che,1962
42.77,che,1963
42.64,che,1964
42.9,che,1965
43.3,che,1966
42.48,che,1967
44.39,che,1968
47.62,che,1969
50.03,che,1970
60.06,che,1980
57.38,che,1981
53.04,che,1982
53.32,che,1983
56.44,che,1984
58.44,che,1985
55.05,che,1986
53.85,che,1987
55.42,che,1988
58.82,che,1989
56.03,che,1990
53.11,che,1991
52.35,che,1992
50.81,che,1993
51.2,che,1994
51.21,che,1995
51.84,che,1996
57.49,che,1997
58.3,che,1998
59.71,che,1999
65.23,che,2000
65.2,che,2001
64.2,che,2002
63.09,che,2003
65.74,che,2004
69.13,che,2005
73.93,che,2006
76.77,che,2007
76.38,che,2008
66.6,che,2009
70.34,che,2010
41.1,syr,1960
32.68,syr,1961
35.81,syr,1962
35.32,syr,1963
30.73,syr,1964
25.94,syr,1965
34.45,syr,1966
26.54,syr,1967
27.42,syr,1968
25.67,syr,1969
26.32,syr,1970
24.46,syr,1971
27.02,syr,1972
29.74,syr,1973
38.94,syr,1974
38.31,syr,1975
45.29,syr,1976
49.01,syr,1977
37.93,syr,1978
50.09,syr,1979
47.71,syr,1980
46.89,syr,1981
37.14,syr,1982
36.76,syr,1983
34.1,syr,1984
34.18,syr,1985
30.49,syr,1986
33.59,syr,1987
33.58,syr,1988
51.45,syr,1989
53.72,syr,1990
47.73,syr,1991
49.67,syr,1992
53.19,syr,1993
84.11,syr,1994
72.58,syr,1995
68.02,syr,1996
54.77,syr,1997
44.64,syr,1998
45.96,syr,1999
43.72,syr,2000
47.39,syr,2001
51.08,syr,2002
49.67,syr,2003
62.94,syr,2004
67.81,syr,2005
67.22,syr,2006
64.85,syr,2007
63.74,syr,2008
48.48,syr,2009
51.4,syr,2010
76.89,tjk,1994
126.7,tjk,1995
137.9,tjk,1996
162.2,tjk,1997
98.85,tjk,1998
124.5,tjk,1999
169.7,tjk,2000
123.8,tjk,2001
119.5,tjk,2002
108.0,tjk,2003
101.4,tjk,2004
96.83,tjk,2005
110.3,tjk,2006
105.5,tjk,2007
90.7,tjk,2008
71.91,tjk,2009
72.61,tjk,2010
21.53,tza,1988
30.65,tza,1989
31.89,tza,1990
37.83,tza,1991
41.86,tza,1992
45.73,tza,1993
44.85,tza,1994
44.85,tza,1995
33.44,tza,1996
27.2,tza,1997
21.85,tza,1998
21.64,tza,1999
22.17,tza,2000
24.69,tza,2001
24.43,tza,2002
28.66,tza,2003
32.79,tza,2004
35.12,tza,2005
43.01,tza,2006
44.95,tza,2007
49.05,tza,2008
43.7,tza,2009
50.26,tza,2010
31.08,tha,1960
31.71,tha,1961
30.34,tha,1962
30.65,tha,1963
32.87,tha,1964
31.08,tha,1965
29.69,tha,1966
31.0,tha,1967
29.87,tha,1968
29.21,tha,1969
28.35,tha,1970
28.73,tha,1971
31.37,tha,1972
33.33,tha,1973
40.77,tha,1974
36.88,tha,1975
38.58,tha,1976
40.99,tha,1977
39.33,tha,1978
45.51,tha,1979
48.59,tha,1980
48.75,tha,1981
42.35,tha,1982
41.59,tha,1983
42.61,tha,1984
42.06,tha,1985
41.87,tha,1986
48.83,tha,1987
58.76,tha,1988
63.46,tha,1989
65.75,tha,1990
67.18,tha,1991
65.64,tha,1992
66.43,tha,1993
69.1,tha,1994
75.72,tha,1995
70.38,tha,1996
79.68,tha,1997
87.1,tha,1998
88.71,tha,1999
106.7,tha,2000
109.9,tha,2001
104.6,tha,2002
109.5,tha,2003
118.2,tha,2004
129.9,tha,2005
124.8,tha,2006
119.0,tha,2007
131.0,tha,2008
108.6,tha,2009
118.6,tha,2010
46.34,tls,2003
49.62,tls,2004
35.31,tls,2005
33.43,tls,2006
48.04,tls,2007
56.55,tls,2008
50.77,tls,2009
44.9,tls,2010
33.57,tgo,1960
35.54,tgo,1961
33.58,tgo,1962
33.01,tgo,1963
43.24,tgo,1964
38.73,tgo,1965
38.68,tgo,1966
33.38,tgo,1967
35.35,tgo,1968
37.67,tgo,1969
47.16,tgo,1970
42.14,tgo,1971
40.25,tgo,1972
39.78,tgo,1973
54.93,tgo,1974
48.7,tgo,1975
46.89,tgo,1976
57.07,tgo,1977
82.96,tgo,1978
82.66,tgo,1979
78.24,tgo,1980
66.71,tgo,1981
69.5,tgo,1982
58.11,tgo,1983
64.47,tgo,1984
62.7,tgo,1985
48.64,tgo,1986
53.48,tgo,1987
52.87,tgo,1988
53.0,tgo,1989
52.14,tgo,1990
43.44,tgo,1991
39.52,tgo,1992
25.54,tgo,1993
55.97,tgo,1994
74.23,tgo,1995
75.41,tgo,1996
71.32,tgo,1997
63.5,tgo,1998
62.69,tgo,1999
69.6,tgo,2000
68.52,tgo,2001
68.96,tgo,2002
78.06,tgo,2003
71.86,tgo,2004
81.33,tgo,2005
77.85,tgo,2006
75.85,tgo,2007
76.16,tgo,2008
73.13,tgo,2009
74.52,tgo,2010
70.4,ton,1975
60.61,ton,1976
78.19,ton,1977
74.62,ton,1978
80.88,ton,1979
84.49,ton,1980
77.12,ton,1981
74.11,ton,1982
70.65,ton,1983
77.82,ton,1984
76.59,ton,1985
68.92,ton,1986
66.12,ton,1987
58.13,ton,1988
59.24,ton,1989
64.28,ton,1990
54.46,ton,1991
54.72,ton,1992
55.6,ton,1993
42.83,ton,1994
44.93,ton,1995
