geo,electricity_use_per_person,time
ken,128.6,1993
ken,126.0,1994
ken,127.3,1995
ken,129.7,1996
ken,127.5,1997
ken,128.4,1998
ken,118.9,1999
ken,112.7,2000
ken,122.5,2001
ken,121.6,2002
ken,127.1,2003
ken,134.3,2004
ken,136.3,2005
ken,144.3,2006
ken,147.9,2007
ken,147.4,2008
ken,146.0,2009
ken,154.5,2010
ken,155.0,2011
prk,908.9,1971
prk,936.1,1972
prk,962.7,1973
prk,990.0,1974
prk,1019.0,1975
prk,1034.0,1976
prk,1052.0,1977
prk,1071.0,1978
prk,1089.0,1979
prk,1105.0,1980
prk,1119.0,1981
prk,1131.0,1982
prk,1141.0,1983
prk,1152.0,1984
prk,1211.0,1985
prk,1195.0,1986
prk,1215.0,1987
prk,1288.0,1988
prk,1331.0,1989
prk,1243.0,1990
prk,1162.0,1991
prk,1029.0,1992
prk,906.7,1993
prk,930.1,1994
prk,910.0,1995
prk,829.2,1996
prk,740.1,1997
prk,640.1,1998
prk,695.5,1999
prk,715.1,2000
prk,738.0,2001
prk,716.2,2002
prk,754.0,2003
prk,782.6,2004
prk,810.1,2005
prk,788.1,2006
prk,751.5,2007
prk,805.9,2008
prk,729.9,2009
prk,744.5,2010
prk,739.3,2011
kor,298.2,1971
kor,346.1,1972
kor,399.1,1973
kor,460.1,1974
kor,501.7,1975
kor,577.9,1976
kor,659.2,1977
kor,779.5,1978
kor,880.6,1979
kor,913.6,1980
kor,971.8,1981
kor,1028.0,1982
kor,1141.0,1983
kor,1250.0,1984
kor,1340.0,1985
kor,1481.0,1986
kor,1676.0,1987
kor,1923.0,1988
kor,2099.0,1989
kor,2373.0,1990
kor,2591.0,1991
kor,2832.0,1992
kor,3101.0,1993
kor,3510.0,1994
kor,3881.0,1995
kor,4281.0,1996
kor,4652.0,1997
kor,4436.0,1998
kor,4879.0,1999
kor,5907.0,2000
kor,6311.0,2001
kor,6677.0,2002
kor,6982.0,2003
kor,7397.0,2004
kor,7804.0,2005
kor,8051.0,2006
kor,8477.0,2007
kor,8791.0,2008
kor,8900.0,2009
kor,9744.0,2010
kor,10160.0,2011
kos,1557.0,2000
kos,1968.0,2001
kos,1954.0,2002
kos,1908.0,2003
kos,2111.0,2004
kos,2169.0,2005
kos,2225.0,2006
kos,2396.0,2007
kos,2645.0,2008
kos,2558.0,2009
kos,2650.0,2010
kos,2947.0,2011
kwt,2985.0,1971
kwt,3481.0,1972
kwt,3622.0,1973
kwt,3793.0,1974
kwt,4061.0,1975
kwt,4286.0,1976
kwt,4693.0,1977
kwt,5188.0,1978
kwt,6080.0,1979
kwt,6053.0,1980
kwt,6401.0,1981
kwt,7142.0,1982
kwt,7295.0,1983
kwt,7745.0,1984
kwt,8197.0,1985
kwt,8600.0,1986
kwt,8721.0,1987
kwt,9050.0,1988
kwt,9518.0,1989
kwt,8365.0,1990
kwt,5046.0,1991
kwt,13310.0,1995
kwt,14300.0,1996
kwt,14540.0,1997
kwt,15500.0,1998
kwt,15450.0,1999
kwt,15090.0,2000
kwt,15410.0,2001
kwt,15800.0,2002
kwt,16740.0,2003
kwt,16720.0,2004
kwt,16880.0,2005
kwt,17440.0,2006
kwt,16750.0,2007
kwt,16740.0,2008
kwt,16350.0,2009
kwt,16760.0,2010
kwt,16120.0,2011
kgz,2331.0,1990
kgz,2322.0,1991
kgz,2328.0,1992
kgz,1914.0,1993
kgz,1896.0,1994
kgz,2074.0,1995
kgz,1966.0,1996
kgz,1803.0,1997
kgz,1684.0,1998
kgz,1795.0,1999
kgz,1696.0,2000
kgz,1446.0,2001
kgz,1366.0,2002
kgz,1644.0,2003
kgz,1418.0,2004
kgz,1540.0,2005
kgz,1517.0,2006
kgz,1492.0,2007
kgz,1413.0,2008
kgz,1261.0,2009
kgz,1339.0,2010
kgz,1642.0,2011
lva,3397.0,1990
lva,3285.0,1991
lva,2639.0,1992
lva,2048.0,1993
lva,1973.0,1994
lva,1997.0,1995
lva,1993.0,1996
lva,2056.0,1997
lva,2130.0,1998
lva,2073.0,1999
lva,2078.0,2000
lva,2197.0,2001
lva,2279.0,2002
lva,2454.0,2003
lva,2551.0,2004
lva,2703.0,2005
lva,2876.0,2006
lva,3064.0,2007
lva,3087.0,2008
lva,2875.0,2009
lva,3026.0,2010
lva,3266.0,2011
lbn,525.6,1971
lbn,575.2,1972
lbn,649.9,1973
lbn,700.8,1974
lbn,646.4,1975
lbn,692.7,1976
lbn,742.5,1977
lbn,811.9,1978
lbn,915.6,1979
lbn,973.8,1980
lbn,1048.0,1981
lbn,1139.0,1982
lbn,1236.0,1983
lbn,1292.0,1984
lbn,1312.0,1985
lbn,1412.0,1986
lbn,1563.0,1987
lbn,1349.0,1988
lbn,840.6,1989
lbn,517.9,1990
lbn,1017.0,1991
lbn,1195.0,1992
lbn,1366.0,1993
lbn,1481.0,1994
lbn,1562.0,1995
lbn,2117.0,1996
lbn,2508.0,1997
lbn,3066.0,1998
lbn,3031.0,1999
lbn,3019.0,2000
lbn,2982.0,2001
lbn,3050.0,2002
lbn,3006.0,2003
lbn,2889.0,2004
lbn,2835.0,2005
lbn,2698.0,2006
lbn,2769.0,2007
lbn,2924.0,2008
lbn,3093.0,2009
lbn,3476.0,2010
lbn,3499.0,2011
lby,184.3,1971
lby,198.0,1972
lby,384.8,1973
lby,445.0,1974
lby,564.0,1975
lby,678.0,1976
lby,812.4,1977
lby,928.0,1978
lby,1101.0,1979
lby,1171.0,1980
lby,1133.0,1981
lby,1099.0,1982
lby,1070.0,1983
lby,1049.0,1984
lby,1035.0,1985
lby,1087.0,1986
lby,1483.0,1987
lby,1594.0,1988
lby,1558.0,1989
lby,1642.0,1990
lby,1728.0,1991
lby,1828.0,1992
lby,1887.0,1993
lby,1899.0,1994
lby,1846.0,1995
lby,1861.0,1996
lby,1874.0,1997
lby,2176.0,1998
lby,2255.0,1999
lby,2300.0,2000
lby,2335.0,2001
lby,2871.0,2002
lby,3055.0,2003
lby,3221.0,2004
lby,3553.0,2005
lby,3926.0,2006
lby,3919.0,2007
lby,4536.0,2008
lby,4517.0,2009
lby,4706.0,2010
lby,3926.0,2011
ltu,4023.0,1990
ltu,4023.0,1991
ltu,3167.0,1992
ltu,2494.0,1993
ltu,2499.0,1994
ltu,2539.0,1995
ltu,2735.0,1996
ltu,2728.0,1997
ltu,2826.0,1998
ltu,2702.0,1999
ltu,2517.0,2000
ltu,2688.0,2001
ltu,2828.0,2002
ltu,3053.0,2003
ltu,3142.0,2004
ltu,3101.0,2005
ltu,3231.0,2006
ltu,3412.0,2007
ltu,3556.0,2008
ltu,3431.0,2009
ltu,3271.0,2010
ltu,3528.0,2011
lux,4548.0,1960
lux,4630.0,1961
lux,5094.0,1962
lux,7016.0,1963
lux,8693.0,1964
lux,9107.0,1965
lux,9542.0,1966
lux,9496.0,1967
lux,9209.0,1968
lux,10260.0,1969
lux,10650.0,1970
lux,11870.0,1971
lux,11660.0,1972
lux,11800.0,1973
lux,13110.0,1974
lux,10640.0,1975
lux,11490.0,1976
lux,10440.0,1977
lux,10810.0,1978
lux,10980.0,1979
lux,10780.0,1980
lux,11090.0,1981
lux,10990.0,1982
lux,11140.0,1983
lux,11740.0,1984
lux,12060.0,1985
lux,12160.0,1986
lux,12280.0,1987
lux,13420.0,1988
lux,13540.0,1989
lux,13670.0,1990
lux,14090.0,1991
lux,12930.0,1992
lux,12630.0,1993
lux,13670.0,1994
lux,14920.0,1995
lux,14630.0,1996
lux,15130.0,1997
lux,15460.0,1998
lux,14990.0,1999
lux,15670.0,2000
lux,15620.0,2001
lux,15980.0,2002
lux,16260.0,2003
lux,16300.0,2004
lux,15640.0,2005
lux,16450.0,2006
lux,16350.0,2007
lux,15940.0,2008
lux,14420.0,2009
lux,16830.0,2010
lux,15530.0,2011
mkd,2650.0,1990
mkd,2693.0,1991
mkd,2960.0,1992
mkd,2621.0,1993
mkd,2726.0,1994
mkd,2821.0,1995
mkd,2942.0,1996
mkd,3007.0,1997
mkd,3070.0,1998
mkd,2842.0,1999
mkd,2871.0,2000
mkd,2771.0,2001
mkd,2722.0,2002
mkd,3068.0,2003
mkd,3100.0,2004
mkd,3326.0,2005
mkd,3400.0,2006
mkd,3568.0,2007
mkd,3621.0,2008
mkd,3370.0,2009
mkd,3521.0,2010
mkd,3881.0,2011
mys,309.8,1971
mys,343.2,1972
mys,370.2,1973
mys,395.1,1974
mys,424.7,1975
mys,461.8,1976
mys,526.7,1977
mys,557.6,1978
mys,616.2,1979
mys,657.1,1980
mys,686.6,1981
mys,725.0,1982
mys,762.6,1983
mys,808.7,1984
mys,833.9,1985
mys,874.3,1986
mys,914.1,1987
mys,986.7,1988
mys,1065.0,1989
mys,1146.0,1990
mys,1253.0,1991
mys,1404.0,1992
mys,1517.0,1993
mys,1765.0,1994
mys,1982.0,1995
mys,2163.0,1996
mys,2444.0,1997
mys,2498.0,1998
mys,2621.0,1999
mys,2720.0,2000
mys,2733.0,2001
mys,2797.0,2002
mys,2892.0,2003
mys,2964.0,2004
mys,2857.0,2005
mys,3051.0,2006
mys,3261.0,2007
mys,3278.0,2008
mys,3934.0,2009
mys,4136.0,2010
mys,4246.0,2011
mlt,1008.0,1971
mlt,1071.0,1972
mlt,1208.0,1973
mlt,1007.0,1974
mlt,1111.0,1975
mlt,1249.0,1976
mlt,1358.0,1977
mlt,1480.0,1978
mlt,1599.0,1979
mlt,1664.0,1980
mlt,1749.0,1981
mlt,1832.0,1982
mlt,1861.0,1983
mlt,1921.0,1984
mlt,2110.0,1985
mlt,2251.0,1986
mlt,2488.0,1987
mlt,2692.0,1988
mlt,2851.0,1989
mlt,2824.0,1990
mlt,3659.0,1991
mlt,3792.0,1992
mlt,3784.0,1993
mlt,3805.0,1994
mlt,3995.0,1995
mlt,3864.0,1996
mlt,3904.0,1997
mlt,4002.0,1998
mlt,4289.0,1999
mlt,4410.0,2000
mlt,4292.0,2001
mlt,4500.0,2002
mlt,4872.0,2003
mlt,4797.0,2004
mlt,4913.0,2005
mlt,4884.0,2006
mlt,4845.0,2007
mlt,4806.0,2008
mlt,4418.0,2009
mlt,4156.0,2010
mlt,4685.0,2011
mex,492.7,1971
mex,534.6,1972
mex,564.0,1973
mex,606.8,1974
mex,633.6,1975
mex,670.3,1976
mex,710.4,1977
mex,764.8,1978
mex,808.8,1979
mex,854.4,1980
mex,894.3,1981
mex,949.5,1982
mex,970.9,1983
mex,1011.0,1984
mex,1051.0,1985
mex,1071.0,1986
mex,1116.0,1987
mex,1150.0,1988
mex,1204.0,1989
mex,1156.0,1990
mex,1260.0,1991
mex,1278.0,1992
mex,1269.0,1993
mex,1350.0,1994
mex,1364.0,1995
mex,1430.0,1996
mex,1499.0,1997
mex,1556.0,1998
mex,1594.0,1999
mex,1700.0,2000
mex,1726.0,2001
mex,1735.0,2002
mex,1701.0,2003
mex,1799.0,2004
mex,1853.0,2005
mex,1865.0,2006
mex,1899.0,2007
mex,1908.0,2008
mex,1870.0,2009
mex,1916.0,2010
mex,2092.0,2011
mda,3235.0,1990
mda,3437.0,1991
mda,2963.0,1992
mda,2581.0,1993
mda,2220.0,1994
mda,2094.0,1995
mda,1979.0,1996
mda,1860.0,1997
mda,1859.0,1998
mda,1743.0,1999
mda,1638.0,2000
mda,1805.0,2001
mda,1872.0,2002
mda,2102.0,2003
mda,1961.0,2004
mda,2048.0,2005
mda,2163.0,2006
mda,1996.0,2007
mda,2028.0,2008
mda,1741.0,2009
mda,1723.0,2010
mda,1470.0,2011
mng,1523.0,1985
mng,1613.0,1986
mng,1613.0,1987
mng,1655.0,1988
mng,1655.0,1989
mng,1546.0,1990
mng,1381.0,1991
mng,1248.0,1992
mng,1142.0,1993
mng,1098.0,1994
mng,1108.0,1995
mng,1104.0,1996
mng,1076.0,1997
mng,1088.0,1998
mng,1065.0,1999
mng,1076.0,2000
mng,1096.0,2001
mng,1124.0,2002
mng,1169.0,2003
mng,1231.0,2004
mng,1289.0,2005
mng,1339.0,2006
mng,1383.0,2007
mng,1478.0,2008
mng,1431.0,2009
mng,1555.0,2010
mng,1577.0,2011
mne,6299.0,2005
mne,6433.0,2006
mne,6544.0,2007
mne,6270.0,2008
mne,5002.0,2009
mne,5414.0,2010
mne,5747.0,2011
mar,125.8,1971
mar,139.6,1972
mar,153.0,1973
mar,158.7,1974
mar,164.3,1975
mar,180.0,1976
mar,194.0,1977
mar,207.8,1978
mar,224.6,1979
mar,239.2,1980
mar,251.2,1981
mar,264.9,1982
mar,283.4,1983
mar,285.9,1984
mar,297.5,1985
mar,310.0,1986
mar,313.7,1987
mar,343.3,1988
mar,337.6,1989
mar,361.1,1990
mar,373.5,1991
mar,404.3,1992
mar,404.5,1993
mar,424.0,1994
mar,433.7,1995
mar,436.1,1996
mar,453.2,1997
mar,481.5,1998
mar,454.6,1999
mar,491.5,2000
mar,526.8,2001
mar,538.6,2002
mar,585.5,2003
mar,617.6,2004
mar,641.4,2005
mar,697.4,2006
mar,728.9,2007
mar,751.0,2008
mar,763.0,2009
mar,783.3,2010
mar,826.4,2011
moz,49.25,1971
moz,48.47,1972
moz,55.29,1973
moz,65.48,1974
moz,53.67,1975
moz,59.31,1976
moz,55.02,1977
moz,58.3,1978
moz,35.47,1979
moz,35.58,1980
moz,35.13,1981
moz,46.43,1982
moz,36.25,1983
moz,28.26,1984
moz,30.14,1985
moz,35.47,1986
moz,40.45,1987
moz,33.04,1988
moz,37.93,1989
moz,40.39,1990
moz,53.48,1991
moz,52.05,1992
moz,48.88,1993
moz,42.84,1994
moz,44.74,1995
moz,44.46,1996
moz,52.79,1997
moz,47.55,1998
moz,67.09,1999
moz,121.7,2000
moz,269.0,2001
moz,258.1,2002
moz,364.3,2003
moz,437.3,2004
moz,439.9,2005
moz,448.2,2006
moz,449.5,2007
moz,434.0,2008
moz,434.9,2009
moz,445.1,2010
moz,447.1,2011
mmr,19.87,1971
mmr,21.22,1972
mmr,22.8,1973
mmr,22.46,1974
mmr,25.26,1975
mmr,27.37,1976
mmr,29.63,1977
mmr,31.01,1978
mmr,32.66,1979
mmr,33.71,1980
mmr,30.18,1981
mmr,31.9,1982
mmr,32.27,1983
mmr,34.78,1984
mmr,41.38,1985
mmr,41.37,1986
mmr,41.58,1987
mmr,36.88,1988
mmr,39.52,1989
mmr,43.28,1990
mmr,40.02,1991
mmr,43.18,1992
mmr,49.33,1993
mmr,52.41,1994
mmr,55.37,1995
mmr,55.71,1996
mmr,62.21,1997
mmr,62.53,1998
mmr,65.62,1999
mmr,72.57,2000
mmr,66.04,2001
mmr,70.72,2002
mmr,77.64,2003
mmr,78.4,2004
mmr,73.02,2005
mmr,86.24,2006
mmr,87.33,2007
mmr,91.86,2008
mmr,96.88,2009
mmr,121.1,2010
mmr,110.2,2011
nam,1050.0,1991
nam,1007.0,1992
nam,1073.0,1993
nam,946.6,1994
nam,938.2,1995
nam,1009.0,1996
nam,956.8,1997
nam,1039.0,1998
nam,1098.0,1999
nam,1178.0,2000
nam,1218.0,2001
nam,1063.0,2002
nam,1107.0,2003
nam,1384.0,2004
nam,1453.0,2005
nam,1541.0,2006
nam,1545.0,2007
nam,1587.0,2008
nam,1540.0,2009
nam,1474.0,2010
nam,1549.0,2011
npl,6.268,1971
npl,7.877,1972
npl,6.005,1973
npl,7.464,1974
npl,6.915,1975
npl,9.349,1976
npl,10.26,1977
npl,10.98,1978
npl,12.09,1979
npl,12.93,1980
npl,14.74,1981
npl,18.19,1982
npl,19.39,1983
npl,20.92,1984
npl,23.17,1985
npl,26.83,1986
npl,29.19,1987
npl,31.49,1988
npl,34.11,1989
npl,36.72,1990
npl,38.88,1991
npl,38.74,1992
npl,40.3,1993
npl,43.26,1994
npl,45.95,1995
npl,48.31,1996
npl,48.5,1997
npl,51.14,1998
npl,56.94,1999
npl,60.73,2000
npl,66.37,2001
npl,69.29,2002
npl,72.13,2003
npl,75.92,2004
npl,78.44,2005
npl,85.24,2006
npl,89.09,2007
npl,84.8,2008
npl,98.17,2009
npl,103.4,2010
npl,105.5,2011
nld,1353.0,1960
nld,1421.0,1961
nld,1529.0,1962
nld,1648.0,1963
nld,1779.0,1964
nld,1914.0,1965
nld,2088.0,1966
nld,2244.0,1967
nld,2487.0,1968
nld,2711.0,1969
nld,2948.0,1970
nld,3146.0,1971
nld,3415.0,1972
nld,3612.0,1973
nld,3735.0,1974
nld,3773.0,1975
nld,4010.0,1976
nld,4077.0,1977
nld,4251.0,1978
nld,4403.0,1979
nld,4364.0,1980
nld,4293.0,1981
nld,4238.0,1982
nld,4300.0,1983
nld,4412.0,1984
nld,4517.0,1985
nld,4567.0,1986
nld,4723.0,1987
nld,4924.0,1988
nld,5053.0,1989
nld,5218.0,1990
nld,5327.0,1991
nld,5442.0,1992
nld,5494.0,1993
nld,5643.0,1994
nld,5747.0,1995
nld,5944.0,1996
nld,6124.0,1997
nld,6307.0,1998
nld,6400.0,1999
nld,6560.0,2000
nld,6653.0,2001
nld,6694.0,2002
nld,6751.0,2003
nld,7017.0,2004
nld,6988.0,2005
nld,7055.0,2006
nld,7210.0,2007
nld,7226.0,2008
nld,6896.0,2009
nld,7010.0,2010
nld,7036.0,2011
nzl,2457.0,1960
nzl,2617.0,1961
nzl,2752.0,1962
nzl,3079.0,1963
nzl,3251.0,1964
nzl,3513.0,1965
nzl,3678.0,1966
nzl,3712.0,1967
nzl,3880.0,1968
nzl,4088.0,1969
nzl,4272.0,1970
nzl,4694.0,1971
nzl,5307.0,1972
nzl,5526.0,1973
nzl,5462.0,1974
nzl,5795.0,1975
nzl,6095.0,1976
nzl,6150.0,1977
nzl,6151.0,1978
nzl,6180.0,1979
nzl,6344.0,1980
nzl,6497.0,1981
nzl,6872.0,1982
nzl,7299.0,1983
nzl,7513.0,1984
nzl,7556.0,1985
nzl,7875.0,1986
nzl,7901.0,1987
nzl,8133.0,1988
nzl,8465.0,1989
nzl,8973.0,1990
nzl,8842.0,1991
nzl,8637.0,1992
nzl,8909.0,1993
nzl,8928.0,1994
nzl,9107.0,1995
nzl,9073.0,1996
nzl,9091.0,1997
nzl,9125.0,1998
nzl,9139.0,1999
nzl,9384.0,2000
nzl,9417.0,2001
nzl,9527.0,2002
nzl,9407.0,2003
nzl,9666.0,2004
nzl,9674.0,2005
nzl,9700.0,2006
nzl,9631.0,2007
nzl,9536.0,2008
nzl,9376.0,2009
nzl,9565.0,2010
nzl,9399.0,2011
nic,225.5,1971
nic,244.6,1972
nic,222.3,1973
nic,262.0,1974
nic,270.5,1975
nic,305.7,1976
nic,336.8,1977
nic,325.5,1978
nic,250.2,1979
nic,259.7,1980
nic,267.7,1981
nic,277.0,1982
nic,293.2,1983
nic,295.8,1984
nic,288.4,1985
nic,283.8,1986
nic,297.9,1987
nic,294.0,1988
nic,324.1,1989
nic,308.9,1990
nic,301.4,1991
nic,303.5,1992
nic,292.3,1993
nic,278.9,1994
nic,290.6,1995
nic,310.1,1996
nic,348.3,1997
nic,339.7,1998
nic,326.8,1999
nic,342.7,2000
nic,341.5,2001
nic,350.4,2002
nic,365.6,2003
nic,391.0,2004
nic,411.2,2005
nic,423.9,2006
nic,458.0,2007
nic,471.8,2008
nic,476.2,2009
nic,470.4,2010
nic,521.6,2011
nga,28.49,1971
nga,32.64,1972
nga,35.2,1973
nga,32.75,1974
nga,45.64,1975
nga,51.42,1976
nga,58.98,1977
nga,60.48,1978
nga,59.61,1979
nga,67.8,1980
nga,50.71,1981
nga,81.58,1982
nga,81.41,1983
nga,61.82,1984
nga,80.13,1985
nga,90.52,1986
nga,88.93,1987
nga,86.78,1988
nga,96.66,1989
nga,86.71,1990
nga,89.22,1991
nga,89.67,1992
nga,100.5,1993
nga,95.15,1994
nga,91.09,1995
nga,85.52,1996
nga,81.63,1997
nga,76.61,1998
nga,75.41,1999
nga,74.13,2000
nga,75.2,2001
nga,104.2,2002
nga,101.4,2003
nga,123.0,2004
nga,128.7,2005
nga,111.1,2006
nga,138.1,2007
nga,126.5,2008
nga,119.8,2009
nga,135.4,2010
nga,148.9,2011
nor,7681.0,1960
nor,8405.0,1961
nor,9391.0,1962
nor,9659.0,1963
nor,10550.0,1964
nor,11420.0,1965
nor,11660.0,1966
nor,12260.0,1967
nor,13490.0,1968
nor,13230.0,1969
nor,13450.0,1970
nor,14080.0,1971
nor,14490.0,1972
nor,15540.0,1973
nor,16290.0,1974
nor,16310.0,1975
nor,16910.0,1976
nor,16520.0,1977
nor,17310.0,1978
nor,18860.0,1979
nor,18730.0,1980
nor,19430.0,1981
nor,19360.0,1982
nor,20500.0,1983
nor,21940.0,1984
nor,22560.0,1985
nor,22180.0,1986
nor,22800.0,1987
nor,22980.0,1988
nor,22860.0,1989
nor,23350.0,1990
nor,23810.0,1991
nor,23790.0,1992
nor,23970.0,1993
nor,24250.0,1994
nor,24530.0,1995
nor,24000.0,1996
nor,24330.0,1997
nor,25420.0,1998
nor,25060.0,1999
nor,24990.0,2000
nor,25590.0,2001
nor,24620.0,2002
nor,23200.0,2003
nor,24210.0,2004
nor,25080.0,2005
nor,24100.0,2006
nor,24860.0,2007
nor,24870.0,2008
nor,23860.0,2009
nor,24890.0,2010
nor,23170.0,2011
omn,14.69,1971
omn,29.62,1972
omn,50.81,1973
omn,95.02,1974
omn,153.1,1975
omn,252.3,1976
omn,364.1,1977
omn,398.9,1978
omn,483.6,1979
omn,623.7,1980
omn,754.6,1981
omn,899.3,1982
omn,1045.0,1983
omn,1241.0,1984
omn,1468.0,1985
omn,1792.0,1986
omn,1841.0,1987
omn,1976.0,1988
omn,1984.0,1989
omn,2189.0,1990
omn,2164.0,1991
omn,2265.0,1992
omn,2479.0,1993
omn,2545.0,1994
omn,2641.0,1995
omn,2694.0,1996
omn,2877.0,1997
omn,3178.0,1998
omn,3200.0,1999
omn,3312.0,2000
omn,3522.0,2001
omn,3562.0,2002
omn,3545.0,2003
omn,3801.0,2004
omn,4084.0,2005
omn,4338.0,2006
omn,4599.0,2007
omn,5196.0,2008
omn,5702.0,2009
omn,5890.0,2010
omn,6292.0,2011
pak,91.78,1971
pak,89.3,1972
pak,99.36,1973
pak,105.3,1974
pak,109.0,1975
pak,105.7,1976
pak,107.9,1977
pak,119.0,1978
pak,136.6,1979
pak,132.8,1980
pak,144.1,1981
pak,155.3,1982
pak,166.6,1983
pak,178.8,1984
pak,193.5,1985
pak,208.1,1986
pak,221.7,1987
pak,247.8,1988
pak,256.4,1989
pak,268.8,1990
pak,288.2,1991
pak,323.8,1992
pak,324.9,1993
pak,335.1,1994
pak,347.0,1995
pak,348.0,1996
pak,350.7,1997
pak,332.0,1998
pak,343.0,1999
pak,358.6,2000
pak,364.6,2001
pak,371.8,2002
pak,397.1,2003
pak,416.6,2004
pak,449.9,2005
pak,474.4,2006
pak,470.3,2007
pak,433.7,2008
pak,450.4,2009
pak,457.8,2010
pak,449.3,2011
pan,523.0,1971
pan,568.4,1972
pan,627.4,1973
pan,614.5,1974
pan,631.8,1975
pan,672.6,1976
pan,711.2,1977
pan,691.9,1978
pan,791.8,1979
pan,768.8,1980
pan,783.1,1981
pan,831.6,1982
pan,898.4,1983
pan,853.1,1984
pan,887.1,1985
pan,912.0,1986
pan,957.1,1987
pan,864.6,1988
pan,825.9,1989
pan,827.6,1990
pan,872.3,1991
pan,905.1,1992
pan,952.4,1993
pan,1006.0,1994
pan,1056.0,1995
pan,1078.0,1996
pan,1166.0,1997
pan,1172.0,1998
pan,1210.0,1999
pan,1256.0,2000
pan,1262.0,2001
pan,1290.0,2002
pan,1349.0,2003
pan,1409.0,2004
pan,1440.0,2005
pan,1444.0,2006
pan,1525.0,2007
pan,1574.0,2008
pan,1663.0,2009
pan,1732.0,2010
pan,1829.0,2011
pry,81.28,1971
pry,88.54,1972
pry,104.0,1973
pry,112.2,1974
pry,115.9,1975
pry,129.7,1976
pry,156.6,1977
pry,186.6,1978
pry,213.4,1979
pry,240.4,1980
pry,263.4,1981
pry,259.9,1982
pry,264.9,1983
pry,290.2,1984
pry,291.6,1985
pry,333.0,1986
pry,381.9,1987
pry,428.4,1988
pry,443.8,1989
pry,501.2,1990
pry,521.3,1991
pry,554.9,1992
pry,622.5,1993
pry,696.8,1994
pry,779.3,1995
pry,790.2,1996
pry,827.1,1997
pry,834.2,1998
pry,852.6,1999
pry,879.6,2000
pry,865.3,2001
pry,874.8,2002
pry,828.5,2003
pry,815.4,2004
pry,847.9,2005
pry,900.6,2006
pry,958.5,2007
pry,1002.0,2008
pry,1055.0,2009
pry,1133.0,2010
pry,1228.0,2011
per,398.3,1971
per,416.5,1972
per,419.6,1973
per,435.7,1974
per,443.7,1975
per,451.2,1976
per,479.0,1977
per,471.9,1978
per,481.8,1979
per,503.7,1980
per,530.2,1981
per,554.5,1982
per,518.8,1983
per,554.9,1984
per,547.7,1985
per,570.3,1986
per,594.9,1987
per,557.5,1988
per,554.8,1989
per,547.7,1990
per,580.8,1991
per,477.8,1992
per,524.7,1993
per,535.9,1994
per,548.6,1995
per,590.5,1996
per,607.7,1997
per,642.0,1998
per,653.8,1999
per,678.0,2000
per,703.1,2001
per,737.3,2002
per,761.2,2003
per,799.0,2004
per,833.9,2005
per,885.1,2006
per,966.9,2007
per,1040.0,2008
per,1043.0,2009
per,1098.0,2010
per,1248.0,2011
phl,235.8,1971
phl,260.5,1972
phl,321.9,1973
phl,309.4,1974
phl,314.5,1975
phl,329.2,1976
phl,328.2,1977
phl,328.5,1978
phl,345.4,1979
phl,373.5,1980
phl,337.3,1981
phl,338.1,1982
phl,362.5,1983
phl,341.3,1984
phl,350.1,1985
phl,311.3,1986
phl,319.3,1987
phl,343.0,1988
phl,360.5,1989
phl,360.7,1990
phl,354.0,1991
phl,335.4,1992
phl,335.9,1993
phl,378.2,1994
phl,399.8,1995
phl,429.9,1996
phl,463.9,1997
phl,480.3,1998
phl,469.3,1999
phl,501.5,2000
phl,521.3,2001
phl,525.0,2002
phl,558.4,2003
phl,578.5,2004
phl,579.7,2005
phl,571.1,2006
phl,585.1,2007
phl,588.0,2008
phl,592.3,2009
phl,641.5,2010
phl,647.0,2011
pol,904.6,1960
pol,987.9,1961
pol,1062.0,1962
pol,1093.0,1963
pol,1167.0,1964
pol,1251.0,1965
pol,1362.0,1966
pol,1484.0,1967
pol,1593.0,1968
pol,1702.0,1969
pol,1807.0,1970
pol,1956.0,1971
pol,2112.0,1972
pol,2265.0,1973
pol,2413.0,1974
pol,2593.0,1975
pol,2741.0,1976
pol,2872.0,1977
pol,2988.0,1978
pol,3010.0,1979
pol,3076.0,1980
pol,2884.0,1981
pol,2900.0,1982
pol,3045.0,1983
pol,3160.0,1984
pol,3260.0,1985
pol,3384.0,1986
pol,3520.0,1987
pol,3569.0,1988
pol,3538.0,1989
pol,3272.0,1990
pol,3088.0,1991
pol,2961.0,1992
pol,2978.0,1993
pol,2993.0,1994
pol,3061.0,1995
pol,3159.0,1996
pol,3206.0,1997
pol,3207.0,1998
pol,3172.0,1999
pol,3240.0,2000
pol,3260.0,2001
pol,3208.0,2002
pol,3324.0,2003
pol,3416.0,2004
pol,3437.0,2005
pol,3585.0,2006
pol,3662.0,2007
pol,3726.0,2008
pol,3591.0,2009
pol,3783.0,2010
pol,3832.0,2011
prt,320.2,1960
prt,350.2,1961
prt,379.1,1962
prt,409.8,1963
prt,459.5,1964
prt,486.9,1965
prt,543.1,1966
prt,572.4,1967
prt,614.6,1968
prt,681.1,1969
prt,763.9,1970
prt,835.3,1971
prt,911.5,1972
prt,994.8,1973
prt,1081.0,1974
prt,1076.0,1975
prt,1137.0,1976
prt,1249.0,1977
prt,1344.0,1978
prt,1466.0,1979
prt,1559.0,1980
prt,1567.0,1981
prt,1645.0,1982
prt,1740.0,1983
prt,1774.0,1984
prt,1873.0,1985
prt,1975.0,1986
