geo,population_aged_15_19_years_total_number,time
gum,16000,2010
gum,17000,2015
gum,16000,2020
gum,16000,2025
gum,16000,2030
gum,16000,2035
gum,16000,2040
gum,16000,2045
gum,16000,2050
gtm,339000,1950
gtm,361000,1955
gtm,407000,1960
gtm,508000,1965
gtm,588000,1970
gtm,646000,1975
gtm,733000,1980
gtm,837000,1985
gtm,970000,1990
gtm,1115000,1995
gtm,1259000,2000
gtm,1380000,2005
gtm,1590000,2010
gtm,1780000,2015
gtm,1972000,2020
gtm,2112000,2025
gtm,2217000,2030
gtm,2274000,2035
gtm,2287000,2040
gtm,2261000,2045
gtm,2208000,2050
gin,233000,1950
gin,261000,1955
gin,318000,1960
gin,336000,1965
gin,387000,1970
gin,408000,1975
gin,469000,1980
gin,528000,1985
gin,622000,1990
gin,771000,1995
gin,883000,2000
gin,984000,2005
gin,1100000,2010
gin,1248000,2015
gin,1426000,2020
gin,1628000,2025
gin,1797000,2030
gin,1925000,2035
gin,2020000,2040
gin,2096000,2045
gin,2165000,2050
gnb,50000,1950
gnb,50000,1955
gnb,57000,1960
gnb,57000,1965
gnb,76000,1970
gnb,64000,1975
gnb,77000,1980
gnb,72000,1985
gnb,126000,1990
gnb,123000,1995
gnb,126000,2000
gnb,143000,2005
gnb,166000,2010
gnb,194000,2015
gnb,219000,2020
gnb,245000,2025
gnb,269000,2030
gnb,291000,2035
gnb,312000,2040
gnb,329000,2045
gnb,343000,2050
guy,40000,1950
guy,41000,1955
guy,50000,1960
guy,67000,1965
guy,80000,1970
guy,88000,1975
guy,99000,1980
guy,94000,1985
guy,88000,1990
guy,87000,1995
guy,83000,2000
guy,65000,2005
guy,72000,2010
guy,80000,2015
guy,71000,2020
guy,58000,2025
guy,53000,2030
guy,51000,2035
guy,49000,2040
guy,45000,2045
guy,39000,2050
hti,324000,1950
hti,364000,1955
hti,389000,1960
hti,399000,1965
hti,482000,1970
hti,544000,1975
hti,614000,1980
hti,657000,1985
hti,693000,1990
hti,821000,1995
hti,1017000,2000
hti,1071000,2005
hti,1113000,2010
hti,1159000,2015
hti,1168000,2020
hti,1202000,2025
hti,1225000,2030
hti,1243000,2035
hti,1245000,2040
hti,1227000,2045
hti,1199000,2050
hnd,151000,1950
hnd,168000,1955
hnd,189000,1960
hnd,230000,1965
hnd,285000,1970
hnd,335000,1975
hnd,399000,1980
hnd,470000,1985
hnd,530000,1990
hnd,617000,1995
hnd,701000,2000
hnd,778000,2005
hnd,862000,2010
hnd,896000,2015
hnd,908000,2020
hnd,938000,2025
hnd,955000,2030
hnd,953000,2035
hnd,931000,2040
hnd,897000,2045
hnd,855000,2050
hkg,214000,1950
hkg,173000,1955
hkg,161000,1960
hkg,381000,1965
hkg,429000,1970
hkg,526000,1975
hkg,563000,1980
hkg,471000,1985
hkg,434000,1990
hkg,443000,1995
hkg,454000,2000
hkg,425000,2005
hkg,465000,2010
hkg,382000,2015
hkg,255000,2020
hkg,297000,2025
hkg,353000,2030
hkg,358000,2035
hkg,356000,2040
hkg,341000,2045
hkg,330000,2050
hun,765000,1950
hun,733000,1955
hun,750000,1960
hun,803000,1965
hun,927000,1970
hun,793000,1975
hun,645000,1980
hun,705000,1985
hun,790000,1990
hun,831000,1995
hun,671000,2000
hun,632000,2005
hun,597000,2010
hun,502000,2015
hun,485000,2020
hun,501000,2025
hun,497000,2030
hun,481000,2035
hun,464000,2040
hun,447000,2045
hun,435000,2050
isl,12000,1950
isl,12000,1955
isl,14000,1960
isl,18000,1965
isl,20000,1970
isl,22000,1975
isl,23000,1980
isl,22000,1985
isl,21000,1990
isl,21000,1995
isl,21000,2000
isl,22000,2005
isl,24000,2010
isl,22000,2015
isl,22000,2020
isl,24000,2025
isl,24000,2030
isl,24000,2035
isl,23000,2040
isl,22000,2045
isl,21000,2050
ind,38000000,1950
ind,40090000,1955
ind,41160000,1960
ind,45900000,1965
ind,59060000,1970
ind,65340000,1975
ind,71800000,1980
ind,78760000,1985
ind,86940000,1990
ind,97240000,1995
ind,106200000,2000
ind,114000000,2005
ind,121200000,2010
ind,122400000,2015
ind,123700000,2020
ind,122000000,2025
ind,120700000,2030
ind,117200000,2035
ind,112000000,2040
ind,105700000,2045
ind,100600000,2050
idn,8325000,1950
idn,9072000,1955
idn,9270000,1960
idn,9475000,1965
idn,11410000,1970
idn,13820000,1975
idn,15740000,1980
idn,17740000,1985
idn,19350000,1990
idn,20390000,1995
idn,21140000,2000
idn,20720000,2005
idn,20450000,2010
idn,20350000,2015
idn,20850000,2020
idn,20310000,2025
idn,19310000,2030
idn,18170000,2035
idn,17910000,2040
idn,17900000,2045
idn,17730000,2050
irn,1550000,1950
irn,1704000,1955
irn,1992000,1960
irn,2549000,1965
irn,3059000,1970
irn,3482000,1975
irn,4121000,1980
irn,4947000,1985
irn,5945000,1990
irn,7450000,1995
irn,9066000,2000
irn,9229000,2005
irn,7255000,2010
irn,5235000,2015
irn,5839000,2020
irn,6585000,2025
irn,6708000,2030
irn,6396000,2035
irn,5686000,2040
irn,5394000,2045
irn,5513000,2050
irq,533000,1950
irq,595000,1955
irq,681000,1960
irq,731000,1965
irq,1203000,1970
irq,1170000,1975
irq,1424000,1980
irq,1848000,1985
irq,2087000,1990
irq,2406000,1995
irq,2667000,2000
irq,3001000,2005
irq,3386000,2010
irq,4020000,2015
irq,4260000,2020
irq,4510000,2025
irq,4641000,2030
irq,4831000,2035
irq,5038000,2040
irq,5171000,2045
irq,5192000,2050
irl,242000,1950
irl,234000,1955
irl,235000,1960
irl,259000,1965
irl,258000,1970
irl,292000,1975
irl,321000,1980
irl,329000,1985
irl,333000,1990
irl,338000,1995
irl,326000,2000
irl,299000,2005
irl,283000,2010
irl,288000,2015
irl,327000,2020
irl,363000,2025
irl,366000,2030
irl,342000,2035
irl,323000,2040
irl,320000,2045
irl,337000,2050
isr,109000,1950
isr,139000,1955
isr,162000,1960
isr,264000,1965
isr,304000,1970
isr,316000,1975
isr,326000,1980
isr,363000,1985
isr,426000,1990
isr,499000,1995
isr,527000,2000
isr,548000,2005
isr,571000,2010
isr,638000,2015
isr,685000,2020
isr,707000,2025
isr,693000,2030
isr,681000,2035
isr,681000,2040
isr,691000,2045
isr,698000,2050
ita,4028000,1950
ita,4036000,1955
ita,3670000,1960
ita,4112000,1965
ita,3788000,1970
ita,4041000,1975
ita,4548000,1980
ita,4619000,1985
ita,4412000,1990
ita,3623000,1995
ita,3052000,2000
ita,2871000,2005
ita,2903000,2010
ita,2818000,2015
ita,2942000,2020
ita,2992000,2025
ita,2767000,2030
ita,2549000,2035
ita,2482000,2040
ita,2500000,2045
ita,2572000,2050
jam,143000,1950
jam,149000,1955
jam,146000,1960
jam,170000,1965
jam,165000,1970
jam,236000,1975
jam,248000,1980
jam,278000,1985
jam,258000,1990
jam,244000,1995
jam,251000,2000
jam,257000,2005
jam,286000,2010
jam,275000,2015
jam,245000,2020
jam,238000,2025
jam,233000,2030
jam,228000,2035
jam,216000,2040
jam,198000,2045
jam,181000,2050
jpn,8565000,1950
jpn,8593000,1955
jpn,9237000,1960
jpn,10940000,1965
jpn,9233000,1970
jpn,7933000,1975
jpn,8238000,1980
jpn,8931000,1985
jpn,10090000,1990
jpn,8615000,1995
jpn,7537000,2000
jpn,6576000,2005
jpn,6037000,2010
jpn,5921000,2015
jpn,5685000,2020
jpn,5242000,2025
jpn,4780000,2030
jpn,4408000,2035
jpn,4229000,2040
jpn,4152000,2045
jpn,4094000,2050
jor,46000,1950
jor,71000,1955
jor,97000,1960
jor,119000,1965
jor,163000,1970
jor,190000,1975
jor,253000,1980
jor,321000,1985
jor,391000,1990
jor,497000,1995
jor,543000,2000
jor,609000,2005
jor,677000,2010
jor,692000,2015
jor,707000,2020
jor,763000,2025
jor,770000,2030
jor,741000,2035
jor,719000,2040
jor,700000,2045
jor,683000,2050
kaz,572000,1950
kaz,1054000,1955
kaz,724000,1960
kaz,949000,1965
kaz,1290000,1970
kaz,1579000,1975
kaz,1584000,1980
kaz,1427000,1985
kaz,1443000,1990
kaz,1427000,1995
kaz,1417000,2000
kaz,1579000,2005
kaz,1374000,2010
kaz,1074000,2015
kaz,1163000,2020
kaz,1444000,2025
kaz,1419000,2030
kaz,1310000,2035
kaz,1171000,2040
kaz,1097000,2045
kaz,1108000,2050
ken,623000,1950
ken,635000,1955
ken,664000,1960
ken,896000,1965
ken,1177000,1970
ken,1425000,1975
ken,1725000,1980
ken,2095000,1985
ken,2592000,1990
ken,3163000,1995
ken,3752000,2000
ken,4233000,2005
ken,4339000,2010
ken,4798000,2015
ken,5598000,2020
ken,6553000,2025
ken,7011000,2030
ken,7169000,2035
ken,7316000,2040
ken,7597000,2045
ken,7926000,2050
prk,1201000,1950
prk,1400000,1955
prk,1451000,1960
prk,1353000,1965
prk,956000,1970
prk,1640000,1975
prk,1717000,1980
prk,2256000,1985
prk,2152000,1990
prk,1510000,1995
prk,1861000,2000
prk,1860000,2005
prk,2054000,2010
prk,1881000,2015
prk,1629000,2020
prk,1530000,2025
prk,1551000,2030
prk,1613000,2035
prk,1597000,2040
prk,1501000,2045
prk,1402000,2050
kor,1796000,1950
kor,2395000,1955
kor,2383000,1960
kor,2651000,1965
kor,3088000,1970
kor,4147000,1975
kor,4240000,1980
kor,4317000,1985
kor,4462000,1990
kor,3896000,1995
kor,3757000,2000
kor,3140000,2005
kor,3456000,2010
kor,3156000,2015
kor,2428000,2020
kor,2257000,2025
kor,2201000,2030
kor,2120000,2035
kor,2064000,2040
kor,1980000,2045
kor,1865000,2050
kwt,16000,1950
kwt,18000,1955
kwt,22000,1960
kwt,40000,1965
kwt,62000,1970
kwt,88000,1975
kwt,122000,1980
kwt,146000,1985
kwt,182000,1990
kwt,122000,1995
kwt,154000,2000
kwt,190000,2005
kwt,204000,2010
kwt,223000,2015
kwt,242000,2020
kwt,268000,2025
kwt,271000,2030
kwt,267000,2035
kwt,267000,2040
kwt,273000,2045
kwt,286000,2050
kgz,174000,1950
kgz,204000,1955
kgz,134000,1960
kgz,173000,1965
kgz,281000,1970
kgz,371000,1975
kgz,409000,1980
kgz,389000,1985
kgz,430000,1990
kgz,452000,1995
kgz,523000,2000
kgz,591000,2005
kgz,580000,2010
kgz,530000,2015
kgz,492000,2020
kgz,561000,2025
kgz,567000,2030
kgz,530000,2035
kgz,478000,2040
kgz,440000,2045
kgz,439000,2050
lao,167000,1950
lao,183000,1955
lao,204000,1960
lao,240000,1965
lao,291000,1970
lao,316000,1975
lao,340000,1980
lao,393000,1985
lao,459000,1990
lao,503000,1995
lao,578000,2000
lao,680000,2005
lao,762000,2010
lao,814000,2015
lao,733000,2020
lao,777000,2025
lao,820000,2030
lao,861000,2035
lao,874000,2040
lao,850000,2045
lao,822000,2050
lva,167000,1950
lva,182000,1955
lva,170000,1960
lva,161000,1965
lva,166000,1970
lva,186000,1975
lva,188000,1980
lva,170000,1985
lva,184000,1990
lva,165000,1995
lva,175000,2000
lva,188000,2005
lva,134000,2010
lva,95000,2015
lva,99000,2020
lva,111000,2025
lva,118000,2030
lva,115000,2035
lva,105000,2040
lva,91000,2045
lva,85000,2050
lbn,143000,1950
lbn,145000,1955
lbn,151000,1960
lbn,189000,1965
lbn,248000,1970
lbn,307000,1975
lbn,312000,1980
lbn,317000,1985
lbn,315000,1990
lbn,345000,1995
lbn,360000,2000
lbn,379000,2005
lbn,390000,2010
lbn,393000,2015
lbn,332000,2020
lbn,318000,2025
lbn,326000,2030
lbn,331000,2035
lbn,329000,2040
lbn,316000,2045
lbn,297000,2050
lso,72000,1950
lso,78000,1955
lso,88000,1960
lso,102000,1965
lso,111000,1970
lso,125000,1975
lso,142000,1980
lso,161000,1985
lso,180000,1990
lso,204000,1995
lso,234000,2000
lso,248000,2005
lso,251000,2010
lso,258000,2015
lso,255000,2020
lso,255000,2025
lso,258000,2030
lso,258000,2035
lso,253000,2040
lso,246000,2045
lso,239000,2050
lbr,83000,1950
lbr,92000,1955
lbr,104000,1960
lbr,116000,1965
lbr,133000,1970
lbr,179000,1975
lbr,213000,1980
lbr,237000,1985
lbr,208000,1990
lbr,206000,1995
lbr,301000,2000
lbr,355000,2005
lbr,437000,2010
lbr,503000,2015
lbr,564000,2020
lbr,623000,2025
lbr,677000,2030
lbr,718000,2035
lbr,746000,2040
lbr,768000,2045
lbr,786000,2050
lby,103000,1950
lby,113000,1955
lby,135000,1960
lby,158000,1965
lby,200000,1970
lby,239000,1975
lby,298000,1980
lby,406000,1985
lby,514000,1990
lby,599000,1995
lby,698000,2000
lby,586000,2005
lby,545000,2010
lby,591000,2015
lby,664000,2020
lby,719000,2025
lby,725000,2030
lby,675000,2035
lby,605000,2040
lby,564000,2045
lby,576000,2050
ltu,245000,1950
ltu,239000,1955
ltu,242000,1960
ltu,216000,1965
ltu,236000,1970
ltu,281000,1975
ltu,293000,1980
ltu,277000,1985
ltu,275000,1990
ltu,254000,1995
ltu,261000,2000
ltu,273000,2005
ltu,228000,2010
ltu,172000,2015
ltu,141000,2020
ltu,146000,2025
ltu,152000,2030
ltu,153000,2035
ltu,148000,2040
ltu,136000,2045
ltu,123000,2050
lux,24000,1950
lux,20000,1955
lux,20000,1960
lux,22000,1965
lux,24000,1970
lux,27000,1975
lux,28000,1980
lux,26000,1985
lux,22000,1990
lux,23000,1995
lux,24000,2000
lux,27000,2005
lux,31000,2010
lux,32000,2015
lux,31000,2020
lux,31000,2025
lux,33000,2030
lux,36000,2035
lux,38000,2040
lux,41000,2045
lux,42000,2050
mac,20000,1950
mac,12000,1955
mac,12000,1960
mac,23000,1965
mac,40000,1970
mac,37000,1975
mac,28000,1980
mac,26000,1985
mac,25000,1990
mac,24000,1995
mac,35000,2000
mac,43000,2005
mac,38000,2010
mac,27000,2015
mac,21000,2020
mac,24000,2025
mac,26000,2030
mac,26000,2035
mac,25000,2040
mac,22000,2045
mac,20000,2050
mkd,128000,1950
mkd,128000,1955
mkd,122000,1960
mkd,151000,1965
mkd,165000,1970
mkd,166000,1975
mkd,168000,1980
mkd,161000,1985
mkd,158000,1990
mkd,165000,1995
mkd,167000,2000
mkd,160000,2005
mkd,152000,2010
mkd,132000,2015
mkd,117000,2020
mkd,108000,2025
mkd,109000,2030
mkd,108000,2035
mkd,104000,2040
mkd,98000,2045
mkd,91000,2050
mdg,413000,1950
mdg,429000,1955
mdg,448000,1960
mdg,510000,1965
mdg,672000,1970
mdg,777000,1975
mdg,894000,1980
mdg,1040000,1985
mdg,1232000,1990
mdg,1421000,1995
mdg,1494000,2000
mdg,1862000,2005
mdg,2222000,2010
mdg,2554000,2015
mdg,2780000,2020
mdg,3008000,2025
mdg,3225000,2030
mdg,3409000,2035
mdg,3551000,2040
mdg,3655000,2045
mdg,3729000,2050
mwi,293000,1950
mwi,328000,1955
mwi,370000,1960
mwi,422000,1965
mwi,450000,1970
mwi,532000,1975
mwi,631000,1980
mwi,757000,1985
mwi,928000,1990
mwi,1138000,1995
mwi,1235000,2000
mwi,1401000,2005
mwi,1761000,2010
mwi,2105000,2015
mwi,2357000,2020
mwi,2588000,2025
mwi,2867000,2030
mwi,3143000,2035
mwi,3344000,2040
mwi,3461000,2045
mwi,3538000,2050
mys,580000,1950
mys,713000,1955
mys,727000,1960
mys,937000,1965
mys,1173000,1970
mys,1364000,1975
mys,1574000,1980
mys,1674000,1985
mys,1795000,1990
mys,1999000,1995
mys,2367000,2000
mys,2518000,2005
mys,2669000,2010
mys,2668000,2015
mys,2741000,2020
mys,2732000,2025
mys,2726000,2030
mys,2674000,2035
mys,2572000,2040
mys,2461000,2045
mys,2462000,2050
mdv,7000,1950
mdv,8000,1955
mdv,8000,1960
mdv,9000,1965
mdv,13000,1970
mdv,14000,1975
mdv,16000,1980
mdv,18000,1985
mdv,23000,1990
mdv,26000,1995
mdv,35000,2000
mdv,39000,2005
mdv,38000,2010
mdv,31000,2015
mdv,26000,2020
mdv,28000,2025
mdv,30000,2030
mdv,31000,2035
mdv,30000,2040
mdv,28000,2045
mdv,26000,2050
mli,427000,1950
mli,471000,1955
mli,524000,1960
mli,551000,1965
mli,582000,1970
mli,686000,1975
mli,757000,1980
mli,851000,1985
mli,938000,1990
mli,1021000,1995
mli,1189000,2000
mli,1353000,2005
mli,1494000,2010
mli,1629000,2015
mli,1836000,2020
mli,2102000,2025
mli,2302000,2030
mli,2433000,2035
mli,2529000,2040
mli,2596000,2045
mli,2687000,2050
mlt,28000,1950
mlt,29000,1955
mlt,28000,1960
mlt,35000,1965
mlt,32000,1970
mlt,27000,1975
mlt,27000,1980
mlt,24000,1985
mlt,26000,1990
mlt,29000,1995
mlt,29000,2000
mlt,29000,2005
mlt,27000,2010
mlt,24000,2015
mlt,20000,2020
mlt,19000,2025
mlt,20000,2030
mlt,20000,2035
mlt,20000,2040
mlt,19000,2045
mlt,18000,2050
mtq,21000,1950
mtq,24000,1955
mtq,26000,1960
mtq,30000,1965
mtq,34000,1970
mtq,40000,1975
mtq,42000,1980
mtq,38000,1985
mtq,36000,1990
mtq,28000,1995
mtq,28000,2000
mtq,29000,2005
mtq,30000,2010
mtq,28000,2015
mtq,27000,2020
mtq,24000,2025
mtq,23000,2030
mtq,23000,2035
mtq,23000,2040
mtq,22000,2045
mtq,20000,2050
mrt,70000,1950
mrt,78000,1955
mrt,88000,1960
mrt,100000,1965
mrt,113000,1970
mrt,140000,1975
mrt,164000,1980
mrt,189000,1985
mrt,217000,1990
mrt,251000,1995
mrt,285000,2000
mrt,323000,2005
mrt,356000,2010
mrt,391000,2015
mrt,429000,2020
mrt,463000,2025
mrt,484000,2030
mrt,487000,2035
mrt,491000,2040
mrt,498000,2045
mrt,507000,2050
mus,51000,1950
mus,58000,1955
mus,68000,1960
mus,78000,1965
mus,92000,1970
mus,103000,1975
mus,110000,1980
mus,118000,1985
mus,112000,1990
mus,105000,1995
mus,101000,2000
mus,97000,2005
mus,110000,2010
mus,103000,2015
mus,96000,2020
mus,88000,2025
mus,91000,2030
mus,92000,2035
mus,90000,2040
mus,87000,2045
mus,84000,2050
myt,1000,1950
myt,2000,1955
myt,2000,1960
myt,3000,1965
myt,4000,1970
myt,5000,1975
myt,6000,1980
myt,8000,1985
myt,11000,1990
myt,14000,1995
myt,16000,2000
myt,19000,2005
myt,23000,2010
myt,27000,2015
myt,26000,2020
myt,25000,2025
myt,26000,2030
myt,28000,2035
myt,29000,2040
myt,29000,2045
myt,27000,2050
mex,2842000,1950
mex,3057000,1955
mex,3705000,1960
mex,4302000,1965
mex,5571000,1970
mex,6556000,1975
mex,7529000,1980
mex,8546000,1985
mex,10040000,1990
mex,10220000,1995
mex,10150000,2000
mex,10070000,2005
mex,10440000,2010
mex,10110000,2015
mex,9749000,2020
mex,9330000,2025
mex,8788000,2030
mex,8141000,2035
mex,7832000,2040
mex,7677000,2045
mex,7360000,2050
fsm,3000,1950
fsm,4000,1955
fsm,4000,1960
fsm,5000,1965
fsm,7000,1970
fsm,7000,1975
fsm,8000,1980
fsm,10000,1985
fsm,11000,1990
fsm,13000,1995
fsm,13000,2000
fsm,13000,2005
fsm,13000,2010
fsm,13000,2015
fsm,13000,2020
fsm,12000,2025
fsm,12000,2030
fsm,12000,2035
fsm,11000,2040
fsm,11000,2045
fsm,10000,2050
mda,223000,1950
mda,261000,1955
mda,225000,1960
mda,230000,1965
mda,349000,1970
mda,399000,1975
mda,379000,1980
mda,336000,1985
mda,340000,1990
mda,366000,1995
mda,367000,2000
mda,381000,2005
mda,291000,2010
mda,192000,2015
mda,162000,2020
mda,198000,2025
mda,203000,2030
mda,190000,2035
mda,164000,2040
mda,142000,2045
mda,135000,2050
mng,76000,1950
mng,86000,1955
mng,99000,1960
mng,113000,1965
mng,129000,1970
mng,150000,1975
mng,176000,1980
mng,204000,1985
mng,245000,1990
mng,250000,1995
mng,270000,2000
mng,317000,2005
mng,275000,2010
mng,235000,2015
mng,213000,2020
mng,234000,2025
mng,240000,2030
mng,241000,2035
mng,234000,2040
mng,215000,2045
mng,200000,2050
mne,43000,1950
mne,46000,1955
mne,38000,1960
mne,48000,1965
mne,56000,1970
mne,56000,1975
mne,57000,1980
mne,50000,1985
mne,49000,1990
mne,52000,1995
mne,54000,2000
mne,50000,2005
mne,42000,2010
mne,42000,2015
mne,40000,2020
mne,37000,2025
mne,38000,2030
mne,37000,2035
mne,37000,2040
mne,36000,2045
mne,35000,2050
mar,930000,1950
mar,1057000,1955
mar,1216000,1960
mar,1247000,1965
mar,1489000,1970
mar,1910000,1975
mar,2106000,1980
mar,2388000,1985
mar,2705000,1990
mar,2947000,1995
mar,3313000,2000
mar,3294000,2005
mar,3178000,2010
mar,2993000,2015
mar,2885000,2020
mar,3046000,2025
mar,3139000,2030
mar,3093000,2035
mar,2939000,2040
mar,2773000,2045
mar,2675000,2050
moz,650000,1950
moz,703000,1955
moz,770000,1960
moz,841000,1965
moz,940000,1970
moz,1075000,1975
moz,1238000,1980
moz,1378000,1985
moz,1506000,1990
moz,1726000,1995
moz,1928000,2000
moz,2181000,2005
moz,2480000,2010
moz,2864000,2015
moz,3367000,2020
moz,3584000,2025
moz,3734000,2030
moz,3877000,2035
moz,4034000,2040
moz,4180000,2045
moz,4269000,2050
mmr,1731000,1950
mmr,1629000,1955
mmr,1688000,1960
mmr,2010000,1965
mmr,2827000,1970
mmr,3152000,1975
mmr,3483000,1980
mmr,3919000,1985
mmr,4487000,1990
mmr,4714000,1995
mmr,5026000,2000
mmr,4746000,2005
mmr,4518000,2010
mmr,4291000,2015
mmr,4404000,2020
mmr,4487000,2025
mmr,4487000,2030
mmr,4332000,2035
mmr,4129000,2040
mmr,3976000,2045
mmr,3888000,2050
nam,47000,1950
nam,50000,1955
nam,58000,1960
nam,67000,1965
nam,79000,1970
nam,92000,1975
nam,104000,1980
nam,124000,1985
nam,159000,1990
nam,181000,1995
nam,199000,2000
nam,228000,2005
nam,253000,2010
nam,255000,2015
nam,263000,2020
nam,278000,2025
nam,287000,2030
nam,296000,2035
nam,300000,2040
nam,299000,2045
nam,295000,2050
npl,871000,1950
npl,953000,1955
npl,1032000,1960
npl,1027000,1965
npl,1191000,1970
npl,1360000,1975
npl,1547000,1980
npl,1754000,1985
npl,2007000,1990
npl,2295000,1995
npl,2610000,2000
npl,2935000,2005
npl,3312000,2010
npl,3592000,2015
npl,3575000,2020
npl,3433000,2025
npl,3520000,2030
npl,3696000,2035
npl,3763000,2040
npl,3701000,2045
npl,3597000,2050
nld,811000,1950
nld,817000,1955
nld,914000,1960
nld,1183000,1965
nld,1111000,1970
nld,1172000,1975
nld,1255000,1980
nld,1234000,1985
nld,1078000,1990
nld,925000,1995
nld,929000,2000
nld,992000,2005
nld,1021000,2010
nld,1016000,2015
nld,1029000,2020
nld,962000,2025
nld,931000,2030
nld,948000,2035
nld,981000,2040
nld,989000,2045
nld,980000,2050
ant,10000,1950
ant,10000,1955
ant,12000,1960
ant,15000,1965
ant,18000,1970
ant,20000,1975
ant,20000,1980
ant,17000,1985
ant,15000,1990
ant,14000,1995
ant,13000,2000
ant,13000,2005
ant,13000,2010
ant,11000,2015
ant,11000,2020
ant,11000,2025
ant,11000,2030
ant,10000,2035
ant,9000,2040
ant,9000,2045
ant,8000,2050
ncl,6000,1950
ncl,6000,1955
ncl,7000,1960
ncl,8000,1965
ncl,10000,1970
ncl,13000,1975
ncl,15000,1980
ncl,17000,1985
ncl,18000,1990
ncl,18000,1995
ncl,19000,2000
ncl,21000,2005
ncl,22000,2010
ncl,23000,2015
ncl,22000,2020
ncl,21000,2025
ncl,22000,2030
ncl,22000,2035
ncl,22000,2040
ncl,22000,2045
ncl,22000,2050
nzl,133000,1950
nzl,149000,1955
nzl,183000,1960
nzl,243000,1965
nzl,262000,1970
nzl,298000,1975
nzl,313000,1980
nzl,301000,1985
nzl,290000,1990
nzl,269000,1995
nzl,275000,2000
nzl,307000,2005
nzl,319000,2010
nzl,299000,2015
nzl,297000,2020
nzl,305000,2025
nzl,311000,2030
nzl,310000,2035
nzl,308000,2040
nzl,303000,2045
nzl,301000,2050
nic,139000,1950
nic,154000,1955
nic,175000,1960
nic,185000,1965
nic,272000,1970
nic,327000,1975
nic,353000,1980
nic,397000,1985
nic,460000,1990
nic,535000,1995
nic,606000,2000
nic,624000,2005
nic,665000,2010
nic,648000,2015
nic,622000,2020
nic,640000,2025
nic,644000,2030
nic,631000,2035
nic,606000,2040
nic,578000,2045
nic,553000,2050
ner,265000,1950
ner,317000,1955
ner,379000,1960
ner,407000,1965
ner,432000,1970
ner,502000,1975
ner,564000,1980
ner,732000,1985
ner,773000,1990
ner,996000,1995
ner,1115000,2000
ner,1340000,2005
ner,1606000,2010
ner,1964000,2015
ner,2398000,2020
ner,3143000,2025
ner,3658000,2030
ner,4238000,2035
ner,4923000,2040
ner,5705000,2045
ner,6462000,2050
nga,3689000,1950
nga,4097000,1955
nga,4532000,1960
nga,4911000,1965
nga,5753000,1970
nga,6504000,1975
nga,7462000,1980
nga,8389000,1985
nga,9969000,1990
nga,11950000,1995
nga,13740000,2000
nga,15260000,2005
nga,16900000,2010
nga,18830000,2015
nga,21030000,2020
nga,23170000,2025
nga,24300000,2030
nga,24650000,2035
nga,24780000,2040
nga,25140000,2045
nga,25660000,2050
nor,204000,1950
nor,210000,1955
nor,262000,1960
nor,317000,1965
nor,302000,1970
nor,309000,1975
nor,314000,1980
nor,335000,1985
nor,315000,1990
nor,269000,1995
nor,266000,2000
nor,297000,2005
nor,327000,2010
nor,324000,2015
nor,310000,2020
nor,318000,2025
nor,312000,2030
nor,320000,2035
nor,331000,2040
nor,336000,2045
nor,335000,2050
omn,46000,1950
omn,51000,1955
omn,58000,1960
omn,67000,1965
omn,82000,1970
omn,96000,1975
omn,115000,1980
omn,140000,1985
omn,164000,1990
omn,204000,1995
omn,251000,2000
omn,277000,2005
omn,290000,2010
omn,306000,2015
omn,290000,2020
omn,300000,2025
omn,327000,2030
omn,339000,2035
omn,340000,2040
omn,333000,2045
omn,323000,2050
pak,3495000,1950
pak,3967000,1955
pak,4659000,1960
pak,5017000,1965
pak,5759000,1970
pak,6680000,1975
pak,7951000,1980
pak,10050000,1985
pak,11950000,1990
pak,13360000,1995
pak,16050000,2000
pak,19150000,2005
pak,19900000,2010
pak,20700000,2015
pak,22040000,2020
pak,23770000,2025
pak,25420000,2030
pak,25770000,2035
pak,25660000,2040
pak,25570000,2045
pak,25730000,2050
pan,81000,1950
pan,92000,1955
pan,111000,1960
pan,130000,1965
pan,153000,1970
pan,182000,1975
pan,216000,1980
pan,247000,1985
pan,264000,1990
pan,266000,1995
pan,280000,2000
pan,300000,2005
pan,308000,2010
pan,330000,2015
pan,342000,2020
pan,344000,2025
pan,342000,2030
pan,342000,2035
pan,343000,2040
pan,340000,2045
pan,333000,2050
png,184000,1950
png,197000,1955
png,211000,1960
png,242000,1965
png,280000,1970
png,310000,1975
png,372000,1980
png,419000,1985
png,477000,1990
png,496000,1995
png,557000,2000
png,629000,2005
png,722000,2010
png,837000,2015
png,897000,2020
png,951000,2025
png,992000,2030
png,1016000,2035
png,1050000,2040
png,1075000,2045
png,1084000,2050
pry,149000,1950
pry,172000,1955
pry,192000,1960
pry,228000,1965
pry,279000,1970
pry,313000,1975
pry,354000,1980
pry,401000,1985
pry,423000,1990
pry,494000,1995
pry,593000,2000
pry,643000,2005
pry,675000,2010
pry,697000,2015
pry,715000,2020
pry,727000,2025
pry,735000,2030
pry,733000,2035
pry,722000,2040
pry,709000,2045
pry,697000,2050
per,779000,1950
per,869000,1955
per,963000,1960
per,1127000,1965
per,1357000,1970
per,1600000,1975
per,1889000,1980
per,2122000,1985
per,2350000,1990
per,2585000,1995
per,2674000,2000
per,2831000,2005
per,2894000,2010
per,2889000,2015
per,2886000,2020
per,2885000,2025
per,2796000,2030
