energy_production_per_person,geo,time
0.001834,aze,1996
0.001781,aze,1997
0.002048,aze,1998
0.002368,aze,1999
0.002338,aze,2000
0.00239,aze,2001
0.002385,aze,2002
0.002367,aze,2003
0.002365,aze,2004
0.003171,aze,2005
0.004382,aze,2006
0.005908,aze,2007
0.006556,aze,2008
0.00712,aze,2009
0.0486,bhr,1971
0.04415,bhr,1972
0.04543,bhr,1973
0.04572,bhr,1974
0.03756,bhr,1975
0.03661,bhr,1976
0.03976,bhr,1977
0.03639,bhr,1978
0.03547,bhr,1979
0.03349,bhr,1980
0.0348,bhr,1981
0.02766,bhr,1982
0.02515,bhr,1983
0.0275,bhr,1984
0.0266,bhr,1985
0.02927,bhr,1986
0.02889,bhr,1987
0.02847,bhr,1988
0.02795,bhr,1989
0.02726,bhr,1990
0.02561,bhr,1991
0.02594,bhr,1992
0.02603,bhr,1993
0.02491,bhr,1994
0.02441,bhr,1995
0.02422,bhr,1996
0.0241,bhr,1997
0.02409,bhr,1998
0.02318,bhr,1999
0.02328,bhr,2000
0.02314,bhr,2001
0.02378,bhr,2002
0.02416,bhr,2003
0.02356,bhr,2004
0.02225,bhr,2005
0.02033,bhr,2006
0.01838,bhr,2007
0.01662,bhr,2008
0.015,bhr,2009
7.146e-05,bgd,1971
7.354e-05,bgd,1972
7.75e-05,bgd,1973
7.871e-05,bgd,1974
7.729e-05,bgd,1975
8.027e-05,bgd,1976
8.148e-05,bgd,1977
8.118e-05,bgd,1978
8.173e-05,bgd,1979
8.366e-05,bgd,1980
8.298e-05,bgd,1981
8.608e-05,bgd,1982
8.895e-05,bgd,1983
8.875e-05,bgd,1984
9.12e-05,bgd,1985
9.439e-05,bgd,1986
9.011e-05,bgd,1987
9.817e-05,bgd,1988
9.96e-05,bgd,1989
0.0001022,bgd,1990
0.0001007,bgd,1991
0.0001031,bgd,1992
0.0001061,bgd,1993
0.0001082,bgd,1994
0.0001087,bgd,1995
0.0001081,bgd,1996
0.000107,bgd,1997
0.0001098,bgd,1998
0.0001135,bgd,1999
0.000117,bgd,2000
0.0001226,bgd,2001
0.0001247,bgd,2002
0.0001286,bgd,2003
0.0001329,bgd,2004
0.0001376,bgd,2005
0.0001491,bgd,2006
0.0001537,bgd,2007
0.0001608,bgd,2008
0.0001689,bgd,2009
0.0003256,blr,1990
0.0003379,blr,1991
0.0003399,blr,1992
0.0003127,blr,1993
0.0003346,blr,1994
0.000323,blr,1995
0.0003247,blr,1996
0.000325,blr,1997
0.0003145,blr,1998
0.0003469,blr,1999
0.0003498,blr,2000
0.0003596,blr,2001
0.0003693,blr,2002
0.0003608,blr,2003
0.0003674,blr,2004
0.0003881,blr,2005
0.0004006,blr,2006
0.0004122,blr,2007
0.0004165,blr,2008
0.0004198,blr,2009
0.001529,bel,1960
0.001457,bel,1961
0.001427,bel,1962
0.001432,bel,1963
0.001416,bel,1964
0.001309,bel,1965
0.001152,bel,1966
0.00108,bel,1967
0.0009697,bel,1968
0.0008614,bel,1969
0.0007398,bel,1970
0.0007085,bel,1971
0.0006773,bel,1972
0.0006689,bel,1973
0.0006308,bel,1974
0.0008138,bel,1975
0.0008849,bel,1976
0.000922,bel,1977
0.0008413,bel,1978
0.0007739,bel,1979
0.0008218,bel,1980
0.0008302,bel,1981
0.0009213,bel,1982
0.001113,bel,1983
0.001232,bel,1984
0.001418,bel,1985
0.001491,bel,1986
0.001467,bel,1987
0.001358,bel,1988
0.001306,bel,1989
0.001317,bel,1990
0.0013,bel,1991
0.001272,bel,1992
0.001206,bel,1993
0.001156,bel,1994
0.001184,bel,1995
0.001224,bel,1996
0.001325,bel,1997
0.001294,bel,1998
0.00137,bel,1999
0.00135,bel,2000
0.001305,bel,2001
0.001316,bel,2002
0.001329,bel,2003
0.001327,bel,2004
0.001335,bel,2005
0.001315,bel,2006
0.001363,bel,2007
0.001372,bel,2008
0.001437,bel,2009
0.001433,bel,2010
0.0003446,ben,1971
0.0003439,ben,1972
0.0003432,ben,1973
0.0003422,ben,1974
0.0003412,ben,1975
0.0003398,ben,1976
0.0003384,ben,1977
0.0003373,ben,1978
0.0003362,ben,1979
0.0003356,ben,1980
0.0003934,ben,1981
0.0003946,ben,1982
0.0003386,ben,1983
0.0003334,ben,1984
0.0004115,ben,1985
0.0004185,ben,1986
0.0004036,ben,1987
0.0003843,ben,1988
0.0003714,ben,1989
0.0003716,ben,1990
0.0003655,ben,1991
0.0003485,ben,1992
0.0003473,ben,1993
0.0003381,ben,1994
0.0003277,ben,1995
0.0003302,ben,1996
0.0003152,ben,1997
0.0003005,ben,1998
0.0002821,ben,1999
0.0002217,ben,2000
0.0002217,ben,2001
0.0002228,ben,2002
0.00022,ben,2003
0.0002194,ben,2004
0.000219,ben,2005
0.0002321,ben,2006
0.0002323,ben,2007
0.0002322,ben,2008
0.000232,ben,2009
0.0005313,bol,1971
0.0008558,bol,1972
0.001007,bol,1973
0.000959,bol,1974
0.0008957,bol,1975
0.0008957,bol,1976
0.0008346,bol,1977
0.0007891,bol,1978
0.0007568,bol,1979
0.0008155,bol,1980
0.0008249,bol,1981
0.0008443,bol,1982
0.0008424,bol,1983
0.0008141,bol,1984
0.0007931,bol,1985
0.0007643,bol,1986
0.0007113,bol,1987
0.0007279,bol,1988
0.0007303,bol,1989
0.0007394,bol,1990
0.0007414,bol,1991
0.0007252,bol,1992
0.0007212,bol,1993
0.0007627,bol,1994
0.0007728,bol,1995
0.0007782,bol,1996
0.0007426,bol,1997
0.0007513,bol,1998
0.0006377,bol,1999
0.0006672,bol,2000
0.0007344,bol,2001
0.0008155,bol,2002
0.0009129,bol,2003
0.001198,bol,2004
0.001522,bol,2005
0.001574,bol,2006
0.001639,bol,2007
0.001681,bol,2008
0.001452,bol,2009
0.001069,bih,1990
0.00104,bih,1991
0.0009265,bih,1992
0.0008506,bih,1993
0.000219,bih,1994
0.0002451,bih,1995
0.0003356,bih,1996
0.0006376,bih,1997
0.0007402,bih,1998
0.0007259,bih,1999
0.0008328,bih,2000
0.0008258,bih,2001
0.000877,bih,2002
0.0009212,bih,2003
0.0009492,bih,2004
0.0009644,bih,2005
0.001048,bih,2006
0.001044,bih,2007
0.001152,bih,2008
0.001187,bih,2009
0.0005847,bwa,1981
0.000596,bwa,1982
0.0005767,bwa,1983
0.0005684,bwa,1984
0.0005849,bwa,1985
0.0006049,bwa,1986
0.0005755,bwa,1987
0.0006673,bwa,1988
0.0006817,bwa,1989
0.0006586,bwa,1990
0.0006573,bwa,1991
0.0007095,bwa,1992
0.0006978,bwa,1993
0.00069,bwa,1994
0.0006681,bwa,1995
0.0005993,bwa,1996
0.0005972,bwa,1997
0.0006575,bwa,1998
0.0006512,bwa,1999
0.0006409,bwa,2000
0.0006255,bwa,2001
0.000619,bwa,2002
0.000562,bwa,2003
0.0005499,bwa,2004
0.0005666,bwa,2005
0.0005551,bwa,2006
0.000508,bwa,2007
0.0005304,bwa,2008
0.0004734,bwa,2009
0.000499,bra,1971
0.0004997,bra,1972
0.0004963,bra,1973
0.0005069,bra,1974
0.0004982,bra,1975
0.0004889,bra,1976
0.0004923,bra,1977
0.0004923,bra,1978
0.0005094,bra,1979
0.0005287,bra,1980
0.0005341,bra,1981
0.0005573,bra,1982
0.0006139,bra,1983
0.0007051,bra,1984
0.0007515,bra,1985
0.0007333,bra,1986
0.0007439,bra,1987
0.0007249,bra,1988
0.0007319,bra,1989
0.0006962,bra,1990
0.0006887,bra,1991
0.0006776,bra,1992
0.0006731,bra,1993
0.0006944,bra,1994
0.0006925,bra,1995
0.0007217,bra,1996
0.000757,bra,1997
0.0007881,bra,1998
0.0008227,bra,1999
0.0008501,bra,2000
0.0008602,bra,2001
0.0009339,bra,2002
0.0009818,bra,2003
0.0009933,bra,2004
0.001047,bra,2005
0.001099,bra,2006
0.00114,bra,2007
0.001191,bra,2008
0.001192,bra,2009
0.05076,brn,1971
0.06814,brn,1972
0.09166,brn,1973
0.09064,brn,1974
0.09111,brn,1975
0.1082,brn,1976
0.1111,brn,1977
0.1072,brn,1978
0.1111,brn,1979
0.1117,brn,1980
0.08558,brn,1981
0.08435,brn,1982
0.08307,brn,1983
0.07702,brn,1984
0.07333,brn,1985
0.06941,brn,1986
0.06704,brn,1987
0.06356,brn,1988
0.06234,brn,1989
0.06204,brn,1990
0.06309,brn,1991
0.06567,brn,1992
0.06259,brn,1993
0.06247,brn,1994
0.06298,brn,1995
0.05946,brn,1996
0.05758,brn,1997
0.05433,brn,1998
0.05813,brn,1999
0.06019,brn,2000
0.05938,brn,2001
0.05933,brn,2002
0.06078,brn,2003
0.05829,brn,2004
0.058,brn,2005
0.06026,brn,2006
0.05496,brn,2007
0.05492,brn,2008
0.04833,brn,2009
0.0006687,bgr,1971
0.0006515,bgr,1972
0.0006337,bgr,1973
0.0005936,bgr,1974
0.0007039,bgr,1975
0.0007263,bgr,1976
0.0007472,bgr,1977
0.0007639,bgr,1978
0.000829,bgr,1979
0.0008731,bgr,1980
0.0009597,bgr,1981
0.001049,bgr,1982
0.001079,bgr,1983
0.00111,bgr,1984
0.001064,bgr,1985
0.001103,bgr,1986
0.001123,bgr,1987
0.001178,bgr,1988
0.001142,bgr,1989
0.00109,bgr,1990
0.0009726,bgr,1991
0.001021,bgr,1992
0.001086,bgr,1993
0.001115,bgr,1994
0.001232,bgr,1995
0.00129,bgr,1996
0.001246,bgr,1997
0.001249,bgr,1998
0.001135,bgr,1999
0.001239,bgr,2000
0.00131,bgr,2001
0.001349,bgr,2002
0.001304,bgr,2003
0.001319,bgr,2004
0.001376,bgr,2005
0.001435,bgr,2006
0.001305,bgr,2007
0.001349,bgr,2008
0.001303,bgr,2009
0.0002597,khm,1995
0.0002582,khm,1996
0.0002572,khm,1997
0.0002568,khm,1998
0.0002568,khm,1999
0.0002573,khm,2000
0.0002573,khm,2001
0.000258,khm,2002
0.0002587,khm,2003
0.0002594,khm,2004
0.0002604,khm,2005
0.0002616,khm,2006
0.0002629,khm,2007
0.000261,khm,2008
0.0002624,khm,2009
0.0003492,cmr,1971
0.0003469,cmr,1972
0.0003445,cmr,1973
0.0003438,cmr,1974
0.0003432,cmr,1975
0.0003416,cmr,1976
0.0003451,cmr,1977
0.0003997,cmr,1978
0.0005693,cmr,1979
0.0007363,cmr,1980
0.0008602,cmr,1981
0.0009373,cmr,1982
0.0009438,cmr,1983
0.001213,cmr,1984
0.001187,cmr,1985
0.001147,cmr,1986
0.001127,cmr,1987
0.001046,cmr,1988
0.0009786,cmr,1989
0.000901,cmr,1990
0.0008561,cmr,1991
0.0008413,cmr,1992
0.0007895,cmr,1993
0.0007688,cmr,1994
0.0007027,cmr,1995
0.0007189,cmr,1996
0.0007456,cmr,1997
0.0007513,cmr,1998
0.0007173,cmr,1999
0.0007108,cmr,2000
0.0006668,cmr,2001
0.0006721,cmr,2002
0.0006493,cmr,2003
0.0006296,cmr,2004
0.0005986,cmr,2005
0.0005716,cmr,2006
0.0005039,cmr,2007
0.0004959,cmr,2008
0.0004615,cmr,2009
0.003188,can,1960
0.003514,can,1961
0.00398,can,1962
0.004158,can,1963
0.004417,can,1964
0.004559,can,1965
0.004823,can,1966
0.005076,can,1967
0.00541,can,1968
0.005881,can,1969
0.006666,can,1970
0.007068,can,1971
0.007913,can,1972
0.008765,can,1973
0.008387,can,1974
0.008104,can,1975
0.007778,can,1976
0.008015,can,1977
0.007969,can,1978
0.008665,can,1979
0.00846,can,1980
0.008102,can,1981
0.008103,can,1982
0.0082,can,1983
0.008956,can,1984
0.009335,can,1985
0.009155,can,1986
0.009516,can,1987
0.01012,can,1988
0.01003,can,1989
0.009881,can,1990
0.01017,can,1991
0.01037,can,1992
0.01101,can,1993
0.01167,can,1994
0.01191,can,1995
0.01211,can,1996
0.01223,can,1997
0.01213,can,1998
0.01199,can,1999
0.01215,can,2000
0.01217,can,2001
0.01228,can,2002
0.01222,can,2003
0.01246,can,2004
0.01242,can,2005
0.01259,can,2006
0.01263,can,2007
0.01218,can,2008
0.01158,can,2009
0.01163,can,2010
0.0005479,chl,1971
0.0005447,chl,1972
0.0005033,chl,1973
0.0004968,chl,1974
0.0004784,chl,1975
0.0004903,chl,1976
0.0004918,chl,1977
0.0004889,chl,1978
0.0004551,chl,1979
0.0005189,chl,1980
0.0005475,chl,1981
0.0005512,chl,1982
0.0005537,chl,1983
0.0005669,chl,1984
0.0005623,chl,1985
0.0005697,chl,1986
0.0005651,chl,1987
0.0005693,chl,1988
0.0005745,chl,1989
0.0005665,chl,1990
0.0005876,chl,1991
0.0005978,chl,1992
0.0005583,chl,1993
0.0005543,chl,1994
0.0005445,chl,1995
0.0005382,chl,1996
0.000533,chl,1997
0.0005087,chl,1998
0.0004922,chl,1999
0.0005263,chl,2000
0.0005516,chl,2001
0.0005451,chl,2002
0.0005073,chl,2003
0.000501,chl,2004
0.0005443,chl,2005
0.000556,chl,2006
0.0005109,chl,2007
0.0005392,chl,2008
0.0005484,chl,2009
0.0005584,chl,2010
0.0004712,chn,1971
0.0004834,chn,1972
0.0004911,chn,1973
0.000497,chn,1974
0.0005433,chn,1975
0.0005499,chn,1976
0.0005887,chn,1977
0.000631,chn,1978
0.0006376,chn,1979
0.000626,chn,1980
0.0006144,chn,1981
0.0006311,chn,1982
0.0006529,chn,1983
0.0006893,chn,1984
0.0007037,chn,1985
0.0007106,chn,1986
0.0007194,chn,1987
0.0007359,chn,1988
0.0007609,chn,1989
0.0007739,chn,1990
0.000771,chn,1991
0.0007761,chn,1992
0.0007912,chn,1993
0.000826,chn,1994
0.0008782,chn,1995
0.0008939,chn,1996
0.0008849,chn,1997
0.0008688,chn,1998
0.0008429,chn,1999
0.0008384,chn,2000
0.0008559,chn,2001
0.0009108,chn,2002
0.001018,chn,2003
0.001148,chn,2004
0.001241,chn,2005
0.001315,chn,2006
0.001381,chn,2007
0.001498,chn,2008
0.001562,chn,2009
0.000886,col,1971
0.0008114,col,1972
0.0007505,col,1973
0.0007205,col,1974
0.0007125,col,1975
0.000681,col,1976
0.0006655,col,1977
0.0006813,col,1978
0.0006706,col,1979
0.0006589,col,1980
0.0006712,col,1981
0.0006978,col,1982
0.0007169,col,1983
0.0007746,col,1984
0.0008312,col,1985
0.001073,col,1986
0.001265,col,1987
0.001259,col,1988
0.001353,col,1989
0.001451,col,1990
0.001375,col,1991
0.001404,col,1992
0.001404,col,1993
0.001432,col,1994
0.001649,col,1995
0.00177,col,1996
0.001789,col,1997
0.001914,col,1998
0.001956,col,1999
0.001843,col,2000
0.001805,col,2001
0.001681,col,2002
0.00178,col,2003
0.001797,col,2004
0.001847,col,2005
0.001936,col,2006
0.001975,col,2007
0.00208,col,2008
0.002172,col,2009
0.0002846,cod,1971
0.0002844,cod,1972
0.0002851,cod,1973
0.0002827,cod,1974
0.0002846,cod,1975
0.0003355,cod,1976
0.0003296,cod,1977
0.000318,cod,1978
0.0003218,cod,1979
0.0003176,cod,1980
0.0003218,cod,1981
0.0003245,cod,1982
0.0003292,cod,1983
0.0003409,cod,1984
0.0003433,cod,1985
0.0003414,cod,1986
0.0003384,cod,1987
0.0003345,cod,1988
0.0003329,cod,1989
0.0003301,cod,1990
0.000323,cod,1991
0.0003159,cod,1992
0.0003087,cod,1993
0.0003074,cod,1994
0.0003109,cod,1995
0.0003125,cod,1996
0.0003098,cod,1997
0.0003093,cod,1998
0.0003108,cod,1999
0.0003528,cod,2000
0.0003567,cod,2001
0.0003562,cod,2002
0.0003589,cod,2003
0.0003627,cod,2004
0.0003615,cod,2005
0.0003623,cod,2006
0.0003632,cod,2007
0.0003627,cod,2008
0.0003636,cod,2009
0.0002431,cog,1971
0.0004735,cog,1972
0.001667,cog,1973
0.001895,cog,1974
0.001426,cog,1975
0.001567,cog,1976
0.001363,cog,1977
0.001694,cog,1978
0.001849,cog,1979
0.002123,cog,1980
0.002482,cog,1981
0.002693,cog,1982
0.002988,cog,1983
0.003234,cog,1984
0.003082,cog,1985
0.003061,cog,1986
0.003152,cog,1987
0.003399,cog,1988
0.003727,cog,1989
0.003661,cog,1990
0.003579,cog,1991
0.003725,cog,1992
0.003986,cog,1993
0.003688,cog,1994
0.003678,cog,1995
0.003986,cog,1996
0.004311,cog,1997
0.004594,cog,1998
0.004778,cog,1999
0.004651,cog,2000
0.004231,cog,2001
0.003992,cog,2002
0.003586,cog,2003
0.00364,cog,2004
0.003861,cog,2005
0.004232,cog,2006
0.003354,cog,2007
0.003453,cog,2008
0.003876,cog,2009
0.0003555,cri,1971
0.0003568,cri,1972
0.0003508,cri,1973
0.0003461,cri,1974
0.0003415,cri,1975
0.0003419,cri,1976
0.0003214,cri,1977
0.0003236,cri,1978
0.0003231,cri,1979
0.0003273,cri,1980
0.0003254,cri,1981
0.0003188,cri,1982
0.0003265,cri,1983
0.0003793,cri,1984
0.0003727,cri,1985
0.000357,cri,1986
0.000356,cri,1987
0.0003459,cri,1988
0.0003322,cri,1989
0.0003361,cri,1990
0.0003355,cri,1991
0.000396,cri,1992
0.0002948,cri,1993
0.000288,cri,1994
0.0002772,cri,1995
0.0002795,cri,1996
0.000282,cri,1997
0.0002546,cri,1998
0.0002892,cri,1999
0.0003264,cri,2000
0.0003165,cri,2001
0.0003463,cri,2002
0.000347,cri,2003
0.0004931,cri,2004
0.0005362,cri,2005
0.0005741,cri,2006
0.000619,cri,2007
0.0005905,cri,2008
0.0005899,cri,2009
0.0002898,civ,1971
0.0002883,civ,1972
0.0002845,civ,1973
0.0002827,civ,1974
0.0002806,civ,1975
0.000277,civ,1976
0.0002726,civ,1977
0.000269,civ,1978
0.0002722,civ,1979
0.0002845,civ,1980
0.0003204,civ,1981
0.0003555,civ,1982
0.0003717,civ,1983
0.0003586,civ,1984
0.0003622,civ,1985
0.0003504,civ,1986
0.0003319,civ,1987
0.000307,civ,1988
0.0002731,civ,1989
0.0002702,civ,1990
0.000267,civ,1991
0.0002829,civ,1992
0.0002843,civ,1993
0.0002842,civ,1994
0.0002894,civ,1995
0.0003419,civ,1996
0.0003512,civ,1997
0.0003409,civ,1998
0.0003709,civ,1999
0.0003626,civ,2000
0.0003536,civ,2001
0.00038,civ,2002
0.0003885,civ,2003
0.0005384,civ,2004
0.0005898,civ,2005
0.0006516,civ,2006
0.0006167,civ,2007
0.0006012,civ,2008
0.0006145,civ,2009
0.001137,hrv,1990
0.001056,hrv,1991
0.0009449,hrv,1992
0.000982,hrv,1993
0.000875,hrv,1994
0.0008955,hrv,1995
0.0009114,hrv,1996
0.0008903,hrv,1997
0.0008768,hrv,1998
0.0007926,hrv,1999
0.0007955,hrv,2000
0.0008372,hrv,2001
0.0008307,hrv,2002
0.0008409,hrv,2003
0.0008711,hrv,2004
0.0008565,hrv,2005
0.0009365,hrv,2006
0.0009175,hrv,2007
0.0008952,hrv,2008
0.0009217,hrv,2009
0.0006037,cub,1971
0.0005581,cub,1972
0.0005782,cub,1973
0.0005908,cub,1974
0.0005911,cub,1975
0.0005879,cub,1976
0.0006298,cub,1977
0.0006805,cub,1978
0.000701,cub,1979
0.0006647,cub,1980
0.0006653,cub,1981
0.0007208,cub,1982
0.0007325,cub,1983
0.0007473,cub,1984
0.0007373,cub,1985
0.0007648,cub,1986
0.0007696,cub,1987
0.0007801,cub,1988
0.0008274,cub,1989
0.0008926,cub,1990
0.0007838,cub,1991
0.0007808,cub,1992
0.0006069,cub,1993
0.0006185,cub,1994
0.0005675,cub,1995
0.0006095,cub,1996
0.0005941,cub,1997
0.0005498,cub,1998
0.000624,cub,1999
0.0007125,cub,2000
0.0007328,cub,2001
0.0007349,cub,2002
0.0007157,cub,2003
0.0006659,cub,2004
0.0005586,cub,2005
0.0005307,cub,2006
0.0005155,cub,2007
0.0005058,cub,2008
0.0004941,cub,2009
1.469e-05,cyp,1971
1.452e-05,cyp,1972
1.436e-05,cyp,1973
6.392e-06,cyp,1974
9.627e-06,cyp,1975
1.205e-05,cyp,1976
1.191e-05,cyp,1977
1.213e-05,cyp,1978
1.236e-05,cyp,1979
9.128e-06,cyp,1980
8.731e-06,cyp,1981
8.699e-06,cyp,1982
8.325e-06,cyp,1983
9.48e-06,cyp,1984
9.569e-06,cyp,1985
9.453e-06,cyp,1986
8.978e-06,cyp,1987
8.171e-06,cyp,1988
8.012e-06,cyp,1989
8.005e-06,cyp,1990
7.074e-06,cyp,1991
6.859e-06,cyp,1992
6.679e-06,cyp,1993
1.398e-05,cyp,1994
4.961e-05,cyp,1995
4.941e-05,cyp,1996
4.673e-05,cyp,1997
4.731e-05,cyp,1998
4.717e-05,cyp,1999
4.691e-05,cyp,2000
4.625e-05,cyp,2001
4.565e-05,cyp,2002
4.818e-05,cyp,2003
4.93e-05,cyp,2004
4.941e-05,cyp,2005
4.917e-05,cyp,2006
6.879e-05,cyp,2007
7.695e-05,cyp,2008
7.76e-05,cyp,2009
0.004068,cze,1971
0.004025,cze,1972
0.003891,cze,1973
0.003931,cze,1974
0.004052,cze,1975
0.004134,cze,1976
0.004281,cze,1977
0.004128,cze,1978
0.00423,cze,1979
0.004016,cze,1980
0.004018,cze,1981
0.004065,cze,1982
0.004123,cze,1983
0.004186,cze,1984
0.004142,cze,1985
0.004233,cze,1986
0.004339,cze,1987
0.004279,cze,1988
0.004119,cze,1989
0.003971,cze,1990
0.003743,cze,1991
0.003515,cze,1992
0.003464,cze,1993
0.003224,cze,1994
0.003141,cze,1995
0.003209,cze,1996
0.00325,cze,1997
0.003063,cze,1998
