energy_production_per_person,geo,time
0.002803,cze,1999
0.002993,cze,2000
0.003067,cze,2001
0.00308,cze,2002
0.003285,cze,2003
0.003386,cze,2004
0.003221,cze,2005
0.003271,cze,2006
0.003273,cze,2007
0.003163,cze,2008
0.002988,cze,2009
0.002996,cze,2010
0.0002173,dnk,1960
0.0002021,dnk,1961
0.0001977,dnk,1962
0.0001929,dnk,1963
0.0001705,dnk,1964
0.0001649,dnk,1965
0.0001543,dnk,1966
0.0001115,dnk,1967
6.756e-05,dnk,1968
3.814e-05,dnk,1969
7.664e-05,dnk,1970
6.639e-05,dnk,1971
8.704e-05,dnk,1972
8.499e-05,dnk,1973
8.88e-05,dnk,1974
0.000104,dnk,1975
0.0001174,dnk,1976
0.0001791,dnk,1977
0.0001717,dnk,1978
0.0001899,dnk,1979
0.0001859,dnk,1980
0.0003049,dnk,1981
0.0005031,dnk,1982
0.0006054,dnk,1983
0.0006909,dnk,1984
0.0009736,dnk,1985
0.001273,dnk,1986
0.001594,dnk,1987
0.001622,dnk,1988
0.001858,dnk,1989
0.001961,dnk,1990
0.002312,dnk,1991
0.002498,dnk,1992
0.002676,dnk,1993
0.002896,dnk,1994
0.002979,dnk,1995
0.003362,dnk,1996
0.003836,dnk,1997
0.003847,dnk,1998
0.00447,dnk,1999
0.005194,dnk,2000
0.005067,dnk,2001
0.005323,dnk,2002
0.005288,dnk,2003
0.00576,dnk,2004
0.005776,dnk,2005
0.005429,dnk,2006
0.004952,dnk,2007
0.004843,dnk,2008
0.004328,dnk,2009
0.004181,dnk,2010
0.0002614,dom,1971
0.0002615,dom,1972
0.0002469,dom,1973
0.000248,dom,1974
0.0002441,dom,1975
0.0002528,dom,1976
0.0002421,dom,1977
0.0002451,dom,1978
0.000247,dom,1979
0.000229,dom,1980
0.0002624,dom,1981
0.0002855,dom,1982
0.0002833,dom,1983
0.000303,dom,1984
0.0002085,dom,1985
0.0002085,dom,1986
0.0002087,dom,1987
0.0001703,dom,1988
0.0001434,dom,1989
0.0001433,dom,1990
0.0001422,dom,1991
0.0001794,dom,1992
0.0001897,dom,1993
0.000187,dom,1994
0.0001818,dom,1995
0.0001805,dom,1996
0.0001787,dom,1997
0.0001658,dom,1998
0.0001762,dom,1999
0.0001654,dom,2000
0.0001716,dom,2001
0.0001707,dom,2002
0.0001713,dom,2003
0.0001766,dom,2004
0.0002026,dom,2005
0.0002009,dom,2006
0.0001995,dom,2007
0.0001947,dom,2008
0.0001931,dom,2009
0.0002251,ecu,1971
0.0008369,ecu,1972
0.001826,ecu,1973
0.001527,ecu,1974
0.001371,ecu,1975
0.001525,ecu,1976
0.001465,ecu,1977
0.001541,ecu,1978
0.00154,ecu,1979
0.001477,ecu,1980
0.001473,ecu,1981
0.001421,ecu,1982
0.001582,ecu,1983
0.001687,ecu,1984
0.001758,ecu,1985
0.001762,ecu,1986
0.001104,ecu,1987
0.001747,ecu,1988
0.001599,ecu,1989
0.001606,ecu,1990
0.001647,ecu,1991
0.001711,ecu,1992
0.001798,ecu,1993
0.001923,ecu,1994
0.001944,ecu,1995
0.00189,ecu,1996
0.001866,ecu,1997
0.001793,ecu,1998
0.001765,ecu,1999
0.001835,ecu,2000
0.001831,ecu,2001
0.001739,ecu,2002
0.001825,ecu,2003
0.002219,ecu,2004
0.002191,ecu,2005
0.002191,ecu,2006
0.002088,ecu,2007
0.002031,ecu,2008
0.001916,ecu,2009
0.0004451,egy,1971
0.0003211,egy,1972
0.0002561,egy,1973
0.0002249,egy,1974
0.0003302,egy,1975
0.0004477,egy,1976
0.0005509,egy,1977
0.0006453,egy,1978
0.0006606,egy,1979
0.0007448,egy,1980
0.0007856,egy,1981
0.0007973,egy,1982
0.0008453,egy,1983
0.0009496,egy,1984
0.001011,egy,1985
0.0009224,egy,1986
0.001002,egy,1987
0.0009496,egy,1988
0.0009627,egy,1989
0.0009653,egy,1990
0.0009582,egy,1991
0.0009586,egy,1992
0.000996,egy,1993
0.00097,egy,1994
0.0009636,egy,1995
0.0009294,egy,1996
0.0008986,egy,1997
0.0008758,egy,1998
0.0008926,egy,1999
0.0008344,egy,2000
0.0008275,egy,2001
0.0008676,egy,2002
0.0009011,egy,2003
0.0008877,egy,2004
0.001036,egy,2005
0.001055,egy,2006
0.001069,egy,2007
0.001117,egy,2008
0.001106,egy,2009
0.0003271,slv,1971
0.0003287,slv,1972
0.0003297,slv,1973
0.0003366,slv,1974
0.0003688,slv,1975
0.0004396,slv,1976
0.0004452,slv,1977
0.0004656,slv,1978
0.0004487,slv,1979
0.0004107,slv,1980
0.0004541,slv,1981
0.0004688,slv,1982
0.0004399,slv,1983
0.0004427,slv,1984
0.000402,slv,1985
0.0003262,slv,1986
0.0003511,slv,1987
0.0003163,slv,1988
0.0003146,slv,1989
0.0003174,slv,1990
0.0003173,slv,1991
0.0003179,slv,1992
0.0003105,slv,1993
0.0003095,slv,1994
0.0003124,slv,1995
0.0003147,slv,1996
0.0003169,slv,1997
0.0003147,slv,1998
0.0003388,slv,1999
0.0003568,slv,2000
0.0003829,slv,2001
0.0003876,slv,2002
0.0003986,slv,2003
0.0003967,slv,2004
0.0004114,slv,2005
0.0004331,slv,2006
0.0004754,slv,2007
0.0005073,slv,2008
0.0005137,slv,2009
0.0002222,eri,1992
0.0002225,eri,1993
0.0002221,eri,1994
0.0002274,eri,1995
0.0002315,eri,1996
0.0002336,eri,1997
0.0001405,eri,1998
0.0001401,eri,1999
0.0001385,eri,2000
0.0001394,eri,2001
0.0001378,eri,2002
0.000136,eri,2003
0.0001115,eri,2004
0.0001114,eri,2005
0.0001108,eri,2006
0.0001104,eri,2007
0.0001103,eri,2008
0.0001101,eri,2009
0.003454,est,1990
0.003053,est,1991
0.002915,est,1992
0.002162,est,1993
0.002325,est,1994
0.002232,est,1995
0.002642,est,1996
0.002623,est,1997
0.002332,est,1998
0.002168,est,1999
0.00232,est,2000
0.002326,est,2001
0.002488,est,2002
0.002889,est,2003
0.002751,est,2004
0.002874,est,2005
0.002787,est,2006
0.003282,est,2007
0.003148,est,2008
0.003098,est,2009
0.003652,est,2010
0.000273,eth,1971
0.0002722,eth,1972
0.0002717,eth,1973
0.0002721,eth,1974
0.0002736,eth,1975
0.0002766,eth,1976
0.0002806,eth,1977
0.0002851,eth,1978
0.000289,eth,1979
0.0002916,eth,1980
0.0002927,eth,1981
0.0002927,eth,1982
0.0002918,eth,1983
0.0002906,eth,1984
0.0002893,eth,1985
0.0002886,eth,1986
0.0002884,eth,1987
0.0002886,eth,1988
0.0002892,eth,1989
0.0002907,eth,1990
0.0002908,eth,1991
0.0002908,eth,1992
0.0002738,eth,1993
0.000273,eth,1994
0.0002718,eth,1995
0.0002704,eth,1996
0.0002688,eth,1997
0.0002698,eth,1998
0.0002688,eth,1999
0.0002679,eth,2000
0.0002677,eth,2001
0.0002672,eth,2002
0.000267,eth,2003
0.0002671,eth,2004
0.0002673,eth,2005
0.0002679,eth,2006
0.0003701,eth,2007
0.0003723,eth,2008
0.0003741,eth,2009
0.001195,fin,1960
0.001232,fin,1961
0.001237,fin,1962
0.001192,fin,1963
0.001185,fin,1964
0.001193,fin,1965
0.001194,fin,1966
0.001182,fin,1967
0.001134,fin,1968
0.001095,fin,1969
0.001085,fin,1970
0.001078,fin,1971
0.00105,fin,1972
0.001046,fin,1973
0.001063,fin,1974
0.0009274,fin,1975
0.00088,fin,1976
0.001067,fin,1977
0.001124,fin,1978
0.001351,fin,1979
0.001446,fin,1980
0.001867,fin,1981
0.002092,fin,1982
0.002097,fin,1983
0.002158,fin,1984
0.002117,fin,1985
0.0023,fin,1986
0.002165,fin,1987
0.002264,fin,1988
0.002345,fin,1989
0.002423,fin,1990
0.00223,fin,1991
0.002408,fin,1992
0.002334,fin,1993
0.002556,fin,1994
0.002576,fin,1995
0.002656,fin,1996
0.002926,fin,1997
0.002638,fin,1998
0.002984,fin,1999
0.002914,fin,2000
0.00291,fin,2001
0.003095,fin,2002
0.003073,fin,2003
0.003024,fin,2004
0.003177,fin,2005
0.003454,fin,2006
0.00305,fin,2007
0.003106,fin,2008
0.003099,fin,2009
0.003197,fin,2010
0.0009914,fra,1960
0.0009527,fra,1961
0.0009522,fra,1962
0.0008948,fra,1963
0.0009502,fra,1964
0.0009433,fra,1965
0.0009321,fra,1966
0.0008932,fra,1967
0.0008225,fra,1968
0.0008215,fra,1969
0.0009868,fra,1970
0.0009305,fra,1971
0.0009084,fra,1972
0.0008498,fra,1973
0.000808,fra,1974
0.0008269,fra,1975
0.000776,fra,1976
0.0008363,fra,1977
0.0008556,fra,1978
0.0008919,fra,1979
0.0009762,fra,1980
0.001182,fra,1981
0.001168,fra,1982
0.001335,fra,1983
0.001547,fra,1984
0.001688,fra,1985
0.001797,fra,1986
0.001857,fra,1987
0.00186,fra,1988
0.001937,fra,1989
0.001973,fra,1990
0.002081,fra,1991
0.002101,fra,1992
0.002201,fra,1993
0.002148,fra,1994
0.00221,fra,1995
0.00227,fra,1996
0.002209,fra,1997
0.002144,fra,1998
0.002164,fra,1999
0.002215,fra,2000
0.002225,fra,2001
0.002245,fra,2002
0.002257,fra,2003
0.002262,fra,2004
0.002247,fra,2005
0.002236,fra,2006
0.002191,fra,2007
0.002211,fra,2008
0.002074,fra,2009
0.002163,fra,2010
0.01196,gab,1971
0.0127,gab,1972
0.01528,gab,1973
0.01925,gab,1974
0.02006,gab,1975
0.01939,gab,1976
0.01886,gab,1977
0.01731,gab,1978
0.01644,gab,1979
0.01383,gab,1980
0.01187,gab,1981
0.01186,gab,1982
0.01153,gab,1983
0.01128,gab,1984
0.01188,gab,1985
0.01115,gab,1986
0.01023,gab,1987
0.01014,gab,1988
0.0124,gab,1989
0.01575,gab,1990
0.0166,gab,1991
0.016,gab,1992
0.01644,gab,1993
0.01751,gab,1994
0.01818,gab,1995
0.01781,gab,1996
0.01754,gab,1997
0.01627,gab,1998
0.01428,gab,1999
0.01226,gab,2000
0.01142,gab,2001
0.01094,gab,2002
0.01147,gab,2003
0.01124,gab,2004
0.0109,gab,2005
0.009688,gab,2006
0.009683,gab,2007
0.009315,gab,2008
0.009196,gab,2009
0.0003864,geo,1990
0.0003068,geo,1991
0.000279,geo,1992
0.0003388,geo,1993
0.0001998,geo,1994
0.0002368,geo,1995
0.000323,geo,1996
0.0002927,geo,1997
0.0002835,geo,1998
0.0002765,geo,1999
0.0002793,geo,2000
0.0002699,geo,2001
0.0002873,geo,2002
0.0003013,geo,2003
0.0002851,geo,2004
0.0002191,geo,2005
0.0002091,geo,2006
0.0002435,geo,2007
0.0002455,geo,2008
0.0002877,geo,2009
0.00172,deu,1960
0.001722,deu,1961
0.001717,deu,1962
0.001738,deu,1963
0.001747,deu,1964
0.00166,deu,1965
0.001562,deu,1966
0.001431,deu,1967
0.001463,deu,1968
0.001498,deu,1969
0.002235,deu,1970
0.002235,deu,1971
0.002188,deu,1972
0.002183,deu,1973
0.002201,deu,1974
0.002188,deu,1975
0.002213,deu,1976
0.002205,deu,1977
0.002227,deu,1978
0.002323,deu,1979
0.002371,deu,1980
0.002462,deu,1981
0.002477,deu,1982
0.002439,deu,1983
0.002545,deu,1984
0.002695,deu,1985
0.002572,deu,1986
0.002559,deu,1987
0.002585,deu,1988
0.00255,deu,1989
0.002354,deu,1990
0.002113,deu,1991
0.002033,deu,1992
0.001878,deu,1993
0.001781,deu,1994
0.00177,deu,1995
0.001743,deu,1996
0.001744,deu,1997
0.001651,deu,1998
0.001666,deu,1999
0.001643,deu,2000
0.001635,deu,2001
0.001632,deu,2002
0.001647,deu,2003
0.001672,deu,2004
0.00164,deu,2005
0.001653,deu,2006
0.001667,deu,2007
0.001619,deu,2008
0.001542,deu,2009
0.00157,deu,2010
0.0002623,gha,1971
0.0002697,gha,1972
0.0002782,gha,1973
0.0002851,gha,1974
0.0002845,gha,1975
0.0002882,gha,1976
0.0002928,gha,1977
0.0002892,gha,1978
0.0003007,gha,1979
0.0003026,gha,1980
0.0003003,gha,1981
0.000294,gha,1982
0.0002733,gha,1983
0.0002675,gha,1984
0.000276,gha,1985
0.000286,gha,1986
0.0002895,gha,1987
0.000292,gha,1988
0.0002964,gha,1989
0.0002969,gha,1990
0.0003048,gha,1991
0.0003088,gha,1992
0.0003088,gha,1993
0.0003097,gha,1994
0.000309,gha,1995
0.0003105,gha,1996
0.0003104,gha,1997
0.0002961,gha,1998
0.0003014,gha,1999
0.000307,gha,2000
0.0003054,gha,2001
0.0002977,gha,2002
0.0002919,gha,2003
0.0002967,gha,2004
0.0002969,gha,2005
0.0002955,gha,2006
0.000287,gha,2007
0.0002948,gha,2008
0.0002958,gha,2009
0.0,gib,1971
0.0,gib,1972
0.0,gib,1973
0.0,gib,1974
0.0,gib,1975
0.0,gib,1976
0.0,gib,1977
0.0,gib,1978
0.0,gib,1979
0.0,gib,1980
0.0,gib,1981
0.0,gib,1982
0.0,gib,1983
0.0,gib,1984
0.0,gib,1985
0.0,gib,1986
0.0,gib,1987
0.0,gib,1988
0.0,gib,1989
0.0,gib,1990
0.0,gib,1991
0.0,gib,1992
0.0,gib,1993
0.0,gib,1994
0.0,gib,1995
0.0,gib,1996
0.0,gib,1997
0.0,gib,1998
0.0,gib,1999
0.0,gib,2000
0.0,gib,2001
0.0,gib,2002
0.0,gib,2003
0.0,gib,2004
0.0,gib,2005
0.0,gib,2006
0.0,gib,2007
0.0,gib,2008
0.0,gib,2009
3.868e-05,grc,1960
4.071e-05,grc,1961
4.567e-05,grc,1962
5.845e-05,grc,1963
6.111e-05,grc,1964
7.498e-05,grc,1965
8.892e-05,grc,1966
9.253e-05,grc,1967
9.971e-05,grc,1968
0.0001188,grc,1969
0.000192,grc,1970
0.000236,grc,1971
0.0002443,grc,1972
0.0002619,grc,1973
0.0002728,grc,1974
0.0003236,grc,1975
0.0003777,grc,1976
0.0003899,grc,1977
0.0003703,grc,1978
0.0003947,grc,1979
0.0003833,grc,1980
0.000454,grc,1981
0.0005626,grc,1982
0.0006039,grc,1983
0.0006494,grc,1984
0.0006978,grc,1985
0.0007245,grc,1986
0.0008045,grc,1987
0.0008214,grc,1988
0.0008775,grc,1989
0.0009053,grc,1990
0.0008817,grc,1991
0.0008652,grc,1992
0.0008579,grc,1993
0.0008653,grc,1994
0.0008713,grc,1995
0.000848,grc,1996
0.000883,grc,1997
0.0009033,grc,1998
0.0008717,grc,1999
0.0009089,grc,2000
0.0009032,grc,2001
0.0009237,grc,2002
0.0008914,grc,2003
0.000924,grc,2004
0.0009223,grc,2005
0.0008973,grc,2006
0.0009037,grc,2007
0.0008734,grc,2008
0.0008899,grc,2009
0.0008088,grc,2010
0.0003455,gtm,1971
0.0003447,gtm,1972
0.0003454,gtm,1973
0.0003456,gtm,1974
0.0003925,gtm,1975
0.0004077,gtm,1976
0.000404,gtm,1977
0.0003968,gtm,1978
0.0004041,gtm,1979
0.0003671,gtm,1980
0.00037,gtm,1981
0.0003898,gtm,1982
0.0003818,gtm,1983
0.000363,gtm,1984
0.00035,gtm,1985
0.0003742,gtm,1986
0.0003698,gtm,1987
0.0003695,gtm,1988
0.0003731,gtm,1989
0.00038,gtm,1990
0.0003838,gtm,1991
0.0003877,gtm,1992
0.0003781,gtm,1993
0.0003688,gtm,1994
0.0003824,gtm,1995
0.0004137,gtm,1996
0.0004458,gtm,1997
0.0004631,gtm,1998
0.000489,gtm,1999
0.0004661,gtm,2000
0.0004542,gtm,2001
0.0004583,gtm,2002
0.0004525,gtm,2003
0.0004384,gtm,2004
0.0004322,gtm,2005
0.0004167,gtm,2006
0.0004075,gtm,2007
0.0003933,gtm,2008
0.0004312,gtm,2009
0.0002874,hti,1971
0.0002933,hti,1972
0.0002957,hti,1973
0.000301,hti,1974
0.0003065,hti,1975
0.0003099,hti,1976
0.0003132,hti,1977
0.0003184,hti,1978
0.0003248,hti,1979
0.00033,hti,1980
0.0002696,hti,1981
0.0002666,hti,1982
0.0002639,hti,1983
0.0002589,hti,1984
0.0002553,hti,1985
0.0001869,hti,1986
0.000186,hti,1987
0.0001863,hti,1988
0.0001837,hti,1989
0.0001758,hti,1990
0.0001743,hti,1991
0.0001815,hti,1992
0.0001768,hti,1993
0.0001778,hti,1994
0.0001767,hti,1995
0.0001988,hti,1996
0.000194,hti,1997
0.0001949,hti,1998
0.0001906,hti,1999
0.0001783,hti,2000
0.0001755,hti,2001
0.0001939,hti,2002
0.0001844,hti,2003
0.0001795,hti,2004
0.0002055,hti,2005
0.0002077,hti,2006
0.0002087,hti,2007
0.0002043,hti,2008
0.0001892,hti,2009
0.0003663,hnd,1971
0.0003656,hnd,1972
0.0003622,hnd,1973
0.000362,hnd,1974
0.0003584,hnd,1975
0.000355,hnd,1976
0.0003545,hnd,1977
0.0003553,hnd,1978
0.0003544,hnd,1979
0.0003624,hnd,1980
0.0003563,hnd,1981
0.0003545,hnd,1982
0.0003492,hnd,1983
0.0003426,hnd,1984
0.0003474,hnd,1985
0.0003394,hnd,1986
0.0003481,hnd,1987
0.0003462,hnd,1988
0.0003432,hnd,1989
0.0003465,hnd,1990
0.0003385,hnd,1991
0.0003281,hnd,1992
0.0003213,hnd,1993
0.0003069,hnd,1994
0.0002979,hnd,1995
0.0002975,hnd,1996
0.0003262,hnd,1997
0.000318,hnd,1998
0.0002425,hnd,1999
0.0002448,hnd,2000
0.0002354,hnd,2001
0.0002386,hnd,2002
0.0002453,hnd,2003
0.0002471,hnd,2004
0.0002577,hnd,2005
0.0002816,hnd,2006
0.0002961,hnd,2007
0.0002846,hnd,2008
0.0002946,hnd,2009
7.744e-06,hkg,1971
8.03e-06,hkg,1972
7.877e-06,hkg,1973
8.025e-06,hkg,1974
7.874e-06,hkg,1975
7.959e-06,hkg,1976
7.401e-06,hkg,1977
7.459e-06,hkg,1978
7.571e-06,hkg,1979
7.66e-06,hkg,1980
7.56e-06,hkg,1981
7.718e-06,hkg,1982
7.627e-06,hkg,1983
7.543e-06,hkg,1984
7.753e-06,hkg,1985
7.651e-06,hkg,1986
7.545e-06,hkg,1987
7.687e-06,hkg,1988
7.583e-06,hkg,1989
7.489e-06,hkg,1990
7.408e-06,hkg,1991
7.377e-06,hkg,1992
7.535e-06,hkg,1993
7.443e-06,hkg,1994
7.594e-06,hkg,1995
7.665e-06,hkg,1996
7.554e-06,hkg,1997
7.443e-06,hkg,1998
7.368e-06,hkg,1999
7.337e-06,hkg,2000
7.34e-06,hkg,2001
7.363e-06,hkg,2002
7.365e-06,hkg,2003
7.44e-06,hkg,2004
7.469e-06,hkg,2005
7.506e-06,hkg,2006
7.535e-06,hkg,2007
7.532e-06,hkg,2008
7.496e-06,hkg,2009
0.001026,hun,1965
0.001018,hun,1966
0.0009935,hun,1967
0.001045,hun,1968
0.001074,hun,1969
0.001141,hun,1970
0.001144,hun,1971
0.001134,hun,1972
0.001217,hun,1973
0.001215,hun,1974
0.001192,hun,1975
0.001276,hun,1976
0.001324,hun,1977
0.001441,hun,1978
0.001372,hun,1979
0.001354,hun,1980
0.001349,hun,1981
0.001399,hun,1982
0.001417,hun,1983
0.001475,hun,1984
0.001556,hun,1985
0.001531,hun,1986
0.001605,hun,1987
0.00157,hun,1988
0.001543,hun,1989
0.001406,hun,1990
0.001381,hun,1991
0.001344,hun,1992
0.001324,hun,1993
0.001284,hun,1994
0.001345,hun,1995
0.001323,hun,1996
0.001295,hun,1997
0.001214,hun,1998
0.001164,hun,1999
0.001138,hun,2000
0.00111,hun,2001
0.001102,hun,2002
0.001027,hun,2003
0.001012,hun,2004
0.001028,hun,2005
0.001027,hun,2006
0.001018,hun,2007
0.001047,hun,2008
0.0011,hun,2009
0.0011,hun,2010
0.0008572,isl,1960
0.0008799,isl,1961
0.0009298,isl,1962
0.000991,isl,1963
0.001052,isl,1964
0.001049,isl,1965
0.001143,isl,1966
0.001224,isl,1967
0.001368,isl,1968
0.00154,isl,1969
0.001935,isl,1970
0.002045,isl,1971
0.002188,isl,1972
0.002545,isl,1973
0.002463,isl,1974
0.002654,isl,1975
0.002792,isl,1976
0.003045,isl,1977
0.003165,isl,1978
0.003738,isl,1979
0.003963,isl,1980
0.004755,isl,1981
0.004983,isl,1982
0.005214,isl,1983
0.005242,isl,1984
0.005188,isl,1985
0.005227,isl,1986
0.005332,isl,1987
0.005497,isl,1988
0.00559,isl,1989
0.005495,isl,1990
0.005585,isl,1991
0.005347,isl,1992
0.005684,isl,1993
0.00559,isl,1994
0.005852,isl,1995
0.005982,isl,1996
0.006165,isl,1997
0.006581,isl,1998
0.007869,isl,1999
0.008199,isl,2000
0.008631,isl,2001
0.008585,isl,2002
0.008481,isl,2003
0.008597,isl,2004
0.008883,isl,2005
0.01083,isl,2006
0.01293,isl,2007
0.01402,isl,2008
0.01395,isl,2009
0.01427,isl,2010
0.0002498,ind,1971
0.0002515,ind,1972
0.000251,ind,1973
0.0002576,ind,1974
0.0002663,ind,1975
0.0002666,ind,1976
0.000267,ind,1977
0.0002658,ind,1978
0.0002644,ind,1979
0.0002669,ind,1980
0.0002792,ind,1981
0.0002874,ind,1982
0.0002953,ind,1983
0.0003039,ind,1984
0.0003052,ind,1985
0.0003132,ind,1986
0.0003162,ind,1987
0.0003259,ind,1988
0.000329,ind,1989
0.000334,ind,1990
0.0003381,ind,1991
0.0003365,ind,1992
0.0003338,ind,1993
0.0003393,ind,1994
0.0003481,ind,1995
0.0003483,ind,1996
0.0003529,ind,1997
0.0003456,ind,1998
0.0003469,ind,1999
0.0003477,ind,2000
0.0003496,ind,2001
0.0003524,ind,2002
0.0003584,ind,2003
0.0003646,ind,2004
0.0003705,ind,2005
0.0003784,ind,2006
0.0003856,ind,2007
0.0003932,ind,2008
0.000416,ind,2009
0.0005909,idn,1971
0.0006561,idn,1972
0.0007433,idn,1973
0.0007414,idn,1974
0.0007033,idn,1975
0.0007691,idn,1976
0.0008418,idn,1977
0.0008347,idn,1978
0.0008267,idn,1979
0.0008327,idn,1980
0.0008291,idn,1981
0.0007265,idn,1982
0.0007291,idn,1983
0.0008184,idn,1984
0.0007659,idn,1985
0.0007984,idn,1986
0.0007832,idn,1987
0.0007842,idn,1988
0.000823,idn,1989
0.0009172,idn,1990
0.0009785,idn,1991
0.0009843,idn,1992
0.001005,idn,1993
0.001059,idn,1994
0.001083,idn,1995
0.00111,idn,1996
0.001118,idn,1997
0.001109,idn,1998
0.00116,idn,1999
0.001107,idn,2000
0.001117,idn,2001
0.001132,idn,2002
0.001149,idn,2003
0.001179,idn,2004
0.001232,idn,2005
0.001364,idn,2006
0.001369,idn,2007
0.001378,idn,2008
0.001482,idn,2009
0.008111,irn,1971
0.008836,irn,1972
0.009989,irn,1973
0.009998,irn,1974
0.008687,irn,1975
0.009274,irn,1976
0.008625,irn,1977
0.007695,irn,1978
0.004615,irn,1979
0.002093,irn,1980
0.001985,irn,1981
0.003121,irn,1982
0.003084,irn,1983
0.002674,irn,1984
0.002635,irn,1985
0.002108,irn,1986
0.00257,irn,1987
0.002414,irn,1988
0.002998,irn,1989
0.003268,irn,1990
0.003497,irn,1991
0.003541,irn,1992
0.003705,irn,1993
0.003709,irn,1994
0.003744,irn,1995
0.003698,irn,1996
0.00364,irn,1997
0.003635,irn,1998
0.003991,irn,1999
0.004088,irn,2000
0.003913,irn,2001
0.003949,irn,2002
0.004327,irn,2003
0.004454,irn,2004
0.004558,irn,2005
0.004655,irn,2006
0.004828,irn,2007
0.004769,irn,2008
0.004783,irn,2009
0.008301,irq,1971
0.006973,irq,1972
0.009309,irq,1973
0.008799,irq,1974
0.009795,irq,1975
0.01016,irq,1976
0.009509,irq,1977
0.01014,irq,1978
0.01329,irq,1979
0.009859,irq,1980
0.003206,irq,1981
0.003519,irq,1982
0.003353,irq,1983
0.00404,irq,1984
0.00472,irq,1985
0.005515,irq,1986
0.006767,irq,1987
0.008298,irq,1988
0.00875,irq,1989
0.00604,irq,1990
0.0009317,irq,1991
0.001301,irq,1992
0.001436,irq,1993
0.001539,irq,1994
0.001544,irq,1995
0.001561,irq,1996
0.003019,irq,1997
0.004905,irq,1998
0.005649,irq,1999
0.005671,irq,2000
0.005465,irq,2001
0.004585,irq,2002
0.003102,irq,2003
0.003923,irq,2004
0.003562,irq,2005
0.003599,irq,2006
0.003635,irq,2007
0.003956,irq,2008
0.003894,irq,2009
0.0004885,irl,1960
0.000478,irl,1961
0.0004744,irl,1962
0.0004726,irl,1963
0.0004796,irl,1964
0.0003882,irl,1965
0.0004363,irl,1966
0.0004691,irl,1967
0.0005866,irl,1968
0.0005531,irl,1969
0.0004781,irl,1970
0.0004748,irl,1971
0.0004512,irl,1972
0.0003631,irl,1973
0.0004175,irl,1974
0.0005213,irl,1975
0.0004356,irl,1976
0.0004056,irl,1977
0.0003372,irl,1978
0.0004342,irl,1979
0.000554,irl,1980
0.0007206,irl,1981
0.0008711,irl,1982
0.000915,irl,1983
0.00103,irl,1984
0.0008051,irl,1985
0.0007449,irl,1986
0.0008507,irl,1987
0.0008132,irl,1988
0.001065,irl,1989
0.0009818,irl,1990
0.0009291,irl,1991
0.0008682,irl,1992
0.0009678,irl,1993
0.0009924,irl,1994
0.001136,irl,1995
0.0009727,irl,1996
0.0007773,irl,1997
0.0006637,irl,1998
0.0006557,irl,1999
0.0005674,irl,2000
0.0004591,irl,2001
0.0003924,irl,2002
0.0004574,irl,2003
0.0004551,irl,2004
0.000393,irl,2005
0.0003777,irl,2006
0.0003276,irl,2007
0.0003484,irl,2008
0.0003465,irl,2009
0.0004352,irl,2010
0.002022,isr,1971
0.002057,isr,1972
0.00196,isr,1973
0.001318,isr,1974
0.001971,isr,1975
2.57e-05,isr,1976
2.218e-05,isr,1977
2.07e-05,isr,1978
2.336e-05,isr,1979
4.097e-05,isr,1980
3.933e-05,isr,1981
2.03e-05,isr,1982
1.723e-05,isr,1983
1.393e-05,isr,1984
6.91e-05,isr,1985
8.22e-05,isr,1986
8.593e-05,isr,1987
8.842e-05,isr,1988
8.909e-05,isr,1989
9.424e-05,isr,1990
9.438e-05,isr,1991
9.527e-05,isr,1992
0.0001007,isr,1993
9.995e-05,isr,1994
0.0001027,isr,1995
0.0001015,isr,1996
0.0001037,isr,1997
0.0001041,isr,1998
0.0001019,isr,1999
0.0001067,isr,2000
0.0001097,isr,2001
0.0001135,isr,2002
0.0001163,isr,2003
0.0002692,isr,2004
0.0003194,isr,2005
0.0003972,isr,2006
0.0004189,isr,2007
0.0005499,isr,2008
0.0004498,isr,2009
0.0005028,isr,2010
0.0002795,ita,1960
0.0002832,ita,1961
0.0002796,ita,1962
0.00029,ita,1963
0.0003107,ita,1964
0.0003117,ita,1965
0.000322,ita,1966
0.0003254,ita,1967
0.0003342,ita,1968
0.0003493,ita,1969
0.0003726,ita,1970
0.0003637,ita,1971
0.0003721,ita,1972
0.0003744,ita,1973
0.0003873,ita,1974
0.0003808,ita,1975
0.0003926,ita,1976
0.0003757,ita,1977
0.000375,ita,1978
0.0003668,ita,1979
0.0003539,ita,1980
0.0003695,ita,1981
0.0003995,ita,1982
0.0003793,ita,1983
0.0003993,ita,1984
0.0004011,ita,1985
0.0004367,ita,1986
0.0004257,ita,1987
0.0004483,ita,1988
0.0004438,ita,1989
0.0004454,ita,1990
0.0004587,ita,1991
0.000479,ita,1992
0.000497,ita,1993
0.0005179,ita,1994
0.0005164,ita,1995
0.0005316,ita,1996
0.0005344,ita,1997
0.0005328,ita,1998
0.0005138,ita,1999
0.0004943,ita,2000
0.0004695,ita,2001
0.0004775,ita,2002
0.0004812,ita,2003
0.0004873,ita,2004
0.0004746,ita,2005
0.0004642,ita,2006
0.0004434,ita,2007
0.0004503,ita,2008
0.0004483,ita,2009
0.0004761,ita,2010
0.0001461,jam,1971
0.0001456,jam,1972
0.0001284,jam,1973
0.0001343,jam,1974
0.000126,jam,1975
