geo,population_aged_10_14_years_both_sexes_percent,time
aut,4.725,2040
aut,4.655,2045
aut,4.662,2050
aze,13.99,1950
aze,7.188,1955
aze,7.649,1960
aze,10.3,1965
aze,13.67,1970
aze,14.41,1975
aze,12.09,1980
aze,10.18,1985
aze,9.846,1990
aze,10.46,1995
aze,11.57,2000
aze,10.48,2005
aze,7.703,2010
aze,7.013,2015
aze,7.921,2020
aze,8.056,2025
aze,7.42,2030
aze,6.458,2035
aze,5.846,2040
aze,5.767,2045
aze,5.937,2050
bhs,11.39,1950
bhs,11.36,1955
bhs,11.11,1960
bhs,10.56,1965
bhs,12.28,1970
bhs,12.7,1975
bhs,12.86,1980
bhs,12.02,1985
bhs,10.28,1990
bhs,10.32,1995
bhs,9.211,2000
bhs,9.568,2005
bhs,8.986,2010
bhs,7.629,2015
bhs,7.292,2020
bhs,6.965,2025
bhs,6.731,2030
bhs,6.497,2035
bhs,6.136,2040
bhs,6.013,2045
bhs,5.702,2050
bhr,11.3,1950
bhr,11.11,1955
bhr,11.46,1960
bhr,12.57,1965
bhr,13.36,1970
bhr,13.09,1975
bhr,10.37,1980
bhr,9.201,1985
bhr,9.146,1990
bhr,9.17,1995
bhr,8.589,2000
bhr,9.203,2005
bhr,8.529,2010
bhr,8.059,2015
bhr,7.256,2020
bhr,6.758,2025
bhr,6.267,2030
bhr,5.857,2035
bhr,5.76,2040
bhr,5.641,2045
bhr,5.486,2050
bgd,11.2,1950
bgd,10.96,1955
bgd,10.95,1960
bgd,12.15,1965
bgd,12.21,1970
bgd,12.33,1975
bgd,12.43,1980
bgd,12.73,1985
bgd,13.1,1990
bgd,12.97,1995
bgd,12.05,2000
bgd,11.09,2005
bgd,10.49,2010
bgd,9.737,2015
bgd,8.602,2020
bgd,8.153,2025
bgd,7.795,2030
bgd,7.373,2035
bgd,6.887,2040
bgd,6.417,2045
bgd,6.124,2050
brb,10.43,1950
brb,9.735,1955
brb,11.64,1960
brb,11.86,1965
brb,13.03,1970
brb,12.6,1975
brb,10.48,1980
brb,10.2,1985
brb,8.108,1990
brb,8.108,1995
brb,7.905,2000
brb,7.143,2005
brb,5.859,2010
brb,5.426,2015
brb,5.364,2020
brb,5.344,2025
brb,5.0,2030
brb,5.118,2035
brb,4.762,2040
brb,4.898,2045
brb,5.042,2050
blr,10.52,1950
blr,6.908,1955
blr,7.402,1960
blr,8.993,1965
blr,10.6,1970
blr,9.609,1975
blr,7.589,1980
blr,7.3,1985
blr,7.261,1990
blr,7.928,1995
blr,7.986,2000
blr,6.202,2005
blr,4.921,2010
blr,4.863,2015
blr,5.235,2020
blr,5.198,2025
blr,4.952,2030
blr,4.625,2035
blr,4.345,2040
blr,4.322,2045
blr,4.522,2050
bel,6.606,1950
bel,6.126,1955
bel,7.636,1960
bel,7.554,1965
bel,7.944,1970
bel,8.181,1975
bel,7.407,1980
bel,6.755,1985
bel,6.131,1990
bel,5.989,1995
bel,5.926,2000
bel,5.991,2005
bel,5.626,2010
bel,5.451,2015
bel,5.63,2020
bel,5.559,2025
bel,5.565,2030
bel,5.492,2035
bel,5.403,2040
bel,5.343,2045
bel,5.369,2050
blz,11.59,1950
blz,10.26,1955
blz,10.64,1960
blz,12.38,1965
blz,14.75,1970
blz,13.43,1975
blz,13.89,1980
blz,13.5,1985
blz,12.04,1990
blz,12.79,1995
blz,12.3,2000
blz,12.41,2005
blz,11.46,2010
blz,10.5,2015
blz,9.626,2020
blz,9.181,2025
blz,8.605,2030
blz,7.947,2035
blz,7.203,2040
blz,6.721,2045
blz,6.324,2050
ben,9.81,1950
ben,10.92,1955
ben,10.49,1960
ben,10.62,1965
ben,11.13,1970
ben,11.78,1975
ben,12.13,1980
ben,12.21,1985
ben,12.45,1990
ben,12.33,1995
ben,12.42,2000
ben,12.42,2005
ben,12.23,2010
ben,12.11,2015
ben,12.22,2020
ben,12.02,2025
ben,11.49,2030
ben,10.89,2035
ben,10.32,2040
ben,9.821,2045
ben,9.358,2050
btn,11.9,1950
btn,11.73,1955
btn,11.56,1960
btn,10.94,1965
btn,11.15,1970
btn,10.86,1975
btn,10.87,1980
btn,11.43,1985
btn,12.07,1990
btn,12.62,1995
btn,13.55,2000
btn,12.02,2005
btn,9.887,2010
btn,9.351,2015
btn,8.283,2020
btn,8.324,2025
btn,8.102,2030
btn,7.388,2035
btn,6.632,2040
btn,6.244,2045
btn,6.12,2050
bol,11.57,1950
bol,11.27,1955
bol,11.82,1960
bol,11.92,1965
bol,12.06,1970
bol,11.96,1975
bol,12.09,1980
bol,12.44,1985
bol,11.89,1990
bol,11.69,1995
bol,11.77,2000
bol,11.98,2005
bol,11.33,2010
bol,10.94,2015
bol,10.26,2020
bol,9.628,2025
bol,8.997,2030
bol,8.411,2035
bol,7.852,2040
bol,7.319,2045
bol,6.835,2050
bih,12.92,1950
bih,9.165,1955
bih,11.07,1960
bih,11.78,1965
bih,11.84,1970
bih,11.0,1975
bih,9.762,1980
bih,8.438,1985
bih,8.151,1990
bih,8.041,1995
bih,7.876,2000
bih,6.005,2005
bih,5.853,2010
bih,4.856,2015
bih,4.625,2020
bih,4.574,2025
bih,4.518,2030
bih,4.34,2035
bih,4.138,2040
bih,3.999,2045
bih,3.988,2050
bwa,12.62,1950
bwa,11.51,1955
bwa,10.92,1960
bwa,13.42,1965
bwa,13.58,1970
bwa,13.1,1975
bwa,12.72,1980
bwa,12.84,1985
bwa,13.32,1990
bwa,13.36,1995
bwa,12.66,2000
bwa,11.79,2005
bwa,10.82,2010
bwa,9.929,2015
bwa,10.1,2020
bwa,9.923,2025
bwa,9.614,2030
bwa,9.095,2035
bwa,8.577,2040
bwa,8.203,2045
bwa,7.977,2050
bra,11.92,1950
bra,11.08,1955
bra,11.7,1960
bra,12.23,1965
bra,12.48,1970
bra,12.81,1975
bra,11.69,1980
bra,11.02,1985
bra,11.22,1990
bra,11.29,1995
bra,10.04,2000
bra,8.92,2005
bra,8.859,2010
bra,8.476,2015
bra,7.24,2020
bra,6.424,2025
bra,5.989,2030
bra,5.582,2035
bra,5.272,2040
bra,5.116,2045
bra,4.961,2050
brn,10.2,1950
brn,9.375,1955
brn,8.537,1960
brn,12.62,1965
brn,12.31,1970
brn,11.8,1975
brn,10.82,1980
brn,11.11,1985
brn,10.12,1990
brn,9.492,1995
brn,9.281,2000
brn,9.214,2005
brn,8.578,2010
brn,7.483,2015
brn,7.292,2020
brn,6.849,2025
brn,6.422,2030
brn,6.401,2035
brn,6.116,2040
brn,6.003,2045
brn,5.793,2050
bgr,8.261,1950
bgr,7.881,1955
bgr,8.937,1960
bgr,8.364,1965
bgr,7.764,1970
bgr,7.076,1975
bgr,7.053,1980
bgr,7.321,1985
bgr,7.37,1990
bgr,6.642,1995
bgr,6.418,2000
bgr,5.207,2005
bgr,4.321,2010
bgr,4.53,2015
bgr,5.031,2020
bgr,5.124,2025
bgr,4.901,2030
bgr,4.592,2035
bgr,4.379,2040
bgr,4.508,2045
bgr,4.841,2050
bfa,11.52,1950
bfa,11.88,1955
bfa,11.33,1960
bfa,11.26,1965
bfa,11.95,1970
bfa,12.41,1975
bfa,12.73,1980
bfa,12.91,1985
bfa,13.02,1990
bfa,13.11,1995
bfa,13.01,2000
bfa,12.73,2005
bfa,12.32,2010
bfa,12.3,2015
bfa,13.68,2020
bfa,13.06,2025
bfa,12.28,2030
bfa,11.57,2035
bfa,11.05,2040
bfa,10.64,2045
bfa,10.15,2050
bdi,11.44,1950
bdi,11.4,1955
bdi,11.43,1960
bdi,12.92,1965
bdi,12.74,1970
bdi,13.1,1975
bdi,12.76,1980
bdi,11.8,1985
bdi,11.62,1990
bdi,13.1,1995
bdi,14.54,2000
bdi,13.2,2005
bdi,11.54,2010
bdi,10.77,2015
bdi,10.9,2020
bdi,11.07,2025
bdi,10.67,2030
bdi,9.811,2035
bdi,8.981,2040
bdi,8.486,2045
bdi,8.305,2050
khm,11.9,1950
khm,11.89,1955
khm,11.87,1960
khm,11.84,1965
khm,11.96,1970
khm,12.46,1975
khm,13.15,1980
khm,11.25,1985
khm,9.494,1990
khm,14.07,1995
khm,13.52,2000
khm,13.43,2005
khm,11.21,2010
khm,9.373,2015
khm,9.24,2020
khm,9.387,2025
khm,9.273,2030
khm,8.621,2035
khm,7.815,2040
khm,7.28,2045
khm,7.06,2050
cmr,11.13,1950
cmr,11.08,1955
cmr,11.06,1960
cmr,11.33,1965
cmr,11.29,1970
cmr,11.62,1975
cmr,11.88,1980
cmr,12.17,1985
cmr,12.47,1990
cmr,12.86,1995
cmr,12.82,2000
cmr,12.5,2005
cmr,11.68,2010
cmr,11.9,2015
cmr,12.06,2020
cmr,11.59,2025
cmr,10.85,2030
cmr,10.18,2035
cmr,9.714,2040
cmr,9.364,2045
cmr,8.989,2050
can,8.19,1950
can,8.719,1955
can,9.739,1960
can,10.39,1965
can,10.76,1970
can,10.17,1975
can,8.035,1980
can,7.124,1985
can,6.78,1990
can,6.815,1995
can,6.687,2000
can,6.608,2005
can,5.715,2010
can,5.243,2015
can,5.183,2020
can,5.248,2025
can,5.375,2030
can,5.41,2035
can,5.316,2040
can,5.205,2045
can,5.19,2050
cpv,13.7,1950
cpv,11.24,1955
cpv,8.122,1960
cpv,11.79,1965
cpv,14.98,1970
cpv,15.11,1975
cpv,14.83,1980
cpv,12.54,1985
cpv,13.24,1990
cpv,14.04,1995
cpv,14.16,2000
cpv,13.12,2005
cpv,12.09,2010
cpv,11.13,2015
cpv,9.794,2020
cpv,9.446,2025
cpv,9.133,2030
cpv,8.571,2035
cpv,7.872,2040
cpv,7.307,2045
cpv,6.838,2050
caf,10.36,1950
caf,10.38,1955
caf,10.25,1960
caf,10.62,1965
caf,11.04,1970
caf,11.45,1975
caf,11.68,1980
caf,11.61,1985
caf,11.87,1990
caf,12.15,1995
caf,12.18,2000
caf,12.02,2005
caf,12.23,2010
caf,12.0,2015
caf,11.48,2020
caf,11.1,2025
caf,10.67,2030
caf,10.22,2035
caf,9.828,2040
caf,9.344,2045
caf,8.903,2050
tcd,10.7,1950
tcd,10.68,1955
tcd,10.51,1960
tcd,11.57,1965
tcd,11.63,1970
tcd,11.56,1975
tcd,11.61,1980
tcd,11.95,1985
tcd,12.4,1990
tcd,12.58,1995
tcd,12.6,2000
tcd,12.6,2005
tcd,12.7,2010
tcd,12.83,2015
tcd,12.64,2020
tcd,12.45,2025
tcd,12.23,2030
tcd,11.89,2035
tcd,11.4,2040
tcd,10.82,2045
tcd,10.22,2050
chanisl,6.863,1950
chanisl,7.477,1955
chanisl,7.273,1960
chanisl,6.957,1965
chanisl,6.667,1970
chanisl,7.937,1975
chanisl,7.087,1980
chanisl,5.97,1985
chanisl,5.0,1990
chanisl,5.556,1995
chanisl,6.122,2000
chanisl,5.369,2005
chanisl,5.333,2010
chanisl,5.263,2015
chanisl,4.545,2020
chanisl,4.605,2025
chanisl,4.636,2030
chanisl,4.636,2035
chanisl,4.636,2040
chanisl,4.762,2045
chanisl,4.93,2050
chl,10.17,1950
chl,10.91,1955
chl,10.87,1960
chl,11.16,1965
chl,12.3,1970
chl,12.64,1975
chl,11.29,1980
chl,10.27,1985
chl,8.84,1990
chl,9.169,1995
chl,9.495,2000
chl,9.131,2005
chl,7.757,2010
chl,6.905,2015
chl,6.706,2020
chl,6.55,2025
chl,6.32,2030
chl,6.133,2035
chl,5.892,2040
chl,5.68,2045
chl,5.562,2050
chn,9.622,1950
chn,9.11,1955
chn,10.45,1960
chn,12.63,1965
chn,10.58,1970
chn,11.75,1975
chn,13.04,1980
chn,11.55,1985
chn,8.413,1990
chn,8.463,1995
chn,9.762,2000
chn,8.113,2005
chn,6.982,2010
chn,6.216,2015
chn,6.096,2020
chn,6.274,2025
chn,6.102,2030
chn,5.573,2035
chn,5.18,2040
chn,5.081,2045
chn,5.183,2050
col,11.3,1950
col,11.39,1955
col,12.47,1960
col,13.17,1965
col,13.18,1970
col,13.58,1975
col,13.23,1980
col,11.64,1985
col,11.53,1990
col,11.05,1995
col,10.58,2000
col,10.21,2005
col,9.501,2010
col,8.919,2015
col,8.541,2020
col,8.035,2025
col,7.624,2030
col,7.235,2035
col,6.874,2040
col,6.545,2045
col,6.231,2050
com,11.61,1950
com,10.73,1955
com,9.896,1960
com,12.26,1965
com,12.71,1970
com,12.64,1975
com,12.5,1980
com,12.5,1985
com,13.3,1990
com,14.43,1995
com,12.34,2000
com,11.36,2005
com,10.84,2010
com,11.23,2015
com,11.55,2020
com,10.93,2025
com,9.856,2030
com,9.1,2035
com,8.715,2040
com,8.596,2045
com,8.313,2050
cod,11.85,1950
cod,12.05,1955
cod,12.04,1960
cod,11.86,1965
cod,11.92,1970
cod,12.01,1975
cod,12.1,1980
cod,12.15,1985
cod,12.24,1990
cod,12.54,1995
cod,12.93,2000
cod,13.06,2005
cod,13.09,2010
cod,13.12,2015
cod,12.59,2020
cod,12.36,2025
cod,12.05,2030
cod,11.52,2035
cod,10.87,2040
cod,10.2,2045
cod,9.615,2050
cog,11.26,1950
cog,11.16,1955
cog,11.18,1960
cog,11.44,1965
cog,11.61,1970
cog,11.99,1975
cog,12.3,1980
cog,12.52,1985
cog,12.76,1990
cog,12.66,1995
cog,12.71,2000
cog,12.39,2005
cog,11.84,2010
cog,11.84,2015
cog,11.35,2020
cog,10.82,2025
cog,10.4,2030
cog,9.841,2035
cog,9.319,2040
cog,8.865,2045
cog,8.467,2050
cri,10.35,1950
cri,10.28,1955
cri,11.09,1960
cri,12.58,1965
cri,13.3,1970
cri,14.04,1975
cri,12.44,1980
cri,10.39,1985
cri,10.49,1990
cri,10.81,1995
cri,10.99,2000
cri,9.885,2005
cri,8.834,2010
cri,8.049,2015
cri,7.161,2020
cri,7.136,2025
cri,6.698,2030
cri,6.418,2035
cri,6.108,2040
cri,5.882,2045
cri,5.728,2050
civ,12.06,1950
civ,11.59,1955
civ,10.74,1960
civ,10.7,1965
civ,10.91,1970
civ,11.07,1975
civ,11.26,1980
civ,11.76,1985
civ,12.55,1990
civ,12.45,1995
civ,12.15,2000
civ,12.16,2005
civ,11.98,2010
civ,11.97,2015
civ,11.6,2020
civ,11.21,2025
civ,10.65,2030
civ,10.08,2035
civ,9.583,2040
civ,9.121,2045
civ,8.671,2050
hrv,8.904,1950
hrv,7.361,1955
hrv,9.199,1960
hrv,8.978,1965
hrv,8.128,1970
hrv,7.362,1975
hrv,6.945,1980
hrv,6.817,1985
hrv,7.016,1990
hrv,6.852,1995
hrv,6.15,2000
hrv,5.808,2005
hrv,5.465,2010
hrv,4.762,2015
hrv,4.885,2020
hrv,5.008,2025
hrv,4.976,2030
hrv,4.857,2035
hrv,4.744,2040
hrv,4.674,2045
hrv,4.783,2050
cub,11.15,1950
cub,10.83,1955
cub,10.42,1960
cub,10.73,1965
cub,9.719,1970
cub,12.63,1975
cub,12.13,1980
cub,10.65,1985
cub,6.997,1990
cub,7.085,1995
cub,7.702,2000
cub,6.959,2005
cub,6.31,2010
cub,5.725,2015
cub,5.065,2020
cub,4.888,2025
cub,4.773,2030
cub,4.589,2035
cub,4.391,2040
cub,4.204,2045
cub,4.113,2050
cyp,10.3,1950
cyp,9.793,1955
cyp,11.69,1960
cyp,11.15,1965
cyp,10.91,1970
cyp,9.868,1975
cyp,7.856,1980
cyp,7.716,1985
cyp,8.065,1990
cyp,8.345,1995
cyp,8.005,2000
cyp,7.656,2005
cyp,6.136,2010
cyp,5.405,2015
cyp,5.361,2020
cyp,5.424,2025
cyp,5.608,2030
cyp,5.525,2035
cyp,5.381,2040
cyp,5.153,2045
cyp,5.111,2050
cze,6.251,1950
cze,7.749,1955
cze,9.228,1960
cze,8.662,1965
cze,7.285,1970
cze,6.827,1975
cze,6.691,1980
cze,8.185,1985
cze,8.433,1990
cze,6.696,1995
cze,6.348,2000
cze,5.806,2005
cze,4.294,2010
cze,4.501,2015
cze,5.222,2020
cze,5.381,2025
cze,5.143,2030
cze,4.836,2035
cze,4.577,2040
cze,4.625,2045
cze,4.946,2050
dnk,7.375,1950
dnk,8.651,1955
dnk,9.105,1960
dnk,7.796,1965
dnk,7.468,1970
dnk,7.765,1975
dnk,7.611,1980
dnk,7.119,1985
dnk,6.167,1990
dnk,5.204,1995
dnk,5.697,2000
dnk,6.461,2005
dnk,6.297,2010
dnk,5.993,2015
dnk,5.796,2020
dnk,5.439,2025
dnk,5.415,2030
dnk,5.62,2035
dnk,5.759,2040
dnk,5.699,2045
dnk,5.552,2050
dji,12.9,1950
dji,13.04,1955
dji,13.1,1960
dji,11.97,1965
dji,12.5,1970
dji,12.56,1975
dji,12.94,1980
dji,12.66,1985
dji,12.34,1990
dji,12.36,1995
dji,12.74,2000
dji,12.53,2005
dji,11.38,2010
dji,10.8,2015
dji,10.21,2020
dji,9.82,2025
dji,9.464,2030
dji,9.163,2035
dji,8.744,2040
dji,8.256,2045
dji,7.839,2050
dom,12.69,1950
dom,12.46,1955
dom,12.18,1960
dom,12.78,1965
dom,13.53,1970
dom,13.73,1975
dom,13.33,1980
dom,12.49,1985
dom,11.75,1990
dom,11.52,1995
dom,11.21,2000
dom,10.84,2005
dom,10.01,2010
dom,9.696,2015
dom,9.311,2020
dom,8.77,2025
dom,8.246,2030
dom,7.788,2035
dom,7.398,2040
dom,7.048,2045
dom,6.711,2050
ecu,11.04,1950
ecu,10.85,1955
ecu,11.08,1960
ecu,12.48,1965
ecu,12.38,1970
ecu,12.46,1975
ecu,12.49,1980
ecu,12.33,1985
ecu,12.17,1990
ecu,11.75,1995
ecu,11.19,2000
ecu,10.64,2005
ecu,10.41,2010
ecu,9.632,2015
ecu,8.819,2020
ecu,8.261,2025
ecu,7.871,2030
ecu,7.464,2035
ecu,7.068,2040
ecu,6.683,2045
ecu,6.349,2050
egy,10.58,1950
egy,9.87,1955
egy,12.19,1960
egy,12.27,1965
egy,12.67,1970
egy,12.53,1975
egy,12.27,1980
egy,11.73,1985
egy,12.14,1990
egy,12.61,1995
egy,13.06,2000
egy,10.57,2005
egy,10.02,2010
egy,9.812,2015
egy,9.722,2020
egy,9.38,2025
egy,8.68,2030
egy,8.02,2035
egy,7.607,2040
egy,7.362,2045
egy,7.104,2050
slv,12.26,1950
slv,11.47,1955
slv,11.58,1960
slv,12.42,1965
slv,12.91,1970
slv,12.91,1975
slv,12.7,1980
slv,13.12,1985
slv,12.59,1990
slv,11.59,1995
slv,11.46,2000
slv,12.29,2005
slv,11.79,2010
slv,9.433,2015
slv,8.78,2020
slv,8.641,2025
slv,8.372,2030
slv,8.111,2035
slv,7.43,2040
slv,6.871,2045
slv,6.447,2050
gnq,9.735,1950
gnq,9.664,1955
gnq,9.843,1960
gnq,11.07,1965
gnq,10.92,1970
gnq,13.81,1975
gnq,15.84,1980
gnq,10.19,1985
gnq,7.692,1990
gnq,9.956,1995
gnq,12.45,2000
gnq,12.46,2005
gnq,11.96,2010
gnq,11.52,2015
gnq,11.53,2020
gnq,11.84,2025
gnq,11.72,2030
gnq,11.12,2035
gnq,10.51,2040
gnq,10.05,2045
gnq,9.689,2050
eri,12.16,1950
eri,12.35,1955
eri,12.35,1960
eri,11.65,1965
eri,12.01,1970
eri,12.06,1975
eri,11.05,1980
eri,13.72,1985
eri,14.76,1990
eri,13.88,1995
eri,13.6,2000
eri,12.12,2005
eri,11.36,2010
eri,12.03,2015
eri,12.46,2020
eri,11.88,2025
eri,10.83,2030
eri,9.836,2035
eri,9.244,2040
eri,9.0,2045
eri,8.826,2050
est,9.281,1950
est,7.765,1955
est,6.919,1960
est,7.603,1965
est,7.478,1970
est,7.123,1975
est,6.73,1980
est,7.344,1985
est,7.129,1990
est,7.431,1995
est,7.945,2000
est,5.721,2005
est,4.634,2010
est,4.869,2015
est,5.847,2020
est,6.349,2025
est,6.226,2030
est,5.786,2035
est,5.159,2040
est,4.984,2045
est,5.353,2050
eth,11.78,1950
eth,12.04,1955
eth,12.24,1960
eth,11.72,1965
eth,11.66,1970
eth,12.06,1975
eth,12.23,1980
eth,12.17,1985
eth,11.93,1990
eth,12.05,1995
eth,12.62,2000
eth,13.11,2005
eth,12.78,2010
eth,12.28,2015
eth,12.16,2020
eth,11.78,2025
eth,11.29,2030
eth,10.7,2035
eth,10.06,2040
eth,9.43,2045
eth,8.889,2050
fji,12.5,1950
fji,12.8,1955
fji,12.69,1960
fji,13.39,1965
fji,14.09,1970
fji,13.52,1975
fji,12.36,1980
fji,11.0,1985
fji,12.02,1990
fji,11.83,1995
fji,10.61,2000
fji,10.75,2005
fji,10.54,2010
fji,9.84,2015
fji,9.132,2020
fji,8.619,2025
fji,8.17,2030
fji,7.775,2035
fji,7.543,2040
fji,7.166,2045
fji,6.703,2050
fin,8.155,1950
fin,8.477,1955
fin,11.11,1960
fin,9.597,1965
fin,8.73,1970
fin,8.171,1975
fin,7.342,1980
fin,6.162,1985
fin,6.517,1990
fin,6.462,1995
fin,6.128,2000
fin,6.295,2005
fin,5.612,2010
fin,5.378,2015
fin,5.478,2020
fin,5.548,2025
fin,5.556,2030
fin,5.496,2035
fin,5.383,2040
fin,5.264,2045
fin,5.272,2050
fra,6.746,1950
fra,6.302,1955
fra,8.885,1960
fra,8.421,1965
fra,8.183,1970
fra,8.219,1975
fra,7.839,1980
fra,7.628,1985
fra,6.574,1990
fra,6.702,1995
fra,6.493,2000
fra,6.049,2005
fra,5.965,2010
fra,6.219,2015
fra,6.107,2020
fra,5.769,2025
fra,5.607,2030
fra,5.482,2035
fra,5.45,2040
fra,5.523,2045
fra,5.568,2050
guf,8.0,1950
guf,7.143,1955
guf,9.375,1960
guf,10.26,1965
guf,10.64,1970
guf,12.5,1975
guf,11.76,1980
guf,10.59,1985
guf,9.483,1990
guf,10.71,1995
guf,9.697,2000
guf,10.89,2005
guf,10.3,2010
guf,10.31,2015
guf,9.278,2020
guf,8.696,2025
guf,8.475,2030
guf,8.312,2035
guf,7.99,2040
guf,7.551,2045
guf,7.143,2050
pyf,11.67,1950
pyf,11.43,1955
pyf,11.54,1960
pyf,13.19,1965
pyf,13.76,1970
pyf,13.28,1975
pyf,13.25,1980
pyf,12.07,1985
pyf,10.82,1990
pyf,11.16,1995
pyf,11.81,2000
pyf,8.984,2005
pyf,8.889,2010
pyf,7.958,2015
pyf,7.843,2020
pyf,7.524,2025
pyf,6.991,2030
pyf,6.785,2035
pyf,6.414,2040
pyf,6.0,2045
pyf,5.949,2050
gab,8.723,1950
gab,8.577,1955
gab,8.436,1960
gab,9.4,1965
gab,9.245,1970
gab,9.596,1975
gab,9.838,1980
gab,10.65,1985
gab,11.31,1990
gab,11.78,1995
gab,12.15,2000
gab,12.66,2005
gab,11.53,2010
gab,10.67,2015
gab,10.12,2020
gab,9.812,2025
gab,9.482,2030
gab,9.011,2035
gab,8.531,2040
gab,8.071,2045
gab,7.686,2050
gmb,11.24,1950
gmb,11.74,1955
gmb,11.29,1960
gmb,9.459,1965
gmb,10.02,1970
gmb,10.49,1975
gmb,10.89,1980
gmb,11.29,1985
gmb,11.62,1990
gmb,11.54,1995
gmb,11.5,2000
gmb,11.98,2005
gmb,12.34,2010
gmb,12.24,2015
gmb,11.93,2020
gmb,11.55,2025
gmb,11.08,2030
gmb,10.61,2035
gmb,10.13,2040
gmb,9.644,2045
gmb,9.144,2050
geo,11.17,1950
geo,7.214,1955
geo,7.21,1960
geo,9.0,1965
geo,10.41,1970
geo,10.31,1975
geo,8.636,1980
geo,8.262,1985
geo,7.912,1990
geo,8.006,1995
geo,8.604,2000
geo,7.816,2005
geo,5.548,2010
geo,5.387,2015
geo,6.005,2020
geo,5.966,2025
geo,5.792,2030
geo,5.381,2035
geo,5.113,2040
geo,5.135,2045
geo,5.355,2050
deu,9.059,1950
deu,7.467,1955
deu,6.232,1960
deu,6.876,1965
deu,7.297,1970
deu,8.295,1975
deu,7.785,1980
deu,5.591,1985
deu,5.155,1990
deu,5.511,1995
deu,5.77,2000
deu,5.129,2005
deu,4.824,2010
deu,4.503,2015
deu,4.204,2020
deu,4.14,2025
deu,4.257,2030
deu,4.293,2035
deu,4.256,2040
