geo,population_aged_10_14_years_female_percent,time
bel,5.721,1995
bel,5.647,2000
bel,5.733,2005
bel,5.406,2010
bel,5.225,2015
bel,5.393,2020
bel,5.327,2025
bel,5.339,2030
bel,5.261,2035
bel,5.16,2040
bel,5.088,2045
bel,5.111,2050
blz,11.76,1950
blz,10.26,1955
blz,10.64,1960
blz,12.96,1965
blz,14.29,1970
blz,13.43,1975
blz,14.29,1980
blz,13.92,1985
blz,11.96,1990
blz,12.96,1995
blz,12.1,2000
blz,12.06,2005
blz,11.54,2010
blz,10.4,2015
blz,9.626,2020
blz,9.045,2025
blz,8.411,2030
blz,8.036,2035
blz,7.173,2040
blz,6.584,2045
blz,6.324,2050
ben,9.772,1950
ben,10.88,1955
ben,10.59,1960
ben,10.05,1965
ben,10.56,1970
ben,11.23,1975
ben,11.66,1980
ben,11.8,1985
ben,12.12,1990
ben,12.1,1995
ben,12.19,2000
ben,12.27,2005
ben,12.13,2010
ben,12.03,2015
ben,12.15,2020
ben,11.96,2025
ben,11.44,2030
ben,10.83,2035
ben,10.26,2040
ben,9.753,2045
ben,9.282,2050
btn,12.5,1950
btn,11.46,1955
btn,11.11,1960
btn,11.02,1965
btn,10.96,1970
btn,11.11,1975
btn,11.22,1980
btn,11.69,1985
btn,12.27,1990
btn,12.8,1995
btn,13.67,2000
btn,12.66,2005
btn,10.48,2010
btn,9.669,2015
btn,8.718,2020
btn,8.696,2025
btn,8.295,2030
btn,7.522,2035
btn,6.78,2040
btn,6.379,2045
btn,6.188,2050
bol,11.47,1950
bol,11.1,1955
bol,11.7,1960
bol,11.87,1965
bol,11.95,1970
bol,11.84,1975
bol,11.97,1980
bol,12.3,1985
bol,11.72,1990
bol,11.47,1995
bol,11.53,2000
bol,11.72,2005
bol,11.08,2010
bol,10.7,2015
bol,10.05,2020
bol,9.436,2025
bol,8.812,2030
bol,8.227,2035
bol,7.669,2040
bol,7.139,2045
bol,6.659,2050
bih,12.4,1950
bih,8.965,1955
bih,10.58,1960
bih,11.33,1965
bih,11.39,1970
bih,10.6,1975
bih,9.416,1980
bih,8.082,1985
bih,7.89,1990
bih,7.643,1995
bih,7.479,2000
bih,5.601,2005
bih,5.433,2010
bih,4.496,2015
bih,4.295,2020
bih,4.269,2025
bih,4.215,2030
bih,4.068,2035
bih,3.876,2040
bih,3.735,2045
bih,3.735,2050
bwa,12.21,1950
bwa,11.25,1955
bwa,10.29,1960
bwa,12.82,1965
bwa,13.06,1970
bwa,12.59,1975
bwa,12.38,1980
bwa,12.52,1985
bwa,13.08,1990
bwa,13.15,1995
bwa,12.43,2000
bwa,11.7,2005
bwa,10.75,2010
bwa,9.943,2015
bwa,10.2,2020
bwa,10.01,2025
bwa,9.732,2030
bwa,9.268,2035
bwa,8.682,2040
bwa,8.346,2045
bwa,8.092,2050
bra,11.78,1950
bra,10.98,1955
bra,11.62,1960
bra,12.15,1965
bra,12.4,1970
bra,12.72,1975
bra,11.61,1980
bra,10.96,1985
bra,11.07,1990
bra,11.02,1995
bra,9.772,2000
bra,8.655,2005
bra,8.566,2010
bra,8.17,2015
bra,6.962,2020
bra,6.164,2025
bra,5.733,2030
bra,5.331,2035
bra,5.022,2040
bra,4.863,2045
bra,4.707,2050
brn,8.696,1950
brn,9.677,1955
brn,7.5,1960
brn,12.5,1965
brn,12.7,1970
brn,11.54,1975
brn,12.22,1980
brn,11.21,1985
brn,9.917,1990
brn,10.07,1995
brn,9.434,2000
brn,9.04,2005
brn,8.629,2010
brn,7.512,2015
brn,6.897,2020
brn,6.349,2025
brn,6.32,2030
brn,5.944,2035
brn,5.941,2040
brn,5.714,2045
brn,5.438,2050
bgr,8.189,1950
bgr,7.739,1955
bgr,8.756,1960
bgr,8.185,1965
bgr,7.607,1970
bgr,6.845,1975
bgr,6.814,1980
bgr,7.057,1985
bgr,7.09,1990
bgr,6.332,1995
bgr,6.113,2000
bgr,4.921,2005
bgr,4.08,2010
bgr,4.252,2015
bgr,4.724,2020
bgr,4.792,2025
bgr,4.586,2030
bgr,4.298,2035
bgr,4.107,2040
bgr,4.235,2045
bgr,4.518,2050
bfa,11.7,1950
bfa,11.98,1955
bfa,11.28,1960
bfa,11.26,1965
bfa,11.82,1970
bfa,12.17,1975
bfa,12.4,1980
bfa,12.53,1985
bfa,12.65,1990
bfa,12.73,1995
bfa,12.66,2000
bfa,12.48,2005
bfa,12.11,2010
bfa,12.11,2015
bfa,13.48,2020
bfa,12.89,2025
bfa,12.13,2030
bfa,11.42,2035
bfa,10.91,2040
bfa,10.5,2045
bfa,10.0,2050
bdi,11.23,1950
bdi,11.22,1955
bdi,11.2,1960
bdi,12.53,1965
bdi,12.34,1970
bdi,12.61,1975
bdi,12.32,1980
bdi,11.45,1985
bdi,11.33,1990
bdi,12.77,1995
bdi,14.1,2000
bdi,12.9,2005
bdi,11.34,2010
bdi,10.6,2015
bdi,10.75,2020
bdi,10.91,2025
bdi,10.52,2030
bdi,9.68,2035
bdi,8.855,2040
bdi,8.347,2045
bdi,8.154,2050
khm,11.82,1950
khm,11.78,1955
khm,11.78,1960
khm,11.73,1965
khm,11.89,1970
khm,12.32,1975
khm,12.62,1980
khm,10.62,1985
khm,9.082,1990
khm,13.44,1995
khm,12.94,2000
khm,12.88,2005
khm,10.78,2010
khm,9.042,2015
khm,8.956,2020
khm,9.137,2025
khm,9.044,2030
khm,8.424,2035
khm,7.649,2040
khm,7.127,2045
khm,6.902,2050
cmr,10.98,1950
cmr,10.95,1955
cmr,10.95,1960
cmr,11.19,1965
cmr,11.15,1970
cmr,11.45,1975
cmr,11.73,1980
cmr,12.04,1985
cmr,12.33,1990
cmr,12.73,1995
cmr,12.7,2000
cmr,12.4,2005
cmr,11.61,2010
cmr,11.84,2015
cmr,12.03,2020
cmr,11.57,2025
cmr,10.84,2030
cmr,10.17,2035
cmr,9.7,2040
cmr,9.342,2045
cmr,8.96,2050
can,8.186,1950
can,8.663,1955
can,9.646,1960
can,10.21,1965
can,10.58,1970
can,9.939,1975
can,7.8,1980
can,6.901,1985
can,6.544,1990
can,6.569,1995
can,6.448,2000
can,6.377,2005
can,5.525,2010
can,5.091,2015
can,5.039,2020
can,5.117,2025
can,5.254,2030
can,5.299,2035
can,5.213,2040
can,5.117,2045
can,5.113,2050
cpv,12.66,1950
cpv,10.75,1955
cpv,7.692,1960
cpv,11.57,1965
cpv,14.49,1970
cpv,14.09,1975
cpv,14.29,1980
cpv,11.7,1985
cpv,12.7,1990
cpv,13.46,1995
cpv,13.42,2000
cpv,12.8,2005
cpv,11.61,2010
cpv,10.53,2015
cpv,9.603,2020
cpv,9.119,2025
cpv,8.735,2030
cpv,8.14,2035
cpv,7.649,2040
cpv,6.964,2045
cpv,6.593,2050
caf,10.25,1950
caf,10.3,1955
caf,10.09,1960
caf,10.49,1965
caf,10.97,1970
caf,11.31,1975
caf,11.53,1980
caf,11.48,1985
caf,11.74,1990
caf,12.01,1995
caf,12.05,2000
caf,11.86,2005
caf,12.08,2010
caf,11.91,2015
caf,11.42,2020
caf,11.07,2025
caf,10.64,2030
caf,10.2,2035
caf,9.802,2040
caf,9.326,2045
caf,8.863,2050
tcd,10.47,1950
tcd,10.38,1955
tcd,10.22,1960
tcd,11.54,1965
tcd,11.54,1970
tcd,11.47,1975
tcd,11.5,1980
tcd,11.87,1985
tcd,12.31,1990
tcd,12.48,1995
tcd,12.49,2000
tcd,12.47,2005
tcd,12.58,2010
tcd,12.73,2015
tcd,12.56,2020
tcd,12.39,2025
tcd,12.16,2030
tcd,11.83,2035
tcd,11.34,2040
tcd,10.74,2045
tcd,10.15,2050
chanisl,5.769,1950
chanisl,7.143,1955
chanisl,6.78,1960
chanisl,6.452,1965
chanisl,6.25,1970
chanisl,7.576,1975
chanisl,6.061,1980
chanisl,5.634,1985
chanisl,5.405,1990
chanisl,5.479,1995
chanisl,5.405,2000
chanisl,5.195,2005
chanisl,5.263,2010
chanisl,5.128,2015
chanisl,3.846,2020
chanisl,3.896,2025
chanisl,3.947,2030
chanisl,3.947,2035
chanisl,4.054,2040
chanisl,4.0,2045
chanisl,4.0,2050
chl,10.0,1950
chl,10.72,1955
chl,10.63,1960
chl,10.92,1965
chl,12.04,1970
chl,12.37,1975
chl,11.01,1980
chl,10.01,1985
chl,8.601,1990
chl,8.924,1995
chl,9.227,2000
chl,8.877,2005
chl,7.538,2010
chl,6.706,2015
chl,6.496,2020
chl,6.34,2025
chl,6.112,2030
chl,5.915,2035
chl,5.672,2040
chl,5.455,2045
chl,5.336,2050
chn,9.239,1950
chn,8.918,1955
chn,10.09,1960
chn,12.61,1965
chn,10.52,1970
chn,11.67,1975
chn,13.0,1980
chn,11.55,1985
chn,8.409,1990
chn,8.463,1995
chn,9.627,2000
chn,7.813,2005
chn,6.627,2010
chn,5.815,2015
chn,5.728,2020
chn,5.949,2025
chn,5.837,2030
chn,5.351,2035
chn,4.992,2040
chn,4.915,2045
chn,5.035,2050
col,11.15,1950
col,11.22,1955
col,12.28,1960
col,12.98,1965
col,12.95,1970
col,13.32,1975
col,12.98,1980
col,11.4,1985
col,11.26,1990
col,10.74,1995
col,10.25,2000
col,9.864,2005
col,9.169,2010
col,8.594,2015
col,8.22,2020
col,7.723,2025
col,7.318,2030
col,6.936,2035
col,6.583,2040
col,6.264,2045
col,5.959,2050
com,11.39,1950
com,10.34,1955
com,9.278,1960
com,12.15,1965
com,12.61,1970
com,12.59,1975
com,12.2,1980
com,12.44,1985
com,13.18,1990
com,14.34,1995
com,12.27,2000
com,11.15,2005
com,10.76,2010
com,11.05,2015
com,11.43,2020
com,10.84,2025
com,9.651,2030
com,9.038,2035
com,8.649,2040
com,8.362,2045
com,8.13,2050
cod,11.55,1950
cod,11.73,1955
cod,11.7,1960
cod,11.48,1965
cod,11.59,1970
cod,11.72,1975
cod,11.86,1980
cod,11.93,1985
cod,12.05,1990
cod,12.37,1995
cod,12.76,2000
cod,12.92,2005
cod,12.98,2010
cod,13.0,2015
cod,12.49,2020
cod,12.27,2025
cod,11.96,2030
cod,11.43,2035
cod,10.76,2040
cod,10.1,2045
cod,9.504,2050
cog,11.19,1950
cog,11.06,1955
cog,11.15,1960
cog,11.13,1965
cog,11.44,1970
cog,11.91,1975
cog,12.16,1980
cog,12.41,1985
cog,12.62,1990
cog,12.55,1995
cog,12.6,2000
cog,12.27,2005
cog,11.76,2010
cog,11.74,2015
cog,11.28,2020
cog,10.76,2025
cog,10.34,2030
cog,9.819,2035
cog,9.255,2040
cog,8.805,2045
cog,8.401,2050
cri,10.36,1950
cri,10.47,1955
cri,11.15,1960
cri,12.61,1965
cri,13.24,1970
cri,13.95,1975
cri,12.31,1980
cri,10.35,1985
cri,10.46,1990
cri,10.71,1995
cri,10.87,2000
cri,9.77,2005
cri,8.709,2010
cri,7.941,2015
cri,7.066,2020
cri,7.033,2025
cri,6.587,2030
cri,6.309,2035
cri,5.992,2040
cri,5.751,2045
cri,5.589,2050
civ,11.98,1950
civ,11.54,1955
civ,10.76,1960
civ,11.08,1965
civ,11.32,1970
civ,11.54,1975
civ,11.77,1980
civ,12.29,1985
civ,13.04,1990
civ,12.9,1995
civ,12.5,2000
civ,12.42,2005
civ,12.16,2010
civ,12.09,2015
civ,11.69,2020
civ,11.26,2025
civ,10.67,2030
civ,10.09,2035
civ,9.566,2040
civ,9.092,2045
civ,8.626,2050
hrv,8.333,1950
hrv,6.988,1955
hrv,8.665,1960
hrv,8.465,1965
hrv,7.703,1970
hrv,6.99,1975
hrv,6.602,1980
hrv,6.418,1985
hrv,6.601,1990
hrv,6.452,1995
hrv,5.822,2000
hrv,5.471,2005
hrv,5.123,2010
hrv,4.471,2015
hrv,4.574,2020
hrv,4.738,2025
hrv,4.689,2030
hrv,4.599,2035
hrv,4.46,2040
hrv,4.421,2045
hrv,4.539,2050
cub,11.35,1950
cub,10.92,1955
cub,10.42,1960
cub,10.76,1965
cub,9.711,1970
cub,12.55,1975
cub,12.02,1980
cub,10.52,1985
cub,6.858,1990
cub,6.94,1995
cub,7.496,2000
cub,6.812,2005
cub,6.139,2010
cub,5.555,2015
cub,4.9,2020
cub,4.698,2025
cub,4.581,2030
cub,4.422,2035
cub,4.216,2040
cub,4.024,2045
cub,3.914,2050
cyp,10.0,1950
cyp,9.294,1955
cyp,11.42,1960
cyp,10.7,1965
cyp,10.75,1970
cyp,9.416,1975
cyp,7.516,1980
cyp,7.692,1985
cyp,7.918,1990
cyp,8.152,1995
cyp,7.519,2000
cyp,7.226,2005
cyp,5.987,2010
cyp,5.053,2015
cyp,5.03,2020
cyp,5.233,2025
cyp,5.224,2030
cyp,5.235,2035
cyp,5.106,2040
cyp,4.795,2045
cyp,4.866,2050
cze,5.994,1950
cze,7.415,1955
cze,8.789,1960
cze,8.217,1965
cze,6.883,1970
cze,6.452,1975
cze,6.338,1980
cze,7.766,1985
cze,8.014,1990
cze,6.371,1995
cze,6.037,2000
cze,5.513,2005
cze,4.098,2010
cze,4.31,2015
cze,5.016,2020
cze,5.148,2025
cze,4.93,2030
cze,4.631,2035
cze,4.399,2040
cze,4.439,2045
cze,4.769,2050
dnk,7.196,1950
dnk,8.404,1955
dnk,8.839,1960
dnk,7.548,1965
dnk,7.252,1970
dnk,7.512,1975
dnk,7.325,1980
dnk,6.857,1985
dnk,5.943,1990
dnk,5.026,1995
dnk,5.486,2000
dnk,6.243,2005
dnk,6.044,2010
dnk,5.76,2015
dnk,5.542,2020
dnk,5.19,2025
dnk,5.196,2030
dnk,5.373,2035
dnk,5.53,2040
dnk,5.458,2045
dnk,5.35,2050
dji,12.9,1950
dji,14.29,1955
dji,13.95,1960
dji,12.07,1965
dji,12.35,1970
dji,12.39,1975
dji,12.87,1980
dji,12.44,1985
dji,12.23,1990
dji,12.14,1995
dji,12.53,2000
dji,12.38,2005
dji,11.34,2010
dji,10.71,2015
dji,10.1,2020
dji,9.73,2025
dji,9.412,2030
dji,9.163,2035
dji,8.67,2040
dji,8.131,2045
dji,7.745,2050
dom,12.94,1950
dom,12.66,1955
dom,12.34,1960
dom,12.97,1965
dom,13.7,1970
dom,13.88,1975
dom,13.45,1980
dom,12.56,1985
dom,11.78,1990
dom,11.5,1995
dom,11.16,2000
dom,10.74,2005
dom,9.919,2010
dom,9.576,2015
dom,9.159,2020
dom,8.606,2025
dom,8.078,2030
dom,7.606,2035
dom,7.204,2040
dom,6.852,2045
dom,6.513,2050
ecu,10.83,1950
ecu,10.69,1955
ecu,10.95,1960
ecu,12.35,1965
ecu,12.27,1970
ecu,12.37,1975
ecu,12.4,1980
ecu,12.22,1985
ecu,12.06,1990
ecu,11.63,1995
ecu,11.06,2000
ecu,10.49,2005
ecu,10.21,2010
ecu,9.444,2015
ecu,8.623,2020
ecu,8.066,2025
ecu,7.664,2030
ecu,7.254,2035
ecu,6.848,2040
ecu,6.467,2045
ecu,6.134,2050
egy,10.46,1950
egy,9.744,1955
egy,12.02,1960
egy,12.12,1965
egy,12.51,1970
egy,12.36,1975
egy,12.09,1980
egy,11.57,1985
egy,11.99,1990
egy,12.44,1995
egy,12.87,2000
egy,10.39,2005
egy,9.848,2010
egy,9.633,2015
egy,9.53,2020
egy,9.177,2025
egy,8.475,2030
egy,7.814,2035
egy,7.392,2040
egy,7.137,2045
egy,6.872,2050
slv,12.02,1950
slv,11.34,1955
slv,11.39,1960
slv,12.22,1965
slv,12.78,1970
slv,12.84,1975
slv,12.49,1980
slv,12.81,1985
slv,12.17,1990
slv,11.17,1995
slv,10.87,2000
slv,11.45,2005
slv,10.92,2010
slv,8.692,2015
slv,8.074,2020
slv,7.928,2025
slv,7.674,2030
slv,7.437,2035
slv,6.813,2040
slv,6.321,2045
slv,5.947,2050
gnq,9.565,1950
gnq,10.08,1955
gnq,10.0,1960
gnq,10.95,1965
gnq,10.81,1970
gnq,13.11,1975
gnq,15.79,1980
gnq,10.0,1985
gnq,7.732,1990
gnq,9.957,1995
gnq,12.27,2000
gnq,12.46,2005
gnq,11.71,2010
gnq,11.39,2015
gnq,11.34,2020
gnq,11.63,2025
gnq,11.57,2030
gnq,10.98,2035
gnq,10.44,2040
gnq,10.01,2045
gnq,9.642,2050
eri,11.96,1950
eri,12.11,1955
eri,12.13,1960
eri,11.64,1965
eri,11.92,1970
eri,12.01,1975
eri,10.85,1980
eri,13.3,1985
eri,14.3,1990
eri,13.61,1995
eri,13.33,2000
eri,11.88,2005
eri,11.12,2010
eri,11.77,2015
eri,12.2,2020
eri,11.65,2025
eri,10.64,2030
eri,9.667,2035
eri,9.072,2040
eri,8.821,2045
eri,8.64,2050
est,8.108,1950
est,6.728,1955
est,6.012,1960
est,6.685,1965
est,6.766,1970
est,6.494,1975
est,6.203,1980
est,6.618,1985
est,6.595,1990
est,6.736,1995
est,7.201,2000
est,5.096,2005
est,4.161,2010
est,4.444,2015
est,5.315,2020
est,5.824,2025
est,5.78,2030
est,5.318,2035
est,4.669,2040
est,4.58,2045
est,4.969,2050
eth,11.63,1950
eth,11.87,1955
eth,12.04,1960
eth,11.68,1965
eth,11.61,1970
eth,11.99,1975
eth,12.14,1980
eth,12.07,1985
eth,11.83,1990
eth,11.96,1995
eth,12.52,2000
eth,13.0,2005
eth,12.67,2010
eth,12.17,2015
eth,12.05,2020
eth,11.68,2025
eth,11.19,2030
eth,10.6,2035
eth,9.966,2040
eth,9.339,2045
eth,8.797,2050
fji,13.04,1950
fji,13.33,1955
fji,13.09,1960
fji,13.27,1965
fji,14.06,1970
fji,13.33,1975
fji,12.14,1980
fji,10.83,1985
fji,11.9,1990
fji,11.67,1995
fji,10.38,2000
fji,10.51,2005
fji,10.45,2010
fji,9.767,2015
fji,8.945,2020
fji,8.52,2025
fji,7.912,2030
fji,7.609,2035
fji,7.456,2040
fji,7.048,2045
fji,6.682,2050
fin,7.692,1950
fin,7.985,1955
fin,10.5,1960
fin,9.106,1965
fin,8.277,1970
fin,7.762,1975
fin,6.975,1980
fin,5.857,1985
fin,6.192,1990
fin,6.145,1995
fin,5.853,2000
fin,6.056,2005
fin,5.394,2010
fin,5.168,2015
fin,5.261,2020
fin,5.329,2025
fin,5.345,2030
fin,5.282,2035
fin,5.166,2040
fin,5.061,2045
fin,5.056,2050
fra,6.45,1950
fra,5.979,1955
fra,8.464,1960
fra,8.048,1965
fra,7.854,1970
fra,7.875,1975
fra,7.472,1980
fra,7.253,1985
fra,6.253,1990
fra,6.365,1995
fra,6.166,2000
fra,5.748,2005
fra,5.657,2010
fra,5.925,2015
fra,5.847,2020
fra,5.532,2025
fra,5.383,2030
fra,5.267,2035
fra,5.24,2040
fra,5.314,2045
fra,5.367,2050
guf,8.333,1950
guf,7.143,1955
guf,12.5,1960
guf,10.53,1965
guf,13.64,1970
guf,11.11,1975
guf,12.12,1980
guf,11.63,1985
guf,10.91,1990
guf,10.45,1995
guf,10.0,2000
guf,10.89,2005
guf,10.43,2010
guf,9.924,2015
guf,8.966,2020
guf,8.537,2025
guf,8.427,2030
guf,8.205,2035
guf,7.767,2040
guf,7.306,2045
guf,6.897,2050
pyf,10.34,1950
pyf,12.5,1955
pyf,12.82,1960
pyf,13.04,1965
pyf,13.46,1970
pyf,14.52,1975
pyf,13.89,1980
pyf,12.2,1985
pyf,10.75,1990
pyf,11.65,1995
pyf,12.28,2000
pyf,8.871,2005
pyf,9.091,2010
pyf,7.692,2015
pyf,7.483,2020
pyf,7.692,2025
pyf,6.832,2030
pyf,6.548,2035
pyf,6.395,2040
pyf,5.747,2045
pyf,5.682,2050
gab,8.714,1950
gab,8.607,1955
gab,8.468,1960
gab,9.339,1965
gab,9.191,1970
gab,9.477,1975
gab,9.798,1980
gab,10.5,1985
gab,11.13,1990
gab,11.72,1995
gab,12.04,2000
gab,12.52,2005
gab,11.44,2010
gab,10.64,2015
gab,10.05,2020
gab,9.769,2025
gab,9.458,2030
gab,8.955,2035
gab,8.518,2040
gab,8.058,2045
gab,7.686,2050
gmb,11.11,1950
gmb,11.97,1955
gmb,10.98,1960
gmb,9.524,1965
gmb,10.09,1970
gmb,10.34,1975
gmb,10.93,1980
gmb,11.26,1985
gmb,11.48,1990
gmb,11.27,1995
gmb,11.43,2000
gmb,11.86,2005
gmb,12.24,2010
gmb,12.09,2015
gmb,11.79,2020
gmb,11.38,2025
gmb,10.93,2030
gmb,10.46,2035
gmb,9.976,2040
gmb,9.47,2045
gmb,9.005,2050
geo,10.74,1950
geo,7.23,1955
geo,6.879,1960
geo,8.309,1965
geo,9.615,1970
geo,9.527,1975
geo,8.024,1980
geo,7.703,1985
geo,7.402,1990
geo,7.516,1995
geo,8.0,2000
geo,7.389,2005
geo,4.962,2010
geo,4.709,2015
geo,5.403,2020
geo,5.353,2025
geo,5.205,2030
geo,4.86,2035
geo,4.619,2040
geo,4.693,2045
geo,4.912,2050
deu,8.245,1950
deu,6.82,1955
deu,5.7,1960
deu,6.331,1965
deu,6.735,1970
deu,7.695,1975
deu,7.238,1980
deu,5.233,1985
deu,4.844,1990
deu,5.225,1995
deu,5.487,2000
deu,4.888,2005
deu,4.612,2010
deu,4.313,2015
deu,4.027,2020
deu,3.967,2025
deu,4.076,2030
deu,4.107,2035
deu,4.065,2040
deu,4.013,2045
