surface_area_sq_km,geo,time
236800.0,lao,1968
236800.0,lao,1969
236800.0,lao,1970
236800.0,lao,1971
236800.0,lao,1972
236800.0,lao,1973
236800.0,lao,1974
236800.0,lao,1975
236800.0,lao,1976
236800.0,lao,1977
236800.0,lao,1978
236800.0,lao,1979
236800.0,lao,1980
236800.0,lao,1981
236800.0,lao,1982
236800.0,lao,1983
236800.0,lao,1984
236800.0,lao,1985
236800.0,lao,1986
236800.0,lao,1987
236800.0,lao,1988
236800.0,lao,1989
236800.0,lao,1990
236800.0,lao,1991
236800.0,lao,1992
236800.0,lao,1993
236800.0,lao,1994
236800.0,lao,1995
236800.0,lao,1996
236800.0,lao,1997
236800.0,lao,1998
236800.0,lao,1999
236800.0,lao,2000
236800.0,lao,2001
236800.0,lao,2002
236800.0,lao,2003
236800.0,lao,2004
236800.0,lao,2005
236800.0,lao,2006
236800.0,lao,2007
236800.0,lao,2008
236800.0,lao,2009
236800.0,lao,2010
64550.0,lva,1961
64550.0,lva,1962
64550.0,lva,1963
64550.0,lva,1964
64550.0,lva,1965
64550.0,lva,1966
64550.0,lva,1967
64550.0,lva,1968
64550.0,lva,1969
64550.0,lva,1970
64550.0,lva,1971
64550.0,lva,1972
64550.0,lva,1973
64550.0,lva,1974
64550.0,lva,1975
64550.0,lva,1976
64550.0,lva,1977
64550.0,lva,1978
64550.0,lva,1979
64550.0,lva,1980
64550.0,lva,1981
64550.0,lva,1982
64550.0,lva,1983
64550.0,lva,1984
64550.0,lva,1985
64550.0,lva,1986
64550.0,lva,1987
64550.0,lva,1988
64550.0,lva,1989
64550.0,lva,1990
64550.0,lva,1991
64550.0,lva,1992
64550.0,lva,1993
64550.0,lva,1994
64550.0,lva,1995
64550.0,lva,1996
64550.0,lva,1997
64550.0,lva,1998
64550.0,lva,1999
64550.0,lva,2000
64550.0,lva,2001
64550.0,lva,2002
64550.0,lva,2003
64550.0,lva,2004
64550.0,lva,2005
64550.0,lva,2006
64550.0,lva,2007
64550.0,lva,2008
64560.0,lva,2009
64560.0,lva,2010
10450.0,lbn,1961
10450.0,lbn,1962
10450.0,lbn,1963
10450.0,lbn,1964
10450.0,lbn,1965
10450.0,lbn,1966
10450.0,lbn,1967
10450.0,lbn,1968
10450.0,lbn,1969
10450.0,lbn,1970
10450.0,lbn,1971
10450.0,lbn,1972
10450.0,lbn,1973
10450.0,lbn,1974
10450.0,lbn,1975
10450.0,lbn,1976
10450.0,lbn,1977
10450.0,lbn,1978
10450.0,lbn,1979
10450.0,lbn,1980
10450.0,lbn,1981
10450.0,lbn,1982
10450.0,lbn,1983
10450.0,lbn,1984
10450.0,lbn,1985
10450.0,lbn,1986
10450.0,lbn,1987
10450.0,lbn,1988
10450.0,lbn,1989
10450.0,lbn,1990
10450.0,lbn,1991
10450.0,lbn,1992
10450.0,lbn,1993
10450.0,lbn,1994
10450.0,lbn,1995
10450.0,lbn,1996
10450.0,lbn,1997
10450.0,lbn,1998
10450.0,lbn,1999
10450.0,lbn,2000
10450.0,lbn,2001
10450.0,lbn,2002
10450.0,lbn,2003
10450.0,lbn,2004
10450.0,lbn,2005
10450.0,lbn,2006
10450.0,lbn,2007
10450.0,lbn,2008
10450.0,lbn,2009
10450.0,lbn,2010
30360.0,lso,1961
30360.0,lso,1962
30360.0,lso,1963
30360.0,lso,1964
30360.0,lso,1965
30360.0,lso,1966
30360.0,lso,1967
30360.0,lso,1968
30360.0,lso,1969
30360.0,lso,1970
30360.0,lso,1971
30360.0,lso,1972
30360.0,lso,1973
30360.0,lso,1974
30360.0,lso,1975
30360.0,lso,1976
30360.0,lso,1977
30360.0,lso,1978
30360.0,lso,1979
30360.0,lso,1980
30360.0,lso,1981
30360.0,lso,1982
30360.0,lso,1983
30360.0,lso,1984
30360.0,lso,1985
30360.0,lso,1986
30360.0,lso,1987
30360.0,lso,1988
30360.0,lso,1989
30360.0,lso,1990
30360.0,lso,1991
30360.0,lso,1992
30360.0,lso,1993
30360.0,lso,1994
30360.0,lso,1995
30360.0,lso,1996
30360.0,lso,1997
30360.0,lso,1998
30360.0,lso,1999
30360.0,lso,2000
30360.0,lso,2001
30360.0,lso,2002
30360.0,lso,2003
30360.0,lso,2004
30360.0,lso,2005
30360.0,lso,2006
30360.0,lso,2007
30360.0,lso,2008
30360.0,lso,2009
30360.0,lso,2010
111400.0,lbr,1961
111400.0,lbr,1962
111400.0,lbr,1963
111400.0,lbr,1964
111400.0,lbr,1965
111400.0,lbr,1966
111400.0,lbr,1967
111400.0,lbr,1968
111400.0,lbr,1969
111400.0,lbr,1970
111400.0,lbr,1971
111400.0,lbr,1972
111400.0,lbr,1973
111400.0,lbr,1974
111400.0,lbr,1975
111400.0,lbr,1976
111400.0,lbr,1977
111400.0,lbr,1978
111400.0,lbr,1979
111400.0,lbr,1980
111400.0,lbr,1981
111400.0,lbr,1982
111400.0,lbr,1983
111400.0,lbr,1984
111400.0,lbr,1985
111400.0,lbr,1986
111400.0,lbr,1987
111400.0,lbr,1988
111400.0,lbr,1989
111400.0,lbr,1990
111400.0,lbr,1991
111400.0,lbr,1992
111400.0,lbr,1993
111400.0,lbr,1994
111400.0,lbr,1995
111400.0,lbr,1996
111400.0,lbr,1997
111400.0,lbr,1998
111400.0,lbr,1999
111400.0,lbr,2000
111400.0,lbr,2001
111400.0,lbr,2002
111400.0,lbr,2003
111400.0,lbr,2004
111400.0,lbr,2005
111400.0,lbr,2006
111400.0,lbr,2007
111400.0,lbr,2008
111400.0,lbr,2009
111400.0,lbr,2010
1760000.0,lby,1961
1760000.0,lby,1962
1760000.0,lby,1963
1760000.0,lby,1964
1760000.0,lby,1965
1760000.0,lby,1966
1760000.0,lby,1967
1760000.0,lby,1968
1760000.0,lby,1969
1760000.0,lby,1970
1760000.0,lby,1971
1760000.0,lby,1972
1760000.0,lby,1973
1760000.0,lby,1974
1760000.0,lby,1975
1760000.0,lby,1976
1760000.0,lby,1977
1760000.0,lby,1978
1760000.0,lby,1979
1760000.0,lby,1980
1760000.0,lby,1981
1760000.0,lby,1982
1760000.0,lby,1983
1760000.0,lby,1984
1760000.0,lby,1985
1760000.0,lby,1986
1760000.0,lby,1987
1760000.0,lby,1988
1760000.0,lby,1989
1760000.0,lby,1990
1760000.0,lby,1991
1760000.0,lby,1992
1760000.0,lby,1993
1760000.0,lby,1994
1760000.0,lby,1995
1760000.0,lby,1996
1760000.0,lby,1997
1760000.0,lby,1998
1760000.0,lby,1999
1760000.0,lby,2000
1760000.0,lby,2001
1760000.0,lby,2002
1760000.0,lby,2003
1760000.0,lby,2004
1760000.0,lby,2005
1760000.0,lby,2006
1760000.0,lby,2007
1760000.0,lby,2008
1760000.0,lby,2009
1760000.0,lby,2010
160.0,lie,1961
160.0,lie,1962
160.0,lie,1963
160.0,lie,1964
160.0,lie,1965
160.0,lie,1966
160.0,lie,1967
160.0,lie,1968
160.0,lie,1969
160.0,lie,1970
160.0,lie,1971
160.0,lie,1972
160.0,lie,1973
160.0,lie,1974
160.0,lie,1975
160.0,lie,1976
160.0,lie,1977
160.0,lie,1978
160.0,lie,1979
160.0,lie,1980
160.0,lie,1981
160.0,lie,1982
160.0,lie,1983
160.0,lie,1984
160.0,lie,1985
160.0,lie,1986
160.0,lie,1987
160.0,lie,1988
160.0,lie,1989
160.0,lie,1990
160.0,lie,1991
160.0,lie,1992
160.0,lie,1993
160.0,lie,1994
160.0,lie,1995
160.0,lie,1996
160.0,lie,1997
160.0,lie,1998
160.0,lie,1999
160.0,lie,2000
160.0,lie,2001
160.0,lie,2002
160.0,lie,2003
160.0,lie,2004
160.0,lie,2005
160.0,lie,2006
160.0,lie,2007
160.0,lie,2008
160.0,lie,2009
160.0,lie,2010
65300.0,ltu,1961
65300.0,ltu,1962
65300.0,ltu,1963
65300.0,ltu,1964
65300.0,ltu,1965
65300.0,ltu,1966
65300.0,ltu,1967
65300.0,ltu,1968
65300.0,ltu,1969
65300.0,ltu,1970
65300.0,ltu,1971
65300.0,ltu,1972
65300.0,ltu,1973
65300.0,ltu,1974
65300.0,ltu,1975
65300.0,ltu,1976
65300.0,ltu,1977
65300.0,ltu,1978
65300.0,ltu,1979
65300.0,ltu,1980
65300.0,ltu,1981
65300.0,ltu,1982
65300.0,ltu,1983
65300.0,ltu,1984
65300.0,ltu,1985
65300.0,ltu,1986
65300.0,ltu,1987
65300.0,ltu,1988
65300.0,ltu,1989
65300.0,ltu,1990
65300.0,ltu,1991
65300.0,ltu,1992
65300.0,ltu,1993
65300.0,ltu,1994
65300.0,ltu,1995
65300.0,ltu,1996
65300.0,ltu,1997
65300.0,ltu,1998
65300.0,ltu,1999
65300.0,ltu,2000
65300.0,ltu,2001
65300.0,ltu,2002
65300.0,ltu,2003
65300.0,ltu,2004
65300.0,ltu,2005
65300.0,ltu,2006
65300.0,ltu,2007
65300.0,ltu,2008
65300.0,ltu,2009
65300.0,ltu,2010
2590.0,lux,2000
2590.0,lux,2001
2590.0,lux,2002
2590.0,lux,2003
2590.0,lux,2004
2590.0,lux,2005
2590.0,lux,2006
2590.0,lux,2007
2590.0,lux,2008
2590.0,lux,2009
2590.0,lux,2010
28.0,mac,1961
28.0,mac,1962
28.0,mac,1963
28.0,mac,1964
28.0,mac,1965
28.0,mac,1966
28.0,mac,1967
28.0,mac,1968
28.0,mac,1969
28.0,mac,1970
28.0,mac,1971
28.0,mac,1972
28.0,mac,1973
28.0,mac,1974
28.0,mac,1975
28.0,mac,1976
28.0,mac,1977
28.0,mac,1978
28.0,mac,1979
28.0,mac,1980
28.0,mac,1981
28.0,mac,1982
28.0,mac,1983
28.0,mac,1984
28.0,mac,1985
28.0,mac,1986
28.0,mac,1987
28.0,mac,1988
28.0,mac,1989
28.0,mac,1990
28.0,mac,1991
28.0,mac,1992
28.0,mac,1993
28.0,mac,1994
28.0,mac,1995
28.0,mac,1996
28.0,mac,1997
28.0,mac,1998
28.0,mac,1999
28.0,mac,2000
28.0,mac,2001
28.0,mac,2002
28.0,mac,2003
28.0,mac,2004
28.0,mac,2005
28.0,mac,2006
28.0,mac,2007
28.0,mac,2008
28.0,mac,2009
28.0,mac,2010
25710.0,mkd,1961
25710.0,mkd,1962
25710.0,mkd,1963
25710.0,mkd,1964
25710.0,mkd,1965
25710.0,mkd,1966
25710.0,mkd,1967
25710.0,mkd,1968
25710.0,mkd,1969
25710.0,mkd,1970
25710.0,mkd,1971
25710.0,mkd,1972
25710.0,mkd,1973
25710.0,mkd,1974
25710.0,mkd,1975
25710.0,mkd,1976
25710.0,mkd,1977
25710.0,mkd,1978
25710.0,mkd,1979
25710.0,mkd,1980
25710.0,mkd,1981
25710.0,mkd,1982
25710.0,mkd,1983
25710.0,mkd,1984
25710.0,mkd,1985
25710.0,mkd,1986
25710.0,mkd,1987
25710.0,mkd,1988
25710.0,mkd,1989
25710.0,mkd,1990
25710.0,mkd,1991
25710.0,mkd,1992
25710.0,mkd,1993
25710.0,mkd,1994
25710.0,mkd,1995
25710.0,mkd,1996
25710.0,mkd,1997
25710.0,mkd,1998
25710.0,mkd,1999
25710.0,mkd,2000
25710.0,mkd,2001
25710.0,mkd,2002
25710.0,mkd,2003
25710.0,mkd,2004
25710.0,mkd,2005
25710.0,mkd,2006
25710.0,mkd,2007
25710.0,mkd,2008
25710.0,mkd,2009
25710.0,mkd,2010
587000.0,mdg,1961
587000.0,mdg,1962
587000.0,mdg,1963
587000.0,mdg,1964
587000.0,mdg,1965
587000.0,mdg,1966
587000.0,mdg,1967
587000.0,mdg,1968
587000.0,mdg,1969
587000.0,mdg,1970
587000.0,mdg,1971
587000.0,mdg,1972
587000.0,mdg,1973
587000.0,mdg,1974
587000.0,mdg,1975
587000.0,mdg,1976
587000.0,mdg,1977
587000.0,mdg,1978
587000.0,mdg,1979
587000.0,mdg,1980
587000.0,mdg,1981
587000.0,mdg,1982
587000.0,mdg,1983
587000.0,mdg,1984
587000.0,mdg,1985
587000.0,mdg,1986
587000.0,mdg,1987
587000.0,mdg,1988
587000.0,mdg,1989
587000.0,mdg,1990
587000.0,mdg,1991
587000.0,mdg,1992
587000.0,mdg,1993
587000.0,mdg,1994
587000.0,mdg,1995
587000.0,mdg,1996
587000.0,mdg,1997
587000.0,mdg,1998
587000.0,mdg,1999
587000.0,mdg,2000
587000.0,mdg,2001
587000.0,mdg,2002
587000.0,mdg,2003
587000.0,mdg,2004
587000.0,mdg,2005
587000.0,mdg,2006
587000.0,mdg,2007
587000.0,mdg,2008
587000.0,mdg,2009
587000.0,mdg,2010
118500.0,mwi,1961
118500.0,mwi,1962
118500.0,mwi,1963
118500.0,mwi,1964
118500.0,mwi,1965
118500.0,mwi,1966
118500.0,mwi,1967
118500.0,mwi,1968
118500.0,mwi,1969
118500.0,mwi,1970
118500.0,mwi,1971
118500.0,mwi,1972
118500.0,mwi,1973
118500.0,mwi,1974
118500.0,mwi,1975
118500.0,mwi,1976
118500.0,mwi,1977
118500.0,mwi,1978
118500.0,mwi,1979
118500.0,mwi,1980
118500.0,mwi,1981
118500.0,mwi,1982
118500.0,mwi,1983
118500.0,mwi,1984
118500.0,mwi,1985
118500.0,mwi,1986
118500.0,mwi,1987
118500.0,mwi,1988
118500.0,mwi,1989
118500.0,mwi,1990
118500.0,mwi,1991
118500.0,mwi,1992
118500.0,mwi,1993
118500.0,mwi,1994
118500.0,mwi,1995
118500.0,mwi,1996
118500.0,mwi,1997
118500.0,mwi,1998
118500.0,mwi,1999
118500.0,mwi,2000
118500.0,mwi,2001
118500.0,mwi,2002
118500.0,mwi,2003
118500.0,mwi,2004
118500.0,mwi,2005
118500.0,mwi,2006
118500.0,mwi,2007
118500.0,mwi,2008
118500.0,mwi,2009
118500.0,mwi,2010
330800.0,mys,1961
330800.0,mys,1962
330800.0,mys,1963
330800.0,mys,1964
330800.0,mys,1965
330800.0,mys,1966
330800.0,mys,1967
330800.0,mys,1968
330800.0,mys,1969
330800.0,mys,1970
330800.0,mys,1971
330800.0,mys,1972
330800.0,mys,1973
330800.0,mys,1974
330800.0,mys,1975
330800.0,mys,1976
330800.0,mys,1977
330800.0,mys,1978
330800.0,mys,1979
330800.0,mys,1980
330800.0,mys,1981
330800.0,mys,1982
330800.0,mys,1983
330800.0,mys,1984
330800.0,mys,1985
330800.0,mys,1986
330800.0,mys,1987
330800.0,mys,1988
330800.0,mys,1989
330800.0,mys,1990
330800.0,mys,1991
330800.0,mys,1992
330800.0,mys,1993
330800.0,mys,1994
330800.0,mys,1995
330800.0,mys,1996
330800.0,mys,1997
330800.0,mys,1998
330800.0,mys,1999
330800.0,mys,2000
330800.0,mys,2001
330800.0,mys,2002
330800.0,mys,2003
330800.0,mys,2004
330800.0,mys,2005
330800.0,mys,2006
330800.0,mys,2007
330800.0,mys,2008
330800.0,mys,2009
330800.0,mys,2010
300.0,mdv,1961
300.0,mdv,1962
300.0,mdv,1963
300.0,mdv,1964
300.0,mdv,1965
300.0,mdv,1966
300.0,mdv,1967
300.0,mdv,1968
300.0,mdv,1969
300.0,mdv,1970
300.0,mdv,1971
300.0,mdv,1972
300.0,mdv,1973
300.0,mdv,1974
300.0,mdv,1975
300.0,mdv,1976
300.0,mdv,1977
300.0,mdv,1978
300.0,mdv,1979
300.0,mdv,1980
300.0,mdv,1981
300.0,mdv,1982
300.0,mdv,1983
300.0,mdv,1984
300.0,mdv,1985
300.0,mdv,1986
300.0,mdv,1987
300.0,mdv,1988
300.0,mdv,1989
300.0,mdv,1990
300.0,mdv,1991
300.0,mdv,1992
300.0,mdv,1993
300.0,mdv,1994
300.0,mdv,1995
300.0,mdv,1996
300.0,mdv,1997
300.0,mdv,1998
300.0,mdv,1999
300.0,mdv,2000
300.0,mdv,2001
300.0,mdv,2002
300.0,mdv,2003
300.0,mdv,2004
300.0,mdv,2005
300.0,mdv,2006
300.0,mdv,2007
300.0,mdv,2008
300.0,mdv,2009
300.0,mdv,2010
1240000.0,mli,1961
1240000.0,mli,1962
1240000.0,mli,1963
1240000.0,mli,1964
1240000.0,mli,1965
1240000.0,mli,1966
1240000.0,mli,1967
1240000.0,mli,1968
1240000.0,mli,1969
1240000.0,mli,1970
1240000.0,mli,1971
1240000.0,mli,1972
1240000.0,mli,1973
1240000.0,mli,1974
1240000.0,mli,1975
1240000.0,mli,1976
1240000.0,mli,1977
1240000.0,mli,1978
1240000.0,mli,1979
1240000.0,mli,1980
1240000.0,mli,1981
1240000.0,mli,1982
1240000.0,mli,1983
1240000.0,mli,1984
1240000.0,mli,1985
1240000.0,mli,1986
1240000.0,mli,1987
1240000.0,mli,1988
1240000.0,mli,1989
1240000.0,mli,1990
1240000.0,mli,1991
1240000.0,mli,1992
1240000.0,mli,1993
1240000.0,mli,1994
1240000.0,mli,1995
1240000.0,mli,1996
1240000.0,mli,1997
1240000.0,mli,1998
1240000.0,mli,1999
1240000.0,mli,2000
1240000.0,mli,2001
1240000.0,mli,2002
1240000.0,mli,2003
1240000.0,mli,2004
1240000.0,mli,2005
1240000.0,mli,2006
1240000.0,mli,2007
1240000.0,mli,2008
1240000.0,mli,2009
1240000.0,mli,2010
320.0,mlt,1961
320.0,mlt,1962
320.0,mlt,1963
320.0,mlt,1964
320.0,mlt,1965
320.0,mlt,1966
320.0,mlt,1967
320.0,mlt,1968
320.0,mlt,1969
320.0,mlt,1970
320.0,mlt,1971
320.0,mlt,1972
320.0,mlt,1973
320.0,mlt,1974
320.0,mlt,1975
320.0,mlt,1976
320.0,mlt,1977
320.0,mlt,1978
320.0,mlt,1979
320.0,mlt,1980
320.0,mlt,1981
320.0,mlt,1982
320.0,mlt,1983
320.0,mlt,1984
320.0,mlt,1985
320.0,mlt,1986
320.0,mlt,1987
320.0,mlt,1988
320.0,mlt,1989
320.0,mlt,1990
320.0,mlt,1991
320.0,mlt,1992
320.0,mlt,1993
320.0,mlt,1994
320.0,mlt,1995
320.0,mlt,1996
320.0,mlt,1997
320.0,mlt,1998
320.0,mlt,1999
320.0,mlt,2000
320.0,mlt,2001
320.0,mlt,2002
320.0,mlt,2003
320.0,mlt,2004
320.0,mlt,2005
320.0,mlt,2006
320.0,mlt,2007
320.0,mlt,2008
320.0,mlt,2009
320.0,mlt,2010
180.0,mhl,1995
180.0,mhl,1996
180.0,mhl,1997
180.0,mhl,1998
180.0,mhl,1999
180.0,mhl,2000
180.0,mhl,2001
180.0,mhl,2002
180.0,mhl,2003
180.0,mhl,2004
180.0,mhl,2005
180.0,mhl,2006
180.0,mhl,2007
180.0,mhl,2008
180.0,mhl,2009
180.0,mhl,2010
1031000.0,mrt,1961
1031000.0,mrt,1962
1031000.0,mrt,1963
1031000.0,mrt,1964
1031000.0,mrt,1965
1031000.0,mrt,1966
1031000.0,mrt,1967
1031000.0,mrt,1968
1031000.0,mrt,1969
1031000.0,mrt,1970
1031000.0,mrt,1971
1031000.0,mrt,1972
1031000.0,mrt,1973
1031000.0,mrt,1974
1031000.0,mrt,1975
1031000.0,mrt,1976
1031000.0,mrt,1977
1031000.0,mrt,1978
1031000.0,mrt,1979
1031000.0,mrt,1980
1031000.0,mrt,1981
1031000.0,mrt,1982
1031000.0,mrt,1983
1031000.0,mrt,1984
1031000.0,mrt,1985
1031000.0,mrt,1986
1031000.0,mrt,1987
1031000.0,mrt,1988
1031000.0,mrt,1989
1031000.0,mrt,1990
1031000.0,mrt,1991
1031000.0,mrt,1992
1031000.0,mrt,1993
1031000.0,mrt,1994
1031000.0,mrt,1995
1031000.0,mrt,1996
1031000.0,mrt,1997
1031000.0,mrt,1998
1031000.0,mrt,1999
1031000.0,mrt,2000
1031000.0,mrt,2001
1031000.0,mrt,2002
1031000.0,mrt,2003
1031000.0,mrt,2004
1031000.0,mrt,2005
1031000.0,mrt,2006
1031000.0,mrt,2007
1031000.0,mrt,2008
1031000.0,mrt,2009
1031000.0,mrt,2010
2040.0,mus,1961
2040.0,mus,1962
2040.0,mus,1963
2040.0,mus,1964
2040.0,mus,1965
2040.0,mus,1966
2040.0,mus,1967
2040.0,mus,1968
2040.0,mus,1969
2040.0,mus,1970
2040.0,mus,1971
2040.0,mus,1972
2040.0,mus,1973
2040.0,mus,1974
2040.0,mus,1975
2040.0,mus,1976
2040.0,mus,1977
2040.0,mus,1978
2040.0,mus,1979
2040.0,mus,1980
2040.0,mus,1981
2040.0,mus,1982
2040.0,mus,1983
2040.0,mus,1984
2040.0,mus,1985
2040.0,mus,1986
2040.0,mus,1987
2040.0,mus,1988
2040.0,mus,1989
2040.0,mus,1990
2040.0,mus,1991
2040.0,mus,1992
2040.0,mus,1993
2040.0,mus,1994
2040.0,mus,1995
2040.0,mus,1996
2040.0,mus,1997
2040.0,mus,1998
2040.0,mus,1999
2040.0,mus,2000
2040.0,mus,2001
2040.0,mus,2002
2040.0,mus,2003
2040.0,mus,2004
2040.0,mus,2005
2040.0,mus,2006
2040.0,mus,2007
2040.0,mus,2008
2040.0,mus,2009
2040.0,mus,2010
370.0,myt,1961
370.0,myt,1962
370.0,myt,1963
370.0,myt,1964
370.0,myt,1965
370.0,myt,1966
370.0,myt,1967
370.0,myt,1968
370.0,myt,1969
370.0,myt,1970
370.0,myt,1971
370.0,myt,1972
370.0,myt,1973
370.0,myt,1974
370.0,myt,1975
370.0,myt,1976
370.0,myt,1977
370.0,myt,1978
370.0,myt,1979
370.0,myt,1980
370.0,myt,1981
370.0,myt,1982
370.0,myt,1983
370.0,myt,1984
370.0,myt,1985
370.0,myt,1986
370.0,myt,1987
370.0,myt,1988
370.0,myt,1989
370.0,myt,1990
370.0,myt,1991
370.0,myt,1992
370.0,myt,1993
370.0,myt,1994
370.0,myt,1995
370.0,myt,1996
370.0,myt,1997
370.0,myt,1998
370.0,myt,1999
370.0,myt,2000
370.0,myt,2001
370.0,myt,2002
370.0,myt,2003
370.0,myt,2004
370.0,myt,2005
370.0,myt,2006
370.0,myt,2007
370.0,myt,2008
370.0,myt,2009
370.0,myt,2010
1964000.0,mex,1961
1964000.0,mex,1962
1964000.0,mex,1963
1964000.0,mex,1964
1964000.0,mex,1965
1964000.0,mex,1966
1964000.0,mex,1967
1964000.0,mex,1968
1964000.0,mex,1969
1964000.0,mex,1970
1964000.0,mex,1971
1964000.0,mex,1972
1964000.0,mex,1973
1964000.0,mex,1974
1964000.0,mex,1975
1964000.0,mex,1976
1964000.0,mex,1977
1964000.0,mex,1978
1964000.0,mex,1979
1964000.0,mex,1980
1964000.0,mex,1981
1964000.0,mex,1982
1964000.0,mex,1983
1964000.0,mex,1984
1964000.0,mex,1985
1964000.0,mex,1986
1964000.0,mex,1987
1964000.0,mex,1988
1964000.0,mex,1989
1964000.0,mex,1990
1964000.0,mex,1991
1964000.0,mex,1992
1964000.0,mex,1993
1964000.0,mex,1994
1964000.0,mex,1995
1964000.0,mex,1996
1964000.0,mex,1997
1964000.0,mex,1998
1964000.0,mex,1999
1964000.0,mex,2000
1964000.0,mex,2001
1964000.0,mex,2002
1964000.0,mex,2003
1964000.0,mex,2004
1964000.0,mex,2005
1964000.0,mex,2006
1964000.0,mex,2007
1964000.0,mex,2008
1964000.0,mex,2009
1964000.0,mex,2010
700.0,fsm,1961
700.0,fsm,1962
700.0,fsm,1963
700.0,fsm,1964
700.0,fsm,1965
700.0,fsm,1966
700.0,fsm,1967
700.0,fsm,1968
700.0,fsm,1969
700.0,fsm,1970
700.0,fsm,1971
700.0,fsm,1972
700.0,fsm,1973
700.0,fsm,1974
700.0,fsm,1975
700.0,fsm,1976
700.0,fsm,1977
700.0,fsm,1978
700.0,fsm,1979
700.0,fsm,1980
700.0,fsm,1981
700.0,fsm,1982
700.0,fsm,1983
700.0,fsm,1984
700.0,fsm,1985
700.0,fsm,1986
700.0,fsm,1987
700.0,fsm,1988
700.0,fsm,1989
700.0,fsm,1990
700.0,fsm,1991
700.0,fsm,1992
700.0,fsm,1993
700.0,fsm,1994
700.0,fsm,1995
700.0,fsm,1996
700.0,fsm,1997
700.0,fsm,1998
700.0,fsm,1999
700.0,fsm,2000
700.0,fsm,2001
700.0,fsm,2002
700.0,fsm,2003
700.0,fsm,2004
700.0,fsm,2005
700.0,fsm,2006
700.0,fsm,2007
700.0,fsm,2008
700.0,fsm,2009
700.0,fsm,2010
33760.0,mda,1961
33760.0,mda,1962
33760.0,mda,1963
33760.0,mda,1964
33760.0,mda,1965
33760.0,mda,1966
33760.0,mda,1967
33760.0,mda,1968
33760.0,mda,1969
33760.0,mda,1970
33760.0,mda,1971
33760.0,mda,1972
33760.0,mda,1973
33760.0,mda,1974
33760.0,mda,1975
33760.0,mda,1976
33760.0,mda,1977
33760.0,mda,1978
33760.0,mda,1979
33760.0,mda,1980
33760.0,mda,1981
33760.0,mda,1982
33760.0,mda,1983
33760.0,mda,1984
33760.0,mda,1985
33760.0,mda,1986
33760.0,mda,1987
33760.0,mda,1988
33760.0,mda,1989
33760.0,mda,1990
33760.0,mda,1991
33760.0,mda,1992
33840.0,mda,1993
33840.0,mda,1994
33850.0,mda,1995
33850.0,mda,1996
33840.0,mda,1997
33840.0,mda,1998
33840.0,mda,1999
33840.0,mda,2000
33840.0,mda,2001
33840.0,mda,2002
33840.0,mda,2003
33850.0,mda,2004
33850.0,mda,2005
33850.0,mda,2006
33850.0,mda,2007
33850.0,mda,2008
33850.0,mda,2009
33850.0,mda,2010
2.0,mco,1961
2.0,mco,1962
2.0,mco,1963
2.0,mco,1964
2.0,mco,1965
2.0,mco,1966
2.0,mco,1967
2.0,mco,1968
2.0,mco,1969
2.0,mco,1970
2.0,mco,1971
2.0,mco,1972
2.0,mco,1973
2.0,mco,1974
2.0,mco,1975
2.0,mco,1976
2.0,mco,1977
2.0,mco,1978
2.0,mco,1979
2.0,mco,1980
2.0,mco,1981
2.0,mco,1982
2.0,mco,1983
2.0,mco,1984
2.0,mco,1985
2.0,mco,1986
2.0,mco,1987
2.0,mco,1988
2.0,mco,1989
2.0,mco,1990
2.0,mco,1991
2.0,mco,1992
2.0,mco,1993
2.0,mco,1994
2.0,mco,1995
2.0,mco,1996
2.0,mco,1997
2.0,mco,1998
2.0,mco,1999
2.0,mco,2000
2.0,mco,2001
2.0,mco,2002
2.0,mco,2003
2.0,mco,2004
2.0,mco,2005
2.0,mco,2006
2.0,mco,2007
2.0,mco,2008
2.0,mco,2009
2.0,mco,2010
1564000.0,mng,1961
1564000.0,mng,1962
1564000.0,mng,1963
1564000.0,mng,1964
1564000.0,mng,1965
1564000.0,mng,1966
1564000.0,mng,1967
1564000.0,mng,1968
1564000.0,mng,1969
1564000.0,mng,1970
1564000.0,mng,1971
1564000.0,mng,1972
1564000.0,mng,1973
1564000.0,mng,1974
1564000.0,mng,1975
1564000.0,mng,1976
1564000.0,mng,1977
1564000.0,mng,1978
1564000.0,mng,1979
1564000.0,mng,1980
1564000.0,mng,1981
1564000.0,mng,1982
1564000.0,mng,1983
1564000.0,mng,1984
1564000.0,mng,1985
1564000.0,mng,1986
1564000.0,mng,1987
1564000.0,mng,1988
1564000.0,mng,1989
1564000.0,mng,1990
1564000.0,mng,1991
1564000.0,mng,1992
1564000.0,mng,1993
1564000.0,mng,1994
1564000.0,mng,1995
1564000.0,mng,1996
1564000.0,mng,1997
1564000.0,mng,1998
1564000.0,mng,1999
1564000.0,mng,2000
1564000.0,mng,2001
1564000.0,mng,2002
1564000.0,mng,2003
1564000.0,mng,2004
1564000.0,mng,2005
1564000.0,mng,2006
1564000.0,mng,2007
1564000.0,mng,2008
1564000.0,mng,2009
1564000.0,mng,2010
13810.0,mne,1961
13810.0,mne,1962
13810.0,mne,1963
13810.0,mne,1964
13810.0,mne,1965
13810.0,mne,1966
13810.0,mne,1967
13810.0,mne,1968
13810.0,mne,1969
13810.0,mne,1970
13810.0,mne,1971
13810.0,mne,1972
13810.0,mne,1973
13810.0,mne,1974
13810.0,mne,1975
