surface_area_sq_km,geo,time
23200.0,dji,2004
23200.0,dji,2005
23200.0,dji,2006
23200.0,dji,2007
23200.0,dji,2008
23200.0,dji,2009
23200.0,dji,2010
750.0,dma,1961
750.0,dma,1962
750.0,dma,1963
750.0,dma,1964
750.0,dma,1965
750.0,dma,1966
750.0,dma,1967
750.0,dma,1968
750.0,dma,1969
750.0,dma,1970
750.0,dma,1971
750.0,dma,1972
750.0,dma,1973
750.0,dma,1974
750.0,dma,1975
750.0,dma,1976
750.0,dma,1977
750.0,dma,1978
750.0,dma,1979
750.0,dma,1980
750.0,dma,1981
750.0,dma,1982
750.0,dma,1983
750.0,dma,1984
750.0,dma,1985
750.0,dma,1986
750.0,dma,1987
750.0,dma,1988
750.0,dma,1989
750.0,dma,1990
750.0,dma,1991
750.0,dma,1992
750.0,dma,1993
750.0,dma,1994
750.0,dma,1995
750.0,dma,1996
750.0,dma,1997
750.0,dma,1998
750.0,dma,1999
750.0,dma,2000
750.0,dma,2001
750.0,dma,2002
750.0,dma,2003
750.0,dma,2004
750.0,dma,2005
750.0,dma,2006
750.0,dma,2007
750.0,dma,2008
750.0,dma,2009
750.0,dma,2010
48670.0,dom,1961
48670.0,dom,1962
48670.0,dom,1963
48670.0,dom,1964
48670.0,dom,1965
48670.0,dom,1966
48670.0,dom,1967
48670.0,dom,1968
48670.0,dom,1969
48670.0,dom,1970
48670.0,dom,1971
48670.0,dom,1972
48670.0,dom,1973
48670.0,dom,1974
48670.0,dom,1975
48670.0,dom,1976
48670.0,dom,1977
48670.0,dom,1978
48670.0,dom,1979
48670.0,dom,1980
48670.0,dom,1981
48670.0,dom,1982
48670.0,dom,1983
48670.0,dom,1984
48670.0,dom,1985
48670.0,dom,1986
48670.0,dom,1987
48670.0,dom,1988
48670.0,dom,1989
48670.0,dom,1990
48670.0,dom,1991
48670.0,dom,1992
48670.0,dom,1993
48670.0,dom,1994
48670.0,dom,1995
48670.0,dom,1996
48670.0,dom,1997
48670.0,dom,1998
48670.0,dom,1999
48670.0,dom,2000
48670.0,dom,2001
48670.0,dom,2002
48670.0,dom,2003
48670.0,dom,2004
48670.0,dom,2005
48670.0,dom,2006
48670.0,dom,2007
48670.0,dom,2008
48670.0,dom,2009
48670.0,dom,2010
283600.0,ecu,1961
283600.0,ecu,1962
283600.0,ecu,1963
283600.0,ecu,1964
283600.0,ecu,1965
283600.0,ecu,1966
283600.0,ecu,1967
283600.0,ecu,1968
283600.0,ecu,1969
283600.0,ecu,1970
283600.0,ecu,1971
283600.0,ecu,1972
283600.0,ecu,1973
283600.0,ecu,1974
283600.0,ecu,1975
283600.0,ecu,1976
283600.0,ecu,1977
283600.0,ecu,1978
283600.0,ecu,1979
283600.0,ecu,1980
283600.0,ecu,1981
283600.0,ecu,1982
283600.0,ecu,1983
283600.0,ecu,1984
283600.0,ecu,1985
283600.0,ecu,1986
283600.0,ecu,1987
283600.0,ecu,1988
283600.0,ecu,1989
283600.0,ecu,1990
283600.0,ecu,1991
283600.0,ecu,1992
283600.0,ecu,1993
283600.0,ecu,1994
283600.0,ecu,1995
283600.0,ecu,1996
283600.0,ecu,1997
256400.0,ecu,1998
256400.0,ecu,1999
256400.0,ecu,2000
256400.0,ecu,2001
256400.0,ecu,2002
256400.0,ecu,2003
256400.0,ecu,2004
256400.0,ecu,2005
256400.0,ecu,2006
256400.0,ecu,2007
256400.0,ecu,2008
256400.0,ecu,2009
256400.0,ecu,2010
1001000.0,egy,1961
1001000.0,egy,1962
1001000.0,egy,1963
1001000.0,egy,1964
1001000.0,egy,1965
1001000.0,egy,1966
1001000.0,egy,1967
1001000.0,egy,1968
1001000.0,egy,1969
1001000.0,egy,1970
1001000.0,egy,1971
1001000.0,egy,1972
1001000.0,egy,1973
1001000.0,egy,1974
1001000.0,egy,1975
1001000.0,egy,1976
1001000.0,egy,1977
1001000.0,egy,1978
1001000.0,egy,1979
1001000.0,egy,1980
1001000.0,egy,1981
1001000.0,egy,1982
1001000.0,egy,1983
1001000.0,egy,1984
1001000.0,egy,1985
1001000.0,egy,1986
1001000.0,egy,1987
1001000.0,egy,1988
1001000.0,egy,1989
1001000.0,egy,1990
1001000.0,egy,1991
1001000.0,egy,1992
1001000.0,egy,1993
1001000.0,egy,1994
1001000.0,egy,1995
1001000.0,egy,1996
1001000.0,egy,1997
1001000.0,egy,1998
1001000.0,egy,1999
1001000.0,egy,2000
1001000.0,egy,2001
1001000.0,egy,2002
1001000.0,egy,2003
1001000.0,egy,2004
1001000.0,egy,2005
1001000.0,egy,2006
1001000.0,egy,2007
1001000.0,egy,2008
1001000.0,egy,2009
1001000.0,egy,2010
21040.0,slv,1961
21040.0,slv,1962
21040.0,slv,1963
21040.0,slv,1964
21040.0,slv,1965
21040.0,slv,1966
21040.0,slv,1967
21040.0,slv,1968
21040.0,slv,1969
21040.0,slv,1970
21040.0,slv,1971
21040.0,slv,1972
21040.0,slv,1973
21040.0,slv,1974
21040.0,slv,1975
21040.0,slv,1976
21040.0,slv,1977
21040.0,slv,1978
21040.0,slv,1979
21040.0,slv,1980
21040.0,slv,1981
21040.0,slv,1982
21040.0,slv,1983
21040.0,slv,1984
21040.0,slv,1985
21040.0,slv,1986
21040.0,slv,1987
21040.0,slv,1988
21040.0,slv,1989
21040.0,slv,1990
21040.0,slv,1991
21040.0,slv,1992
21040.0,slv,1993
21040.0,slv,1994
21040.0,slv,1995
21040.0,slv,1996
21040.0,slv,1997
21040.0,slv,1998
21040.0,slv,1999
21040.0,slv,2000
21040.0,slv,2001
21040.0,slv,2002
21040.0,slv,2003
21040.0,slv,2004
21040.0,slv,2005
21040.0,slv,2006
21040.0,slv,2007
21040.0,slv,2008
21040.0,slv,2009
21040.0,slv,2010
28050.0,gnq,1961
28050.0,gnq,1962
28050.0,gnq,1963
28050.0,gnq,1964
28050.0,gnq,1965
28050.0,gnq,1966
28050.0,gnq,1967
28050.0,gnq,1968
28050.0,gnq,1969
28050.0,gnq,1970
28050.0,gnq,1971
28050.0,gnq,1972
28050.0,gnq,1973
28050.0,gnq,1974
28050.0,gnq,1975
28050.0,gnq,1976
28050.0,gnq,1977
28050.0,gnq,1978
28050.0,gnq,1979
28050.0,gnq,1980
28050.0,gnq,1981
28050.0,gnq,1982
28050.0,gnq,1983
28050.0,gnq,1984
28050.0,gnq,1985
28050.0,gnq,1986
28050.0,gnq,1987
28050.0,gnq,1988
28050.0,gnq,1989
28050.0,gnq,1990
28050.0,gnq,1991
28050.0,gnq,1992
28050.0,gnq,1993
28050.0,gnq,1994
28050.0,gnq,1995
28050.0,gnq,1996
28050.0,gnq,1997
28050.0,gnq,1998
28050.0,gnq,1999
28050.0,gnq,2000
28050.0,gnq,2001
28050.0,gnq,2002
28050.0,gnq,2003
28050.0,gnq,2004
28050.0,gnq,2005
28050.0,gnq,2006
28050.0,gnq,2007
28050.0,gnq,2008
28050.0,gnq,2009
28050.0,gnq,2010
117600.0,eri,1961
117600.0,eri,1962
117600.0,eri,1963
117600.0,eri,1964
117600.0,eri,1965
117600.0,eri,1966
117600.0,eri,1967
117600.0,eri,1968
117600.0,eri,1969
117600.0,eri,1970
117600.0,eri,1971
117600.0,eri,1972
117600.0,eri,1973
117600.0,eri,1974
117600.0,eri,1975
117600.0,eri,1976
117600.0,eri,1977
117600.0,eri,1978
117600.0,eri,1979
117600.0,eri,1980
117600.0,eri,1981
117600.0,eri,1982
117600.0,eri,1983
117600.0,eri,1984
117600.0,eri,1985
117600.0,eri,1986
117600.0,eri,1987
117600.0,eri,1988
117600.0,eri,1989
117600.0,eri,1990
117600.0,eri,1991
117600.0,eri,1992
117600.0,eri,1993
117600.0,eri,1994
117600.0,eri,1995
117600.0,eri,1996
117600.0,eri,1997
117600.0,eri,1998
117600.0,eri,1999
117600.0,eri,2000
117600.0,eri,2001
117600.0,eri,2002
117600.0,eri,2003
117600.0,eri,2004
117600.0,eri,2005
117600.0,eri,2006
117600.0,eri,2007
117600.0,eri,2008
117600.0,eri,2009
117600.0,eri,2010
45230.0,est,1961
45230.0,est,1962
45230.0,est,1963
45230.0,est,1964
45230.0,est,1965
45230.0,est,1966
45230.0,est,1967
45230.0,est,1968
45230.0,est,1969
45230.0,est,1970
45230.0,est,1971
45230.0,est,1972
45230.0,est,1973
45230.0,est,1974
45230.0,est,1975
45230.0,est,1976
45230.0,est,1977
45230.0,est,1978
45230.0,est,1979
45230.0,est,1980
45230.0,est,1981
45230.0,est,1982
45230.0,est,1983
45230.0,est,1984
45230.0,est,1985
45230.0,est,1986
45230.0,est,1987
45230.0,est,1988
45230.0,est,1989
45230.0,est,1990
45230.0,est,1991
45230.0,est,1992
45230.0,est,1993
45230.0,est,1994
45230.0,est,1995
45230.0,est,1996
45230.0,est,1997
45230.0,est,1998
45230.0,est,1999
45230.0,est,2000
45230.0,est,2001
45230.0,est,2002
45230.0,est,2003
45230.0,est,2004
45230.0,est,2005
45230.0,est,2006
45230.0,est,2007
45230.0,est,2008
45230.0,est,2009
45230.0,est,2010
1222000.0,eth,1961
1222000.0,eth,1962
1222000.0,eth,1963
1222000.0,eth,1964
1222000.0,eth,1965
1222000.0,eth,1966
1222000.0,eth,1967
1222000.0,eth,1968
1222000.0,eth,1969
1222000.0,eth,1970
1222000.0,eth,1971
1222000.0,eth,1972
1222000.0,eth,1973
1222000.0,eth,1974
1222000.0,eth,1975
1222000.0,eth,1976
1222000.0,eth,1977
1222000.0,eth,1978
1222000.0,eth,1979
1222000.0,eth,1980
1222000.0,eth,1981
1222000.0,eth,1982
1222000.0,eth,1983
1222000.0,eth,1984
1222000.0,eth,1985
1222000.0,eth,1986
1222000.0,eth,1987
1222000.0,eth,1988
1222000.0,eth,1989
1222000.0,eth,1990
1222000.0,eth,1991
1222000.0,eth,1992
1104000.0,eth,1993
1104000.0,eth,1994
1104000.0,eth,1995
1104000.0,eth,1996
1104000.0,eth,1997
1104000.0,eth,1998
1104000.0,eth,1999
1104000.0,eth,2000
1104000.0,eth,2001
1104000.0,eth,2002
1104000.0,eth,2003
1104000.0,eth,2004
1104000.0,eth,2005
1104000.0,eth,2006
1104000.0,eth,2007
1104000.0,eth,2008
1104000.0,eth,2009
1104000.0,eth,2010
1390.0,fro,1961
1390.0,fro,1962
1390.0,fro,1963
1390.0,fro,1964
1390.0,fro,1965
1390.0,fro,1966
1390.0,fro,1967
1390.0,fro,1968
1390.0,fro,1969
1390.0,fro,1970
1390.0,fro,1971
1390.0,fro,1972
1390.0,fro,1973
1390.0,fro,1974
1390.0,fro,1975
1390.0,fro,1976
1390.0,fro,1977
1390.0,fro,1978
1390.0,fro,1979
1390.0,fro,1980
1390.0,fro,1981
1390.0,fro,1982
1390.0,fro,1983
1390.0,fro,1984
1390.0,fro,1985
1390.0,fro,1986
1390.0,fro,1987
1390.0,fro,1988
1390.0,fro,1989
1390.0,fro,1990
1390.0,fro,1991
1390.0,fro,1992
1390.0,fro,1993
1390.0,fro,1994
1390.0,fro,1995
1390.0,fro,1996
1390.0,fro,1997
1390.0,fro,1998
1390.0,fro,1999
1390.0,fro,2000
1390.0,fro,2001
1390.0,fro,2002
1390.0,fro,2003
1390.0,fro,2004
1390.0,fro,2005
1390.0,fro,2006
1390.0,fro,2007
1390.0,fro,2008
1390.0,fro,2009
1390.0,fro,2010
18270.0,fji,1961
18270.0,fji,1962
18270.0,fji,1963
18270.0,fji,1964
18270.0,fji,1965
18270.0,fji,1966
18270.0,fji,1967
18270.0,fji,1968
18270.0,fji,1969
18270.0,fji,1970
18270.0,fji,1971
18270.0,fji,1972
18270.0,fji,1973
18270.0,fji,1974
18270.0,fji,1975
18270.0,fji,1976
18270.0,fji,1977
18270.0,fji,1978
18270.0,fji,1979
18270.0,fji,1980
18270.0,fji,1981
18270.0,fji,1982
18270.0,fji,1983
18270.0,fji,1984
18270.0,fji,1985
18270.0,fji,1986
18270.0,fji,1987
18270.0,fji,1988
18270.0,fji,1989
18270.0,fji,1990
18270.0,fji,1991
18270.0,fji,1992
18270.0,fji,1993
18270.0,fji,1994
18270.0,fji,1995
18270.0,fji,1996
18270.0,fji,1997
18270.0,fji,1998
18270.0,fji,1999
18270.0,fji,2000
18270.0,fji,2001
18270.0,fji,2002
18270.0,fji,2003
18270.0,fji,2004
18270.0,fji,2005
18270.0,fji,2006
18270.0,fji,2007
18270.0,fji,2008
18270.0,fji,2009
18270.0,fji,2010
338200.0,fin,1961
338200.0,fin,1962
338200.0,fin,1963
338200.0,fin,1964
338200.0,fin,1965
338200.0,fin,1966
338200.0,fin,1967
338200.0,fin,1968
338200.0,fin,1969
338200.0,fin,1970
338200.0,fin,1971
338200.0,fin,1972
338200.0,fin,1973
338200.0,fin,1974
338200.0,fin,1975
338200.0,fin,1976
338200.0,fin,1977
338200.0,fin,1978
338200.0,fin,1979
338200.0,fin,1980
338200.0,fin,1981
338200.0,fin,1982
338200.0,fin,1983
338200.0,fin,1984
338200.0,fin,1985
338200.0,fin,1986
338200.0,fin,1987
338200.0,fin,1988
338200.0,fin,1989
338200.0,fin,1990
338200.0,fin,1991
338200.0,fin,1992
338200.0,fin,1993
338200.0,fin,1994
338200.0,fin,1995
338200.0,fin,1996
338200.0,fin,1997
338200.0,fin,1998
338200.0,fin,1999
338200.0,fin,2000
338200.0,fin,2001
338200.0,fin,2002
338200.0,fin,2003
338200.0,fin,2004
338200.0,fin,2005
338400.0,fin,2006
338400.0,fin,2007
338400.0,fin,2008
338400.0,fin,2009
338400.0,fin,2010
549200.0,fra,1961
549200.0,fra,1962
549200.0,fra,1963
549200.0,fra,1964
549200.0,fra,1965
549200.0,fra,1966
549200.0,fra,1967
549200.0,fra,1968
549200.0,fra,1969
549200.0,fra,1970
549200.0,fra,1971
549200.0,fra,1972
549200.0,fra,1973
549200.0,fra,1974
549200.0,fra,1975
549200.0,fra,1976
549200.0,fra,1977
549200.0,fra,1978
549200.0,fra,1979
549200.0,fra,1980
549200.0,fra,1981
549200.0,fra,1982
549200.0,fra,1983
549200.0,fra,1984
549200.0,fra,1985
549200.0,fra,1986
549200.0,fra,1987
549200.0,fra,1988
549200.0,fra,1989
549200.0,fra,1990
549200.0,fra,1991
549200.0,fra,1992
549200.0,fra,1993
549200.0,fra,1994
549200.0,fra,1995
549200.0,fra,1996
549200.0,fra,1997
549200.0,fra,1998
549200.0,fra,1999
549200.0,fra,2000
549200.0,fra,2001
549200.0,fra,2002
549200.0,fra,2003
549200.0,fra,2004
549200.0,fra,2005
549200.0,fra,2006
549200.0,fra,2007
549200.0,fra,2008
549200.0,fra,2009
549200.0,fra,2010
4000.0,pyf,1961
4000.0,pyf,1962
4000.0,pyf,1963
4000.0,pyf,1964
4000.0,pyf,1965
4000.0,pyf,1966
4000.0,pyf,1967
4000.0,pyf,1968
4000.0,pyf,1969
4000.0,pyf,1970
4000.0,pyf,1971
4000.0,pyf,1972
4000.0,pyf,1973
4000.0,pyf,1974
4000.0,pyf,1975
4000.0,pyf,1976
4000.0,pyf,1977
4000.0,pyf,1978
4000.0,pyf,1979
4000.0,pyf,1980
4000.0,pyf,1981
4000.0,pyf,1982
4000.0,pyf,1983
4000.0,pyf,1984
4000.0,pyf,1985
4000.0,pyf,1986
4000.0,pyf,1987
4000.0,pyf,1988
4000.0,pyf,1989
4000.0,pyf,1990
4000.0,pyf,1991
4000.0,pyf,1992
4000.0,pyf,1993
4000.0,pyf,1994
4000.0,pyf,1995
4000.0,pyf,1996
4000.0,pyf,1997
4000.0,pyf,1998
4000.0,pyf,1999
4000.0,pyf,2000
4000.0,pyf,2001
4000.0,pyf,2002
4000.0,pyf,2003
4000.0,pyf,2004
4000.0,pyf,2005
4000.0,pyf,2006
4000.0,pyf,2007
4000.0,pyf,2008
4000.0,pyf,2009
4000.0,pyf,2010
267700.0,gab,1961
267700.0,gab,1962
267700.0,gab,1963
267700.0,gab,1964
267700.0,gab,1965
267700.0,gab,1966
267700.0,gab,1967
267700.0,gab,1968
267700.0,gab,1969
267700.0,gab,1970
267700.0,gab,1971
267700.0,gab,1972
267700.0,gab,1973
267700.0,gab,1974
267700.0,gab,1975
267700.0,gab,1976
267700.0,gab,1977
267700.0,gab,1978
267700.0,gab,1979
267700.0,gab,1980
267700.0,gab,1981
267700.0,gab,1982
267700.0,gab,1983
267700.0,gab,1984
267700.0,gab,1985
267700.0,gab,1986
267700.0,gab,1987
267700.0,gab,1988
267700.0,gab,1989
267700.0,gab,1990
267700.0,gab,1991
267700.0,gab,1992
267700.0,gab,1993
267700.0,gab,1994
267700.0,gab,1995
267700.0,gab,1996
267700.0,gab,1997
267700.0,gab,1998
267700.0,gab,1999
267700.0,gab,2000
267700.0,gab,2001
267700.0,gab,2002
267700.0,gab,2003
267700.0,gab,2004
267700.0,gab,2005
267700.0,gab,2006
267700.0,gab,2007
267700.0,gab,2008
267700.0,gab,2009
267700.0,gab,2010
11300.0,gmb,1961
11300.0,gmb,1962
11300.0,gmb,1963
11300.0,gmb,1964
11300.0,gmb,1965
11300.0,gmb,1966
11300.0,gmb,1967
11300.0,gmb,1968
11300.0,gmb,1969
11300.0,gmb,1970
11300.0,gmb,1971
11300.0,gmb,1972
11300.0,gmb,1973
11300.0,gmb,1974
11300.0,gmb,1975
11300.0,gmb,1976
11300.0,gmb,1977
11300.0,gmb,1978
11300.0,gmb,1979
11300.0,gmb,1980
11300.0,gmb,1981
11300.0,gmb,1982
11300.0,gmb,1983
11300.0,gmb,1984
11300.0,gmb,1985
11300.0,gmb,1986
11300.0,gmb,1987
11300.0,gmb,1988
11300.0,gmb,1989
11300.0,gmb,1990
11300.0,gmb,1991
11300.0,gmb,1992
11300.0,gmb,1993
11300.0,gmb,1994
11300.0,gmb,1995
11300.0,gmb,1996
11300.0,gmb,1997
11300.0,gmb,1998
11300.0,gmb,1999
11300.0,gmb,2000
11300.0,gmb,2001
11300.0,gmb,2002
11300.0,gmb,2003
11300.0,gmb,2004
11300.0,gmb,2005
11300.0,gmb,2006
11300.0,gmb,2007
11300.0,gmb,2008
11300.0,gmb,2009
11300.0,gmb,2010
69700.0,geo,1961
69700.0,geo,1962
69700.0,geo,1963
69700.0,geo,1964
69700.0,geo,1965
69700.0,geo,1966
69700.0,geo,1967
69700.0,geo,1968
69700.0,geo,1969
69700.0,geo,1970
69700.0,geo,1971
69700.0,geo,1972
69700.0,geo,1973
69700.0,geo,1974
69700.0,geo,1975
69700.0,geo,1976
69700.0,geo,1977
69700.0,geo,1978
69700.0,geo,1979
69700.0,geo,1980
69700.0,geo,1981
69700.0,geo,1982
69700.0,geo,1983
69700.0,geo,1984
69700.0,geo,1985
69700.0,geo,1986
69700.0,geo,1987
69700.0,geo,1988
69700.0,geo,1989
69700.0,geo,1990
69700.0,geo,1991
69700.0,geo,1992
69700.0,geo,1993
69700.0,geo,1994
69700.0,geo,1995
69700.0,geo,1996
69700.0,geo,1997
69700.0,geo,1998
69700.0,geo,1999
69700.0,geo,2000
69700.0,geo,2001
69700.0,geo,2002
69700.0,geo,2003
69700.0,geo,2004
69700.0,geo,2005
69700.0,geo,2006
69700.0,geo,2007
69700.0,geo,2008
69700.0,geo,2009
69700.0,geo,2010
357000.0,deu,1961
357000.0,deu,1962
357000.0,deu,1963
357000.0,deu,1964
357000.0,deu,1965
357000.0,deu,1966
357000.0,deu,1967
357000.0,deu,1968
357000.0,deu,1969
357000.0,deu,1970
357000.0,deu,1971
357000.0,deu,1972
357000.0,deu,1973
357000.0,deu,1974
357000.0,deu,1975
357000.0,deu,1976
357000.0,deu,1977
357000.0,deu,1978
357000.0,deu,1979
357000.0,deu,1980
357000.0,deu,1981
357000.0,deu,1982
357000.0,deu,1983
357000.0,deu,1984
357000.0,deu,1985
357000.0,deu,1986
357000.0,deu,1987
357000.0,deu,1988
357000.0,deu,1989
357000.0,deu,1990
357000.0,deu,1991
357000.0,deu,1992
357000.0,deu,1993
357000.0,deu,1994
357000.0,deu,1995
357000.0,deu,1996
357000.0,deu,1997
357000.0,deu,1998
357000.0,deu,1999
357000.0,deu,2000
357000.0,deu,2001
357000.0,deu,2002
357000.0,deu,2003
357000.0,deu,2004
357100.0,deu,2005
357100.0,deu,2006
357100.0,deu,2007
357100.0,deu,2008
357100.0,deu,2009
357100.0,deu,2010
238500.0,gha,1961
238500.0,gha,1962
238500.0,gha,1963
238500.0,gha,1964
238500.0,gha,1965
238500.0,gha,1966
238500.0,gha,1967
238500.0,gha,1968
238500.0,gha,1969
238500.0,gha,1970
238500.0,gha,1971
238500.0,gha,1972
238500.0,gha,1973
238500.0,gha,1974
238500.0,gha,1975
238500.0,gha,1976
238500.0,gha,1977
238500.0,gha,1978
238500.0,gha,1979
238500.0,gha,1980
238500.0,gha,1981
238500.0,gha,1982
238500.0,gha,1983
238500.0,gha,1984
238500.0,gha,1985
238500.0,gha,1986
238500.0,gha,1987
238500.0,gha,1988
238500.0,gha,1989
238500.0,gha,1990
238500.0,gha,1991
238500.0,gha,1992
238500.0,gha,1993
238500.0,gha,1994
238500.0,gha,1995
238500.0,gha,1996
238500.0,gha,1997
238500.0,gha,1998
238500.0,gha,1999
238500.0,gha,2000
238500.0,gha,2001
238500.0,gha,2002
238500.0,gha,2003
238500.0,gha,2004
238500.0,gha,2005
238500.0,gha,2006
238500.0,gha,2007
238500.0,gha,2008
238500.0,gha,2009
238500.0,gha,2010
10.0,gib,1961
10.0,gib,1962
10.0,gib,1963
10.0,gib,1964
10.0,gib,1965
10.0,gib,1966
10.0,gib,1967
10.0,gib,1968
10.0,gib,1969
10.0,gib,1970
10.0,gib,1971
10.0,gib,1972
10.0,gib,1973
10.0,gib,1974
10.0,gib,1975
10.0,gib,1976
10.0,gib,1977
10.0,gib,1978
10.0,gib,1979
10.0,gib,1980
10.0,gib,1981
10.0,gib,1982
10.0,gib,1983
10.0,gib,1984
10.0,gib,1985
10.0,gib,1986
10.0,gib,1987
10.0,gib,1988
10.0,gib,1989
10.0,gib,1990
10.0,gib,1991
10.0,gib,1992
10.0,gib,1993
10.0,gib,1994
10.0,gib,1995
10.0,gib,1996
10.0,gib,1997
10.0,gib,1998
10.0,gib,1999
10.0,gib,2000
10.0,gib,2001
10.0,gib,2002
10.0,gib,2003
10.0,gib,2004
10.0,gib,2005
10.0,gib,2006
10.0,gib,2007
10.0,gib,2008
10.0,gib,2009
10.0,gib,2010
132000.0,grc,1961
132000.0,grc,1962
132000.0,grc,1963
132000.0,grc,1964
132000.0,grc,1965
132000.0,grc,1966
132000.0,grc,1967
132000.0,grc,1968
132000.0,grc,1969
132000.0,grc,1970
132000.0,grc,1971
132000.0,grc,1972
132000.0,grc,1973
132000.0,grc,1974
132000.0,grc,1975
132000.0,grc,1976
132000.0,grc,1977
132000.0,grc,1978
132000.0,grc,1979
132000.0,grc,1980
132000.0,grc,1981
132000.0,grc,1982
132000.0,grc,1983
132000.0,grc,1984
132000.0,grc,1985
132000.0,grc,1986
132000.0,grc,1987
132000.0,grc,1988
132000.0,grc,1989
132000.0,grc,1990
132000.0,grc,1991
132000.0,grc,1992
132000.0,grc,1993
132000.0,grc,1994
132000.0,grc,1995
132000.0,grc,1996
132000.0,grc,1997
132000.0,grc,1998
132000.0,grc,1999
132000.0,grc,2000
132000.0,grc,2001
132000.0,grc,2002
132000.0,grc,2003
132000.0,grc,2004
132000.0,grc,2005
132000.0,grc,2006
132000.0,grc,2007
132000.0,grc,2008
132000.0,grc,2009
132000.0,grc,2010
341700.0,grl,1961
341700.0,grl,1962
341700.0,grl,1963
341700.0,grl,1964
341700.0,grl,1965
341700.0,grl,1966
341700.0,grl,1967
341700.0,grl,1968
341700.0,grl,1969
341700.0,grl,1970
341700.0,grl,1971
341700.0,grl,1972
341700.0,grl,1973
341700.0,grl,1974
341700.0,grl,1975
341700.0,grl,1976
341700.0,grl,1977
341700.0,grl,1978
341700.0,grl,1979
341700.0,grl,1980
341700.0,grl,1981
341700.0,grl,1982
341700.0,grl,1983
341700.0,grl,1984
341700.0,grl,1985
341700.0,grl,1986
341700.0,grl,1987
341700.0,grl,1988
341700.0,grl,1989
341700.0,grl,1990
341700.0,grl,1991
341700.0,grl,1992
341700.0,grl,1993
341700.0,grl,1994
341700.0,grl,1995
341700.0,grl,1996
410400.0,grl,1997
410400.0,grl,1998
410400.0,grl,1999
410400.0,grl,2000
410400.0,grl,2001
410400.0,grl,2002
410400.0,grl,2003
410400.0,grl,2004
410400.0,grl,2005
410400.0,grl,2006
410400.0,grl,2007
410400.0,grl,2008
410400.0,grl,2009
410400.0,grl,2010
340.0,grd,1961
340.0,grd,1962
340.0,grd,1963
340.0,grd,1964
340.0,grd,1965
340.0,grd,1966
340.0,grd,1967
340.0,grd,1968
340.0,grd,1969
340.0,grd,1970
340.0,grd,1971
340.0,grd,1972
340.0,grd,1973
340.0,grd,1974
340.0,grd,1975
340.0,grd,1976
340.0,grd,1977
340.0,grd,1978
340.0,grd,1979
340.0,grd,1980
340.0,grd,1981
340.0,grd,1982
340.0,grd,1983
340.0,grd,1984
340.0,grd,1985
340.0,grd,1986
340.0,grd,1987
340.0,grd,1988
340.0,grd,1989
340.0,grd,1990
340.0,grd,1991
340.0,grd,1992
340.0,grd,1993
340.0,grd,1994
340.0,grd,1995
340.0,grd,1996
340.0,grd,1997
340.0,grd,1998
340.0,grd,1999
340.0,grd,2000
340.0,grd,2001
340.0,grd,2002
340.0,grd,2003
340.0,grd,2004
340.0,grd,2005
340.0,grd,2006
340.0,grd,2007
340.0,grd,2008
340.0,grd,2009
340.0,grd,2010
540.0,gum,1961
540.0,gum,1962
540.0,gum,1963
540.0,gum,1964
540.0,gum,1965
540.0,gum,1966
540.0,gum,1967
540.0,gum,1968
540.0,gum,1969
540.0,gum,1970
540.0,gum,1971
540.0,gum,1972
540.0,gum,1973
540.0,gum,1974
540.0,gum,1975
540.0,gum,1976
540.0,gum,1977
540.0,gum,1978
540.0,gum,1979
540.0,gum,1980
540.0,gum,1981
540.0,gum,1982
540.0,gum,1983
540.0,gum,1984
540.0,gum,1985
540.0,gum,1986
540.0,gum,1987
540.0,gum,1988
540.0,gum,1989
540.0,gum,1990
540.0,gum,1991
540.0,gum,1992
540.0,gum,1993
540.0,gum,1994
540.0,gum,1995
540.0,gum,1996
540.0,gum,1997
540.0,gum,1998
540.0,gum,1999
540.0,gum,2000
540.0,gum,2001
540.0,gum,2002
540.0,gum,2003
540.0,gum,2004
540.0,gum,2005
540.0,gum,2006
540.0,gum,2007
540.0,gum,2008
540.0,gum,2009
540.0,gum,2010
108900.0,gtm,1961
108900.0,gtm,1962
108900.0,gtm,1963
108900.0,gtm,1964
108900.0,gtm,1965
108900.0,gtm,1966
108900.0,gtm,1967
108900.0,gtm,1968
108900.0,gtm,1969
108900.0,gtm,1970
108900.0,gtm,1971
108900.0,gtm,1972
108900.0,gtm,1973
108900.0,gtm,1974
108900.0,gtm,1975
108900.0,gtm,1976
108900.0,gtm,1977
108900.0,gtm,1978
108900.0,gtm,1979
108900.0,gtm,1980
108900.0,gtm,1981
108900.0,gtm,1982
108900.0,gtm,1983
108900.0,gtm,1984
108900.0,gtm,1985
108900.0,gtm,1986
108900.0,gtm,1987
108900.0,gtm,1988
108900.0,gtm,1989
108900.0,gtm,1990
108900.0,gtm,1991
108900.0,gtm,1992
108900.0,gtm,1993
108900.0,gtm,1994
108900.0,gtm,1995
108900.0,gtm,1996
108900.0,gtm,1997
108900.0,gtm,1998
108900.0,gtm,1999
108900.0,gtm,2000
108900.0,gtm,2001
108900.0,gtm,2002
108900.0,gtm,2003
108900.0,gtm,2004
108900.0,gtm,2005
108900.0,gtm,2006
108900.0,gtm,2007
108900.0,gtm,2008
108900.0,gtm,2009
108900.0,gtm,2010
245900.0,gin,1961
245900.0,gin,1962
245900.0,gin,1963
245900.0,gin,1964
245900.0,gin,1965
