geo,population_density_per_square_km,time
bmu,1064.0,1981
bmu,1071.0,1982
bmu,1077.0,1983
bmu,1084.0,1984
bmu,1091.0,1985
bmu,1098.0,1986
bmu,1106.0,1987
bmu,1114.0,1988
bmu,1121.0,1989
bmu,1128.0,1990
bmu,1135.0,1991
bmu,1141.0,1992
bmu,1147.0,1993
bmu,1153.0,1994
bmu,1159.0,1995
bmu,1164.0,1996
bmu,1170.0,1997
bmu,1175.0,1998
bmu,1180.0,1999
bmu,1186.0,2000
bmu,1191.0,2001
bmu,1196.0,2002
bmu,1201.0,2003
bmu,1206.0,2004
bmu,1210.0,2005
bmu,1214.0,2006
bmu,1217.0,2007
bmu,1220.0,2008
bmu,1223.0,2009
bmu,1225.0,2010
btn,3.582,1950
btn,3.711,1951
btn,3.836,1952
btn,3.959,1953
btn,4.08,1954
btn,4.2,1955
btn,4.32,1956
btn,4.44,1957
btn,4.561,1958
btn,4.684,1959
btn,4.808,1960
btn,4.936,1961
btn,5.068,1962
btn,5.205,1963
btn,5.349,1964
btn,5.501,1965
btn,5.661,1966
btn,5.83,1967
btn,6.011,1968
btn,6.207,1969
btn,6.423,1970
btn,6.658,1971
btn,6.911,1972
btn,7.178,1973
btn,7.455,1974
btn,7.736,1975
btn,8.023,1976
btn,8.313,1977
btn,8.604,1978
btn,8.888,1979
btn,9.162,1980
btn,9.418,1981
btn,9.655,1982
btn,9.89,1983
btn,10.15,1984
btn,10.44,1985
btn,10.78,1986
btn,11.15,1987
btn,11.51,1988
btn,11.77,1989
btn,11.88,1990
btn,11.82,1991
btn,11.62,1992
btn,11.36,1993
btn,11.14,1994
btn,11.03,1995
btn,11.07,1996
btn,11.24,1997
btn,11.5,1998
btn,11.82,1999
btn,12.15,2000
btn,12.51,2001
btn,12.89,2002
btn,13.29,2003
btn,13.67,2004
btn,14.03,2005
btn,14.36,2006
btn,14.65,2007
btn,14.92,2008
btn,15.18,2009
btn,15.45,2010
bol,2.47,1950
bol,2.52,1951
bol,2.571,1952
bol,2.625,1953
bol,2.68,1954
bol,2.738,1955
bol,2.797,1956
bol,2.859,1957
bol,2.922,1958
bol,2.987,1959
bol,3.054,1960
bol,3.122,1961
bol,3.193,1962
bol,3.265,1963
bol,3.339,1964
bol,3.416,1965
bol,3.495,1966
bol,3.577,1967
bol,3.661,1968
bol,3.748,1969
bol,3.838,1970
bol,3.932,1971
bol,4.029,1972
bol,4.129,1973
bol,4.23,1974
bol,4.334,1975
bol,4.44,1976
bol,4.547,1977
bol,4.655,1978
bol,4.764,1979
bol,4.872,1980
bol,4.98,1981
bol,5.088,1982
bol,5.196,1983
bol,5.308,1984
bol,5.423,1985
bol,5.542,1986
bol,5.665,1987
bol,5.792,1988
bol,5.924,1989
bol,6.061,1990
bol,6.202,1991
bol,6.348,1992
bol,6.498,1993
bol,6.649,1994
bol,6.801,1995
bol,6.952,1996
bol,7.104,1997
bol,7.256,1998
bol,7.408,1999
bol,7.562,2000
bol,7.716,2001
bol,7.871,2002
bol,8.025,2003
bol,8.177,2004
bol,8.326,2005
bol,8.472,2006
bol,8.614,2007
bol,8.755,2008
bol,8.896,2009
bol,9.039,2010
bih,51.98,1950
bih,53.14,1951
bih,54.28,1952
bih,55.4,1953
bih,56.47,1954
bih,57.5,1955
bih,58.48,1956
bih,59.42,1957
bih,60.34,1958
bih,61.23,1959
bih,62.11,1960
bih,63.0,1961
bih,63.88,1962
bih,64.75,1963
bih,65.57,1964
bih,66.34,1965
bih,67.05,1966
bih,67.7,1967
bih,68.33,1968
bih,68.97,1969
bih,69.62,1970
bih,70.31,1971
bih,71.04,1972
bih,71.77,1973
bih,72.5,1974
bih,73.19,1975
bih,73.84,1976
bih,74.47,1977
bih,75.09,1978
bih,75.74,1979
bih,76.44,1980
bih,77.14,1981
bih,77.82,1982
bih,78.55,1983
bih,79.43,1984
bih,80.5,1985
bih,81.93,1986
bih,83.59,1987
bih,84.96,1988
bih,85.3,1989
bih,84.15,1990
bih,81.21,1991
bih,76.79,1992
bih,71.83,1993
bih,67.62,1994
bih,65.08,1995
bih,64.57,1996
bih,65.74,1997
bih,67.98,1998
bih,70.34,1999
bih,72.15,2000
bih,73.22,2001
bih,73.75,2002
bih,73.89,2003
bih,73.86,2004
bih,73.85,2005
bih,73.86,2006
bih,73.81,2007
bih,73.72,2008
bih,73.59,2009
bih,73.44,2010
bwa,0.709,1950
bwa,0.731,1951
bwa,0.752,1952
bwa,0.771,1953
bwa,0.789,1954
bwa,0.807,1955
bwa,0.825,1956
bwa,0.843,1957
bwa,0.861,1958
bwa,0.881,1959
bwa,0.901,1960
bwa,0.922,1961
bwa,0.945,1962
bwa,0.97,1963
bwa,0.996,1964
bwa,1.024,1965
bwa,1.054,1966
bwa,1.085,1967
bwa,1.119,1968
bwa,1.154,1969
bwa,1.191,1970
bwa,1.23,1971
bwa,1.272,1972
bwa,1.315,1973
bwa,1.362,1974
bwa,1.413,1975
bwa,1.468,1976
bwa,1.526,1977
bwa,1.587,1978
bwa,1.65,1979
bwa,1.712,1980
bwa,1.776,1981
bwa,1.839,1982
bwa,1.903,1983
bwa,1.967,1984
bwa,2.033,1985
bwa,2.1,1986
bwa,2.168,1987
bwa,2.237,1988
bwa,2.306,1989
bwa,2.376,1990
bwa,2.447,1991
bwa,2.518,1992
bwa,2.589,1993
bwa,2.658,1994
bwa,2.726,1995
bwa,2.791,1996
bwa,2.854,1997
bwa,2.915,1998
bwa,2.971,1999
bwa,3.022,2000
bwa,3.067,2001
bwa,3.108,2002
bwa,3.146,2003
bwa,3.184,2004
bwa,3.224,2005
bwa,3.268,2006
bwa,3.313,2007
bwa,3.36,2008
bwa,3.406,2009
bwa,3.45,2010
bra,6.339,1950
bra,6.538,1951
bra,6.744,1952
bra,6.955,1953
bra,7.169,1954
bra,7.385,1955
bra,7.605,1956
bra,7.829,1957
bra,8.058,1958
bra,8.297,1959
bra,8.546,1960
bra,8.806,1961
bra,9.077,1962
bra,9.354,1963
bra,9.634,1964
bra,9.912,1965
bra,10.19,1966
bra,10.46,1967
bra,10.73,1968
bra,11.01,1969
bra,11.29,1970
bra,11.56,1971
bra,11.84,1972
bra,12.13,1973
bra,12.41,1974
bra,12.71,1975
bra,13.01,1976
bra,13.32,1977
bra,13.64,1978
bra,13.96,1979
bra,14.29,1980
bra,14.63,1981
bra,14.98,1982
bra,15.32,1983
bra,15.67,1984
bra,16.0,1985
bra,16.33,1986
bra,16.65,1987
bra,16.97,1988
bra,17.28,1989
bra,17.58,1990
bra,17.87,1991
bra,18.16,1992
bra,18.44,1993
bra,18.72,1994
bra,19.01,1995
bra,19.3,1996
bra,19.6,1997
bra,19.9,1998
bra,20.19,1999
bra,20.49,2000
bra,20.77,2001
bra,21.06,2002
bra,21.33,2003
bra,21.6,2004
bra,21.84,2005
bra,22.08,2006
bra,22.29,2007
bra,22.5,2008
bra,22.7,2009
bra,22.9,2010
vgb,49.28,1950
vgb,49.67,1951
vgb,49.99,1952
vgb,50.24,1953
vgb,50.48,1954
vgb,50.73,1955
vgb,51.03,1956
vgb,51.38,1957
vgb,51.84,1958
vgb,52.39,1959
vgb,53.08,1960
vgb,53.9,1961
vgb,54.85,1962
vgb,55.92,1963
vgb,57.09,1964
vgb,58.33,1965
vgb,59.65,1966
vgb,61.03,1967
vgb,62.42,1968
vgb,63.75,1969
vgb,64.97,1970
vgb,66.08,1971
vgb,67.11,1972
vgb,68.03,1973
vgb,68.8,1974
vgb,69.43,1975
vgb,69.88,1976
vgb,70.22,1977
vgb,70.67,1978
vgb,71.51,1979
vgb,72.93,1980
vgb,75.01,1981
vgb,77.66,1982
vgb,80.83,1983
vgb,84.39,1984
vgb,88.24,1985
vgb,92.39,1986
vgb,96.81,1987
vgb,101.3,1988
vgb,105.5,1989
vgb,109.2,1990
vgb,112.4,1991
vgb,115.0,1992
vgb,117.4,1993
vgb,119.7,1994
vgb,122.1,1995
vgb,124.8,1996
vgb,127.6,1997
vgb,130.5,1998
vgb,133.2,1999
vgb,135.8,2000
vgb,138.0,2001
vgb,140.1,2002
vgb,142.0,2003
vgb,143.8,2004
vgb,145.6,2005
vgb,147.4,2006
vgb,149.1,2007
vgb,150.7,2008
vgb,152.4,2009
vgb,153.9,2010
brn,8.326,1950
brn,8.859,1951
brn,9.381,1952
brn,9.902,1953
brn,10.43,1954
brn,10.96,1955
brn,11.51,1956
brn,12.07,1957
brn,12.65,1958
brn,13.24,1959
brn,13.85,1960
brn,14.48,1961
brn,15.12,1962
brn,15.8,1963
brn,16.51,1964
brn,17.27,1965
brn,18.06,1966
brn,18.9,1967
brn,19.79,1968
brn,20.72,1969
brn,21.7,1970
brn,22.73,1971
brn,23.8,1972
brn,24.9,1973
brn,26.03,1974
brn,27.16,1975
brn,28.31,1976
brn,29.46,1977
brn,30.61,1978
brn,31.74,1979
brn,32.84,1980
brn,33.89,1981
brn,34.92,1982
brn,35.93,1983
brn,36.95,1984
brn,38.0,1985
brn,39.08,1986
brn,40.19,1987
brn,41.34,1988
brn,42.52,1989
brn,43.73,1990
brn,44.99,1991
brn,46.28,1992
brn,47.59,1993
brn,48.92,1994
brn,50.24,1995
brn,51.55,1996
brn,52.86,1997
brn,54.16,1998
brn,55.45,1999
brn,56.73,2000
brn,58.0,2001
brn,59.25,2002
brn,60.5,2003
brn,61.74,2004
brn,62.99,2005
brn,64.23,2006
brn,65.48,2007
brn,66.73,2008
brn,67.97,2009
brn,69.2,2010
bgr,65.38,1950
bgr,65.66,1951
bgr,66.04,1952
bgr,66.5,1953
bgr,67.03,1954
bgr,67.61,1955
bgr,68.24,1956
bgr,68.9,1957
bgr,69.58,1958
bgr,70.26,1959
bgr,70.93,1960
bgr,71.58,1961
bgr,72.21,1962
bgr,72.81,1963
bgr,73.4,1964
bgr,73.97,1965
bgr,74.52,1966
bgr,75.06,1967
bgr,75.57,1968
bgr,76.06,1969
bgr,76.54,1970
bgr,77.01,1971
bgr,77.46,1972
bgr,77.88,1973
bgr,78.27,1974
bgr,78.63,1975
bgr,78.94,1976
bgr,79.2,1977
bgr,79.44,1978
bgr,79.66,1979
bgr,79.9,1980
bgr,80.14,1981
bgr,80.38,1982
bgr,80.59,1983
bgr,80.73,1984
bgr,80.79,1985
bgr,80.75,1986
bgr,80.63,1987
bgr,80.4,1988
bgr,80.03,1989
bgr,79.51,1990
bgr,78.83,1991
bgr,78.0,1992
bgr,77.09,1993
bgr,76.19,1994
bgr,75.34,1995
bgr,74.59,1996
bgr,73.92,1997
bgr,73.3,1998
bgr,72.73,1999
bgr,72.19,2000
bgr,71.66,2001
bgr,71.16,2002
bgr,70.69,2003
bgr,70.23,2004
bgr,69.78,2005
bgr,69.33,2006
bgr,68.89,2007
bgr,68.44,2008
bgr,68.01,2009
bgr,67.57,2010
bfa,15.64,1950
bfa,15.79,1951
bfa,15.96,1952
bfa,16.14,1953
bfa,16.34,1954
bfa,16.55,1955
bfa,16.78,1956
bfa,17.03,1957
bfa,17.28,1958
bfa,17.55,1959
bfa,17.82,1960
bfa,18.09,1961
bfa,18.37,1962
bfa,18.66,1963
bfa,18.96,1964
bfa,19.29,1965
bfa,19.63,1966
bfa,20.0,1967
bfa,20.38,1968
bfa,20.78,1969
bfa,21.2,1970
bfa,21.62,1971
bfa,22.06,1972
bfa,22.52,1973
bfa,22.99,1974
bfa,23.49,1975
bfa,24.0,1976
bfa,24.55,1977
bfa,25.11,1978
bfa,25.7,1979
bfa,26.32,1980
bfa,26.96,1981
bfa,27.64,1982
bfa,28.34,1983
bfa,29.06,1984
bfa,29.82,1985
bfa,30.6,1986
bfa,31.41,1987
bfa,32.25,1988
bfa,33.13,1989
bfa,34.03,1990
bfa,34.96,1991
bfa,35.93,1992
bfa,36.93,1993
bfa,37.96,1994
bfa,39.02,1995
bfa,40.12,1996
bfa,41.25,1997
bfa,42.41,1998
bfa,43.62,1999
bfa,44.87,2000
bfa,46.16,2001
bfa,47.5,2002
bfa,48.89,2003
bfa,50.33,2004
bfa,51.82,2005
bfa,53.37,2006
bfa,54.97,2007
bfa,56.62,2008
bfa,58.34,2009
bfa,60.1,2010
bdi,88.25,1950
bdi,90.0,1951
bdi,91.64,1952
bdi,93.25,1953
bdi,94.86,1954
bdi,96.52,1955
bdi,98.25,1956
bdi,100.0,1957
bdi,101.9,1958
bdi,103.8,1959
bdi,105.6,1960
bdi,107.5,1961
bdi,109.4,1962
bdi,111.3,1963
bdi,113.3,1964
bdi,115.4,1965
bdi,117.7,1966
bdi,120.0,1967
bdi,122.4,1968
bdi,124.5,1969
bdi,126.2,1970
bdi,127.5,1971
bdi,128.5,1972
bdi,129.4,1973
bdi,130.6,1974
bdi,132.2,1975
bdi,134.5,1976
bdi,137.2,1977
bdi,140.5,1978
bdi,144.2,1979
bdi,148.4,1980
bdi,153.0,1981
bdi,157.9,1982
bdi,163.2,1983
bdi,168.7,1984
bdi,174.3,1985
bdi,179.9,1986
bdi,185.6,1987
bdi,191.2,1988
bdi,196.4,1989
bdi,201.3,1990
bdi,205.6,1991
bdi,209.6,1992
bdi,213.2,1993
bdi,216.2,1994
bdi,218.7,1995
bdi,220.6,1996
bdi,222.1,1997
bdi,223.6,1998
bdi,225.8,1999
bdi,229.0,2000
bdi,233.5,2001
bdi,239.1,2002
bdi,245.7,2003
bdi,252.9,2004
bdi,260.5,2005
bdi,268.5,2006
bdi,276.9,2007
bdi,285.4,2008
bdi,293.6,2009
bdi,301.2,2010
khm,24.0,1950
khm,24.62,1951
khm,25.16,1952
khm,25.68,1953
khm,26.19,1954
khm,26.73,1955
khm,27.32,1956
khm,27.94,1957
khm,28.61,1958
khm,29.3,1959
khm,30.01,1960
khm,30.74,1961
khm,31.47,1962
khm,32.24,1963
khm,33.05,1964
khm,33.92,1965
khm,34.86,1966
khm,35.83,1967
khm,36.77,1968
khm,37.63,1969
khm,38.32,1970
khm,38.88,1971
khm,39.32,1972
khm,39.56,1973
khm,39.54,1974
khm,39.21,1975
khm,38.52,1976
khm,37.54,1977
khm,36.56,1978
khm,35.94,1979
khm,35.94,1980
khm,36.66,1981
khm,38.02,1982
khm,39.84,1983
khm,41.82,1984
khm,43.75,1985
khm,45.57,1986
khm,47.34,1987
khm,49.08,1988
khm,50.84,1989
khm,52.65,1990
khm,54.51,1991
khm,56.37,1992
khm,58.22,1993
khm,60.0,1994
khm,61.7,1995
khm,63.3,1996
khm,64.8,1997
khm,66.21,1998
khm,67.53,1999
khm,68.75,2000
khm,69.9,2001
khm,70.95,2002
khm,71.94,2003
khm,72.88,2004
khm,73.78,2005
khm,74.66,2006
khm,75.51,2007
khm,76.35,2008
khm,77.21,2009
khm,78.1,2010
cmr,9.394,1950
cmr,9.569,1951
cmr,9.747,1952
cmr,9.929,1953
cmr,10.12,1954
cmr,10.31,1955
cmr,10.51,1956
cmr,10.71,1957
cmr,10.92,1958
cmr,11.14,1959
cmr,11.38,1960
cmr,11.62,1961
cmr,11.88,1962
cmr,12.15,1963
cmr,12.43,1964
cmr,12.72,1965
cmr,13.03,1966
cmr,13.35,1967
cmr,13.68,1968
cmr,14.03,1969
cmr,14.39,1970
cmr,14.77,1971
cmr,15.16,1972
cmr,15.58,1973
cmr,16.02,1974
cmr,16.49,1975
cmr,16.98,1976
cmr,17.5,1977
cmr,18.04,1978
cmr,18.6,1979
cmr,19.16,1980
cmr,19.73,1981
cmr,20.3,1982
cmr,20.89,1983
cmr,21.49,1984
cmr,22.12,1985
cmr,22.79,1986
cmr,23.47,1987
cmr,24.18,1988
cmr,24.89,1989
cmr,25.62,1990
cmr,26.35,1991
cmr,27.1,1992
cmr,27.84,1993
cmr,28.58,1994
cmr,29.32,1995
cmr,30.05,1996
cmr,30.77,1997
cmr,31.5,1998
cmr,32.23,1999
cmr,32.98,2000
cmr,33.74,2001
cmr,34.51,2002
cmr,35.3,2003
cmr,36.1,2004
cmr,36.92,2005
cmr,37.75,2006
cmr,38.6,2007
cmr,39.45,2008
cmr,40.33,2009
cmr,41.22,2010
can,1.378,1950
can,1.417,1951
can,1.456,1952
can,1.495,1953
can,1.536,1954
can,1.578,1955
can,1.622,1956
can,1.667,1957
can,1.712,1958
can,1.755,1959
can,1.796,1960
can,1.834,1961
can,1.869,1962
can,1.902,1963
can,1.937,1964
can,1.974,1965
can,2.014,1966
can,2.056,1967
can,2.099,1968
can,2.141,1969
can,2.178,1970
can,2.211,1971
can,2.241,1972
can,2.268,1973
can,2.294,1974
can,2.321,1975
can,2.349,1976
can,2.377,1977
can,2.405,1978
can,2.432,1979
can,2.459,1980
can,2.484,1981
can,2.509,1982
can,2.534,1983
can,2.561,1984
can,2.592,1985
can,2.626,1986
can,2.663,1987
can,2.702,1988
can,2.741,1989
can,2.778,1990
can,2.813,1991
can,2.847,1992
can,2.879,1993
can,2.909,1994
can,2.939,1995
can,2.967,1996
can,2.994,1997
can,3.02,1998
can,3.047,1999
can,3.076,2000
can,3.106,2001
can,3.137,2002
can,3.17,2003
can,3.204,2004
can,3.238,2005
can,3.272,2006
can,3.307,2007
can,3.343,2008
can,3.377,2009
can,3.412,2010
cpv,44.15,1950
cpv,45.12,1951
cpv,46.01,1952
cpv,46.83,1953
cpv,47.57,1954
cpv,48.27,1955
cpv,48.95,1956
cpv,49.64,1957
cpv,50.4,1958
cpv,51.27,1959
cpv,52.3,1960
cpv,53.51,1961
cpv,54.88,1962
cpv,56.39,1963
cpv,57.97,1964
cpv,59.58,1965
cpv,61.18,1966
cpv,62.75,1967
cpv,64.37,1968
cpv,66.11,1969
cpv,68.01,1970
cpv,70.14,1971
cpv,72.44,1972
cpv,74.61,1973
cpv,76.28,1974
cpv,77.2,1975
cpv,77.21,1976
cpv,76.47,1977
cpv,75.4,1978
cpv,74.57,1979
cpv,74.4,1980
cpv,75.06,1981
cpv,76.43,1982
cpv,78.21,1983
cpv,79.98,1984
cpv,81.45,1985
cpv,82.51,1986
cpv,83.3,1987
cpv,84.02,1988
cpv,84.96,1989
cpv,86.33,1990
cpv,88.19,1991
cpv,90.44,1992
cpv,92.94,1993
cpv,95.49,1994
cpv,97.93,1995
cpv,100.2,1996
cpv,102.4,1997
cpv,104.4,1998
cpv,106.4,1999
cpv,108.4,2000
cpv,110.4,2001
cpv,112.3,2002
cpv,114.1,2003
cpv,115.7,2004
cpv,117.3,2005
cpv,118.6,2006
cpv,119.8,2007
cpv,120.8,2008
cpv,121.9,2009
cpv,123.0,2010
cym,24.29,1950
cym,23.73,1951
cym,23.66,1952
cym,24.0,1953
cym,24.65,1954
cym,25.54,1955
cym,26.57,1956
cym,27.68,1957
cym,28.77,1958
cym,29.78,1959
cym,30.65,1960
cym,31.35,1961
cym,31.89,1962
cym,32.29,1963
cym,32.62,1964
cym,32.96,1965
cym,33.28,1966
cym,33.62,1967
cym,34.1,1968
cym,34.91,1969
cym,36.16,1970
cym,37.89,1971
cym,40.08,1972
cym,42.62,1973
cym,45.42,1974
cym,48.35,1975
cym,51.43,1976
cym,54.67,1977
cym,57.92,1978
cym,61.02,1979
cym,63.87,1980
cym,66.38,1981
cym,68.62,1982
cym,70.84,1983
cym,73.36,1984
cym,76.41,1985
cym,80.08,1986
cym,84.29,1987
cym,88.92,1988
cym,93.76,1989
cym,98.67,1990
cym,103.6,1991
cym,108.8,1992
cym,113.9,1993
cym,119.1,1994
cym,124.2,1995
cym,129.2,1996
cym,133.9,1997
cym,139.0,1998
cym,145.0,1999
cym,152.3,2000
cym,161.0,2001
cym,170.9,2002
cym,181.1,2003
cym,190.4,2004
cym,198.0,2005
cym,203.5,2006
cym,207.1,2007
cym,209.5,2008
cym,211.2,2009
cym,213.0,2010
caf,2.13,1950
caf,2.151,1951
caf,2.173,1952
caf,2.196,1953
caf,2.22,1954
caf,2.246,1955
caf,2.275,1956
caf,2.306,1957
caf,2.339,1958
caf,2.375,1959
caf,2.413,1960
caf,2.455,1961
caf,2.499,1962
caf,2.545,1963
caf,2.595,1964
caf,2.647,1965
caf,2.701,1966
caf,2.759,1967
caf,2.818,1968
caf,2.877,1969
caf,2.935,1970
caf,2.993,1971
caf,3.051,1972
caf,3.11,1973
caf,3.172,1974
caf,3.238,1975
caf,3.309,1976
caf,3.384,1977
caf,3.465,1978
caf,3.553,1979
caf,3.65,1980
caf,3.756,1981
caf,3.87,1982
caf,3.989,1983
caf,4.106,1984
caf,4.216,1985
caf,4.318,1986
caf,4.414,1987
caf,4.507,1988
caf,4.604,1989
caf,4.711,1990
caf,4.827,1991
caf,4.952,1992
caf,5.082,1993
caf,5.213,1994
caf,5.342,1995
caf,5.468,1996
caf,5.592,1997
caf,5.714,1998
caf,5.83,1999
caf,5.942,2000
caf,6.047,2001
caf,6.147,2002
caf,6.244,2003
caf,6.344,2004
caf,6.449,2005
caf,6.561,2006
caf,6.679,2007
caf,6.803,2008
caf,6.931,2009
caf,7.064,2010
tcd,1.892,1950
tcd,1.926,1951
tcd,1.962,1952
tcd,2.0,1953
tcd,2.039,1954
tcd,2.08,1955
tcd,2.122,1956
tcd,2.164,1957
tcd,2.208,1958
tcd,2.253,1959
tcd,2.301,1960
tcd,2.35,1961
tcd,2.401,1962
tcd,2.454,1963
tcd,2.507,1964
tcd,2.561,1965
tcd,2.615,1966
tcd,2.67,1967
tcd,2.726,1968
tcd,2.784,1969
tcd,2.847,1970
tcd,2.915,1971
tcd,2.986,1972
tcd,3.06,1973
tcd,3.133,1974
tcd,3.204,1975
tcd,3.272,1976
tcd,3.338,1977
tcd,3.404,1978
tcd,3.473,1979
tcd,3.547,1980
tcd,3.626,1981
tcd,3.711,1982
tcd,3.803,1983
tcd,3.903,1984
tcd,4.012,1985
tcd,4.131,1986
tcd,4.26,1987
tcd,4.397,1988
tcd,4.538,1989
tcd,4.682,1990
tcd,4.827,1991
tcd,4.975,1992
tcd,5.127,1993
tcd,5.285,1994
tcd,5.45,1995
tcd,5.622,1996
tcd,5.801,1997
tcd,5.989,1998
tcd,6.189,1999
tcd,6.404,2000
tcd,6.634,2001
tcd,6.878,2002
tcd,7.129,2003
tcd,7.379,2004
tcd,7.621,2005
tcd,7.854,2006
tcd,8.078,2007
tcd,8.297,2008
tcd,8.518,2009
tcd,8.744,2010
chanisl,524.3,1950
chanisl,527.9,1951
chanisl,531.4,1952
chanisl,534.7,1953
chanisl,538.0,1954
chanisl,541.3,1955
chanisl,544.7,1956
chanisl,548.3,1957
chanisl,552.2,1958
chanisl,556.4,1959
chanisl,561.0,1960
chanisl,566.1,1961
chanisl,571.5,1962
chanisl,577.3,1963
chanisl,583.4,1964
chanisl,589.6,1965
chanisl,595.9,1966
chanisl,602.2,1967
chanisl,608.6,1968
chanisl,614.9,1969
chanisl,621.2,1970
chanisl,627.4,1971
chanisl,633.5,1972
chanisl,639.2,1973
chanisl,644.1,1974
chanisl,647.9,1975
chanisl,650.4,1976
chanisl,651.8,1977
chanisl,652.8,1978
chanisl,654.3,1979
chanisl,656.8,1980
chanisl,660.7,1981
chanisl,665.5,1982
chanisl,671.3,1983
chanisl,677.7,1984
chanisl,684.5,1985
chanisl,691.8,1986
chanisl,699.5,1987
chanisl,707.0,1988
chanisl,713.5,1989
chanisl,718.7,1990
chanisl,722.1,1991
chanisl,724.0,1992
chanisl,725.0,1993
chanisl,726.1,1994
chanisl,727.9,1995
chanisl,730.5,1996
chanisl,733.9,1997
chanisl,737.7,1998
chanisl,741.6,1999
chanisl,745.3,2000
chanisl,748.7,2001
chanisl,751.9,2002
chanisl,755.2,2003
chanisl,758.8,2004
chanisl,762.9,2005
chanisl,767.6,2006
chanisl,772.8,2007
chanisl,778.0,2008
chanisl,782.7,2009
chanisl,786.4,2010
chl,8.038,1950
chl,8.187,1951
chl,8.355,1952
chl,8.54,1953
chl,8.737,1954
chl,8.944,1955
chl,9.161,1956
chl,9.386,1957
chl,9.619,1958
chl,9.861,1959
chl,10.11,1960
chl,10.37,1961
chl,10.64,1962
chl,10.91,1963
chl,11.18,1964
chl,11.44,1965
chl,11.7,1966
chl,11.94,1967
chl,12.19,1968
chl,12.42,1969
chl,12.66,1970
chl,12.89,1971
chl,13.12,1972
chl,13.34,1973
chl,13.56,1974
chl,13.77,1975
chl,13.97,1976
chl,14.17,1977
chl,14.36,1978
chl,14.56,1979
chl,14.78,1980
chl,15.0,1981
chl,15.23,1982
chl,15.48,1983
chl,15.74,1984
chl,16.0,1985
chl,16.27,1986
chl,16.55,1987
chl,16.83,1988
chl,17.12,1989
chl,17.43,1990
chl,17.75,1991
chl,18.08,1992
chl,18.41,1993
chl,18.73,1994
chl,19.04,1995
chl,19.34,1996
chl,19.61,1997
chl,19.88,1998
chl,20.13,1999
chl,20.38,2000
chl,20.62,2001
chl,20.86,2002
chl,21.09,2003
chl,21.32,2004
chl,21.55,2005
chl,21.77,2006
chl,21.98,2007
chl,22.2,2008
chl,22.41,2009
chl,22.62,2010
chn,57.39,1950
chn,58.99,1951
chn,60.28,1952
chn,61.38,1953
chn,62.39,1954
chn,63.39,1955
chn,64.42,1956
chn,65.48,1957
chn,66.56,1958
chn,67.6,1959
chn,68.59,1960
chn,69.51,1961
chn,70.4,1962
chn,71.37,1963
chn,72.54,1964
chn,74.01,1965
chn,75.82,1966
chn,77.91,1967
chn,80.2,1968
chn,82.56,1969
chn,84.88,1970
chn,87.16,1971
chn,89.38,1972
chn,91.52,1973
chn,93.52,1974
chn,95.35,1975
chn,96.98,1976
chn,98.44,1977
chn,99.78,1978
chn,101.1,1979
chn,102.4,1980
chn,103.9,1981
chn,105.3,1982
chn,106.8,1983
chn,108.4,1984
chn,110.1,1985
chn,111.9,1986
chn,113.8,1987
chn,115.7,1988
chn,117.6,1989
chn,119.3,1990
chn,121.0,1991
chn,122.5,1992
chn,123.9,1993
chn,125.2,1994
chn,126.5,1995
chn,127.8,1996
chn,129.0,1997
chn,130.1,1998
chn,131.2,1999
chn,132.2,2000
chn,133.2,2001
chn,134.0,2002
chn,134.8,2003
chn,135.5,2004
chn,136.3,2005
chn,137.0,2006
chn,137.7,2007
chn,138.4,2008
chn,139.1,2009
chn,139.8,2010
col,10.54,1950
col,10.84,1951
col,11.15,1952
col,11.47,1953
col,11.8,1954
col,12.14,1955
col,12.49,1956
col,12.86,1957
col,13.24,1958
col,13.64,1959
col,14.05,1960
col,14.48,1961
col,14.91,1962
col,15.36,1963
col,15.82,1964
col,16.29,1965
col,16.77,1966
col,17.27,1967
col,17.76,1968
col,18.25,1969
col,18.73,1970
col,19.2,1971
col,19.65,1972
col,20.11,1973
col,20.57,1974
col,21.04,1975
col,21.53,1976
col,22.03,1977
col,22.54,1978
col,23.07,1979
col,23.6,1980
col,24.13,1981
col,24.68,1982
col,25.23,1983
col,25.78,1984
col,26.34,1985
col,26.89,1986
col,27.46,1987
col,28.02,1988
col,28.59,1989
col,29.15,1990
col,29.72,1991
col,30.29,1992
col,30.86,1993
col,31.43,1994
col,32.01,1995
col,32.59,1996
col,33.17,1997
col,33.75,1998
col,34.33,1999
col,34.91,2000
col,35.49,2001
col,36.07,2002
col,36.64,2003
col,37.22,2004
col,37.79,2005
col,38.37,2006
col,38.94,2007
col,39.52,2008
col,40.09,2009
col,40.65,2010
com,84.0,1950
com,86.22,1951
com,88.31,1952
com,90.3,1953
com,92.24,1954
com,94.16,1955
com,96.07,1956
com,97.99,1957
com,99.91,1958
com,101.8,1959
com,103.7,1960
com,105.6,1961
com,107.6,1962
com,109.6,1963
com,111.7,1964
com,114.0,1965
com,116.5,1966
com,119.2,1967
com,122.0,1968
com,124.9,1969
com,127.9,1970
com,130.8,1971
com,133.8,1972
com,137.0,1973
com,140.8,1974
com,145.3,1975
com,150.7,1976
com,156.8,1977
com,163.4,1978
com,170.1,1979
com,176.7,1980
com,183.1,1981
com,189.4,1982
com,195.5,1983
com,201.4,1984
com,207.3,1985
