life_expectancy_female,geo,time
36.11,mli,1974
36.83,mli,1975
37.55,mli,1976
38.3,mli,1977
39.05,mli,1978
39.81,mli,1979
40.57,mli,1980
41.32,mli,1981
42.04,mli,1982
42.72,mli,1983
43.36,mli,1984
43.95,mli,1985
44.5,mli,1986
45.01,mli,1987
45.5,mli,1988
45.95,mli,1989
46.35,mli,1990
46.69,mli,1991
46.96,mli,1992
47.16,mli,1993
47.32,mli,1994
47.45,mli,1995
47.6,mli,1996
47.78,mli,1997
48.03,mli,1998
48.35,mli,1999
48.74,mli,2000
49.2,mli,2001
49.69,mli,2002
50.2,mli,2003
50.72,mli,2004
51.23,mli,2005
51.72,mli,2006
52.21,mli,2007
52.68,mli,2008
53.15,mli,2009
53.59,mli,2010
54.03,mli,2011
54.46,mli,2012
54.89,mli,2013
55.31,mli,2014
55.73,mli,2015
56.15,mli,2016
56.57,mli,2017
56.98,mli,2018
57.38,mli,2019
57.78,mli,2020
58.18,mli,2021
58.56,mli,2022
58.95,mli,2023
59.32,mli,2024
59.69,mli,2025
60.05,mli,2026
60.41,mli,2027
60.76,mli,2028
61.1,mli,2029
61.43,mli,2030
61.76,mli,2031
62.08,mli,2032
62.39,mli,2033
62.7,mli,2034
63.0,mli,2035
63.3,mli,2036
63.58,mli,2037
63.87,mli,2038
64.14,mli,2039
64.41,mli,2040
64.67,mli,2041
64.93,mli,2042
65.18,mli,2043
65.42,mli,2044
65.66,mli,2045
65.89,mli,2046
66.11,mli,2047
66.34,mli,2048
66.56,mli,2049
66.77,mli,2050
66.98,mli,2051
67.19,mli,2052
67.39,mli,2053
67.59,mli,2054
67.79,mli,2055
67.98,mli,2056
68.17,mli,2057
68.36,mli,2058
68.55,mli,2059
68.73,mli,2060
68.91,mli,2061
69.09,mli,2062
69.27,mli,2063
69.44,mli,2064
69.61,mli,2065
69.78,mli,2066
69.94,mli,2067
70.1,mli,2068
70.26,mli,2069
70.42,mli,2070
70.57,mli,2071
70.73,mli,2072
70.88,mli,2073
71.04,mli,2074
71.19,mli,2075
71.35,mli,2076
71.5,mli,2077
71.65,mli,2078
71.8,mli,2079
71.95,mli,2080
72.1,mli,2081
72.24,mli,2082
72.39,mli,2083
72.53,mli,2084
72.67,mli,2085
72.82,mli,2086
72.96,mli,2087
73.1,mli,2088
73.24,mli,2089
73.38,mli,2090
73.52,mli,2091
73.65,mli,2092
73.79,mli,2093
73.93,mli,2094
74.06,mli,2095
74.2,mli,2096
74.33,mli,2097
74.47,mli,2098
74.6,mli,2099
66.82,mlt,1950
67.0,mlt,1951
67.35,mlt,1952
67.7,mlt,1953
68.04,mlt,1954
68.37,mlt,1955
68.7,mlt,1956
69.02,mlt,1957
69.34,mlt,1958
69.66,mlt,1959
69.96,mlt,1960
70.27,mlt,1961
70.57,mlt,1962
70.86,mlt,1963
71.15,mlt,1964
71.44,mlt,1965
71.72,mlt,1966
72.0,mlt,1967
72.28,mlt,1968
72.55,mlt,1969
72.82,mlt,1970
73.09,mlt,1971
73.35,mlt,1972
73.61,mlt,1973
73.87,mlt,1974
74.12,mlt,1975
74.37,mlt,1976
74.62,mlt,1977
74.87,mlt,1978
75.11,mlt,1979
75.35,mlt,1980
75.59,mlt,1981
75.82,mlt,1982
76.06,mlt,1983
76.29,mlt,1984
76.51,mlt,1985
76.74,mlt,1986
76.96,mlt,1987
77.18,mlt,1988
77.4,mlt,1989
77.62,mlt,1990
77.84,mlt,1991
78.05,mlt,1992
78.27,mlt,1993
78.48,mlt,1994
78.69,mlt,1995
78.9,mlt,1996
79.11,mlt,1997
79.31,mlt,1998
79.52,mlt,1999
79.72,mlt,2000
79.92,mlt,2001
80.13,mlt,2002
80.33,mlt,2003
80.53,mlt,2004
80.72,mlt,2005
80.91,mlt,2006
81.09,mlt,2007
81.27,mlt,2008
81.43,mlt,2009
81.59,mlt,2010
81.75,mlt,2011
81.89,mlt,2012
82.04,mlt,2013
82.19,mlt,2014
82.33,mlt,2015
82.48,mlt,2016
82.63,mlt,2017
82.77,mlt,2018
82.92,mlt,2019
83.06,mlt,2020
83.21,mlt,2021
83.35,mlt,2022
83.49,mlt,2023
83.63,mlt,2024
83.77,mlt,2025
83.91,mlt,2026
84.04,mlt,2027
84.18,mlt,2028
84.31,mlt,2029
84.45,mlt,2030
84.58,mlt,2031
84.71,mlt,2032
84.84,mlt,2033
84.97,mlt,2034
85.1,mlt,2035
85.23,mlt,2036
85.36,mlt,2037
85.49,mlt,2038
85.62,mlt,2039
85.75,mlt,2040
85.88,mlt,2041
86.0,mlt,2042
86.13,mlt,2043
86.26,mlt,2044
86.38,mlt,2045
86.51,mlt,2046
86.63,mlt,2047
86.75,mlt,2048
86.88,mlt,2049
87.0,mlt,2050
87.12,mlt,2051
87.25,mlt,2052
87.37,mlt,2053
87.49,mlt,2054
87.62,mlt,2055
87.74,mlt,2056
87.86,mlt,2057
87.98,mlt,2058
88.1,mlt,2059
88.22,mlt,2060
88.34,mlt,2061
88.46,mlt,2062
88.58,mlt,2063
88.7,mlt,2064
88.82,mlt,2065
88.93,mlt,2066
89.05,mlt,2067
89.17,mlt,2068
89.29,mlt,2069
89.41,mlt,2070
89.52,mlt,2071
89.64,mlt,2072
89.76,mlt,2073
89.88,mlt,2074
89.99,mlt,2075
90.11,mlt,2076
90.22,mlt,2077
90.34,mlt,2078
90.45,mlt,2079
90.57,mlt,2080
90.69,mlt,2081
90.8,mlt,2082
90.92,mlt,2083
91.03,mlt,2084
91.15,mlt,2085
91.26,mlt,2086
91.37,mlt,2087
91.49,mlt,2088
91.6,mlt,2089
91.72,mlt,2090
91.83,mlt,2091
91.94,mlt,2092
92.06,mlt,2093
92.17,mlt,2094
92.28,mlt,2095
92.39,mlt,2096
92.5,mlt,2097
92.62,mlt,2098
92.73,mlt,2099
55.55,mtq,1950
55.89,mtq,1951
56.56,mtq,1952
57.23,mtq,1953
57.88,mtq,1954
58.53,mtq,1955
59.16,mtq,1956
59.79,mtq,1957
60.4,mtq,1958
61.01,mtq,1959
61.6,mtq,1960
62.18,mtq,1961
62.75,mtq,1962
63.31,mtq,1963
63.87,mtq,1964
64.42,mtq,1965
64.99,mtq,1966
65.56,mtq,1967
66.15,mtq,1968
66.75,mtq,1969
67.35,mtq,1970
67.96,mtq,1971
68.57,mtq,1972
69.16,mtq,1973
69.74,mtq,1974
70.31,mtq,1975
70.86,mtq,1976
71.39,mtq,1977
71.92,mtq,1978
72.44,mtq,1979
72.94,mtq,1980
73.44,mtq,1981
73.93,mtq,1982
74.41,mtq,1983
74.87,mtq,1984
75.33,mtq,1985
75.79,mtq,1986
76.23,mtq,1987
76.66,mtq,1988
77.09,mtq,1989
77.51,mtq,1990
77.92,mtq,1991
78.33,mtq,1992
78.72,mtq,1993
79.11,mtq,1994
79.5,mtq,1995
79.88,mtq,1996
80.26,mtq,1997
80.64,mtq,1998
81.01,mtq,1999
81.37,mtq,2000
81.7,mtq,2001
82.0,mtq,2002
82.27,mtq,2003
82.52,mtq,2004
82.74,mtq,2005
82.95,mtq,2006
83.15,mtq,2007
83.36,mtq,2008
83.58,mtq,2009
83.81,mtq,2010
84.04,mtq,2011
84.28,mtq,2012
84.52,mtq,2013
84.75,mtq,2014
84.97,mtq,2015
85.19,mtq,2016
85.41,mtq,2017
85.62,mtq,2018
85.82,mtq,2019
86.02,mtq,2020
86.22,mtq,2021
86.42,mtq,2022
86.61,mtq,2023
86.8,mtq,2024
86.98,mtq,2025
87.17,mtq,2026
87.35,mtq,2027
87.53,mtq,2028
87.71,mtq,2029
87.89,mtq,2030
88.06,mtq,2031
88.23,mtq,2032
88.4,mtq,2033
88.57,mtq,2034
88.74,mtq,2035
88.9,mtq,2036
89.06,mtq,2037
89.22,mtq,2038
89.39,mtq,2039
89.55,mtq,2040
89.7,mtq,2041
89.86,mtq,2042
90.02,mtq,2043
90.17,mtq,2044
90.32,mtq,2045
90.46,mtq,2046
90.61,mtq,2047
90.76,mtq,2048
90.9,mtq,2049
91.05,mtq,2050
91.19,mtq,2051
91.34,mtq,2052
91.48,mtq,2053
91.62,mtq,2054
91.76,mtq,2055
91.9,mtq,2056
92.04,mtq,2057
92.18,mtq,2058
92.32,mtq,2059
92.45,mtq,2060
92.59,mtq,2061
92.72,mtq,2062
92.86,mtq,2063
92.99,mtq,2064
93.12,mtq,2065
93.25,mtq,2066
93.39,mtq,2067
93.52,mtq,2068
93.65,mtq,2069
93.78,mtq,2070
93.91,mtq,2071
94.04,mtq,2072
94.16,mtq,2073
94.29,mtq,2074
94.42,mtq,2075
94.54,mtq,2076
94.67,mtq,2077
94.79,mtq,2078
94.92,mtq,2079
95.04,mtq,2080
95.17,mtq,2081
95.29,mtq,2082
95.41,mtq,2083
95.53,mtq,2084
95.66,mtq,2085
95.78,mtq,2086
95.9,mtq,2087
96.02,mtq,2088
96.14,mtq,2089
96.26,mtq,2090
96.37,mtq,2091
96.49,mtq,2092
96.61,mtq,2093
96.73,mtq,2094
96.85,mtq,2095
96.97,mtq,2096
97.09,mtq,2097
97.21,mtq,2098
97.33,mtq,2099
37.52,mrt,1950
37.8,mrt,1951
38.37,mrt,1952
38.97,mrt,1953
39.6,mrt,1954
40.26,mrt,1955
40.95,mrt,1956
41.67,mrt,1957
42.41,mrt,1958
43.16,mrt,1959
43.92,mrt,1960
44.67,mrt,1961
45.4,mrt,1962
46.11,mrt,1963
46.78,mrt,1964
47.42,mrt,1965
48.02,mrt,1966
48.59,mrt,1967
49.14,mrt,1968
49.68,mrt,1969
50.2,mrt,1970
50.72,mrt,1971
51.23,mrt,1972
51.75,mrt,1973
52.27,mrt,1974
52.8,mrt,1975
53.34,mrt,1976
53.91,mrt,1977
54.5,mrt,1978
55.09,mrt,1979
55.67,mrt,1980
56.25,mrt,1981
56.79,mrt,1982
57.3,mrt,1983
57.76,mrt,1984
58.18,mrt,1985
58.56,mrt,1986
58.89,mrt,1987
59.2,mrt,1988
59.47,mrt,1989
59.73,mrt,1990
59.95,mrt,1991
60.15,mrt,1992
60.33,mrt,1993
60.48,mrt,1994
60.63,mrt,1995
60.76,mrt,1996
60.88,mrt,1997
60.99,mrt,1998
61.1,mrt,1999
61.21,mrt,2000
61.32,mrt,2001
61.43,mrt,2002
61.55,mrt,2003
61.67,mrt,2004
61.79,mrt,2005
61.93,mrt,2006
62.07,mrt,2007
62.23,mrt,2008
62.4,mrt,2009
62.57,mrt,2010
62.74,mrt,2011
62.92,mrt,2012
63.1,mrt,2013
63.27,mrt,2014
63.44,mrt,2015
63.6,mrt,2016
63.76,mrt,2017
63.92,mrt,2018
64.08,mrt,2019
64.23,mrt,2020
64.39,mrt,2021
64.54,mrt,2022
64.69,mrt,2023
64.83,mrt,2024
64.98,mrt,2025
65.12,mrt,2026
65.26,mrt,2027
65.4,mrt,2028
65.54,mrt,2029
65.67,mrt,2030
65.81,mrt,2031
65.94,mrt,2032
66.08,mrt,2033
66.21,mrt,2034
66.34,mrt,2035
66.48,mrt,2036
66.61,mrt,2037
66.73,mrt,2038
66.86,mrt,2039
66.98,mrt,2040
67.11,mrt,2041
67.23,mrt,2042
67.35,mrt,2043
67.47,mrt,2044
67.6,mrt,2045
67.72,mrt,2046
67.84,mrt,2047
67.96,mrt,2048
68.08,mrt,2049
68.2,mrt,2050
68.32,mrt,2051
68.44,mrt,2052
68.56,mrt,2053
68.67,mrt,2054
68.79,mrt,2055
68.9,mrt,2056
69.02,mrt,2057
69.13,mrt,2058
69.24,mrt,2059
69.36,mrt,2060
69.47,mrt,2061
69.58,mrt,2062
69.7,mrt,2063
69.81,mrt,2064
69.92,mrt,2065
70.03,mrt,2066
70.14,mrt,2067
70.26,mrt,2068
70.37,mrt,2069
70.48,mrt,2070
70.59,mrt,2071
70.69,mrt,2072
70.8,mrt,2073
70.91,mrt,2074
71.02,mrt,2075
71.13,mrt,2076
71.24,mrt,2077
71.35,mrt,2078
71.46,mrt,2079
71.57,mrt,2080
71.67,mrt,2081
71.78,mrt,2082
71.89,mrt,2083
72.0,mrt,2084
72.11,mrt,2085
72.21,mrt,2086
72.32,mrt,2087
72.43,mrt,2088
72.54,mrt,2089
72.65,mrt,2090
72.75,mrt,2091
72.86,mrt,2092
72.97,mrt,2093
73.08,mrt,2094
73.19,mrt,2095
73.29,mrt,2096
73.39,mrt,2097
73.49,mrt,2098
73.59,mrt,2099
48.97,mus,1950
49.6,mus,1951
50.87,mus,1952
52.13,mus,1953
53.4,mus,1954
54.66,mus,1955
55.91,mus,1956
57.15,mus,1957
58.37,mus,1958
59.53,mus,1959
60.63,mus,1960
61.62,mus,1961
62.5,mus,1962
63.24,mus,1963
63.85,mus,1964
64.32,mus,1965
64.67,mus,1966
64.92,mus,1967
65.13,mus,1968
65.32,mus,1969
65.55,mus,1970
65.86,mus,1971
66.28,mus,1972
66.79,mus,1973
67.4,mus,1974
68.08,mus,1975
68.8,mus,1976
69.49,mus,1977
70.12,mus,1978
70.67,mus,1979
71.11,mus,1980
71.44,mus,1981
71.7,mus,1982
71.9,mus,1983
72.06,mus,1984
72.21,mus,1985
72.37,mus,1986
72.56,mus,1987
72.79,mus,1988
73.05,mus,1989
73.33,mus,1990
73.59,mus,1991
73.81,mus,1992
73.97,mus,1993
74.08,mus,1994
74.14,mus,1995
74.2,mus,1996
74.28,mus,1997
74.4,mus,1998
74.57,mus,1999
74.78,mus,2000
75.02,mus,2001
75.26,mus,2002
75.49,mus,2003
75.7,mus,2004
75.88,mus,2005
76.04,mus,2006
76.2,mus,2007
76.35,mus,2008
76.5,mus,2009
76.65,mus,2010
76.81,mus,2011
76.96,mus,2012
77.11,mus,2013
77.27,mus,2014
77.41,mus,2015
77.56,mus,2016
77.7,mus,2017
77.84,mus,2018
77.98,mus,2019
78.12,mus,2020
78.26,mus,2021
78.4,mus,2022
78.54,mus,2023
78.67,mus,2024
78.81,mus,2025
78.94,mus,2026
79.08,mus,2027
79.21,mus,2028
79.34,mus,2029
79.47,mus,2030
79.61,mus,2031
79.73,mus,2032
79.86,mus,2033
79.99,mus,2034
80.12,mus,2035
80.25,mus,2036
80.37,mus,2037
80.49,mus,2038
80.61,mus,2039
80.73,mus,2040
80.85,mus,2041
80.97,mus,2042
81.09,mus,2043
81.21,mus,2044
81.33,mus,2045
81.45,mus,2046
81.57,mus,2047
81.69,mus,2048
81.81,mus,2049
81.93,mus,2050
82.04,mus,2051
82.16,mus,2052
82.28,mus,2053
82.4,mus,2054
82.52,mus,2055
82.64,mus,2056
82.75,mus,2057
82.87,mus,2058
82.98,mus,2059
83.09,mus,2060
83.2,mus,2061
83.32,mus,2062
83.43,mus,2063
83.54,mus,2064
83.65,mus,2065
83.76,mus,2066
83.87,mus,2067
83.98,mus,2068
84.09,mus,2069
84.2,mus,2070
84.31,mus,2071
84.42,mus,2072
84.53,mus,2073
84.63,mus,2074
84.74,mus,2075
84.85,mus,2076
84.96,mus,2077
85.06,mus,2078
85.17,mus,2079
85.28,mus,2080
85.38,mus,2081
85.49,mus,2082
85.59,mus,2083
85.7,mus,2084
85.81,mus,2085
85.92,mus,2086
86.03,mus,2087
86.13,mus,2088
86.24,mus,2089
86.35,mus,2090
86.45,mus,2091
86.56,mus,2092
86.66,mus,2093
86.77,mus,2094
86.87,mus,2095
86.97,mus,2096
87.08,mus,2097
87.18,mus,2098
87.28,mus,2099
47.59,myt,1950
48.38,myt,1951
49.92,myt,1952
51.38,myt,1953
52.76,myt,1954
54.06,myt,1955
55.28,myt,1956
56.42,myt,1957
57.49,myt,1958
58.49,myt,1959
59.43,myt,1960
60.32,myt,1961
61.17,myt,1962
61.98,myt,1963
62.77,myt,1964
63.54,myt,1965
64.29,myt,1966
65.02,myt,1967
65.72,myt,1968
66.4,myt,1969
67.05,myt,1970
67.69,myt,1971
68.3,myt,1972
68.89,myt,1973
69.47,myt,1974
70.03,myt,1975
70.56,myt,1976
71.09,myt,1977
71.59,myt,1978
72.08,myt,1979
72.56,myt,1980
73.02,myt,1981
73.47,myt,1982
73.91,myt,1983
74.33,myt,1984
74.75,myt,1985
75.15,myt,1986
75.55,myt,1987
75.93,myt,1988
76.3,myt,1989
76.67,myt,1990
77.02,myt,1991
77.37,myt,1992
77.7,myt,1993
78.03,myt,1994
78.35,myt,1995
78.67,myt,1996
78.98,myt,1997
79.28,myt,1998
79.57,myt,1999
79.86,myt,2000
80.15,myt,2001
80.43,myt,2002
80.71,myt,2003
80.98,myt,2004
81.25,myt,2005
81.5,myt,2006
81.75,myt,2007
81.98,myt,2008
82.2,myt,2009
82.41,myt,2010
82.61,myt,2011
82.81,myt,2012
83.01,myt,2013
83.2,myt,2014
83.4,myt,2015
83.59,myt,2016
83.78,myt,2017
83.96,myt,2018
84.15,myt,2019
84.33,myt,2020
84.51,myt,2021
84.69,myt,2022
84.86,myt,2023
85.03,myt,2024
85.2,myt,2025
85.37,myt,2026
85.54,myt,2027
85.7,myt,2028
85.87,myt,2029
86.03,myt,2030
86.19,myt,2031
86.35,myt,2032
86.51,myt,2033
86.67,myt,2034
86.82,myt,2035
86.97,myt,2036
87.12,myt,2037
87.28,myt,2038
87.42,myt,2039
87.57,myt,2040
87.72,myt,2041
87.86,myt,2042
88.0,myt,2043
88.15,myt,2044
88.29,myt,2045
88.44,myt,2046
88.58,myt,2047
88.72,myt,2048
88.86,myt,2049
89.0,myt,2050
89.14,myt,2051
89.27,myt,2052
89.41,myt,2053
89.54,myt,2054
89.68,myt,2055
89.81,myt,2056
89.94,myt,2057
90.08,myt,2058
90.21,myt,2059
90.34,myt,2060
90.47,myt,2061
90.61,myt,2062
90.74,myt,2063
90.87,myt,2064
91.0,myt,2065
91.13,myt,2066
91.25,myt,2067
91.38,myt,2068
91.51,myt,2069
91.63,myt,2070
91.76,myt,2071
91.88,myt,2072
92.0,myt,2073
92.13,myt,2074
92.25,myt,2075
92.38,myt,2076
92.5,myt,2077
92.62,myt,2078
92.74,myt,2079
92.87,myt,2080
92.99,myt,2081
93.11,myt,2082
93.23,myt,2083
93.35,myt,2084
93.47,myt,2085
93.59,myt,2086
93.71,myt,2087
93.83,myt,2088
93.95,myt,2089
94.06,myt,2090
94.18,myt,2091
94.3,myt,2092
94.42,myt,2093
94.54,myt,2094
94.66,myt,2095
94.78,myt,2096
94.9,myt,2097
95.02,myt,2098
95.14,myt,2099
50.34,mex,1950
50.91,mex,1951
52.04,mex,1952
53.12,mex,1953
54.14,mex,1954
55.11,mex,1955
56.03,mex,1956
56.9,mex,1957
57.71,mex,1958
58.46,mex,1959
59.14,mex,1960
59.75,mex,1961
60.29,mex,1962
60.77,mex,1963
61.19,mex,1964
61.59,mex,1965
61.97,mex,1966
62.35,mex,1967
62.77,mex,1968
63.21,mex,1969
63.71,mex,1970
64.27,mex,1971
64.87,mex,1972
65.51,mex,1973
66.18,mex,1974
66.85,mex,1975
67.53,mex,1976
68.19,mex,1977
68.83,mex,1978
69.42,mex,1979
69.97,mex,1980
70.48,mex,1981
70.94,mex,1982
71.37,mex,1983
71.77,mex,1984
72.15,mex,1985
72.5,mex,1986
72.84,mex,1987
73.18,mex,1988
73.51,mex,1989
73.83,mex,1990
74.15,mex,1991
74.47,mex,1992
74.78,mex,1993
75.08,mex,1994
75.37,mex,1995
75.66,mex,1996
75.94,mex,1997
76.21,mex,1998
76.47,mex,1999
76.73,mex,2000
76.99,mex,2001
77.25,mex,2002
77.5,mex,2003
77.75,mex,2004
78.0,mex,2005
78.25,mex,2006
78.49,mex,2007
78.72,mex,2008
78.94,mex,2009
79.16,mex,2010
79.36,mex,2011
79.57,mex,2012
79.77,mex,2013
79.97,mex,2014
80.16,mex,2015
80.36,mex,2016
80.55,mex,2017
80.73,mex,2018
80.92,mex,2019
81.1,mex,2020
81.28,mex,2021
81.46,mex,2022
81.63,mex,2023
81.81,mex,2024
81.98,mex,2025
82.15,mex,2026
82.32,mex,2027
82.48,mex,2028
82.65,mex,2029
82.81,mex,2030
82.97,mex,2031
83.13,mex,2032
83.29,mex,2033
83.45,mex,2034
83.61,mex,2035
83.76,mex,2036
83.91,mex,2037
84.06,mex,2038
84.21,mex,2039
84.36,mex,2040
84.5,mex,2041
84.64,mex,2042
84.78,mex,2043
84.93,mex,2044
85.07,mex,2045
85.21,mex,2046
85.35,mex,2047
85.49,mex,2048
85.62,mex,2049
85.76,mex,2050
85.89,mex,2051
86.03,mex,2052
86.16,mex,2053
86.29,mex,2054
86.43,mex,2055
86.56,mex,2056
86.69,mex,2057
86.82,mex,2058
86.95,mex,2059
87.08,mex,2060
87.21,mex,2061
87.34,mex,2062
87.47,mex,2063
87.59,mex,2064
87.72,mex,2065
87.85,mex,2066
87.98,mex,2067
88.11,mex,2068
88.23,mex,2069
88.36,mex,2070
88.48,mex,2071
88.61,mex,2072
88.73,mex,2073
88.85,mex,2074
88.97,mex,2075
89.09,mex,2076
89.21,mex,2077
89.33,mex,2078
89.45,mex,2079
89.56,mex,2080
89.68,mex,2081
89.8,mex,2082
89.92,mex,2083
90.04,mex,2084
90.16,mex,2085
90.28,mex,2086
90.4,mex,2087
90.52,mex,2088
90.63,mex,2089
90.75,mex,2090
90.86,mex,2091
90.97,mex,2092
91.09,mex,2093
91.2,mex,2094
91.32,mex,2095
91.43,mex,2096
91.55,mex,2097
91.67,mex,2098
91.79,mex,2099
54.35,fsm,1950
54.55,fsm,1951
54.95,fsm,1952
55.35,fsm,1953
55.75,fsm,1954
56.15,fsm,1955
56.55,fsm,1956
56.95,fsm,1957
57.35,fsm,1958
57.75,fsm,1959
58.15,fsm,1960
58.55,fsm,1961
58.95,fsm,1962
59.34,fsm,1963
59.74,fsm,1964
60.14,fsm,1965
60.55,fsm,1966
60.95,fsm,1967
61.36,fsm,1968
61.77,fsm,1969
62.2,fsm,1970
62.63,fsm,1971
63.08,fsm,1972
63.54,fsm,1973
63.99,fsm,1974
64.42,fsm,1975
64.8,fsm,1976
65.13,fsm,1977
65.4,fsm,1978
65.6,fsm,1979
65.75,fsm,1980
65.85,fsm,1981
65.94,fsm,1982
66.02,fsm,1983
66.1,fsm,1984
66.2,fsm,1985
66.31,fsm,1986
66.42,fsm,1987
66.54,fsm,1988
66.65,fsm,1989
66.76,fsm,1990
66.87,fsm,1991
66.98,fsm,1992
67.09,fsm,1993
67.2,fsm,1994
67.32,fsm,1995
67.43,fsm,1996
67.53,fsm,1997
67.64,fsm,1998
67.75,fsm,1999
67.87,fsm,2000
68.0,fsm,2001
68.14,fsm,2002
68.3,fsm,2003
68.47,fsm,2004
68.64,fsm,2005
68.82,fsm,2006
69.0,fsm,2007
69.17,fsm,2008
69.34,fsm,2009
69.49,fsm,2010
69.64,fsm,2011
69.79,fsm,2012
69.93,fsm,2013
70.07,fsm,2014
70.21,fsm,2015
70.35,fsm,2016
70.49,fsm,2017
70.63,fsm,2018
70.77,fsm,2019
70.9,fsm,2020
71.04,fsm,2021
71.17,fsm,2022
71.31,fsm,2023
71.44,fsm,2024
71.58,fsm,2025
71.71,fsm,2026
71.84,fsm,2027
71.97,fsm,2028
72.1,fsm,2029
72.23,fsm,2030
72.36,fsm,2031
72.48,fsm,2032
72.6,fsm,2033
72.73,fsm,2034
72.85,fsm,2035
72.98,fsm,2036
73.1,fsm,2037
73.22,fsm,2038
73.35,fsm,2039
73.47,fsm,2040
73.59,fsm,2041
73.71,fsm,2042
73.83,fsm,2043
73.94,fsm,2044
74.06,fsm,2045
74.18,fsm,2046
74.3,fsm,2047
74.41,fsm,2048
74.53,fsm,2049
74.65,fsm,2050
74.77,fsm,2051
74.89,fsm,2052
75.01,fsm,2053
75.12,fsm,2054
75.24,fsm,2055
75.35,fsm,2056
75.47,fsm,2057
75.58,fsm,2058
75.7,fsm,2059
75.81,fsm,2060
75.93,fsm,2061
76.04,fsm,2062
76.15,fsm,2063
76.27,fsm,2064
76.38,fsm,2065
76.49,fsm,2066
76.6,fsm,2067
76.71,fsm,2068
76.82,fsm,2069
76.93,fsm,2070
77.04,fsm,2071
77.15,fsm,2072
77.26,fsm,2073
77.37,fsm,2074
77.48,fsm,2075
77.59,fsm,2076
77.7,fsm,2077
77.81,fsm,2078
77.92,fsm,2079
78.03,fsm,2080
78.14,fsm,2081
78.24,fsm,2082
78.35,fsm,2083
78.46,fsm,2084
78.57,fsm,2085
78.67,fsm,2086
78.78,fsm,2087
78.89,fsm,2088
78.99,fsm,2089
79.1,fsm,2090
79.21,fsm,2091
79.32,fsm,2092
79.42,fsm,2093
79.53,fsm,2094
79.64,fsm,2095
79.74,fsm,2096
79.85,fsm,2097
79.95,fsm,2098
80.06,fsm,2099
62.04,mda,1950
62.29,mda,1951
62.78,mda,1952
63.24,mda,1953
63.68,mda,1954
64.08,mda,1955
64.47,mda,1956
64.83,mda,1957
65.16,mda,1958
65.48,mda,1959
65.79,mda,1960
66.1,mda,1961
66.4,mda,1962
66.7,mda,1963
67.01,mda,1964
67.3,mda,1965
67.57,mda,1966
67.81,mda,1967
68.02,mda,1968
68.18,mda,1969
68.3,mda,1970
68.38,mda,1971
68.43,mda,1972
68.46,mda,1973
68.47,mda,1974
68.46,mda,1975
68.42,mda,1976
68.36,mda,1977
68.28,mda,1978
68.21,mda,1979
68.17,mda,1980
68.22,mda,1981
68.39,mda,1982
68.66,mda,1983
69.04,mda,1984
69.48,mda,1985
69.93,mda,1986
70.34,mda,1987
70.67,mda,1988
70.9,mda,1989
71.01,mda,1990
71.01,mda,1991
70.94,mda,1992
70.84,mda,1993
70.73,mda,1994
70.64,mda,1995
70.59,mda,1996
70.6,mda,1997
70.67,mda,1998
70.8,mda,1999
70.97,mda,2000
71.17,mda,2001
71.38,mda,2002
71.57,mda,2003
71.73,mda,2004
71.86,mda,2005
71.97,mda,2006
72.08,mda,2007
72.18,mda,2008
72.3,mda,2009
72.42,mda,2010
72.55,mda,2011
72.69,mda,2012
72.82,mda,2013
72.96,mda,2014
73.09,mda,2015
73.22,mda,2016
73.36,mda,2017
73.49,mda,2018
73.62,mda,2019
73.75,mda,2020
73.88,mda,2021
74.01,mda,2022
74.13,mda,2023
74.26,mda,2024
74.38,mda,2025
74.51,mda,2026
74.63,mda,2027
74.75,mda,2028
74.87,mda,2029
75.0,mda,2030
75.12,mda,2031
75.24,mda,2032
75.36,mda,2033
75.48,mda,2034
75.61,mda,2035
75.73,mda,2036
75.85,mda,2037
75.97,mda,2038
76.08,mda,2039
76.2,mda,2040
76.32,mda,2041
76.43,mda,2042
76.55,mda,2043
76.67,mda,2044
76.79,mda,2045
76.91,mda,2046
77.03,mda,2047
77.15,mda,2048
77.27,mda,2049
77.39,mda,2050
77.5,mda,2051
77.62,mda,2052
77.74,mda,2053
77.86,mda,2054
77.97,mda,2055
78.09,mda,2056
78.2,mda,2057
78.32,mda,2058
78.43,mda,2059
78.55,mda,2060
78.66,mda,2061
78.77,mda,2062
78.89,mda,2063
79.0,mda,2064
79.12,mda,2065
79.23,mda,2066
79.34,mda,2067
79.46,mda,2068
79.57,mda,2069
79.68,mda,2070
79.79,mda,2071
79.9,mda,2072
80.02,mda,2073
80.13,mda,2074
80.24,mda,2075
80.35,mda,2076
80.47,mda,2077
80.58,mda,2078
80.69,mda,2079
80.81,mda,2080
80.92,mda,2081
81.03,mda,2082
81.14,mda,2083
81.26,mda,2084
81.37,mda,2085
81.48,mda,2086
81.59,mda,2087
81.69,mda,2088
81.8,mda,2089
81.91,mda,2090
82.02,mda,2091
82.13,mda,2092
82.23,mda,2093
82.34,mda,2094
82.45,mda,2095
82.56,mda,2096
82.67,mda,2097
82.78,mda,2098
82.9,mda,2099
43.73,mng,1950
44.0,mng,1951
44.56,mng,1952
45.18,mng,1953
45.85,mng,1954
46.56,mng,1955
47.32,mng,1956
48.12,mng,1957
48.96,mng,1958
49.82,mng,1959
50.69,mng,1960
51.55,mng,1961
