geo,sex_ratio_above_50_years,time
moz,90.79,2040
moz,95.14,2045
moz,98.5,2050
mmr,87.89,1950
mmr,89.52,1955
mmr,90.45,1960
mmr,91.09,1965
mmr,91.61,1970
mmr,91.88,1975
mmr,91.6,1980
mmr,91.13,1985
mmr,89.76,1990
mmr,89.32,1995
mmr,89.08,2000
mmr,87.46,2005
mmr,86.59,2010
mmr,85.98,2015
mmr,85.51,2020
mmr,85.2,2025
mmr,84.87,2030
mmr,84.81,2035
mmr,84.87,2040
mmr,85.07,2045
mmr,85.19,2050
nam,86.89,1950
nam,83.62,1955
nam,81.93,1960
nam,81.33,1965
nam,81.8,1970
nam,83.8,1975
nam,82.75,1980
nam,82.01,1985
nam,83.61,1990
nam,82.91,1995
nam,81.98,2000
nam,79.12,2005
nam,77.18,2010
nam,76.83,2015
nam,78.89,2020
nam,83.72,2025
nam,89.43,2030
nam,93.78,2035
nam,96.76,2040
nam,97.96,2045
nam,97.7,2050
npl,99.4,1950
npl,101.0,1955
npl,101.6,1960
npl,101.8,1965
npl,101.4,1970
npl,101.5,1975
npl,100.6,1980
npl,98.3,1985
npl,95.95,1990
npl,92.39,1995
npl,89.73,2000
npl,87.24,2005
npl,84.79,2010
npl,82.32,2015
npl,80.53,2020
npl,80.27,2025
npl,81.31,2030
npl,82.79,2035
npl,84.04,2040
npl,85.0,2045
npl,85.57,2050
nld,93.28,1950
nld,92.33,1955
nld,90.59,1960
nld,88.53,1965
nld,86.0,1970
nld,83.66,1975
nld,81.89,1980
nld,81.26,1985
nld,81.66,1990
nld,83.42,1995
nld,86.23,2000
nld,88.42,2005
nld,90.25,2010
nld,91.66,2015
nld,92.2,2020
nld,91.77,2025
nld,90.9,2030
nld,90.16,2035
nld,89.83,2040
nld,89.89,2045
nld,90.29,2050
ant,59.44,1950
ant,67.18,1955
ant,78.58,1960
ant,85.26,1965
ant,88.04,1970
ant,88.59,1975
ant,80.24,1980
ant,81.34,1985
ant,82.08,1990
ant,81.65,1995
ant,81.85,2000
ant,78.23,2005
ant,78.16,2010
ant,78.5,2015
ant,78.33,2020
ant,78.34,2025
ant,77.54,2030
ant,76.64,2035
ant,75.5,2040
ant,75.04,2045
ant,74.51,2050
ncl,105.3,1950
ncl,105.3,1955
ncl,108.3,1960
ncl,111.0,1965
ncl,111.5,1970
ncl,109.6,1975
ncl,106.6,1980
ncl,103.7,1985
ncl,101.8,1990
ncl,102.8,1995
ncl,102.8,2000
ncl,100.4,2005
ncl,97.17,2010
ncl,95.24,2015
ncl,92.61,2020
ncl,91.02,2025
ncl,88.99,2030
ncl,87.98,2035
ncl,87.61,2040
ncl,87.56,2045
ncl,87.44,2050
nzl,94.55,1950
nzl,92.62,1955
nzl,91.48,1960
nzl,88.67,1965
nzl,87.01,1970
nzl,86.4,1975
nzl,87.41,1980
nzl,87.39,1985
nzl,86.84,1990
nzl,87.38,1995
nzl,88.54,2000
nzl,90.23,2005
nzl,91.34,2010
nzl,91.46,2015
nzl,90.64,2020
nzl,89.68,2025
nzl,89.32,2030
nzl,89.46,2035
nzl,89.83,2040
nzl,90.53,2045
nzl,91.19,2050
nic,89.96,1950
nic,88.06,1955
nic,86.67,1960
nic,86.05,1965
nic,85.64,1970
nic,85.49,1975
nic,85.73,1980
nic,88.27,1985
nic,90.11,1990
nic,91.39,1995
nic,91.51,2000
nic,91.09,2005
nic,89.68,2010
nic,89.07,2015
nic,88.3,2020
nic,87.03,2025
nic,85.64,2030
nic,85.29,2035
nic,85.06,2040
nic,85.12,2045
nic,85.27,2050
ner,67.88,1950
ner,75.31,1955
ner,81.57,1960
ner,84.83,1965
ner,86.39,1970
ner,90.73,1975
ner,97.84,1980
ner,98.09,1985
ner,94.79,1990
ner,93.46,1995
ner,95.34,2000
ner,100.3,2005
ner,107.0,2010
ner,112.7,2015
ner,106.2,2020
ner,101.3,2025
ner,98.05,2030
ner,94.27,2035
ner,92.86,2040
ner,92.22,2045
ner,92.23,2050
nga,81.31,1950
nga,82.22,1955
nga,83.13,1960
nga,84.06,1965
nga,85.2,1970
nga,86.29,1975
nga,87.37,1980
nga,87.98,1985
nga,88.67,1990
nga,89.68,1995
nga,90.36,2000
nga,90.28,2005
nga,90.07,2010
nga,90.09,2015
nga,90.75,2020
nga,92.15,2025
nga,93.67,2030
nga,94.88,2035
nga,95.84,2040
nga,96.57,2045
nga,97.07,2050
nor,87.19,1950
nor,88.15,1955
nor,89.1,1960
nor,88.93,1965
nor,87.34,1970
nor,86.36,1975
nor,85.06,1980
nor,83.44,1985
nor,82.35,1990
nor,83.18,1995
nor,85.14,2000
nor,87.69,2005
nor,90.1,2010
nor,92.19,2015
nor,93.46,2020
nor,93.5,2025
nor,92.91,2030
nor,92.24,2035
nor,91.84,2040
nor,91.78,2045
nor,91.72,2050
pse,119.6,1950
pse,113.6,1955
pse,107.7,1960
pse,102.8,1965
pse,97.7,1970
pse,93.34,1975
pse,96.09,1980
pse,96.89,1985
pse,90.95,1990
pse,81.17,1995
pse,83.74,2000
pse,86.35,2005
pse,91.22,2010
pse,95.11,2015
pse,97.25,2020
pse,98.38,2025
pse,98.56,2030
pse,98.42,2035
pse,98.17,2040
pse,97.74,2045
pse,97.49,2050
omn,100.9,1950
omn,98.42,1955
omn,95.62,1960
omn,92.57,1965
omn,88.34,1970
omn,81.82,1975
omn,76.68,1980
omn,78.29,1985
omn,95.39,1990
omn,134.0,1995
omn,131.8,2000
omn,144.5,2005
omn,148.0,2010
omn,156.5,2015
omn,158.7,2020
omn,145.9,2025
omn,135.6,2030
omn,133.1,2035
omn,128.4,2040
omn,121.8,2045
omn,117.2,2050
pak,135.4,1950
pak,137.1,1955
pak,138.5,1960
pak,138.8,1965
pak,138.0,1970
pak,135.8,1975
pak,132.2,1980
pak,126.5,1985
pak,120.7,1990
pak,114.8,1995
pak,109.9,2000
pak,107.5,2005
pak,105.8,2010
pak,104.7,2015
pak,103.9,2020
pak,103.5,2025
pak,103.2,2030
pak,102.7,2035
pak,102.2,2040
pak,101.6,2045
pak,100.9,2050
pan,103.0,1950
pan,104.6,1955
pan,105.1,1960
pan,106.5,1965
pan,107.6,1970
pan,105.9,1975
pan,103.9,1980
pan,102.2,1985
pan,100.5,1990
pan,99.04,1995
pan,98.42,2000
pan,97.23,2005
pan,95.95,2010
pan,94.99,2015
pan,94.28,2020
pan,93.53,2025
pan,92.83,2030
pan,92.2,2035
pan,91.62,2040
pan,91.09,2045
pan,90.68,2050
png,111.6,1950
png,102.9,1955
png,98.2,1960
png,95.29,1965
png,95.3,1970
png,95.77,1975
png,210.9,1980
png,172.7,1985
png,144.1,1990
png,126.4,1995
png,111.8,2000
png,104.0,2005
png,97.43,2010
png,92.7,2015
png,89.01,2020
png,85.85,2025
png,85.0,2030
png,85.32,2035
png,86.04,2040
png,87.1,2045
png,88.38,2050
pry,77.99,1950
pry,80.44,1955
pry,82.67,1960
pry,85.25,1965
pry,87.01,1970
pry,88.5,1975
pry,89.94,1980
pry,91.5,1985
pry,93.17,1990
pry,94.69,1995
pry,96.61,2000
pry,98.17,2005
pry,98.28,2010
pry,97.56,2015
pry,96.17,2020
pry,94.58,2025
pry,93.42,2030
pry,92.61,2035
pry,91.99,2040
pry,91.56,2045
pry,91.25,2050
per,92.46,1950
per,92.82,1955
per,92.91,1960
per,92.75,1965
per,92.46,1970
per,92.22,1975
per,91.97,1980
per,92.03,1985
per,92.19,1990
per,92.52,1995
per,92.5,2000
per,92.18,2005
per,91.82,2010
per,91.62,2015
per,91.47,2020
per,91.3,2025
per,91.12,2030
per,90.77,2035
per,90.41,2040
per,90.06,2045
per,89.69,2050
phl,74.22,1950
phl,81.27,1955
phl,86.58,1960
phl,88.14,1965
phl,87.73,1970
phl,86.45,1975
phl,86.05,1980
phl,87.93,1985
phl,88.8,1990
phl,90.16,1995
phl,91.8,2000
phl,91.96,2005
phl,91.89,2010
phl,91.96,2015
phl,91.74,2020
phl,91.58,2025
phl,91.62,2030
phl,91.68,2035
phl,91.83,2040
phl,92.26,2045
phl,92.65,2050
pol,73.4,1950
pol,75.07,1955
pol,76.37,1960
pol,76.95,1965
pol,74.72,1970
pol,73.92,1975
pol,74.33,1980
pol,75.0,1985
pol,75.37,1990
pol,74.42,1995
pol,75.22,2000
pol,76.56,2005
pol,77.34,2010
pol,77.31,2015
pol,77.18,2020
pol,77.3,2025
pol,77.77,2030
pol,78.66,2035
pol,79.48,2040
pol,80.22,2045
pol,80.72,2050
prt,73.35,1950
prt,73.07,1955
prt,75.78,1960
prt,76.47,1965
prt,77.62,1970
prt,76.33,1975
prt,78.67,1980
prt,78.41,1985
prt,79.69,1990
prt,79.64,1995
prt,80.27,2000
prt,80.97,2005
prt,81.09,2010
prt,81.42,2015
prt,82.07,2020
prt,83.0,2025
prt,83.91,2030
prt,84.51,2035
prt,84.69,2040
prt,84.68,2045
prt,84.7,2050
pri,103.2,1950
pri,102.9,1955
pri,103.2,1960
pri,101.5,1965
pri,98.45,1970
pri,93.31,1975
pri,91.0,1980
pri,90.59,1985
pri,86.19,1990
pri,84.17,1995
pri,82.51,2000
pri,80.75,2005
pri,78.56,2010
pri,77.03,2015
pri,76.2,2020
pri,75.99,2025
pri,76.2,2030
pri,77.08,2035
pri,78.12,2040
pri,79.47,2045
pri,80.77,2050
qat,96.48,1950
qat,105.7,1955
qat,111.9,1960
qat,131.3,1965
qat,174.9,1970
qat,197.4,1975
qat,230.1,1980
qat,246.7,1985
qat,280.2,1990
qat,275.5,1995
qat,276.3,2000
qat,310.3,2005
qat,359.5,2010
qat,370.0,2015
qat,379.3,2020
qat,392.7,2025
qat,400.2,2030
qat,414.8,2035
qat,420.5,2040
qat,414.2,2045
qat,394.8,2050
kor,83.92,1950
kor,85.84,1955
kor,85.5,1960
kor,82.97,1965
kor,82.0,1970
kor,80.41,1975
kor,76.38,1980
kor,75.62,1985
kor,78.17,1990
kor,79.68,1995
kor,81.09,2000
kor,82.03,2005
kor,83.76,2010
kor,85.49,2015
kor,86.39,2020
kor,86.28,2025
kor,85.6,2030
kor,85.82,2035
kor,85.52,2040
kor,85.38,2045
kor,85.0,2050
mda,66.94,1950
mda,67.88,1955
mda,69.31,1960
mda,69.56,1965
mda,69.33,1970
mda,67.88,1975
mda,69.19,1980
mda,70.06,1985
mda,70.92,1990
mda,70.69,1995
mda,72.11,2000
mda,74.86,2005
mda,75.07,2010
mda,75.14,2015
mda,75.08,2020
mda,73.31,2025
mda,72.81,2030
mda,73.47,2035
mda,74.85,2040
mda,76.13,2045
mda,76.61,2050
reu,60.23,1950
reu,68.84,1955
reu,74.66,1960
reu,78.02,1965
reu,76.47,1970
reu,78.83,1975
reu,79.99,1980
reu,77.94,1985
reu,81.2,1990
reu,81.52,1995
reu,81.1,2000
reu,80.86,2005
reu,81.72,2010
reu,83.06,2015
reu,81.75,2020
reu,80.11,2025
reu,79.05,2030
reu,78.97,2035
reu,79.31,2040
reu,79.65,2045
reu,80.1,2050
rou,76.46,1950
rou,81.57,1955
rou,83.29,1960
rou,83.39,1965
rou,80.78,1970
rou,80.58,1975
rou,83.07,1980
rou,83.96,1985
rou,83.85,1990
rou,82.0,1995
rou,80.68,2000
rou,80.11,2005
rou,79.41,2010
rou,78.53,2015
rou,79.29,2020
rou,80.06,2025
rou,81.26,2030
rou,81.74,2035
rou,82.39,2040
rou,82.48,2045
rou,82.58,2050
rus,47.57,1950
rus,46.23,1955
rus,46.98,1960
rus,47.42,1965
rus,47.07,1970
rus,46.44,1975
rus,52.39,1980
rus,56.0,1985
rus,60.58,1990
rus,60.86,1995
rus,62.3,2000
rus,62.71,2005
rus,63.84,2010
rus,64.38,2015
rus,64.13,2020
rus,64.04,2025
rus,64.3,2030
rus,65.54,2035
rus,67.26,2040
rus,67.92,2045
rus,68.3,2050
rwa,87.82,1950
rwa,87.8,1955
rwa,87.86,1960
rwa,88.01,1965
rwa,88.18,1970
rwa,88.33,1975
rwa,75.15,1980
rwa,76.67,1985
rwa,76.89,1990
rwa,71.66,1995
rwa,71.96,2000
rwa,72.47,2005
rwa,74.06,2010
rwa,76.82,2015
rwa,78.28,2020
rwa,79.35,2025
rwa,81.99,2030
rwa,85.07,2035
rwa,86.95,2040
rwa,87.63,2045
rwa,87.72,2050
lca,66.66,1950
lca,78.25,1955
lca,70.44,1960
lca,74.4,1965
lca,78.66,1970
lca,79.96,1975
lca,81.79,1980
lca,82.67,1985
lca,89.55,1990
lca,89.39,1995
lca,88.58,2000
lca,89.96,2005
lca,89.36,2010
lca,88.16,2015
lca,86.81,2020
lca,85.28,2025
lca,84.5,2030
lca,84.1,2035
lca,83.94,2040
lca,84.34,2045
lca,84.28,2050
vct,61.72,1950
vct,66.19,1955
vct,62.85,1960
vct,67.07,1965
vct,68.79,1970
vct,70.86,1975
vct,75.49,1980
vct,81.05,1985
vct,81.72,1990
vct,87.06,1995
vct,89.62,2000
vct,92.35,2005
vct,95.18,2010
vct,97.24,2015
vct,98.12,2020
vct,97.45,2025
vct,96.05,2030
vct,94.28,2035
vct,92.65,2040
vct,91.46,2045
vct,90.71,2050
wsm,105.7,1950
wsm,99.02,1955
wsm,95.1,1960
wsm,92.02,1965
wsm,87.91,1970
wsm,81.55,1975
wsm,75.85,1980
wsm,77.57,1985
wsm,99.23,1990
wsm,95.32,1995
wsm,93.99,2000
wsm,90.75,2005
wsm,91.88,2010
wsm,91.38,2015
wsm,91.08,2020
wsm,93.09,2025
wsm,95.95,2030
wsm,100.6,2035
wsm,103.1,2040
wsm,104.1,2045
wsm,104.8,2050
stp,95.14,1950
stp,95.21,1955
stp,95.09,1960
stp,96.03,1965
stp,88.68,1970
stp,88.05,1975
stp,87.52,1980
stp,89.64,1985
stp,94.35,1990
stp,90.63,1995
stp,85.93,2000
stp,82.68,2005
stp,78.2,2010
stp,75.56,2015
stp,76.8,2020
stp,80.41,2025
stp,83.7,2030
stp,86.94,2035
stp,88.77,2040
stp,90.16,2045
stp,90.9,2050
sau,97.04,1950
sau,96.78,1955
sau,96.39,1960
sau,96.65,1965
sau,97.08,1970
sau,99.2,1975
sau,102.2,1980
sau,109.0,1985
sau,117.6,1990
sau,130.9,1995
sau,118.6,2000
sau,128.5,2005
sau,140.6,2010
sau,147.3,2015
sau,149.5,2020
sau,145.2,2025
sau,135.9,2030
sau,126.3,2035
sau,116.6,2040
sau,109.2,2045
sau,103.7,2050
sen,90.17,1950
sen,92.99,1955
sen,95.64,1960
sen,98.16,1965
sen,100.9,1970
sen,103.1,1975
sen,103.6,1980
sen,103.3,1985
sen,102.3,1990
sen,99.85,1995
sen,96.77,2000
sen,92.38,2005
sen,88.16,2010
sen,84.91,2015
sen,83.05,2020
sen,82.35,2025
sen,82.41,2030
sen,82.82,2035
sen,83.34,2040
sen,83.88,2045
sen,84.33,2050
srb,78.18,1950
srb,83.22,1955
srb,86.6,1960
srb,85.71,1965
srb,85.07,1970
srb,83.32,1975
srb,83.75,1980
srb,84.39,1985
srb,84.35,1990
srb,84.36,1995
srb,85.21,2000
srb,85.99,2005
srb,86.17,2010
srb,86.27,2015
srb,86.3,2020
srb,86.69,2025
srb,86.96,2030
srb,87.29,2035
srb,87.8,2040
srb,88.38,2045
srb,88.92,2050
sle,83.39,1950
sle,90.17,1955
sle,95.85,1960
sle,100.1,1965
sle,103.2,1970
sle,105.3,1975
sle,105.2,1980
sle,104.6,1985
sle,103.5,1990
sle,100.3,1995
sle,96.59,2000
sle,91.39,2005
sle,87.36,2010
sle,84.76,2015
sle,83.49,2020
sle,83.32,2025
sle,83.74,2030
sle,84.37,2035
sle,84.71,2040
sle,84.79,2045
sle,85.31,2050
sgp,77.12,1950
sgp,91.17,1955
sgp,102.9,1960
sgp,99.91,1965
sgp,100.0,1970
sgp,100.5,1975
sgp,96.79,1980
sgp,96.05,1985
sgp,92.77,1990
sgp,93.37,1995
sgp,94.19,2000
sgp,94.83,2005
sgp,94.38,2010
sgp,93.56,2015
sgp,92.15,2020
sgp,91.35,2025
sgp,90.5,2030
sgp,89.65,2035
sgp,89.05,2040
sgp,89.13,2045
sgp,89.46,2050
svk,81.69,1950
svk,79.65,1955
svk,78.79,1960
svk,78.28,1965
svk,85.38,1970
svk,84.45,1975
svk,81.57,1980
svk,80.41,1985
svk,76.79,1990
svk,74.58,1995
svk,74.6,2000
svk,76.11,2005
svk,77.36,2010
svk,78.14,2015
svk,78.6,2020
svk,79.48,2025
svk,80.56,2030
svk,81.51,2035
svk,82.26,2040
svk,82.82,2045
svk,82.93,2050
svn,81.03,1950
svn,78.98,1955
svn,77.53,1960
svn,75.2,1965
svn,72.41,1970
svn,68.28,1975
svn,69.26,1980
svn,69.91,1985
svn,71.64,1990
svn,73.46,1995
svn,76.52,2000
svn,80.26,2005
svn,81.89,2010
svn,83.11,2015
svn,84.24,2020
svn,85.36,2025
svn,86.45,2030
svn,86.97,2035
svn,87.06,2040
svn,87.01,2045
svn,87.04,2050
slb,259.1,1950
slb,215.4,1955
slb,195.3,1960
slb,167.7,1965
slb,147.7,1970
slb,140.9,1975
slb,136.7,1980
slb,132.5,1985
slb,121.2,1990
slb,114.1,1995
slb,107.4,2000
slb,103.2,2005
slb,99.17,2010
slb,96.12,2015
slb,95.78,2020
slb,97.91,2025
slb,99.36,2030
slb,100.1,2035
slb,100.7,2040
slb,100.8,2045
slb,100.6,2050
som,85.27,1950
som,86.33,1955
som,87.09,1960
som,88.07,1965
som,88.85,1970
som,89.41,1975
som,90.0,1980
som,90.42,1985
som,89.72,1990
som,89.07,1995
som,89.15,2000
som,88.86,2005
som,88.9,2010
som,89.09,2015
som,89.41,2020
som,89.8,2025
som,90.23,2030
som,90.43,2035
som,90.76,2040
som,90.95,2045
som,91.27,2050
zaf,83.57,1950
zaf,82.06,1955
zaf,81.38,1960
zaf,82.13,1965
zaf,81.89,1970
zaf,82.19,1975
zaf,83.33,1980
zaf,83.57,1985
zaf,82.1,1990
zaf,82.92,1995
zaf,81.67,2000
zaf,80.02,2005
zaf,76.97,2010
zaf,73.8,2015
zaf,72.62,2020
zaf,74.52,2025
zaf,78.41,2030
zaf,82.45,2035
zaf,85.41,2040
zaf,87.03,2045
zaf,87.69,2050
esp,77.36,1950
esp,79.84,1955
esp,81.07,1960
esp,80.45,1965
esp,79.43,1970
esp,79.9,1975
esp,80.99,1980
esp,81.83,1985
esp,81.85,1990
esp,82.31,1995
esp,82.99,2000
esp,83.63,2005
esp,84.59,2010
esp,86.44,2015
esp,88.59,2020
esp,90.92,2025
esp,92.56,2030
esp,93.29,2035
esp,93.57,2040
esp,93.65,2045
esp,93.58,2050
lka,153.2,1950
lka,137.2,1955
lka,126.5,1960
lka,120.3,1965
lka,117.8,1970
lka,114.4,1975
lka,110.8,1980
lka,105.6,1985
lka,100.5,1990
lka,96.17,1995
lka,93.11,2000
lka,90.83,2005
lka,88.65,2010
lka,86.69,2015
lka,84.43,2020
lka,81.6,2025
lka,79.65,2030
lka,79.34,2035
lka,79.34,2040
lka,79.46,2045
lka,79.73,2050
sdn,93.63,1950
sdn,92.07,1955
sdn,91.15,1960
sdn,90.75,1965
sdn,90.53,1970
sdn,90.43,1975
sdn,90.51,1980
sdn,90.66,1985
sdn,90.79,1990
sdn,91.04,1995
sdn,91.35,2000
sdn,91.63,2005
sdn,91.73,2010
sdn,91.99,2015
sdn,92.63,2020
sdn,93.49,2025
sdn,94.21,2030
sdn,94.81,2035
sdn,95.25,2040
sdn,95.54,2045
sdn,95.61,2050
sur,99.99,1950
sur,94.1,1955
sur,100.0,1960
sur,96.81,1965
sur,96.04,1970
sur,98.65,1975
sur,97.18,1980
sur,94.67,1985
sur,91.87,1990
sur,89.38,1995
sur,87.66,2000
sur,86.65,2005
sur,86.96,2010
sur,88.72,2015
sur,89.98,2020
sur,89.46,2025
sur,88.25,2030
sur,87.47,2035
sur,86.38,2040
sur,85.78,2045
sur,85.71,2050
swz,81.96,1950
swz,80.98,1955
swz,80.58,1960
swz,79.46,1965
swz,79.81,1970
swz,79.26,1975
swz,78.33,1980
swz,80.62,1985
swz,84.64,1990
swz,88.09,1995
swz,87.07,2000
swz,79.21,2005
swz,75.06,2010
swz,71.65,2015
swz,72.12,2020
swz,76.48,2025
swz,84.26,2030
swz,95.18,2035
swz,105.0,2040
swz,108.6,2045
swz,106.8,2050
swe,90.77,1950
swe,91.17,1955
swe,91.65,1960
swe,91.14,1965
swe,90.28,1970
swe,88.65,1975
swe,86.52,1980
swe,85.02,1985
swe,84.2,1990
swe,85.29,1995
swe,86.55,2000
swe,88.28,2005
swe,89.73,2010
swe,91.2,2015
swe,92.23,2020
swe,92.52,2025
swe,92.4,2030
swe,92.24,2035
swe,92.44,2040
swe,92.81,2045
swe,92.86,2050
che,80.93,1950
che,80.94,1955
che,80.87,1960
che,80.49,1965
che,80.3,1970
che,79.93,1975
che,79.06,1980
che,79.29,1985
che,79.8,1990
che,81.07,1995
che,83.02,2000
che,84.86,2005
che,86.27,2010
che,86.97,2015
che,86.56,2020
che,85.52,2025
che,83.97,2030
che,82.49,2035
che,81.19,2040
che,80.26,2045
che,79.45,2050
syr,119.5,1950
syr,111.8,1955
syr,104.8,1960
syr,99.17,1965
syr,95.4,1970
syr,96.23,1975
syr,95.64,1980
syr,93.17,1985
syr,92.31,1990
syr,92.06,1995
syr,92.09,2000
syr,91.95,2005
syr,92.48,2010
syr,94.62,2015
syr,96.93,2020
syr,97.47,2025
syr,97.95,2030
syr,98.13,2035
syr,97.77,2040
syr,97.03,2045
syr,96.18,2050
tjk,102.9,1950
tjk,94.65,1955
tjk,86.9,1960
tjk,79.05,1965
tjk,73.56,1970
tjk,69.13,1975
tjk,76.86,1980
tjk,79.8,1985
tjk,83.58,1990
tjk,91.21,1995
tjk,95.87,2000
tjk,86.82,2005
tjk,84.87,2010
tjk,83.91,2015
tjk,81.21,2020
tjk,79.36,2025
tjk,77.96,2030
tjk,78.39,2035
tjk,80.22,2040
tjk,81.96,2045
tjk,83.18,2050
mkd,91.67,1950
mkd,96.11,1955
mkd,99.56,1960
mkd,100.8,1965
mkd,100.3,1970
mkd,96.81,1975
mkd,94.72,1980
mkd,92.46,1985
mkd,90.73,1990
mkd,89.65,1995
mkd,87.79,2000
mkd,87.38,2005
mkd,87.72,2010
mkd,87.79,2015
mkd,88.03,2020
mkd,88.43,2025
mkd,88.67,2030
mkd,89.06,2035
mkd,89.41,2040
mkd,89.84,2045
mkd,90.2,2050
tha,89.49,1950
tha,91.61,1955
tha,92.29,1960
tha,93.3,1965
tha,92.98,1970
tha,92.85,1975
tha,93.46,1980
tha,91.75,1985
tha,90.35,1990
tha,89.17,1995
tha,88.83,2000
tha,87.91,2005
tha,87.8,2010
tha,86.38,2015
tha,84.41,2020
tha,83.02,2025
tha,82.52,2030
tha,82.44,2035
tha,82.59,2040
tha,82.95,2045
tha,83.46,2050
tls,81.78,1950
tls,83.08,1955
tls,90.94,1960
tls,95.33,1965
tls,99.33,1970
tls,99.16,1975
tls,99.28,1980
tls,99.12,1985
tls,107.2,1990
tls,104.8,1995
tls,93.31,2000
tls,94.81,2005
tls,94.23,2010
tls,92.09,2015
tls,89.11,2020
tls,92.79,2025
tls,95.02,2030
tls,97.28,2035
tls,98.05,2040
tls,97.9,2045
tls,97.44,2050
tgo,97.49,1950
tgo,92.68,1955
tgo,89.15,1960
tgo,86.76,1965
tgo,86.07,1970
tgo,85.87,1975
tgo,86.02,1980
tgo,86.21,1985
tgo,86.42,1990
tgo,86.94,1995
tgo,86.7,2000
tgo,86.23,2005
tgo,85.72,2010
tgo,85.67,2015
tgo,86.48,2020
tgo,87.94,2025
tgo,89.45,2030
tgo,90.61,2035
tgo,91.42,2040
tgo,91.9,2045
tgo,92.18,2050
ton,86.24,1950
ton,87.29,1955
ton,88.78,1960
ton,90.69,1965
ton,92.43,1970
ton,102.7,1975
ton,100.6,1980
ton,98.13,1985
ton,92.83,1990
ton,93.9,1995
ton,88.22,2000
ton,88.79,2005
ton,88.3,2010
ton,85.89,2015
ton,85.38,2020
ton,83.85,2025
ton,81.74,2030
ton,81.43,2035
ton,83.21,2040
ton,86.4,2045
ton,90.23,2050
tto,92.5,1950
tto,93.47,1955
tto,93.76,1960
tto,95.66,1965
tto,94.53,1970
tto,94.08,1975
tto,93.27,1980
tto,87.82,1985
tto,83.0,1990
tto,80.21,1995
tto,79.0,2000
tto,77.85,2005
tto,77.61,2010
tto,77.59,2015
tto,76.83,2020
tto,76.75,2025
tto,77.14,2030
tto,78.37,2035
tto,78.98,2040
tto,78.56,2045
tto,77.7,2050
tun,82.44,1950
tun,86.31,1955
tun,100.8,1960
tun,116.0,1965
tun,93.86,1970
tun,119.0,1975
tun,112.2,1980
tun,109.3,1985
tun,101.6,1990
tun,100.6,1995
tun,99.76,2000
tun,98.3,2005
tun,95.66,2010
tun,91.66,2015
tun,88.78,2020
tun,87.98,2025
tun,88.42,2030
tun,88.96,2035
tun,89.63,2040
tun,90.19,2045
tun,90.47,2050
tur,71.09,1950
tur,79.56,1955
tur,89.67,1960
tur,90.46,1965
tur,98.96,1970
tur,97.19,1975
tur,91.76,1980
tur,94.31,1985
tur,93.32,1990
tur,91.91,1995
tur,91.52,2000
tur,91.59,2005
tur,91.57,2010
tur,91.63,2015
tur,91.35,2020
tur,91.22,2025
tur,91.0,2030
tur,90.68,2035
tur,89.81,2040
tur,89.24,2045
tur,88.93,2050
tkm,100.0,1950
tkm,91.45,1955
tkm,83.09,1960
tkm,74.06,1965
tkm,68.39,1970
tkm,65.59,1975
tkm,70.02,1980
tkm,73.72,1985
tkm,77.44,1990
tkm,78.63,1995
tkm,79.14,2000
tkm,79.33,2005
tkm,79.4,2010
tkm,78.84,2015
tkm,79.95,2020
tkm,80.25,2025
tkm,80.49,2030
tkm,80.98,2035
tkm,81.95,2040
tkm,82.63,2045
tkm,82.8,2050
uga,92.45,1950
uga,91.44,1955
uga,90.89,1960
uga,90.91,1965
uga,91.17,1970
uga,91.08,1975
uga,90.88,1980
uga,90.59,1985
uga,90.28,1990
uga,89.21,1995
uga,86.11,2000
uga,82.71,2005
uga,82.48,2010
uga,86.12,2015
uga,91.68,2020
uga,95.5,2025
uga,97.51,2030
uga,97.97,2035
uga,97.31,2040
uga,96.16,2045
uga,94.93,2050
ukr,58.01,1950
ukr,57.22,1955
ukr,57.03,1960
ukr,55.08,1965
ukr,53.26,1970
ukr,52.2,1975
ukr,56.04,1980
ukr,58.71,1985
ukr,62.87,1990
ukr,63.41,1995
ukr,63.66,2000
ukr,63.84,2005
ukr,64.15,2010
ukr,64.23,2015
ukr,64.06,2020
ukr,64.61,2025
ukr,65.88,2030
ukr,67.97,2035
ukr,70.06,2040
ukr,71.32,2045
ukr,71.91,2050
are,96.4,1950
are,96.1,1955
are,95.65,1960
are,105.3,1965
are,134.2,1970
are,166.3,1975
are,191.7,1980
are,190.7,1985
are,215.1,1990
are,257.3,1995
are,262.6,2000
are,297.4,2005
are,273.3,2010
are,208.8,2015
are,206.1,2020
are,217.3,2025
are,197.3,2030
are,187.5,2035
are,180.1,2040
are,172.7,2045
are,169.1,2050
gbr,78.56,1950
gbr,77.53,1955
gbr,77.44,1960
gbr,77.45,1965
gbr,77.8,1970
gbr,78.2,1975
gbr,78.57,1980
gbr,79.17,1985
gbr,80.24,1990
gbr,81.86,1995
gbr,84.0,2000
gbr,85.64,2005
gbr,86.75,2010
gbr,87.27,2015
gbr,87.44,2020
gbr,87.14,2025
gbr,86.67,2030
gbr,86.7,2035
gbr,87.27,2040
gbr,88.15,2045
gbr,89.03,2050
tza,84.53,1950
tza,84.77,1955
tza,85.08,1960
tza,85.41,1965
tza,85.75,1970
tza,86.09,1975
tza,86.3,1980
tza,86.58,1985
tza,86.76,1990
tza,86.67,1995
tza,86.0,2000
