geo,sex_ratio_above_50_years,time
arm,68.45,2015
arm,66.13,2020
arm,64.29,2025
arm,62.96,2030
arm,64.13,2035
arm,66.73,2040
arm,69.19,2045
arm,71.2,2050
abw,73.44,1950
abw,79.77,1955
abw,87.66,1960
abw,88.63,1965
abw,88.15,1970
abw,85.97,1975
abw,85.28,1980
abw,84.85,1985
abw,85.52,1990
abw,87.24,1995
abw,86.0,2000
abw,85.3,2005
abw,84.05,2010
abw,83.19,2015
abw,82.09,2020
abw,80.45,2025
abw,78.61,2030
abw,77.56,2035
abw,77.64,2040
abw,78.38,2045
abw,80.04,2050
aus,91.9,1950
aus,91.32,1955
aus,90.56,1960
aus,89.47,1965
aus,87.75,1970
aus,87.34,1975
aus,87.39,1980
aus,87.54,1985
aus,88.35,1990
aus,89.13,1995
aus,90.77,2000
aus,91.61,2005
aus,92.03,2010
aus,92.11,2015
aus,91.94,2020
aus,91.67,2025
aus,91.35,2030
aus,91.14,2035
aus,91.11,2040
aus,91.3,2045
aus,91.6,2050
aut,76.13,1950
aut,75.7,1955
aut,73.66,1960
aut,70.85,1965
aut,67.52,1970
aut,64.89,1975
aut,65.88,1980
aut,67.82,1985
aut,70.71,1990
aut,74.19,1995
aut,77.41,2000
aut,80.37,2005
aut,83.3,2010
aut,86.2,2015
aut,88.01,2020
aut,88.66,2025
aut,88.92,2030
aut,89.12,2035
aut,89.17,2040
aut,89.2,2045
aut,89.07,2050
aze,86.24,1950
aze,76.91,1955
aze,70.49,1960
aze,64.69,1965
aze,60.53,1970
aze,59.46,1975
aze,66.82,1980
aze,73.01,1985
aze,77.58,1990
aze,79.21,1995
aze,79.42,2000
aze,80.14,2005
aze,81.89,2010
aze,81.86,2015
aze,79.06,2020
aze,77.82,2025
aze,76.78,2030
aze,77.72,2035
aze,79.64,2040
aze,81.01,2045
aze,82.12,2050
bhs,73.4,1950
bhs,72.11,1955
bhs,74.95,1960
bhs,78.88,1965
bhs,83.9,1970
bhs,81.9,1975
bhs,84.05,1980
bhs,83.07,1985
bhs,82.43,1990
bhs,83.72,1995
bhs,84.16,2000
bhs,84.42,2005
bhs,84.36,2010
bhs,85.45,2015
bhs,85.67,2020
bhs,85.58,2025
bhs,84.91,2030
bhs,84.39,2035
bhs,83.66,2040
bhs,83.23,2045
bhs,82.68,2050
bhr,102.5,1950
bhr,102.4,1955
bhr,102.5,1960
bhr,111.3,1965
bhr,128.3,1970
bhr,128.0,1975
bhr,135.8,1980
bhr,131.4,1985
bhr,126.4,1990
bhr,118.9,1995
bhr,135.0,2000
bhr,141.3,2005
bhr,158.9,2010
bhr,163.8,2015
bhr,164.9,2020
bhr,163.3,2025
bhr,153.6,2030
bhr,144.6,2035
bhr,137.3,2040
bhr,129.8,2045
bhr,123.1,2050
bgd,129.0,1950
bgd,126.8,1955
bgd,125.0,1960
bgd,121.5,1965
bgd,118.6,1970
bgd,116.4,1975
bgd,115.0,1980
bgd,111.6,1985
bgd,109.4,1990
bgd,103.9,1995
bgd,100.9,2000
bgd,99.53,2005
bgd,98.45,2010
bgd,97.53,2015
bgd,96.59,2020
bgd,95.73,2025
bgd,95.19,2030
bgd,94.82,2035
bgd,94.23,2040
bgd,93.55,2045
bgd,92.8,2050
brb,50.0,1950
brb,58.07,1955
brb,62.73,1960
brb,66.81,1965
brb,69.7,1970
brb,78.93,1975
brb,71.69,1980
brb,70.71,1985
brb,69.82,1990
brb,69.41,1995
brb,71.97,2000
brb,75.32,2005
brb,78.86,2010
brb,82.38,2015
brb,84.52,2020
brb,85.92,2025
brb,86.38,2030
brb,86.44,2035
brb,86.32,2040
brb,86.17,2045
brb,86.05,2050
blr,66.07,1950
blr,63.41,1955
blr,61.46,1960
blr,57.48,1965
blr,54.69,1970
blr,53.86,1975
blr,57.36,1980
blr,60.34,1985
blr,63.57,1990
blr,63.77,1995
blr,63.83,2000
blr,63.93,2005
blr,64.8,2010
blr,65.37,2015
blr,64.93,2020
blr,65.18,2025
blr,65.92,2030
blr,67.26,2035
blr,68.94,2040
blr,69.85,2045
blr,70.23,2050
bel,86.07,1950
bel,85.36,1955
bel,84.5,1960
bel,82.94,1965
bel,80.7,1970
bel,80.14,1975
bel,79.52,1980
bel,78.09,1985
bel,79.35,1990
bel,80.45,1995
bel,82.44,2000
bel,84.07,2005
bel,85.66,2010
bel,86.69,2015
bel,87.42,2020
bel,87.76,2025
bel,87.55,2030
bel,87.06,2035
bel,86.51,2040
bel,86.07,2045
bel,85.76,2050
blz,94.61,1950
blz,95.5,1955
blz,96.92,1960
blz,94.76,1965
blz,92.65,1970
blz,90.67,1975
blz,100.7,1980
blz,99.51,1985
blz,98.95,1990
blz,97.41,1995
blz,96.21,2000
blz,94.84,2005
blz,95.69,2010
blz,95.03,2015
blz,95.19,2020
blz,95.55,2025
blz,95.4,2030
blz,95.72,2035
blz,95.72,2040
blz,95.53,2045
blz,95.36,2050
ben,80.51,1950
ben,80.33,1955
ben,80.39,1960
ben,80.07,1965
ben,78.83,1970
ben,77.12,1975
ben,75.18,1980
ben,73.29,1985
ben,72.39,1990
ben,74.11,1995
ben,74.28,2000
ben,79.46,2005
ben,84.27,2010
ben,88.42,2015
ben,91.99,2020
ben,94.56,2025
ben,96.06,2030
ben,96.63,2035
ben,96.53,2040
ben,96.13,2045
ben,95.73,2050
btn,100.3,1950
btn,100.9,1955
btn,100.8,1960
btn,100.6,1965
btn,100.5,1970
btn,103.6,1975
btn,105.6,1980
btn,105.5,1985
btn,106.0,1990
btn,106.2,1995
btn,107.4,2000
btn,108.5,2005
btn,110.8,2010
btn,111.3,2015
btn,114.1,2020
btn,113.8,2025
btn,116.6,2030
btn,120.0,2035
btn,114.6,2040
btn,109.5,2045
btn,105.0,2050
bol,91.37,1950
bol,90.81,1955
bol,90.19,1960
bol,89.73,1965
bol,89.33,1970
bol,89.31,1975
bol,89.25,1980
bol,88.76,1985
bol,88.34,1990
bol,87.89,1995
bol,87.46,2000
bol,87.01,2005
bol,86.97,2010
bol,87.05,2015
bol,87.28,2020
bol,87.67,2025
bol,88.09,2030
bol,88.65,2035
bol,89.24,2040
bol,89.86,2045
bol,90.17,2050
bih,79.73,1950
bih,84.05,1955
bih,85.61,1960
bih,81.41,1965
bih,76.97,1970
bih,73.06,1975
bih,75.62,1980
bih,78.75,1985
bih,81.58,1990
bih,80.4,1995
bih,83.24,2000
bih,83.75,2005
bih,83.82,2010
bih,82.91,2015
bih,80.98,2020
bih,79.46,2025
bih,79.41,2030
bih,80.15,2035
bih,81.1,2040
bih,82.12,2045
bih,83.48,2050
bwa,67.16,1950
bwa,67.93,1955
bwa,66.96,1960
bwa,67.22,1965
bwa,68.41,1970
bwa,70.06,1975
bwa,70.63,1980
bwa,70.51,1985
bwa,72.28,1990
bwa,75.55,1995
bwa,78.74,2000
bwa,79.58,2005
bwa,79.05,2010
bwa,79.2,2015
bwa,82.75,2020
bwa,90.59,2025
bwa,100.5,2030
bwa,108.1,2035
bwa,111.5,2040
bwa,111.3,2045
bwa,109.0,2050
bra,84.94,1950
bra,87.38,1955
bra,89.27,1960
bra,90.93,1965
bra,92.13,1970
bra,93.45,1975
bra,94.15,1980
bra,91.38,1985
bra,89.35,1990
bra,87.76,1995
bra,86.58,2000
bra,85.73,2005
bra,85.13,2010
bra,84.68,2015
bra,84.23,2020
bra,83.71,2025
bra,83.51,2030
bra,83.73,2035
bra,83.73,2040
bra,83.6,2045
bra,83.64,2050
brn,95.59,1950
brn,99.91,1955
brn,100.0,1960
brn,103.4,1965
brn,102.7,1970
brn,105.3,1975
brn,126.3,1980
brn,120.8,1985
brn,108.0,1990
brn,117.7,1995
brn,129.2,2000
brn,135.3,2005
brn,135.3,2010
brn,130.0,2015
brn,118.8,2020
brn,110.7,2025
brn,103.8,2030
brn,98.44,2035
brn,95.28,2040
brn,92.95,2045
brn,91.53,2050
bgr,88.07,1950
bgr,89.43,1955
bgr,91.49,1960
bgr,92.88,1965
bgr,92.41,1970
bgr,92.09,1975
bgr,90.93,1980
bgr,90.41,1985
bgr,87.05,1990
bgr,84.52,1995
bgr,82.39,2000
bgr,80.63,2005
bgr,79.0,2010
bgr,78.18,2015
bgr,78.09,2020
bgr,78.62,2025
bgr,79.57,2030
bgr,80.32,2035
bgr,81.21,2040
bgr,81.71,2045
bgr,81.78,2050
bfa,131.6,1950
bfa,124.3,1955
bfa,117.9,1960
bfa,111.4,1965
bfa,105.3,1970
bfa,99.07,1975
bfa,92.3,1980
bfa,85.86,1985
bfa,81.15,1990
bfa,77.8,1995
bfa,75.35,2000
bfa,75.09,2005
bfa,76.07,2010
bfa,78.65,2015
bfa,81.68,2020
bfa,84.4,2025
bfa,86.67,2030
bfa,88.19,2035
bfa,88.96,2040
bfa,89.34,2045
bfa,89.63,2050
bdi,81.36,1950
bdi,79.67,1955
bdi,78.29,1960
bdi,77.3,1965
bdi,75.83,1970
bdi,72.73,1975
bdi,71.45,1980
bdi,71.51,1985
bdi,71.58,1990
bdi,70.26,1995
bdi,68.28,2000
bdi,72.48,2005
bdi,76.94,2010
bdi,80.12,2015
bdi,82.87,2020
bdi,84.93,2025
bdi,86.86,2030
bdi,88.53,2035
bdi,89.49,2040
bdi,89.73,2045
bdi,89.59,2050
khm,88.32,1950
khm,88.19,1955
khm,88.29,1960
khm,88.63,1965
khm,89.0,1970
khm,89.08,1975
khm,72.05,1980
khm,64.7,1985
khm,61.46,1990
khm,62.49,1995
khm,64.98,2000
khm,68.31,2005
khm,70.86,2010
khm,72.79,2015
khm,75.15,2020
khm,78.37,2025
khm,80.77,2030
khm,84.93,2035
khm,87.94,2040
khm,89.86,2045
khm,90.55,2050
cmr,85.68,1950
cmr,85.86,1955
cmr,86.2,1960
cmr,86.67,1965
cmr,87.21,1970
cmr,87.71,1975
cmr,88.15,1980
cmr,88.44,1985
cmr,88.8,1990
cmr,89.07,1995
cmr,89.22,2000
cmr,89.13,2005
cmr,88.77,2010
cmr,89.19,2015
cmr,91.01,2020
cmr,93.78,2025
cmr,95.93,2030
cmr,97.16,2035
cmr,97.77,2040
cmr,97.85,2045
cmr,97.58,2050
can,106.4,1950
can,103.4,1955
can,100.4,1960
can,96.63,1965
can,91.71,1970
can,88.36,1975
can,86.24,1980
can,85.11,1985
can,85.31,1990
can,85.79,1995
can,87.04,2000
can,88.31,2005
can,89.62,2010
can,91.36,2015
can,92.6,2020
can,93.69,2025
can,94.86,2030
can,95.76,2035
can,96.59,2040
can,97.52,2045
can,98.43,2050
cpv,47.33,1950
cpv,56.11,1955
cpv,64.72,1960
cpv,70.39,1965
cpv,74.64,1970
cpv,76.34,1975
cpv,76.52,1980
cpv,72.47,1985
cpv,66.4,1990
cpv,61.6,1995
cpv,59.19,2000
cpv,56.2,2005
cpv,56.76,2010
cpv,65.37,2015
cpv,71.56,2020
cpv,74.99,2025
cpv,76.8,2030
cpv,79.63,2035
cpv,81.58,2040
cpv,82.64,2045
cpv,83.24,2050
caf,88.62,1950
caf,88.16,1955
caf,87.83,1960
caf,87.86,1965
caf,88.21,1970
caf,87.74,1975
caf,87.41,1980
caf,87.4,1985
caf,86.89,1990
caf,86.76,1995
caf,86.17,2000
caf,84.58,2005
caf,83.25,2010
caf,82.92,2015
caf,84.13,2020
caf,86.53,2025
caf,89.11,2030
caf,91.38,2035
caf,93.02,2040
caf,93.99,2045
caf,94.44,2050
tcd,87.47,1950
tcd,86.53,1955
tcd,85.26,1960
tcd,84.99,1965
tcd,85.33,1970
tcd,85.03,1975
tcd,84.96,1980
tcd,85.13,1985
tcd,86.18,1990
tcd,87.4,1995
tcd,88.14,2000
tcd,87.47,2005
tcd,86.7,2010
tcd,86.23,2015
tcd,86.46,2020
tcd,87.48,2025
tcd,88.89,2030
tcd,90.26,2035
tcd,91.33,2040
tcd,92.03,2045
tcd,92.39,2050
chanisl,76.57,1950
chanisl,77.4,1955
chanisl,78.22,1960
chanisl,78.04,1965
chanisl,77.88,1970
chanisl,77.71,1975
chanisl,77.9,1980
chanisl,79.64,1985
chanisl,81.81,1990
chanisl,83.46,1995
chanisl,87.52,2000
chanisl,88.62,2005
chanisl,89.34,2010
chanisl,88.8,2015
chanisl,87.89,2020
chanisl,86.69,2025
chanisl,85.36,2030
chanisl,84.98,2035
chanisl,84.77,2040
chanisl,85.26,2045
chanisl,85.72,2050
chl,90.09,1950
chl,88.41,1955
chl,86.67,1960
chl,84.92,1965
chl,83.37,1970
chl,82.12,1975
chl,81.22,1980
chl,80.45,1985
chl,80.74,1990
chl,81.94,1995
chl,83.33,2000
chl,84.88,2005
chl,86.28,2010
chl,87.24,2015
chl,87.53,2020
chl,87.45,2025
chl,87.02,2030
chl,86.69,2035
chl,86.48,2040
chl,86.28,2045
chl,85.95,2050
chn,92.29,1950
chn,92.11,1955
chn,80.7,1960
chn,85.08,1965
chn,87.48,1970
chn,91.16,1975
chn,95.41,1980
chn,98.84,1985
chn,100.6,1990
chn,101.3,1995
chn,101.2,2000
chn,100.4,2005
chn,99.66,2010
chn,98.6,2015
chn,97.73,2020
chn,96.67,2025
chn,95.36,2030
chn,94.35,2035
chn,94.4,2040
chn,94.96,2045
chn,95.8,2050
hkg,53.31,1950
hkg,59.71,1955
hkg,68.49,1960
hkg,72.6,1965
hkg,75.95,1970
hkg,85.55,1975
hkg,91.77,1980
hkg,94.01,1985
hkg,97.83,1990
hkg,98.16,1995
hkg,96.97,2000
hkg,94.72,2005
hkg,91.79,2010
hkg,87.22,2015
hkg,82.46,2020
hkg,78.49,2025
hkg,75.69,2030
hkg,74.43,2035
hkg,74.08,2040
hkg,74.43,2045
hkg,74.87,2050
mac,71.35,1950
mac,72.71,1955
mac,72.55,1960
mac,81.23,1965
mac,91.81,1970
mac,85.47,1975
mac,77.6,1980
mac,78.27,1985
mac,82.36,1990
mac,89.19,1995
mac,99.06,2000
mac,104.1,2005
mac,101.8,2010
mac,94.04,2015
mac,87.3,2020
mac,85.26,2025
mac,83.17,2030
mac,81.08,2035
mac,79.21,2040
mac,77.54,2045
mac,76.67,2050
col,83.69,1950
col,86.18,1955
col,87.6,1960
col,88.51,1965
col,88.89,1970
col,88.57,1975
col,87.85,1980
col,86.12,1985
col,84.98,1990
col,84.34,1995
col,84.47,2000
col,84.68,2005
col,84.7,2010
col,84.68,2015
col,84.53,2020
col,84.19,2025
col,84.06,2030
col,84.15,2035
col,84.41,2040
col,84.7,2045
col,84.95,2050
com,89.86,1950
com,88.52,1955
com,88.02,1960
com,87.46,1965
com,87.14,1970
com,86.66,1975
com,86.49,1980
com,86.52,1985
com,87.36,1990
com,88.06,1995
com,89.32,2000
com,90.45,2005
com,91.3,2010
com,91.85,2015
com,92.03,2020
com,91.84,2025
com,91.72,2030
com,91.6,2035
com,91.02,2040
com,90.37,2045
com,89.8,2050
cog,86.44,1950
cog,87.05,1955
cog,87.62,1960
cog,88.1,1965
cog,88.55,1970
cog,88.95,1975
cog,89.37,1980
cog,89.74,1985
cog,90.03,1990
cog,89.83,1995
cog,88.4,2000
cog,87.28,2005
cog,86.43,2010
cog,87.83,2015
cog,90.53,2020
cog,92.81,2025
cog,94.59,2030
cog,95.85,2035
cog,96.46,2040
cog,96.64,2045
cog,96.58,2050
cri,95.89,1950
cri,98.05,1955
cri,101.0,1960
cri,103.7,1965
cri,105.2,1970
cri,103.7,1975
cri,101.6,1980
cri,98.46,1985
cri,96.25,1990
cri,94.75,1995
cri,94.53,2000
cri,95.06,2005
cri,95.94,2010
cri,96.39,2015
cri,96.3,2020
cri,95.63,2025
cri,95.06,2030
cri,94.57,2035
cri,94.16,2040
cri,93.71,2045
cri,93.16,2050
civ,89.53,1950
civ,92.41,1955
civ,95.42,1960
civ,99.49,1965
civ,103.8,1970
civ,108.5,1975
civ,113.1,1980
civ,117.1,1985
civ,119.8,1990
civ,121.7,1995
civ,121.3,2000
civ,117.3,2005
civ,112.6,2010
civ,108.4,2015
civ,105.5,2020
civ,103.4,2025
civ,101.2,2030
civ,99.1,2035
civ,97.47,2040
civ,96.22,2045
civ,95.24,2050
hrv,78.8,1950
hrv,78.17,1955
hrv,77.44,1960
hrv,75.06,1965
hrv,73.48,1970
hrv,70.01,1975
hrv,71.5,1980
hrv,73.28,1985
hrv,74.67,1990
hrv,75.16,1995
hrv,76.18,2000
hrv,77.87,2005
hrv,79.1,2010
hrv,80.09,2015
hrv,80.76,2020
hrv,81.44,2025
hrv,82.28,2030
hrv,82.98,2035
hrv,83.36,2040
hrv,83.8,2045
hrv,84.37,2050
cub,125.1,1950
cub,123.1,1955
cub,116.9,1960
cub,110.1,1965
cub,105.0,1970
cub,100.7,1975
cub,97.71,1980
cub,99.87,1985
cub,97.72,1990
cub,96.66,1995
cub,94.1,2000
cub,93.9,2005
cub,92.26,2010
cub,91.4,2015
cub,91.36,2020
cub,91.24,2025
cub,91.05,2030
cub,90.99,2035
cub,91.19,2040
cub,91.0,2045
cub,90.63,2050
cyp,95.32,1950
cyp,93.7,1955
cyp,92.92,1960
cyp,90.96,1965
cyp,90.28,1970
cyp,90.0,1975
cyp,87.39,1980
cyp,86.94,1985
cyp,87.4,1990
cyp,88.08,1995
cyp,88.34,2000
cyp,88.46,2005
cyp,87.83,2010
cyp,86.74,2015
cyp,85.13,2020
cyp,83.87,2025
cyp,83.92,2030
cyp,85.1,2035
cyp,86.34,2040
cyp,87.4,2045
cyp,88.12,2050
cze,80.06,1950
cze,80.36,1955
cze,80.21,1960
cze,79.67,1965
cze,77.3,1970
cze,76.05,1975
cze,75.31,1980
cze,75.07,1985
cze,74.81,1990
cze,76.07,1995
cze,78.46,2000
cze,80.38,2005
cze,81.73,2010
cze,82.84,2015
cze,83.89,2020
cze,85.48,2025
cze,86.92,2030
cze,87.84,2035
cze,88.79,2040
cze,89.29,2045
cze,89.18,2050
prk,76.5,1950
prk,68.82,1955
prk,62.36,1960
prk,59.49,1965
prk,58.2,1970
prk,57.83,1975
prk,58.51,1980
prk,62.46,1985
prk,69.07,1990
prk,73.07,1995
prk,75.6,2000
prk,76.75,2005
prk,79.8,2010
prk,82.22,2015
prk,85.02,2020
prk,86.44,2025
prk,85.86,2030
prk,85.19,2035
prk,84.34,2040
prk,84.08,2045
prk,83.98,2050
cod,70.88,1950
cod,70.44,1955
cod,71.3,1960
cod,72.45,1965
cod,73.82,1970
cod,75.36,1975
cod,77.02,1980
cod,78.64,1985
cod,80.27,1990
cod,81.76,1995
cod,82.95,2000
cod,84.05,2005
cod,85.05,2010
cod,86.18,2015
cod,87.39,2020
cod,88.51,2025
cod,89.51,2030
cod,90.34,2035
cod,90.95,2040
cod,91.32,2045
cod,91.41,2050
dnk,91.33,1950
dnk,91.28,1955
dnk,90.62,1960
dnk,89.15,1965
dnk,87.57,1970
dnk,85.65,1975
dnk,83.72,1980
dnk,82.32,1985
dnk,82.28,1990
dnk,84.1,1995
dnk,86.57,2000
dnk,88.39,2005
dnk,89.57,2010
dnk,90.4,2015
dnk,90.56,2020
dnk,89.86,2025
dnk,88.8,2030
dnk,87.73,2035
dnk,87.45,2040
dnk,87.86,2045
dnk,88.49,2050
dji,87.26,1950
dji,86.27,1955
dji,85.55,1960
dji,85.21,1965
dji,85.12,1970
dji,85.48,1975
dji,86.23,1980
dji,87.15,1985
dji,88.01,1990
dji,88.71,1995
dji,89.27,2000
dji,89.31,2005
dji,88.97,2010
dji,88.92,2015
dji,89.52,2020
dji,90.66,2025
dji,91.9,2030
dji,92.92,2035
dji,93.78,2040
dji,94.18,2045
dji,94.13,2050
dom,114.0,1950
dom,116.1,1955
dom,117.2,1960
dom,117.6,1965
dom,117.0,1970
dom,115.7,1975
dom,113.8,1980
dom,111.2,1985
dom,108.3,1990
dom,105.3,1995
dom,102.8,2000
dom,100.6,2005
dom,98.6,2010
dom,96.64,2015
dom,94.94,2020
dom,93.53,2025
dom,92.18,2030
dom,91.01,2035
dom,90.08,2040
dom,89.41,2045
dom,88.83,2050
ecu,87.74,1950
ecu,88.14,1955
ecu,89.2,1960
ecu,90.78,1965
ecu,91.97,1970
ecu,92.98,1975
ecu,93.45,1980
ecu,93.47,1985
ecu,93.22,1990
ecu,92.98,1995
ecu,93.08,2000
ecu,93.1,2005
ecu,92.83,2010
ecu,92.34,2015
ecu,91.7,2020
ecu,90.98,2025
ecu,90.23,2030
ecu,89.56,2035
ecu,89.03,2040
ecu,88.67,2045
ecu,88.49,2050
egy,87.8,1950
egy,88.84,1955
egy,89.47,1960
egy,89.86,1965
egy,89.79,1970
egy,90.42,1975
egy,91.21,1980
egy,91.17,1985
egy,91.77,1990
egy,92.95,1995
egy,94.93,2000
egy,95.97,2005
egy,95.62,2010
egy,94.38,2015
egy,92.69,2020
egy,91.55,2025
egy,90.72,2030
egy,90.39,2035
egy,90.43,2040
egy,89.85,2045
egy,89.48,2050
slv,94.85,1950
slv,94.95,1955
slv,93.7,1960
slv,92.31,1965
slv,92.03,1970
slv,90.41,1975
slv,88.52,1980
slv,87.64,1985
slv,86.01,1990
slv,84.31,1995
slv,81.54,2000
slv,80.06,2005
slv,78.21,2010
slv,75.71,2015
slv,73.17,2020
slv,70.71,2025
slv,68.26,2030
slv,66.24,2035
slv,65.7,2040
slv,67.11,2045
slv,68.88,2050
gnq,93.59,1950
gnq,91.14,1955
gnq,89.24,1960
gnq,88.27,1965
gnq,87.78,1970
gnq,83.1,1975
gnq,80.46,1980
gnq,84.11,1985
gnq,84.88,1990
gnq,85.46,1995
gnq,87.49,2000
gnq,90.2,2005
gnq,90.89,2010
gnq,90.43,2015
gnq,90.36,2020
gnq,90.42,2025
gnq,90.23,2030
gnq,90.58,2035
gnq,91.58,2040
gnq,92.59,2045
gnq,93.47,2050
eri,81.91,1950
eri,81.53,1955
eri,81.59,1960
eri,83.48,1965
eri,84.86,1970
eri,86.38,1975
eri,95.58,1980
eri,89.35,1985
eri,84.77,1990
eri,77.97,1995
eri,74.18,2000
eri,71.05,2005
eri,68.53,2010
eri,69.59,2015
eri,73.16,2020
eri,79.17,2025
eri,83.78,2030
eri,84.95,2035
eri,85.44,2040
eri,85.51,2045
eri,85.47,2050
est,48.57,1950
est,50.56,1955
est,54.88,1960
est,54.27,1965
est,54.95,1970
est,54.06,1975
est,56.75,1980
est,59.95,1985
est,62.96,1990
est,63.23,1995
est,63.23,2000
est,63.36,2005
est,63.89,2010
est,64.38,2015
est,65.14,2020
est,66.5,2025
est,68.23,2030
est,70.44,2035
est,72.86,2040
est,74.19,2045
est,75.18,2050
eth,76.61,1950
eth,80.47,1955
eth,84.12,1960
eth,86.84,1965
eth,88.54,1970
eth,89.59,1975
eth,90.19,1980
eth,90.32,1985
eth,90.27,1990
eth,90.44,1995
eth,90.73,2000
eth,89.97,2005
eth,89.3,2010
eth,89.22,2015
eth,89.85,2020
eth,90.81,2025
eth,91.59,2030
eth,92.27,2035
eth,92.92,2040
eth,93.35,2045
eth,93.59,2050
fji,177.8,1950
fji,136.4,1955
fji,138.5,1960
fji,117.2,1965
fji,111.6,1970
fji,107.3,1975
fji,105.0,1980
fji,103.9,1985
fji,99.1,1990
fji,95.45,1995
fji,92.17,2000
fji,90.63,2005
fji,90.33,2010
fji,89.16,2015
fji,88.15,2020
fji,87.98,2025
fji,88.41,2030
fji,89.5,2035
fji,90.55,2040
fji,91.63,2045
fji,92.52,2050
fin,71.75,1950
fin,72.66,1955
fin,73.71,1960
fin,72.9,1965
fin,71.02,1970
fin,69.72,1975
fin,70.21,1980
fin,71.26,1985
fin,73.27,1990
fin,76.27,1995
fin,80.56,2000
fin,83.52,2005
fin,84.86,2010
fin,85.9,2015
fin,86.39,2020
fin,86.31,2025
fin,86.12,2030
fin,85.95,2035
fin,85.95,2040
fin,86.31,2045
fin,86.81,2050
fra,72.76,1950
fra,74.73,1955
fra,76.25,1960
fra,76.46,1965
fra,75.66,1970
fra,76.66,1975
fra,77.23,1980
fra,77.92,1985
fra,78.48,1990
fra,79.36,1995
fra,81.36,2000
fra,82.7,2005
fra,82.88,2010
fra,83.38,2015
fra,83.95,2020
fra,84.62,2025
