imports_percent_of_gdp,geo,time
65.98,nld,2007
67.97,nld,2008
62.0,nld,2009
70.58,nld,2010
34.71,ncl,1990
32.62,ncl,1991
31.68,ncl,1992
30.27,ncl,1993
28.46,ncl,1994
26.39,ncl,1995
27.75,ncl,1996
28.22,ncl,1997
29.38,ncl,1998
32.99,ncl,1999
25.27,nzl,1970
21.86,nzl,1971
21.59,nzl,1972
24.08,nzl,1973
33.27,nzl,1974
30.38,nzl,1975
29.59,nzl,1976
28.11,nzl,1977
26.24,nzl,1978
30.61,nzl,1979
30.34,nzl,1980
31.47,nzl,1981
31.28,nzl,1982
30.12,nzl,1983
35.0,nzl,1984
32.02,nzl,1985
26.56,nzl,1986
24.27,nzl,1987
22.54,nzl,1988
26.03,nzl,1989
26.28,nzl,1990
25.9,nzl,1991
28.52,nzl,1992
27.38,nzl,1993
28.46,nzl,1994
27.89,nzl,1995
27.14,nzl,1996
27.28,nzl,1997
28.69,nzl,1998
30.9,nzl,1999
33.36,nzl,2000
32.26,nzl,2001
30.17,nzl,2002
28.33,nzl,2003
29.28,nzl,2004
29.58,nzl,2005
30.03,nzl,2006
29.16,nzl,2007
32.12,nzl,2008
26.46,nzl,2009
27.19,nzl,2010
26.17,nic,1960
24.55,nic,1961
28.9,nic,1962
30.24,nic,1963
30.5,nic,1964
32.41,nic,1965
34.12,nic,1966
35.04,nic,1967
30.39,nic,1968
27.18,nic,1969
29.19,nic,1970
28.54,nic,1971
29.64,nic,1972
37.8,nic,1973
42.61,nic,1974
36.94,nic,1975
31.84,nic,1976
37.43,nic,1977
31.25,nic,1978
28.13,nic,1979
43.27,nic,1980
41.78,nic,1981
26.06,nic,1982
29.99,nic,1983
29.45,nic,1984
21.83,nic,1985
20.83,nic,1986
13.76,nic,1987
58.27,nic,1988
65.19,nic,1989
46.34,nic,1990
52.51,nic,1991
53.27,nic,1992
47.86,nic,1993
32.19,nic,1994
34.67,nic,1995
39.25,nic,1996
47.87,nic,1997
46.75,nic,1998
54.6,nic,1999
51.1,nic,2000
48.31,nic,2001
48.69,nic,2002
51.45,nic,2003
54.76,nic,2004
58.56,nic,2005
62.46,nic,2006
68.17,nic,2007
72.59,nic,2008
60.49,nic,2009
69.63,nic,2010
7.405,ner,1960
9.705,ner,1961
12.95,ner,1962
10.32,ner,1963
14.1,ner,1964
14.02,ner,1965
16.09,ner,1966
14.37,ner,1967
14.31,ner,1968
16.47,ner,1969
18.1,ner,1970
15.6,ner,1971
20.49,ner,1972
23.74,ner,1973
28.97,ner,1974
30.99,ner,1975
34.34,ner,1976
29.33,ner,1977
27.83,ner,1978
36.87,ner,1979
38.13,ner,1980
36.21,ner,1981
36.09,ner,1982
26.91,ner,1983
26.97,ner,1984
32.83,ner,1985
20.69,ner,1986
25.18,ner,1987
23.59,ner,1988
23.3,ner,1989
21.96,ner,1990
18.73,ner,1991
17.84,ner,1992
18.1,ner,1993
26.88,ner,1994
24.31,ner,1995
23.46,ner,1996
24.04,ner,1997
26.32,ner,1998
22.39,ner,1999
25.7,ner,2000
24.61,ner,2001
24.11,ner,2002
25.19,ner,2003
26.03,ner,2004
24.22,ner,2005
16.92,nga,1960
16.3,nga,1961
13.56,nga,1962
13.54,nga,1963
15.41,nga,1964
16.02,nga,1965
14.62,nga,1966
17.41,nga,1967
15.74,nga,1968
15.43,nga,1969
11.21,nga,1970
13.63,nga,1971
11.8,nga,1972
15.35,nga,1973
14.57,nga,1974
22.83,nga,1975
23.92,nga,1976
22.52,nga,1977
23.76,nga,1978
19.06,nga,1979
19.2,nga,1980
26.58,nga,1981
22.31,nga,1982
17.53,nga,1983
12.95,nga,1984
12.44,nga,1985
20.5,nga,1986
24.67,nga,1987
22.03,nga,1988
25.16,nga,1989
28.81,nga,1990
31.34,nga,1991
40.5,nga,1992
50.2,nga,1993
40.76,nga,1994
42.18,nga,1995
27.44,nga,1996
37.75,nga,1997
38.07,nga,1998
41.13,nga,1999
32.03,nga,2000
32.29,nga,2001
32.55,nga,2002
40.44,nga,2003
31.06,nga,2004
31.05,nga,2005
27.73,nga,2006
25.94,nga,2007
29.45,nga,2008
28.7,nga,2009
30.36,nga,2010
37.35,nor,1960
37.13,nor,1961
35.51,nor,1962
35.91,nor,1963
35.67,nor,1964
36.02,nor,1965
36.65,nor,1966
37.91,nor,1967
35.62,nor,1968
34.77,nor,1969
37.34,nor,1970
37.59,nor,1971
34.47,nor,1972
38.12,nor,1973
42.97,nor,1974
42.29,nor,1975
44.78,nor,1976
43.85,nor,1977
36.01,nor,1978
37.33,nor,1979
37.15,nor,1980
35.99,nor,1981
36.36,nor,1982
33.95,nor,1983
34.04,nor,1984
35.39,nor,1985
37.69,nor,1986
34.63,nor,1987
33.65,nor,1988
34.47,nor,1989
33.78,nor,1990
32.06,nor,1991
31.14,nor,1992
31.52,nor,1993
32.05,nor,1994
31.79,nor,1995
31.83,nor,1996
33.15,nor,1997
35.82,nor,1998
32.04,nor,1999
29.43,nor,2000
28.82,nor,2001
27.75,nor,2002
27.4,nor,2003
28.4,nor,2004
27.85,nor,2005
28.16,nor,2006
30.45,nor,2007
29.51,nor,2008
28.02,nor,2009
28.76,nor,2010
22.42,omn,1967
14.74,omn,1968
11.9,omn,1969
19.66,omn,1970
32.13,omn,1971
43.75,omn,1972
55.19,omn,1973
47.76,omn,1974
50.69,omn,1975
45.97,omn,1976
44.04,omn,1977
48.73,omn,1978
40.71,omn,1979
37.66,omn,1980
38.09,omn,1981
43.15,omn,1982
38.07,omn,1983
37.58,omn,1984
37.18,omn,1985
40.93,omn,1986
29.07,omn,1987
31.35,omn,1988
27.6,omn,1990
34.74,omn,1991
35.55,omn,1992
38.05,omn,1993
34.79,omn,1994
35.56,omn,1995
35.77,omn,1996
38.59,omn,1997
49.72,omn,1998
37.56,omn,1999
31.35,omn,2000
36.13,omn,2001
28.05,omn,2002
32.93,omn,2003
39.01,omn,2004
31.24,omn,2005
32.0,omn,2006
40.17,omn,2007
37.39,omn,2008
41.49,omn,2009
18.11,pak,1967
14.77,pak,1968
13.87,pak,1969
14.67,pak,1970
12.79,pak,1971
16.98,pak,1972
16.3,pak,1973
20.78,pak,1974
22.39,pak,1975
19.37,pak,1976
19.02,pak,1977
18.48,pak,1978
22.76,pak,1979
24.1,pak,1980
23.01,pak,1981
21.76,pak,1982
22.98,pak,1983
22.63,pak,1984
22.81,pak,1985
22.67,pak,1986
21.0,pak,1987
21.67,pak,1988
21.75,pak,1989
23.37,pak,1990
18.56,pak,1991
20.53,pak,1992
22.44,pak,1993
19.04,pak,1994
19.42,pak,1995
21.43,pak,1996
20.77,pak,1997
17.53,pak,1998
16.97,pak,1999
14.69,pak,2000
15.71,pak,2001
15.31,pak,2002
16.13,pak,2003
14.63,pak,2004
19.56,pak,2005
23.22,pak,2006
21.34,pak,2007
23.88,pak,2008
20.39,pak,2009
18.76,pak,2010
38.52,plw,1991
46.21,plw,1992
55.59,plw,1993
52.92,plw,1994
63.46,plw,1995
66.93,plw,1996
64.39,plw,1997
53.89,plw,1998
73.89,plw,1999
106.1,plw,2000
89.46,plw,2001
91.29,plw,2002
78.97,plw,2003
88.55,plw,2004
80.79,plw,2005
83.05,plw,2006
64.07,plw,2007
100.2,plw,2008
88.75,pan,1980
87.48,pan,1981
73.45,pan,1982
56.33,pan,1983
58.01,pan,1984
59.54,pan,1985
61.5,pan,1986
62.74,pan,1987
58.61,pan,1988
70.22,pan,1989
78.6,pan,1990
92.94,pan,1991
96.21,pan,1992
92.61,pan,1993
94.99,pan,1994
98.07,pan,1995
82.18,pan,1996
85.71,pan,1997
81.11,pan,1998
67.74,pan,1999
69.82,pan,2000
65.92,pan,2001
62.29,pan,2002
58.54,pan,2003
63.91,pan,2004
69.06,pan,2005
69.48,pan,2006
73.94,pan,2007
75.35,pan,2008
61.11,pan,2009
69.16,pan,2010
28.13,png,1961
27.92,png,1962
30.97,png,1963
34.3,png,1964
37.98,png,1965
40.13,png,1966
39.63,png,1967
40.07,png,1968
45.9,png,1969
53.94,png,1970
58.24,png,1971
48.25,png,1972
34.82,png,1973
39.84,png,1974
46.16,png,1975
40.78,png,1976
46.27,png,1977
45.42,png,1978
45.59,png,1979
53.32,png,1980
58.74,png,1981
60.5,png,1982
53.45,png,1983
53.15,png,1984
52.44,png,1985
51.35,png,1986
49.67,png,1987
51.92,png,1988
52.75,png,1989
48.95,png,1990
52.15,png,1991
45.7,png,1992
36.95,png,1993
39.77,png,1994
43.7,png,1995
48.4,png,1996
50.05,png,1997
48.82,png,1998
52.89,png,1999
49.24,png,2000
52.25,png,2001
58.0,png,2002
54.03,png,2003
58.92,png,2004
64.07,png,2005
65.79,png,2006
68.13,png,2007
61.84,png,2008
56.97,png,2009
53.08,png,2010
17.73,pry,1960
20.37,pry,1961
14.68,pry,1962
12.97,pry,1963
14.34,pry,1964
15.75,pry,1965
16.14,pry,1966
15.63,pry,1967
16.77,pry,1968
18.2,pry,1969
16.12,pry,1970
15.94,pry,1971
13.84,pry,1972
14.27,pry,1973
17.78,pry,1974
18.67,pry,1975
18.04,pry,1976
22.44,pry,1977
22.11,pry,1978
21.56,pry,1979
28.7,pry,1980
23.16,pry,1981
19.75,pry,1982
13.4,pry,1983
22.07,pry,1984
26.32,pry,1985
31.97,pry,1986
34.92,pry,1987
36.91,pry,1988
32.03,pry,1989
39.49,pry,1990
38.21,pry,1991
38.58,pry,1992
47.87,pry,1993
67.36,pry,1994
71.25,pry,1995
62.22,pry,1996
58.82,pry,1997
59.72,pry,1998
46.63,pry,1999
48.97,pry,2000
44.44,pry,2001
48.76,pry,2002
51.29,pry,2003
50.01,pry,2004
55.61,pry,2005
58.24,pry,2006
53.92,pry,2007
55.56,pry,2008
51.6,pry,2009
54.96,pry,2010
20.82,per,1960
22.8,per,1961
22.56,per,1962
22.17,per,1963
19.31,per,1964
19.51,per,1965
19.69,per,1966
20.72,per,1967
19.39,per,1968
17.28,per,1969
16.0,per,1970
15.18,per,1971
14.79,per,1972
15.77,per,1973
21.93,per,1974
21.94,per,1975
20.23,per,1976
22.72,per,1977
20.06,per,1978
19.09,per,1979
19.42,per,1980
19.7,per,1981
19.54,per,1982
19.5,per,1983
15.41,per,1984
16.46,per,1985
15.33,per,1986
12.72,per,1987
22.61,per,1988
12.25,per,1989
13.83,per,1990
14.49,per,1991
15.61,per,1992
16.02,per,1993
15.7,per,1994
18.25,per,1995
18.15,per,1996
18.58,per,1997
18.53,per,1998
17.46,per,1999
18.16,per,2000
17.8,per,2001
17.3,per,2002
17.8,per,2003
17.82,per,2004
19.17,per,2005
19.86,per,2006
22.41,per,2007
27.08,per,2008
20.4,per,2009
22.25,per,2010
11.48,phl,1960
14.02,phl,1961
19.23,phl,1962
16.95,phl,1963
18.49,phl,1964
18.96,phl,1965
18.3,phl,1966
20.6,phl,1967
19.49,phl,1968
17.78,phl,1969
21.04,phl,1970
20.41,phl,1971
19.47,phl,1972
19.89,phl,1973
27.35,phl,1974
27.11,phl,1975
25.25,phl,1976
24.13,phl,1977
24.94,phl,1978
26.64,phl,1979
28.47,phl,1980
27.17,phl,1981
26.14,phl,1982
28.08,phl,1983
25.07,phl,1984
21.89,phl,1985
22.37,phl,1986
26.22,phl,1987
26.94,phl,1988
30.27,phl,1989
33.28,phl,1990
32.59,phl,1991
34.03,phl,1992
39.81,phl,1993
40.13,phl,1994
44.18,phl,1995
49.29,phl,1996
59.29,phl,1997
53.9,phl,1998
49.42,phl,1999
53.36,phl,2000
52.88,phl,2001
55.69,phl,2002
54.69,phl,2003
54.07,phl,2004
51.74,phl,2005
48.36,phl,2006
43.36,phl,2007
39.37,phl,2008
33.36,phl,2009
36.62,phl,2010
19.66,pol,1990
23.26,pol,1991
20.26,pol,1992
20.08,pol,1993
19.65,pol,1994
21.05,pol,1995
23.74,pol,1996
27.33,pol,1997
30.81,pol,1998
30.1,pol,1999
33.55,pol,2000
30.72,pol,2001
32.1,pol,2002
36.0,pol,2003
39.84,pol,2004
37.83,pol,2005
42.16,pol,2006
43.63,pol,2007
43.87,pol,2008
39.4,pol,2009
43.48,pol,2010
19.17,prt,1960
22.58,prt,1961
18.96,prt,1962
19.94,prt,1963
24.63,prt,1964
25.9,prt,1965
25.56,prt,1966
24.3,prt,1967
24.53,prt,1968
23.56,prt,1969
24.68,prt,1970
25.59,prt,1971
25.46,prt,1972
26.9,prt,1973
33.64,prt,1974
26.13,prt,1975
24.6,prt,1976
26.69,prt,1977
25.95,prt,1978
30.21,prt,1979
33.53,prt,1980
36.05,prt,1981
35.88,prt,1982
35.16,prt,1983
36.04,prt,1984
33.01,prt,1985
28.66,prt,1986
32.97,prt,1987
36.37,prt,1988
36.21,prt,1989
36.7,prt,1990
34.59,prt,1991
32.57,prt,1992
31.27,prt,1993
32.77,prt,1994
33.9,prt,1995
34.37,prt,1996
35.9,prt,1997
37.18,prt,1998
37.41,prt,1999
39.93,prt,2000
38.32,prt,2001
35.9,prt,2002
34.42,prt,2003
36.36,prt,2004
37.07,prt,2005
39.59,prt,2006
40.19,prt,2007
42.52,prt,2008
35.44,prt,2009
38.21,prt,2010
72.17,pri,1960
60.1,pri,1961
63.78,pri,1962
61.62,pri,1963
64.23,pri,1964
64.85,pri,1965
64.31,pri,1966
63.01,pri,1967
62.22,pri,1968
63.15,pri,1969
62.75,pri,1970
63.39,pri,1971
61.41,pri,1972
63.05,pri,1973
68.8,pri,1974
73.79,pri,1975
70.31,pri,1976
76.46,pri,1977
73.26,pri,1978
72.88,pri,1979
72.58,pri,1980
72.97,pri,1981
68.7,pri,1982
67.99,pri,1983
69.61,pri,1984
69.19,pri,1985
63.28,pri,1986
64.79,pri,1987
65.67,pri,1988
70.18,pri,1989
100.5,pri,1992
95.36,pri,1993
95.73,pri,1994
96.91,pri,1995
93.9,pri,1996
94.51,pri,1997
94.3,pri,1998
98.65,pri,1999
97.66,pri,2000
99.92,pri,2001
97.5,pri,2002
102.6,pri,2003
102.0,pri,2004
101.0,pri,2005
102.2,pri,2006
99.36,pri,2007
98.63,pri,2008
92.43,pri,2009
92.31,pri,2010
33.77,qat,1994
43.33,qat,1995
39.78,qat,1996
36.17,qat,1997
39.96,qat,1998
25.69,qat,1999
22.33,qat,2000
29.08,qat,2001
28.13,qat,2002
28.47,qat,2003
28.13,qat,2004
33.0,qat,2005
35.98,qat,2006
33.61,qat,2007
29.23,qat,2008
31.22,qat,2009
26.18,rou,1990
21.53,rou,1991
36.2,rou,1992
27.99,rou,1993
26.97,rou,1994
33.21,rou,1995
36.57,rou,1996
36.24,rou,1997
30.65,rou,1998
32.85,rou,1999
37.9,rou,2000
41.07,rou,2001
41.08,rou,2002
42.2,rou,2003
45.03,rou,2004
43.28,rou,2005
38.63,rou,2006
42.85,rou,2007
43.77,rou,2008
40.24,rou,2009
29.76,rou,2010
21.01,rus,1989
17.94,rus,1990
12.99,rus,1991
48.25,rus,1992
30.49,rus,1993
23.2,rus,1994
25.89,rus,1995
21.85,rus,1996
22.53,rus,1997
24.55,rus,1998
26.17,rus,1999
24.03,rus,2000
24.22,rus,2001
24.46,rus,2002
23.88,rus,2003
22.16,rus,2004
21.51,rus,2005
21.0,rus,2006
21.54,rus,2007
22.07,rus,2008
20.51,rus,2009
21.7,rus,2010
10.08,rwa,1960
9.836,rwa,1961
12.8,rwa,1962
12.66,rwa,1963
12.62,rwa,1964
16.94,rwa,1965
20.0,rwa,1966
15.41,rwa,1967
15.14,rwa,1968
14.36,rwa,1969
15.23,rwa,1970
16.87,rwa,1971
16.26,rwa,1972
13.44,rwa,1973
21.34,rwa,1974
17.7,rwa,1975
19.4,rwa,1976
17.66,rwa,1977
23.8,rwa,1978
22.75,rwa,1979
26.38,rwa,1980
21.75,rwa,1981
24.15,rwa,1982
20.76,rwa,1983
19.66,rwa,1984
19.89,rwa,1985
20.15,rwa,1986
19.14,rwa,1987
17.6,rwa,1988
17.29,rwa,1989
14.07,rwa,1990
18.06,rwa,1991
18.26,rwa,1992
20.5,rwa,1993
64.79,rwa,1994
25.82,rwa,1995
26.2,rwa,1996
25.67,rwa,1997
23.21,rwa,1998
23.2,rwa,1999
25.67,rwa,2000
25.48,rwa,2001
26.24,rwa,2002
25.13,rwa,2003
24.76,rwa,2004
25.21,rwa,2005
25.28,rwa,2006
25.54,rwa,2007
30.19,rwa,2008
28.97,rwa,2009
80.3,kna,1977
74.7,kna,1978
83.75,kna,1979
97.15,kna,1980
89.46,kna,1981
80.59,kna,1982
93.36,kna,1983
83.08,kna,1984
77.87,kna,1985
77.03,kna,1986
84.44,kna,1987
84.36,kna,1988
83.35,kna,1989
83.14,kna,1990
80.45,kna,1991
68.98,kna,1992
71.1,kna,1993
64.53,kna,1994
74.56,kna,1995
78.66,kna,1996
70.88,kna,1997
69.96,kna,1998
66.93,kna,1999
65.33,kna,2000
58.73,kna,2001
59.13,kna,2002
59.03,kna,2003
51.13,kna,2004
54.81,kna,2005
54.4,kna,2006
52.69,kna,2007
57.82,kna,2008
52.1,kna,2009
44.57,kna,2010
101.9,lca,1979
94.22,lca,1980
85.43,lca,1981
83.84,lca,1982
70.99,lca,1983
63.3,lca,1984
70.97,lca,1985
81.85,lca,1986
86.01,lca,1987
95.12,lca,1988
102.1,lca,1989
84.17,lca,1990
83.39,lca,1991
76.55,lca,1992
73.59,lca,1993
71.37,lca,1994
69.31,lca,1995
68.51,lca,1996
68.54,lca,1997
64.53,lca,1998
64.28,lca,1999
61.85,lca,2000
58.95,lca,2001
57.65,lca,2002
66.01,lca,2003
60.17,lca,2004
67.52,lca,2005
71.76,lca,2006
70.33,lca,2007
72.71,lca,2008
58.03,lca,2009
60.39,lca,2010
87.15,vct,1977
82.66,vct,1978
95.19,vct,1979
105.1,vct,1980
88.52,vct,1981
88.73,vct,1982
85.65,vct,1983
82.89,vct,1984
78.72,vct,1985
79.99,vct,1986
79.96,vct,1987
82.81,vct,1988
82.69,vct,1989
76.82,vct,1990
79.86,vct,1991
68.35,vct,1992
67.85,vct,1993
70.31,vct,1994
65.49,vct,1995
66.18,vct,1996
78.12,vct,1997
78.34,vct,1998
72.31,vct,1999
50.28,vct,2000
48.42,vct,2001
46.29,vct,2002
49.91,vct,2003
51.97,vct,2004
52.68,vct,2005
53.21,vct,2006
58.68,vct,2007
61.28,vct,2008
55.37,vct,2009
55.03,vct,2010
49.26,wsm,1994
59.85,wsm,1995
56.57,wsm,1996
53.36,wsm,1997
56.29,wsm,1998
62.28,wsm,1999
57.19,wsm,2000
79.15,wsm,2001
75.54,wsm,2002
53.97,wsm,2003
50.15,wsm,2004
55.42,wsm,2005
58.98,wsm,2006
57.06,wsm,2007
54.38,wsm,2008
55.3,wsm,2009
58.81,wsm,2010
24.72,sau,1968
24.94,sau,1969
23.13,sau,1970
18.94,sau,1971
19.13,sau,1972
21.65,sau,1973
13.33,sau,1974
21.85,sau,1975
24.32,sau,1976
32.63,sau,1977
41.69,sau,1978
34.29,sau,1979
27.34,sau,1980
30.15,sau,1981
39.2,sau,1982
47.79,sau,1983
45.35,sau,1984
36.64,sau,1985
35.79,sau,1986
37.13,sau,1987
35.2,sau,1988
38.08,sau,1989
31.6,sau,1990
36.64,sau,1991
36.19,sau,1992
33.66,sau,1993
26.23,sau,1994
27.88,sau,1995
26.79,sau,1996
26.18,sau,1997
26.64,sau,1998
23.29,sau,1999
24.9,sau,2000
24.07,sau,2001
23.78,sau,2002
24.11,sau,2003
25.92,sau,2004
27.79,sau,2005
31.82,sau,2006
37.74,sau,2007
37.1,sau,2008
43.11,sau,2009
35.44,sau,2010
14.3,sen,1960
18.74,sen,1961
18.11,sen,1962
18.0,sen,1963
18.22,sen,1964
16.97,sen,1965
18.13,sen,1966
18.37,sen,1967
25.08,sen,1968
27.54,sen,1969
26.42,sen,1970
27.67,sen,1971
29.24,sen,1972
32.32,sen,1973
41.02,sen,1974
35.04,sen,1975
37.09,sen,1976
43.57,sen,1977
36.73,sen,1978
35.18,sen,1979
38.36,sen,1980
51.51,sen,1981
43.43,sen,1982
51.78,sen,1983
49.19,sen,1984
39.23,sen,1985
32.65,sen,1986
28.96,sen,1987
29.59,sen,1988
30.91,sen,1989
32.19,sen,1990
30.92,sen,1991
30.74,sen,1992
29.37,sen,1993
39.07,sen,1994
37.33,sen,1995
32.76,sen,1996
33.55,sen,1997
34.26,sen,1998
35.05,sen,1999
37.22,sen,2000
37.76,sen,2001
38.97,sen,2002
38.74,sen,2003
39.37,sen,2004
42.52,sen,2005
43.05,sen,2006
47.71,sen,2007
52.43,sen,2008
43.05,sen,2009
43.02,sen,2010
24.14,srb,1997
30.91,srb,1998
27.86,srb,1999
40.49,srb,2000
39.35,srb,2001
40.14,srb,2002
41.83,srb,2003
50.12,srb,2004
47.17,srb,2005
51.43,srb,2006
54.72,srb,2007
57.63,srb,2008
47.05,srb,2009
51.39,srb,2010
90.37,syc,1976
82.39,syc,1977
83.34,syc,1978
78.24,syc,1979
79.14,syc,1980
72.61,syc,1981
75.97,syc,1982
63.93,syc,1983
62.65,syc,1984
63.76,syc,1985
55.91,syc,1986
50.07,syc,1987
57.68,syc,1988
62.49,syc,1989
66.74,syc,1990
62.07,syc,1991
59.62,syc,1992
64.48,syc,1993
55.29,syc,1994
61.88,syc,1995
75.75,syc,1996
76.58,syc,1997
76.73,syc,1998
85.28,syc,1999
81.43,syc,2000
103.0,syc,2001
85.18,syc,2002
83.99,syc,2003
95.84,syc,2004
102.7,syc,2005
106.9,syc,2006
128.9,syc,2007
138.0,syc,2008
123.7,syc,2009
29.52,sle,1964
31.28,sle,1965
31.62,sle,1966
31.31,sle,1967
26.85,sle,1968
25.19,sle,1969
29.28,sle,1970
32.39,sle,1971
29.03,sle,1972
23.4,sle,1973
26.13,sle,1974
34.47,sle,1975
28.93,sle,1976
26.73,sle,1977
24.01,sle,1978
27.09,sle,1979
38.22,sle,1980
39.74,sle,1981
25.93,sle,1982
22.04,sle,1983
12.41,sle,1984
16.61,sle,1985
15.01,sle,1986
23.19,sle,1987
14.39,sle,1988
17.67,sle,1989
23.77,sle,1990
23.61,sle,1991
23.37,sle,1992
21.83,sle,1993
25.65,sle,1994
26.48,sle,1995
35.48,sle,1996
15.15,sle,1997
19.04,sle,1998
28.04,sle,1999
39.28,sle,2000
34.26,sle,2001
35.87,sle,2002
40.81,sle,2003
33.45,sle,2004
36.5,sle,2005
32.53,sle,2006
27.79,sle,2007
29.39,sle,2008
29.04,sle,2009
29.54,sle,2010
134.4,sgp,1965
130.6,sgp,1966
121.7,sgp,1967
131.2,sgp,1968
141.6,sgp,1969
145.1,sgp,1970
139.9,sgp,1971
122.4,sgp,1972
127.5,sgp,1973
164.6,sgp,1974
146.5,sgp,1975
156.6,sgp,1976
164.5,sgp,1977
169.5,sgp,1978
190.7,sgp,1979
209.6,sgp,1980
202.2,sgp,1981
188.0,sgp,1982
167.0,sgp,1983
157.6,sgp,1984
153.0,sgp,1985
146.7,sgp,1986
161.8,sgp,1987
175.6,sgp,1988
168.4,sgp,1989
167.4,sgp,1990
156.3,sgp,1991
149.9,sgp,1992
152.1,sgp,1993
151.0,sgp,1994
166.3,sgp,1995
162.0,sgp,1996
157.0,sgp,1997
147.5,sgp,1998
163.0,sgp,1999
179.6,sgp,2000
172.5,sgp,2001
171.6,sgp,2002
179.8,sgp,2003
193.9,sgp,2004
200.6,sgp,2005
204.5,sgp,2006
186.6,sgp,2007
212.5,sgp,2008
176.3,sgp,2009
183.0,sgp,2010
36.05,svk,1987
34.02,svk,1988
32.14,svk,1989
35.54,svk,1990
49.3,svk,1991
74.27,svk,1992
60.75,svk,1993
53.94,svk,1994
55.55,svk,1995
64.13,svk,1996
66.01,svk,1997
70.02,svk,1998
65.65,svk,1999
73.03,svk,2000
80.8,svk,2001
78.4,svk,2002
77.76,svk,2003
77.32,svk,2004
80.92,svk,2005
88.52,svk,2006
87.96,svk,2007
85.74,svk,2008
71.6,svk,2009
82.37,svk,2010
78.53,svn,1990
74.25,svn,1991
56.19,svn,1992
57.66,svn,1993
56.31,svn,1994
51.53,svn,1995
50.87,svn,1996
52.16,svn,1997
52.56,svn,1998
51.42,svn,1999
57.17,svn,2000
56.01,svn,2001
53.91,svn,2002
54.03,svn,2003
59.1,svn,2004
62.59,svn,2005
67.06,svn,2006
71.28,svn,2007
70.36,svn,2008
56.95,svn,2009
64.86,svn,2010
79.26,slb,1981
62.73,slb,1982
72.17,slb,1983
56.06,slb,1984
62.38,slb,1985
74.85,slb,1986
56.53,slb,1987
59.49,slb,1988
67.26,slb,1989
64.69,slb,1990
76.41,slb,1991
62.27,slb,1992
68.83,slb,1993
68.77,slb,1994
58.53,slb,1995
55.81,slb,1996
65.59,slb,1997
52.67,slb,1998
42.1,slb,1999
38.63,slb,2000
35.89,slb,2001
30.48,slb,2002
31.68,slb,2003
42.37,slb,2004
54.61,slb,2005
57.24,slb,2006
56.38,slb,2007
57.76,slb,2008
51.27,slb,2009
61.54,slb,2010
17.15,som,1960
23.08,som,1961
27.51,som,1962
25.97,som,1963
30.44,som,1964
20.64,som,1965
22.57,som,1966
22.25,som,1967
21.52,som,1968
23.65,som,1969
16.74,som,1970
19.91,som,1971
20.55,som,1972
26.88,som,1973
39.99,som,1974
26.88,som,1975
23.84,som,1976
59.22,som,1977
56.11,som,1978
75.53,som,1979
88.49,som,1980
68.37,som,1981
68.05,som,1982
72.68,som,1983
61.08,som,1984
19.31,som,1985
29.39,som,1986
31.21,som,1987
22.18,som,1988
44.9,som,1989
37.74,som,1990
25.32,zaf,1960
21.99,zaf,1961
21.27,zaf,1962
23.84,zaf,1963
26.31,zaf,1964
27.59,zaf,1965
23.83,zaf,1966
24.94,zaf,1967
22.87,zaf,1968
23.11,zaf,1969
25.34,zaf,1970
26.08,zaf,1971
22.82,zaf,1972
22.76,zaf,1973
28.55,zaf,1974
30.16,zaf,1975
28.96,zaf,1976
25.23,zaf,1977
25.65,zaf,1978
25.77,zaf,1979
27.35,zaf,1980
30.36,zaf,1981
26.87,zaf,1982
21.0,zaf,1983
23.66,zaf,1984
22.57,zaf,1985
21.77,zaf,1986
20.35,zaf,1987
22.61,zaf,1988
21.39,zaf,1989
18.76,zaf,1990
17.48,zaf,1991
17.3,zaf,1992
17.82,zaf,1993
19.86,zaf,1994
22.09,zaf,1995
23.2,zaf,1996
23.44,zaf,1997
24.51,zaf,1998
22.74,zaf,1999
24.92,zaf,2000
26.08,zaf,2001
29.09,zaf,2002
25.54,zaf,2003
26.72,zaf,2004
27.85,zaf,2005
32.45,zaf,2006
34.23,zaf,2007
38.63,zaf,2008
28.29,zaf,2009
27.51,zaf,2010
6.901,esp,1960
8.602,esp,1961
10.12,esp,1962
10.78,esp,1963
11.38,esp,1964
13.15,esp,1965
13.56,esp,1966
11.88,esp,1967
12.6,esp,1968
13.13,esp,1969
13.35,esp,1970
12.56,esp,1971
13.5,esp,1972
14.42,esp,1973
18.05,esp,1974
16.3,esp,1975
17.08,esp,1976
15.52,esp,1977
13.5,esp,1978
13.78,esp,1979
16.84,esp,1980
18.63,esp,1981
19.07,esp,1982
20.18,esp,1983
19.74,esp,1984
19.51,esp,1985
16.73,esp,1986
18.14,esp,1987
18.93,esp,1988
20.27,esp,1989
19.4,esp,1990
19.23,esp,1991
19.3,esp,1992
18.77,esp,1993
20.81,esp,1994
22.38,esp,1995
23.09,esp,1996
25.44,esp,1997
26.89,esp,1998
28.52,esp,1999
32.16,esp,2000
31.05,esp,2001
29.45,esp,2002
28.7,esp,2003
29.94,esp,2004
30.96,esp,2005
32.71,esp,2006
33.61,esp,2007
32.22,esp,2008
25.53,esp,2009
28.42,esp,2010
32.69,lka,1960
28.49,lka,1961
29.2,lka,1962
27.49,lka,1963
26.72,lka,1964
25.49,lka,1965
25.85,lka,1966
23.3,lka,1967
