democracy_score_use_as_color,geo,time
10.0,dnk,1923
10.0,dnk,1924
10.0,dnk,1925
10.0,dnk,1926
10.0,dnk,1927
10.0,dnk,1928
10.0,dnk,1929
10.0,dnk,1930
10.0,dnk,1931
10.0,dnk,1932
10.0,dnk,1933
10.0,dnk,1934
10.0,dnk,1935
10.0,dnk,1936
10.0,dnk,1937
10.0,dnk,1938
10.0,dnk,1939
-10.0,dnk,1940
-10.0,dnk,1941
-10.0,dnk,1942
-10.0,dnk,1943
-10.0,dnk,1944
10.0,dnk,1945
10.0,dnk,1946
10.0,dnk,1947
10.0,dnk,1948
10.0,dnk,1949
10.0,dnk,1950
10.0,dnk,1951
10.0,dnk,1952
10.0,dnk,1953
10.0,dnk,1954
10.0,dnk,1955
10.0,dnk,1956
10.0,dnk,1957
10.0,dnk,1958
10.0,dnk,1959
10.0,dnk,1960
10.0,dnk,1961
10.0,dnk,1962
10.0,dnk,1963
10.0,dnk,1964
10.0,dnk,1965
10.0,dnk,1966
10.0,dnk,1967
10.0,dnk,1968
10.0,dnk,1969
10.0,dnk,1970
10.0,dnk,1971
10.0,dnk,1972
10.0,dnk,1973
10.0,dnk,1974
10.0,dnk,1975
10.0,dnk,1976
10.0,dnk,1977
10.0,dnk,1978
10.0,dnk,1979
10.0,dnk,1980
10.0,dnk,1981
10.0,dnk,1982
10.0,dnk,1983
10.0,dnk,1984
10.0,dnk,1985
10.0,dnk,1986
10.0,dnk,1987
10.0,dnk,1988
10.0,dnk,1989
10.0,dnk,1990
10.0,dnk,1991
10.0,dnk,1992
10.0,dnk,1993
10.0,dnk,1994
10.0,dnk,1995
10.0,dnk,1996
10.0,dnk,1997
10.0,dnk,1998
10.0,dnk,1999
10.0,dnk,2000
10.0,dnk,2001
10.0,dnk,2002
10.0,dnk,2003
10.0,dnk,2004
10.0,dnk,2005
10.0,dnk,2006
10.0,dnk,2007
10.0,dnk,2008
10.0,dnk,2009
10.0,dnk,2010
10.0,dnk,2011
-8.0,dji,1977
-8.0,dji,1978
-8.0,dji,1979
-8.0,dji,1980
-8.0,dji,1981
-8.0,dji,1982
-8.0,dji,1983
-8.0,dji,1984
-8.0,dji,1985
-8.0,dji,1986
-8.0,dji,1987
-8.0,dji,1988
-8.0,dji,1989
-8.0,dji,1990
-8.0,dji,1991
-7.0,dji,1992
-7.0,dji,1993
-7.0,dji,1994
-7.0,dji,1995
-6.0,dji,1996
-6.0,dji,1997
-6.0,dji,1998
2.0,dji,1999
2.0,dji,2000
2.0,dji,2001
2.0,dji,2002
2.0,dji,2003
2.0,dji,2004
2.0,dji,2005
2.0,dji,2006
2.0,dji,2007
2.0,dji,2008
2.0,dji,2009
2.0,dji,2010
2.0,dji,2011
-3.0,dom,1844
-3.0,dom,1845
-3.0,dom,1846
-3.0,dom,1847
-3.0,dom,1848
-3.0,dom,1849
-3.0,dom,1850
-3.0,dom,1851
-3.0,dom,1852
-3.0,dom,1853
-3.0,dom,1854
-3.0,dom,1855
-3.0,dom,1856
-3.0,dom,1857
-3.0,dom,1858
-3.0,dom,1859
-3.0,dom,1860
0.0,dom,1861
0.0,dom,1862
0.0,dom,1863
0.0,dom,1864
-3.0,dom,1865
-3.0,dom,1866
-3.0,dom,1867
-3.0,dom,1868
-3.0,dom,1869
-3.0,dom,1870
-3.0,dom,1871
-3.0,dom,1872
-3.0,dom,1873
-3.0,dom,1874
-3.0,dom,1875
-3.0,dom,1876
-3.0,dom,1877
-3.0,dom,1878
-3.0,dom,1879
-3.0,dom,1880
-3.0,dom,1881
-3.0,dom,1882
-3.0,dom,1883
-3.0,dom,1884
-3.0,dom,1885
-3.0,dom,1886
-3.0,dom,1887
-3.0,dom,1888
-3.0,dom,1889
-3.0,dom,1890
-3.0,dom,1891
-3.0,dom,1892
-3.0,dom,1893
-3.0,dom,1894
-3.0,dom,1895
-3.0,dom,1896
-3.0,dom,1897
-3.0,dom,1898
-3.0,dom,1899
-3.0,dom,1900
-3.0,dom,1901
-3.0,dom,1902
-3.0,dom,1903
-3.0,dom,1904
-3.0,dom,1905
-3.0,dom,1906
-3.0,dom,1907
-3.0,dom,1908
-3.0,dom,1909
-3.0,dom,1910
-3.0,dom,1911
-3.0,dom,1912
-3.0,dom,1913
-3.0,dom,1914
-3.0,dom,1915
-3.0,dom,1916
-3.0,dom,1917
-3.0,dom,1918
-3.0,dom,1919
-3.0,dom,1920
-3.0,dom,1921
-3.0,dom,1922
-3.0,dom,1923
-3.0,dom,1924
-3.0,dom,1925
-3.0,dom,1926
-3.0,dom,1927
-3.0,dom,1928
-3.0,dom,1929
-5.0,dom,1930
-7.0,dom,1931
-9.0,dom,1932
-9.0,dom,1933
-9.0,dom,1934
-9.0,dom,1935
-9.0,dom,1936
-9.0,dom,1937
-9.0,dom,1938
-9.0,dom,1939
-9.0,dom,1940
-9.0,dom,1941
-9.0,dom,1942
-9.0,dom,1943
-9.0,dom,1944
-9.0,dom,1945
-9.0,dom,1946
-9.0,dom,1947
-9.0,dom,1948
-9.0,dom,1949
-9.0,dom,1950
-9.0,dom,1951
-9.0,dom,1952
-9.0,dom,1953
-9.0,dom,1954
-9.0,dom,1955
-9.0,dom,1956
-9.0,dom,1957
-9.0,dom,1958
-9.0,dom,1959
-9.0,dom,1960
0.0,dom,1961
8.0,dom,1962
0.0,dom,1963
0.0,dom,1964
0.0,dom,1965
-3.0,dom,1966
-3.0,dom,1967
-3.0,dom,1968
-3.0,dom,1969
-3.0,dom,1970
-3.0,dom,1971
-3.0,dom,1972
-3.0,dom,1973
-3.0,dom,1974
-3.0,dom,1975
-3.0,dom,1976
-3.0,dom,1977
6.0,dom,1978
6.0,dom,1979
6.0,dom,1980
6.0,dom,1981
6.0,dom,1982
6.0,dom,1983
6.0,dom,1984
6.0,dom,1985
6.0,dom,1986
6.0,dom,1987
6.0,dom,1988
6.0,dom,1989
6.0,dom,1990
6.0,dom,1991
6.0,dom,1992
6.0,dom,1993
5.0,dom,1994
5.0,dom,1995
8.0,dom,1996
8.0,dom,1997
8.0,dom,1998
8.0,dom,1999
8.0,dom,2000
8.0,dom,2001
8.0,dom,2002
8.0,dom,2003
8.0,dom,2004
8.0,dom,2005
8.0,dom,2006
8.0,dom,2007
8.0,dom,2008
8.0,dom,2009
8.0,dom,2010
8.0,dom,2011
-7.0,deu_east,1949
-8.0,deu_east,1950
-8.0,deu_east,1951
-8.0,deu_east,1952
-8.0,deu_east,1953
-8.0,deu_east,1954
-8.0,deu_east,1955
-8.0,deu_east,1956
-8.0,deu_east,1957
-8.0,deu_east,1958
-8.0,deu_east,1959
-9.0,deu_east,1960
-9.0,deu_east,1961
-9.0,deu_east,1962
-9.0,deu_east,1963
-9.0,deu_east,1964
-9.0,deu_east,1965
-9.0,deu_east,1966
-9.0,deu_east,1967
-9.0,deu_east,1968
-9.0,deu_east,1969
-9.0,deu_east,1970
-9.0,deu_east,1971
-9.0,deu_east,1972
-9.0,deu_east,1973
-9.0,deu_east,1974
-9.0,deu_east,1975
-9.0,deu_east,1976
-9.0,deu_east,1977
-9.0,deu_east,1978
-9.0,deu_east,1979
-9.0,deu_east,1980
-9.0,deu_east,1981
-9.0,deu_east,1982
-9.0,deu_east,1983
-9.0,deu_east,1984
-9.0,deu_east,1985
-9.0,deu_east,1986
-9.0,deu_east,1987
-9.0,deu_east,1988
-1.0,ecu,1830
-1.0,ecu,1831
-1.0,ecu,1832
-1.0,ecu,1833
-1.0,ecu,1834
-1.0,ecu,1835
-1.0,ecu,1836
-1.0,ecu,1837
-1.0,ecu,1838
-1.0,ecu,1839
-1.0,ecu,1840
-1.0,ecu,1841
-1.0,ecu,1842
-1.0,ecu,1843
-1.0,ecu,1844
-1.0,ecu,1845
-1.0,ecu,1846
-1.0,ecu,1847
-1.0,ecu,1848
-1.0,ecu,1849
-1.0,ecu,1850
-1.0,ecu,1851
-1.0,ecu,1852
-1.0,ecu,1853
-1.0,ecu,1854
-1.0,ecu,1855
-1.0,ecu,1856
-1.0,ecu,1857
-1.0,ecu,1858
-1.0,ecu,1859
-1.0,ecu,1860
-1.0,ecu,1861
-1.0,ecu,1862
-1.0,ecu,1863
-1.0,ecu,1864
-1.0,ecu,1865
-1.0,ecu,1866
-1.0,ecu,1867
-1.0,ecu,1868
-1.0,ecu,1869
-1.0,ecu,1870
-1.0,ecu,1871
-1.0,ecu,1872
-1.0,ecu,1873
-1.0,ecu,1874
-1.0,ecu,1875
-1.0,ecu,1876
-1.0,ecu,1877
-1.0,ecu,1878
-1.0,ecu,1879
-1.0,ecu,1880
-1.0,ecu,1881
-1.0,ecu,1882
-1.0,ecu,1883
-1.0,ecu,1884
-1.0,ecu,1885
-1.0,ecu,1886
-1.0,ecu,1887
-1.0,ecu,1888
-1.0,ecu,1889
-1.0,ecu,1890
-1.0,ecu,1891
-1.0,ecu,1892
-1.0,ecu,1893
-1.0,ecu,1894
-1.0,ecu,1895
-1.0,ecu,1896
-1.0,ecu,1897
-1.0,ecu,1898
-1.0,ecu,1899
-1.0,ecu,1900
-3.0,ecu,1901
-3.0,ecu,1902
-3.0,ecu,1903
-3.0,ecu,1904
-3.0,ecu,1905
-3.0,ecu,1906
-3.0,ecu,1907
-3.0,ecu,1908
-3.0,ecu,1909
-3.0,ecu,1910
-3.0,ecu,1911
-3.0,ecu,1912
-3.0,ecu,1913
-3.0,ecu,1914
-3.0,ecu,1915
-3.0,ecu,1916
-3.0,ecu,1917
-3.0,ecu,1918
-3.0,ecu,1919
-3.0,ecu,1920
-3.0,ecu,1921
-3.0,ecu,1922
-3.0,ecu,1923
-3.0,ecu,1924
-1.0,ecu,1925
-1.0,ecu,1926
-1.0,ecu,1927
-1.0,ecu,1928
-1.0,ecu,1929
-1.0,ecu,1930
-1.0,ecu,1931
-1.0,ecu,1932
-1.0,ecu,1933
-1.0,ecu,1934
-1.0,ecu,1935
-1.0,ecu,1936
-1.0,ecu,1937
-1.0,ecu,1938
-1.0,ecu,1939
-1.0,ecu,1940
-1.0,ecu,1941
-1.0,ecu,1942
-1.0,ecu,1943
-1.0,ecu,1944
-1.0,ecu,1945
-1.0,ecu,1946
-1.0,ecu,1947
2.0,ecu,1948
2.0,ecu,1949
2.0,ecu,1950
2.0,ecu,1951
2.0,ecu,1952
2.0,ecu,1953
2.0,ecu,1954
2.0,ecu,1955
2.0,ecu,1956
2.0,ecu,1957
2.0,ecu,1958
2.0,ecu,1959
2.0,ecu,1960
-1.0,ecu,1961
-1.0,ecu,1962
-1.0,ecu,1963
-1.0,ecu,1964
-1.0,ecu,1965
-1.0,ecu,1966
-1.0,ecu,1967
5.0,ecu,1968
5.0,ecu,1969
0.0,ecu,1970
0.0,ecu,1971
-5.0,ecu,1972
-5.0,ecu,1973
-5.0,ecu,1974
-5.0,ecu,1975
-5.0,ecu,1976
-5.0,ecu,1977
-5.0,ecu,1978
9.0,ecu,1979
9.0,ecu,1980
9.0,ecu,1981
9.0,ecu,1982
9.0,ecu,1983
8.0,ecu,1984
8.0,ecu,1985
8.0,ecu,1986
8.0,ecu,1987
9.0,ecu,1988
9.0,ecu,1989
9.0,ecu,1990
9.0,ecu,1991
9.0,ecu,1992
9.0,ecu,1993
9.0,ecu,1994
9.0,ecu,1995
9.0,ecu,1996
8.0,ecu,1997
9.0,ecu,1998
9.0,ecu,1999
6.0,ecu,2000
6.0,ecu,2001
6.0,ecu,2002
6.0,ecu,2003
6.0,ecu,2004
6.0,ecu,2005
7.0,ecu,2006
5.0,ecu,2007
5.0,ecu,2008
5.0,ecu,2009
5.0,ecu,2010
5.0,ecu,2011
4.0,egy,1922
4.0,egy,1923
4.0,egy,1924
4.0,egy,1925
4.0,egy,1926
4.0,egy,1927
1.0,egy,1928
-3.0,egy,1929
-6.0,egy,1930
-6.0,egy,1931
-6.0,egy,1932
-6.0,egy,1933
-2.0,egy,1934
1.0,egy,1935
1.0,egy,1936
1.0,egy,1937
1.0,egy,1938
1.0,egy,1939
1.0,egy,1940
1.0,egy,1941
1.0,egy,1942
1.0,egy,1943
1.0,egy,1944
1.0,egy,1945
1.0,egy,1946
1.0,egy,1947
1.0,egy,1948
1.0,egy,1949
1.0,egy,1950
1.0,egy,1951
-7.0,egy,1952
-7.0,egy,1953
-7.0,egy,1954
-7.0,egy,1955
-7.0,egy,1956
-7.0,egy,1957
-7.0,egy,1958
-7.0,egy,1959
-7.0,egy,1960
-7.0,egy,1961
-7.0,egy,1962
-7.0,egy,1963
-7.0,egy,1964
-7.0,egy,1965
-7.0,egy,1966
-7.0,egy,1967
-7.0,egy,1968
-7.0,egy,1969
-7.0,egy,1970
-7.0,egy,1971
-7.0,egy,1972
-7.0,egy,1973
-7.0,egy,1974
-7.0,egy,1975
-6.0,egy,1976
-6.0,egy,1977
-6.0,egy,1978
-6.0,egy,1979
-6.0,egy,1980
-6.0,egy,1981
-6.0,egy,1982
-6.0,egy,1983
-6.0,egy,1984
-6.0,egy,1985
-6.0,egy,1986
-6.0,egy,1987
-6.0,egy,1988
-6.0,egy,1989
-6.0,egy,1990
-6.0,egy,1991
-6.0,egy,1992
-6.0,egy,1993
-6.0,egy,1994
-6.0,egy,1995
-6.0,egy,1996
-6.0,egy,1997
-6.0,egy,1998
-6.0,egy,1999
-6.0,egy,2000
-6.0,egy,2001
-6.0,egy,2002
-6.0,egy,2003
-6.0,egy,2004
-3.0,egy,2005
-3.0,egy,2006
-3.0,egy,2007
-3.0,egy,2008
-3.0,egy,2009
-3.0,egy,2010
-2.0,egy,2011
-1.0,slv,1841
-1.0,slv,1842
-1.0,slv,1843
-1.0,slv,1844
-1.0,slv,1845
-1.0,slv,1846
-1.0,slv,1847
-1.0,slv,1848
-1.0,slv,1849
-1.0,slv,1850
-1.0,slv,1851
-1.0,slv,1852
-1.0,slv,1853
-1.0,slv,1854
-1.0,slv,1855
-1.0,slv,1856
-1.0,slv,1857
-1.0,slv,1858
-1.0,slv,1859
-1.0,slv,1860
-1.0,slv,1861
-1.0,slv,1862
-1.0,slv,1863
-1.0,slv,1864
-1.0,slv,1865
-1.0,slv,1866
-1.0,slv,1867
-1.0,slv,1868
-1.0,slv,1869
-1.0,slv,1870
-1.0,slv,1871
-1.0,slv,1872
-1.0,slv,1873
-1.0,slv,1874
-1.0,slv,1875
-1.0,slv,1876
-1.0,slv,1877
-1.0,slv,1878
-1.0,slv,1879
-1.0,slv,1880
-1.0,slv,1881
-1.0,slv,1882
-1.0,slv,1883
-1.0,slv,1884
-1.0,slv,1885
-1.0,slv,1886
-1.0,slv,1887
-1.0,slv,1888
-1.0,slv,1889
-1.0,slv,1890
-1.0,slv,1891
-1.0,slv,1892
-1.0,slv,1893
-1.0,slv,1894
-1.0,slv,1895
-1.0,slv,1896
-1.0,slv,1897
-1.0,slv,1898
-1.0,slv,1899
-1.0,slv,1900
-1.0,slv,1901
-1.0,slv,1902
-6.0,slv,1903
-6.0,slv,1904
-6.0,slv,1905
-6.0,slv,1906
-6.0,slv,1907
-6.0,slv,1908
-6.0,slv,1909
-6.0,slv,1910
-6.0,slv,1911
-6.0,slv,1912
-6.0,slv,1913
-6.0,slv,1914
-6.0,slv,1915
-6.0,slv,1916
-6.0,slv,1917
-6.0,slv,1918
-6.0,slv,1919
-6.0,slv,1920
-6.0,slv,1921
-6.0,slv,1922
-6.0,slv,1923
-6.0,slv,1924
-6.0,slv,1925
-6.0,slv,1926
-6.0,slv,1927
-6.0,slv,1928
-6.0,slv,1929
-6.0,slv,1930
-9.0,slv,1931
-9.0,slv,1932
-9.0,slv,1933
-9.0,slv,1934
-9.0,slv,1935
-9.0,slv,1936
-9.0,slv,1937
-9.0,slv,1938
-9.0,slv,1939
-9.0,slv,1940
-9.0,slv,1941
-9.0,slv,1942
-9.0,slv,1943
-8.0,slv,1944
-8.0,slv,1945
-8.0,slv,1946
-8.0,slv,1947
-7.0,slv,1948
-7.0,slv,1949
-6.0,slv,1950
-6.0,slv,1951
-6.0,slv,1952
-6.0,slv,1953
-6.0,slv,1954
-6.0,slv,1955
-5.0,slv,1956
-5.0,slv,1957
-5.0,slv,1958
-5.0,slv,1959
-3.0,slv,1960
-3.0,slv,1961
-3.0,slv,1962
-3.0,slv,1963
0.0,slv,1964
0.0,slv,1965
0.0,slv,1966
0.0,slv,1967
0.0,slv,1968
0.0,slv,1969
0.0,slv,1970
0.0,slv,1971
-1.0,slv,1972
-1.0,slv,1973
-1.0,slv,1974
-1.0,slv,1975
-1.0,slv,1976
-6.0,slv,1977
-6.0,slv,1978
-4.0,slv,1979
-2.0,slv,1980
0.0,slv,1981
2.0,slv,1982
4.0,slv,1983
6.0,slv,1984
6.0,slv,1985
6.0,slv,1986
6.0,slv,1987
6.0,slv,1988
6.0,slv,1989
6.0,slv,1990
7.0,slv,1991
7.0,slv,1992
7.0,slv,1993
7.0,slv,1994
7.0,slv,1995
7.0,slv,1996
7.0,slv,1997
7.0,slv,1998
7.0,slv,1999
7.0,slv,2000
7.0,slv,2001
7.0,slv,2002
7.0,slv,2003
7.0,slv,2004
7.0,slv,2005
7.0,slv,2006
7.0,slv,2007
7.0,slv,2008
8.0,slv,2009
8.0,slv,2010
8.0,slv,2011
2.0,gnq,1968
-7.0,gnq,1969
-7.0,gnq,1970
-7.0,gnq,1971
-7.0,gnq,1972
-7.0,gnq,1973
-7.0,gnq,1974
-7.0,gnq,1975
-7.0,gnq,1976
-7.0,gnq,1977
-7.0,gnq,1978
-7.0,gnq,1979
-7.0,gnq,1980
-7.0,gnq,1981
-7.0,gnq,1982
-7.0,gnq,1983
-7.0,gnq,1984
-7.0,gnq,1985
-7.0,gnq,1986
-7.0,gnq,1987
-7.0,gnq,1988
-7.0,gnq,1989
-7.0,gnq,1990
-7.0,gnq,1991
-7.0,gnq,1992
-5.0,gnq,1993
-5.0,gnq,1994
-5.0,gnq,1995
-5.0,gnq,1996
-5.0,gnq,1997
-5.0,gnq,1998
-5.0,gnq,1999
-5.0,gnq,2000
-5.0,gnq,2001
-5.0,gnq,2002
-5.0,gnq,2003
-5.0,gnq,2004
-5.0,gnq,2005
-5.0,gnq,2006
-5.0,gnq,2007
-5.0,gnq,2008
-5.0,gnq,2009
-5.0,gnq,2010
-5.0,gnq,2011
-6.0,eri,1993
-6.0,eri,1994
-6.0,eri,1995
-6.0,eri,1996
-6.0,eri,1997
-6.0,eri,1998
-6.0,eri,1999
-6.0,eri,2000
-7.0,eri,2001
-7.0,eri,2002
-7.0,eri,2003
-7.0,eri,2004
-7.0,eri,2005
-7.0,eri,2006
-7.0,eri,2007
-7.0,eri,2008
-7.0,eri,2009
-7.0,eri,2010
-7.0,eri,2011
10.0,est,1919
10.0,est,1920
10.0,est,1921
10.0,est,1922
10.0,est,1923
10.0,est,1924
10.0,est,1925
10.0,est,1926
10.0,est,1927
10.0,est,1928
10.0,est,1929
10.0,est,1930
10.0,est,1931
10.0,est,1932
6.0,est,1933
2.0,est,1934
-2.0,est,1935
-6.0,est,1936
-6.0,est,1937
-6.0,est,1938
-6.0,est,1939
-6.0,est,1940
-9.0,est,1941
-9.0,est,1942
-9.0,est,1943
-9.0,est,1944
-9.0,est,1945
-9.0,est,1946
-9.0,est,1947
-9.0,est,1948
-9.0,est,1949
-9.0,est,1950
-9.0,est,1951
-9.0,est,1952
-7.0,est,1953
-7.0,est,1954
-7.0,est,1955
-7.0,est,1956
-7.0,est,1957
-7.0,est,1958
-7.0,est,1959
-7.0,est,1960
-7.0,est,1961
-7.0,est,1962
-7.0,est,1963
-7.0,est,1964
-7.0,est,1965
-7.0,est,1966
-7.0,est,1967
-7.0,est,1968
-7.0,est,1969
-7.0,est,1970
-7.0,est,1971
-7.0,est,1972
-7.0,est,1973
-7.0,est,1974
-7.0,est,1975
-7.0,est,1976
-7.0,est,1977
-7.0,est,1978
-7.0,est,1979
-7.0,est,1980
-7.0,est,1981
-7.0,est,1982
-7.0,est,1983
-7.0,est,1984
-7.0,est,1985
-7.0,est,1986
-7.0,est,1987
-6.0,est,1988
-4.0,est,1989
0.0,est,1990
6.0,est,1991
6.0,est,1992
6.0,est,1993
6.0,est,1994
6.0,est,1995
6.0,est,1996
6.0,est,1997
6.0,est,1998
7.0,est,1999
9.0,est,2000
9.0,est,2001
9.0,est,2002
9.0,est,2003
9.0,est,2004
9.0,est,2005
9.0,est,2006
9.0,est,2007
9.0,est,2008
9.0,est,2009
9.0,est,2010
9.0,est,2011
4.0,eth,1855
4.0,eth,1856
4.0,eth,1857
4.0,eth,1858
4.0,eth,1859
4.0,eth,1860
4.0,eth,1861
4.0,eth,1862
4.0,eth,1863
4.0,eth,1864
4.0,eth,1865
4.0,eth,1866
4.0,eth,1867
4.0,eth,1868
4.0,eth,1869
4.0,eth,1870
4.0,eth,1871
4.0,eth,1872
4.0,eth,1873
4.0,eth,1874
4.0,eth,1875
4.0,eth,1876
4.0,eth,1877
4.0,eth,1878
4.0,eth,1879
4.0,eth,1880
4.0,eth,1881
4.0,eth,1882
4.0,eth,1883
4.0,eth,1884
4.0,eth,1885
4.0,eth,1886
4.0,eth,1887
4.0,eth,1888
4.0,eth,1889
4.0,eth,1890
4.0,eth,1891
4.0,eth,1892
4.0,eth,1893
4.0,eth,1894
4.0,eth,1895
4.0,eth,1896
4.0,eth,1897
4.0,eth,1898
4.0,eth,1899
4.0,eth,1900
4.0,eth,1901
4.0,eth,1902
4.0,eth,1903
4.0,eth,1904
4.0,eth,1905
4.0,eth,1906
4.0,eth,1907
4.0,eth,1908
4.0,eth,1909
4.0,eth,1910
4.0,eth,1911
4.0,eth,1912
4.0,eth,1913
4.0,eth,1914
4.0,eth,1915
4.0,eth,1916
4.0,eth,1917
4.0,eth,1918
4.0,eth,1919
4.0,eth,1920
4.0,eth,1921
4.0,eth,1922
4.0,eth,1923
4.0,eth,1924
4.0,eth,1925
4.0,eth,1926
4.0,eth,1927
4.0,eth,1928
4.0,eth,1929
-5.0,eth,1930
-5.0,eth,1931
-5.0,eth,1932
-5.0,eth,1933
-5.0,eth,1934
-5.0,eth,1935
-10.0,eth,1936
-10.0,eth,1937
-10.0,eth,1938
-10.0,eth,1939
-10.0,eth,1940
-10.0,eth,1941
-5.0,eth,1942
-5.0,eth,1943
-5.0,eth,1944
-5.0,eth,1945
-9.0,eth,1946
-9.0,eth,1947
-9.0,eth,1948
-9.0,eth,1949
-9.0,eth,1950
-9.0,eth,1951
-9.0,eth,1952
-9.0,eth,1953
-9.0,eth,1954
-9.0,eth,1955
-9.0,eth,1956
-9.0,eth,1957
-9.0,eth,1958
-9.0,eth,1959
-9.0,eth,1960
-9.0,eth,1961
-9.0,eth,1962
-9.0,eth,1963
-9.0,eth,1964
-9.0,eth,1965
-9.0,eth,1966
-9.0,eth,1967
-9.0,eth,1968
-9.0,eth,1969
-9.0,eth,1970
-9.0,eth,1971
-9.0,eth,1972
-9.0,eth,1973
0.0,eth,1974
-7.0,eth,1975
-7.0,eth,1976
-7.0,eth,1977
-7.0,eth,1978
-7.0,eth,1979
-7.0,eth,1980
-7.0,eth,1981
-7.0,eth,1982
-7.0,eth,1983
-8.0,eth,1984
-8.0,eth,1985
-8.0,eth,1986
-8.0,eth,1987
-8.0,eth,1988
-8.0,eth,1989
-8.0,eth,1990
0.0,eth,1991
0.0,eth,1992
0.5,eth,1993
1.0,eth,1994
1.0,eth,1995
1.0,eth,1996
1.0,eth,1997
1.0,eth,1998
1.0,eth,1999
1.0,eth,2000
1.0,eth,2001
1.0,eth,2002
1.0,eth,2003
1.0,eth,2004
1.0,eth,2005
1.0,eth,2006
1.0,eth,2007
1.0,eth,2008
1.0,eth,2009
1.0,eth,2010
1.0,eth,2011
9.0,fji,1970
9.0,fji,1971
9.0,fji,1972
9.0,fji,1973
9.0,fji,1974
9.0,fji,1975
9.0,fji,1976
9.0,fji,1977
9.0,fji,1978
9.0,fji,1979
9.0,fji,1980
9.0,fji,1981
9.0,fji,1982
9.0,fji,1983
9.0,fji,1984
9.0,fji,1985
9.0,fji,1986
-3.0,fji,1987
-3.0,fji,1988
-3.0,fji,1989
5.0,fji,1990
5.0,fji,1991
5.0,fji,1992
5.0,fji,1993
5.0,fji,1994
5.0,fji,1995
5.0,fji,1996
5.0,fji,1997
5.0,fji,1998
6.0,fji,1999
5.0,fji,2000
5.0,fji,2001
5.0,fji,2002
5.0,fji,2003
6.0,fji,2004
6.0,fji,2005
-3.0,fji,2006
-4.0,fji,2007
-4.0,fji,2008
-4.0,fji,2009
-4.0,fji,2010
-4.0,fji,2011
8.0,fin,1917
8.0,fin,1918
10.0,fin,1919
10.0,fin,1920
10.0,fin,1921
10.0,fin,1922
10.0,fin,1923
10.0,fin,1924
10.0,fin,1925
10.0,fin,1926
10.0,fin,1927
10.0,fin,1928
10.0,fin,1929
7.0,fin,1930
4.0,fin,1931
4.0,fin,1932
4.0,fin,1933
4.0,fin,1934
4.0,fin,1935
4.0,fin,1936
4.0,fin,1937
4.0,fin,1938
4.0,fin,1939
4.0,fin,1940
4.0,fin,1941
4.0,fin,1942
4.0,fin,1943
10.0,fin,1944
10.0,fin,1945
10.0,fin,1946
10.0,fin,1947
10.0,fin,1948
10.0,fin,1949
10.0,fin,1950
10.0,fin,1951
10.0,fin,1952
10.0,fin,1953
10.0,fin,1954
10.0,fin,1955
10.0,fin,1956
10.0,fin,1957
10.0,fin,1958
10.0,fin,1959
10.0,fin,1960
10.0,fin,1961
10.0,fin,1962
10.0,fin,1963
10.0,fin,1964
10.0,fin,1965
10.0,fin,1966
10.0,fin,1967
10.0,fin,1968
10.0,fin,1969
10.0,fin,1970
10.0,fin,1971
10.0,fin,1972
10.0,fin,1973
10.0,fin,1974
10.0,fin,1975
10.0,fin,1976
10.0,fin,1977
10.0,fin,1978
10.0,fin,1979
10.0,fin,1980
10.0,fin,1981
10.0,fin,1982
10.0,fin,1983
10.0,fin,1984
10.0,fin,1985
10.0,fin,1986
10.0,fin,1987
10.0,fin,1988
10.0,fin,1989
10.0,fin,1990
10.0,fin,1991
10.0,fin,1992
10.0,fin,1993
10.0,fin,1994
10.0,fin,1995
10.0,fin,1996
10.0,fin,1997
10.0,fin,1998
10.0,fin,1999
10.0,fin,2000
10.0,fin,2001
10.0,fin,2002
10.0,fin,2003
10.0,fin,2004
10.0,fin,2005
10.0,fin,2006
10.0,fin,2007
10.0,fin,2008
10.0,fin,2009
10.0,fin,2010
10.0,fin,2011
-8.0,fra,1800
-8.0,fra,1801
-8.0,fra,1802
-8.0,fra,1803
-8.0,fra,1804
-8.0,fra,1805
-8.0,fra,1806
-8.0,fra,1807
-8.0,fra,1808
-8.0,fra,1809
-8.0,fra,1810
-8.0,fra,1811
-8.0,fra,1812
-8.0,fra,1813
-4.0,fra,1814
-4.0,fra,1815
-4.0,fra,1816
-4.0,fra,1817
-4.0,fra,1818
-4.0,fra,1819
-4.0,fra,1820
-4.0,fra,1821
-4.0,fra,1822
-4.0,fra,1823
-4.0,fra,1824
-4.0,fra,1825
-4.0,fra,1826
-4.0,fra,1827
-4.0,fra,1828
-4.0,fra,1829
-1.0,fra,1830
-1.0,fra,1831
-1.0,fra,1832
-1.0,fra,1833
-1.0,fra,1834
-1.0,fra,1835
-1.0,fra,1836
-1.0,fra,1837
-1.0,fra,1838
-1.0,fra,1839
-1.0,fra,1840
-1.0,fra,1841
-1.0,fra,1842
-1.0,fra,1843
-1.0,fra,1844
-1.0,fra,1845
-1.0,fra,1846
-1.0,fra,1847
6.0,fra,1848
6.0,fra,1849
6.0,fra,1850
-1.0,fra,1851
-8.0,fra,1852
-8.0,fra,1853
-8.0,fra,1854
-8.0,fra,1855
-8.0,fra,1856
-8.0,fra,1857
-8.0,fra,1858
-8.0,fra,1859
-8.0,fra,1860
-7.0,fra,1861
-6.0,fra,1862
-6.0,fra,1863
-6.0,fra,1864
-6.0,fra,1865
