democracy_score_use_as_color,geo,time
10.0,prt,1994
10.0,prt,1995
10.0,prt,1996
10.0,prt,1997
10.0,prt,1998
10.0,prt,1999
10.0,prt,2000
10.0,prt,2001
10.0,prt,2002
10.0,prt,2003
10.0,prt,2004
10.0,prt,2005
10.0,prt,2006
10.0,prt,2007
10.0,prt,2008
10.0,prt,2009
10.0,prt,2010
10.0,prt,2011
-10.0,qat,1971
-10.0,qat,1972
-10.0,qat,1973
-10.0,qat,1974
-10.0,qat,1975
-10.0,qat,1976
-10.0,qat,1977
-10.0,qat,1978
-10.0,qat,1979
-10.0,qat,1980
-10.0,qat,1981
-10.0,qat,1982
-10.0,qat,1983
-10.0,qat,1984
-10.0,qat,1985
-10.0,qat,1986
-10.0,qat,1987
-10.0,qat,1988
-10.0,qat,1989
-10.0,qat,1990
-10.0,qat,1991
-10.0,qat,1992
-10.0,qat,1993
-10.0,qat,1994
-10.0,qat,1995
-10.0,qat,1996
-10.0,qat,1997
-10.0,qat,1998
-10.0,qat,1999
-10.0,qat,2000
-10.0,qat,2001
-10.0,qat,2002
-10.0,qat,2003
-10.0,qat,2004
-10.0,qat,2005
-10.0,qat,2006
-10.0,qat,2007
-10.0,qat,2008
-10.0,qat,2009
-10.0,qat,2010
-10.0,qat,2011
0.0,rou,1859
0.0,rou,1860
0.0,rou,1861
0.0,rou,1862
0.0,rou,1863
-2.0,rou,1864
-2.0,rou,1865
-7.0,rou,1866
-7.0,rou,1867
-7.0,rou,1868
-7.0,rou,1869
-7.0,rou,1870
-7.0,rou,1871
-7.0,rou,1872
-7.0,rou,1873
-7.0,rou,1874
-7.0,rou,1875
-7.0,rou,1876
-7.0,rou,1877
-7.0,rou,1878
-7.0,rou,1879
-7.0,rou,1880
-7.0,rou,1881
-7.0,rou,1882
-7.0,rou,1883
-7.0,rou,1884
-7.0,rou,1885
-7.0,rou,1886
-7.0,rou,1887
-7.0,rou,1888
-7.0,rou,1889
-7.0,rou,1890
-7.0,rou,1891
-7.0,rou,1892
-7.0,rou,1893
-7.0,rou,1894
-7.0,rou,1895
-7.0,rou,1896
-7.0,rou,1897
-7.0,rou,1898
-7.0,rou,1899
-6.0,rou,1900
-6.0,rou,1901
-6.0,rou,1902
-6.0,rou,1903
-6.0,rou,1904
-6.0,rou,1905
-6.0,rou,1906
-6.0,rou,1907
-6.0,rou,1908
-6.0,rou,1909
-4.0,rou,1910
-4.0,rou,1911
-4.0,rou,1912
-4.0,rou,1913
-4.0,rou,1914
-4.0,rou,1915
-4.0,rou,1916
-4.0,rou,1917
-4.0,rou,1918
-4.0,rou,1919
-4.0,rou,1920
-4.0,rou,1921
-4.0,rou,1922
-4.0,rou,1923
-4.0,rou,1924
-4.0,rou,1925
-4.0,rou,1926
-4.0,rou,1927
-4.0,rou,1928
-4.0,rou,1929
-4.0,rou,1930
-4.0,rou,1931
-4.0,rou,1932
-4.0,rou,1933
-4.0,rou,1934
-4.0,rou,1935
-4.0,rou,1936
-4.0,rou,1937
-6.0,rou,1938
-6.0,rou,1939
-7.0,rou,1940
-7.0,rou,1941
-7.0,rou,1942
-7.0,rou,1943
-7.0,rou,1944
-7.0,rou,1945
-7.0,rou,1946
-7.0,rou,1947
-7.0,rou,1948
-7.0,rou,1949
-7.0,rou,1950
-7.0,rou,1951
-7.0,rou,1952
-7.0,rou,1953
-7.0,rou,1954
-7.0,rou,1955
-7.0,rou,1956
-7.0,rou,1957
-7.0,rou,1958
-7.0,rou,1959
-7.0,rou,1960
-7.0,rou,1961
-7.0,rou,1962
-7.0,rou,1963
-7.0,rou,1964
-7.0,rou,1965
-7.0,rou,1966
-7.0,rou,1967
-7.0,rou,1968
-7.0,rou,1969
-7.0,rou,1970
-7.0,rou,1971
-7.0,rou,1972
-7.0,rou,1973
-7.0,rou,1974
-7.0,rou,1975
-7.0,rou,1976
-8.0,rou,1977
-8.0,rou,1978
-8.0,rou,1979
-8.0,rou,1980
-8.0,rou,1981
-8.0,rou,1982
-8.0,rou,1983
-8.0,rou,1984
-8.0,rou,1985
-8.0,rou,1986
-8.0,rou,1987
-8.0,rou,1988
-2.0,rou,1989
5.0,rou,1990
5.0,rou,1991
5.0,rou,1992
5.0,rou,1993
5.0,rou,1994
5.0,rou,1995
8.0,rou,1996
8.0,rou,1997
8.0,rou,1998
8.0,rou,1999
8.0,rou,2000
8.0,rou,2001
8.0,rou,2002
8.0,rou,2003
9.0,rou,2004
9.0,rou,2005
9.0,rou,2006
9.0,rou,2007
9.0,rou,2008
9.0,rou,2009
9.0,rou,2010
9.0,rou,2011
-10.0,rus,1800
-10.0,rus,1801
-10.0,rus,1802
-10.0,rus,1803
-10.0,rus,1804
-10.0,rus,1805
-10.0,rus,1806
-10.0,rus,1807
-10.0,rus,1808
-10.0,rus,1809
-10.0,rus,1810
-10.0,rus,1811
-10.0,rus,1812
-10.0,rus,1813
-10.0,rus,1814
-10.0,rus,1815
-10.0,rus,1816
-10.0,rus,1817
-10.0,rus,1818
-10.0,rus,1819
-10.0,rus,1820
-10.0,rus,1821
-10.0,rus,1822
-10.0,rus,1823
-10.0,rus,1824
-10.0,rus,1825
-10.0,rus,1826
-10.0,rus,1827
-10.0,rus,1828
-10.0,rus,1829
-10.0,rus,1830
-10.0,rus,1831
-10.0,rus,1832
-10.0,rus,1833
-10.0,rus,1834
-10.0,rus,1835
-10.0,rus,1836
-10.0,rus,1837
-10.0,rus,1838
-10.0,rus,1839
-10.0,rus,1840
-10.0,rus,1841
-10.0,rus,1842
-10.0,rus,1843
-10.0,rus,1844
-10.0,rus,1845
-10.0,rus,1846
-10.0,rus,1847
-10.0,rus,1848
-10.0,rus,1849
-10.0,rus,1850
-10.0,rus,1851
-10.0,rus,1852
-10.0,rus,1853
-10.0,rus,1854
-10.0,rus,1855
-10.0,rus,1856
-10.0,rus,1857
-10.0,rus,1858
-10.0,rus,1859
-10.0,rus,1860
-10.0,rus,1861
-10.0,rus,1862
-10.0,rus,1863
-10.0,rus,1864
-10.0,rus,1865
-10.0,rus,1866
-10.0,rus,1867
-10.0,rus,1868
-10.0,rus,1869
-10.0,rus,1870
-10.0,rus,1871
-10.0,rus,1872
-10.0,rus,1873
-10.0,rus,1874
-10.0,rus,1875
-10.0,rus,1876
-10.0,rus,1877
-10.0,rus,1878
-10.0,rus,1879
-10.0,rus,1880
-10.0,rus,1881
-10.0,rus,1882
-10.0,rus,1883
-10.0,rus,1884
-10.0,rus,1885
-10.0,rus,1886
-10.0,rus,1887
-10.0,rus,1888
-10.0,rus,1889
-10.0,rus,1890
-10.0,rus,1891
-10.0,rus,1892
-10.0,rus,1893
-10.0,rus,1894
-10.0,rus,1895
-10.0,rus,1896
-10.0,rus,1897
-10.0,rus,1898
-10.0,rus,1899
-10.0,rus,1900
-10.0,rus,1901
-10.0,rus,1902
-10.0,rus,1903
-10.0,rus,1904
-8.0,rus,1905
-6.0,rus,1906
-6.0,rus,1907
-6.0,rus,1908
-6.0,rus,1909
-6.0,rus,1910
-6.0,rus,1911
-6.0,rus,1912
-6.0,rus,1913
-6.0,rus,1914
-6.0,rus,1915
-6.0,rus,1916
-1.0,rus,1917
-1.0,rus,1918
-1.0,rus,1919
-1.0,rus,1920
-1.0,rus,1921
-1.0,rus,1922
-7.0,rus,1923
-7.0,rus,1924
-7.0,rus,1925
-7.0,rus,1926
-8.0,rus,1927
-8.0,rus,1928
-8.0,rus,1929
-8.0,rus,1930
-8.0,rus,1931
-8.0,rus,1932
-9.0,rus,1933
-9.0,rus,1934
-9.0,rus,1935
-9.0,rus,1936
-9.0,rus,1937
-9.0,rus,1938
-9.0,rus,1939
-9.0,rus,1940
-9.0,rus,1941
-9.0,rus,1942
-9.0,rus,1943
-9.0,rus,1944
-9.0,rus,1945
-9.0,rus,1946
-9.0,rus,1947
-9.0,rus,1948
-9.0,rus,1949
-9.0,rus,1950
-9.0,rus,1951
-9.0,rus,1952
-7.0,rus,1953
-7.0,rus,1954
-7.0,rus,1955
-7.0,rus,1956
-7.0,rus,1957
-7.0,rus,1958
-7.0,rus,1959
-7.0,rus,1960
-7.0,rus,1961
-7.0,rus,1962
-7.0,rus,1963
-7.0,rus,1964
-7.0,rus,1965
-7.0,rus,1966
-7.0,rus,1967
-7.0,rus,1968
-7.0,rus,1969
-7.0,rus,1970
-7.0,rus,1971
-7.0,rus,1972
-7.0,rus,1973
-7.0,rus,1974
-7.0,rus,1975
-7.0,rus,1976
-7.0,rus,1977
-7.0,rus,1978
-7.0,rus,1979
-7.0,rus,1980
-7.0,rus,1981
-7.0,rus,1982
-7.0,rus,1983
-7.0,rus,1984
-7.0,rus,1985
-7.0,rus,1986
-7.0,rus,1987
-6.0,rus,1988
-4.0,rus,1989
0.0,rus,1990
0.0,rus,1991
5.0,rus,1992
3.0,rus,1993
3.0,rus,1994
3.0,rus,1995
3.0,rus,1996
3.0,rus,1997
3.0,rus,1998
3.0,rus,1999
6.0,rus,2000
6.0,rus,2001
6.0,rus,2002
6.0,rus,2003
6.0,rus,2004
6.0,rus,2005
6.0,rus,2006
4.0,rus,2007
4.0,rus,2008
4.0,rus,2009
4.0,rus,2010
4.0,rus,2011
-5.0,rwa,1961
-5.0,rwa,1962
-5.0,rwa,1963
-5.0,rwa,1964
-5.0,rwa,1965
-5.0,rwa,1966
-5.0,rwa,1967
-5.0,rwa,1968
-5.0,rwa,1969
-5.0,rwa,1970
-5.0,rwa,1971
-5.0,rwa,1972
-7.0,rwa,1973
-7.0,rwa,1974
-7.0,rwa,1975
-7.0,rwa,1976
-7.0,rwa,1977
-7.0,rwa,1978
-7.0,rwa,1979
-7.0,rwa,1980
-7.0,rwa,1981
-7.0,rwa,1982
-7.0,rwa,1983
-7.0,rwa,1984
-7.0,rwa,1985
-7.0,rwa,1986
-7.0,rwa,1987
-7.0,rwa,1988
-7.0,rwa,1989
-7.0,rwa,1990
-7.0,rwa,1991
-7.0,rwa,1992
-7.0,rwa,1993
-6.0,rwa,1994
-6.0,rwa,1995
-6.0,rwa,1996
-6.0,rwa,1997
-6.0,rwa,1998
-6.0,rwa,1999
-4.0,rwa,2000
-4.0,rwa,2001
-4.0,rwa,2002
-3.0,rwa,2003
-3.0,rwa,2004
-3.0,rwa,2005
-3.0,rwa,2006
-3.0,rwa,2007
-3.0,rwa,2008
-3.0,rwa,2009
-4.0,rwa,2010
-4.0,rwa,2011
-10.0,sau,1926
-10.0,sau,1927
-10.0,sau,1928
-10.0,sau,1929
-10.0,sau,1930
-10.0,sau,1931
-10.0,sau,1932
-10.0,sau,1933
-10.0,sau,1934
-10.0,sau,1935
-10.0,sau,1936
-10.0,sau,1937
-10.0,sau,1938
-10.0,sau,1939
-10.0,sau,1940
-10.0,sau,1941
-10.0,sau,1942
-10.0,sau,1943
-10.0,sau,1944
-10.0,sau,1945
-10.0,sau,1946
-10.0,sau,1947
-10.0,sau,1948
-10.0,sau,1949
-10.0,sau,1950
-10.0,sau,1951
-10.0,sau,1952
-10.0,sau,1953
-10.0,sau,1954
-10.0,sau,1955
-10.0,sau,1956
-10.0,sau,1957
-10.0,sau,1958
-10.0,sau,1959
-10.0,sau,1960
-10.0,sau,1961
-10.0,sau,1962
-10.0,sau,1963
-10.0,sau,1964
-10.0,sau,1965
-10.0,sau,1966
-10.0,sau,1967
-10.0,sau,1968
-10.0,sau,1969
-10.0,sau,1970
-10.0,sau,1971
-10.0,sau,1972
-10.0,sau,1973
-10.0,sau,1974
-10.0,sau,1975
-10.0,sau,1976
-10.0,sau,1977
-10.0,sau,1978
-10.0,sau,1979
-10.0,sau,1980
-10.0,sau,1981
-10.0,sau,1982
-10.0,sau,1983
-10.0,sau,1984
-10.0,sau,1985
-10.0,sau,1986
-10.0,sau,1987
-10.0,sau,1988
-10.0,sau,1989
-10.0,sau,1990
-10.0,sau,1991
-10.0,sau,1992
-10.0,sau,1993
-10.0,sau,1994
-10.0,sau,1995
-10.0,sau,1996
-10.0,sau,1997
-10.0,sau,1998
-10.0,sau,1999
-10.0,sau,2000
-10.0,sau,2001
-10.0,sau,2002
-10.0,sau,2003
-10.0,sau,2004
-10.0,sau,2005
-10.0,sau,2006
-10.0,sau,2007
-10.0,sau,2008
-10.0,sau,2009
-10.0,sau,2010
-10.0,sau,2011
-1.0,sen,1960
-1.0,sen,1961
-4.0,sen,1962
-7.0,sen,1963
-7.0,sen,1964
-7.0,sen,1965
-7.0,sen,1966
-7.0,sen,1967
-7.0,sen,1968
-7.0,sen,1969
-7.0,sen,1970
-7.0,sen,1971
-7.0,sen,1972
-7.0,sen,1973
-6.0,sen,1974
-6.0,sen,1975
-6.0,sen,1976
-6.0,sen,1977
-2.0,sen,1978
-2.0,sen,1979
-2.0,sen,1980
-1.0,sen,1981
-1.0,sen,1982
-1.0,sen,1983
-1.0,sen,1984
-1.0,sen,1985
-1.0,sen,1986
-1.0,sen,1987
-1.0,sen,1988
-1.0,sen,1989
-1.0,sen,1990
-1.0,sen,1991
-1.0,sen,1992
-1.0,sen,1993
-1.0,sen,1994
-1.0,sen,1995
-1.0,sen,1996
-1.0,sen,1997
-1.0,sen,1998
-1.0,sen,1999
8.0,sen,2000
8.0,sen,2001
8.0,sen,2002
8.0,sen,2003
8.0,sen,2004
8.0,sen,2005
8.0,sen,2006
7.0,sen,2007
7.0,sen,2008
7.0,sen,2009
7.0,sen,2010
7.0,sen,2011
-7.0,srb,1830
-7.0,srb,1831
-7.0,srb,1832
-7.0,srb,1833
-7.0,srb,1834
-7.0,srb,1835
-7.0,srb,1836
-7.0,srb,1837
2.0,srb,1838
2.0,srb,1839
2.0,srb,1840
2.0,srb,1841
2.0,srb,1842
2.0,srb,1843
2.0,srb,1844
2.0,srb,1845
2.0,srb,1846
2.0,srb,1847
2.0,srb,1848
2.0,srb,1849
2.0,srb,1850
2.0,srb,1851
2.0,srb,1852
2.0,srb,1853
2.0,srb,1854
2.0,srb,1855
2.0,srb,1856
2.0,srb,1857
-9.0,srb,1858
-9.0,srb,1859
-4.0,srb,1860
0.0,srb,1861
0.0,srb,1862
0.0,srb,1863
0.0,srb,1864
0.0,srb,1865
0.0,srb,1866
0.0,srb,1867
-3.0,srb,1868
-5.0,srb,1869
-5.0,srb,1870
-5.0,srb,1871
-5.0,srb,1872
-5.0,srb,1873
-5.0,srb,1874
-5.0,srb,1875
-5.0,srb,1876
-5.0,srb,1877
-5.0,srb,1878
-5.0,srb,1879
-5.0,srb,1880
-5.0,srb,1881
-5.0,srb,1882
-5.0,srb,1883
-5.0,srb,1884
-5.0,srb,1885
-5.0,srb,1886
-5.0,srb,1887
-5.0,srb,1888
-5.0,srb,1889
-5.0,srb,1890
-5.0,srb,1891
-5.0,srb,1892
-5.0,srb,1893
-5.0,srb,1894
-5.0,srb,1895
-5.0,srb,1896
-5.0,srb,1897
-5.0,srb,1898
-5.0,srb,1899
-5.0,srb,1900
-5.0,srb,1901
-5.0,srb,1902
4.0,srb,1903
4.0,srb,1904
4.0,srb,1905
4.0,srb,1906
4.0,srb,1907
4.0,srb,1908
4.0,srb,1909
4.0,srb,1910
4.0,srb,1911
4.0,srb,1912
4.0,srb,1913
4.0,srb,1914
-10.0,srb,1915
-10.0,srb,1916
4.0,srb,1917
5.0,srb,1918
6.0,srb,1919
7.0,srb,1920
0.0,srb,1921
0.0,srb,1922
0.0,srb,1923
0.0,srb,1924
0.0,srb,1925
0.0,srb,1926
0.0,srb,1927
0.0,srb,1928
-10.0,srb,1929
-10.0,srb,1930
-10.0,srb,1931
-10.0,srb,1932
-10.0,srb,1933
-10.0,srb,1934
-9.0,srb,1935
-9.0,srb,1936
-5.0,srb,1937
-2.0,srb,1938
2.0,srb,1939
2.0,srb,1940
0.0,srb,1941
0.0,srb,1942
0.0,srb,1943
-4.0,srb,1944
-7.0,srb,1945
-7.0,srb,1946
-7.0,srb,1947
-7.0,srb,1948
-7.0,srb,1949
-7.0,srb,1950
-7.0,srb,1951
-7.0,srb,1952
-7.0,srb,1953
-7.0,srb,1954
-7.0,srb,1955
-7.0,srb,1956
-7.0,srb,1957
-7.0,srb,1958
-7.0,srb,1959
-7.0,srb,1960
-7.0,srb,1961
-7.0,srb,1962
-7.0,srb,1963
-7.0,srb,1964
-7.0,srb,1965
-7.0,srb,1966
-7.0,srb,1967
-7.0,srb,1968
-7.0,srb,1969
-7.0,srb,1970
-7.0,srb,1971
-7.0,srb,1972
-7.0,srb,1973
-7.0,srb,1974
-7.0,srb,1975
-7.0,srb,1976
-7.0,srb,1977
-7.0,srb,1978
-7.0,srb,1979
-5.0,srb,1980
-5.0,srb,1981
-5.0,srb,1982
-5.0,srb,1983
-5.0,srb,1984
-5.0,srb,1985
-5.0,srb,1986
-5.0,srb,1987
-5.0,srb,1988
-5.0,srb,1989
-5.0,srb,1990
-5.0,srb,1991
-5.0,srb,1992
-7.0,srb,1993
-7.0,srb,1994
-7.0,srb,1995
-7.0,srb,1996
-6.0,srb,1997
-6.0,srb,1998
-6.0,srb,1999
7.0,srb,2000
7.0,srb,2001
7.0,srb,2002
6.0,srb,2003
6.0,srb,2004
6.0,srb,2005
8.0,srb,2006
8.0,srb,2007
8.0,srb,2008
8.0,srb,2009
8.0,srb,2010
8.0,srb,2011
6.0,scg,2003
6.0,scg,2004
6.0,scg,2005
6.0,scg,2006
6.0,sle,1961
6.0,sle,1962
6.0,sle,1963
6.0,sle,1964
6.0,sle,1965
6.0,sle,1966
-7.0,sle,1967
1.0,sle,1968
1.0,sle,1969
1.0,sle,1970
-6.0,sle,1971
-6.0,sle,1972
-6.0,sle,1973
-6.0,sle,1974
-6.0,sle,1975
-6.0,sle,1976
-6.0,sle,1977
-7.0,sle,1978
-7.0,sle,1979
-7.0,sle,1980
-7.0,sle,1981
-7.0,sle,1982
-7.0,sle,1983
-7.0,sle,1984
-7.0,sle,1985
-7.0,sle,1986
-7.0,sle,1987
-7.0,sle,1988
-7.0,sle,1989
-7.0,sle,1990
-6.0,sle,1991
-7.0,sle,1992
-7.0,sle,1993
-7.0,sle,1994
-7.0,sle,1995
4.0,sle,1996
0.0,sle,1997
0.0,sle,1998
0.0,sle,1999
0.0,sle,2000
2.0,sle,2001
5.0,sle,2002
5.0,sle,2003
5.0,sle,2004
5.0,sle,2005
5.0,sle,2006
7.0,sle,2007
7.0,sle,2008
7.0,sle,2009
7.0,sle,2010
7.0,sle,2011
7.0,sgp,1959
7.0,sgp,1960
7.0,sgp,1961
7.0,sgp,1962
4.0,sgp,1963
1.0,sgp,1964
-2.0,sgp,1965
-2.0,sgp,1966
-2.0,sgp,1967
-2.0,sgp,1968
-2.0,sgp,1969
-2.0,sgp,1970
-2.0,sgp,1971
-2.0,sgp,1972
-2.0,sgp,1973
-2.0,sgp,1974
-2.0,sgp,1975
-2.0,sgp,1976
-2.0,sgp,1977
-2.0,sgp,1978
-2.0,sgp,1979
-2.0,sgp,1980
-2.0,sgp,1981
-2.0,sgp,1982
-2.0,sgp,1983
-2.0,sgp,1984
-2.0,sgp,1985
-2.0,sgp,1986
-2.0,sgp,1987
-2.0,sgp,1988
-2.0,sgp,1989
-2.0,sgp,1990
-2.0,sgp,1991
-2.0,sgp,1992
-2.0,sgp,1993
-2.0,sgp,1994
-2.0,sgp,1995
-2.0,sgp,1996
-2.0,sgp,1997
-2.0,sgp,1998
-2.0,sgp,1999
-2.0,sgp,2000
-2.0,sgp,2001
-2.0,sgp,2002
-2.0,sgp,2003
-2.0,sgp,2004
-2.0,sgp,2005
-2.0,sgp,2006
-2.0,sgp,2007
-2.0,sgp,2008
-2.0,sgp,2009
-2.0,sgp,2010
-2.0,sgp,2011
7.0,svk,1918
7.0,svk,1919
7.0,svk,1920
7.0,svk,1921
7.0,svk,1922
7.0,svk,1923
7.0,svk,1924
7.0,svk,1925
7.0,svk,1926
7.0,svk,1927
7.0,svk,1928
7.0,svk,1929
7.0,svk,1930
7.0,svk,1931
7.0,svk,1932
7.0,svk,1933
7.0,svk,1934
7.0,svk,1935
7.0,svk,1936
7.0,svk,1937
7.0,svk,1938
0.0,svk,1939
0.0,svk,1940
0.0,svk,1941
0.0,svk,1942
0.0,svk,1943
0.0,svk,1944
10.0,svk,1945
10.0,svk,1946
2.0,svk,1947
-7.0,svk,1948
-7.0,svk,1949
-7.0,svk,1950
-7.0,svk,1951
-7.0,svk,1952
-7.0,svk,1953
-7.0,svk,1954
-7.0,svk,1955
-7.0,svk,1956
-7.0,svk,1957
-7.0,svk,1958
-7.0,svk,1959
-7.0,svk,1960
-7.0,svk,1961
-7.0,svk,1962
-7.0,svk,1963
-7.0,svk,1964
-7.0,svk,1965
-7.0,svk,1966
-7.0,svk,1967
0.0,svk,1968
-7.0,svk,1969
-7.0,svk,1970
-7.0,svk,1971
-7.0,svk,1972
-7.0,svk,1973
-7.0,svk,1974
-7.0,svk,1975
-7.0,svk,1976
-7.0,svk,1977
-7.0,svk,1978
-7.0,svk,1979
-7.0,svk,1980
-7.0,svk,1981
-7.0,svk,1982
-7.0,svk,1983
-7.0,svk,1984
-7.0,svk,1985
-7.0,svk,1986
-7.0,svk,1987
-7.0,svk,1988
-6.0,svk,1989
8.0,svk,1990
8.0,svk,1991
8.0,svk,1992
7.0,svk,1993
7.0,svk,1994
7.0,svk,1995
7.0,svk,1996
7.0,svk,1997
9.0,svk,1998
9.0,svk,1999
9.0,svk,2000
9.0,svk,2001
9.0,svk,2002
9.0,svk,2003
9.0,svk,2004
9.0,svk,2005
10.0,svk,2006
10.0,svk,2007
10.0,svk,2008
10.0,svk,2009
10.0,svk,2010
10.0,svk,2011
0.0,svn,1921
0.0,svn,1922
0.0,svn,1923
0.0,svn,1924
0.0,svn,1925
0.0,svn,1926
0.0,svn,1927
0.0,svn,1928
-10.0,svn,1929
-10.0,svn,1930
-10.0,svn,1931
-10.0,svn,1932
-10.0,svn,1933
-10.0,svn,1934
-9.0,svn,1935
-9.0,svn,1936
-5.0,svn,1937
-2.0,svn,1938
2.0,svn,1939
2.0,svn,1940
0.0,svn,1941
0.0,svn,1942
0.0,svn,1943
-4.0,svn,1944
-7.0,svn,1945
-7.0,svn,1946
-7.0,svn,1947
-7.0,svn,1948
-7.0,svn,1949
-7.0,svn,1950
-7.0,svn,1951
-7.0,svn,1952
-7.0,svn,1953
-7.0,svn,1954
-7.0,svn,1955
-7.0,svn,1956
-7.0,svn,1957
-7.0,svn,1958
-7.0,svn,1959
-7.0,svn,1960
-7.0,svn,1961
-7.0,svn,1962
-7.0,svn,1963
-7.0,svn,1964
-7.0,svn,1965
-7.0,svn,1966
-7.0,svn,1967
-7.0,svn,1968
-7.0,svn,1969
-7.0,svn,1970
-7.0,svn,1971
-7.0,svn,1972
-7.0,svn,1973
-7.0,svn,1974
-7.0,svn,1975
-7.0,svn,1976
-7.0,svn,1977
-7.0,svn,1978
-7.0,svn,1979
-5.0,svn,1980
-5.0,svn,1981
-5.0,svn,1982
-5.0,svn,1983
-5.0,svn,1984
-5.0,svn,1985
-5.0,svn,1986
-5.0,svn,1987
-5.0,svn,1988
-5.0,svn,1989
-5.0,svn,1990
10.0,svn,1991
10.0,svn,1992
10.0,svn,1993
10.0,svn,1994
10.0,svn,1995
10.0,svn,1996
10.0,svn,1997
10.0,svn,1998
10.0,svn,1999
10.0,svn,2000
10.0,svn,2001
10.0,svn,2002
10.0,svn,2003
10.0,svn,2004
10.0,svn,2005
10.0,svn,2006
10.0,svn,2007
10.0,svn,2008
10.0,svn,2009
10.0,svn,2010
10.0,svn,2011
7.0,slb,1978
7.0,slb,1979
7.0,slb,1980
7.0,slb,1981
7.0,slb,1982
7.0,slb,1983
7.0,slb,1984
7.0,slb,1985
7.0,slb,1986
7.0,slb,1987
7.0,slb,1988
7.0,slb,1989
8.0,slb,1990
8.0,slb,1991
8.0,slb,1992
8.0,slb,1993
8.0,slb,1994
8.0,slb,1995
8.0,slb,1996
8.0,slb,1997
8.0,slb,1998
8.0,slb,1999
0.0,slb,2000
0.0,slb,2001
0.0,slb,2002
4.0,slb,2003
8.0,slb,2004
8.0,slb,2005
8.0,slb,2006
8.0,slb,2007
8.0,slb,2008
8.0,slb,2009
8.0,slb,2010
8.0,slb,2011
7.0,som,1960
7.0,som,1961
7.0,som,1962
7.0,som,1963
7.0,som,1964
7.0,som,1965
7.0,som,1966
7.0,som,1967
7.0,som,1968
-7.0,som,1969
-7.0,som,1970
-7.0,som,1971
-7.0,som,1972
-7.0,som,1973
-7.0,som,1974
-7.0,som,1975
-7.0,som,1976
-7.0,som,1977
-7.0,som,1978
-7.0,som,1979
-7.0,som,1980
-7.0,som,1981
-7.0,som,1982
-7.0,som,1983
-7.0,som,1984
-7.0,som,1985
-7.0,som,1986
-7.0,som,1987
-7.0,som,1988
-7.0,som,1989
-7.0,som,1990
0.0,som,1991
0.0,som,1992
0.0,som,1993
0.0,som,1994
0.0,som,1995
0.0,som,1996
0.0,som,1997
0.0,som,1998
0.0,som,1999
0.0,som,2000
0.0,som,2001
0.0,som,2002
0.0,som,2003
0.0,som,2004
0.0,som,2005
0.0,som,2006
0.0,som,2007
0.0,som,2008
0.0,som,2009
0.0,som,2010
0.0,som,2011
4.0,zaf,1910
4.0,zaf,1911
4.0,zaf,1912
4.0,zaf,1913
4.0,zaf,1914
4.0,zaf,1915
4.0,zaf,1916
4.0,zaf,1917
4.0,zaf,1918
4.0,zaf,1919
4.0,zaf,1920
4.0,zaf,1921
4.0,zaf,1922
4.0,zaf,1923
4.0,zaf,1924
4.0,zaf,1925
4.0,zaf,1926
4.0,zaf,1927
4.0,zaf,1928
4.0,zaf,1929
4.0,zaf,1930
4.0,zaf,1931
4.0,zaf,1932
4.0,zaf,1933
4.0,zaf,1934
4.0,zaf,1935
4.0,zaf,1936
4.0,zaf,1937
4.0,zaf,1938
4.0,zaf,1939
4.0,zaf,1940
4.0,zaf,1941
4.0,zaf,1942
4.0,zaf,1943
4.0,zaf,1944
4.0,zaf,1945
4.0,zaf,1946
4.0,zaf,1947
4.0,zaf,1948
4.0,zaf,1949
4.0,zaf,1950
4.0,zaf,1951
4.0,zaf,1952
4.0,zaf,1953
4.0,zaf,1954
4.0,zaf,1955
4.0,zaf,1956
4.0,zaf,1957
4.0,zaf,1958
4.0,zaf,1959
4.0,zaf,1960
4.0,zaf,1961
4.0,zaf,1962
4.0,zaf,1963
4.0,zaf,1964
4.0,zaf,1965
4.0,zaf,1966
4.0,zaf,1967
4.0,zaf,1968
4.0,zaf,1969
4.0,zaf,1970
4.0,zaf,1971
4.0,zaf,1972
4.0,zaf,1973
4.0,zaf,1974
4.0,zaf,1975
4.0,zaf,1976
4.0,zaf,1977
4.0,zaf,1978
4.0,zaf,1979
4.0,zaf,1980
4.0,zaf,1981
4.0,zaf,1982
4.0,zaf,1983
4.0,zaf,1984
4.0,zaf,1985
4.0,zaf,1986
4.0,zaf,1987
4.0,zaf,1988
4.0,zaf,1989
5.0,zaf,1990
5.0,zaf,1991
6.0,zaf,1992
8.0,zaf,1993
9.0,zaf,1994
9.0,zaf,1995
9.0,zaf,1996
9.0,zaf,1997
9.0,zaf,1998
9.0,zaf,1999
9.0,zaf,2000
9.0,zaf,2001
9.0,zaf,2002
9.0,zaf,2003
9.0,zaf,2004
9.0,zaf,2005
9.0,zaf,2006
9.0,zaf,2007
9.0,zaf,2008
9.0,zaf,2009
9.0,zaf,2010
9.0,zaf,2011
0.0,ssd,2011
-10.0,esp,1800
-10.0,esp,1801
-10.0,esp,1802
-10.0,esp,1803
-10.0,esp,1804
-10.0,esp,1805
-10.0,esp,1806
-10.0,esp,1807
-10.0,esp,1808
-10.0,esp,1809
-10.0,esp,1810
-10.0,esp,1811
-10.0,esp,1812
-10.0,esp,1813
-9.0,esp,1814
-9.0,esp,1815
-9.0,esp,1816
-9.0,esp,1817
-9.0,esp,1818
