geo,traffic_deaths_per_100000_people,time
jpn,7.979,1998
jpn,7.652,1999
jpn,7.442,2000
jpn,7.162,2001
jpn,6.688,2002
jpn,6.036,2003
jpn,5.706,2004
jpn,5.206,2005
jpn,4.696,2006
jpn,4.19,2007
jor,34.64,2002
jor,27.15,2004
jor,43.5,2007
kaz,15.49,1981
kaz,15.81,1982
kaz,12.16,1985
kaz,11.76,1986
kaz,13.09,1987
kaz,18.69,1988
kaz,23.46,1989
kaz,22.67,1990
kaz,22.37,1991
kaz,20.73,1992
kaz,18.95,1993
kaz,13.86,1994
kaz,14.16,1995
kaz,13.17,1996
kaz,12.92,1997
kaz,14.59,1998
kaz,10.91,1999
kaz,11.37,2000
kaz,13.13,2001
kaz,12.72,2002
kaz,13.72,2003
kaz,20.14,2004
kaz,24.63,2005
kaz,31.48,2006
kaz,31.11,2007
ken,27.29,2002
ken,31.48,2004
ken,43.9,2007
kir,5.223,2002
kir,5.258,2004
kir,7.2,2007
prk,13.59,2004
kor,15.71,1985
kor,16.07,1986
kor,19.59,1987
kor,19.77,1988
kor,26.48,1989
kor,33.43,1990
kor,32.82,1991
kor,31.46,1992
kor,31.3,1993
kor,34.66,1994
kor,38.97,1995
kor,38.06,1996
kor,32.71,1997
kor,24.75,1998
kor,25.05,1999
kor,24.04,2000
kor,19.47,2001
kor,17.38,2002
kor,17.14,2003
kor,14.85,2004
kor,13.92,2005
kor,13.6,2006
kor,11.8,2007
kwt,47.75,1972
kwt,45.85,1975
kwt,44.6,1976
kwt,54.05,1977
kwt,49.94,1978
kwt,48.19,1979
kwt,50.52,1980
kwt,43.69,1981
kwt,44.91,1982
kwt,48.02,1983
kwt,36.79,1984
kwt,38.25,1985
kwt,30.0,1986
kwt,30.66,1987
kwt,26.81,1993
kwt,24.17,1994
kwt,26.06,1995
kwt,24.41,1996
kwt,27.13,1997
kwt,18.65,1998
kwt,21.34,1999
kwt,23.68,2000
kwt,18.57,2001
kwt,18.1,2002
kwt,18.85,2004
kwt,20.3,2006
kgz,23.81,1981
kgz,21.39,1982
kgz,16.02,1985
kgz,16.43,1986
kgz,18.75,1987
kgz,20.77,1988
kgz,29.57,1989
kgz,26.15,1990
kgz,27.66,1991
kgz,20.56,1992
kgz,16.66,1993
kgz,12.58,1994
kgz,12.96,1995
kgz,12.78,1996
kgz,12.16,1997
kgz,9.937,1998
kgz,9.698,1999
kgz,9.201,2000
kgz,11.03,2001
kgz,13.12,2002
kgz,15.33,2003
kgz,16.47,2004
kgz,14.83,2005
kgz,15.58,2006
kgz,19.26,2007
lao,28.8,2002
lao,26.76,2004
lao,24.0,2007
lva,28.22,1980
lva,27.28,1981
lva,25.91,1982
lva,26.96,1983
lva,25.21,1984
lva,21.69,1985
lva,18.26,1986
lva,20.12,1987
lva,24.09,1988
lva,33.78,1989
lva,38.09,1990
lva,39.27,1991
lva,30.4,1992
lva,28.93,1993
lva,34.28,1994
lva,29.42,1995
lva,23.71,1996
lva,21.47,1997
lva,26.94,1998
lva,25.36,1999
lva,25.29,2000
lva,22.68,2001
lva,21.62,2002
lva,20.08,2003
lva,18.65,2004
lva,17.5,2005
lva,15.97,2006
lva,16.34,2007
lbn,47.49,2002
lbn,44.48,2004
lbn,30.8,2007
lso,26.75,2002
lso,17.27,2004
lso,34.6,2007
lbr,55.3,2002
lbr,34.09,2004
lbr,42.5,2007
lby,22.64,2002
lby,24.52,2004
lby,50.4,2007
ltu,23.64,1981
ltu,25.79,1982
ltu,20.29,1985
ltu,18.54,1986
ltu,18.15,1987
ltu,25.05,1988
ltu,30.39,1989
ltu,29.3,1990
ltu,36.44,1991
ltu,24.31,1992
ltu,28.41,1993
ltu,22.57,1994
ltu,20.77,1995
ltu,21.11,1996
ltu,21.27,1997
ltu,25.48,1998
ltu,20.09,1999
ltu,19.76,2000
ltu,19.44,2001
ltu,19.58,2002
ltu,19.92,2003
ltu,19.41,2004
ltu,21.24,2005
ltu,21.57,2006
ltu,21.29,2007
lux,13.85,2002
lux,11.5,2004
mkd,8.025,1991
mkd,7.376,1992
mkd,6.314,1993
mkd,5.108,1994
mkd,4.553,1995
mkd,7.491,1996
mkd,6.997,1997
mkd,7.04,1998
mkd,5.569,1999
mkd,5.098,2000
mkd,4.716,2001
mkd,6.699,2002
mkd,5.895,2003
mkd,8.769,2004
mkd,6.5,2006
mdg,35.12,2002
mdg,23.92,2004
mdg,40.4,2007
mwi,31.57,2002
mwi,25.79,2004
mwi,33.0,2007
mys,16.46,2002
mys,16.95,2004
mys,26.3,2007
mdv,13.95,2002
mdv,29.67,2004
mdv,26.3,2007
mli,45.4,2002
mli,34.5,2004
mli,38.6,2007
mlt,4.131,2002
mlt,3.221,2004
mlt,3.2,2007
mhl,13.53,2002
mhl,12.41,2004
mhl,1.8,2007
mrt,42.99,2002
mrt,27.49,2004
mrt,41.1,2007
mus,17.08,1961
mus,12.94,1962
mus,9.265,1963
mus,13.53,1964
mus,11.87,1965
mus,12.7,1966
mus,10.12,1967
mus,10.64,1968
mus,13.08,1969
mus,18.46,1970
mus,13.59,1971
mus,17.38,1972
mus,20.29,1973
mus,23.68,1974
mus,28.42,1975
mus,25.88,1976
mus,21.01,1977
mus,20.18,1978
mus,18.94,1979
mus,4.905,1980
mus,4.733,1981
mus,1.741,1982
mus,0.322,1983
mus,1.148,1984
mus,1.983,1985
mus,2.218,1986
mus,10.45,1987
mus,16.7,1988
mus,16.1,1989
mus,18.42,1990
mus,20.84,1991
mus,17.18,1992
mus,18.99,1993
mus,17.68,1994
mus,18.79,1995
mus,13.98,1996
mus,13.75,1997
mus,14.68,1998
mus,16.98,1999
mus,15.94,2000
mus,14.32,2001
mus,18.32,2002
mus,15.02,2003
mus,14.56,2004
mus,10.71,2005
mus,11.87,2006
mus,11.95,2007
mex,2.059,1955
mex,2.964,1956
mex,3.046,1957
mex,3.388,1958
mex,3.612,1959
mex,3.496,1960
mex,3.614,1961
mex,3.674,1962
mex,7.402,1963
mex,8.726,1964
mex,8.344,1965
mex,8.484,1966
mex,8.601,1967
mex,9.791,1968
mex,9.06,1969
mex,8.985,1970
mex,10.41,1971
mex,11.05,1972
mex,10.99,1973
mex,19.11,1974
mex,20.18,1975
mex,22.67,1976
mex,25.24,1977
mex,24.38,1978
mex,27.26,1979
mex,27.32,1980
mex,31.36,1981
mex,27.96,1982
mex,26.19,1983
mex,19.89,1984
mex,19.9,1985
mex,19.59,1986
mex,19.19,1987
mex,19.71,1988
mex,20.57,1989
mex,20.34,1990
mex,20.05,1991
mex,19.43,1992
mex,19.42,1993
mex,19.12,1994
mex,17.49,1995
mex,17.65,1996
mex,17.57,1997
mex,13.66,1998
mex,13.48,1999
mex,11.58,2000
mex,11.48,2001
mex,12.26,2002
mex,12.1,2003
mex,12.23,2004
mex,12.88,2005
mex,13.35,2006
mex,11.52,2007
fsm,7.676,2002
fsm,7.04,2004
fsm,16.4,2007
mda,24.78,1981
mda,26.38,1982
mda,19.18,1985
mda,20.33,1986
mda,18.01,1987
mda,23.87,1988
mda,30.86,1989
mda,29.21,1990
mda,25.63,1991
mda,23.81,1992
mda,15.6,1993
mda,17.3,1994
mda,17.41,1995
mda,15.47,1996
mda,17.2,1997
mda,15.08,1998
mda,11.76,1999
mda,12.08,2000
mda,14.07,2001
mda,13.45,2002
mda,13.55,2003
mda,13.93,2004
mda,12.87,2005
mda,12.01,2006
mda,13.73,2007
mco,10.81,2002
mco,10.33,2004
mng,47.56,2002
mng,42.32,2004
mng,21.3,2007
mne,20.4,2007
mar,23.21,2002
mar,22.32,2004
mar,33.4,2007
moz,17.94,2002
moz,32.36,2004
moz,43.0,2007
mmr,19.29,2002
mmr,17.34,2004
mmr,25.7,2007
nam,27.04,2002
nam,25.37,2004
nam,38.3,2007
nru,25.14,2002
nru,26.21,2004
nru,12.9,2007
npl,19.67,2002
npl,18.03,2004
npl,19.2,2007
nld,8.106,1950
nld,9.378,1951
nld,9.271,1952
nld,10.9,1953
nld,12.55,1954
nld,13.25,1955
nld,14.01,1956
nld,15.51,1957
nld,13.74,1958
nld,14.9,1959
nld,16.61,1960
nld,16.62,1961
nld,17.51,1962
nld,16.59,1963
nld,19.34,1964
nld,19.33,1965
nld,20.51,1966
nld,21.89,1967
nld,21.51,1968
nld,22.85,1969
nld,23.61,1970
nld,23.23,1971
nld,22.99,1972
nld,21.95,1973
nld,17.9,1974
nld,16.14,1975
nld,16.83,1976
nld,17.64,1977
nld,15.79,1978
nld,13.32,1979
nld,12.66,1980
nld,11.55,1981
nld,11.1,1982
nld,11.08,1983
nld,10.67,1984
nld,9.13,1985
nld,9.508,1986
nld,8.993,1987
nld,8.344,1988
nld,8.934,1989
nld,8.191,1990
nld,7.895,1991
nld,7.882,1992
nld,7.488,1993
nld,7.61,1994
nld,7.466,1995
nld,7.226,1996
nld,6.856,1997
nld,6.273,1998
nld,6.707,1999
nld,6.636,2000
nld,5.877,2001
nld,6.012,2002
nld,6.152,2003
nld,4.859,2004
nld,4.283,2005
nld,4.144,2006
nld,4.372,2007
nzl,12.91,1950
nzl,15.91,1951
nzl,15.31,1952
nzl,16.53,1953
nzl,16.46,1954
nzl,18.1,1955
nzl,16.19,1956
nzl,19.22,1957
nzl,18.66,1958
nzl,16.57,1959
nzl,15.77,1960
nzl,17.52,1961
nzl,17.77,1962
nzl,17.04,1963
nzl,17.86,1964
nzl,21.63,1965
nzl,21.83,1966
nzl,23.55,1967
nzl,20.31,1968
nzl,21.51,1969
nzl,23.56,1970
nzl,23.8,1971
nzl,24.23,1972
nzl,28.43,1973
nzl,23.74,1974
nzl,22.05,1975
nzl,21.09,1976
nzl,27.88,1977
nzl,21.53,1978
nzl,18.17,1979
nzl,18.89,1980
nzl,21.03,1981
nzl,21.91,1982
nzl,18.75,1983
nzl,20.46,1984
nzl,21.76,1985
nzl,22.64,1986
nzl,23.84,1987
nzl,21.46,1988
nzl,22.46,1989
nzl,21.64,1990
nzl,18.57,1991
nzl,18.05,1992
nzl,16.9,1993
nzl,16.08,1994
nzl,16.18,1995
nzl,14.3,1996
nzl,14.07,1997
nzl,13.82,1998
nzl,13.25,1999
nzl,11.65,2000
nzl,11.66,2001
nzl,10.95,2002
nzl,11.9,2003
nzl,10.79,2004
nzl,9.94,2005
nzl,9.326,2006
nzl,10.0,2007
nic,21.38,2002
nic,16.76,2004
nic,17.7,2007
ner,50.62,2002
ner,39.79,2004
ner,46.0,2007
nga,30.46,2002
nga,29.39,2004
nga,39.0,2007
niu,8.926,2002
niu,7.569,2004
prk,14.31,2002
nor,5.101,1951
nor,5.542,1952
nor,5.89,1953
nor,5.926,1954
nor,6.607,1955
nor,8.81,1956
nor,9.093,1957
nor,8.066,1958
nor,8.812,1959
nor,8.357,1960
nor,9.994,1961
nor,9.299,1962
nor,10.61,1963
nor,10.85,1964
nor,11.74,1965
nor,12.13,1966
nor,12.36,1967
nor,12.82,1968
nor,12.84,1969
nor,14.38,1970
nor,12.94,1971
nor,12.46,1972
nor,13.27,1973
nor,12.75,1974
nor,13.0,1975
nor,11.93,1976
nor,10.81,1977
nor,10.65,1978
nor,10.51,1979
nor,8.781,1980
nor,8.848,1981
nor,9.758,1982
nor,9.752,1983
nor,9.817,1984
nor,9.717,1985
nor,10.55,1986
nor,9.141,1987
nor,8.092,1988
nor,8.707,1989
nor,7.588,1990
nor,7.26,1991
nor,6.875,1992
nor,6.063,1993
nor,6.238,1994
nor,6.768,1995
nor,5.77,1996
nor,6.764,1997
nor,7.968,1998
nor,6.888,1999
nor,7.713,2000
nor,5.99,2001
nor,7.084,2002
nor,6.253,2003
nor,5.894,2004
nor,5.042,2005
nor,4.521,2006
nor,4.517,2007
omn,14.32,2002
omn,13.52,2004
omn,24.6,2007
pak,16.33,2002
pak,15.01,2004
pak,34.1,2007
plw,9.2,2002
plw,8.076,2004
plw,16.1,2007
pan,21.33,1984
pan,19.95,1985
pan,20.91,1986
pan,21.47,1987
pan,15.75,1988
pan,15.9,1989
pan,16.4,1996
pan,20.4,1997
pan,21.87,1998
pan,20.27,1999
pan,14.91,2000
pan,15.23,2001
pan,15.53,2002
pan,15.2,2003
pan,13.6,2004
pan,15.26,2006
pan,13.6,2007
png,20.47,2002
png,19.58,2004
png,18.8,2007
pry,10.38,1994
pry,11.42,1995
pry,10.02,1996
pry,11.39,1997
pry,9.46,1998
pry,10.14,1999
pry,8.174,2000
pry,9.75,2001
pry,7.62,2002
pry,9.314,2003
pry,10.01,2004
pry,12.24,2005
pry,14.09,2006
pry,22.8,2007
per,18.18,2002
per,15.76,2004
per,24.7,2007
phl,6.251,1992
phl,6.632,1993
phl,8.84,1997
phl,8.844,1998
phl,8.749,1999
phl,8.759,2000
phl,8.687,2001
phl,9.196,2002
phl,9.259,2003
phl,12.35,2004
phl,24.9,2007
pol,4.692,1959
pol,4.69,1960
pol,7.03,1961
pol,7.256,1962
pol,6.767,1963
pol,7.717,1964
pol,8.618,1965
pol,9.719,1966
pol,10.01,1967
pol,11.42,1968
pol,11.12,1969
pol,11.62,1970
pol,12.38,1971
pol,16.67,1983
pol,15.1,1984
pol,14.31,1985
pol,14.13,1986
pol,13.91,1987
pol,14.58,1988
pol,19.99,1989
pol,21.9,1990
pol,22.89,1991
pol,19.51,1992
pol,17.56,1993
pol,18.41,1994
pol,18.26,1995
pol,16.86,1996
pol,16.4,1999
pol,15.46,2000
pol,13.57,2001
pol,14.07,2002
pol,13.33,2003
pol,13.57,2004
pol,12.69,2005
pol,11.79,2006
pol,12.77,2007
prt,7.225,1955
prt,7.039,1956
prt,6.74,1957
prt,7.902,1958
prt,9.788,1959
prt,9.377,1960
prt,11.32,1961
prt,10.41,1962
prt,11.51,1963
prt,13.88,1964
prt,14.1,1965
prt,16.44,1966
prt,17.07,1967
prt,18.26,1968
prt,19.84,1969
prt,22.51,1970
prt,27.7,1971
prt,25.21,1972
prt,28.92,1973
prt,28.79,1974
prt,34.9,1975
prt,33.28,1976
prt,26.91,1977
prt,27.88,1978
prt,29.94,1979
prt,27.0,1980
prt,33.23,1981
prt,31.39,1982
prt,29.65,1983
prt,26.41,1984
prt,25.0,1985
prt,23.72,1986
prt,25.46,1987
prt,26.72,1988
prt,26.16,1989
prt,25.86,1990
prt,27.31,1991
prt,25.74,1992
prt,22.45,1993
prt,20.21,1994
prt,22.52,1995
prt,20.23,1996
prt,18.12,1997
prt,17.15,1998
prt,14.1,1999
prt,12.1,2000
prt,16.33,2001
prt,18.34,2002
prt,16.25,2003
prt,17.13,2004
prt,9.3,2007
pri,12.8,2007
qat,23.21,2002
qat,19.77,2004
qat,23.7,2007
rou,11.57,1989
rou,22.42,1990
rou,18.17,1991
rou,16.81,1992
rou,15.96,1993
rou,19.39,1994
rou,19.1,1995
rou,19.2,1996
rou,17.83,1997
rou,16.81,1998
rou,10.68,1999
rou,10.84,2000
rou,11.24,2001
rou,10.22,2002
rou,10.14,2003
rou,10.56,2004
rou,11.28,2005
rou,11.13,2006
rou,11.83,2007
rus,17.42,1980
rus,18.35,1981
rus,17.55,1982
rus,16.54,1983
rus,15.66,1984
rus,13.77,1985
rus,12.73,1986
rus,13.43,1987
rus,18.56,1988
rus,22.88,1989
rus,24.13,1990
rus,25.3,1991
rus,24.49,1992
rus,25.06,1993
rus,23.23,1994
rus,21.68,1995
rus,19.06,1996
rus,18.01,1997
rus,19.44,1998
rus,24.9,1999
rus,25.64,2000
rus,26.33,2001
rus,26.99,2002
rus,27.82,2003
rus,26.51,2004
rus,25.49,2005
rus,24.4,2006
rus,23.2,2007
rwa,35.08,2002
rwa,38.69,2004
rwa,40.1,2007
kna,13.59,2004
lca,18.64,2004
lca,17.8,2007
vct,8.783,2004
vct,7.1,2007
wsm,8.654,2002
wsm,8.599,2004
wsm,15.1,2007
smr,11.55,2002
smr,9.911,2004
smr,3.1,2007
stp,25.76,2002
stp,30.7,2004
stp,37.0,2007
sau,25.85,2002
sau,26.35,2004
sau,31.2,2007
sen,35.82,2002
sen,27.44,2004
sen,37.9,2007
srb,11.57,1998
srb,9.228,1999
srb,8.378,2000
srb,10.55,2001
srb,7.099,2002
srb,5.903,2003
srb,6.551,2004
srb,7.638,2005
srb,9.584,2006
srb,10.21,2007
scg,10.04,1997
scg,9.859,1998
scg,8.235,1999
scg,7.418,2000
scg,10.14,2001
scg,6.617,2002
scg,8.032,2004
syc,11.18,2002
syc,10.58,2004
syc,18.0,2007
sle,72.49,2002
sle,57.27,2004
sle,32.8,2007
sgp,15.08,1963
sgp,16.62,1964
sgp,18.03,1965
sgp,18.83,1966
sgp,16.82,1967
sgp,22.88,1968
sgp,20.83,1969
sgp,17.84,1970
sgp,20.84,1971
sgp,21.53,1972
sgp,21.93,1973
sgp,15.82,1974
sgp,15.42,1975
sgp,13.77,1976
sgp,13.1,1977
sgp,15.01,1978
sgp,11.84,1979
sgp,11.89,1980
sgp,13.52,1981
sgp,13.73,1982
sgp,14.8,1983
sgp,13.98,1984
sgp,12.15,1985
sgp,10.42,1986
sgp,9.402,1987
sgp,9.48,1988
sgp,9.513,1989
sgp,9.327,1990
sgp,7.652,1991
sgp,7.157,1992
sgp,7.478,1993
sgp,7.208,1994
sgp,6.255,1995
sgp,6.158,1996
sgp,7.334,1997
sgp,5.419,1998
sgp,5.202,1999
sgp,5.414,2000
sgp,5.257,2001
sgp,5.08,2002
sgp,5.44,2003
sgp,4.818,2004
sgp,4.173,2005
sgp,4.8,2007
svk,17.52,1992
svk,14.74,1993
svk,13.8,1994
svk,14.57,1995
svk,13.29,1996
svk,16.09,1997
svk,17.0,1998
svk,13.81,1999
svk,13.34,2000
svk,12.81,2001
svk,11.97,2002
svk,12.72,2003
svk,11.84,2004
svk,11.44,2005
svk,13.6,2007
svn,20.26,1985
svn,20.19,1986
svn,21.1,1987
svn,22.68,1988
svn,22.92,1989
svn,21.43,1990
svn,21.17,1991
svn,21.19,1992
svn,22.49,1993
svn,24.44,1994
svn,18.33,1995
svn,17.37,1996
svn,15.98,1997
svn,13.62,1998
svn,14.13,1999
svn,13.03,2000
svn,13.37,2001
svn,11.65,2002
svn,10.69,2003
svn,11.91,2004
svn,11.62,2005
svn,12.26,2006
svn,13.47,2007
slb,7.283,2002
slb,7.181,2004
slb,19.8,2007
som,39.04,2002
som,20.17,2004
zaf,34.37,2002
zaf,43.51,2004
zaf,37.0,2007
esp,3.659,1951
esp,3.306,1952
esp,3.408,1953
esp,4.715,1954
esp,5.18,1955
esp,5.899,1956
esp,5.525,1957
esp,5.791,1958
esp,6.014,1959
esp,8.545,1960
esp,9.615,1961
esp,9.984,1962
esp,8.524,1963
esp,8.963,1964
esp,9.886,1965
esp,11.53,1966
esp,12.01,1967
esp,10.41,1968
esp,13.09,1969
esp,13.5,1970
esp,13.63,1971
esp,14.33,1972
esp,15.38,1973
esp,13.63,1974
esp,14.86,1975
esp,16.67,1976
esp,17.39,1977
esp,17.77,1978
esp,17.35,1979
esp,16.1,1980
esp,14.77,1981
esp,12.13,1982
esp,13.14,1983
esp,13.96,1984
esp,14.13,1985
esp,15.26,1986
esp,16.28,1987
esp,17.96,1988
esp,19.85,1989
esp,19.03,1990
esp,18.38,1991
esp,15.94,1992
esp,14.56,1993
esp,13.08,1994
esp,13.35,1995
esp,12.9,1996
esp,13.18,1997
esp,14.18,1998
esp,13.72,1999
esp,13.76,2000
esp,12.75,2001
esp,12.01,2002
esp,12.03,2003
esp,10.39,2004
esp,9.536,2005
esp,8.3,2006
lka,2.939,1950
lka,4.039,1951
lka,3.78,1952
lka,4.223,1953
lka,4.197,1954
lka,3.773,1955
lka,3.441,1956
lka,3.81,1957
lka,4.12,1958
lka,3.457,1959
lka,2.709,1960
lka,2.3,1961
lka,3.926,1962
lka,2.667,1963
lka,2.455,1964
lka,1.789,1965
lka,2.179,1966
lka,2.122,1967
lka,2.132,1968
lka,3.57,1977
lka,5.979,1980
lka,7.573,1981
lka,8.887,1983
lka,7.688,1984
lka,5.527,1985
lka,3.74,1986
lka,8.996,2002
lka,7.94,2004
lka,13.9,2007
kna,14.69,2002
lca,16.23,2002
vct,5.19,2002
sdn,32.97,2002
sdn,50.11,2004
sdn,37.4,2007
sur,25.5,2002
sur,30.97,2004
sur,19.8,2007
swz,22.17,2002
swz,30.68,2004
swz,32.5,2007
swe,10.28,1951
swe,10.98,1952
swe,12.89,1953
swe,12.92,1954
swe,12.57,1955
swe,12.75,1956
swe,12.83,1957
swe,12.98,1958
swe,13.18,1959
swe,13.67,1960
swe,14.07,1961
swe,14.58,1962
swe,15.34,1963
swe,15.94,1964
swe,16.27,1965
swe,16.1,1966
swe,13.51,1967
swe,15.45,1968
swe,15.49,1969
swe,15.68,1970
swe,14.8,1971
swe,14.15,1972
swe,14.01,1973
swe,13.96,1974
swe,13.94,1975
swe,13.61,1976
swe,11.77,1977
swe,12.0,1978
swe,10.94,1979
swe,10.13,1980
swe,9.334,1981
swe,8.62,1982
swe,8.874,1983
swe,9.118,1984
swe,9.143,1985
swe,9.491,1986
swe,8.603,1987
swe,8.922,1988
swe,9.454,1989
swe,8.295,1990
swe,7.6,1991
swe,7.516,1992
swe,6.321,1993
swe,5.297,1994
swe,5.261,1995
swe,5.075,1996
swe,5.082,1997
swe,5.114,1998
swe,5.296,1999
swe,5.732,2000
swe,5.853,2001
swe,5.251,2002
swe,5.156,2003
swe,4.618,2004
swe,4.378,2005
swe,4.541,2006
swe,4.195,2007
che,13.93,1951
che,15.19,1952
che,16.39,1953
che,16.55,1954
che,18.31,1955
che,18.36,1956
che,20.65,1957
che,20.3,1958
che,19.51,1959
che,22.09,1960
che,22.81,1961
che,22.72,1962
che,21.59,1963
che,22.54,1964
che,20.44,1965
che,20.64,1966
che,23.52,1967
che,22.14,1968
che,21.58,1969
che,24.51,1970
che,27.34,1971
che,26.09,1972
che,21.9,1973
che,20.7,1974
che,18.5,1975
che,17.87,1976
che,19.12,1977
che,18.51,1978
che,18.45,1979
che,17.66,1980
che,16.9,1981
che,17.04,1982
che,16.77,1983
che,15.65,1984
che,13.08,1985
che,14.66,1986
che,13.37,1987
che,13.16,1988
che,12.92,1989
che,12.82,1990
che,11.64,1991
che,10.08,1992
che,9.217,1993
che,8.393,1994
che,9.894,1995
che,8.295,1996
che,8.305,1997
che,7.948,1998
che,7.57,1999
che,7.876,2000
che,6.96,2001
che,6.509,2002
che,7.237,2003
che,6.417,2004
che,4.846,2005
che,4.878,2006
che,4.846,2007
syr,16.72,2002
syr,15.92,2004
syr,42.5,2007
tjk,5.32,2002
tjk,4.797,2004
tjk,19.4,2007
tza,33.59,2002
tza,34.04,2004
tza,43.2,2007
tha,29.31,2002
tha,24.31,2004
tha,19.1,2007
tls,22.4,2002
tls,16.56,2004
tls,22.8,2007
tgo,36.52,2002
tgo,26.62,2004
tgo,33.5,2007
ton,6.163,2002
ton,5.288,2004
ton,7.7,2007
tto,0.8999,1951
tto,2.021,1952
tto,15.78,1953
tto,14.62,1954
tto,17.0,1955
tto,13.15,1956
tto,12.99,1957
tto,15.78,1958
tto,19.19,1960
tto,20.68,1961
tto,14.02,1962
tto,10.15,1963
tto,18.56,1967
tto,15.56,1968
tto,20.45,1970
tto,18.94,1971
tto,24.52,1972
tto,25.26,1973
tto,22.99,1974
tto,20.23,1975
tto,24.77,1976
tto,23.67,1977
tto,20.56,1978
tto,21.37,1979
tto,19.42,1980
tto,16.28,1981
tto,24.11,1982
tto,18.33,1983
tto,20.14,1984
tto,20.9,1985
tto,17.0,1986
tto,16.21,1987
tto,11.48,1988
tto,12.13,1989
tto,12.03,1990
tto,13.37,1991
tto,11.36,1992
tto,13.51,1993
tto,11.07,1994
tto,9.679,1995
tto,14.1,1996
tto,10.75,1997
tto,12.11,1998
tto,14.78,1999
tto,12.99,2000
tto,15.08,2001
tto,13.59,2002
tto,16.2,2004
tto,15.2,2007
tun,36.62,2002
tun,28.17,2004
tun,38.0,2007
tur,9.295,2002
tur,12.12,2004
tur,14.1,2007
tkm,15.42,1981
tkm,13.08,1982
tkm,13.23,1985
tkm,12.03,1986
tkm,15.0,1987
tkm,17.85,1988
tkm,16.18,1989
tkm,17.54,1990
tkm,18.32,1991
tkm,17.08,1992
tkm,16.33,1993
tkm,11.91,1994
tkm,8.556,1995
tkm,7.937,1996
tkm,8.042,1997
tkm,8.044,1998
tkm,10.47,2002
tkm,9.408,2004
tkm,20.5,2007
tuv,12.56,2002
tuv,13.26,2004
tuv,10.3,2006
uga,32.68,2002
uga,35.32,2004
uga,29.0,2007
ukr,14.71,1981
ukr,14.26,1982
ukr,11.42,1985
ukr,12.6,1986
ukr,12.87,1987
ukr,17.48,1988
ukr,21.82,1989
ukr,22.82,1990
ukr,20.77,1991
ukr,18.98,1992
ukr,15.97,1993
ukr,15.73,1994
ukr,15.16,1995
ukr,13.05,1996
ukr,11.64,1997
ukr,11.01,1998
ukr,10.15,1999
ukr,10.75,2000
ukr,13.94,2001
ukr,15.25,2002
ukr,15.12,2003
ukr,15.45,2004
ukr,19.2,2005
ukr,19.39,2006
ukr,19.8,2007
are,55.8,2002
are,29.01,2004
are,45.5,2007
gbr,9.472,1950
gbr,10.18,1951
gbr,9.171,1952
gbr,9.822,1953
gbr,10.08,1954
gbr,10.96,1955
gbr,10.89,1956
gbr,10.7,1957
gbr,11.69,1958
gbr,12.82,1959
gbr,13.93,1960
gbr,13.87,1961
gbr,12.85,1962
gbr,12.98,1963
gbr,14.71,1964
gbr,14.89,1965
gbr,14.81,1966
gbr,14.16,1967
gbr,12.6,1968
gbr,13.26,1969
gbr,13.48,1970
gbr,13.96,1971
gbr,13.85,1972
gbr,14.07,1973
gbr,12.72,1974
gbr,11.81,1975
gbr,12.21,1976
gbr,11.87,1977
gbr,13.29,1978
gbr,11.82,1979
gbr,11.38,1980
gbr,8.343,1981
gbr,10.34,1982
gbr,9.907,1983
gbr,9.662,1984
gbr,9.255,1985
gbr,9.185,1986
gbr,9.06,1987
gbr,8.625,1988
gbr,9.028,1989
gbr,9.195,1990
gbr,8.415,1991
gbr,7.641,1992
gbr,6.366,1993
gbr,6.162,1994
gbr,5.903,1995
gbr,6.036,1996
gbr,6.046,1997
gbr,5.553,1998
gbr,5.531,1999
gbr,5.413,2000
gbr,5.476,2001
gbr,5.674,2002
gbr,5.718,2003
gbr,5.459,2004
gbr,5.257,2005
gbr,5.362,2006
gbr,4.958,2007
usa,23.35,1950
usa,24.6,1951
usa,24.98,1952
usa,24.85,1953
usa,22.99,1954
usa,24.55,1955
usa,25.04,1956
usa,24.0,1957
usa,22.49,1958
usa,22.7,1959
usa,22.48,1960
usa,22.04,1961
usa,23.12,1962
usa,24.24,1963
usa,25.66,1964
usa,26.4,1965
usa,28.08,1966
usa,27.54,1967
usa,28.1,1968
usa,28.12,1969
usa,26.98,1970
usa,26.27,1971
usa,26.72,1972
usa,26.04,1973
usa,21.44,1974
usa,20.66,1975
usa,20.8,1976
usa,21.58,1977
usa,22.56,1978
usa,22.3,1979
usa,21.87,1980
usa,20.91,1981
usa,18.48,1982
usa,17.75,1983
usa,18.32,1984
usa,18.07,1985
usa,18.75,1986
usa,18.8,1987
usa,18.99,1988
usa,18.3,1989
usa,17.88,1990
usa,16.5,1991
usa,15.3,1992
usa,15.49,1993
usa,15.64,1994
usa,15.81,1995
usa,15.7,1996
usa,15.42,1997
usa,15.14,1998
usa,15.0,1999
usa,14.73,2000
usa,14.68,2001
usa,15.03,2002
usa,14.7,2003
usa,14.57,2004
usa,14.49,2005
usa,13.3,2006
ury,7.034,1955
ury,7.508,1956
ury,6.13,1957
ury,5.778,1958
ury,5.502,1959
ury,4.968,1960
ury,7.035,1963
ury,6.464,1964
ury,6.977,1965
ury,7.622,1966
ury,6.092,1967
ury,6.153,1968
ury,6.319,1969
ury,6.877,1970
ury,7.038,1971
