geo,year_categorization_1820_2010,time
msr,1840,1840
msr,1850,1850
msr,1860,1860
msr,1870,1870
msr,1880,1880
msr,1890,1890
msr,1900,1900
msr,1910,1910
msr,1920,1920
msr,1930,1930
msr,1940,1940
msr,1950,1950
msr,1960,1960
msr,1970,1970
msr,1980,1980
msr,1990,1990
msr,2000,2000
msr,2010,2010
mar,1820,1820
mar,1830,1830
mar,1840,1840
mar,1850,1850
mar,1860,1860
mar,1870,1870
mar,1880,1880
mar,1890,1890
mar,1900,1900
mar,1910,1910
mar,1920,1920
mar,1930,1930
mar,1940,1940
mar,1950,1950
mar,1960,1960
mar,1970,1970
mar,1980,1980
mar,1990,1990
mar,2000,2000
mar,2010,2010
moz,1820,1820
moz,1830,1830
moz,1840,1840
moz,1850,1850
moz,1860,1860
moz,1870,1870
moz,1880,1880
moz,1890,1890
moz,1900,1900
moz,1910,1910
moz,1920,1920
moz,1930,1930
moz,1940,1940
moz,1950,1950
moz,1960,1960
moz,1970,1970
moz,1980,1980
moz,1990,1990
moz,2000,2000
moz,2010,2010
mmr,1820,1820
mmr,1830,1830
mmr,1840,1840
mmr,1850,1850
mmr,1860,1860
mmr,1870,1870
mmr,1880,1880
mmr,1890,1890
mmr,1900,1900
mmr,1910,1910
mmr,1920,1920
mmr,1930,1930
mmr,1940,1940
mmr,1950,1950
mmr,1960,1960
mmr,1970,1970
mmr,1980,1980
mmr,1990,1990
mmr,2000,2000
mmr,2010,2010
nam,1820,1820
nam,1830,1830
nam,1840,1840
nam,1850,1850
nam,1860,1860
nam,1870,1870
nam,1880,1880
nam,1890,1890
nam,1900,1900
nam,1910,1910
nam,1920,1920
nam,1930,1930
nam,1940,1940
nam,1950,1950
nam,1960,1960
nam,1970,1970
nam,1980,1980
nam,1990,1990
nam,2000,2000
nam,2010,2010
nru,1820,1820
nru,1830,1830
nru,1840,1840
nru,1850,1850
nru,1860,1860
nru,1870,1870
nru,1880,1880
nru,1890,1890
nru,1900,1900
nru,1910,1910
nru,1920,1920
nru,1930,1930
nru,1940,1940
nru,1950,1950
nru,1960,1960
nru,1970,1970
nru,1980,1980
nru,1990,1990
nru,2000,2000
nru,2010,2010
npl,1820,1820
npl,1830,1830
npl,1840,1840
npl,1850,1850
npl,1860,1860
npl,1870,1870
npl,1880,1880
npl,1890,1890
npl,1900,1900
npl,1910,1910
npl,1920,1920
npl,1930,1930
npl,1940,1940
npl,1950,1950
npl,1960,1960
npl,1970,1970
npl,1980,1980
npl,1990,1990
npl,2000,2000
npl,2010,2010
nld,1820,1820
nld,1830,1830
nld,1840,1840
nld,1850,1850
nld,1860,1860
nld,1870,1870
nld,1880,1880
nld,1890,1890
nld,1900,1900
nld,1910,1910
nld,1920,1920
nld,1930,1930
nld,1940,1940
nld,1950,1950
nld,1960,1960
nld,1970,1970
nld,1980,1980
nld,1990,1990
nld,2000,2000
nld,2010,2010
ant,1820,1820
ant,1830,1830
ant,1840,1840
ant,1850,1850
ant,1860,1860
ant,1870,1870
ant,1880,1880
ant,1890,1890
ant,1900,1900
ant,1910,1910
ant,1920,1920
ant,1930,1930
ant,1940,1940
ant,1950,1950
ant,1960,1960
ant,1970,1970
ant,1980,1980
ant,1990,1990
ant,2000,2000
ant,2010,2010
ncl,1820,1820
ncl,1830,1830
ncl,1840,1840
ncl,1850,1850
ncl,1860,1860
ncl,1870,1870
ncl,1880,1880
ncl,1890,1890
ncl,1900,1900
ncl,1910,1910
ncl,1920,1920
ncl,1930,1930
ncl,1940,1940
ncl,1950,1950
ncl,1960,1960
ncl,1970,1970
ncl,1980,1980
ncl,1990,1990
ncl,2000,2000
ncl,2010,2010
nzl,1820,1820
nzl,1830,1830
nzl,1840,1840
nzl,1850,1850
nzl,1860,1860
nzl,1870,1870
nzl,1880,1880
nzl,1890,1890
nzl,1900,1900
nzl,1910,1910
nzl,1920,1920
nzl,1930,1930
nzl,1940,1940
nzl,1950,1950
nzl,1960,1960
nzl,1970,1970
nzl,1980,1980
nzl,1990,1990
nzl,2000,2000
nzl,2010,2010
ngokar,1820,1820
ngokar,1830,1830
ngokar,1840,1840
ngokar,1850,1850
ngokar,1860,1860
ngokar,1870,1870
ngokar,1880,1880
ngokar,1890,1890
ngokar,1900,1900
ngokar,1910,1910
ngokar,1920,1920
ngokar,1930,1930
ngokar,1940,1940
ngokar,1950,1950
ngokar,1960,1960
ngokar,1970,1970
ngokar,1980,1980
ngokar,1990,1990
ngokar,2000,2000
ngokar,2010,2010
nic,1820,1820
nic,1830,1830
nic,1840,1840
nic,1850,1850
nic,1860,1860
nic,1870,1870
nic,1880,1880
nic,1890,1890
nic,1900,1900
nic,1910,1910
nic,1920,1920
nic,1930,1930
nic,1940,1940
nic,1950,1950
nic,1960,1960
nic,1970,1970
nic,1980,1980
nic,1990,1990
nic,2000,2000
nic,2010,2010
ner,1820,1820
ner,1830,1830
ner,1840,1840
ner,1850,1850
ner,1860,1860
ner,1870,1870
ner,1880,1880
ner,1890,1890
ner,1900,1900
ner,1910,1910
ner,1920,1920
ner,1930,1930
ner,1940,1940
ner,1950,1950
ner,1960,1960
ner,1970,1970
ner,1980,1980
ner,1990,1990
ner,2000,2000
ner,2010,2010
nga,1820,1820
nga,1830,1830
nga,1840,1840
nga,1850,1850
nga,1860,1860
nga,1870,1870
nga,1880,1880
nga,1890,1890
nga,1900,1900
nga,1910,1910
nga,1920,1920
nga,1930,1930
nga,1940,1940
nga,1950,1950
nga,1960,1960
nga,1970,1970
nga,1980,1980
nga,1990,1990
nga,2000,2000
nga,2010,2010
niu,1820,1820
niu,1830,1830
niu,1840,1840
niu,1850,1850
niu,1860,1860
niu,1870,1870
niu,1880,1880
niu,1890,1890
niu,1900,1900
niu,1910,1910
niu,1920,1920
niu,1930,1930
niu,1940,1940
niu,1950,1950
niu,1960,1960
niu,1970,1970
niu,1980,1980
niu,1990,1990
niu,2000,2000
niu,2010,2010
nfk,1820,1820
nfk,1830,1830
nfk,1840,1840
nfk,1850,1850
nfk,1860,1860
nfk,1870,1870
nfk,1880,1880
nfk,1890,1890
nfk,1900,1900
nfk,1910,1910
nfk,1920,1920
nfk,1930,1930
nfk,1940,1940
nfk,1950,1950
nfk,1960,1960
nfk,1970,1970
nfk,1980,1980
nfk,1990,1990
nfk,2000,2000
nfk,2010,2010
cyp_nor,1820,1820
cyp_nor,1830,1830
cyp_nor,1840,1840
cyp_nor,1850,1850
cyp_nor,1860,1860
cyp_nor,1870,1870
cyp_nor,1880,1880
cyp_nor,1890,1890
cyp_nor,1900,1900
cyp_nor,1910,1910
cyp_nor,1920,1920
cyp_nor,1930,1930
cyp_nor,1940,1940
cyp_nor,1950,1950
cyp_nor,1960,1960
cyp_nor,1970,1970
cyp_nor,1980,1980
cyp_nor,1990,1990
cyp_nor,2000,2000
cyp_nor,2010,2010
mnp,1820,1820
mnp,1830,1830
mnp,1840,1840
mnp,1850,1850
mnp,1860,1860
mnp,1870,1870
mnp,1880,1880
mnp,1890,1890
mnp,1900,1900
mnp,1910,1910
mnp,1920,1920
mnp,1930,1930
mnp,1940,1940
mnp,1950,1950
mnp,1960,1960
mnp,1970,1970
mnp,1980,1980
mnp,1990,1990
mnp,2000,2000
mnp,2010,2010
nor,1820,1820
nor,1830,1830
nor,1840,1840
nor,1850,1850
nor,1860,1860
nor,1870,1870
nor,1880,1880
nor,1890,1890
nor,1900,1900
nor,1910,1910
nor,1920,1920
nor,1930,1930
nor,1940,1940
nor,1950,1950
nor,1960,1960
nor,1970,1970
nor,1980,1980
nor,1990,1990
nor,2000,2000
nor,2010,2010
omn,1820,1820
omn,1830,1830
omn,1840,1840
omn,1850,1850
omn,1860,1860
omn,1870,1870
omn,1880,1880
omn,1890,1890
omn,1900,1900
omn,1910,1910
omn,1920,1920
omn,1930,1930
omn,1940,1940
omn,1950,1950
omn,1960,1960
omn,1970,1970
omn,1980,1980
omn,1990,1990
omn,2000,2000
omn,2010,2010
pak,1820,1820
pak,1830,1830
pak,1840,1840
pak,1850,1850
pak,1860,1860
pak,1870,1870
pak,1880,1880
pak,1890,1890
pak,1900,1900
pak,1910,1910
pak,1920,1920
pak,1930,1930
pak,1940,1940
pak,1950,1950
pak,1960,1960
pak,1970,1970
pak,1980,1980
pak,1990,1990
pak,2000,2000
pak,2010,2010
plw,1820,1820
plw,1830,1830
plw,1840,1840
plw,1850,1850
plw,1860,1860
plw,1870,1870
plw,1880,1880
plw,1890,1890
plw,1900,1900
plw,1910,1910
plw,1920,1920
plw,1930,1930
plw,1940,1940
plw,1950,1950
plw,1960,1960
plw,1970,1970
plw,1980,1980
plw,1990,1990
plw,2000,2000
plw,2010,2010
pan,1820,1820
pan,1830,1830
pan,1840,1840
pan,1850,1850
pan,1860,1860
pan,1870,1870
pan,1880,1880
pan,1890,1890
pan,1900,1900
pan,1910,1910
pan,1920,1920
pan,1930,1930
pan,1940,1940
pan,1950,1950
pan,1960,1960
pan,1970,1970
pan,1980,1980
pan,1990,1990
pan,2000,2000
pan,2010,2010
png,1820,1820
png,1830,1830
png,1840,1840
png,1850,1850
png,1860,1860
png,1870,1870
png,1880,1880
png,1890,1890
png,1900,1900
png,1910,1910
png,1920,1920
png,1930,1930
png,1940,1940
png,1950,1950
png,1960,1960
png,1970,1970
png,1980,1980
png,1990,1990
png,2000,2000
png,2010,2010
pry,1820,1820
pry,1830,1830
pry,1840,1840
pry,1850,1850
pry,1860,1860
pry,1870,1870
pry,1880,1880
pry,1890,1890
pry,1900,1900
pry,1910,1910
pry,1920,1920
pry,1930,1930
pry,1940,1940
pry,1950,1950
pry,1960,1960
pry,1970,1970
pry,1980,1980
pry,1990,1990
pry,2000,2000
pry,2010,2010
per,1820,1820
per,1830,1830
per,1840,1840
per,1850,1850
per,1860,1860
per,1870,1870
per,1880,1880
per,1890,1890
per,1900,1900
per,1910,1910
per,1920,1920
per,1930,1930
per,1940,1940
per,1950,1950
per,1960,1960
per,1970,1970
per,1980,1980
per,1990,1990
per,2000,2000
per,2010,2010
phl,1820,1820
phl,1830,1830
phl,1840,1840
phl,1850,1850
phl,1860,1860
phl,1870,1870
phl,1880,1880
phl,1890,1890
phl,1900,1900
phl,1910,1910
phl,1920,1920
phl,1930,1930
phl,1940,1940
phl,1950,1950
phl,1960,1960
phl,1970,1970
phl,1980,1980
phl,1990,1990
phl,2000,2000
phl,2010,2010
pcn,1820,1820
pcn,1830,1830
pcn,1840,1840
pcn,1850,1850
pcn,1860,1860
pcn,1870,1870
pcn,1880,1880
pcn,1890,1890
pcn,1900,1900
pcn,1910,1910
pcn,1920,1920
pcn,1930,1930
pcn,1940,1940
pcn,1950,1950
pcn,1960,1960
pcn,1970,1970
pcn,1980,1980
pcn,1990,1990
pcn,2000,2000
pcn,2010,2010
pol,1820,1820
pol,1830,1830
pol,1840,1840
pol,1850,1850
pol,1860,1860
pol,1870,1870
pol,1880,1880
pol,1890,1890
pol,1900,1900
pol,1910,1910
pol,1920,1920
pol,1930,1930
pol,1940,1940
pol,1950,1950
pol,1960,1960
pol,1970,1970
pol,1980,1980
pol,1990,1990
pol,2000,2000
pol,2010,2010
prt,1820,1820
prt,1830,1830
prt,1840,1840
prt,1850,1850
prt,1860,1860
prt,1870,1870
prt,1880,1880
prt,1890,1890
prt,1900,1900
prt,1910,1910
prt,1920,1920
prt,1930,1930
prt,1940,1940
prt,1950,1950
prt,1960,1960
prt,1970,1970
prt,1980,1980
prt,1990,1990
prt,2000,2000
prt,2010,2010
pri,1820,1820
pri,1830,1830
pri,1840,1840
pri,1850,1850
pri,1860,1860
pri,1870,1870
pri,1880,1880
pri,1890,1890
pri,1900,1900
pri,1910,1910
pri,1920,1920
pri,1930,1930
pri,1940,1940
pri,1950,1950
pri,1960,1960
pri,1970,1970
pri,1980,1980
pri,1990,1990
pri,2000,2000
pri,2010,2010
qat,1820,1820
qat,1830,1830
qat,1840,1840
qat,1850,1850
qat,1860,1860
qat,1870,1870
qat,1880,1880
qat,1890,1890
qat,1900,1900
qat,1910,1910
qat,1920,1920
qat,1930,1930
qat,1940,1940
qat,1950,1950
qat,1960,1960
qat,1970,1970
qat,1980,1980
qat,1990,1990
qat,2000,2000
qat,2010,2010
reu,1820,1820
reu,1830,1830
reu,1840,1840
reu,1850,1850
reu,1860,1860
reu,1870,1870
reu,1880,1880
reu,1890,1890
reu,1900,1900
reu,1910,1910
reu,1920,1920
reu,1930,1930
reu,1940,1940
reu,1950,1950
reu,1960,1960
reu,1970,1970
reu,1980,1980
reu,1990,1990
reu,2000,2000
reu,2010,2010
rou,1820,1820
rou,1830,1830
rou,1840,1840
rou,1850,1850
rou,1860,1860
rou,1870,1870
rou,1880,1880
rou,1890,1890
rou,1900,1900
rou,1910,1910
rou,1920,1920
rou,1930,1930
rou,1940,1940
rou,1950,1950
rou,1960,1960
rou,1970,1970
rou,1980,1980
rou,1990,1990
rou,2000,2000
rou,2010,2010
rus,1820,1820
rus,1830,1830
rus,1840,1840
rus,1850,1850
rus,1860,1860
rus,1870,1870
rus,1880,1880
rus,1890,1890
rus,1900,1900
rus,1910,1910
rus,1920,1920
rus,1930,1930
rus,1940,1940
rus,1950,1950
rus,1960,1960
rus,1970,1970
rus,1980,1980
rus,1990,1990
rus,2000,2000
rus,2010,2010
rwa,1820,1820
rwa,1830,1830
rwa,1840,1840
rwa,1850,1850
rwa,1860,1860
rwa,1870,1870
rwa,1880,1880
rwa,1890,1890
rwa,1900,1900
rwa,1910,1910
rwa,1920,1920
rwa,1930,1930
rwa,1940,1940
rwa,1950,1950
rwa,1960,1960
rwa,1970,1970
rwa,1980,1980
rwa,1990,1990
rwa,2000,2000
rwa,2010,2010
stbar,1820,1820
stbar,1830,1830
stbar,1840,1840
stbar,1850,1850
stbar,1860,1860
stbar,1870,1870
stbar,1880,1880
stbar,1890,1890
stbar,1900,1900
stbar,1910,1910
stbar,1920,1920
stbar,1930,1930
stbar,1940,1940
stbar,1950,1950
stbar,1960,1960
stbar,1970,1970
stbar,1980,1980
stbar,1990,1990
stbar,2000,2000
stbar,2010,2010
shn,1820,1820
shn,1830,1830
shn,1840,1840
shn,1850,1850
shn,1860,1860
shn,1870,1870
shn,1880,1880
shn,1890,1890
shn,1900,1900
shn,1910,1910
shn,1920,1920
shn,1930,1930
shn,1940,1940
shn,1950,1950
shn,1960,1960
shn,1970,1970
shn,1980,1980
shn,1990,1990
shn,2000,2000
shn,2010,2010
stmar,1820,1820
stmar,1830,1830
stmar,1840,1840
stmar,1850,1850
stmar,1860,1860
stmar,1870,1870
stmar,1880,1880
stmar,1890,1890
stmar,1900,1900
stmar,1910,1910
stmar,1920,1920
stmar,1930,1930
stmar,1940,1940
stmar,1950,1950
stmar,1960,1960
stmar,1970,1970
stmar,1980,1980
stmar,1990,1990
stmar,2000,2000
stmar,2010,2010
spm,1820,1820
spm,1830,1830
spm,1840,1840
spm,1850,1850
spm,1860,1860
spm,1870,1870
spm,1880,1880
spm,1890,1890
spm,1900,1900
spm,1910,1910
spm,1920,1920
spm,1930,1930
spm,1940,1940
spm,1950,1950
spm,1960,1960
spm,1970,1970
spm,1980,1980
spm,1990,1990
spm,2000,2000
spm,2010,2010
wsm,1820,1820
wsm,1830,1830
wsm,1840,1840
wsm,1850,1850
wsm,1860,1860
wsm,1870,1870
wsm,1880,1880
wsm,1890,1890
wsm,1900,1900
wsm,1910,1910
wsm,1920,1920
wsm,1930,1930
wsm,1940,1940
wsm,1950,1950
wsm,1960,1960
wsm,1970,1970
wsm,1980,1980
wsm,1990,1990
wsm,2000,2000
wsm,2010,2010
smr,1820,1820
smr,1830,1830
smr,1840,1840
smr,1850,1850
smr,1860,1860
smr,1870,1870
smr,1880,1880
smr,1890,1890
smr,1900,1900
smr,1910,1910
smr,1920,1920
smr,1930,1930
smr,1940,1940
smr,1950,1950
smr,1960,1960
smr,1970,1970
smr,1980,1980
smr,1990,1990
smr,2000,2000
smr,2010,2010
stp,1820,1820
stp,1830,1830
stp,1840,1840
stp,1850,1850
stp,1860,1860
stp,1870,1870
stp,1880,1880
stp,1890,1890
stp,1900,1900
stp,1910,1910
stp,1920,1920
stp,1930,1930
stp,1940,1940
stp,1950,1950
stp,1960,1960
stp,1970,1970
stp,1980,1980
stp,1990,1990
stp,2000,2000
stp,2010,2010
sau,1820,1820
sau,1830,1830
sau,1840,1840
sau,1850,1850
sau,1860,1860
sau,1870,1870
sau,1880,1880
sau,1890,1890
sau,1900,1900
sau,1910,1910
sau,1920,1920
sau,1930,1930
sau,1940,1940
sau,1950,1950
sau,1960,1960
sau,1970,1970
sau,1980,1980
sau,1990,1990
sau,2000,2000
sau,2010,2010
sen,1820,1820
sen,1830,1830
sen,1840,1840
sen,1850,1850
sen,1860,1860
sen,1870,1870
sen,1880,1880
sen,1890,1890
sen,1900,1900
sen,1910,1910
sen,1920,1920
sen,1930,1930
sen,1940,1940
sen,1950,1950
sen,1960,1960
sen,1970,1970
sen,1980,1980
sen,1990,1990
sen,2000,2000
sen,2010,2010
srb,1820,1820
srb,1830,1830
srb,1840,1840
srb,1850,1850
srb,1860,1860
srb,1870,1870
srb,1880,1880
srb,1890,1890
srb,1900,1900
srb,1910,1910
srb,1920,1920
srb,1930,1930
srb,1940,1940
srb,1950,1950
srb,1960,1960
srb,1970,1970
srb,1980,1980
srb,1990,1990
srb,2000,2000
srb,2010,2010
scg,1820,1820
scg,1830,1830
scg,1840,1840
scg,1850,1850
scg,1860,1860
scg,1870,1870
scg,1880,1880
scg,1890,1890
scg,1900,1900
scg,1910,1910
scg,1920,1920
scg,1930,1930
scg,1940,1940
scg,1950,1950
scg,1960,1960
scg,1970,1970
scg,1980,1980
scg,1990,1990
scg,2000,2000
scg,2010,2010
scg_ex_kos,1820,1820
scg_ex_kos,1830,1830
scg_ex_kos,1840,1840
scg_ex_kos,1850,1850
scg_ex_kos,1860,1860
scg_ex_kos,1870,1870
scg_ex_kos,1880,1880
scg_ex_kos,1890,1890
scg_ex_kos,1900,1900
scg_ex_kos,1910,1910
scg_ex_kos,1920,1920
scg_ex_kos,1930,1930
scg_ex_kos,1940,1940
scg_ex_kos,1950,1950
scg_ex_kos,1960,1960
scg_ex_kos,1970,1970
scg_ex_kos,1980,1980
scg_ex_kos,1990,1990
scg_ex_kos,2000,2000
scg_ex_kos,2010,2010
syc,1820,1820
syc,1830,1830
syc,1840,1840
syc,1850,1850
syc,1860,1860
syc,1870,1870
syc,1880,1880
syc,1890,1890
syc,1900,1900
syc,1910,1910
syc,1920,1920
syc,1930,1930
syc,1940,1940
syc,1950,1950
syc,1960,1960
syc,1970,1970
syc,1980,1980
syc,1990,1990
syc,2000,2000
syc,2010,2010
sle,1820,1820
sle,1830,1830
sle,1840,1840
sle,1850,1850
sle,1860,1860
sle,1870,1870
sle,1880,1880
sle,1890,1890
sle,1900,1900
sle,1910,1910
sle,1920,1920
sle,1930,1930
sle,1940,1940
sle,1950,1950
sle,1960,1960
sle,1970,1970
sle,1980,1980
sle,1990,1990
sle,2000,2000
sle,2010,2010
sgp,1820,1820
sgp,1830,1830
sgp,1840,1840
sgp,1850,1850
sgp,1860,1860
sgp,1870,1870
sgp,1880,1880
sgp,1890,1890
sgp,1900,1900
sgp,1910,1910
sgp,1920,1920
sgp,1930,1930
sgp,1940,1940
sgp,1950,1950
sgp,1960,1960
sgp,1970,1970
sgp,1980,1980
sgp,1990,1990
sgp,2000,2000
sgp,2010,2010
svk,1820,1820
svk,1830,1830
svk,1840,1840
svk,1850,1850
svk,1860,1860
svk,1870,1870
svk,1880,1880
svk,1890,1890
svk,1900,1900
svk,1910,1910
svk,1920,1920
svk,1930,1930
svk,1940,1940
svk,1950,1950
svk,1960,1960
svk,1970,1970
svk,1980,1980
svk,1990,1990
svk,2000,2000
svk,2010,2010
svn,1820,1820
svn,1830,1830
svn,1840,1840
svn,1850,1850
svn,1860,1860
svn,1870,1870
svn,1880,1880
svn,1890,1890
svn,1900,1900
svn,1910,1910
svn,1920,1920
svn,1930,1930
svn,1940,1940
svn,1950,1950
svn,1960,1960
svn,1970,1970
svn,1980,1980
svn,1990,1990
svn,2000,2000
svn,2010,2010
slb,1820,1820
slb,1830,1830
slb,1840,1840
slb,1850,1850
slb,1860,1860
slb,1870,1870
slb,1880,1880
slb,1890,1890
slb,1900,1900
slb,1910,1910
slb,1920,1920
slb,1930,1930
slb,1940,1940
slb,1950,1950
slb,1960,1960
slb,1970,1970
slb,1980,1980
slb,1990,1990
slb,2000,2000
slb,2010,2010
som,1820,1820
som,1830,1830
som,1840,1840
som,1850,1850
som,1860,1860
som,1870,1870
som,1880,1880
som,1890,1890
som,1900,1900
som,1910,1910
som,1920,1920
som,1930,1930
som,1940,1940
som,1950,1950
som,1960,1960
som,1970,1970
som,1980,1980
som,1990,1990
som,2000,2000
som,2010,2010
som_somland,1820,1820
som_somland,1830,1830
som_somland,1840,1840
som_somland,1850,1850
som_somland,1860,1860
som_somland,1870,1870
som_somland,1880,1880
som_somland,1890,1890
som_somland,1900,1900
som_somland,1910,1910
som_somland,1920,1920
som_somland,1930,1930
som_somland,1940,1940
som_somland,1950,1950
som_somland,1960,1960
som_somland,1970,1970
som_somland,1980,1980
som_somland,1990,1990
som_somland,2000,2000
som_somland,2010,2010
zaf,1820,1820
zaf,1830,1830
zaf,1840,1840
zaf,1850,1850
zaf,1860,1860
zaf,1870,1870
zaf,1880,1880
zaf,1890,1890
zaf,1900,1900
zaf,1910,1910
zaf,1920,1920
zaf,1930,1930
zaf,1940,1940
zaf,1950,1950
zaf,1960,1960
zaf,1970,1970
zaf,1980,1980
zaf,1990,1990
zaf,2000,2000
zaf,2010,2010
sosset,1820,1820
sosset,1830,1830
sosset,1840,1840
sosset,1850,1850
sosset,1860,1860
sosset,1870,1870
sosset,1880,1880
sosset,1890,1890
sosset,1900,1900
sosset,1910,1910
sosset,1920,1920
sosset,1930,1930
sosset,1940,1940
sosset,1950,1950
sosset,1960,1960
sosset,1970,1970
sosset,1980,1980
sosset,1990,1990
sosset,2000,2000
sosset,2010,2010
esp,1820,1820
esp,1830,1830
esp,1840,1840
esp,1850,1850
esp,1860,1860
esp,1870,1870
esp,1880,1880
esp,1890,1890
esp,1900,1900
esp,1910,1910
esp,1920,1920
esp,1930,1930
esp,1940,1940
esp,1950,1950
esp,1960,1960
esp,1970,1970
esp,1980,1980
esp,1990,1990
esp,2000,2000
esp,2010,2010
lka,1820,1820
lka,1830,1830
lka,1840,1840
lka,1850,1850
lka,1860,1860
lka,1870,1870
lka,1880,1880
lka,1890,1890
lka,1900,1900
lka,1910,1910
lka,1920,1920
lka,1930,1930
lka,1940,1940
lka,1950,1950
lka,1960,1960
lka,1970,1970
lka,1980,1980
lka,1990,1990
lka,2000,2000
lka,2010,2010
kna,1820,1820
kna,1830,1830
kna,1840,1840
kna,1850,1850
kna,1860,1860
kna,1870,1870
kna,1880,1880
kna,1890,1890
kna,1900,1900
kna,1910,1910
kna,1920,1920
kna,1930,1930
kna,1940,1940
kna,1950,1950
kna,1960,1960
kna,1970,1970
kna,1980,1980
kna,1990,1990
kna,2000,2000
kna,2010,2010
lca,1820,1820
lca,1830,1830
lca,1840,1840
lca,1850,1850
lca,1860,1860
lca,1870,1870
lca,1880,1880
lca,1890,1890
lca,1900,1900
lca,1910,1910
lca,1920,1920
lca,1930,1930
lca,1940,1940
lca,1950,1950
lca,1960,1960
lca,1970,1970
lca,1980,1980
lca,1990,1990
lca,2000,2000
lca,2010,2010
vct,1820,1820
vct,1830,1830
vct,1840,1840
vct,1850,1850
vct,1860,1860
vct,1870,1870
vct,1880,1880
vct,1890,1890
vct,1900,1900
vct,1910,1910
vct,1920,1920
vct,1930,1930
vct,1940,1940
vct,1950,1950
vct,1960,1960
vct,1970,1970
vct,1980,1980
vct,1990,1990
vct,2000,2000
vct,2010,2010
sdn,1820,1820
sdn,1830,1830
sdn,1840,1840
sdn,1850,1850
sdn,1860,1860
sdn,1870,1870
sdn,1880,1880
sdn,1890,1890
sdn,1900,1900
sdn,1910,1910
sdn,1920,1920
sdn,1930,1930
sdn,1940,1940
sdn,1950,1950
sdn,1960,1960
sdn,1970,1970
sdn,1980,1980
sdn,1990,1990
sdn,2000,2000
sdn,2010,2010
sur,1820,1820
sur,1830,1830
sur,1840,1840
sur,1850,1850
sur,1860,1860
sur,1870,1870
sur,1880,1880
sur,1890,1890
sur,1900,1900
sur,1910,1910
sur,1920,1920
sur,1930,1930
sur,1940,1940
sur,1950,1950
sur,1960,1960
sur,1970,1970
sur,1980,1980
sur,1990,1990
sur,2000,2000
sur,2010,2010
sjm,1820,1820
sjm,1830,1830
sjm,1840,1840
sjm,1850,1850
sjm,1860,1860
sjm,1870,1870
sjm,1880,1880
sjm,1890,1890
sjm,1900,1900
sjm,1910,1910
sjm,1920,1920
sjm,1930,1930
sjm,1940,1940
sjm,1950,1950
sjm,1960,1960
sjm,1970,1970
sjm,1980,1980
sjm,1990,1990
sjm,2000,2000
sjm,2010,2010
swz,1820,1820
swz,1830,1830
swz,1840,1840
swz,1850,1850
swz,1860,1860
swz,1870,1870
swz,1880,1880
swz,1890,1890
swz,1900,1900
swz,1910,1910
swz,1920,1920
swz,1930,1930
swz,1940,1940
swz,1950,1950
swz,1960,1960
swz,1970,1970
swz,1980,1980
swz,1990,1990
swz,2000,2000
swz,2010,2010
swe,1820,1820
swe,1830,1830
swe,1840,1840
swe,1850,1850
swe,1860,1860
swe,1870,1870
swe,1880,1880
swe,1890,1890
swe,1900,1900
swe,1910,1910
swe,1920,1920
swe,1930,1930
swe,1940,1940
swe,1950,1950
swe,1960,1960
swe,1970,1970
swe,1980,1980
swe,1990,1990
swe,2000,2000
swe,2010,2010
che,1820,1820
che,1830,1830
che,1840,1840
che,1850,1850
che,1860,1860
che,1870,1870
che,1880,1880
che,1890,1890
che,1900,1900
che,1910,1910
che,1920,1920
che,1930,1930
che,1940,1940
che,1950,1950
che,1960,1960
che,1970,1970
che,1980,1980
che,1990,1990
che,2000,2000
che,2010,2010
syr,1820,1820
syr,1830,1830
syr,1840,1840
syr,1850,1850
syr,1860,1860
syr,1870,1870
syr,1880,1880
syr,1890,1890
syr,1900,1900
syr,1910,1910
syr,1920,1920
syr,1930,1930
syr,1940,1940
syr,1950,1950
syr,1960,1960
syr,1970,1970
syr,1980,1980
syr,1990,1990
syr,2000,2000
syr,2010,2010
twn,1820,1820
twn,1830,1830
twn,1840,1840
twn,1850,1850
twn,1860,1860
twn,1870,1870
twn,1880,1880
twn,1890,1890
twn,1900,1900
twn,1910,1910
twn,1920,1920
twn,1930,1930
twn,1940,1940
twn,1950,1950
twn,1960,1960
twn,1970,1970
twn,1980,1980
twn,1990,1990
twn,2000,2000
twn,2010,2010
tjk,1820,1820
tjk,1830,1830
tjk,1840,1840
tjk,1850,1850
tjk,1860,1860
tjk,1870,1870
tjk,1880,1880
tjk,1890,1890
tjk,1900,1900
tjk,1910,1910
tjk,1920,1920
tjk,1930,1930
tjk,1940,1940
tjk,1950,1950
tjk,1960,1960
tjk,1970,1970
tjk,1980,1980
tjk,1990,1990
tjk,2000,2000
tjk,2010,2010
tza,1820,1820
tza,1830,1830
tza,1840,1840
tza,1850,1850
tza,1860,1860
tza,1870,1870
tza,1880,1880
tza,1890,1890
tza,1900,1900
tza,1910,1910
tza,1920,1920
tza,1930,1930
tza,1940,1940
tza,1950,1950
tza,1960,1960
tza,1970,1970
tza,1980,1980
tza,1990,1990
tza,2000,2000
tza,2010,2010
tha,1820,1820
tha,1830,1830
tha,1840,1840
tha,1850,1850
tha,1860,1860
tha,1870,1870
tha,1880,1880
tha,1890,1890
tha,1900,1900
tha,1910,1910
tha,1920,1920
tha,1930,1930
tha,1940,1940
tha,1950,1950
tha,1960,1960
tha,1970,1970
tha,1980,1980
