internet_users_per_100_people,geo,time
0.9909,grd,1997
1.485,grd,1998
2.473,grd,1999
4.064,grd,2000
5.128,grd,2001
14.76,grd,2002
18.65,grd,2003
19.57,grd,2004
20.49,grd,2005
21.4,grd,2006
22.29,grd,2007
23.18,grd,2008
24.05,grd,2009
33.46,grd,2010
0.0,gum,1990
0.3485,gum,1994
0.6595,gum,1995
1.356,gum,1996
2.345,gum,1997
4.501,gum,1998
8.497,gum,1999
16.11,gum,2000
25.38,gum,2001
31.19,gum,2002
33.72,gum,2003
36.16,gum,2004
38.56,gum,2005
43.85,gum,2006
46.15,gum,2007
48.42,gum,2008
50.64,gum,2009
0.0,gtm,1990
0.002998,gtm,1995
0.01953,gtm,1996
0.09548,gtm,1997
0.4666,gtm,1998
0.5927,gtm,1999
0.7123,gtm,2000
1.738,gtm,2001
3.392,gtm,2002
4.549,gtm,2003
5.1,gtm,2004
5.7,gtm,2005
6.5,gtm,2006
7.3,gtm,2007
8.3,gtm,2008
9.3,gtm,2009
10.5,gtm,2010
11.73,gtm,2011
0.0,gin,1990
0.0001383,gin,1994
0.0006686,gin,1995
0.001949,gin,1996
0.003803,gin,1997
0.006203,gin,1998
0.06081,gin,1999
0.09542,gin,2000
0.1755,gin,2001
0.402,gin,2002
0.451,gin,2003
0.5088,gin,2004
0.5423,gin,2005
0.6375,gin,2006
0.78,gin,2007
0.92,gin,2008
0.94,gin,2009
1.0,gin,2010
1.3,gin,2011
0.0,gnb,1990
0.01639,gnb,1997
0.02406,gnb,1998
0.1177,gnb,1999
0.2301,gnb,2000
0.2996,gnb,2001
1.023,gnb,2002
1.354,gnb,2003
1.808,gnb,2004
1.901,gnb,2005
2.057,gnb,2006
2.206,gnb,2007
2.355,gnb,2008
2.303,gnb,2009
2.45,gnb,2010
2.672,gnb,2011
0.0,guy,1990
0.06585,guy,1996
0.1318,guy,1997
0.2641,guy,1998
3.966,guy,1999
6.611,guy,2000
13.21,guy,2001
18.2,guy,2008
23.9,guy,2009
29.9,guy,2010
32.0,guy,2011
0.0,hti,1990
0.007484,hti,1996
0.024,hti,1998
0.07066,hti,1999
0.2313,hti,2000
0.3408,hti,2001
0.8934,hti,2002
1.647,hti,2003
5.401,hti,2004
6.376,hti,2005
6.796,hti,2006
7.2,hti,2007
7.6,hti,2008
8.1,hti,2009
8.37,hti,2010
0.0,hnd,1990
0.03678,hnd,1995
0.04371,hnd,1996
0.171,hnd,1997
0.3012,hnd,1998
0.5736,hnd,1999
1.204,hnd,2000
1.415,hnd,2001
2.597,hnd,2002
4.8,hnd,2003
5.6,hnd,2004
6.5,hnd,2005
7.8,hnd,2006
9.4,hnd,2007
9.6,hnd,2008
9.8,hnd,2009
11.09,hnd,2010
15.9,hnd,2011
0.0,hkg,1990
0.1232,hkg,1991
0.8662,hkg,1992
1.351,hkg,1993
2.79,hkg,1994
3.212,hkg,1995
4.625,hkg,1996
10.4,hkg,1997
14.59,hkg,1998
21.51,hkg,1999
28.32,hkg,2000
39.33,hkg,2001
43.67,hkg,2002
52.91,hkg,2003
56.6,hkg,2004
56.87,hkg,2005
60.59,hkg,2006
64.3,hkg,2007
66.21,hkg,2008
69.24,hkg,2009
71.85,hkg,2010
75.03,hkg,2011
0.0,hun,1990
0.003379,hun,1991
0.04828,hun,1992
0.1932,hun,1993
0.4835,hun,1994
0.6776,hun,1995
0.9695,hun,1996
1.943,hun,1997
3.894,hun,1998
5.858,hun,1999
6.999,hun,2000
14.52,hun,2001
16.67,hun,2002
21.64,hun,2003
27.75,hun,2004
38.97,hun,2005
47.03,hun,2006
53.23,hun,2007
55.91,hun,2008
47.9,hun,2009
52.91,hun,2010
58.97,hun,2011
0.0,isl,1990
0.5043,isl,1991
1.532,isl,1992
2.654,isl,1993
6.766,isl,1994
11.22,isl,1995
14.87,isl,1996
27.65,isl,1997
36.47,isl,1998
41.45,isl,1999
44.47,isl,2000
49.22,isl,2001
78.92,isl,2002
83.2,isl,2003
84.15,isl,2004
87.0,isl,2005
88.69,isl,2006
88.9,isl,2007
89.07,isl,2008
92.14,isl,2009
95.63,isl,2010
96.62,isl,2011
0.0,ind,1990
0.0001113,ind,1992
0.0002182,ind,1993
0.00107,ind,1994
0.02623,ind,1995
0.04633,ind,1996
0.07077,ind,1997
0.139,ind,1998
0.2732,ind,1999
0.5275,ind,2000
0.6601,ind,2001
1.538,ind,2002
1.686,ind,2003
1.976,ind,2004
2.388,ind,2005
2.805,ind,2006
3.95,ind,2007
4.38,ind,2008
5.12,ind,2009
7.5,ind,2010
10.07,ind,2011
0.0,idn,1990
0.00106,idn,1994
0.02611,idn,1995
0.05662,idn,1996
0.1949,idn,1997
0.2553,idn,1998
0.4444,idn,1999
0.9256,idn,2000
2.019,idn,2001
2.134,idn,2002
2.387,idn,2003
2.6,idn,2004
3.602,idn,2005
4.765,idn,2006
5.786,idn,2007
7.917,idn,2008
6.92,idn,2009
10.92,idn,2010
18.0,idn,2011
0.0,irn,1990
0.0004083,irn,1994
0.00418,irn,1995
0.01583,irn,1996
0.04676,irn,1997
0.09982,irn,1998
0.3786,irn,1999
0.9342,irn,2000
1.484,irn,2001
4.626,irn,2002
6.934,irn,2003
7.49,irn,2004
8.1,irn,2005
8.76,irn,2006
9.47,irn,2007
10.24,irn,2008
11.07,irn,2009
16.0,irn,2010
21.0,irn,2011
0.0,irq,1990
0.09845,irq,2001
0.4933,irq,2002
0.5927,irq,2003
0.8903,irq,2004
0.8922,irq,2005
0.9426,irq,2006
0.9195,irq,2007
0.9882,irq,2008
1.048,irq,2009
2.472,irq,2010
4.955,irq,2011
0.0,irl,1990
0.05685,irl,1991
0.1693,irl,1992
0.2803,irl,1993
0.5578,irl,1994
1.109,irl,1995
2.2,irl,1996
4.083,irl,1997
8.083,irl,1998
10.92,irl,1999
17.84,irl,2000
23.14,irl,2001
25.88,irl,2002
34.43,irl,2003
37.13,irl,2004
41.59,irl,2005
54.38,irl,2006
59.64,irl,2007
64.26,irl,2008
66.67,irl,2009
69.78,irl,2010
77.48,irl,2011
0.107,isr,1990
0.2013,isr,1991
0.2915,isr,1992
0.378,isr,1993
0.5519,isr,1994
0.8947,isr,1995
2.09,isr,1996
4.245,isr,1997
9.952,isr,1998
12.93,isr,1999
19.96,isr,2000
16.55,isr,2001
16.88,isr,2002
18.6,isr,2003
21.64,isr,2004
24.01,isr,2005
26.7,isr,2006
46.39,isr,2007
57.63,isr,2008
61.23,isr,2009
65.68,isr,2010
68.17,isr,2011
0.01758,ita,1990
0.03512,ita,1991
0.07017,ita,1992
0.1227,ita,1993
0.1927,ita,1994
0.5256,ita,1995
1.025,ita,1996
2.277,ita,1997
4.554,ita,1998
14.37,ita,1999
23.13,ita,2000
27.33,ita,2001
28.21,ita,2002
29.17,ita,2003
33.29,ita,2004
35.04,ita,2005
38.08,ita,2006
40.87,ita,2007
44.57,ita,2008
48.88,ita,2009
53.74,ita,2010
56.82,ita,2011
0.0,jam,1990
0.03651,jam,1994
0.1087,jam,1995
0.5852,jam,1996
0.7899,jam,1997
1.961,jam,1998
2.341,jam,1999
3.106,jam,2000
3.862,jam,2001
6.12,jam,2002
7.861,jam,2003
10.1,jam,2004
12.95,jam,2005
16.6,jam,2006
21.36,jam,2007
23.89,jam,2008
24.62,jam,2009
28.07,jam,2010
31.99,jam,2011
0.02008,jpn,1990
0.04004,jpn,1991
0.09586,jpn,1992
0.3984,jpn,1993
0.7942,jpn,1994
1.582,jpn,1995
4.34,jpn,1996
9.09,jpn,1997
13.3,jpn,1998
21.2,jpn,1999
29.72,jpn,2000
38.15,jpn,2001
46.08,jpn,2002
47.85,jpn,2003
61.68,jpn,2004
66.2,jpn,2005
67.99,jpn,2006
73.57,jpn,2007
74.72,jpn,2008
77.38,jpn,2009
77.65,jpn,2010
78.71,jpn,2011
0.0,jor,1990
0.02427,jor,1995
0.04686,jor,1996
0.6192,jor,1997
1.33,jor,1998
2.565,jor,1999
2.639,jor,2000
4.699,jor,2001
5.978,jor,2002
8.356,jor,2003
11.48,jor,2004
12.77,jor,2005
13.76,jor,2006
20.02,jor,2007
23.25,jor,2008
26.49,jor,2009
27.83,jor,2010
35.74,jor,2011
0.0,kaz,1990
0.0005219,kaz,1994
0.01138,kaz,1995
0.0321,kaz,1996
0.06523,kaz,1997
0.1328,kaz,1998
0.4691,kaz,1999
0.6719,kaz,2000
1.009,kaz,2001
1.68,kaz,2002
2.007,kaz,2003
2.658,kaz,2004
2.967,kaz,2005
3.269,kaz,2006
4.018,kaz,2007
10.99,kaz,2008
17.91,kaz,2009
31.03,kaz,2010
44.04,kaz,2011
0.0,ken,1990
0.0007275,ken,1995
0.008839,ken,1996
0.03441,ken,1997
0.05026,ken,1998
0.1143,ken,1999
0.3181,ken,2000
0.6198,ken,2001
1.208,ken,2002
2.942,ken,2003
3.024,ken,2004
3.102,ken,2005
7.534,ken,2006
7.95,ken,2007
8.67,ken,2008
10.04,ken,2009
14.0,ken,2010
28.0,ken,2011
0.0,kir,1990
0.6165,kir,1998
1.212,kir,1999
1.785,kir,2000
2.337,kir,2001
2.5,kir,2002
3.0,kir,2003
3.5,kir,2004
4.0,kir,2005
4.5,kir,2006
6.0,kir,2007
7.0,kir,2008
8.97,kir,2009
9.07,kir,2010
10.0,kir,2011
0.0,prk,1990
0.0,prk,1997
0.0,prk,1998
0.0,prk,1999
0.0,prk,2000
0.0,prk,2001
0.0,prk,2002
0.0,prk,2003
0.0,prk,2004
0.0,prk,2005
0.0,prk,2006
0.0,prk,2007
0.0,prk,2008
0.0,prk,2009
0.02333,kor,1990
0.04624,kor,1991
0.09855,kor,1992
0.25,kor,1993
0.3107,kor,1994
0.8119,kor,1995
1.604,kor,1996
3.544,kor,1997
6.666,kor,1998
23.11,kor,1999
43.73,kor,2000
55.23,kor,2001
57.9,kor,2002
63.81,kor,2003
70.87,kor,2004
71.83,kor,2005
76.32,kor,2006
77.02,kor,2007
78.99,kor,2008
79.58,kor,2009
81.62,kor,2010
81.46,kor,2011
0.0,kwt,1990
0.2029,kwt,1995
0.8557,kwt,1996
2.175,kwt,1997
3.052,kwt,1998
4.756,kwt,1999
6.731,kwt,2000
8.552,kwt,2001
10.25,kwt,2002
22.4,kwt,2003
22.93,kwt,2004
25.93,kwt,2005
28.79,kwt,2006
34.8,kwt,2007
42.0,kwt,2008
50.8,kwt,2009
61.4,kwt,2010
74.2,kwt,2011
0.0,kgz,1990
0.07365,kgz,1998
0.2072,kgz,1999
1.053,kgz,2000
3.029,kgz,2001
3.006,kgz,2002
3.882,kgz,2003
5.004,kgz,2004
10.29,kgz,2005
11.99,kgz,2006
13.69,kgz,2007
15.36,kgz,2008
16.65,kgz,2009
18.02,kgz,2010
19.58,kgz,2011
0.0,lao,1990
0.009658,lao,1998
0.03778,lao,1999
0.111,lao,2000
0.1817,lao,2001
0.2679,lao,2002
0.3339,lao,2003
0.3614,lao,2004
0.8504,lao,2005
1.17,lao,2006
1.64,lao,2007
3.55,lao,2008
6.0,lao,2009
7.0,lao,2010
9.0,lao,2011
0.0,lva,1990
0.8145,lva,1996
2.059,lva,1997
3.329,lva,1998
4.409,lva,1999
6.351,lva,2000
7.257,lva,2001
22.05,lva,2002
27.08,lva,2003
38.69,lva,2004
46.1,lva,2005
53.75,lva,2006
59.32,lva,2007
63.55,lva,2008
67.03,lva,2009
68.82,lva,2010
72.43,lva,2011
0.0,lbn,1990
0.07162,lbn,1995
0.1402,lbn,1996
1.241,lbn,1997
2.722,lbn,1998
5.377,lbn,1999
7.953,lbn,2000
6.783,lbn,2001
7.0,lbn,2002
8.0,lbn,2003
9.0,lbn,2004
10.14,lbn,2005
15.0,lbn,2006
18.74,lbn,2007
22.53,lbn,2008
30.14,lbn,2009
43.68,lbn,2010
52.0,lbn,2011
0.0,lso,1990
0.002846,lso,1996
0.005584,lso,1997
0.01096,lso,1998
0.0538,lso,1999
0.2118,lso,2000
0.2612,lso,2001
1.084,lso,2002
1.532,lso,2003
2.176,lso,2004
2.58,lso,2005
2.98,lso,2006
3.445,lso,2007
3.58,lso,2008
3.72,lso,2009
3.86,lso,2010
4.225,lso,2011
0.0,lbr,1990
0.004489,lbr,1997
0.004099,lbr,1998
0.01133,lbr,1999
0.0177,lbr,2000
0.03381,lbr,2001
0.03271,lbr,2002
0.03187,lbr,2003
0.03101,lbr,2004
0.5514,lbr,2007
0.53,lbr,2008
0.51,lbr,2009
2.3,lbr,2010
3.0,lbr,2011
0.0,lby,1990
0.1336,lby,1999
0.187,lby,2000
0.3665,lby,2001
2.244,lby,2002
2.815,lby,2003
3.533,lby,2004
3.918,lby,2005
4.301,lby,2006
4.722,lby,2007
9.0,lby,2008
10.8,lby,2009
14.0,lby,2010
17.0,lby,2011
0.0,lie,1990
36.52,lie,2000
45.12,lie,2001
59.47,lie,2002
58.81,lie,2003
64.01,lie,2004
63.37,lie,2005
64.21,lie,2006
65.08,lie,2007
70.0,lie,2008
75.0,lie,2009
80.0,lie,2010
85.0,lie,2011
0.0,ltu,1990
0.2776,ltu,1996
0.979,ltu,1997
1.972,ltu,1998
2.923,ltu,1999
6.428,ltu,2000
7.176,ltu,2001
17.66,ltu,2002
25.86,ltu,2003
31.2,ltu,2004
36.24,ltu,2005
43.95,ltu,2006
49.95,ltu,2007
55.25,ltu,2008
59.79,ltu,2009
62.82,ltu,2010
67.17,ltu,2011
0.0,lux,1990
0.1527,lux,1992
0.3012,lux,1993
0.4951,lux,1994
1.587,lux,1995
5.54,lux,1996
7.141,lux,1997
11.76,lux,1998
17.4,lux,1999
22.84,lux,2000
36.0,lux,2001
39.55,lux,2002
53.91,lux,2003
64.84,lux,2004
68.8,lux,2005
71.43,lux,2006
78.22,lux,2007
81.92,lux,2008
87.28,lux,2009
90.71,lux,2010
90.7,lux,2011
0.0,mac,1990
0.03699,mac,1994
0.28,mac,1995
0.7273,mac,1996
2.364,mac,1997
7.003,mac,1998
9.212,mac,1999
13.61,mac,2000
22.52,mac,2001
25.17,mac,2002
25.74,mac,2003
31.48,mac,2004
34.86,mac,2005
46.4,mac,2006
47.33,mac,2007
49.24,mac,2008
54.0,mac,2009
53.8,mac,2010
58.0,mac,2011
0.0,mkd,1990
0.04074,mkd,1995
0.076,mkd,1996
0.504,mkd,1997
1.003,mkd,1998
1.497,mkd,1999
2.486,mkd,2000
3.468,mkd,2001
17.33,mkd,2002
19.07,mkd,2003
24.44,mkd,2004
26.45,mkd,2005
28.62,mkd,2006
36.3,mkd,2007
46.04,mkd,2008
51.77,mkd,2009
51.9,mkd,2010
56.7,mkd,2011
0.0,mdg,1990
0.003695,mdg,1996
0.01433,mdg,1997
0.06256,mdg,1998
0.1686,mdg,1999
0.1964,mdg,2000
0.2225,mdg,2001
0.3397,mdg,2002
0.4233,mdg,2003
0.5254,mdg,2004
0.5677,mdg,2005
0.6076,mdg,2006
0.65,mdg,2007
1.65,mdg,2008
1.63,mdg,2009
1.7,mdg,2010
1.9,mdg,2011
0.0,mwi,1990
0.004669,mwi,1997
0.01806,mwi,1998
0.08728,mwi,1999
0.1268,mwi,2000
0.164,mwi,2001
0.2151,mwi,2002
0.2788,mwi,2003
0.3475,mwi,2004
0.3845,mwi,2005
0.4251,mwi,2006
0.9659,mwi,2007
0.7,mwi,2008
1.07,mwi,2009
2.26,mwi,2010
3.33,mwi,2011
0.0,mys,1990
0.001048,mys,1992
0.02554,mys,1993
0.09961,mys,1994
0.1457,mys,1995
0.852,mys,1996
2.307,mys,1997
6.752,mys,1998
12.31,mys,1999
21.38,mys,2000
26.7,mys,2001
32.34,mys,2002
34.97,mys,2003
42.25,mys,2004
48.63,mys,2005
51.64,mys,2006
55.7,mys,2007
55.8,mys,2008
55.9,mys,2009
56.3,mys,2010
61.0,mys,2011
0.0,mdv,1990
0.0,mdv,1991
0.0,mdv,1992
0.0,mdv,1993
0.0,mdv,1994
0.0,mdv,1995
0.2269,mdv,1996
0.3094,mdv,1997
0.5696,mdv,1998
1.12,mdv,1999
2.204,mdv,2000
3.617,mdv,2001
5.348,mdv,2002
5.977,mdv,2003
6.588,mdv,2004
6.87,mdv,2005
11.04,mdv,2006
16.3,mdv,2007
23.2,mdv,2008
24.8,mdv,2009
28.3,mdv,2010
34.0,mdv,2011
0.0,mli,1990
0.002055,mli,1996
0.01009,mli,1997
0.01979,mli,1998
0.06091,mli,1999
0.1425,mli,2000
0.1859,mli,2001
0.227,mli,2002
0.3104,mli,2003
0.4328,mli,2004
0.5071,mli,2005
0.7296,mli,2006
0.81,mli,2007
1.57,mli,2008
1.8,mli,2009
1.9,mli,2010
2.0,mli,2011
0.0,mlt,1990
0.2348,mlt,1995
1.098,mlt,1996
4.091,mlt,1997
6.775,mlt,1998
8.087,mlt,1999
13.67,mlt,2000
18.18,mlt,2001
29.38,mlt,2002
32.13,mlt,2003
35.13,mlt,2004
41.8,mlt,2005
40.87,mlt,2006
47.31,mlt,2007
50.32,mlt,2008
59.03,mlt,2009
63.08,mlt,2010
69.03,mlt,2011
0.0,mhl,1990
0.0,mhl,1991
0.0,mhl,1992
0.0,mhl,1993
0.0,mhl,1994
0.0,mhl,1995
0.03706,mhl,1996
0.9661,mhl,1999
1.534,mhl,2000
1.707,mhl,2001
2.335,mhl,2002
2.57,mhl,2003
3.6,mhl,2004
3.879,mhl,2005
3.796,mhl,2006
3.711,mhl,2007
3.627,mhl,2008
3.546,mhl,2009
0.0,mrt,1990
0.004173,mrt,1997
0.04059,mrt,1998
0.1185,mrt,1999
0.192,mrt,2000
0.2614,mrt,2001
0.3632,mrt,2002
0.424,mrt,2003
0.4815,mrt,2004
0.67,mrt,2005
0.9797,mrt,2006
1.434,mrt,2007
1.87,mrt,2008
2.28,mrt,2009
4.0,mrt,2010
4.5,mrt,2011
0.0,mus,1990
0.1864,mus,1996
0.4815,mus,1997
2.594,mus,1998
4.689,mus,1999
7.338,mus,2000
8.842,mus,2001
10.34,mus,2002
12.29,mus,2003
13.83,mus,2004
15.34,mus,2005
16.89,mus,2006
20.46,mus,2007
22.07,mus,2008
22.8,mus,2009
28.73,mus,2010
35.51,mus,2011
0.0,mex,1990
0.005881,mex,1991
0.01731,mex,1992
0.02831,mex,1993
0.04334,mex,1994
0.1026,mex,1995
0.2004,mex,1996
0.6273,mex,1997
1.266,mex,1998
1.857,mex,1999
5.081,mex,2000
7.038,mex,2001
11.9,mex,2002
12.9,mex,2003
14.1,mex,2004
17.21,mex,2005
19.52,mex,2006
20.81,mex,2007
21.71,mex,2008
26.34,mex,2009
31.05,mex,2010
36.15,mex,2011
0.0,fsm,1990
0.278,fsm,1996
0.5707,fsm,1997
1.859,fsm,1998
2.798,fsm,1999
3.735,fsm,2000
4.661,fsm,2001
5.57,fsm,2002
9.233,fsm,2003
11.02,fsm,2004
11.88,fsm,2005
12.75,fsm,2006
13.62,fsm,2007
14.49,fsm,2008
15.35,fsm,2009
20.0,fsm,2010
0.0,mda,1990
0.0009744,mda,1994
0.004082,mda,1995
0.005454,mda,1996
0.03281,mda,1997
0.3014,mda,1998
0.6864,mda,1999
1.448,mda,2000
1.655,mda,2001
4.149,mda,2002
7.989,mda,2003
11.29,mda,2004
15.33,mda,2005
20.33,mda,2006
20.99,mda,2007
23.82,mda,2008
27.79,mda,2009
32.4,mda,2010
37.85,mda,2011
0.0,mco,1990
42.18,mco,2000
46.65,mco,2001
48.05,mco,2002
49.49,mco,2003
52.49,mco,2004
55.46,mco,2005
61.48,mco,2006
64.38,mco,2007
67.25,mco,2008
70.1,mco,2009
75.0,mco,2010
0.0,mng,1990
0.008811,mng,1995
0.01816,mng,1996
0.1127,mng,1997
0.1458,mng,1998
0.5085,mng,1999
1.256,mng,2000
1.653,mng,2001
2.04,mng,2002
12.49,mng,2008
12.6,mng,2009
12.9,mng,2010
20.0,mng,2011
25.35,mne,2004
27.1,mne,2005
28.9,mne,2006
30.8,mne,2007
32.9,mne,2008
35.1,mne,2009
37.5,mne,2010
40.0,mne,2011
0.0,mar,1990
0.00371,mar,1995
0.005675,mar,1996
0.02164,mar,1997
0.1423,mar,1998
0.1756,mar,1999
0.6938,mar,2000
1.371,mar,2001
2.373,mar,2002
3.353,mar,2003
11.61,mar,2004
15.08,mar,2005
19.77,mar,2006
21.5,mar,2007
33.1,mar,2008
41.3,mar,2009
49.0,mar,2010
51.0,mar,2011
0.0,moz,1990
0.003043,moz,1996
0.01184,moz,1997
0.0202,moz,1998
0.05625,moz,1999
0.1096,moz,2000
0.16,moz,2001
0.2596,moz,2002
0.4195,moz,2003
0.6794,moz,2004
0.8544,moz,2005
0.843,moz,2006
0.91,moz,2007
1.56,moz,2008
2.68,moz,2009
4.17,moz,2010
4.3,moz,2011
0.0,mmr,1990
0.0001517,mmr,1999
0.0002893,mmr,2001
0.0004265,mmr,2002
0.02406,mmr,2003
0.02434,mmr,2004
0.06524,mmr,2005
0.182,mmr,2006
0.2171,mmr,2007
0.22,mmr,2008
0.22,mmr,2009
0.25,mmr,2010
0.98,mmr,2011
0.0,nam,1990
0.006172,nam,1995
0.009032,nam,1996
0.05875,nam,1997
0.2867,nam,1998
0.3362,nam,1999
1.645,nam,2000
2.417,nam,2001
2.634,nam,2002
3.36,nam,2003
3.805,nam,2004
4.01,nam,2005
4.399,nam,2006
4.836,nam,2007
5.329,nam,2008
6.5,nam,2009
11.6,nam,2010
12.0,nam,2011
0.0,npl,1990
0.0,npl,1991
0.0,npl,1992
0.0,npl,1993
0.0,npl,1994
0.0009249,npl,1995
0.00451,npl,1996
0.022,npl,1997
0.06439,npl,1998
0.1467,npl,1999
0.2047,npl,2000
0.24,npl,2001
0.313,npl,2002
0.3828,npl,2003
0.4498,npl,2004
0.8266,npl,2005
1.141,npl,2006
1.41,npl,2007
1.73,npl,2008
1.97,npl,2009
7.93,npl,2010
9.0,npl,2011
0.333,nld,1990
0.5288,nld,1991
1.313,nld,1992
1.957,nld,1993
3.244,nld,1994
6.458,nld,1995
9.641,nld,1996
14.06,nld,1997
22.22,nld,1998
39.09,nld,1999
43.81,nld,2000
49.09,nld,2001
60.9,nld,2002
64.0,nld,2003
68.28,nld,2004
80.93,nld,2005
83.86,nld,2006
86.14,nld,2007
87.73,nld,2008
89.79,nld,2009
90.71,nld,2010
92.13,nld,2011
0.0,ncl,1990
0.005119,ncl,1995
0.2506,ncl,1996
0.9785,ncl,1997
1.924,ncl,1998
5.652,ncl,1999
13.86,ncl,2000
18.12,ncl,2001
22.21,ncl,2002
26.15,ncl,2003
29.93,ncl,2004
31.9,ncl,2005
33.03,ncl,2006
34.55,ncl,2007
34.36,ncl,2008
34.17,ncl,2009
42.66,ncl,2010
51.17,ncl,2011
0.0,nzl,1990
0.2836,nzl,1992
0.6299,nzl,1993
3.172,nzl,1994
4.886,nzl,1995
8.01,nzl,1996
14.49,nzl,1997
31.37,nzl,1998
41.3,nzl,1999
47.38,nzl,2000
53.6,nzl,2001
59.28,nzl,2002
60.87,nzl,2003
61.72,nzl,2004
62.72,nzl,2005
69.0,nzl,2006
69.83,nzl,2007
72.18,nzl,2008
79.83,nzl,2009
83.01,nzl,2010
86.18,nzl,2011
0.0,nic,1990
0.01317,nic,1994
0.03005,nic,1995
0.08409,nic,1996
0.2062,nic,1997
0.3038,nic,1998
0.4979,nic,1999
0.9802,nic,2000
1.449,nic,2001
1.715,nic,2002
1.88,nic,2003
2.321,nic,2004
2.566,nic,2005
2.806,nic,2006
3.9,nic,2007
5.3,nic,2008
7.3,nic,2009
10.0,nic,2010
10.6,nic,2011
0.0,ner,1990
0.001039,ner,1996
0.002009,ner,1997
0.002912,ner,1998
0.02814,ner,1999
0.03626,ner,2000
0.1052,ner,2001
0.1272,ner,2002
0.1557,ner,2003
0.1899,ner,2004
0.2213,ner,2005
0.294,ner,2006
0.3904,ner,2007
0.7,ner,2008
0.76,ner,2009
0.83,ner,2010
1.3,ner,2011
0.0,nga,1990
0.008833,nga,1996
0.01724,nga,1997
0.02523,nga,1998
0.04104,nga,1999
0.06408,nga,2000
0.0899,nga,2001
0.3205,nga,2002
0.5586,nga,2003
1.286,nga,2004
3.549,nga,2005
5.545,nga,2006
6.77,nga,2007
15.86,nga,2008
20.0,nga,2009
24.0,nga,2010
28.43,nga,2011
0.0,mnp,1990
0.7073,nor,1990
1.408,nor,1991
2.216,nor,1992
2.782,nor,1993
4.15,nor,1994
6.423,nor,1995
18.27,nor,1996
20.45,nor,1997
22.6,nor,1998
40.03,nor,1999
52.0,nor,2000
64.0,nor,2001
72.8,nor,2002
78.02,nor,2003
77.61,nor,2004
81.99,nor,2005
82.69,nor,2006
87.17,nor,2007
90.77,nor,2008
92.18,nor,2009
93.27,nor,2010
93.45,nor,2011
0.0,omn,1990
0.0,omn,1996
0.4398,omn,1997
0.8627,omn,1998
2.516,omn,1999
3.52,omn,2000
5.894,omn,2001
6.873,omn,2002
7.256,omn,2003
6.759,omn,2004
6.684,omn,2005
8.3,omn,2006
16.68,omn,2007
20.0,omn,2008
51.5,omn,2009
62.0,omn,2010
68.0,omn,2011
0.0,pak,1990
0.0001227,pak,1995
0.002992,pak,1996
0.02755,pak,1997
0.04395,pak,1998
0.05536,pak,1999
1.319,pak,2001
2.577,pak,2002
5.041,pak,2003
6.164,pak,2004
6.332,pak,2005
6.5,pak,2006
6.8,pak,2007
7.0,pak,2008
7.5,pak,2009
8.0,pak,2010
9.0,pak,2011
0.0,plw,1990
20.24,plw,2002
21.6,plw,2003
26.97,plw,2004
0.0,pan,1990
0.007637,pan,1994
0.05612,pan,1995
0.22,pan,1996
0.5391,pan,1997
2.751,pan,1998
3.837,pan,1999
6.555,pan,2000
7.268,pan,2001
8.518,pan,2002
9.987,pan,2003
11.14,pan,2004
11.48,pan,2005
17.35,pan,2006
22.29,pan,2007
33.82,pan,2008
39.08,pan,2009
40.1,pan,2010
42.7,pan,2011
0.0,png,1990
0.002067,png,1996
0.1006,png,1997
0.235,png,1998
0.6671,png,1999
0.8352,png,2000
0.9041,png,2001
1.322,png,2002
1.374,png,2003
1.508,png,2004
1.716,png,2005
1.754,png,2006
1.791,png,2007
1.15,png,2008
1.61,png,2009
1.28,png,2010
2.0,png,2011
0.0,pry,1990
0.02036,pry,1996
0.09958,pry,1997
0.1949,pry,1998
0.3817,pry,1999
0.7476,pry,2000
1.099,pry,2001
1.795,pry,2002
2.112,pry,2003
3.452,pry,2004
7.907,pry,2005
7.962,pry,2006
11.21,pry,2007
14.27,pry,2008
18.9,pry,2009
19.8,pry,2010
23.9,pry,2011
0.0,per,1990
0.008505,per,1994
0.03341,per,1995
0.2462,per,1996
0.4034,per,1997
1.19,per,1998
1.952,per,1999
3.076,per,2000
7.579,per,2001
8.967,per,2002
11.6,per,2003
14.1,per,2004
17.1,per,2005
20.7,per,2006
25.2,per,2007
30.57,per,2008
31.4,per,2009
34.77,per,2010
36.5,per,2011
0.0,phl,1990
0.005844,phl,1994
0.02859,phl,1995
0.05595,phl,1996
0.1369,phl,1997
1.103,phl,1998
1.432,phl,1999
1.982,phl,2000
2.524,phl,2001
4.332,phl,2002
4.858,phl,2003
5.244,phl,2004
5.398,phl,2005
5.741,phl,2006
5.97,phl,2007
6.22,phl,2008
9.0,phl,2009
25.0,phl,2010
29.0,phl,2011
0.0,pol,1990
0.005218,pol,1991
0.05197,pol,1992
0.1295,pol,1993
0.3873,pol,1994
0.6443,pol,1995
1.288,pol,1996
2.059,pol,1997
4.071,pol,1998
5.411,pol,1999
7.257,pol,2000
9.906,pol,2001
21.15,pol,2002
24.87,pol,2003
32.52,pol,2004
38.81,pol,2005
44.61,pol,2006
48.69,pol,2007
53.26,pol,2008
59.12,pol,2009
62.47,pol,2010
65.02,pol,2011
0.0,prt,1990
0.1,prt,1991
0.2507,prt,1992
0.4522,prt,1993
0.7242,prt,1994
1.508,prt,1995
