subsistence_incomes_per_person,geo,time
20.45,srb,1992
14.21,srb,1993
14.56,srb,1994
15.38,srb,1995
16.11,srb,1996
17.36,srb,1997
17.84,srb,1998
13.82,srb,1999
14.49,srb,2000
15.22,srb,2001
15.87,srb,2002
16.31,srb,2003
17.72,srb,2004
18.88,srb,2005
19.94,srb,2006
21.41,srb,2007
22.59,srb,2008
21.94,srb,2009
1.38,syc,1800
1.38,syc,1820
2.133,syc,1913
10.05,syc,1950
10.61,syc,1951
10.77,syc,1952
10.96,syc,1953
11.43,syc,1954
11.38,syc,1955
11.26,syc,1956
11.49,syc,1957
11.56,syc,1958
11.85,syc,1959
12.44,syc,1960
11.44,syc,1961
12.12,syc,1962
12.92,syc,1963
13.08,syc,1964
12.8,syc,1965
12.8,syc,1966
12.52,syc,1967
13.26,syc,1968
12.91,syc,1969
13.51,syc,1970
15.3,syc,1971
15.84,syc,1972
16.95,syc,1973
16.84,syc,1974
17.09,syc,1975
18.43,syc,1976
19.4,syc,1977
20.42,syc,1978
23.45,syc,1979
22.47,syc,1980
20.57,syc,1981
19.94,syc,1982
19.42,syc,1983
19.97,syc,1984
21.64,syc,1985
21.88,syc,1986
22.79,syc,1987
23.57,syc,1988
24.74,syc,1989
26.2,syc,1990
26.63,syc,1991
28.18,syc,1992
29.73,syc,1993
28.79,syc,1994
28.69,syc,1995
31.33,syc,1996
34.9,syc,1997
36.71,syc,1998
35.44,syc,1999
33.4,syc,2000
32.51,syc,2001
32.75,syc,2002
30.7,syc,2003
29.66,syc,2004
31.14,syc,2005
33.04,syc,2006
36.65,syc,2007
36.25,syc,2008
33.43,syc,2009
1.115,sle,1800
1.115,sle,1820
1.723,sle,1913
1.818,sle,1950
1.896,sle,1951
1.929,sle,1952
1.977,sle,1953
2.06,sle,1954
2.104,sle,1955
2.153,sle,1956
2.203,sle,1957
2.234,sle,1958
2.329,sle,1959
2.37,sle,1960
2.378,sle,1961
2.449,sle,1962
2.453,sle,1963
2.445,sle,1964
2.58,sle,1965
2.703,sle,1966
2.645,sle,1967
2.86,sle,1968
3.071,sle,1969
3.127,sle,1970
3.05,sle,1971
2.969,sle,1972
3.011,sle,1973
3.082,sle,1974
3.118,sle,1975
2.969,sle,1976
2.957,sle,1977
2.91,sle,1978
3.017,sle,1979
3.098,sle,1980
3.224,sle,1981
3.213,sle,1982
3.101,sle,1983
3.076,sle,1984
2.925,sle,1985
2.76,sle,1986
2.839,sle,1987
2.847,sle,1988
2.842,sle,1989
2.845,sle,1990
2.549,sle,1991
2.344,sle,1992
2.372,sle,1993
2.4,sle,1994
2.125,sle,1995
1.578,sle,1996
1.26,sle,1997
1.225,sle,1998
1.119,sle,1999
1.135,sle,2000
1.269,sle,2001
1.534,sle,2002
1.587,sle,2003
1.653,sle,2004
1.732,sle,2005
1.811,sle,2006
1.879,sle,2007
1.933,sle,2008
1.96,sle,2009
1.89,sgp,1800
1.89,sgp,1820
2.096,sgp,1870
4.783,sgp,1900
5.268,sgp,1901
4.98,sgp,1902
4.284,sgp,1903
4.14,sgp,1904
4.583,sgp,1905
5.151,sgp,1906
4.697,sgp,1907
5.396,sgp,1908
5.455,sgp,1909
5.926,sgp,1910
5.308,sgp,1911
4.541,sgp,1912
3.929,sgp,1913
4.697,sgp,1914
4.79,sgp,1915
3.96,sgp,1916
5.488,sgp,1917
4.29,sgp,1918
4.867,sgp,1919
4.192,sgp,1920
4.734,sgp,1921
6.254,sgp,1922
6.404,sgp,1923
6.265,sgp,1924
7.059,sgp,1925
5.826,sgp,1926
4.309,sgp,1927
5.12,sgp,1928
7.209,sgp,1929
6.615,sgp,1930
4.872,sgp,1931
4.24,sgp,1932
5.998,sgp,1933
7.077,sgp,1934
7.972,sgp,1935
7.92,sgp,1936
8.603,sgp,1937
7.295,sgp,1938
8.485,sgp,1939
7.748,sgp,1950
7.306,sgp,1951
5.077,sgp,1952
6.059,sgp,1953
6.944,sgp,1954
6.387,sgp,1955
7.027,sgp,1956
6.235,sgp,1957
6.248,sgp,1958
7.024,sgp,1959
7.513,sgp,1960
8.296,sgp,1961
8.059,sgp,1962
8.569,sgp,1963
8.393,sgp,1964
9.169,sgp,1965
9.928,sgp,1966
10.92,sgp,1967
12.21,sgp,1968
13.68,sgp,1969
15.34,sgp,1970
16.9,sgp,1971
18.85,sgp,1972
20.6,sgp,1973
21.5,sgp,1974
21.85,sgp,1975
23.11,sgp,1976
24.58,sgp,1977
26.37,sgp,1978
28.52,sgp,1979
30.93,sgp,1980
32.42,sgp,1981
33.27,sgp,1982
35.67,sgp,1983
37.97,sgp,1984
37.36,sgp,1985
38.2,sgp,1986
41.36,sgp,1987
45.05,sgp,1988
48.22,sgp,1989
50.75,sgp,1990
52.6,sgp,1991
54.32,sgp,1992
59.3,sgp,1993
64.26,sgp,1994
67.53,sgp,1995
70.03,sgp,1996
73.51,sgp,1997
70.0,sgp,1998
74.52,sgp,1999
80.78,sgp,2000
76.56,sgp,2001
79.0,sgp,2002
81.19,sgp,2003
87.27,sgp,2004
90.96,sgp,2005
95.81,sgp,2006
99.46,sgp,2007
99.12,sgp,2008
95.45,sgp,2009
2.626,svk,1800
2.626,svk,1820
3.338,svk,1850
3.6,svk,1870
4.656,svk,1890
5.348,svk,1900
6.159,svk,1910
6.482,svk,1913
5.98,svk,1920
6.448,svk,1921
6.205,svk,1922
6.653,svk,1923
7.278,svk,1924
8.061,svk,1925
7.966,svk,1926
8.512,svk,1927
9.209,svk,1928
9.411,svk,1929
9.05,svk,1930
8.688,svk,1931
8.289,svk,1932
7.894,svk,1933
7.556,svk,1934
7.455,svk,1935
8.038,svk,1936
8.914,svk,1937
9.554,svk,1948
10.08,svk,1949
10.83,svk,1950
10.9,svk,1951
11.13,svk,1952
10.96,svk,1953
11.3,svk,1954
12.13,svk,1955
12.71,svk,1956
13.36,svk,1957
14.26,svk,1958
14.79,svk,1959
15.8,svk,1960
16.28,svk,1961
16.41,svk,1962
15.99,svk,1963
16.62,svk,1964
17.11,svk,1965
17.76,svk,1966
18.45,svk,1967
19.25,svk,1968
19.65,svk,1969
20.0,svk,1970
20.6,svk,1971
21.22,svk,1972
21.78,svk,1973
22.4,svk,1974
22.89,svk,1975
23.08,svk,1976
23.95,svk,1977
24.09,svk,1978
24.14,svk,1979
24.69,svk,1980
24.48,svk,1981
24.89,svk,1982
25.2,svk,1983
25.73,svk,1984
25.88,svk,1985
26.32,svk,1986
26.4,svk,1987
26.94,svk,1988
27.12,svk,1989
26.33,svk,1990
22.4,svk,1991
20.83,svk,1992
21.13,svk,1993
22.36,svk,1994
23.6,svk,1995
25.18,svk,1996
26.59,svk,1997
27.55,svk,1998
27.63,svk,1999
27.83,svk,2000
28.73,svk,2001
29.91,svk,2002
31.16,svk,2003
32.85,svk,2004
34.83,svk,2005
37.76,svk,2006
41.69,svk,2007
44.18,svk,2008
42.07,svk,2009
2.978,svn,1800
3.04,svn,1820
3.823,svn,1870
5.38,svn,1890
5.757,svn,1900
6.745,svn,1910
6.745,svn,1913
6.581,svn,1920
6.646,svn,1921
6.744,svn,1922
6.995,svn,1923
7.391,svn,1924
7.645,svn,1925
8.063,svn,1926
7.82,svn,1927
8.387,svn,1928
8.706,svn,1929
8.414,svn,1930
8.046,svn,1931
7.197,svn,1932
7.319,svn,1933
7.488,svn,1934
7.274,svn,1935
8.106,svn,1936
8.127,svn,1937
8.657,svn,1938
9.01,svn,1939
8.395,svn,1947
9.882,svn,1948
10.71,svn,1949
9.898,svn,1950
10.15,svn,1951
9.244,svn,1952
10.48,svn,1953
10.93,svn,1954
11.47,svn,1955
11.12,svn,1956
12.86,svn,1957
13.27,svn,1958
14.77,svn,1959
15.55,svn,1960
16.09,svn,1961
16.23,svn,1962
17.75,svn,1963
19.27,svn,1964
19.6,svn,1965
20.45,svn,1966
20.63,svn,1967
20.88,svn,1968
23.04,svn,1969
23.96,svn,1970
26.49,svn,1971
27.16,svn,1972
27.83,svn,1973
31.14,svn,1974
30.87,svn,1975
31.52,svn,1976
33.5,svn,1977
35.04,svn,1978
37.13,svn,1979
38.7,svn,1980
39.15,svn,1981
39.18,svn,1982
39.3,svn,1983
40.07,svn,1984
40.18,svn,1985
41.62,svn,1986
40.96,svn,1987
40.21,svn,1988
39.52,svn,1989
36.5,svn,1990
33.12,svn,1991
31.17,svn,1992
31.93,svn,1993
33.51,svn,1994
34.77,svn,1995
35.95,svn,1996
37.63,svn,1997
38.92,svn,1998
40.93,svn,1999
42.54,svn,2000
43.79,svn,2001
45.31,svn,2002
46.5,svn,2003
48.49,svn,2004
50.45,svn,2005
53.19,svn,2006
56.83,svn,2007
58.73,svn,2008
54.34,svn,2009
0.8505,slb,1800
0.8505,slb,1820
1.164,slb,1913
2.861,slb,1967
2.905,slb,1968
2.732,slb,1969
2.778,slb,1970
2.745,slb,1971
1.897,slb,1972
2.039,slb,1973
2.483,slb,1974
2.111,slb,1975
2.32,slb,1976
2.565,slb,1977
2.7,slb,1978
3.258,slb,1979
2.956,slb,1980
3.239,slb,1981
3.218,slb,1982
3.538,slb,1983
3.463,slb,1984
3.382,slb,1985
3.931,slb,1986
3.912,slb,1987
3.941,slb,1988
4.144,slb,1989
4.101,slb,1990
4.225,slb,1991
4.627,slb,1992
4.675,slb,1993
4.96,slb,1994
5.218,slb,1995
5.154,slb,1996
4.94,slb,1997
4.89,slb,1998
4.736,slb,1999
3.952,slb,2000
3.503,slb,2001
3.356,slb,2002
3.482,slb,2003
3.666,slb,2004
3.754,slb,2005
3.904,slb,2006
4.204,slb,2007
4.388,slb,2008
4.175,slb,2009
1.094,som,1800
1.094,som,1820
1.69,som,1913
2.367,som,1950
2.459,som,1951
2.491,som,1952
2.537,som,1953
2.633,som,1954
2.667,som,1955
2.712,som,1956
2.759,som,1957
2.779,som,1958
2.882,som,1959
2.861,som,1960
2.937,som,1961
3.003,som,1962
3.055,som,1963
2.667,som,1964
2.437,som,1965
2.724,som,1966
2.817,som,1967
2.804,som,1968
2.399,som,1969
2.55,som,1970
2.556,som,1971
2.751,som,1972
2.635,som,1973
2.048,som,1974
2.691,som,1975
2.613,som,1976
3.182,som,1977
3.112,som,1978
2.645,som,1979
2.323,som,1980
2.492,som,1981
2.581,som,1982
2.275,som,1983
2.275,som,1984
2.369,som,1985
2.359,som,1986
2.397,som,1987
2.389,som,1988
2.439,som,1989
2.426,som,1990
2.26,som,1991
2.033,som,1992
2.046,som,1993
2.067,som,1994
2.089,som,1995
2.097,som,1996
2.041,som,1997
1.978,som,1998
1.956,som,1999
1.933,som,2000
1.906,som,2001
1.934,som,2002
1.964,som,2003
2.004,som,2004
2.046,som,2005
2.053,som,2006
2.06,som,2007
2.068,som,2008
1.665,zaf,1800
1.665,zaf,1820
3.442,zaf,1870
6.351,zaf,1911
6.371,zaf,1912
5.908,zaf,1913
5.577,zaf,1914
5.143,zaf,1915
5.126,zaf,1916
4.911,zaf,1917
4.965,zaf,1918
5.588,zaf,1919
4.252,zaf,1920
4.765,zaf,1921
5.016,zaf,1922
5.482,zaf,1923
5.761,zaf,1924
5.871,zaf,1925
6.034,zaf,1926
6.119,zaf,1927
6.287,zaf,1928
6.244,zaf,1929
6.104,zaf,1930
5.702,zaf,1931
5.544,zaf,1932
6.302,zaf,1933
6.657,zaf,1934
7.772,zaf,1935
8.416,zaf,1936
8.371,zaf,1937
8.515,zaf,1938
8.954,zaf,1939
9.067,zaf,1940
9.398,zaf,1941
9.26,zaf,1942
9.079,zaf,1943
9.164,zaf,1944
9.537,zaf,1945
9.952,zaf,1946
9.935,zaf,1947
10.44,zaf,1948
10.45,zaf,1949
10.03,zaf,1950
10.28,zaf,1951
10.36,zaf,1952
10.59,zaf,1953
11.11,zaf,1954
11.4,zaf,1955
11.78,zaf,1956
12.03,zaf,1957
12.08,zaf,1958
12.35,zaf,1959
12.16,zaf,1960
12.24,zaf,1961
12.65,zaf,1962
13.26,zaf,1963
13.99,zaf,1964
14.53,zaf,1965
14.85,zaf,1966
15.6,zaf,1967
15.91,zaf,1968
16.32,zaf,1969
16.82,zaf,1970
17.14,zaf,1971
17.03,zaf,1972
17.42,zaf,1973
18.09,zaf,1974
17.99,zaf,1975
18.01,zaf,1976
17.61,zaf,1977
17.76,zaf,1978
18.04,zaf,1979
18.81,zaf,1980
19.36,zaf,1981
18.79,zaf,1982
17.96,zaf,1983
18.4,zaf,1984
17.69,zaf,1985
17.24,zaf,1986
17.16,zaf,1987
17.47,zaf,1988
17.49,zaf,1989
17.08,zaf,1990
16.55,zaf,1991
15.84,zaf,1992
15.7,zaf,1993
15.87,zaf,1994
16.02,zaf,1995
16.35,zaf,1996
16.4,zaf,1997
16.1,zaf,1998
16.08,zaf,1999
16.35,zaf,2000
16.49,zaf,2001
16.91,zaf,2002
17.25,zaf,2003
17.88,zaf,2004
18.59,zaf,2005
19.42,zaf,2006
20.29,zaf,2007
20.68,zaf,2008
20.05,zaf,2009
3.149,esp,1570
3.098,esp,1600
3.082,esp,1609
3.027,esp,1642
3.014,esp,1650
2.989,esp,1659
2.904,esp,1690
2.878,esp,1700
2.856,esp,1720
2.835,esp,1739
2.834,esp,1740
2.823,esp,1750
2.889,esp,1760
2.955,esp,1770
3.023,esp,1780
3.093,esp,1790
3.1,esp,1791
3.107,esp,1792
3.114,esp,1793
3.122,esp,1794
3.129,esp,1795
3.136,esp,1796
3.143,esp,1797
3.15,esp,1798
3.157,esp,1799
3.165,esp,1800
3.172,esp,1801
3.179,esp,1802
3.186,esp,1803
3.194,esp,1804
3.201,esp,1805
3.208,esp,1806
3.215,esp,1807
3.223,esp,1808
3.23,esp,1809
3.238,esp,1810
3.245,esp,1811
3.252,esp,1812
3.26,esp,1813
3.267,esp,1814
3.275,esp,1815
3.282,esp,1816
3.29,esp,1817
3.297,esp,1818
3.305,esp,1819
3.312,esp,1820
3.32,esp,1821
3.327,esp,1822
3.335,esp,1823
3.342,esp,1824
3.35,esp,1825
3.357,esp,1826
3.365,esp,1827
3.373,esp,1828
3.38,esp,1829
3.388,esp,1830
3.396,esp,1831
3.403,esp,1832
3.411,esp,1833
3.419,esp,1834
3.427,esp,1835
3.434,esp,1836
3.442,esp,1837
3.45,esp,1838
3.458,esp,1839
3.466,esp,1840
3.473,esp,1841
3.481,esp,1842
3.489,esp,1843
3.497,esp,1844
3.505,esp,1845
3.513,esp,1846
3.521,esp,1847
3.529,esp,1848
3.537,esp,1849
3.545,esp,1850
3.58,esp,1851
3.722,esp,1852
3.733,esp,1853
3.781,esp,1854
3.951,esp,1855
3.823,esp,1856
3.719,esp,1857
3.789,esp,1858
3.943,esp,1859
4.062,esp,1860
4.102,esp,1861
4.116,esp,1862
4.197,esp,1863
4.186,esp,1864
4.043,esp,1865
4.24,esp,1866
4.216,esp,1867
3.777,esp,1868
3.883,esp,1869
3.967,esp,1870
4.266,esp,1871
4.841,esp,1872
5.25,esp,1873
4.794,esp,1874
4.917,esp,1875
4.993,esp,1876
5.483,esp,1877
5.317,esp,1878
4.996,esp,1879
5.409,esp,1880
5.518,esp,1881
5.559,esp,1882
5.654,esp,1883
5.638,esp,1884
5.459,esp,1885
5.312,esp,1886
5.21,esp,1887
5.394,esp,1888
5.358,esp,1889
5.337,esp,1890
5.435,esp,1891
5.816,esp,1892
5.587,esp,1893
5.625,esp,1894
5.551,esp,1895
5.086,esp,1896
5.32,esp,1897
5.705,esp,1898
5.771,esp,1899
5.87,esp,1900
6.247,esp,1901
6.024,esp,1902
6.01,esp,1903
5.949,esp,1904
5.841,esp,1905
6.084,esp,1906
6.232,esp,1907
6.432,esp,1908
6.499,esp,1909
6.228,esp,1910
6.629,esp,1911
6.535,esp,1912
6.755,esp,1913
6.618,esp,1914
6.681,esp,1915
6.945,esp,1916
6.814,esp,1917
6.721,esp,1918
6.718,esp,1919
7.155,esp,1920
7.271,esp,1921
7.505,esp,1922
7.525,esp,1923
7.66,esp,1924
8.053,esp,1925
7.943,esp,1926
8.544,esp,1927
8.492,esp,1928
9.001,esp,1929
8.611,esp,1930
8.311,esp,1931
8.411,esp,1932
8.17,esp,1933
8.399,esp,1934
8.488,esp,1935
6.536,esp,1936
5.941,esp,1937
5.883,esp,1938
6.292,esp,1939
6.837,esp,1940
6.67,esp,1941
6.988,esp,1942
7.189,esp,1943
7.465,esp,1944
6.906,esp,1945
7.16,esp,1946
7.222,esp,1947
7.183,esp,1948
7.081,esp,1949
7.194,esp,1950
7.843,esp,1951
8.408,esp,1952
8.307,esp,1953
8.859,esp,1954
9.13,esp,1955
9.786,esp,1956
10.01,esp,1957
10.35,esp,1958
10.02,esp,1959
10.09,esp,1960
11.29,esp,1961
12.49,esp,1962
13.64,esp,1963
14.84,esp,1964
15.65,esp,1965
16.63,esp,1966
17.53,esp,1967
18.36,esp,1968
19.82,esp,1969
20.77,esp,1970
21.75,esp,1971
23.33,esp,1972
25.18,esp,1973
26.78,esp,1974
27.43,esp,1975
28.26,esp,1976
29.03,esp,1977
29.65,esp,1978
29.8,esp,1979
30.24,esp,1980
30.19,esp,1981
30.54,esp,1982
31.15,esp,1983
31.45,esp,1984
31.95,esp,1985
32.86,esp,1986
34.57,esp,1987
36.3,esp,1988
38.06,esp,1989
39.62,esp,1990
40.51,esp,1991
40.8,esp,1992
40.3,esp,1993
41.19,esp,1994
42.26,esp,1995
43.22,esp,1996
44.84,esp,1997
46.78,esp,1998
48.87,esp,1999
51.34,esp,2000
53.12,esp,2001
54.46,esp,2002
56.06,esp,2003
57.8,esp,2004
59.8,esp,2005
61.18,esp,2006
62.34,esp,2007
61.75,esp,2008
58.8,esp,2009
0.9947,lka,1800
0.9947,lka,1820
1.02,lka,1850
1.54,lka,1870
1.496,lka,1871
1.419,lka,1872
1.426,lka,1873
1.401,lka,1874
1.412,lka,1875
1.427,lka,1876
1.435,lka,1877
1.298,lka,1878
1.392,lka,1879
1.502,lka,1880
1.604,lka,1881
1.692,lka,1882
1.703,lka,1883
1.636,lka,1884
1.524,lka,1885
1.466,lka,1886
1.71,lka,1887
1.666,lka,1888
1.631,lka,1889
1.891,lka,1890
1.875,lka,1891
1.903,lka,1892
1.904,lka,1893
1.887,lka,1894
1.963,lka,1895
1.968,lka,1896
2.035,lka,1897
2.113,lka,1898
2.232,lka,1899
2.334,lka,1900
2.156,lka,1901
2.126,lka,1902
2.217,lka,1903
2.198,lka,1904
2.133,lka,1905
2.154,lka,1906
2.231,lka,1907
2.209,lka,1908
2.086,lka,1909
2.185,lka,1910
2.099,lka,1911
2.092,lka,1912
2.233,lka,1913
2.189,lka,1914
2.056,lka,1915
2.121,lka,1916
2.203,lka,1917
2.003,lka,1918
2.11,lka,1919
1.975,lka,1920
1.916,lka,1921
1.965,lka,1922
1.928,lka,1923
2.04,lka,1924
2.147,lka,1925
2.291,lka,1926
2.282,lka,1927
2.274,lka,1928
2.416,lka,1929
2.289,lka,1930
2.176,lka,1931
2.064,lka,1932
2.08,lka,1933
2.279,lka,1934
2.142,lka,1935
2.125,lka,1936
2.255,lka,1937
2.217,lka,1938
2.146,lka,1939
2.263,lka,1940
2.309,lka,1941
2.393,lka,1942
2.323,lka,1943
2.088,lka,1944
2.018,lka,1945
1.9,lka,1946
1.942,lka,1947
2.097,lka,1948
2.169,lka,1949
2.266,lka,1950
2.339,lka,1951
2.376,lka,1952
2.352,lka,1953
2.348,lka,1954
2.422,lka,1955
2.378,lka,1956
2.352,lka,1957
2.36,lka,1958
2.331,lka,1959
2.351,lka,1960
2.335,lka,1961
2.356,lka,1962
2.345,lka,1963
2.4,lka,1964
2.418,lka,1965
2.335,lka,1966
2.49,lka,1967
2.615,lka,1968
2.66,lka,1969
2.73,lka,1970
2.655,lka,1971
2.661,lka,1972
2.721,lka,1973
2.767,lka,1974
2.787,lka,1975
2.823,lka,1976
2.958,lka,1977
3.087,lka,1978
3.226,lka,1979
3.345,lka,1980
3.498,lka,1981
3.614,lka,1982
3.749,lka,1983
3.885,lka,1984
3.995,lka,1985
4.136,lka,1986
4.116,lka,1987
4.164,lka,1988
4.215,lka,1989
4.429,lka,1990
4.579,lka,1991
4.723,lka,1992
4.981,lka,1993
5.188,lka,1994
5.405,lka,1995
5.548,lka,1996
5.843,lka,1997
6.058,lka,1998
6.258,lka,1999
6.574,lka,2000
6.416,lka,2001
6.613,lka,2002
6.944,lka,2003
7.259,lka,2004
7.634,lka,2005
8.155,lka,2006
8.642,lka,2007
9.084,lka,2008
9.329,lka,2009
1.063,sdn,1800
1.063,sdn,1820
1.642,sdn,1913
3.403,sdn,1950
3.47,sdn,1951
3.544,sdn,1952
3.611,sdn,1953
3.684,sdn,1954
3.76,sdn,1955
4.045,sdn,1956
3.882,sdn,1957
3.933,sdn,1958
4.282,sdn,1959
4.244,sdn,1960
4.129,sdn,1961
4.297,sdn,1962
4.062,sdn,1963
3.915,sdn,1964
4.081,sdn,1965
3.925,sdn,1966
3.702,sdn,1967
3.825,sdn,1968
3.954,sdn,1969
3.682,sdn,1970
3.827,sdn,1971
3.64,sdn,1972
3.232,sdn,1973
3.452,sdn,1974
3.773,sdn,1975
4.329,sdn,1976
4.831,sdn,1977
4.593,sdn,1978
3.965,sdn,1979
3.862,sdn,1980
3.815,sdn,1981
4.157,sdn,1982
3.973,sdn,1983
3.641,sdn,1984
3.28,sdn,1985
3.309,sdn,1986
3.307,sdn,1987
3.277,sdn,1988
3.453,sdn,1989
3.082,sdn,1990
3.199,sdn,1991
3.272,sdn,1992
3.278,sdn,1993
3.253,sdn,1994
3.264,sdn,1995
3.343,sdn,1996
3.579,sdn,1997
3.686,sdn,1998
3.856,sdn,1999
4.11,sdn,2000
4.239,sdn,2001
4.371,sdn,2002
4.556,sdn,2003
4.662,sdn,2004
4.932,sdn,2005
5.35,sdn,2006
5.744,sdn,2007
5.981,sdn,2008
6.093,sdn,2009
2.202,sur,1800
2.202,sur,1820
4.063,sur,1913
7.021,sur,1950
10.87,sur,1970
11.52,sur,1971
12.07,sur,1972
12.63,sur,1973
13.07,sur,1974
11.87,sur,1975
13.06,sur,1976
14.52,sur,1977
15.41,sur,1978
14.54,sur,1979
13.26,sur,1980
14.07,sur,1981
13.29,sur,1982
12.55,sur,1983
12.1,sur,1984
13.58,sur,1985
13.18,sur,1986
12.08,sur,1987
13.01,sur,1988
13.48,sur,1989
12.86,sur,1990
13.07,sur,1991
13.1,sur,1992
12.33,sur,1993
11.84,sur,1994
12.08,sur,1995
12.11,sur,1996
12.26,sur,1997
12.51,sur,1998
12.08,sur,1999
12.45,sur,2000
13.07,sur,2001
13.31,sur,2002
14.14,sur,2003
15.09,sur,2004
15.86,sur,2005
16.28,sur,2006
16.93,sur,2007
17.75,sur,2008
17.98,sur,2009
0.908,swz,1800
0.908,swz,1820
1.403,swz,1913
2.418,swz,1950
2.498,swz,1951
2.518,swz,1952
2.556,swz,1953
2.638,swz,1954
2.658,swz,1955
2.694,swz,1956
2.73,swz,1957
2.738,swz,1958
2.825,swz,1959
3.133,swz,1960
3.446,swz,1961
4.071,swz,1962
4.196,swz,1963
4.692,swz,1964
5.286,swz,1965
5.37,swz,1966
5.73,swz,1967
5.325,swz,1968
5.405,swz,1969
6.825,swz,1970
6.754,swz,1971
7.379,swz,1972
7.569,swz,1973
8.192,swz,1974
8.254,swz,1975
8.287,swz,1976
8.293,swz,1977
8.255,swz,1978
8.117,swz,1979
8.037,swz,1980
8.318,swz,1981
8.543,swz,1982
8.295,swz,1983
8.171,swz,1984
8.372,swz,1985
8.362,swz,1986
8.739,swz,1987
8.142,swz,1988
8.306,swz,1989
8.163,swz,1990
7.996,swz,1991
7.792,swz,1992
7.809,swz,1993
8.028,swz,1994
8.271,swz,1995
8.38,swz,1996
8.502,swz,1997
8.597,swz,1998
8.749,swz,1999
8.818,swz,2000
8.874,swz,2001
9.053,swz,2002
9.225,swz,2003
9.399,swz,2004
9.614,swz,2005
9.856,swz,2006
10.16,swz,2007
10.36,swz,2008
10.37,swz,2009
2.197,swe,1570
1.959,swe,1600
1.992,swe,1609
2.114,swe,1642
2.145,swe,1650
2.181,swe,1659
2.307,swe,1690
2.256,swe,1700
2.158,swe,1720
2.316,swe,1739
2.314,swe,1740
2.3,swe,1750
2.285,swe,1760
2.271,swe,1770
2.256,swe,1780
2.397,swe,1790
2.512,swe,1791
2.531,swe,1792
2.457,swe,1793
2.472,swe,1794
2.484,swe,1795
2.507,swe,1796
2.429,swe,1797
2.419,swe,1798
2.252,swe,1799
2.412,swe,1800
2.423,swe,1801
2.542,swe,1802
2.501,swe,1803
2.371,swe,1804
2.5,swe,1805
2.527,swe,1806
2.449,swe,1807
2.271,swe,1808
2.275,swe,1809
2.481,swe,1810
2.65,swe,1811
2.492,swe,1812
2.562,swe,1813
2.615,swe,1814
2.667,swe,1815
2.668,swe,1816
2.579,swe,1817
2.566,swe,1818
2.537,swe,1819
2.572,swe,1820
2.623,swe,1821
2.65,swe,1822
2.655,swe,1823
2.696,swe,1824
2.748,swe,1825
2.697,swe,1826
2.64,swe,1827
2.678,swe,1828
2.7,swe,1829
2.662,swe,1830
2.733,swe,1831
2.662,swe,1832
2.761,swe,1833
2.792,swe,1834
2.798,swe,1835
2.876,swe,1836
2.835,swe,1837
2.785,swe,1838
2.839,swe,1839
2.864,swe,1840
2.843,swe,1841
2.701,swe,1842
2.788,swe,1843
2.925,swe,1844
2.942,swe,1845
2.864,swe,1846
2.944,swe,1847
2.972,swe,1848
3.044,swe,1849
3.12,swe,1850
3.096,swe,1851
3.054,swe,1852
3.092,swe,1853
3.145,swe,1854
3.372,swe,1855
3.408,swe,1856
3.5,swe,1857
3.457,swe,1858
3.576,swe,1859
3.623,swe,1860
3.502,swe,1861
3.452,swe,1862
3.6,swe,1863
3.588,swe,1864
3.67,swe,1865
3.588,swe,1866
3.666,swe,1867
3.327,swe,1868
3.555,swe,1869
4.093,swe,1870
4.213,swe,1871
4.353,swe,1872
4.479,swe,1873
4.617,swe,1874
4.421,swe,1875
4.736,swe,1876
4.621,swe,1877
4.369,swe,1878
4.569,swe,1879
4.526,swe,1880
4.605,swe,1881
4.419,swe,1882
4.809,swe,1883
4.701,swe,1884
4.752,swe,1885
4.776,swe,1886
4.584,swe,1887
4.736,swe,1888
4.772,swe,1889
4.878,swe,1890
5.146,swe,1891
5.064,swe,1892
5.212,swe,1893
5.232,swe,1894
5.477,swe,1895
5.601,swe,1896
5.866,swe,1897
6.114,swe,1898
6.367,swe,1899
6.354,swe,1900
6.426,swe,1901
6.395,swe,1902
6.791,swe,1903
6.871,swe,1904
6.799,swe,1905
7.302,swe,1906
7.868,swe,1907
7.507,swe,1908
7.619,swe,1909
7.814,swe,1910
8.042,swe,1911
8.417,swe,1912
8.758,swe,1913
8.985,swe,1914
9.178,swe,1915
9.798,swe,1916
9.11,swe,1917
8.746,swe,1918
9.016,swe,1919
9.247,swe,1920
8.452,swe,1921
9.225,swe,1922
9.545,swe,1923
10.15,swe,1924
10.17,swe,1925
10.65,swe,1926
11.07,swe,1927
11.33,swe,1928
11.97,swe,1929
12.1,swe,1930
11.88,swe,1931
11.25,swe,1932
11.69,swe,1933
12.47,swe,1934
13.1,swe,1935
13.61,swe,1936
13.94,swe,1937
14.22,swe,1938
15.35,swe,1939
14.78,swe,1940
14.76,swe,1941
14.58,swe,1942
15.02,swe,1943
15.42,swe,1944
15.78,swe,1945
17.34,swe,1946
18.45,swe,1947
18.63,swe,1948
18.95,swe,1949
19.9,swe,1950
20.3,swe,1951
20.22,swe,1952
20.87,swe,1953
21.81,swe,1954
22.24,swe,1955
22.82,swe,1956
23.33,swe,1957
24.0,swe,1958
24.97,swe,1959
26.21,swe,1960
27.36,swe,1961
28.81,swe,1962
30.12,swe,1963
32.24,swe,1964
33.52,swe,1965
34.61,swe,1966
35.39,swe,1967
36.69,swe,1968
