geo,sugar_per_person_g_per_day,time
col,147.9,1990
col,153.4,1991
col,147.9,1992
col,139.7,1993
col,137.0,1994
col,134.2,1995
col,137.0,1996
col,134.2,1997
col,134.2,1998
col,137.0,1999
col,137.0,2000
col,134.2,2001
col,134.2,2002
col,134.2,2003
col,134.2,2004
com,5.48,1961
com,5.48,1962
com,8.22,1963
com,10.96,1964
com,10.96,1965
com,10.96,1966
com,13.7,1967
com,13.7,1968
com,16.44,1969
com,19.18,1970
com,19.18,1971
com,19.18,1972
com,21.92,1973
com,19.18,1974
com,13.7,1975
com,10.96,1976
com,10.96,1977
com,13.7,1978
com,16.44,1979
com,16.44,1980
com,16.44,1981
com,16.44,1982
com,19.18,1983
com,16.44,1984
com,16.44,1985
com,19.18,1986
com,16.44,1987
com,16.44,1988
com,16.44,1989
com,21.92,1990
com,19.18,1991
com,19.18,1992
com,19.18,1993
com,16.44,1994
com,16.44,1995
com,16.44,1996
com,16.44,1997
com,10.96,1998
com,13.7,1999
com,8.22,2000
com,16.44,2001
com,16.44,2002
com,21.92,2003
com,21.92,2004
cod,5.48,1961
cod,5.48,1962
cod,5.48,1963
cod,5.48,1964
cod,5.48,1965
cod,5.48,1966
cod,5.48,1967
cod,5.48,1968
cod,5.48,1969
cod,8.22,1970
cod,8.22,1971
cod,8.22,1972
cod,8.22,1973
cod,8.22,1974
cod,5.48,1975
cod,5.48,1976
cod,5.48,1977
cod,5.48,1978
cod,5.48,1979
cod,5.48,1980
cod,5.48,1981
cod,5.48,1982
cod,5.48,1983
cod,5.48,1984
cod,5.48,1985
cod,5.48,1986
cod,8.22,1987
cod,8.22,1988
cod,8.22,1989
cod,8.22,1990
cod,5.48,1991
cod,5.48,1992
cod,5.48,1993
cod,5.48,1994
cod,5.48,1995
cod,5.48,1996
cod,2.74,1997
cod,5.48,1998
cod,5.48,1999
cod,5.48,2000
cod,8.22,2001
cod,8.22,2002
cod,5.48,2003
cod,5.48,2004
cog,8.22,1961
cog,8.22,1962
cog,8.22,1963
cog,5.48,1964
cog,5.48,1965
cog,5.48,1966
cog,5.48,1967
cog,8.22,1968
cog,8.22,1969
cog,10.96,1970
cog,13.7,1971
cog,10.96,1972
cog,16.44,1973
cog,13.7,1974
cog,16.44,1975
cog,13.7,1976
cog,16.44,1977
cog,19.18,1978
cog,19.18,1979
cog,21.92,1980
cog,21.92,1981
cog,19.18,1982
cog,24.66,1983
cog,24.66,1984
cog,24.66,1985
cog,21.92,1986
cog,21.92,1987
cog,21.92,1988
cog,24.66,1989
cog,24.66,1990
cog,21.92,1991
cog,16.44,1992
cog,16.44,1993
cog,16.44,1994
cog,19.18,1995
cog,19.18,1996
cog,16.44,1997
cog,21.92,1998
cog,21.92,1999
cog,24.66,2000
cog,24.66,2001
cog,27.4,2002
cog,30.14,2003
cog,30.14,2004
cri,120.5,1961
cri,120.5,1962
cri,117.8,1963
cri,128.8,1964
cri,123.3,1965
cri,128.8,1966
cri,120.5,1967
cri,131.5,1968
cri,131.5,1969
cri,142.5,1970
cri,150.7,1971
cri,158.9,1972
cri,169.9,1973
cri,169.9,1974
cri,175.3,1975
cri,167.1,1976
cri,175.3,1977
cri,172.6,1978
cri,167.1,1979
cri,167.1,1980
cri,178.1,1981
cri,178.1,1982
cri,167.1,1983
cri,169.9,1984
cri,186.3,1985
cri,178.1,1986
cri,175.3,1987
cri,169.9,1988
cri,158.9,1989
cri,164.4,1990
cri,164.4,1991
cri,164.4,1992
cri,164.4,1993
cri,161.6,1994
cri,158.9,1995
cri,156.2,1996
cri,156.2,1997
cri,156.2,1998
cri,156.2,1999
cri,153.4,2000
cri,150.7,2001
cri,158.9,2002
cri,156.2,2003
cri,156.2,2004
civ,19.18,1961
civ,19.18,1962
civ,16.44,1963
civ,16.44,1964
civ,19.18,1965
civ,21.92,1966
civ,19.18,1967
civ,19.18,1968
civ,19.18,1969
civ,27.4,1970
civ,27.4,1971
civ,24.66,1972
civ,27.4,1973
civ,21.92,1974
civ,13.7,1975
civ,16.44,1976
civ,19.18,1977
civ,24.66,1978
civ,19.18,1979
civ,32.88,1980
civ,24.66,1981
civ,27.4,1982
civ,35.62,1983
civ,24.66,1984
civ,24.66,1985
civ,32.88,1986
civ,30.14,1987
civ,32.88,1988
civ,30.14,1989
civ,24.66,1990
civ,27.4,1991
civ,27.4,1992
civ,24.66,1993
civ,24.66,1994
civ,27.4,1995
civ,19.18,1996
civ,19.18,1997
civ,24.66,1998
civ,24.66,1999
civ,24.66,2000
civ,27.4,2001
civ,27.4,2002
civ,32.88,2003
civ,32.88,2004
hrv,137.0,1992
hrv,112.3,1993
hrv,137.0,1994
hrv,137.0,1995
hrv,126.0,1996
hrv,106.8,1997
hrv,101.4,1998
hrv,104.1,1999
hrv,123.3,2000
hrv,153.4,2001
hrv,161.6,2002
hrv,164.4,2003
hrv,164.4,2004
cub,137.0,1961
cub,139.7,1962
cub,139.7,1963
cub,142.5,1964
cub,142.5,1965
cub,145.2,1966
cub,145.2,1967
cub,145.2,1968
cub,145.2,1969
cub,145.2,1970
cub,145.2,1971
cub,145.2,1972
cub,139.7,1973
cub,156.2,1974
cub,145.2,1975
cub,153.4,1976
cub,147.9,1977
cub,156.2,1978
cub,145.2,1979
cub,147.9,1980
cub,153.4,1981
cub,178.1,1982
cub,186.3,1983
cub,189.0,1984
cub,178.1,1985
cub,180.8,1986
cub,186.3,1987
cub,164.4,1988
cub,167.1,1989
cub,161.6,1990
cub,158.9,1991
cub,158.9,1992
cub,158.9,1993
cub,147.9,1994
cub,158.9,1995
cub,164.4,1996
cub,180.8,1997
cub,175.3,1998
cub,183.6,1999
cub,178.1,2000
cub,167.1,2001
cub,164.4,2002
cub,117.8,2003
cub,117.8,2004
cyp,60.27,1961
cyp,60.27,1962
cyp,63.01,1963
cyp,65.75,1964
cyp,73.97,1965
cyp,76.71,1966
cyp,76.71,1967
cyp,82.19,1968
cyp,82.19,1969
cyp,82.19,1970
cyp,84.93,1971
cyp,84.93,1972
cyp,90.41,1973
cyp,65.75,1974
cyp,41.1,1975
cyp,60.27,1976
cyp,65.75,1977
cyp,71.23,1978
cyp,82.19,1979
cyp,73.97,1980
cyp,68.49,1981
cyp,84.93,1982
cyp,87.67,1983
cyp,93.15,1984
cyp,90.41,1985
cyp,90.41,1986
cyp,87.67,1987
cyp,71.23,1988
cyp,82.19,1989
cyp,101.4,1990
cyp,109.6,1991
cyp,109.6,1992
cyp,117.8,1993
cyp,120.5,1994
cyp,131.5,1995
cyp,112.3,1996
cyp,112.3,1997
cyp,112.3,1998
cyp,115.1,1999
cyp,123.3,2000
cyp,120.5,2001
cyp,123.3,2002
cyp,128.8,2003
cyp,128.8,2004
cze,112.3,1993
cze,106.8,1994
cze,126.0,1995
cze,139.7,1996
cze,128.8,1997
cze,126.0,1998
cze,126.0,1999
cze,123.3,2000
cze,115.1,2001
cze,137.0,2002
cze,142.5,2003
cze,142.5,2004
cheslo,123.3,1961
cheslo,123.3,1962
cheslo,123.3,1963
cheslo,120.5,1964
cheslo,120.5,1965
cheslo,120.5,1966
cheslo,117.8,1967
cheslo,126.0,1968
cheslo,126.0,1969
cheslo,120.5,1970
cheslo,120.5,1971
cheslo,120.5,1972
cheslo,126.0,1973
cheslo,123.3,1974
cheslo,123.3,1975
cheslo,123.3,1976
cheslo,117.8,1977
cheslo,126.0,1978
cheslo,126.0,1979
cheslo,123.3,1980
cheslo,120.5,1981
cheslo,120.5,1982
cheslo,117.8,1983
cheslo,115.1,1984
cheslo,106.8,1985
cheslo,115.1,1986
cheslo,112.3,1987
cheslo,123.3,1988
cheslo,117.8,1989
cheslo,134.2,1990
cheslo,126.0,1991
cheslo,128.8,1992
dnk,139.7,1961
dnk,145.2,1962
dnk,142.5,1963
dnk,139.7,1964
dnk,145.2,1965
dnk,145.2,1966
dnk,145.2,1967
dnk,142.5,1968
dnk,142.5,1969
dnk,147.9,1970
dnk,145.2,1971
dnk,139.7,1972
dnk,147.9,1973
dnk,147.9,1974
dnk,137.0,1975
dnk,145.2,1976
dnk,123.3,1977
dnk,131.5,1978
dnk,126.0,1979
dnk,128.8,1980
dnk,128.8,1981
dnk,131.5,1982
dnk,131.5,1983
dnk,123.3,1984
dnk,123.3,1985
dnk,123.3,1986
dnk,126.0,1987
dnk,120.5,1988
dnk,115.1,1989
dnk,120.5,1990
dnk,131.5,1991
dnk,134.2,1992
dnk,139.7,1993
dnk,139.7,1994
dnk,137.0,1995
dnk,131.5,1996
dnk,145.2,1997
dnk,137.0,1998
dnk,134.2,1999
dnk,145.2,2000
dnk,142.5,2001
dnk,161.6,2002
dnk,158.9,2003
dnk,158.9,2004
dji,95.89,1961
dji,84.93,1962
dji,95.89,1963
dji,71.23,1964
dji,93.15,1965
dji,79.45,1966
dji,101.4,1967
dji,90.41,1968
dji,68.49,1969
dji,90.41,1970
dji,90.41,1971
dji,95.89,1972
dji,112.3,1973
dji,109.6,1974
dji,101.4,1975
dji,109.6,1976
dji,112.3,1977
dji,104.1,1978
dji,87.67,1979
dji,93.15,1980
dji,93.15,1981
dji,101.4,1982
dji,95.89,1983
dji,93.15,1984
dji,95.89,1985
dji,101.4,1986
dji,93.15,1987
dji,109.6,1988
dji,93.15,1989
dji,95.89,1990
dji,104.1,1991
dji,101.4,1992
dji,109.6,1993
dji,109.6,1994
dji,106.8,1995
dji,101.4,1996
dji,73.97,1997
dji,71.23,1998
dji,84.93,1999
dji,73.97,2000
dji,71.23,2001
dji,84.93,2002
dji,76.71,2003
dji,76.71,2004
dma,93.15,1961
dma,87.67,1962
dma,87.67,1963
dma,90.41,1964
dma,93.15,1965
dma,112.3,1966
dma,112.3,1967
dma,115.1,1968
dma,117.8,1969
dma,120.5,1970
dma,120.5,1971
dma,115.1,1972
dma,87.67,1973
dma,98.63,1974
dma,106.8,1975
dma,109.6,1976
dma,95.89,1977
dma,101.4,1978
dma,41.1,1979
dma,79.45,1980
dma,82.19,1981
dma,95.89,1982
dma,98.63,1983
dma,104.1,1984
dma,109.6,1985
dma,115.1,1986
dma,120.5,1987
dma,123.3,1988
dma,123.3,1989
dma,128.8,1990
dma,126.0,1991
dma,123.3,1992
dma,126.0,1993
dma,120.5,1994
dma,117.8,1995
dma,109.6,1996
dma,112.3,1997
dma,109.6,1998
dma,104.1,1999
dma,104.1,2000
dma,104.1,2001
dma,101.4,2002
dma,104.1,2003
dma,104.1,2004
dom,63.01,1961
dom,90.41,1962
dom,87.67,1963
dom,82.19,1964
dom,71.23,1965
dom,79.45,1966
dom,73.97,1967
dom,87.67,1968
dom,84.93,1969
dom,76.71,1970
dom,82.19,1971
dom,84.93,1972
dom,95.89,1973
dom,95.89,1974
dom,90.41,1975
dom,87.67,1976
dom,90.41,1977
dom,93.15,1978
dom,93.15,1979
dom,101.4,1980
dom,95.89,1981
dom,101.4,1982
dom,106.8,1983
dom,112.3,1984
dom,128.8,1985
dom,120.5,1986
dom,112.3,1987
dom,90.41,1988
dom,95.89,1989
dom,76.71,1990
dom,95.89,1991
dom,104.1,1992
dom,112.3,1993
dom,112.3,1994
dom,112.3,1995
dom,109.6,1996
dom,106.8,1997
dom,101.4,1998
dom,101.4,1999
dom,98.63,2000
dom,115.1,2001
dom,115.1,2002
dom,109.6,2003
dom,109.6,2004
ecu,71.23,1961
ecu,76.71,1962
ecu,76.71,1963
ecu,79.45,1964
ecu,82.19,1965
ecu,84.93,1966
ecu,82.19,1967
ecu,84.93,1968
ecu,87.67,1969
ecu,90.41,1970
ecu,93.15,1971
ecu,106.8,1972
ecu,104.1,1973
ecu,106.8,1974
ecu,112.3,1975
ecu,112.3,1976
ecu,117.8,1977
ecu,123.3,1978
ecu,128.8,1979
ecu,128.8,1980
ecu,106.8,1981
ecu,104.1,1982
ecu,104.1,1983
ecu,98.63,1984
ecu,98.63,1985
ecu,104.1,1986
ecu,84.93,1987
ecu,82.19,1988
ecu,93.15,1989
ecu,90.41,1990
ecu,93.15,1991
ecu,90.41,1992
ecu,95.89,1993
ecu,98.63,1994
ecu,104.1,1995
ecu,98.63,1996
ecu,73.97,1997
ecu,123.3,1998
ecu,128.8,1999
ecu,134.2,2000
ecu,139.7,2001
ecu,131.5,2002
ecu,101.4,2003
ecu,101.4,2004
egy,32.88,1961
egy,35.62,1962
egy,35.62,1963
egy,38.36,1964
egy,38.36,1965
egy,41.1,1966
egy,38.36,1967
egy,41.1,1968
egy,41.1,1969
egy,41.1,1970
egy,43.84,1971
egy,43.84,1972
egy,46.58,1973
egy,46.58,1974
egy,52.06,1975
egy,52.06,1976
egy,57.53,1977
egy,60.27,1978
egy,68.49,1979
egy,71.23,1980
egy,76.71,1981
egy,84.93,1982
egy,87.67,1983
egy,90.41,1984
egy,87.67,1985
egy,87.67,1986
egy,84.93,1987
egy,84.93,1988
egy,84.93,1989
egy,84.93,1990
egy,84.93,1991
egy,84.93,1992
egy,79.45,1993
egy,76.71,1994
egy,76.71,1995
egy,76.71,1996
egy,79.45,1997
egy,82.19,1998
egy,87.67,1999
egy,84.93,2000
egy,84.93,2001
egy,76.71,2002
egy,76.71,2003
egy,76.71,2004
slv,63.01,1961
slv,60.27,1962
slv,68.49,1963
slv,60.27,1964
slv,76.71,1965
slv,71.23,1966
slv,76.71,1967
slv,73.97,1968
slv,73.97,1969
slv,71.23,1970
slv,76.71,1971
slv,79.45,1972
slv,82.19,1973
slv,82.19,1974
slv,87.67,1975
slv,98.63,1976
slv,95.89,1977
slv,101.4,1978
slv,95.89,1979
slv,101.4,1980
slv,98.63,1981
slv,104.1,1982
slv,104.1,1983
slv,98.63,1984
slv,101.4,1985
slv,98.63,1986
slv,101.4,1987
slv,109.6,1988
slv,104.1,1989
slv,101.4,1990
slv,106.8,1991
slv,104.1,1992
slv,104.1,1993
slv,93.15,1994
slv,98.63,1995
slv,106.8,1996
slv,115.1,1997
slv,115.1,1998
slv,112.3,1999
slv,109.6,2000
slv,106.8,2001
slv,98.63,2002
slv,93.15,2003
slv,93.15,2004
eri,0.0,1993
eri,2.74,1994
eri,8.22,1995
eri,10.96,1996
eri,10.96,1997
eri,10.96,1998
eri,10.96,1999
eri,5.48,2000
eri,5.48,2001
eri,5.48,2002
eri,13.7,2003
eri,13.7,2004
eri_a_eth,5.48,1961
eri_a_eth,5.48,1962
eri_a_eth,5.48,1963
eri_a_eth,5.48,1964
eri_a_eth,8.22,1965
eri_a_eth,8.22,1966
eri_a_eth,8.22,1967
eri_a_eth,8.22,1968
eri_a_eth,8.22,1969
eri_a_eth,8.22,1970
eri_a_eth,8.22,1971
eri_a_eth,8.22,1972
eri_a_eth,8.22,1973
eri_a_eth,10.96,1974
eri_a_eth,8.22,1975
eri_a_eth,8.22,1976
eri_a_eth,8.22,1977
eri_a_eth,8.22,1978
eri_a_eth,10.96,1979
eri_a_eth,10.96,1980
eri_a_eth,10.96,1981
eri_a_eth,10.96,1982
eri_a_eth,10.96,1983
eri_a_eth,10.96,1984
eri_a_eth,10.96,1985
eri_a_eth,10.96,1986
eri_a_eth,10.96,1987
eri_a_eth,8.22,1988
eri_a_eth,8.22,1989
eri_a_eth,8.22,1990
eri_a_eth,8.22,1991
eri_a_eth,8.22,1992
est,52.06,1992
est,57.53,1993
est,76.71,1994
est,65.75,1995
est,90.41,1996
est,101.4,1997
est,98.63,1998
est,137.0,1999
est,147.9,2000
est,150.7,2001
est,153.4,2002
est,167.1,2003
est,167.1,2004
eth,5.48,1961
eth,5.48,1962
eth,5.48,1963
eth,5.48,1964
eth,8.22,1965
eth,8.22,1966
eth,8.22,1967
eth,8.22,1968
eth,8.22,1969
eth,8.22,1970
eth,8.22,1971
eth,8.22,1972
eth,8.22,1973
eth,10.96,1974
eth,8.22,1975
eth,8.22,1976
eth,8.22,1977
eth,8.22,1978
eth,10.96,1979
eth,10.96,1980
eth,10.96,1981
eth,10.96,1982
eth,10.96,1983
eth,10.96,1984
eth,10.96,1985
eth,10.96,1986
eth,10.96,1987
eth,8.22,1988
eth,8.22,1989
eth,8.22,1990
eth,8.22,1991
eth,8.22,1992
eth,8.22,1993
eth,8.22,1994
eth,8.22,1995
eth,8.22,1996
eth,10.96,1997
eth,10.96,1998
eth,10.96,1999
eth,10.96,2000
eth,10.96,2001
eth,10.96,2002
eth,10.96,2003
eth,10.96,2004
fji,79.45,1961
fji,79.45,1962
fji,79.45,1963
fji,79.45,1964
fji,79.45,1965
fji,82.19,1966
fji,82.19,1967
fji,84.93,1968
fji,84.93,1969
fji,84.93,1970
fji,87.67,1971
fji,87.67,1972
fji,87.67,1973
fji,87.67,1974
fji,87.67,1975
fji,87.67,1976
fji,87.67,1977
fji,87.67,1978
fji,90.41,1979
fji,87.67,1980
fji,87.67,1981
fji,87.67,1982
fji,87.67,1983
fji,87.67,1984
fji,90.41,1985
fji,90.41,1986
fji,90.41,1987
fji,87.67,1988
fji,54.8,1989
fji,52.06,1990
fji,52.06,1991
fji,54.8,1992
fji,52.06,1993
fji,49.32,1994
fji,46.58,1995
fji,46.58,1996
fji,49.32,1997
fji,60.27,1998
fji,73.97,1999
fji,76.71,2000
fji,98.63,2001
fji,109.6,2002
fji,120.5,2003
fji,120.5,2004
fin,123.3,1961
fin,112.3,1962
fin,87.67,1963
fin,115.1,1964
fin,117.8,1965
fin,126.0,1966
fin,123.3,1967
fin,126.0,1968
fin,134.2,1969
fin,137.0,1970
fin,134.2,1971
fin,134.2,1972
fin,139.7,1973
fin,131.5,1974
fin,120.5,1975
fin,120.5,1976
fin,112.3,1977
fin,104.1,1978
fin,90.41,1979
fin,104.1,1980
fin,98.63,1981
fin,98.63,1982
fin,101.4,1983
fin,95.89,1984
fin,98.63,1985
fin,90.41,1986
fin,95.89,1987
fin,104.1,1988
fin,109.6,1989
fin,115.1,1990
fin,109.6,1991
fin,117.8,1992
fin,117.8,1993
fin,109.6,1994
fin,109.6,1995
fin,101.4,1996
fin,104.1,1997
fin,98.63,1998
fin,98.63,1999
fin,104.1,2000
fin,93.15,2001
fin,93.15,2002
fin,93.15,2003
fin,93.15,2004
fra,82.19,1961
fra,87.67,1962
fra,90.41,1963
fra,95.89,1964
fra,90.41,1965
fra,93.15,1966
fra,106.8,1967
fra,90.41,1968
fra,104.1,1969
fra,106.8,1970
fra,115.1,1971
fra,106.8,1972
fra,120.5,1973
fra,115.1,1974
fra,106.8,1975
fra,106.8,1976
fra,104.1,1977
fra,106.8,1978
fra,95.89,1979
fra,90.41,1980
fra,95.89,1981
fra,90.41,1982
fra,95.89,1983
fra,95.89,1984
fra,93.15,1985
fra,93.15,1986
fra,101.4,1987
fra,98.63,1988
fra,95.89,1989
fra,98.63,1990
fra,98.63,1991
fra,101.4,1992
fra,98.63,1993
fra,98.63,1994
fra,101.4,1995
fra,104.1,1996
fra,106.8,1997
fra,109.6,1998
fra,109.6,1999
fra,106.8,2000
fra,109.6,2001
fra,112.3,2002
fra,109.6,2003
fra,109.6,2004
pyf,93.15,1961
pyf,95.89,1962
pyf,98.63,1963
pyf,95.89,1964
pyf,82.19,1965
pyf,73.97,1966
pyf,84.93,1967
pyf,84.93,1968
pyf,95.89,1969
pyf,98.63,1970
pyf,79.45,1971
pyf,95.89,1972
pyf,90.41,1973
pyf,104.1,1974
pyf,101.4,1975
pyf,98.63,1976
pyf,101.4,1977
pyf,82.19,1978
pyf,71.23,1979
pyf,76.71,1980
pyf,71.23,1981
pyf,82.19,1982
pyf,84.93,1983
pyf,79.45,1984
pyf,79.45,1985
pyf,76.71,1986
pyf,87.67,1987
pyf,84.93,1988
pyf,87.67,1989
pyf,73.97,1990
pyf,79.45,1991
pyf,82.19,1992
pyf,73.97,1993
pyf,76.71,1994
pyf,76.71,1995
pyf,84.93,1996
pyf,95.89,1997
pyf,79.45,1998
pyf,79.45,1999
pyf,76.71,2000
pyf,68.49,2001
pyf,65.75,2002
pyf,65.75,2003
pyf,65.75,2004
gab,5.48,1961
gab,5.48,1962
gab,5.48,1963
gab,8.22,1964
gab,8.22,1965
gab,10.96,1966
gab,10.96,1967
gab,10.96,1968
gab,13.7,1969
gab,10.96,1970
gab,10.96,1971
gab,13.7,1972
gab,10.96,1973
gab,21.92,1974
gab,49.32,1975
gab,46.58,1976
gab,54.8,1977
gab,52.06,1978
gab,57.53,1979
gab,57.53,1980
gab,71.23,1981
gab,63.01,1982
gab,60.27,1983
gab,71.23,1984
gab,57.53,1985
gab,63.01,1986
gab,60.27,1987
gab,57.53,1988
gab,57.53,1989
gab,49.32,1990
gab,38.36,1991
gab,38.36,1992
gab,43.84,1993
gab,41.1,1994
gab,41.1,1995
gab,43.84,1996
gab,43.84,1997
gab,46.58,1998
gab,46.58,1999
gab,46.58,2000
gab,46.58,2001
gab,46.58,2002
gab,46.58,2003
gab,46.58,2004
gmb,30.14,1961
gmb,30.14,1962
gmb,16.44,1963
gmb,8.22,1964
gmb,38.36,1965
gmb,27.4,1966
gmb,49.32,1967
gmb,52.06,1968
gmb,49.32,1969
gmb,41.1,1970
gmb,49.32,1971
gmb,16.44,1972
gmb,19.18,1973
gmb,19.18,1974
gmb,2.74,1975
gmb,19.18,1976
gmb,35.62,1977
gmb,38.36,1978
gmb,46.58,1979
gmb,46.58,1980
gmb,52.06,1981
gmb,52.06,1982
gmb,65.75,1983
gmb,87.67,1984
gmb,76.71,1985
gmb,117.8,1986
gmb,131.5,1987
gmb,120.5,1988
gmb,123.3,1989
gmb,123.3,1990
gmb,123.3,1991
gmb,98.63,1992
gmb,98.63,1993
gmb,95.89,1994
gmb,98.63,1995
gmb,93.15,1996
gmb,90.41,1997
gmb,87.67,1998
gmb,82.19,1999
gmb,84.93,2000
gmb,65.75,2001
gmb,71.23,2002
gmb,73.97,2003
gmb,73.97,2004
geo,41.1,1992
geo,30.14,1993
geo,16.44,1994
geo,35.62,1995
geo,63.01,1996
geo,79.45,1997
geo,73.97,1998
geo,73.97,1999
geo,82.19,2000
geo,79.45,2001
geo,82.19,2002
geo,90.41,2003
geo,90.41,2004
deu,93.15,1961
deu,93.15,1962
deu,93.15,1963
deu,98.63,1964
deu,93.15,1965
deu,98.63,1966
deu,95.89,1967
deu,101.4,1968
deu,101.4,1969
deu,106.8,1970
deu,106.8,1971
deu,109.6,1972
deu,115.1,1973
deu,115.1,1974
deu,109.6,1975
deu,117.8,1976
deu,109.6,1977
deu,115.1,1978
deu,117.8,1979
deu,117.8,1980
deu,120.5,1981
deu,120.5,1982
deu,120.5,1983
deu,115.1,1984
deu,120.5,1985
deu,123.3,1986
deu,117.8,1987
deu,120.5,1988
deu,115.1,1989
deu,95.89,1990
deu,120.5,1991
deu,126.0,1992
deu,117.8,1993
deu,112.3,1994
deu,120.5,1995
deu,109.6,1996
deu,115.1,1997
deu,112.3,1998
deu,112.3,1999
deu,115.1,2000
deu,126.0,2001
deu,126.0,2002
deu,123.3,2003
deu,123.3,2004
gha,24.66,1961
gha,24.66,1962
gha,13.7,1963
gha,13.7,1964
gha,21.92,1965
gha,21.92,1966
gha,19.18,1967
gha,24.66,1968
gha,24.66,1969
gha,24.66,1970
gha,24.66,1971
gha,24.66,1972
gha,24.66,1973
gha,19.18,1974
gha,16.44,1975
gha,13.7,1976
gha,8.22,1977
gha,8.22,1978
gha,2.74,1979
gha,2.74,1980
gha,0.0,1981
gha,2.74,1982
gha,2.74,1983
gha,5.48,1984
gha,5.48,1985
gha,5.48,1986
gha,19.18,1987
gha,19.18,1988
gha,16.44,1989
gha,13.7,1990
gha,13.7,1991
gha,21.92,1992
gha,19.18,1993
gha,13.7,1994
gha,19.18,1995
gha,10.96,1996
gha,5.48,1997
gha,10.96,1998
gha,13.7,1999
gha,19.18,2000
gha,16.44,2001
gha,19.18,2002
gha,19.18,2003
gha,19.18,2004
grc,41.1,1961
grc,41.1,1962
grc,38.36,1963
grc,41.1,1964
grc,49.32,1965
grc,54.8,1966
grc,57.53,1967
grc,57.53,1968
grc,52.06,1969
grc,60.27,1970
grc,65.75,1971
grc,65.75,1972
grc,79.45,1973
grc,82.19,1974
grc,76.71,1975
grc,84.93,1976
grc,84.93,1977
grc,87.67,1978
grc,93.15,1979
grc,71.23,1980
grc,87.67,1981
grc,87.67,1982
grc,87.67,1983
grc,90.41,1984
grc,93.15,1985
grc,93.15,1986
grc,95.89,1987
grc,93.15,1988
grc,98.63,1989
grc,84.93,1990
grc,82.19,1991
grc,87.67,1992
grc,84.93,1993
grc,87.67,1994
grc,87.67,1995
grc,84.93,1996
grc,73.97,1997
grc,87.67,1998
grc,87.67,1999
grc,90.41,2000
grc,93.15,2001
grc,93.15,2002
grc,95.89,2003
grc,95.89,2004
grd,76.71,1961
grd,93.15,1962
grd,93.15,1963
grd,106.8,1964
grd,109.6,1965
grd,104.1,1966
grd,104.1,1967
grd,106.8,1968
grd,106.8,1969
grd,106.8,1970
grd,106.8,1971
grd,109.6,1972
grd,104.1,1973
grd,76.71,1974
grd,68.49,1975
grd,71.23,1976
grd,71.23,1977
grd,76.71,1978
grd,82.19,1979
grd,84.93,1980
grd,87.67,1981
grd,115.1,1982
grd,112.3,1983
grd,115.1,1984
grd,104.1,1985
grd,112.3,1986
grd,123.3,1987
grd,128.8,1988
grd,131.5,1989
grd,134.2,1990
grd,131.5,1991
grd,131.5,1992
grd,137.0,1993
grd,134.2,1994
grd,131.5,1995
grd,137.0,1996
grd,128.8,1997
grd,123.3,1998
grd,120.5,1999
grd,123.3,2000
grd,123.3,2001
grd,128.8,2002
grd,153.4,2003
grd,153.4,2004
gtm,60.27,1961
gtm,65.75,1962
gtm,63.01,1963
gtm,65.75,1964
gtm,73.97,1965
gtm,76.71,1966
gtm,76.71,1967
gtm,79.45,1968
gtm,76.71,1969
gtm,79.45,1970
gtm,76.71,1971
gtm,82.19,1972
gtm,84.93,1973
gtm,84.93,1974
gtm,93.15,1975
gtm,93.15,1976
gtm,98.63,1977
gtm,95.89,1978
gtm,95.89,1979
gtm,106.8,1980
gtm,104.1,1981
gtm,104.1,1982
gtm,95.89,1983
gtm,101.4,1984
gtm,104.1,1985
gtm,109.6,1986
gtm,109.6,1987
gtm,104.1,1988
gtm,106.8,1989
gtm,117.8,1990
gtm,117.8,1991
gtm,117.8,1992
gtm,117.8,1993
gtm,123.3,1994
gtm,123.3,1995
gtm,112.3,1996
gtm,109.6,1997
gtm,112.3,1998
gtm,117.8,1999
gtm,117.8,2000
gtm,112.3,2001
gtm,112.3,2002
gtm,109.6,2003
gtm,109.6,2004
gin,8.22,1961
gin,10.96,1962
gin,8.22,1963
gin,5.48,1964
gin,10.96,1965
gin,10.96,1966
gin,8.22,1967
gin,8.22,1968
gin,8.22,1969
gin,8.22,1970
gin,8.22,1971
gin,8.22,1972
gin,8.22,1973
gin,8.22,1974
gin,8.22,1975
gin,8.22,1976
gin,8.22,1977
gin,10.96,1978
gin,16.44,1979
gin,13.7,1980
gin,13.7,1981
gin,10.96,1982
gin,13.7,1983
gin,19.18,1984
gin,24.66,1985
gin,30.14,1986
gin,30.14,1987
gin,19.18,1988
gin,24.66,1989
gin,21.92,1990
gin,24.66,1991
gin,27.4,1992
gin,27.4,1993
gin,27.4,1994
gin,30.14,1995
gin,30.14,1996
gin,32.88,1997
gin,32.88,1998
gin,32.88,1999
gin,32.88,2000
gin,32.88,2001
gin,24.66,2002
gin,27.4,2003
gin,27.4,2004
gnb,2.74,1961
gnb,2.74,1962
gnb,5.48,1963
gnb,8.22,1964
gnb,8.22,1965
gnb,8.22,1966
gnb,8.22,1967
gnb,8.22,1968
gnb,10.96,1969
gnb,10.96,1970
gnb,13.7,1971
gnb,13.7,1972
gnb,13.7,1973
gnb,8.22,1974
gnb,8.22,1975
gnb,8.22,1976
gnb,5.48,1977
gnb,8.22,1978
gnb,2.74,1979
gnb,8.22,1980
gnb,8.22,1981
gnb,8.22,1982
