dead_kids_per_woman,geo,time
0.2881,mys,1991
0.2596,mys,1992
0.2566,mys,1993
0.2528,mys,1994
0.249,mys,1995
0.2453,mys,1996
0.2193,mys,1997
0.2165,mys,1998
0.2131,mys,1999
0.2104,mys,2000
0.2069,mys,2001
0.2035,mys,2002
0.1821,mys,2003
0.179,mys,2004
0.1759,mys,2005
0.1728,mys,2006
0.1703,mys,2007
0.1528,mys,2008
0.1511,mys,2009
0.1494,mys,2010
0.09285,mys,2030
0.06208,mys,2050
0.0369,mys,2099
3.044,mdv,1950
3.109,mdv,1951
3.135,mdv,1952
3.246,mdv,1953
3.247,mdv,1954
3.329,mdv,1955
3.298,mdv,1956
3.357,mdv,1957
3.306,mdv,1958
3.345,mdv,1959
3.272,mdv,1960
3.3,mdv,1961
3.211,mdv,1962
3.224,mdv,1963
3.131,mdv,1964
3.033,mdv,1965
3.041,mdv,1966
2.94,mdv,1967
2.839,mdv,1968
2.839,mdv,1969
2.732,mdv,1970
2.619,mdv,1971
2.505,mdv,1972
2.484,mdv,1973
2.366,mdv,1974
2.251,mdv,1975
2.145,mdv,1976
2.051,mdv,1977
1.967,mdv,1978
1.891,mdv,1979
1.821,mdv,1980
1.754,mdv,1981
1.681,mdv,1982
1.604,mdv,1983
1.517,mdv,1984
1.505,mdv,1985
1.401,mdv,1986
1.29,mdv,1987
1.251,mdv,1988
1.132,mdv,1989
1.014,mdv,1990
0.8992,mdv,1991
0.7884,mdv,1992
0.7348,mdv,1993
0.635,mdv,1994
0.5463,mdv,1995
0.4666,mdv,1996
0.3965,mdv,1997
0.3362,mdv,1998
0.2856,mdv,1999
0.2417,mdv,2000
0.2053,mdv,2001
0.1747,mdv,2002
0.1486,mdv,2003
0.1279,mdv,2004
0.1205,mdv,2005
0.1041,mdv,2006
0.09952,mdv,2007
0.08683,mdv,2008
0.08403,mdv,2009
0.07419,mdv,2010
0.03697,mdv,2030
0.03314,mdv,2050
0.02362,mdv,2099
3.686,mli,1800
3.686,mli,1801
3.686,mli,1802
3.686,mli,1803
3.686,mli,1804
3.686,mli,1805
3.686,mli,1806
3.686,mli,1807
3.686,mli,1808
3.686,mli,1809
3.686,mli,1810
3.686,mli,1811
3.686,mli,1812
3.686,mli,1813
3.686,mli,1814
3.686,mli,1815
3.686,mli,1816
3.686,mli,1817
3.686,mli,1818
3.686,mli,1819
3.686,mli,1820
3.686,mli,1821
3.686,mli,1822
3.686,mli,1823
3.686,mli,1824
3.686,mli,1825
3.686,mli,1826
3.686,mli,1827
3.686,mli,1828
3.686,mli,1829
3.686,mli,1830
3.686,mli,1831
3.686,mli,1832
3.686,mli,1833
3.686,mli,1834
3.686,mli,1835
3.686,mli,1836
3.686,mli,1837
3.686,mli,1838
3.686,mli,1839
3.686,mli,1840
3.686,mli,1841
3.686,mli,1842
3.686,mli,1843
3.686,mli,1844
3.686,mli,1845
3.686,mli,1846
3.686,mli,1847
3.686,mli,1848
3.686,mli,1849
3.686,mli,1850
3.686,mli,1851
3.686,mli,1852
3.686,mli,1853
3.686,mli,1854
3.686,mli,1855
3.686,mli,1856
3.686,mli,1857
3.686,mli,1858
3.686,mli,1859
3.686,mli,1860
3.686,mli,1861
3.686,mli,1862
3.686,mli,1863
3.686,mli,1864
3.686,mli,1865
3.686,mli,1866
3.686,mli,1867
3.686,mli,1868
3.686,mli,1869
3.686,mli,1870
3.686,mli,1871
3.686,mli,1872
3.686,mli,1873
3.686,mli,1874
3.686,mli,1875
3.686,mli,1876
3.686,mli,1877
3.686,mli,1878
3.686,mli,1879
3.686,mli,1880
3.686,mli,1881
3.686,mli,1882
3.686,mli,1883
3.686,mli,1884
3.686,mli,1885
3.686,mli,1886
3.686,mli,1887
3.686,mli,1888
3.686,mli,1889
3.686,mli,1890
3.686,mli,1891
3.686,mli,1892
3.686,mli,1893
3.686,mli,1894
3.686,mli,1895
3.686,mli,1896
3.686,mli,1897
3.686,mli,1898
3.686,mli,1899
3.686,mli,1900
3.686,mli,1901
3.686,mli,1902
3.686,mli,1903
3.686,mli,1904
3.686,mli,1905
3.686,mli,1906
3.686,mli,1907
3.686,mli,1908
3.686,mli,1909
3.686,mli,1910
3.686,mli,1911
3.686,mli,1912
3.686,mli,1913
3.686,mli,1914
3.686,mli,1915
3.686,mli,1916
3.686,mli,1917
3.686,mli,1918
3.686,mli,1919
3.686,mli,1920
3.686,mli,1921
3.686,mli,1922
3.686,mli,1923
3.686,mli,1924
3.686,mli,1925
3.69,mli,1926
3.694,mli,1927
3.698,mli,1928
3.702,mli,1929
3.706,mli,1930
3.71,mli,1931
3.714,mli,1932
3.718,mli,1933
3.722,mli,1934
3.726,mli,1935
3.73,mli,1936
3.734,mli,1937
3.738,mli,1938
3.742,mli,1939
3.746,mli,1940
3.75,mli,1941
3.754,mli,1942
3.758,mli,1943
3.762,mli,1944
3.767,mli,1945
3.771,mli,1946
3.775,mli,1947
3.779,mli,1948
3.783,mli,1949
3.787,mli,1950
3.798,mli,1951
3.828,mli,1952
3.852,mli,1953
3.869,mli,1954
3.887,mli,1955
3.905,mli,1956
3.923,mli,1957
3.94,mli,1958
3.952,mli,1959
3.964,mli,1960
3.982,mli,1961
3.885,mli,1962
3.896,mli,1963
3.908,mli,1964
3.816,mli,1965
3.827,mli,1966
3.729,mli,1967
3.74,mli,1968
3.637,mli,1969
3.642,mli,1970
3.539,mli,1971
3.437,mli,1972
3.447,mli,1973
3.345,mli,1974
3.354,mli,1975
3.253,mli,1976
3.262,mli,1977
3.166,mli,1978
3.17,mli,1979
3.074,mli,1980
3.078,mli,1981
2.978,mli,1982
2.982,mli,1983
2.883,mli,1984
2.883,mli,1985
2.784,mli,1986
2.78,mli,1987
2.78,mli,1988
2.675,mli,1989
2.668,mli,1990
2.565,mli,1991
2.557,mli,1992
2.546,mli,1993
2.539,mli,1994
2.435,mli,1995
2.424,mli,1996
2.414,mli,1997
2.309,mli,1998
2.299,mli,1999
2.289,mli,2000
2.183,mli,2001
2.174,mli,2002
2.158,mli,2003
2.056,mli,2004
2.04,mli,2005
2.025,mli,2006
1.921,mli,2007
1.903,mli,2008
1.8,mli,2009
1.78,mli,2010
0.8714,mli,2030
0.3898,mli,2050
0.09897,mli,2099
0.4899,mlt,1950
0.4887,mlt,1951
0.4841,mlt,1952
0.4794,mlt,1953
0.4736,mlt,1954
0.4666,mlt,1955
0.4585,mlt,1956
0.4148,mlt,1957
0.4051,mlt,1958
0.3933,mlt,1959
0.3491,mlt,1960
0.3343,mlt,1961
0.3165,mlt,1962
0.2729,mlt,1963
0.2539,mlt,1964
0.2348,mlt,1965
0.2176,mlt,1966
0.1854,mlt,1967
0.1747,mlt,1968
0.1672,mlt,1969
0.1639,mlt,1970
0.1479,mlt,1971
0.1494,mlt,1972
0.1509,mlt,1973
0.1391,mlt,1974
0.1412,mlt,1975
0.1425,mlt,1976
0.1432,mlt,1977
0.1305,mlt,1978
0.1305,mlt,1979
0.1299,mlt,1980
0.1293,mlt,1981
0.1281,mlt,1982
0.1166,mlt,1983
0.116,mlt,1984
0.1166,mlt,1985
0.1166,mlt,1986
0.1057,mlt,1987
0.1062,mlt,1988
0.1057,mlt,1989
0.1052,mlt,1990
0.09523,mlt,1991
0.0943,mlt,1992
0.09337,mlt,1993
0.09196,mlt,1994
0.0901,mlt,1995
0.07971,mlt,1996
0.07716,mlt,1997
0.07419,mlt,1998
0.07123,mlt,1999
0.06784,mlt,2000
0.05858,mlt,2001
0.05627,mlt,2002
0.05434,mlt,2003
0.0528,mlt,2004
0.05164,mlt,2005
0.04678,mlt,2006
0.04643,mlt,2007
0.04607,mlt,2008
0.04607,mlt,2009
0.04572,mlt,2010
0.03935,mlt,2030
0.03723,mlt,2050
0.02411,mlt,2099
1.383,mtq,1950
1.322,mtq,1951
1.331,mtq,1952
1.268,mtq,1953
1.205,mtq,1954
1.205,mtq,1955
1.139,mtq,1956
1.071,mtq,1957
1.066,mtq,1958
0.9965,mtq,1959
0.9296,mtq,1960
0.9197,mtq,1961
0.8527,mtq,1962
0.8434,mtq,1963
0.7768,mtq,1964
0.7652,mtq,1965
0.6998,mtq,1966
0.6367,mtq,1967
0.6204,mtq,1968
0.5574,mtq,1969
0.5364,mtq,1970
0.4728,mtq,1971
0.4481,mtq,1972
0.3857,mtq,1973
0.358,mtq,1974
0.3019,mtq,1975
0.2774,mtq,1976
0.2326,mtq,1977
0.2144,mtq,1978
0.2003,mtq,1979
0.1728,mtq,1980
0.166,mtq,1981
0.1473,mtq,1982
0.1453,mtq,1983
0.1312,mtq,1984
0.1312,mtq,1985
0.1312,mtq,1986
0.1194,mtq,1987
0.1188,mtq,1988
0.1177,mtq,1989
0.1052,mtq,1990
0.1036,mtq,1991
0.0929,mtq,1992
0.0915,mtq,1993
0.0901,mtq,1994
0.08098,mtq,1995
0.08098,mtq,1996
0.08098,mtq,1997
0.07361,mtq,1998
0.074,mtq,1999
0.07477,mtq,2000
0.07515,mtq,2001
0.06894,mtq,2002
0.06929,mtq,2003
0.06929,mtq,2004
0.06272,mtq,2005
0.06208,mtq,2006
0.06144,mtq,2007
0.06112,mtq,2008
0.06048,mtq,2009
0.05984,mtq,2010
0.04595,mtq,2030
0.03981,mtq,2050
0.02758,mtq,2099
3.547,mrt,1800
3.547,mrt,1801
3.547,mrt,1802
3.547,mrt,1803
3.547,mrt,1804
3.547,mrt,1805
3.547,mrt,1806
3.547,mrt,1807
3.547,mrt,1808
3.547,mrt,1809
3.547,mrt,1810
3.547,mrt,1811
3.547,mrt,1812
3.547,mrt,1813
3.547,mrt,1814
3.547,mrt,1815
3.547,mrt,1816
3.547,mrt,1817
3.547,mrt,1818
3.547,mrt,1819
3.547,mrt,1820
3.547,mrt,1821
3.547,mrt,1822
3.547,mrt,1823
3.547,mrt,1824
3.547,mrt,1825
3.547,mrt,1826
3.547,mrt,1827
3.547,mrt,1828
3.547,mrt,1829
3.547,mrt,1830
3.547,mrt,1831
3.547,mrt,1832
3.547,mrt,1833
3.547,mrt,1834
3.547,mrt,1835
3.547,mrt,1836
3.547,mrt,1837
3.547,mrt,1838
3.547,mrt,1839
3.547,mrt,1840
3.547,mrt,1841
3.547,mrt,1842
3.547,mrt,1843
3.547,mrt,1844
3.547,mrt,1845
3.547,mrt,1846
3.547,mrt,1847
3.547,mrt,1848
3.547,mrt,1849
3.547,mrt,1850
3.547,mrt,1851
3.547,mrt,1852
3.547,mrt,1853
3.547,mrt,1854
3.547,mrt,1855
3.547,mrt,1856
3.547,mrt,1857
3.547,mrt,1858
3.547,mrt,1859
3.547,mrt,1860
3.547,mrt,1861
3.547,mrt,1862
3.547,mrt,1863
3.547,mrt,1864
3.547,mrt,1865
3.547,mrt,1866
3.547,mrt,1867
3.547,mrt,1868
3.547,mrt,1869
3.547,mrt,1870
3.547,mrt,1871
3.547,mrt,1872
3.547,mrt,1873
3.547,mrt,1874
3.547,mrt,1875
3.547,mrt,1876
3.547,mrt,1877
3.547,mrt,1878
3.547,mrt,1879
3.547,mrt,1880
3.547,mrt,1881
3.547,mrt,1882
3.547,mrt,1883
3.547,mrt,1884
3.547,mrt,1885
3.547,mrt,1886
3.547,mrt,1887
3.547,mrt,1888
3.547,mrt,1889
3.547,mrt,1890
3.547,mrt,1891
3.547,mrt,1892
3.547,mrt,1893
3.547,mrt,1894
3.547,mrt,1895
3.547,mrt,1896
3.547,mrt,1897
3.547,mrt,1898
3.547,mrt,1899
3.547,mrt,1900
3.547,mrt,1901
3.547,mrt,1902
3.547,mrt,1903
3.547,mrt,1904
3.547,mrt,1905
3.547,mrt,1906
3.547,mrt,1907
3.547,mrt,1908
3.547,mrt,1909
3.547,mrt,1910
3.547,mrt,1911
3.547,mrt,1912
3.547,mrt,1913
3.547,mrt,1914
3.547,mrt,1915
3.547,mrt,1916
3.547,mrt,1917
3.547,mrt,1918
3.547,mrt,1919
3.547,mrt,1920
3.547,mrt,1921
3.547,mrt,1922
3.547,mrt,1923
3.547,mrt,1924
3.547,mrt,1925
3.542,mrt,1926
3.537,mrt,1927
3.533,mrt,1928
3.528,mrt,1929
3.523,mrt,1930
3.518,mrt,1931
3.513,mrt,1932
3.508,mrt,1933
3.503,mrt,1934
3.498,mrt,1935
3.493,mrt,1936
3.488,mrt,1937
3.483,mrt,1938
3.478,mrt,1939
3.473,mrt,1940
3.468,mrt,1941
3.464,mrt,1942
3.459,mrt,1943
3.454,mrt,1944
3.449,mrt,1945
3.346,mrt,1946
3.148,mrt,1947
3.048,mrt,1948
2.95,mrt,1949
2.852,mrt,1950
2.787,mrt,1951
2.841,mrt,1952
2.886,mrt,1953
2.83,mrt,1954
2.865,mrt,1955
2.793,mrt,1956
2.818,mrt,1957
2.835,mrt,1958
2.749,mrt,1959
2.757,mrt,1960
2.663,mrt,1961
2.663,mrt,1962
2.667,mrt,1963
2.57,mrt,1964
2.57,mrt,1965
2.57,mrt,1966
2.474,mrt,1967
2.379,mrt,1968
2.375,mrt,1969
2.279,mrt,1970
2.183,mrt,1971
2.18,mrt,1972
2.084,mrt,1973
1.986,mrt,1974
1.977,mrt,1975
1.879,mrt,1976
1.865,mrt,1977
1.767,mrt,1978
1.672,mrt,1979
1.657,mrt,1980
1.562,mrt,1981
1.55,mrt,1982
1.535,mrt,1983
1.448,mrt,1984
1.438,mrt,1985
1.429,mrt,1986
1.418,mrt,1987
1.336,mrt,1988
1.325,mrt,1989
1.314,mrt,1990
1.301,mrt,1991
1.285,mrt,1992
1.205,mrt,1993
1.188,mrt,1994
1.174,mrt,1995
1.157,mrt,1996
1.14,mrt,1997
1.125,mrt,1998
1.109,mrt,1999
1.094,mrt,2000
1.079,mrt,2001
1.065,mrt,2002
1.05,mrt,2003
1.035,mrt,2004
1.023,mrt,2005
1.008,mrt,2006
0.9393,mrt,2007
0.9254,mrt,2008
0.9115,mrt,2009
0.8977,mrt,2010
0.454,mrt,2030
0.2202,mrt,2050
0.0831,mrt,2099
2.892,mus,1800
2.892,mus,1801
2.892,mus,1802
2.892,mus,1803
2.892,mus,1804
2.892,mus,1805
2.892,mus,1806
2.892,mus,1807
2.892,mus,1808
2.892,mus,1809
2.892,mus,1810
2.892,mus,1811
2.892,mus,1812
2.892,mus,1813
2.892,mus,1814
2.892,mus,1815
2.892,mus,1816
2.892,mus,1817
2.892,mus,1818
2.892,mus,1819
2.892,mus,1820
2.892,mus,1821
2.892,mus,1822
2.892,mus,1823
2.892,mus,1824
2.892,mus,1825
2.892,mus,1826
2.892,mus,1827
2.892,mus,1828
2.892,mus,1829
2.892,mus,1830
2.892,mus,1831
2.892,mus,1832
2.892,mus,1833
2.892,mus,1834
2.892,mus,1835
2.892,mus,1836
2.892,mus,1837
2.892,mus,1838
2.892,mus,1839
2.892,mus,1840
2.892,mus,1841
2.892,mus,1842
2.892,mus,1843
2.892,mus,1844
2.892,mus,1845
2.892,mus,1846
2.892,mus,1847
2.892,mus,1848
2.892,mus,1849
2.892,mus,1850
2.892,mus,1851
2.892,mus,1852
2.892,mus,1853
2.892,mus,1854
2.892,mus,1855
2.892,mus,1856
2.892,mus,1857
2.892,mus,1858
2.892,mus,1859
2.892,mus,1860
2.892,mus,1861
2.892,mus,1862
2.892,mus,1863
2.892,mus,1864
2.892,mus,1865
2.892,mus,1866
2.892,mus,1867
2.892,mus,1868
2.892,mus,1869
2.892,mus,1870
2.892,mus,1871
2.892,mus,1872
2.892,mus,1873
2.892,mus,1874
2.892,mus,1875
2.892,mus,1876
2.892,mus,1877
2.892,mus,1878
2.892,mus,1879
2.892,mus,1880
2.878,mus,1881
2.864,mus,1882
2.85,mus,1883
2.837,mus,1884
2.823,mus,1885
2.812,mus,1886
2.801,mus,1887
2.79,mus,1888
2.779,mus,1889
2.769,mus,1890
2.786,mus,1891
2.803,mus,1892
2.82,mus,1893
2.837,mus,1894
2.853,mus,1895
2.878,mus,1896
2.903,mus,1897
2.928,mus,1898
2.952,mus,1899
2.977,mus,1900
2.955,mus,1901
2.934,mus,1902
2.912,mus,1903
2.89,mus,1904
2.869,mus,1905
2.826,mus,1906
2.783,mus,1907
2.739,mus,1908
2.696,mus,1909
2.653,mus,1910
3.023,mus,1911
2.938,mus,1912
2.853,mus,1913
2.769,mus,1914
2.684,mus,1915
2.688,mus,1916
2.693,mus,1917
2.698,mus,1918
2.702,mus,1919
2.707,mus,1920
2.823,mus,1921
2.938,mus,1922
3.054,mus,1923
3.17,mus,1924
3.285,mus,1925
3.029,mus,1926
2.864,mus,1927
2.699,mus,1928
2.462,mus,1929
2.302,mus,1930
2.319,mus,1931
2.337,mus,1932
2.286,mus,1933
2.303,mus,1934
2.32,mus,1935
2.2,mus,1936
2.15,mus,1937
2.099,mus,1938
1.986,mus,1939
1.937,mus,1940
2.06,mus,1941
2.252,mus,1942
2.453,mus,1943
2.662,mus,1944
2.635,mus,1945
2.563,mus,1946
2.484,mus,1947
2.313,mus,1948
2.135,mus,1949
1.951,mus,1950
1.852,mus,1951
1.746,mus,1952
1.653,mus,1953
1.573,mus,1954
1.502,mus,1955
1.44,mus,1956
1.385,mus,1957
1.264,mus,1958
1.211,mus,1959
1.154,mus,1960
1.088,mus,1961
1.012,mus,1962
0.9908,mus,1963
0.8976,mus,1964
0.8542,mus,1965
0.7521,mus,1966
0.7029,mus,1967
0.6551,mus,1968
0.6101,mus,1969
0.5724,mus,1970
0.542,mus,1971
0.4837,mus,1972
0.4648,mus,1973
0.4513,mus,1974
0.4404,mus,1975
0.3981,mus,1976
0.3855,mus,1977
0.3433,mus,1978
0.303,mus,1979
0.2869,mus,1980
0.2719,mus,1981
0.2383,mus,1982
0.2304,mus,1983
0.2245,mus,1984
0.2225,mus,1985
0.2049,mus,1986
0.2058,mus,1987
0.2076,mus,1988
0.2085,mus,1989
0.2076,mus,1990
0.1887,mus,1991
0.1863,mus,1992
0.1838,mus,1993
0.1805,mus,1994
0.1771,mus,1995
0.1738,mus,1996
0.1714,mus,1997
0.154,mus,1998
0.1517,mus,1999
0.1502,mus,2000
0.1479,mus,2001
0.1323,mus,2002
0.1295,mus,2003
0.1268,mus,2004
0.1119,mus,2005
0.1088,mus,2006
0.1057,mus,2007
0.1032,mus,2008
0.1013,mus,2009
0.1001,mus,2010
0.07563,mus,2030
0.06331,mus,2050
0.04325,mus,2099
2.989,myt,1950
2.877,myt,1951
2.767,myt,1952
2.551,myt,1953
2.445,myt,1954
2.341,myt,1955
2.238,myt,1956
2.137,myt,1957
2.038,myt,1958
1.94,myt,1959
1.844,myt,1960
1.75,myt,1961
1.658,myt,1962
1.567,myt,1963
1.479,myt,1964
1.479,myt,1965
1.393,myt,1966
1.308,myt,1967
1.308,myt,1968
1.226,myt,1969
1.146,myt,1970
1.148,myt,1971
1.071,myt,1972
1.073,myt,1973
0.9984,myt,1974
0.9984,myt,1975
0.924,myt,1976
0.9205,myt,1977
0.8436,myt,1978
0.8361,myt,1979
0.7595,myt,1980
0.7496,myt,1981
0.6773,myt,1982
0.6673,myt,1983
0.6001,myt,1984
0.5894,myt,1985
0.5761,myt,1986
0.5094,myt,1987
0.4898,myt,1988
0.4671,myt,1989
0.4029,myt,1990
0.3824,myt,1991
0.3639,myt,1992
0.3164,myt,1993
0.3065,myt,1994
0.2996,myt,1995
0.2693,myt,1996
0.2671,myt,1997
0.2648,myt,1998
0.238,myt,1999
0.2355,myt,2000
0.2324,myt,2001
0.2091,myt,2002
0.2068,myt,2003
0.2049,myt,2004
0.1849,myt,2005
0.1836,myt,2006
0.1827,myt,2007
0.1823,myt,2008
0.1815,myt,2009
0.1806,myt,2010
0.09728,myt,2030
0.06101,myt,2050
0.03439,myt,2099
4.357,mex,1800
4.357,mex,1801
4.357,mex,1802
4.357,mex,1803
4.357,mex,1804
4.357,mex,1805
4.357,mex,1806
4.357,mex,1807
4.357,mex,1808
4.357,mex,1809
4.357,mex,1810
4.357,mex,1811
4.357,mex,1812
4.357,mex,1813
4.357,mex,1814
4.357,mex,1815
4.357,mex,1816
4.357,mex,1817
4.357,mex,1818
4.357,mex,1819
4.357,mex,1820
4.357,mex,1821
4.357,mex,1822
4.357,mex,1823
4.357,mex,1824
4.357,mex,1825
4.357,mex,1826
4.357,mex,1827
4.357,mex,1828
4.357,mex,1829
4.357,mex,1830
4.357,mex,1831
4.357,mex,1832
4.357,mex,1833
4.357,mex,1834
4.357,mex,1835
4.357,mex,1836
4.357,mex,1837
4.357,mex,1838
4.357,mex,1839
4.357,mex,1840
4.357,mex,1841
4.357,mex,1842
4.357,mex,1843
4.357,mex,1844
4.357,mex,1845
4.357,mex,1846
4.357,mex,1847
4.357,mex,1848
4.357,mex,1849
4.357,mex,1850
4.357,mex,1851
4.357,mex,1852
4.357,mex,1853
4.357,mex,1854
4.357,mex,1855
4.357,mex,1856
4.357,mex,1857
4.357,mex,1858
4.357,mex,1859
4.357,mex,1860
4.357,mex,1861
4.357,mex,1862
4.357,mex,1863
4.357,mex,1864
4.357,mex,1865
4.357,mex,1866
4.357,mex,1867
4.357,mex,1868
4.357,mex,1869
4.357,mex,1870
4.357,mex,1871
4.357,mex,1872
4.357,mex,1873
4.357,mex,1874
4.357,mex,1875
4.357,mex,1876
4.357,mex,1877
4.357,mex,1878
4.357,mex,1879
4.357,mex,1880
4.357,mex,1881
4.357,mex,1882
4.357,mex,1883
4.357,mex,1884
4.357,mex,1885
4.357,mex,1886
4.357,mex,1887
4.357,mex,1888
4.357,mex,1889
4.357,mex,1890
4.469,mex,1891
4.695,mex,1892
4.809,mex,1893
4.357,mex,1894
4.023,mex,1895
4.134,mex,1896
4.469,mex,1897
4.357,mex,1898
4.582,mex,1899
4.245,mex,1900
4.174,mex,1901
3.89,mex,1902
3.78,mex,1903
3.772,mex,1904
3.966,mex,1905
3.856,mex,1906
3.848,mex,1907
3.701,mex,1908
3.656,mex,1909
3.805,mex,1910
3.66,mex,1911
3.614,mex,1912
3.477,mex,1913
3.434,mex,1914
3.301,mex,1915
3.26,mex,1916
3.219,mex,1917
3.204,mex,1918
3.276,mex,1919
3.255,mex,1920
3.326,mex,1921
3.3,mex,1922
3.19,mex,1923
3.271,mex,1924
3.351,mex,1925
3.147,mex,1926
2.588,mex,1927
3.044,mex,1928
3.049,mex,1929
2.96,mex,1930
2.781,mex,1931
2.785,mex,1932
2.862,mex,1933
2.758,mex,1934
2.567,mex,1935
2.73,mex,1936
2.805,mex,1937
2.642,mex,1938
2.06,mex,1939
2.668,mex,1940
2.332,mex,1941
2.606,mex,1942
2.375,mex,1943
2.407,mex,1944
2.35,mex,1945
2.291,mex,1946
2.231,mex,1947
2.083,mex,1948
2.288,mex,1949
2.046,mex,1950
2.053,mex,1951
1.98,mex,1952
1.904,mex,1953
1.827,mex,1954
1.747,mex,1955
1.665,mex,1956
1.585,mex,1957
1.504,mex,1958
1.502,mex,1959
1.421,mex,1960
1.344,mex,1961
1.342,mex,1962
1.266,mex,1963
1.266,mex,1964
1.266,mex,1965
1.192,mex,1966
1.194,mex,1967
1.122,mex,1968
1.118,mex,1969
1.112,mex,1970
1.029,mex,1971
1.012,mex,1972
0.9217,mex,1973
0.8927,mex,1974
0.8012,mex,1975
0.7674,mex,1976
0.6806,mex,1977
0.6005,mex,1978
0.5725,mex,1979
0.5061,mex,1980
0.4847,mex,1981
0.4653,mex,1982
0.4124,mex,1983
0.3985,mex,1984
0.3536,mex,1985
0.3427,mex,1986
0.3046,mex,1987
0.2963,mex,1988
0.2889,mex,1989
0.2566,mex,1990
0.2498,mex,1991
0.22,mex,1992
0.2131,mex,1993
0.2063,mex,1994
0.1809,mex,1995
0.1747,mex,1996
0.1697,mex,1997
0.1505,mex,1998
0.1482,mex,1999
0.146,mex,2000
0.1313,mex,2001
0.1303,mex,2002
0.1298,mex,2003
0.1288,mex,2004
0.1158,mex,2005
0.1148,mex,2006
0.113,mex,2007
0.1116,mex,2008
0.1001,mex,2009
0.09836,mex,2010
0.0576,mex,2030
0.0449,mex,2050
0.0337,mex,2099
1.791,fsm,1950
1.786,fsm,1951
1.771,fsm,1952
1.672,fsm,1953
1.662,fsm,1954
1.569,fsm,1955
1.56,fsm,1956
1.551,fsm,1957
1.463,fsm,1958
1.459,fsm,1959
1.373,fsm,1960
1.371,fsm,1961
1.369,fsm,1962
1.29,fsm,1963
1.288,fsm,1964
1.213,fsm,1965
1.215,fsm,1966
1.217,fsm,1967
1.145,fsm,1968
1.148,fsm,1969
1.076,fsm,1970
1.074,fsm,1971
0.9985,fsm,1972
0.9913,fsm,1973
0.9811,fsm,1974
0.9025,fsm,1975
0.8903,fsm,1976
0.815,fsm,1977
0.8037,fsm,1978
0.7924,fsm,1979
0.7811,fsm,1980
0.7698,fsm,1981
0.756,fsm,1982
0.7397,fsm,1983
0.6691,fsm,1984
0.6517,fsm,1985
0.6342,fsm,1986
0.6167,fsm,1987
0.6016,fsm,1988
0.5877,fsm,1989
0.5772,fsm,1990
0.5679,fsm,1991
0.5609,fsm,1992
0.5126,fsm,1993
0.5072,fsm,1994
0.5008,fsm,1995
0.4954,fsm,1996
0.4879,fsm,1997
0.4804,fsm,1998
0.4718,fsm,1999
0.4621,fsm,2000
0.4513,fsm,2001
0.4064,fsm,2002
0.3966,fsm,2003
0.3867,fsm,2004
0.3778,fsm,2005
0.3699,fsm,2006
0.3619,fsm,2007
0.355,fsm,2008
0.3192,fsm,2009
0.3128,fsm,2010
0.1591,fsm,2030
0.09803,fsm,2050
0.04886,fsm,2099
0.7293,mda,1950
0.6916,mda,1951
0.6936,mda,1952
0.6563,mda,1953
0.6563,mda,1954
0.6162,mda,1955
0.6145,mda,1956
0.6092,mda,1957
0.5674,mda,1958
0.5591,mda,1959
0.5508,mda,1960
0.5054,mda,1961
0.493,mda,1962
0.4478,mda,1963
0.4333,mda,1964
0.4188,mda,1965
0.3783,mda,1966
0.3675,mda,1967
0.3594,mda,1968
0.3526,mda,1969
0.324,mda,1970
0.3215,mda,1971
0.319,mda,1972
0.3165,mda,1973
0.3139,mda,1974
0.3114,mda,1975
0.3102,mda,1976
0.3089,mda,1977
0.3077,mda,1978
0.3089,mda,1979
0.3114,mda,1980
0.3152,mda,1981
0.3202,mda,1982
0.3252,mda,1983
0.3049,mda,1984
0.3072,mda,1985
0.2848,mda,1986
0.2826,mda,1987
0.2773,mda,1988
0.2697,mda,1989
0.2383,mda,1990
0.2284,mda,1991
0.2353,mda,1992
0.2235,mda,1993
0.2128,mda,1994
0.202,mda,1995
0.1934,mda,1996
0.1859,mda,1997
0.1795,mda,1998
0.173,mda,1999
0.1687,mda,2000
0.1655,mda,2001
0.1623,mda,2002
0.1483,mda,2003
0.1473,mda,2004
0.1473,mda,2005
0.1473,mda,2006
0.1473,mda,2007
0.1473,mda,2008
0.1342,mda,2009
0.1342,mda,2010
0.09698,mda,2030
0.07462,mda,2050
0.04776,mda,2099
3.323,mng,1800
3.323,mng,1801
3.323,mng,1802
3.323,mng,1803
3.323,mng,1804
3.323,mng,1805
3.323,mng,1806
3.323,mng,1807
3.323,mng,1808
3.323,mng,1809
3.323,mng,1810
3.323,mng,1811
3.323,mng,1812
3.323,mng,1813
3.323,mng,1814
3.323,mng,1815
3.323,mng,1816
3.323,mng,1817
3.323,mng,1818
3.323,mng,1819
3.323,mng,1820
3.323,mng,1821
3.323,mng,1822
3.323,mng,1823
3.323,mng,1824
3.323,mng,1825
3.323,mng,1826
3.323,mng,1827
3.323,mng,1828
3.323,mng,1829
3.323,mng,1830
3.323,mng,1831
3.323,mng,1832
3.323,mng,1833
3.323,mng,1834
3.323,mng,1835
3.323,mng,1836
3.323,mng,1837
3.323,mng,1838
3.323,mng,1839
3.323,mng,1840
3.323,mng,1841
3.323,mng,1842
3.323,mng,1843
3.323,mng,1844
3.323,mng,1845
3.323,mng,1846
3.323,mng,1847
3.323,mng,1848
