dead_kids_per_woman,geo,time
1.644,dnk,1837
1.594,dnk,1838
1.661,dnk,1839
1.729,dnk,1840
1.615,dnk,1841
1.68,dnk,1842
1.567,dnk,1843
1.572,dnk,1844
1.637,dnk,1845
1.826,dnk,1846
1.832,dnk,1847
1.776,dnk,1848
1.844,dnk,1849
1.604,dnk,1850
1.477,dnk,1851
1.756,dnk,1852
1.925,dnk,1853
1.606,dnk,1854
1.506,dnk,1855
1.468,dnk,1856
1.806,dnk,1857
1.954,dnk,1858
1.712,dnk,1859
1.601,dnk,1860
1.378,dnk,1861
1.343,dnk,1862
1.346,dnk,1863
1.771,dnk,1864
1.834,dnk,1865
1.694,dnk,1866
1.486,dnk,1867
1.463,dnk,1868
1.385,dnk,1869
1.433,dnk,1870
1.422,dnk,1871
1.32,dnk,1872
1.34,dnk,1873
1.457,dnk,1874
1.567,dnk,1875
1.541,dnk,1876
1.464,dnk,1877
1.376,dnk,1878
1.505,dnk,1879
1.556,dnk,1880
1.4,dnk,1881
1.467,dnk,1882
1.326,dnk,1883
1.391,dnk,1884
1.298,dnk,1885
1.351,dnk,1886
1.325,dnk,1887
1.428,dnk,1888
1.358,dnk,1889
1.382,dnk,1890
1.404,dnk,1891
1.344,dnk,1892
1.397,dnk,1893
1.268,dnk,1894
1.156,dnk,1895
1.06,dnk,1896
1.086,dnk,1897
1.051,dnk,1898
1.134,dnk,1899
1.101,dnk,1900
1.066,dnk,1901
0.9442,dnk,1902
0.9232,dnk,1903
0.8792,dnk,1904
0.9492,dnk,1905
0.8102,dnk,1906
0.8432,dnk,1907
0.8932,dnk,1908
0.792,dnk,1909
0.728,dnk,1910
0.7543,dnk,1911
0.71,dnk,1912
0.6408,dnk,1913
0.6388,dnk,1914
0.6393,dnk,1915
0.6767,dnk,1916
0.6516,dnk,1917
0.6998,dnk,1918
0.6202,dnk,1919
0.6521,dnk,1920
0.4823,dnk,1921
0.4747,dnk,1922
0.4724,dnk,1923
0.459,dnk,1924
0.4124,dnk,1925
0.3995,dnk,1926
0.4041,dnk,1927
0.3769,dnk,1928
0.3558,dnk,1929
0.3564,dnk,1930
0.3415,dnk,1931
0.3169,dnk,1932
0.283,dnk,1933
0.2901,dnk,1934
0.3078,dnk,1935
0.2894,dnk,1936
0.2913,dnk,1937
0.2736,dnk,1938
0.2509,dnk,1939
0.2579,dnk,1940
0.2609,dnk,1941
0.2682,dnk,1942
0.2845,dnk,1943
0.3302,dnk,1944
0.3464,dnk,1945
0.3241,dnk,1946
0.2628,dnk,1947
0.2242,dnk,1948
0.2129,dnk,1949
0.2132,dnk,1950
0.1888,dnk,1951
0.1913,dnk,1952
0.1958,dnk,1953
0.1918,dnk,1954
0.1765,dnk,1955
0.1775,dnk,1956
0.1751,dnk,1957
0.1737,dnk,1958
0.1709,dnk,1959
0.1743,dnk,1960
0.1745,dnk,1961
0.1743,dnk,1962
0.181,dnk,1963
0.1618,dnk,1964
0.1788,dnk,1965
0.1792,dnk,1966
0.1461,dnk,1967
0.1316,dnk,1968
0.1243,dnk,1969
0.1212,dnk,1970
0.127,dnk,1971
0.1262,dnk,1972
0.1085,dnk,1973
0.1073,dnk,1974
0.1086,dnk,1975
0.09885,dnk,1976
0.08515,dnk,1977
0.09438,dnk,1978
0.09059,dnk,1979
0.08748,dnk,1980
0.08131,dnk,1981
0.0732,dnk,1982
0.07064,dnk,1983
0.07182,dnk,1984
0.07423,dnk,1985
0.07592,dnk,1986
0.07674,dnk,1987
0.07997,dnk,1988
0.0831,dnk,1989
0.08556,dnk,1990
0.08633,dnk,1991
0.09049,dnk,1992
0.08972,dnk,1993
0.08431,dnk,1994
0.09269,dnk,1995
0.08155,dnk,1996
0.08179,dnk,1997
0.07309,dnk,1998
0.07356,dnk,1999
0.07509,dnk,2000
0.07407,dnk,2001
0.07305,dnk,2002
0.06775,dnk,2003
0.06876,dnk,2004
0.06945,dnk,2005
0.0713,dnk,2006
0.07116,dnk,2007
0.07293,dnk,2008
0.06542,dnk,2009
0.06577,dnk,2010
0.05735,dnk,2030
0.04368,dnk,2050
0.02507,dnk,2099
4.122,dji,1950
4.117,dji,1951
3.995,dji,1952
3.995,dji,1953
3.874,dji,1954
3.874,dji,1955
3.754,dji,1956
3.759,dji,1957
3.64,dji,1958
3.644,dji,1959
3.526,dji,1960
3.522,dji,1961
3.522,dji,1962
3.397,dji,1963
3.388,dji,1964
3.256,dji,1965
3.239,dji,1966
3.102,dji,1967
3.078,dji,1968
2.937,dji,1969
2.91,dji,1970
2.77,dji,1971
2.736,dji,1972
2.605,dji,1973
2.572,dji,1974
2.543,dji,1975
2.417,dji,1976
2.393,dji,1977
2.279,dji,1978
2.262,dji,1979
2.158,dji,1980
2.145,dji,1981
2.046,dji,1982
2.037,dji,1983
1.941,dji,1984
1.933,dji,1985
1.918,dji,1986
1.817,dji,1987
1.797,dji,1988
1.774,dji,1989
1.746,dji,1990
1.635,dji,1991
1.6,dji,1992
1.562,dji,1993
1.521,dji,1994
1.414,dji,1995
1.376,dji,1996
1.34,dji,1997
1.304,dji,1998
1.209,dji,1999
1.177,dji,2000
1.148,dji,2001
1.118,dji,2002
1.037,dji,2003
1.01,dji,2004
0.9337,dji,2005
0.9093,dji,2006
0.8872,dji,2007
0.8195,dji,2008
0.8027,dji,2009
0.7431,dji,2010
0.3403,dji,2030
0.1805,dji,2050
0.0713,dji,2099
3.645,dom,1800
3.645,dom,1801
3.645,dom,1802
3.645,dom,1803
3.645,dom,1804
3.645,dom,1805
3.645,dom,1806
3.645,dom,1807
3.645,dom,1808
3.645,dom,1809
3.645,dom,1810
3.645,dom,1811
3.645,dom,1812
3.645,dom,1813
3.645,dom,1814
3.645,dom,1815
3.645,dom,1816
3.645,dom,1817
3.645,dom,1818
3.645,dom,1819
3.645,dom,1820
3.645,dom,1821
3.645,dom,1822
3.645,dom,1823
3.645,dom,1824
3.645,dom,1825
3.645,dom,1826
3.645,dom,1827
3.645,dom,1828
3.645,dom,1829
3.645,dom,1830
3.645,dom,1831
3.645,dom,1832
3.645,dom,1833
3.645,dom,1834
3.645,dom,1835
3.645,dom,1836
3.645,dom,1837
3.645,dom,1838
3.645,dom,1839
3.645,dom,1840
3.645,dom,1841
3.645,dom,1842
3.645,dom,1843
3.645,dom,1844
3.645,dom,1845
3.645,dom,1846
3.645,dom,1847
3.645,dom,1848
3.645,dom,1849
3.646,dom,1850
3.646,dom,1851
3.646,dom,1852
3.646,dom,1853
3.646,dom,1854
3.646,dom,1855
3.646,dom,1856
3.646,dom,1857
3.646,dom,1858
3.646,dom,1859
3.646,dom,1860
3.646,dom,1861
3.646,dom,1862
3.646,dom,1863
3.646,dom,1864
3.646,dom,1865
3.646,dom,1866
3.646,dom,1867
3.646,dom,1868
3.646,dom,1869
3.646,dom,1870
3.646,dom,1871
3.646,dom,1872
3.646,dom,1873
3.646,dom,1874
3.646,dom,1875
3.646,dom,1876
3.646,dom,1877
3.646,dom,1878
3.646,dom,1879
3.646,dom,1880
3.646,dom,1881
3.646,dom,1882
3.646,dom,1883
3.646,dom,1884
3.646,dom,1885
3.646,dom,1886
3.646,dom,1887
3.646,dom,1888
3.646,dom,1889
3.646,dom,1890
3.646,dom,1891
3.646,dom,1892
3.646,dom,1893
3.646,dom,1894
3.646,dom,1895
3.646,dom,1896
3.646,dom,1897
3.646,dom,1898
3.646,dom,1899
3.646,dom,1900
3.646,dom,1901
3.646,dom,1902
3.646,dom,1903
3.646,dom,1904
3.646,dom,1905
3.646,dom,1906
3.647,dom,1907
3.647,dom,1908
3.647,dom,1909
3.647,dom,1910
3.647,dom,1911
3.647,dom,1912
3.647,dom,1913
3.647,dom,1914
3.647,dom,1915
3.647,dom,1916
3.647,dom,1917
3.647,dom,1918
3.647,dom,1919
3.647,dom,1920
3.647,dom,1921
3.647,dom,1922
3.647,dom,1923
3.647,dom,1924
3.647,dom,1925
3.647,dom,1926
3.647,dom,1927
3.647,dom,1928
3.647,dom,1929
3.647,dom,1930
3.647,dom,1931
3.647,dom,1932
3.647,dom,1933
3.647,dom,1934
3.647,dom,1935
3.599,dom,1936
3.549,dom,1937
3.497,dom,1938
3.443,dom,1939
3.387,dom,1940
3.329,dom,1941
3.269,dom,1942
3.207,dom,1943
3.144,dom,1944
3.079,dom,1945
3.118,dom,1946
3.05,dom,1947
2.981,dom,1948
2.91,dom,1949
2.838,dom,1950
2.743,dom,1951
2.655,dom,1952
2.669,dom,1953
2.574,dom,1954
2.474,dom,1955
2.374,dom,1956
2.371,dom,1957
2.261,dom,1958
2.153,dom,1959
2.043,dom,1960
2.024,dom,1961
1.906,dom,1962
1.791,dom,1963
1.676,dom,1964
1.644,dom,1965
1.527,dom,1966
1.413,dom,1967
1.375,dom,1968
1.264,dom,1969
1.225,dom,1970
1.118,dom,1971
1.081,dom,1972
0.9825,dom,1973
0.8899,dom,1974
0.8585,dom,1975
0.8287,dom,1976
0.7519,dom,1977
0.7271,dom,1978
0.6594,dom,1979
0.6406,dom,1980
0.6232,dom,1981
0.5661,dom,1982
0.5512,dom,1983
0.4998,dom,1984
0.4872,dom,1985
0.4399,dom,1986
0.4306,dom,1987
0.3879,dom,1988
0.3804,dom,1989
0.3432,dom,1990
0.3362,dom,1991
0.3019,dom,1992
0.2956,dom,1993
0.2901,dom,1994
0.2591,dom,1995
0.2541,dom,1996
0.2492,dom,1997
0.2459,dom,1998
0.2211,dom,1999
0.2181,dom,2000
0.2158,dom,2001
0.2143,dom,2002
0.1926,dom,2003
0.1905,dom,2004
0.1884,dom,2005
0.1864,dom,2006
0.1843,dom,2007
0.1647,dom,2008
0.1629,dom,2009
0.1604,dom,2010
0.08607,dom,2030
0.0626,dom,2050
0.0411,dom,2099
3.794,ecu,1800
3.794,ecu,1801
3.795,ecu,1802
3.795,ecu,1803
3.795,ecu,1804
3.795,ecu,1805
3.795,ecu,1806
3.795,ecu,1807
3.796,ecu,1808
3.796,ecu,1809
3.796,ecu,1810
3.796,ecu,1811
3.796,ecu,1812
3.796,ecu,1813
3.796,ecu,1814
3.797,ecu,1815
3.797,ecu,1816
3.797,ecu,1817
3.797,ecu,1818
3.797,ecu,1819
3.797,ecu,1820
3.798,ecu,1821
3.798,ecu,1822
3.798,ecu,1823
3.798,ecu,1824
3.798,ecu,1825
3.798,ecu,1826
3.798,ecu,1827
3.799,ecu,1828
3.799,ecu,1829
3.799,ecu,1830
3.799,ecu,1831
3.799,ecu,1832
3.799,ecu,1833
3.8,ecu,1834
3.8,ecu,1835
3.8,ecu,1836
3.8,ecu,1837
3.8,ecu,1838
3.8,ecu,1839
3.8,ecu,1840
3.801,ecu,1841
3.801,ecu,1842
3.801,ecu,1843
3.801,ecu,1844
3.801,ecu,1845
3.801,ecu,1846
3.802,ecu,1847
3.802,ecu,1848
3.802,ecu,1849
3.802,ecu,1850
3.802,ecu,1851
3.802,ecu,1852
3.802,ecu,1853
3.803,ecu,1854
3.803,ecu,1855
3.803,ecu,1856
3.803,ecu,1857
3.803,ecu,1858
3.803,ecu,1859
3.803,ecu,1860
3.804,ecu,1861
3.804,ecu,1862
3.804,ecu,1863
3.804,ecu,1864
3.804,ecu,1865
3.804,ecu,1866
3.805,ecu,1867
3.805,ecu,1868
3.805,ecu,1869
3.805,ecu,1870
3.805,ecu,1871
3.805,ecu,1872
3.805,ecu,1873
3.806,ecu,1874
3.806,ecu,1875
3.806,ecu,1876
3.806,ecu,1877
3.806,ecu,1878
3.806,ecu,1879
3.807,ecu,1880
3.807,ecu,1881
3.807,ecu,1882
3.807,ecu,1883
3.807,ecu,1884
3.807,ecu,1885
3.807,ecu,1886
3.808,ecu,1887
3.808,ecu,1888
3.808,ecu,1889
3.808,ecu,1890
3.808,ecu,1891
3.808,ecu,1892
3.809,ecu,1893
3.809,ecu,1894
3.809,ecu,1895
3.809,ecu,1896
3.809,ecu,1897
3.809,ecu,1898
3.809,ecu,1899
3.81,ecu,1900
3.803,ecu,1901
3.796,ecu,1902
3.789,ecu,1903
3.782,ecu,1904
3.775,ecu,1905
3.768,ecu,1906
3.761,ecu,1907
3.754,ecu,1908
3.747,ecu,1909
3.74,ecu,1910
3.733,ecu,1911
3.726,ecu,1912
3.719,ecu,1913
3.712,ecu,1914
3.705,ecu,1915
3.698,ecu,1916
3.691,ecu,1917
3.71,ecu,1918
3.729,ecu,1919
3.748,ecu,1920
3.767,ecu,1921
3.786,ecu,1922
3.808,ecu,1923
3.83,ecu,1924
3.852,ecu,1925
3.875,ecu,1926
3.897,ecu,1927
3.887,ecu,1928
3.878,ecu,1929
3.868,ecu,1930
3.859,ecu,1931
3.849,ecu,1932
3.837,ecu,1933
3.824,ecu,1934
3.811,ecu,1935
3.798,ecu,1936
3.786,ecu,1937
3.759,ecu,1938
3.732,ecu,1939
3.597,ecu,1940
3.36,ecu,1941
3.232,ecu,1942
3.129,ecu,1943
3.026,ecu,1944
2.825,ecu,1945
2.726,ecu,1946
2.628,ecu,1947
2.438,ecu,1948
2.344,ecu,1949
2.252,ecu,1950
2.161,ecu,1951
2.161,ecu,1952
2.071,ecu,1953
2.071,ecu,1954
1.983,ecu,1955
1.983,ecu,1956
1.899,ecu,1957
1.813,ecu,1958
1.813,ecu,1959
1.731,ecu,1960
1.648,ecu,1961
1.646,ecu,1962
1.562,ecu,1963
1.555,ecu,1964
1.469,ecu,1965
1.458,ecu,1966
1.369,ecu,1967
1.354,ecu,1968
1.337,ecu,1969
1.244,ecu,1970
1.225,ecu,1971
1.135,ecu,1972
1.114,ecu,1973
1.028,ecu,1974
1.007,ecu,1975
0.9247,ecu,1976
0.9048,ecu,1977
0.8263,ecu,1978
0.8061,ecu,1979
0.7333,ecu,1980
0.6647,ecu,1981
0.6445,ecu,1982
0.5814,ecu,1983
0.5639,ecu,1984
0.505,ecu,1985
0.4513,ecu,1986
0.4363,ecu,1987
0.3886,ecu,1988
0.3748,ecu,1989
0.3328,ecu,1990
0.3228,ecu,1991
0.2864,ecu,1992
0.279,ecu,1993
0.2483,ecu,1994
0.2438,ecu,1995
0.2172,ecu,1996
0.2131,ecu,1997
0.1902,ecu,1998
0.1871,ecu,1999
0.1834,ecu,2000
0.1641,ecu,2001
0.1607,ecu,2002
0.1579,ecu,2003
0.1406,ecu,2004
0.138,ecu,2005
0.1354,ecu,2006
0.1334,ecu,2007
0.1313,ecu,2008
0.1293,ecu,2009
0.1272,ecu,2010
0.07554,ecu,2030
0.05095,ecu,2050
0.03301,ecu,2099
3.294,egy,1800
3.294,egy,1801
3.294,egy,1802
3.294,egy,1803
3.294,egy,1804
3.293,egy,1805
3.293,egy,1806
3.293,egy,1807
3.293,egy,1808
3.293,egy,1809
3.292,egy,1810
3.292,egy,1811
3.292,egy,1812
3.292,egy,1813
3.292,egy,1814
3.292,egy,1815
3.291,egy,1816
3.291,egy,1817
3.291,egy,1818
3.291,egy,1819
3.291,egy,1820
3.29,egy,1821
3.29,egy,1822
3.29,egy,1823
3.29,egy,1824
3.29,egy,1825
3.29,egy,1826
3.289,egy,1827
3.289,egy,1828
3.289,egy,1829
3.289,egy,1830
3.289,egy,1831
3.288,egy,1832
3.288,egy,1833
3.288,egy,1834
3.288,egy,1835
3.288,egy,1836
3.287,egy,1837
3.287,egy,1838
3.287,egy,1839
3.287,egy,1840
3.287,egy,1841
3.287,egy,1842
3.286,egy,1843
3.286,egy,1844
3.286,egy,1845
3.286,egy,1846
3.286,egy,1847
3.285,egy,1848
3.285,egy,1849
3.285,egy,1850
3.285,egy,1851
3.285,egy,1852
3.285,egy,1853
3.284,egy,1854
3.284,egy,1855
3.284,egy,1856
3.284,egy,1857
3.284,egy,1858
3.283,egy,1859
3.283,egy,1860
3.283,egy,1861
3.283,egy,1862
3.283,egy,1863
3.283,egy,1864
3.282,egy,1865
3.282,egy,1866
3.282,egy,1867
3.282,egy,1868
3.282,egy,1869
3.281,egy,1870
3.281,egy,1871
3.281,egy,1872
3.281,egy,1873
3.281,egy,1874
3.281,egy,1875
3.28,egy,1876
3.28,egy,1877
3.28,egy,1878
3.28,egy,1879
3.28,egy,1880
3.279,egy,1881
3.279,egy,1882
3.279,egy,1883
3.279,egy,1884
3.279,egy,1885
3.279,egy,1886
3.278,egy,1887
3.278,egy,1888
3.278,egy,1889
3.278,egy,1890
3.278,egy,1891
3.277,egy,1892
3.277,egy,1893
3.277,egy,1894
3.277,egy,1895
3.277,egy,1896
3.277,egy,1897
3.276,egy,1898
3.276,egy,1899
3.276,egy,1900
3.276,egy,1901
3.276,egy,1902
3.275,egy,1903
3.275,egy,1904
3.275,egy,1905
3.275,egy,1906
3.275,egy,1907
3.275,egy,1908
3.274,egy,1909
3.274,egy,1910
3.274,egy,1911
3.274,egy,1912
3.258,egy,1913
3.243,egy,1914
3.228,egy,1915
3.243,egy,1916
3.258,egy,1917
3.274,egy,1918
3.289,egy,1919
3.305,egy,1920
3.303,egy,1921
3.302,egy,1922
3.3,egy,1923
3.299,egy,1924
3.297,egy,1925
3.345,egy,1926
3.393,egy,1927
3.643,egy,1928
3.693,egy,1929
3.332,egy,1930
3.478,egy,1931
3.62,egy,1932
3.459,egy,1933
3.398,egy,1934
3.243,egy,1935
3.422,egy,1936
3.035,egy,1937
3.025,egy,1938
2.923,egy,1939
3.096,egy,1940
2.933,egy,1941
3.422,egy,1942
3.541,egy,1943
3.275,egy,1944
3.393,egy,1945
3.212,egy,1946
3.033,egy,1947
3.044,egy,1948
2.959,egy,1949
2.509,egy,1950
2.529,egy,1951
2.486,egy,1952
2.522,egy,1953
2.46,egy,1954
2.483,egy,1955
2.502,egy,1956
2.419,egy,1957
2.423,egy,1958
2.33,egy,1959
2.326,egy,1960
2.316,egy,1961
2.211,egy,1962
2.195,egy,1963
2.09,egy,1964
2.067,egy,1965
1.957,egy,1966
1.929,egy,1967
1.817,egy,1968
1.788,egy,1969
1.758,egy,1970
1.655,egy,1971
1.63,egy,1972
1.537,egy,1973
1.45,egy,1974
1.44,egy,1975
1.361,egy,1976
1.351,egy,1977
1.275,egy,1978
1.199,egy,1979
1.188,egy,1980
1.113,egy,1981
1.1,egy,1982
1.028,egy,1983
1.015,egy,1984
0.9443,egy,1985
0.8715,egy,1986
0.8504,egy,1987
0.7741,egy,1988
0.7477,egy,1989
0.6744,egy,1990
0.6058,egy,1991
0.5826,egy,1992
0.5242,egy,1993
0.4722,egy,1994
0.4259,egy,1995
0.4166,egy,1996
0.3772,egy,1997
0.3412,egy,1998
0.3343,egy,1999
0.301,egy,2000
0.269,egy,2001
0.2632,egy,2002
0.2347,egy,2003
0.2302,egy,2004
0.2049,egy,2005
0.2008,egy,2006
0.1973,egy,2007
0.1759,egy,2008
0.1728,egy,2009
0.1697,egy,2010
0.09073,egy,2030
0.06542,egy,2050
0.04024,egy,2099
3.584,slv,1800
3.584,slv,1801
3.584,slv,1802
3.584,slv,1803
3.584,slv,1804
3.584,slv,1805
3.584,slv,1806
3.584,slv,1807
3.584,slv,1808
3.584,slv,1809
3.584,slv,1810
3.584,slv,1811
3.584,slv,1812
3.584,slv,1813
3.584,slv,1814
3.584,slv,1815
3.584,slv,1816
3.584,slv,1817
3.584,slv,1818
3.584,slv,1819
3.584,slv,1820
3.584,slv,1821
3.584,slv,1822
3.584,slv,1823
3.584,slv,1824
3.584,slv,1825
3.584,slv,1826
3.584,slv,1827
3.584,slv,1828
3.584,slv,1829
3.584,slv,1830
3.584,slv,1831
3.584,slv,1832
3.584,slv,1833
3.584,slv,1834
3.584,slv,1835
3.584,slv,1836
3.584,slv,1837
3.584,slv,1838
3.584,slv,1839
3.584,slv,1840
3.584,slv,1841
3.584,slv,1842
3.584,slv,1843
3.584,slv,1844
3.584,slv,1845
3.584,slv,1846
3.584,slv,1847
3.584,slv,1848
3.584,slv,1849
3.584,slv,1850
3.584,slv,1851
3.584,slv,1852
3.584,slv,1853
3.584,slv,1854
3.584,slv,1855
3.584,slv,1856
3.584,slv,1857
3.584,slv,1858
3.584,slv,1859
3.584,slv,1860
3.584,slv,1861
3.584,slv,1862
3.584,slv,1863
3.584,slv,1864
3.584,slv,1865
3.584,slv,1866
3.584,slv,1867
3.584,slv,1868
3.584,slv,1869
3.584,slv,1870
3.584,slv,1871
3.584,slv,1872
3.584,slv,1873
3.584,slv,1874
3.584,slv,1875
3.584,slv,1876
3.584,slv,1877
3.584,slv,1878
3.584,slv,1879
3.584,slv,1880
3.584,slv,1881
3.584,slv,1882
3.584,slv,1883
3.584,slv,1884
3.584,slv,1885
3.584,slv,1886
3.584,slv,1887
3.584,slv,1888
3.584,slv,1889
3.584,slv,1890
3.584,slv,1891
3.584,slv,1892
3.584,slv,1893
3.584,slv,1894
3.584,slv,1895
3.584,slv,1896
3.584,slv,1897
3.584,slv,1898
3.584,slv,1899
3.584,slv,1900
3.576,slv,1901
3.568,slv,1902
3.563,slv,1903
3.558,slv,1904
3.553,slv,1905
3.548,slv,1906
3.543,slv,1907
3.563,slv,1908
3.583,slv,1909
3.602,slv,1910
3.622,slv,1911
3.641,slv,1912
3.612,slv,1913
3.583,slv,1914
3.553,slv,1915
3.524,slv,1916
3.495,slv,1917
3.555,slv,1918
3.615,slv,1919
3.675,slv,1920
3.736,slv,1921
3.796,slv,1922
3.804,slv,1923
3.812,slv,1924
3.82,slv,1925
3.829,slv,1926
3.837,slv,1927
3.827,slv,1928
3.817,slv,1929
3.807,slv,1930
3.798,slv,1931
3.687,slv,1932
3.569,slv,1933
3.453,slv,1934
3.437,slv,1935
3.323,slv,1936
3.211,slv,1937
3.113,slv,1938
3.11,slv,1939
3.013,slv,1940
2.918,slv,1941
2.915,slv,1942
2.818,slv,1943
2.722,slv,1944
2.627,slv,1945
2.622,slv,1946
2.529,slv,1947
2.462,slv,1948
2.395,slv,1949
2.416,slv,1950
2.339,slv,1951
2.281,slv,1952
2.214,slv,1953
2.239,slv,1954
2.174,slv,1955
2.106,slv,1956
2.037,slv,1957
1.968,slv,1958
1.893,slv,1959
1.904,slv,1960
1.824,slv,1961
1.739,slv,1962
1.736,slv,1963
1.643,slv,1964
1.629,slv,1965
1.532,slv,1966
1.513,slv,1967
1.416,slv,1968
1.394,slv,1969
1.299,slv,1970
1.281,slv,1971
1.26,slv,1972
1.239,slv,1973
1.22,slv,1974
1.199,slv,1975
1.178,slv,1976
1.155,slv,1977
1.13,slv,1978
1.105,slv,1979
1.077,slv,1980
1.048,slv,1981
1.021,slv,1982
0.9393,slv,1983
0.862,slv,1984
0.7905,slv,1985
0.7229,slv,1986
0.6604,slv,1987
0.5607,slv,1988
0.5086,slv,1989
0.4596,slv,1990
0.4148,slv,1991
0.3738,slv,1992
0.3659,slv,1993
0.3273,slv,1994
0.3201,slv,1995
0.311,slv,1996
0.301,slv,1997
0.2649,slv,1998
0.2541,slv,1999
0.2425,slv,2000
0.2318,slv,2001
0.2218,slv,2002
0.2136,slv,2003
0.1887,slv,2004
0.1841,slv,2005
0.1804,slv,2006
0.1773,slv,2007
0.159,slv,2008
0.1562,slv,2009
0.1542,slv,2010
0.08356,slv,2030
0.06436,slv,2050
0.04561,slv,2099
3.26,gnq,1800
3.26,gnq,1801
3.26,gnq,1802
3.26,gnq,1803
3.26,gnq,1804
3.26,gnq,1805
3.26,gnq,1806
3.26,gnq,1807
3.26,gnq,1808
3.26,gnq,1809
3.26,gnq,1810
3.26,gnq,1811
3.26,gnq,1812
3.26,gnq,1813
3.26,gnq,1814
3.26,gnq,1815
3.26,gnq,1816
3.26,gnq,1817
3.26,gnq,1818
3.26,gnq,1819
3.26,gnq,1820
3.26,gnq,1821
3.26,gnq,1822
3.26,gnq,1823
3.26,gnq,1824
3.26,gnq,1825
3.26,gnq,1826
3.26,gnq,1827
3.26,gnq,1828
3.26,gnq,1829
3.26,gnq,1830
3.26,gnq,1831
3.26,gnq,1832
3.26,gnq,1833
3.26,gnq,1834
3.26,gnq,1835
3.26,gnq,1836
3.26,gnq,1837
3.26,gnq,1838
3.26,gnq,1839
3.26,gnq,1840
3.26,gnq,1841
3.26,gnq,1842
3.26,gnq,1843
3.26,gnq,1844
3.26,gnq,1845
3.26,gnq,1846
3.26,gnq,1847
3.26,gnq,1848
3.26,gnq,1849
3.26,gnq,1850
3.26,gnq,1851
3.26,gnq,1852
3.26,gnq,1853
3.26,gnq,1854
3.26,gnq,1855
3.26,gnq,1856
3.26,gnq,1857
3.26,gnq,1858
3.26,gnq,1859
3.26,gnq,1860
3.26,gnq,1861
3.26,gnq,1862
3.26,gnq,1863
3.26,gnq,1864
3.26,gnq,1865
3.26,gnq,1866
3.26,gnq,1867
3.26,gnq,1868
3.26,gnq,1869
3.26,gnq,1870
3.26,gnq,1871
3.26,gnq,1872
3.26,gnq,1873
3.26,gnq,1874
3.26,gnq,1875
3.26,gnq,1876
3.26,gnq,1877
3.26,gnq,1878
3.26,gnq,1879
3.26,gnq,1880
3.26,gnq,1881
3.26,gnq,1882
3.26,gnq,1883
3.26,gnq,1884
3.26,gnq,1885
3.26,gnq,1886
3.26,gnq,1887
3.26,gnq,1888
3.26,gnq,1889
3.26,gnq,1890
3.26,gnq,1891
3.26,gnq,1892
3.26,gnq,1893
3.26,gnq,1894
3.26,gnq,1895
3.26,gnq,1896
3.26,gnq,1897
3.26,gnq,1898
3.26,gnq,1899
3.26,gnq,1900
3.26,gnq,1901
3.26,gnq,1902
3.26,gnq,1903
3.26,gnq,1904
3.26,gnq,1905
3.26,gnq,1906
3.26,gnq,1907
3.26,gnq,1908
3.26,gnq,1909
3.26,gnq,1910
3.26,gnq,1911
3.26,gnq,1912
3.26,gnq,1913
3.26,gnq,1914
3.26,gnq,1915
3.26,gnq,1916
3.26,gnq,1917
3.26,gnq,1918
3.26,gnq,1919
3.26,gnq,1920
3.26,gnq,1921
3.26,gnq,1922
3.26,gnq,1923
3.26,gnq,1924
3.26,gnq,1925
3.26,gnq,1926
3.26,gnq,1927
3.26,gnq,1928
3.26,gnq,1929
3.26,gnq,1930
3.26,gnq,1931
3.26,gnq,1932
3.26,gnq,1933
3.26,gnq,1934
3.26,gnq,1935
3.26,gnq,1936
3.26,gnq,1937
3.26,gnq,1938
3.26,gnq,1939
3.26,gnq,1940
3.26,gnq,1941
3.26,gnq,1942
3.26,gnq,1943
3.26,gnq,1944
3.26,gnq,1945
3.171,gnq,1946
3.171,gnq,1947
3.083,gnq,1948
2.995,gnq,1949
2.908,gnq,1950
2.903,gnq,1951
2.903,gnq,1952
2.817,gnq,1953
2.817,gnq,1954
2.817,gnq,1955
2.732,gnq,1956
2.732,gnq,1957
2.732,gnq,1958
2.732,gnq,1959
2.652,gnq,1960
2.657,gnq,1961
2.661,gnq,1962
2.587,gnq,1963
2.596,gnq,1964
2.61,gnq,1965
2.534,gnq,1966
2.543,gnq,1967
2.552,gnq,1968
2.557,gnq,1969
2.477,gnq,1970
2.477,gnq,1971
2.477,gnq,1972
2.393,gnq,1973
2.393,gnq,1974
2.388,gnq,1975
2.31,gnq,1976
2.31,gnq,1977
2.314,gnq,1978
2.239,gnq,1979
2.247,gnq,1980
2.255,gnq,1981
2.184,gnq,1982
2.192,gnq,1983
2.203,gnq,1984
2.128,gnq,1985
2.135,gnq,1986
2.057,gnq,1987
2.06,gnq,1988
2.064,gnq,1989
1.983,gnq,1990
1.983,gnq,1991
1.983,gnq,1992
1.903,gnq,1993
1.903,gnq,1994
1.903,gnq,1995
1.9,gnq,1996
1.893,gnq,1997
1.808,gnq,1998
1.796,gnq,1999
1.784,gnq,2000
1.771,gnq,2001
1.756,gnq,2002
1.737,gnq,2003
1.722,gnq,2004
1.703,gnq,2005
1.613,gnq,2006
1.595,gnq,2007
1.577,gnq,2008
1.557,gnq,2009
1.469,gnq,2010
0.721,gnq,2030
0.3351,gnq,2050
0.0873,gnq,2099
4.118,eri,1800
4.118,eri,1801
