agriculture_percent_of_gdp,geo,time
18.34,per,1964
17.95,per,1965
18.12,per,1966
18.7,per,1967
18.6,per,1968
18.02,per,1969
18.68,per,1970
17.8,per,1971
16.78,per,1972
16.49,per,1973
15.92,per,1974
16.37,per,1975
15.3,per,1976
15.65,per,1977
13.12,per,1978
11.68,per,1979
11.21,per,1986
10.3,per,1987
10.3,per,1988
8.041,per,1989
8.538,per,1990
8.447,per,1991
8.501,per,1992
9.027,per,1993
9.216,per,1994
8.776,per,1995
9.205,per,1996
8.655,per,1997
8.978,per,1998
8.756,per,1999
8.499,per,2000
8.249,per,2001
7.846,per,2002
7.632,per,2003
7.289,per,2004
7.207,per,2005
6.952,per,2006
7.007,per,2007
7.37,per,2008
7.534,per,2009
8.488,per,2010
7.824,per,2011
26.78,phl,1961
26.86,phl,1962
27.41,phl,1963
26.53,phl,1964
27.15,phl,1965
27.14,phl,1966
27.37,phl,1967
29.2,phl,1968
29.92,phl,1969
29.52,phl,1970
30.31,phl,1971
29.45,phl,1972
30.56,phl,1973
31.06,phl,1974
30.34,phl,1975
29.27,phl,1976
28.72,phl,1977
28.22,phl,1978
27.44,phl,1979
25.12,phl,1980
24.89,phl,1981
23.35,phl,1982
22.37,phl,1983
24.75,phl,1984
24.58,phl,1985
23.95,phl,1986
24.01,phl,1987
22.96,phl,1988
22.69,phl,1989
21.9,phl,1990
20.98,phl,1991
21.82,phl,1992
21.6,phl,1993
22.0,phl,1994
21.63,phl,1995
20.62,phl,1996
18.87,phl,1997
14.76,phl,1998
15.21,phl,1999
13.97,phl,2000
13.2,phl,2001
13.15,phl,2002
12.7,phl,2003
13.31,phl,2004
12.66,phl,2005
12.37,phl,2006
12.5,phl,2007
13.24,phl,2008
13.08,phl,2009
12.31,phl,2010
13.04,phl,2011
8.26,pol,1990
6.645,pol,1991
8.276,pol,1992
8.411,pol,1993
7.943,pol,1994
8.007,pol,1995
7.546,pol,1996
6.618,pol,1997
5.951,pol,1998
5.228,pol,1999
4.958,pol,2000
5.1,pol,2001
4.517,pol,2002
4.393,pol,2003
5.104,pol,2004
4.529,pol,2005
4.288,pol,2006
4.328,pol,2007
3.735,pol,2008
3.651,pol,2009
3.537,pol,2010
29.82,prt,1970
28.31,prt,1971
26.54,prt,1972
26.99,prt,1973
25.29,prt,1974
25.62,prt,1975
24.06,prt,1976
24.06,prt,1977
22.7,prt,1978
21.01,prt,1979
18.8,prt,1980
16.81,prt,1981
16.54,prt,1982
15.31,prt,1983
15.33,prt,1984
14.79,prt,1985
13.47,prt,1986
13.93,prt,1987
11.2,prt,1988
9.87,prt,1989
8.819,prt,1990
8.039,prt,1991
6.644,prt,1992
6.337,prt,1993
5.943,prt,1994
5.565,prt,1995
5.335,prt,1996
4.481,prt,1997
4.175,prt,1998
3.865,prt,1999
3.647,prt,2000
3.462,prt,2001
3.226,prt,2002
3.155,prt,2003
3.093,prt,2004
2.788,prt,2005
2.764,prt,2006
2.451,prt,2007
2.408,prt,2008
2.438,prt,2009
2.434,prt,2010
5.414,pri,1966
3.609,pri,1969
3.196,pri,1970
3.126,pri,1971
2.964,pri,1972
2.601,pri,1973
3.72,pri,1974
3.303,pri,1975
3.183,pri,1976
2.678,pri,1977
2.943,pri,1978
2.723,pri,1979
2.634,pri,1980
2.298,pri,1981
2.314,pri,1982
2.265,pri,1983
1.798,pri,1984
1.759,pri,1985
1.697,pri,1986
1.722,pri,1987
1.523,pri,1988
1.568,pri,1989
1.418,pri,1990
1.392,pri,1991
1.213,pri,1992
1.114,pri,1993
0.9302,pri,1994
0.7467,pri,1995
0.8286,pri,1996
0.9671,pri,1997
0.8074,pri,1998
0.5807,pri,1999
0.8575,pri,2000
0.5877,pri,2001
0.5336,pri,2002
0.5631,pri,2003
0.6355,pri,2004
0.6029,pri,2005
0.5985,pri,2006
0.4867,pri,2007
0.5601,pri,2008
0.5314,pri,2009
0.5747,pri,2010
16.44,rou,1981
19.93,rou,1982
23.74,rou,1990
20.13,rou,1991
19.41,rou,1992
22.64,rou,1993
21.54,rou,1994
21.43,rou,1995
20.57,rou,1996
19.56,rou,1997
16.22,rou,1998
15.15,rou,1999
12.51,rou,2000
14.98,rou,2001
12.76,rou,2002
13.03,rou,2003
14.33,rou,2004
10.14,rou,2005
10.51,rou,2006
8.777,rou,2007
7.14,rou,2008
7.158,rou,2009
7.143,rou,2010
6.973,rou,2011
16.81,rus,1989
16.61,rus,1990
14.29,rus,1991
7.394,rus,1992
8.311,rus,1993
6.629,rus,1994
7.161,rus,1995
7.172,rus,1996
6.439,rus,1997
5.616,rus,1998
7.315,rus,1999
6.435,rus,2000
6.589,rus,2001
6.299,rus,2002
6.255,rus,2003
5.62,rus,2004
4.967,rus,2005
4.523,rus,2006
4.411,rus,2007
4.403,rus,2008
4.683,rus,2009
4.042,rus,2010
74.79,rwa,1965
74.87,rwa,1966
65.85,rwa,1967
65.28,rwa,1968
65.79,rwa,1969
61.62,rwa,1970
61.18,rwa,1971
59.56,rwa,1972
61.02,rwa,1973
59.14,rwa,1974
49.21,rwa,1975
49.22,rwa,1976
46.46,rwa,1977
42.42,rwa,1978
49.04,rwa,1979
45.85,rwa,1980
40.74,rwa,1981
39.78,rwa,1982
38.2,rwa,1983
40.84,rwa,1984
41.84,rwa,1985
37.53,rwa,1986
37.71,rwa,1987
39.22,rwa,1988
40.31,rwa,1989
32.55,rwa,1990
32.13,rwa,1991
33.24,rwa,1992
33.73,rwa,1993
49.76,rwa,1994
44.0,rwa,1995
47.19,rwa,1996
45.96,rwa,1997
45.52,rwa,1998
41.94,rwa,1999
37.19,rwa,2000
37.34,rwa,2001
35.49,rwa,2002
37.01,rwa,2003
38.56,rwa,2004
38.39,rwa,2005
38.43,rwa,2006
35.66,rwa,2007
32.39,rwa,2008
33.91,rwa,2009
32.22,rwa,2010
18.93,kna,1977
15.86,kna,1978
15.47,kna,1979
15.94,kna,1980
11.14,kna,1981
14.36,kna,1982
11.63,kna,1983
11.82,kna,1984
9.061,kna,1985
10.76,kna,1986
10.63,kna,1987
9.737,kna,1988
7.747,kna,1989
6.456,kna,1990
6.707,kna,1991
6.967,kna,1992
6.816,kna,1993
5.783,kna,1994
5.343,kna,1995
5.176,kna,1996
5.54,kna,1997
4.165,kna,1998
3.303,kna,1999
2.062,kna,2000
2.32,kna,2001
2.396,kna,2002
2.395,kna,2003
2.384,kna,2004
2.254,kna,2005
1.716,kna,2006
1.54,kna,2007
1.653,kna,2008
1.533,kna,2009
1.723,kna,2010
15.19,lca,1979
14.39,lca,1980
13.14,lca,1981
13.93,lca,1982
14.97,lca,1983
14.84,lca,1984
15.22,lca,1985
18.1,lca,1986
13.25,lca,1987
16.18,lca,1988
13.35,lca,1989
14.53,lca,1990
13.13,lca,1991
13.39,lca,1992
10.87,lca,1993
9.816,lca,1994
10.19,lca,1995
8.907,lca,1996
6.814,lca,1997
8.249,lca,1998
7.261,lca,1999
7.015,lca,2000
5.739,lca,2001
5.943,lca,2002
5.5,lca,2003
4.894,lca,2004
3.75,lca,2005
3.87,lca,2006
3.425,lca,2007
4.505,lca,2008
4.232,lca,2009
3.239,lca,2010
17.51,vct,1977
19.19,vct,1978
15.73,vct,1979
14.28,vct,1980
15.82,vct,1981
16.45,vct,1982
17.29,vct,1983
18.4,vct,1984
19.6,vct,1985
19.12,vct,1986
17.01,vct,1987
17.81,vct,1988
16.99,vct,1989
21.19,vct,1990
18.59,vct,1991
19.37,vct,1992
14.87,vct,1993
11.12,vct,1994
14.08,vct,1995
12.55,vct,1996
10.12,vct,1997
10.81,vct,1998
10.49,vct,1999
8.544,vct,2000
7.237,vct,2001
7.343,vct,2002
6.404,vct,2003
6.002,vct,2004
6.283,vct,2005
6.15,vct,2006
6.295,vct,2007
6.663,vct,2008
7.277,vct,2009
6.879,vct,2010
23.01,wsm,1994
18.52,wsm,1995
18.9,wsm,1996
21.01,wsm,1997
19.19,wsm,1998
17.12,wsm,1999
16.84,wsm,2000
14.89,wsm,2001
14.56,wsm,2002
12.43,wsm,2003
13.32,wsm,2004
13.24,wsm,2005
12.16,wsm,2006
12.18,wsm,2007
11.73,wsm,2008
11.95,wsm,2009
9.774,wsm,2010
19.68,stp,2001
19.94,stp,2002
21.05,stp,2003
22.55,stp,2004
16.81,stp,2005
4.935,sau,1968
4.919,sau,1969
4.542,sau,1970
3.489,sau,1971
2.948,sau,1972
2.275,sau,1973
0.8434,sau,1974
0.9336,sau,1975
0.7934,sau,1976
1.175,sau,1977
1.541,sau,1978
1.225,sau,1979
0.9877,sau,1980
1.005,sau,1981
1.597,sau,1982
2.166,sau,1983
2.764,sau,1984
3.664,sau,1985
4.925,sau,1986
5.706,sau,1987
6.322,sau,1988
6.343,sau,1989
5.749,sau,1990
5.47,sau,1991
5.639,sau,1992
6.107,sau,1993
6.188,sau,1994
5.923,sau,1995
5.444,sau,1996
5.405,sau,1997
6.202,sau,1998
5.706,sau,1999
4.949,sau,2000
5.203,sau,2001
5.106,sau,2002
4.53,sau,2003
3.961,sau,2004
3.237,sau,2005
2.948,sau,2006
2.784,sau,2007
2.303,sau,2008
2.932,sau,2009
2.485,sau,2010
20.08,sen,1980
22.28,sen,1981
22.95,sen,1982
18.62,sen,1983
20.1,sen,1984
23.23,sen,1985
24.14,sen,1986
24.86,sen,1987
21.16,sen,1988
22.6,sen,1989
19.93,sen,1990
20.28,sen,1991
18.62,sen,1992
20.59,sen,1993
18.98,sen,1994
21.01,sen,1995
19.92,sen,1996
19.77,sen,1997
19.37,sen,1998
18.98,sen,1999
19.14,sen,2000
18.51,sen,2001
15.53,sen,2002
17.55,sen,2003
15.86,sen,2004
16.66,sen,2005
14.78,sen,2006
13.38,sen,2007
15.57,sen,2008
17.23,sen,2009
17.4,sen,2010
17.84,sen,2011
19.93,srb,2000
19.83,srb,2001
15.24,srb,2002
13.3,srb,2003
13.81,srb,2004
12.05,srb,2005
11.25,srb,2006
10.34,srb,2007
10.65,srb,2008
9.645,srb,2009
9.047,srb,2010
9.044,srb,2011
9.628,syc,1976
9.168,syc,1977
8.405,syc,1978
7.293,syc,1979
6.837,syc,1980
7.872,syc,1981
6.404,syc,1982
7.745,syc,1983
6.451,syc,1984
5.752,syc,1985
6.013,syc,1986
5.294,syc,1987
4.732,syc,1988
4.245,syc,1989
4.809,syc,1990
4.778,syc,1991
3.827,syc,1992
4.174,syc,1993
4.131,syc,1994
4.173,syc,1995
3.896,syc,1996
3.492,syc,1997
2.63,syc,1998
3.101,syc,1999
3.0,syc,2000
3.0,syc,2001
3.0,syc,2002
3.0,syc,2003
3.0,syc,2004
2.364,syc,2005
2.28,syc,2006
2.143,syc,2007
2.016,syc,2008
1.827,syc,2009
36.7,sle,1964
32.99,sle,1965
33.73,sle,1966
34.01,sle,1967
31.81,sle,1968
29.59,sle,1969
29.61,sle,1970
30.3,sle,1971
30.43,sle,1972
32.05,sle,1973
35.29,sle,1974
38.02,sle,1975
38.7,sle,1976
37.23,sle,1977
34.98,sle,1978
33.27,sle,1979
33.04,sle,1980
32.3,sle,1981
35.85,sle,1982
38.13,sle,1983
40.12,sle,1984
45.15,sle,1985
37.98,sle,1986
45.0,sle,1987
46.0,sle,1988
46.0,sle,1989
46.94,sle,1990
38.82,sle,1991
37.93,sle,1992
43.05,sle,1993
39.39,sle,1994
42.89,sle,1995
47.47,sle,1996
58.65,sle,1997
61.8,sle,1998
61.97,sle,1999
58.36,sle,2000
47.07,sle,2001
47.8,sle,2002
46.73,sle,2003
44.91,sle,2004
51.57,sle,2005
51.09,sle,2006
49.86,sle,2007
50.21,sle,2008
52.31,sle,2009
48.97,sle,2010
44.38,sle,2011
2.244,sgp,1975
2.124,sgp,1976
2.067,sgp,1977
1.732,sgp,1978
1.617,sgp,1979
1.575,sgp,1980
1.522,sgp,1981
1.397,sgp,1982
1.23,sgp,1983
1.12,sgp,1984
0.9621,sgp,1985
0.7448,sgp,1986
0.5783,sgp,1987
0.44,sgp,1988
0.3754,sgp,1989
0.3382,sgp,1990
0.2638,sgp,1991
0.2089,sgp,1992
0.1845,sgp,1993
0.1869,sgp,1994
0.1565,sgp,1995
0.1614,sgp,1996
0.1432,sgp,1997
0.1178,sgp,1998
0.1206,sgp,1999
0.1004,sgp,2000
0.09012,sgp,2001
0.07353,sgp,2002
0.06391,sgp,2003
0.05753,sgp,2004
0.0542,sgp,2005
0.04781,sgp,2006
0.04442,sgp,2007
0.04243,sgp,2008
0.04139,sgp,2009
0.03491,sgp,2010
0.03387,sgp,2011
6.466,svk,1985
7.199,svk,1986
6.904,svk,1987
6.695,svk,1988
9.353,svk,1989
7.41,svk,1990
5.693,svk,1991
5.327,svk,1992
6.099,svk,1993
6.674,svk,1994
5.906,svk,1995
5.513,svk,1996
5.299,svk,1997
5.373,svk,1998
4.744,svk,1999
4.475,svk,2000
4.679,svk,2001
5.061,svk,2002
4.52,svk,2003
4.073,svk,2004
3.65,svk,2005
3.585,svk,2006
4.062,svk,2007
4.214,svk,2008
3.946,svk,2009
3.861,svk,2010
5.628,svn,1990
5.837,svn,1991
5.927,svn,1992
5.239,svn,1993
4.63,svn,1994
4.393,svn,1995
4.136,svn,1996
4.151,svn,1997
3.971,svn,1998
3.329,svn,1999
3.296,svn,2000
3.028,svn,2001
3.306,svn,2002
2.496,svn,2003
2.684,svn,2004
2.713,svn,2005
2.386,svn,2006
2.507,svn,2007
2.516,svn,2008
2.455,svn,2009
2.457,svn,2010
28.91,slb,1990
46.97,slb,1991
49.03,slb,1992
48.22,slb,1993
47.71,slb,1994
44.66,slb,1995
41.12,slb,1996
41.62,slb,1997
37.5,slb,1998
35.93,slb,1999
34.68,slb,2000
24.01,slb,2001
30.98,slb,2002
39.92,slb,2003
37.65,slb,2004
34.46,slb,2005
35.65,slb,2006
44.34,slb,2007
41.22,slb,2008
38.94,slb,2009
70.82,som,1961
71.68,som,1962
70.66,som,1963
71.19,som,1964
70.53,som,1965
68.78,som,1966
66.29,som,1967
61.5,som,1968
60.55,som,1969
59.37,som,1970
57.45,som,1971
61.58,som,1972
61.24,som,1973
45.61,som,1974
54.17,som,1975
56.31,som,1976
61.0,som,1977
62.94,som,1978
58.65,som,1979
68.42,som,1980
68.28,som,1981
67.73,som,1982
66.42,som,1983
67.9,som,1984
66.76,som,1985
62.37,som,1986
64.18,som,1987
69.33,som,1988
63.6,som,1989
65.45,som,1990
11.54,zaf,1961
11.06,zaf,1962
10.87,zaf,1963
9.466,zaf,1964
9.184,zaf,1965
9.488,zaf,1966
10.45,zaf,1967
8.791,zaf,1968
8.266,zaf,1969
7.164,zaf,1970
7.783,zaf,1971
7.636,zaf,1972
7.247,zaf,1973
8.652,zaf,1974
7.662,zaf,1975
6.744,zaf,1976
7.051,zaf,1977
6.724,zaf,1978
5.972,zaf,1979
6.196,zaf,1980
6.455,zaf,1981
5.695,zaf,1982
4.423,zaf,1983
4.805,zaf,1984
5.191,zaf,1985
4.977,zaf,1986
5.598,zaf,1987
5.84,zaf,1988
5.42,zaf,1989
4.63,zaf,1990
4.557,zaf,1991
3.8,zaf,1992
4.166,zaf,1993
4.601,zaf,1994
3.861,zaf,1995
4.195,zaf,1996
4.009,zaf,1997
3.769,zaf,1998
3.543,zaf,1999
3.275,zaf,2000
3.511,zaf,2001
4.151,zaf,2002
3.432,zaf,2003
3.108,zaf,2004
2.67,zaf,2005
2.884,zaf,2006
3.368,zaf,2007
3.221,zaf,2008
3.04,zaf,2009
2.478,zaf,2010
2.396,zaf,2011
10.92,esp,1970
11.48,esp,1971
10.83,esp,1972
10.54,esp,1973
9.876,esp,1974
9.706,esp,1975
9.171,esp,1976
8.961,esp,1977
8.767,esp,1978
7.753,esp,1979
7.249,esp,1980
6.251,esp,1981
6.337,esp,1982
6.223,esp,1983
6.53,esp,1984
6.184,esp,1985
6.02,esp,1986
5.993,esp,1987
6.089,esp,1988
5.646,esp,1989
5.564,esp,1990
5.193,esp,1991
4.589,esp,1992
4.846,esp,1993
4.816,esp,1994
4.503,esp,1995
5.093,esp,1996
5.015,esp,1997
4.863,esp,1998
4.47,esp,1999
4.386,esp,2000
4.261,esp,2001
4.018,esp,2002
3.961,esp,2003
3.618,esp,2004
3.201,esp,2005
2.792,esp,2006
2.875,esp,2007
2.657,esp,2008
2.667,esp,2009
2.71,esp,2010
32.41,lka,1961
30.61,lka,1962
31.83,lka,1963
30.48,lka,1964
28.2,lka,1965
28.3,lka,1966
29.63,lka,1967
31.16,lka,1968
28.88,lka,1969
28.3,lka,1970
27.1,lka,1971
26.35,lka,1972
27.3,lka,1973
33.16,lka,1974
30.35,lka,1975
29.01,lka,1976
30.69,lka,1977
30.47,lka,1978
26.94,lka,1979
27.55,lka,1980
27.7,lka,1981
26.37,lka,1982
28.26,lka,1983
28.66,lka,1984
27.69,lka,1985
27.09,lka,1986
26.96,lka,1987
26.34,lka,1988
25.63,lka,1989
26.32,lka,1990
26.75,lka,1991
25.86,lka,1992
24.64,lka,1993
23.77,lka,1994
23.01,lka,1995
22.43,lka,1996
21.87,lka,1997
21.11,lka,1998
20.67,lka,1999
19.9,lka,2000
20.05,lka,2001
14.28,lka,2002
13.23,lka,2003
12.54,lka,2004
11.82,lka,2005
11.34,lka,2006
11.68,lka,2007
13.38,lka,2008
12.69,lka,2009
12.79,lka,2010
13.69,lka,2011
55.98,sdn,1961
55.03,sdn,1962
49.67,sdn,1963
46.06,sdn,1964
45.97,sdn,1965
38.36,sdn,1966
38.37,sdn,1967
36.81,sdn,1968
39.64,sdn,1969
43.62,sdn,1970
44.57,sdn,1971
44.16,sdn,1972
44.88,sdn,1973
44.42,sdn,1974
40.57,sdn,1975
38.84,sdn,1976
39.89,sdn,1977
38.95,sdn,1978
35.57,sdn,1979
32.86,sdn,1980
36.37,sdn,1981
36.9,sdn,1982
33.73,sdn,1983
30.75,sdn,1984
33.54,sdn,1985
36.25,sdn,1986
32.81,sdn,1987
41.52,sdn,1988
39.17,sdn,1989
40.58,sdn,1990
41.78,sdn,1991
40.27,sdn,1992
41.38,sdn,1993
35.73,sdn,1994
38.67,sdn,1995
43.76,sdn,1996
46.8,sdn,1997
46.35,sdn,1998
45.23,sdn,1999
41.71,sdn,2000
42.82,sdn,2001
42.09,sdn,2002
38.76,sdn,2003
35.23,sdn,2004
31.98,sdn,2005
30.06,sdn,2006
28.13,sdn,2007
26.25,sdn,2008
29.69,sdn,2009
23.63,sdn,2010
27.25,sdn,2011
10.52,sur,1961
10.17,sur,1962
10.38,sur,1963
10.42,sur,1964
10.59,sur,1965
9.34,sur,1966
8.794,sur,1967
8.657,sur,1968
7.789,sur,1969
7.322,sur,1970
7.353,sur,1971
7.393,sur,1972
7.027,sur,1973
8.044,sur,1974
7.913,sur,1975
8.4,sur,1976
8.362,sur,1977
7.42,sur,1978
8.659,sur,1979
9.142,sur,1980
9.287,sur,1981
9.103,sur,1982
8.236,sur,1983
8.883,sur,1984
9.127,sur,1985
10.12,sur,1986
11.22,sur,1987
10.93,sur,1988
9.79,sur,1989
8.705,sur,1990
8.898,sur,1991
11.27,sur,1992
19.19,sur,1993
17.01,sur,1994
14.88,sur,1995
16.39,sur,1996
12.6,sur,1997
9.635,sur,1998
9.756,sur,1999
11.16,sur,2000
11.55,sur,2001
7.435,sur,2002
7.225,sur,2003
5.791,sur,2004
5.419,sur,2005
11.03,sur,2006
11.26,sur,2007
9.805,sur,2008
11.35,sur,2009
10.91,sur,2010
31.0,swz,1961
35.4,swz,1962
39.58,swz,1963
38.08,swz,1964
34.66,swz,1965
37.4,swz,1966
29.05,swz,1967
24.18,swz,1968
32.54,swz,1969
33.1,swz,1970
37.07,swz,1971
39.98,swz,1972
33.33,swz,1973
31.76,swz,1974
32.92,swz,1975
32.45,swz,1976
32.09,swz,1977
35.5,swz,1978
33.0,swz,1979
22.71,swz,1980
22.71,swz,1981
20.34,swz,1982
17.2,swz,1983
21.66,swz,1984
20.65,swz,1985
22.17,swz,1986
16.48,swz,1987
16.11,swz,1988
15.3,swz,1989
10.4,swz,1990
11.45,swz,1991
8.99,swz,1992
10.19,swz,1993
13.39,swz,1994
12.01,swz,1995
14.22,swz,1996
12.99,swz,1997
13.18,swz,1998
13.4,swz,1999
12.2,swz,2000
10.47,swz,2001
10.3,swz,2002
9.352,swz,2003
8.895,swz,2004
8.795,swz,2005
7.835,swz,2006
7.971,swz,2007
7.887,swz,2008
8.648,swz,2009
7.971,swz,2010
7.852,swz,2011
6.11,swe,1970
6.44,swe,1971
5.688,swe,1972
5.383,swe,1973
6.478,swe,1974
6.219,swe,1975
6.254,swe,1976
5.705,swe,1977
5.212,swe,1978
4.633,swe,1979
4.696,swe,1980
4.755,swe,1981
4.88,swe,1982
4.832,swe,1983
4.809,swe,1984
4.772,swe,1985
4.595,swe,1986
4.378,swe,1987
4.175,swe,1988
4.051,swe,1989
3.769,swe,1990
3.341,swe,1991
3.063,swe,1992
2.942,swe,1993
3.002,swe,1994
3.021,swe,1995
2.693,swe,1996
2.608,swe,1997
2.448,swe,1998
2.277,swe,1999
2.064,swe,2000
2.072,swe,2001
1.999,swe,2002
1.973,swe,2003
1.946,swe,2004
1.236,swe,2005
1.459,swe,2006
1.715,swe,2007
1.773,swe,2008
1.758,swe,2009
1.834,swe,2010
3.464,che,1980
3.341,che,1981
3.325,che,1982
3.352,che,1983
3.534,che,1984
3.288,che,1985
3.163,che,1986
3.156,che,1987
3.163,che,1988
3.138,che,1989
2.939,che,1990
2.69,che,1991
2.501,che,1992
2.286,che,1993
2.114,che,1994
2.055,che,1995
1.851,che,1996
1.775,che,1997
1.724,che,1998
1.579,che,1999
1.608,che,2000
1.407,che,2001
1.394,che,2002
1.311,che,2003
1.397,che,2004
1.268,che,2005
1.199,che,2006
1.209,che,2007
1.256,che,2008
1.186,che,2009
1.125,che,2010
21.94,syr,1985
24.92,syr,1986
26.59,syr,1987
31.79,syr,1988
24.8,syr,1989
29.81,syr,1990
32.84,syr,1991
34.44,syr,1992
32.18,syr,1993
31.1,syr,1994
31.58,syr,1995
29.95,syr,1996
27.88,syr,1997
30.61,syr,1998
25.18,syr,1999
23.75,syr,2000
27.04,syr,2001
26.83,syr,2002
25.7,syr,2003
21.8,syr,2004
19.49,syr,2005
19.22,syr,2006
17.94,syr,2007
17.0,syr,2008
22.93,syr,2009
32.72,tjk,1985
33.05,tjk,1986
30.74,tjk,1987
31.7,tjk,1988
32.08,tjk,1989
33.31,tjk,1990
36.62,tjk,1991
27.4,tjk,1992
23.29,tjk,1993
23.96,tjk,1994
38.43,tjk,1995
38.98,tjk,1996
35.4,tjk,1997
27.17,tjk,1998
27.38,tjk,1999
27.42,tjk,2000
26.16,tjk,2001
24.66,tjk,2002
27.11,tjk,2003
21.6,tjk,2004
23.98,tjk,2005
24.79,tjk,2006
22.43,tjk,2007
24.71,tjk,2008
22.42,tjk,2009
21.34,tjk,2010
19.89,tjk,2011
45.96,tza,1990
48.14,tza,1991
48.0,tza,1992
48.11,tza,1993
44.98,tza,1994
47.14,tza,1995
48.03,tza,1996
46.8,tza,1997
33.76,tza,1998
34.13,tza,1999
33.48,tza,2000
32.87,tza,2001
32.46,tza,2002
32.53,tza,2003
33.33,tza,2004
31.76,tza,2005
30.41,tza,2006
29.97,tza,2007
29.71,tza,2008
28.79,tza,2009
28.06,tza,2010
27.11,tza,2011
35.84,tha,1961
34.0,tha,1962
33.07,tha,1963
30.63,tha,1964
31.92,tha,1965
33.4,tha,1966
29.24,tha,1967
28.68,tha,1968
28.68,tha,1969
25.92,tha,1970
23.92,tha,1971
25.34,tha,1972
27.69,tha,1973
27.01,tha,1974
26.87,tha,1975
26.7,tha,1976
24.78,tha,1977
24.5,tha,1978
23.99,tha,1979
23.24,tha,1980
21.36,tha,1981
18.55,tha,1982
20.06,tha,1983
17.57,tha,1984
15.81,tha,1985
15.66,tha,1986
15.73,tha,1987
16.18,tha,1988
15.08,tha,1989
12.5,tha,1990
12.65,tha,1991
12.3,tha,1992
8.659,tha,1993
9.088,tha,1994
9.506,tha,1995
9.502,tha,1996
9.449,tha,1997
10.78,tha,1998
9.392,tha,1999
9.023,tha,2000
9.134,tha,2001
9.435,tha,2002
10.41,tha,2003
10.31,tha,2004
10.27,tha,2005
10.77,tha,2006
10.68,tha,2007
11.56,tha,2008
11.46,tha,2009
12.39,tha,2010
12.37,tha,2011
43.17,tls,1999
25.77,tls,2000
55.16,tgo,1961
53.4,tgo,1962
51.85,tgo,1963
48.89,tgo,1964
44.66,tgo,1965
43.88,tgo,1966
44.21,tgo,1967
44.57,tgo,1968
42.96,tgo,1969
33.76,tgo,1970
31.69,tgo,1971
30.73,tgo,1972
32.01,tgo,1973
24.61,tgo,1974
26.61,tgo,1975
32.3,tgo,1976
35.45,tgo,1977
24.09,tgo,1978
25.36,tgo,1979
27.49,tgo,1980
28.18,tgo,1981
26.96,tgo,1982
34.48,tgo,1983
33.46,tgo,1984
33.66,tgo,1985
34.76,tgo,1986
33.48,tgo,1987
33.57,tgo,1988
32.22,tgo,1989
33.75,tgo,1990
32.82,tgo,1991
35.26,tgo,1992
44.14,tgo,1993
34.92,tgo,1994
37.76,tgo,1995
40.84,tgo,1996
42.19,tgo,1997
34.96,tgo,1998
36.93,tgo,1999
35.14,tgo,2000
37.72,tgo,2001
38.19,tgo,2002
35.8,tgo,2003
36.23,tgo,2004
39.41,tgo,2005
35.88,tgo,2006
35.82,tgo,2007
40.71,tgo,2008
42.7,tgo,2009
42.83,tgo,2010
43.16,tgo,2011
50.11,ton,1975
45.78,ton,1976
43.87,ton,1977
41.79,ton,1978
41.71,ton,1979
38.5,ton,1980
39.06,ton,1981
38.14,ton,1982
36.28,ton,1983
37.71,ton,1984
37.78,ton,1985
38.96,ton,1986
38.87,ton,1987
37.96,ton,1988
36.03,ton,1989
35.59,ton,1990
36.85,ton,1991
38.16,ton,1992
40.8,ton,1993
25.32,ton,1994
22.74,ton,1995
23.86,ton,1996
23.93,ton,1997
24.86,ton,1998
25.83,ton,1999
22.83,ton,2000
21.19,ton,2001
21.67,ton,2002
23.16,ton,2003
24.1,ton,2004
22.03,ton,2005
19.65,ton,2006
20.89,ton,2007
19.27,ton,2008
19.76,ton,2009
20.34,ton,2010
2.643,tto,1984
3.021,tto,1985
2.955,tto,1986
2.98,tto,1987
2.903,tto,1988
2.637,tto,1989
2.615,tto,1990
2.571,tto,1991
2.6,tto,1992
2.601,tto,1993
2.322,tto,1994
2.415,tto,1995
2.174,tto,1996
2.27,tto,1997
2.181,tto,1998
2.028,tto,1999
1.413,tto,2000
1.339,tto,2001
1.461,tto,2002
0.9867,tto,2003
0.9514,tto,2004
0.4895,tto,2005
0.571,tto,2006
0.3723,tto,2007
0.3694,tto,2008
0.5921,tto,2009
0.5732,tto,2010
23.74,tun,1965
20.66,tun,1966
18.79,tun,1967
20.01,tun,1968
18.46,tun,1969
19.7,tun,1970
22.29,tun,1971
24.61,tun,1972
22.85,tun,1973
21.39,tun,1974
20.95,tun,1975
20.44,tun,1976
18.55,tun,1977
17.63,tun,1978
15.78,tun,1979
16.33,tun,1980
15.62,tun,1981
14.95,tun,1982
14.51,tun,1983
16.3,tun,1984
18.11,tun,1985
14.92,tun,1986
18.8,tun,1987
13.54,tun,1988
14.55,tun,1989
17.74,tun,1990
19.11,tun,1991
18.6,tun,1992
16.97,tun,1993
14.45,tun,1994
13.04,tun,1995
15.69,tun,1996
12.61,tun,1997
11.97,tun,1998
11.99,tun,1999
11.33,tun,2000
10.68,tun,2001
9.326,tun,2002
10.38,tun,2003
11.01,tun,2004
10.13,tun,2005
10.15,tun,2006
9.406,tun,2007
8.545,tun,2008
8.929,tun,2009
8.005,tun,2010
8.32,tun,2011
52.79,tur,1961
53.83,tur,1962
54.42,tur,1963
51.63,tur,1964
47.51,tur,1965
