geo,external_debt_total_us_not_inflation_adjusted,time
eth,740100000,1979
eth,823700000,1980
eth,1842000000,1981
eth,3280000000,1982
eth,3845000000,1983
eth,4222000000,1984
eth,5212000000,1985
eth,6144000000,1986
eth,7377000000,1987
eth,7717000000,1988
eth,7855000000,1989
eth,8645000000,1990
eth,9134000000,1991
eth,9356000000,1992
eth,9717000000,1993
eth,10080000000,1994
eth,10320000000,1995
eth,10090000000,1996
eth,10090000000,1997
eth,10360000000,1998
eth,5557000000,1999
eth,5495000000,2000
eth,5738000000,2001
eth,6544000000,2002
eth,7290000000,2003
eth,6663000000,2004
eth,6204000000,2005
eth,2273000000,2006
eth,2620000000,2007
eth,2882000000,2008
fji,11670000,1970
fji,14810000,1971
fji,20720000,1972
fji,47200000,1973
fji,54510000,1974
fji,59300000,1975
fji,63900000,1976
fji,120600000,1977
fji,103200000,1978
fji,141700000,1979
fji,216300000,1980
fji,276400000,1981
fji,302400000,1982
fji,332400000,1983
fji,314600000,1984
fji,335700000,1985
fji,339600000,1986
fji,364700000,1987
fji,370900000,1988
fji,312200000,1989
fji,308400000,1990
fji,272700000,1991
fji,250500000,1992
fji,240100000,1993
fji,191000000,1994
fji,178200000,1995
fji,160800000,1996
fji,154000000,1997
fji,136900000,1998
fji,191600000,1999
fji,172600000,2000
fji,159400000,2001
fji,169200000,2002
fji,183800000,2003
fji,245900000,2004
fji,185700000,2005
fji,204200000,2006
fji,347300000,2007
fji,379500000,2008
gab,103800000,1970
gab,145500000,1971
gab,229600000,1972
gab,396200000,1973
gab,528000000,1974
gab,882600000,1975
gab,1234000000,1976
gab,1476000000,1977
gab,1513000000,1978
gab,1723000000,1979
gab,1514000000,1980
gab,1136000000,1981
gab,1001000000,1982
gab,914900000,1983
gab,919400000,1984
gab,1206000000,1985
gab,1944000000,1986
gab,2619000000,1987
gab,2845000000,1988
gab,3350000000,1989
gab,3983000000,1990
gab,4223000000,1991
gab,3850000000,1992
gab,3861000000,1993
gab,4172000000,1994
gab,4361000000,1995
gab,4311000000,1996
gab,4280000000,1997
gab,4428000000,1998
gab,3985000000,1999
gab,3902000000,2000
gab,3419000000,2001
gab,3510000000,2002
gab,3749000000,2003
gab,4061000000,2004
gab,3877000000,2005
gab,4187000000,2006
gab,2846000000,2007
gab,2367000000,2008
gmb,5076000,1970
gmb,5479000,1971
gmb,7363000,1972
gmb,8860000,1973
gmb,12220000,1974
gmb,13420000,1975
gmb,15430000,1976
gmb,38020000,1977
gmb,49810000,1978
gmb,81230000,1979
gmb,136800000,1980
gmb,176000000,1981
gmb,207100000,1982
gmb,211700000,1983
gmb,230300000,1984
gmb,245100000,1985
gmb,270100000,1986
gmb,326700000,1987
gmb,325200000,1988
gmb,337700000,1989
gmb,369100000,1990
gmb,383200000,1991
gmb,403400000,1992
gmb,426000000,1993
gmb,423000000,1994
gmb,426100000,1995
gmb,452000000,1996
gmb,424600000,1997
gmb,459500000,1998
gmb,464600000,1999
gmb,483300000,2000
gmb,487900000,2001
gmb,576600000,2002
gmb,635600000,2003
gmb,673400000,2004
gmb,669500000,2005
gmb,728100000,2006
gmb,726600000,2007
gmb,452600000,2008
geo,79310000,1992
geo,559000000,1993
geo,1450000000,1994
geo,1240000000,1995
geo,1361000000,1996
geo,1466000000,1997
geo,1648000000,1998
geo,1653000000,1999
geo,1638000000,2000
geo,1729000000,2001
geo,1839000000,2002
geo,1935000000,2003
geo,2064000000,2004
geo,1909000000,2005
geo,1970000000,2006
geo,2296000000,2007
geo,3380000000,2008
gha,571400000,1970
gha,545800000,1971
gha,604400000,1972
gha,755500000,1973
gha,758400000,1974
gha,735000000,1975
gha,712700000,1976
gha,1067000000,1977
gha,1279000000,1978
gha,1282000000,1979
gha,1402000000,1980
gha,1539000000,1981
gha,1484000000,1982
gha,1666000000,1983
gha,1959000000,1984
gha,2243000000,1985
gha,2747000000,1986
gha,3284000000,1987
gha,3056000000,1988
gha,3294000000,1989
gha,3734000000,1990
gha,4156000000,1991
gha,4238000000,1992
gha,4575000000,1993
gha,5101000000,1994
gha,5495000000,1995
gha,5788000000,1996
gha,5712000000,1997
gha,6311000000,1998
gha,6420000000,1999
gha,6116000000,2000
gha,6343000000,2001
gha,6962000000,2002
gha,7568000000,2003
gha,7053000000,2004
gha,6731000000,2005
gha,3188000000,2006
gha,4463000000,2007
gha,4970000000,2008
grd,14940000,1970
grd,7981000,1971
grd,7773000,1972
grd,7847000,1973
grd,8194000,1974
grd,9138000,1975
grd,8963000,1976
grd,12540000,1977
grd,17190000,1978
grd,20430000,1979
grd,19610000,1980
grd,32130000,1981
grd,43600000,1982
grd,56720000,1983
grd,53880000,1984
grd,58070000,1985
grd,62280000,1986
grd,76960000,1987
grd,87060000,1988
grd,88970000,1989
grd,110800000,1990
grd,122500000,1991
grd,115600000,1992
grd,147900000,1993
grd,129100000,1994
grd,127000000,1995
grd,139600000,1996
grd,115700000,1997
grd,171300000,1998
grd,135800000,1999
grd,201400000,2000
grd,239600000,2001
grd,366000000,2002
grd,376700000,2003
grd,432200000,2004
grd,406400000,2005
grd,492200000,2006
grd,524900000,2007
grd,519000000,2008
gtm,159300000,1970
gtm,178200000,1971
gtm,185700000,1972
gtm,219900000,1973
gtm,258100000,1974
gtm,322300000,1975
gtm,382400000,1976
gtm,657300000,1977
gtm,821000000,1978
gtm,1050000000,1979
gtm,1180000000,1980
gtm,1278000000,1981
gtm,1555000000,1982
gtm,1824000000,1983
gtm,2377000000,1984
gtm,2677000000,1985
gtm,2809000000,1986
gtm,2791000000,1987
gtm,2608000000,1988
gtm,2602000000,1989
gtm,2845000000,1990
gtm,2805000000,1991
gtm,2763000000,1992
gtm,2887000000,1993
gtm,3106000000,1994
gtm,3282000000,1995
gtm,3344000000,1996
gtm,3444000000,1997
gtm,3638000000,1998
gtm,3781000000,1999
gtm,3853000000,2000
gtm,4289000000,2001
gtm,4433000000,2002
gtm,5082000000,2003
gtm,9716000000,2004
gtm,10980000000,2005
gtm,12310000000,2006
gtm,14570000000,2007
gtm,15890000000,2008
gin,327800000,1970
gin,440700000,1971
gin,514100000,1972
gin,621600000,1973
gin,743600000,1974
gin,774000000,1975
gin,824100000,1976
gin,917700000,1977
gin,1040000000,1978
gin,1158000000,1979
gin,1133000000,1980
gin,1371000000,1981
gin,1366000000,1982
gin,1346000000,1983
gin,1256000000,1984
gin,1465000000,1985
gin,1764000000,1986
gin,2072000000,1987
gin,2264000000,1988
gin,2178000000,1989
gin,2478000000,1990
gin,2625000000,1991
gin,2651000000,1992
gin,2852000000,1993
gin,3112000000,1994
gin,3248000000,1995
gin,3243000000,1996
gin,3519000000,1997
gin,3550000000,1998
gin,3188000000,1999
gin,3066000000,2000
gin,2935000000,2001
gin,3102000000,2002
gin,3180000000,2003
gin,3136000000,2004
gin,2898000000,2005
gin,3046000000,2006
gin,3143000000,2007
gin,3092000000,2008
gnb,0,1970
gnb,0,1971
gnb,0,1972
gnb,0,1973
gnb,0,1974
gnb,7904000,1975
gnb,16170000,1976
gnb,25850000,1977
gnb,51400000,1978
gnb,69510000,1979
gnb,137300000,1980
gnb,149400000,1981
gnb,170200000,1982
gnb,198800000,1983
gnb,254000000,1984
gnb,319400000,1985
gnb,373000000,1986
gnb,482400000,1987
gnb,566100000,1988
gnb,595500000,1989
gnb,694500000,1990
gnb,747600000,1991
gnb,761600000,1992
gnb,786800000,1993
gnb,849800000,1994
gnb,895100000,1995
gnb,935800000,1996
gnb,921100000,1997
gnb,970400000,1998
gnb,938700000,1999
gnb,947300000,2000
gnb,901600000,2001
gnb,973700000,2002
gnb,1061000000,2003
gnb,1105000000,2004
gnb,1044000000,2005
gnb,1098000000,2006
gnb,1158000000,2007
gnb,1157000000,2008
guy,82700000,1970
guy,156500000,1971
guy,158300000,1972
guy,178300000,1973
guy,220800000,1974
guy,322400000,1975
guy,419500000,1976
guy,519500000,1977
guy,603800000,1978
guy,678400000,1979
guy,834500000,1980
guy,909800000,1981
guy,998800000,1982
guy,1246000000,1983
guy,1308000000,1984
guy,1521000000,1985
guy,1658000000,1986
guy,1762000000,1987
guy,1890000000,1988
guy,1657000000,1989
guy,1960000000,1990
guy,1975000000,1991
guy,1911000000,1992
guy,1965000000,1993
guy,2049000000,1994
guy,2116000000,1995
guy,1605000000,1996
guy,1588000000,1997
guy,1479000000,1998
guy,1413000000,1999
guy,1364000000,2000
guy,1310000000,2001
guy,1372000000,2002
guy,1432000000,2003
guy,1363000000,2004
guy,1216000000,2005
guy,1141000000,2006
guy,735600000,2007
guy,815500000,2008
hti,42810000,1970
hti,39880000,1971
hti,43440000,1972
hti,40980000,1973
hti,110200000,1974
hti,134400000,1975
hti,164000000,1976
hti,216400000,1977
hti,261000000,1978
hti,312500000,1979
hti,358100000,1980
hti,474300000,1981
hti,584500000,1982
hti,618600000,1983
hti,705900000,1984
hti,756700000,1985
hti,747900000,1986
hti,880000000,1987
hti,852500000,1988
hti,836000000,1989
hti,916800000,1990
hti,783400000,1991
hti,808300000,1992
hti,823400000,1993
hti,735200000,1994
hti,821100000,1995
hti,909000000,1996
hti,1057000000,1997
hti,1054000000,1998
hti,1189000000,1999
hti,1173000000,2000
hti,1256000000,2001
hti,1251000000,2002
hti,1345000000,2003
hti,1311000000,2004
hti,1327000000,2005
hti,1505000000,2006
hti,1580000000,2007
hti,1935000000,2008
hnd,110600000,1970
hnd,139800000,1971
hnd,165200000,1972
hnd,197300000,1973
hnd,282400000,1974
hnd,380800000,1975
hnd,364900000,1976
hnd,753700000,1977
hnd,933800000,1978
hnd,1184000000,1979
hnd,1473000000,1980
hnd,1705000000,1981
hnd,1844000000,1982
hnd,2127000000,1983
hnd,2286000000,1984
hnd,2730000000,1985
hnd,2975000000,1986
hnd,3300000000,1987
hnd,3308000000,1988
hnd,3386000000,1989
hnd,3718000000,1990
hnd,3396000000,1991
hnd,3893000000,1992
hnd,4360000000,1993
hnd,4726000000,1994
hnd,4851000000,1995
hnd,4748000000,1996
hnd,4883000000,1997
hnd,5040000000,1998
hnd,5363000000,1999
hnd,5402000000,2000
hnd,4951000000,2001
hnd,5285000000,2002
hnd,5481000000,2003
hnd,6064000000,2004
hnd,5226000000,2005
hnd,4205000000,2006
hnd,3306000000,2007
hnd,3430000000,2008
ind,8425000000,1970
ind,9329000000,1971
ind,10030000000,1972
ind,10970000000,1973
ind,12700000000,1974
ind,13870000000,1975
ind,14600000000,1976
ind,15480000000,1977
ind,16710000000,1978
ind,18450000000,1979
ind,21090000000,1980
ind,23190000000,1981
ind,27810000000,1982
ind,31900000000,1983
ind,33990000000,1984
ind,40630000000,1985
ind,47080000000,1986
ind,56180000000,1987
ind,61660000000,1988
ind,75940000000,1989
ind,85660000000,1990
ind,86860000000,1991
ind,89660000000,1992
ind,93060000000,1993
ind,99610000000,1994
ind,95170000000,1995
ind,94910000000,1996
ind,94700000000,1997
ind,98770000000,1998
ind,99130000000,1999
ind,100200000000,2000
ind,98640000000,2001
ind,104800000000,2002
ind,117900000000,2003
ind,122600000000,2004
ind,120200000000,2005
ind,143400000000,2006
ind,205000000000,2007
ind,230600000000,2008
idn,4528000000,1970
idn,4982000000,1971
idn,5863000000,1972
idn,7271000000,1973
idn,9101000000,1974
idn,11500000000,1975
idn,14010000000,1976
idn,16470000000,1977
idn,18050000000,1978
idn,18620000000,1979
idn,20940000000,1980
idn,22760000000,1981
idn,25130000000,1982
idn,30230000000,1983
idn,32030000000,1984
idn,36720000000,1985
idn,42920000000,1986
idn,52540000000,1987
idn,54080000000,1988
idn,59400000000,1989
idn,69870000000,1990
idn,79550000000,1991
idn,88000000000,1992
idn,89170000000,1993
idn,107800000000,1994
idn,124400000000,1995
idn,129000000000,1996
idn,136300000000,1997
idn,151500000000,1998
idn,151500000000,1999
idn,143400000000,2000
idn,132100000000,2001
idn,127800000000,2002
idn,133400000000,2003
idn,137100000000,2004
idn,146300000000,2005
idn,132500000000,2006
idn,142600000000,2007
idn,150900000000,2008
irn,0,1971
irn,0,1972
irn,0,1973
irn,0,1974
irn,0,1975
irn,0,1976
irn,0,1977
irn,0,1978
irn,0,1979
irn,4500000000,1980
irn,3857000000,1981
irn,8236000000,1982
irn,7107000000,1983
irn,5160000000,1984
irn,6057000000,1985
irn,5827000000,1986
irn,6144000000,1987
irn,5831000000,1988
irn,6518000000,1989
irn,9020000000,1990
irn,11330000000,1991
irn,16080000000,1992
irn,23500000000,1993
irn,22240000000,1994
irn,21560000000,1995
irn,16470000000,1996
irn,11640000000,1997
irn,12210000000,1998
irn,9350000000,1999
irn,7718000000,2000
irn,7313000000,2001
irn,8685000000,2002
irn,16160000000,2003
irn,20920000000,2004
irn,21870000000,2005
irn,19380000000,2006
irn,21070000000,2007
irn,13940000000,2008
jam,981900000,1970
jam,1013000000,1971
jam,1041000000,1972
jam,1206000000,1973
jam,1435000000,1974
jam,1614000000,1975
jam,1450000000,1976
jam,1679000000,1977
jam,1423000000,1978
jam,1705000000,1979
jam,1913000000,1980
jam,2315000000,1981
jam,2860000000,1982
jam,3472000000,1983
jam,3616000000,1984
jam,4130000000,1985
jam,4247000000,1986
jam,4756000000,1987
jam,4617000000,1988
jam,4641000000,1989
jam,4761000000,1990
jam,4586000000,1991
jam,4604000000,1992
jam,4388000000,1993
jam,4610000000,1994
jam,4581000000,1995
jam,4061000000,1996
jam,3774000000,1997
jam,3899000000,1998
jam,3927000000,1999
jam,4724000000,2000
jam,5382000000,2001
jam,5501000000,2002
jam,5655000000,2003
jam,6486000000,2004
jam,6562000000,2005
jam,7953000000,2006
jam,10090000000,2007
jam,10030000000,2008
jor,119100000,1970
jor,153300000,1971
jor,180500000,1972
jor,214800000,1973
jor,270700000,1974
jor,342800000,1975
jor,432500000,1976
jor,796300000,1977
jor,1111000000,1978
jor,1418000000,1979
jor,1867000000,1980
jor,2186000000,1981
jor,2648000000,1982
jor,3021000000,1983
jor,3286000000,1984
jor,3944000000,1985
jor,4832000000,1986
jor,6262000000,1987
jor,5918000000,1988
jor,7316000000,1989
jor,8333000000,1990
jor,9700000000,1991
jor,7967000000,1992
jor,7645000000,1993
jor,7553000000,1994
jor,7661000000,1995
jor,7385000000,1996
jor,7314000000,1997
jor,7561000000,1998
jor,8083000000,1999
jor,7355000000,2000
jor,7534000000,2001
jor,8108000000,2002
jor,8337000000,2003
jor,8066000000,2004
jor,7696000000,2005
jor,8055000000,2006
jor,8368000000,2007
jor,6577000000,2008
kaz,34980000,1992
kaz,1728000000,1993
kaz,2790000000,1994
kaz,3750000000,1995
kaz,2922000000,1996
kaz,4078000000,1997
kaz,6084000000,1998
kaz,6129000000,1999
kaz,12430000000,2000
kaz,14890000000,2001
kaz,17980000000,2002
kaz,22770000000,2003
kaz,32810000000,2004
kaz,43480000000,2005
kaz,74230000000,2006
kaz,96350000000,2007
kaz,107600000000,2008
ken,477500000,1970
ken,497900000,1971
ken,581200000,1972
ken,844700000,1973
ken,1153000000,1974
ken,1290000000,1975
ken,1493000000,1976
ken,1659000000,1977
ken,2174000000,1978
ken,2721000000,1979
ken,3387000000,1980
ken,3228000000,1981
ken,3368000000,1982
ken,3628000000,1983
ken,3512000000,1984
ken,4181000000,1985
ken,4603000000,1986
ken,5783000000,1987
ken,5809000000,1988
ken,5889000000,1989
ken,7055000000,1990
ken,7453000000,1991
ken,6898000000,1992
ken,7111000000,1993
ken,7124000000,1994
ken,7309000000,1995
ken,6814000000,1996
ken,6465000000,1997
ken,6824000000,1998
ken,6475000000,1999
ken,6141000000,2000
ken,5512000000,2001
ken,6119000000,2002
ken,6860000000,2003
ken,6912000000,2004
ken,6421000000,2005
ken,6552000000,2006
ken,7378000000,2007
ken,7441000000,2008
kgz,5527000,1992
kgz,292100000,1993
kgz,446800000,1994
kgz,609500000,1995
kgz,1137000000,1996
kgz,1341000000,1997
kgz,1505000000,1998
kgz,1736000000,1999
kgz,1827000000,2000
kgz,1717000000,2001
kgz,1851000000,2002
kgz,2024000000,2003
kgz,2111000000,2004
kgz,2027000000,2005
kgz,2366000000,2006
kgz,2504000000,2007
kgz,2464000000,2008
lao,8345000,1970
lao,15630000,1971
lao,18800000,1972
lao,32600000,1973
lao,41030000,1974
lao,44230000,1975
lao,108200000,1976
lao,172900000,1977
lao,255300000,1978
lao,308200000,1979
lao,350200000,1980
lao,390000000,1981
lao,428600000,1982
lao,450500000,1983
lao,518200000,1984
lao,618700000,1985
lao,868300000,1986
lao,1161000000,1987
lao,1325000000,1988
lao,1472000000,1989
lao,1766000000,1990
lao,1871000000,1991
lao,1915000000,1992
lao,1984000000,1993
lao,2069000000,1994
lao,2155000000,1995
lao,2253000000,1996
lao,2320000000,1997
lao,2450000000,1998
lao,2532000000,1999
lao,2501000000,2000
lao,2493000000,2001
lao,3047000000,2002
lao,2323000000,2003
lao,2616000000,2004
lao,2844000000,2005
lao,3377000000,2006
lao,4388000000,2007
lao,4944000000,2008
lva,64560000,1992
lva,235800000,1993
lva,373800000,1994
lva,462600000,1995
lva,1232000000,1996
lva,2759000000,1997
lva,3115000000,1998
lva,4061000000,1999
lva,4855000000,2000
lva,5293000000,2001
lva,6808000000,2002
lva,8803000000,2003
lva,12710000000,2004
lva,14510000000,2005
lva,22790000000,2006
lva,39340000000,2007
lva,42110000000,2008
lbn,64230000,1970
lbn,68100000,1971
lbn,61560000,1972
lbn,56390000,1973
lbn,49280000,1974
lbn,45670000,1975
lbn,39040000,1976
lbn,53180000,1977
lbn,184800000,1978
lbn,277500000,1979
lbn,510300000,1980
lbn,618600000,1981
lbn,721400000,1982
lbn,915200000,1983
lbn,860900000,1984
lbn,869500000,1985
lbn,859300000,1986
lbn,955000000,1987
lbn,985400000,1988
lbn,1023000000,1989
lbn,1779000000,1990
lbn,1554000000,1991
lbn,1806000000,1992
lbn,1347000000,1993
lbn,2127000000,1994
lbn,2966000000,1995
lbn,3996000000,1996
lbn,5028000000,1997
lbn,6793000000,1998
lbn,8202000000,1999
lbn,9851000000,2000
lbn,12450000000,2001
lbn,17090000000,2002
lbn,18620000000,2003
lbn,23140000000,2004
lbn,23360000000,2005
lbn,25140000000,2006
lbn,25640000000,2007
lbn,24390000000,2008
lso,8123000,1970
lso,8629000,1971
lso,9488000,1972
lso,8259000,1973
lso,10150000,1974
lso,14080000,1975
lso,16200000,1976
lso,24590000,1977
lso,34000000,1978
lso,53130000,1979
lso,71940000,1980
lso,84410000,1981
lso,122100000,1982
lso,128700000,1983
lso,138000000,1984
lso,175300000,1985
lso,197600000,1986
lso,258600000,1987
lso,287100000,1988
lso,328100000,1989
lso,395600000,1990
lso,447400000,1991
lso,494400000,1992
lso,542400000,1993
lso,622600000,1994
lso,684400000,1995
lso,701200000,1996
lso,673500000,1997
lso,688200000,1998
lso,682100000,1999
lso,671800000,2000
lso,597700000,2001
lso,654500000,2002
lso,703200000,2003
lso,766600000,2004
lso,662000000,2005
lso,649900000,2006
lso,677600000,2007
lso,682300000,2008
lbr,162300000,1970
lbr,162100000,1971
lbr,159400000,1972
lbr,159200000,1973
lbr,162000000,1974
lbr,178700000,1975
lbr,208500000,1976
lbr,292100000,1977
lbr,443100000,1978
lbr,596500000,1979
lbr,685700000,1980
lbr,813400000,1981
lbr,902600000,1982
lbr,1008000000,1983
lbr,1080000000,1984
lbr,1250000000,1985
lbr,1550000000,1986
lbr,1847000000,1987
lbr,1842000000,1988
lbr,1874000000,1989
lbr,2056000000,1990
lbr,2177000000,1991
lbr,2163000000,1992
lbr,2221000000,1993
lbr,2348000000,1994
lbr,2478000000,1995
lbr,2435000000,1996
lbr,2418000000,1997
lbr,2573000000,1998
lbr,2571000000,1999
lbr,2820000000,2000
lbr,3021000000,2001
lbr,3277000000,2002
lbr,3612000000,2003
lbr,3839000000,2004
lbr,3928000000,2005
lbr,4141000000,2006
lbr,3692000000,2007
lbr,3484000000,2008
ltu,55540000,1992
ltu,332800000,1993
ltu,502700000,1994
ltu,769500000,1995
ltu,1427000000,1996
ltu,3036000000,1997
ltu,3473000000,1998
ltu,4415000000,1999
ltu,4723000000,2000
ltu,5293000000,2001
ltu,6171000000,2002
ltu,7483000000,2003
ltu,10490000000,2004
ltu,11430000000,2005
ltu,18560000000,2006
ltu,29420000000,2007
ltu,31720000000,2008
mkd,1042000000,1993
mkd,1104000000,1994
mkd,1277000000,1995
mkd,1818000000,1996
mkd,1234000000,1997
mkd,1490000000,1998
mkd,1425000000,1999
mkd,1469000000,2000
mkd,1487000000,2001
mkd,1684000000,2002
mkd,1878000000,2003
mkd,2817000000,2004
mkd,2971000000,2005
mkd,3284000000,2006
mkd,4161000000,2007
mkd,4678000000,2008
mdg,485100000,1970
mdg,488400000,1971
mdg,510100000,1972
mdg,505000000,1973
mdg,750800000,1974
mdg,791000000,1975
mdg,189900000,1976
mdg,781600000,1977
mdg,355900000,1978
mdg,773100000,1979
mdg,1239000000,1980
mdg,1604000000,1981
mdg,1924000000,1982
mdg,2032000000,1983
mdg,2139000000,1984
mdg,2520000000,1985
mdg,2994000000,1986
mdg,3668000000,1987
mdg,3668000000,1988
mdg,3418000000,1989
mdg,3689000000,1990
mdg,3892000000,1991
mdg,3896000000,1992
mdg,3787000000,1993
mdg,4076000000,1994
mdg,4302000000,1995
mdg,4127000000,1996
mdg,4099000000,1997
mdg,4384000000,1998
mdg,4745000000,1999
mdg,4691000000,2000
mdg,4153000000,2001
mdg,4511000000,2002
mdg,4944000000,2003
mdg,3788000000,2004
mdg,3490000000,2005
mdg,1488000000,2006
mdg,1703000000,2007
mdg,2086000000,2008
mwi,135200000,1970
mwi,152200000,1971
mwi,175700000,1972
mwi,214800000,1973
mwi,242300000,1974
mwi,269900000,1975
mwi,309100000,1976
mwi,458900000,1977
mwi,593700000,1978
mwi,668800000,1979
mwi,829900000,1980
mwi,821400000,1981
mwi,864700000,1982
mwi,892300000,1983
mwi,879900000,1984
mwi,1021000000,1985
mwi,1157000000,1986
mwi,1367000000,1987
mwi,1358000000,1988
mwi,1409000000,1989
mwi,1557000000,1990
mwi,1664000000,1991
mwi,1708000000,1992
mwi,1825000000,1993
mwi,2020000000,1994
mwi,2238000000,1995
mwi,2311000000,1996
mwi,2225000000,1997
mwi,2438000000,1998
mwi,2741000000,1999
mwi,2705000000,2000
mwi,2584000000,2001
mwi,2887000000,2002
mwi,3098000000,2003
mwi,3427000000,2004
mwi,3183000000,2005
mwi,872400000,2006
mwi,835800000,2007
mwi,963100000,2008
mys,501800000,1970
mys,701000000,1971
mys,939900000,1972
mys,1020000000,1973
mys,1278000000,1974
mys,2104000000,1975
mys,2713000000,1976
mys,3425000000,1977
mys,4167000000,1978
mys,4956000000,1979
mys,6611000000,1980
mys,9180000000,1981
mys,13350000000,1982
mys,17550000000,1983
mys,18730000000,1984
mys,20270000000,1985
mys,21880000000,1986
mys,22840000000,1987
mys,18570000000,1988
mys,16280000000,1989
mys,15330000000,1990
mys,17080000000,1991
mys,20020000000,1992
mys,26150000000,1993
mys,30340000000,1994
mys,34340000000,1995
mys,39670000000,1996
mys,47230000000,1997
mys,42410000000,1998
mys,41900000000,1999
mys,41870000000,2000
mys,45090000000,2001
mys,48270000000,2002
mys,48560000000,2003
mys,52160000000,2004
mys,51980000000,2005
mys,55030000000,2006
mys,61570000000,2007
mys,66180000000,2008
mdv,8885000,1978
mdv,12810000,1979
mdv,25760000,1980
mdv,38890000,1981
mdv,65070000,1982
mdv,77220000,1983
mdv,82810000,1984
mdv,83070000,1985
mdv,68690000,1986
mdv,72840000,1987
mdv,71360000,1988
mdv,66800000,1989
mdv,77970000,1990
mdv,81240000,1991
mdv,94900000,1992
mdv,112300000,1993
mdv,123500000,1994
mdv,154900000,1995
mdv,168200000,1996
mdv,171300000,1997
mdv,193600000,1998
mdv,218900000,1999
mdv,206000000,2000
mdv,234900000,2001
mdv,271700000,2002
mdv,294700000,2003
mdv,365800000,2004
mdv,389600000,2005
mdv,484200000,2006
mdv,576300000,2007
mdv,986800000,2008
mli,249000000,1970
mli,270900000,1971
mli,268500000,1972
mli,301200000,1973
mli,349000000,1974
mli,356100000,1975
mli,373800000,1976
mli,471800000,1977
mli,564000000,1978
mli,567300000,1979
mli,727100000,1980
mli,830300000,1981
mli,875200000,1982
mli,988400000,1983
mli,1237000000,1984
mli,1456000000,1985
mli,1743000000,1986
mli,2049000000,1987
mli,2020000000,1988
mli,2128000000,1989
mli,2468000000,1990
mli,2598000000,1991
mli,2899000000,1992
mli,2903000000,1993
mli,2694000000,1994
mli,2958000000,1995
mli,3007000000,1996
mli,3152000000,1997
mli,3205000000,1998
mli,3196000000,1999
mli,2980000000,2000
mli,2910000000,2001
mli,2827000000,2002
mli,3114000000,2003
mli,3320000000,2004
mli,3222000000,2005
mli,1643000000,2006
mli,1985000000,2007
mli,2190000000,2008
mrt,26310000,1970
mrt,38920000,1971
mrt,55900000,1972
mrt,105100000,1973
mrt,167800000,1974
mrt,188200000,1975
mrt,407000000,1976
mrt,522600000,1977
mrt,682600000,1978
mrt,716500000,1979
mrt,839500000,1980
mrt,964100000,1981
mrt,1137000000,1982
mrt,1276000000,1983
mrt,1320000000,1984
mrt,1454000000,1985
mrt,1745000000,1986
mrt,2028000000,1987
mrt,2050000000,1988
mrt,1972000000,1989
mrt,2113000000,1990
mrt,2205000000,1991
mrt,2105000000,1992
mrt,2174000000,1993
mrt,2260000000,1994
mrt,2396000000,1995
mrt,2457000000,1996
mrt,2493000000,1997
mrt,2391000000,1998
mrt,2532000000,1999
mrt,2378000000,2000
mrt,2285000000,2001
mrt,2266000000,2002
mrt,2345000000,2003
mrt,2324000000,2004
mrt,2308000000,2005
mrt,1618000000,2006
mrt,1700000000,2007
mrt,1960000000,2008
mus,31740000,1970
mus,33290000,1971
mus,35860000,1972
mus,42350000,1973
mus,47810000,1974
mus,52180000,1975
mus,64920000,1976
mus,101500000,1977
mus,190100000,1978
mus,306200000,1979
mus,420200000,1980
mus,504800000,1981
mus,550000000,1982
mus,512000000,1983
mus,510100000,1984
mus,577800000,1985
mus,634200000,1986
mus,785200000,1987
mus,825700000,1988
mus,814400000,1989
mus,934000000,1990
mus,993300000,1991
mus,944800000,1992
mus,902000000,1993
mus,1099000000,1994
mus,1416000000,1995
mus,1400000000,1996
mus,1340000000,1997
mus,1281000000,1998
mus,1271000000,1999
mus,946300000,2000
mus,847500000,2001
mus,903000000,2002
mus,972100000,2003
mus,916000000,2004
mus,775800000,2005
mus,621900000,2006
mus,660100000,2007
mus,625700000,2008
mex,6969000000,1970
mex,7496000000,1971
mex,8209000000,1972
mex,10510000000,1973
mex,13950000000,1974
mex,18230000000,1975
mex,23970000000,1976
mex,31190000000,1977
mex,35710000000,1978
mex,42770000000,1979
mex,57380000000,1980
mex,78220000000,1981
mex,86080000000,1982
mex,92970000000,1983
mex,94830000000,1984
mex,96870000000,1985
mex,100900000000,1986
mex,109500000000,1987
mex,99220000000,1988
mex,93840000000,1989
mex,104400000000,1990
mex,114100000000,1991
mex,112300000000,1992
mex,130500000000,1993
mex,138500000000,1994
mex,165400000000,1995
mex,156300000000,1996
mex,147700000000,1997
mex,159200000000,1998
mex,166700000000,1999
mex,150900000000,2000
mex,163900000000,2001
mex,164500000000,2002
mex,170800000000,2003
mex,171200000000,2004
mex,167900000000,2005
mex,162500000000,2006
mex,192800000000,2007
mex,204000000000,2008
mda,38500000,1992
mda,277600000,1993
mda,502500000,1994
mda,695200000,1995
mda,840800000,1996
mda,1074000000,1997
mda,1062000000,1998
mda,1018000000,1999
mda,1690000000,2000
mda,1638000000,2001
mda,1802000000,2002
mda,1939000000,2003
mda,1943000000,2004
mda,2051000000,2005
mda,2437000000,2006
mda,3182000000,2007
mda,3787000000,2008
mng,297300000,1992
mng,375400000,1993
mng,461400000,1994
mng,519500000,1995
mng,529800000,1996
mng,581200000,1997
mng,698600000,1998
