geo,external_debt_total_us_not_inflation_adjusted,time
mng,893500000,1999
mng,885300000,2000
mng,873800000,2001
mng,994600000,2002
mng,1190000000,2003
mng,1351000000,2004
mng,1302000000,2005
mng,1394000000,2006
mng,1596000000,2007
mng,1721000000,2008
mne,850000000,2006
mne,1281000000,2007
mne,1490000000,2008
mar,984900000,1970
mar,1128000000,1971
mar,1186000000,1972
mar,1288000000,1973
mar,1514000000,1974
mar,2660000000,1975
mar,3361000000,1976
mar,5610000000,1977
mar,6923000000,1978
mar,8208000000,1979
mar,9722000000,1980
mar,10580000000,1981
mar,12400000000,1982
mar,13040000000,1983
mar,13910000000,1984
mar,16060000000,1985
mar,17930000000,1986
mar,21030000000,1987
mar,21120000000,1988
mar,22230000000,1989
mar,25000000000,1990
mar,22480000000,1991
mar,22670000000,1992
mar,22100000000,1993
mar,22970000000,1994
mar,23770000000,1995
mar,24220000000,1996
mar,23490000000,1997
mar,23650000000,1998
mar,22940000000,1999
mar,20670000000,2000
mar,18790000000,2001
mar,17980000000,2002
mar,18200000000,2003
mar,16880000000,2004
mar,16170000000,2005
mar,17820000000,2006
mar,20540000000,2007
mar,20820000000,2008
moz,1438000000,1984
moz,2871000000,1985
moz,3492000000,1986
moz,4125000000,1987
moz,4163000000,1988
moz,4363000000,1989
moz,4650000000,1990
moz,4718000000,1991
moz,5130000000,1992
moz,5212000000,1993
moz,7272000000,1994
moz,7458000000,1995
moz,7566000000,1996
moz,7632000000,1997
moz,8362000000,1998
moz,7219000000,1999
moz,7247000000,2000
moz,4875000000,2001
moz,5034000000,2002
moz,3881000000,2003
moz,4782000000,2004
moz,4467000000,2005
moz,2931000000,2006
moz,3012000000,2007
moz,3432000000,2008
mmr,122600000,1970
mmr,154700000,1971
mmr,191600000,1972
mmr,267700000,1973
mmr,320800000,1974
mmr,327900000,1975
mmr,347700000,1976
mmr,594100000,1977
mmr,953300000,1978
mmr,1281000000,1979
mmr,1500000000,1980
mmr,1717000000,1981
mmr,2046000000,1982
mmr,2327000000,1983
mmr,2338000000,1984
mmr,3098000000,1985
mmr,3803000000,1986
mmr,4402000000,1987
mmr,4432000000,1988
mmr,4191000000,1989
mmr,4695000000,1990
mmr,4875000000,1991
mmr,5355000000,1992
mmr,5752000000,1993
mmr,6555000000,1994
mmr,5771000000,1995
mmr,5184000000,1996
mmr,5503000000,1997
mmr,5647000000,1998
mmr,6004000000,1999
mmr,5928000000,2000
mmr,5670000000,2001
mmr,6583000000,2002
mmr,7282000000,2003
mmr,7171000000,2004
mmr,6652000000,2005
mmr,6839000000,2006
mmr,7598000000,2007
mmr,7210000000,2008
npl,2798000,1970
npl,8298000,1971
npl,11590000,1972
npl,19530000,1973
npl,27120000,1974
npl,33730000,1975
npl,49460000,1976
npl,100500000,1977
npl,112600000,1978
npl,146300000,1979
npl,204500000,1980
npl,278500000,1981
npl,352900000,1982
npl,452500000,1983
npl,470400000,1984
npl,589900000,1985
npl,743900000,1986
npl,986000000,1987
npl,1165000000,1988
npl,1356000000,1989
npl,1627000000,1990
npl,1765000000,1991
npl,1798000000,1992
npl,2003000000,1993
npl,2320000000,1994
npl,2410000000,1995
npl,2398000000,1996
npl,2414000000,1997
npl,2671000000,1998
npl,3020000000,1999
npl,2867000000,2000
npl,2733000000,2001
npl,2990000000,2002
npl,3163000000,2003
npl,3357000000,2004
npl,3180000000,2005
npl,3392000000,2006
npl,3602000000,2007
npl,3685000000,2008
nic,202800000,1970
nic,249800000,1971
nic,307300000,1972
nic,444700000,1973
nic,610000000,1974
nic,800700000,1975
nic,883800000,1976
nic,1279000000,1977
nic,1444000000,1978
nic,1535000000,1979
nic,2193000000,1980
nic,2471000000,1981
nic,2936000000,1982
nic,4098000000,1983
nic,4807000000,1984
nic,5772000000,1985
nic,6777000000,1986
nic,7933000000,1987
nic,8691000000,1988
nic,9691000000,1989
nic,10750000000,1990
nic,10960000000,1991
nic,11270000000,1992
nic,11310000000,1993
nic,12000000000,1994
nic,10400000000,1995
nic,5967000000,1996
nic,6099000000,1997
nic,6322000000,1998
nic,6787000000,1999
nic,6740000000,2000
nic,6303000000,2001
nic,6357000000,2002
nic,6773000000,2003
nic,5012000000,2004
nic,4928000000,2005
nic,4106000000,2006
nic,3422000000,2007
nic,3558000000,2008
ner,31680000,1970
ner,41580000,1971
ner,54880000,1972
ner,65140000,1973
ner,94020000,1974
ner,114500000,1975
ner,133400000,1976
ner,173300000,1977
ner,609500000,1978
ner,631700000,1979
ner,865700000,1980
ner,1025000000,1981
ner,960400000,1982
ner,972200000,1983
ner,978400000,1984
ner,1228000000,1985
ner,1448000000,1986
ner,1656000000,1987
ner,1705000000,1988
ner,1532000000,1989
ner,1762000000,1990
ner,1530000000,1991
ner,1553000000,1992
ner,1579000000,1993
ner,1547000000,1994
ner,1608000000,1995
ner,1559000000,1996
ner,1593000000,1997
ner,1691000000,1998
ner,1708000000,1999
ner,1713000000,2000
ner,1624000000,2001
ner,1850000000,2002
ner,2129000000,2003
ner,2020000000,2004
ner,2023000000,2005
ner,867900000,2006
ner,966700000,2007
ner,965500000,2008
nga,836700000,1970
nga,960400000,1971
nga,1082000000,1972
nga,1779000000,1973
nga,1881000000,1974
nga,1687000000,1975
nga,1338000000,1976
nga,3146000000,1977
nga,5091000000,1978
nga,6245000000,1979
nga,8921000000,1980
nga,11420000000,1981
nga,11970000000,1982
nga,17560000000,1983
nga,17770000000,1984
nga,18640000000,1985
nga,22210000000,1986
nga,29020000000,1987
nga,29620000000,1988
nga,30120000000,1989
nga,33440000000,1990
nga,33530000000,1991
nga,29020000000,1992
nga,30740000000,1993
nga,33090000000,1994
nga,34090000000,1995
nga,31410000000,1996
nga,28450000000,1997
nga,30290000000,1998
nga,29130000000,1999
nga,31350000000,2000
nga,31040000000,2001
nga,30480000000,2002
nga,34620000000,2003
nga,37770000000,2004
nga,22030000000,2005
nga,7634000000,2006
nga,8696000000,2007
nga,11220000000,2008
pak,3407000000,1970
pak,3796000000,1971
pak,4072000000,1972
pak,4567000000,1973
pak,5121000000,1974
pak,5753000000,1975
pak,6802000000,1976
pak,7564000000,1977
pak,8329000000,1978
pak,8919000000,1979
pak,9931000000,1980
pak,10580000000,1981
pak,11700000000,1982
pak,12030000000,1983
pak,12230000000,1984
pak,13460000000,1985
pak,14950000000,1986
pak,16800000000,1987
pak,17070000000,1988
pak,18350000000,1989
pak,20660000000,1990
pak,23360000000,1991
pak,24920000000,1992
pak,24550000000,1993
pak,27380000000,1994
pak,30230000000,1995
pak,29830000000,1996
pak,30070000000,1997
pak,32260000000,1998
pak,33890000000,1999
pak,32780000000,2000
pak,31650000000,2001
pak,33590000000,2002
pak,35740000000,2003
pak,35540000000,2004
pak,33160000000,2005
pak,35990000000,2006
pak,40740000000,2007
pak,49340000000,2008
pan,228900000,1970
pan,288300000,1971
pan,406100000,1972
pan,538100000,1973
pan,674100000,1974
pan,930500000,1975
pan,1343000000,1976
pan,1682000000,1977
pan,2310000000,1978
pan,2599000000,1979
pan,2962000000,1980
pan,3349000000,1981
pan,3906000000,1982
pan,4372000000,1983
pan,4348000000,1984
pan,4742000000,1985
pan,4842000000,1986
pan,5616000000,1987
pan,6052000000,1988
pan,6218000000,1989
pan,6492000000,1990
pan,6619000000,1991
pan,6254000000,1992
pan,6704000000,1993
pan,6898000000,1994
pan,6098000000,1995
pan,6067000000,1996
pan,6021000000,1997
pan,6406000000,1998
pan,6835000000,1999
pan,6573000000,2000
pan,7775000000,2001
pan,7921000000,2002
pan,8247000000,2003
pan,8990000000,2004
pan,9255000000,2005
pan,10390000000,2006
pan,10240000000,2007
pan,10720000000,2008
png,208800000,1970
png,407200000,1971
png,495000000,1972
png,525600000,1973
png,505300000,1974
png,506000000,1975
png,520800000,1976
png,675800000,1977
png,583300000,1978
png,608600000,1979
png,719000000,1980
png,1185000000,1981
png,1628000000,1982
png,1868000000,1983
png,2029000000,1984
png,2112000000,1985
png,1984000000,1986
png,2276000000,1987
png,2250000000,1988
png,2316000000,1989
png,2594000000,1990
png,2774000000,1991
png,3789000000,1992
png,3269000000,1993
png,2792000000,1994
png,2506000000,1995
png,2507000000,1996
png,2590000000,1997
png,2712000000,1998
png,2644000000,1999
png,2556000000,2000
png,2478000000,2001
png,2436000000,2002
png,2464000000,2003
png,2286000000,2004
png,2271000000,2005
png,2355000000,2006
png,2215000000,2007
png,1418000000,2008
pry,112300000,1970
pry,123400000,1971
pry,136900000,1972
pry,151000000,1973
pry,187700000,1974
pry,228300000,1975
pry,282000000,1976
pry,452700000,1977
pry,615800000,1978
pry,807300000,1979
pry,954700000,1980
pry,1148000000,1981
pry,1298000000,1982
pry,1414000000,1983
pry,1470000000,1984
pry,1817000000,1985
pry,2087000000,1986
pry,2522000000,1987
pry,2351000000,1988
pry,2383000000,1989
pry,2105000000,1990
pry,2066000000,1991
pry,1633000000,1992
pry,1597000000,1993
pry,2105000000,1994
pry,2574000000,1995
pry,2565000000,1996
pry,2461000000,1997
pry,2793000000,1998
pry,3383000000,1999
pry,3089000000,2000
pry,2802000000,2001
pry,2998000000,2002
pry,3226000000,2003
pry,3607000000,2004
pry,3229000000,2005
pry,3422000000,2006
pry,3570000000,2007
pry,4163000000,2008
per,3211000000,1970
per,3308000000,1971
per,3463000000,1972
per,3891000000,1973
per,5241000000,1974
per,6118000000,1975
per,7576000000,1976
per,9171000000,1977
per,9717000000,1978
per,9269000000,1979
per,9386000000,1980
per,8586000000,1981
per,10710000000,1982
per,11340000000,1983
per,12160000000,1984
per,12880000000,1985
per,14890000000,1986
per,17480000000,1987
per,18230000000,1988
per,18560000000,1989
per,20040000000,1990
per,20690000000,1991
per,20320000000,1992
per,23560000000,1993
per,26510000000,1994
per,30830000000,1995
per,28960000000,1996
per,29640000000,1997
per,30490000000,1998
per,29160000000,1999
per,28640000000,2000
per,27540000000,2001
per,28240000000,2002
per,30000000000,2003
per,31570000000,2004
per,28950000000,2005
per,28490000000,2006
per,28880000000,2007
per,28550000000,2008
phl,2196000000,1970
phl,2419000000,1971
phl,2671000000,1972
phl,2761000000,1973
phl,3305000000,1974
phl,4171000000,1975
phl,6039000000,1976
phl,8183000000,1977
phl,10770000000,1978
phl,13280000000,1979
phl,17420000000,1980
phl,20790000000,1981
phl,24410000000,1982
phl,24210000000,1983
phl,24360000000,1984
phl,26640000000,1985
phl,28200000000,1986
phl,29780000000,1987
phl,28930000000,1988
phl,28650000000,1989
phl,30580000000,1990
phl,32490000000,1991
phl,33220000000,1992
phl,36140000000,1993
phl,40260000000,1994
phl,39380000000,1995
phl,44000000000,1996
phl,50710000000,1997
phl,53610000000,1998
phl,58320000000,1999
phl,58300000000,2000
phl,58250000000,2001
phl,59910000000,2002
phl,62590000000,2003
phl,60970000000,2004
phl,61660000000,2005
phl,60280000000,2006
phl,65910000000,2007
phl,64860000000,2008
pol,36640000000,1986
pol,42600000000,1987
pol,42090000000,1988
pol,43090000000,1989
pol,49360000000,1990
pol,53420000000,1991
pol,48430000000,1992
pol,45110000000,1993
pol,42490000000,1994
pol,44080000000,1995
pol,43290000000,1996
pol,41540000000,1997
pol,56740000000,1998
pol,64970000000,1999
pol,64830000000,2000
pol,65780000000,2001
pol,76680000000,2002
pol,93850000000,2003
pol,105300000000,2004
pol,108200000000,2005
pol,139000000000,2006
pol,195400000000,2007
pol,218000000000,2008
rou,30150000,1972
rou,108900000,1973
rou,138800000,1974
rou,210900000,1975
rou,524600000,1976
rou,755800000,1977
rou,959900000,1978
rou,3583000000,1979
rou,9762000000,1980
rou,10450000000,1981
rou,10000000000,1982
rou,9128000000,1983
rou,7758000000,1984
rou,7008000000,1985
rou,6983000000,1986
rou,6580000000,1987
rou,2960000000,1988
rou,1087000000,1989
rou,1140000000,1990
rou,2159000000,1991
rou,3272000000,1992
rou,4282000000,1993
rou,5602000000,1994
rou,6832000000,1995
rou,8454000000,1996
rou,9637000000,1997
rou,10110000000,1998
rou,9007000000,1999
rou,11160000000,2000
rou,12650000000,2001
rou,16700000000,2002
rou,22630000000,2003
rou,29570000000,2004
rou,38860000000,2005
rou,53940000000,2006
rou,84030000000,2007
rou,104900000000,2008
rus,78210000000,1992
rus,112000000000,1993
rus,121800000000,1994
rus,121400000000,1995
rus,126400000000,1996
rus,127600000000,1997
rus,177800000000,1998
rus,174800000000,1999
rus,160000000000,2000
rus,152500000000,2001
rus,147400000000,2002
rus,175700000000,2003
rus,196800000000,2004
rus,229900000000,2005
rus,250700000000,2006
rus,368100000000,2007
rus,402500000000,2008
rwa,4879000,1970
rwa,1998000,1971
rwa,3384000,1972
rwa,7914000,1973
rwa,12310000,1974
rwa,24070000,1975
rwa,47680000,1976
rwa,87490000,1977
rwa,126800000,1978
rwa,156100000,1979
rwa,189800000,1980
rwa,196600000,1981
rwa,218300000,1982
rwa,238100000,1983
rwa,288000000,1984
rwa,363200000,1985
rwa,448600000,1986
rwa,598100000,1987
rwa,648400000,1988
rwa,619100000,1989
rwa,708000000,1990
rwa,807300000,1991
rwa,855600000,1992
rwa,907500000,1993
rwa,952300000,1994
rwa,1029000000,1995
rwa,1044000000,1996
rwa,1111000000,1997
rwa,1226000000,1998
rwa,1292000000,1999
rwa,1272000000,2000
rwa,1284000000,2001
rwa,1436000000,2002
rwa,1538000000,2003
rwa,1661000000,2004
rwa,1518000000,2005
rwa,418600000,2006
rwa,582600000,2007
rwa,679200000,2008
kna,10590000,1984
kna,12800000,1985
kna,16890000,1986
kna,21120000,1987
kna,26600000,1988
kna,36630000,1989
kna,44210000,1990
kna,48670000,1991
kna,48350000,1992
kna,50610000,1993
kna,56250000,1994
kna,55400000,1995
kna,62840000,1996
kna,112200000,1997
kna,127000000,1998
kna,136100000,1999
kna,156100000,2000
kna,217500000,2001
kna,262400000,2002
kna,315200000,2003
kna,314900000,2004
kna,293100000,2005
kna,291000000,2006
kna,272900000,2007
kna,257700000,2008
lca,15520000,1981
lca,17120000,1982
lca,18910000,1983
lca,20300000,1984
lca,23110000,1985
lca,31800000,1986
lca,46730000,1987
lca,57460000,1988
lca,65680000,1989
lca,79180000,1990
lca,82340000,1991
lca,97980000,1992
lca,100900000,1993
lca,113600000,1994
lca,128300000,1995
lca,141600000,1996
lca,152900000,1997
lca,183300000,1998
lca,184300000,1999
lca,221300000,2000
lca,251600000,2001
lca,285700000,2002
lca,329100000,2003
lca,351700000,2004
lca,411000000,2005
lca,403700000,2006
lca,470200000,2007
lca,830600000,2008
vct,1455000,1970
vct,739000,1971
vct,775000,1972
vct,2787000,1973
vct,3191000,1974
vct,3449000,1975
vct,3738000,1976
vct,4744000,1977
vct,5688000,1978
vct,7235000,1979
vct,10630000,1980
vct,18820000,1981
vct,21220000,1982
vct,25600000,1983
vct,24940000,1984
vct,27180000,1985
vct,31360000,1986
vct,41510000,1987
vct,48280000,1988
vct,52730000,1989
vct,62370000,1990
vct,68750000,1991
vct,76170000,1992
vct,101700000,1993
vct,114100000,1994
vct,118300000,1995
vct,122500000,1996
vct,117700000,1997
vct,136300000,1998
vct,193300000,1999
vct,194600000,2000
vct,194600000,2001
vct,175100000,2002
vct,197200000,2003
vct,226600000,2004
vct,250600000,2005
vct,241000000,2006
vct,199300000,2007
vct,207100000,2008
wsm,2682000,1970
wsm,2610000,1971
wsm,4380000,1972
wsm,9456000,1973
wsm,13800000,1974
wsm,17390000,1975
wsm,22630000,1976
wsm,31250000,1977
wsm,41240000,1978
wsm,52520000,1979
wsm,59190000,1980
wsm,62600000,1981
wsm,65780000,1982
wsm,67690000,1983
wsm,73520000,1984
wsm,75130000,1985
wsm,74760000,1986
wsm,79620000,1987
wsm,74960000,1988
wsm,73540000,1989
wsm,91810000,1990
wsm,113600000,1991
wsm,117800000,1992
wsm,140500000,1993
wsm,156700000,1994
wsm,168100000,1995
wsm,162800000,1996
wsm,148400000,1997
wsm,154300000,1998
wsm,156600000,1999
wsm,147300000,2000
wsm,143300000,2001
wsm,156800000,2002
wsm,177700000,2003
wsm,185700000,2004
wsm,177300000,2005
wsm,205900000,2006
wsm,234800000,2007
wsm,256800000,2008
stp,2183000,1977
stp,10320000,1978
stp,16720000,1979
stp,23460000,1980
stp,34420000,1981
stp,37840000,1982
stp,43790000,1983
stp,54040000,1984
stp,62650000,1985
stp,78920000,1986
stp,97670000,1987
stp,109200000,1988
stp,134400000,1989
stp,150000000,1990
stp,167700000,1991
stp,189800000,1992
stp,209800000,1993
stp,222800000,1994
stp,245700000,1995
stp,235400000,1996
stp,238200000,1997
stp,259900000,1998
stp,325100000,1999
stp,310100000,2000
stp,315000000,2001
stp,341100000,2002
stp,350200000,2003
stp,371300000,2004
stp,344800000,2005
stp,359800000,2006
stp,173200000,2007
stp,177800000,2008
sen,145200000,1970
sen,152500000,1971
sen,161600000,1972
sen,199400000,1973
sen,265100000,1974
sen,349100000,1975
sen,409700000,1976
sen,628100000,1977
sen,894900000,1978
sen,1123000000,1979
sen,1473000000,1980
sen,1671000000,1981
sen,1860000000,1982
sen,2073000000,1983
sen,2197000000,1984
sen,2559000000,1985
sen,3231000000,1986
sen,4037000000,1987
sen,3893000000,1988
sen,3279000000,1989
sen,3754000000,1990
sen,3589000000,1991
sen,3684000000,1992
sen,3805000000,1993
sen,3698000000,1994
sen,3916000000,1995
sen,3786000000,1996
sen,3806000000,1997
sen,4097000000,1998
sen,3967000000,1999
sen,3622000000,2000
sen,3671000000,2001
sen,4110000000,2002
sen,4389000000,2003
sen,3942000000,2004
sen,3865000000,2005
sen,1923000000,2006
sen,2589000000,2007
sen,2861000000,2008
srb,2258000000,1970
srb,3055000000,1971
srb,3882000000,1972
srb,4739000000,1973
srb,5604000000,1974
srb,6599000000,1975
srb,8296000000,1976
srb,10120000000,1977
srb,12530000000,1978
srb,15970000000,1979
srb,18490000000,1980
srb,20650000000,1981
srb,19900000000,1982
srb,20480000000,1983
srb,19640000000,1984
srb,22250000000,1985
srb,21500000000,1986
srb,22470000000,1987
srb,21180000000,1988
srb,19070000000,1989
srb,17790000000,1990
srb,16470000000,1991
srb,16480000000,1992
srb,12710000000,1993
srb,11100000000,1994
srb,10790000000,1995
srb,9410000000,1996
srb,10620000000,1997
srb,10900000000,1998
srb,10900000000,1999
srb,11500000000,2000
srb,12410000000,2001
srb,11280000000,2002
srb,14030000000,2003
srb,14320000000,2004
srb,15950000000,2005
srb,19680000000,2006
srb,26380000000,2007
srb,30920000000,2008
syc,84130000,1980
syc,36300000,1981
syc,48260000,1982
syc,52410000,1983
syc,67860000,1984
syc,94330000,1985
syc,145000000,1986
syc,173700000,1987
syc,162500000,1988
syc,160700000,1989
syc,184800000,1990
syc,197700000,1991
syc,189400000,1992
syc,181300000,1993
syc,199800000,1994
syc,198000000,1995
syc,185400000,1996
syc,187600000,1997
syc,241600000,1998
syc,251600000,1999
syc,303700000,2000
syc,320100000,2001
syc,390500000,2002
syc,436000000,2003
syc,444400000,2004
syc,667900000,2005
syc,1091000000,2006
syc,1403000000,2007
syc,1505000000,2008
sle,61400000,1970
sle,111100000,1971
sle,119400000,1972
sle,141800000,1973
sle,192900000,1974
sle,205000000,1975
sle,233400000,1976
sle,289700000,1977
sle,345600000,1978
sle,409500000,1979
sle,470400000,1980
sle,592400000,1981
sle,628600000,1982
sle,641700000,1983
sle,613300000,1984
sle,707700000,1985
sle,868500000,1986
sle,1032000000,1987
sle,1024000000,1988
sle,1078000000,1989
sle,1176000000,1990
sle,1251000000,1991
sle,1370000000,1992
sle,1528000000,1993
sle,1529000000,1994
sle,1220000000,1995
sle,1212000000,1996
sle,1170000000,1997
sle,1280000000,1998
sle,1261000000,1999
sle,1190000000,2000
sle,1205000000,2001
sle,1355000000,2002
sle,1520000000,2003
sle,1628000000,2004
sle,1540000000,2005
sle,1265000000,2006
sle,312000000,2007
sle,388800000,2008
slb,11480000,1978
slb,13760000,1979
slb,19400000,1980
slb,23420000,1981
slb,28030000,1982
slb,34340000,1983
slb,44040000,1984
slb,65540000,1985
slb,76820000,1986
slb,97510000,1987
slb,103700000,1988
slb,99980000,1989
slb,120500000,1990
slb,129500000,1991
slb,94290000,1992
slb,150500000,1993
slb,154900000,1994
slb,158700000,1995
slb,147500000,1996
slb,139900000,1997
slb,154600000,1998
slb,165000000,1999
slb,155400000,2000
slb,163200000,2001
slb,179800000,2002
slb,178000000,2003
slb,177000000,2004
slb,166400000,2005
slb,173400000,2006
slb,176200000,2007
slb,164800000,2008
som,77080000,1970
som,84420000,1971
som,101100000,1972
som,124200000,1973
som,174800000,1974
som,229000000,1975
som,288000000,1976
som,394200000,1977
som,518900000,1978
som,576800000,1979
som,659800000,1980
som,1056000000,1981
som,1222000000,1982
som,1410000000,1983
som,1498000000,1984
som,1639000000,1985
som,1800000000,1986
som,2009000000,1987
som,2086000000,1988
som,2159000000,1989
som,2370000000,1990
som,2449000000,1991
som,2447000000,1992
som,2501000000,1993
som,2616000000,1994
som,2678000000,1995
som,2643000000,1996
som,2561000000,1997
som,2635000000,1998
som,2606000000,1999
som,2562000000,2000
som,2563000000,2001
som,2689000000,2002
som,2838000000,2003
som,2849000000,2004
som,2750000000,2005
som,2838000000,2006
som,2944000000,2007
som,2949000000,2008
zaf,21670000000,1994
zaf,25360000000,1995
zaf,26050000000,1996
zaf,25270000000,1997
zaf,24750000000,1998
zaf,23910000000,1999
zaf,24860000000,2000
zaf,24050000000,2001
zaf,25100000000,2002
zaf,27420000000,2003
zaf,27110000000,2004
zaf,31070000000,2005
zaf,35520000000,2006
zaf,43610000000,2007
zaf,41940000000,2008
lka,433200000,1970
lka,517800000,1971
lka,551900000,1972
lka,629200000,1973
lka,781300000,1974
lka,815400000,1975
lka,929700000,1976
lka,1132000000,1977
lka,1373000000,1978
lka,1554000000,1979
lka,1841000000,1980
lka,2235000000,1981
lka,2625000000,1982
lka,2884000000,1983
lka,2993000000,1984
lka,3540000000,1985
lka,4083000000,1986
lka,4751000000,1987
lka,5207000000,1988
lka,5181000000,1989
lka,5863000000,1990
lka,6580000000,1991
lka,6475000000,1992
lka,6902000000,1993
lka,7960000000,1994
lka,8395000000,1995
lka,8298000000,1996
lka,8118000000,1997
lka,9048000000,1998
lka,9815000000,1999
lka,9157000000,2000
lka,8731000000,2001
lka,9740000000,2002
lka,10440000000,2003
lka,11090000000,2004
lka,11260000000,2005
lka,11640000000,2006
lka,14000000000,2007
lka,15150000000,2008
sdn,385100000,1970
sdn,396000000,1971
sdn,452100000,1972
sdn,564400000,1973
sdn,1136000000,1974
sdn,1599000000,1975
sdn,2087000000,1976
sdn,2621000000,1977
sdn,3159000000,1978
sdn,4078000000,1979
sdn,5177000000,1980
sdn,6194000000,1981
sdn,7169000000,1982
sdn,7506000000,1983
sdn,8480000000,1984
sdn,8955000000,1985
sdn,9631000000,1986
sdn,11250000000,1987
sdn,11530000000,1988
sdn,13360000000,1989
sdn,14760000000,1990
sdn,15230000000,1991
sdn,15450000000,1992
sdn,15840000000,1993
sdn,16920000000,1994
sdn,17600000000,1995
sdn,16970000000,1996
sdn,16330000000,1997
sdn,16840000000,1998
sdn,16130000000,1999
sdn,16010000000,2000
sdn,15280000000,2001
sdn,16060000000,2002
sdn,17160000000,2003
sdn,18200000000,2004
sdn,17390000000,2005
sdn,18220000000,2006
sdn,19120000000,2007
sdn,19630000000,2008
swz,37030000,1970
swz,34630000,1971
swz,32580000,1972
swz,36940000,1973
swz,36190000,1974
swz,33740000,1975
swz,40780000,1976
swz,61100000,1977
swz,148200000,1978
swz,183100000,1979
swz,207600000,1980
swz,185800000,1981
swz,205700000,1982
swz,237100000,1983
swz,191400000,1984
swz,236500000,1985
swz,273400000,1986
swz,302700000,1987
swz,259400000,1988
swz,271300000,1989
swz,256800000,1990
swz,260500000,1991
swz,237900000,1992
swz,228100000,1993
swz,240600000,1994
swz,249500000,1995
swz,234600000,1996
swz,408800000,1997
swz,301200000,1998
swz,332800000,1999
swz,264800000,2000
swz,263200000,2001
swz,317200000,2002
swz,367600000,2003
swz,411900000,2004
swz,431200000,2005
swz,402900000,2006
swz,392200000,2007
swz,362300000,2008
tjk,9731000,1992
tjk,385200000,1993
tjk,580300000,1994
tjk,633600000,1995
tjk,699400000,1996
tjk,1065000000,1997
tjk,1243000000,1998
tjk,1275000000,1999
tjk,1034000000,2000
tjk,1058000000,2001
tjk,1142000000,2002
tjk,1152000000,2003
tjk,1041000000,2004
tjk,1065000000,2005
tjk,1016000000,2006
tjk,1152000000,2007
tjk,1466000000,2008
tza,197400000,1970
tza,1176000000,1971
tza,1396000000,1972
tza,1743000000,1973
tza,2012000000,1974
tza,2342000000,1975
tza,2701000000,1976
tza,3469000000,1977
tza,4367000000,1978
tza,4202000000,1979
tza,5239000000,1980
tza,5755000000,1981
tza,6129000000,1982
tza,6797000000,1983
tza,7159000000,1984
tza,9090000000,1985
tza,4892000000,1986
tza,5498000000,1987
tza,6003000000,1988
tza,5844000000,1989
tza,6446000000,1990
tza,6552000000,1991
tza,6662000000,1992
tza,6762000000,1993
tza,7220000000,1994
tza,7364000000,1995
tza,7336000000,1996
tza,7099000000,1997
tza,7503000000,1998
tza,7855000000,1999
tza,7136000000,2000
tza,6461000000,2001
tza,7079000000,2002
tza,7253000000,2003
tza,8557000000,2004
tza,8335000000,2005
tza,4028000000,2006
tza,4974000000,2007
tza,5938000000,2008
tha,1001000000,1970
tha,1079000000,1971
tha,1229000000,1972
tha,1246000000,1973
tha,1601000000,1974
tha,1865000000,1975
tha,2326000000,1976
tha,3344000000,1977
tha,5029000000,1978
tha,6645000000,1979
tha,8297000000,1980
tha,10850000000,1981
tha,12240000000,1982
tha,13890000000,1983
tha,14990000000,1984
tha,17510000000,1985
tha,18490000000,1986
tha,20330000000,1987
tha,21710000000,1988
tha,23490000000,1989
tha,28090000000,1990
tha,37700000000,1991
tha,41780000000,1992
tha,52640000000,1993
tha,65530000000,1994
tha,100000000000,1995
tha,112800000000,1996
tha,109700000000,1997
tha,104900000000,1998
tha,96770000000,1999
tha,79720000000,2000
tha,67190000000,2001
tha,59380000000,2002
tha,51930000000,2003
tha,52720000000,2004
tha,52750000000,2005
tha,56270000000,2006
tha,61740000000,2007
tha,64800000000,2008
tgo,39800000,1970
tgo,47290000,1971
tgo,47050000,1972
tgo,69570000,1973
tgo,126800000,1974
tgo,167800000,1975
tgo,242200000,1976
tgo,434300000,1977
tgo,820100000,1978
tgo,1103000000,1979
tgo,1122000000,1980
tgo,1005000000,1981
tgo,950900000,1982
tgo,916700000,1983
tgo,807900000,1984
tgo,935300000,1985
tgo,1065000000,1986
tgo,1235000000,1987
tgo,1222000000,1988
tgo,1176000000,1989
tgo,1281000000,1990
tgo,1351000000,1991
tgo,1353000000,1992
tgo,1294000000,1993
tgo,1456000000,1994
tgo,1476000000,1995
tgo,1488000000,1996
tgo,1346000000,1997
tgo,1472000000,1998
tgo,1523000000,1999
tgo,1430000000,2000
tgo,1407000000,2001
tgo,1584000000,2002
tgo,1712000000,2003
tgo,1834000000,2004
tgo,1683000000,2005
tgo,1795000000,2006
tgo,1980000000,2007
tgo,1573000000,2008
ton,23830000,1985
ton,28440000,1986
ton,35560000,1987
ton,36970000,1988
ton,38080000,1989
ton,44460000,1990
ton,44240000,1991
ton,42630000,1992
ton,43670000,1993
ton,57640000,1994
ton,62800000,1995
ton,62480000,1996
ton,57680000,1997
ton,64250000,1998
ton,68830000,1999
ton,65240000,2000
ton,62930000,2001
ton,72290000,2002
ton,85030000,2003
ton,84940000,2004
ton,79620000,2005
ton,81640000,2006
ton,86380000,2007
ton,90340000,2008
tun,598600000,1970
tun,672300000,1971
tun,749500000,1972
tun,875400000,1973
tun,1000000000,1974
tun,1109000000,1975
tun,1279000000,1976
tun,2233000000,1977
tun,2941000000,1978
tun,3399000000,1979
tun,3524000000,1980
tun,3606000000,1981
tun,3771000000,1982
