mean_years_in_school_women_25_to_34_years,geo,time
0.1,afg,1970
0.1,afg,1971
0.1,afg,1972
0.1,afg,1973
0.1,afg,1974
0.1,afg,1975
0.1,afg,1976
0.1,afg,1977
0.1,afg,1978
0.1,afg,1979
0.1,afg,1980
0.2,afg,1981
0.2,afg,1982
0.2,afg,1983
0.2,afg,1984
0.2,afg,1985
0.2,afg,1986
0.2,afg,1987
0.2,afg,1988
0.2,afg,1989
0.2,afg,1990
0.3,afg,1991
0.3,afg,1992
0.3,afg,1993
0.3,afg,1994
0.3,afg,1995
0.3,afg,1996
0.3,afg,1997
0.4,afg,1998
0.4,afg,1999
0.4,afg,2000
0.4,afg,2001
0.4,afg,2002
0.4,afg,2003
0.5,afg,2004
0.5,afg,2005
0.5,afg,2006
0.5,afg,2007
0.6,afg,2008
0.6,afg,2009
6.0,alb,1970
6.2,alb,1971
6.3,alb,1972
6.5,alb,1973
6.6,alb,1974
6.8,alb,1975
6.9,alb,1976
7.1,alb,1977
7.2,alb,1978
7.4,alb,1979
7.5,alb,1980
7.7,alb,1981
7.8,alb,1982
8.0,alb,1983
8.2,alb,1984
8.3,alb,1985
8.5,alb,1986
8.6,alb,1987
8.8,alb,1988
8.9,alb,1989
9.0,alb,1990
9.2,alb,1991
9.3,alb,1992
9.4,alb,1993
9.5,alb,1994
9.7,alb,1995
9.8,alb,1996
9.9,alb,1997
10.0,alb,1998
10.1,alb,1999
10.2,alb,2000
10.3,alb,2001
10.4,alb,2002
10.5,alb,2003
10.6,alb,2004
10.6,alb,2005
10.7,alb,2006
10.8,alb,2007
10.9,alb,2008
11.0,alb,2009
1.4,dza,1970
1.5,dza,1971
1.6,dza,1972
1.7,dza,1973
1.8,dza,1974
1.9,dza,1975
2.0,dza,1976
2.1,dza,1977
2.3,dza,1978
2.4,dza,1979
2.6,dza,1980
2.7,dza,1981
2.9,dza,1982
3.1,dza,1983
3.3,dza,1984
3.4,dza,1985
3.6,dza,1986
3.8,dza,1987
3.9,dza,1988
4.1,dza,1989
4.3,dza,1990
4.4,dza,1991
4.6,dza,1992
4.7,dza,1993
4.9,dza,1994
5.1,dza,1995
5.2,dza,1996
5.4,dza,1997
5.5,dza,1998
5.7,dza,1999
5.8,dza,2000
6.0,dza,2001
6.1,dza,2002
6.2,dza,2003
6.4,dza,2004
6.5,dza,2005
6.6,dza,2006
6.7,dza,2007
6.8,dza,2008
6.9,dza,2009
1.0,ago,1970
1.1,ago,1971
1.1,ago,1972
1.2,ago,1973
1.2,ago,1974
1.3,ago,1975
1.3,ago,1976
1.4,ago,1977
1.5,ago,1978
1.5,ago,1979
1.6,ago,1980
1.7,ago,1981
1.8,ago,1982
1.9,ago,1983
2.0,ago,1984
2.1,ago,1985
2.2,ago,1986
2.3,ago,1987
2.3,ago,1988
2.4,ago,1989
2.5,ago,1990
2.6,ago,1991
2.7,ago,1992
2.8,ago,1993
2.9,ago,1994
3.0,ago,1995
3.2,ago,1996
3.3,ago,1997
3.4,ago,1998
3.5,ago,1999
3.6,ago,2000
3.7,ago,2001
3.8,ago,2002
3.9,ago,2003
4.0,ago,2004
4.1,ago,2005
4.2,ago,2006
4.3,ago,2007
4.4,ago,2008
4.5,ago,2009
8.1,atg,1970
8.3,atg,1971
8.5,atg,1972
8.7,atg,1973
8.9,atg,1974
9.1,atg,1975
9.3,atg,1976
9.5,atg,1977
9.7,atg,1978
9.9,atg,1979
10.1,atg,1980
10.2,atg,1981
10.4,atg,1982
10.7,atg,1983
10.9,atg,1984
11.0,atg,1985
11.2,atg,1986
11.4,atg,1987
11.5,atg,1988
11.7,atg,1989
11.8,atg,1990
11.9,atg,1991
12.1,atg,1992
12.2,atg,1993
12.3,atg,1994
12.4,atg,1995
12.6,atg,1996
12.7,atg,1997
12.8,atg,1998
12.9,atg,1999
13.0,atg,2000
13.1,atg,2001
13.2,atg,2002
13.2,atg,2003
13.3,atg,2004
13.4,atg,2005
13.5,atg,2006
13.5,atg,2007
13.6,atg,2008
13.7,atg,2009
6.8,arg,1970
7.0,arg,1971
7.1,arg,1972
7.3,arg,1973
7.5,arg,1974
7.6,arg,1975
7.8,arg,1976
7.9,arg,1977
8.1,arg,1978
8.3,arg,1979
8.4,arg,1980
8.6,arg,1981
8.7,arg,1982
8.8,arg,1983
9.0,arg,1984
9.1,arg,1985
9.3,arg,1986
9.4,arg,1987
9.5,arg,1988
9.6,arg,1989
9.8,arg,1990
9.9,arg,1991
10.0,arg,1992
10.1,arg,1993
10.2,arg,1994
10.4,arg,1995
10.5,arg,1996
10.6,arg,1997
10.7,arg,1998
10.8,arg,1999
10.9,arg,2000
11.0,arg,2001
11.2,arg,2002
11.3,arg,2003
11.4,arg,2004
11.5,arg,2005
11.6,arg,2006
11.7,arg,2007
11.8,arg,2008
11.9,arg,2009
7.5,arm,1970
7.7,arm,1971
7.8,arm,1972
8.0,arm,1973
8.2,arm,1974
8.3,arm,1975
8.5,arm,1976
8.6,arm,1977
8.8,arm,1978
8.9,arm,1979
9.1,arm,1980
9.2,arm,1981
9.4,arm,1982
9.5,arm,1983
9.7,arm,1984
9.8,arm,1985
9.9,arm,1986
10.0,arm,1987
10.1,arm,1988
10.2,arm,1989
10.3,arm,1990
10.4,arm,1991
10.5,arm,1992
10.6,arm,1993
10.7,arm,1994
10.8,arm,1995
10.9,arm,1996
11.0,arm,1997
11.1,arm,1998
11.1,arm,1999
11.2,arm,2000
11.3,arm,2001
11.4,arm,2002
11.5,arm,2003
11.5,arm,2004
11.6,arm,2005
11.7,arm,2006
11.7,arm,2007
11.8,arm,2008
11.9,arm,2009
9.5,aus,1970
9.6,aus,1971
9.8,aus,1972
9.9,aus,1973
10.0,aus,1974
10.2,aus,1975
10.3,aus,1976
10.4,aus,1977
10.5,aus,1978
10.6,aus,1979
10.7,aus,1980
10.8,aus,1981
10.8,aus,1982
10.9,aus,1983
11.0,aus,1984
11.1,aus,1985
11.1,aus,1986
11.2,aus,1987
11.3,aus,1988
11.3,aus,1989
11.4,aus,1990
11.5,aus,1991
11.5,aus,1992
11.6,aus,1993
11.7,aus,1994
11.7,aus,1995
11.8,aus,1996
11.8,aus,1997
11.9,aus,1998
12.0,aus,1999
12.0,aus,2000
12.1,aus,2001
12.1,aus,2002
12.2,aus,2003
12.2,aus,2004
12.3,aus,2005
12.3,aus,2006
12.4,aus,2007
12.4,aus,2008
12.5,aus,2009
7.9,aut,1970
8.0,aut,1971
8.2,aut,1972
8.3,aut,1973
8.5,aut,1974
8.6,aut,1975
8.7,aut,1976
8.9,aut,1977
9.0,aut,1978
9.1,aut,1979
9.2,aut,1980
9.4,aut,1981
9.5,aut,1982
9.6,aut,1983
9.7,aut,1984
9.8,aut,1985
9.9,aut,1986
10.0,aut,1987
10.1,aut,1988
10.2,aut,1989
10.3,aut,1990
10.4,aut,1991
10.5,aut,1992
10.6,aut,1993
10.7,aut,1994
10.8,aut,1995
10.9,aut,1996
10.9,aut,1997
11.0,aut,1998
11.1,aut,1999
11.2,aut,2000
11.3,aut,2001
11.4,aut,2002
11.5,aut,2003
11.6,aut,2004
11.7,aut,2005
11.8,aut,2006
11.9,aut,2007
12.0,aut,2008
12.0,aut,2009
6.1,aze,1970
6.3,aze,1971
6.5,aze,1972
6.7,aze,1973
6.9,aze,1974
7.1,aze,1975
7.3,aze,1976
7.5,aze,1977
7.7,aze,1978
7.9,aze,1979
8.2,aze,1980
8.4,aze,1981
8.6,aze,1982
8.8,aze,1983
8.9,aze,1984
9.1,aze,1985
9.3,aze,1986
9.5,aze,1987
9.6,aze,1988
9.8,aze,1989
9.9,aze,1990
10.1,aze,1991
10.2,aze,1992
10.4,aze,1993
10.5,aze,1994
10.7,aze,1995
10.8,aze,1996
10.9,aze,1997
11.0,aze,1998
11.1,aze,1999
11.3,aze,2000
11.4,aze,2001
11.5,aze,2002
11.6,aze,2003
11.7,aze,2004
11.8,aze,2005
11.9,aze,2006
12.0,aze,2007
12.1,aze,2008
12.1,aze,2009
7.2,bhs,1970
7.4,bhs,1971
7.6,bhs,1972
7.8,bhs,1973
7.9,bhs,1974
8.1,bhs,1975
8.3,bhs,1976
8.4,bhs,1977
8.5,bhs,1978
8.7,bhs,1979
8.8,bhs,1980
8.9,bhs,1981
9.0,bhs,1982
9.1,bhs,1983
9.2,bhs,1984
9.4,bhs,1985
9.5,bhs,1986
9.6,bhs,1987
9.7,bhs,1988
9.8,bhs,1989
9.9,bhs,1990
10.1,bhs,1991
10.2,bhs,1992
10.3,bhs,1993
10.4,bhs,1994
10.6,bhs,1995
10.7,bhs,1996
10.8,bhs,1997
10.9,bhs,1998
11.1,bhs,1999
11.2,bhs,2000
11.3,bhs,2001
11.4,bhs,2002
11.5,bhs,2003
11.6,bhs,2004
11.8,bhs,2005
11.9,bhs,2006
12.0,bhs,2007
12.1,bhs,2008
12.2,bhs,2009
2.6,bhr,1970
2.8,bhr,1971
3.0,bhr,1972
3.2,bhr,1973
3.4,bhr,1974
3.6,bhr,1975
3.9,bhr,1976
4.1,bhr,1977
4.4,bhr,1978
4.6,bhr,1979
4.9,bhr,1980
5.2,bhr,1981
5.4,bhr,1982
5.7,bhr,1983
6.0,bhr,1984
6.3,bhr,1985
6.6,bhr,1986
6.8,bhr,1987
7.1,bhr,1988
7.3,bhr,1989
7.6,bhr,1990
7.8,bhr,1991
8.1,bhr,1992
8.3,bhr,1993
8.5,bhr,1994
8.8,bhr,1995
9.0,bhr,1996
9.2,bhr,1997
9.4,bhr,1998
9.6,bhr,1999
9.8,bhr,2000
10.0,bhr,2001
10.2,bhr,2002
10.4,bhr,2003
10.6,bhr,2004
10.8,bhr,2005
10.9,bhr,2006
11.1,bhr,2007
11.3,bhr,2008
11.4,bhr,2009
0.8,bgd,1970
0.9,bgd,1971
0.9,bgd,1972
1.0,bgd,1973
1.1,bgd,1974
1.1,bgd,1975
1.2,bgd,1976
1.3,bgd,1977
1.3,bgd,1978
1.4,bgd,1979
1.5,bgd,1980
1.6,bgd,1981
1.6,bgd,1982
1.7,bgd,1983
1.8,bgd,1984
1.9,bgd,1985
1.9,bgd,1986
2.0,bgd,1987
2.1,bgd,1988
2.2,bgd,1989
2.3,bgd,1990
2.4,bgd,1991
2.5,bgd,1992
2.6,bgd,1993
2.7,bgd,1994
2.8,bgd,1995
2.9,bgd,1996
3.0,bgd,1997
3.1,bgd,1998
3.2,bgd,1999
3.3,bgd,2000
3.4,bgd,2001
3.5,bgd,2002
3.7,bgd,2003
3.8,bgd,2004
3.9,bgd,2005
4.0,bgd,2006
4.1,bgd,2007
4.2,bgd,2008
4.4,bgd,2009
8.4,blr,1970
8.6,blr,1971
8.8,blr,1972
9.0,blr,1973
9.2,blr,1974
9.4,blr,1975
9.6,blr,1976
9.8,blr,1977
10.0,blr,1978
10.1,blr,1979
10.3,blr,1980
10.5,blr,1981
10.6,blr,1982
10.8,blr,1983
10.9,blr,1984
11.1,blr,1985
11.2,blr,1986
11.3,blr,1987
11.4,blr,1988
11.5,blr,1989
11.6,blr,1990
11.7,blr,1991
11.8,blr,1992
11.8,blr,1993
11.9,blr,1994
12.0,blr,1995
12.1,blr,1996
12.2,blr,1997
12.3,blr,1998
12.3,blr,1999
12.4,blr,2000
12.5,blr,2001
12.6,blr,2002
12.6,blr,2003
12.7,blr,2004
12.8,blr,2005
12.8,blr,2006
12.9,blr,2007
12.9,blr,2008
13.0,blr,2009
7.9,bel,1970
8.1,bel,1971
8.3,bel,1972
8.5,bel,1973
8.7,bel,1974
8.9,bel,1975
9.1,bel,1976
9.3,bel,1977
9.5,bel,1978
9.6,bel,1979
9.8,bel,1980
10.0,bel,1981
10.2,bel,1982
10.3,bel,1983
10.5,bel,1984
10.7,bel,1985
10.9,bel,1986
11.0,bel,1987
11.2,bel,1988
11.3,bel,1989
11.4,bel,1990
11.5,bel,1991
11.7,bel,1992
11.8,bel,1993
11.9,bel,1994
12.0,bel,1995
12.1,bel,1996
12.2,bel,1997
12.4,bel,1998
12.5,bel,1999
12.6,bel,2000
12.7,bel,2001
12.8,bel,2002
12.8,bel,2003
12.9,bel,2004
13.0,bel,2005
13.1,bel,2006
13.2,bel,2007
13.3,bel,2008
13.4,bel,2009
4.5,blz,1970
4.7,blz,1971
4.9,blz,1972
5.1,blz,1973
5.3,blz,1974
5.4,blz,1975
5.6,blz,1976
5.8,blz,1977
5.9,blz,1978
6.1,blz,1979
6.3,blz,1980
6.4,blz,1981
6.6,blz,1982
6.7,blz,1983
6.9,blz,1984
7.0,blz,1985
7.1,blz,1986
7.2,blz,1987
7.3,blz,1988
7.4,blz,1989
7.5,blz,1990
7.6,blz,1991
7.7,blz,1992
7.8,blz,1993
7.9,blz,1994
8.0,blz,1995
8.1,blz,1996
8.2,blz,1997
8.3,blz,1998
8.4,blz,1999
8.5,blz,2000
8.6,blz,2001
8.7,blz,2002
8.8,blz,2003
8.9,blz,2004
9.0,blz,2005
9.1,blz,2006
9.2,blz,2007
9.3,blz,2008
9.4,blz,2009
0.5,ben,1970
0.5,ben,1971
0.5,ben,1972
0.6,ben,1973
0.6,ben,1974
0.6,ben,1975
0.7,ben,1976
0.7,ben,1977
0.7,ben,1978
0.8,ben,1979
0.8,ben,1980
0.8,ben,1981
0.9,ben,1982
0.9,ben,1983
1.0,ben,1984
1.0,ben,1985
1.1,ben,1986
1.1,ben,1987
1.2,ben,1988
1.2,ben,1989
1.3,ben,1990
1.3,ben,1991
1.4,ben,1992
1.4,ben,1993
1.5,ben,1994
1.5,ben,1995
1.6,ben,1996
1.7,ben,1997
1.7,ben,1998
1.8,ben,1999
1.8,ben,2000
1.9,ben,2001
1.9,ben,2002
2.0,ben,2003
2.1,ben,2004
2.1,ben,2005
2.2,ben,2006
2.2,ben,2007
2.3,ben,2008
2.4,ben,2009
2.7,bol,1970
2.9,bol,1971
3.0,bol,1972
3.2,bol,1973
3.4,bol,1974
3.5,bol,1975
3.7,bol,1976
3.9,bol,1977
4.0,bol,1978
4.2,bol,1979
4.4,bol,1980
4.5,bol,1981
4.7,bol,1982
4.9,bol,1983
5.1,bol,1984
5.3,bol,1985
5.4,bol,1986
5.6,bol,1987
5.8,bol,1988
6.0,bol,1989
6.1,bol,1990
6.3,bol,1991
6.5,bol,1992
6.7,bol,1993
6.8,bol,1994
7.0,bol,1995
7.2,bol,1996
7.3,bol,1997
7.5,bol,1998
7.7,bol,1999
7.8,bol,2000
8.0,bol,2001
8.2,bol,2002
8.3,bol,2003
8.5,bol,2004
8.6,bol,2005
8.8,bol,2006
8.9,bol,2007
9.1,bol,2008
9.2,bol,2009
3.3,bih,1970
3.4,bih,1971
3.6,bih,1972
3.7,bih,1973
3.8,bih,1974
3.9,bih,1975
4.1,bih,1976
4.2,bih,1977
4.4,bih,1978
4.5,bih,1979
4.7,bih,1980
4.9,bih,1981
5.0,bih,1982
5.2,bih,1983
5.5,bih,1984
5.7,bih,1985
5.9,bih,1986
6.1,bih,1987
6.3,bih,1988
6.5,bih,1989
6.7,bih,1990
6.9,bih,1991
7.1,bih,1992
7.3,bih,1993
7.5,bih,1994
7.7,bih,1995
7.9,bih,1996
8.1,bih,1997
8.3,bih,1998
8.5,bih,1999
8.7,bih,2000
8.8,bih,2001
9.0,bih,2002
9.2,bih,2003
9.4,bih,2004
9.5,bih,2005
9.7,bih,2006
9.8,bih,2007
10.0,bih,2008
10.1,bih,2009
2.0,bwa,1970
2.1,bwa,1971
2.2,bwa,1972
2.3,bwa,1973
2.5,bwa,1974
2.6,bwa,1975
2.7,bwa,1976
2.9,bwa,1977
3.0,bwa,1978
3.1,bwa,1979
3.3,bwa,1980
3.4,bwa,1981
3.6,bwa,1982
3.8,bwa,1983
3.9,bwa,1984
4.1,bwa,1985
4.3,bwa,1986
4.4,bwa,1987
4.6,bwa,1988
4.8,bwa,1989
5.0,bwa,1990
5.1,bwa,1991
5.3,bwa,1992
5.5,bwa,1993
5.7,bwa,1994
5.9,bwa,1995
6.0,bwa,1996
6.2,bwa,1997
6.4,bwa,1998
6.6,bwa,1999
6.8,bwa,2000
6.9,bwa,2001
7.1,bwa,2002
7.3,bwa,2003
7.5,bwa,2004
7.6,bwa,2005
7.8,bwa,2006
8.0,bwa,2007
8.1,bwa,2008
8.3,bwa,2009
2.9,bra,1970
3.1,bra,1971
3.2,bra,1972
3.3,bra,1973
3.5,bra,1974
3.6,bra,1975
3.8,bra,1976
4.0,bra,1977
4.1,bra,1978
4.3,bra,1979
4.5,bra,1980
4.6,bra,1981
4.8,bra,1982
5.0,bra,1983
5.1,bra,1984
5.3,bra,1985
5.5,bra,1986
5.7,bra,1987
5.8,bra,1988
6.0,bra,1989
6.2,bra,1990
6.3,bra,1991
6.5,bra,1992
6.7,bra,1993
6.8,bra,1994
7.0,bra,1995
7.2,bra,1996
7.4,bra,1997
7.5,bra,1998
7.7,bra,1999
7.9,bra,2000
8.0,bra,2001
8.2,bra,2002
8.4,bra,2003
8.5,bra,2004
8.7,bra,2005
8.8,bra,2006
9.0,bra,2007
9.2,bra,2008
9.3,bra,2009
8.4,bgr,1970
8.6,bgr,1971
8.8,bgr,1972
9.0,bgr,1973
9.1,bgr,1974
9.3,bgr,1975
9.5,bgr,1976
9.6,bgr,1977
9.8,bgr,1978
10.0,bgr,1979
10.1,bgr,1980
10.3,bgr,1981
10.4,bgr,1982
10.5,bgr,1983
10.7,bgr,1984
10.8,bgr,1985
11.0,bgr,1986
11.1,bgr,1987
11.2,bgr,1988
11.3,bgr,1989
11.4,bgr,1990
11.5,bgr,1991
11.6,bgr,1992
11.7,bgr,1993
11.8,bgr,1994
11.9,bgr,1995
12.0,bgr,1996
12.1,bgr,1997
12.2,bgr,1998
12.3,bgr,1999
12.4,bgr,2000
12.5,bgr,2001
12.6,bgr,2002
12.7,bgr,2003
12.8,bgr,2004
12.8,bgr,2005
12.9,bgr,2006
13.0,bgr,2007
13.1,bgr,2008
13.2,bgr,2009
0.2,bfa,1970
0.2,bfa,1971
0.2,bfa,1972
0.2,bfa,1973
0.3,bfa,1974
0.3,bfa,1975
0.3,bfa,1976
0.3,bfa,1977
0.3,bfa,1978
0.4,bfa,1979
0.4,bfa,1980
0.4,bfa,1981
0.4,bfa,1982
0.5,bfa,1983
0.5,bfa,1984
0.5,bfa,1985
0.5,bfa,1986
0.6,bfa,1987
0.6,bfa,1988
0.6,bfa,1989
0.7,bfa,1990
0.7,bfa,1991
0.7,bfa,1992
0.8,bfa,1993
0.8,bfa,1994
0.8,bfa,1995
0.9,bfa,1996
0.9,bfa,1997
1.0,bfa,1998
1.0,bfa,1999
1.1,bfa,2000
1.1,bfa,2001
1.1,bfa,2002
1.2,bfa,2003
1.2,bfa,2004
1.3,bfa,2005
1.3,bfa,2006
1.4,bfa,2007
1.4,bfa,2008
1.5,bfa,2009
0.6,bdi,1970
0.6,bdi,1971
0.7,bdi,1972
0.7,bdi,1973
0.8,bdi,1974
0.8,bdi,1975
0.9,bdi,1976
0.9,bdi,1977
1.0,bdi,1978
1.0,bdi,1979
1.1,bdi,1980
1.1,bdi,1981
1.2,bdi,1982
1.3,bdi,1983
1.3,bdi,1984
1.4,bdi,1985
1.5,bdi,1986
1.5,bdi,1987
1.6,bdi,1988
1.7,bdi,1989
1.7,bdi,1990
1.8,bdi,1991
1.9,bdi,1992
2.0,bdi,1993
2.0,bdi,1994
2.1,bdi,1995
2.2,bdi,1996
2.3,bdi,1997
2.3,bdi,1998
2.4,bdi,1999
2.5,bdi,2000
2.6,bdi,2001
2.7,bdi,2002
2.7,bdi,2003
2.8,bdi,2004
2.9,bdi,2005
3.0,bdi,2006
3.1,bdi,2007
3.1,bdi,2008
3.2,bdi,2009
1.2,khm,1970
1.3,khm,1971
1.4,khm,1972
1.4,khm,1973
1.5,khm,1974
1.6,khm,1975
1.6,khm,1976
1.7,khm,1977
1.8,khm,1978
1.9,khm,1979
2.0,khm,1980
2.0,khm,1981
2.1,khm,1982
2.2,khm,1983
2.3,khm,1984
2.4,khm,1985
2.5,khm,1986
2.6,khm,1987
2.6,khm,1988
2.7,khm,1989
2.8,khm,1990
2.9,khm,1991
3.0,khm,1992
3.1,khm,1993
3.2,khm,1994
3.3,khm,1995
3.4,khm,1996
3.5,khm,1997
3.6,khm,1998
3.7,khm,1999
3.8,khm,2000
3.9,khm,2001
4.0,khm,2002
4.1,khm,2003
4.2,khm,2004
4.3,khm,2005
4.4,khm,2006
4.5,khm,2007
4.6,khm,2008
4.7,khm,2009
1.4,cmr,1970
1.5,cmr,1971
1.5,cmr,1972
1.6,cmr,1973
1.7,cmr,1974
1.8,cmr,1975
1.9,cmr,1976
2.0,cmr,1977
2.1,cmr,1978
2.3,cmr,1979
2.4,cmr,1980
2.5,cmr,1981
2.7,cmr,1982
2.9,cmr,1983
3.0,cmr,1984
3.2,cmr,1985
3.4,cmr,1986
3.5,cmr,1987
3.7,cmr,1988
3.8,cmr,1989
4.0,cmr,1990
4.1,cmr,1991
4.3,cmr,1992
4.4,cmr,1993
4.6,cmr,1994
4.7,cmr,1995
4.9,cmr,1996
5.0,cmr,1997
5.2,cmr,1998
5.3,cmr,1999
5.5,cmr,2000
5.6,cmr,2001
5.8,cmr,2002
5.9,cmr,2003
6.0,cmr,2004
6.1,cmr,2005
6.3,cmr,2006
6.4,cmr,2007
6.5,cmr,2008
6.6,cmr,2009
9.9,can,1970
10.1,can,1971
10.4,can,1972
10.6,can,1973
10.8,can,1974
11.1,can,1975
11.3,can,1976
11.5,can,1977
11.7,can,1978
11.9,can,1979
12.1,can,1980
12.3,can,1981
12.4,can,1982
12.6,can,1983
12.8,can,1984
12.9,can,1985
13.0,can,1986
13.2,can,1987
13.3,can,1988
13.4,can,1989
13.5,can,1990
13.6,can,1991
13.7,can,1992
13.9,can,1993
14.0,can,1994
14.0,can,1995
14.1,can,1996
14.2,can,1997
14.3,can,1998
14.4,can,1999
14.5,can,2000
14.6,can,2001
14.6,can,2002
14.7,can,2003
14.8,can,2004
14.8,can,2005
14.9,can,2006
14.9,can,2007
15.0,can,2008
15.0,can,2009
1.1,cpv,1970
1.2,cpv,1971
1.2,cpv,1972
1.3,cpv,1973
1.3,cpv,1974
1.4,cpv,1975
1.5,cpv,1976
1.6,cpv,1977
1.6,cpv,1978
1.7,cpv,1979
1.8,cpv,1980
1.9,cpv,1981
2.0,cpv,1982
2.1,cpv,1983
2.3,cpv,1984
2.4,cpv,1985
2.6,cpv,1986
2.7,cpv,1987
2.8,cpv,1988
3.0,cpv,1989
3.1,cpv,1990
3.3,cpv,1991
3.5,cpv,1992
3.6,cpv,1993
3.8,cpv,1994
3.9,cpv,1995
4.1,cpv,1996
4.2,cpv,1997
4.4,cpv,1998
4.5,cpv,1999
4.7,cpv,2000
4.8,cpv,2001
5.0,cpv,2002
5.1,cpv,2003
5.3,cpv,2004
5.4,cpv,2005
5.5,cpv,2006
5.7,cpv,2007
5.8,cpv,2008
5.9,cpv,2009
0.5,caf,1970
0.6,caf,1971
0.6,caf,1972
0.6,caf,1973
0.7,caf,1974
0.7,caf,1975
0.8,caf,1976
0.8,caf,1977
0.9,caf,1978
0.9,caf,1979
1.0,caf,1980
1.1,caf,1981
1.1,caf,1982
1.2,caf,1983
1.3,caf,1984
1.4,caf,1985
1.5,caf,1986
1.6,caf,1987
1.7,caf,1988
1.8,caf,1989
1.9,caf,1990
2.0,caf,1991
2.1,caf,1992
2.2,caf,1993
2.3,caf,1994
2.4,caf,1995
2.5,caf,1996
2.6,caf,1997
2.7,caf,1998
2.8,caf,1999
2.9,caf,2000
3.1,caf,2001
3.2,caf,2002
3.3,caf,2003
3.4,caf,2004
3.5,caf,2005
3.6,caf,2006
3.7,caf,2007
3.8,caf,2008
3.9,caf,2009
0.2,tcd,1970
0.2,tcd,1971
0.2,tcd,1972
0.2,tcd,1973
0.2,tcd,1974
0.2,tcd,1975
0.2,tcd,1976
0.2,tcd,1977
0.2,tcd,1978
0.3,tcd,1979
0.3,tcd,1980
0.3,tcd,1981
0.3,tcd,1982
0.4,tcd,1983
0.4,tcd,1984
0.4,tcd,1985
0.4,tcd,1986
0.5,tcd,1987
0.5,tcd,1988
0.5,tcd,1989
0.6,tcd,1990
0.6,tcd,1991
0.6,tcd,1992
0.7,tcd,1993
0.7,tcd,1994
0.8,tcd,1995
0.8,tcd,1996
0.8,tcd,1997
0.9,tcd,1998
0.9,tcd,1999
1.0,tcd,2000
1.0,tcd,2001
1.1,tcd,2002
1.1,tcd,2003
1.1,tcd,2004
1.2,tcd,2005
1.2,tcd,2006
1.3,tcd,2007
1.3,tcd,2008
1.4,tcd,2009
6.5,chl,1970
6.6,chl,1971
6.8,chl,1972
7.0,chl,1973
7.2,chl,1974
7.3,chl,1975
7.5,chl,1976
7.7,chl,1977
7.9,chl,1978
8.0,chl,1979
8.2,chl,1980
8.4,chl,1981
8.5,chl,1982
8.7,chl,1983
8.9,chl,1984
9.0,chl,1985
9.2,chl,1986
9.4,chl,1987
9.5,chl,1988
9.7,chl,1989
9.8,chl,1990
10.0,chl,1991
10.1,chl,1992
10.2,chl,1993
10.4,chl,1994
10.5,chl,1995
10.7,chl,1996
10.8,chl,1997
10.9,chl,1998
11.1,chl,1999
11.2,chl,2000
11.3,chl,2001
11.4,chl,2002
11.6,chl,2003
11.7,chl,2004
11.8,chl,2005
11.9,chl,2006
12.0,chl,2007
12.1,chl,2008
12.2,chl,2009
2.4,chn,1970
2.6,chn,1971
2.7,chn,1972
2.9,chn,1973
3.0,chn,1974
3.2,chn,1975
3.4,chn,1976
3.5,chn,1977
3.7,chn,1978
3.9,chn,1979
4.1,chn,1980
4.2,chn,1981
4.4,chn,1982
4.6,chn,1983
4.8,chn,1984
4.9,chn,1985
5.1,chn,1986
5.3,chn,1987
5.4,chn,1988
5.6,chn,1989
5.7,chn,1990
5.9,chn,1991
6.1,chn,1992
6.3,chn,1993
6.4,chn,1994
6.6,chn,1995
6.8,chn,1996
7.0,chn,1997
7.1,chn,1998
7.3,chn,1999
7.5,chn,2000
7.6,chn,2001
7.8,chn,2002
8.0,chn,2003
8.1,chn,2004
8.3,chn,2005
8.5,chn,2006
8.6,chn,2007
8.8,chn,2008
8.9,chn,2009
4.3,col,1970
4.5,col,1971
4.6,col,1972
4.7,col,1973
4.9,col,1974
5.0,col,1975
5.1,col,1976
5.3,col,1977
5.4,col,1978
5.5,col,1979
5.7,col,1980
5.8,col,1981
5.9,col,1982
6.0,col,1983
6.1,col,1984
6.3,col,1985
6.4,col,1986
6.5,col,1987
6.6,col,1988
6.7,col,1989
6.8,col,1990
6.9,col,1991
7.0,col,1992
7.1,col,1993
7.3,col,1994
7.4,col,1995
7.5,col,1996
7.6,col,1997
7.7,col,1998
7.8,col,1999
7.9,col,2000
8.0,col,2001
8.1,col,2002
8.2,col,2003
8.3,col,2004
8.4,col,2005
8.5,col,2006
8.6,col,2007
8.7,col,2008
8.8,col,2009
0.6,com,1970
0.6,com,1971
0.7,com,1972
0.7,com,1973
0.7,com,1974
0.8,com,1975
0.8,com,1976
0.9,com,1977
0.9,com,1978
1.0,com,1979
1.0,com,1980
1.1,com,1981
1.2,com,1982
1.3,com,1983
1.4,com,1984
1.5,com,1985
1.7,com,1986
1.8,com,1987
2.0,com,1988
2.1,com,1989
2.3,com,1990
2.4,com,1991
2.6,com,1992
2.7,com,1993
2.9,com,1994
3.1,com,1995
3.2,com,1996
3.4,com,1997
3.6,com,1998
3.7,com,1999
3.9,com,2000
4.1,com,2001
4.3,com,2002
4.4,com,2003
4.6,com,2004
4.8,com,2005
4.9,com,2006
5.1,com,2007
5.2,com,2008
5.4,com,2009
1.4,cod,1970
1.5,cod,1971
1.6,cod,1972
1.7,cod,1973
1.8,cod,1974
1.8,cod,1975
1.9,cod,1976
2.0,cod,1977
2.1,cod,1978
