cell_phones_total,geo,time
46200000,col,2011
0,com,1965
0,com,1970
0,com,1975
0,com,1976
0,com,1977
0,com,1978
0,com,1979
0,com,1980
0,com,1981
0,com,1982
0,com,1983
0,com,1984
0,com,1985
0,com,1986
0,com,1987
0,com,1988
0,com,1989
0,com,1990
0,com,1991
0,com,1992
0,com,1993
0,com,1994
0,com,1995
0,com,1996
0,com,1997
0,com,1998
0,com,1999
0,com,2000
0,com,2001
0,com,2002
2000,com,2003
8378,com,2004
15520,com,2005
36880,com,2006
62100,com,2007
91740,com,2008
122600,com,2009
165300,com,2010
216400,com,2011
0,cod,1965
0,cod,1970
0,cod,1975
0,cod,1976
0,cod,1977
0,cod,1978
0,cod,1979
0,cod,1980
0,cod,1981
0,cod,1982
0,cod,1983
0,cod,1984
0,cod,1985
0,cod,1986
0,cod,1987
0,cod,1988
0,cod,1989
0,cod,1990
0,cod,1991
8500,cod,1995
7200,cod,1996
8900,cod,1997
10000,cod,1998
12000,cod,1999
15000,cod,2000
150000,cod,2001
560000,cod,2002
1246000,cod,2003
1991000,cod,2004
2746000,cod,2005
4415000,cod,2006
6592000,cod,2007
9938000,cod,2008
9459000,cod,2009
11820000,cod,2010
15670000,cod,2011
0,cog,1965
0,cog,1970
0,cog,1975
0,cog,1976
0,cog,1977
0,cog,1978
0,cog,1979
0,cog,1980
0,cog,1981
0,cog,1982
0,cog,1983
0,cog,1984
0,cog,1985
0,cog,1986
0,cog,1987
0,cog,1988
0,cog,1989
0,cog,1990
0,cog,1991
0,cog,1992
0,cog,1993
0,cog,1994
0,cog,1995
1000,cog,1996
3390,cog,1998
5000,cog,1999
70000,cog,2000
150000,cog,2001
221800,cog,2002
330000,cog,2003
383700,cog,2004
558200,cog,2005
917500,cog,2006
1288000,cog,2007
1807000,cog,2008
2171000,cog,2009
3799000,cog,2010
3885000,cog,2011
0,cri,1965
0,cri,1970
0,cri,1975
0,cri,1976
0,cri,1977
0,cri,1978
0,cri,1979
0,cri,1980
0,cri,1981
0,cri,1982
0,cri,1983
0,cri,1984
0,cri,1985
0,cri,1986
0,cri,1987
0,cri,1988
0,cri,1989
0,cri,1990
0,cri,1991
3008,cri,1992
4533,cri,1993
6985,cri,1994
18750,cri,1995
46530,cri,1996
64390,cri,1997
108800,cri,1998
138200,cri,1999
211600,cri,2000
326900,cri,2001
502500,cri,2002
778300,cri,2003
923100,cri,2004
1101000,cri,2005
1444000,cri,2006
1508000,cri,2007
1887000,cri,2008
1950000,cri,2009
3035000,cri,2010
4358000,cri,2011
0,civ,1965
0,civ,1970
0,civ,1975
0,civ,1976
0,civ,1977
0,civ,1978
0,civ,1979
0,civ,1980
0,civ,1981
0,civ,1982
0,civ,1983
0,civ,1984
0,civ,1985
0,civ,1986
0,civ,1987
0,civ,1988
0,civ,1989
0,civ,1990
0,civ,1991
0,civ,1992
0,civ,1993
0,civ,1994
0,civ,1995
13550,civ,1996
36000,civ,1997
91210,civ,1998
257100,civ,1999
473000,civ,2000
728500,civ,2001
1027000,civ,2002
1281000,civ,2003
1674000,civ,2004
2349000,civ,2005
4065000,civ,2006
7468000,civ,2007
10450000,civ,2008
13180000,civ,2009
15600000,civ,2010
17420000,civ,2011
0,hrv,1965
0,hrv,1970
0,hrv,1975
0,hrv,1976
0,hrv,1977
0,hrv,1978
0,hrv,1979
0,hrv,1980
0,hrv,1981
0,hrv,1982
0,hrv,1983
0,hrv,1984
0,hrv,1985
0,hrv,1986
0,hrv,1987
0,hrv,1988
0,hrv,1989
240,hrv,1990
2019,hrv,1991
6320,hrv,1992
11380,hrv,1993
21660,hrv,1994
33690,hrv,1995
64940,hrv,1996
120400,hrv,1997
182500,hrv,1998
295000,hrv,1999
1033000,hrv,2000
1755000,hrv,2001
2313000,hrv,2002
2537000,hrv,2003
2836000,hrv,2004
3650000,hrv,2005
4395000,hrv,2006
5035000,hrv,2007
4555000,hrv,2008
4675000,hrv,2009
4928000,hrv,2010
5115000,hrv,2011
0,cub,1965
0,cub,1970
0,cub,1975
0,cub,1976
0,cub,1977
0,cub,1978
0,cub,1979
0,cub,1980
0,cub,1981
0,cub,1982
0,cub,1983
0,cub,1984
0,cub,1985
0,cub,1986
0,cub,1987
0,cub,1988
0,cub,1989
0,cub,1990
0,cub,1991
234,cub,1992
500,cub,1993
1152,cub,1994
1939,cub,1995
2427,cub,1996
2994,cub,1997
4056,cub,1998
5136,cub,1999
6536,cub,2000
8579,cub,2001
17850,cub,2002
35360,cub,2003
75800,cub,2004
135500,cub,2005
152700,cub,2006
198300,cub,2007
331700,cub,2008
621200,cub,2009
1003000,cub,2010
1315000,cub,2011
0,cyp,1965
0,cyp,1970
0,cyp,1975
0,cyp,1976
0,cyp,1977
0,cyp,1978
0,cyp,1979
0,cyp,1980
0,cyp,1981
0,cyp,1982
0,cyp,1983
0,cyp,1984
0,cyp,1985
0,cyp,1986
0,cyp,1987
168,cyp,1988
1348,cyp,1989
3156,cyp,1990
5131,cyp,1991
9739,cyp,1992
15290,cyp,1993
22940,cyp,1994
44450,cyp,1995
70780,cyp,1996
91970,cyp,1997
116400,cyp,1998
151600,cyp,1999
218300,cyp,2000
314400,cyp,2001
417900,cyp,2002
551800,cyp,2003
658200,cyp,2004
782500,cyp,2005
867800,cyp,2006
988300,cyp,2007
1017000,cyp,2008
977500,cyp,2009
1034000,cyp,2010
1091000,cyp,2011
0,cze,1965
0,cze,1970
0,cze,1975
0,cze,1976
0,cze,1977
0,cze,1978
0,cze,1979
0,cze,1980
0,cze,1981
0,cze,1982
0,cze,1983
0,cze,1984
0,cze,1985
0,cze,1986
0,cze,1987
0,cze,1988
0,cze,1989
0,cze,1990
1242,cze,1991
4651,cze,1992
14040,cze,1993
30430,cze,1994
48900,cze,1995
200300,cze,1996
526300,cze,1997
965500,cze,1998
1945000,cze,1999
4346000,cze,2000
6947000,cze,2001
8610000,cze,2002
9709000,cze,2003
10780000,cze,2004
11780000,cze,2005
12410000,cze,2006
13230000,cze,2007
13780000,cze,2008
14260000,cze,2009
12780000,cze,2010
12810000,cze,2011
0,dnk,1965
0,dnk,1970
0,dnk,1975
0,dnk,1976
0,dnk,1977
0,dnk,1978
0,dnk,1979
0,dnk,1980
0,dnk,1981
7200,dnk,1982
16100,dnk,1983
30600,dnk,1984
46100,dnk,1985
57600,dnk,1986
77430,dnk,1987
101500,dnk,1988
123800,dnk,1989
148200,dnk,1990
175900,dnk,1991
211100,dnk,1992
357600,dnk,1993
503500,dnk,1994
822300,dnk,1995
1317000,dnk,1996
1444000,dnk,1997
1931000,dnk,1998
2629000,dnk,1999
3364000,dnk,2000
3960000,dnk,2001
4478000,dnk,2002
4767000,dnk,2003
5167000,dnk,2004
5449000,dnk,2005
5828000,dnk,2006
6308000,dnk,2007
6557000,dnk,2008
6834000,dnk,2009
6981000,dnk,2010
7047000,dnk,2011
0,dji,1965
0,dji,1970
0,dji,1975
0,dji,1976
0,dji,1977
0,dji,1978
0,dji,1979
0,dji,1980
0,dji,1981
0,dji,1982
0,dji,1983
0,dji,1984
0,dji,1985
0,dji,1986
0,dji,1987
0,dji,1988
0,dji,1989
0,dji,1990
0,dji,1991
0,dji,1992
0,dji,1993
0,dji,1994
0,dji,1995
110,dji,1996
203,dji,1997
220,dji,1998
280,dji,1999
230,dji,2000
3000,dji,2001
15000,dji,2002
23000,dji,2003
34480,dji,2004
44050,dji,2005
44820,dji,2006
69540,dji,2007
112800,dji,2008
128800,dji,2009
165600,dji,2010
193000,dji,2011
0,dma,1965
0,dma,1970
0,dma,1975
0,dma,1976
0,dma,1977
0,dma,1978
0,dma,1979
0,dma,1980
0,dma,1981
0,dma,1982
0,dma,1983
0,dma,1984
0,dma,1985
0,dma,1986
0,dma,1987
0,dma,1988
0,dma,1989
0,dma,1990
0,dma,1991
0,dma,1992
0,dma,1993
0,dma,1994
0,dma,1995
461,dma,1996
556,dma,1997
650,dma,1998
800,dma,1999
1200,dma,2000
7710,dma,2001
12170,dma,2002
23790,dma,2003
41840,dma,2004
52000,dma,2005
71500,dma,2006
89000,dma,2007
91000,dma,2008
98500,dma,2009
105600,dma,2010
111000,dma,2011
0,dom,1965
0,dom,1970
0,dom,1975
0,dom,1976
0,dom,1977
0,dom,1978
0,dom,1979
0,dom,1980
0,dom,1981
0,dom,1982
0,dom,1983
0,dom,1984
0,dom,1985
0,dom,1986
3166,dom,1990
5605,dom,1991
7190,dom,1992
10360,dom,1993
20990,dom,1994
55980,dom,1995
82550,dom,1996
141600,dom,1997
209400,dom,1998
424400,dom,1999
705400,dom,2000
1270000,dom,2001
1701000,dom,2002
2092000,dom,2003
2534000,dom,2004
3623000,dom,2005
4606000,dom,2006
5513000,dom,2007
7210000,dom,2008
8630000,dom,2009
8893000,dom,2010
8771000,dom,2011
0,ecu,1965
0,ecu,1970
0,ecu,1975
0,ecu,1976
0,ecu,1977
0,ecu,1978
0,ecu,1979
0,ecu,1980
0,ecu,1981
0,ecu,1982
0,ecu,1983
0,ecu,1984
0,ecu,1985
0,ecu,1986
0,ecu,1987
0,ecu,1988
0,ecu,1989
0,ecu,1990
0,ecu,1991
0,ecu,1992
0,ecu,1993
18920,ecu,1994
54380,ecu,1995
59780,ecu,1996
126500,ecu,1997
242800,ecu,1998
383200,ecu,1999
482200,ecu,2000
859200,ecu,2001
1561000,ecu,2002
2398000,ecu,2003
3544000,ecu,2004
6246000,ecu,2005
8485000,ecu,2006
9940000,ecu,2007
11680000,ecu,2008
13240000,ecu,2009
14780000,ecu,2010
15330000,ecu,2011
0,egy,1965
0,egy,1970
0,egy,1975
0,egy,1976
0,egy,1977
0,egy,1978
0,egy,1979
0,egy,1980
0,egy,1981
0,egy,1982
0,egy,1983
0,egy,1984
0,egy,1985
0,egy,1986
2627,egy,1987
3021,egy,1988
3619,egy,1989
4000,egy,1990
4500,egy,1991
4913,egy,1992
6877,egy,1993
7371,egy,1994
7368,egy,1995
7369,egy,1996
65380,egy,1997
90790,egy,1998
481000,egy,1999
1360000,egy,2000
2794000,egy,2001
4495000,egy,2002
5798000,egy,2003
7643000,egy,2004
13630000,egy,2005
18000000,egy,2006
30090000,egy,2007
41290000,egy,2008
55350000,egy,2009
70660000,egy,2010
83430000,egy,2011
0,slv,1965
0,slv,1970
0,slv,1975
0,slv,1976
0,slv,1977
0,slv,1978
0,slv,1979
0,slv,1980
0,slv,1981
0,slv,1982
0,slv,1983
0,slv,1984
0,slv,1985
0,slv,1986
0,slv,1987
0,slv,1988
0,slv,1989
0,slv,1990
0,slv,1991
0,slv,1992
1632,slv,1993
4868,slv,1994
13480,slv,1995
23270,slv,1996
40160,slv,1997
137100,slv,1998
511400,slv,1999
743600,slv,2000
857800,slv,2001
888800,slv,2002
1150000,slv,2003
1833000,slv,2004
2412000,slv,2005
3852000,slv,2006
6137000,slv,2007
6951000,slv,2008
7566000,slv,2009
7700000,slv,2010
7837000,slv,2011
0,gnq,1965
0,gnq,1970
0,gnq,1975
0,gnq,1976
0,gnq,1977
0,gnq,1978
0,gnq,1979
0,gnq,1980
0,gnq,1981
0,gnq,1982
0,gnq,1983
0,gnq,1984
0,gnq,1985
0,gnq,1986
0,gnq,1987
0,gnq,1988
0,gnq,1989
0,gnq,1990
0,gnq,1991
0,gnq,1992
0,gnq,1993
0,gnq,1994
0,gnq,1995
61,gnq,1996
300,gnq,1997
297,gnq,1998
600,gnq,1999
5000,gnq,2000
15000,gnq,2001
32000,gnq,2002
41500,gnq,2003
61900,gnq,2004
96900,gnq,2005
120000,gnq,2006
150000,gnq,2007
180000,gnq,2008
200000,gnq,2009
399300,gnq,2010
426000,gnq,2011
0,eri,1965
0,eri,1970
0,eri,1975
0,eri,1976
0,eri,1977
0,eri,1978
0,eri,1979
0,eri,1980
0,eri,1981
0,eri,1982
0,eri,1983
0,eri,1984
0,eri,1985
0,eri,1986
0,eri,1987
0,eri,1988
0,eri,1989
0,eri,1990
0,eri,1991
0,eri,1992
0,eri,1993
0,eri,1994
0,eri,1995
0,eri,1996
0,eri,1997
0,eri,1998
0,eri,1999
0,eri,2000
0,eri,2001
0,eri,2002
0,eri,2003
20000,eri,2004
40440,eri,2005
62000,eri,2006
84350,eri,2007
108600,eri,2008
141100,eri,2009
185300,eri,2010
241900,eri,2011
0,est,1965
0,est,1970
0,est,1975
0,est,1976
0,est,1977
0,est,1978
0,est,1979
0,est,1980
0,est,1981
0,est,1982
0,est,1983
0,est,1984
0,est,1985
0,est,1986
0,est,1987
0,est,1988
0,est,1989
0,est,1990
570,est,1991
2498,est,1992
7224,est,1993
13770,est,1994
30450,est,1995
69500,est,1996
144200,est,1997
247000,est,1998
387000,est,1999
557000,est,2000
651200,est,2001
881000,est,2002
1050000,est,2003
1256000,est,2004
1445000,est,2005
1659000,est,2006
1682000,est,2007
1624000,est,2008
1571000,est,2009
1653000,est,2010
1863000,est,2011
0,eth,1965
0,eth,1970
0,eth,1975
0,eth,1976
0,eth,1977
0,eth,1978
0,eth,1979
0,eth,1980
0,eth,1981
0,eth,1982
0,eth,1983
0,eth,1984
0,eth,1985
0,eth,1986
0,eth,1987
0,eth,1988
0,eth,1989
0,eth,1990
0,eth,1991
0,eth,1992
0,eth,1993
0,eth,1994
0,eth,1995
0,eth,1996
0,eth,1997
0,eth,1998
6740,eth,1999
17760,eth,2000
27500,eth,2001
50370,eth,2002
51320,eth,2003
155500,eth,2004
410600,eth,2005
866700,eth,2006
1208000,eth,2007
1955000,eth,2008
4052000,eth,2009
6854000,eth,2010
14130000,eth,2011
0,fro,1965
0,fro,1970
0,fro,1975
0,fro,1976
0,fro,1977
0,fro,1978
0,fro,1979
0,fro,1980
0,fro,1981
0,fro,1982
0,fro,1983
0,fro,1984
0,fro,1985
0,fro,1986
0,fro,1987
0,fro,1988
0,fro,1990
1429,fro,1991
1718,fro,1992
1605,fro,1993
1960,fro,1994
2558,fro,1995
3265,fro,1996
4701,fro,1997
6516,fro,1998
10760,fro,1999
16970,fro,2000
24490,fro,2001
34740,fro,2002
38030,fro,2003
41300,fro,2004
42030,fro,2005
49960,fro,2006
52170,fro,2007
54860,fro,2008
56990,fro,2009
59450,fro,2010
0,fji,1965
0,fji,1970
0,fji,1975
0,fji,1976
0,fji,1977
0,fji,1978
0,fji,1979
0,fji,1980
0,fji,1981
0,fji,1982
0,fji,1983
0,fji,1984
0,fji,1985
0,fji,1986
0,fji,1987
0,fji,1988
0,fji,1989
0,fji,1990
0,fji,1991
0,fji,1992
0,fji,1993
1100,fji,1994
2200,fji,1995
3700,fji,1996
5200,fji,1997
8000,fji,1998
23380,fji,1999
55060,fji,2000
80930,fji,2001
89900,fji,2002
109900,fji,2003
142200,fji,2004
205000,fji,2005
284700,fji,2006
530000,fji,2007
600000,fji,2008
640000,fji,2009
697900,fji,2010
727000,fji,2011
0,fin,1965
0,fin,1970
0,fin,1975
0,fin,1976
0,fin,1977
0,fin,1978
0,fin,1979
23480,fin,1980
28280,fin,1981
33880,fin,1982
42230,fin,1983
52010,fin,1984
67640,fin,1985
85300,fin,1986
105900,fin,1987
138200,fin,1988
190000,fin,1989
257900,fin,1990
319100,fin,1991
386000,fin,1992
489200,fin,1993
675600,fin,1994
1039000,fin,1995
1502000,fin,1996
2163000,fin,1997
2846000,fin,1998
3273000,fin,1999
3729000,fin,2000
4176000,fin,2001
4517000,fin,2002
4747000,fin,2003
4988000,fin,2004
5270000,fin,2005
5670000,fin,2006
6080000,fin,2007
6830000,fin,2008
7700000,fin,2009
8390000,fin,2010
8940000,fin,2011
0,fra,1965
0,fra,1970
0,fra,1975
0,fra,1976
0,fra,1977
0,fra,1978
0,fra,1979
0,fra,1980
0,fra,1981
0,fra,1982
0,fra,1983
0,fra,1984
0,fra,1985
9055,fra,1986
39230,fra,1987
98330,fra,1988
178400,fra,1989
283200,fra,1990
375000,fra,1991
436700,fra,1992
572000,fra,1993
883000,fra,1994
1302000,fra,1995
2463000,fra,1996
5817000,fra,1997
11210000,fra,1998
21430000,fra,1999
29050000,fra,2000
37000000,fra,2001
38590000,fra,2002
41700000,fra,2003
44540000,fra,2004
48090000,fra,2005
51660000,fra,2006
55360000,fra,2007
57970000,fra,2008
59600000,fra,2009
63200000,fra,2010
66300000,fra,2011
0,pyf,1965
0,pyf,1970
0,pyf,1975
0,pyf,1976
0,pyf,1977
0,pyf,1978
0,pyf,1979
0,pyf,1980
0,pyf,1981
0,pyf,1982
0,pyf,1983
0,pyf,1984
0,pyf,1985
0,pyf,1986
0,pyf,1987
0,pyf,1988
0,pyf,1989
0,pyf,1990
0,pyf,1991
0,pyf,1992
0,pyf,1993
0,pyf,1994
1150,pyf,1995
2719,pyf,1996
5427,pyf,1997
11060,pyf,1998
21930,pyf,1999
39900,pyf,2000
67300,pyf,2001
52250,pyf,2002
60100,pyf,2003
96000,pyf,2004
120000,pyf,2005
152000,pyf,2006
174800,pyf,2007
187100,pyf,2008
208300,pyf,2009
215900,pyf,2010
222800,pyf,2011
0,gab,1965
0,gab,1970
0,gab,1975
0,gab,1976
0,gab,1977
0,gab,1978
0,gab,1979
0,gab,1980
0,gab,1981
0,gab,1982
0,gab,1983
0,gab,1984
0,gab,1985
0,gab,1986
0,gab,1987
0,gab,1988
0,gab,1989
0,gab,1990
0,gab,1991
280,gab,1992
1200,gab,1993
2581,gab,1994
4000,gab,1995
6800,gab,1996
9500,gab,1997
9694,gab,1998
8891,gab,1999
120000,gab,2000
150000,gab,2001
279300,gab,2002
300000,gab,2003
489400,gab,2004
736700,gab,2005
898000,gab,2006
1169000,gab,2007
1300000,gab,2008
1373000,gab,2009
1610000,gab,2010
1800000,gab,2011
0,gmb,1965
0,gmb,1970
0,gmb,1975
0,gmb,1976
0,gmb,1977
0,gmb,1978
0,gmb,1979
0,gmb,1980
0,gmb,1981
0,gmb,1982
0,gmb,1983
0,gmb,1984
0,gmb,1985
0,gmb,1986
0,gmb,1987
0,gmb,1988
0,gmb,1989
0,gmb,1990
0,gmb,1991
204,gmb,1992
457,gmb,1993
812,gmb,1994
1442,gmb,1995
3096,gmb,1996
4734,gmb,1997
5048,gmb,1998
5307,gmb,1999
5600,gmb,2000
55080,gmb,2001
100000,gmb,2002
149300,gmb,2003
175000,gmb,2004
247500,gmb,2005
404300,gmb,2006
800400,gmb,2007
1166000,gmb,2008
1313000,gmb,2009
1478000,gmb,2010
1581000,gmb,2011
0,geo,1965
0,geo,1970
0,geo,1975
0,geo,1976
0,geo,1977
0,geo,1978
0,geo,1979
0,geo,1980
0,geo,1981
0,geo,1982
0,geo,1983
0,geo,1984
0,geo,1985
0,geo,1986
0,geo,1987
0,geo,1988
0,geo,1989
0,geo,1990
0,geo,1991
0,geo,1992
0,geo,1993
0,geo,1994
150,geo,1995
2300,geo,1996
30000,geo,1997
60000,geo,1998
133200,geo,1999
194700,geo,2000
301300,geo,2001
503600,geo,2002
711200,geo,2003
840600,geo,2004
1174000,geo,2005
1704000,geo,2006
2600000,geo,2007
2755000,geo,2008
2837000,geo,2009
3980000,geo,2010
4431000,geo,2011
0,deu,1965
0,deu,1970
0,deu,1975
0,deu,1976
0,deu,1977
0,deu,1978
0,deu,1979
0,deu,1980
0,deu,1981
0,deu,1982
0,deu,1983
0,deu,1984
1080,deu,1985
23800,deu,1986
48750,deu,1987
98760,deu,1988
163600,deu,1989
272600,deu,1990
532300,deu,1991
971900,deu,1992
1774000,deu,1993
2490000,deu,1994
3725000,deu,1995
5512000,deu,1996
8276000,deu,1997
13910000,deu,1998
23450000,deu,1999
48200000,deu,2000
56130000,deu,2001
59130000,deu,2002
64800000,deu,2003
71320000,deu,2004
79270000,deu,2005
85650000,deu,2006
96230000,deu,2007
105500000,deu,2008
105000000,deu,2009
104600000,deu,2010
108700000,deu,2011
0,gha,1965
0,gha,1970
0,gha,1975
0,gha,1976
0,gha,1977
0,gha,1978
0,gha,1979
0,gha,1980
0,gha,1981
0,gha,1982
0,gha,1983
0,gha,1984
0,gha,1985
0,gha,1986
0,gha,1987
0,gha,1988
0,gha,1989
0,gha,1990
0,gha,1991
400,gha,1992
1742,gha,1993
3336,gha,1994
6200,gha,1995
12770,gha,1996
21870,gha,1997
41750,gha,1998
70030,gha,1999
130000,gha,2000
243800,gha,2001
386800,gha,2002
795500,gha,2003
1695000,gha,2004
2875000,gha,2005
5207000,gha,2006
7604000,gha,2007
11570000,gha,2008
15110000,gha,2009
17440000,gha,2010
21170000,gha,2011
0,grc,1965
0,grc,1970
0,grc,1975
0,grc,1976
0,grc,1977
0,grc,1978
0,grc,1979
0,grc,1980
0,grc,1981
0,grc,1982
0,grc,1983
0,grc,1984
0,grc,1985
0,grc,1986
0,grc,1987
0,grc,1988
0,grc,1989
0,grc,1990
0,grc,1991
0,grc,1992
48000,grc,1993
153000,grc,1994
273000,grc,1995
532000,grc,1996
937700,grc,1997
2047000,grc,1998
3904000,grc,1999
5932000,grc,2000
7964000,grc,2001
9314000,grc,2002
8936000,grc,2003
9324000,grc,2004
10260000,grc,2005
10980000,grc,2006
12290000,grc,2007
13800000,grc,2008
13300000,grc,2009
12290000,grc,2010
12130000,grc,2011
0,grl,1965
0,grl,1970
0,grl,1975
0,grl,1976
0,grl,1977
0,grl,1978
0,grl,1979
0,grl,1980
0,grl,1981
0,grl,1982
0,grl,1983
0,grl,1984
0,grl,1985
0,grl,1986
0,grl,1987
0,grl,1988
0,grl,1989
0,grl,1990
0,grl,1991
171,grl,1992
438,grl,1993
964,grl,1994
2052,grl,1995
4122,grl,1996
6481,grl,1997
8899,grl,1998
13520,grl,1999
15110,grl,2000
15880,grl,2001
19920,grl,2002
29750,grl,2003
39030,grl,2004
46480,grl,2005
53900,grl,2006
66400,grl,2007
55820,grl,2008
53470,grl,2009
57350,grl,2010
58740,grl,2011
0,grd,1965
0,grd,1970
0,grd,1975
0,grd,1976
0,grd,1977
0,grd,1978
0,grd,1979
0,grd,1980
0,grd,1981
0,grd,1982
0,grd,1983
0,grd,1984
0,grd,1985
0,grd,1986
0,grd,1987
0,grd,1988
0,grd,1989
150,grd,1990
147,grd,1991
181,grd,1992
282,grd,1993
350,grd,1994
400,grd,1995
570,grd,1996
976,grd,1997
1410,grd,1998
2012,grd,1999
4300,grd,2000
6414,grd,2001
7553,grd,2002
42290,grd,2003
43310,grd,2004
46860,grd,2005
46190,grd,2006
51380,grd,2007
60020,grd,2008
114400,grd,2009
121900,grd,2010
0,gum,1965
0,gum,1970
0,gum,1975
0,gum,1976
0,gum,1977
0,gum,1978
0,gum,1979
0,gum,1980
0,gum,1981
0,gum,1982
0,gum,1983
0,gum,1984
0,gum,1985
0,gum,1986
0,gum,1987
0,gum,1988
0,gum,1989
0,gum,1990
867,gum,1991
1301,gum,1992
1907,gum,1993
4098,gum,1994
4965,gum,1995
5803,gum,1996
5673,gum,1997
12840,gum,1998
20000,gum,1999
27200,gum,2000
32600,gum,2001
70500,gum,2002
79800,gum,2003
98000,gum,2004
0,gtm,1965
0,gtm,1970
0,gtm,1975
0,gtm,1976
0,gtm,1977
0,gtm,1978
0,gtm,1979
0,gtm,1980
0,gtm,1981
0,gtm,1982
0,gtm,1983
0,gtm,1984
0,gtm,1985
0,gtm,1986
0,gtm,1987
0,gtm,1988
0,gtm,1989
293,gtm,1990
1221,gtm,1991
2141,gtm,1992
2990,gtm,1993
10460,gtm,1994
30000,gtm,1995
43420,gtm,1996
64190,gtm,1997
111400,gtm,1998
337800,gtm,1999
856800,gtm,2000
1146000,gtm,2001
1577000,gtm,2002
2035000,gtm,2003
3168000,gtm,2004
4510000,gtm,2005
7179000,gtm,2006
11900000,gtm,2007
14950000,gtm,2008
17310000,gtm,2009
18070000,gtm,2010
20720000,gtm,2011
0,gin,1965
0,gin,1970
0,gin,1975
0,gin,1976
0,gin,1977
0,gin,1978
0,gin,1979
0,gin,1980
0,gin,1981
0,gin,1982
0,gin,1983
0,gin,1984
0,gin,1985
0,gin,1986
0,gin,1987
0,gin,1988
0,gin,1989
0,gin,1990
0,gin,1991
0,gin,1992
42,gin,1993
812,gin,1994
950,gin,1995
950,gin,1996
2868,gin,1997
21570,gin,1998
25180,gin,1999
42110,gin,2000
55670,gin,2001
90770,gin,2002
111500,gin,2003
154900,gin,2004
189000,gin,2005
2000000,gin,2007
2750000,gin,2008
3489000,gin,2009
4000000,gin,2010
4500000,gin,2011
0,gnb,1965
0,gnb,1970
0,gnb,1975
0,gnb,1976
0,gnb,1977
0,gnb,1978
0,gnb,1979
0,gnb,1980
0,gnb,1981
0,gnb,1982
0,gnb,1983
0,gnb,1984
0,gnb,1985
0,gnb,1986
0,gnb,1987
0,gnb,1988
0,gnb,1989
0,gnb,1990
0,gnb,1991
0,gnb,1992
0,gnb,1993
0,gnb,1994
0,gnb,1995
0,gnb,1996
0,gnb,1997
0,gnb,1998
0,gnb,1999
0,gnb,2000
0,gnb,2001
0,gnb,2002
1275,gnb,2003
39450,gnb,2004
98820,gnb,2005
157300,gnb,2006
296200,gnb,2007
500200,gnb,2008
560300,gnb,2009
401900,gnb,2011
0,guy,1965
0,guy,1970
0,guy,1975
0,guy,1976
0,guy,1977
0,guy,1978
0,guy,1979
0,guy,1980
0,guy,1981
0,guy,1982
0,guy,1983
0,guy,1984
0,guy,1985
0,guy,1986
0,guy,1987
0,guy,1988
0,guy,1989
0,guy,1990
0,guy,1991
841,guy,1992
1029,guy,1993
1251,guy,1994
1243,guy,1995
1200,guy,1996
1400,guy,1997
1454,guy,1998
2815,guy,1999
39830,guy,2000
75320,guy,2001
79400,guy,2002
138000,guy,2003
171700,guy,2004
281400,guy,2005
400000,guy,2006
538800,guy,2007
447800,guy,2008
513500,guy,2009
555400,guy,2010
518800,guy,2011
0,hti,1965
0,hti,1970
0,hti,1975
0,hti,1976
0,hti,1977
0,hti,1978
0,hti,1979
0,hti,1980
0,hti,1981
0,hti,1982
0,hti,1983
0,hti,1984
0,hti,1985
0,hti,1986
0,hti,1987
0,hti,1988
0,hti,1989
0,hti,1990
0,hti,1991
0,hti,1992
0,hti,1993
0,hti,1994
0,hti,1995
0,hti,1996
0,hti,1997
10000,hti,1998
25000,hti,1999
55000,hti,2000
91500,hti,2001
140000,hti,2002
320000,hti,2003
400000,hti,2004
500200,hti,2005
1200000,hti,2006
2500000,hti,2007
3200000,hti,2008
3648000,hti,2009
4000000,hti,2010
4200000,hti,2011
0,hnd,1965
0,hnd,1970
0,hnd,1975
0,hnd,1976
0,hnd,1977
0,hnd,1978
0,hnd,1979
0,hnd,1980
0,hnd,1981
0,hnd,1982
0,hnd,1983
0,hnd,1984
0,hnd,1985
0,hnd,1986
0,hnd,1987
0,hnd,1988
0,hnd,1989
0,hnd,1990
0,hnd,1991
0,hnd,1992
0,hnd,1993
0,hnd,1994
0,hnd,1995
2311,hnd,1996
14430,hnd,1997
34900,hnd,1998
78590,hnd,1999
155300,hnd,2000
237600,hnd,2001
326500,hnd,2002
379400,hnd,2003
707200,hnd,2004
1281000,hnd,2005
2241000,hnd,2006
4185000,hnd,2007
6211000,hnd,2008
8391000,hnd,2009
9505000,hnd,2010
8062000,hnd,2011
0,hkg,1965
0,hkg,1970
0,hkg,1975
0,hkg,1976
0,hkg,1977
0,hkg,1978
0,hkg,1979
0,hkg,1980
0,hkg,1981
0,hkg,1982
0,hkg,1983
1000,hkg,1984
4400,hkg,1985
10000,hkg,1986
28060,hkg,1987
51280,hkg,1988
89190,hkg,1989
133900,hkg,1990
189700,hkg,1991
233300,hkg,1992
290800,hkg,1993
484800,hkg,1994
798400,hkg,1995
1362000,hkg,1996
2230000,hkg,1997
3174000,hkg,1998
4275000,hkg,1999
5447000,hkg,2000
5776000,hkg,2001
6396000,hkg,2002
7349000,hkg,2003
8214000,hkg,2004
8544000,hkg,2005
9444000,hkg,2006
10750000,hkg,2007
11580000,hkg,2008
