improved_sanitation_rural_access_percent,geo,time
86,lka,2004
88,lka,2005
89,lka,2006
91,lka,2007
92,lka,2008
93,lka,2009
93,lka,2010
18,sdn,1990
17,sdn,1991
17,sdn,1992
17,sdn,1993
17,sdn,1994
17,sdn,1995
16,sdn,1996
16,sdn,1997
16,sdn,1998
16,sdn,1999
16,sdn,2000
15,sdn,2001
15,sdn,2002
15,sdn,2003
15,sdn,2004
15,sdn,2005
14,sdn,2006
14,sdn,2007
14,sdn,2008
14,sdn,2009
14,sdn,2010
64,sur,1994
64,sur,1995
64,sur,1996
64,sur,1997
64,sur,1998
65,sur,1999
65,sur,2000
65,sur,2001
65,sur,2002
65,sur,2003
65,sur,2004
66,sur,2005
66,sur,2006
66,sur,2007
66,sur,2008
66,sur,2009
66,sur,2010
44,swz,1990
44,swz,1991
44,swz,1992
44,swz,1993
45,swz,1994
45,swz,1995
46,swz,1996
47,swz,1997
47,swz,1998
48,swz,1999
49,swz,2000
49,swz,2001
50,swz,2002
51,swz,2003
51,swz,2004
52,swz,2005
53,swz,2006
53,swz,2007
54,swz,2008
55,swz,2009
55,swz,2010
100,swe,1990
100,swe,1991
100,swe,1992
100,swe,1993
100,swe,1994
100,swe,1995
100,swe,1996
100,swe,1997
100,swe,1998
100,swe,1999
100,swe,2000
100,swe,2001
100,swe,2002
100,swe,2003
100,swe,2004
100,swe,2005
100,swe,2006
100,swe,2007
100,swe,2008
100,swe,2009
100,swe,2010
100,che,1990
100,che,1991
100,che,1992
100,che,1993
100,che,1994
100,che,1995
100,che,1996
100,che,1997
100,che,1998
100,che,1999
100,che,2000
100,che,2001
100,che,2002
100,che,2003
100,che,2004
100,che,2005
100,che,2006
100,che,2007
100,che,2008
100,che,2009
100,che,2010
75,syr,1990
75,syr,1991
75,syr,1992
75,syr,1993
75,syr,1994
76,syr,1995
77,syr,1996
78,syr,1997
79,syr,1998
80,syr,1999
81,syr,2000
83,syr,2001
84,syr,2002
85,syr,2003
86,syr,2004
87,syr,2005
88,syr,2006
89,syr,2007
91,syr,2008
92,syr,2009
93,syr,2010
87,tjk,1993
87,tjk,1994
87,tjk,1995
87,tjk,1996
87,tjk,1997
87,tjk,1998
88,tjk,1999
89,tjk,2000
89,tjk,2001
90,tjk,2002
91,tjk,2003
91,tjk,2004
92,tjk,2005
93,tjk,2006
93,tjk,2007
94,tjk,2008
94,tjk,2009
94,tjk,2010
6,tza,1990
6,tza,1991
6,tza,1992
6,tza,1993
6,tza,1994
7,tza,1995
7,tza,1996
7,tza,1997
7,tza,1998
7,tza,1999
7,tza,2000
7,tza,2001
7,tza,2002
7,tza,2003
7,tza,2004
7,tza,2005
7,tza,2006
7,tza,2007
7,tza,2008
7,tza,2009
7,tza,2010
80,tha,1990
81,tha,1991
82,tha,1992
84,tha,1993
85,tha,1994
86,tha,1995
88,tha,1996
89,tha,1997
90,tha,1998
92,tha,1999
93,tha,2000
94,tha,2001
96,tha,2002
96,tha,2003
96,tha,2004
96,tha,2005
96,tha,2006
96,tha,2007
96,tha,2008
96,tha,2009
96,tha,2010
32,tls,1995
32,tls,1996
32,tls,1997
32,tls,1998
32,tls,1999
33,tls,2000
33,tls,2001
34,tls,2002
34,tls,2003
35,tls,2004
35,tls,2005
35,tls,2006
36,tls,2007
36,tls,2008
37,tls,2009
37,tls,2010
8,tgo,1990
8,tgo,1991
7,tgo,1992
7,tgo,1993
7,tgo,1994
7,tgo,1995
6,tgo,1996
6,tgo,1997
6,tgo,1998
6,tgo,1999
5,tgo,2000
5,tgo,2001
5,tgo,2002
5,tgo,2003
4,tgo,2004
4,tgo,2005
4,tgo,2006
4,tgo,2007
3,tgo,2008
3,tgo,2009
3,tgo,2010
96,ton,1990
96,ton,1991
96,ton,1992
96,ton,1993
96,ton,1994
96,ton,1995
96,ton,1996
96,ton,1997
96,ton,1998
96,ton,1999
96,ton,2000
96,ton,2001
96,ton,2002
96,ton,2003
96,ton,2004
96,ton,2005
96,ton,2006
96,ton,2007
96,ton,2008
96,ton,2009
96,ton,2010
93,tto,1990
93,tto,1991
93,tto,1992
93,tto,1993
93,tto,1994
92,tto,1995
92,tto,1996
92,tto,1997
92,tto,1998
92,tto,1999
92,tto,2000
92,tto,2001
92,tto,2002
92,tto,2003
92,tto,2004
92,tto,2005
92,tto,2006
92,tto,2007
92,tto,2008
92,tto,2009
92,tto,2010
44,tun,1990
46,tun,1991
47,tun,1992
48,tun,1993
49,tun,1994
51,tun,1995
52,tun,1996
53,tun,1997
55,tun,1998
56,tun,1999
57,tun,2000
58,tun,2001
60,tun,2002
61,tun,2003
62,tun,2004
64,tun,2005
64,tun,2006
64,tun,2007
64,tun,2008
64,tun,2009
66,tur,1990
66,tur,1991
67,tur,1992
67,tur,1993
68,tur,1994
68,tur,1995
69,tur,1996
69,tur,1997
70,tur,1998
70,tur,1999
71,tur,2000
71,tur,2001
72,tur,2002
72,tur,2003
73,tur,2004
73,tur,2005
74,tur,2006
74,tur,2007
75,tur,2008
75,tur,2009
75,tur,2010
97,tkm,1990
97,tkm,1991
97,tkm,1992
97,tkm,1993
97,tkm,1994
97,tkm,1995
97,tkm,1996
97,tkm,1997
97,tkm,1998
97,tkm,1999
97,tkm,2000
97,tkm,2001
97,tkm,2002
97,tkm,2003
97,tkm,2004
97,tkm,2005
97,tkm,2006
97,tkm,2007
97,tkm,2008
97,tkm,2009
97,tkm,2010
94,tca,1992
94,tca,1993
94,tca,1994
94,tca,1995
94,tca,1996
94,tca,1997
94,tca,1998
94,tca,1999
94,tca,2000
94,tca,2001
94,tca,2002
94,tca,2003
94,tca,2004
76,tuv,1990
77,tuv,1991
77,tuv,1992
77,tuv,1993
77,tuv,1994
78,tuv,1995
78,tuv,1996
78,tuv,1997
78,tuv,1998
79,tuv,1999
79,tuv,2000
79,tuv,2001
79,tuv,2002
80,tuv,2003
80,tuv,2004
80,tuv,2005
80,tuv,2006
80,tuv,2007
81,tuv,2008
81,tuv,2009
81,tuv,2010
26,uga,1990
27,uga,1991
27,uga,1992
28,uga,1993
28,uga,1994
28,uga,1995
29,uga,1996
29,uga,1997
30,uga,1998
30,uga,1999
30,uga,2000
31,uga,2001
31,uga,2002
32,uga,2003
32,uga,2004
32,uga,2005
33,uga,2006
33,uga,2007
34,uga,2008
34,uga,2009
34,uga,2010
91,ukr,1994
91,ukr,1995
91,ukr,1996
91,ukr,1997
91,ukr,1998
91,ukr,1999
91,ukr,2000
91,ukr,2001
90,ukr,2002
90,ukr,2003
90,ukr,2004
90,ukr,2005
90,ukr,2006
90,ukr,2007
90,ukr,2008
89,ukr,2009
89,ukr,2010
95,are,1990
95,are,1991
95,are,1992
95,are,1993
95,are,1994
95,are,1995
95,are,1996
95,are,1997
95,are,1998
95,are,1999
95,are,2000
95,are,2001
95,are,2002
95,are,2003
95,are,2004
95,are,2005
95,are,2006
95,are,2007
95,are,2008
95,are,2009
95,are,2010
100,gbr,1990
100,gbr,1991
100,gbr,1992
100,gbr,1993
100,gbr,1994
100,gbr,1995
100,gbr,1996
100,gbr,1997
100,gbr,1998
100,gbr,1999
100,gbr,2000
100,gbr,2001
100,gbr,2002
100,gbr,2003
100,gbr,2004
100,gbr,2005
100,gbr,2006
100,gbr,2007
100,gbr,2008
100,gbr,2009
100,gbr,2010
99,usa,1990
99,usa,1991
99,usa,1992
99,usa,1993
99,usa,1994
99,usa,1995
99,usa,1996
99,usa,1997
99,usa,1998
99,usa,1999
99,usa,2000
99,usa,2001
99,usa,2002
99,usa,2003
99,usa,2004
99,usa,2005
99,usa,2006
99,usa,2007
99,usa,2008
99,usa,2009
99,usa,2010
83,ury,1990
83,ury,1991
83,ury,1992
83,ury,1993
83,ury,1994
84,ury,1995
85,ury,1996
86,ury,1997
87,ury,1998
89,ury,1999
90,ury,2000
91,ury,2001
92,ury,2002
94,ury,2003
95,ury,2004
96,ury,2005
97,ury,2006
98,ury,2007
99,ury,2008
99,ury,2009
99,ury,2010
76,uzb,1990
76,uzb,1991
76,uzb,1992
76,uzb,1993
76,uzb,1994
78,uzb,1995
80,uzb,1996
81,uzb,1997
83,uzb,1998
85,uzb,1999
87,uzb,2000
89,uzb,2001
91,uzb,2002
92,uzb,2003
94,uzb,2004
96,uzb,2005
98,uzb,2006
100,uzb,2007
100,uzb,2008
100,uzb,2009
100,uzb,2010
32,vut,1992
32,vut,1993
32,vut,1994
32,vut,1995
32,vut,1996
33,vut,1997
35,vut,1998
37,vut,1999
38,vut,2000
40,vut,2001
41,vut,2002
43,vut,2003
44,vut,2004
46,vut,2005
48,vut,2006
49,vut,2007
51,vut,2008
52,vut,2009
54,vut,2010
45,ven,1990
46,ven,1991
47,ven,1992
48,ven,1993
49,ven,1994
50,ven,1995
50,ven,1996
51,ven,1997
52,ven,1998
53,ven,1999
54,ven,2000
55,ven,2001
56,ven,2002
57,ven,2003
57,ven,2004
57,ven,2005
57,ven,2006
57,ven,2007
78,pse,1991
78,pse,1992
78,pse,1993
78,pse,1994
78,pse,1995
79,pse,1996
80,pse,1997
81,pse,1998
82,pse,1999
83,pse,2000
84,pse,2001
85,pse,2002
86,pse,2003
87,pse,2004
88,pse,2005
89,pse,2006
90,pse,2007
91,pse,2008
92,pse,2009
92,pse,2010
30,vnm,1990
32,vnm,1991
34,vnm,1992
36,vnm,1993
37,vnm,1994
39,vnm,1995
41,vnm,1996
43,vnm,1997
45,vnm,1998
47,vnm,1999
49,vnm,2000
51,vnm,2001
53,vnm,2002
55,vnm,2003
57,vnm,2004
59,vnm,2005
61,vnm,2006
62,vnm,2007
64,vnm,2008
66,vnm,2009
68,vnm,2010
12,yem,1990
13,yem,1991
14,yem,1992
15,yem,1993
17,yem,1994
18,yem,1995
19,yem,1996
20,yem,1997
22,yem,1998
23,yem,1999
24,yem,2000
25,yem,2001
27,yem,2002
28,yem,2003
29,yem,2004
30,yem,2005
32,yem,2006
33,yem,2007
34,yem,2008
34,yem,2009
34,yem,2010
37,zmb,1990
37,zmb,1991
38,zmb,1992
38,zmb,1993
38,zmb,1994
39,zmb,1995
39,zmb,1996
39,zmb,1997
39,zmb,1998
40,zmb,1999
40,zmb,2000
40,zmb,2001
41,zmb,2002
41,zmb,2003
41,zmb,2004
42,zmb,2005
42,zmb,2006
42,zmb,2007
43,zmb,2008
43,zmb,2009
43,zmb,2010
35,zwe,1990
35,zwe,1991
35,zwe,1992
35,zwe,1993
35,zwe,1994
35,zwe,1995
34,zwe,1996
34,zwe,1997
34,zwe,1998
34,zwe,1999
34,zwe,2000
34,zwe,2001
34,zwe,2002
33,zwe,2003
33,zwe,2004
33,zwe,2005
33,zwe,2006
33,zwe,2007
33,zwe,2008
32,zwe,2009
32,zwe,2010
